-0.0024395+0.00087668i,-0.0014717+0.00031765i,-0.0026499+0.00070052i,-0.0025561+0.0010787i,-0.001327+0.0022685i,-0.0009828+0.0026055i,-0.00072899+0.0020181i,0.00015264+0.0018185i,0.00095658+0.0015101i,0.0010061+0.00080015i,0.00059454-0.0004414i,0.00057207-0.0004666i,0.00077362-0.00021256i,0.00081255-0.0003804i,0.00026872+0.00013941i,-0.00014514+2.4002e-05i,-0.00025921-0.0010816i,0.00071984-0.0011045i,0.0007741-0.00050329i,0.00015905-0.00019559i,8.9679e-05-5.3854e-05i,0.00017881+0.00022566i,0.00012796+0.00030069i
0.072324-0.05793i,0.15653-0.17949i,0.14325-0.32525i,-0.053623-0.31454i,-0.21939-0.096716i,-0.1609+0.075692i,-0.082834+0.043358i,-0.10624+0.0080422i,-0.088419+0.064779i,-0.022833+0.088611i,0.005728+0.061996i,0.011793+0.027581i,0.0082844-0.0069492i,-0.011447-0.016151i,-0.019493-0.0050829i,-0.0093888-0.0077316i,-0.0032621-0.020852i,-0.0084811-0.023722i,-0.017169-0.015542i,-0.02193-0.0093967i,-0.020761-0.012572i,-0.014489-0.024793i,-0.010615-0.039682i
-0.0022823+0.094857i,0.037063+0.26769i,0.17083+0.44076i,0.35491+0.40113i,0.39095+0.16076i,0.25111+8.6796e-05i,0.16502+0.0042947i,0.17417+0.00077222i,0.13922-0.052609i,0.055335-0.06746i,-0.0030749-0.040937i,-0.027541-0.009771i,-0.025159+0.0068507i,-0.0076432-0.0041334i,-0.0048391-0.02022i,-0.017091-0.014896i,-0.020174+0.0012362i,-0.0040052+0.0042669i,0.013167-0.0049148i,0.0097633-0.005846i,0.0010631+0.0045897i,0.003122+0.013288i,0.0087933+0.017698i
-0.068674-0.069928i,-0.21677-0.18088i,-0.4224-0.2801i,-0.52108-0.25439i,-0.41831-0.14162i,-0.25844-0.060801i,-0.19134-0.025187i,-0.17746-0.011548i,-0.14092-0.0050013i,-0.071141-0.007503i,-0.0063878-0.021813i,0.025124-0.02323i,0.033875+0.00092096i,0.032527+0.023995i,0.028917+0.026951i,0.034726+0.015619i,0.035521+0.003435i,0.015637+0.0035317i,-0.0036405+0.01298i,-0.0029121+0.015357i,0.0009274+0.012318i,-0.0060565+0.017355i,-0.0076927+0.021824i
0.097523-0.0049023i,0.26807-0.021732i,0.44373-0.043994i,0.44027-0.021619i,0.27611+0.058053i,0.15788+0.083793i,0.12172+0.034765i,0.10313+0.032184i,0.095744+0.061443i,0.068255+0.063744i,0.022056+0.063224i,-0.0007672+0.045518i,-0.010549+3.8105e-05i,-0.019537-0.022548i,-0.026769-0.016387i,-0.039948-0.012494i,-0.047683-0.01615i,-0.03899-0.020783i,-0.02514-0.019882i,-0.015392-0.013686i,-0.0094567-0.014473i,-0.0055986-0.027661i,-0.0086903-0.038884i
-0.05475+0.069613i,-0.14023+0.19359i,-0.18945+0.30825i,-0.11012+0.24695i,0.010221+0.051939i,0.026525-0.027214i,0.00075479+0.014908i,-0.0030652-0.00076117i,-0.028001-0.056342i,-0.046441-0.06755i,-0.034915-0.062472i,-0.02712-0.045236i,-0.01849-0.012374i,-0.0075169-0.0053779i,-0.0024907-0.01268i,0.011325-0.00070266i,0.032108+0.01528i,0.041229+0.015789i,0.033498+0.0032544i,0.019536-0.0034225i,0.01471+0.0077083i,0.017445+0.025999i,0.017054+0.03866i
-0.019476-0.091204i,-0.063399-0.23632i,-0.16124-0.36642i,-0.27151-0.30461i,-0.2993-0.12387i,-0.22867-0.064711i,-0.15903-0.085273i,-0.11391-0.036484i,-0.048742+0.026622i,0.0064453+0.031377i,0.03102+0.018818i,0.045995+0.0086488i,0.048189+3.0313e-05i,0.040529+0.0069988i,0.030854+0.0072791i,0.0013389-0.0131i,-0.042026-0.023707i,-0.060555-0.0058045i,-0.041985+0.018499i,-0.015461+0.018443i,-0.007275+0.00060271i,-0.010645-0.013219i,-0.01252-0.023844i
0.072131+0.043462i,0.21388+0.1226i,0.40943+0.19736i,0.52003+0.18681i,0.47833+0.13873i,0.37083+0.14657i,0.28059+0.13649i,0.19457+0.062489i,0.099724+0.017675i,0.02888+0.035475i,-0.010966+0.055804i,-0.038322+0.049532i,-0.057007+0.033595i,-0.060782+0.026243i,-0.045223+0.038113i,-0.00647+0.057867i,0.038765+0.058498i,0.056952+0.030313i,0.03565+5.3157e-05i,0.003918-0.0028584i,-0.0070289+0.0051971i,-0.001932+0.0051032i,0.0042427+0.0096316i
-0.080215+0.015696i,-0.23011+0.043487i,-0.41925+0.057654i,-0.50993+0.0057731i,-0.47538-0.098893i,-0.39641-0.1531i,-0.30682-0.11349i,-0.21144-0.055007i,-0.12056-0.039148i,-0.049589-0.054522i,-0.0054602-0.067261i,0.022891-0.055744i,0.046418-0.035544i,0.0547-0.038984i,0.032807-0.063639i,-0.0048538-0.078832i,-0.032054-0.071518i,-0.038238-0.051897i,-0.024603-0.035158i,-0.0059104-0.025245i,0.0062989-0.012158i,0.014941+4.0132e-05i,0.01641-0.00095658i
0.036635-0.061999i,0.1128-0.16175i,0.21515-0.23072i,0.28692-0.14259i,0.30694+0.032753i,0.27928+0.084163i,0.21132+0.031156i,0.14704+0.017998i,0.10465+0.026276i,0.063178+0.015458i,0.023512+0.0061061i,-0.0065527+0.0012487i,-0.023732+0.0075347i,-0.014636+0.035439i,0.013652+0.061669i,0.028844+0.065898i,0.018978+0.058681i,0.0059514+0.052625i,0.0057545+0.046326i,0.0079343+0.02849i,-0.00078419+0.002152i,-0.016483-0.01273i,-0.022671-0.011809i
0.022901+0.057724i,0.049209+0.15726i,0.059429+0.22647i,0.017452+0.15929i,-0.041016+0.043968i,-0.059401+0.041954i,-0.04536+0.080997i,-0.045587+0.046077i,-0.065037+0.010567i,-0.064357+0.026074i,-0.042833+0.039773i,-0.022397+0.032905i,-0.01417+0.013399i,-0.031328-0.015205i,-0.052234-0.030465i,-0.036717-0.030375i,0.0052793-0.03398i,0.028241-0.043396i,0.013105-0.042197i,-0.010956-0.016262i,-0.013021+0.017659i,-8.2776e-05+0.03128i,0.0059506+0.026231i
-0.043552-0.027537i,-0.13668-0.063929i,-0.22659-0.095793i,-0.23783-0.086401i,-0.20475-0.083921i,-0.18314-0.1302i,-0.14942-0.13504i,-0.080832-0.067204i,-0.0048048-0.024986i,0.029175-0.042436i,0.028042-0.058481i,0.026254-0.050288i,0.033792-0.039109i,0.04718-0.037459i,0.04245-0.041106i,0.00077675-0.034031i,-0.051113-0.01059i,-0.070037+0.01365i,-0.045837+0.019887i,-0.011302+0.0016373i,0.0029761-0.020717i,0.00023914-0.027981i,-0.0055112-0.026868i
0.045384-0.025276i,0.12993-0.061509i,0.23392-0.078085i,0.30073-0.027485i,0.3325+0.074402i,0.33468+0.15459i,0.27915+0.13662i,0.17439+0.060484i,0.070991+0.02095i,0.015242+0.026115i,-0.00035113+0.031527i,-0.011805+0.028156i,-0.025954+0.038587i,-0.026597+0.063749i,-0.0021884+0.079275i,0.040836+0.064713i,0.077686+0.032668i,0.08507+0.011564i,0.065295+0.0087973i,0.037621+0.014795i,0.015019+0.021314i,0.0031921+0.028317i,0.0035106+0.033955i
-0.010851+0.036458i,-0.042522+0.10199i,-0.11379+0.13643i,-0.22191+0.064942i,-0.32563-0.060663i,-0.35968-0.11564i,-0.30214-0.075502i,-0.20211-0.025166i,-0.11461-0.0054317i,-0.061735+0.013249i,-0.03124+0.037103i,0.00046396+0.039838i,0.020373+0.0080188i,-3.5674e-05-0.035534i,-0.047365-0.057659i,-0.084281-0.046882i,-0.093526-0.028409i,-0.078152-0.026835i,-0.058459-0.032286i,-0.042838-0.024466i,-0.01917-0.01049i,0.0017759-0.011126i,0.0036403-0.021004i
-0.026183-0.030314i,-0.047141-0.071574i,-0.020104-0.086434i,0.098996-0.023273i,0.23282+0.059375i,0.26653+0.053854i,0.20995-0.00097695i,0.147-0.012245i,0.10667-0.0038506i,0.079049-0.030465i,0.048812-0.071178i,0.011586-0.074032i,-0.0050779-0.034693i,0.025058+0.0049481i,0.074035+0.014471i,0.090919+0.0062165i,0.068785+0.010018i,0.034878+0.027377i,0.015777+0.033978i,0.010547+0.015822i,-0.001102-0.0090178i,-0.013513-0.013582i,-0.012976-0.0023935i
0.032331+0.0023228i,0.070295-0.0019011i,0.071485-0.016258i,-0.011259-0.040061i,-0.099846-0.043646i,-0.10054+0.0030269i,-0.059932+0.047259i,-0.048941+0.036118i,-0.054838+0.011023i,-0.047717+0.021914i,-0.023226+0.049072i,0.0072316+0.052374i,0.017064+0.034841i,-0.0085661+0.026903i,-0.041575+0.039267i,-0.045888+0.043702i,-0.020615+0.019012i,0.0072362-0.014216i,0.015793-0.026176i,0.0099067-0.0090048i,0.0086384+0.02081i,0.013714+0.033608i,0.013526+0.023614i
-0.014114+0.024494i,-0.030226+0.057223i,-0.029711+0.079314i,-0.0091458+0.063587i,-0.019655+0.025989i,-0.067189-0.009522i,-0.08685-0.02632i,-0.060343-0.018291i,-0.020806-0.0023567i,-3.1484e-05+0.0021879i,-0.0029959-0.0025361i,-0.017991-0.0072968i,-0.024897-0.01527i,-0.016521-0.036934i,-0.011435-0.059425i,-0.018781-0.054351i,-0.032195-0.021953i,-0.043947+0.0096057i,-0.043214+0.023115i,-0.0296+0.015457i,-0.017704-0.01098i,-0.016631-0.03402i,-0.01761-0.036686i
-0.01123-0.020724i,-0.022389-0.047616i,-0.0198-0.055885i,0.026394-0.027422i,0.11124-0.0022708i,0.17454-0.0095184i,0.16975-0.020724i,0.12021-0.011577i,0.070496-0.0014422i,0.040685-0.016994i,0.026062-0.046259i,0.017335-0.051831i,0.016779-0.028872i,0.031059+0.0034283i,0.050145+0.019722i,0.055691+0.0085696i,0.047709-0.006221i,0.040166-0.008384i,0.035358-0.0074916i,0.027031-0.0049929i,0.016802+0.0084738i,0.013625+0.028664i,0.015208+0.038141i
0.019834+0.0010683i,0.042926+0.00038184i,0.03244-0.015686i,-0.046872-0.034082i,-0.14849-0.021107i,-0.19328+0.029587i,-0.16991+0.063341i,-0.1184+0.036498i,-0.080937-0.0032615i,-0.065235+0.011609i,-0.048375+0.058609i,-0.02174+0.073321i,-0.012321+0.052831i,-0.033902+0.03285i,-0.060113+0.034061i,-0.061558+0.045519i,-0.042051+0.037386i,-0.020338+0.0069023i,-0.0094476-0.017455i,-0.010205-0.018584i,-0.0075492-0.012706i,-0.0016966-0.019198i,-0.0018177-0.029389i
-0.017069+0.012411i,-0.022145+0.03909i,0.0089998+0.074736i,0.089824+0.087474i,0.15483+0.056931i,0.14771-0.0043946i,0.098604-0.0494i,0.055493-0.030176i,0.038224+0.015555i,0.036508+0.012983i,0.021523-0.025545i,-0.0042873-0.045884i,-0.012625-0.042042i,0.0023496-0.046254i,0.020177-0.069008i,0.02048-0.084513i,0.0053068-0.065714i,-0.0090877-0.017369i,-0.009416+0.022201i,-0.0008998+0.023919i,-0.0035646+0.0075625i,-0.015108+0.0047101i,-0.017922+0.012075i
-0.0040405-0.017247i,-0.025268-0.043937i,-0.074283-0.07024i,-0.12639-0.079273i,-0.12984-0.077091i,-0.081148-0.056266i,-0.026562-0.012702i,0.00815+0.0089007i,0.019131-0.0094549i,0.012898-0.023367i,0.01609-0.014447i,0.030657-0.0036651i,0.036161+0.0034531i,0.030282+0.024941i,0.025689+0.062642i,0.026774+0.085594i,0.026472+0.068822i,0.022366+0.023464i,0.010634-0.015032i,-0.0027935-0.017658i,0.0019643+0.003793i,0.018912+0.017429i,0.02502+0.014622i
0.014205+0.0033533i,0.051188+0.0074919i,0.10011+0.0042932i,0.11641+0.020885i,0.078702+0.087355i,0.022804+0.13749i,-0.019013+0.10278i,-0.042836+0.033243i,-0.04939+0.0011406i,-0.038721+0.013767i,-0.021726+0.033718i,-0.015145+0.039312i,-0.017478+0.035934i,-0.024909+0.015906i,-0.039074-0.019761i,-0.045945-0.043195i,-0.034829-0.045535i,-0.01998-0.034137i,-0.0092275-0.014756i,-0.00014996-0.0043992i,-0.0026018-0.013906i,-0.015335-0.027165i,-0.022766-0.02908i
-0.010503+0.0057641i,-0.036207+0.032653i,-0.055378+0.064215i,-0.043828+0.041205i,-0.015114-0.066617i,0.0077365-0.1685i,0.021356-0.16168i,0.027642-0.06717i,0.035563+0.012238i,0.037108+0.016815i,0.021219-0.017931i,0.0062436-0.041467i,0.0053533-0.049072i,0.015881-0.043657i,0.027197-0.030076i,0.022841-0.014882i,0.0058711+0.0088167i,-0.0052442+0.034253i,-0.0028278+0.041403i,0.0041338+0.031723i,0.010145+0.027052i,0.016706+0.033033i,0.019931+0.035813i
0.0035862-0.021067i,-0.0071925-0.059752i,-0.034643-0.096078i,-0.057122-0.066157i,-0.043716+0.037753i,-0.017712+0.14349i,-0.0013081+0.16551i,0.011938+0.08528i,0.0066817-0.0089432i,-0.0054469-0.03193i,0.0019704-0.0066524i,0.014167+0.016812i,0.014327+0.035604i,0.011247+0.05276i,0.014605+0.060676i,0.027134+0.051734i,0.037252+0.020943i,0.030817-0.019022i,0.0084614-0.039124i,-0.012098-0.029634i,-0.016282-0.016488i,-0.011402-0.02044i,-0.0087889-0.029777i
0.015489+0.012966i,0.056931+0.030294i,0.11722+0.040181i,0.13673+0.022453i,0.084008-0.017897i,0.018156-0.063974i,-0.024808-0.094507i,-0.055333-0.069627i,-0.056856-0.010368i,-0.041232+0.015265i,-0.040976+0.01063i,-0.041532+0.0039689i,-0.031157-0.009079i,-0.032432-0.033453i,-0.052361-0.057339i,-0.074712-0.062287i,-0.079554-0.043265i,-0.056769-0.011469i,-0.016067+0.0068438i,0.013387-0.00091056i,0.010251-0.011049i,-0.0089671-0.0020306i,-0.017738+0.013092i
-0.020736+0.00018947i,-0.064155+0.020604i,-0.11573+0.049139i,-0.12284+0.042776i,-0.078002-0.01646i,-0.029688-0.049556i,0.013439-0.0091384i,0.055735+0.030984i,0.067685+0.029563i,0.051148+0.014765i,0.035496-0.00073629i,0.021255-0.012515i,0.0093108-0.012177i,0.017442+0.0061245i,0.047963+0.032369i,0.077678+0.048932i,0.079955+0.051848i,0.053725+0.044704i,0.018151+0.033989i,-0.0056949+0.031439i,-0.002244+0.033057i,0.018222+0.023195i,0.028368+0.0047792i
0.0074211-0.021304i,0.022037-0.064718i,0.030311-0.11051i,0.029668-0.069875i,0.039507+0.070844i,0.0498+0.15938i,0.022565+0.11769i,-0.020506+0.032855i,-0.038621-0.024497i,-0.028835-0.035579i,-0.0053527-0.015662i,0.012665+0.0076281i,0.017541+0.024268i,0.0089485+0.020581i,-0.018899-0.0020398i,-0.049802-0.024881i,-0.057215-0.046529i,-0.046634-0.061973i,-0.032561-0.058829i,-0.020533-0.046713i,-0.01999-0.037837i,-0.029703-0.027697i,-0.033134-0.012844i
0.0083926+0.022357i,0.036271+0.058832i,0.074998+0.083504i,0.070289+0.022749i,-0.0051756-0.11442i,-0.071315-0.20575i,-0.070413-0.18349i,-0.040359-0.087676i,-0.014807+0.0028444i,-0.0087671+0.035867i,-0.025309+0.028814i,-0.036281+0.0096638i,-0.03375-0.016765i,-0.031448-0.027152i,-0.022988-0.012142i,-0.0095103+0.01475i,0.00052785+0.048183i,0.0099599+0.067792i,0.020217+0.056706i,0.024553+0.034106i,0.024337+0.022917i,0.026652+0.02047i,0.025952+0.015042i
-0.025033-0.0039775i,-0.070968-0.0056785i,-0.12345+0.018379i,-0.097399+0.078916i,0.011751+0.14349i,0.087924+0.18619i,0.095941+0.18534i,0.082217+0.11998i,0.058729+0.040744i,0.047139+0.0064034i,0.059141-0.0042048i,0.058968-0.010465i,0.044579+0.00036614i,0.043489+0.014176i,0.053405+0.0075968i,0.060099-0.018698i,0.054414-0.046077i,0.03657-0.05177i,0.013014-0.029833i,-0.003209-0.0015182i,-0.0055431+0.008267i,-0.0025247-0.0024258i,-0.00098977-0.015051i
0.014533-0.015912i,0.050312-0.050711i,0.079097-0.10906i,0.042251-0.13964i,-0.04051-0.1164i,-0.081789-0.10069i,-0.089078-0.11684i,-0.096089-0.10312i,-0.075592-0.063609i,-0.053203-0.046186i,-0.053724-0.029557i,-0.042047-0.005375i,-0.02025+0.00019608i,-0.023059-0.0097012i,-0.050335-0.010027i,-0.077688+0.0077014i,-0.08514+0.021156i,-0.070257+0.014302i,-0.043203-0.0059723i,-0.020734-0.024432i,-0.01479-0.025002i,-0.018609-0.0061111i,-0.017902+0.015805i
-0.0045026+0.021815i,-0.0026501+0.073884i,0.023107+0.1347i,0.065425+0.1215i,0.074011+0.031706i,0.047192-0.011584i,0.049131+0.02322i,0.070853+0.047311i,0.054659+0.048887i,0.02716+0.053226i,0.016328+0.039184i,0.0028681+0.011874i,-0.0092519-0.00056912i,-0.0009766+0.0039985i,0.030119+0.007469i,0.066091+0.0016783i,0.084553+0.0036519i,0.080292+0.017411i,0.061756+0.025645i,0.041579+0.027618i,0.032065+0.025475i,0.031855+0.0079501i,0.024289-0.017557i
-0.017201-0.016982i,-0.056514-0.047437i,-0.12331-0.065361i,-0.1461-0.0059606i,-0.071373+0.099877i,0.011732+0.12304i,0.0076967+0.069695i,-0.025324+0.02915i,-0.019214-0.00071749i,0.0062675-0.026963i,0.026153-0.031228i,0.033642-0.017792i,0.034267-0.0031525i,0.028908-0.0020462i,0.0037412-0.011832i,-0.035088-0.02217i,-0.063357-0.03632i,-0.069104-0.045136i,-0.055086-0.032586i,-0.037287-0.019065i,-0.032104-0.016701i,-0.033786-0.0056023i,-0.025693+0.013931i
0.016455-0.001837i,0.069146-0.012416i,0.13611-0.056195i,0.12352-0.13816i,0.0071642-0.19321i,-0.081172-0.17212i,-0.067668-0.12426i,-0.023861-0.085983i,-0.0091858-0.048885i,-0.024657-0.020145i,-0.045301+0.00089861i,-0.044865+0.013208i,-0.035547+0.011424i,-0.033418+0.01212i,-0.02484+0.024741i,-0.0034144+0.044816i,0.017734+0.065338i,0.022032+0.065815i,0.010921+0.040563i,0.0039961+0.019003i,0.0093462+0.01391i,0.016142+0.010339i,0.01224+0.0033217i
-0.0096274+0.0078757i,-0.038803+0.057581i,-0.055986+0.15055i,0.0020094+0.22672i,0.10261+0.21332i,0.138+0.15985i,0.10452+0.13268i,0.056359+0.10616i,0.018433+0.076263i,0.017248+0.065271i,0.03885+0.046179i,0.0385+0.013319i,0.024444-0.0022343i,0.022824-0.0071135i,0.026623-0.021968i,0.023457-0.047151i,0.017755-0.066656i,0.020861-0.062858i,0.026424-0.040977i,0.019935-0.019129i,0.0052157-0.009272i,-0.0028644-0.012139i,-0.0033416-0.017819i
-0.0037224-0.021691i,-0.021015-0.078817i,-0.077752-0.16343i,-0.16447-0.19022i,-0.20414-0.12954i,-0.16489-0.083759i,-0.11826-0.087429i,-0.080754-0.072038i,-0.024308-0.050275i,0.00073707-0.056796i,-0.013678-0.046874i,-0.016638-0.014886i,-0.0078712+0.00040748i,-0.0099267+0.0034649i,-0.023594+0.015992i,-0.03744+0.038355i,-0.048565+0.051386i,-0.056333+0.046291i,-0.049615+0.03288i,-0.02952+0.01808i,-0.014877+0.0095824i,-0.0099719+0.017459i,-0.002492+0.028924i
0.015657+0.0067554i,0.071942+0.034799i,0.17599+0.05535i,0.25541+0.019991i,0.21913-0.035521i,0.12827-0.019103i,0.097895+0.026849i,0.085567+0.014407i,0.026748-0.0066716i,-0.017499+0.010132i,-0.016218+0.017417i,-0.0097238+0.004464i,-0.010939-0.0024449i,-0.0071985-0.0021138i,0.0092049-0.0058274i,0.034716-0.016i,0.058012-0.020558i,0.062762-0.01677i,0.0438-0.012766i,0.022242-0.0052267i,0.018409+0.0021417i,0.019814-0.0067241i,0.0076299-0.023682i
-0.022128+0.0038088i,-0.080237+0.026357i,-0.17337+0.090361i,-0.20652+0.18242i,-0.12248+0.20511i,-0.036774+0.11241i,-0.049641+0.031622i,-0.076254+0.042496i,-0.040814+0.061873i,0.0081752+0.041537i,0.025454+0.014565i,0.020548-0.00067204i,0.016446-0.0073136i,0.016309-0.011565i,0.0016076-0.014585i,-0.029059-0.014494i,-0.053873-0.01733i,-0.051559-0.023192i,-0.025923-0.024422i,-0.010794-0.02435i,-0.018777-0.020927i,-0.024426-0.0061573i,-0.011561+0.0082928i
0.0086431-0.017703i,0.033597-0.076771i,0.057994-0.19342i,0.022156-0.29611i,-0.061617-0.2685i,-0.08611-0.13562i,-0.024941-0.051636i,0.041605-0.054696i,0.054028-0.072208i,0.02414-0.070392i,-0.0032662-0.046668i,-0.0053958-0.014084i,-0.0012786+0.0071091i,-0.0043262+0.018223i,-0.00086142+0.026152i,0.015084+0.031423i,0.030322+0.039784i,0.025246+0.050403i,0.0085374+0.053189i,0.0089732+0.04474i,0.02468+0.028883i,0.029283+0.014388i,0.017974+0.0079721i
0.012021+0.02101i,0.037046+0.080547i,0.10383+0.1856i,0.2036+0.25049i,0.24765+0.19215i,0.1887+0.086458i,0.093147+0.037698i,0.0066829+0.028693i,-0.053105+0.033716i,-0.052665+0.051275i,-0.019387+0.043992i,-0.0050747+0.012846i,-0.0037427-0.0064466i,-0.00082121-0.015711i,-0.00095591-0.027035i,-0.0063816-0.039554i,-0.0089819-0.051797i,-0.001291-0.061463i,0.00034237-0.059679i,-0.015452-0.042064i,-0.031167-0.021431i,-0.031056-0.014708i,-0.022886-0.01737i
-0.019696-0.0066006i,-0.079594-0.032315i,-0.20245-0.065208i,-0.32228-0.056128i,-0.32057-0.0091628i,-0.22071+0.0049324i,-0.14066-0.0053908i,-0.069414+0.018787i,0.018799+0.036459i,0.052147+0.010994i,0.028005-0.002405i,0.010237+0.0089184i,0.0082011+0.016093i,0.0067815+0.019623i,0.00099329+0.025699i,-0.0095313+0.036258i,-0.020439+0.048194i,-0.024055+0.051816i,-0.010426+0.03811i,0.0087266+0.01279i,0.013294-0.0019866i,0.0098294+0.0049524i,0.010157+0.015374i
0.014498-0.012866i,0.075816-0.036065i,0.18989-0.097499i,0.27577-0.17746i,0.24212-0.1809i,0.16151-0.082065i,0.1406-0.011503i,0.11589-0.045788i,0.03338-0.085678i,-0.02202-0.063763i,-0.017772-0.034047i,-0.0041804-0.022332i,-0.0044055-0.013399i,-0.0073689-0.0096842i,-0.00080643-0.013157i,0.014694-0.02227i,0.030517-0.029129i,0.032048-0.019722i,0.016429+0.0044826i,0.007671+0.027248i,0.014645+0.028488i,0.016238+0.0093602i,0.0057772-0.0054305i
-0.010278+0.017035i,-0.035809+0.077631i,-0.076559+0.20293i,-0.083295+0.32018i,-0.042501+0.28673i,-0.032963+0.11679i,-0.092105+0.00877i,-0.12862+0.03777i,-0.086921+0.087478i,-0.030476+0.082944i,-0.01046+0.051403i,-0.010461+0.022523i,-0.0070964+0.0046895i,-0.0018168-0.0025201i,-0.0058297-0.0020124i,-0.019798+0.0044132i,-0.032592+0.0055025i,-0.033173-0.0118i,-0.028095-0.037241i,-0.034433-0.044106i,-0.043501-0.024925i,-0.036802-0.0025904i,-0.020926+0.0042958i
-0.011889-0.016408i,-0.034173-0.076862i,-0.086339-0.19624i,-0.16002-0.28974i,-0.18502-0.23355i,-0.11459-0.069955i,-0.00029765+0.027872i,0.085048+0.014501i,0.10739-0.030627i,0.078228-0.053285i,0.044578-0.040722i,0.030482-0.015288i,0.021663+0.00058422i,0.01308+0.0093428i,0.011218+0.012189i,0.016509+0.011333i,0.022666+0.017985i,0.025471+0.035338i,0.03387+0.044684i,0.049315+0.027593i,0.055839-0.00054154i,0.045668-0.012586i,0.030497-0.0082744i
0.014749+0.0040323i,0.072762+0.03324i,0.19424+0.086001i,0.3197+0.11116i,0.32445+0.060972i,0.20984-0.019287i,0.089463-0.063268i,-0.010242-0.072085i,-0.08329-0.050287i,-0.087791-0.0099816i,-0.051669+0.0025642i,-0.028477-0.0075007i,-0.019872-0.012227i,-0.015515-0.015684i,-0.01457-0.020558i,-0.014219-0.02574i,-0.014079-0.036843i,-0.015372-0.044813i,-0.023277-0.030436i,-0.032605+0.002615i,-0.031433+0.028199i,-0.023058+0.02661i,-0.017127+0.011434i
-0.017822+0.0045641i,-0.07698+0.024173i,-0.19953+0.068587i,-0.31285+0.129i,-0.304+0.14877i,-0.21379+0.10717i,-0.15088+0.076853i,-0.081289+0.10078i,0.014436+0.11157i,0.053868+0.072742i,0.031575+0.038997i,0.012114+0.028456i,0.012017+0.021508i,0.015657+0.018689i,0.014926+0.021108i,0.0089278+0.027515i,0.0033242+0.035968i,-0.00014914+0.031849i,-0.0024025+0.0038835i,-0.0076103-0.02905i,-0.013699-0.039819i,-0.012694-0.026325i,-0.005144-0.0090479i
0.0089605-0.017925i,0.037259-0.071858i,0.097789-0.18771i,0.14665-0.29803i,0.13987-0.27419i,0.12573-0.13339i,0.14998-0.044977i,0.13923-0.071899i,0.060614-0.11169i,0.0026688-0.092964i,-0.00054677-0.05543i,0.0046481-0.032424i,-0.0018225-0.018951i,-0.0070045-0.013294i,-0.0051321-0.015768i,-0.00098299-0.02272i,0.0041651-0.026791i,0.012968-0.015877i,0.027416+0.0086969i,0.042976+0.024148i,0.045255+0.018793i,0.030961+0.0045127i,0.015656-0.0040635i
0.0076637+0.015066i,0.023637+0.073558i,0.055878+0.19331i,0.092763+0.29982i,0.085613+0.258i,0.0089483+0.089494i,-0.09394-0.020839i,-0.14172-0.0009703i,-0.11066+0.053813i,-0.060208+0.064184i,-0.034741+0.039815i,-0.024288+0.01753i,-0.011898+0.0083491i,-0.0036413+0.0059287i,-0.0047607+0.0070391i,-0.0089641+0.0092075i,-0.014323+0.0072241i,-0.024155-0.0038819i,-0.040936-0.011546i,-0.055036+0.00073995i,-0.049529+0.021214i,-0.030547+0.028175i,-0.017675+0.02173i
-0.014652-0.010032i,-0.064413-0.039543i,-0.16678-0.10337i,-0.26628-0.15185i,-0.2562-0.10677i,-0.13473+0.016255i,-0.0047499+0.099968i,0.078567+0.091025i,0.10832+0.035644i,0.08894-0.0051269i,0.055053-0.0070846i,0.034367+0.0010077i,0.02146+0.00094658i,0.013696+0.0010286i,0.013515+0.0015578i,0.015009+0.0033769i,0.017629+0.011163i,0.022856+0.01844i,0.029618+0.0076169i,0.029242-0.022591i,0.016492-0.045873i,0.0031275-0.043134i,0.001193-0.028809i
0.011485-0.0087218i,0.065219-0.020492i,0.17859-0.039457i,0.28957-0.065921i,0.28583-0.09317i,0.18324-0.11943i,0.089461-0.14001i,0.010644-0.14198i,-0.060153-0.10719i,-0.07383-0.054269i,-0.044437-0.026336i,-0.02158-0.017417i,-0.014249-0.008245i,-0.014246-0.0040473i,-0.017559-0.0045728i,-0.020912-0.0087938i,-0.023988-0.01823i,-0.022168-0.02148i,-0.0095689-0.0046925i,0.010835+0.025232i,0.027142+0.044211i,0.028533+0.03981i,0.016534+0.022832i
0.00018664+0.012677i,-0.029223+0.055372i,-0.095723+0.14194i,-0.16445+0.23098i,-0.1732+0.23681i,-0.14506+0.16626i,-0.13527+0.12012i,-0.097027+0.12632i,-0.01576+0.12275i,0.026822+0.082769i,0.015674+0.044819i,0.0029979+0.026537i,0.0037259+0.015618i,0.0080222+0.0089948i,0.012072+0.0079996i,0.014264+0.011133i,0.014943+0.016111i,0.0068379+0.016422i,-0.014681+0.0069895i,-0.039001-0.0053772i,-0.048494-0.012852i,-0.038333-0.012286i,-0.021136-0.0054969i
-0.0070538-0.010713i,-0.014543-0.05803i,-0.022296-0.16105i,-0.024217-0.26286i,-0.0037283-0.24563i,0.054024-0.12125i,0.12473-0.036807i,0.13474-0.046862i,0.074526-0.076502i,0.023358-0.067456i,0.012033-0.039381i,0.0084541-0.022077i,-9.1811e-05-0.014119i,-0.0051268-0.009326i,-0.0071218-0.0088035i,-0.0084261-0.010393i,-0.0060968-0.011574i,0.0045257-0.011935i,0.021816-0.016187i,0.035537-0.02407i,0.033958-0.02488i,0.02132-0.01783i,0.010404-0.013238i
