0.002032+0.00033522i,0.0016984+6.929e-05i,-0.0010267-0.0010784i,-0.002755-0.00090129i,-0.0032768+0.0004866i,-0.0036018+0.0019681i,-0.0020531+0.0026429i,0.00012861+0.0020278i,0.0012397+0.0004209i,0.00090356-0.00085786i,-0.00044815-0.0013242i,-0.00084525-0.0015784i,-0.00013158-0.00094401i,-0.00041113+0.00045222i,-0.00069782+0.0011238i,-0.00051739+0.00065826i,-0.00069311+0.00026128i,-0.00043332+6.5623e-05i,0.00041499+0.00059934i,0.00049161+0.00048153i,0.0007394-4.0982e-05i,0.00094291+3.8643e-05i,0.00019832-0.00026461i
0.0052265-0.0006744i,0.0046761-0.0011853i,0.0021076-0.0013168i,-0.00049873-0.0015669i,-0.0017755-0.0015973i,-0.0024617-0.00026862i,-0.0026996+0.0011002i,-0.0022162+0.0010447i,-0.0013898-0.00024283i,-0.00078203-0.00058458i,-0.00055541+0.00033909i,0.00028585+0.0013005i,0.0002187+0.00081793i,-0.00052354+0.00068008i,-0.00066042+0.0010074i,-0.0003407+0.00072704i,-0.00048086+0.00071324i,-0.0004741+0.00055324i,0.00051292-6.1471e-05i,0.00093468-7.9957e-05i,0.00060424-0.00013548i,0.0001514-0.00035i,0.00014023+0.00015732i
0.0017418+0.00078288i,0.0001363-6.7578e-05i,-0.0016247-0.0014838i,-0.0024864-0.0012238i,-0.0032154-0.00016456i,-0.0032913+0.00011763i,-0.0024438+0.00032777i,-0.0011897+0.0011267i,-0.00024399+0.0010978i,8.7987e-05+0.00023049i,0.00035819-0.00016347i,0.0009502-0.00011722i,0.00044161-0.00020904i,-0.00052938-0.00035596i,-0.00092219-0.00013483i,-0.00085321+0.0003531i,4.0653e-05+0.00020705i,0.00092606-3.8177e-05i,0.00038428+0.00011995i,5.2485e-05-0.00042293i,0.00039974-0.00091225i,0.00114-0.00096288i,0.00046534-0.00015779i
-0.0010298-3.7604e-05i,-0.0014126-0.0007077i,-0.0017223-1.3885e-05i,-0.0019208+0.00017821i,-0.0015185-0.0009759i,-0.0020186-0.00052976i,-0.0028164+0.00046611i,-0.0019721+0.00053028i,-0.00037595+0.00076566i,-8.3537e-05+0.000541i,-0.00031103+0.00078984i,-0.00019027+0.0010782i,9.2029e-05+0.00051808i,0.00014855+0.00031037i,-0.00016413+0.0012649i,-2.2125e-05+0.0010312i,0.00067507+0.00026709i,0.0007496+0.00018549i,0.00026787+0.00033784i,-4.3239e-05+0.00052395i,-0.00062926+0.00026275i,-0.0003664-0.00016864i,-0.00025627+2.4574e-05i
9.5132e-05-0.0016064i,-0.00099697-0.0013129i,-0.0021239-0.00089501i,-0.0020256-9.4233e-06i,-0.001583-2.6869e-05i,-0.0017299-0.00021143i,-0.0017019+0.00011171i,-0.00059274+0.00041188i,0.00033658-0.00014442i,0.00079393-0.00086751i,0.00057683+5.4469e-05i,0.00059663+0.00098614i,0.00045536+0.0008545i,0.00053934+0.00075222i,0.0006653+0.000641i,0.00054098+2.0383e-05i,0.00015582+8.5611e-05i,0.00019151+0.00049193i,-0.00010222+0.00022124i,-0.00085083-0.00020125i,-0.00068924+9.6737e-05i,-4.0702e-05+0.00039313i,0.00024618+0.00048169i
0.00062467-0.0019616i,-0.00059402-0.0026484i,-0.0016438-0.0031063i,-0.0017182-0.0024034i,-0.0020808-0.0011298i,-0.0026206-0.00079948i,-0.0025557-0.00013093i,-0.0021737+0.0011814i,-0.00095038+0.0018575i,-0.00027893+0.00061515i,-3.5936e-06-0.00077752i,0.00050424-0.00069686i,9.173e-05+0.00015609i,-0.00012901+0.00043121i,0.00039014+0.00039098i,0.00018026+0.00068117i,-0.00039628+0.00016494i,-0.00057259-0.00035411i,-0.00019916-0.00028909i,-6.0194e-05-0.00017763i,-0.00016132-0.00011347i,0.00049809-0.00018306i,0.0010354-0.00040971i
0.002662-0.00030297i,0.0017511-0.0014766i,0.00017777-0.0016397i,-0.0010965-0.0012989i,-0.0013309-0.0010331i,-0.0024478-0.00065533i,-0.0026535-0.00024053i,-0.0010528+4.817e-05i,0.00011151+0.00028665i,0.00023952+0.00048985i,-8.898e-05+0.00031976i,4.9501e-05-5.673e-05i,-7.021e-05-0.00028182i,-0.00031581+0.00016827i,-0.00015226+0.00071163i,-0.0001814+0.0010939i,-0.00024799+0.0008752i,0.00051382-8.489e-05i,0.0010868-0.00012811i,0.00085888+0.00068563i,-0.00031005+0.00060558i,-0.00015855-7.8066e-05i,6.7154e-05+0.00025281i
0.0020581+0.0010773i,0.0012725+0.00028414i,-0.00072642-0.00042654i,-0.0021486-0.00082958i,-0.0022896-0.0015632i,-0.0015075-0.0014269i,-0.0021743-0.00065251i,-0.0027187-0.00027506i,-0.0019482-0.00019421i,-0.001096+5.2079e-05i,5.8333e-06-0.0002936i,0.00046667-0.0002105i,-6.4331e-05+0.00086471i,-0.00024408+0.00096467i,0.00038174+0.00052795i,0.00060972+0.00057684i,0.00030896+0.00064312i,0.00022806+0.00065293i,-0.00056748+0.00079476i,-0.00051369+0.00056798i,-8.0818e-06-8.6442e-05i,-0.00066927-0.00059363i,-0.0011084-0.00059797i
0.0012169-4.8145e-05i,0.00032262-0.0013721i,-0.00061535-0.001185i,-0.0013162-0.00036693i,-0.0021599+0.00039414i,-0.0031023+0.00011505i,-0.0029254-0.0001874i,-0.0017041+0.00064256i,-0.00010021+0.001144i,0.0010675+0.00070431i,0.0014959+0.0006286i,0.0010396+0.0012745i,0.00045947+0.0012589i,0.00028288+0.0011155i,2.7901e-05+0.0010382i,-0.00016665+0.00030364i,-0.00031963-6.2378e-05i,-0.0006702+3.1048e-05i,-0.000865+0.00043319i,-0.00019083+0.00023213i,0.00056054-0.00037623i,1.1306e-05-5.0806e-05i,-0.00033428+3.0228e-05i
-0.00069267-0.0019892i,-0.00062292-0.0026733i,-0.0012003-0.0027788i,-0.0016288-0.0022554i,-0.00092285-0.0017358i,0.00029711-0.0010272i,0.00013047-0.0001389i,-0.00027283+0.00061669i,-0.00090063+0.0010298i,-0.00077773+0.00039963i,0.00020815+7.6831e-05i,0.00050812+0.00033362i,0.00023148+0.00020461i,-0.00035735+0.00022782i,-0.00017638-0.00060539i,0.00039872-0.00033016i,0.00017022+0.001016i,8.3549e-05+0.0012313i,0.0004892+0.00045123i,0.00064263+0.00014721i,0.00035823+5.9358e-05i,0.00010119-0.00021553i,0.00049195-0.00015364i
0.0010858-0.0013056i,0.00033915-0.0003277i,-0.0010122+0.0012638i,-9.0276e-05+0.001407i,0.00044797+0.00017853i,-0.0011752-0.0002962i,-0.0017829+0.0005842i,-0.0011101+0.00078657i,-0.00023269-0.00010087i,0.00050687-0.00019132i,0.00087376+0.00010522i,0.00031684-1.2794e-05i,-0.00062658+0.00032977i,-0.00067017+0.00028479i,-0.00089511-0.00017194i,-0.00026827+4.18e-06i,0.0010708+0.0001299i,0.0014326-0.00031679i,5.0493e-05+0.00021379i,-0.0005902+0.00042198i,-0.00020163+0.000274i,-0.00019721+9.7601e-05i,2.0518e-05-0.00075351i
0.0014824-0.0018201i,0.00040396-0.001665i,-0.0021821-0.0007916i,-0.0036722+0.00052553i,-0.0026769+0.00056764i,-0.001968+3.9945e-05i,-0.0020832+0.00072231i,-0.0023902+0.00092976i,-0.0017789+0.00056747i,-0.00060091+0.0010489i,-0.00050009+0.00042446i,-0.00043727-0.00020335i,0.00067681-0.00021986i,0.0012145-0.00051445i,0.00071755+2.4548e-06i,-9.2044e-06+0.00032922i,-0.00054768-7.6234e-05i,-0.00043176-0.0002342i,-1.775e-05+0.00019022i,0.00010877+0.00027405i,0.0004018+0.0004127i,0.0011148+0.0004208i,0.0010615+4.9452e-05i
0.0017282+0.0011702i,0.0010833+2.2208e-05i,-0.00037153-0.001522i,-0.00072797-0.001704i,-8.0537e-05-0.0011135i,-0.0011274-0.0010178i,-0.0025467-0.00046346i,-0.002538-4.9251e-05i,-0.0014096-0.00032009i,-8.199e-05+0.00023605i,0.00059453+0.00094101i,0.00057047+0.00097364i,0.0002904+0.00023814i,-0.00028401-7.7194e-05i,-0.00073728-0.00035027i,-0.0013295-0.00042913i,-0.0015091-0.00027199i,-0.0010264-0.00036988i,-0.00090844-9.7617e-05i,-0.0011985+0.00077441i,-0.0006098+0.00054084i,0.0003256+5.8513e-05i,0.00032533+0.0007057i
0.00084422+0.00072813i,0.00095742+0.0009713i,0.00084118+0.0017775i,-0.00054413+0.001849i,-0.0021524+0.00064481i,-0.0019285+0.00049858i,-0.0016993+0.001025i,-0.0011219+0.00096154i,-0.0002475+0.00083059i,-0.00092619+0.0005324i,-0.0011895+1.0275e-05i,-0.001198-0.00097442i,-0.0017622-0.00086123i,-0.00078649-0.00028303i,1.6497e-05+0.00032748i,-0.00025404+0.00085566i,-0.00046445+0.00025676i,-0.00021564+4.6694e-05i,0.00012304+0.00053459i,0.00032683+3.8281e-05i,0.00086896-0.00058261i,0.0011444-0.00027902i,0.00035573-0.00075516i
-0.00051626-0.00010257i,-0.0019692-0.00039179i,-0.0029199+0.00088348i,-0.0030631+0.00077526i,-0.0037243-0.00020804i,-0.0037168+3.3595e-06i,-0.0026305+0.00065711i,-0.0011235+0.0007845i,-0.00038555-0.00015119i,-0.00044389-0.00046068i,-3.6112e-05-1.5868e-05i,0.00064546-2.5446e-06i,0.00073115+0.00041612i,-5.181e-05+0.0010205i,-0.00030239+0.0011894i,-0.00040542+0.00058276i,-0.00050348+0.0001672i,9.5502e-05+0.00060251i,0.00089141+0.00051781i,0.00072061+0.00026916i,0.00034547+0.00037916i,0.00038589+0.0007445i,0.00039877+0.00039377i
0.0012815-0.0014366i,-0.00053471-0.0023943i,-0.0031826-0.0013873i,-0.0022141-0.00071788i,-0.0009274-0.0010618i,-0.0018174-0.0010081i,-0.0028574-1.7229e-05i,-0.002534+0.0006362i,-0.00095184+3.5424e-05i,0.00063956+0.00021475i,0.0015203+0.0005636i,0.0010243+0.00011516i,0.00045128+0.00019559i,0.00013483-0.0001974i,0.00053151-0.0013663i,0.0012705-0.0011473i,0.00081418+0.00018918i,0.00016383+0.00085205i,-0.00069664+0.00050638i,-0.00095727+1.324e-05i,6.8762e-05-0.00026791i,0.00055776-0.00077725i,0.0004544-0.000378i
0.0019091+0.00041039i,0.0016375-0.00047845i,0.00017428-0.0005324i,-0.00091054-0.00032157i,-0.00068995-0.00038444i,-0.00088992-0.00073148i,-0.0021062-0.00098534i,-0.0024006-0.00047497i,-0.001012+0.00032128i,0.00075747+0.0008764i,0.00036783+0.00065267i,-7.7359e-05+0.00028276i,7.3489e-05-1.8906e-05i,-0.0002354-0.00058924i,-0.0006663-0.00078475i,-0.00068063-0.00073122i,-0.0010854-0.00016949i,-0.00061213+8.9828e-05i,0.00029572-2.3059e-05i,-0.00010751+0.00016209i,-0.0009284+0.00050793i,-0.00045228+0.00035907i,0.0002821+0.00049858i
0.00022618+0.00058889i,0.00017584-0.00028285i,-0.0018721+0.00046179i,-0.002252+0.0010538i,-0.0016595+0.0002232i,-0.0026316+2.9132e-05i,-0.0032935+0.00071572i,-0.0018699+0.0010168i,-0.0007419+0.00068301i,-0.00047959+0.0005323i,0.000228+9.5798e-05i,1.67e-05-0.00015845i,-0.00064114-3.9781e-05i,-0.00053692+0.00049073i,3.4989e-05+0.00072802i,-4.2974e-05+0.00040561i,-0.00052357+0.00018014i,-6.6138e-05+4.1966e-05i,0.00025849+0.00051443i,-0.00012962-4.6823e-05i,0.00035236-0.00057971i,0.001454-0.00048222i,0.0011627-0.00051774i
0.00033763+0.00077871i,-0.0008783+4.8686e-05i,-0.0028458-0.00091651i,-0.0034443-0.001102i,-0.0034172-4.6982e-05i,-0.0041075+0.00031782i,-0.0035018-0.0003931i,-0.0019375-0.00084257i,-0.0011506-0.0007251i,-0.00075281-0.00038366i,-0.00050063+0.0002359i,-0.00061067+0.00040497i,0.00029556+0.00047718i,0.0006031+0.00078252i,0.00067686+0.0010174i,0.00096889+0.00027617i,0.00028923-0.0011022i,0.00012368-0.00095811i,0.00032075-0.00024208i,0.00036191-3.6517e-05i,3.2691e-05+7.4325e-05i,-0.00057765-0.00064556i,-0.00031707-0.0014944i
0.0014921-0.00054916i,0.00071628-0.0020722i,-0.0010239-0.0025651i,-0.0019386-0.0023553i,-0.0016514-0.002062i,-0.0018762-0.0011403i,-0.0023115-0.00010971i,-0.0017041+0.00052319i,-0.00051604-0.00015901i,0.00012219-0.001083i,0.00016155-0.00058386i,0.00038284+0.00054634i,0.00085975+0.00070429i,0.00055676+0.00084621i,-0.00028586+0.00060729i,-0.00051917-9.0547e-05i,0.00028295+0.00016685i,0.00011215+0.00030588i,-0.00056665+0.00072722i,-0.0002097-0.00039407i,0.00081933-0.0014038i,0.00054676-0.00083611i,-0.00042534-0.00093935i
0.00084361-0.00062553i,-0.00025417+0.00027005i,-0.0011878+0.0009348i,-0.0015606+0.0015632i,-0.0026205+0.0019915i,-0.0030299+0.00076826i,-0.0028645+0.00055759i,-0.0026834+0.0016458i,-0.002105+0.0011946i,-0.0010318+0.0010921i,0.00029412+0.0010654i,0.00058762+0.00011798i,0.00012716-0.00084727i,0.00027753-0.0009821i,0.0006944-0.00053976i,0.00026789-0.00023561i,-0.00014075-2.0086e-05i,-0.00024369+0.00016708i,-0.00079981-9.9277e-05i,-0.00051027-0.00066902i,-0.00010659-0.00037459i,-6.3209e-05+0.0002768i,0.00014893-0.00035175i
0.00025176-0.0022304i,-0.00091833-0.0015635i,-0.003137-0.00092563i,-0.0034927-0.0010895i,-0.0029028-0.00042649i,-0.0025977+0.00076178i,-0.0029042+0.00089701i,-0.002332+0.00062247i,-0.0013324+0.0007018i,-0.00081902+0.00033863i,-0.00046766+0.00017591i,-0.00011612+0.00038921i,0.00043496+0.00051922i,8.0711e-05+0.0012824i,-0.00014911+0.0011063i,0.00038566+6.7144e-05i,-0.00027464-0.00063233i,-0.00069865-0.0012084i,0.00050772-0.0012192i,0.001131-0.00076162i,0.0010791-0.00027611i,0.00088245-7.7543e-05i,0.0010086+7.9014e-05i
0.0020628-0.00092403i,0.00086219-0.0019132i,-0.00073954-0.002927i,-0.0011596-0.0022742i,-0.0013953-0.0017358i,-0.002286-0.00166i,-0.0025349-0.00086354i,-0.0018573-0.00061946i,-0.0010957-0.0011611i,-0.00054004-0.00066639i,-6.9909e-05+8.4956e-05i,9.8391e-05+0.00030091i,-6.3729e-05+0.00012083i,0.00032436+0.00014174i,0.00043664+0.00049787i,-0.00014762+0.00026614i,-0.00037569+3.5809e-05i,0.0001196+0.00033793i,0.00033212+4.7529e-05i,-2.8941e-05-0.00040143i,0.00013248-0.0008183i,0.00016384-0.00086263i,-3.4225e-05-0.0008517i
0.0021662+0.0019694i,0.0031923+0.00070485i,0.0020901-0.00031668i,0.001289-0.00080573i,0.00063959-0.0013452i,-0.00099008-0.0004208i,-0.0016154+0.00095549i,-0.0013572+0.00084208i,-0.00076207+1.2075e-05i,-0.0003867+0.00044433i,-5.2506e-05+0.00027965i,0.00018185-0.0008697i,0.00015929-0.0016865i,-0.00025638-0.0014944i,-0.00070217+0.00023809i,-0.0012727+0.00085196i,-0.0017482+0.00029724i,-0.0012308-5.2565e-05i,-0.00037053-3.4898e-05i,-7.23e-05+4.6508e-05i,-6.737e-06-0.00040141i,0.00012029-7.4794e-05i,-0.00011477+0.00032729i
0.00075438-0.00014735i,0.00026645+0.00083605i,-0.0022486+0.0015362i,-0.0020598+0.0011434i,-0.0017295+7.2539e-05i,-0.0019243-0.00084802i,-0.0015964-0.00046877i,-0.0011491+0.00028378i,-0.00054459+0.00032843i,-0.0010542-0.00021407i,-0.00052411+0.00017486i,0.00049102+0.00076076i,-7.4834e-05+0.00069123i,-0.00087538+0.00065365i,-0.00022875+0.00050932i,0.00063281+0.00019365i,3.6363e-05+4.6549e-05i,0.00020375+0.00024873i,0.00062852+0.00043985i,0.00023992+0.00017463i,0.00019111-0.00029198i,0.00029988-0.00040506i,3.4466e-05+0.00036511i
-0.0012806-0.00014814i,-0.001582-0.00064926i,-0.0026825+0.00035018i,-0.0026906+0.00056346i,-0.001431-4.4224e-05i,-0.0013874+9.8564e-05i,-0.0020673+0.00020245i,-0.0012182+0.00043196i,0.00032047+0.00078282i,0.0013303+0.00054141i,0.00065304+3.8178e-05i,-8.95e-05-0.00012236i,-0.00017389+0.00021519i,-0.00041428-0.00017683i,-7.253e-05-0.0005973i,8.1702e-05+0.00024341i,0.00031524+0.00064435i,0.00055644-0.0002036i,0.00027189-0.00043004i,0.00021082-0.0002011i,0.00023996+7.8543e-05i,-0.0005933+1.6753e-05i,-0.00091453-0.00053983i
0.0013424-0.0024782i,0.00015927-0.0018943i,-0.0013234-0.0024153i,-0.0018004-0.0022974i,-0.0023469-0.0013845i,-0.0027311-0.00073259i,-0.0023118-9.9736e-05i,-0.0016107+5.7143e-05i,-0.00075463-0.00041992i,0.00039113-0.00033553i,0.00048783+0.0002885i,0.00058874+0.00088792i,0.001083+0.00097726i,0.00065742+0.0013214i,-5.7771e-05+0.0015506i,-0.00011356+0.0011828i,0.00090595+0.00017056i,0.00043855-2.4834e-05i,-0.00044746+0.00061633i,-0.00068092+0.00017526i,-0.00043219-0.00054811i,0.00017705+0.0002048i,0.00021554+0.00081149i
0.0032954-0.0016002i,0.0029859-0.001942i,0.001285-0.0012496i,-0.00070818-0.00012963i,-0.002196-0.00039037i,-0.0033646-0.0009842i,-0.0032341-0.00059207i,-0.0023347+0.00072317i,-0.002061+0.0010412i,-0.0014497+0.00067247i,0.00013228+0.0008095i,0.0013258+0.00048948i,0.0014848+0.00023339i,2.9849e-05+0.00048851i,-0.00075675+0.00087601i,-0.00034591+0.00028741i,-0.00064803-0.00024609i,-0.00049114+0.00011864i,-0.00041129+0.00012455i,-0.00016525-0.00024626i,-8.0247e-05-6.0104e-05i,-0.00087031+0.00051148i,-0.00053302+0.0010206i
0.0015803+0.0013089i,-0.0001047+0.00070341i,-0.0017003+0.0007777i,-0.0023698+0.00045344i,-0.0023282-0.00071804i,-0.0024443-0.00068077i,-0.0024979+5.263e-05i,-0.0017117+0.00061535i,-0.0011626+0.00063693i,-0.0011559+8.3457e-05i,-0.00075157+0.00010796i,-7.1432e-05+0.00028804i,7.3848e-05+0.00036589i,0.0003136+0.00024436i,0.00098972+5.1225e-05i,0.001432+0.0004823i,0.0008568+0.00056007i,2.2099e-05+0.00053285i,7.6922e-05+0.00038807i,0.00021309-0.00054564i,-0.00010594-0.00084911i,4.1507e-05-0.00013828i,-0.00020362+0.00011738i
-7.6865e-05-0.00016586i,-0.0011764-0.0017073i,-0.0029674-0.0025864i,-0.0026082-0.0025707i,-0.0015652-0.0016401i,-0.0016896-0.00084654i,-0.0018358-0.00021835i,-0.0014682+0.00062395i,-0.00082108+0.0011238i,-0.00042649+0.001115i,5.5951e-05+0.0011243i,-2.0036e-05+0.0009704i,-0.00027659+0.00082449i,0.00033584+0.00048488i,0.00061697+0.00017873i,0.00042158+0.00019413i,0.00019204+0.00014922i,0.00026706+0.00028712i,0.00033539+0.00035443i,8.4368e-06-0.00031219i,0.00051226+6.7796e-05i,0.00097942+0.0008117i,0.00044699+0.00046278i
0.00015291-0.0021515i,-0.00016886-0.0031193i,-0.0013052-0.0018311i,-0.0011967-0.00014664i,-0.0011867+0.00011401i,-0.0020768+0.00035128i,-0.0030395+0.00046917i,-0.0021137+0.00026247i,-0.00034654+0.00043751i,-0.00051031+0.00044437i,-0.00029924-2.759e-05i,0.00093565-0.00074311i,0.0017376-8.8113e-05i,0.0013757+0.00073235i,0.00077459+0.00052126i,0.00079694+0.00044308i,0.0001032+0.00032677i,-4.3676e-05-4.2835e-05i,-3.9991e-05+1.3635e-05i,-0.00043246-0.00011498i,-0.00068978-4.3121e-05i,-0.00032986+0.00076535i,0.00013911+8.7044e-05i
0.0016331-0.0014551i,0.0013821-0.0022328i,0.00080581-0.0020041i,-0.00039313-0.00039998i,-0.0016636-0.00061458i,-0.0027689-0.0014714i,-0.0025771-0.00036638i,-0.0015092-4.7498e-05i,-0.00083548-0.00067678i,-0.00065212-0.00017806i,-0.00038967+0.00016557i,-0.00036005-0.00017863i,-0.00011935-0.00033527i,0.00021733+0.00055666i,0.00068855+0.0011056i,0.00068776+0.00091108i,0.00023949-0.00013555i,0.00020003-0.00039701i,0.00019096+0.00077411i,0.00058085+0.0010073i,0.00071218-4.0056e-05i,6.7667e-05-0.00064475i,-0.00027733-5.7383e-05i
0.00016057-0.001269i,-4.1109e-05-0.001052i,-0.0017681-0.00040302i,-0.0025502-0.00064942i,-0.0018302-0.00056352i,-0.00125-0.00036329i,-0.0013575-1.6661e-05i,-0.00093122+0.00057274i,-2.0112e-05+0.00061309i,7.1034e-05+0.00078744i,-0.00022652+0.0005564i,-0.00044959+5.2445e-05i,-0.00054788+0.0006458i,-0.00048955+0.0009191i,-9.9469e-05+0.00057019i,-0.00015766+0.00078465i,-0.00033141+0.0005282i,-0.00016489+0.00084183i,-0.00036056+0.0010096i,-7.0643e-05+0.0004899i,0.00063148+0.00018114i,0.0007762-0.00026229i,0.00080751-0.0002727i
0.00012679-0.00046909i,-0.00038292-0.0002885i,-0.0021367+0.00093492i,-0.002992+0.0011892i,-0.0024327+0.0002028i,-0.0019138-0.00089145i,-0.0015695-0.00071212i,-0.0010281-0.00042788i,-0.00054469-0.0007357i,5.9384e-05-0.00053433i,0.0005465+0.00036807i,0.00093779+0.00059002i,0.0009433-0.0004094i,0.0010092-0.0013442i,0.00061679-0.00088408i,-0.00027429+0.00012834i,-0.00062428+0.00018533i,-0.00056455+4.3654e-05i,-0.00025926+0.00043583i,-0.00012843+6.5398e-05i,6.4864e-08-0.00016642i,0.00055361+0.00061446i,0.00039906+0.00078766i
0.0032524-9.2682e-05i,0.001757-0.00081212i,-4.4266e-05-0.0016296i,-0.001893-0.0010709i,-0.0027029-0.00030028i,-0.0033666+5.2029e-06i,-0.0039628+0.00098659i,-0.0028675+0.0013823i,-0.0018914+0.00041299i,-0.0010198-0.00027867i,-7.3017e-05+0.00035676i,0.00037043+0.0011704i,0.0003313+0.00025239i,-0.00016704+6.3031e-05i,-0.00049066+0.0011415i,6.5757e-05+0.0011667i,0.00059768+0.00058849i,0.00060469+0.00026906i,0.00031282+0.00050348i,0.00059942+0.0006721i,0.0011412+0.00069499i,0.00047885+0.00050857i,-0.00050327+0.00016531i
0.001011+0.0031921i,0.00070518+0.0020521i,-5.0974e-05+0.0014171i,-0.00017696+0.00044175i,-9.1732e-05-0.00133i,-0.001005-0.0020646i,-0.0019327-0.00077797i,-0.0016211+0.00064235i,-0.0010161+0.00070434i,-0.00032826-0.00010268i,0.00035587-0.0010151i,0.00037885-0.00083391i,-0.00079751-0.000774i,-0.0016489-0.00063328i,-0.0007063-0.00018841i,-0.00034939-3.6116e-06i,-0.00040633+0.00022229i,-0.00016783-3.447e-06i,0.0002256-0.00026307i,0.0010244+0.00028344i,0.00063417-0.00031515i,4.42e-05-0.00042594i,-0.00038963-0.00041788i
0.0017498-0.0020718i,0.0012976-0.0020127i,-0.00087537-0.0010778i,-0.0025393-0.00060062i,-0.0020035-0.00068332i,-0.0022004-0.00057412i,-0.0023057+0.00027234i,-0.0013274+0.0015297i,-0.0011981+0.0016499i,-0.00062984+0.0010113i,-4.53e-05+0.00046436i,-6.3608e-05-2.8442e-05i,0.00017305+0.00022541i,0.00033361+0.00065105i,0.00045464+0.00086112i,-0.00024026+0.00064293i,-0.0012417-0.00011589i,-0.00097753-0.00023961i,-0.0002192+0.00016593i,-0.00034008+0.00042353i,-8.4552e-05+0.0004804i,0.00034562+0.00086015i,0.00058398+0.0010399i
0.0010613-0.0015831i,-0.00026101-0.002217i,-0.0029954-0.0011484i,-0.0031043-0.00016897i,-0.0013004+0.00021368i,-0.0012849-0.0004912i,-0.0017637-0.00022289i,-0.001454+0.0009194i,-0.0013594+0.00049002i,-0.0010776-0.00058497i,0.00017231-0.00022983i,0.00082773+0.00035713i,0.00088925+0.00075871i,0.0007597+0.00093557i,0.00036774+0.00022937i,-4.3762e-05-0.00057724i,6.6482e-05-0.00033015i,0.00039734+0.00042644i,0.00029378-1.3182e-05i,-0.00024916-0.00037389i,-0.00024896+0.00015279i,0.00034533+0.0013654i,-1.343e-05+0.0014939i
0.0026547+0.0013581i,0.0015581+0.00087903i,-0.00094196+0.00044508i,-0.0016328+0.00021072i,-0.0017458-0.00036579i,-0.0023918-6.9072e-05i,-0.002579+0.00057134i,-0.0016573+0.00079149i,-0.00095456+0.00064374i,-0.0010712+0.00019525i,-0.0013473-0.00020073i,-0.00050596-0.00014555i,0.00038712+0.00011007i,0.00041891+0.0004395i,0.00043626+0.0011413i,9.9708e-05+0.0013207i,0.00051959+0.00018034i,0.0012583-0.00036555i,0.0011694+0.00017339i,0.00064598+3.0855e-05i,0.00023854-0.00035638i,0.00061487-0.00017573i,0.0004458-0.00059396i
-0.0012236+0.0002824i,-0.0019094+0.001269i,-0.0028642+0.0022113i,-0.0022252+0.0019197i,-0.00088273+0.00092679i,-0.0011509+0.00014393i,-0.002067+0.00023474i,-0.0017069+0.00045408i,-0.00073264+0.00033925i,0.00082587+0.00057468i,0.0015218+0.0007039i,0.0014173+0.00044595i,0.00044624-0.00025883i,-8.4613e-05-0.0012058i,0.00034899-0.0011626i,0.0006447-0.00036411i,0.00038982-5.4877e-06i,9.958e-05+0.00021145i,0.00032322+0.00017294i,0.00024758+0.00056324i,-0.00016493+0.0010735i,3.9214e-06+0.00037134i,0.00068816-0.00048945i
-0.00093034+5.834e-05i,-0.0022071-0.00081443i,-0.003479-0.0012361i,-0.0026422-0.0012169i,-0.0017734-0.0010858i,-0.002294-0.0011974i,-0.0031931-0.00059562i,-0.0025632+7.3781e-05i,-0.00089874-0.00011626i,-9.9346e-05-6.6081e-05i,0.0001717+0.00082676i,0.00055042+0.0012292i,0.00081878+0.00071682i,0.00045307+0.00017392i,-0.00014205+0.00072649i,-0.00044711+0.00095818i,-0.00044047+0.0003335i,-0.00034913+0.00097479i,-0.00071133+0.0010617i,-0.00057076+0.00020688i,-0.00047286+0.00039333i,-0.00039972-9.9597e-05i,-0.00045074-0.00045681i
9.8599e-05-0.00063757i,-0.0012787-0.0007118i,-0.0027267+1.6798e-05i,-0.0029237+3.9923e-05i,-0.0022911-1.2904e-05i,-0.0022189+0.00025844i,-0.0029442+0.00012585i,-0.002746-0.00044931i,-0.001562-0.0005089i,-0.0010079-0.00075692i,-0.00090478-0.00059628i,-0.0005026-0.00049163i,-0.0002317-0.00067816i,-6.2743e-05-0.00078608i,-0.00043642-0.00053711i,-0.0003861-0.00017866i,0.00015815-0.00037543i,0.00027735+5.2989e-05i,0.00016998+0.00020652i,0.00053216-0.00012605i,0.00086393-0.00028484i,0.00099736-0.00016193i,-6.8043e-06+0.00027443i
2.4478e-05-0.00068034i,-0.0010414-0.0020805i,-0.0010934-0.0016224i,-0.00085256-0.00058941i,-0.0011519-0.0013928i,-0.0018725-0.0012643i,-0.0030853+3.2142e-05i,-0.0031541+0.00045091i,-0.0016492+0.00081106i,-0.00040677+0.00091148i,0.00024024+0.00056741i,0.00058963-9.4788e-05i,0.00038397-0.00089491i,-0.00059797-0.0013644i,-0.0010902-0.0011487i,-0.00086916-8.2705e-05i,-0.00025693+0.00037933i,0.00025995-0.00011718i,0.00059522-4.473e-05i,0.00026105+0.0010006i,0.00032214+0.0012401i,0.0010805+0.00070546i,0.0012006-0.00015086i
