-0.0056356+0.00063609i,-0.0031581+0.0016856i,-0.0032969+0.0025816i,-0.002563+0.0038595i,-0.00093809+0.0048871i,-0.00015296+0.0033342i,-0.0003483+0.0014617i,-0.00055687+0.00067862i,0.00014993+0.00035394i,0.0015549+0.00037384i,0.0018051+0.00053598i,0.0016213-0.00040227i,0.0011582-0.0017346i,0.00018155-0.0023405i,-0.00024009-0.0009582i,-0.00028018+0.00075329i,-0.0003397+0.0011191i,2.5824e-05+0.00065425i,0.0004496+7.4758e-05i,0.00054146+4.8407e-06i,0.00076027-1.0651e-05i,0.0002853+0.00026953i,-0.00018666+0.0003868i
0.21026-0.22098i,0.41127-0.49581i,0.46924-0.55738i,0.28321-0.26155i,0.10354+0.18657i,0.18232+0.42529i,0.28904+0.24892i,0.21019-0.062408i,0.12501-0.21399i,0.092053-0.24992i,0.0061875-0.20205i,-0.041413-0.085135i,0.0079093+0.0075153i,0.070685+0.041097i,0.098695+0.011224i,0.078424-0.06541i,0.032284-0.11487i,0.0032449-0.10289i,-0.0097893-0.044059i,-0.012331+0.014746i,-0.0022751+0.023575i,0.0044502+0.012076i,0.011914+0.017758i
0.2269-0.04598i,0.33569-0.25932i,0.2622-0.63579i,-0.039849-1.047i,-0.51637-1.2376i,-0.92968-0.95591i,-0.8544-0.32678i,-0.40487+0.10831i,-0.10537+0.22674i,0.0051257+0.25062i,0.070849+0.17198i,0.045438+0.06251i,-0.026791+0.050022i,-0.074183+0.088737i,-0.070402+0.16644i,0.013399+0.25585i,0.11693+0.2505i,0.1423+0.14806i,0.065389+0.03753i,-0.036548-0.025672i,-0.082267-0.049978i,-0.077148-0.054897i,-0.055902-0.041814i
0.26387+0.096985i,0.49206+0.15622i,0.5467+0.36286i,0.64144+0.78173i,1.086+0.9417i,1.4216+0.47727i,1.1336-0.13226i,0.60325-0.35552i,0.26897-0.32975i,0.072705-0.25075i,-0.025659-0.12821i,-0.023248-0.054705i,-0.0088405-0.081596i,-0.036075-0.13997i,-0.096211-0.15331i,-0.14086-0.091536i,-0.12738+0.0062232i,-0.052161+0.071391i,0.040645+0.06015i,0.088635+0.00091209i,0.095057-0.03674i,0.094792-0.034201i,0.09244-0.025221i
-0.28109+0.45566i,-0.15418+0.93167i,0.24108+0.86446i,0.35791+0.14301i,-0.041207-0.4206i,-0.3272-0.40651i,-0.2198-0.18983i,0.00073888-0.023597i,0.18183+0.062453i,0.24595+0.045398i,0.21077-0.02035i,0.14064-0.067158i,0.074153-0.042616i,0.070032-0.00812i,0.073342-0.04405i,0.02385-0.090574i,-0.023018-0.091279i,-0.035295-0.064516i,-0.023248-0.036713i,-0.00050128-0.025323i,0.018047-0.018124i,0.015309-0.011883i,-0.0072201-0.021392i
-0.42161+7.655i,1.8601+6.0556i,5.4587+4.8394i,7.2661+2.0058i,6.7159-1.3293i,3.933-3.2088i,1.0353-2.2362i,-0.058052-0.38228i,0.37474+0.55157i,1.0181+0.29559i,0.68996-0.44996i,-0.32178-0.86848i,-1.2417-0.84449i,-1.7257-0.44092i,-1.575+0.12401i,-1.0172+0.49852i,-0.42925+0.47238i,-0.0023551+0.15368i,0.20685-0.17609i,0.22215-0.35186i,0.17923-0.40185i,0.1282-0.332i,0.11199-0.13642i
0.36599-0.033978i,0.85751+0.068218i,1.2129+0.1555i,1.1727+0.068374i,0.87876-0.1613i,0.5534-0.25658i,0.36384-0.12753i,0.36422+0.0082024i,0.38395+0.023504i,0.30436+0.0033663i,0.19138-0.0075812i,0.085811-0.012501i,0.028244+0.020188i,0.030275+0.03965i,0.023348+0.029153i,0.015573+0.04341i,0.034272+0.054456i,0.044093+0.045081i,0.030195+0.039722i,0.0091831+0.025837i,0.0016073+0.005021i,0.0023624-0.0054099i,8.9943e-06-0.011511i
0.21741+0.24547i,0.40259+0.27211i,0.46687+0.010194i,0.41871-0.28424i,0.40651-0.32569i,0.41067-0.33188i,0.2215-0.36493i,-0.01839-0.21221i,-0.008466-0.023754i,0.092005-0.00076102i,0.086925-0.0087048i,0.082154+0.059989i,0.11887+0.095283i,0.1135+0.07745i,0.090122+0.098592i,0.10016+0.12727i,0.10619+0.096802i,0.091577+0.026474i,0.053919-0.038885i,-0.0080767-0.065081i,-0.054919-0.060302i,-0.06278-0.045585i,-0.048163-0.035823i
-0.21441+0.21322i,-0.38351+0.31033i,-0.48986+0.35544i,-0.48969+0.345i,-0.50153+0.23525i,-0.55277+0.10067i,-0.4791+0.054417i,-0.24928+0.040907i,-0.019768+0.026894i,0.13216+0.014446i,0.17472-0.018402i,0.11389-0.046537i,0.047862-0.047141i,0.0061093-0.063429i,-0.036397-0.10572i,-0.063567-0.12721i,-0.06527-0.1118i,-0.052049-0.093981i,-0.04228-0.080203i,-0.049237-0.058314i,-0.067307-0.046191i,-0.072577-0.042754i,-0.048603-0.033309i
-0.33091-0.3779i,-0.59182-0.55852i,-0.56968-0.59178i,-0.41964-0.60802i,-0.42116-0.57974i,-0.40943-0.33952i,-0.22773-0.081991i,-0.033272-0.040988i,0.052503-0.11931i,0.059505-0.17414i,0.018183-0.18379i,-0.023653-0.15388i,-0.037879-0.094988i,-0.014692-0.02228i,0.038707+0.021598i,0.078105+0.011353i,0.078999-0.02071i,0.049237-0.028151i,0.025654-0.00046225i,0.03665+0.026235i,0.047123+0.031733i,0.033966+0.024609i,0.011822+0.0040308i
0.31126-0.27382i,0.47394-0.50088i,0.40049-0.50225i,0.2668-0.25909i,0.24828-0.075782i,0.19236-0.097359i,0.091461-0.11738i,0.043418-0.076663i,0.0036091-0.062946i,-0.050499-0.031433i,-0.05522+0.030782i,-0.017961+0.057751i,-0.004842+0.032234i,-0.034963-0.00053342i,-0.066432-0.0076804i,-0.070233-0.0084341i,-0.069006-0.01749i,-0.062413-0.02163i,-0.028212-0.018911i,0.0063026-0.010561i,0.0097079+0.017606i,-0.0021511+0.05023i,-0.015366+0.062667i
0.15523+0.38676i,0.15211+0.7105i,0.00047944+0.87177i,-0.10399+0.74052i,-0.027572+0.39859i,0.062287+0.045173i,0.0060613-0.18192i,-0.11594-0.23531i,-0.16293-0.16449i,-0.12344-0.080748i,-0.056624-0.035367i,-0.0042603-0.024363i,0.026275-0.030536i,0.043283-0.03276i,0.035586-0.02113i,0.006559-0.00010957i,-0.0099306+0.0077119i,-0.014486-0.020581i,-0.043659-0.06068i,-0.07696-0.065448i,-0.059373-0.049906i,-0.015716-0.05023i,0.013008-0.051805i
-0.25517+0.34426i,-0.23839+0.44338i,0.015812+0.1617i,0.13586-0.32461i,-0.15266-0.47245i,-0.39948-0.20319i,-0.28039+0.037818i,-0.093954+0.035191i,-0.046865-0.016151i,-0.020413-0.02131i,0.018204-0.046891i,0.0089639-0.061325i,-0.018492-0.027075i,-0.016063+0.0013657i,0.014225-0.013038i,0.050611-0.056295i,0.058617-0.097605i,0.030852-0.10204i,0.0039356-0.055367i,0.0012641-0.00027484i,-0.0030383+0.023602i,-0.022141+0.035646i,-0.027161+0.043778i
-0.45041-0.45594i,-0.90224-0.66935i,-1.1884-0.43608i,-0.96762+0.099789i,-0.37077+0.29843i,0.053854+0.13017i,0.10656+0.05012i,0.041409+0.094047i,-0.016436+0.065469i,-0.099725-0.00017445i,-0.14851+0.0052362i,-0.11149+0.021006i,-0.060652+0.0027297i,-0.038226+0.0053579i,-0.028971+0.030292i,-0.032454+0.053294i,-0.031326+0.080478i,-0.0069306+0.093853i,0.027514+0.061831i,0.035079+0.0056428i,0.018091-0.022884i,0.012047-0.022895i,0.0077468-0.019184i
0.68121-0.23711i,1.2517-0.38196i,1.5263-0.45496i,1.2269-0.43037i,0.70436-0.20063i,0.35779+0.071734i,0.19548+0.0923i,0.096971+0.011294i,0.068738+0.018434i,0.090538+0.055678i,0.083014+0.060806i,0.053229+0.048678i,0.035363+0.02305i,0.016757-0.0039952i,-0.0091773-0.0076235i,-0.026359+0.0062793i,-0.02713+0.013713i,-0.024463+0.010648i,-0.027863+0.0093435i,-0.019657+0.012452i,-0.0015856+0.010573i,0.00044414+0.0044388i,-0.0074057+0.0032441i
-0.037325+0.43956i,-0.24236+0.7672i,-0.46331+0.88908i,-0.37819+0.73078i,-0.071315+0.39255i,0.11983+0.046303i,0.10932-0.08812i,0.03707-0.059122i,-0.030521-0.034207i,-0.060915-0.033866i,-0.021396-0.046468i,0.018328-0.066941i,0.024042-0.062692i,0.033113-0.047009i,0.045281-0.042242i,0.045239-0.039912i,0.034439-0.039382i,0.025146-0.03966i,0.018478-0.027379i,0.0050325-0.00091247i,-0.0020542+0.021224i,0.0056442+0.023423i,0.016842+0.0097065i
-0.20056+0.09062i,-0.22969+0.0033217i,-0.19755-0.19783i,-0.2793-0.28995i,-0.41909-0.15523i,-0.38756+0.045479i,-0.19209+0.093582i,-0.04112-0.00067846i,-0.0098076-0.067633i,-0.029166-0.054492i,-0.053515-0.0091559i,-0.060176+0.036857i,-0.043641+0.061748i,-0.033225+0.0617i,-0.041457+0.05815i,-0.043721+0.065206i,-0.031463+0.072232i,-0.018767+0.064846i,-0.0045714+0.045522i,0.010641+0.01412i,0.0086251-0.020135i,-0.0063035-0.036729i,-0.018151-0.033059i
-0.18917-0.179i,-0.18265-0.19356i,0.037897-0.10752i,0.26871-0.068372i,0.24739-0.088538i,0.089778-0.029796i,-0.0012447+0.057365i,-0.03202+0.08902i,-0.034192+0.08424i,-0.015086+0.056789i,-0.0032262+0.017459i,-0.00095934-0.013932i,-0.0024817-0.02689i,0.00068886-0.025948i,0.019752-0.041407i,0.029915-0.085696i,0.014696-0.11607i,-0.0087452-0.10306i,-0.029785-0.065692i,-0.033546-0.021244i,-0.013058+0.013209i,0.0092455+0.022548i,0.013364+0.016942i
0.22118-0.2677i,0.14766-0.45627i,-0.17969-0.44506i,-0.40948-0.17146i,-0.27131+0.081983i,-0.068896+0.089393i,-0.052203+0.012038i,-0.075416+0.0068507i,-0.043899+0.010806i,-0.011119-0.008908i,0.012829-0.01018i,0.03615-0.010131i,0.031532-0.027729i,0.0023196-0.017814i,-0.018548+0.030306i,-0.019192+0.073116i,-0.015363+0.075831i,-0.021866+0.043643i,-0.037373+0.013769i,-0.04939+0.008694i,-0.045211+0.024001i,-0.021477+0.03438i,0.0075301+0.021222i
0.1428+0.27728i,0.29194+0.42402i,0.41901+0.37265i,0.38722+0.13359i,0.18712-0.070477i,0.046761-0.12186i,0.052578-0.11683i,0.045941-0.13271i,-0.017221-0.094769i,-0.041538-0.014637i,-0.021001+0.016643i,-0.0087752+0.015652i,0.00217+0.020601i,0.021342+0.0069828i,0.031034-0.023061i,0.030005-0.032851i,0.035031-0.015709i,0.055641-0.00051429i,0.072629-0.0090366i,0.06093-0.029712i,0.026887-0.042162i,-0.0060885-0.036343i,-0.022217-0.018314i
-0.22037+0.019839i,-0.32488-0.014969i,-0.3157-0.080603i,-0.2103-0.14941i,-0.11847-0.22421i,-0.10718-0.24244i,-0.09727-0.14254i,-0.020896-0.033822i,0.034938-0.032143i,0.012981-0.05327i,-0.020955-0.030658i,-0.029351-0.004615i,-0.025481+0.0086881i,-0.022858+0.015275i,-0.028015+0.0029355i,-0.044793-0.028691i,-0.072021-0.055214i,-0.097208-0.046894i,-0.089058-0.0072758i,-0.040463+0.017458i,0.0033551+0.011799i,0.016668+0.0072671i,0.015327+0.01616i
-0.13218-0.062647i,-0.2439+0.11401i,-0.20948+0.43111i,-0.0024135+0.55023i,0.15592+0.40511i,0.14817+0.26787i,0.069007+0.20349i,0.010171+0.13493i,-0.0087572+0.053303i,-0.017736-0.020088i,-0.035142-0.043975i,-0.032956-0.027909i,-0.020943-0.023476i,-0.017749-0.023684i,-0.0043736+0.0046797i,0.030431+0.045351i,0.062015+0.062129i,0.066108+0.050961i,0.040874+0.028797i,0.0054386+0.021403i,-0.010423+0.026853i,-0.0084822+0.014506i,-0.0091169-0.0089265i
0.36122-0.037899i,0.62758-0.25808i,0.61101-0.5521i,0.2653-0.52469i,-0.016163-0.1229i,-0.01113+0.15975i,0.065377+0.087694i,0.032761-0.03607i,-0.005347-0.013157i,0.021129+0.027361i,0.032311+0.013669i,0.017992+0.0070054i,0.023666+0.018858i,0.033822+0.017939i,0.014726+0.0061072i,-0.024163+6.8346e-05i,-0.042352-0.001531i,-0.029391-0.0073009i,-0.009153-0.019078i,0.0052715-0.030941i,0.012769-0.032134i,0.014635-0.015721i,0.016292+0.0028896i
-0.26672+0.29366i,-0.47372+0.58793i,-0.51474+0.73137i,-0.33055+0.50244i,-0.14957+0.0079259i,-0.12241-0.32128i,-0.10485-0.23583i,-0.019579-0.031561i,0.011313+0.028768i,-0.029931+0.036692i,-0.027305+0.053534i,-0.00031998+0.037974i,0.0012738+0.020539i,0.010603+0.013533i,0.033207-0.0081469i,0.045005-0.025623i,0.04162-0.018423i,0.03189-0.00071548i,0.024133+0.015911i,0.013952+0.02873i,0.00087526+0.032661i,-0.0076183+0.022022i,-0.011725+0.0055216i
0.095899-0.46543i,0.25857-0.9283i,0.38839-1.1594i,0.32672-0.86319i,0.20897-0.24227i,0.18272+0.22263i,0.12654+0.26986i,0.039313+0.1145i,0.035705+0.026481i,0.093107+0.004298i,0.10756-0.020017i,0.07243-0.034823i,0.034633-0.034751i,0.004094-0.020207i,-0.00056596+0.0045674i,0.022758-0.0073751i,0.03114-0.061776i,0.006571-0.098525i,-0.0298-0.085695i,-0.044561-0.049272i,-0.032287-0.024965i,-0.013061-0.015307i,0.00075755-0.0052575i
0.10774+0.17459i,0.055823+0.49569i,-0.088927+0.85432i,-0.10392+0.90296i,0.017338+0.56938i,0.07922+0.14975i,0.078298-0.05234i,0.046008-0.044857i,-0.018341+0.0057916i,-0.068394+0.019223i,-0.086514+0.010156i,-0.079882+0.0080305i,-0.053316+0.0015104i,-0.035243-0.022077i,-0.060101-0.030721i,-0.10638+0.016368i,-0.11188+0.092488i,-0.068451+0.12713i,-0.014018+0.096117i,0.017059+0.044054i,0.020557+0.014218i,0.014524+0.0047305i,0.0051326-0.0028227i
-0.11574+0.13443i,-0.20065+0.098203i,-0.25796-0.15393i,-0.33248-0.41293i,-0.41122-0.40332i,-0.34945-0.19509i,-0.17178-0.061167i,-0.056269-0.076784i,-0.045433-0.11457i,-0.06328-0.092589i,-0.045545-0.037852i,-0.0031904-0.0050057i,0.012804+0.015225i,0.02307+0.048681i,0.066898+0.058952i,0.10995+0.021044i,0.10738-0.020923i,0.074492-0.031533i,0.039769-0.021029i,0.012053-0.0097909i,-0.005456-0.0021734i,-0.010579+0.0053489i,-0.0044163+0.0043721i
-0.236-0.13389i,-0.37713-0.16829i,-0.26909-0.050566i,0.10512+0.096286i,0.37297+0.042953i,0.28059-0.083248i,0.051168-0.056426i,-0.047328+0.038833i,-0.026861+0.073691i,0.0053161+0.054244i,0.0046072+0.02139i,-0.020474+0.0032219i,-0.039004-0.00087749i,-0.045037-0.0042369i,-0.054302-0.0067147i,-0.061977-0.0071214i,-0.053742-0.015691i,-0.034461-0.024402i,-0.01594-0.015188i,-0.0011256+0.0020277i,0.01057+0.011275i,0.017023+0.0066725i,0.0124-0.0024927i
0.38791+0.0067114i,0.72939-0.0097197i,0.7475-0.063818i,0.26895-0.071899i,-0.20932+0.072472i,-0.30088+0.17418i,-0.19942+0.090716i,-0.092571+0.004561i,-0.016796-0.01961i,0.012343-0.016418i,0.036885+0.0053428i,0.067923+0.0044366i,0.072387-0.021509i,0.054252-0.035844i,0.03881-0.027466i,0.042422-0.013213i,0.053008-0.011801i,0.046416-0.025892i,0.022356-0.044862i,-0.001821-0.051375i,-0.017019-0.041397i,-0.025463-0.020903i,-0.023631+0.0068146i
-0.1836+0.23439i,-0.36665+0.42897i,-0.37245+0.46427i,-0.11341+0.26379i,0.1173+0.050971i,0.1974+0.047624i,0.23906+0.13072i,0.20138+0.10125i,0.10054+0.033436i,0.036207-0.0087078i,-0.012797-0.038954i,-0.048261-0.029882i,-0.035177-0.0028703i,-0.007349-0.0068541i,-0.0094826-0.031499i,-0.046986-0.036186i,-0.084849-0.0068635i,-0.085327+0.033291i,-0.04891+0.053018i,-0.0068908+0.045487i,0.015479+0.023792i,0.017314+0.0041664i,0.01196-0.013804i
-0.02004-0.27505i,-0.015203-0.51953i,-0.025792-0.55366i,-0.030965-0.31896i,0.029032-0.15289i,0.04768-0.17924i,-0.028695-0.17654i,-0.055687-0.08097i,-0.013904-0.027017i,0.0041825-0.024371i,0.006554-0.012576i,0.014581+0.0014066i,0.006421+0.0096112i,-0.010688+0.035889i,-0.001119+0.076637i,0.035988+0.090054i,0.060264+0.066506i,0.052046+0.035418i,0.026332+0.019126i,0.0034502+0.012326i,-0.0063105+0.0067884i,-0.0030561+0.0027109i,0.0021004-0.00163i
0.14513-0.059483i,0.20944-0.077005i,0.14084-0.03638i,-0.0025356+0.070378i,-0.066545+0.1769i,-0.050171+0.17562i,-0.033753+0.081086i,-0.032265+0.010132i,-0.032065+0.012117i,-0.019201+0.048527i,0.0023123+0.053402i,0.0071813+0.0222i,0.0020937-0.0058934i,-0.001639-0.031645i,-0.014122-0.063568i,-0.02853-0.080627i,-0.023949-0.07305i,-0.0064453-0.051032i,0.0055567-0.028744i,0.011831-0.0086807i,0.01691+0.0099079i,0.019834+0.018575i,0.019043+0.019652i
-0.043276+0.23492i,-0.065344+0.40396i,-0.028228+0.34903i,-0.0013561+0.067111i,-0.059431-0.1028i,-0.068981-0.061927i,0.016951-0.019571i,0.052644-0.037456i,0.025749-0.035393i,0.014891-0.021714i,0.014871-0.0076224i,0.022425+0.01646i,0.036072+0.026837i,0.044618+0.025788i,0.051771+0.027883i,0.048236+0.032197i,0.023137+0.036064i,-0.0029898+0.030021i,-0.0090609+0.012589i,-0.0076753-0.0093459i,-0.013351-0.027407i,-0.020589-0.032237i,-0.025487-0.024308i
-0.25459-0.089161i,-0.4465-0.14521i,-0.43547-0.069766i,-0.17076+0.085212i,0.060334+0.063148i,0.05071-0.063724i,-0.066329-0.045722i,-0.10085+0.045061i,-0.074092+0.063241i,-0.06046+0.032837i,-0.05717+0.0042212i,-0.060596-0.013159i,-0.060279-0.011514i,-0.049356-0.0057239i,-0.044823-0.0075952i,-0.042997-0.014169i,-0.033224-0.028379i,-0.026337-0.034686i,-0.031808-0.014781i,-0.03312+0.020567i,-0.016618+0.045314i,0.0016678+0.044846i,0.013905+0.025415i
0.2422-0.080497i,0.47632-0.16098i,0.49198-0.25445i,0.20142-0.27095i,-0.019023-0.10241i,0.0095075+0.074816i,0.060602+0.043646i,0.024155-0.054022i,0.0047776-0.08042i,0.018523-0.073441i,0.022825-0.055046i,0.026203-0.035387i,0.018871-0.027296i,0.001019-0.015625i,-0.0040648+0.0016118i,0.0072998+0.010758i,0.023234+0.0071868i,0.028446-0.0054337i,0.021688-0.020006i,0.014766-0.030188i,0.0097261-0.032985i,0.0045892-0.027699i,-0.0040177-0.013089i
0.022036+0.17178i,0.004428+0.3729i,0.03832+0.50814i,0.13378+0.41313i,0.10528+0.16485i,-0.026675+0.012021i,-0.036403+0.031248i,0.038075+0.071879i,0.043613+0.07678i,0.013701+0.07459i,-0.0024996+0.050105i,-0.013787+0.025196i,-0.007416+0.020086i,0.010205+0.011376i,0.013126-0.0065579i,-0.0013313-0.011023i,-0.014125+0.0059619i,-0.013623+0.018282i,-0.0041604+0.0097696i,0.00034533-0.0027003i,-0.0054485-0.00042995i,-0.013035+0.012105i,-0.0082321+0.016708i
-0.12566-0.092483i,-0.29688-0.23432i,-0.4662-0.33053i,-0.48377-0.25875i,-0.29816-0.12325i,-0.073292-0.062047i,0.016559-0.050282i,0.0207-0.05894i,0.0067914-0.088706i,-0.01323-0.081387i,-0.0042213-0.030348i,0.014852+0.00045944i,0.013118+0.0080963i,0.013424+0.020036i,0.030193+0.030354i,0.041328+0.018949i,0.026887-0.0071055i,0.0060792-0.015056i,-0.0021237-0.0016755i,-0.0043191+0.0048417i,-0.0038989-0.0028504i,0.0020652-0.014074i,0.0041282-0.02495i
0.094057-0.13032i,0.25515-0.2465i,0.41072-0.27742i,0.41907-0.16237i,0.28848+0.012917i,0.14433+0.11231i,0.049948+0.092474i,-0.0015203+0.046902i,-0.0057583+0.042564i,0.013022+0.034736i,0.0074565+0.0054186i,-0.0043974-0.010259i,-0.0022762-0.018836i,-0.016022-0.032435i,-0.046014-0.037038i,-0.057229-0.022674i,-0.035098+0.001309i,-0.0041726+0.011026i,0.0072369+0.0009204i,0.005427-0.0050161i,0.0029759-2.9309e-05i,-0.0013329+0.0045492i,-0.0071298+0.011985i
0.038133+0.16785i,0.05946+0.34946i,0.023957+0.41445i,-0.056606+0.26673i,-0.10172+0.055482i,-0.095868-0.057784i,-0.067454-0.048267i,-0.03314+0.019356i,8.6969e-05+0.047539i,0.012022+0.021948i,0.012429+0.0018579i,0.017563-0.0034374i,0.019234-0.0072319i,0.027458-0.0052106i,0.044631+0.0015222i,0.051974+0.0070382i,0.041534+0.0037886i,0.023258-0.00017331i,0.015605+0.0094863i,0.022202+0.022017i,0.031163+0.022377i,0.032528+0.014295i,0.02458+0.0021838i
-0.17976+0.0011268i,-0.34511+0.0068713i,-0.35514+0.026611i,-0.15801+0.047987i,0.00921+0.042071i,0.030171+0.039738i,0.0045083+0.035481i,-0.026722-0.015345i,-0.066167-0.04031i,-0.06366-0.008479i,-0.02959+0.0074414i,-0.018006+0.0014643i,-0.021976+0.008154i,-0.024711+0.017679i,-0.035301+0.012608i,-0.049512+0.0030443i,-0.051051-0.00017375i,-0.034601-0.0042971i,-0.016918-0.017424i,-0.016408-0.032846i,-0.026903-0.039581i,-0.030323-0.032712i,-0.016407-0.016471i
0.06659-0.1225i,0.12705-0.24843i,0.11584-0.31646i,0.017037-0.25181i,-0.017501-0.10952i,0.063902-0.033947i,0.11388-0.052303i,0.10034-0.056345i,0.09163-0.040955i,0.063783-0.042791i,0.016015-0.024985i,0.0041891+0.0019396i,0.011584-0.0017927i,0.011244-0.0049993i,0.025068+0.011208i,0.051901+0.016786i,0.060501+0.006602i,0.037722+0.0024387i,0.0019671+0.011847i,-0.018395+0.027243i,-0.017904+0.040078i,-0.0081122+0.04264i,-0.00090718+0.030356i
0.11163+0.09113i,0.20005+0.21275i,0.23239+0.30318i,0.16686+0.24395i,-0.0031286+0.066143i,-0.18792-0.055984i,-0.21688-0.030059i,-0.12011+0.028035i,-0.064561+0.044671i,-0.053066+0.058713i,-0.026814+0.056391i,-0.011602+0.039303i,-0.0059897+0.032788i,-0.00086471+0.0096351i,-0.019361-0.02638i,-0.049773-0.036039i,-0.058266-0.020971i,-0.037727-0.010692i,-0.0025997-0.013364i,0.024164-0.019288i,0.029914-0.025478i,0.017731-0.031776i,-0.00081191-0.02772i
-0.085795+0.029317i,-0.20515-0.0093926i,-0.31698-0.1023i,-0.30399-0.11976i,-0.11956+0.0060414i,0.08848+0.13755i,0.12093+0.13971i,0.026508+0.072771i,-0.015237+0.010247i,-0.00093304-0.04514i,0.0021347-0.064578i,0.0017111-0.052802i,0.00012906-0.032431i,0.0043311+0.0056515i,0.028163+0.041016i,0.047978+0.041665i,0.041729+0.022944i,0.020304+0.012978i,-0.0026549+0.016928i,-0.01458+0.024849i,-0.0094879+0.02854i,0.0018154+0.028283i,0.0089066+0.024495i
0.010813-0.10345i,0.10352-0.18522i,0.26133-0.17557i,0.32972-0.094175i,0.1978-0.082058i,0.004074-0.12416i,-0.047263-0.1064i,0.025783-0.054194i,0.062877-0.023046i,0.039853+0.001461i,0.015634+0.012288i,-0.0015868+0.0098727i,-0.012978+0.0057214i,-0.023992-0.011784i,-0.041232-0.032879i,-0.050143-0.034541i,-0.037972-0.024196i,-0.01631-0.015606i,0.0027029-0.015019i,0.013234-0.025373i,0.012232-0.036722i,0.0095363-0.038251i,0.0069619-0.031609i
0.050767+0.053815i,0.068828+0.14269i,0.0098911+0.20068i,-0.091962+0.16924i,-0.086917+0.14561i,0.030472+0.15268i,0.077706+0.084927i,0.0030817-0.0010889i,-0.052713-0.0083844i,-0.031119+0.0015301i,-0.0025027-0.011392i,0.0088396-0.019888i,0.020327-0.022135i,0.027139-0.011867i,0.031683+0.019072i,0.040108+0.045469i,0.037778+0.045161i,0.018382+0.028158i,-0.0085896+0.014132i,-0.030586+0.016565i,-0.041135+0.02957i,-0.044492+0.037027i,-0.037703+0.032761i
-0.095078+0.043109i,-0.20907+0.084031i,-0.23238+0.10586i,-0.072656+0.075933i,0.085047-0.024865i,0.08444-0.12514i,0.03511-0.11113i,0.025498-0.039423i,0.019795-0.0051456i,-0.0049555+0.014518i,-0.016074+0.037326i,-0.0096037+0.037815i,-0.0075636+0.020285i,-0.0083927-0.0027662i,-0.015014-0.037651i,-0.03244-0.063885i,-0.03927-0.057085i,-0.02083-0.032276i,0.0084839-0.011794i,0.032037-0.0064538i,0.04679-0.015924i,0.052881-0.026105i,0.045709-0.024081i
-0.00023714-0.079197i,0.001291-0.21342i,-0.050183-0.3277i,-0.18042-0.27918i,-0.27633-0.096812i,-0.25019+0.050626i,-0.15727+0.081597i,-0.057262+0.050319i,0.011824+0.010432i,0.032701-0.018445i,0.03169-0.024007i,0.03212-0.01404i,0.030444-0.0017831i,0.023561+0.01285i,0.026037+0.034315i,0.040943+0.046884i,0.04452+0.034586i,0.022551+0.011091i,-0.0075317-0.0039638i,-0.026313-0.0040069i,-0.034123+0.0064833i,-0.035445+0.013145i,-0.030143+0.0057075i
0.094366+0.038825i,0.20905+0.12684i,0.3242+0.2252i,0.36702+0.20494i,0.3136+0.067468i,0.20539-0.020679i,0.098771+0.0007254i,0.015208+0.041721i,-0.036586+0.053184i,-0.049636+0.04191i,-0.050444+0.018141i,-0.062809+0.0049284i,-0.06366+0.011445i,-0.042325+0.0078982i,-0.027631-0.017601i,-0.031199-0.036628i,-0.029945-0.032228i,-0.011863-0.018413i,0.007119-0.0098913i,0.01428-0.0066543i,0.018593-0.006143i,0.027202-0.0058593i,0.028987-0.0019369i
-0.039143+0.03461i,-0.13072+0.037683i,-0.25096-0.014825i,-0.31253-0.068526i,-0.26874-0.041352i,-0.15463-0.0019001i,-0.05006-0.030641i,0.0024378-0.07914i,0.01912-0.095087i,0.021491-0.079245i,0.026046-0.050791i,0.037235-0.032948i,0.037444-0.024014i,0.02244-0.0019632i,0.0093753+0.032042i,0.0091251+0.050354i,0.006235+0.043076i,-0.0037736+0.024009i,-0.0090289+0.0089722i,-0.012118+0.0036424i,-0.021154+0.006634i,-0.032694+0.01186i,-0.033446+0.010811i
-0.0032647-0.043681i,0.061988-0.080846i,0.19522-0.061767i,0.29445+0.011508i,0.25594+0.047248i,0.12414+0.035479i,0.024819+0.029483i,-0.0048975+0.026363i,-0.012084+0.030397i,-0.013848+0.044062i,-0.01188+0.042894i,-0.010193+0.031386i,-0.0040732+0.014353i,0.0020483-0.013957i,0.0066235-0.040998i,0.0083916-0.052907i,0.0076441-0.044079i,0.010635-0.01928i,0.016954+0.00065657i,0.024864+0.0033274i,0.030758-0.0050325i,0.028573-0.0082146i,0.019253+0.0002383i
0.0147+0.011789i,-0.0018495+0.041862i,-0.074155+0.050719i,-0.15138+0.010519i,-0.10581-0.021723i,0.026493-0.016868i,0.085777-0.0034059i,0.060625+0.024677i,0.047688+0.032495i,0.051661-0.00085723i,0.043143-0.018842i,0.032451-0.013631i,0.02363-0.0061391i,0.01653+0.011565i,0.01124+0.036608i,0.0066571+0.054953i,0.0039135+0.054017i,-0.00056183+0.033184i,-0.0077604+0.011261i,-0.015271-0.00025583i,-0.0196-0.0060283i,-0.016496-0.015823i,-0.0067556-0.026826i
