-0.00013308-8.1843e-05i,-0.00062106-0.00045949i,-0.0010149-0.00090099i,-0.00089785-0.0004792i,-0.00078036+0.00030709i,-0.0010627+0.0012832i,-0.00030976+0.0011735i,0.00073575+0.001484i,0.00086537+0.0016774i,-0.00014055+0.00057454i,-0.00061572-0.00053111i,0.00014617-0.00073035i,0.00052106-0.00041695i,0.00030809-0.00045242i,0.00032871-0.00051182i,0.0011681-0.00036121i,0.0015422-0.00018515i,0.00041848-0.00022801i,0.00047556+0.00034559i,0.00056453+0.0010816i,-6.1062e-05+0.00010859i,-0.00029745-0.00069881i,-7.1953e-05-0.00023938i
0.088394+0.070389i,0.15493+0.16176i,0.1559+0.22724i,0.11417+0.18662i,0.091139+0.07425i,0.069963-0.0066623i,0.045378-0.020208i,0.038499-0.017503i,0.0254-0.026633i,0.0044293-0.020853i,0.0052517-0.0071983i,0.019411-0.0091495i,0.022908-0.016676i,0.013729-0.012582i,0.0048417+0.0062602i,0.0041144+0.023886i,0.0068806+0.024864i,0.010238+0.012536i,0.011784+0.00046984i,0.0090662-0.0027542i,0.0077336-0.00025016i,0.0081666+0.00096872i,0.0058997-0.00022402i
-0.032448+0.099931i,-0.055697+0.15221i,-0.07362+0.10724i,-0.0755+0.025011i,-0.059408+0.0091278i,-0.024571+0.01064i,-0.0081189-0.0036894i,-0.011934+0.011581i,0.0023654+0.02923i,0.0074438+0.018024i,-0.0075247+0.014525i,-0.01078+0.026898i,-0.0075126+0.031527i,-0.0082836+0.020612i,-0.010666-0.00027089i,-0.016741-0.017124i,-0.018436-0.019643i,-0.012215-0.010244i,-0.0053925-0.0011198i,-0.0030574+0.0019212i,-0.0051362+0.0045857i,-0.0058945+0.010538i,-0.0029962+0.01377i
-0.10889-0.0029535i,-0.17848+0.030339i,-0.14851+0.084568i,-0.031188+0.10314i,0.039724+0.063088i,0.041615+0.035968i,0.03324+0.026136i,0.01134-0.0034353i,-0.019876-0.016609i,-0.021566-0.0099699i,-0.011732-0.016113i,-0.015001-0.023721i,-0.015183-0.024533i,-0.0079916-0.020862i,0.0019952-0.0098284i,0.013512+0.0022675i,0.019557+0.0094058i,0.017958+0.0097681i,0.011549+0.0066207i,0.0071048+0.0024818i,0.0057399-0.0034471i,-0.00035562-0.0086653i,-0.011106-0.0089058i
-0.036826-0.1517i,-0.084695-0.26531i,-0.14847-0.28118i,-0.18583-0.15999i,-0.15449-0.021712i,-0.098567+0.030755i,-0.062758+0.031565i,-0.026071+0.03114i,0.005898+0.019079i,0.011916+0.0035053i,0.0088618+0.0022569i,0.010285+0.0070105i,0.01182+0.010134i,0.0085591+0.0064566i,-0.0021356-0.0040202i,-0.015288-0.0095677i,-0.021604-0.0075454i,-0.01893-0.0020617i,-0.012878+0.0041354i,-0.0096186+0.0061942i,-0.0072995+0.0048943i,-0.00098922+0.0011735i,0.00692-0.0076209i
0.15201-0.028126i,0.29566-0.046223i,0.36846-0.063934i,0.2944-0.098579i,0.14238-0.12668i,0.037171-0.11633i,0.0026166-0.096485i,-0.014484-0.083542i,-0.026337-0.057153i,-0.015055-0.025911i,0.001634-0.018541i,0.0012836-0.023998i,-0.0060956-0.021643i,-0.0033213-0.01177i,0.011494-0.003747i,0.024145-0.0047989i,0.022884-0.0081064i,0.01281-0.0085573i,0.0059706-0.0096144i,0.0056006-0.0097242i,0.0056573-0.0074675i,0.0041123-0.0032301i,0.0025304+0.0049383i
0.037663+0.13095i,0.02672+0.24858i,-0.031055+0.31293i,-0.054957+0.27164i,-0.0056122+0.17222i,0.041542+0.077115i,0.050113+0.033432i,0.058408+0.0327i,0.062822+0.021006i,0.040952+0.010284i,0.025638+0.023872i,0.028382+0.033927i,0.025534+0.028885i,0.012716+0.019759i,-0.0035923+0.015295i,-0.013528+0.019286i,-0.011742+0.021381i,-0.0037368+0.016755i,0.0019912+0.012147i,0.0020308+0.0094632i,0.0010612+0.0087871i,0.0016286+0.0077383i,0.0013222+0.0026855i
-0.098148+0.035268i,-0.1523+0.026271i,-0.13555-0.044896i,-0.063539-0.10836i,-0.019486-0.089535i,0.00023963-0.027052i,0.0032845+0.00043749i,-0.026027+0.007166i,-0.038726+0.029373i,-0.022328+0.032965i,-0.023546+0.013213i,-0.040344+0.0025937i,-0.044152-0.0003963i,-0.031646-0.0043014i,-0.013513-0.010228i,-0.0021067-0.019616i,-0.00011582-0.024441i,-0.00076214-0.019742i,-0.0005617-0.012633i,0.00088622-0.0094654i,0.00033371-0.0094679i,-0.0030756-0.0067512i,-0.004047+0.0024888i
-0.070415-0.06012i,-0.10331-0.07309i,-0.085641-0.0026002i,-0.032274+0.10586i,0.0037279+0.13632i,0.0056665+0.099549i,0.011861+0.058895i,0.031658+0.02094i,0.024719-0.0079175i,0.0017709-0.0085097i,0.003079-0.0025678i,0.01857-0.011357i,0.023341-0.020919i,0.016993-0.018017i,0.01139-0.0054892i,0.012702+0.0079685i,0.012679+0.015394i,0.0064628+0.017646i,0.0032041+0.01843i,0.0054174+0.01685i,0.0058513+0.012555i,0.001522+0.0043182i,-0.007353-0.0074262i
0.045649-0.10085i,0.069974-0.17852i,0.031764-0.22736i,-0.056958-0.21822i,-0.11191-0.16045i,-0.10902-0.09137i,-0.090932-0.039765i,-0.078853-0.0013854i,-0.05391+0.020954i,-0.022795+0.013373i,-0.014902+0.00048044i,-0.019792+0.007886i,-0.015497+0.018351i,-0.0049728+0.015573i,0.0007431+0.0055144i,-0.0032601-0.0017775i,-0.0071952-0.0052804i,-0.006321-0.0084929i,-0.0073819-0.010444i,-0.0082818-0.0084913i,-0.0045202-0.0052643i,0.0030294-0.0033403i,0.013176-0.0019407i
0.11542+0.026011i,0.20673+0.081047i,0.26379+0.12717i,0.2572+0.11513i,0.20104+0.055673i,0.13358+0.00064622i,0.095708-0.025789i,0.077404-0.040717i,0.046613-0.044552i,0.022755-0.022672i,0.026809-0.0059382i,0.030349-0.012578i,0.019164-0.016708i,0.0077976-0.007765i,0.0055495+0.0042066i,0.011349+0.0090646i,0.013942+0.0055684i,0.010196+0.0015088i,0.0089264+0.00034475i,0.0095959+0.00084154i,0.0078131+0.0018581i,0.002825+0.0038564i,-0.004389+0.0076689i
-0.026097+0.10022i,-0.087282+0.16135i,-0.16375+0.15284i,-0.19159+0.086381i,-0.14106+0.038243i,-0.067461+0.03264i,-0.032481+0.051515i,-0.019754+0.07235i,0.0046254+0.067121i,0.01175+0.037418i,-0.0082611+0.027878i,-0.017858+0.038771i,-0.013207+0.037086i,-0.0096592+0.022816i,-0.0099793+0.0092675i,-0.014821+0.0042236i,-0.017692+0.0054769i,-0.014623+0.0055233i,-0.012249+0.0044576i,-0.010806+0.0024304i,-0.0080371-0.00032629i,-0.0043782-0.0011087i,0.00026828-0.0012472i
-0.079417+0.00056251i,-0.097185-0.025951i,-0.028942-0.05788i,0.08134-0.056206i,0.1203-0.022962i,0.082876+0.00081108i,0.040217-0.011167i,0.0084218-0.037125i,-0.01859-0.029141i,-0.01847-0.0020693i,-0.0060924-0.0059838i,-0.0094794-0.027569i,-0.01523-0.033855i,-0.012153-0.026964i,-0.0037218-0.018643i,0.0059432-0.016097i,0.012722-0.01391i,0.016686-0.0075625i,0.018163-0.0035288i,0.015856-0.0019426i,0.010759+0.00029703i,0.0041878+0.0016937i,-0.0042665+0.0040174i
-0.018737-0.074834i,-0.033133-0.090991i,-0.06754-0.042464i,-0.12818+0.035787i,-0.16101+0.071865i,-0.13666+0.071523i,-0.083212+0.077544i,-0.026505+0.08107i,0.0065191+0.051271i,-0.00024408+0.012295i,-0.011152+0.006573i,0.0045105+0.01962i,0.021998+0.020512i,0.020813+0.012765i,0.011408+0.010507i,0.0045597+0.01483i,0.00044226+0.014187i,-0.0057741+0.005811i,-0.010659+0.0013235i,-0.0086369+0.0024287i,-0.0046389+0.0024265i,-0.0027668-0.001386i,-0.0019807-0.0084147i
0.056846-0.046339i,0.10163-0.07875i,0.12663-0.11944i,0.12479-0.1625i,0.10187-0.17501i,0.054977-0.15333i,0.0056236-0.12683i,-0.02798-0.09788i,-0.034624-0.054657i,-0.010557-0.025124i,0.0032925-0.027539i,-0.012164-0.027996i,-0.022894-0.012895i,-0.015398-0.0030442i,-0.0073623-0.0034097i,-0.0067133-0.0078202i,-0.0067467-0.0072482i,-0.0033224-0.001718i,-0.00091026+0.00026749i,-0.0013719-0.0025819i,-0.0010425-0.0038832i,0.0035017-0.0011942i,0.010835+0.0029837i
0.051334+0.047637i,0.076587+0.1114i,0.06549+0.16939i,0.024088+0.18841i,-0.0047605+0.16452i,0.0078171+0.12035i,0.039656+0.0902i,0.061986+0.064381i,0.055894+0.025041i,0.026496+0.0062744i,0.01632+0.015053i,0.02645+0.014065i,0.023302+0.0052434i,0.012288+0.0033001i,0.0065212+0.0027352i,0.0052039+0.0043458i,0.0064595+0.0064214i,0.0087376+0.0049627i,0.010453+0.0041998i,0.009113+0.0053063i,0.004737+0.0056725i,-0.0014987+0.0043387i,-0.0077437+0.0028829i
-0.032991+0.037757i,-0.076715+0.045982i,-0.099805-0.0052486i,-0.073642-0.090343i,-0.033027-0.12679i,-0.029701-0.10055i,-0.060979-0.065041i,-0.080445-0.034639i,-0.056858-0.0038648i,-0.017053+0.0024907i,-0.0090325-0.0069237i,-0.020834-0.0025746i,-0.021436+0.0044469i,-0.015291+0.0032911i,-0.01122+0.00045659i,-0.012193-0.0038799i,-0.014576-0.0071005i,-0.012502-0.0085598i,-0.0090259-0.010972i,-0.0063603-0.012502i,-0.0032703-0.0096381i,-0.00069833-0.0046138i,0.0011622-0.0010689i
-0.039314-0.021593i,-0.04373-0.03215i,-0.010502-0.0021371i,0.02768+0.077212i,0.031542+0.13449i,0.032542+0.11843i,0.059772+0.064423i,0.078454+0.014999i,0.053294-0.011012i,0.013572-0.0028949i,0.0064172+0.0086667i,0.017987-0.0014336i,0.019231-0.012071i,0.013761-0.011386i,0.010609-0.0083027i,0.01363-0.0063043i,0.014958-0.0030861i,0.0089576+0.0034599i,0.0044155+0.0088569i,0.0046365+0.0072042i,0.0041256+0.0011596i,0.0018564-0.0030029i,-0.0011143-0.0027526i
0.00085623-0.040261i,-0.001492-0.061266i,-0.02909-0.077155i,-0.083944-0.11027i,-0.12361-0.13978i,-0.13279-0.11644i,-0.13088-0.054565i,-0.11003+0.00075113i,-0.060386+0.018987i,-0.022318-0.0011375i,-0.020347-0.013886i,-0.022486+0.0030102i,-0.013764+0.015991i,-0.0084553+0.012294i,-0.009433+0.007208i,-0.012131+0.0076075i,-0.0092885+0.0085963i,-0.00065736+0.0047565i,0.0041605+0.0014452i,0.0016808+0.0029698i,-0.001892+0.0049209i,-0.0014801+0.0027642i,0.0011823-0.0031507i
0.040375-0.016299i,0.074349-0.011111i,0.10432+0.0081649i,0.132+0.036874i,0.14648+0.050018i,0.13906+0.01832i,0.12164-0.036571i,0.089479-0.067357i,0.044494-0.055092i,0.022368-0.019675i,0.026375-0.0073957i,0.020665-0.018733i,0.0075418-0.019069i,0.0051379-0.010403i,0.0061784-0.0094431i,0.0048768-0.012466i,0.0021199-0.012369i,-0.0012809-0.0098146i,-0.00081883-0.010072i,0.0038914-0.012806i,0.0074533-0.011119i,0.0080477-0.0039105i,0.0066627+0.0042338i
0.013585+0.027174i,0.0072375+0.054396i,-0.034749+0.058087i,-0.097826+0.025454i,-0.13288-0.0047209i,-0.11926+0.012921i,-0.089926+0.058999i,-0.059011+0.081818i,-0.024864+0.059938i,-0.011818+0.022491i,-0.013593+0.011718i,-0.0033514+0.016419i,0.0052136+0.012441i,0.0018789+0.0069062i,0.0010665+0.0058931i,0.001686+0.0070395i,-0.0011133+0.010414i,-0.0030415+0.013227i,-0.0048366+0.014009i,-0.0068449+0.012778i,-0.0064588+0.0093356i,-0.0060103+0.0047521i,-0.0063986+0.00077707i
-0.022996+0.015771i,-0.032679+0.018222i,-0.0055015+0.004588i,0.066981-0.0093789i,0.12073-0.014049i,0.10718-0.039154i,0.060885-0.087221i,0.019606-0.10658i,-0.0025776-0.072951i,0.001821-0.026951i,0.0091442-0.0093609i,0.0024785-0.0078869i,-0.0018509-0.0062477i,-0.00092205-0.0066512i,-0.0026697-0.0086545i,-0.0038767-0.011735i,-0.0021785-0.013942i,0.0023716-0.011972i,0.0080591-0.0089097i,0.00878-0.0074737i,0.0036148-0.006669i,0.00071518-0.0059713i,0.0018698-0.0049856i
-0.023137-0.012636i,-0.032717-0.01626i,-0.052142+0.00014441i,-0.095819+0.036503i,-0.13106+0.061388i,-0.10596+0.077498i,-0.040468+0.098196i,0.01127+0.097713i,0.024021+0.060708i,0.0027761+0.022112i,-0.012957+0.013653i,-0.0050039+0.016438i,0.0029961+0.012442i,0.0030049+0.0074381i,0.0037315+0.005281i,0.0061646+0.0061934i,0.006935+0.0067845i,0.0033813+0.0041445i,5.2117e-05+0.0018869i,0.0023035+0.003829i,0.0055832+0.0066235i,0.0052151+0.0065953i,0.0012017+0.0047761i
0.0060813-0.030335i,0.019668-0.042399i,0.041217-0.056613i,0.070164-0.085005i,0.085665-0.11229i,0.053887-0.12114i,-0.0082528-0.11744i,-0.049209-0.093126i,-0.042754-0.05178i,-0.011695-0.029421i,-0.00035287-0.029417i,-0.0090709-0.022644i,-0.010065-0.012233i,-0.0045283-0.010633i,-0.0040191-0.010577i,-0.007853-0.0090914i,-0.010707-0.0054362i,-0.010159-7.3367e-05i,-0.0094473+0.0010753i,-0.010902-0.0025484i,-0.01068-0.0061231i,-0.0060883-0.0067616i,0.00095371-0.0051729i
0.022783-0.00048178i,0.032146+0.0164i,0.016968+0.049481i,-0.017157+0.091203i,-0.032385+0.11517i,0.0024638+0.108i,0.059716+0.087919i,0.084393+0.063273i,0.062591+0.03524i,0.028329+0.021103i,0.016369+0.018945i,0.016259+0.010159i,0.010383+0.0020428i,0.0059168+0.0012877i,0.0075749-0.0022871i,0.0094391-0.0062272i,0.011195-0.0051513i,0.012717-0.0015684i,0.013084+0.0036842i,0.012632+0.0083547i,0.010211+0.0091513i,0.0059522+0.0080216i,0.0013456+0.0069676i
-0.00084645+0.013647i,-0.0013909+0.020552i,-0.0034538-0.0046531i,0.0039042-0.062913i,0.0088319-0.10277i,-0.021924-0.089025i,-0.076229-0.051451i,-0.099371-0.020962i,-0.071301-0.005484i,-0.031011-0.0077395i,-0.014588-0.0093361i,-0.0094999-0.0021512i,-0.0020684+0.00021683i,0.0005893-0.0017058i,-0.0011348+0.0013991i,-0.0039776+0.004392i,-0.0078318+0.0036413i,-0.010643-0.00044306i,-0.011182-0.006572i,-0.010318-0.0075014i,-0.0086933-0.0034985i,-0.0071215-0.0013057i,-0.0063335-0.0021463i
-0.0084183-1.9637e-05i,-0.014783+0.010901i,-0.0097834+0.034928i,0.0076569+0.078846i,0.021646+0.10814i,0.043755+0.081261i,0.080671+0.025816i,0.095499-0.011118i,0.069192-0.017718i,0.032278-0.0038569i,0.014554+0.0069972i,0.0083132+0.0054534i,0.0036935+0.0038579i,0.0026138+0.0028774i,0.0021331-0.0019112i,0.0022119-0.0059065i,0.0037493-0.0055136i,0.0033981-0.0017214i,0.0013652+0.0015032i,0.00094366+0.0010255i,0.002593-0.00069151i,0.0049043-0.001775i,0.005903-0.00136i
-0.001738-0.0067152i,-0.0060324-0.019086i,-0.015996-0.04065i,-0.038178-0.074062i,-0.058083-0.093461i,-0.070851-0.060255i,-0.08322+0.0072941i,-0.077036+0.051589i,-0.047086+0.046258i,-0.024261+0.014294i,-0.020802-0.0040467i,-0.017259-0.0032351i,-0.011554-0.0028233i,-0.0097634-0.0060181i,-0.0063407-0.0047951i,-0.0029284-0.00041909i,-0.0036153+0.0031005i,-0.0031045+0.0036182i,-0.0023065+0.0023794i,-0.0054153+0.0035855i,-0.0086378+0.0048716i,-0.008441+0.0023653i,-0.005418-0.0012317i
0.0059843-0.0058675i,0.020706-0.001775i,0.044018+0.0172i,0.069848+0.04389i,0.082779+0.052991i,0.075399+0.019036i,0.062527-0.035196i,0.049639-0.059557i,0.034945-0.043935i,0.027632-0.019186i,0.025208-0.011254i,0.017766-0.011194i,0.01147-0.0062234i,0.0082911-0.0022576i,0.0025108-0.0034389i,-0.0015921-0.0059666i,-0.0011885-0.0077275i,0.0012568-0.0083869i,0.0041219-0.009264i,0.0062618-0.0097653i,0.006907-0.0075916i,0.0062293-0.0046426i,0.0055848-0.0011349i
0.0087502-0.0051655i,0.0035994+0.0019641i,-0.021512-0.0005517i,-0.060483-0.018742i,-0.079699-0.026724i,-0.066709+0.0067991i,-0.044695+0.062849i,-0.027026+0.09011i,-0.01455+0.07074i,-0.010303+0.037755i,-0.0080323+0.022202i,-0.0034823+0.015311i,-0.0017996+0.0069996i,-0.00049105+0.0028153i,0.0042127+0.002263i,0.0074223+0.0019264i,0.0049145+0.0043431i,-0.00088373+0.006944i,-0.0064945+0.0068345i,-0.008735+0.0047182i,-0.0070864+0.0026704i,-0.0048116+0.0018798i,-0.0047422+0.001735i
0.0024434+0.0037452i,0.010062+0.0073362i,0.032223+0.0065663i,0.067497+0.0044188i,0.081193+0.0034342i,0.048025-0.0173i,0.0017368-0.054308i,-0.020484-0.069868i,-0.017273-0.051648i,-0.0043487-0.025588i,0.0006554-0.013477i,-0.0010908-0.0081444i,0.00045169-0.0030693i,0.00035229-0.0012705i,-0.0047085-4.2489e-05i,-0.0075797+0.0014996i,-0.0059064+0.00039976i,-0.0020562-0.0021192i,0.0013882-0.0023293i,0.0015879-0.00070103i,0.00010872-0.00065265i,-0.00036014-0.0031421i,-0.00054837-0.004655i
-0.0068644+0.00061429i,-0.013979+0.0076549i,-0.031439+0.015843i,-0.059365+0.020125i,-0.07462+0.017951i,-0.048946+0.023413i,-0.0015807+0.045959i,0.028695+0.060101i,0.028009+0.04811i,0.010773+0.027985i,0.00079796+0.016375i,0.00077739+0.0088005i,-0.00066217+0.0024107i,-0.0032983-0.0019439i,-0.0025245-0.0056149i,-0.0015599-0.0064688i,-0.0011332-0.0041305i,-0.001508-0.0026701i,-0.001849-0.003823i,9.9194e-05-0.0038113i,0.002578-0.0012758i,0.0028419+0.0014831i,0.0011793+0.0025401i
-0.0015194-0.0091892i,0.003498-0.016397i,0.019198-0.029026i,0.044423-0.042839i,0.053764-0.044965i,0.021558-0.03818i,-0.030279-0.035932i,-0.055476-0.031652i,-0.043459-0.021484i,-0.019942-0.016592i,-0.0080238-0.016832i,-0.0035478-0.013019i,0.0021834-0.0089387i,0.0063726-0.0065807i,0.0063034-0.0020548i,0.0043759+0.00077527i,0.0018888+0.00017853i,-0.00096379-0.00062709i,-0.0025231-0.001244i,-0.0029192-0.0025204i,-0.0021396-0.0031803i,-0.00043326-0.0028037i,0.0014323-0.0030253i
0.0069605-0.0074929i,0.0086564-1.2415e-05i,0.0011091+0.017768i,-0.019484+0.03793i,-0.034855+0.041956i,-0.016309+0.028693i,0.023554+0.018195i,0.0457+0.016545i,0.039128+0.016414i,0.024379+0.015545i,0.016842+0.011846i,0.011695+0.0059278i,0.0053044+0.0033338i,0.001092+0.002439i,-0.00059533-0.0012953i,-0.0018056-0.0030284i,5.8394e-05-0.00069269i,0.0031726+0.0033081i,0.0028065+0.0064753i,0.0012983+0.0073125i,0.001626+0.0048659i,0.001484+0.0016862i,-0.00019817+0.0013462i
0.0054341-0.0048979i,0.0051726-0.0060396i,0.0052256-0.020704i,0.01274-0.046903i,0.019349-0.054143i,-0.00061398-0.030608i,-0.039015-0.0032587i,-0.058777+0.0092355i,-0.048756+0.0096094i,-0.028901+0.0068866i,-0.015861+0.0069431i,-0.0090269+0.0070884i,-0.0034761+0.0045826i,0.0004265+0.0035454i,0.0022827+0.0063768i,0.00277+0.0077157i,0.0013787+0.0057037i,-0.00027936+0.0010735i,-1.2466e-05-0.0030701i,0.0013085-0.0026364i,0.0017048-0.00036549i,0.0010776+5.876e-05i,0.0002739-0.00032788i
0.00023779+0.0013522i,0.001379+0.0094067i,0.004114+0.024465i,0.0032604+0.043587i,-0.0053964+0.048316i,-0.0039364+0.020688i,0.014867-0.013849i,0.029644-0.027589i,0.025937-0.02219i,0.014025-0.0097449i,0.0067671-0.0043925i,0.0026436-0.0059676i,-0.0016247-0.0060396i,-0.0057077-0.0049668i,-0.00809-0.004374i,-0.0080616-0.0028358i,-0.0060732-0.0010083i,-0.0043987-0.0011755i,-0.0041556-0.0023201i,-0.0033474-0.0020283i,-0.0011896-0.00096217i,0.0007381-0.00057609i,0.00085519-0.00030143i
-0.0018601-0.0056073i,-0.0062692-0.0080619i,-0.013567-0.019413i,-0.018069-0.039714i,-0.0117-0.049272i,-0.0080992-0.026756i,-0.016966+0.010241i,-0.022154+0.029531i,-0.018589+0.024773i,-0.014432+0.013169i,-0.010094+0.0077002i,-0.0037802+0.0047906i,0.0010758-0.0011054i,0.0046546-0.0054313i,0.0072872-0.0056152i,0.0065267-0.0042646i,0.0046314-0.0019845i,0.0039462+0.00052457i,0.0047178+0.0026331i,0.0038882+0.0046276i,0.0018213+0.0046259i,0.00062411+0.002298i,0.00062548-0.0002716i
0.0061967-0.003815i,0.012813-0.0031884i,0.022515+0.004245i,0.02795+0.019168i,0.020263+0.027664i,0.0060078+0.010754i,0.0015616-0.019i,0.0049193-0.033281i,0.007386-0.027093i,0.0074913-0.017228i,0.005135-0.013828i,0.0019367-0.0095278i,0.0011586-0.002277i,0.00028242+0.0016718i,-0.003643+0.0033697i,-0.005019+0.0048715i,-0.0018879+0.0034379i,0.00089703+0.000515i,0.0014776-0.0004296i,0.00148+1.3279e-05i,0.0012001+0.00042477i,0.00020173+0.00096364i,-0.00089814+0.001199i
-0.0025514-0.0014279i,-0.0053135+0.0035441i,-0.015304+0.0023445i,-0.028194-0.012032i,-0.026407-0.025606i,-0.0095411-0.016689i,0.0017517+0.0097949i,0.003741+0.026675i,0.0039591+0.026093i,0.0056779+0.019884i,0.0088144+0.01417i,0.0094679+0.0077307i,0.0064425+0.0019944i,0.0054498-0.0017873i,0.0065699-0.00403i,0.0039801-0.0039499i,0.0006803-0.00049211i,-0.00014223+0.0015595i,-0.0012499+0.00036i,-0.0019021-0.00061992i,-0.00021739-0.0005247i,0.001183-0.00013788i,0.00077181-0.0011801i
-0.00016358-0.0072061i,0.0036899-0.0054559i,0.01482-0.0033766i,0.027078+0.00070882i,0.025897+0.0078215i,0.0072568+0.0055129i,-0.011307-0.0089711i,-0.016168-0.018698i,-0.012699-0.015559i,-0.0088233-0.0070404i,-0.0075236-0.00091713i,-0.0080917+0.0011182i,-0.0080007+0.0025748i,-0.0068765+0.0047937i,-0.0043632+0.0057881i,-0.003471+0.0052423i,-0.0042912+0.0037567i,-0.0034583+0.0025907i,-0.0025138+0.0026861i,-0.0029021+0.002378i,-0.0036755+0.002087i,-0.0031778+0.0026278i,-0.0016295+0.0028511i
0.0025829+0.00030855i,-0.0013608+0.0040105i,-0.0097122+0.0093542i,-0.023806+0.0055365i,-0.030545-0.0086204i,-0.015425-0.014082i,0.0067013-0.0022347i,0.017652+0.0092494i,0.017261+0.010584i,0.011338+0.0068571i,0.0067515+0.0027646i,0.0044967-0.0023476i,0.0023389-0.0077873i,0.00028876-0.011253i,-0.00069029-0.011381i,-0.00094963-0.0079083i,0.0015878-0.00376i,0.0053278-0.0024096i,0.0068858-0.0034872i,0.0064786-0.0031077i,0.0039689-0.0017678i,0.0011483-0.0018262i,-0.00058215-0.0021423i
-0.0029865-0.0044323i,-0.0028327-0.0054295i,0.0026165-0.0092217i,0.014835-0.014682i,0.022523-0.0099734i,0.010646+0.00012926i,-0.0078929+0.0023584i,-0.013395+0.001223i,-0.011041-0.00058675i,-0.009054-0.0026439i,-0.0086953-0.0024913i,-0.0052125-4.9736e-05i,0.0010437+0.0021232i,0.0042711+0.0036718i,0.0040543+0.0049204i,0.001946+0.0042382i,-0.0015249+0.0029421i,-0.0039098+0.0032254i,-0.0043558+0.0039071i,-0.0050814+0.0024879i,-0.0049779+0.00091531i,-0.003192+0.0014732i,-0.0001317+0.0022862i
0.004779-0.0093992i,0.0053216-0.0067551i,0.00030055+0.0013003i,-0.013056+0.0085098i,-0.024152+0.0044554i,-0.01759-0.0042004i,0.00020477-0.0040573i,0.012345+0.00072523i,0.015281+0.0016613i,0.014378-0.0025314i,0.012339-0.0084595i,0.0070565-0.01078i,0.0012143-0.0097601i,-0.0013099-0.0088168i,-0.0021807-0.0080181i,-0.0026475-0.0052317i,-0.0010615-0.0028564i,0.0015235-0.0035974i,0.0020764-0.0033711i,0.00125-0.0019627i,0.0013065-0.0019754i,0.00081969-0.0023317i,-0.00065272-0.0020854i
0.0039726+0.0018205i,0.0054171+0.0017891i,0.0055856-0.0036108i,0.008501-0.013809i,0.014838-0.015211i,0.010285-0.0034676i,-0.0022239+0.007887i,-0.0073988+0.012885i,-0.0059343+0.01406i,-0.0021076+0.013311i,0.0026578+0.012624i,0.0049767+0.0115i,0.0050723+0.0099117i,0.0054397+0.0087256i,0.0064383+0.0058213i,0.0045386+0.002399i,0.00089976+0.0023878i,0.00032193+0.0040186i,0.0016549+0.0036926i,0.0014071+0.0025388i,0.00025562+0.0026264i,0.0010707+0.0023054i,0.0023179+0.0016753i
-0.00073855+0.0018363i,0.0023173+0.0065961i,0.0036001+0.013007i,-0.00026926+0.017354i,-0.0093581+0.015065i,-0.013751+0.0044628i,-0.0077518-0.0019206i,-0.001461-0.00050896i,0.00034268-0.00058396i,-0.00085562-0.0027228i,-0.0034537-0.0038534i,-0.0073107-0.0053102i,-0.01033-0.0071812i,-0.010857-0.0078259i,-0.0083706-0.0066304i,-0.0041768-0.0058752i,-0.00096908-0.0061985i,-0.0014161-0.0062478i,-0.0032738-0.0063344i,-0.0024479-0.0059026i,-0.00096491-0.0040947i,-0.0011999-0.0015505i,-0.0024185-5.1293e-05i
-0.00061156-0.0036789i,-0.0039128-0.0027734i,-0.0070235-0.0044998i,-0.0058621-0.011273i,0.001185-0.013622i,0.0050038-0.0045219i,0.0015137+0.0073854i,-0.00065692+0.012264i,5.0376e-05+0.01013i,-0.00060813+0.0066481i,-0.0014706+0.0037734i,0.00012715+0.00033232i,0.0043635-0.0023697i,0.0078433-0.0023498i,0.00827-0.0012858i,0.0063482-6.8552e-05i,0.0035499+0.0034327i,0.0019274+0.0066136i,0.0023923+0.0065351i,0.0027204+0.0058156i,0.0024721+0.0041609i,0.0028167+0.00062732i,0.002967-0.0017897i
0.0010458-0.005857i,0.0033942-0.0043358i,0.0057833-0.0014819i,0.0049439+0.0055136i,-0.0031041+0.01234i,-0.010565+0.010403i,-0.0096664+0.0058394i,-0.0052703+0.0040498i,-0.0022932-0.0014309i,-0.0031469-0.0087786i,-0.0056908-0.011882i,-0.0068598-0.0089007i,-0.0067921-0.0030939i,-0.0074506+0.00015101i,-0.0083147+0.00083397i,-0.006465-0.00067163i,-0.0040856-0.004206i,-0.0044934-0.0058818i,-0.0039872-0.0044325i,-0.0016532-0.0038569i,-0.00088621-0.0037502i,-0.0016021-0.0027674i,-0.0011233-0.0020363i
0.00046169-0.0023781i,0.0016514+0.001344i,-0.001758+0.0039538i,-0.0057954+0.00043628i,-0.0039225-0.0056511i,-0.00046853-0.0045831i,-0.00061886+0.0018709i,0.0002804+0.0050627i,0.0053507+0.0037401i,0.012396+0.0021383i,0.015454+0.00029965i,0.014343-0.0028584i,0.012174-0.0050086i,0.011331-0.0065484i,0.011032-0.0075933i,0.0085179-0.0052091i,0.0070107-0.00084054i,0.0065483+0.00065398i,0.0038627+0.00034872i,0.0018893+0.0016426i,0.0018963+0.0033871i,0.0032063+0.0022933i,0.0037454-0.00057444i
