-0.00067017-0.0014738i,-0.00078135-0.0018843i,-0.0022015-0.0011127i,-0.0027803+9.5756e-05i,-0.0011681+0.00030119i,-0.0001203+0.00050501i,-0.00026607+0.00031161i,0.00039529+6.8936e-05i,0.0014348-0.00022459i,0.00096563-0.00019513i,8.6087e-05+6.4466e-05i,0.0004705+0.00057592i,0.00031264+0.0009446i,0.00027824+0.00046185i,0.00079419+0.00024837i,0.00052752+0.00033838i,-0.00051776+2.4587e-05i,-0.00091299-4.3256e-05i,-4.2353e-05-0.00033536i,0.00024114-0.00028825i,-0.00029406+0.00026455i,0.00016425+0.00071495i,0.00044818+0.00078943i
-0.0034619+0.0020794i,-0.0025584+0.0027007i,-0.0015611+0.0023657i,-0.00084083+0.0016692i,-0.00024464+0.00094243i,-0.00041846+0.00022637i,-0.0012379+0.00046653i,-0.0010702+0.00054222i,5.6115e-05+0.00058963i,0.0011453+0.0011005i,0.0015334+0.00070099i,0.0013618-0.0001437i,0.00096768-0.00048877i,0.00068346-0.00030355i,0.00093513-0.00050445i,0.0012953-0.00080959i,0.00083677-0.00040514i,0.00011401+0.00025067i,-0.00064088+0.00025185i,-0.001631+0.00071897i,-0.0018234+0.0010033i,-0.001262+0.00021717i,-0.00043956-0.00066189i
-0.0020926-0.00024934i,-0.0014078+0.00026955i,-0.0011916+0.00062873i,-0.0008172+0.00079448i,0.00031172+0.00080429i,0.00024472-0.00041879i,-0.00047053-0.00056661i,-0.00055404+0.00028816i,-0.0001555+0.00036453i,0.00032407+0.00030905i,0.00048842+9.8461e-05i,0.00074311-0.00021915i,0.0009624-5.7016e-05i,0.0013246+0.00011017i,0.00069252+0.00045045i,-0.00035036+0.00067313i,-0.00073121+0.00077417i,-0.00065451+0.0003185i,-0.00030442-0.00025576i,-0.00048771-0.00022923i,-0.00028197-0.00024939i,0.00046723-0.00053149i,0.00063285-0.00085201i
0.0010861-0.00047091i,0.00073369-0.00068837i,0.00064492+0.00017481i,0.00037664+0.000294i,0.00024389-0.00088555i,6.9832e-05-0.00093711i,-0.00048424-3.5131e-05i,-0.0004842-0.00042594i,0.00042045-0.00087373i,0.00084212-0.00040775i,0.00014005-0.00019557i,-1.5373e-05-0.00086939i,0.00014327-0.00095261i,-0.00031368-0.00036423i,-0.0003918+5.2431e-05i,-0.0007634+0.0004297i,-0.0005738+0.00050439i,0.00031524+0.00019463i,0.00012894+5.7866e-05i,-0.00032391+0.00034664i,4.3424e-05-0.00021507i,0.00043974-0.00076519i,0.00058119-0.00077265i
-0.00010202-0.00063103i,0.00059664-0.0012563i,0.00018708-0.00070879i,0.0014656+0.0001354i,0.0024007+0.00084469i,0.0014323+0.00090384i,0.00028505+0.00044962i,-0.00045039+0.00067906i,-0.0009783+0.0013125i,-0.00028816+0.0015034i,0.0010556+0.00090738i,0.0017346+9.3728e-05i,0.0013595-0.00043898i,0.00090588-0.00044489i,0.00071666-0.00047065i,0.00023394+5.4097e-05i,-0.00012874+0.00098795i,7.1527e-06+0.00076551i,-9.0881e-06-4.6698e-07i,0.00031696+3.4059e-05i,0.00081591+0.00028262i,0.00028241-0.00042007i,-0.00070898-0.0012408i
-0.00084477+0.0030668i,-0.00086181+0.0033953i,-0.0011516+0.0019242i,-0.0016734+0.0012491i,-0.0010057+0.0016681i,-0.00027141+0.00097754i,-0.00032118-0.00024214i,-0.00053691-0.00064452i,-0.00066884-0.00021743i,-0.00086764+0.00019961i,1.1693e-05+5.3165e-05i,0.00052344+7.702e-05i,-0.00010809-0.00035668i,-0.00018183-0.00024802i,6.0996e-05+0.00011896i,7.0629e-05+0.00049787i,0.00013479+0.00067848i,0.00019026-1.119e-06i,0.00033709-0.00021684i,0.00026108+6.4692e-05i,-7.3841e-05-6.2943e-06i,0.00031678+2.8788e-05i,0.00023696+0.00020449i
-0.00039167+0.00023398i,-0.00035428-0.00041382i,0.00034979-0.00088624i,0.00082685-0.00085855i,0.0010595-0.0010656i,-0.00043299-0.0010196i,-0.0015459-3.9928e-05i,-0.00096966+0.00019188i,-8.295e-05-0.00094082i,0.00018324-0.0010783i,0.00074932-0.00014911i,0.001003+0.0006088i,0.00027822-0.00011779i,0.00011436-0.0010558i,0.00042103-0.0014823i,0.00010819-0.00075313i,0.00013833-0.00025499i,0.00034157+0.00026346i,0.00046385+0.00091135i,0.00096994+0.00084807i,0.001114+0.0001964i,0.00094237-0.00047264i,5.1635e-05-0.00013538i
-0.00065113+0.0006577i,8.7828e-05+0.00082468i,0.00097026+0.00041381i,0.0010629-0.00053321i,0.0006806-0.0010829i,-0.00021931-0.0006664i,-0.0012905-3.3741e-05i,-0.0011139+0.00057512i,-0.00026406+0.00069542i,0.00015572+0.0010049i,-7.2578e-05+0.00077658i,-0.00017044+0.00013417i,8.949e-05-5.2313e-05i,-9.9356e-05+0.00028337i,-0.00068041-0.00013312i,-0.00068903-0.00084674i,-0.00057467-0.00052754i,0.00020052-0.00065837i,0.00046606-0.00059835i,9.9992e-05-0.00028378i,0.00051194-0.00059298i,0.00081037-0.00067109i,0.00018974-0.00066662i
-0.0026025-0.0013838i,-0.0024279+0.00055549i,-0.001758+0.0011513i,-0.0008815+0.0010774i,-0.00074261+0.00060169i,-0.0011867+0.00040476i,-0.0012465+0.00079982i,-0.00064091+0.00039961i,-8.3971e-05-0.00022587i,-0.00039639-0.00029923i,-0.00033296+0.00061722i,-2.4444e-05+0.00058806i,0.00035781+0.00066546i,0.00048674+0.00096378i,0.0001528+0.00046901i,-7.7006e-05+0.00053891i,0.00052761+0.00027365i,0.00098158+0.00013793i,0.00049161+0.00020895i,3.5028e-05+0.00029247i,0.00036211+0.00021479i,0.00054602+1.699e-05i,0.00040058+0.00019165i
0.00073091-0.0020992i,0.00023006-0.0026025i,0.00041173-0.0022465i,0.00053601-0.0015802i,0.00034108-0.00094697i,-5.0181e-05-0.00050141i,0.000248-0.0001453i,0.00041685-1.4132e-05i,0.0001561+0.00036237i,-0.00021651+0.00092949i,0.00015639+0.0011434i,0.00078442+0.00053304i,0.00074514+0.00037575i,-0.00043745+0.00088492i,-0.0013015+0.0010821i,-0.00091508+0.00060195i,-0.00034615-0.00049017i,0.00024221-0.0004706i,0.0007786-0.0003909i,0.0010001-0.00068081i,0.00046595-0.00029576i,0.00030111-0.0003344i,-2.1571e-06+4.9824e-05i
0.00041671-0.00074475i,5.9344e-05-0.00093859i,-0.00028032-0.0010049i,0.00051579-0.00044464i,0.00078046+0.00063288i,0.00041582+0.00069476i,0.00053457+0.0007335i,0.00022728+0.00053252i,-3.153e-05-0.00023839i,0.00020765-0.00045265i,-0.00015392+6.5764e-05i,0.00038178+0.00017953i,0.0010535+0.00023208i,0.00041151+8.9266e-05i,-0.00016916-0.00010526i,0.00036687+9.8366e-05i,0.001061+0.00037033i,0.00088313+0.00074753i,0.00042438+0.00088545i,7.7418e-05+0.00021387i,-0.00030522-2.995e-05i,0.00020389+0.0001446i,0.00039289+0.00036944i
-0.000657+0.0021971i,-0.001101+0.0032876i,-0.00099877+0.0032748i,-0.0010031+0.0024418i,-0.0010232+0.0014087i,-0.0005155+0.000802i,-0.00041387+8.675e-05i,-0.00055584-0.00013684i,-0.00027618+0.00021731i,-1.4499e-05-0.00031439i,2.8492e-05-0.0010129i,-9.4757e-05-0.00079937i,-0.0005141-0.00069354i,0.00024976-0.001001i,0.00022684-9.0382e-05i,-2.925e-05+0.00052156i,5.5194e-05-0.00040473i,-0.00041175-0.00071838i,-0.00056029-0.00017367i,-0.00088749-6.8929e-05i,-0.0012187-1.2784e-05i,-0.00059686+9.5116e-05i,0.00020094-0.00012837i
-0.0012119-2.3352e-05i,-0.001693+8.6193e-05i,-0.0011868-0.00033872i,-0.00053955-0.00071439i,-7.5072e-05-0.00077218i,-0.0010941-6.1279e-05i,-0.0014581+0.00042744i,-0.00089002+0.00073457i,-0.00079193+0.0010628i,-0.00064529+0.00054656i,0.00010736+0.00046264i,0.00049409+0.0010132i,0.00054204+0.00045827i,-1.1997e-06-0.00076279i,-0.00018968-0.00080391i,4.1119e-06-5.0693e-06i,-0.00015321-0.00017073i,-0.00034574-0.00077712i,-5.3536e-05-0.00052857i,0.00033245-4.5961e-05i,2.558e-05+6.4714e-05i,-0.00016549-0.00026704i,-9.068e-05-0.00038791i
0.001697+0.00041953i,0.0019516-0.00035756i,0.0018834-0.0014009i,0.00082375-0.0019829i,0.0001511-0.0020439i,-0.00067045-0.00093527i,-0.0015472+0.00056055i,-0.0011823+0.00035173i,-0.00057706-7.8007e-06i,7.6734e-05+7.9256e-05i,0.00039894-0.00032021i,0.00064754-0.00050097i,0.00092195-0.00035597i,0.000879-0.00019777i,0.00044814+0.00021186i,-5.7935e-05+0.00019615i,0.0001663+0.00020217i,-0.00013253+0.00033035i,-0.00027849-0.00011487i,0.00040597-1.4331e-05i,0.0012132+5.0193e-06i,0.0013096-0.00047852i,6.9562e-05+0.00037334i
0.0002215+0.0012967i,0.0014216+0.00057306i,0.00093072-0.00019664i,0.00067458+0.00040887i,0.001313+5.9751e-05i,0.00096714-0.00076955i,-3.4689e-05+0.00014825i,0.00055911+0.0010144i,0.0013093+0.00078596i,0.0013-0.00032561i,0.00090667-0.00077247i,0.00048576-0.00077115i,0.00029802-0.0011264i,-7.1111e-05-0.0014268i,8.5422e-06-0.00078008i,-0.00015667+0.00033304i,0.00016644+0.00064113i,0.00047833+0.00014809i,-0.00011667-0.00023486i,-0.00054214-0.00048504i,-0.00017269-0.00059025i,0.00033595-0.00060076i,0.00050117-5.4753e-05i
-0.0021495-0.00015911i,-0.0012854+0.00015375i,0.00031549+0.00047239i,0.00046601+0.00083515i,0.00011824+0.00099218i,0.00027929+0.00034647i,-0.00031538-0.00018539i,-0.0010728-0.00062046i,-0.0012984-0.00064777i,-0.0004525-0.00026866i,0.00045654-0.00034181i,0.00035557-0.00083784i,0.00068613-0.001009i,0.00081194-0.0013465i,0.00026111-0.0014796i,2.5219e-06-0.00066701i,-0.00027458-0.00024813i,-0.00030784-0.00064i,1.0049e-05-0.00043252i,-3.4805e-05+0.00052363i,-0.00011976+0.00034823i,5.2796e-05+0.00040354i,0.00040924+2.7155e-05i
0.0004959+0.00029632i,-2.1319e-05+0.001275i,-0.0004047+0.0012555i,-0.0005742+0.00040482i,-0.00017924+0.00010171i,0.00020142+0.00038688i,6.8619e-05+0.00091325i,-0.00041937+0.0017365i,-0.00018904+0.0015437i,0.0005825+0.00062759i,-7.9342e-05+5.8235e-05i,9.5252e-05-0.00017704i,0.00045314-0.00030937i,-9.6383e-05-0.00044631i,-0.0003257-8.5822e-05i,-9.9354e-05-0.00035603i,-0.00058407-0.0005973i,-0.0010371-0.00012446i,-0.00051958-9.631e-05i,-0.00036006+0.00047392i,-0.00013232+0.0012012i,0.00018283+0.00091619i,0.00039913+0.00015129i
0.0010764+0.0026696i,0.0012861+0.0016537i,0.00099095-0.00042874i,0.00075088-0.00064045i,0.00073596-0.0001195i,0.00063778-0.00023871i,1.5678e-05-0.00032708i,-0.00037672-0.00032009i,-0.00043227+0.0003174i,0.0001592+0.0010137i,0.0013584+0.00052914i,0.00072373-0.00071064i,-1.1185e-05-0.001356i,-0.00016461-0.001545i,2.3858e-05-0.0015808i,7.2729e-05-0.0011762i,0.00010692-0.00072209i,-2.1246e-05-9.023e-05i,-0.00052595-0.00010365i,-0.00071003-0.00065729i,-0.00073337-0.00081676i,-0.00089688-0.00015076i,-0.0012823-2.4819e-05i
-0.0025278+0.00012197i,-0.0023471-0.00011978i,-0.0010255+0.00031361i,-0.00020005+0.00061648i,-0.00058405+0.00022727i,-0.0013399+0.00044805i,-0.0017047+0.0010442i,-0.0010463+0.00063596i,-0.00032408+0.00026958i,-0.00030519+0.00055494i,-0.00030757+0.00039286i,0.00017491-0.00027247i,0.00074307-0.00086532i,-1.2011e-05-0.00013897i,-0.00053432+0.00024178i,0.00025311-0.00040736i,0.00072655-0.00033532i,-9.1033e-05-7.556e-05i,-0.00015692+1.5682e-05i,0.00042521+0.00022049i,0.000528+0.00029929i,0.00041742+7.4926e-05i,0.00071982+0.00024242i
-0.0007209-3.4431e-06i,-0.0002227-0.0002789i,0.00061127-0.00086704i,0.00021036-0.00098736i,-0.00094134+0.00031535i,-0.0011377+0.0018394i,-0.00073015+0.0011889i,-0.00034132+7.6898e-05i,-5.8854e-05-0.00031225i,-6.0093e-07+9.8364e-06i,7.5967e-05+0.00038585i,0.00029782+0.00051701i,0.00048085+0.00049027i,0.00061984+2.5002e-05i,0.00096294+0.00035873i,0.00071201+0.00074305i,-0.00034969-0.00041266i,6.3284e-05-0.00056075i,0.00067013+0.00014162i,-1.5757e-05+0.00016536i,-4.1263e-06+0.00025555i,-0.00013511+0.0001786i,-0.00078549-0.00048009i
-0.0013858-0.0029635i,-0.0011062-0.0031558i,-0.0017914-0.0024028i,-0.0012868-0.0019453i,-0.0003359-0.0014319i,-0.00069268-0.00059978i,-0.00062184-0.00041322i,-7.3654e-06-0.00064116i,0.0001202-0.00048476i,-0.00021409+5.4101e-05i,3.7067e-05-2.7516e-05i,0.0006673-0.00012322i,0.00049057+0.00029771i,0.0004818+0.00029003i,0.00058252+0.00045353i,0.00028266+0.0012226i,-0.00038267+0.0011777i,-0.00096412+0.00034136i,-0.00018447-0.00073427i,0.00089935-0.00099481i,0.0010103-0.00088213i,0.00053727-0.00070296i,0.00046117-0.00016495i
0.0019146+0.00044506i,0.0017678+0.00097815i,0.0020043+0.0012036i,0.0016633+0.00049013i,0.0015374-0.00047418i,0.00091998-0.0006555i,-0.00049273+0.00032434i,-0.00095325+0.00060915i,-0.00070055+0.0011234i,-0.000367+0.00079791i,0.00051045-1.7961e-06i,0.00075492-0.00025645i,0.00087974-0.00058115i,0.00094716-0.00053558i,-0.00013625-0.00083871i,-0.00050198-0.00053709i,-0.00052097-0.00013959i,-8.4721e-05-0.00050469i,0.00057471+7.9271e-05i,-0.00018563+0.0011064i,-0.00060645+0.0006177i,-0.00049368-0.00023164i,-0.00090038-0.00031666i
0.00029791+0.0018711i,-0.00072836+0.0026938i,-0.00096775+0.0010829i,-0.001406+0.00039611i,-0.0011879+0.00083377i,0.00061156+0.0013924i,0.0010226+0.00090827i,0.00061324+0.00027415i,0.0003626-0.00017131i,4.077e-05-0.00040206i,0.00071181-0.00038507i,0.0012478-0.0004122i,0.00083553+6.5034e-05i,0.0013+5.4301e-05i,0.0016337-8.3023e-06i,0.00067987-0.00021306i,5.519e-05-0.00067397i,-3.3328e-05-0.00059554i,0.00040414-0.00012396i,0.0006066+0.00050586i,-2.0894e-05+0.00085523i,-0.00084278+0.00072893i,-0.00058194+0.00041656i
-0.0027823-0.0006714i,-0.0040308-0.0011205i,-0.0041308-0.00052115i,-0.0022493+0.00049015i,-0.00053866+0.00090395i,0.00015862+0.00033761i,-0.00012323-5.6057e-05i,-0.00050622-0.00086505i,-0.00014346-0.0008411i,0.0003179+0.00032194i,0.00089118+0.00041323i,0.0001653-0.00058551i,-0.00042894-0.00058881i,0.00020252+0.00064262i,-7.6837e-05+0.0011337i,-0.00052497+0.00037669i,-0.00038512-0.0003612i,-0.00032876-0.00030597i,0.00043836-3.3869e-05i,0.0010014-0.00069862i,0.00067398-0.00078957i,-0.00010129-3.6284e-05i,-0.00042603+0.00026687i
-0.0008687+0.00016639i,-0.0012167-0.0011776i,-0.0010816-0.0029849i,-0.00018932-0.0019328i,-0.00016357-0.00063441i,-0.0010879-6.5697e-05i,-0.0011805+0.00077558i,-0.0004541+0.0010162i,0.00037925+0.00092626i,7.1974e-05+3.4491e-05i,-0.00040555-0.0008307i,-0.0002494-0.00063267i,-0.00013467+0.00045972i,-0.0003762+0.00046085i,0.00026197+0.00025548i,0.00047336+0.00059052i,0.00037803+0.00059425i,0.001189+0.00015232i,0.0012491-0.00024796i,0.0010042+5.3356e-05i,0.0010927+0.00048i,0.0006914+0.00012861i,-0.00016358+7.5521e-06i
-0.0026648+0.00062732i,-0.001106+0.0020728i,0.00058516+0.0023958i,0.00072983+0.0010319i,0.0001546-0.00027142i,-0.0007278-0.00029741i,-0.0013494+0.00032723i,-0.00059225+0.00022925i,-0.00014923+0.00047842i,-0.00017978+0.00040025i,-0.0001126+0.00017201i,6.9843e-05-0.00039355i,0.00069851-0.00079258i,0.00064946-9.5364e-05i,-0.00059496-6.3594e-05i,-0.00083722-0.00050208i,-0.00011773-3.2585e-05i,0.00016197+0.00096766i,-6.8019e-05+0.0012754i,0.0002315+0.0012247i,0.001056+0.00068714i,0.0013212-7.4378e-05i,0.00076-0.00045678i
0.0025985+0.0004263i,0.0021192+0.00045244i,0.00094839+0.00034484i,0.00065728-0.00023016i,0.00172-0.001023i,0.0011788-0.00083101i,-0.00023406-1.8404e-05i,-0.00089667+0.00024588i,-0.00035117+0.00025734i,0.0011467+0.00010388i,0.0013871-3.7616e-07i,0.00074049-0.00046345i,-0.00018983-0.0010886i,-0.00061778-0.0010621i,-0.00030153-0.00088946i,-0.00034454-0.00069812i,0.00026332+0.00033645i,0.00063295+0.00051259i,6.7217e-05+1.2257e-06i,-0.00011272-0.00030177i,4.9409e-05+0.00015198i,-0.00020632+0.00062357i,-0.00063351-0.00030971i
-0.0013899+0.0016583i,-0.0014317+0.0020803i,-0.0013095+0.0023392i,-0.0001118+0.0025578i,0.00071917+0.0023367i,-8.918e-05+0.0013288i,-0.001098+0.0013366i,-0.00041374+0.0015511i,-0.00021775+0.00091853i,-8.8533e-05+0.00078964i,0.00012108+0.00025854i,0.00027937-0.00096969i,0.00086264-0.0011791i,0.00016537-0.00058142i,-0.00026149+0.00028245i,7.195e-05-0.00025712i,0.00024053-0.0011767i,0.00019362-0.00060152i,7.2728e-05-0.00024348i,-0.00038524+6.4979e-05i,-0.00026575+0.00014591i,0.00041247-0.0007084i,0.00066228-0.00057241i
0.0028503+0.00022875i,0.0028571+0.00091863i,0.0023105+0.00044583i,0.0012186-0.00068262i,-0.00019051-0.0020097i,-0.0017567-0.0025378i,-0.0020809-0.00079061i,-0.0010857+0.00064955i,5.7667e-05+0.00011385i,0.00062597-0.00052414i,0.0008757-0.00041537i,0.0010012-0.00035153i,-0.00025095-0.0001978i,-0.00085478-8.9344e-05i,-0.0002234-0.00017874i,0.00016926-0.00047596i,6.8317e-05-0.00025949i,7.9879e-05+6.7755e-05i,9.8159e-05+0.00027703i,-0.0004808-2.4975e-05i,-6.6148e-05-0.00058659i,0.0011044-0.00033832i,0.0018791-0.00021472i
0.0046891+0.0050846i,0.0036084+0.0028534i,0.0017309+3.4225e-05i,0.00047841-0.00038857i,0.00020269+0.00025999i,0.00027765+0.00057968i,-3.719e-05+0.00031465i,-0.00073491-0.00044212i,-0.00049144-0.00054063i,0.00062886-0.00059526i,0.0007219-0.0009209i,0.00036523-0.00036273i,0.00029421+0.00010866i,-0.00021753-0.00016999i,-0.00051919-0.000315i,7.8669e-05-0.00015753i,0.00038783+0.00048183i,0.00036473+0.0011224i,0.00023885+0.00029771i,0.00017172-0.000562i,9.0774e-05-0.00048398i,-4.6675e-05-0.00071462i,-0.00051891-0.00071672i
-0.0042022+0.008754i,-0.0010712+0.0075694i,0.0025165+0.0050408i,0.0036+0.00090627i,0.0027165-0.0027176i,4.062e-05-0.0033963i,-0.0011373-0.00090317i,-0.00064249+0.00027813i,-0.00013002+0.00042924i,-3.5672e-05+0.000296i,-0.00027549-0.00023919i,-0.00019486-0.00048573i,-0.00042991-0.0017171i,-0.0009525-0.0026502i,-0.0010233-0.0024503i,-0.001189-0.0015712i,-0.00064181-5.971e-05i,-0.00040454+0.00019449i,-0.00076352+6.2456e-05i,-0.00088824+0.0010216i,-0.00059454+0.0013505i,0.00041016-6.7794e-05i,0.00066865-0.00096208i
-0.0017529+0.0059977i,0.0019085+0.0074939i,0.0063315+0.0071489i,0.0064118+0.0042252i,0.004659+0.0010849i,0.0010304-0.0010891i,-0.0018893-0.00013947i,-0.0013418+0.0014814i,0.00079043+0.0022359i,0.0022658+0.0014111i,0.0022198-0.00065i,0.001113-0.0022875i,-0.00046456-0.0026301i,-0.0019065-0.0028108i,-0.0016967-0.0029694i,-0.00095681-0.0019249i,0.00014978-0.00032207i,0.0012579+0.00097269i,0.00054262+0.0017595i,-0.00023045+0.0011625i,0.0008838+0.00076099i,0.0016267+0.00040928i,0.00070912-0.00056884i
-0.0060462-0.0088873i,-0.0073579-0.0086241i,-0.0087651-0.0062824i,-0.006227-0.0016759i,-0.0035569+0.0022444i,-0.0011026+0.004291i,0.00033541+0.0029722i,-4.9272e-05+0.00094738i,-0.00060989-0.00032342i,-0.001172+0.00038921i,-0.00085581+0.0017504i,0.00014793+0.0012796i,0.0016961+0.00072365i,0.0025116+0.0014389i,0.002174+0.0028307i,0.001123+0.002409i,0.00023385+0.00054216i,0.00057946-0.00063537i,0.0006715-0.0011003i,0.00018847-0.0010357i,-0.00035788-0.0013605i,-0.0006806-0.00066931i,-0.00083404+0.00085123i
0.00030281-0.0046457i,-0.0020092-0.0023408i,-0.004288-0.00083956i,-0.0036342-1.08e-06i,-0.0024775+0.00037115i,-0.0015165+0.0012076i,-0.00037804+0.0016975i,0.00075711+0.001512i,0.00035124+0.001032i,-0.00095351+0.0010559i,-0.00060674+0.0014972i,2.0758e-06+0.001381i,0.00015111+0.0016646i,0.0010201+0.001636i,0.0017296+0.0013122i,0.0005239+0.001052i,-0.0011662+0.0002524i,-0.00084891-0.00038148i,7.8933e-05-0.00020209i,0.00059998-0.00036323i,0.00060825-0.00099511i,2.3899e-05-0.00072032i,-0.00033625+0.00017378i
0.0024494-0.00071116i,0.0014763-0.0024801i,0.0002014-0.0026286i,-0.00019253-0.0015971i,0.00016544-0.00013287i,0.00085542+0.0011439i,0.0013006+0.0012214i,0.00096399-0.00015438i,0.00038537-0.0011801i,0.00042131-0.00095352i,0.00024139-0.00028314i,0.0001101+1.2247e-05i,0.0014413-0.00025383i,0.002299+0.00034803i,0.0014492+0.0011409i,0.0008349+0.00089673i,0.00064217+0.00034098i,0.00033531-0.00027932i,0.00074651-0.00080673i,0.00060148-0.00061226i,0.00016457-0.00021824i,0.00038326+0.00010541i,0.00036636+0.0002465i
-0.0015102+0.0013991i,-0.0017381+0.00090732i,-0.0020234+0.00083972i,-0.0011684+0.00030792i,-0.00048996+4.1236e-05i,-0.0012842-0.00021003i,-0.0024026-0.0006157i,-0.001673-0.00027068i,-0.00031842-7.2929e-05i,-0.00022365-8.8876e-05i,-0.00077751+0.00047157i,-0.00034431+0.00034329i,0.00055023-0.00035426i,6.5716e-05-0.00057892i,-4.4121e-05-0.00024936i,0.00014559+0.00041895i,-0.0002891+0.00031987i,0.00058529-5.7479e-05i,0.001047+0.00020204i,0.0002904+0.00032114i,-0.00016051+0.000187i,-0.00045404-6.8566e-07i,-0.00030797-4.0754e-05i
-0.00055356+0.0021036i,-0.00091467+0.0017937i,-0.0006713+0.00083839i,4.5961e-05+0.00036793i,-0.00010779+0.00018972i,-0.0015515-2.3288e-05i,-0.0019556+0.00011946i,-0.0013522+0.0011711i,-0.00078949+0.0014152i,1.7652e-05+0.00037065i,0.0007233-4.0695e-06i,0.00067445+0.00031557i,0.00081784+0.00040639i,0.00089726+0.0007847i,0.00085224+0.00025586i,0.00049748-1.6754e-05i,0.00036919+0.00038828i,2.659e-05+0.00078872i,-0.00052558+0.00055724i,-0.00047794+2.7879e-05i,-0.00011377-0.0002969i,8.4781e-05-0.0002326i,0.00025529+0.00053636i
-0.0029411-0.003131i,-0.0030965-0.0022528i,-0.0036691-0.001662i,-0.0033343-4.3616e-05i,-0.0013806+0.0018748i,0.00035311+0.001357i,0.00066678-0.00034022i,0.00046472-0.00033079i,-9.3815e-05+0.0002429i,-0.00080081+0.00054605i,-0.0004218+0.00074503i,-5.4425e-05+0.00040496i,8.4998e-05+0.00012731i,0.00093961+7.465e-05i,0.00039962+0.00056344i,-0.00054656+0.00067418i,9.3665e-06+0.00044316i,-8.7313e-05+0.00067795i,-0.00051566+0.00035681i,-2.0855e-06-1.9387e-05i,0.00081736+0.00012475i,0.00030545-0.00049699i,-0.00033796-0.0011247i
-0.00070629+0.00065127i,-0.0023479+0.00067446i,-0.0022239-0.0002118i,-0.0017278-0.00074197i,-0.0021648+0.00058719i,-0.0015185+0.0016449i,-0.00045111+0.0010589i,-0.00022894+0.00014809i,-5.1758e-05-0.00024402i,0.00033308+0.00047019i,0.0011948+0.00085957i,0.00097223+0.00065088i,0.000263+0.00060838i,-0.00033637+0.00087212i,-0.00081193+0.00071549i,-0.00025115+0.0005268i,-7.814e-05+0.0007547i,-0.00080957+0.00043227i,-0.00091653-0.00032679i,-0.00026616-0.000359i,4.5495e-05-0.00034601i,-0.00039915-0.00011234i,-0.001042+2.0955e-05i
0.0031021-0.0023743i,0.0012137-0.0027162i,-5.9835e-06-0.0020846i,0.00025-0.0014844i,0.00055517-0.0012905i,0.00034434-0.0013443i,0.00032846-0.0010181i,0.0015449-0.00030141i,0.0014581-0.00022137i,0.00047284-0.00036363i,0.00089875+0.00028701i,0.0012998+0.00065188i,0.00076245-4.7918e-05i,-0.00050572-2.816e-05i,-0.00049182-0.00070622i,0.00042649-0.00070793i,0.00045718+0.00056781i,-0.00033079+0.00065425i,-0.00074328-0.00025479i,-0.00044076-0.00068022i,-0.00041099-0.00067915i,-0.00042997-0.00052678i,0.00022649-1.2956e-05i
0.000899+0.0015667i,0.00020954-0.0002246i,-7.6965e-06-0.0005123i,0.0003534+0.00012981i,0.0006281+0.00011851i,-0.00030114-8.5851e-05i,-0.0010303+0.00084019i,-0.0012813+0.0014853i,-0.00085136+0.001219i,-0.00013892+0.00095231i,0.00017628+0.00041935i,0.00050635-6.9251e-06i,0.00096248-0.00072219i,0.00088725-0.00051577i,0.00018294+0.00077332i,0.00049258+0.0011418i,0.00085244+0.0007676i,-4.4936e-05+3.6723e-05i,-0.00049653+0.00032493i,-1.1724e-05+0.0011932i,0.00014061+0.00089761i,-6.1532e-05-0.00054511i,0.0002631-0.0017584i
-0.0022911+0.00035013i,-0.0017895+0.00018002i,-0.0016425-0.00042245i,-0.00095492-0.00031638i,-0.00015765+0.00094946i,-3.1804e-05+0.0016242i,0.00011019+0.00099087i,0.00014851+0.00029707i,0.00044043+0.0002508i,1.4921e-05+0.00030541i,-0.00018889-4.0106e-05i,0.00042219+7.2926e-05i,-5.0281e-05+0.00016373i,-0.00052022+0.00019765i,8.7596e-05+0.00057048i,0.00066332+0.00053062i,9.5e-05+0.00054473i,-0.00094359+0.00043733i,-0.00042691+0.00027757i,9.8335e-06+0.00085418i,-0.00035253+0.0011019i,0.00012035+0.00055908i,0.00050976+0.00024424i
-0.0013827-0.0034616i,-0.0029431-0.0026415i,-0.0022285-0.00065364i,6.5524e-05+0.00062996i,0.0011698+0.00054836i,0.00055316-0.00069552i,-0.00010797-0.0011972i,-0.00046066-0.0006346i,-0.00065377-0.00043346i,-0.00040558-0.00074472i,0.00069502-0.00024074i,0.0012735+0.00049746i,0.0011524+0.00044315i,0.001127-0.00049813i,0.00049987-0.00089279i,-3.152e-05-0.00045517i,-0.00040247-0.00058167i,-0.0005184-0.00086695i,-0.00073067-0.00069816i,-0.00069347-0.00053838i,-0.00053219-0.00080927i,-2.4208e-05-0.00054716i,0.00021882-0.0001135i
