-0.00067017-0.0014738i,-0.00078135-0.0018843i,-0.0022015-0.0011127i,-0.0027803+9.5756e-05i,-0.0011681+0.00030119i,-0.0001203+0.00050501i,-0.00026607+0.00031161i,0.00039529+6.8936e-05i,0.0014348-0.00022459i,0.00096563-0.00019513i,8.6087e-05+6.4466e-05i,0.0004705+0.00057592i,0.00031264+0.0009446i,0.00027824+0.00046185i,0.00079419+0.00024837i,0.00052752+0.00033838i,-0.00051776+2.4587e-05i,-0.00091299-4.3256e-05i,-4.2353e-05-0.00033536i,0.00024114-0.00028825i,-0.00029406+0.00026455i,0.00016425+0.00071495i,0.00044818+0.00078943i
1.3704-0.73633i,0.95727-0.90924i,0.36594-0.6795i,0.053174-0.27309i,0.091812+0.09452i,0.28268+0.3192i,0.39846+0.31484i,0.32998+0.16663i,0.19327+0.068794i,0.13748+0.018325i,0.12753-0.045194i,0.092569-0.084387i,0.050611-0.076649i,0.018251-0.070406i,-0.0071521-0.080124i,-0.013588-0.081336i,5.0368e-05-0.066501i,0.0056007-0.038784i,-0.0052569-0.0015787i,-0.0081768+0.026288i,0.0002888+0.028514i,0.0030242+0.016095i,-0.0010859+0.0039321i
0.64569+0.079137i,0.37597-0.10165i,0.20424-0.074898i,0.24945-0.17387i,0.19896-0.41548i,0.047391-0.49618i,-0.010155-0.41534i,-0.017318-0.30375i,-0.04233-0.1664i,-0.060069-0.03302i,-0.066797+0.040155i,-0.060864+0.057826i,-0.055327+0.03108i,-0.056229-0.018534i,-0.041785-0.053601i,-0.013512-0.056905i,0.0015974-0.044086i,-0.0072886-0.032631i,-0.029334-0.016679i,-0.046021+0.005528i,-0.040229+0.021977i,-0.018931+0.017954i,-0.0081143-0.00091719i
0.023746+1.1096i,0.14004+0.87858i,0.041212+0.49765i,-0.064016+0.22278i,-0.17699+0.041255i,-0.32527-0.047037i,-0.37808-0.006684i,-0.28301+0.067294i,-0.14727+0.069285i,-0.070067+0.053442i,-0.0067235+0.064736i,0.050946+0.03193i,0.050213-0.019355i,0.032038-0.010295i,0.016819+0.040978i,-0.013405+0.090961i,-0.024474+0.10819i,-0.006357+0.078935i,0.0062075+0.029297i,-0.0075506-0.009051i,-0.041093-0.025559i,-0.061348-0.0179i,-0.049907-0.001924i
-0.31622+0.024018i,0.024588+0.031039i,0.18091+0.010001i,0.26709+0.087184i,0.41956+0.033112i,0.41363-0.19939i,0.22598-0.28652i,0.087725-0.17537i,0.030133-0.057843i,-0.013753-0.002879i,-0.037842+0.019787i,-0.027436+0.025413i,-0.00031337+0.015898i,0.023927+0.0010437i,0.042015-0.022313i,0.050483-0.050782i,0.05141-0.057645i,0.055245-0.043416i,0.054996-0.031259i,0.041834-0.029225i,0.023429-0.035332i,0.0048726-0.043618i,-0.012493-0.047084i
-0.35211+0.38321i,-0.36851+0.46383i,-0.35852+0.22767i,-0.46101+0.10073i,-0.53704+0.14822i,-0.45642+0.12936i,-0.30655+0.01942i,-0.20752-0.04108i,-0.16198-0.028282i,-0.12751-0.0026535i,-0.11524+0.018935i,-0.10099+0.04392i,-0.059108+0.043912i,-0.021237+0.024444i,-0.002986+0.018715i,-0.00036722+0.020364i,-0.019185+0.015378i,-0.044508+0.023348i,-0.037962+0.045715i,0.0043455+0.045495i,0.045845+0.011895i,0.061261-0.032776i,0.046636-0.065219i
-0.34892-0.40875i,-0.35523-0.012167i,-0.040809+0.22693i,0.17444+0.086766i,0.28224-0.05313i,0.44294-0.067944i,0.48789-0.084418i,0.3502-0.091593i,0.19999-0.079682i,0.10773-0.067464i,0.074986-0.054944i,0.076079-0.05255i,0.067084-0.048517i,0.038519-0.038047i,-0.0079956-0.028755i,-0.04217-0.0092337i,-0.028835+0.015721i,0.00452+0.022171i,0.0096183+0.017275i,-0.0052852+0.027994i,-0.010039+0.051541i,-0.0015809+0.063561i,0.017171+0.057767i
0.64256-0.45477i,0.27023-0.81616i,-0.043163-0.65655i,0.011712-0.34324i,0.12418-0.26515i,0.096753-0.26606i,0.060081-0.20032i,0.045722-0.13359i,0.017095-0.079891i,-0.014896-0.031888i,-0.04141+0.0032131i,-0.04934+0.014935i,-0.042206+0.011699i,-0.023703+0.020365i,0.011723+0.01872i,0.031161-0.0046197i,0.021736-0.023421i,0.0099132-0.03723i,-0.00076323-0.046378i,-0.011813-0.03863i,-0.01645-0.023636i,-0.013715-0.016782i,-0.014254-0.02034i
-0.71447+0.90463i,-0.308+0.94021i,-0.0082645+0.64551i,-0.099335+0.34993i,-0.32068+0.27518i,-0.40936+0.29872i,-0.35662+0.282i,-0.24145+0.21794i,-0.14672+0.13579i,-0.10474+0.080355i,-0.082334+0.061063i,-0.044451+0.065935i,0.0020432+0.058886i,0.018869+0.02754i,0.00035621+0.011022i,-0.015089+0.017353i,-0.016589+0.029268i,-0.016775+0.041635i,-0.01627+0.040082i,-0.0071838+0.019451i,0.016511-0.00659i,0.040206-0.020652i,0.049812-0.015444i
-0.034137-0.9998i,-0.1064-0.86978i,-0.14099-0.4909i,0.028084-0.19285i,0.31009-0.073706i,0.50414-0.047294i,0.48851-0.077314i,0.31262-0.098066i,0.17337-0.066374i,0.12768-0.074691i,0.08099-0.12163i,0.02515-0.12467i,0.0024171-0.079764i,0.0046517-0.034709i,0.0054708-0.021492i,-0.0054668-0.019869i,-0.014977-0.005462i,-0.0069638+0.0075959i,0.0083617+0.010421i,0.010314+0.014136i,0.00065443+0.023104i,-0.006596+0.023984i,-0.0053799+0.015136i
0.45275-0.11841i,0.34305-0.096i,0.20545-0.13525i,0.063706-0.18907i,-0.077037-0.23203i,-0.14496-0.24641i,-0.13927-0.20251i,-0.11372-0.13234i,-0.10389-0.085423i,-0.11028-0.044943i,-0.10117+0.0040753i,-0.073093+0.041156i,-0.048572+0.060384i,-0.026991+0.060656i,-0.0061088+0.030861i,-0.00014134-0.01511i,-0.0088824-0.03943i,-0.017485-0.038467i,-0.021872-0.029313i,-0.023958-0.015627i,-0.022639+0.001558i,-0.018178+0.017567i,-0.014613+0.02167i
0.6518+0.36685i,0.5375+0.40019i,0.28465+0.40089i,0.11823+0.32696i,0.04124+0.27159i,0.0032352+0.30828i,0.049324+0.30577i,0.10003+0.17848i,0.076552+0.063724i,0.047477+0.034473i,0.043258+0.017792i,0.037216-0.0050396i,0.026358-0.020223i,0.010334-0.019316i,0.0087806+0.00794i,0.029519+0.031548i,0.037266+0.027326i,0.026532+0.012282i,0.016859+0.0034461i,0.012976+0.00077383i,0.013709-0.0008746i,0.016257+0.0018797i,0.015827+0.0072048i
-0.60367+0.50204i,-0.49915+0.21868i,-0.25451-0.099809i,-0.036308-0.20732i,0.097304-0.18071i,0.14093-0.12643i,0.10106-0.074391i,0.042011-0.040075i,0.027757-0.01787i,0.03551-0.035255i,-0.0019585-0.070365i,-0.053178-0.060697i,-0.058478-0.022048i,-0.040283-0.0034534i,-0.037807-0.0063373i,-0.046117-0.012432i,-0.047556-0.00995i,-0.038101+0.0066412i,-0.026628+0.02253i,-0.024316+0.023452i,-0.027989+0.014655i,-0.026463-0.0041193i,-0.017912-0.02823i
-0.0028093-0.1756i,0.17365+0.027323i,0.2136+0.19412i,0.15929+0.24297i,0.10143+0.21017i,0.025745+0.13006i,-0.029439+0.086698i,-0.012499+0.084684i,0.0015273+0.060729i,-0.015845+0.043274i,0.0018538+0.033681i,0.024112+0.011443i,0.012181+0.0071445i,0.00054368+0.011954i,0.0035401+0.0059623i,0.015667+0.0036634i,0.027196+0.0078961i,0.032186+0.0033136i,0.030889-0.013427i,0.022646-0.022122i,0.016349-0.011016i,0.012241+0.013144i,0.0079387+0.040815i
-0.085865-0.013592i,-0.12383-0.083061i,-0.17718-0.17088i,-0.22237-0.094983i,-0.1757+0.034261i,-0.046065+0.078245i,0.046887+0.02308i,0.017578-0.05117i,-0.049972-0.046575i,-0.035362-0.012995i,0.0075294-0.028538i,0.0098133-0.056977i,-0.0042338-0.053554i,-0.009516-0.020205i,-0.0058709+0.0070169i,-0.00094737+0.0037521i,-0.0040283-0.019791i,-0.019209-0.03349i,-0.028344-0.021741i,-0.0135-0.013629i,0.0071927-0.02286i,0.015512-0.026919i,0.012737-0.021795i
-0.18829-0.46781i,-0.34123-0.12697i,-0.13394+0.10708i,0.048346-0.032038i,0.011721-0.15722i,-0.016072-0.096077i,0.022265-0.03247i,0.043867-0.030121i,0.033265-0.061292i,-0.0063551-0.060719i,-0.02578-0.0033014i,-0.0030947+0.040199i,0.013811+0.032639i,0.00036209-0.001012i,-0.020347-0.023402i,-0.027891-0.013199i,-0.024838+0.01709i,-0.016369+0.03787i,-0.0094471+0.039005i,-0.011017+0.038368i,-0.016512+0.041331i,-0.02234+0.028355i,-0.03181+5.7089e-05i
0.86555+0.22633i,0.71977-0.14679i,0.34928-0.1864i,0.17623-0.007016i,0.11423+0.057244i,-0.020058+0.086682i,-0.06135+0.15064i,0.018362+0.12607i,0.061733+0.047863i,0.043386-0.0079299i,0.0059412-0.049299i,-0.028155-0.055798i,-0.030893-0.01938i,-0.0073216+0.014394i,0.01271+0.022522i,0.020214+0.015294i,0.028827+0.0021493i,0.034764-0.013648i,0.021456-0.024386i,-0.0068017-0.023307i,-0.02586-0.010007i,-0.014106+0.011168i,0.022731+0.019961i
-0.69494+0.79777i,-0.4382+0.82979i,-0.20053+0.60506i,-0.084494+0.36181i,-0.00051295+0.18294i,0.038005+0.038066i,-0.0037294-0.011096i,-0.033707+0.016841i,-0.015263+0.015456i,-0.0031067-0.00088421i,0.010043+0.013471i,0.024566+0.02129i,0.012601+0.0013037i,-0.0094671-0.016595i,-0.016927-0.017907i,-0.016132-0.016598i,-0.02725-0.012907i,-0.03289-0.0021985i,-0.01577+0.0035574i,0.0086956-0.00056733i,0.023765-0.0081607i,0.014888-0.0052592i,-0.0060573+0.016262i
-0.15087-0.40135i,-0.019316-0.42062i,-0.071462-0.41649i,-0.19496-0.21471i,-0.16668+0.048337i,-0.05577+0.14139i,0.0033804+0.096361i,-0.0067646+0.045335i,-0.029989+0.061581i,0.0013616+0.078351i,0.034321+0.031361i,0.023712-0.017626i,0.0049735-0.017715i,-0.0031872+0.0032014i,-0.006698+0.012593i,-0.0079694+0.011024i,-0.0029816+0.0047325i,-0.0041769-0.0014584i,-0.01217+0.00023949i,-0.014042+0.0027092i,-0.017604+0.0012025i,-0.025329-0.0078544i,-0.031534-0.027588i
-0.10253-0.78296i,-0.28112-0.37831i,-0.055689-0.023828i,0.14584-0.12628i,0.057427-0.34244i,-0.065325-0.3451i,-0.072158-0.23222i,-0.0024756-0.15136i,0.042681-0.14289i,0.0013584-0.13003i,-0.040138-0.070132i,-0.03283-0.023636i,-0.013408-0.023632i,-0.0052812-0.048776i,-0.0066025-0.068265i,-0.0015213-0.065963i,0.0080943-0.04561i,0.015513-0.02217i,0.018463-0.010727i,0.00904-0.00083708i,0.00078094+0.0179i,0.0056034+0.02996i,0.011241+0.028077i
1.0744+0.55736i,0.74525+0.19175i,0.17182+0.042887i,-0.029312+0.16755i,0.049048+0.24322i,0.074855+0.23089i,0.047984+0.21934i,0.015064+0.19431i,-0.004918+0.14984i,0.0083704+0.081908i,0.015895+0.011954i,0.0019886-0.010162i,-0.011124+0.01618i,-0.0053303+0.042194i,0.013511+0.043338i,0.017067+0.034013i,0.0081778+0.021478i,0.0022375+0.002568i,-0.0050394-0.011762i,-0.016175-0.022185i,-0.027069-0.034573i,-0.029113-0.034028i,-0.014125-0.017475i
-1.1818+0.5352i,-0.76662+0.4135i,-0.22485+0.15061i,0.0020297+0.016957i,0.080385+0.02103i,0.13734+0.0005174i,0.098005-0.045633i,0.047315-0.052363i,0.04559-0.046692i,0.045677-0.02629i,0.052711+0.011272i,0.061704+0.013238i,0.051672-0.019611i,0.031743-0.033213i,0.02053-0.015315i,0.025029+0.002124i,0.022786+0.0071483i,0.0067317+0.013026i,0.00069135+0.014146i,0.01232+0.0045216i,0.027251-0.0081741i,0.026147-0.018884i,0.0051965-0.022619i
0.13878-0.44308i,0.23833-0.17128i,0.10696-0.0098488i,-0.13505+0.019019i,-0.27229+0.066088i,-0.25664+0.094769i,-0.17867+0.046827i,-0.14758-0.0015848i,-0.13783+0.02337i,-0.089346+0.043588i,-0.04977+0.0029246i,-0.048247-0.028027i,-0.053617-0.011564i,-0.05062+0.010179i,-0.04269+0.013112i,-0.033884+0.0087535i,-0.021211+0.0044858i,-0.0036783+0.0043729i,0.0091591+0.010279i,0.0060008+0.016426i,-0.0091668+0.023998i,-0.016446+0.031211i,-0.0084963+0.02965i
0.18235-0.59285i,-0.085819-0.4642i,-0.04589-0.23731i,0.16475-0.19592i,0.22944-0.26396i,0.15548-0.22874i,0.094831-0.10499i,0.10737-0.022185i,0.1173-0.031809i,0.062875-0.047711i,0.016402-0.0060312i,0.027505+0.02855i,0.04836+0.01437i,0.042735-0.019714i,0.022709-0.040528i,0.0093538-0.032058i,0.0075585-0.011772i,0.0081106-0.0049842i,0.0065277-0.0084049i,0.0060587-0.0074352i,0.0099886-0.0044157i,0.014384-0.0094077i,0.009112-0.019131i
0.87233+0.59504i,0.70326+0.29792i,0.28041+0.10282i,0.04195+0.13245i,0.010316+0.17997i,0.004801+0.17546i,0.0076761+0.14096i,-0.0070565+0.070699i,-0.042386+0.026913i,-0.029942+0.0086069i,-0.00018605-0.023521i,-0.0047184-0.037256i,-0.021914-0.018129i,-0.015269+0.008401i,0.011537+0.025113i,0.022188+0.024161i,0.0086707+0.0082403i,-0.0097728-0.0047786i,-0.018969-0.0045537i,-0.018391-0.0070123i,-0.021426-0.016651i,-0.022606-0.018978i,-0.010837-0.01173i
-1.0196+0.35517i,-0.68371+0.3454i,-0.22305+0.22618i,-0.041785+0.14166i,-0.028648+0.14791i,-0.012745+0.12326i,-0.011944+0.054734i,-0.0056912+0.022215i,0.021448+0.0048662i,0.02426-0.00089334i,0.0093107+0.021574i,0.0039995+0.037384i,0.0039867+0.027275i,-0.00322+0.015243i,-0.016177+0.0096888i,-0.02158+0.0080252i,-0.015895+0.017703i,-0.0031716+0.03164i,0.0098408+0.032392i,0.019075+0.026503i,0.028275+0.026417i,0.029269+0.030383i,0.018492+0.030889i
-0.027714-0.27553i,-0.1049-0.072716i,-0.20569+0.013366i,-0.22123-0.046108i,-0.18486-0.10468i,-0.1239-0.096601i,-0.049734-0.073525i,-0.023091-0.067578i,-0.030837-0.039256i,-0.019035-0.014541i,-0.0076347-0.035192i,-0.014532-0.055406i,-0.017229-0.048911i,-0.015803-0.038205i,-0.013328-0.025474i,-0.0022851-0.018952i,0.0095478-0.028864i,0.0098412-0.03908i,-0.0010438-0.034977i,-0.014617-0.022777i,-0.025506-0.016163i,-0.032366-0.018582i,-0.033159-0.018216i
0.13397-0.34208i,0.068529-0.41141i,0.10656-0.34483i,0.1426-0.19209i,0.1129-0.084275i,0.045055-0.043288i,-0.017489+0.0048321i,-0.0060826+0.054984i,0.033042+0.049494i,0.028713+0.027625i,0.020168+0.03115i,0.023462+0.034204i,0.02316+0.027281i,0.024483+0.01342i,0.019383-0.006179i,-0.0013807-0.0085705i,-0.021299+0.0074776i,-0.026111+0.014384i,-0.019792+0.0086379i,-0.0084813+0.0047381i,0.0060553+0.0051917i,0.022546+0.0031409i,0.033687-0.008919i
0.50719+0.39154i,0.47948+0.37685i,0.29528+0.32907i,0.15224+0.22258i,0.087556+0.093087i,0.051197+0.034133i,0.046047+0.026496i,0.033151+0.0086572i,-0.0046157-0.01102i,-0.023438-0.017207i,-0.011393-0.017991i,0.0067467-0.020955i,0.012697-0.016247i,0.014552+0.0022989i,0.026785+0.02215i,0.043441+0.023783i,0.044348+0.0095543i,0.027651+0.0037747i,0.0098619+0.0077872i,-0.0060091+0.0045565i,-0.025195-0.0017187i,-0.038419+0.0056096i,-0.032796+0.022662i
-0.64738-0.022629i,-0.60398-0.093495i,-0.43299-0.11237i,-0.28663-0.053275i,-0.20224+0.023099i,-0.15082+0.061968i,-0.11278+0.054377i,-0.078336+0.0163i,-0.04382-0.016507i,-0.022522-0.023068i,-0.024405-0.0077417i,-0.031707+0.0091335i,-0.035967+0.0071509i,-0.042038-0.002898i,-0.043748-0.0084982i,-0.037424-0.011628i,-0.023898-0.0084874i,-0.0033198-0.0012026i,0.014461-0.00048129i,0.02206-0.0030968i,0.023136-0.0030912i,0.01558-0.0097197i,-0.00029305-0.019946i
0.11701-0.22566i,0.17751-0.13581i,0.16992-0.066272i,0.12674-0.040975i,0.11413-0.03229i,0.11545-0.037414i,0.095468-0.035419i,0.078235-0.010133i,0.075427+0.018629i,0.074924+0.020487i,0.066971-0.0054429i,0.050919-0.021245i,0.039308-0.01394i,0.030319-0.0064221i,0.016158+0.0020754i,0.0073126+0.017721i,0.0038771+0.017583i,-0.0068921+9.3478e-05i,-0.017872-0.0087442i,-0.015835-0.0051567i,-0.0052062-0.0027712i,0.007201-0.0047444i,0.014641-0.0066558i
0.026454-0.036953i,-0.021552+0.027943i,4.7209e-05+0.037867i,-0.00056447-0.027004i,-0.03781-0.058457i,-0.046645-0.053928i,-0.043059-0.053444i,-0.039405-0.033206i,-0.031362-0.0008458i,-0.025982+0.02467i,-0.013883+0.033092i,-0.008033+0.013292i,-0.016249-0.0078293i,-0.011908-0.014939i,-0.0022202-0.028729i,-0.011166-0.039658i,-0.022808-0.02794i,-0.023434-0.0081416i,-0.019429+0.00061361i,-0.014055+0.0010645i,-0.0067232+0.0044402i,0.002189+0.014621i,0.012941+0.021995i
0.31274+0.2093i,0.18331+0.18215i,0.013888+0.20361i,0.0083483+0.20588i,0.057471+0.1196i,0.040957+0.047435i,0.014275+0.041799i,-0.0023683+0.041441i,-0.021651+0.011008i,-0.043159-0.023069i,-0.05105-0.017917i,-0.02353+0.010278i,0.0069137+0.021503i,0.0093025+0.023568i,0.010037+0.034405i,0.025532+0.039202i,0.03713+0.02552i,0.035969+0.0085817i,0.027297+0.00102i,0.012439-0.0045645i,-0.0088277-0.013172i,-0.031208-0.020186i,-0.041091-0.017027i
-0.19229+0.02366i,-0.12911-0.19073i,-0.10717-0.32914i,-0.11635-0.24536i,-0.094643-0.10137i,-0.076795-0.022875i,-0.058669+0.011851i,-0.013523-0.0048673i,0.014364-0.041851i,0.023036-0.050286i,0.022963-0.049051i,0.0036847-0.043921i,-0.013305-0.034697i,-0.019459-0.03179i,-0.025293-0.030941i,-0.030488-0.030218i,-0.030024-0.024923i,-0.021368-0.013747i,-0.010487-0.0041823i,0.00050705+0.0033427i,0.013403+0.008036i,0.026913+0.0033724i,0.029206-0.010832i
-0.060494+0.030646i,0.092414+0.21965i,0.19867+0.26981i,0.12275+0.18191i,0.025844+0.12975i,0.038057+0.090258i,0.044462+0.031289i,0.0079135+0.038063i,0.013788+0.0757i,0.045153+0.069931i,0.049575+0.043467i,0.034001+0.028055i,0.021799+0.024599i,0.020164+0.019837i,0.019154+0.014931i,0.013706+0.018522i,0.0041402+0.016949i,-0.0085055+0.0043208i,-0.01801-0.0058818i,-0.019286-0.0063747i,-0.015862+0.0005583i,-0.011725+0.015027i,-0.0047601+0.030822i
-0.2263-0.2345i,-0.41547-0.22086i,-0.38836-0.1453i,-0.1838-0.1203i,-0.053531-0.11492i,-0.026202-0.041876i,0.0093908+0.015683i,0.025996-0.0077938i,-0.0077653-0.023109i,-0.037959+0.0064574i,-0.029643+0.021186i,-0.005379-0.00057179i,0.0068213-0.020721i,0.014334-0.019536i,0.021844-0.021956i,0.022925-0.031857i,0.022784-0.026963i,0.025945-0.011454i,0.028938-0.0040183i,0.023138-0.0055649i,0.0074585-0.0074806i,-0.0054898-0.00933i,-0.0078136-0.012315i
0.44042+0.024269i,0.48293-0.11951i,0.31133-0.1569i,0.10923-0.061989i,0.02279-0.033261i,-0.01247-0.0888i,-0.055561-0.098079i,-0.070253-0.055174i,-0.043624-0.035713i,-0.026146-0.053265i,-0.03906-0.046819i,-0.04319-0.0020374i,-0.035621+0.028212i,-0.038554+0.034735i,-0.037939+0.046124i,-0.022519+0.052509i,-0.0075504+0.035324i,-0.00095641+0.01328i,0.0024511+0.0054121i,0.0034023+0.0023151i,0.00067537-0.0082756i,-0.0044447-0.023188i,-0.01181-0.02681i
-0.075388+0.33587i,0.048799+0.36246i,0.11798+0.21001i,0.077558+0.069495i,0.045619+0.062405i,0.035415+0.091931i,0.02828+0.094501i,0.049936+0.061592i,0.055786+0.011837i,0.047155-0.010821i,0.052706-0.023672i,0.041565-0.039236i,0.018698-0.041057i,0.008118-0.039537i,0.0018835-0.042263i,-0.0031138-0.041086i,-0.0057898-0.030241i,-0.011292-0.016255i,-0.014906-0.0068203i,-0.0092755-0.00080278i,0.0046221+0.0057314i,0.018573+0.015142i,0.024292+0.018555i
-0.30806-0.10214i,-0.35364+0.069877i,-0.21737+0.16187i,-0.105+0.053452i,-0.1168-0.044009i,-0.10099-0.043782i,-0.053378-0.056315i,-0.053679-0.051658i,-0.039426+0.00073267i,-0.0033288+0.033699i,0.0010107+0.037947i,-0.0076049+0.033653i,-0.0044689+0.024669i,0.0023957+0.019115i,0.0028803+0.021502i,-0.0012077+0.028696i,-0.0024434+0.028689i,-0.00027208+0.019942i,-0.0011898+0.013032i,-0.0034098+0.0080611i,-0.0073387+0.00095635i,-0.014942-0.003549i,-0.01738+0.00015706i
0.074386-0.44122i,-0.082913-0.57102i,-0.18503-0.42031i,-0.080104-0.15195i,0.037642-0.013386i,0.022329+0.040943i,0.014168+0.090159i,0.046191+0.073275i,0.023962+0.023255i,-0.018103+0.013372i,-0.01352+0.012417i,0.011451-0.0040718i,0.017747-0.010337i,0.013636-0.0021861i,0.015925-0.0014449i,0.018934-0.010719i,0.017649-0.011853i,0.015865-0.0041401i,0.013539-0.00024818i,0.0079676-0.00024367i,-0.00022818-0.0013104i,-0.0025674-0.0060988i,0.001638-0.013985i
0.43783+0.3214i,0.61203+0.29142i,0.53224+0.12289i,0.28167-0.024038i,0.12694-0.095753i,0.10651-0.15292i,0.067178-0.17853i,0.0049925-0.12585i,-0.0025732-0.060465i,0.010878-0.051317i,-0.0049671-0.054189i,-0.025235-0.03119i,-0.03093-0.014604i,-0.035693-0.01381i,-0.040546-0.0057954i,-0.036703+0.0066957i,-0.025362+0.0059688i,-0.01432-0.0049212i,-0.0075321-0.011488i,-0.0014783-0.0091462i,0.0091838-0.0031807i,0.020042+0.0022641i,0.020802+0.0060572i
-0.45639+0.31378i,-0.55714+0.42203i,-0.44459+0.37903i,-0.24711+0.26403i,-0.1244+0.20519i,-0.078432+0.20285i,-0.036116+0.19607i,0.010563+0.13963i,0.022887+0.061023i,0.018415+0.024566i,0.032431+0.01722i,0.042875+0.0043607i,0.041138-0.0059231i,0.041434-0.011876i,0.038929-0.018701i,0.030625-0.0226i,0.018057-0.017532i,0.0061077-0.0077641i,-0.0012203-0.0028464i,-0.0059554+0.0016922i,-0.0083119+0.010472i,-0.011437+0.015907i,-0.011304+0.014745i
-0.12964-0.47881i,-0.14592-0.57982i,-0.054865-0.44893i,0.058696-0.2922i,0.071935-0.24348i,0.019757-0.21337i,-0.011646-0.17123i,-0.021895-0.11995i,-0.010933-0.049522i,0.0080374-0.0041723i,0.0006968+0.0061021i,-0.012018+0.0104i,-0.008901+0.014539i,-0.0055387+0.015514i,-0.011295+0.013944i,-0.018784+0.013006i,-0.018371+0.011333i,-0.01262+0.0073213i,-0.009065+0.0034381i,-0.0085087-0.0027662i,-0.0095651-0.010087i,-0.010581-0.01285i,-0.01063-0.0074567i
0.46435-0.12618i,0.51938-0.18756i,0.27512-0.13069i,0.023322+0.046004i,-0.020176+0.16831i,-0.0053476+0.16597i,-0.015549+0.15243i,-0.0035709+0.12575i,-0.0069135+0.064924i,-0.024894+0.035254i,-0.0068652+0.028065i,0.016237+0.013109i,0.012079+0.0059448i,0.0033918+0.0081473i,0.010102+0.010129i,0.022612+0.0061114i,0.024781+0.00089482i,0.019232-0.00028041i,0.016569-0.0035468i,0.013871-0.0090433i,0.0057502-0.011008i,0.0012355-0.0088936i,0.0019325-0.0078311i
0.045576+0.51709i,0.16089+0.64908i,0.27652+0.44821i,0.25826+0.12762i,0.16598-0.023127i,0.13183-0.057588i,0.10413-0.099889i,0.041589-0.099513i,0.0091552-0.051426i,0.0087128-0.031355i,-0.0056756-0.030249i,-0.022448-0.019068i,-0.022084-0.013253i,-0.015173-0.016925i,-0.016253-0.017594i,-0.020591-0.011764i,-0.015737-0.0082322i,-0.0054707-0.0091791i,-0.00014604-0.0049398i,0.0012344+0.0036113i,0.0061409+0.0085761i,0.011869+0.013291i,0.011681+0.01623i
-0.51651-0.084084i,-0.70964-0.086857i,-0.65063-0.022071i,-0.44496+0.041638i,-0.28396+0.065218i,-0.19788+0.097071i,-0.12466+0.13542i,-0.047884+0.11782i,-0.0075215+0.053098i,-0.0080801+0.015628i,-0.0067854+0.014835i,0.0018804+0.013958i,0.0076452+0.0082376i,0.013468+0.0053968i,0.014997+0.0043609i,0.013843+0.0027096i,0.0088777+0.0011305i,-0.00085214+0.0031523i,-0.0074897+0.0069525i,-0.011366+0.007266i,-0.016723+0.0023864i,-0.022459-0.0076635i,-0.023523-0.015816i
0.2701-0.36066i,0.40349-0.43734i,0.42512-0.31031i,0.37074-0.14716i,0.28373-0.10243i,0.18241-0.13723i,0.099926-0.15971i,0.042706-0.12114i,0.023933-0.050771i,0.032523-0.017112i,0.025301-0.020993i,0.0080097-0.022334i,-0.00077532-0.013119i,-0.0050058-0.0046707i,-0.0073826-0.0040034i,-0.0087045-0.0035657i,-0.0052707+0.0028819i,-0.0002279+0.0061742i,0.0028547+0.0021514i,0.0061738-0.0042674i,0.0066228-0.0085682i,0.0053105-0.0051961i,0.005643+0.004253i
0.23776+0.30723i,0.20456+0.3907i,-0.015931+0.27633i,-0.2287+0.13998i,-0.25904+0.12995i,-0.17471+0.16228i,-0.10484+0.16282i,-0.063634+0.11817i,-0.045572+0.057873i,-0.04128+0.034044i,-0.017043+0.033761i,0.0071342+0.021107i,0.0038754+0.0073119i,-0.0070264+0.0061656i,-0.0066266+0.011563i,0.0030595+0.012706i,0.008626+0.0069502i,0.009479+0.0026522i,0.011365+0.00088374i,0.012505-0.00087912i,0.01289-0.0031282i,0.013238-0.0060142i,0.010587-0.0097731i
-0.33735+0.18913i,-0.37684+0.24436i,-0.13941+0.19868i,0.10883+0.0803i,0.13273-0.02726i,0.073826-0.070631i,0.059762-0.092095i,0.04237-0.097261i,0.014023-0.066877i,0.0026224-0.044691i,-0.0089621-0.039311i,-0.016912-0.026083i,-0.0092145-0.015175i,-3.5275e-05-0.014071i,-0.00034904-0.016508i,-0.0077585-0.017151i,-0.012525-0.015834i,-0.011335-0.014817i,-0.012081-0.01104i,-0.013569-0.0028746i,-0.0086044+0.0069758i,-0.0016913+0.014243i,0.0025304+0.016817i
-0.18211-0.3943i,-0.28928-0.54006i,-0.34882-0.44916i,-0.30793-0.26409i,-0.19179-0.1474i,-0.1183-0.058181i,-0.092685+0.033371i,-0.047136+0.070159i,-0.0035232+0.039958i,0.0070014+0.0058146i,0.0077726-0.00014219i,0.011131+0.0041181i,0.013816+0.0065625i,0.013426+0.0043008i,0.010434+0.0013375i,0.0095191+0.0012886i,0.0062174+0.0010984i,-0.0041363+0.0028666i,-0.010966+0.0055102i,-0.011511+0.0032929i,-0.013041-0.0034364i,-0.01378-0.01071i,-0.010862-0.015031i
