0.00098095+0.00013237i,0.0016235-0.0016537i,0.0013868-0.0037934i,0.0003326-0.0039908i,-0.0017273-0.0028022i,-0.0033533-0.00088865i,-0.0021355+0.001032i,0.0001813+0.00038008i,0.0011362-0.00045522i,0.00090928-0.00075172i,0.00070799-0.00055416i,9.7683e-05+5.2938e-05i,-0.00044118-1.6077e-05i,-0.00051602+0.0001273i,8.932e-05+0.00015743i,0.00015894+0.00048498i,0.00046933+0.00078751i,0.00081077+0.00013675i,0.00020102-0.00040979i,-0.00036936-0.00032587i,-0.00067459-0.00083772i,-0.00083935-0.0016211i,-0.00089797-0.0014904i
0.0015726-0.0011871i,0.0006446-0.0011385i,-0.00014049-0.0014093i,-0.00057573-0.0015934i,-0.0015323-0.0019996i,-0.0014447-0.001129i,-0.00047476+0.00073416i,-0.00078005+0.0002284i,-0.0012538-0.00065686i,-0.0016794-0.00022118i,-0.0012753+0.00024906i,-0.0010197+0.0002358i,-0.0012868+0.00060433i,-0.0004671+0.00079332i,0.00061807-0.00022096i,0.001002-0.00030997i,0.00019414-0.00046838i,-1.6327e-05-0.00056585i,-5.4621e-05+0.00035368i,-0.00034645+0.0008211i,-0.00025026+0.00072059i,-0.00041933+0.0008667i,-0.00057414+0.00097591i
0.0019133-0.00080983i,0.0027165-0.0024493i,0.0014134-0.0040188i,-0.000652-0.0035295i,-0.0019282-0.0012816i,-0.0021566+0.00065725i,-0.0011075+0.0010076i,-0.00063572+0.00014766i,-0.0010529-0.0009956i,-0.0010633-0.0014784i,-0.0014536-0.00071963i,-0.0020125+0.00024635i,-0.0018589-4.7321e-05i,-0.00061439-9.8376e-05i,-5.5522e-05+0.00055196i,-0.00016915+0.00048497i,-0.00023569+0.00059978i,-0.00061349+0.00047795i,-0.0001621+5.4255e-05i,0.00016859+0.00039202i,-7.9621e-06+0.00050756i,-0.00023483+0.00054034i,-4.4186e-06+0.00026958i
-0.00030372+0.00093375i,-0.00031717+0.00061966i,0.00024021+0.0004083i,0.00010131+0.00014029i,0.00038663-0.00033867i,0.00078111+0.00064372i,0.00050891+0.0011522i,0.0012119-0.00022879i,0.00088788-0.0014099i,0.00024165-0.0021654i,0.00013882-0.0016668i,-0.00029301-0.00097874i,0.00039841-0.00066664i,0.00087523+0.00045301i,0.00034924+0.00098117i,0.00063023+0.00022557i,0.00022986-0.00063753i,-0.00063769-0.0010089i,-8.3663e-06-0.00052556i,0.00060019+0.00019835i,0.00021991+0.00038335i,-0.00036394+0.00043084i,-0.00079768+0.0010127i
0.00014276+0.00047758i,0.00051878+4.1281e-05i,0.0012965-3.4799e-05i,0.0013303-0.00070915i,0.00045188-0.001403i,-0.0003715-0.00077356i,-0.00029791-0.00014233i,0.00049689-0.00026012i,0.00076257-0.00037451i,0.00055475-0.00091843i,0.00088347-0.00038091i,0.00061385+9.1579e-05i,0.00025315+9.075e-06i,-5.2045e-05+0.00019515i,-0.0002623-0.00045894i,-6.6111e-05-0.0012961i,-0.00055437-0.00096038i,-0.00078149-0.00067048i,-1.2654e-05-0.00019268i,0.00014022+0.00038501i,-0.00051801+0.00026114i,-0.00074282-1.5218e-05i,-0.0010128-0.00033175i
0.00092824-0.0018514i,0.00034693-0.0026371i,-0.00011624-0.0034518i,-0.0017669-0.0029185i,-0.0034346-0.0015022i,-0.0032076+9.0163e-05i,-0.0014183+0.00076064i,0.00026181+0.00056166i,0.00053274+0.00041991i,0.00010404-0.00060663i,4.6739e-05-0.00023487i,-3.6635e-05+0.00087644i,-0.00016786+0.0015279i,0.0001171+0.0016199i,-5.1483e-05+0.00082476i,-0.00044294+0.00028167i,-0.00073306+0.00024642i,-0.00073994+0.000222i,-0.00069214+0.00011992i,-5.1246e-05-0.00054926i,8.206e-05-0.0006762i,-0.00018607-0.00024859i,-3.5478e-05+0.00069486i
0.00081246-0.0019699i,-0.00026344-0.0022584i,-0.00084116-0.0031112i,-0.0015929-0.0019369i,-0.0018163-0.00027108i,-0.0010657+0.0009535i,0.00042074+0.0012584i,0.00070956+0.00069493i,-0.00045755+0.0002313i,-0.0011791+0.00040745i,-0.0012068+0.00097662i,-0.0011281+0.0011079i,-0.00053416+0.00049241i,-0.00030543+1.7392e-05i,-0.00023446-0.00029785i,-6.9431e-05-0.00020435i,-1.8442e-05+0.00016078i,-2.2081e-05-0.00021017i,0.00020069-0.00070888i,0.00097754-0.00097779i,0.00096838-0.0010265i,0.0001808-0.0010959i,-0.00066423-0.00049107i
0.00013314-0.00098295i,-0.00076255-0.00038506i,-0.0013769-0.00090786i,-0.0017978-0.00025393i,-0.001891+1.5021e-05i,-0.000488-0.00023389i,0.00050312-2.9865e-05i,0.00045999-0.00043527i,-0.00014962-0.00061192i,0.00017418-0.0003423i,0.00024592-0.00016769i,-0.0005907+0.00027426i,-0.00042787+0.00011327i,-0.00084343-0.00015338i,-0.00080597-0.00052332i,0.00034587-0.00052427i,0.00055919+0.00052227i,2.4391e-05+0.0011434i,-0.00040192+0.0015641i,-0.00021491+0.0016385i,-0.00010396+0.00097336i,0.00014277+0.00017043i,0.00015699-0.0002871i
5.2754e-05-9.8026e-07i,-0.0003332-0.0011152i,-0.00076598-0.0011643i,-0.00067725-0.0012674i,-0.00040352-0.001692i,-0.00029108-0.0009065i,-0.00026602+0.00047249i,0.00035841+0.00014762i,0.00064632-0.00048246i,0.00052298-0.00082657i,0.0010319-0.00057955i,0.00089532+0.00057701i,-0.00068229+0.0012402i,-0.0010713+0.00012394i,-0.00072072-0.00052553i,-0.00075964-0.00021048i,-0.00056843+1.5059e-06i,-0.00053814-0.00033205i,-0.00048234-0.00024887i,-0.00046725-0.00051826i,-0.00064001-0.00086118i,-0.001271+0.00017293i,-0.00072907+0.00072707i
0.0018934-0.0016839i,0.0028407-0.0012745i,0.0020205-0.0024772i,-0.00029122-0.0031605i,-0.0018235-0.0019206i,-0.0015545-6.7081e-05i,-0.00039803+0.0010907i,0.00057554+0.00052855i,0.00029133-0.00085648i,-0.00059606-0.000765i,-0.00013578-0.00067149i,0.0006658-0.00077692i,0.0010291+1.6817e-05i,0.0011755+0.00043i,0.00095879-0.00027112i,0.00073711-0.00069332i,-2.4443e-05-0.0010342i,-0.00041455-0.0010687i,-3.1553e-05-0.00023841i,-0.00016144-0.00020071i,-0.0011495-0.00010702i,-0.0011233+0.00068982i,-0.00046416+0.0010998i
-0.00044878+0.0013817i,2.8562e-05+0.00097154i,0.00067445+0.0011427i,-0.00012777+0.00065147i,-0.00031692+7.6913e-05i,-9.0273e-05-0.00011528i,-0.0005806-0.00048159i,-0.0008187-0.00049419i,-0.00026691+0.00054159i,8.1173e-05+0.0013475i,0.00011234+0.00057538i,0.00051511-0.00025856i,0.00013518-8.5342e-05i,-0.00024263+0.00052723i,0.00033538+0.00063243i,3.6223e-05-0.00026894i,0.00012431-0.0008502i,0.00025885-0.0009316i,-0.00022041-0.00097036i,0.00025173-0.00033186i,0.00046624+4.3244e-05i,-0.00013645-0.00010521i,4.426e-05-0.00035673i
0.00044333+0.00042086i,0.00012934-0.00020512i,0.00026108+0.00016702i,-0.00046071-2.1872e-05i,-0.0013637-0.00028386i,-0.00068634-0.00054975i,0.00048834-0.00033257i,0.00013525+0.00036538i,-0.0011874+9.4196e-05i,-0.001344-0.00014726i,-0.00070735-0.00020545i,-0.00071022-0.00042475i,-0.0010767-0.0010726i,-0.00083812-0.00072502i,-0.0011256+0.00035476i,-0.0012842+0.00065495i,-0.00051438+0.00024602i,-0.00014426-0.00065557i,-0.00080236-0.00041658i,-0.0012638+5.7105e-05i,-0.00061018-0.00043864i,-0.0003151-0.00011104i,-0.000806+0.00094973i
-0.00015528-0.000855i,-0.0016441-0.0009175i,-0.0022906-0.0019012i,-0.0019194-0.0015476i,-0.0016749-0.00018878i,-0.0010944+0.00087052i,-0.00019626+0.00084809i,-4.5415e-05-2.8304e-05i,-0.00095515-0.00055959i,-0.00099856-0.00021348i,4.4095e-06+0.00038679i,-0.00012341+0.00058496i,-0.00044327+0.0002965i,-0.00029278+0.00016321i,-0.00020953+0.00011331i,0.00028085-0.00012845i,0.00025071-0.00014635i,-0.00032598-1.5609e-05i,0.00011042+0.0003891i,0.00051868+0.00079806i,0.0001494+0.0002556i,6.6141e-05+0.00032272i,-0.00015262+0.00073i
-0.00055316+0.00094009i,0.00027859+0.00074152i,0.0013607+0.00082202i,0.0018963+0.00026493i,0.0014764-0.0014861i,-0.0003594-0.0014059i,-0.0003931+0.00026966i,0.00066934+0.00045694i,0.00066766-8.3738e-05i,0.00038068+0.00039155i,-3.6131e-05+0.00032128i,-0.00019513-0.0003661i,-0.00079685+6.6551e-05i,-0.0012146+0.00034694i,-0.00061899+0.00049863i,-3.4891e-05+0.00030927i,0.00016532+8.1504e-06i,-0.00021467-0.00037655i,-0.00035123-0.00033175i,-0.00030624+0.00085815i,-0.00040225+0.00072291i,0.00030408-0.0006114i,0.00067024-9.2508e-05i
0.0017283+0.00034174i,0.0022222+0.00079687i,0.0022839+0.00018953i,0.00067821-0.0012962i,-0.0011147-0.0016622i,-0.00044098-0.0005993i,0.00071083+0.00042988i,0.00038763+0.00084079i,-0.00023849+0.00010859i,-3.1549e-05-0.00020188i,0.00038151+0.00045562i,-0.00014782+0.00036528i,-0.00025003-0.00027915i,0.0002865+0.00019571i,0.00042891+0.00076491i,0.00039942+0.00077788i,0.00064851+4.1063e-05i,0.0012079-0.00048185i,0.00092051+3.152e-05i,7.4558e-05+0.00080391i,-0.00016354-1.254e-05i,-0.00015748-0.00074386i,-0.00070698-0.00034534i
-0.00069335+0.00082135i,-0.00051922+0.00070548i,-0.00026628-7.883e-05i,0.00074557-0.0010601i,0.0007459-0.0009398i,9.9917e-05+0.00016444i,-0.00029269+0.0004027i,-0.00048668-0.00033287i,-0.00017652-0.00068396i,0.00067194-0.00089852i,0.00044095-0.00071939i,-0.00052778-0.00045879i,-0.00064296-0.00013872i,3.2414e-05+0.00015772i,0.00012237+0.0006611i,-0.00024265+0.00052014i,0.00041499-9.171e-05i,0.00054008-0.00028122i,-8.1184e-05+0.0002612i,-0.00045844+0.0005456i,-0.00036422+0.00019199i,-0.00043271+0.00010963i,-0.00032168+0.00024101i
0.001709-0.00035289i,0.00038506-0.0010154i,0.00071164-0.0021402i,0.00041358-0.0032842i,-0.00018318-0.0034748i,-0.00093348-0.0019708i,-0.00077567-0.00031091i,-0.00012013+4.7031e-05i,-0.00029341-0.00057622i,-0.0010149-0.0012143i,-0.0017163-0.00077039i,-0.0020441+0.00010572i,-0.0017405+0.00080262i,-0.00076536+0.0011387i,0.00030494+0.0011433i,0.0012569+0.00064876i,0.001052+6.0119e-06i,0.00022698-0.00013874i,4.2331e-05+0.000346i,-0.00035889+0.00063639i,-0.00026101+0.00025506i,0.00015175+0.0006531i,0.00071805+0.00092165i
-0.00030845-0.0028012i,-0.00071157-0.0017392i,-0.0015981-0.0018158i,-0.0018585-0.0020995i,-0.001656-0.0018919i,-0.00080042-6.9913e-05i,-5.9833e-05+0.0010209i,5.3483e-05+0.00041256i,-0.000511-0.00072232i,-0.0014532-0.00090361i,-0.0012663-0.00014479i,-0.0011593+0.00048332i,-0.00099089+0.00079656i,0.0001177-3.214e-06i,0.00029835-0.0012162i,9.2756e-05-0.0014694i,0.00066664-0.0010191i,0.00027328-0.00093107i,-0.00061834-0.00077857i,-0.00077196+0.00017916i,-0.00095923+0.0005553i,-0.00048745+0.00043684i,-2.2807e-05+0.00051262i
-0.00054262+1.672e-05i,-0.00059977-0.00069328i,-0.0013508-0.00014929i,-0.0016393+0.00090541i,-0.0013553+0.001335i,-0.00077716+0.0014987i,-7.0096e-05+0.00099374i,0.00016545+0.00038836i,-0.00057952+0.00011653i,-0.00048993-0.00010375i,-0.00034376-0.00073374i,-0.00026629-0.00083312i,0.00023628-0.00066829i,-0.00050338-0.00036046i,-0.00093903+0.00081721i,-0.00017467+0.0013211i,0.00017509+0.00049147i,-0.00027891+6.8645e-05i,-0.00025781+0.00067201i,-0.00021474+0.0011198i,-0.00098607+0.00014831i,-0.0010199-0.00049693i,0.00021152-0.00011647i
-0.00078623-0.001925i,-0.0018679-0.0020232i,-0.0023721-0.0016516i,-0.003568-0.0010845i,-0.0035929-0.00038809i,-0.0007275+0.0008668i,0.00045785+0.0014041i,0.00026642+0.00046201i,0.00021786-0.00076861i,-0.00038669-0.0012787i,-0.00052426-0.00048727i,-0.00071029+0.00078728i,-0.00034919+0.00084342i,0.00074741+0.00071136i,0.00093762-7.7799e-05i,0.00051632-0.00071961i,-0.00021178-0.00089508i,-0.0008952-0.00049244i,-0.00059699-0.00075131i,-0.00039477-0.00060372i,-0.00049553+1.4779e-05i,-0.00074621+0.00014471i,-0.00073647-0.00024697i
0.00094814-0.00097774i,0.00072447-0.0022446i,0.00054751-0.00292i,-0.00029829-0.0019957i,-0.0013407-0.00075665i,-0.0015549-0.00032522i,-0.0014176-0.00018751i,-0.00042169-0.00036633i,0.00038842-0.00025837i,0.00065919+0.00032228i,0.00053149+0.00027737i,-0.00025973-0.0006728i,-0.00051441-0.00092786i,-1.2881e-05-0.00040008i,0.00049927-1.8578e-05i,0.00074418-0.00018324i,0.00092405-0.000117i,0.00042996+0.00077325i,-3.9504e-05+0.00069349i,0.00031263-2.6298e-05i,-1.0297e-06-0.00049599i,-0.0012274-0.00035752i,-0.0016809-2.8259e-05i
0.0010334+0.0024873i,0.0010202+0.0023235i,0.00080916+0.0014676i,0.00080793+0.00033111i,0.00055063-0.00059255i,0.00066202+0.00041956i,1.2478e-06+0.0007978i,-0.00098563-0.00011825i,-0.0012265-0.00060318i,-0.00077354-0.00075911i,6.8193e-05-0.00044574i,0.00022848+0.00015661i,-4.4175e-05+0.00061814i,-0.00076674+0.00069041i,-0.0012066+0.0001936i,-0.0007552-0.00022387i,-0.00026737-0.00023905i,0.0002192-0.0005705i,4.355e-05-0.00051489i,-0.00019832+0.00012329i,-0.00065269+0.0006518i,-0.00075266+0.00013372i,-0.00043681-6.7608e-05i
-0.00096437-0.0002833i,-0.0011452-0.0010988i,-0.00097772-0.00199i,-0.00067395-0.0016818i,-0.0016353-0.00099568i,-0.0019246-0.00063693i,-0.00069347+8.577e-05i,-0.0002973-0.0003038i,-0.00076854-0.00060813i,-0.00075134+0.00025547i,-0.00025897+0.00044339i,-8.6094e-05+0.00030894i,-0.00079141+0.00019322i,-0.00091638+0.00029691i,-0.00024171+0.00045102i,-0.00053903-0.00031042i,-0.00041416-0.00043826i,0.00038415-1.4628e-05i,0.00011136-4.1019e-05i,-0.00017807+2.1243e-05i,-0.00064365+0.00037417i,-0.00042181+0.0010814i,0.00038938+0.0011109i
-0.00023179-2.2069e-05i,-1.2756e-05-0.00030536i,0.00035812-0.0020718i,-1.5361e-05-0.0024273i,-0.00069811-0.00091971i,-8.9159e-05-0.00014621i,0.00086873+0.00064638i,0.00068382+0.00029633i,-4.2403e-05-0.00096835i,5.3039e-07-0.0011112i,0.00052133-0.00014806i,0.00031858+0.00078164i,0.00036393+0.0011097i,0.00055827+0.0010216i,0.00018278+0.00011729i,-0.00023423-0.00082145i,-0.0002768-0.00069739i,-0.00015284-0.0010427i,8.6559e-05-0.0010901i,-0.00023076+0.00027624i,-0.00041392+0.00077906i,-0.00022217+0.00060039i,-0.00026983+0.00036221i
0.0003192-0.0023496i,-0.000468-0.0028882i,-0.0011668-0.0024438i,-0.0014211-0.0021993i,-0.00086629-0.0020511i,6.8201e-05+0.00028117i,0.00028197+0.0012432i,0.00054393+0.00013183i,0.00067337-0.00066926i,-9.5692e-05-0.00071778i,-0.00010256-0.00042892i,-1.8406e-05-1.8771e-05i,-0.0001253+0.00041756i,-0.00016635+0.00090256i,-0.0003931+0.00016282i,-0.00026271-0.00052331i,0.00049327+8.9201e-05i,7.1258e-05-9.9053e-05i,-0.00050254-0.00023006i,-0.00064201+0.0001839i,-0.00097469-0.00019277i,-0.0006455-0.00080918i,-0.00052806-0.00094948i
0.00030912+0.0023073i,0.001078+0.0011197i,0.0014415+2.2432e-05i,0.0014529-0.00034047i,0.00020217-0.00096519i,-0.0009218-0.0018281i,-0.00053191-0.00083625i,3.1675e-05+0.00039845i,5.9303e-05+0.00090426i,0.00054748+0.0010584i,0.0010075-0.00014737i,0.00020667-0.0010745i,-0.00070544-0.00053319i,-0.00073899+0.00022244i,-0.00024425-5.8723e-05i,3.789e-06-0.00056868i,-0.00019252-0.00032795i,-0.00057517-0.00034932i,-0.00025176+0.00041862i,0.00049789+0.0011563i,0.00058252+0.00070654i,0.00027097+0.00072696i,-0.00045702+0.00066714i
-0.00037671-0.0016363i,-0.00087175-0.0015658i,-0.00092731-0.0020199i,-0.00062958-0.0019869i,-0.00083433-0.0012726i,-0.00096985+0.00018184i,-0.00062054+0.00081629i,-0.00042987+0.00011506i,-0.0003498-0.00061215i,-0.00057521-0.00080843i,-0.00094169-0.00082471i,-0.00052069-0.000176i,3.2625e-05+0.00048731i,-0.00022003+0.00056456i,-0.0005184+5.358e-05i,-0.0004548-0.00069888i,7.511e-05-0.00062016i,0.0004612+4.9808e-05i,0.00022009+0.00082406i,0.00030247+0.00079881i,-4.4871e-05-9.5706e-05i,-0.00022672-6.7794e-05i,-9.0179e-05+0.00059977i
-0.00086306-0.00089603i,-0.00081944-0.00044631i,-0.00069644-0.00010958i,-0.0011821-0.00029782i,-0.0017016-6.7084e-05i,-0.00085437+0.00020975i,0.00024317-0.00023671i,0.00032514-0.00082468i,0.00046125-0.0005267i,0.00086378-0.00049334i,-9.8905e-05-0.0006766i,-0.0011261-0.00040905i,-0.00058525-0.00064787i,-0.00028549+3.3137e-06i,-9.7989e-05+0.00044231i,1.0516e-05+0.00017917i,-0.00015252+0.00027088i,0.00064781-2.1425e-05i,0.00049539-0.00026651i,-0.00083139-0.00050026i,-0.00073028-0.00030179i,0.00034969+0.000428i,0.00085055+0.00082826i
0.00084408+0.00042934i,0.0011544+0.00088942i,0.0015912+0.00028804i,0.00045254-0.00041969i,-0.00060292-0.00054951i,-0.00069054-0.00021312i,-3.9082e-06+0.00047085i,-0.00017233+0.00018339i,-0.00051329-0.00064513i,-0.00070751-0.00024392i,-0.00091155+0.00019875i,-0.00049095+0.00019903i,-0.00026099+0.00039878i,0.00029849+0.00016106i,0.00055568+0.00035699i,0.00012069+0.00030414i,-0.0001972+0.00011159i,0.00017035+5.825e-05i,0.00042647+0.00024841i,0.00013303+0.00043635i,-1.9327e-05+0.00037804i,-0.00033265+0.00038989i,-0.00054553-0.00027666i
-0.00018+0.00078333i,3.0028e-05+0.00098679i,0.00065454+0.0010429i,-3.5698e-05+0.00016853i,-0.00074245-0.0013329i,-0.000228-0.00037327i,0.00033843+0.00086858i,0.00025426+0.00019555i,-0.00048899-0.00082511i,-0.00049882-0.001014i,-0.00075994-0.00046404i,-0.001183-0.00026602i,-0.00076317+0.00028236i,-0.000203+0.00034528i,-0.00043761-0.00032383i,-0.0004066-0.0013493i,0.0003727-0.0011403i,0.00057221+3.0762e-05i,0.00029616+0.00033385i,2.9841e-05+0.00012572i,-0.0004673+0.0001541i,-0.00082301+0.00035431i,-0.00033348+0.0010618i
-0.001048+5.6934e-05i,-0.00021499-0.00065148i,0.00025026-0.00076673i,0.00030845-0.00034421i,-0.00020073+7.497e-05i,-0.00079445-1.3987e-05i,-0.00073876-0.00038446i,-0.00097377-0.0001424i,-0.00080152+4.9083e-05i,-0.00016439-0.00045199i,0.00027407-0.0004794i,-0.00048428-0.00057555i,-0.00063355-0.00098334i,8.4103e-05-0.0014404i,0.000137-0.0016715i,0.00087741-0.00059802i,0.000577+0.00056762i,-0.00050468+0.00084856i,-0.00054228+0.00083582i,-0.00054744+0.00067023i,-0.00088296+0.00014128i,-0.00082406-0.00033413i,-5.5985e-05-6.2136e-05i
0.0020698-1.8575e-05i,0.001403-0.0010142i,0.0013914-0.002497i,0.00080188-0.0026848i,-0.00021826-0.0019829i,-0.00091126-0.00044547i,-0.00093102+0.00051084i,-0.00049029+3.0532e-05i,0.00010718-0.0011366i,5.0453e-05-0.0016612i,-0.00046897-0.00072045i,-0.00074359+0.00082498i,-0.00087274+0.0014797i,-0.00082661+0.0012854i,0.00045098+0.00030478i,0.0011003-0.00040803i,0.00073964-2.0519e-05i,0.00024628+0.00064208i,-0.00032509+0.00074868i,-9.919e-05+0.00063018i,0.00028847+0.00020776i,-5.7238e-05-0.00061442i,-0.00022581-0.00015689i
0.00061568-0.0012022i,3.3887e-05-0.0019165i,-0.0012981-0.0035818i,-0.0016835-0.0038724i,-0.0020791-0.0019854i,-0.0018943-0.00012969i,-0.00064657+0.00028624i,0.00037386-5.6504e-05i,0.00052195-0.00047962i,-0.00035601-0.0006747i,-0.0005473+3.4771e-05i,0.00049427+0.0003032i,0.000878+7.5964e-05i,0.00069608+0.0005776i,2.8355e-05+0.00080783i,-0.00039243+0.00047457i,0.00042037+3.0874e-05i,0.00099933-0.00032718i,0.00082407+0.0001287i,0.00016991+0.00035294i,-0.00024783-0.00029666i,-0.00036348-0.00048304i,-0.00044213+3.0051e-05i
0.0017041-0.0010089i,0.001171-0.00147i,0.00041534-0.002333i,-0.00038611-0.0028287i,-0.0011125-0.0022244i,-0.00098834-0.00011362i,-0.00075168+0.0017747i,-0.00084896+0.0016667i,-0.0014109+0.00024305i,-0.00072328-0.00069395i,6.5669e-05-0.00038545i,-6.7901e-05-0.00043998i,-0.00017256-5.9928e-06i,-2.5699e-05+0.00079565i,0.00025222+0.00153i,-0.0002047+0.00095837i,-0.00026614-0.00023336i,0.0003825-0.00051314i,0.00051346-0.00034229i,4.499e-05-0.00037285i,-0.00036539-0.00023625i,-0.00067892+0.00055105i,-0.001086+0.00025525i
0.0012219-0.00010429i,0.0011916-0.00069324i,0.0012908+0.0003821i,0.001222-0.00011885i,0.00096287-0.0015495i,0.0010956-0.00080463i,-9.243e-05+0.00056219i,-0.00078626+0.00038979i,-0.00030077+0.00012834i,-0.00046015+0.00027292i,-0.0013261+0.00028568i,-0.0015134-9.7097e-05i,-0.0012966-0.00063736i,-0.0012672-0.00032338i,-0.00010402+0.00040013i,0.00052034+0.00044113i,-0.00014402-0.00032684i,-0.000497-0.00041236i,-0.00033513+0.0002063i,-0.00017333+0.00061756i,-2.1622e-05+0.00055435i,0.00020018+0.00048962i,0.00048818+0.00031228i
-0.00043141+0.00045932i,-0.00056533+0.00071444i,-0.00011107+0.00043489i,0.0003381+0.00018909i,0.00039898-0.00027093i,0.0011216-0.00058597i,0.0018668-0.00043552i,0.0012998-0.00050459i,3.1604e-05-0.00076755i,-0.00072628-0.00072608i,-0.0005931-0.0012527i,-0.00055155-0.0015855i,-0.00087726-0.00058079i,-0.00070176+0.00041969i,-7.881e-05+0.00067475i,-0.00028298+2.6415e-07i,-0.00062236-0.00025867i,-0.0003085+0.00046496i,8.2113e-05+0.0007383i,0.00012096+0.00038913i,-0.00011891+0.00015551i,-0.00013734+0.00035357i,2.5669e-05+0.0001365i
0.0002963+0.0016607i,-0.00033335+0.0017456i,0.00028305+0.00035405i,8.769e-05-0.0016443i,-0.00030652-0.0024489i,-0.00016247-0.0014887i,-0.0001806-9.7703e-05i,-0.00033912+0.00035717i,-0.00024831+0.0004296i,-3.0573e-05+0.00016338i,0.00041973-0.00048826i,0.00061189-0.00019557i,-0.00034219+0.0003825i,-3.8234e-05+0.00029695i,0.00038759-1.994e-05i,0.00042924+0.00018084i,0.00047629-0.0003384i,5.3075e-05-0.00098699i,4.0789e-05-0.00024331i,0.00018546+6.6374e-05i,5.4408e-05-0.00051892i,-0.00070623-0.001197i,-0.00050235-0.00016782i
-0.00018316+0.00032627i,4.2999e-05-0.0016074i,-5.8132e-05-0.0024188i,-0.00072219-0.0025204i,-0.00097356-0.0012345i,-0.00076605+0.00036703i,-0.00047145+0.00026853i,-0.00039443+3.124e-05i,-0.00065121+0.00019605i,-0.00079043+0.00013371i,-0.00080818+0.00015564i,-0.00034663-0.00014816i,0.00016516-0.00036232i,6.2287e-05-6.4026e-05i,3.3145e-05-4.1859e-05i,0.00044992+0.00049217i,0.000466+0.001171i,0.0004867+0.00066667i,0.00074635+0.00061985i,-0.00013306+0.0006547i,-0.00035653+0.00024953i,-0.00013744+6.7761e-05i,-0.00013274-0.0001144i
0.00012962+0.0010488i,-2.2597e-05+0.0010152i,2.98e-05+0.00087805i,-0.00052305-9.921e-05i,-0.00067124-0.001152i,-9.8435e-05-0.00059928i,0.00041639+0.00079791i,-0.00082112+0.00060267i,-0.0013514+0.00053913i,-0.00105+0.00043033i,-0.00054387-0.00044741i,-0.00076879-0.00084564i,-0.00076628-0.001364i,-0.00041994-0.0010206i,-0.00050241-5.9042e-05i,-0.00021265+0.00035466i,-0.0002527+6.6079e-05i,-0.00015678-0.00010634i,0.00087296+0.00012891i,0.00046612+0.00052554i,-0.00018063+0.00051882i,-0.00052191+0.00035511i,-0.0010522+0.00074514i
-0.00026856+0.0018217i,-0.00032014+0.0012858i,0.0002847+0.00082935i,0.00076658+1.1078e-05i,0.00020514-0.00076231i,-0.00036378-6.3022e-05i,-0.00024407+0.00079734i,7.3341e-06+0.00056665i,0.00038657+0.00028096i,0.00039076+0.00010799i,0.00042995-0.00042262i,-0.00036862-0.000732i,-0.00033864-0.00021303i,-0.00018104+0.00028562i,-0.00041493+0.00071297i,0.00032527+0.00096948i,0.00094244+0.00068065i,0.00034539-0.00022051i,0.00029216-0.00029159i,0.00095418+0.00026289i,0.00096809+0.00050609i,0.00048206+0.00035255i,-0.0002289-0.0003398i
-0.00057797-0.001882i,-0.0022969-0.0020375i,-0.0026615-0.0010313i,-0.0020293-0.00074995i,-0.001148-0.000841i,0.00040629-8.4581e-05i,0.001213+0.00040012i,0.00081083+0.0001405i,7.1851e-05-0.00045131i,-0.00030587-0.00052654i,1.6872e-05+0.00021509i,0.00038333+0.00049154i,0.00059636+0.00018202i,0.00018416+0.00025894i,-0.00024345+0.00026107i,0.00043689-0.00014064i,0.00090603-0.0001659i,0.0007631+0.00044479i,0.00020039+0.00015236i,-0.00018949-0.00037974i,-0.0003431-0.00066149i,-0.00020405-0.00014497i,-0.00081053+0.00063091i
0.0011927+5.9468e-05i,0.0017615-0.0011743i,0.0012158-0.0015167i,3.4265e-05-0.001618i,-0.0010519-0.0014934i,-0.0010433-0.00010851i,-0.0002511+0.00063075i,0.00031022+0.00016547i,0.0007558-0.00014177i,0.00062295+0.00013331i,-3.4185e-05-0.00036911i,-0.0001989-0.00078417i,-0.00010778+2.0716e-05i,-0.00046845+0.00078261i,-0.00039447-1.5989e-05i,-0.0004951-0.00048536i,-0.00053503-0.00065828i,-0.00069585-0.00052158i,-0.00067488+0.00015124i,-0.00015929+0.0010739i,0.00016891+0.00090501i,-0.00018172-5.7979e-05i,-7.6023e-05-0.00047927i
0.00070958+0.0001146i,0.00090191-0.0012497i,0.00055843-0.0024473i,-0.0014191-0.0019658i,-0.0021958-0.00051124i,-0.00046362+0.00042478i,0.00098568+0.00058326i,3.7406e-05-0.00032965i,-0.0010238-0.0010333i,-0.0008883-0.00087932i,0.00023396-0.00043178i,0.00032517-0.00027718i,-0.00052022-0.00075073i,0.0001822-0.00041766i,0.00084536+0.00051696i,0.00081525+0.00043485i,0.00051816-0.00041088i,-0.00016405-0.00043326i,-0.00036887-0.00030038i,7.2179e-05-0.0001374i,-0.0004866+0.00053354i,-0.00096481+0.0011739i,-0.00044467+0.0011193i
