-0.0034366-5.6425e-05i,-0.001829-0.001173i,-0.0030507-0.0026536i,-0.0029323-0.0017448i,-0.0023405+0.0020599i,-0.00052571+0.0035886i,0.0015814+0.0031623i,0.0011989+0.0017625i,0.00061402+3.8644e-05i,0.0009226-0.00077561i,0.00012251-0.00074418i,0.00028928-0.00055175i,0.00055215-0.00082375i,0.00011528-0.0012455i,7.9293e-05-0.00070821i,0.00015534-1.3708e-05i,0.00011017+0.0001884i,0.00043586+3.9986e-05i,0.0014283+0.00010302i,0.0006452+0.0003204i,-0.0010341+0.00048105i,-0.00094518-2.7472e-05i,-0.00038253-0.00018711i
-0.048493-0.25106i,-0.13423-0.22265i,-0.1904+0.0025403i,-0.12015+0.2287i,0.045243+0.30133i,0.15543+0.24213i,0.13026+0.13416i,0.044187+0.063036i,0.0093992+0.043137i,0.015385+0.016093i,0.013174-0.0093966i,0.0095263-0.01044i,0.0093756-0.0077987i,0.0068234-0.017135i,0.0053886-0.041488i,0.0071453-0.06621i,0.015498-0.073471i,0.02335-0.063848i,0.019765-0.039877i,0.0099106-0.014083i,-0.0044399-0.0026298i,-0.020041-0.0031462i,-0.024442-0.0031489i
0.3374-0.039725i,0.39851-0.10136i,0.29599-0.16i,0.17643-0.25783i,0.10191-0.39319i,0.010749-0.40547i,-0.044994-0.23992i,-0.021634-0.08356i,0.0020794-0.023429i,0.0072008+0.0012069i,0.012155+0.0036563i,0.011592-0.0075416i,0.0129-0.014125i,0.013945-0.011462i,0.012491+0.0061513i,0.010608+0.022778i,0.0019507+0.014445i,-0.006653-0.012774i,-0.012675-0.039912i,-0.027744-0.050321i,-0.040159-0.034992i,-0.031026-0.0087734i,-0.011495+0.0042034i
0.12442+0.33963i,0.23835+0.37991i,0.25787+0.20892i,0.1164+0.017188i,-0.075687-0.049345i,-0.13332-0.018188i,-0.038943+0.0044745i,0.039687-0.02172i,0.028036-0.034676i,0.0018548-0.022181i,-0.018217-0.023695i,-0.045241-0.018749i,-0.045542-0.0037436i,-0.022484-0.0035471i,-0.0051159-0.0088565i,0.0061565-0.010066i,0.011655-0.0011794i,0.0061722+0.015209i,0.0020986+0.031656i,0.016827+0.045076i,0.040873+0.045031i,0.043722+0.032267i,0.028314+0.021942i
-0.37637+0.15562i,-0.42341+0.21067i,-0.2566+0.13711i,-0.047493+0.066714i,0.094711+0.10648i,0.16586+0.080476i,0.11912-0.045253i,0.0291-0.086894i,0.0065856-0.047757i,0.014757-0.020225i,0.015822+0.0037901i,0.023704+0.03013i,0.029301+0.037421i,0.028439+0.031662i,0.032662+0.024565i,0.038286+0.015705i,0.039041+0.0064204i,0.042191+0.005295i,0.044753+0.0033107i,0.032922-0.013238i,0.0045788-0.031162i,-0.018815-0.031293i,-0.022789-0.016262i
-0.28357-0.32145i,-0.44009-0.28047i,-0.36669-0.0015133i,-0.093154+0.18996i,0.089949+0.097498i,0.027981-0.03483i,-0.11442-0.019376i,-0.13377+0.030506i,-0.072674+0.013763i,-0.045006-0.0073089i,-0.031291+0.0064592i,-0.0079485+0.0086005i,-0.0035253+0.001428i,-0.024187+0.012175i,-0.054614+0.035342i,-0.067732+0.06051i,-0.051555+0.072278i,-0.024142+0.062107i,-0.0079231+0.036022i,-0.012483+0.01045i,-0.023384+0.0028056i,-0.022427+0.0061938i,-0.013018+0.0044822i
0.25728-0.32663i,0.19154-0.41109i,-0.096304-0.28024i,-0.32986-0.071895i,-0.3353+0.064643i,-0.22662+0.1674i,-0.071501+0.23877i,0.032901+0.203i,0.036176+0.11206i,0.027549+0.050218i,0.032017-0.001389i,0.01603-0.033396i,-0.0007342-0.023646i,0.0064157-0.0053644i,0.036583-0.0055362i,0.064327-0.016783i,0.068837-0.018964i,0.048988-0.0089137i,0.018709+0.011362i,0.0090799+0.036326i,0.021951+0.040717i,0.030434+0.01732i,0.024364-0.0065605i
0.38911+0.18705i,0.53038+0.16925i,0.44972+0.077643i,0.24128+0.064811i,0.11519+0.12505i,0.16378+0.096446i,0.2343-0.035214i,0.1874-0.112i,0.090894-0.064957i,0.038072-0.012431i,0.0023343+0.00090398i,-0.026243+0.015093i,-0.031375+0.018084i,-0.034572+0.0075341i,-0.050339+0.0056103i,-0.065744+0.010398i,-0.063373+0.0052067i,-0.041869-0.010025i,-0.022159-0.026109i,-0.019128-0.039202i,-0.025996-0.04438i,-0.029573-0.03289i,-0.022185-0.013444i
-0.11067+0.33859i,-0.11122+0.34949i,-0.1199+0.11859i,-0.16698-0.073252i,-0.15791-0.086033i,-0.12712-0.11534i,-0.16858-0.18351i,-0.17402-0.15222i,-0.07983-0.083295i,-0.0099479-0.068204i,-0.005037-0.06747i,-0.0044414-0.054093i,0.0011169-0.052858i,-0.0048786-0.067165i,-0.012762-0.07496i,-0.019606-0.064456i,-0.035234-0.034561i,-0.047428-0.0048754i,-0.043815+0.0016734i,-0.030491-0.0026171i,-0.01097+0.0038076i,0.0087068+0.013185i,0.015894+0.014396i
-0.35722-0.034119i,-0.43674-0.0083554i,-0.24767-0.021967i,-0.018386-0.1075i,-0.025271-0.13687i,-0.14914-0.01415i,-0.19573+0.14017i,-0.15816+0.16692i,-0.10189+0.095771i,-0.054137+0.051936i,-0.0083773+0.054359i,0.017602+0.050766i,0.016893+0.034356i,0.015071+0.033137i,0.020401+0.046585i,0.028858+0.04809i,0.034256+0.030903i,0.033723+0.016869i,0.031764+0.016506i,0.030957+0.020813i,0.027297+0.019831i,0.020657+0.015181i,0.014331+0.0136i
-0.048852-0.29111i,-0.18852-0.30396i,-0.35389-0.11198i,-0.38849+0.079141i,-0.23654+0.11081i,-0.019335+0.089494i,0.16237+0.090624i,0.21849+0.05918i,0.14846+0.015165i,0.071259-0.0019291i,0.030482-0.02353i,0.0037007-0.039664i,0.0062069-0.025283i,0.015052-0.02171i,-0.0092281-0.040359i,-0.046813-0.047535i,-0.062216-0.037071i,-0.044551-0.020648i,-0.0099889-0.015299i,0.006625-0.033209i,-0.0072019-0.053361i,-0.028194-0.051001i,-0.034434-0.035872i
0.30447-0.054133i,0.44933-0.18526i,0.44485-0.29426i,0.32767-0.30498i,0.20051-0.26255i,0.13543-0.25442i,0.11052-0.28544i,0.075555-0.25772i,0.037243-0.14223i,0.038634-0.035061i,0.058049-0.0018542i,0.053123-0.0047163i,0.040453+0.0080542i,0.054203+0.036933i,0.0925+0.058161i,0.12589+0.055886i,0.12149+0.035358i,0.076305+0.015641i,0.023733+0.013823i,-0.002853+0.032076i,-0.0010159+0.052404i,0.0086959+0.055766i,0.011913+0.042991i
0.032797+0.20038i,0.09418+0.23764i,0.084592+0.17679i,0.023471+0.14746i,0.030373+0.15951i,0.026362+0.10491i,-0.070921+0.033343i,-0.1247+0.01781i,-0.084561+0.0098765i,-0.065496-0.0080677i,-0.086179+0.0049373i,-0.088328+0.032216i,-0.075579+0.032232i,-0.080673+0.0091276i,-0.097558-0.015067i,-0.096826-0.030685i,-0.064121-0.035957i,-0.021278-0.033887i,-0.0015454-0.030841i,-0.002316-0.031952i,-0.0094822-0.040172i,-0.018965-0.04548i,-0.022398-0.032089i
-0.21571+0.010434i,-0.26836-0.010554i,-0.17881-0.13667i,-0.074295-0.25065i,-0.07884-0.15848i,-0.097006+0.062869i,-0.058764+0.20175i,-0.011767+0.2118i,0.015296+0.13962i,0.018423+0.060019i,0.032616+0.021118i,0.053683-0.0037083i,0.038455-0.019774i,0.021958-0.018001i,0.02968-0.017807i,0.024946-0.017039i,-0.0059549-0.0065879i,-0.032498+0.0019615i,-0.030751-0.0020187i,-0.011197-0.017932i,0.0065858-0.032318i,0.013728-0.034778i,0.015682-0.032578i
-0.098672-0.14082i,-0.23251+0.0028736i,-0.28306+0.31491i,-0.21174+0.51074i,-0.13336+0.45414i,-0.044714+0.29281i,0.10058+0.14068i,0.16458-0.0081363i,0.098202-0.085015i,0.029842-0.06615i,-0.0058429-0.029952i,-0.032057-0.0060132i,-0.035094+0.0016472i,-0.037368+0.012039i,-0.044469+0.055778i,-0.02352+0.10075i,0.012048+0.10271i,0.027114+0.075705i,0.020451+0.05448i,0.0095651+0.048056i,0.002622+0.044912i,-0.0008754+0.039158i,0.00012556+0.032255i
0.248-0.097739i,0.29732-0.31007i,0.13666-0.52586i,-0.1304-0.58066i,-0.26431-0.43245i,-0.18849-0.21909i,-0.062959-0.13331i,-0.02414-0.1221i,-0.012119-0.071358i,0.025504-0.054161i,0.029567-0.095219i,0.0061973-0.10888i,0.014588-0.084097i,0.0459-0.082768i,0.056626-0.11954i,0.031131-0.15199i,-0.0047017-0.14164i,-0.016834-0.090644i,0.0011666-0.034905i,0.028225-0.0085878i,0.043872-0.012699i,0.043292-0.02444i,0.029766-0.026389i
0.13625+0.14432i,0.33023+0.10801i,0.48795-0.034421i,0.4719-0.16971i,0.30273-0.2481i,0.073918-0.23028i,-0.089878-0.070035i,-0.086684+0.085978i,-0.0091362+0.11223i,0.027184+0.092i,0.048904+0.095376i,0.068537+0.08226i,0.053114+0.054343i,0.020701+0.063324i,0.005335+0.10347i,0.0093519+0.12145i,0.011369+0.089639i,-0.0061106+0.034984i,-0.02802+0.0071949i,-0.028936+0.015743i,-0.012894+0.031076i,5.2774e-05+0.03946i,0.0088119+0.041172i
-0.16342+0.013902i,-0.21886-0.070831i,-0.28275-0.25532i,-0.29413-0.32342i,-0.19258-0.16397i,-0.095027+0.019977i,-0.062764+0.10442i,-0.0056663+0.1304i,0.044334+0.091268i,0.022266+0.041095i,-0.017284+0.015312i,-0.032504-0.0025758i,-0.026813-0.007386i,-0.020223-0.02772i,-0.036704-0.066328i,-0.049755-0.073297i,-0.023301-0.046804i,0.016585-0.023398i,0.026428-0.021825i,0.0039789-0.024708i,-0.018255-0.019863i,-0.025424-0.016263i,-0.02904-0.010782i
-0.12474+0.069005i,-0.10017+0.3564i,0.2069+0.66702i,0.58798+0.68902i,0.62208+0.43579i,0.37762+0.17143i,0.18232+0.0021741i,0.058847-0.09595i,-0.028453-0.10244i,-0.044788-0.049982i,-0.0098767+0.0020617i,0.027215+0.029099i,0.033612+0.033134i,0.036924+0.044468i,0.066413+0.052429i,0.085948+0.028475i,0.066927-0.011017i,0.034015-0.03834i,0.00667-0.039109i,-0.012141-0.023896i,-0.015909-0.010436i,-0.0088463-0.0031418i,-0.0028396-0.0026726i
0.023619-0.076069i,-0.1371-0.099553i,-0.39826+0.018202i,-0.59756+0.20972i,-0.53012+0.28846i,-0.23712+0.20486i,-0.024578+0.048919i,0.01169-0.033518i,0.012499-0.033711i,0.0050523-0.039568i,-0.039621-0.036314i,-0.064507-0.0092541i,-0.053309-0.0013434i,-0.056856-0.010949i,-0.083047+0.0048517i,-0.088801+0.050039i,-0.056867+0.082382i,-0.011515+0.077596i,0.015281+0.045863i,0.018359+0.01566i,0.01436+0.0039678i,0.0029198+0.0038356i,-0.013285+0.0099724i
0.11266+0.0037943i,0.3795-0.14545i,0.63665-0.42538i,0.52903-0.64927i,0.10821-0.55802i,-0.12241-0.20429i,-0.011018+0.046401i,0.11387+0.06849i,0.10845+0.011695i,0.06706-0.04252i,0.042792-0.083909i,0.028531-0.095271i,0.01974-0.06547i,0.042837-0.022369i,0.093007-0.021865i,0.11673-0.053135i,0.1016-0.055368i,0.07144-0.023867i,0.04573+0.0011323i,0.023336+0.00079919i,-0.00097439-0.0083386i,-0.0083635-0.010616i,0.0011397-0.01501i
-0.12825-0.22468i,-0.31764-0.36154i,-0.57856-0.34551i,-0.61385-0.16572i,-0.33581+0.0014004i,-0.12098+0.081204i,-0.10637+0.16256i,-0.062467+0.20619i,0.031154+0.1604i,0.074276+0.10235i,0.068791+0.081326i,0.053485+0.069821i,0.038957+0.035761i,-0.0030876+0.0056004i,-0.061816+0.018804i,-0.08368+0.042326i,-0.066249+0.028071i,-0.050198-0.0081942i,-0.045654-0.027338i,-0.031626-0.023604i,-0.0097143-0.012217i,0.0043927-0.003161i,0.0078636-4.8065e-05i
0.28132+0.0051218i,0.4811+0.11351i,0.67292+0.092465i,0.74713-0.13488i,0.53105-0.30799i,0.15664-0.28453i,-0.053235-0.16966i,-0.0973-0.067988i,-0.097413+0.0079038i,-0.067126+0.041584i,-0.037749+0.018373i,-0.029237+0.0081449i,-0.00066413+0.023435i,0.037989+0.00066677i,0.03938-0.040271i,0.0039207-0.043858i,-0.032874-0.0035308i,-0.03815+0.040581i,-0.017238+0.05517i,-8.1395e-05+0.049553i,0.0062717+0.031224i,0.0050503+0.0087583i,0.0017115-0.0030191i
0.078705+0.32552i,-0.037052+0.64368i,-0.11627+1.0715i,0.019401+1.3142i,0.1768+1.0129i,0.12562+0.46689i,0.0014461+0.15611i,-0.0083926+0.048417i,0.033263-0.020034i,0.045301-0.041521i,0.043369-0.017947i,0.037647+0.0015507i,0.022431+0.012679i,0.013239+0.040517i,0.029119+0.068192i,0.060001+0.066537i,0.07845+0.041243i,0.074838+0.0088546i,0.052549-0.016279i,0.019604-0.035489i,-0.0090994-0.046137i,-0.021879-0.033658i,-0.01745-0.0096332i
-0.028516+0.2702i,0.19074-0.013948i,0.33279-0.66842i,0.037121-1.0109i,-0.30543-0.60324i,-0.18511-0.080967i,0.043779+0.014765i,0.037372-0.022058i,-0.0026235+0.023771i,0.0051934+0.039803i,-0.010247+0.030142i,-0.020497+0.041466i,-0.013092+0.052165i,-0.0043998+0.046416i,-0.0095092+0.029081i,-0.021531+0.017415i,-0.010245+0.0089214i,0.017686-0.0054637i,0.036784-0.023883i,0.04466-0.033518i,0.047104-0.024022i,0.033488-0.01079i,0.0057303-0.0027594i
-0.73256-0.10811i,-1.0493+0.04828i,-0.99125+0.38419i,-0.57867+0.52978i,-0.18185+0.29052i,-0.025128+0.07112i,0.028721+0.092078i,0.095523+0.11935i,0.11118+0.022152i,0.052595-0.083275i,0.0021098-0.11111i,-0.010062-0.10292i,-0.024411-0.082616i,-0.03923-0.033776i,-0.023999+0.0061701i,-0.0052496+0.010966i,-0.011103+0.018831i,-0.021471+0.048352i,-0.017582+0.063934i,-0.013779+0.045592i,-0.026243+0.013036i,-0.037414-0.0089004i,-0.026666-0.015544i
0.17238-0.75388i,0.26311-0.9618i,0.22357-0.85919i,0.0023641-0.61874i,-0.25893-0.31635i,-0.42544-0.031869i,-0.42278+0.092925i,-0.29255+0.10077i,-0.13566+0.11272i,-0.019408+0.113i,0.014537+0.082424i,0.0036434+0.062869i,0.0073069+0.038736i,-0.0019523-0.0060681i,-0.041018-0.023893i,-0.06562+0.0059208i,-0.051431+0.034418i,-0.021627+0.02505i,-0.00021977-0.0016689i,0.01624-0.018164i,0.029131-0.01951i,0.030897-0.010815i,0.021802-0.0064308i
0.65343+0.066719i,0.84872+0.37515i,1.018+0.74862i,1.1832+0.73773i,0.96227+0.35945i,0.48182+0.12997i,0.24909+0.11425i,0.19321+0.0088289i,0.086881-0.11346i,0.0027199-0.12202i,-0.036659-0.077487i,-0.054706-0.0027345i,-0.031653+0.052498i,-0.0035201+0.051747i,0.0099438+0.043225i,0.014649+0.041081i,-0.0065975+0.032008i,-0.046389+0.031274i,-0.065473+0.048453i,-0.043376+0.064299i,0.00069044+0.055023i,0.029128+0.022934i,0.0324-0.0020663i
0.34306+0.38211i,0.1937+0.017939i,-0.46864-0.51865i,-1.0236-0.49977i,-0.82709-0.10043i,-0.34926+0.011507i,-0.18599-0.049861i,-0.1591+0.0046789i,-0.071193+0.065034i,0.014105+0.07624i,0.076751+0.047744i,0.1007-0.018163i,0.088197-0.050919i,0.089518-0.058072i,0.097642-0.094015i,0.084089-0.14303i,0.062155-0.16185i,0.04031-0.13997i,0.019081-0.095756i,0.0032881-0.058539i,-0.008673-0.041378i,-0.013168-0.031437i,-0.0059436-0.01646i
-0.47632+0.94066i,-0.28113+1.4899i,0.28452+1.5426i,0.65223+0.96229i,0.50449+0.26059i,0.27402-0.064213i,0.23828-0.11516i,0.20817-0.1097i,0.12428-0.059205i,0.052223-0.012327i,-0.0063833+0.019516i,-0.041347+0.057598i,-0.05282+0.075513i,-0.064023+0.088526i,-0.081498+0.11537i,-0.087286+0.13541i,-0.061273+0.11522i,-0.0085291+0.044612i,0.021371-0.030501i,0.005944-0.039959i,-0.011065+0.014127i,-0.013273+0.059079i,-0.014257+0.067808i
-0.85473-0.64464i,-1.0952-0.81583i,-0.89003-0.65636i,-0.44775-0.30196i,-0.12912-0.089078i,-0.1288-0.027275i,-0.27411+0.057583i,-0.2439+0.1543i,-0.077147+0.13281i,-0.001977+0.034387i,-0.013772-0.012904i,-0.016178-0.0016752i,-0.0017522+0.018683i,0.0049598+0.021098i,0.022781+0.029923i,0.067876+0.062665i,0.10859+0.090601i,0.11325+0.088708i,0.083218+0.046945i,0.038764-0.014857i,0.0022892-0.056851i,-0.0087029-0.062507i,-0.0044002-0.044544i
0.49444-0.55982i,0.71579-0.70062i,0.77343-0.62908i,0.53566-0.53104i,0.11973-0.26601i,-0.12769+0.10167i,-0.12484+0.21916i,-0.098081+0.11284i,-0.1396+0.051604i,-0.12265+0.073286i,-0.053699+0.048549i,-0.04149+0.0016218i,-0.04207+0.010399i,-0.0047858+0.010133i,0.0077246-0.036381i,-0.019175-0.079911i,-0.054068-0.083211i,-0.062262-0.029399i,-0.01092+0.033414i,0.057264+0.039172i,0.077988+0.00529i,0.058947-0.019646i,0.037036-0.030721i
0.30619+0.042117i,-0.1335+0.17805i,-0.73909+0.64415i,-0.64974+1.1313i,0.051433+1.1189i,0.53048+0.72274i,0.57957+0.35938i,0.45758+0.087037i,0.34228-0.14717i,0.24068-0.31618i,0.083957-0.32578i,-0.043476-0.19578i,-0.077014-0.11233i,-0.09654-0.12137i,-0.13246-0.12098i,-0.14829-0.053673i,-0.10593+0.03947i,-0.030309+0.071682i,0.0089664+0.030796i,0.0062152-0.012343i,-0.00015316-0.012978i,0.0031017+0.007715i,0.013648+0.027488i
0.38771+0.53391i,0.97198+0.55364i,1.3284+0.14047i,1.0189-0.42994i,0.23624-0.81522i,-0.41315-0.82772i,-0.57174-0.53949i,-0.40414-0.2294i,-0.26602+0.0067016i,-0.20068+0.22478i,-0.050722+0.30517i,0.10372+0.20461i,0.13982+0.085992i,0.13685+0.038449i,0.15837+0.01499i,0.14535-0.032921i,0.059516-0.084556i,-0.056959-0.095811i,-0.1236-0.045055i,-0.10995+0.022884i,-0.071829+0.051639i,-0.039271+0.054615i,-0.0015957+0.048542i
-0.7714+0.34424i,-0.89646+0.64444i,-0.62729+0.72811i,-0.084197+0.71141i,0.48491+0.77171i,0.83434+0.70563i,0.78758+0.38663i,0.47577+0.01659i,0.17447-0.24267i,-0.033732-0.32188i,-0.14896-0.23379i,-0.17397-0.089211i,-0.12937+0.014461i,-0.070429+0.02758i,-0.052042-0.0077871i,-0.033203-0.022931i,0.017652-0.033911i,0.07639-0.044592i,0.12368-0.05351i,0.12901-0.073708i,0.089636-0.070367i,0.035198-0.026994i,-0.0036392+0.027831i
0.092248+7.7745i,2.6065+6.3878i,6.2027+5.37i,7.467+2.4284i,6.2599-1.0907i,3.2805-3.0897i,0.49412-2.2087i,-0.47261-0.36804i,0.043385+0.58973i,0.75967+0.30284i,0.53189-0.5246i,-0.3978-1.0113i,-1.2808-0.99468i,-1.7114-0.58658i,-1.4974-0.055668i,-0.93681+0.28357i,-0.41819+0.28789i,-0.0796+0.07751i,0.11058-0.13329i,0.17231-0.2532i,0.16088-0.29773i,0.12482-0.25313i,0.11292-0.11082i
0.043624+0.060101i,0.12199+0.17419i,0.24997+0.19802i,0.43785+0.068035i,0.54348-0.0032917i,0.54226+0.068557i,0.48389+0.042331i,0.28998-0.099402i,0.043586-0.17859i,-0.069465-0.15186i,-0.046049-0.10355i,-0.0054021-0.065286i,-0.010877-0.029763i,-0.050111-0.016106i,-0.082422-0.016523i,-0.068566-0.036925i,-0.053968-0.094165i,-0.073669-0.11119i,-0.066438-0.056856i,-0.023933-0.012499i,0.010559-3.5414e-05i,0.032321+0.0037273i,0.043437-0.0080332i
-0.0012467+0.15958i,0.050155+0.09452i,0.086597-0.010268i,0.24282-0.11539i,0.45675-0.32496i,0.4401-0.55211i,0.12563-0.51549i,-0.15036-0.25385i,-0.21247-0.039536i,-0.18259+0.033815i,-0.13027+0.042179i,-0.074409+0.0094463i,-0.034426-0.023776i,0.0018369-0.033867i,0.0022675-0.042625i,-0.040077-0.033886i,-0.068197-0.019053i,-0.05691-0.028924i,-0.028509-0.04646i,0.0026353-0.047906i,0.032184-0.035723i,0.042601-0.026286i,0.038949-0.020957i
-0.12475+0.058102i,-0.093064+0.19156i,-0.022527+0.27044i,0.040733+0.195i,0.10938+0.055052i,0.1369-0.049434i,0.088138-0.10838i,-0.0069858-0.095986i,-0.060201-0.054929i,-0.073359-0.066011i,-0.10763-0.078969i,-0.11825-0.026267i,-0.097717+0.031808i,-0.087648+0.056452i,-0.068007+0.05553i,-0.026192+0.044661i,0.027774+0.045074i,0.049533+0.037442i,0.0053092+0.02449i,-0.053309+0.021526i,-0.084159+0.0074673i,-0.091549-0.014034i,-0.074292-0.019242i
0.24249-0.21156i,0.45758-0.1538i,0.69144-0.028898i,0.57345+0.094015i,0.042429+0.25384i,-0.35344+0.40256i,-0.3121+0.36646i,-0.11992+0.17597i,-0.037264+0.04635i,-0.018695+0.074429i,0.015046+0.13568i,0.038475+0.12043i,0.023+0.066562i,-0.0099734+0.046846i,-0.037926+0.071757i,-0.05242+0.11449i,-0.050032+0.14683i,-0.027625+0.15949i,0.017274+0.13966i,0.057347+0.081696i,0.065721+0.026602i,0.053737+0.0096383i,0.033764+0.00027248i
-0.029648+0.071459i,-0.35372-0.09408i,-0.84061-0.21794i,-0.94368-0.084324i,-0.40169+0.10567i,0.19797+0.062427i,0.30345-0.073786i,0.13921-0.044198i,0.06896+0.051027i,0.10558+0.055417i,0.14005-0.0058131i,0.1136-0.076052i,0.054467-0.10502i,0.019474-0.091094i,0.0091653-0.069476i,-0.0028705-0.058611i,-0.0308-0.05264i,-0.050088-0.033827i,-0.035931-0.0039344i,-0.017602+0.024875i,-0.010894+0.045933i,0.0011637+0.042502i,0.0076845+0.021395i
0.10705+0.093527i,0.49442+0.084356i,0.92711-0.1046i,0.92525-0.42594i,0.4278-0.69762i,-0.099657-0.75249i,-0.28785-0.53107i,-0.21139-0.2301i,-0.10829-0.029612i,-0.05984+0.065341i,-0.01159+0.065234i,0.02693+0.0043943i,0.031269-0.036838i,0.047332-0.04799i,0.071062-0.081852i,0.051331-0.12692i,0.013854-0.1295i,-0.0027219-0.10946i,-0.014757-0.089109i,-0.032514-0.051354i,-0.043004-0.011635i,-0.038473+0.011084i,-0.014147+0.020614i
-0.42436-0.031191i,-0.81191+0.15941i,-1.0628+0.40046i,-0.91929+0.49681i,-0.49932+0.37866i,-0.1606+0.21508i,0.0043653+0.13637i,0.074787+0.056435i,0.065754-0.025202i,0.0072971-0.024517i,-0.048982+0.041712i,-0.068419+0.11201i,-0.047757+0.13704i,-0.046561+0.12909i,-0.066185+0.14668i,-0.04824+0.17703i,-0.009818+0.15907i,-0.00042033+0.10623i,-0.0161+0.065413i,-0.020572+0.040576i,-0.0046542+0.020327i,0.0036267+0.00067562i,-0.0059348-0.0063653i
0.27989-0.31929i,0.35732-0.54138i,0.33836-0.62088i,0.18139-0.50351i,-0.052877-0.25491i,-0.1541-0.092081i,-0.10577-0.11333i,-0.08302-0.15338i,-0.091887-0.085088i,-0.039013+0.0006517i,0.025694+0.016881i,0.061114+0.0091402i,0.079275-0.004623i,0.074921-0.031121i,0.059785-0.053008i,0.039894-0.064167i,0.0065368-0.050654i,-0.016114-0.014293i,-0.00035874+0.0059254i,0.026252-0.007268i,0.024633-0.017656i,0.0087897-0.0089452i,-0.0014889-0.0018117i
0.11183+0.47807i,0.13505+0.84205i,0.17198+1.0298i,0.22017+0.77973i,0.18114+0.27487i,0.080501-0.002734i,0.042509+0.029629i,0.06657+0.061251i,0.029648-0.029225i,-0.050821-0.093424i,-0.054029-0.092774i,-0.019364-0.11138i,-0.031087-0.11575i,-0.040004-0.068415i,-0.012998-0.039613i,0.0029371-0.060802i,-0.0083251-0.087865i,-0.021829-0.091107i,-0.028651-0.065204i,-0.028384-0.019059i,-0.0099151+0.014386i,0.018664+0.01641i,0.033741+0.0016039i
-0.18165-0.14947i,-0.19143-0.58763i,-0.24779-1.0391i,-0.33451-0.99411i,-0.26092-0.51807i,-0.095294-0.16552i,-0.079101-0.093954i,-0.15485-0.030915i,-0.128+0.087761i,-0.047949+0.11287i,-0.047151+0.061887i,-0.080449+0.040247i,-0.06444+0.036579i,-0.028328+0.0081334i,-0.023346-0.021814i,-0.030229-0.022734i,-0.011851-0.0094859i,0.0052995-0.0050923i,-0.0023728+0.00055911i,-0.011193+0.0054387i,-0.021966-0.0019739i,-0.039474+6.7292e-05i,-0.041318+0.019235i
-0.075345-0.038994i,-0.017013+0.23329i,0.15158+0.63007i,0.31486+0.75777i,0.33362+0.46785i,0.22075+0.1214i,0.1262-0.035124i,0.096119-0.081138i,0.059041-0.092235i,0.019702-0.066215i,0.015973-0.02768i,0.021251+0.0002801i,0.017207+0.017103i,0.011078+0.016014i,-0.003312+0.002955i,-0.027096+0.00035053i,-0.041023+0.0065539i,-0.03272+0.0067891i,-0.012103-0.00252i,0.0015082-0.013305i,0.0044407-0.010902i,0.0035641-0.0058732i,-0.0036907-0.0089655i
0.13035-0.29513i,0.039966-0.54124i,-0.18831-0.71274i,-0.37253-0.63419i,-0.3224-0.33841i,-0.13614-0.12186i,-0.022491-0.043146i,0.0097682-0.0039463i,0.020743-0.0063667i,0.021731-0.020201i,0.038221-0.012707i,0.063892-0.0036889i,0.058326+0.007338i,0.031887+0.028684i,0.023614+0.055677i,0.041074+0.072886i,0.04456+0.066476i,0.020245+0.041257i,0.0011083+0.015924i,0.00047853+0.001594i,0.012181-0.0063847i,0.023811-0.017742i,0.02482-0.029758i
0.080789+0.25798i,0.037351+0.4021i,-0.0033349+0.46202i,0.11911+0.343i,0.27938+0.10427i,0.26785-0.063995i,0.12833-0.070238i,0.0069969-0.023187i,-0.055487-0.012101i,-0.082046-0.021893i,-0.079851-0.026748i,-0.06006-0.04223i,-0.040066-0.062754i,-0.014879-0.066592i,0.017477-0.078228i,0.036815-0.10323i,0.040863-0.10435i,0.038911-0.076854i,0.025451-0.038348i,0.0084164+0.00041067i,-0.0015289+0.022452i,-0.0079021+0.025782i,-0.01056+0.023618i
0.0070147+0.14519i,0.19627+0.23696i,0.396+0.2573i,0.3759+0.19755i,0.13839+0.10668i,-0.074701+0.066812i,-0.10929+0.059934i,-0.047441+0.044176i,-0.0058162+0.044564i,0.014006+0.067669i,0.01469+0.076453i,-0.011176+0.073326i,-0.024082+0.067297i,-0.018916+0.043748i,-0.038129+0.015014i,-0.080132+0.0055754i,-0.099866+0.0087195i,-0.081966+0.010719i,-0.041981+0.007098i,-0.005404-0.0097385i,0.0076145-0.032948i,0.0025459-0.041896i,-0.0032978-0.032349i
-0.2802+0.035036i,-0.53782+0.14762i,-0.62312+0.2086i,-0.42393+0.16292i,-0.089991+0.12497i,0.18085+0.12833i,0.23705+0.080107i,0.12673+0.013786i,0.043949-0.0068245i,0.035518-0.015085i,0.041021-0.016692i,0.049221-0.0048699i,0.047553+0.0031358i,0.027292+0.019008i,0.025307+0.057867i,0.052657+0.089776i,0.072547+0.090641i,0.069004+0.067258i,0.050675+0.035002i,0.031419+0.0177i,0.022073+0.023748i,0.024689+0.02909i,0.029753+0.021122i
