0.0017618+0.0010275i,0.003371-0.00039981i,0.0035324-0.0010711i,0.002845-0.0016572i,0.00072391-0.0020211i,-0.00073715-0.0013563i,-0.0005823+5.131e-05i,0.00038635+0.00074282i,0.0004105+0.00033995i,-8.5649e-05-0.00048968i,0.00018404-0.00064808i,0.00074158-0.00023864i,0.0011638+0.00051909i,0.00054224+0.00037572i,-0.00047421+0.00035382i,-0.0010533+0.00068349i,-0.00086022+0.00016235i,-0.00011252+0.00019979i,-0.00013756+0.00065624i,-0.00072452+0.00037597i,-0.00065434+0.0004823i,-0.00068262+0.0005417i,-0.00049462-0.00075763i
-0.031763+0.0014157i,-0.058584-0.016385i,-0.069934-0.044759i,-0.061008-0.065125i,-0.044324-0.071626i,-0.019468-0.062528i,0.0022382-0.042439i,0.0056762-0.023454i,-0.0037319-0.0088865i,-0.01042+3.7659e-05i,-0.009844+0.0028783i,-0.0065505+0.0053549i,-0.0042535+0.0074915i,-0.0051374+0.0058464i,-0.0084837+0.0031296i,-0.012575+0.0021623i,-0.015941+0.0028146i,-0.014683+0.0051035i,-0.0065073+0.0067299i,0.0027146+0.0049034i,0.0049039+0.0018291i,0.0011014-0.0024738i,-0.0038058-0.0070532i
0.021298-0.012835i,0.042956-0.0092168i,0.044614+0.013745i,0.01726+0.033407i,-0.0084893+0.034216i,-0.018895+0.024081i,-0.018064+0.0068253i,-0.010913-0.0055416i,-0.0055671-0.0057318i,-0.0029217-0.0039441i,-0.0015855-0.0071972i,0.00078911-0.009897i,0.0060163-0.0075878i,0.010614-0.0038801i,0.010323+0.00040728i,0.0064029+0.0049698i,0.0045256+0.0065147i,0.0055348+0.0044487i,0.0047634+0.00089581i,0.00095-0.0016839i,-0.0044629-0.0016693i,-0.0094963+0.0011581i,-0.011496+0.0036393i
-0.01119+0.018156i,-0.025466+0.022733i,-0.031186+0.0079566i,-0.01456-0.0070755i,0.0051266-0.0059058i,0.014437-0.0052172i,0.011543-0.0080054i,-0.00081524-0.0074991i,-0.0076204-0.0031473i,-0.005779+0.0028679i,-0.0034579+0.0067177i,-0.0023928+0.0064353i,-0.0030286+0.0036318i,-0.0046739+0.00084187i,-0.0042951+0.00062469i,-0.0027574+0.0019241i,-0.0011146+0.0040984i,0.00068387+0.0061579i,0.0035539+0.0056369i,0.0073297+0.0031382i,0.0090436+0.0016985i,0.0074149+0.0022181i,0.0047908+0.004159i
-0.0017625-0.018245i,0.001475-0.02761i,0.00040994-0.023991i,-0.014581-0.014139i,-0.024658-0.014914i,-0.023808-0.019769i,-0.0217-0.015714i,-0.018787-0.0051392i,-0.013673+0.0012146i,-0.0076475+0.0020335i,-0.0036195+0.00060298i,-0.0024582-0.0022029i,-0.0023764-0.004289i,-0.00057154-0.0055614i,0.0018954-0.0061557i,0.0032387-0.0055908i,0.0035321-0.0037419i,0.0032848-0.0028373i,0.0028256-0.0066807i,0.0023607-0.011593i,0.0025248-0.008995i,0.0037071-0.0018497i,0.0041098+0.0013373i
0.011273+0.010529i,0.014143+0.026787i,0.013281+0.038796i,0.012786+0.041441i,0.0028004+0.041461i,-0.013705+0.035412i,-0.020825+0.025402i,-0.017264+0.018517i,-0.0087541+0.01505i,-0.0003908+0.013122i,0.0044504+0.0097836i,0.0053379+0.0040134i,0.0029589+0.0008205i,0.00023813+0.0030956i,-0.00020434+0.0066532i,0.0025537+0.0082537i,0.0076591+0.0083544i,0.0095805+0.0072522i,0.0052252+0.0059636i,0.00023981+0.0053504i,0.00027761+0.002502i,0.0033111-0.0024447i,0.0048958-0.0028418i
-0.013374-0.0052487i,-0.017446-0.019707i,-0.0055938-0.032434i,0.015662-0.033404i,0.027301-0.026387i,0.027776-0.012473i,0.021266+0.0014714i,0.0097998+0.0065745i,0.00067774+0.0042667i,-0.0030742+0.0016282i,-0.0050502+0.0014935i,-0.0078978+0.0035612i,-0.0088167+0.0047535i,-0.0079914+0.0015578i,-0.0062766-0.0038048i,-0.0051958-0.0056122i,-0.0053561-0.0050188i,-0.0052378-0.0042762i,-0.004488-0.0041335i,-0.0025263-0.0042786i,-0.00064797-0.0053249i,-8.0111e-05-0.0093783i,0.00044955-0.013222i
0.010894+2.0278e-05i,0.018153+0.0063999i,0.010057+0.012153i,-0.0078616+0.006537i,-0.016541-0.0048652i,-0.013156-0.0087283i,-0.0020518-0.0062045i,0.007345-0.0032122i,0.0073533-0.0022554i,0.0038934-0.0034689i,0.0036986-0.0046302i,0.0042543-0.0029792i,0.0047438+0.0027746i,0.0056768+0.0076819i,0.0051835+0.0084989i,0.0027658+0.0072146i,0.0024506+0.0039552i,0.0037587-0.00058298i,0.0019356-0.0022127i,-0.0027312-0.00073265i,-0.0083509+0.0013913i,-0.014076+0.0037086i,-0.016471+0.0051376i
-0.0069831+0.0025432i,-0.013466+0.00037136i,-0.0083067-0.0074513i,0.0062894-0.0055745i,0.010818+0.0059744i,0.0093787+0.011987i,0.010477+0.0088942i,0.01081+0.0012233i,0.0051224-0.0017063i,-0.0018109+0.0016057i,-0.0027505+0.0045926i,-0.00043645+0.0048741i,0.0017778+0.0039408i,0.0021189+0.0036227i,0.0011505+0.0019224i,0.00072645-0.00038418i,-0.00032288-0.00075073i,-0.0014643+0.00058773i,-0.00010321+0.0032843i,0.0041917+0.0052604i,0.0078215+0.005696i,0.0073809+0.0049877i,0.003558+0.0050397i
0.0021587-0.0076883i,0.005648-0.012547i,0.0049591-0.018013i,7.758e-05-0.026543i,0.0030474-0.030486i,0.0089166-0.024834i,0.0054817-0.019794i,-0.0015959-0.016335i,-0.0058783-0.0099959i,-0.0062996-0.0029949i,-0.0041828+0.0020406i,-0.00069317+0.0025652i,0.0027263-0.00070283i,0.0065703-0.0041235i,0.0082406-0.0045079i,0.0059896-0.0041909i,0.0019953-0.0034244i,-0.00089134-0.002719i,-0.0013134-0.0029706i,8.5496e-05-0.0044193i,0.0019155-0.0037289i,0.0033642+0.00090989i,0.0046421+0.0040751i
0.0033452+0.0061347i,-0.0013195+0.010825i,-0.0096201+0.011799i,-0.016723+0.0061734i,-0.023625-0.0052973i,-0.025203-0.016063i,-0.022348-0.019912i,-0.021311-0.015909i,-0.018803-0.0066816i,-0.01149+0.0016021i,-0.0026016+0.0039885i,0.0043673+0.0015829i,0.0063857-0.0011687i,0.0031319-0.0014325i,-0.0024272+0.00069002i,-0.0057916+0.0028147i,-0.0051664+0.0041569i,-0.0023274+0.0064756i,0.00048761+0.0079753i,0.00012786+0.0066953i,-0.0015295+0.0020237i,-0.00063676-0.0020932i,0.00024063-0.000859i
-0.0023366-0.0036926i,-0.00030345-0.0077428i,0.0068027-0.0083685i,0.00969-0.0016812i,0.0059628+0.0056418i,8.306e-05+0.0093754i,-0.0064668+0.0077764i,-0.012054+0.0028316i,-0.011426+0.0017942i,-0.005357+0.0026605i,-0.00103+0.00047842i,-0.0013652-0.0026762i,-0.0033778-0.0055549i,-0.0054781-0.0073066i,-0.0042506-0.0071885i,-0.0018633-0.0053402i,-0.0017111-0.0034122i,-0.0021704-0.0034073i,-0.00026762-0.0050716i,0.0046533-0.0062032i,0.0077456-0.0067819i,0.0086618-0.0085673i,0.0094398-0.010698i
0.0015349-0.00062179i,0.0018687+0.0027996i,-0.0032101+0.0020742i,-0.0067251-0.0078555i,-0.0050383-0.014957i,-0.0035808-0.011178i,-0.0038503-0.0013898i,-0.0040017+0.0077324i,-0.0013634+0.010119i,0.0047645+0.0061711i,0.0072488+0.00028758i,0.0028482-0.0038557i,-0.0022438-0.003797i,-0.0051483-5.0552e-05i,-0.0068208+0.004402i,-0.0070216+0.0069346i,-0.0048689+0.007017i,-0.00092921+0.0050658i,0.001075+0.0022477i,-0.0026715+5.5083e-05i,-0.0084377-0.00036841i,-0.012974+0.00044364i,-0.014227+0.00024857i
0.00020225-0.0005298i,-0.0012379+0.00013577i,0.00017065+0.00086822i,-0.0035278+0.0058621i,-0.013284+0.010149i,-0.017303+0.010748i,-0.013849+0.013322i,-0.0071395+0.016714i,-0.0022184+0.013827i,-0.0028602+0.0068354i,-0.0047052+0.0026169i,-0.0036734+0.0025029i,-0.0030479+0.0048638i,-0.0043874+0.0065767i,-0.0041639+0.005808i,-0.0019478+0.0042133i,0.00044659+0.0029842i,0.001442+0.0020379i,0.0016058+0.001602i,0.0022004+0.002856i,0.0031185+0.0048524i,0.0033265+0.0050005i,0.0011492+0.0022628i
0.0022311-0.00035228i,0.0061699-0.001506i,0.011466-0.0030492i,0.015038-0.0035164i,0.014906+0.001844i,0.012938+0.0056248i,0.012156+0.0047812i,0.010398+0.0033522i,0.0056551+0.0021431i,-0.00069143+0.00072645i,-0.0072238-0.00072143i,-0.0095068-0.00051214i,-0.0056328+0.0023496i,0.0015853+0.0062554i,0.0074224+0.0084487i,0.0092856+0.0077808i,0.0073688+0.0049433i,0.0040262+5.5648e-05i,0.0010485-0.0039732i,0.0001946-0.005867i,0.0012212-0.0042826i,0.0015256-0.00025496i,0.0024906+0.0021669i
-0.0014336+0.0052458i,-0.0055786+0.0057398i,-0.0072565+0.0036397i,-0.0041747-0.003561i,0.0020835-0.010703i,0.0086837-0.012i,0.013111-0.012283i,0.012355-0.014296i,0.0064768-0.013245i,0.0014259-0.0077191i,0.00013344-0.0012258i,0.0014411+0.0021084i,0.0031336+0.0033518i,0.0034715+0.0036287i,0.002482+0.0020968i,0.0013583+0.00021066i,0.00034015+0.0015172i,0.00043808+0.0056471i,-0.00078591+0.0081749i,-0.0022594+0.0067193i,-0.0020191+0.0022406i,-0.0024306-0.0018195i,-0.0042786-0.00077059i
-0.0035767-0.0023807i,0.00044594-0.0031298i,0.0023717+0.00046001i,0.0012215+0.0048528i,-0.00011793+0.0060385i,-0.00033363+0.0029348i,-0.00020276-0.0033604i,-0.00095693-0.0089191i,-0.0034341-0.0079874i,-0.0050598-0.0014137i,-0.0034513+0.0044522i,0.00067952+0.0060336i,0.0038867+0.0021932i,0.0062361-0.0038539i,0.0073254-0.0064847i,0.0073003-0.0065341i,0.0074826-0.0074061i,0.0067139-0.0079212i,0.0067201-0.0059154i,0.0082647-0.0028833i,0.0093133-0.001931i,0.0092253-0.0024405i,0.0092334-0.0031222i
-0.0012517+0.00065931i,-0.00097295+0.0021023i,0.00095849-0.00061641i,0.0065607-0.0073248i,0.010123-0.0089601i,0.0056135-0.0077132i,-0.0027477-0.0080799i,-0.0099334-0.0057745i,-0.010572+0.00018789i,-0.0033315+0.0074649i,0.0041999+0.0090682i,0.0075042+0.0039126i,0.0076116-0.00060416i,0.0053758-0.002592i,0.00073041-0.0033322i,-0.0032927-0.0031414i,-0.0031378-0.0012873i,-0.0014602+0.0010073i,-0.0017578+0.0018338i,-0.0036714+0.00064545i,-0.0061278-0.0025511i,-0.0079482-0.0046828i,-0.0083397-0.0039219i
-0.0017928-0.0032128i,-0.0048371-0.0038265i,-0.007021-0.0058645i,-0.0092809-0.010666i,-0.011331-0.01515i,-0.010988-0.015945i,-0.01396-0.012587i,-0.019096-0.007059i,-0.018427-0.00074839i,-0.010875+0.0031476i,-0.0030734+0.0030749i,-0.0007521+0.0015444i,-0.0016702-0.00079164i,-0.0031441-0.0041737i,-0.0042926-0.0060431i,-0.0044098-0.0054237i,-0.0038178-0.005042i,-0.0027368-0.0032269i,5.0862e-05-0.00054537i,0.0030748+0.0007365i,0.0026113+0.0013921i,0.00078215+0.0022209i,-0.0012938+0.0013104i
0.0028164-0.00033705i,0.004466+0.0002526i,0.0044126-0.00086644i,0.0017685-0.0022532i,-0.0017417-0.002143i,-0.0059189+0.00011811i,-0.0082513+0.0039584i,-0.0086452+0.0064967i,-0.0080403+0.0054467i,-0.0053778+0.00048996i,-0.0023948-0.0054071i,-0.0018126-0.0084746i,-0.0026452-0.0068578i,-0.0039066-0.0013156i,-0.0055296+0.0040889i,-0.0051037+0.0059817i,-0.003697+0.0050549i,-0.002174+0.0017946i,-0.00027282-0.0019312i,0.0019883-0.0040464i,0.0024326-0.0028766i,0.0014246+0.00075408i,0.0019431+0.0033784i
0.00047796-0.0012601i,-0.0022002-0.0040208i,-0.0041851-0.0074679i,-0.004154-0.0093219i,-0.0027336-0.007203i,-0.001838+0.00037315i,0.00062471+0.0088787i,0.0042608+0.013105i,0.0061845+0.010736i,0.0064771+0.0048023i,0.0055365+0.0011201i,0.0044454-0.00055413i,0.0024766-0.00068821i,-0.0009301+0.00045567i,-0.0041311+0.0019123i,-0.0059862+0.0030835i,-0.0073829+0.0037749i,-0.0081261+0.0051243i,-0.007523+0.0062592i,-0.0067335+0.0044509i,-0.0048286+0.0013346i,-0.0025624-0.00012755i,-0.0031889-0.00049366i
0.0023432-0.0027677i,0.0022939-0.0026019i,-0.00016906-0.0019756i,-0.0059954-0.0010895i,-0.011263-0.0017445i,-0.0091283-0.00087193i,-0.0030285+0.0022125i,0.0014482+0.0048466i,0.0021816+0.0049239i,-0.00093622+0.0023503i,-0.0051677+0.00063774i,-0.0066799+0.0021358i,-0.0046628+0.0028121i,-0.0004896+0.0023864i,0.0037546+0.0029544i,0.0062225+0.0040586i,0.0075165+0.0036166i,0.0074986+0.0021848i,0.0073999+0.00037136i,0.0082579-7.8609e-05i,0.0089117+0.0013299i,0.0089967+0.0011986i,0.0085863+0.00047218i
0.0028898+0.00095443i,0.003579+0.0012954i,0.003237-4.9193e-05i,0.0025023+8.3233e-05i,0.00070609+0.0036942i,-0.00020412+0.0038903i,0.0025865-0.00067258i,0.003323-0.0049107i,0.00070824-0.0030393i,-0.0022482+0.0029815i,-0.0032909+0.0051766i,-0.0015903+0.0046858i,0.0007291+0.0059078i,0.0020203+0.007376i,0.0021633+0.0065654i,0.0010071+0.0057093i,-5.0267e-05+0.0069878i,-0.00075257+0.006556i,-0.0026954+0.0036134i,-0.0041593+0.0011207i,-0.0036654-0.001023i,-0.0029453-0.0030033i,-0.0024795-0.0032677i
-6.4019e-05-0.00015583i,0.00025818-0.0019502i,0.0019858-0.0029309i,0.0053084-0.0049358i,0.0072647-0.0059776i,0.0082415-0.0066476i,0.0084415-0.010111i,0.0049287-0.012907i,-0.001841-0.010099i,-0.0044163-0.0029841i,-0.0020596+0.0025201i,-0.0011884+0.0033519i,-0.0014428+0.0017464i,0.00064826-0.00064056i,0.0043155-0.0023579i,0.0053795-0.0020839i,0.0045364-0.0015121i,0.005231-0.0011276i,0.0051083+5.7599e-05i,0.0040277+0.0015927i,0.0028572+0.0012881i,0.0002932-0.00025621i,-0.0018388-0.0013674i
0.0010409-0.00023771i,0.0019922+2.0399e-05i,0.0034556+9.0298e-05i,0.0047337-0.00030494i,0.0047906-0.0010806i,0.0014924-0.001533i,-0.0034665-0.0029113i,-0.0067611-0.0046658i,-0.0068076-0.0047252i,-0.0037626-0.0042478i,0.00022446-0.0035983i,0.0023138-0.0034656i,0.0030665-0.003636i,0.003061-0.0032739i,0.0024958-0.0025055i,0.0028279-0.0027015i,0.0039706-0.0032557i,0.0056572-0.0033765i,0.0059678-0.0042382i,0.0053593-0.0046392i,0.0046645-0.0033877i,0.002485-0.0014402i,0.00021378-2.3614e-06i
0.00017365-0.0012657i,0.00085498-0.0030961i,0.0021413-0.0048819i,0.0031923-0.0058814i,0.0019366-0.005967i,-0.0035578-0.0042333i,-0.01102-0.00063799i,-0.013739+0.0026247i,-0.010634+0.0053154i,-0.0048657+0.0080329i,0.00073058+0.0090354i,0.0046354+0.0072598i,0.0053684+0.0037342i,0.0027697-0.00016635i,-0.00085397-0.0036188i,-0.0028166-0.0053628i,-0.0031066-0.0053074i,-0.0039922-0.0031384i,-0.00497-0.0013582i,-0.0057511-0.0020137i,-0.0057447-0.0031343i,-0.0046625-0.0026065i,-0.0046761-0.0017422i
0.002173+0.0007921i,0.0020601+3.6851e-05i,0.0015922-0.0047757i,0.00020195-0.011852i,-0.00016835-0.014098i,-0.0010851-0.0099616i,-0.0041949-0.0043317i,-0.0071534-0.00053218i,-0.007328+0.0014547i,-0.0051342+0.0006953i,-0.0030804-0.0024411i,-0.0025224-0.0041833i,-0.0018502-0.0034933i,-0.00071801-0.0020378i,-0.0004894-0.00042831i,-0.00052998+0.00037419i,0.00053638-0.00025852i,0.0014913-0.00035557i,0.0041644+1.715e-05i,0.0063225+0.0014057i,0.0050806+0.0029566i,0.0033969+0.0035006i,0.0025234+0.0030565i
0.00045352+0.0012481i,-0.00092647+6.2888e-05i,9.8858e-05-0.0029212i,-0.0024348-0.0080298i,-0.0068244-0.0095684i,-0.0059193-0.0061602i,-0.0007642-0.0010484i,0.0012617+0.0025907i,-0.00085573+0.0044848i,-0.0012312+0.0035996i,0.0013706-0.00069673i,0.0012719-0.0032863i,-0.0018772-0.0016416i,-0.0040325+0.0010867i,-0.0056351+0.0018218i,-0.0063107+0.00063077i,-0.0067157+0.00030914i,-0.006702+0.0012778i,-0.0055021+0.00064049i,-0.0045132-0.00079642i,-0.0028026-0.0017121i,-0.00059575-0.0012892i,-0.00010596+0.00030009i
0.0041344+0.0014126i,0.0055947-0.0012506i,0.0044477-0.00292i,0.0018825-0.0034192i,-0.0018159-0.0031816i,-0.0022455+0.00012838i,0.0018753+0.0043921i,0.0046113+0.0060437i,0.0030433+0.0051847i,0.0001464+0.0044631i,-0.00093837+0.0039065i,-0.0014538+0.0018684i,-0.0010347-0.00048578i,0.00042513-0.00071337i,0.00018679+0.00065646i,-0.0018047+0.0018599i,-0.0027884+0.0022938i,-0.0019867+0.0022262i,-0.0012665+0.0025259i,-0.00077155+0.002248i,-0.00014032+0.002669i,-0.00037602+0.00256i,-0.0018401+0.00071966i
-0.00039477+0.002425i,-0.0010734+0.0029315i,-0.0027335+0.0023699i,-0.0044429+0.00080885i,-0.0047568-0.00035817i,-0.0037547-0.0011928i,-0.0018281-0.0028604i,-0.00095994-0.002777i,-0.00039663-0.0011106i,0.0001737-0.00046751i,0.00068577-0.001157i,0.0010642-0.0021063i,0.00080178-0.00082778i,0.0008146+0.0014015i,0.001338+0.0028736i,0.0011345+0.0044791i,0.00028688+0.006483i,0.00096205+0.0060821i,0.0038796+0.0027373i,0.0060221+0.00097093i,0.0054802+0.00037983i,0.0047918-0.00017389i,0.0042012-0.0001239i
0.00178-0.0021605i,0.00061296-0.0040757i,0.0015935-0.0047674i,0.0008826-0.0032011i,-0.0015025-0.0030212i,-0.0042099-0.006386i,-0.0055698-0.0099735i,-0.0054798-0.010382i,-0.0050737-0.0058614i,-0.0046397+0.0004692i,-0.0051431+0.0039447i,-0.0049163+0.0043432i,-0.0029438+0.0037581i,-0.00079172+0.0029022i,0.00085614+0.0015985i,0.002098+0.0014669i,0.0030082+0.002089i,0.0021953+0.0026276i,-0.00087167+0.0015436i,-0.0032733-0.0016969i,-0.0023507-0.0039271i,-0.001031-0.0043667i,-0.0011559-0.0042824i
0.0029199+0.00083364i,0.0050611+0.00099806i,0.0067584-0.0016203i,0.0062454-0.0041623i,0.0045642-0.0025837i,0.0022167-0.0012869i,0.0012729-0.0036042i,0.0001902-0.0060752i,-0.0012611-0.0050809i,-0.001001-0.0022867i,0.00038066-0.0012086i,0.00056972-0.0013579i,0.00015552-0.00042908i,0.00099746+0.0011693i,0.0021209+0.0028695i,0.0022475+0.0039834i,0.002589+0.0032524i,0.0034099+0.0013893i,0.0038965+0.0013611i,0.003835+0.0033965i,0.002936+0.0031863i,0.0013415+0.00074788i,-0.00049952-0.00059233i
0.00083821-0.00066122i,-0.00017423-0.0019598i,0.0021128-0.0030572i,0.0052492-0.0048714i,0.0038504-0.0051602i,0.0011432-0.0021494i,-0.0016398+0.0021927i,-0.00332+0.0036133i,-0.0031715+0.0034775i,-0.00078793+0.0034326i,0.0036673+0.0024612i,0.0057319+0.0015268i,0.004226+0.0013513i,0.0022468+0.00049945i,0.0017046-0.0013272i,0.0023756-0.0022817i,0.0030131-0.0019062i,0.0016228-0.0015901i,-0.00073789-0.002586i,-0.0010184-0.0034372i,0.00046296-0.0026632i,0.0016165-0.001353i,0.00094112+5.5314e-05i
-0.0013629+0.0012356i,0.00054886+0.00073265i,0.0028339-0.00027296i,0.0043126-0.002902i,0.0032297-0.0057278i,-0.0015427-0.0025741i,-0.0069963+0.0038481i,-0.0088564+0.0072969i,-0.0082498+0.0074903i,-0.0062267+0.0070561i,-0.0040396+0.0065316i,-0.003128+0.0038263i,-0.0017691+0.00075719i,0.00022903-0.00028981i,0.00080559-0.0009737i,0.0011489-0.0028512i,0.0026441-0.0040723i,0.0027915-0.0026647i,0.0015784-0.00099587i,0.00028249-0.00047299i,-0.0012088-0.00068648i,-0.00225-0.0013093i,-0.0025197-0.0017542i
3.5884e-05+0.00018149i,-0.00014608-0.0023992i,-0.00086759-0.0052877i,-0.0015157-0.0069377i,-0.0010346-0.0072725i,-0.0010331-0.0059232i,-0.0012345-0.0040992i,-0.0024756-0.0022373i,-0.0029398-0.00049676i,-0.00029462+0.00044185i,0.0029017-0.00077525i,0.0035862-0.0016989i,0.0026601-0.00075189i,0.0013519+0.00026163i,0.0001119+0.00040768i,-0.0018318-0.0010244i,-0.002773-0.0024565i,-0.00078984-0.0021527i,0.0021092-0.00085007i,0.0037122-0.00016008i,0.0035975-9.0916e-05i,0.0021378+0.0016821i,0.0015553+0.0026542i
0.0027204+0.0011939i,0.0035234+0.0012082i,0.0032436-0.0013065i,-0.00089758-0.0055185i,-0.0043072-0.0071987i,-0.0017146-0.0058636i,0.0036888-0.0049225i,0.0052559-0.0051977i,0.0020615-0.0035318i,-0.00084267-0.0012128i,-0.00080167-0.00050736i,-0.00053744-0.00036972i,-0.0010494-0.00045338i,-0.00073351-0.00016769i,-0.0006657+0.00011964i,-0.0013325+0.00011773i,-0.0024188-4.6405e-05i,-0.0038484-8.9145e-05i,-0.0042737-0.00030199i,-0.0029587-0.0017944i,-0.0011874-0.0029201i,-0.00011479-0.0017474i,-0.00012867-0.0004549i
-0.0017114+0.00019258i,-0.0015776+9.4256e-05i,-0.0021943-0.0015322i,-0.0023422-0.0018881i,-0.0030392-0.00084718i,-0.00081428-0.0004514i,0.0029129+0.00051874i,0.0037797+0.00077787i,0.00203+0.00075251i,0.000437+0.00069846i,-0.00053955-0.00088513i,-0.0013715-0.0021271i,-0.00183-0.0015063i,-0.0016797-0.0014023i,-0.0015788-0.00098117i,-0.0032151+0.00045984i,-0.003607+0.0010978i,-0.0016057+0.00042803i,0.00033212+0.0013651i,0.0006309+0.0022977i,0.00029026+0.0017386i,-0.00030223+0.00070998i,-0.00093954-0.00098758i
-0.0028083-0.0012687i,-0.0037658-0.00071595i,-0.0031637+0.0020211i,-0.0015179+0.0031475i,-0.0017292+0.0010817i,-0.0024917-0.00090493i,-0.0042904-0.0016749i,-0.0063083-0.00039756i,-0.0057154+0.0021109i,-0.0022583+0.0039125i,0.00024312+0.0044864i,0.00045299+0.0037704i,0.00017107+0.0023834i,0.00040661+0.0014456i,-9.5783e-05+0.0019876i,-0.0017454+0.0039187i,-0.0027954+0.0046669i,-0.0030148+0.0034071i,-0.0021089+0.00070218i,0.00057631-0.0012871i,0.0015932-0.00016887i,0.0017087+0.0020751i,0.0015404+0.0030453i
-7.3601e-05-0.0013054i,0.0016578-0.0034115i,0.001318-0.0034496i,-1.1897e-05-0.0013971i,-0.0014173-0.0018306i,-0.0032776-0.0046945i,-0.0065399-0.0075032i,-0.0095116-0.0064909i,-0.0098337-0.0018636i,-0.0085845+0.0012823i,-0.0077412+0.00081006i,-0.0064764-0.00095845i,-0.0042553-0.0018404i,-0.002296-0.00056419i,7.6805e-05+0.0010393i,0.0021093+0.0024052i,0.0026303+0.0036579i,0.0022566+0.0037869i,0.00056574+0.0023886i,-0.00088037+0.00071301i,-0.0009951-0.00081715i,-0.00035817-0.0022775i,4.714e-05-0.0031587i
3.9934e-05-0.0010787i,0.0013817-2.268e-05i,0.0021808-0.001221i,0.0013474-0.002148i,-4.3772e-05-0.0021509i,-0.002086-0.0021712i,-0.0036448-0.0023107i,-0.0038257-0.0035709i,-0.0032115-0.0036549i,-0.0019347-0.0016319i,0.0011504-2.6497e-05i,0.0034238+0.00051657i,0.0033165+0.00067004i,0.0032438+0.0014984i,0.0029006+0.002324i,0.001814+0.002345i,0.0013794+0.002428i,0.0021499+0.0022116i,0.0037659+0.0023532i,0.003901+0.0023617i,0.0028813+0.00023292i,0.0022114-0.0014365i,0.001195-0.001156i
0.00095211+0.0010579i,0.00013827+0.0009307i,9.2716e-05-0.0008005i,-0.00027328-0.004121i,-0.0011629-0.0041135i,-0.0010454+0.00052555i,-0.00079769+0.0048733i,0.00023033+0.0047714i,0.0017007+0.0022474i,0.0016414+0.00147i,0.00055132+0.0023576i,0.00033355+0.0031153i,0.00091819+0.0034934i,0.0012475+0.0023711i,0.0019799+0.001451i,0.0032073+0.001378i,0.0035004+0.00018022i,0.002387-0.00074399i,0.00069191-0.00089155i,0.00056003-0.0012275i,0.0011079-0.0015861i,0.00068113-0.0015123i,0.00011349-0.0014933i
-0.0017664-0.002538i,-0.0021729-0.0028262i,-0.0016444-0.0038039i,0.00069454-0.0045049i,0.0011387-0.003209i,-0.00029716-0.00042146i,-0.0016988+0.0032548i,-0.0019111+0.0048792i,-0.0017594+0.0035791i,-0.0015448+0.0019563i,-0.000202+0.0001681i,0.001328-0.0013954i,0.0014631-0.0018659i,0.0020499-0.0013927i,0.0029367-0.0017454i,0.0029138-0.0026374i,0.0029713-0.0019086i,0.0037397-1.5905e-05i,0.0039928+0.0010326i,0.0025669+0.00098244i,0.0010764-0.00056467i,3.4193e-06-0.0031899i,-0.00078969-0.0037129i
0.002644-0.0018032i,0.0024906-0.0028477i,0.0017574-0.0041489i,-0.00060968-0.0058381i,-0.0020657-0.0056454i,-0.0025006-0.0028702i,-0.0023647-0.0019924i,-0.0026177-0.0023321i,-0.00329-0.0010058i,-0.0025991+0.001559i,-0.00086664+0.0026467i,-0.00031704+0.0020931i,-0.0011562+0.0018606i,-0.0018822+0.0010849i,-0.0015297-0.00067116i,-0.0018209-0.0015848i,-0.0029996-0.002755i,-0.0026535-0.0029481i,-0.0011918-0.0018656i,0.00034057-0.0009397i,-2.7214e-05+0.00092111i,-0.0014386+0.0025645i,-0.0023646+0.0027761i
-0.0023406+0.002325i,-0.00026167+0.0015209i,-0.000141+0.00092834i,-0.0012375-0.0010013i,-0.0007819-0.0035667i,0.0015031-0.0052438i,0.0040191-0.0055898i,0.0018618-0.0057266i,-0.0035328-0.0037866i,-0.0046482-0.0015468i,-0.00263-0.002586i,-0.00051258-0.0042108i,0.00087082-0.0042597i,0.00029782-0.0040388i,-0.00067539-0.0039707i,-0.00097511-0.0031892i,-0.00051489-0.0015115i,-0.00049402-0.00074465i,-0.00018121-0.0013188i,0.00029455-0.0023586i,-1.7916e-06-0.0023177i,0.00023083-0.001295i,0.00014886-0.00018326i
0.00042402-0.00011475i,0.00028531+0.00046104i,0.00021238-4.8112e-05i,-0.0010095-0.0012275i,-0.0015461-0.0020403i,-0.00017053-0.0018372i,0.001346-0.0011035i,-0.00010752-0.0010715i,-0.0018204-0.0011666i,-0.0010361+0.00022876i,0.00082917+0.0020681i,0.0016116+0.0029428i,0.0018209+0.0028573i,0.0019169+0.0019615i,9.3445e-05+0.0010306i,-0.0024491+0.00089252i,-0.0033894+0.001479i,-0.0028041+0.0015102i,-0.0017363+0.00032519i,0.00015768-0.00027546i,0.0017391+0.00011333i,0.0018578+0.00022835i,0.00088046+0.00067224i
