4.3442e-05+0.0023379i,-0.00066625+0.0014393i,-0.0032451+0.0012449i,-0.0022666+0.00086558i,-0.00090278+0.0010575i,-0.0001364+0.0012243i,0.00069171+0.0015574i,0.0011838+0.0014019i,0.001517+0.00043388i,0.0013314+0.00018055i,0.0014804+0.00035004i,0.00090493+8.3297e-05i,-7.5903e-05-0.00050771i,0.0002161-0.0012255i,-0.0001216-0.0011562i,-0.00071347-0.00097082i,-0.00042835-0.00051049i,9.6942e-06+0.000272i,3.4147e-05+0.00022804i,-0.0004267+0.00012379i,-0.00090946+0.00049286i,-0.00087252+0.0008555i,-0.00036418+0.00083733i
0.0041627-0.0005983i,0.0026585-0.0010209i,0.001659-0.0022199i,0.00069198-0.0025849i,0.00019827-0.0021422i,0.00083962-0.0010237i,0.0015239-0.00056308i,0.0018021-0.0006471i,0.0019832-0.00094944i,0.0019831+0.00027945i,0.0018111+0.002193i,0.0010563+0.0027662i,0.00017313+0.0013505i,-8.8361e-05-0.00051856i,-7.9751e-05-0.0025971i,-0.00080727-0.0035488i,-0.0021713-0.0023579i,-0.0019621-0.00030471i,-0.00068857+0.0014365i,0.00033847+0.0018358i,0.00055398+0.0015571i,0.0003527+0.0018979i,-0.00013939+0.0012013i
-0.0008201+0.00085278i,-0.0016085+0.002293i,-0.00023999+0.0043844i,0.0022939+0.0039968i,0.0013356+0.001826i,4.4164e-05-3.698e-05i,0.00077201-0.0018884i,0.00020894-0.0020622i,-0.00090148-7.5385e-05i,-0.00065156+0.0012515i,-0.00043924+0.0011694i,-0.00070798+0.00070398i,-0.0006743+0.00084801i,-0.00017402+0.0027024i,0.00017015+0.0053311i,0.00060795+0.0062829i,0.00092161+0.0048147i,0.00042988+0.001397i,-0.00051078-0.0011562i,-0.0010364-0.001742i,-0.00062382-0.0015325i,0.00010686-0.00088871i,0.00061937-0.00016696i
-0.00082611-0.0013986i,-0.0028764-0.0024426i,-0.0052374-0.0014778i,-0.0052935-0.00085388i,-0.0033045-0.0015834i,-0.0014989-0.0020379i,0.00019312-0.00088934i,0.0012123+8.6139e-05i,0.0021963-5.0638e-05i,0.0012444-4.281e-05i,4.5679e-05-0.00074124i,0.00033291-0.0021279i,-3.61e-05-0.0041072i,-0.00145-0.0059337i,-0.0033379-0.0056357i,-0.0051042-0.0039161i,-0.00491-0.0017877i,-0.0025748+0.00024807i,-4.8073e-05+0.00091405i,0.00072215+0.00098202i,0.00084637+0.00096492i,0.00097641+0.00061788i,0.00070903-1.8081e-05i
-0.0015681-0.0022201i,-0.0010764-0.0029374i,-0.00032796-0.0018543i,0.0013662-0.0014623i,0.0016568-0.00075825i,0.00027069+0.00089069i,2.3855e-05+0.0012085i,-0.00018277+0.00038568i,-0.00060102+0.0003271i,-0.00056115+0.0002573i,-1.8688e-05+0.00021396i,0.0018707+0.00077238i,0.0033922+0.0012088i,0.0037919+0.0016475i,0.0038472+0.0020368i,0.0039992+0.0015052i,0.0037987+4.7089e-05i,0.0021871-0.0017591i,0.00044501-0.0024883i,-0.00035766-0.0026276i,-0.00042536-0.0020295i,7.6647e-05-0.0007508i,0.00048054+0.00026093i
0.0034303-0.0037457i,0.0035579-0.0047618i,0.0031695-0.0020795i,0.0030597+0.00045911i,0.0018766-0.0015026i,7.3849e-05-0.0017706i,-9.192e-05+0.00023505i,0.00098175+0.00022766i,0.0018889-0.00056672i,0.0011127-0.00077896i,-7.5774e-05+0.00048366i,-0.0007115+0.0020871i,-0.0010093+0.0021969i,-0.0016377+0.00040942i,-0.0028638-0.0011983i,-0.0032028-0.0015567i,-0.0021698-0.0004768i,-0.00033487+0.0011322i,0.0013771+0.0014997i,0.0016471+0.0010287i,0.00093809+0.0010722i,0.00040619+0.0010281i,0.00036054+0.0002439i
0.0028519-0.00046142i,0.0015294-0.0013045i,-0.0017297-0.0018629i,-0.0035685-0.00027035i,-0.0026464+0.00055981i,-0.0023426+0.00050534i,-0.0013946+6.6172e-05i,-0.00052422-0.00073856i,-0.0010578-0.00080624i,-0.00058582-6.8311e-05i,-0.00037483-0.00058208i,-0.00082837-0.0011621i,-0.0010238-0.00038452i,0.00033755+0.00066751i,0.0027778+0.0021674i,0.0038181+0.0025963i,0.002587+0.0014287i,0.00053823-0.00017308i,-0.00054955-0.00092497i,-0.00053791-0.00078572i,-0.00049813-0.0012497i,8.9052e-05-0.0011932i,0.0006456-0.00012702i
-0.0002833+0.00094659i,0.0014399+0.00064795i,0.003507-0.0010666i,0.0045274-0.0029824i,0.0034137-0.0033454i,0.0015376-0.0016282i,0.00087907-7.4983e-07i,0.00060138+0.00082612i,0.00030404+0.00093624i,0.00031679+0.00061534i,0.0010751+0.00057786i,0.0018192+9.0049e-07i,0.00085334-0.0012881i,-0.0013858-0.0030256i,-0.0037302-0.0028863i,-0.0049094-0.0010961i,-0.0035214+9.3577e-05i,-0.00019909+0.00023357i,0.0016985+0.00048528i,0.0019338+0.00086188i,0.00083772+0.00098875i,-0.00036357+0.00077553i,-0.00057803+0.00034777i
-0.0030237-0.00081205i,-0.00191+0.00038445i,-4.7483e-05+0.0023197i,0.0015213+0.0031989i,0.0022091+0.0014461i,0.0015095-0.0010713i,0.00013258-0.00045131i,-0.00037731+0.00085616i,-0.00081365+0.00098655i,-0.00047085+0.00078581i,0.00045744+5.2787e-06i,0.0014608+3.1529e-05i,0.0028529-0.00010964i,0.0040922-0.00059636i,0.005354-0.00055987i,0.0051638-0.00050268i,0.0032631-0.00097997i,0.0015686-0.001813i,-0.00021315-0.0021242i,-0.0017645-0.0015942i,-0.0016812-0.00072054i,0.00030661-0.00066024i,0.0017622-0.00077643i
-0.00013862-0.0028318i,-0.00068871-0.0019474i,-0.0016727-0.00022925i,-0.0027055-0.00061069i,-0.0020993-0.00089874i,-0.00076395-0.0003067i,0.00024323+0.00046529i,0.00038127+0.00095404i,0.00014042+0.00021127i,-0.00013636+5.5167e-05i,-7.3356e-05+0.0008172i,-0.00035582+0.0017112i,-0.0015469+0.0022729i,-0.0028776+0.0019269i,-0.004408+0.0017591i,-0.004949+0.002417i,-0.0025242+0.0031188i,-1.8868e-05+0.0023269i,0.00077888+0.00073212i,0.0014606+0.00064935i,0.0020604+0.0010661i,0.0015688+0.0006018i,-0.00032526-5.8868e-05i
0.0020379-0.0052i,0.0039161-0.0043097i,0.0065586-0.0014058i,0.0072483-0.0015079i,0.005013-0.0021879i,0.00061116-0.00014236i,-0.0015293+0.0016082i,-0.00068214+0.00095266i,-0.00013798+6.862e-05i,-0.00039164-0.00084983i,-0.00067758-0.0013422i,-0.00097336-0.0016663i,-0.00074587-0.0027319i,0.00028284-0.0026287i,0.0015655-0.002357i,0.0020193-0.002034i,0.0016986-0.0013193i,0.00043445-0.00070189i,-0.0011571-0.00015647i,-0.0012092+0.00035112i,-0.00037737+0.00077575i,-5.67e-05+0.00034795i,0.00024957-0.00037054i
0.0044966-0.002405i,0.00072354-0.00057924i,-0.0030958+0.004239i,-0.0029413+0.0055714i,-0.0018679+0.0010781i,-0.0013942-0.0024011i,-0.00095654-0.0011931i,4.34e-05-0.00034309i,0.001053-0.00085935i,0.0015261-0.00061954i,0.0018987-0.0010504i,0.0021475-0.0020573i,0.0014328-0.0022184i,-0.0012604-0.00070727i,-0.0039344+0.0010705i,-0.0044907+0.00212i,-0.00315+0.0027651i,-0.00077894+0.0025997i,0.0011567+0.002169i,0.0017081+0.0015512i,0.0012514+0.00060499i,0.00084988+0.0001583i,-0.0002139-1.9896e-05i
0.0038694+0.0049918i,0.0024288+0.0037539i,0.0010681+0.0010472i,0.00040194-0.00023202i,-8.3655e-05+0.00014583i,-0.0016477+0.0018339i,-0.0024328+0.0023547i,-0.0017964+0.0016232i,-0.00043773+0.00095786i,0.00067763+0.00091302i,0.0016666+0.0014724i,0.0025003+0.0016709i,0.0033621+0.00038661i,0.0040714-0.0011384i,0.0043707-0.0028297i,0.0038294-0.0040961i,0.0021498-0.0035832i,0.00052889-0.0027864i,-0.00067801-0.0016546i,-0.0016954-0.0010514i,-0.0019774-0.0011466i,-0.00050057-0.00088955i,0.0010594-0.00059554i
-0.00026415+0.0013061i,-0.0008178-0.001523i,0.0021073-0.00063661i,0.0039286+0.00010158i,0.0029412-0.0018799i,0.00052696-0.0031735i,-0.00030048-0.0023962i,0.0011244-0.0015711i,0.0018048-0.0014299i,0.00080809-0.00094402i,-4.851e-05+0.00044153i,-0.0005117+0.0018214i,-0.0012641+0.0022422i,-0.001459+0.0028817i,-0.0017266+0.0041597i,-0.0015093+0.0046553i,-0.00079064+0.0041167i,-5.6304e-05+0.0030913i,0.0011898+0.0020761i,0.0012214+0.0011989i,0.00031277+0.00089787i,0.00042161+0.0010793i,0.00069382+0.00075725i
-0.0016627+0.0052073i,-0.0030741+0.0036885i,-0.0043742+0.0031657i,-0.0030026+0.001867i,-0.00026744+0.0010897i,0.00062172+0.0029015i,0.0015713+0.0048107i,0.0021889+0.0031402i,0.0014848+0.00064199i,0.00092858-0.00085985i,0.00053035-0.0019039i,-0.00029174-0.0022003i,-0.001724-0.0028095i,-0.0028447-0.0033665i,-0.0022337-0.0034782i,-0.00099427-0.0028231i,-0.00083517-0.0013806i,-0.0014845-7.9198e-05i,-0.0020821+0.0012131i,-0.0019098+0.0015572i,-0.00054191+0.00056929i,0.00068214-0.00027215i,0.00082344+6.3016e-05i
-0.006631-0.001142i,-0.0019905-0.0013754i,0.0034729-0.0015913i,0.0032335-0.0030083i,-0.00074238-0.003983i,-0.0047581-0.0019343i,-0.0055526+0.00074585i,-0.0038119+0.0013538i,-0.001086+0.00064106i,5.9655e-05-0.00057316i,0.00076095-0.00067925i,0.0021311-0.00024876i,0.0023782-0.00088497i,0.00017633-0.00092945i,-0.0017081+0.0009883i,-0.0011544+0.0025655i,0.00053821+0.0023627i,0.0017227+0.0011629i,0.0017704+0.00045842i,0.0015051+0.00075598i,0.0016638+0.0011157i,0.0016543+0.00063472i,0.00049037+0.00035985i
0.0010191-0.0085605i,0.00080866-0.0080603i,0.0016391-0.0041009i,0.0015838-0.00085511i,0.00090571-0.0011171i,-0.00030503-0.00065183i,0.00050726+0.0013098i,0.001332+0.0012981i,0.0017242+0.00029138i,0.0019388-0.00086155i,0.0013427-0.00077385i,0.0013316+0.0007151i,0.0010499+0.00051293i,-0.00012609-0.00076372i,-0.00072821-0.0017353i,-0.00010367-0.0024934i,0.00017474-0.0025934i,0.00021587-0.001615i,-5.6636e-05-1.299e-05i,-0.000472+0.00056012i,-0.00026899-0.00036633i,0.00064136-0.0011531i,0.0009881-0.0013296i
0.020859+0.016577i,0.027807+0.015189i,0.034526+0.0066861i,0.025135-0.0056085i,0.0098684-0.015101i,-0.0055768-0.014151i,-0.0090778-0.0033817i,-0.0042196+0.0029694i,0.0009615+0.0028556i,0.0033829-0.002148i,0.00026819-0.0051663i,-0.003861-0.0020209i,-0.0087093+0.00062959i,-0.013708+0.00013771i,-0.014561+0.00088897i,-0.0083105+0.0024966i,-0.00016635+0.0023301i,0.0019907+0.00141i,-0.00028429+0.0026093i,0.00019977+0.0035521i,0.0028454+0.0027467i,0.0037753+0.00066052i,0.001775-0.0017432i
-0.00025501-0.0038832i,-0.0035267-0.0029422i,-0.0055483-0.0014146i,-0.0029052+0.0011177i,-0.0010971+0.003476i,0.00015118+0.0052252i,0.0010468+0.004219i,0.0013885+0.00084259i,0.00083873-0.00098527i,-0.00030577+0.0003641i,-0.0004114+0.001721i,-0.00048923+0.0012916i,0.00034187+0.00049852i,0.00077265-0.0005303i,-0.00078676-0.0017479i,-0.0023112-0.0018262i,-0.0026859-0.0010094i,-0.0025496-0.00038427i,-0.0019925+7.2171e-06i,-0.0018154+1.5611e-05i,-0.0020757-0.00013961i,-0.0019426+0.00052681i,-0.00087843+0.00091215i
0.0023676+0.0002092i,-0.0002015+0.0010476i,-0.0018312+0.0019196i,0.0010801+0.0016439i,0.0029354-0.000701i,0.0017787-0.002395i,0.00055595-0.0017552i,0.0003219-0.00067177i,1.7756e-05+2.4969e-05i,0.00044932+0.00033944i,0.0015852+0.00014369i,0.0015125-0.00043406i,0.0014535-0.00029748i,0.0026342+0.00075686i,0.0031394+0.0016328i,0.0018946+0.0018207i,0.0013697+0.0015992i,0.0014957+0.0011422i,0.0011356+0.00069408i,0.00050148+0.00036036i,0.0002334+0.00014897i,0.00028543+0.00088772i,-0.00031048+0.0014431i
0.00040453+0.00029925i,-0.00081668-0.001846i,-0.0010399-0.0032502i,-0.0017607-0.001502i,-0.0018094+0.0017826i,-0.00019508+0.0030133i,0.00093672+0.0025906i,0.0015413+0.0024469i,0.0014104+0.0018602i,0.00060595+0.00098412i,0.00054492+0.0014033i,0.0012198+0.0027139i,0.00068626+0.002392i,-0.00056164+0.00104i,-0.0011164-0.00012883i,-0.0019515-0.0015393i,-0.0024471-0.0024423i,-0.0015984-0.0019305i,-0.00093801-0.00076154i,4.4527e-05-0.00042242i,0.0004358-0.00033372i,-0.00028467-0.00017978i,-3.6024e-05+2.0689e-06i
-0.0075123-0.00079999i,-0.0067759-0.00083436i,-0.0030215+0.00023405i,0.0011251-5.0218e-05i,0.0021707-0.0012649i,0.0013844-0.0022996i,0.0011497-0.0029087i,0.00084942-0.0018686i,3.7377e-05-0.00032418i,0.00019714+0.0011491i,0.00077779+0.0017225i,0.00017647+0.001354i,-0.00028528+0.0012875i,0.00053744+0.0013244i,0.0014743+0.0014109i,0.0021102+0.0020084i,0.0016218+0.0019412i,0.00074954+0.00067032i,0.0014483-0.00013525i,0.0012273-0.00047562i,0.00032815-0.00063366i,0.00042289+5.8363e-05i,0.0006079+0.00065337i
0.0018703-0.0082674i,0.0025335-0.0070696i,0.0028866-0.0024574i,0.0024669-0.00060956i,0.00010941-0.0016944i,-0.0032249-0.0016869i,-0.0041241-0.00087904i,-0.0027441+0.00044619i,-0.00094643+0.00093857i,-0.000878+0.00048628i,-0.0014274+0.0004397i,-0.0010006+0.00046041i,-0.0015786+0.00079843i,-0.0026381+0.00052597i,-0.0033397-6.9619e-05i,-0.0036624+5.4377e-05i,-0.0033737+0.00040565i,-0.0027851+0.00037925i,-0.0017716-5.1499e-05i,-0.0010301+0.00013038i,-0.00076453+0.00017725i,-0.0013234-0.00022731i,-0.0016119-0.00022936i
0.0030642-0.0052276i,0.00098429-0.0047745i,-0.0023033-0.0022647i,-0.0031759+0.00037944i,-0.002045+0.0021649i,-0.0012459+0.0026486i,-0.00048625+0.0025441i,0.0002643+0.0018754i,-0.00020632+0.00091094i,-0.00074269-1.6152e-05i,0.00015224-0.00093702i,0.00116-0.00096642i,9.3005e-05-0.0012709i,-0.00035632-0.0019834i,0.00035176-0.0013583i,0.0015998-0.00021262i,0.0023846+0.00080586i,0.0017914+0.0012023i,0.00079227+0.00031916i,0.00026199-0.00041787i,5.205e-05-8.8249e-05i,-0.00013517+0.0004108i,-0.00056647+0.00066303i
0.0034668+0.0014711i,0.0024436+0.0021686i,0.00036033+0.0017136i,-0.00037492+0.00073841i,-0.00014262-6.5946e-07i,0.00093255+5.282e-05i,0.00090551+0.00021986i,-0.00018634-5.1938e-05i,-0.00015088+0.00030405i,0.00073272+3.1469e-05i,0.00089108-0.00046766i,0.00066832-0.00042528i,0.000541+0.00018153i,-6.9492e-05-6.6447e-05i,-0.0013161+4.4904e-05i,-0.0027503-0.00049291i,-0.0028844-0.00095844i,-0.0016042-0.000463i,-0.00013621-0.00066905i,0.00048995-0.00096524i,0.00043984-0.0006819i,-1.6948e-05-0.00011229i,-0.00034408+0.00027419i
0.0015198+0.00095654i,0.0019449-0.0024564i,0.0021051-0.003347i,0.0011168-0.0020416i,-0.0020399-0.00083227i,-0.0042115+0.00018525i,-0.00335+0.00053366i,-0.0024236-0.00015688i,-0.0018673+8.3887e-05i,-0.0010222-0.00016511i,-0.00063711+0.00051845i,-0.00030644+0.0015499i,0.00057965+0.00093161i,0.0010713+0.00054518i,0.0024258+0.00077207i,0.0036965+0.0004745i,0.0030415+1.6742e-06i,0.0015982+5.6888e-05i,0.0011516-0.0004207i,0.0016037+0.00017754i,0.00085388+0.00097307i,0.00029142+0.00010614i,0.00060765+1.1246e-06i
-0.0048019+0.00027211i,-0.0047091+0.0023631i,-0.0027431+0.0073263i,0.00099689+0.0078418i,0.0025335+0.0030062i,0.002139-0.00027349i,0.0012126+0.00044257i,0.00012443+0.0017542i,-0.001489+0.0018477i,-0.0020829+0.0010565i,-0.0022577+2.6791e-05i,-0.0024099-0.00068785i,-0.0018525-0.00056842i,-0.0019983-0.0003872i,-0.0025968+0.0001235i,-0.0026353+0.0011861i,-0.0023037+0.0014831i,-0.001706+0.00029604i,-0.00039293-0.00029005i,-5.0798e-05+4.5332e-05i,-0.00043761+0.00016597i,-0.00030795+0.00041488i,-0.0006567+0.0005798i
-0.0029245-0.0032854i,-0.0029281-0.0051832i,-0.0038841-0.005221i,-0.0041554-0.0030178i,-0.0028587-0.00081964i,-0.000714-0.00032286i,-0.00062116-0.00053081i,-0.002488-0.00039385i,-0.0032788-0.00038113i,-0.0018367-0.00062464i,-0.00046256-0.00099228i,0.00022737-0.0016312i,8.2997e-05-0.0016928i,0.00057574-0.0021153i,0.0017667-0.002155i,0.0023928-0.0019629i,0.0022044-0.0018274i,0.0011796-0.00072741i,0.00025328-0.00057009i,-7.4873e-05-0.00069549i,-0.00045225+5.7243e-05i,-0.00080847+0.0012221i,-0.0010149+0.0018333i
-0.0024053-0.0049648i,-0.0022087-0.002844i,-0.0015576+1.0241e-05i,-0.00013447+0.00037202i,5.1004e-05-0.0014243i,-0.00069983-0.0020757i,-0.00060779-0.0014628i,-0.00084181-0.0010933i,-0.0021329-0.00099986i,-0.0012986-0.00077342i,0.00027256-0.00080485i,0.00014876-0.00079066i,0.00010855-4.3463e-05i,0.00026577+0.0014632i,-0.0002306+0.0018173i,-0.00041206+0.0013047i,-0.0010462+0.00028252i,-0.00087524-0.00073511i,-0.00027203-0.00051907i,2.3569e-07-0.00037091i,0.00038557-0.00031544i,0.00046827-0.00040519i,0.00034251-0.00045185i
0.0040308-0.00312i,0.0040545-0.0012623i,0.0022724+0.0024856i,0.001098+0.0041255i,-7.4275e-05+0.0022027i,-0.0021032-0.00039782i,-0.0027376-0.0011021i,-0.0017404-0.00079702i,-0.0010221-0.001007i,-0.00088841-0.0014729i,0.00020541-0.0010501i,0.0011732-0.00029754i,0.00050119-0.00026161i,0.00010829-0.0010572i,0.0014092-0.0017692i,0.0022344-0.0013787i,0.0020585-0.00090926i,0.0012557-5.6095e-06i,0.0010118+0.00046386i,0.00131-0.00031483i,0.00090216-0.0005259i,0.00022774+0.00013836i,3.9877e-05+0.00058826i
-0.0029395+0.00098683i,-0.0054413+0.0018667i,-0.00636+0.0013558i,-0.0039338+0.00017984i,-0.00044331-0.0004982i,0.0014246-0.0012185i,0.0016873-0.0014352i,0.00074735-0.00075895i,-0.000566-0.00043941i,-0.00073306+8.9007e-05i,0.00051562+0.00020251i,0.0010383-4.9335e-05i,0.00029171-0.00039541i,-0.00037567-0.00074191i,-0.0010308-0.00010749i,-0.0012495+0.00072961i,-0.0014916+0.0011601i,-0.0013712+0.00144i,-0.00086054+0.0010313i,-0.00089534-0.00028338i,-0.0010467-0.00021576i,-0.00088686+0.0010665i,-0.00018117+0.0012892i
-0.0021866-0.00062009i,-0.0026699-0.00076528i,-0.0015149-0.001133i,-0.001026-0.00025899i,-0.0018172+0.00095219i,-0.002747+0.0011773i,-0.0023302+0.0011535i,-0.0021128+9.9583e-05i,-0.0017632-0.001263i,-0.00035937-0.0011575i,0.00027775-0.00055261i,0.00013459-0.00064703i,-0.00027734-0.0012109i,-0.0008488-0.0010711i,0.00013919-0.00095933i,0.0014505-0.0016287i,0.0011531-0.0018472i,0.00046517-0.0011753i,0.00053114-0.00045619i,0.00066548+8.521e-05i,0.00075017+0.00010963i,0.00034462-0.00095467i,0.00086091-0.0010109i
-0.0020912-0.0041482i,-0.0023286-0.0053965i,-0.001389-0.0023367i,0.0006029+0.0004607i,0.00086107-0.00033109i,-0.00035569-0.0016808i,-0.00086402-0.0016528i,2.8315e-06-0.0012533i,0.00024203-0.0011882i,0.0002749-0.0013231i,0.00024207-0.0010061i,-0.00010278-0.00069383i,0.00060385-0.00092706i,0.0011294-0.00027608i,0.0011757+0.0010467i,0.00056158+0.0018683i,-0.00044522+0.0011778i,-0.00049604+7.5853e-05i,-0.00065158-0.00021994i,-0.00038488+0.00014355i,4.2067e-05+0.00014318i,0.00022328+1.8584e-05i,0.0002211-0.00036215i
0.0036012-0.0038027i,0.0043104-0.0028586i,0.0030176+0.0012097i,0.00088552+0.0016173i,0.00017456-0.00072487i,-0.00041998-0.0014953i,-0.0013839-0.0010628i,-0.0011608-0.00068616i,-3.7765e-05-0.00077906i,0.00094638-0.00044377i,0.0011038-0.00012748i,0.00044441+0.00011837i,0.00011316-0.00040555i,-5.0632e-05-0.001462i,-0.00017077-0.0017916i,0.00016658-0.001562i,0.00041308-0.0013936i,0.0004516-0.00064073i,0.00054082+0.00080354i,0.00065507+0.00048053i,0.00017922-0.00046183i,-2.9691e-05-0.00053448i,2.2824e-05-0.00013346i
0.0014186+0.00020063i,0.00087096-0.0016318i,0.00029655-0.0017544i,0.00031162-0.0012034i,0.0011125-0.0014426i,0.00092189-0.0012535i,0.0002093-0.00084088i,0.0004693-0.0010809i,0.00028008-0.0014459i,0.00072888-0.00058989i,0.0014431-5.2568e-05i,0.0013436-0.00066942i,0.0017509-0.0012925i,0.0017551-0.00045281i,0.00025525+0.0009777i,-0.00018651+0.0014883i,3.1918e-05+0.001026i,-0.00025236+0.0006908i,-0.00098061+0.00026607i,-0.0011005+0.00014762i,-0.00050946+0.0012306i,0.00017676+0.0013063i,-0.0001324+0.00081289i
-0.001816-0.0013201i,-0.0027691+0.0010198i,-0.0019384+0.0035863i,0.00051134+0.0042255i,0.00094804+0.0024777i,-0.00052594+0.0015735i,-0.00087649+0.0014201i,-0.00065212+0.00034444i,-0.00026054-0.00073033i,8.7824e-05-0.00073322i,0.00023019+0.00035024i,0.00052047+0.00076046i,0.00097798-0.00025213i,0.0013631-0.00064557i,0.0013391-0.00068482i,0.00096004-0.0012195i,0.00038013-0.0016431i,-3.5765e-05-0.0012035i,-0.00010656-0.00066377i,-0.00078422-0.00055972i,-0.00085796-0.00047194i,5.1895e-05-1.7067e-05i,0.00023847+0.00024666i
0.0018042-0.00026047i,0.00078664-0.0028558i,9.1722e-05-0.0019696i,-0.00063387-0.00014862i,-0.0013996-0.0010775i,-0.0016389-0.0019169i,-0.0010191-0.001556i,0.00042166-0.00069845i,0.0010462-0.0011216i,0.0011078-0.001887i,0.00054301-0.0014668i,0.00018533-0.0010334i,0.0006978-0.0011591i,0.0011005-0.00065024i,0.0001744+0.001197i,-0.00093377+0.0025157i,-0.00063027+0.0019707i,-0.00030831+0.0013704i,-0.00014362+0.0019876i,2.4542e-05+0.001882i,0.0001897+0.00065442i,0.00023853-0.00053735i,2.3256e-05-0.00079458i
-0.0026844-0.0012854i,-0.0017627-0.0011306i,-0.0010158-0.0010036i,5.1573e-05-0.00058971i,0.00077001-0.00033616i,0.00039422-0.00056158i,0.00029101-0.00072494i,0.00052502-0.00084424i,0.00046929-0.0003037i,0.00023128+0.00039209i,-8.1511e-05+0.00085078i,-8.7211e-05+0.001136i,-0.00014942+0.00054446i,8.5115e-05+0.00025441i,0.0004411-4.7599e-06i,0.00028657-0.00056311i,-0.00011954-0.00021985i,-6.4998e-05+0.00012437i,0.0006724-0.00075443i,0.0007319-0.00091322i,0.00016464-0.00085905i,6.3947e-05-0.00020645i,-0.00038365+0.00073626i
0.00048329-0.0064872i,0.00087725-0.0043406i,0.0020714-0.00086073i,0.0017543+0.00057677i,0.00020075+0.00032799i,-0.0010301+0.00051482i,-0.0010157+0.00091569i,-0.00022256+0.00019735i,-0.00024672+5.7628e-05i,1.8482e-05+0.00048696i,0.00018603+0.00052656i,-0.0001323+0.00060742i,0.00028746+0.00095202i,0.00072147+0.0010205i,0.00014186+0.0017758i,-0.00065669+0.0026133i,-0.00072082+0.0013004i,-0.00052442-0.00019627i,-0.00050361-0.00026282i,-0.0002541+0.00038638i,-0.00057889+0.0010927i,-0.0012058+0.0005374i,-0.0010527-0.00068647i
-0.00044888-0.0049457i,-0.0034778-0.0019113i,-0.0058048+0.0020507i,-0.0045736+0.0032846i,-0.0019545+0.0025836i,-0.00014616+0.00036735i,0.00014986-0.0010561i,0.00020078-0.00086214i,0.0010874-0.00036181i,0.0010203+0.00027614i,0.00032722+0.00061507i,0.00055895+0.00019494i,0.0012073-0.00037799i,0.0012802-0.00064259i,0.00080879-0.0006852i,0.00031531-0.00033985i,0.00021191-0.0002581i,0.00034188-0.00056539i,0.00054448-0.00051719i,0.00037277-9.9435e-05i,0.00013153-0.00042348i,0.0012071-9.4427e-05i,0.0013887+0.00045421i
0.0048445-0.0032978i,0.0033265-0.0041342i,0.0023029-0.0044742i,0.0013607-0.0045851i,-0.0012859-0.0036895i,-0.0024653-0.0015106i,-0.0010447-0.00031165i,0.00079868-0.0010799i,0.0010253-0.0018988i,0.00015373-0.00096775i,-0.00033582+0.00036736i,0.00015255+0.0013469i,0.00046104+0.001493i,0.00060815+0.0013558i,0.00058416+0.0015013i,-0.00015607+0.001307i,-0.00082217+0.0010044i,-0.00083655+0.00077869i,0.00022038-0.00018589i,0.0010171-0.0004942i,0.00032813-0.00025862i,-0.00023509-0.00026264i,-0.00043352+0.00012705i
0.0050732+0.0033529i,0.0032931+0.0036978i,0.00036899+0.004245i,0.00014576+0.0039755i,0.0017859+0.0014119i,0.002516-0.00098658i,0.0022119-0.001013i,0.0017467-0.00025256i,0.0013471+0.00076254i,0.00087295+0.00056742i,0.00017208+0.00030769i,0.00035534+0.00081729i,0.00061806+0.0011597i,0.00074777+0.00087084i,0.00107+0.00037338i,0.00040407-0.00064382i,0.00016786-0.00088067i,0.00089186+0.00018548i,0.00060502+0.0004791i,-0.00013973-0.00030465i,-0.00059232-0.00057851i,-0.00034408+8.4942e-05i,-0.00025009+6.7179e-05i
-0.002417+0.0011589i,-0.0036425+0.00013578i,-0.0042207-0.00040557i,-0.0045403-0.00058738i,-0.0041254-0.00056638i,-0.0029593+0.00026956i,-0.0020262+0.00053675i,-0.0013472-5.2933e-05i,-0.0016691-0.00049246i,-0.0014102-0.00034326i,-0.0009525+0.00076188i,-0.00058297+0.00083557i,-2.2398e-05+0.00070852i,-0.00014494+0.0011816i,0.0001526+0.0010399i,0.00078004+0.0011208i,0.00051283+0.0014663i,0.00053602+0.00052919i,0.00063308-0.00022659i,-0.00050871-9.6459e-05i,-0.00084908-0.00023653i,-9.4241e-05-0.00015293i,-5.6851e-05+0.00097993i
-0.0052669-0.0071488i,-0.006043-0.0074767i,-0.0050895-0.0051546i,-0.0020853-0.0019576i,0.00078198-0.0001438i,0.0014246+0.00033443i,0.0014651+0.00073192i,0.00094296+0.00012871i,-0.00034605+0.00018544i,-0.000975+0.0010928i,-0.00075806+0.00036567i,-0.00019044+0.00030628i,-0.00068426+0.00081473i,-0.00057563+0.00042521i,-0.00018527-0.00054499i,-0.00012524-0.00081185i,-0.00018182-0.00054466i,0.00014213-5.4875e-05i,0.0010083-0.0003022i,0.0005558-0.00099907i,0.00021702-0.00082449i,-3.5088e-05-0.00076004i,8.1947e-06-0.0010932i
