4.3442e-05+0.0023379i,-0.00066625+0.0014393i,-0.0032451+0.0012449i,-0.0022666+0.00086558i,-0.00090278+0.0010575i,-0.0001364+0.0012243i,0.00069171+0.0015574i,0.0011838+0.0014019i,0.001517+0.00043388i,0.0013314+0.00018055i,0.0014804+0.00035004i,0.00090493+8.3297e-05i,-7.5903e-05-0.00050771i,0.0002161-0.0012255i,-0.0001216-0.0011562i,-0.00071347-0.00097082i,-0.00042835-0.00051049i,9.6942e-06+0.000272i,3.4147e-05+0.00022804i,-0.0004267+0.00012379i,-0.00090946+0.00049286i,-0.00087252+0.0008555i,-0.00036418+0.00083733i
0.0015088-0.0010615i,-0.00030417-0.00090344i,-0.0020839+0.00095717i,-0.0010787+0.0015812i,0.00031405+0.00046674i,0.00054526-0.00035361i,0.00092837-1.194e-05i,0.0013636+0.00026344i,0.00059584+0.00036521i,0.0002642+0.00042219i,0.00047779+0.00066985i,0.0004194+0.00062999i,0.00074324+8.2463e-05i,0.00019592-0.00032755i,-0.0007604-0.00027396i,-0.00082351+7.2353e-05i,-0.0010557+5.207e-05i,-0.000897-0.00029479i,-0.00025736-0.00091159i,-6.9738e-05-0.00044501i,0.00032999-4.8367e-05i,0.00052979-0.0004117i,-0.00032694-0.00075153i
0.0017683-0.0025941i,-0.00015806-0.0028422i,-0.0025515-0.0035032i,-0.0031769-0.001974i,-0.0032228-0.00017358i,-0.0025799+0.00079273i,-0.0008354+0.00025228i,-0.00020623-0.0012048i,-0.00040281-0.00194i,-0.00036401-0.00046226i,7.8492e-05+0.0012811i,0.00041151+0.0015315i,0.00032046+0.00094652i,0.00017848+0.00080819i,-0.00050824+0.00051582i,-0.00082304-0.0002571i,-0.00067498+0.00014361i,-0.00054962+0.00069069i,-0.0006763+0.00070215i,-0.00043134-8.6464e-05i,0.00020022-0.0011698i,0.0001963-0.0013028i,0.00019237-0.0012197i
0.00057894-0.0018432i,0.0011618-0.0022033i,0.0006375-0.0022337i,-0.00033442-0.0015226i,0.00024504-0.0010351i,0.00017383-0.0014227i,-0.00045803-0.0012442i,-0.00027052-0.00057278i,-0.00054013-0.00030538i,-0.00053734-0.00027776i,0.00038635-0.00031925i,0.0010231-0.00030916i,0.0010032-0.00012053i,0.00097435+5.1161e-05i,0.00092182+4.8626e-05i,0.00052825-0.00037204i,-0.0001242-0.00028321i,0.00012873+0.00049651i,0.00049677+0.00056177i,-5.6066e-05+9.3596e-05i,-0.0014001-0.00013775i,-0.0018702+0.00050607i,-0.0015035+0.001099i
0.00095946-0.0008406i,0.00065984-0.0003617i,0.0013134+0.0012619i,0.00083667+0.0013644i,-0.0015016+0.00076864i,-0.0030694-0.00010082i,-0.0019091-0.00035164i,-0.00046547-2.2532e-05i,9.8723e-05+0.00020565i,0.00081784-9.392e-05i,0.0010394-0.00043169i,0.00019381-0.0001561i,-0.0002093-0.00037013i,-0.00072308-0.00082089i,-0.00060056-0.00048232i,-0.00056911+0.00020136i,-0.00079368+0.00065334i,-0.000472-0.00014338i,-0.00028747-0.00046948i,-0.00041991-0.00012505i,-0.00078132+0.00019804i,-0.00019346+8.278e-05i,-5.1217e-05+8.6051e-05i
0.0020967+0.00016506i,0.0017438+0.00057813i,0.001177+0.0018127i,0.0014007+0.00077409i,0.0012347-0.0013204i,0.00044737-0.0017567i,0.00029328-0.00074175i,0.00075059-0.00034183i,0.00090443-0.00018764i,0.0010197+0.00091993i,0.0010783+0.00079022i,0.00021647-6.7316e-05i,-0.0010603-0.00027108i,-0.0014813+0.00010967i,-0.00076964+0.00019212i,-0.00057665-0.00030596i,-0.0009732-6.7274e-05i,-0.00083165+0.00020807i,-8.8719e-05+7.9905e-05i,0.00029994+0.00038408i,9.1094e-05-1.9627e-05i,-0.00010776-0.00038843i,-0.00028453-0.00035548i
0.00095272-0.0016363i,-6.5309e-05-0.0026509i,-0.00078544-0.0027387i,-0.0011178-0.0019127i,-0.0012391-0.0009804i,-0.0019503-0.0011616i,-0.0020682-0.0018514i,-0.00081987-0.00060533i,-0.00019636+0.00029273i,-7.8948e-05-0.00043701i,-0.00018064-0.00085443i,0.00022244-0.0013151i,0.00090769-0.00080225i,0.00044451-0.000176i,-6.8382e-05-0.00051389i,0.00041442-0.0001314i,0.00029104+0.00056671i,-0.00020324+0.00082016i,-0.00036399+0.0003185i,-0.00037019+0.00022569i,-0.00027717+0.00087804i,-0.00049402+0.000955i,-0.00058407+0.00038488i
0.00095524-0.00075766i,0.0017704-0.00038359i,0.0022007+0.00094565i,0.0025406+0.001103i,0.0025819+0.00057126i,0.0010277-2.6815e-05i,0.00042536-3.3856e-05i,0.00079953+0.00011516i,0.00015099+0.00036753i,0.00025158+0.00053722i,0.00078228+0.0011284i,-3.7097e-05+0.0013311i,-6.8657e-05+0.0010024i,0.00015028+0.00016627i,-0.00020862+8.4653e-05i,-0.00050087+0.00034015i,-0.00035031+0.00032583i,-0.00033602+0.00012041i,-0.00089322+2.5622e-05i,-0.0012154-0.00025303i,-0.00029336-0.00028695i,-0.00013206-0.00037185i,-0.00066735+2.3784e-05i
0.00080252+0.0012737i,0.0012039+0.0010399i,0.0014409+0.0025865i,0.0012475+0.002172i,0.00061611+0.00071185i,-0.00030783-0.00040703i,5.6925e-05-0.00099228i,0.00049912-0.00037005i,0.00061699-0.0003235i,0.00068204-0.00034902i,0.00036298+0.00040539i,0.00012838+0.00078338i,0.00027724+0.00094085i,-0.00021698+0.00073447i,-0.0013526-0.00018494i,-0.0018443-0.0003164i,-0.0013771+0.00041991i,-0.0008372+0.000489i,-0.00075088-0.00025845i,-0.0015875-0.0005317i,-0.0015814-0.00051483i,-0.00069823-0.00033332i,5.5449e-05-0.000179i
-0.0014027-0.00028958i,-0.0018291-3.5389e-06i,-0.0024787+0.00087799i,-0.0010313+0.0010014i,0.00070044-0.00039172i,0.00078214-0.0012698i,0.00046643-0.0014789i,0.00017479-0.0020156i,-0.00030868-0.0010703i,4.2468e-06-0.00025756i,0.00069893+0.00019084i,0.00032572+0.00018153i,-0.00023573-0.00047992i,-0.00039334-0.00086324i,-0.00038224-0.00044792i,-0.00033153+0.00049119i,-4.2132e-05+0.00051646i,-0.00068272-0.00019027i,-0.001284-0.00028671i,-0.00055086+9.9414e-05i,0.00031711+0.00055627i,0.00046051+0.00076303i,-2.596e-05+0.00033935i
-0.00057964-0.00035809i,-0.00025406+0.00019607i,-0.0013697+0.0012787i,-0.0011595+0.0025262i,-0.00063548+0.0027632i,-0.00081497+0.0013611i,-0.00079556+0.00046156i,-0.0003311+0.00057079i,-3.7499e-05+0.0010304i,0.00022873+0.0015754i,3.8202e-05+0.00067733i,-0.00022827-0.00063598i,-5.436e-05-0.00046408i,0.00015099+0.00020037i,0.0004981-0.00024588i,0.00075108-0.00041121i,0.00020107-3.3551e-05i,-0.00016139+0.00031866i,-0.0003383+0.00013859i,-0.00070777-9.3215e-05i,-0.00080961+9.0666e-05i,-0.00043319-0.00018047i,-0.00081522-0.00076853i
-0.0016744+0.0015787i,-0.00054437+0.0022253i,0.00059914+0.0011754i,0.0020735-0.00070659i,0.0017526-0.0022335i,0.00031386-0.0024403i,-0.00032914-0.0018881i,0.00025924-0.0010208i,0.00093643-0.00071713i,0.00075705-0.00026491i,0.0010059+0.00011092i,0.00070781+0.00011802i,-0.00019021-0.0001165i,-0.00080191-0.00024074i,-0.00079363-0.00031445i,-0.00044642-0.00078899i,-0.00048156-0.00092999i,-0.00062769-0.00080293i,-6.47e-05-0.00057053i,6.8791e-05-0.00011185i,-0.00082488+1.8811e-05i,-0.00010477-4.0254e-05i,0.00075647+0.00074595i
7.4687e-05-0.0025161i,-0.0021404-0.00085472i,-0.0017913+0.0021511i,-0.00093332+0.0040154i,-0.0011524+0.0030455i,-0.00098896+0.0014247i,-0.00026174+0.00054749i,0.00010879+0.00010891i,-3.4855e-06+3.569e-05i,-5.9122e-05+5.8135e-05i,-9.8456e-05+2.1244e-05i,0.00017733+0.00058288i,0.00030326+0.00018839i,0.00053314-0.00024084i,0.0005454-0.00053479i,0.00054217-0.00082721i,0.00049417-0.000321i,0.00027629+0.00041787i,0.00016312+0.00034444i,0.00055283+0.0006062i,0.00036456+0.0010415i,3.3268e-05+0.00034608i,0.00062606+0.0004366i
0.0024053-0.0017085i,0.0014049-0.0024919i,-8.1251e-05-0.0018049i,-0.0011829-0.0017226i,-0.0016165-0.0017849i,-0.0016335-0.0015162i,-0.0013026-0.00064733i,-0.00090347+0.00013839i,-0.00069894-5.4363e-05i,-0.00022897+6.3454e-05i,-0.00048719+5.4777e-05i,-0.00044161-0.00056455i,3.6639e-05-0.00088437i,-0.00062635-0.00054259i,-0.000631+4.0808e-05i,8.6423e-05+7.5387e-05i,-0.00021541-5.3699e-05i,-1.7337e-06-7.8146e-05i,0.00079066-0.00048354i,0.00034087-0.00038742i,-0.00054126-0.0007475i,-0.00038049-0.00069767i,-0.0001128+1.92e-05i
0.0010537-0.0010321i,-0.0002285-0.00095807i,-0.0013349+0.00044303i,-0.00022741+0.0019881i,0.0009938+0.0016669i,0.00059002+0.00121i,4.2539e-06+0.00092893i,0.0005063+0.0003473i,0.00040508+0.00036988i,-6.8069e-05+0.00066392i,-0.00058401+0.00024744i,-0.00097842-7.8505e-05i,-0.00047124+1.4243e-05i,9.877e-05-0.00011518i,-0.00024246-0.00061458i,-0.00028648-0.00054653i,0.00013674+0.00020725i,0.00055623+0.00025239i,0.00035615-0.0003278i,0.00039553-0.00088835i,0.00035489-0.0010275i,0.00037727-0.00070546i,0.00044461-0.00027546i
0.0024658-0.0003842i,0.0016852-0.0017375i,-0.0006626-0.002522i,-0.0026451-0.0018142i,-0.0029074-0.00088718i,-0.0016033-0.00075199i,-0.0003372-0.00054828i,0.00021707-3.0851e-05i,0.00017162-0.00050309i,-6.4284e-05-0.0010383i,-0.00015782-0.0008852i,-0.00059133-0.00025045i,-0.00011697+0.00086777i,-0.00026838+0.0017423i,-0.0010375+0.0018006i,-0.00046793+0.0018712i,-8.381e-05+0.0012904i,-0.00015447-5.3896e-05i,0.00022356-0.00081532i,0.00022208-0.00094678i,-0.00016819-0.00084068i,-0.00062894-0.00045204i,-0.0009329-0.00028119i
-0.0011734-0.00044516i,-0.0012567-0.0012972i,-0.00054883-0.0012454i,0.0012703-0.0011339i,0.0018696-0.00067567i,0.00074946+0.00021534i,-0.00056973+0.0004854i,-0.00078216+0.00017104i,-1.7919e-05-0.00053107i,-0.00019824-0.00051928i,-0.00031987-0.00053465i,-0.00012275-0.00035993i,0.00086968+0.00058732i,0.0018445+0.00019758i,0.00088944-0.00062449i,-0.00049263-0.00057295i,-0.00057602-0.00048653i,-0.00042396-0.00064177i,-0.00032991-0.00075278i,0.00020113-0.00090956i,0.00040902-0.00028892i,-0.00012282+0.00010185i,0.00015006-7.2424e-05i
0.00087768-0.0011623i,-0.00020913-0.002304i,-0.00064356-0.0019187i,-0.00076647-0.00132i,-0.0008552-0.0015674i,-0.00045734-0.0015077i,0.00014484-0.0010961i,-0.00020728-0.00078866i,-0.00028177-0.00088211i,0.00058835-0.00085435i,0.00082851-0.00041803i,0.00050495-0.00038092i,-0.00065377-0.00015641i,-0.0013421+3.0021e-05i,-0.0015282-9.3015e-05i,-0.0015893+0.00064116i,-0.0011431+0.00082286i,-0.00051984+3.861e-05i,-0.00043347-0.0003486i,-0.0005098-0.00077727i,0.0001755-0.0011439i,0.00042169-0.00090318i,-0.00071692-0.00080135i
0.0003413-0.0025903i,0.0011465-0.0028166i,0.0018517-0.0023336i,0.00064064-0.002508i,-0.0001317-0.0024194i,-0.0009402-0.00092598i,-0.0020633-0.00011189i,-0.0017123+0.00029537i,-0.00096589+0.00037593i,-0.00040708+7.379e-05i,-0.00034951-0.00032631i,-8.2695e-05-0.00047131i,-1.0924e-05-0.00042802i,-0.00039699-0.00045839i,-0.00085369-0.00016203i,-0.00012793-0.00027107i,0.0010373+0.00016123i,0.0011464+0.00070436i,0.00087953+0.00078631i,0.00034333+0.0011232i,0.0010098+0.0012984i,0.0012454+0.00051352i,0.00052097-0.00047526i
0.00073754-0.0036938i,0.0012767-0.0028801i,0.00081103+0.000129i,4.918e-05+0.0019057i,0.00011484+0.0016249i,0.00029452+0.00068301i,0.00012074+0.00024962i,-0.00018252+5.6913e-05i,-0.0004698-0.00068123i,0.00086663-0.00026054i,0.0015572+0.00049815i,0.000583+0.00037082i,0.00048921+0.00078361i,0.00091748+0.0006996i,0.00056054+0.00015988i,-0.00026432+0.00022662i,-0.00032392+0.00041177i,0.00021105+0.00072878i,0.00018908+0.00040046i,-0.00017911+4.5013e-05i,-0.00020305-0.00026125i,0.0003647-0.00049741i,0.00030083+0.00054978i
0.00074127-4.0921e-05i,0.00028679-0.00053149i,0.00016588-0.0018106i,0.00035033-0.0017786i,0.00063836-0.00096449i,0.00051588-0.00073925i,-0.000244+0.00016125i,-4.0573e-05+0.00072344i,0.00084018+0.00087158i,0.00063416+0.0013597i,0.00078011+0.0012756i,0.0017288+0.0006693i,0.0015197-0.00011676i,0.0004883-0.00088417i,0.00037118-0.00075385i,0.00049031-0.00029882i,0.00052386-0.00052535i,0.00051306-6.5873e-05i,-0.00026625+0.00055378i,-0.00086671-0.00031783i,-0.00037649-0.00070667i,-5.1857e-05-0.00045138i,-0.00029589+4.7118e-06i
0.00097547+0.0012805i,0.0010016+0.00058424i,0.00079916+0.00046259i,-5.4891e-05+0.00079902i,-0.0011931+0.00017857i,-0.0010271-0.00084012i,-0.00047937-0.00056598i,-0.00075443-0.00068344i,-6.7778e-05-0.0016734i,0.00054802-0.001331i,0.00093173-0.00056672i,0.0017152-0.00011218i,0.00097476+0.00037884i,0.00038052+0.00018405i,0.00083515+4.1651e-05i,0.00023168-7.4972e-05i,-0.00031962-7.3422e-05i,-0.00028926-0.00018597i,3.3233e-05-0.00012126i,-0.00019718+1.1085e-05i,-0.00083908-0.00031428i,-0.00021001-0.00019022i,0.00030845-8.793e-05i
0.00012853-0.0014655i,4.1244e-05-0.0010425i,0.0013122+0.00019951i,0.001978+0.00081275i,0.00064565+1.8848e-06i,-0.0004138-9.0035e-05i,-0.0004566-6.8989e-05i,0.00019942-0.00022865i,0.00050271-0.00026757i,-0.0002791+9.4457e-05i,-0.00065349+5.3107e-05i,-0.00020741-0.00016169i,-0.00018293-0.00029807i,-8.544e-05-0.00027915i,0.00019309+0.00028746i,0.00070933+0.00084988i,0.00087996+0.00044643i,3.5766e-05-0.00069647i,-0.0007903-0.00052446i,-0.00029063+0.00016995i,0.00039286+0.00025787i,-0.00033183-7.9769e-05i,-0.00093709-0.00034992i
-0.0023437-8.837e-05i,-0.0018012+0.00083247i,-0.0013391+0.0016134i,0.00038529+0.0016372i,0.0017926+0.00043069i,0.0013768-0.0007637i,7.3142e-05-0.00059536i,-0.0007088-0.00032717i,-0.0013434+0.00026174i,-0.0010374+0.00084284i,-0.00018892+0.00018525i,-0.00036913-0.00082634i,3.5985e-05-0.00083629i,-5.9313e-05-0.00015046i,-0.00036569-1.2156e-05i,-0.00033285+0.00018041i,-0.00015753+0.00078536i,-0.00020512+0.00033918i,-0.0005424-0.00025014i,-0.00084467+0.0001625i,-0.0010919+0.00029297i,-0.00069695+0.00030174i,-0.00046091+0.00010129i
-0.00076789-0.00077396i,-0.00094767+0.00047934i,-0.0010291+0.0011923i,-0.00060429+0.00056201i,-0.00066281-0.00043206i,-0.0011456-0.0012447i,-0.0010304-0.0014658i,-8.1445e-06-0.00054459i,4.0254e-05-0.00034725i,-0.00052096-0.0010833i,-0.00016783-0.00058337i,0.00053305+6.3696e-06i,0.00049127-0.00047242i,-5.192e-05-0.00084635i,-0.00076716-0.0010259i,-0.0003367-0.00055934i,7.9664e-05+0.0002149i,0.00018403+0.00023666i,0.00077067-0.00020687i,0.00021734-0.00024317i,-0.00043937-0.00012177i,-0.00025081+0.00040057i,-0.00052782+0.00032218i
0.00042278-0.0032331i,-8.0792e-06-0.0036796i,-0.00034253-0.0030199i,-0.00026387-0.0013558i,1.3002e-05+1.2242e-05i,0.00048972+0.00048488i,-0.00027164+0.00056647i,-0.00070836+0.00019494i,0.00024352-0.00046668i,0.00074969+0.00036173i,0.00052419+0.0012174i,0.00015916+0.00099475i,1.4703e-06+0.00017214i,-0.00036664+1.9857e-05i,-0.00018243+6.315e-05i,0.00075237-0.00044402i,0.0006401-0.00029725i,6.1348e-05-3.1586e-05i,7.8434e-05+9.4272e-06i,0.00047199-0.00023005i,0.00089153-0.00068531i,0.00082083-0.00045265i,0.00030668+1.8691e-05i
0.0020083-0.0026992i,0.0031319-0.0036379i,0.0026024-0.0017353i,0.0018441-0.00035012i,0.00089811-0.00030492i,-0.00061557-0.00055972i,-0.0015202-0.00025834i,-0.00076439-0.00032981i,-0.00057289-0.00097586i,-0.00064146-0.00091938i,-0.00016059+9.3337e-05i,0.00029324+0.00017709i,0.00071972-0.00010956i,0.0002861+0.00054638i,-0.00080043+0.0003925i,-0.00089866+5.235e-05i,-0.00069263+0.00056481i,-0.00043672-0.00015223i,-4.7076e-05-0.00097501i,0.00030278-0.00024597i,-0.00036769-6.7854e-05i,-0.0010247-0.00097556i,-0.0011567-0.0011068i
0.0020256+4.4973e-05i,0.0020567+0.0013841i,0.0017595+0.0022858i,0.0020879+0.0027536i,0.0016652+0.0014991i,0.00034388-2.5648e-05i,-0.00018487-0.00066533i,-0.00043614-0.0010603i,-0.00013393-0.0012855i,0.00032649-0.0010393i,0.0005519-0.00014357i,0.00066492+0.00035291i,7.635e-05+0.00033673i,-6.863e-05-0.00061783i,0.00021518-0.00090118i,-5.9322e-05-9.4066e-05i,9.6602e-05+0.00037968i,-9.3047e-06+0.00013897i,-0.00026332-0.00020738i,9.9045e-05+0.00012788i,0.00040336+0.00049046i,0.00070725+0.00016623i,0.00082319+0.00021602i
0.0048667+0.00089063i,0.0038219+0.0012083i,0.0015574+0.00077935i,-0.00033299-0.00020092i,0.0001891-0.0015855i,0.00074236-0.0018734i,0.00057721-0.00094721i,0.00082916-0.0004596i,0.0012887-0.00018341i,0.0014669+0.00012168i,0.0012414-0.00017356i,-0.00018711-0.00037574i,-0.00062408-0.00082638i,-0.00010942-0.00016752i,-0.00031771+0.0003675i,-0.00012083-0.00034605i,8.1122e-05-0.00068327i,0.00028161-0.0003737i,0.00056837+5.2131e-05i,0.00073378+7.5299e-06i,0.00010025-0.00063573i,-0.00048162-0.00078525i,-0.00040242-0.0004806i
-0.0018544+0.0014695i,-0.0024302+0.00061345i,-0.0020972-0.00017937i,-0.00062202+8.689e-05i,0.00034461+0.00073606i,-0.00067074+0.00070433i,-0.0015214+0.00013356i,-0.0007892-3.0558e-05i,-0.00033611+0.00031349i,2.9516e-05+0.00027252i,0.00047-6.5012e-05i,0.00025145-0.00026586i,0.0002551-0.00021008i,0.00041781+0.00035575i,0.00010884+0.00064609i,-4.3186e-05-0.00010364i,0.00021409-0.00073621i,0.00064516-0.00074363i,0.0005719-7.7148e-05i,0.00042953+0.00042856i,0.00034313-0.00029255i,0.00046672-0.00088219i,0.00022133-0.00044243i
-0.00021829+0.0013838i,-0.0014315+0.0015739i,-0.0014962+0.0020595i,0.00054491+0.0020931i,0.0017408+0.0010996i,0.001138+0.00049433i,0.00053542+0.00069127i,0.00053397+0.00066222i,0.00054042+0.00043585i,0.0002572-0.0001819i,0.00040335-0.00043321i,0.00047887+0.00056508i,-5.8684e-05+0.0007776i,-0.0014289+8.6316e-05i,-0.001907-0.00042687i,-0.0015553-0.0011522i,-0.001004-0.00080786i,-0.0006633+0.00039713i,-0.00068425+0.00056077i,-0.00053694+0.00031834i,1.8496e-05+0.00020841i,9.8566e-05-0.00024774i,5.7822e-05-3.0396e-05i
0.0001804-0.00017488i,0.0005466-0.00092178i,0.0015526-0.0011406i,0.0010916-0.0009847i,0.00010767-0.00078717i,-0.0011909-0.00053561i,-0.0013081+0.00039904i,-0.0004279+0.001033i,-0.00057059+0.000655i,-2.7432e-05-0.00040292i,0.00023051-0.00070462i,-0.00055998+0.00026494i,-0.0004214+0.00097152i,-0.00038814+0.00063653i,-0.00079928-2.5649e-05i,-0.00092539+0.00021606i,-0.000855+0.00050977i,-0.00040479+0.00056897i,0.0004886+0.00068666i,0.00097988+5.1466e-05i,0.00086513-0.00076211i,0.00026386-0.00043109i,-0.00051647-0.00010772i
-0.00047931-0.0028903i,-0.0010099-0.0042921i,-0.00076511-0.0031431i,0.00018745-0.00078063i,0.00099593-0.00085424i,0.00059914-0.0013162i,-0.00061131-0.0009026i,-0.0010666-0.00041192i,-0.0011797+8.2674e-06i,-0.00089133+0.00020149i,-0.00063194+0.00013648i,-0.00014459-0.00022335i,0.00035481-0.00055423i,0.00029244+7.8303e-05i,-0.0002458+0.00049815i,-0.00067157-6.2052e-06i,-0.00058003-0.0008825i,-0.00027264-0.0015039i,-6.0921e-05-0.0009185i,-8.8276e-06+0.0005721i,-0.00023048+0.0011609i,-0.0012391+0.00054059i,-0.0015992+0.000704i
0.0042953-0.00027317i,0.0046061-0.0017218i,0.0030383-0.0018695i,0.0011912-0.0010106i,-0.00035159-0.00069769i,-0.00089362-0.0012072i,-0.00043647-0.00059078i,-0.00019557+0.00035508i,-0.00032987-0.00021751i,-7.0985e-05-0.0010708i,-0.00041001-0.00086573i,-0.00076157-0.00014171i,-0.00034296+0.00048482i,-0.00045751+0.0006318i,-0.00047204+0.00058042i,8.0966e-05+0.00032775i,0.0002192+0.00026346i,1.7024e-05+0.00027624i,0.00015897-0.00028061i,0.00017141+0.00034958i,0.0010262+0.0010343i,0.0011158+0.00082637i,0.00066415+0.00016986i
0.0030264+0.00017026i,0.0029022+7.4692e-05i,0.0020125+0.0013702i,0.0012736+0.0017326i,0.00077912+0.00098396i,-1.9997e-05+0.00012559i,-0.00045656-0.00012902i,0.00012613+4.6488e-05i,0.0009816+8.5929e-05i,0.0012458+4.3435e-05i,0.00086343+0.0002002i,0.00055242+0.00011612i,0.00031136-0.00013012i,-0.00016511-0.00016506i,-0.0011285+1.4906e-05i,-0.0013892+0.00071669i,-0.00040339+0.00083304i,0.00034597+0.00047459i,4.0385e-05+9.8385e-05i,-0.00025191+0.0001688i,-0.00021592+0.00047071i,6.056e-05+0.00054145i,-0.00020341+3.9254e-05i
0.00035177-0.0009389i,8.6689e-05-0.0010124i,-0.00074121+0.00021823i,-0.0012306+0.00048785i,-0.00096029-0.00073078i,-0.00080247-0.0017956i,-0.00061731-0.0018756i,-0.00040018-0.00094023i,-0.00060946+0.00042298i,-0.00010841+0.0007958i,-8.5842e-05+0.00018777i,0.00035603-0.0003691i,0.0014409+0.00030005i,0.0019069+0.00092845i,0.0017578+0.00061173i,0.0014463+0.00039477i,0.00072531+0.00037038i,-0.00018455+0.00034628i,-0.00027143+0.00079993i,-0.00071003+0.00086175i,-0.0006653-0.00023828i,0.00071414-8.4747e-05i,0.0009963+0.00057424i
-0.00080603-0.0005447i,-0.0019538+0.00091202i,-0.0019501+0.00069481i,-0.00044523+0.00097886i,0.00014145+0.0013342i,-0.00075684-0.00021201i,-0.00093099-0.00077345i,-0.00051032-0.0003462i,-0.0004084-0.00082109i,-0.00051463-0.00076144i,-0.00074264+0.00047907i,-7.7864e-05+0.00098485i,0.00078208-0.00039541i,-3.7427e-05-0.00078043i,-0.00048962-0.00052663i,7.954e-05-0.00033046i,0.00041628-0.00014213i,-6.5885e-05-6.2022e-05i,-0.00066443+4.2498e-05i,-0.00033905-0.00014883i,-0.00019264-0.0006009i,-0.00041953-0.0004286i,-0.00040792-4.6737e-05i
0.001876+0.00071234i,0.0012782-0.00035605i,0.0010567+0.00011759i,0.0012993+0.00021835i,0.0011275+0.00042294i,5.42e-05+0.00018697i,-0.00076045-0.00046079i,-0.00042461-3.2962e-05i,-7.2127e-05+0.00065389i,0.00018084+0.00042817i,6.6451e-05-0.00028621i,-8.6517e-05-0.00044744i,-0.00039511+6.6136e-05i,-0.00053333+0.00025367i,0.00012697+0.00012455i,2.2734e-05+0.00042748i,-0.00025057+0.0007651i,-0.00024522+0.00044747i,-0.00080873-6.0193e-05i,-0.00048296-9.2823e-05i,0.00014337-0.00021233i,0.00021565-0.00056757i,-1.2579e-07-0.00069687i
-0.00010259-0.00379i,-0.00090444-0.0035577i,-0.0015393-0.0016944i,-0.0011163-0.0013512i,-0.00023786-0.0018745i,0.00012854-0.0016735i,0.00020604-0.0011367i,-0.00052566-0.0010796i,-0.001117-0.00065645i,-0.00088139+1.3094e-05i,-0.00012547-0.00019307i,0.00045279-0.00029857i,0.00058767+0.00028732i,0.00038942+0.00017166i,0.00061836+0.00028119i,0.00072175+0.00087834i,-0.0005042+0.00057975i,-0.0010785-3.991e-06i,-0.00043681-2.9536e-05i,0.00011034-2.9344e-05i,0.00019811+0.0002044i,-7.6816e-05+3.1649e-05i,-0.00046359-0.00025348i
-0.00012159+0.0012401i,0.00027287+0.0015576i,-0.00011161+0.0018893i,0.00013672+0.001061i,0.00021628+8.9099e-05i,-0.00075375-0.0006135i,-0.0014686-0.0007179i,-0.00066503-0.00046937i,-0.0002468-0.00044545i,-0.00021869+4.8759e-05i,-0.00077149+8.6598e-05i,-0.00078516-0.00073093i,6.3036e-05-0.0013783i,-0.00010066-0.0016949i,-0.0005363-0.0013023i,-6.2679e-05-0.00043908i,0.00066566+0.0006354i,0.0003228+0.00088501i,-0.00041469+0.0003216i,-0.00046751+0.00021807i,5.8807e-05+0.0003861i,0.00068894+0.0005949i,0.00039636+0.00064099i
0.0022979-0.0022592i,0.0021106-0.0031445i,0.0019905-0.0019884i,0.0014945-0.00037562i,0.00059076-0.00013562i,-0.00023037+0.00021456i,0.00032198-0.00014816i,0.0011619-0.00078154i,0.00065531-0.00090581i,0.00047034-0.00055914i,0.00037429-0.00041833i,0.00032557-0.00055101i,0.00038856-0.00023084i,-0.00024225+0.00013214i,-0.00030845+0.00095184i,-0.00012656+0.0015247i,0.000483+0.00076744i,0.00049519-0.00012938i,-0.00053043+3.8918e-06i,-0.00039282+0.00062355i,0.00014978+0.00019972i,-9.3879e-05-0.00049541i,-0.00065808+1.6796e-05i
0.00027189-0.0016442i,0.00068073-0.0009438i,-0.00061456-0.00042439i,-2.2121e-05-0.00015114i,0.0014307-0.00056251i,0.00078419-0.0012684i,-0.00042517-0.0017993i,-0.00092277-0.0016375i,-0.00092333-0.00058115i,-0.00023977-6.7553e-05i,0.0007655-9.7639e-05i,0.00098232+0.00042676i,0.00073766+0.00042211i,0.00021864-0.00024653i,0.00024251-3.371e-06i,0.00084779-0.00032224i,0.00072833-0.0012487i,0.00057731-0.0010811i,0.00015105-0.00022864i,-0.00070597-9.0293e-05i,-0.0009624+1.096e-05i,-0.000503+0.00061881i,0.00038708+0.00080536i
0.0022203+0.0021842i,0.0022705+0.0024353i,0.002213+0.0018744i,0.001631+0.0016393i,0.00034254+0.0010354i,-0.001415+0.00074207i,-0.0014347+0.00095284i,0.00022552+0.00096506i,0.00141+0.00074163i,0.0017706+0.00023027i,0.001581+0.00024151i,0.0010376+0.0010275i,0.00035482+0.00094833i,2.0852e-05+0.00047307i,3.6593e-05+0.00023932i,-3.3851e-05+0.00031933i,0.00019519+0.00039116i,0.00011072-0.00025179i,-0.00042567-0.00079266i,-0.00041858-0.00087645i,0.00066192-0.00054486i,0.00072006-0.00035742i,-0.00034817-0.00089133i
