-0.000273+0.0013213i,0.00044457-0.00073349i,-0.00081564-0.00053804i,-0.0015346+0.00030896i,-0.0010842+0.0010495i,-0.00076275+0.00095297i,-0.0011173+0.00014247i,-0.0010683+0.00035436i,-0.00038668+0.00058914i,0.0002443+0.00043536i,-0.00042578+0.00031607i,-0.00060372+0.00091549i,-0.001233+0.0010269i,-0.0017349+0.00019171i,-0.0013691+3.835e-05i,-0.0008586-0.00032146i,0.00020602-0.000533i,-3.6728e-05+8.1008e-05i,-0.00070764+0.00036645i,3.2247e-05+0.00039914i,7.3934e-05+0.00063805i,0.00033064+0.00036661i,0.00080488+0.00016922i
-0.054975+0.06008i,-0.15306+0.11266i,-0.24357+0.12905i,-0.24938+0.1214i,-0.19482+0.15057i,-0.11806+0.19379i,-0.030014+0.18268i,0.019813+0.11698i,0.01649+0.058655i,0.004365+0.03372i,0.0012843+0.020628i,-0.0039179+0.0088871i,-0.0095228+0.0046311i,-0.0055223+0.0041616i,0.0014581-0.0014878i,0.00022704-0.009536i,-0.0059667-0.011359i,-0.0097082-0.0036017i,-0.010794+0.010502i,-0.01035+0.020232i,-0.002583+0.021067i,0.0081997+0.018356i,0.012445+0.015231i
-0.03348-0.065649i,-0.044712-0.1495i,-0.0033618-0.20953i,0.0659-0.20541i,0.093707-0.19935i,0.061734-0.20937i,-0.00046245-0.17798i,-0.033656-0.10933i,-0.025707-0.055636i,-0.012151-0.02954i,-0.0054638-0.014879i,0.00075335-0.0040928i,0.0059452+0.0032258i,0.0081966+0.010378i,0.0078866+0.015325i,0.0069582+0.0153i,0.0064964+0.010047i,0.0049058-0.00090808i,0.00093275-0.015403i,-0.0034679-0.024844i,-0.0094761-0.020863i,-0.015519-0.012177i,-0.016496-0.0069069i
0.05126-0.014889i,0.11163-0.0014985i,0.12475+0.038888i,0.055043+0.080954i,-0.018795+0.11902i,-0.036532+0.15458i,-0.014407+0.14791i,0.0077878+0.097225i,0.0083826+0.043983i,0.00064204+0.015405i,-0.00051889+0.0024579i,-0.0019955-0.007249i,-0.010659-0.012119i,-0.019183-0.011499i,-0.020849-0.011498i,-0.016153-0.012746i,-0.0079357-0.0083448i,0.0016124+0.0018583i,0.010989+0.012329i,0.016275+0.014226i,0.014921+0.0077101i,0.011168+0.0012319i,0.0076395-0.00050921i
-0.0042619+0.047155i,-0.024112+0.098878i,-0.036723+0.11394i,-0.0041075+0.06593i,0.042965-0.0069065i,0.051672-0.073586i,0.028489-0.10665i,0.0059801-0.08749i,0.0052325-0.04686i,0.012199-0.021563i,0.012235-0.0070044i,0.012309+0.0052017i,0.015414+0.010004i,0.018532+0.0080024i,0.019793+0.006436i,0.014322+0.0088516i,0.0046141+0.011189i,-0.0037232+0.008147i,-0.0096373+0.0033605i,-0.0087266+0.0036319i,-0.0020355+0.0050539i,0.0021822+0.0035862i,0.0013378+0.0012436i
-0.04351-0.024928i,-0.088129-0.056916i,-0.1173-0.083635i,-0.12718-0.066307i,-0.13586-0.017334i,-0.12413+0.042231i,-0.080476+0.08572i,-0.034658+0.077612i,-0.01619+0.041462i,-0.01656+0.021163i,-0.015663+0.014777i,-0.013774+0.0053786i,-0.016221-0.0029951i,-0.016935-0.0026335i,-0.012942+0.00060143i,-0.0084639-0.0028726i,-0.0056185-0.0086563i,-0.0040711-0.0081119i,-0.0028803-0.0036632i,-0.0033134-0.00087437i,-0.0043065+0.0025337i,-0.0029132+0.0084358i,-0.00083431+0.010815i
0.02692-0.034653i,0.066995-0.050955i,0.11203-0.043177i,0.13941-0.024478i,0.15339-0.029797i,0.13714-0.062588i,0.086778-0.089315i,0.043213-0.075199i,0.025718-0.041725i,0.018819-0.022825i,0.011699-0.013254i,0.010586-0.0035669i,0.013372+0.0012174i,0.01174+0.0016113i,0.0085999+0.0015494i,0.0081279+0.0020766i,0.0099671-0.0001818i,0.010821-0.0068518i,0.010287-0.014174i,0.0089413-0.018377i,0.0046305-0.019725i,-0.0015043-0.019984i,-0.0054651-0.015624i
0.013038+0.029298i,0.0091239+0.062081i,-0.020317+0.077012i,-0.066637+0.061453i,-0.10549+0.055559i,-0.1141+0.072205i,-0.087839+0.084366i,-0.049709+0.070554i,-0.019558+0.041765i,-0.0036658+0.019241i,0.0015697+0.0061335i,-3.5428e-05-0.0016591i,-0.0058579-0.0056861i,-0.0099267-0.007492i,-0.0094179-0.0080705i,-0.0055336-0.0065624i,-0.00060772+0.00046298i,0.0040895+0.011613i,0.0093366+0.02172i,0.012093+0.02458i,0.011964+0.020407i,0.011353+0.014744i,0.0090574+0.0085854i
-0.025945+0.00304i,-0.049027-0.0024309i,-0.042331-0.010185i,0.0037184-0.014213i,0.046153-0.027117i,0.066502-0.055014i,0.063621-0.071213i,0.040248-0.053483i,0.02092-0.018793i,0.015179+0.0033588i,0.012+0.01133i,0.009552+0.014647i,0.01079+0.013546i,0.01272+0.01032i,0.012319+0.0092012i,0.0088838+0.01038i,0.0020766+0.0096632i,-0.006728+0.0021193i,-0.015794-0.0060687i,-0.018735-0.0058734i,-0.013668-0.0019i,-0.0091009-0.0020352i,-0.0074016-0.0028782i
-0.00034423-0.024152i,0.0015909-0.045762i,-0.0019878-0.052928i,-0.016832-0.045007i,-0.032926-0.03132i,-0.04708+0.0012214i,-0.056987+0.033028i,-0.048004+0.033893i,-0.032079+0.017509i,-0.026561+0.0054281i,-0.023921+0.00011066i,-0.01695-0.0044075i,-0.011514-0.0093455i,-0.011745-0.0090987i,-0.011962-0.0055069i,-0.0095693-0.0059917i,-0.0074874-0.0086548i,-0.0024199-0.006906i,0.0064196-0.0044349i,0.0085149-0.0066016i,0.0025949-0.0085316i,-0.00077014-0.0055117i,0.00072183-0.00094692i
0.017268+0.0046421i,0.035745+0.017718i,0.049397+0.035475i,0.057238+0.047735i,0.06431+0.04759i,0.069413+0.01836i,0.067687-0.020246i,0.047211-0.026404i,0.023887-0.0092623i,0.016609-0.00030919i,0.014798+0.0010728i,0.01153+0.0060995i,0.010598+0.010746i,0.010987+0.010192i,0.011072+0.0075578i,0.01282+0.0052013i,0.015825+0.0017129i,0.015056-0.0019032i,0.011584-0.0018298i,0.011923+0.0009393i,0.014051-0.0002139i,0.012903-0.0058818i,0.0071785-0.0074463i
-0.012835+0.010918i,-0.033059+0.020487i,-0.050987+0.0158i,-0.060686-0.0045965i,-0.06659-0.020039i,-0.068551-0.00809i,-0.063627+0.014382i,-0.048027+0.016365i,-0.028917+0.0086347i,-0.016803+0.0068233i,-0.0092572+0.0056079i,-0.0043778+0.00058623i,-0.0050502-0.0056063i,-0.008056-0.0089563i,-0.0092449-0.0086057i,-0.0079942-0.0037433i,-0.0060771+0.0070345i,-0.0049791+0.017286i,-0.0044173+0.021779i,-0.0046872+0.020548i,-0.0052793+0.017697i,-0.0041184+0.01435i,-0.00027892+0.0080822i
-0.0075989-0.016399i,-0.010288-0.0274i,-0.0025924-0.023866i,0.016513-0.005562i,0.040634+0.0052369i,0.061063-0.0016551i,0.066364-0.012312i,0.048087-0.012255i,0.019618-0.0057374i,0.0022329+0.00082322i,-0.0042012+0.0060295i,-0.0037783+0.010941i,0.0026078+0.013135i,0.010087+0.011606i,0.012729+0.00958i,0.0084117+0.0075148i,4.0439e-05+0.0019112i,-0.0063489-0.0081611i,-0.010277-0.016847i,-0.011066-0.017194i,-0.0070223-0.013143i,-0.0032849-0.01098i,-0.0031524-0.0073743i
0.009949-0.0055305i,0.017576-0.0076272i,0.015755-0.010642i,0.0056507-0.012699i,-0.0058339-0.0012016i,-0.024361+0.017413i,-0.041035+0.020121i,-0.034594+0.0078111i,-0.018059-0.0047789i,-0.010723-0.012865i,-0.010051-0.017824i,-0.0097363-0.017826i,-0.0087448-0.01222i,-0.0097301-0.0058717i,-0.011804-0.0027211i,-0.0094728-0.0035892i,-0.002829-0.0057576i,0.0042782-0.0031758i,0.012695+0.0014904i,0.017526+0.00096514i,0.014282-0.0018498i,0.0082799-0.00099621i,0.0049109+0.0013667i
-0.00067651+0.0085015i,-0.0024988+0.021722i,-9.3944e-06+0.031779i,0.00069785+0.035286i,-0.0045864+0.028698i,0.0097164+0.012728i,0.035564+0.0033455i,0.033893+0.0030652i,0.017605+0.0038038i,0.011992+0.0062219i,0.011448+0.0074213i,0.0084418+0.0072672i,0.0053669+0.0079401i,0.0054802+0.0063018i,0.0080603+0.0032129i,0.010574+0.0044238i,0.012788+0.0071187i,0.011541+0.0079625i,0.0040679+0.010052i,0.0007826+0.014501i,0.0054377+0.014904i,0.0077528+0.0093627i,0.0037363+0.0044753i
-0.011027-0.0058685i,-0.025338-0.011098i,-0.030469-0.01616i,-0.020321-0.021954i,-0.0088515-0.023839i,-0.017436-0.008783i,-0.033396+0.004441i,-0.026913+0.00014622i,-0.013106-0.0050572i,-0.010109-0.0031994i,-0.0083488-0.00060769i,-0.0039586-0.0014826i,-0.0015446-0.0037578i,-0.00047824-0.0036747i,-0.00047031-0.0022175i,-0.0040539-0.0004133i,-0.011273+0.0033567i,-0.015552+0.0064597i,-0.013762+0.0049767i,-0.012535-0.00014565i,-0.014687-0.003388i,-0.013148-0.0023145i,-0.0055161-0.0010154i
0.0065995-0.012914i,0.011161-0.018262i,0.011208-0.014022i,0.0093974-0.00046119i,0.01023+0.010703i,0.018915+0.012382i,0.029934+0.012748i,0.024403+0.012865i,0.01009+0.0057854i,0.0022976-0.00020183i,-0.00025429-5.7011e-05i,-0.0028367+0.0026477i,-0.0041727+0.00696i,-0.0018401+0.010413i,0.00077277+0.0099356i,0.0011624+0.0053648i,0.0007059-0.0028722i,0.00069131-0.0098074i,0.0018698-0.011615i,0.0052813-0.0090403i,0.0086763-0.0056653i,0.0083771-0.003933i,0.0025032-0.0016338i
0.0047689+0.0034773i,0.0077538+0.0095559i,0.0097496+0.012195i,0.007589+0.0098432i,-0.0032648+0.010666i,-0.023097+0.012332i,-0.033138+0.0058313i,-0.020315-0.0028408i,-0.004131-0.0064745i,0.0014779-0.007254i,0.0034514-0.007967i,0.0054583-0.0096396i,0.0032526-0.011187i,-0.0020957-0.0095642i,-0.0056321-0.0076828i,-0.004237-0.0060269i,0.0010453-0.00228i,0.0064454+0.0016533i,0.0101+0.0057385i,0.0097478+0.0074664i,0.0061644+0.0055296i,0.0022606+0.0035511i,0.0010223+0.0011913i
-0.0080705+0.00053049i,-0.017922+0.0051568i,-0.024354+0.0095296i,-0.024761+0.0055806i,-0.017138-0.0079643i,0.003427-0.010805i,0.019313+0.0057599i,0.015739+0.014837i,0.0076112+0.0098782i,0.0037236+0.0087805i,0.0029241+0.012294i,0.0049893+0.01244i,0.0066513+0.0092888i,0.0081283+0.0068916i,0.010393+0.0058142i,0.0097096+0.0062387i,0.0067392+0.0090622i,0.0026941+0.010499i,-0.0051296+0.0095752i,-0.009118+0.010142i,-0.0055594+0.010485i,-0.0022672+0.0077232i,-0.002386+0.0036159i
-0.0022813-0.0088776i,-0.0047865-0.018767i,-0.00324-0.022794i,0.007209-0.015158i,0.012939+0.00030006i,-0.005015+0.0089018i,-0.023606+0.0019746i,-0.016229-0.0029687i,-0.0037307-0.0017916i,-0.0041561-0.0024691i,-0.0079463-0.0017069i,-0.0075841+0.0003723i,-0.0064332+0.0014775i,-0.0077468+0.0031315i,-0.0094391+0.0047947i,-0.009787+0.0037163i,-0.011219+0.0012563i,-0.010836-0.0026191i,-0.0064905-0.0088452i,-0.0036388-0.014985i,-0.004426-0.017524i,-0.004965-0.014383i,-0.0021249-0.0086594i
0.0068678+0.00068632i,0.012295+0.0026665i,0.013333+0.0049278i,0.0052147+0.004858i,-0.0015842+0.0015418i,0.0052996-7.3991e-05i,0.010817+0.007702i,0.0034734+0.012968i,-0.00073599+0.0090254i,0.00084678+0.0031884i,-0.0010714-0.0014191i,-0.004576-0.0041557i,-0.0055247-0.0042111i,-0.0031917-0.0037301i,0.00025714-0.0042491i,0.0024198-0.0044739i,0.0042097-0.0051344i,0.0062627-0.0047319i,0.0076231-0.00090429i,0.0093107+0.0050871i,0.011457+0.0093516i,0.0099151+0.008209i,0.0040159+0.0043696i
-0.0028317+0.00053332i,-0.0070452+0.0066362i,-0.0087753+0.012061i,-0.0057022+0.012304i,-0.0081007+0.010986i,-0.020502+0.0067572i,-0.024251-0.0031819i,-0.013716-0.0060545i,-0.0048295-0.0022536i,-0.00078169-0.0022257i,0.0037648-0.0033164i,0.007996-0.0031242i,0.008074-0.0019417i,0.0051514-0.00033719i,0.0032613+0.00096192i,0.0029327+0.0014807i,0.0033224+0.0024886i,0.0045837+0.0036911i,0.0055967+0.0039489i,0.0032167+0.0021821i,-0.0010829-0.0014087i,-0.0020569-0.0036036i,0.00034626-0.0032413i
-0.0078999-0.0059571i,-0.013552-0.0094605i,-0.016658-0.011531i,-0.011712-0.014994i,0.00103-0.019416i,0.014122-0.011966i,0.012007+0.0039417i,-0.00025295+0.0083697i,-0.00454+0.0052222i,-0.0025019+0.0050061i,-0.0017789+0.0071978i,-0.002635+0.0079017i,-0.0025029+0.0065083i,-0.0012203+0.0044231i,0.00028563+0.0035443i,0.00014094+0.0049197i,-0.0016755+0.0074831i,-0.0047038+0.0078063i,-0.0077624+0.004902i,-0.0074011+0.003603i,-0.0028874+0.0041661i,0.00070869+0.0036659i,-5.7099e-05+0.0022598i
0.004714-0.0045729i,0.0077998-0.0061455i,0.013839-0.0022141i,0.015142+0.0092867i,0.0048165+0.019691i,-0.012778+0.011621i,-0.016701-0.0068358i,-0.0082728-0.010868i,-0.0040906-0.0053542i,-0.0037023-0.0041842i,-0.0032298-0.0050262i,-0.0042447-0.0049744i,-0.0054592-0.0058881i,-0.0052193-0.0057616i,-0.0047536-0.0042735i,-0.0038304-0.0034749i,-0.0037978-0.0038014i,-0.0015941-0.0060705i,0.0044973-0.0095677i,0.007572-0.012099i,0.0056066-0.01282i,0.0035998-0.010552i,0.0030893-0.0059824i
0.0054672+0.0029348i,0.0029721+0.0077483i,-0.0018173+0.0087356i,-0.0082642+0.00054694i,-0.006612-0.010503i,0.0045624-0.0066929i,0.0075905+0.0052313i,0.00033283+0.0033886i,-0.0021738-0.002516i,0.00075741-0.0019883i,0.0040274-0.0023183i,0.0068314-0.0047965i,0.0090344-0.0045097i,0.010826-0.0017291i,0.011498-0.00093471i,0.010325-0.0024649i,0.0092338-0.0026142i,0.0069226+0.0016427i,0.0029249+0.0092999i,0.0020064+0.015012i,0.003446+0.016827i,0.0030612+0.013749i,0.00089297+0.0080538i
-0.0066285-0.0036414i,-0.012698-0.0038311i,-0.013824-0.0010473i,-0.0084776+0.0038619i,-0.0059932+0.0069457i,-0.011731+0.0013523i,-0.01012-0.0073781i,-0.00024387-0.0064596i,0.0026582-0.001829i,0.0016077+0.0010683i,0.0036257+0.0056636i,0.0064754+0.0088553i,0.0049395+0.0084524i,-0.00042415+0.0067615i,-0.0045516+0.0070127i,-0.0037207+0.0078883i,0.00021839+0.0071606i,0.0016371+0.0051437i,0.00029874+0.0017434i,-0.0011949-0.0026648i,-0.0025646-0.0067533i,-0.001227-0.0076171i,0.00091505-0.0063019i
-0.00047161-0.0068568i,-0.0013638-0.011588i,0.0015158-0.013973i,0.005897-0.014416i,0.012311-0.010882i,0.015011+0.00040258i,0.0077419+0.0076596i,0.0008462+0.0028435i,-0.00078566-0.00052568i,-0.002428+0.0016081i,-0.0053779+0.0044088i,-0.0067422+0.0063463i,-0.0046981+0.0048214i,-0.00061585+0.0010348i,0.0018178-0.0020701i,0.00065773-0.0024992i,-0.0026829-0.00045029i,-0.0057536+0.0010725i,-0.0071774+0.0010305i,-0.0049582+0.002538i,-0.00033505+0.0054059i,0.0020832+0.0058694i,0.0010237+0.0042939i
0.0033208+0.00076379i,0.0049165+0.0042088i,0.0067901+0.011005i,0.0031455+0.0171i,-0.0083094+0.017866i,-0.014771+0.0080718i,-0.0057814-0.0024567i,0.0033731-0.0016362i,0.0028415+0.00051473i,0.00017836-0.0016865i,-0.0014141-0.0028328i,-0.0019673-0.0030002i,-0.0015127-0.0028021i,-0.0012245-0.0010125i,-0.00060684+0.001473i,0.001209+0.0012562i,0.002271-0.0016939i,0.0042108-0.0044474i,0.0084068-0.005891i,0.009615-0.0065068i,0.0066133-0.0073065i,0.0037901-0.0070346i,0.002312-0.0052215i
-0.0011471+0.00090652i,-0.0072437+0.0023876i,-0.010278+0.00053568i,-0.0061635-0.0086227i,0.0026017-0.014444i,0.0074206-0.0036059i,0.0023547+0.0079195i,-0.0017291+0.0045502i,0.0011668-0.00049241i,0.0036089-0.00071781i,0.0046627+4.4925e-05i,0.0061354+0.0016153i,0.0053732+0.0030888i,0.0027894+0.0038884i,0.0021657+0.003773i,0.0027096+0.0027931i,0.0023445+0.0026735i,-0.00023331+0.0047729i,-0.0051099+0.0090206i,-0.0072902+0.012425i,-0.0055259+0.012744i,-0.0039001+0.010479i,-0.0036167+0.0073179i
-0.0036125-0.0045411i,-0.005238-0.006699i,-0.003539-0.0038541i,0.00086449+0.0036236i,-0.0007434+0.0076562i,-0.0052159+0.0013148i,-0.0028858-0.0040148i,0.0012318-0.00033576i,0.0014232+0.0031974i,-0.0011511+0.0045484i,-0.0032539+0.0070531i,-0.005087+0.0081253i,-0.0066961+0.0059402i,-0.0072349+0.0021141i,-0.0068689-0.00019528i,-0.0057643+0.0009126i,-0.0038549+0.0020294i,-0.0014793+0.00026535i,0.00016764-0.0030438i,0.00042811-0.0074881i,0.00096915-0.010753i,0.0015456-0.010685i,0.0027602-0.0077387i
0.00056032-0.0038043i,0.0019952-0.0039146i,0.0024135-0.0024772i,0.0032903-0.0022731i,0.005125-0.0026635i,0.0049115+0.002986i,-2.6444e-05+0.0051686i,-0.0021355-0.00026792i,-0.0010515-0.0034665i,-0.0023407-0.0031588i,-0.0053549-0.0037053i,-0.006941-0.0060484i,-0.0055929-0.0061469i,-0.0005477-0.0030709i,0.0046902-0.0010268i,0.0053777-0.0016097i,0.0020311-0.0019842i,-0.00088949-0.00091461i,-0.00077905+0.00018743i,0.0013384+0.002139i,0.0034962+0.0045773i,0.0031529+0.0046652i,0.001186+0.0036944i
-0.00033663+0.00012311i,-0.0015359+0.0035474i,-0.0040859+0.0078737i,-0.0074387+0.01032i,-0.010815+0.0069862i,-0.0089653+0.00022652i,2.1712e-05-0.0013064i,0.0050602+0.0017852i,0.0041243+0.0018877i,0.0020488-0.00047218i,0.0020849-0.0028886i,0.0038407-0.004649i,0.0031991-0.0043146i,-0.00015396-0.0017735i,-0.002305+0.0012357i,-0.0014169+0.0029005i,0.0014292+0.0021993i,0.0041987+0.00070714i,0.0058276+0.00047975i,0.0064583-0.001161i,0.0054959-0.0045551i,0.0036979-0.0062349i,0.00154-0.0063838i
-0.0019422-0.005614i,-0.0057482-0.006822i,-0.0072311-0.0096127i,-0.0015119-0.011923i,0.0071859-0.0075937i,0.0073518+0.0025286i,0.0010345+0.0067839i,0.001606+0.0029536i,0.0056978+0.0010085i,0.0054262+0.0021429i,0.0047641+0.0043958i,0.0056143+0.0066843i,0.0053183+0.0057442i,0.0039855+0.0023041i,0.0031684-4.4776e-05i,0.0025497-0.00049675i,0.0009205+0.00051319i,-0.0017682+0.0025695i,-0.0053288+0.0043421i,-0.0067711+0.0054848i,-0.0054817+0.0065643i,-0.0043017+0.0056993i,-0.0037003+0.0033346i
0.00065843-0.0040383i,8.8647e-05-0.0047821i,0.00028584-0.00081253i,-0.00080163+0.0057676i,-0.0047539+0.0078386i,-0.0052899+0.0026057i,-0.00036154+0.0010697i,0.0015013+0.0063431i,0.00026428+0.0077318i,-0.0016942+0.0049101i,-0.0063167+0.0032558i,-0.0099003+0.0031498i,-0.0090252+0.0019112i,-0.0061978+0.0011432i,-0.0034918+0.0016061i,-0.0014665+0.0014777i,0.00012056+0.0013915i,0.0018142+0.00086767i,0.003563-0.0019316i,0.0054309-0.0059423i,0.0069738-0.0088272i,0.007688-0.0088898i,0.0069345-0.0064503i
-0.00074732+0.00040869i,-0.0014383+0.0018184i,-0.0016294+0.0011915i,0.00058509-0.0029095i,0.0028529-0.0041487i,0.0017012+0.0013185i,-0.0019084+0.0038664i,-0.0024023+0.0020485i,-0.00050632+0.0023233i,0.0013934+0.00049881i,0.0026137-0.0047927i,0.0033374-0.0077731i,0.0033368-0.006176i,0.0026966-0.0033429i,0.002301-0.00056386i,0.0021427+0.0012408i,0.0011185+0.00074417i,0.00015059+0.00061501i,-6.8517e-05+0.0035067i,0.00083125+0.007697i,0.0015802+0.01014i,8.0811e-06+0.009746i,-0.0025577+0.0065098i
-0.0019837-0.0030505i,-0.0048797-0.0023412i,-0.0061711+0.0010012i,-0.0054837+0.0048439i,-0.0046269+0.0049046i,-0.0017394+0.002475i,0.0001991+0.0045712i,-0.0032002+0.0077185i,-0.0061419+0.0068256i,-0.0037522+0.0041713i,0.00097753+0.002967i,0.0040593+0.004216i,0.0043259+0.0047923i,0.0036981+0.003119i,0.0016965+0.0015837i,-0.00013148+0.0013208i,0.00014869+0.0015634i,0.00031162+0.001587i,0.00047629+0.00128i,0.0010258-0.00083093i,0.0023264-0.0041073i,0.0036504-0.0053888i,0.0037433-0.0051144i
-0.00062999-0.0055685i,-0.0022554-0.0081332i,-0.00062548-0.0076118i,0.0050879-0.0049408i,0.0075376-0.00083028i,0.002853+0.0043053i,-0.0034175+0.0041227i,-0.0056405+0.0010732i,-0.0051781+0.00037885i,-0.0033849+0.0021135i,-0.001686+0.005329i,-0.0016572+0.0071559i,-0.0025306+0.0069715i,-0.0012155+0.0064512i,0.00081289+0.0039341i,0.001713+0.00083168i,0.0015016+0.00059984i,0.00023551+0.0010605i,-0.0016515+0.0012373i,-0.0039183+0.0027463i,-0.0049258+0.0041989i,-0.0040872+0.004017i,-0.0030565+0.0030807i
-0.00061037-0.0018898i,-0.0003526+0.00019713i,-0.0026183+0.0058315i,-0.0058749+0.0098268i,-0.0080509+0.0081089i,-0.006174+0.0037136i,-0.004074+0.0012543i,-0.0063692+0.00016668i,-0.0079572-0.0017907i,-0.0070494-0.0027516i,-0.0072228-0.0034603i,-0.0079805-0.0059173i,-0.0070894-0.0072547i,-0.0057364-0.0048934i,-0.0036607-0.0016828i,-0.0015854+0.00022301i,-0.00039745+0.0012047i,0.00075663+0.0012117i,0.0023877+0.0012735i,0.0051151-9.3086e-05i,0.0080001-0.001981i,0.0078078-0.00204i,0.0055913-0.00064239i
-0.001295+2.3492e-05i,-0.0034849+0.0017435i,-0.0040847+0.00041485i,-0.00070508-0.0036651i,0.003479-0.003481i,0.0018951+0.0012531i,-0.00050169+0.0011184i,0.0014146-0.0040186i,0.002274-0.0069615i,0.0025304-0.005436i,0.0059794-0.003591i,0.010592-0.0028166i,0.011673-0.00047723i,0.0091645+0.00082302i,0.0059204+0.00022736i,0.0025172+0.0002103i,0.00025001+0.00094228i,-0.00043286+0.00096895i,-0.0015806+0.0024712i,-0.0041819+0.0056165i,-0.0065128+0.0067014i,-0.0070246+0.0049139i,-0.0069692+0.0022162i
-0.0012447-0.0014972i,-0.0040587-0.0034374i,-0.0044168-0.0027471i,-0.0033875+0.00038437i,-0.0038412+0.0021501i,-0.0047322+0.0026903i,-0.0037044+0.0034921i,-0.0023602+0.0017334i,-0.00070675-0.0015185i,-0.00027479-0.0011829i,-0.0017039+0.0035436i,-0.0027172+0.0069935i,-0.0038049+0.0073755i,-0.0037979+0.0070621i,-0.0016236+0.0054358i,0.0010051+0.003252i,0.0016635+0.0024367i,0.0010326+0.0015226i,0.00052387-0.00056762i,0.0012745-0.0031315i,0.0032194-0.0056887i,0.0045584-0.0062666i,0.0053184-0.0046706i
0.00051979-0.0024452i,0.00038397-0.0036732i,0.0016002-0.0021471i,0.0046108-0.00022373i,0.0048114+0.0014096i,0.00086616+0.0025914i,-0.0010898+0.0014023i,0.0007802-0.00039491i,0.0030549-0.00037042i,0.0017687+0.000698i,-0.0025264+0.0015793i,-0.0049806+0.0013816i,-0.0053636+8.8231e-05i,-0.0047912-0.00075285i,-0.0028815+0.00019565i,-0.00011404+0.00084198i,0.0010388+5.9492e-05i,0.00026801-0.0001549i,-0.00015215+0.00061195i,-0.00076874+0.0017904i,-0.0028664+0.0028729i,-0.004102+0.0022837i,-0.0036363+0.0014145i
-0.00032185-0.0039962i,-0.0015365-0.0019189i,-0.0032283+0.0017776i,-0.0051191+0.0038484i,-0.0068808+0.0021131i,-0.005479+0.00077807i,-0.0043899+0.0017357i,-0.0032223+0.0015053i,-0.0017271+7.7538e-05i,-0.0015541-0.0024859i,-0.00095044-0.0062422i,0.00064227-0.008327i,0.0035402-0.0070387i,0.0045591-0.0048437i,0.0022942-0.0025171i,-0.00014681-0.00035321i,-0.00078343+0.00095442i,-0.00046815+0.0016041i,-4.6004e-05+0.0010183i,0.0015279-0.00042327i,0.0029056-0.0011576i,0.0035862-0.00090958i,0.0037372-0.00030772i
-0.0024161-0.0026584i,-0.0031687-0.003333i,-0.0016209-0.0028525i,0.0018728-0.0023975i,0.0038989-0.00097358i,0.00025111+0.00059645i,-0.0032336+0.00029182i,-0.0018824+0.00051396i,0.00048883+0.0017426i,0.0028073+0.0017013i,0.0058562+0.003611i,0.0064641+0.008291i,0.0041982+0.010388i,0.0023091+0.0086741i,0.00082321+0.0047788i,0.00044481+0.0011508i,0.00096324+0.00031722i,0.0012011+0.00086485i,0.00060707+0.0011479i,-0.0018286+0.0013877i,-0.0045293+0.0013658i,-0.0054593+0.00043545i,-0.00511-0.0013506i
-3.8062e-05-0.0010101i,-0.0023534-0.0008724i,-0.0037016+0.0012945i,-0.0027602+0.0026666i,-0.0030217+0.0011453i,-0.003856-0.0005316i,-0.0040498-0.00091739i,-0.0043624-0.0011855i,-0.0041433-0.00047084i,-0.0040456+0.0011816i,-0.0048544+0.0022056i,-0.0069343+0.0010703i,-0.008179-0.0018051i,-0.0069706-0.0024341i,-0.0039317-0.00078532i,-0.0009438+0.00057622i,-0.00049546+0.00017707i,-0.0010893-0.00034235i,-3.6747e-05-4.471e-05i,0.0029835-0.0012047i,0.0063413-0.0029048i,0.0074824-0.0028214i,0.0062075-0.00069969i
0.0015562-0.003499i,-0.001258-0.0037457i,-0.0034568-0.0032806i,-0.0023025-0.0018852i,-0.00062077-0.0014355i,-0.0013943-0.00024228i,-0.00060811-0.00029841i,0.00073135-0.0020147i,0.00037685-0.0027866i,-0.00077109-0.0026747i,-0.0013-0.0028317i,-0.00021845-0.0040288i,0.00182-0.0036488i,0.0024395-0.0017175i,0.0019114-0.0016306i,0.0018076-0.0015419i,0.0015431-0.00047794i,0.00129+0.00037987i,0.00036093+0.0012489i,-0.00082212+0.0025685i,-0.0020061+0.0026471i,-0.0034072+0.00082425i,-0.0047529-0.0011572i
0.0028194-0.0018803i,0.00014396-0.0018875i,-0.0016849-0.0007486i,-0.0027136-0.00059408i,-0.0029537-0.0008374i,-0.0015579-0.0014231i,4.9552e-05-0.0021749i,0.00093492-0.0029259i,0.0016862-0.0034664i,0.0023097-0.0032282i,0.0042363-0.0020308i,0.0059282-0.00049931i,0.0053994+0.0016325i,0.004082+0.0036908i,0.0026278+0.0036477i,0.0019106+0.0015075i,0.00082909+0.00058029i,-0.00078907+0.00062797i,-0.00071066-0.00060124i,0.0014738-0.0015744i,0.0035527-0.0014798i,0.0042737-0.00073409i,0.0034642+6.9048e-05i
