-0.0029133+0.0017551i,-0.0024652+0.00090882i,-0.0030633+0.00067144i,-0.0027444+0.0011258i,-0.0015215+0.0013107i,5.0585e-05+0.0013312i,0.00062414+0.001651i,0.00095213+0.0014403i,0.0012765+0.0011942i,0.00070991+0.00091593i,0.00026156+0.00036335i,4.6129e-05-1.5092e-05i,-0.0010942-0.00060631i,-0.0013504-0.0012232i,-0.0012941-0.0003656i,-0.0022072+0.00038714i,-0.0021882-0.00027391i,-0.00022954-0.0012454i,0.00049486-0.00080106i,-0.00024907+8.6036e-06i,-0.00016771-3.9613e-05i,9.189e-06+0.00015275i,-0.00028265+0.00035432i
-0.00057581-0.0016955i,-0.0013196-0.0007898i,-0.0021236-0.00061639i,-0.0034856-0.00016322i,-0.003305+0.00049521i,-0.0017458+0.00073722i,-5.9262e-05+0.0012649i,0.00068748+0.0017795i,0.00014551+0.0010664i,0.00023973+0.00038226i,0.00047039+0.0007844i,9.7912e-05+0.0011473i,-0.00031867+0.00034049i,-0.00024116-0.0001255i,5.8569e-05+0.00034116i,-0.0003289+0.00026539i,-0.00012073-0.00013591i,0.00027408-5.2211e-05i,-0.00022301+0.00028899i,-0.00028052+0.00072365i,-0.00018426+0.0009555i,0.00016378+0.00071227i,0.00070987+1.0159e-05i
0.0015074-0.00072236i,0.00093809+0.00014311i,-0.00017916-4.7691e-06i,-0.0006574-0.00010241i,-0.0013113+0.00030414i,-0.0018394+2.1285e-06i,-0.0016402-0.00067375i,-0.0011498-0.00059524i,-0.00065754-0.00031275i,-1.4906e-05-0.00046565i,0.00033706-0.00033263i,0.00062951-0.00022213i,0.0013541-0.00015736i,0.0016584+0.00087817i,0.0010577+0.0014158i,0.0004994+0.0019644i,0.00027212+0.0018049i,9.4095e-05+0.00083485i,0.00022984+0.00075297i,4.7372e-05-0.00010281i,0.00033918-0.00056659i,0.00062779+0.00022725i,6.6704e-05+0.00057974i
0.0014719-0.00030231i,0.00068097-0.00094575i,0.00068755-0.0027632i,0.00035992-0.0020826i,-0.0010879-0.00071095i,-0.0012818-0.00033113i,-0.00091629-0.00021411i,-0.0008121+0.00015631i,0.00027631+0.00032861i,0.0013292+0.00032538i,0.0015218+0.00039165i,0.0015032-5.9757e-05i,0.00049593+0.0001344i,-0.00067305-0.00031853i,-0.00027491-0.0016691i,0.00070321-0.0012861i,0.00099129-0.00042117i,0.0004958-0.00011544i,-0.00012133+0.00011011i,-0.00026463+0.00012935i,5.2066e-05+1.0667e-05i,0.00032977-0.00073339i,0.00042326-0.00052275i
0.00087714+8.793e-05i,-0.00044341-5.875e-05i,-0.0016338+0.00015076i,-0.0015055+0.00041042i,-0.0011285+0.00052544i,-0.0013163+0.00026698i,-0.0012427+0.00025429i,-0.001189+0.00046706i,-0.0012212+6.2807e-05i,-0.00048989-0.00025279i,0.00011232-3.08e-05i,-0.00025331-0.00010595i,-0.00018563-0.0007639i,0.00059969-0.00073813i,0.0012327-8.1122e-05i,0.0016936-0.00023271i,0.00097966-0.00080543i,0.00037334-0.00070886i,0.00047594-0.00023057i,0.00050999+0.00018218i,0.00031493+0.00055417i,2.5819e-05+0.00039611i,-0.00011799-0.0001496i
-7.2821e-05-0.0027352i,-0.00093911-0.001635i,-0.0010781-0.00066628i,-0.0012258+0.00020981i,-0.0013623+0.0011828i,-0.00027681+0.0018989i,-5.2454e-05+0.0020809i,-0.00024115+0.0012584i,-0.00026611+0.00051598i,-0.00038041+0.00075457i,-0.00062978+0.00071414i,-0.00075156+0.00032933i,6.8318e-05-0.0002342i,-0.00022799-0.0010263i,-8.9078e-05-0.00062589i,0.00053035-0.00025513i,-8.1937e-05-0.0004447i,-0.00040661-0.00035965i,-0.00072556-0.00012634i,-0.00088014+0.00022895i,-0.0003553-7.7133e-05i,0.00041033-0.00055634i,-7.7977e-05-9.9496e-05i
0.0010649-0.00056998i,0.0020105-0.00071654i,0.0015196-0.00075698i,0.00041007-0.00026337i,6.7428e-05+0.00087263i,0.0001785+0.0013764i,0.00010306+0.00037887i,0.00046938-8.1646e-05i,0.00036061+0.00036856i,-0.00029921+0.00087874i,-0.00081568+0.0010968i,-0.00091037+0.00077545i,-0.00025012+0.00029243i,0.00016373+0.00055231i,0.00028778+0.0011654i,-0.00027513+0.001022i,-0.00034671+0.00091893i,0.00034431+0.00054376i,0.00011823+0.0001578i,-0.00048448+0.00019669i,1.7367e-05+0.00028633i,0.00026696+0.00038055i,-0.00053037+0.0003105i
-0.001166+0.00016182i,-0.00077872+0.0017547i,-0.002064+0.0021342i,-0.0022579+0.001662i,-0.0014674+0.0010001i,-0.00040106+0.00031945i,0.00031257+0.0003333i,-0.0001371+0.00076018i,1.8475e-05+0.00080138i,0.00068913+0.00041149i,0.00049705-4.8784e-05i,-0.00050529+0.0003062i,-0.00085693+0.0001239i,-0.00010855-0.00078713i,0.00069049-0.00086073i,0.00016933-0.0011139i,-0.0002135-0.0009204i,-0.00058633+5.1541e-05i,-0.00015584+0.00017838i,0.00016195-0.00011352i,-0.00015118+0.00020345i,-0.00018459+9.9472e-05i,-0.00045282-0.00033439i
3.1993e-05-0.00017155i,-0.00033767-0.00039551i,-4.6656e-05-0.00058837i,-4.511e-05-0.00098502i,-0.0010952-0.0015819i,-0.0010842-0.0012661i,-0.00046404-0.00067447i,-0.00080253-0.00022875i,-0.0010325+0.00041845i,-0.00063432+0.0011127i,-4.2813e-05+0.00023965i,-9.4363e-05-0.0011167i,-0.00057629-0.00084341i,-0.0009461-0.00024195i,-0.0011654-0.00022184i,-0.00019852-0.00087324i,0.00081832-0.00063959i,0.00083945+6.1438e-05i,0.00074095+0.0002991i,0.00032154+0.0002801i,0.00030948-0.00012877i,0.00062346-8.6647e-05i,0.00046089+0.00011263i
8.804e-05-0.0016417i,-4.0569e-06-0.0007397i,-0.00056766-8.4161e-05i,-0.00095101+0.00097569i,-0.0012718+0.0016439i,-0.0014212+0.00030339i,-0.00092283-0.00046793i,-0.000734+9.4643e-05i,-0.00044098-4.6306e-05i,0.0001453-0.00027214i,-0.00040175-0.00068148i,-0.0003445-0.00093437i,0.00023269-0.00039712i,0.00029423-0.00022948i,0.00025955-1.376e-05i,0.00024472+0.00046263i,0.00053105-1.8831e-05i,0.00050194-0.00079247i,0.00014509-0.0005433i,-0.00016724-0.00039047i,-0.00048466-0.00044717i,-0.00065398-5.8738e-05i,-0.00036847+0.00036902i
0.0012426-0.00057625i,-0.00022732-0.0008987i,-0.0016153-0.0010324i,-0.0016718-0.0005087i,-0.00085207-0.00013848i,-0.00061993+0.00020289i,-0.00063465+0.0005231i,-0.00020887-6.3653e-06i,-0.00055754-0.00075325i,-0.00040774-0.00040066i,-3.918e-05+0.00017676i,-2.385e-05+0.00039782i,0.00061164+0.0010999i,0.0009939+0.0014142i,0.00088577+0.00054561i,0.00038754-2.31e-05i,0.00018446-0.00033194i,0.00045359-0.00075734i,0.00026558-0.00064349i,5.6686e-05-0.00015878i,3.8004e-05+0.00028599i,-0.00018932+0.00078215i,-0.00011736+0.00018216i
0.0010221-9.2504e-05i,0.00083428-0.0010006i,0.00016992-0.001781i,0.0001278-0.0007585i,-0.00016532+0.00044063i,0.00014981-0.00014286i,0.00026938-0.00051595i,-0.00081707-0.00022351i,-0.0010855-1.4616e-05i,-8.8944e-05+9.3611e-05i,0.00064608+0.00029124i,0.00041029-0.00031882i,0.00016166-0.00041154i,-0.00012394+7.0969e-05i,-0.00015034-0.00020483i,0.00068507-0.00034129i,0.0012986+0.00012557i,0.0014964+0.00036192i,0.0017409+0.00047806i,0.0010127+0.0003048i,0.00039611+0.00047321i,0.00055161+0.00034354i,-0.00021637+2.256e-05i
0.0013034+0.0012809i,0.00044463+0.00097362i,-4.4571e-05-0.00043053i,0.0006573-0.00074206i,0.00065774-0.00052421i,0.00026515-0.0012293i,0.00035773-0.00022141i,0.00020632+0.0004722i,0.00031295+8.396e-06i,1.9766e-05+5.7647e-05i,-0.00073143+0.00038072i,-0.00065619+0.00014395i,-0.00050144+0.00015184i,-0.0012161+0.00048449i,-0.001409-0.00012415i,-0.0006526-0.00026398i,-2.1598e-05+1.7341e-05i,-0.00026426-0.00029767i,-0.00057513-0.00034805i,-0.00044602-0.00067945i,1.7082e-07-0.0012215i,0.00048219-0.00046215i,0.00032315+0.00074255i
-0.00031272+0.0012848i,3.6014e-06+0.00085688i,0.00012422+0.00039626i,-0.00032181+0.0013468i,-0.0011197+0.0025811i,-0.001557+0.0021757i,-0.0018041+0.00089271i,-0.0017253+0.00014189i,-0.00065253-0.00071198i,0.00026487-0.00094073i,0.00065906-0.00056119i,0.0002377-0.00079233i,-0.00015848-0.00083151i,-4.8248e-05-0.00065579i,0.00047886-0.00073444i,0.00074835-3.371e-06i,0.00055144+0.00088743i,2.2988e-05+0.00055257i,-0.00081131+0.00057417i,-0.00096357+0.0003308i,-0.00052038+0.00036979i,-0.00022894+0.00033043i,-3.9872e-05+4.9819e-06i
-0.0016233-0.0023432i,-0.0014437-0.0021647i,-0.001046-0.0020743i,-0.00078254-0.0010044i,-0.0008688+0.00029902i,-0.00097568+0.00051197i,-0.00028366+9.3795e-05i,0.00015721+0.00054825i,-0.00089488+0.00086315i,-0.0015057+8.4758e-07i,-0.00062371-0.00022391i,0.00022498+0.00035274i,0.00066631+0.0006811i,0.00051179+0.00032363i,0.00016262+7.2074e-05i,0.00022812+0.00045462i,-0.0001247+0.00074298i,-0.0001283+0.00020019i,0.00056748-0.00018994i,0.00093771+0.00031723i,0.00046638+0.00021228i,0.00079193-0.00032351i,0.00095784-0.00044482i
-0.00021031-0.00096434i,-0.00084705-0.0014677i,-0.00051236-0.00063827i,0.00027778+0.00049294i,0.00011587+0.00063795i,5.6543e-05+0.00013056i,0.00031529-0.00020626i,-0.00015949-0.00050617i,-0.00028498-0.00066903i,0.00037463-0.00034764i,0.0004734-0.00028002i,-1.4724e-05-0.00026481i,-0.0004633+1.0984e-05i,-0.00024399-0.00041437i,0.00012019-0.00041376i,9.3276e-05-0.0001765i,-0.00050295+0.0004429i,9.6698e-05+0.00080857i,0.00087912-5.9012e-05i,0.00036678-0.00044631i,-0.00030051-0.00026241i,0.00026349-0.00053391i,0.0010541-8.9026e-05i
0.00077349+0.00028452i,0.0013933+0.00021101i,0.0014865+0.00083681i,0.00071722+0.00088356i,0.00029782-0.0002171i,-0.00027164-0.00054865i,-0.00075444-0.00083504i,-0.00075113-0.0011944i,-0.0011464-0.00041783i,-0.00070107+0.00014176i,-0.00023599-0.00038234i,-0.00015438-0.00084036i,-0.00028585-0.00083058i,-0.00076862-0.00078809i,-0.0005229-0.00070637i,-0.00026782+0.00014289i,-0.00057428+0.00051302i,-0.00070196+0.000117i,-0.00035486+0.00013781i,-3.852e-05+6.8483e-05i,0.00017177+6.4264e-06i,-5.6348e-05-0.00024047i,0.00034189-0.00055001i
0.00039405-0.0014917i,-0.00025895-0.0013272i,-0.0017786-0.001282i,-0.0022323-0.00041339i,-0.0014993+0.00085006i,-0.00016665+0.0013885i,0.00024436+0.0012165i,-0.00027028+0.00096962i,-0.00039799+0.00042675i,-0.0011098-0.00022691i,-0.00096225-8.2125e-05i,-0.00027334+0.00016705i,-0.00017022-0.00021076i,-0.00029373-0.000641i,-0.00055713-0.0005247i,-0.00109-0.00019891i,3.8165e-05-0.0003615i,0.0012277+3.7136e-05i,0.00060185+0.0006036i,7.1575e-05+0.00042393i,0.00014483-0.00010368i,0.00034073-0.00043868i,3.5531e-05-5.6866e-05i
0.0015498+0.00092041i,0.0018821+0.0011281i,0.0023352+0.00027337i,0.0026755-0.0008915i,0.0016706-0.0013981i,-0.00033352-0.0015949i,-0.0010485-0.0010089i,-0.00069829-0.00072646i,-0.00046525-0.00048109i,-0.0001027+0.00030614i,0.00013878+0.00048937i,0.00012106+0.00018129i,-0.00017261-3.1023e-05i,-0.00080234+8.71e-05i,-0.00077828+0.00077129i,-0.00078774+0.00021519i,-8.3408e-05-0.00029848i,0.00052035+0.0002836i,0.00048438-0.00016054i,0.00086066-0.00081418i,0.0011496-0.00060049i,0.0008212-0.00053391i,0.00066345-0.00033991i
-0.0012789+0.00032316i,-0.0015781+0.00091503i,-0.0019199+0.0014065i,-0.0020003+0.0016785i,-0.0017998+0.0018578i,-0.00075576+0.0012029i,-3.816e-05+0.00019776i,-7.3802e-05-0.00036242i,-0.00016057-0.0001779i,-0.00048996+0.00010024i,-9.0613e-05-0.00018024i,0.00053346-0.00038062i,0.0010998-0.00046695i,0.00048694-0.00045131i,-0.0002153-0.00053842i,0.00029165-0.00045751i,-0.0001308+6.1828e-05i,-0.0007165+0.00013208i,-0.00069713+4.3418e-05i,-0.00052788+0.00020613i,-1.6632e-05+0.0005571i,0.00036468+0.00051321i,0.00023174+0.00032037i
0.00056956+0.001379i,0.00026531+0.00071382i,0.0001294+0.00020746i,-5.9574e-05-0.00018086i,-0.00065382-0.00032526i,-0.00042868-0.00023472i,-0.00035245+0.00013966i,-0.001159+0.00029866i,-0.00025177-0.00054725i,0.0011515-0.0011774i,0.0014362-0.00059566i,0.001119+0.00013925i,0.00026181+0.00078281i,0.00067071+7.9547e-05i,0.00064695-0.00012489i,-0.00013397+0.00036058i,-5.0971e-05+0.00027982i,-0.00023766-6.0468e-06i,-0.00034684-1.1423e-06i,0.00026391+0.00017298i,0.00084698+9.0268e-05i,-5.6834e-05+0.00017728i,-0.00064393+0.0010347i
0.00083061-0.0015146i,0.00079333-0.0010109i,0.00082214-0.00098746i,-0.00078461-0.00040856i,-0.002416+0.00012724i,-0.001435+0.00027827i,-0.00030677+7.9611e-05i,-0.00031185+0.00028941i,6.5451e-05+0.00064971i,-0.00014212+0.00061488i,-0.00027978-0.00033419i,0.00013814-0.0014115i,-0.0003835-0.00089742i,-0.00049741-0.0008288i,1.9901e-05-0.00070819i,-6.9503e-05-0.00022587i,-0.00051232-0.0006394i,-0.00084481-0.00071405i,-0.00044542-0.00012388i,2.9244e-05-2.9551e-05i,0.00029473-0.00028013i,-2.3875e-05-0.00068855i,-0.00038265-0.00061135i
0.00053612+9.8594e-05i,-0.0014993+0.00065862i,-0.0022998+0.00093956i,-0.0019243+0.00041528i,-0.0020708+0.00029126i,-0.001753-3.4324e-06i,-0.00072272-0.00039263i,9.0383e-05-0.00098665i,-0.00043631-0.00054728i,-0.0013935+0.00049171i,-0.00069353+0.00095508i,-0.00016878+0.00024166i,-0.00070345-0.00057877i,-0.00021521-0.00059826i,0.0004287-0.00042022i,0.00048095-0.00026728i,0.00073816+4.4411e-05i,0.00041056-5.4163e-05i,5.2708e-05+9.077e-06i,8.1696e-05-0.00024879i,0.00042208-0.0009774i,0.0008089-0.0013215i,0.00067166-0.00097637i
0.00018429-0.0026163i,-7.6331e-05-0.0026535i,-0.00020325-0.0023181i,-0.001013-0.00087838i,-0.0012619-0.00032679i,-0.0015601-0.000402i,-0.0016873-0.00070739i,-0.0014974-0.00052214i,-0.0010867-3.7322e-05i,-0.00022293-0.00033914i,0.00097045-0.00056937i,0.001099+0.00025809i,0.00015294+0.00073314i,-5.7747e-05+0.0003263i,0.0002164-0.00059281i,-0.00017897-0.00022549i,-0.00046759+0.00075789i,0.0001536+0.00021367i,0.00031538-7.972e-05i,-0.00038646+8.7105e-05i,-0.00026361+0.0004297i,0.00010809+0.00082762i,-4.8597e-05+0.00031259i
0.00089666-0.00088251i,0.00084043-0.0011714i,-0.00031826-0.00077518i,-0.0017476+0.00022536i,-0.0020956+0.00092262i,-0.0015799+0.0011531i,-0.0014789+0.00057602i,-0.0011407+0.00046746i,-0.00023044+0.00046786i,0.00041124+0.00043414i,0.0006296+0.00022651i,-3.5923e-05-4.5735e-05i,-0.0010901+0.00068026i,-0.001009+0.001526i,-0.00011706+0.00128i,0.0003059+0.00086416i,-0.00016904+0.00088108i,-0.0006501+0.00034874i,9.7029e-05-0.00031191i,0.00047941-0.00033054i,0.00027932-0.00018967i,0.00018677+0.00013207i,-0.00019079-0.00016761i
0.0019312+0.0012518i,0.001359+0.0014596i,0.0014223+0.0010803i,0.0017232-2.1881e-05i,0.00079267-0.001251i,0.00053342-0.0012546i,0.0011668-0.00041751i,0.00094043+5.7781e-06i,1.5292e-05-0.00049209i,-8.1488e-05-0.00077349i,0.00018493-0.00073014i,0.00020869+0.00020111i,-0.00033551+0.00048381i,-0.00082501+9.1622e-05i,-0.00017972-1.9382e-05i,7.053e-05-0.00058095i,-0.00010299-0.00081013i,-0.00025448+3.7804e-05i,-0.00064281+0.00049897i,5.2402e-05-0.0002115i,0.00044294-0.00028996i,0.0002017-6.7365e-05i,9.4244e-05-0.00021784i
-0.0004993+0.0015024i,-9.864e-05+0.0014235i,-0.00032366+0.0011225i,-0.00059763+0.00080572i,-0.0012005+0.0010487i,-0.0019716+0.00092435i,-0.0015477+0.00061514i,-0.0008645-0.00031895i,-0.00070461-0.00086371i,-0.00074501-0.00076685i,-0.00066986-0.00067971i,-0.00088311-0.0006316i,-0.00028337-0.00051095i,-0.00029819-0.00021551i,-0.00023321-0.00028445i,0.00054843-0.00042532i,0.00095185+8.5906e-05i,0.00076143+0.00019926i,0.00038253+0.00047936i,0.00030399+0.00094613i,-5.6532e-05+0.00063738i,-6.6997e-05-0.00011876i,1.0062e-05-3.6065e-05i
-0.00073663+0.00015325i,-0.00059367+0.00029973i,-0.0018536+0.0004772i,-0.0023319+0.00055909i,-0.0012713+0.00029773i,-0.0004325-0.00011676i,-9.8351e-05-0.00069808i,0.00050219-0.0015549i,0.00070912-0.0013026i,0.00011009+0.00015013i,-0.00080773+0.00028778i,-0.00039592-0.00055688i,0.00051936-0.00013151i,5.0573e-05+0.00082572i,-0.00012995+0.0012262i,-0.00012017+0.00072443i,-0.00081132-0.0002387i,-0.0008785-0.00014059i,-0.00048616-3.8178e-05i,-0.0010956-0.00075635i,-0.0011245-0.0010162i,-0.00038128+2.7959e-05i,0.00024265+0.00060433i
-0.00070256-0.00025445i,-0.00037117-0.0006985i,-2.7671e-05-0.0004998i,-0.00033734+0.0003862i,-0.00064538+0.00060867i,-0.0005998+0.00047778i,-0.00044917+0.00089247i,-0.00051194+0.00079666i,-0.00084006+0.00017923i,-0.00085604+0.00071223i,-0.00049844+0.0011517i,-0.00070274+0.00053777i,-0.00038318+0.00038439i,-0.00013576+3.7882e-05i,-0.00023354-0.00094974i,0.00011467-0.0014552i,0.0008099-0.00077758i,0.00024189+0.00039389i,-0.00098306+0.00057127i,-0.001015-0.00015136i,-0.00076824-0.00024664i,-0.00015818+0.00058616i,0.0003186+0.00064415i
-0.00041127+0.0018513i,0.0002914+0.0019238i,0.0010246+0.0012896i,0.0013943+7.8489e-05i,0.001167-0.00090657i,-0.00036991-0.0016814i,-0.0013412-0.0010915i,-0.00046998-0.00096828i,0.00038241-0.00091301i,0.00019319-0.00025419i,0.00036204+0.00021818i,7.3591e-05-0.00022056i,-0.00011501-0.0003332i,4.9662e-05+0.0006406i,-2.1598e-05+0.0012391i,-0.00028506+0.00073489i,-0.00027253+0.0002156i,-0.000926-0.00044088i,-0.00034106-0.0010444i,0.00050362-0.00033433i,0.00067911+0.00044907i,0.001342+0.000291i,0.00082806-0.00039392i
-4.9573e-05-0.0019153i,0.00055126-0.0014357i,-0.00066241-0.00086799i,-0.0016406-0.00088251i,-0.0013045-0.00074329i,-0.00098535+0.00034953i,-0.00041442+0.00073136i,0.00023007+0.0005479i,-0.00019874+0.0003144i,-0.00053178+8.5149e-05i,0.00016204+0.00025259i,0.00045044+7.9521e-05i,0.00041388-8.469e-05i,0.00059817+1.0128e-05i,0.00025818+2.7909e-05i,-3.9853e-05-1.6563e-05i,9.3539e-05-0.00040127i,-0.00010886-7.4842e-05i,-0.00032997+0.00045234i,0.00067148+0.00060015i,0.001015+0.00015648i,-9.4035e-05-0.000346i,-0.00054138-0.00013297i
0.0011323+0.0015434i,0.0013046+0.00047576i,0.00062095+3.1221e-06i,-0.00047493-0.00011426i,-0.00092925-6.385e-05i,-0.0016165-0.00015469i,-0.0017611-0.00038851i,-0.00093233-0.00090759i,-0.00018802-0.0006851i,0.00043862+1.7058e-05i,0.00025977-2.3465e-06i,-0.00053298-0.00027337i,-0.00083955-0.00036357i,-0.00087737-0.00084411i,-0.00089966-0.00087021i,-0.00075851-0.00058015i,-0.00061046-0.00028798i,-0.00060461+0.00011724i,-4.9191e-05-3.7088e-05i,0.00015691+0.00026903i,0.00021435+0.00044944i,0.00032324+0.00048726i,0.00027856+0.00021053i
-0.00083055-0.00017915i,-0.0018174+0.00065249i,-0.0020937+0.00076235i,-0.0010755+7.2736e-05i,-0.00043904-6.065e-05i,0.00028369-0.00075235i,-1.8878e-05-0.00050398i,-0.00081838+0.00025104i,-0.00040867-0.00029295i,0.00011302-0.00023522i,-9.4865e-07+0.00028456i,-0.00014962+0.00039029i,-0.00055986-0.00051868i,-0.00055899-0.001059i,-0.00022065-0.0010602i,-0.00016292-0.00058632i,0.00011525-0.00034554i,0.00040428+0.00034151i,-1.398e-05+0.0003275i,-0.00045039-0.00019858i,-0.00043352-0.0001848i,-0.00019399-0.00079222i,-1.952e-05-0.00095685i
0.00055853+0.00092561i,0.00093756-0.00048159i,0.0013452-0.00024917i,0.0015781+0.00071968i,0.0018162+0.00089137i,0.00068308+0.00022251i,3.2908e-05-6.8792e-05i,0.00033682-0.00019141i,0.00035361-0.00017882i,0.00014968+0.00046947i,-0.00013555+0.0012672i,-4.0134e-05+0.0010643i,0.00027343+0.00024033i,0.0001656+0.00039264i,0.00023427+0.00023517i,-4.31e-05-0.00064361i,0.00025336-0.0011781i,0.00049733-0.0012188i,8.1467e-05-0.00068668i,0.00030842-0.00018406i,0.00078981+0.000787i,0.00031117+0.00089322i,3.4087e-07+0.00011801i
-0.00076674-0.0018193i,-0.0011277-0.0016825i,-0.0021869-0.00026415i,-0.0026522+0.00069051i,-0.0015252+0.00078079i,-0.00025242+0.00033165i,-7.7018e-05+0.00026205i,-0.00041266-3.3394e-05i,-0.00050642-0.00015316i,-0.00082104-3.6484e-05i,-0.00031064-0.00021314i,0.00068136+1.1785e-05i,0.0011308+0.00024267i,0.0010172-0.00032194i,0.00053885-0.00045959i,-0.00017316-0.00045149i,-0.00028513-0.00061037i,0.00019594+1.5379e-05i,-0.00013985+0.0004157i,-0.0002892+0.00012763i,0.00022716-0.00048998i,0.00070325-0.00089643i,0.0005879-0.0013429i
0.00074513-0.00060645i,-0.00035814+0.00013518i,-0.001945-4.1127e-05i,-0.0021343-0.00066718i,-0.0016054-0.00060812i,-0.00087117-7.5076e-05i,-0.00075109-0.00077396i,-0.00043156-0.0015323i,0.00065032-0.0010086i,0.0012363-3.8358e-05i,0.0008762-0.00023569i,0.00057578-0.00044202i,0.0001605+0.00016156i,-0.00035761+0.00090375i,-0.00079679+0.00094457i,-0.00084165+0.00019572i,-0.00074098-0.00041896i,-0.00057256-6.0686e-05i,0.0001724+0.00032247i,0.00014564+0.00064449i,0.00016374+0.00032861i,0.00053877+0.00023496i,7.2467e-05+0.00048184i
0.00023375+0.0010973i,0.00097371+0.0012224i,0.0014039+0.00096343i,0.0007862+0.0016569i,9.5898e-06+0.001614i,-6.7732e-05+0.0004393i,-0.0004693+0.00018895i,-3.2684e-05-6.2396e-05i,0.00077955-0.00054188i,0.0013546-0.00073176i,0.0017749-0.00010998i,0.00098493+7.2416e-05i,-6.1363e-06-0.00022323i,7.7225e-05-0.00012292i,0.00032667-3.8576e-05i,0.00020777+1.2734e-05i,2.0746e-05-0.00040037i,0.00011549-0.0006318i,-0.00011102-0.0005349i,-0.00022972-0.00058651i,0.00032601-0.00032208i,0.00079371+0.00022688i,0.0005274+0.00031459i
0.0012413-8.1852e-05i,0.00080961+0.00075752i,-1.7874e-05-0.0006603i,-0.00067784-0.0016799i,-0.00060377-0.00099256i,-0.000666+0.00071786i,-0.00034326+0.00064574i,8.8597e-05-7.635e-05i,0.00018783+0.00014859i,-0.00047149+0.00039001i,-0.0010393+0.00051854i,-0.00051617+9.3999e-05i,0.00062555-0.00013038i,0.00060301+0.00053972i,-0.00048766+0.00059787i,-0.00050587+0.00011728i,0.00070984+0.00036434i,0.0010545+0.00040449i,0.00072653-0.00027529i,0.00081749-0.0002635i,0.00018345+0.00040342i,-0.00045336+0.00060391i,9.0444e-05+0.00036636i
0.00053435-0.00055409i,-0.00019902-0.0013891i,-0.00072609-0.0016213i,-0.0014325-0.0017535i,-0.0018312-0.0010636i,-0.0014575-0.00050911i,-0.00060469-0.00027537i,-0.00075626+0.00051276i,-0.00091448+0.00071436i,-0.00044559-0.00026293i,4.8741e-05-0.00044331i,0.0002264+0.00036173i,0.00030837+0.0010141i,0.00027915+0.00085981i,-9.7593e-06+0.00046718i,1.4684e-05+1.3524e-05i,0.00033456-0.00056697i,0.0002497-0.0010129i,0.00017373-0.0010309i,0.00039045-0.0002615i,0.00010811+0.0003263i,-0.00090533+5.1727e-05i,-0.0012114-0.00054801i
0.00071411-0.00027933i,0.00030929+0.00089883i,0.00077186+0.0014044i,0.0009168+0.00072462i,-0.00022956+0.00030113i,-0.0016415+0.00011536i,-0.0016603+0.00015087i,-0.00069958+0.00027567i,-0.00020361+0.00057893i,-0.00038886-0.00015638i,-0.00039965-0.00080279i,-0.00060143-0.00067148i,-0.00078535-0.0010381i,-0.00034952-0.00049132i,-3.221e-05-0.00013813i,-1.2484e-05-0.0004014i,-0.00019609-0.00052502i,-0.00047612-0.00059398i,0.00042138-0.00031579i,0.00067078+9.9011e-05i,-0.00024339+6.5225e-05i,-0.0006047-0.00023764i,-0.00025734+6.6557e-05i
6.1881e-05-0.00045979i,-0.00096023-0.00015557i,-0.0025651-0.00021988i,-0.0027024-0.00023325i,-0.0021427+0.00057956i,-0.0011978+0.0010049i,-9.6464e-05+0.00075119i,9.2964e-05+0.00040679i,-0.00067934+2.8344e-05i,-0.0012335-0.0003675i,-0.00017706-0.00042629i,0.00052625-0.00040397i,-0.00017481-0.00062574i,-0.00062821+0.00011984i,-0.00046622+9.3075e-05i,-0.00050507-8.469e-05i,-0.00048634+0.00019852i,-0.00043814+8.0227e-05i,-2.2757e-05+6.9973e-05i,-0.00021348-0.00037063i,-0.0001133+2.3271e-05i,0.00029753+0.0003159i,0.00030917+0.00026749i
-0.0007178-0.00032499i,-0.00045587+0.00023399i,-0.0003539-0.00016646i,-0.00035686-0.00013035i,-0.00026455+0.00028382i,-0.00053315-0.00054375i,-0.00059587-0.0004735i,-0.00029039-0.00024745i,-0.00024106-0.00015916i,-9.1462e-05+0.00019646i,0.00034414-0.00033548i,0.00048649-0.00074076i,0.00011408-0.00068644i,-0.00068545-0.00039139i,-0.00059044-0.00015387i,-4.8169e-05-0.00037649i,-0.00019721-0.000908i,-0.0002386-0.00033421i,5.8635e-05+7.6903e-05i,0.0001686+0.00012546i,0.00042134+0.00026499i,0.00011107-0.00011683i,-0.00018407-0.00016779i
0.0009421-0.0001922i,0.00070937-0.00098451i,0.00031054-0.0014824i,-0.00045677-0.001824i,-0.00085779-0.0013566i,-0.0015198+0.00013093i,-0.0012729+0.00021615i,-0.00013927-0.00072031i,0.00035235-0.00095861i,0.00021529-0.0013352i,-0.00039197-0.0013424i,-0.00090634-0.00025665i,-0.00044602+0.00066643i,-0.00010521+0.00046813i,-0.00097949+0.0003455i,-0.0005513+0.00081787i,-0.00036081+0.00082237i,-0.0003702+0.0006365i,-0.00011131+0.00039122i,-0.00039096+2.153e-05i,0.00018946-0.00052566i,0.0004266-0.00092228i,8.3759e-05-0.00084112i
