8.4558e-05-0.0011211i,-0.0016192-0.0016584i,-0.0026462-0.00084101i,-0.0017019+0.00054375i,-0.0018568+0.00063984i,-0.0021009+0.00036485i,-0.0012789+0.00098648i,2.839e-05+0.0011623i,0.0010897+0.00083553i,0.00083072+0.00024449i,0.00082673-4.0039e-05i,0.0012605-0.0001244i,0.0012122+0.00013813i,0.0011732+0.00028877i,0.0008442+0.00023586i,0.00058994+0.00016111i,0.00076411+0.00016254i,0.00077001+0.00017961i,0.00044036-0.000534i,-0.00016233-0.00060352i,-0.00058216+0.00018003i,-0.00053315+0.00029507i,-0.00076725+2.1103e-05i
0.093904+0.13888i,0.082507+0.25462i,0.043513+0.20977i,0.022168+0.085288i,0.036153+0.026715i,0.059274+0.0039959i,0.018909-0.0081991i,-0.03774+0.017526i,-0.050671+0.047521i,-0.046879+0.044122i,-0.044383+0.026989i,-0.035451+0.013777i,-0.024886+0.0023257i,-0.014424-0.0065827i,-0.0076368-0.010634i,-0.0067064-0.010401i,-0.0082465-0.0069712i,-0.0085353-0.0028111i,-0.0041931+0.0019743i,-0.0012101+0.0040095i,-0.003857+0.0028234i,-0.0081376+0.0010443i,-0.010097-0.0034148i
0.12948+0.17992i,0.16854+0.21479i,0.12881+0.14697i,0.030754+0.060823i,-0.071572-0.020069i,-0.089725-0.052401i,-0.026062-0.033306i,0.030649-0.017818i,0.044909-0.016882i,0.030226-0.0082566i,0.0099315+0.0093243i,0.00056378+0.017171i,-0.0087313+0.0090148i,-0.02104+0.00094025i,-0.023035-0.0036281i,-0.017282-0.006925i,-0.013617-0.002728i,-0.011287+0.0010075i,-0.0093439-0.0025847i,-0.0097999-0.0064976i,-0.01166-0.0045787i,-0.012322+0.00044645i,-0.0081837+0.0034662i
-0.17609+0.28901i,-0.17383+0.36008i,-0.12923+0.26423i,-0.096163+0.16761i,-0.074708+0.1611i,-0.047141+0.1469i,-0.022598+0.05167i,-0.02617-0.045639i,-0.048432-0.079738i,-0.056115-0.075595i,-0.043383-0.055899i,-0.020437-0.033352i,-0.0052811-0.019909i,0.00084087-0.0066412i,0.0065551+0.0012062i,0.0061818+0.0011615i,0.0021303+0.00074349i,0.00042544-0.0020826i,-0.0011367-0.0070287i,-0.0039408-0.0086922i,-0.0053392-0.0065972i,-0.0042075-0.0032468i,-0.00098142-0.00099216i
-0.26146+0.4353i,-0.1524+0.50067i,0.003265+0.30217i,0.052537+0.051906i,0.061898-0.071771i,0.095486-0.088461i,0.07643-0.058581i,0.015185-0.0096114i,-0.015547+0.018779i,-0.030896+0.013107i,-0.041842+0.0050776i,-0.032802+0.0018254i,-0.017139-0.0067432i,-0.0056763-0.014398i,0.0051203-0.014356i,0.0091521-0.0099253i,0.0041902-0.0077647i,0.00054967-0.00986i,0.0018758-0.014661i,0.0035237-0.01852i,0.001843-0.018672i,-0.0024301-0.015247i,-0.0043659-0.0072599i
-0.34354+0.20167i,-0.26641+0.21611i,-0.14958+0.092726i,-0.15896-0.0087872i,-0.22353-0.026134i,-0.22487-0.029658i,-0.13045-0.017077i,-0.002526-0.0087024i,0.064119-0.033819i,0.066158-0.051664i,0.046659-0.041046i,0.028459-0.019286i,0.014514-0.0062434i,0.0015222+0.00059453i,-0.00076952+0.010035i,0.0032278+0.011791i,0.0017198+0.0053371i,-0.00077884+0.00083561i,-0.0016997-0.003894i,-0.0041336-0.010447i,-0.0068568-0.010431i,-0.0080979-0.0020836i,-0.0078835+0.0077944i
-0.53676-0.057318i,-0.53901+0.040543i,-0.33503+0.10414i,-0.11695+0.094221i,-0.0093399+0.092391i,0.041896+0.12672i,0.05781+0.10082i,0.035439+0.014034i,0.0057498-0.047711i,-0.0090523-0.070606i,-0.013813-0.06248i,-0.01016-0.036795i,-0.001186-0.016225i,0.0089663+0.0030573i,0.015498+0.019895i,0.013856+0.022193i,0.007962+0.013415i,0.0049677+0.0093226i,0.0068475+0.010339i,0.0078876+0.0073923i,0.0064178+0.0030017i,0.0048797+0.0010305i,-0.00019684+0.002036i
-0.46784-0.22975i,-0.3015-0.12966i,-0.015555-0.084249i,0.10696-0.18332i,0.061141-0.2922i,0.014023-0.27195i,0.015343-0.15134i,0.020258-0.030796i,0.024117+0.028027i,0.027581+0.040149i,0.023707+0.035591i,0.016915+0.0274i,0.01549+0.018717i,0.011834+0.012967i,0.0058425+0.015503i,0.0038474+0.016374i,0.00093437+0.0092599i,-0.0020367+0.0039591i,-0.00042206+0.0015411i,0.00046716-0.0028168i,-0.0027605-0.0068202i,-0.0071759-0.0066298i,-0.010461-0.0031356i
-0.23738-0.47312i,-0.17781-0.42671i,-0.1086-0.29718i,-0.10901-0.17231i,-0.16627-0.037172i,-0.20567+0.081456i,-0.14305+0.12108i,-0.024534+0.084681i,0.046975+0.036449i,0.071754+0.0088025i,0.060604-0.0062986i,0.031667-0.0054695i,0.015557+0.0032786i,0.0046694+0.011324i,-0.0035957+0.019596i,-0.0014847+0.020088i,0.0018772+0.011885i,-0.0049093+0.0079409i,-0.015394+0.013349i,-0.020605+0.018403i,-0.023523+0.017861i,-0.022006+0.016942i,-0.013984+0.012414i
0.057345-0.55901i,0.031432-0.4243i,0.0024665-0.20394i,0.081462-0.11289i,0.1964-0.12243i,0.24149-0.10123i,0.18597-0.049203i,0.083495-0.013119i,0.022539+0.00898i,0.0033717+0.017162i,-0.0060995+0.017098i,-0.0066333+0.017114i,-0.0014081+0.013849i,-0.00079387+0.010254i,-0.0039925+0.010052i,-0.004342+0.0090435i,-0.0014309+0.0038885i,-0.00067135+0.00088745i,-0.00097796+0.0065832i,-0.00072268+0.010763i,-0.0025624+0.0059104i,-0.0064025-0.0023006i,-0.009742-0.0087887i
0.36726-0.42403i,0.41638-0.29079i,0.36492-0.15604i,0.25799-0.15284i,0.069647-0.22463i,-0.11105-0.2187i,-0.13906-0.10764i,-0.075565-0.0070708i,-0.036145+0.037107i,-0.0096688+0.055603i,0.015286+0.045294i,0.01704+0.020535i,0.0072077+0.011495i,-0.0013751+0.010317i,-0.0094598+0.0060667i,-0.0098962+0.0035696i,-0.0049234+0.00041333i,-0.0061558-0.0079248i,-0.011852-0.013459i,-0.016687-0.012679i,-0.02127-0.014782i,-0.023331-0.015893i,-0.015149-0.012514i
0.45045+0.0095796i,0.38873+0.098711i,0.19158+0.094002i,0.082435+0.11701i,0.094958+0.20102i,0.11449+0.24782i,0.083874+0.1977i,0.026802+0.10853i,-0.0041533+0.06278i,-0.00030985+0.032683i,-0.0075276-0.00052454i,-0.023632-0.0059942i,-0.022904-0.00095547i,-0.01711-0.0058625i,-0.013443-0.010893i,-0.0095899-0.010661i,-0.0050852-0.0076242i,-0.0036031-0.005394i,-0.0082452-0.00020971i,-0.010533+0.0053779i,-0.010256+0.00091477i,-0.01021-0.0071844i,-0.0040487-0.0095361i
0.44351+0.45789i,0.39926+0.50645i,0.25358+0.2857i,0.18527+0.05893i,0.22519-0.10752i,0.23744-0.24386i,0.14517-0.25362i,0.04585-0.15316i,0.0019293-0.068927i,-0.017351-0.023431i,-0.018578+0.0094774i,-0.0032121+0.019645i,0.0014401+0.010321i,-0.0042876+0.00025124i,-0.008488-0.0069414i,-0.0094249-0.0068528i,-0.002819-0.002683i,0.011088-0.0097101i,0.01987-0.021636i,0.018971-0.02749i,0.015254-0.032909i,0.0076056-0.035585i,-0.002026-0.022508i
0.095253+0.70844i,0.085953+0.74318i,0.10239+0.47414i,0.057136+0.27304i,-0.055612+0.24041i,-0.13884+0.23197i,-0.142+0.17947i,-0.10335+0.092245i,-0.083162+0.028452i,-0.048535+0.01411i,-0.00017148-0.0039643i,0.0061923-0.025165i,-0.0057754-0.020999i,-0.0025529-0.012214i,0.0033407-0.011917i,0.0051517-0.014037i,0.0067767-0.014332i,0.007123-0.018123i,0.0020453-0.025858i,0.00065551-0.027735i,0.0097679-0.029058i,0.015701-0.030384i,0.01176-0.021428i
-0.57688+0.85411i,-0.6323+0.92692i,-0.44547+0.67548i,-0.21374+0.4517i,0.038286+0.32785i,0.25376+0.18712i,0.25559+0.044313i,0.13337+0.0013519i,0.072476+0.016088i,0.049434+0.0023598i,0.0066269-0.01181i,-0.01814-0.007169i,-0.015795-0.014144i,-0.0068241-0.02831i,0.00052184-0.034514i,-0.0021755-0.032754i,-0.0064553-0.02034i,0.00073393-0.0029994i,0.012378+0.0057915i,0.020158+0.0022608i,0.028092-0.0054196i,0.028414-0.012652i,0.013926-0.01351i
-0.93592+0.64535i,-0.79801+0.65173i,-0.33643+0.32817i,-0.11467+0.025884i,-0.13449-0.07521i,-0.1451-0.11736i,-0.10561-0.1517i,-0.036923-0.14286i,0.0030336-0.1265i,-0.0067748-0.075668i,0.0051719-0.0091821i,0.029331+0.00080084i,0.021016-0.012996i,0.0083086-0.0082488i,0.0041353-0.0015878i,0.0025303+0.0011833i,0.0058427+0.0038274i,0.013315+0.0002195i,0.019495-0.0096261i,0.023098-0.015234i,0.029366-0.012588i,0.029667-0.0095531i,0.014834-0.004781i
-1.2002+0.028683i,-1.1255+0.092503i,-0.63345+0.13711i,-0.28917+0.19282i,-0.16016+0.30154i,-0.043023+0.3895i,0.025723+0.32679i,-0.010243+0.18945i,-0.057264+0.1115i,-0.038855+0.074188i,-0.0094281+0.023852i,-0.0086117-0.0078389i,-0.00067596-0.0074479i,0.017665-0.00016545i,0.025604+0.0040714i,0.024972-0.00037956i,0.016259-0.0065042i,0.001398-0.0042552i,-0.0073009-0.00039933i,-8.7431e-05+0.0012007i,0.020508+0.0045247i,0.035872+0.0022627i,0.029492-0.0067617i
-1.2255-0.64087i,-1.2554-0.45588i,-0.86356-0.13962i,-0.4948-0.026198i,-0.25328-0.087869i,-0.079987-0.17463i,-0.0053951-0.19493i,0.024276-0.096556i,0.074846-0.0079739i,0.058511-0.001173i,-0.00077565+0.013218i,-0.0032077+0.030539i,0.017663+0.012345i,0.021776-0.0023277i,0.021949-0.0021962i,0.017898+0.00069274i,0.0094877+0.0059612i,0.0046963+0.013435i,0.0042537+0.021049i,0.0042507+0.025646i,0.0023036+0.031235i,0.00065454+0.032067i,-0.00049177+0.020577i
-0.65471-1.1442i,-0.52037-1.0607i,-0.11665-0.72737i,0.063251-0.50466i,-0.067191-0.27689i,-0.17801+0.0064944i,-0.10939+0.1251i,-0.024762+0.046263i,-0.04512-0.041814i,-0.077059-0.023571i,-0.032975+0.01957i,0.019007+0.013878i,0.026435+0.0075433i,0.019655+0.02142i,0.015224+0.030052i,0.016862+0.029893i,0.019741+0.017829i,0.010273-0.00017178i,-0.0028017-0.006947i,-0.0080709+0.003132i,-0.0097354+0.020915i,-0.0049472+0.030324i,0.0021407+0.024396i
-0.044215-1.2516i,-0.13458-1.1026i,-0.1399-0.52459i,-0.043544-0.1282i,0.040718-0.04366i,0.086065-0.021195i,0.08497+0.019924i,0.0070495+0.062162i,-0.048921+0.10546i,-0.034972+0.082209i,-0.033527+0.019651i,-0.04436+0.0092754i,-0.023969+0.022933i,-0.0050681+0.020758i,-0.0024746+0.02144i,0.0027056+0.022929i,0.0033634+0.015823i,-0.0052968+0.010818i,-0.012621+0.011787i,-0.014605+0.012564i,-0.014532+0.012634i,-0.011062+0.010463i,-0.0074113+0.0034365i
0.55424-1.1031i,0.40055-1.0552i,0.069971-0.67192i,-0.11996-0.39272i,-0.18779-0.30598i,-0.26762-0.24742i,-0.27452-0.15959i,-0.15754-0.091707i,-0.037006-0.082742i,-0.016948-0.085174i,-0.03831-0.035912i,-0.018826+0.017327i,0.0051662+0.024861i,0.0047335+0.019902i,0.0058544+0.021175i,0.0091459+0.02438i,0.010918+0.023473i,0.012387+0.019013i,0.010621+0.019068i,-0.00034447+0.021413i,-0.024438+0.020411i,-0.04331+0.022133i,-0.039341+0.022967i
0.90981-0.67586i,0.96233-0.75802i,0.78763-0.64841i,0.60635-0.46673i,0.41763-0.2605i,0.27836-0.024892i,0.22876+0.1048i,0.13076+0.052622i,-0.025393-0.016819i,-0.086445-0.012876i,-0.05041+0.0030752i,-0.018701+0.0070902i,-0.0093702+0.015334i,-0.0062258+0.021376i,-0.0053291+0.023653i,0.0010242+0.026118i,0.0084169+0.016681i,0.0023588-0.00075825i,-0.0083167-0.0087503i,-0.010758-0.0076226i,-0.012855-0.0083001i,-0.01512-0.010581i,-0.010452-0.012781i
0.68148+0.071377i,0.61036+0.20662i,0.275+0.37421i,0.087131+0.44889i,0.083081+0.24003i,-0.013862-0.041824i,-0.13147-0.10242i,-0.10755-0.018606i,-0.016267+0.031103i,0.033157+0.012596i,0.0062752-0.016837i,-0.035091-0.0031582i,-0.03421+0.018829i,-0.025541+0.012769i,-0.020552+0.0085107i,-0.0086756+0.014539i,-0.00093384+0.014432i,0.0012883+0.0074077i,0.0018521-0.0020817i,5.9161e-05-0.010651i,-0.0033654-0.018002i,-0.0091424-0.022589i,-0.016296-0.019223i
0.44864+0.20671i,0.46557+0.12292i,0.24083-0.15893i,-0.012197-0.25781i,-0.058055-0.10874i,0.00077397+0.0024233i,-2.1604e-05-0.026592i,-0.01425-0.10728i,-0.0032147-0.15385i,0.012217-0.13616i,0.015813-0.089712i,0.012147-0.048554i,0.012508-0.020331i,0.018574-0.0029144i,0.024481+0.0095091i,0.021964+0.01365i,0.014715+0.0096878i,0.011122+0.0028155i,0.012406+0.0019642i,0.017191+0.0036628i,0.016591-0.00645i,0.0065466-0.019056i,-0.00038351-0.020686i
0.13832+0.15i,0.27839+0.20964i,0.42602+0.067608i,0.42275-0.046083i,0.32228-0.091585i,0.23085-0.13734i,0.15939-0.13887i,0.079083-0.076323i,0.0080266-0.011315i,-0.016127+0.020376i,-0.014183+0.014761i,-0.01996+0.0013166i,-0.023254-0.0025554i,-0.020611-0.00065789i,-0.020937+0.013927i,-0.019002+0.02733i,-0.015201+0.023722i,-0.014223+0.010967i,-0.013204-0.0025085i,-0.0083458-0.011879i,0.0050197-0.016227i,0.021437-0.01997i,0.028446-0.02536i
-0.26095+0.11329i,-0.34326+0.58778i,-0.29609+0.88703i,-0.28069+0.88163i,-0.23429+0.65907i,-0.22582+0.36166i,-0.24862+0.17401i,-0.1535+0.10169i,-0.0084774+0.04501i,0.053+0.0068067i,0.037977-0.0069692i,0.002527-0.0023167i,-0.013383+0.016818i,-0.015695+0.025506i,-0.023728+0.025911i,-0.028288+0.027808i,-0.021384+0.022003i,-0.0042944+0.0061342i,0.0094733-0.014087i,0.0058697-0.024692i,-0.0034148-0.014723i,-0.0047662+0.0051244i,0.0014969+0.023304i
0.052771-0.48595i,-0.081263-0.48321i,-0.093882-0.62615i,-0.18502-0.68764i,-0.15561-0.40411i,0.086639-0.19626i,0.1951-0.2315i,0.10035-0.23457i,0.012258-0.15324i,-0.0050071-0.072926i,0.024521-0.040888i,0.045652-0.050554i,0.041923-0.049273i,0.039176-0.029067i,0.027011-0.012002i,0.0064213-0.0080733i,-0.0056934-0.0083827i,-0.0080077+0.00045533i,-0.0011929+0.011087i,0.010832+0.008334i,0.019678-0.0048329i,0.023413-0.011073i,0.018667-0.0096917i
0.68413-0.33696i,0.48821-0.12469i,0.48768+0.16853i,0.49979+0.17611i,0.26848+0.044175i,0.030831+0.023343i,-0.026623+0.047317i,-0.02376+0.053323i,-0.038482+0.074601i,-0.041898+0.092891i,-0.028818+0.074876i,-0.024159+0.033899i,-0.031986+0.0044984i,-0.047593-0.0075376i,-0.065458-0.0084139i,-0.069004+0.0013876i,-0.055573+0.013024i,-0.041482+0.02098i,-0.036044+0.023692i,-0.030663+0.018835i,-0.020703+0.0112i,-0.010954+0.011647i,0.0020831+0.014829i
0.76024+0.059991i,0.34374+0.22646i,-0.042581+0.50567i,-0.20258+0.52636i,-0.16078+0.3189i,-0.057335+0.073386i,-0.039158-0.078397i,-0.054859-0.086942i,-0.013837-0.046167i,0.022928-0.027381i,0.020785-0.0085702i,0.014513+0.011542i,0.014886+0.024861i,0.0072103+0.02521i,-0.01565+0.013209i,-0.033324+0.0015461i,-0.035913-0.011023i,-0.027544-0.018241i,-0.0081234-0.019139i,0.00078911-0.025505i,-0.013327-0.022875i,-0.030855+0.0040676i,-0.03119+0.037254i
0.93513+0.15283i,0.53758-0.35892i,0.075783-0.74838i,-0.13772-0.84992i,-0.13838-0.60077i,0.046466-0.33014i,0.2044-0.28242i,0.1541-0.28188i,0.0045882-0.19599i,-0.076111-0.085918i,-0.054487-0.038756i,-0.010524-0.054848i,0.012546-0.06567i,0.033919-0.058704i,0.047895-0.057002i,0.04182-0.05833i,0.024424-0.047616i,0.0034785-0.020801i,-0.0089423+0.0039721i,-0.0035316+0.0079083i,0.0038679-0.012041i,-0.0069373-0.035781i,-0.027284-0.042412i
0.91167+1.3714i,0.98743+1.1949i,0.98904+0.98081i,0.9515+0.67183i,0.60305+0.37171i,0.1953+0.36248i,0.045338+0.4048i,-0.0044592+0.27198i,-0.047082+0.15027i,-0.037682+0.11392i,-0.009131+0.098088i,0.01284+0.085208i,0.011719+0.065683i,-0.011104+0.032624i,-0.033556-0.0018132i,-0.036475-0.013983i,-0.013799-0.0082213i,0.0062171-0.0072172i,0.0079023-0.0038034i,0.011+0.010538i,0.017525+0.020414i,0.011219+0.022826i,0.0031603+0.02316i
-0.30411+1.4197i,-0.37713+0.99888i,-0.57057+0.55808i,-0.5777+0.3734i,-0.28907+0.20343i,0.0024659-0.036799i,0.10518-0.15209i,0.11255-0.095222i,0.10432-0.044605i,0.074078-0.071547i,0.024325-0.097631i,-0.011801-0.082967i,-0.030418-0.047515i,-0.044616-0.0039078i,-0.047973+0.032843i,-0.039985+0.038947i,-0.029945+0.016429i,-0.020571-0.001013i,-0.0011971-0.00041183i,0.020472-0.00044874i,0.027661-0.0056746i,0.021728-0.014632i,0.0098612-0.016176i
-1.0943+0.6709i,-0.88477+0.29263i,-0.53848-0.15805i,-0.22447-0.4072i,-0.076587-0.3605i,-0.0074344-0.17951i,0.10329-0.12191i,0.16691-0.17162i,0.11814-0.14604i,0.045691-0.040825i,0.014386+0.037422i,0.0077467+0.057829i,0.01097+0.04125i,0.027959+0.014576i,0.05397-0.00041617i,0.073488-0.0012387i,0.07169+0.0047265i,0.049987+0.0090359i,0.025055+0.0094217i,0.018578+0.010637i,0.030282+0.0092503i,0.031546-0.0063312i,0.0076123-0.031718i
-0.90417+0.51505i,-0.29351+0.56101i,0.33796+0.53891i,0.63235+0.45825i,0.6128+0.30488i,0.58861+0.20199i,0.58143+0.13026i,0.3716+0.060207i,0.13585+0.05866i,0.057934+0.037741i,0.011879-0.035103i,-0.041381-0.042734i,-0.044577-0.0047589i,-0.021425+0.0059603i,-0.0031314+0.00062513i,0.012062+0.005249i,0.026809+0.017745i,0.040394+0.01327i,0.042181-0.0032253i,0.037897+0.0033463i,0.032827+0.017052i,0.01801+0.013815i,0.013045+0.01316i
-1.7061-0.14255i,-1.5979+0.03897i,-1.3536+0.16817i,-1.1517+0.34542i,-0.9863+0.52338i,-0.99135+0.64515i,-0.98445+0.71636i,-0.65579+0.57913i,-0.28582+0.26648i,-0.10716+0.064124i,0.0056152-0.0090048i,0.052887-0.058405i,0.008004-0.063963i,-0.061782-0.031422i,-0.12098-0.0077523i,-0.14861-0.011758i,-0.1397-0.018921i,-0.10408-0.0051149i,-0.062848+0.0096033i,-0.049069+0.011656i,-0.047679+0.02108i,-0.039863+0.034172i,-0.039855+0.036806i
-0.42172-1.5311i,-0.24259-1.1656i,0.13228-0.68176i,0.40019-0.53807i,0.43825-0.59548i,0.40444-0.61966i,0.36174-0.56135i,0.26108-0.36298i,0.16573-0.12322i,0.099884+0.0043186i,0.060641+0.061363i,0.054622+0.069924i,0.026327+0.02324i,-0.046101-0.024636i,-0.11056-0.06368i,-0.1207-0.068149i,-0.067598-0.034444i,-0.017088-0.021793i,-0.01686-0.030162i,-0.021177-0.033429i,0.0044413-0.039851i,0.040165-0.05705i,0.042411-0.075445i
-1.6797+5.8399i,0.57965+6.1229i,3.3743+5.5486i,4.3731+2.5056i,3.3428-0.81482i,0.81728-2.4074i,-1.1072-1.4996i,-1.2138+0.01849i,-0.16023+0.62856i,0.8347+0.089747i,0.85883-0.77702i,0.24082-1.2915i,-0.53383-1.8155i,-1.3388-2.4456i,-1.5424-2.4564i,-0.91827-1.5006i,-0.25287-0.48283i,-0.23561+0.006047i,-0.61989+0.29742i,-0.64237+0.59975i,-0.15576+0.72041i,0.37012+0.47304i,0.50963+0.0059144i
0.083996-0.25921i,-0.23428+0.080735i,-0.4119+0.27001i,-0.40094+0.22207i,-0.30874+0.056875i,-0.2636-0.031519i,-0.28778-0.043451i,-0.3064-0.046222i,-0.22957-0.0045681i,-0.079417+0.051561i,0.053025+0.079146i,0.13441+0.068546i,0.15499+0.0085482i,0.11886-0.053998i,0.082174-0.079029i,0.065312-0.082592i,0.038835-0.062228i,0.023645-0.015749i,0.024595+0.00062675i,0.00067123-0.021247i,-0.026956-0.027744i,-0.030982-0.010597i,-0.03177+0.020477i
0.87181-0.4089i,0.70245-0.61909i,0.44049-0.67515i,0.16159-0.60438i,-0.11691-0.40798i,-0.34069-0.094992i,-0.37307+0.16097i,-0.20883+0.20206i,-0.082218+0.076933i,-0.075049-0.014783i,-0.065472-0.024317i,-0.02861-0.03362i,0.011569-0.033986i,0.074231-0.023256i,0.13201-0.02565i,0.14311-0.025617i,0.10664-0.037593i,0.042058-0.05233i,0.00056962-0.036322i,0.0047424-0.014873i,0.011161-0.019902i,0.002306-0.036897i,0.0047007-0.043267i
0.55136+0.76432i,0.38256+0.51153i,0.051792+0.21865i,-0.070802+0.15881i,0.09481+0.20102i,0.32888+0.16707i,0.41697-0.00093186i,0.25683-0.20941i,0.022768-0.22871i,-0.064477-0.11384i,-0.077439-0.048582i,-0.090968+0.0094348i,-0.063847+0.047986i,-0.035557+0.0058731i,-0.031203-0.051409i,-0.031769-0.071328i,-0.025084-0.048568i,0.0062936-0.013441i,0.038396+0.00072333i,0.043224+0.011327i,0.028031+0.032306i,0.0067088+0.052663i,-0.0047089+0.062849i
-0.70228+0.56917i,-0.44134+0.48132i,0.016157+0.28445i,0.17849+0.048229i,0.048421-0.17785i,-0.10186-0.34165i,-0.20634-0.37873i,-0.25686-0.2279i,-0.17065-0.048581i,-0.048862-0.0035941i,-0.0039498-0.0015747i,0.041099+0.019356i,0.087882-0.0063732i,0.05714-0.05192i,-0.020801-0.05858i,-0.065911-0.038284i,-0.053467-0.013985i,-0.015436-0.0067717i,0.0044718-0.020143i,0.0025719-0.028368i,-0.0031106-0.026285i,-0.01536-0.021771i,-0.030265-0.0071058i
-0.83172-0.24116i,-0.80033-0.29379i,-0.73081-0.16108i,-0.64226+0.08076i,-0.47326+0.31916i,-0.33792+0.47194i,-0.20619+0.48061i,-0.035802+0.28822i,0.023846+0.04362i,-0.026107-0.045812i,-0.057777-0.035848i,-0.075098-0.01719i,-0.070887+0.016302i,-0.032474+0.019606i,-0.016644-0.015491i,-0.026819-0.039053i,-0.032232-0.036818i,-0.033912-0.021232i,-0.033798-0.0054328i,-0.021855+0.0084069i,0.0036742+0.023368i,0.026066+0.027518i,0.028995+0.0058791i
-0.23224-0.31217i,0.087294-0.19998i,0.32535-0.19849i,0.36029-0.3218i,0.33041-0.34951i,0.3831-0.31406i,0.39157-0.30653i,0.24375-0.25092i,0.09361-0.1202i,0.059308-0.027276i,0.065073-0.014182i,0.050345-0.0030202i,0.026917+0.027743i,-0.0039251+0.034331i,-0.047442+0.0071808i,-0.07562-0.017667i,-0.059521-0.021867i,-0.027076-0.025457i,-0.026702-0.028582i,-0.046853-0.015509i,-0.04752+0.0031921i,-0.024917+0.017411i,0.0048448+0.030467i
0.14666-0.89129i,0.31795-0.71807i,0.43057-0.3628i,0.4522-0.045955i,0.30245+0.06518i,0.030401+0.066373i,-0.14026+0.11411i,-0.11005+0.14946i,-0.035927+0.092528i,-0.037417+0.026742i,-0.045667+0.0046267i,-0.031995-0.017352i,-0.029631-0.034033i,-0.028435-0.024924i,-0.021453-0.011509i,-0.019521-0.0037004i,-0.023295+0.0072209i,-0.025741+0.022547i,-0.020913+0.033555i,-0.01424+0.034308i,-0.01177+0.027147i,-0.0040682+0.017025i,0.0088362+0.0023641i
0.45732-0.39i,0.23177+0.028038i,-0.12262+0.39126i,-0.27725+0.46121i,-0.16357+0.31073i,-0.048897+0.15256i,-0.039514+0.096071i,-0.045328+0.084092i,-0.02281+0.078529i,0.012175+0.067222i,0.030988+0.047384i,0.034651+0.031721i,0.029051+0.01193i,0.014888-0.012729i,0.0027073-0.029785i,-0.007303-0.029861i,-0.010432-0.014764i,0.0023137-0.0027038i,0.0108-0.010123i,-0.0077034-0.026841i,-0.03512-0.025845i,-0.045756-0.0042619i,-0.036089+0.020401i
0.74949-0.31549i,0.61924-0.52916i,0.4044-0.85467i,0.11364-0.90385i,-0.085999-0.52996i,-0.036416-0.16383i,0.047887-0.061826i,0.023948-0.064128i,-0.027909-0.051383i,-0.045211-0.026054i,-0.019668-0.010936i,0.016515-0.016739i,0.032966-0.023943i,0.03174-0.022103i,0.023774-0.016905i,0.020253-0.017949i,0.014364-0.027371i,-0.00079253-0.022361i,0.0055081+5.1214e-05i,0.038346+0.0015198i,0.050254-0.024361i,0.034742-0.044585i,0.018681-0.050629i
0.87593+0.4914i,0.64169+0.56822i,0.43017+0.70775i,0.46417+0.67425i,0.48822+0.32108i,0.33845-0.013086i,0.15731-0.1435i,0.027879-0.15398i,-0.021235-0.10343i,-0.022372-0.064295i,-0.047019-0.033466i,-0.05675+0.024791i,-0.023046+0.063502i,0.011009+0.060079i,0.024615+0.038742i,0.015001+0.023769i,0.0020805+0.021547i,0.0056103+0.015732i,0.01568+0.0037073i,0.028137-0.0076185i,0.037214-0.018863i,0.027748-0.025282i,0.010756-0.018787i
-0.049881+1.128i,-0.066488+0.92435i,-0.13014+0.47617i,-0.26265+0.2287i,-0.23037+0.19478i,-0.1323+0.094199i,-0.13874-0.02406i,-0.12285-0.036535i,-0.050436-0.014129i,0.0085777-0.013303i,0.037918-0.033556i,0.037595-0.050347i,0.025311-0.03921i,0.019294-0.014776i,0.01366+0.0020419i,0.0064972+0.0025152i,-0.0013418-0.0086191i,-0.012052-0.011805i,-0.01775-0.00038784i,-0.0099947+0.0098832i,0.00052079+0.0055407i,-0.0010699+0.00032862i,-0.0031206+0.0099487i
-0.87776+0.19876i,-0.82939+0.039306i,-0.50085-0.14375i,-0.2506-0.27394i,-0.14111-0.15061i,0.055374+0.083113i,0.26961+0.11249i,0.27262-0.019671i,0.1339-0.095486i,0.038874-0.078362i,0.012048-0.041617i,-0.0069603-0.0068343i,-0.024641+0.02467i,-0.02318+0.034815i,-0.0075513+0.016884i,0.0092236-0.014781i,0.018794-0.03198i,0.021608-0.023502i,0.021344-0.010907i,0.02399-0.0088171i,0.036825-0.010874i,0.047749-0.026806i,0.03197-0.049851i
-0.072548-0.19316i,0.27864-0.18428i,0.52859-0.0061444i,0.52906+0.07007i,0.28151-0.021284i,-0.010017-0.10793i,-0.12826-0.10593i,-0.065374-0.065715i,0.030642-0.057468i,0.049414-0.060716i,0.024361-0.036445i,0.011507-0.011852i,0.0087275-0.0053554i,0.0058326-0.0061584i,0.0012166-0.00043568i,0.0045326+0.016085i,0.012595+0.0211i,0.005108+0.011089i,-0.011113+0.011236i,-0.019393+0.02244i,-0.021977+0.034715i,-0.016312+0.048813i,0.0039905+0.053621i
