-0.00071665+0.0012323i,1.5474e-05+0.0017801i,-8.0538e-05+0.0017366i,-0.00078623+0.00088294i,-0.001168+0.00079974i,-0.0011041+0.0013047i,-5.0491e-05+0.0016351i,2.0345e-05+0.0018587i,-0.00025068+0.0016554i,-4.0572e-05+0.00092589i,0.00024286+0.00063877i,-6.1009e-05+0.00048408i,-0.00022369-0.00085348i,-0.00078224-0.0016334i,-0.00073025-0.0010951i,5.5318e-05-0.00026929i,-0.00042705-0.00038958i,-0.0012694-0.00011984i,-0.0007834+9.6845e-05i,0.00019897-0.00033462i,0.00026417-0.0010269i,-0.00014184-0.001017i,0.00027567-0.00043604i
-0.061907-0.033704i,-0.16957-0.068952i,-0.22042-0.04642i,-0.15051+0.078559i,-0.036313+0.18482i,0.014188+0.15451i,0.0091986+0.064719i,0.0056463+0.017844i,0.0018385-0.002436i,-0.018587-0.018669i,-0.019797-0.016415i,0.012169-0.014447i,0.032608-0.036339i,0.018847-0.067388i,-0.0075692-0.086001i,-0.024438-0.085126i,-0.030488-0.067488i,-0.041285-0.050232i,-0.055234-0.046786i,-0.054843-0.045388i,-0.043133-0.033158i,-0.032501-0.017528i,-0.025872-0.0084706i
0.17108+0.068869i,0.14987+0.080529i,0.12271+0.10167i,0.16145+0.076476i,0.1822+0.014117i,0.12254-0.0098047i,0.040958+0.009046i,0.0037325+0.013631i,-0.0030644+0.0073467i,-0.012563+0.015185i,-0.023237+0.026555i,-0.030345+0.024032i,-0.043057+0.019883i,-0.057346+0.035652i,-0.059119+0.056838i,-0.045081+0.059538i,-0.018902+0.035525i,0.0058024+0.0014796i,0.01254-0.00648i,0.012949+0.0098745i,0.019633+0.015409i,0.020908+0.008486i,0.014794+0.0062283i
0.13242+0.015003i,0.20799+0.0042738i,0.19552-0.020517i,0.084664-0.10453i,-0.027533-0.17297i,-0.049852-0.11333i,-0.0023308-0.011703i,0.015884+0.020794i,0.0037419+0.026812i,0.021088+0.042599i,0.032782+0.040734i,0.0093652+0.036711i,-0.002873+0.051744i,0.020102+0.065721i,0.059271+0.066008i,0.088126+0.049258i,0.086073+0.02813i,0.054892+0.024933i,0.024903+0.029867i,0.014579+0.022039i,0.014271+0.0093217i,0.014824+0.00043323i,0.015369-0.0072734i
-0.17387-0.11633i,-0.18898-0.14037i,-0.17677-0.12245i,-0.16516-0.04832i,-0.13245+0.026958i,-0.0571+0.015377i,0.01746-0.046998i,0.037437-0.057953i,0.03367-0.030246i,0.044009-0.028317i,0.045231-0.043851i,0.025554-0.041854i,0.012548-0.026811i,0.013421-0.024784i,0.007261-0.0378i,-0.0072463-0.043133i,-0.0090446-0.029779i,0.017427-0.01403i,0.051679-0.017509i,0.05144-0.030182i,0.026571-0.031091i,0.015583-0.025863i,0.0131-0.022404i
-0.19109-0.042149i,-0.24375+0.011018i,-0.1803+0.091777i,-0.0076106+0.1874i,0.13823+0.206i,0.12339+0.09911i,0.0064451-0.010118i,-0.038282-0.038382i,-0.013449-0.044602i,-0.02042-0.062052i,-0.034041-0.060501i,-0.017721-0.048824i,-0.0082927-0.042248i,-0.023814-0.031451i,-0.05262-0.018288i,-0.079069-0.00030819i,-0.090225+0.018301i,-0.088574+0.029915i,-0.083237+0.040052i,-0.074018+0.043989i,-0.060916+0.039136i,-0.04826+0.032559i,-0.03702+0.02574i
0.14255+0.1291i,0.20227+0.1617i,0.2148+0.088968i,0.15134-0.052527i,0.06003-0.12903i,-0.0077658-0.072165i,-0.045997+0.043082i,-0.051595+0.088476i,-0.056276+0.054219i,-0.075184+0.040469i,-0.065379+0.056049i,-0.022309+0.048926i,0.0090211+0.012343i,0.014839-0.022946i,0.01956-0.024703i,0.027552-0.0044227i,0.025083-0.0010254i,0.014291-0.024671i,0.010348-0.045577i,0.021326-0.038538i,0.029787-0.01792i,0.024055-0.0019509i,0.015662+0.0058216i
0.23294+0.07337i,0.29501-0.0065381i,0.21337-0.10738i,0.0060936-0.16687i,-0.14751-0.13666i,-0.11002-0.026641i,0.030803+0.042603i,0.080309+0.039568i,0.039618+0.050702i,0.030928+0.077074i,0.047558+0.068407i,0.042997+0.033541i,0.027917+0.0031289i,0.018108-0.013584i,0.014402-0.025036i,0.016056-0.0381i,0.020422-0.036019i,0.014798-0.0088755i,-0.0057577+0.021506i,-0.019537+0.030268i,-0.012359+0.020389i,-0.00064101+0.01156i,0.0023092+0.01074i
-0.062013-0.076538i,-0.16248-0.12527i,-0.22601-0.084154i,-0.1614+0.016921i,-0.047177+0.066955i,0.007859-0.0032767i,0.0111-0.10803i,0.0072872-0.12739i,0.028981-0.071587i,0.05598-0.036134i,0.040282-0.031i,-0.0016693-0.01027i,-0.019971+0.033556i,-0.0058599+0.079866i,0.014999+0.096385i,0.02226+0.07666i,0.019846+0.042711i,0.017782+0.004377i,0.012504-0.028599i,0.0025724-0.038731i,-0.0013209-0.037872i,0.0019663-0.042825i,0.0050575-0.042222i
-0.20965-0.037958i,-0.27809+0.067818i,-0.19571+0.20732i,0.021948+0.26921i,0.16195+0.19161i,0.10218+0.065712i,-0.036963+0.016748i,-0.079694+0.010731i,-0.042701-0.027487i,-0.030164-0.065636i,-0.039378-0.058165i,-0.033461-0.019539i,-0.0072834+0.01898i,0.027054+0.035764i,0.047526+0.028569i,0.042101+0.01417i,0.019058+0.011356i,0.0085432+0.034479i,0.02498+0.062496i,0.032617+0.055747i,0.014588+0.035078i,-0.0012538+0.024021i,-0.0056947+0.0096228i
-0.070513+0.015087i,0.03955+0.070169i,0.12721+0.036534i,0.04755-0.056815i,-0.074461-0.085481i,-0.079764-0.0085053i,-0.016922+0.07202i,0.00075247+0.087204i,-0.029859+0.055078i,-0.050895+0.02582i,-0.033229+0.014226i,-0.0044717-8.3783e-05i,-0.0017836-0.031946i,-0.024865-0.074918i,-0.046966-0.091928i,-0.044391-0.071338i,-0.028618-0.051911i,-0.02912-0.059592i,-0.039607-0.082072i,-0.035502-0.085425i,-0.021297-0.059033i,-0.011636-0.028178i,-0.007617-0.0094742i
0.13279-0.065322i,0.21041-0.15645i,0.20478-0.25012i,0.076332-0.24233i,-0.013815-0.11331i,0.015466-0.017467i,0.06473-0.02926i,0.061191-0.046596i,0.034772-0.017084i,0.024401+0.0073006i,0.0221+0.0011313i,0.019067-0.022542i,0.0047469-0.04725i,-0.025276-0.046493i,-0.046349-0.024707i,-0.048305-0.0016792i,-0.031714+0.020962i,-0.00043602+0.042971i,0.025297+0.067231i,0.036325+0.078956i,0.03606+0.065125i,0.035479+0.0468i,0.037994+0.035556i
0.16329+0.02781i,0.021373-0.043661i,-0.12791-0.048911i,-0.082513-0.018156i,0.015383-0.050109i,-0.0067027-0.10243i,-0.067267-0.088365i,-0.061631-0.046399i,-0.025119-0.01448i,-0.0068549+0.020219i,-0.0017937+0.048997i,0.0059369+0.053374i,0.016814+0.051115i,0.031549+0.059654i,0.042764+0.058578i,0.040075+0.040336i,0.023985+0.020861i,-0.005634+0.0061314i,-0.041091-0.0024795i,-0.054152-0.0057504i,-0.038218-0.013857i,-0.023961-0.025771i,-0.021735-0.02789i
0.0072745+0.19787i,-0.005398+0.27943i,0.0034899+0.32938i,0.093573+0.30196i,0.16424+0.18538i,0.12995+0.092027i,0.081364+0.077561i,0.065786+0.061686i,0.039303+0.028289i,0.0086016+0.015784i,-0.0001663+0.0092931i,-0.0059575+0.0078769i,-0.0020364+0.02785i,0.021877+0.042822i,0.03433+0.034585i,0.022423+0.019481i,0.010313+0.010229i,0.023743+0.0064008i,0.05048+0.0026099i,0.049673+0.005958i,0.028335+0.017098i,0.013937+0.019773i,0.0038262+0.013531i
-0.18661-0.089042i,-0.12163-0.067195i,-0.042661-0.073455i,-0.11598-0.083564i,-0.19361-0.037467i,-0.10753+0.01291i,0.0042748+0.00015158i,0.017349-0.025937i,-0.00015698-0.030383i,0.0066612-0.042457i,0.0093396-0.053087i,-0.0029505-0.038171i,-0.011537-0.01952i,-0.013015-0.019486i,-0.0075005-0.021739i,0.0063153-0.021154i,0.0053587-0.030953i,-0.025134-0.040851i,-0.054521-0.041202i,-0.051189-0.041913i,-0.030832-0.039433i,-0.019343-0.026192i,-0.013036-0.0080622i
-0.064819-0.29705i,-0.029415-0.37052i,0.032441-0.35654i,0.029886-0.2712i,-0.0052652-0.1578i,-0.0204-0.085313i,-0.044346-0.062941i,-0.063757-0.046971i,-0.046253-0.044937i,-0.029348-0.06176i,-0.034613-0.061087i,-0.027424-0.048631i,-0.010259-0.060667i,-0.0046028-0.082879i,-0.0040969-0.080119i,-0.0057244-0.053025i,0.0036301-0.020877i,0.039075-0.010572i,0.074584-0.027378i,0.073919-0.038369i,0.047613-0.027573i,0.032061-0.015747i,0.027939-0.019793i
0.16119+0.12767i,0.12211+0.18259i,0.00023179+0.19667i,-0.051128+0.15431i,-0.059759+0.08186i,-0.11391+0.039484i,-0.11928+0.047863i,-0.049757+0.070797i,-0.0085594+0.081089i,-0.0082829+0.096184i,0.0094682+0.10393i,0.035187+0.080134i,0.033705+0.057456i,0.014406+0.066904i,-0.00098278+0.073288i,-0.011646+0.052026i,-0.026814+0.030969i,-0.056407+0.040655i,-0.087851+0.07717i,-0.092172+0.095809i,-0.070876+0.07125i,-0.04821+0.038998i,-0.030655+0.025768i
0.078917+0.39626i,0.09328+0.50331i,0.16194+0.42482i,0.2575+0.25772i,0.30266+0.14079i,0.278+0.066715i,0.20224+0.010058i,0.12477-0.018741i,0.078114-0.0030515i,0.049038+0.027445i,0.024273+0.039725i,0.00010177+0.040949i,-0.010462+0.056881i,0.0031506+0.076571i,0.023323+0.073827i,0.033316+0.05335i,0.032584+0.031946i,0.034991+0.014773i,0.045722-0.00047104i,0.055886-0.0099106i,0.059102-0.0093301i,0.052503-0.010666i,0.038103-0.017242i
-0.18216-0.12438i,-0.25646-0.27348i,-0.28604-0.28755i,-0.30604-0.16174i,-0.27596-0.056645i,-0.15723-0.01825i,-0.068395-0.014932i,-0.063938-0.021995i,-0.05928-0.043576i,-0.024864-0.067935i,-0.00024985-0.071182i,0.0041791-0.051293i,0.004122-0.032721i,0.0022325-0.032511i,-0.0066659-0.034558i,-0.013385-0.025176i,-0.013054-0.014564i,-0.01267-0.0058467i,-0.0099228-0.0086178i,-0.016827-0.033495i,-0.036854-0.048462i,-0.043144-0.031551i,-0.029989-0.0061093i
-0.029044-0.48556i,-0.02742-0.62337i,-0.031064-0.51731i,0.017173-0.31373i,0.06428-0.19626i,0.024464-0.12165i,-0.020594-0.046483i,-0.026603-0.018969i,-0.04315-0.029251i,-0.060651-0.041597i,-0.066311-0.043581i,-0.057137-0.043894i,-0.035102-0.070554i,-0.027177-0.11314i,-0.036317-0.11615i,-0.033175-0.068682i,-0.0049354-0.034004i,0.02044-0.053497i,0.014288-0.080753i,0.0019326-0.056999i,0.011213-0.0090158i,0.020547+0.0087677i,0.011693+0.005686i
0.23264+0.10802i,0.32344+0.33257i,0.2423+0.40931i,0.08834+0.31333i,-0.0018921+0.20407i,-0.049951+0.11959i,-0.046749+0.067525i,0.0018177+0.058828i,0.030133+0.068509i,0.027807+0.077847i,0.039457+0.072734i,0.066142+0.054556i,0.080883+0.040108i,0.079354+0.041198i,0.071882+0.039367i,0.044012+0.014939i,-0.0075657+0.0068512i,-0.041404+0.046006i,-0.029588+0.098445i,0.0030233+0.11331i,0.02294+0.083191i,0.030662+0.047912i,0.036364+0.022393i
-0.043839+0.45668i,-0.0020698+0.59033i,0.18423+0.39557i,0.29038+0.052034i,0.22854-0.13306i,0.18227-0.15318i,0.13851-0.13017i,0.071616-0.093312i,0.039536-0.054926i,0.018605-0.018999i,0.0054376+0.015104i,0.00016536+0.025486i,-0.017431+0.035395i,-0.022139+0.057008i,-0.0094727+0.048553i,-0.0031385+0.010666i,-0.0026818-0.014723i,-0.0055204-0.016512i,-0.017585-0.014554i,-0.026496-0.019263i,-0.018817-0.030164i,-0.014105-0.041301i,-0.021146-0.039874i
-0.30784-0.11578i,-0.48293-0.32076i,-0.52965-0.30714i,-0.49545-0.068042i,-0.41465+0.14231i,-0.26996+0.20999i,-0.11593+0.15413i,-0.048586+0.05901i,-0.051759-0.00077037i,-0.043425-0.032798i,-0.033671-0.060254i,-0.043236-0.061216i,-0.039953-0.026305i,-0.012189+0.00847i,0.015526+0.029017i,0.025527+0.044523i,0.021106+0.048295i,0.017174+0.039964i,0.019916+0.016624i,0.0080888-0.011518i,-0.021268-0.0096725i,-0.032492+0.010309i,-0.020301+0.017932i
0.16886-0.36664i,0.18745-0.57761i,0.061052-0.51719i,0.058826-0.29546i,0.17775-0.16268i,0.16404-0.11661i,0.056734-0.068951i,-0.006191-0.029784i,-0.016427-0.00053239i,-0.0080235+0.023344i,-0.018116+0.035577i,-0.033672+0.03947i,-0.029456+0.014008i,-0.031525-0.02919i,-0.044709-0.041235i,-0.03211-0.017117i,0.01047-0.010779i,0.036414-0.04212i,0.034413-0.063597i,0.034915-0.055878i,0.040073-0.041132i,0.036105-0.02548i,0.026093-0.013706i
0.35848+0.2161i,0.54864+0.49169i,0.48697+0.56734i,0.26858+0.44746i,0.12535+0.27344i,0.057227+0.10442i,0.0057389+0.032484i,0.011283+0.051505i,0.049871+0.054838i,0.066247+0.026969i,0.081485+0.014457i,0.10359+0.0075936i,0.10928-0.006066i,0.0971-0.0053265i,0.078388+0.0045602i,0.046326+0.001619i,0.0037641+0.0029755i,-0.015638+0.012944i,-0.01728+0.015236i,-0.027473+0.021755i,-0.02912+0.028144i,-0.012187+0.019246i,0.0024745+0.0025654i
-0.26177+0.24104i,-0.30483+0.37243i,-0.0921+0.17966i,0.051992-0.1791i,-0.019143-0.33088i,-0.0517-0.26378i,-0.010776-0.16631i,0.0046366-0.097344i,-0.0028412-0.066533i,-0.026901-0.039629i,-0.038056+0.0012419i,-0.030829+0.033043i,-0.037569+0.059223i,-0.044222+0.080653i,-0.031596+0.069271i,-0.020285+0.023722i,-0.027563-0.019026i,-0.046082-0.024215i,-0.04972+0.0076991i,-0.023938+0.030634i,-0.0035048+0.017913i,-0.010204+0.0029174i,-0.013715+0.0057929i
-0.4354-0.35517i,-0.68942-0.47392i,-0.65604-0.24139i,-0.4088+0.12849i,-0.21023+0.3354i,-0.10814+0.3863i,-0.013069+0.28102i,0.015553+0.10087i,-0.035334+0.016054i,-0.067998+0.0055309i,-0.072341-0.014967i,-0.06263-0.032365i,-0.023144-0.036157i,0.024104-0.052884i,0.042338-0.066019i,0.03239-0.047885i,0.015499-0.0032872i,0.0035394+0.047698i,-0.0023011+0.054759i,-0.011307+0.015326i,-0.0153-0.0069535i,-0.0031668-0.0045072i,0.0068714-0.00099473i
0.37858-0.12393i,0.46816-0.31423i,0.28695-0.37442i,0.14869-0.3493i,0.16891-0.36067i,0.12717-0.35027i,0.0097348-0.22442i,-0.053734-0.099967i,-0.053474-0.044354i,-0.019988-0.011406i,0.013916+0.0092743i,0.025521+0.0050332i,0.0158-0.014191i,-0.0089583-0.019713i,-0.03415+0.0022679i,-0.033057+0.032444i,-0.0019418+0.024888i,0.02803-0.022112i,0.042699-0.054511i,0.045783-0.050483i,0.038691-0.029739i,0.034039-0.01496i,0.029672-0.013248i
0.31144+0.46382i,0.59373+0.59232i,0.5818+0.47039i,0.28104+0.33984i,0.032362+0.26578i,-0.043823+0.13154i,-0.069922+0.035082i,-0.05857+0.065304i,-0.026471+0.095132i,-0.021543+0.072199i,-0.0046961+0.033659i,0.024151-0.010394i,0.029453-0.0365i,0.02294-0.039346i,0.018746-0.04017i,0.0046002-0.04253i,-0.014804-0.025051i,-0.022928+2.7901e-05i,-0.030614+0.017042i,-0.035801+0.035243i,-0.024059+0.037484i,-0.016329+0.022926i,-0.019973+0.013764i
-0.39449+0.015882i,-0.5649+0.061283i,-0.48583-0.068556i,-0.35068-0.24943i,-0.28086-0.23783i,-0.16791-0.10122i,-0.032095-0.046162i,0.034133-0.053518i,0.057055-0.041469i,0.06727-0.018187i,0.042549+0.0093137i,0.0014819+0.054155i,-0.01627+0.10189i,-0.012708+0.12861i,-0.002607+0.12148i,0.0054556+0.07824i,-0.0046777+0.017565i,-0.028669-0.022006i,-0.039649-0.034327i,-0.032554-0.040591i,-0.025637-0.041936i,-0.022242-0.035016i,-0.014992-0.019205i
-0.20405-0.53895i,-0.42855-0.49517i,-0.34803-0.050346i,0.036226+0.32724i,0.31512+0.37177i,0.33151+0.26537i,0.25196+0.14877i,0.15575+0.031309i,0.067891-0.05446i,0.0012892-0.097997i,-0.054948-0.08804i,-0.073208-0.043993i,-0.048184-0.02438i,-0.0075398-0.030573i,0.026109-0.025461i,0.038572+0.0018678i,0.044515+0.039973i,0.050728+0.074697i,0.045692+0.093998i,0.036238+0.091328i,0.029942+0.068552i,0.026413+0.035434i,0.021136+0.0012537i
0.57875+0.063727i,0.76155-0.047796i,0.51963-0.16715i,0.13926-0.23542i,-0.044882-0.27866i,-0.0905-0.26577i,-0.084051-0.16309i,-0.027855-0.075032i,0.0069302-0.055583i,0.012904-0.046801i,0.041364-0.040878i,0.069361-0.049358i,0.070658-0.053247i,0.061854-0.055961i,0.047865-0.058211i,0.038897-0.045764i,0.038843-0.037262i,0.035303-0.05393i,0.034891-0.078065i,0.035446-0.082569i,0.028293-0.057457i,0.018021-0.027838i,0.00072866-0.020632i
-0.18255+0.51991i,-0.02757+0.54708i,0.15784+0.3086i,0.16486+0.16941i,0.11196+0.21876i,0.10268+0.18844i,0.015413+0.063938i,-0.091604+0.036517i,-0.11847+0.088878i,-0.093576+0.12561i,-0.050751+0.1183i,-0.021475+0.059908i,-0.035858-0.0076096i,-0.07647-0.040278i,-0.10687-0.049856i,-0.12343-0.046215i,-0.11992-0.019301i,-0.077985+0.022568i,-0.030785+0.058365i,-0.021814+0.065843i,-0.032094+0.04269i,-0.028359+0.021409i,-0.0044995+0.017221i
-0.39584-0.13466i,-0.59171-0.16144i,-0.61663-0.17124i,-0.50394-0.22166i,-0.39114-0.24984i,-0.30248-0.20133i,-0.20692-0.14096i,-0.15074-0.11804i,-0.11852-0.10832i,-0.087933-0.070046i,-0.049619+0.0031748i,-0.0076426+0.054939i,0.010717+0.075696i,0.034811+0.11655i,0.082567+0.14628i,0.098631+0.098597i,0.051365+0.0017388i,-0.033874-0.055122i,-0.099604-0.055566i,-0.099584-0.050157i,-0.056911-0.055839i,-0.023333-0.060423i,-0.006279-0.052664i
0.16043-0.33218i,0.20593-0.25496i,0.31165+0.034147i,0.45771+0.18616i,0.42977+0.10179i,0.26179+0.033046i,0.20907+0.07921i,0.24932+0.13471i,0.25368+0.16485i,0.23753+0.12865i,0.16508+0.019771i,0.05627-0.032366i,0.027126-0.014228i,0.049015-0.028017i,0.031753-0.041091i,0.0017745+0.01289i,0.019423+0.088599i,0.075955+0.11356i,0.12023+0.08099i,0.12358+0.039425i,0.10237+0.013356i,0.08563-0.0028642i,0.071858-0.01673i
0.6208+0.077858i,0.70879-0.0019305i,0.38652-0.12535i,-0.061884-0.12914i,-0.24192-0.091022i,-0.21998-0.082253i,-0.22395-0.036324i,-0.22566+0.026715i,-0.19774+0.05212i,-0.15827+0.054663i,-0.089182+0.033412i,-0.016357-0.01513i,0.034693-0.064573i,0.051162-0.10511i,0.032914-0.13119i,0.00048914-0.14198i,-0.046199-0.13322i,-0.09688-0.087858i,-0.11826-0.037044i,-0.10025-0.02009i,-0.059536-0.018822i,-0.02732-0.014686i,-0.014351-0.0012477i
-0.54699+0.27413i,-0.72688+0.32533i,-0.48551+0.17539i,-0.10891-0.011875i,0.084054-0.021819i,0.11785+0.048713i,0.10105+0.031352i,0.062649-0.05333i,0.0090764-0.11007i,-0.046815-0.07103i,-0.055279+0.037148i,-0.020765+0.10256i,-0.016186+0.12381i,-0.018097+0.16866i,0.0079316+0.19607i,0.025429+0.15515i,0.02412+0.077367i,0.010342+0.010223i,-0.011039-0.018714i,-0.017246-0.0038026i,0.0025756+0.034396i,0.035519+0.062708i,0.054977+0.062377i
-0.071749-0.23747i,-0.047579-0.297i,-0.12633-0.062787i,-0.21695+0.17048i,-0.21598+0.20899i,-0.05469+0.12612i,0.15474-0.031543i,0.19133-0.14819i,0.13571-0.16517i,0.088131-0.18381i,0.0060376-0.17924i,-0.025853-0.096646i,0.02251-0.029688i,0.058218-0.0099359i,0.071738-0.011516i,0.082615-0.037115i,0.091488-0.06279i,0.077507-0.071142i,0.03885-0.062383i,0.026548-0.041901i,0.042472-0.031994i,0.039942-0.033347i,0.019305-0.033397i
0.17952+0.11355i,0.52706+0.11746i,0.74342-0.07447i,0.83624-0.22038i,0.898-0.31305i,0.72915-0.42952i,0.2986-0.40058i,-0.04027-0.24687i,-0.20041-0.14739i,-0.26713-0.067766i,-0.2245+0.018468i,-0.13322+0.029407i,-0.071222-0.011074i,-0.046173-0.044848i,-0.046803-0.059944i,-0.061272-0.055295i,-0.086628-0.017845i,-0.082499+0.048377i,-0.036224+0.093972i,-0.013499+0.11196i,-0.022534+0.13253i,-0.0081304+0.14269i,0.028408+0.1193i
0.22496-0.08361i,-0.013679+0.046244i,-0.35668+0.23386i,-0.60454+0.47146i,-0.62299+0.58662i,-0.48911+0.47451i,-0.29356+0.32751i,-0.098325+0.2133i,-0.013292+0.09976i,0.012102+0.07702i,0.082783+0.070242i,0.10121+0.013668i,0.036973+0.031397i,0.0051922+0.11121i,0.023908+0.16469i,0.059238+0.18642i,0.082228+0.15593i,0.065495+0.080455i,0.063311+0.01775i,0.083797-0.030334i,0.061768-0.065334i,0.010629-0.083752i,-0.041079-0.10192i
-0.080629+0.50967i,-0.18971+0.49971i,0.019413+0.23871i,0.26001-0.12166i,0.37239-0.13678i,0.47145+0.12204i,0.47019+0.16846i,0.31332+0.070305i,0.21716+0.017043i,0.16958-0.068047i,0.060532-0.087054i,0.0026607-0.010135i,-0.0046154+0.020406i,-0.026106-0.0018367i,-0.0043326-0.026707i,0.066533-0.058969i,0.11945-0.098276i,0.11016-0.11896i,0.032584-0.085491i,-0.043478-0.022063i,-0.060875+0.0075806i,-0.043407+0.014563i,-0.014199+0.018411i
0.81109+4.9955i,2.8231+3.9483i,6.0242+4.4117i,7.1241+2.6635i,5.9818-0.23497i,2.9804-2.6097i,-0.048399-2.2103i,-0.85944-0.35746i,0.13066+0.60422i,1.2013+0.20692i,1.037-0.68916i,-0.088439-1.0234i,-1.1747-0.68705i,-1.7475+0.050946i,-1.5088+0.7465i,-0.67467+0.94869i,0.059466+0.65662i,0.26702+0.18967i,0.075916-0.027302i,-0.0865+0.12761i,-0.038316+0.31866i,0.010356+0.34609i,-0.01627+0.28777i
-0.44192+0.53139i,-0.24289+0.85231i,-0.13423+0.46663i,-0.34731+0.0096826i,-0.4699+0.038997i,-0.22757+0.23131i,0.09234+0.25652i,0.26304+0.21633i,0.35543+0.16906i,0.37298+0.053651i,0.25838-0.053839i,0.12956-0.074825i,0.06647-0.11779i,-0.00047961-0.20198i,-0.043165-0.21312i,-0.011651-0.14206i,0.049419-0.042902i,0.12857+0.03177i,0.19793+0.048191i,0.18205+0.033647i,0.090992+0.026153i,0.010511+0.034145i,-0.015364+0.037317i
-0.026387-0.70774i,-0.32088-0.54397i,-0.24888-0.10358i,0.072554+0.20651i,0.35338+0.22572i,0.42582+0.079548i,0.31118-0.02053i,0.21452-0.002402i,0.19187-0.0056165i,0.14562-0.053898i,0.10507-0.083665i,0.070501-0.10266i,-0.012204-0.064481i,-0.095003+0.024679i,-0.12474+0.086697i,-0.097562+0.12055i,-0.051158+0.11829i,-0.020825+0.058783i,0.003306-0.0074372i,0.0036511-0.034764i,-0.029416-0.015471i,-0.053807+0.012409i,-0.067075+0.01131i
0.68017+0.54646i,0.67056+0.23705i,0.40006-0.12494i,0.031136-0.33157i,-0.30731-0.27269i,-0.45167+0.0021232i,-0.3518+0.24617i,-0.15551+0.30509i,-0.00083843+0.27764i,0.08311+0.24233i,0.084837+0.16299i,0.010783+0.092422i,-0.033847+0.064071i,-0.013198+0.012464i,0.01883-0.043645i,0.057267-0.064694i,0.070379-0.067239i,0.032863-0.047009i,0.0074508+0.002883i,0.023651+0.042803i,0.03128+0.031791i,0.00494-0.006922i,-0.029237-0.038844i
-0.31668+0.063348i,-0.14304-0.11501i,-0.014458-0.016482i,0.25999+0.30536i,0.53309+0.41164i,0.46471+0.27139i,0.23018+0.13837i,0.06657+0.045977i,-0.024279-0.0007516i,-0.021612-0.0283i,0.0040967-0.10656i,-0.023215-0.15089i,-0.041156-0.11618i,-0.024801-0.086586i,-0.0088869-0.08703i,0.0011703-0.082785i,-0.0030888-0.058057i,-0.013755-0.022434i,-0.01798-0.01006i,-0.026164-0.023265i,-0.028904-0.029783i,-0.031226-0.019571i,-0.044301+0.01748i
-0.38958+0.23521i,-0.24799+0.76523i,-0.10361+0.70013i,-0.21531+0.26599i,-0.27434+0.038793i,-0.068454-0.026409i,0.098783-0.14293i,0.10895-0.21915i,0.10456-0.22268i,0.077754-0.19117i,0.029118-0.099345i,0.01174-0.030873i,-0.033719-0.041953i,-0.12655-0.028711i,-0.18934+0.035844i,-0.17272+0.095859i,-0.065449+0.12032i,0.07612+0.073794i,0.14731-0.0051259i,0.12596-0.021573i,0.0767+0.021981i,0.051664+0.056752i,0.054261+0.056508i
0.13553-1.2703i,-0.29249-1.5238i,-0.32521-1.2342i,-0.14045-0.89416i,-0.20977-0.6984i,-0.39654-0.43863i,-0.37847-0.14947i,-0.20633+0.026326i,-0.055485+0.087042i,0.011635+0.088912i,0.033104+0.069352i,0.04478+0.055898i,0.061698+0.06746i,0.094338+0.073301i,0.10626+0.03969i,0.062786-0.0093829i,-0.002105-0.039651i,-0.050378-0.038371i,-0.061094-0.016923i,-0.022983-0.012838i,0.018448-0.02674i,0.025986-0.025741i,0.020193-0.012218i
0.79216+0.8328i,0.91635+0.62648i,0.53064+0.4214i,0.091627+0.47314i,-0.082272+0.59277i,-0.052601+0.55193i,0.094793+0.37524i,0.2131+0.17343i,0.21044+0.055898i,0.15436+0.0090863i,0.060479-0.022i,-0.025101-0.0052014i,-0.032179+0.02797i,-0.0052402+0.016685i,0.024758-0.0096678i,0.053608-0.033824i,0.038345-0.055333i,-0.011293-0.059794i,-0.044895-0.051656i,-0.060322-0.043049i,-0.070452-0.043289i,-0.076276-0.037891i,-0.067563-0.015276i
-0.97598+0.45077i,-0.75716+0.64248i,-0.29939+0.51542i,0.068684+0.19013i,0.27431-0.099954i,0.31558-0.25337i,0.17058-0.2936i,-0.028255-0.24956i,-0.11024-0.18001i,-0.1017-0.14745i,-0.082985-0.12938i,-0.054432-0.11393i,-0.035133-0.12247i,-0.048176-0.12209i,-0.067968-0.10009i,-0.070058-0.076298i,-0.060047-0.045719i,-0.043595-0.0045571i,-0.027163+0.033225i,-0.020349+0.051689i,-0.017405+0.057458i,-0.007664+0.053223i,0.001708+0.04001i
-0.097692-0.70636i,-0.19245-0.60227i,-0.17582-0.40696i,-0.13297-0.23205i,-0.087681-0.096389i,-0.042956-0.011923i,-0.034568+0.060896i,-0.019341+0.10443i,0.0017173+0.077752i,0.017625+0.055535i,0.053489+0.056134i,0.067053+0.045697i,0.056277+0.044389i,0.058461+0.036609i,0.05259+0.015454i,0.029956+0.0094682i,0.01868+0.017896i,0.026798+0.017966i,0.03785+0.0026358i,0.037889-0.00043006i,0.027613+0.016835i,0.018679+0.02922i,0.011465+0.019968i
