-0.00029669+0.00043043i,0.0001576-0.00077983i,-0.00058841-0.0017729i,-0.0018302-0.0019173i,-0.0026892-0.0016227i,-0.0025272-0.0012384i,-0.0013504+0.00084632i,8.2043e-06+0.0026296i,0.00115+0.0018663i,0.0021404+0.00087655i,0.0018976+9.8082e-05i,0.00076075-0.0011313i,-0.00034932-0.0010235i,-0.00079999-5.0198e-05i,-0.00040504+0.00059642i,-0.00052839+0.00093825i,-0.00059167+9.6819e-05i,-0.00051477-0.00068575i,-1.1834e-05+0.00031103i,7.6406e-05+0.00052663i,-0.00056104+0.00011702i,-0.001032-0.00041235i,-0.0012678-0.00098985i
-0.0013377+0.0011083i,-0.0012111+0.001521i,-0.00020928+0.0013975i,0.001046+0.0011524i,0.0010808+2.1353e-06i,-0.00027359-0.00072638i,-0.00063161-0.00035993i,-0.00012142+0.00088392i,0.0010667+0.001259i,0.0014115-0.0004138i,0.00093019-0.00084203i,0.00087807-0.00027715i,0.00017743-0.00076584i,-0.00028434-0.0009895i,-3.4927e-08-0.00048799i,8.5558e-05+0.00022984i,7.6268e-06+0.0002615i,0.00013597+5.65e-05i,0.00025388-0.00012168i,0.00043106-7.6295e-05i,-0.00017105+0.00027505i,-0.00044161+6.7866e-05i,0.00020672-0.00013779i
-4.3927e-05-1.4426e-05i,7.4087e-05-0.00020122i,-0.0003868-0.00025512i,-0.00077786-0.00034318i,-0.001249-0.0002258i,-0.002468-0.00030851i,-0.0018122-3.6527e-05i,-0.00033339+0.00016119i,0.00056425+0.00050815i,0.0017712+0.00020929i,0.0015616-0.00055626i,0.00077603-0.00049582i,0.000449+6.6451e-05i,-8.0263e-05+0.00059067i,-0.00050422+0.00076469i,-1.6716e-06+0.00064426i,0.00093503+0.00012131i,0.00090412-0.00070263i,-0.00026524-0.00091542i,-0.00079261-0.00033693i,-0.00031222-0.00014936i,2.8811e-05-0.00068657i,0.0007571-0.00064255i
-0.00021108+0.0012649i,-0.0001682+0.0011881i,-0.0004534+0.00081995i,-0.00055345-0.000212i,-0.0012825-0.0010031i,-0.0019942-0.0013715i,-0.0018162-0.0010191i,-0.0012599-0.00032931i,-0.00070774+0.00088233i,-3.5195e-05+0.00132i,0.00031094+0.00022534i,0.00024902-0.00010113i,-0.00034102+4.5987e-05i,-0.0012437-3.2513e-05i,-0.0019021+0.00011285i,-0.0016296+0.00025826i,-0.0011247+0.00039369i,2.1208e-05+0.00063392i,0.00045991+0.00095799i,-0.00029224+0.00020225i,-0.00080042-0.00022142i,-0.00059501-0.00035306i,-0.00029814-0.00051003i
-0.00046974+0.00081878i,3.6602e-05+0.00048785i,0.0002339+0.00049454i,-0.00070328-0.00089238i,-0.0013471-0.0018418i,-0.0017507-0.001297i,-0.0014227-0.00012825i,-0.0005847+0.00082577i,0.00035787+0.0011968i,0.0011554+0.00098201i,0.00070132+1.1069e-05i,5.9685e-05-2.832e-05i,-0.00025221+0.00070819i,-0.00041481+0.00029939i,-0.00057089-1.1749e-05i,-0.00036416+0.00011027i,-0.00029493+0.0003094i,-0.00040328+0.00079002i,-0.00069649+0.00092326i,0.00010141+0.00077145i,0.0011433+0.00054679i,0.001453+0.00086328i,0.00083208+0.00081238i
-0.0010182-0.0013466i,0.00025231-0.0011568i,0.00033149-0.001023i,-0.00061737-0.00041866i,-0.001438+0.00010329i,-0.001843+0.00013469i,-0.0022639-2.2182e-05i,-0.0015081-0.00023052i,-9.7182e-05-0.0001885i,0.00066263+7.795e-05i,0.00068732+0.00029677i,0.00022848+0.00038908i,0.0006963+0.00091345i,0.0011248+0.00069776i,0.00041414-0.00045597i,0.00043561-0.0010834i,0.0005867-0.00040216i,-0.00013341-4.624e-05i,-0.00023884+0.0004048i,0.00017268+0.00089569i,0.00022974+0.00045309i,0.00031194-0.00032706i,0.00037674-0.00089152i
0.00098476-0.00065531i,-0.00027769-3.0002e-05i,-0.0021091-0.00039089i,-0.0029068-0.0009493i,-0.0025046-0.0012031i,-0.0026334-0.00048353i,-0.002777+0.00047476i,-0.0012193+0.00058448i,0.00033582+0.00038552i,0.001183-0.00036308i,0.00081851-0.00074004i,0.00012452-0.00040267i,-0.00043969+0.00010169i,-0.00049982+0.00054821i,-0.00028214+0.0010572i,0.0001645+0.0014355i,0.0004827+0.0012589i,6.1085e-05+0.00039422i,0.00047419-0.000214i,0.0013348+0.00026653i,0.0013361+0.00046672i,0.0003755+0.0002172i,-0.00036603+0.0006605i
-9.097e-05-0.00023504i,0.00093036-0.0013224i,0.0013397-0.0023015i,-0.00080665-0.0016913i,-0.0029398-0.0010086i,-0.0027603-0.0006374i,-0.0022326+0.0001173i,-0.0011296+0.0002505i,-0.00016763+0.00031708i,0.00040968+9.5519e-05i,0.00097891+0.0002287i,0.00038474+0.00050617i,0.00082883+0.00042194i,0.00067485+0.00045559i,3.009e-05+0.00070685i,0.0003651+0.00070068i,0.00012907+0.00012375i,-0.0010741+0.00045102i,-0.0012947+0.00058255i,-0.00048424+0.00013528i,-0.0001536-0.00032269i,1.245e-05-0.00020732i,0.00070532-0.00013796i
4.2088e-05-0.0014108i,-0.00025355-0.00066181i,-0.00026802+0.00075432i,-0.00046182+0.0011964i,-0.00072163+0.00029578i,-0.00065852-0.00017273i,-0.00034037-0.00035234i,-9.1601e-05-0.00026214i,0.00094502+0.00042707i,0.0018963+0.00030127i,0.00077452+0.0002678i,0.00031138+5.1484e-05i,-2.5151e-05-0.00034814i,-0.0011111+0.00033936i,-0.00089433+0.0012389i,8.1942e-05+0.00083086i,-0.00012888+4.8237e-05i,-0.00048227-0.00041227i,-0.00056365-0.00017138i,-0.00064255+0.00032432i,-0.00045838+0.00029962i,0.00021936+8.2288e-05i,0.00019307-0.00040866i
-0.0011159-0.00044328i,-0.00078076-0.00080974i,-0.00050996-0.0019214i,-0.00051743-0.0021814i,-0.0015822-0.0016619i,-0.0023308-0.0016868i,-0.0015377-0.00097582i,-0.0011584-0.00038261i,-0.0010707+0.00030353i,-0.00025573+0.00079539i,0.00043212+0.000656i,0.00076298+0.00015387i,0.0004645-8.2287e-06i,-6.5798e-05+0.00032918i,-0.0006063+5.1143e-05i,-9.2095e-05-0.00038339i,0.00020248+2.207e-05i,6.1614e-05+0.00044382i,-0.00021423-0.00027501i,0.00026537-0.0007699i,0.00046006-0.00097271i,0.00047436-0.00057176i,0.0010308-2.4496e-05i
-0.0010011-0.0013218i,-0.00094114-0.0014878i,-0.0016968-0.0015721i,-0.0024536-0.0010936i,-0.0025622-0.0001878i,-0.0028133-0.00012184i,-0.0021763-0.00065397i,-0.00072021-0.00069466i,-7.4025e-05+0.00014023i,9.1246e-05+0.00063844i,0.00041066+0.00075359i,0.0007694+0.00078628i,0.00038855+0.00095049i,-0.00054243+0.00031778i,-0.00079483+0.00031649i,-0.00054409+0.00093718i,-0.00047237+0.00067043i,-0.00076366-1.9655e-05i,-0.00026156-0.00048516i,0.00050052-0.00074578i,0.00097379-0.00042087i,0.00026105-0.00023325i,-0.00087336+3.1269e-05i
5.3525e-05+7.4618e-05i,0.0015117+8.6167e-05i,0.0023131+0.00036306i,0.0011552-0.00052456i,-0.00054212-0.0021113i,-0.0010763-0.0017495i,-0.00086976+0.00017056i,-0.00046542+0.001223i,0.0002991+0.001307i,0.00092272+0.00030873i,0.0005626-0.00029204i,-8.6622e-05-0.00011679i,-0.00037891-0.00069584i,7.7641e-05-0.0002938i,-4.7272e-05+0.00041973i,-0.00032511+0.00044429i,-0.00055803+0.00085517i,-0.00089082+0.0011437i,-0.00048393+0.0012525i,-0.00028765+0.0006173i,0.00034561-0.00039277i,0.00092802-0.00026805i,-0.00011396-0.00016191i
-0.0017737-0.0010685i,-0.0019928-0.00085306i,-0.0022884-0.0010451i,-0.001894-0.00086657i,-0.0018743-0.00038863i,-0.0017406+0.0001076i,-0.0013016+0.00052755i,-0.00057803+4.7744e-05i,-7.004e-05-0.00014332i,0.00015768-0.00019687i,0.0005834-0.00037843i,0.0009572+4.1024e-06i,0.0011744+0.00029393i,0.00056408+0.00033665i,0.0006387-0.00023676i,0.0006792-0.0004165i,-5.3323e-05-0.00022889i,-0.0010663-0.00015399i,-0.00090228+0.00012832i,-4.943e-05+2.9443e-05i,2.3939e-05-0.00019884i,0.00029653+4.4861e-05i,0.00085375+0.00067619i
-0.00017887+0.0013781i,0.00017005+0.0001785i,0.00025766-0.0013797i,-0.00031303-0.001825i,-0.0015036-0.0016484i,-0.0021041-0.00092654i,-0.00099905-0.00051334i,-0.0002055-0.00018705i,0.00025828+0.00039799i,0.00068352+0.00043205i,0.00071184-0.00019754i,5.7382e-05-0.00021026i,-5.2366e-05-0.00014202i,0.00047221+0.00018578i,0.00035358+0.00027684i,-0.00023819-0.00022871i,-0.00067975-0.00083085i,-0.00052854-0.00075322i,-0.00011778-0.00012379i,0.00013147-0.00021395i,-0.0002609-0.00083753i,-8.5275e-05-0.0010941i,-5.8079e-06-0.00091103i
0.0016289-4.9236e-05i,0.00066113-0.001053i,0.00046092-0.0019048i,3.1096e-05-0.0028208i,-0.0015381-0.0033726i,-0.0023644-0.0033848i,-0.0013938-0.0021539i,-0.00045888-0.00015169i,0.00011471+0.001337i,0.00057385+0.0014737i,9.2736e-05+0.00058923i,-0.0001347-0.00037091i,0.00033697-0.00084395i,0.00086447-0.00021055i,0.00090077+0.00054317i,0.00068625-0.00010199i,7.1648e-05-0.00022491i,-0.00056884+0.00014696i,-0.00098418-8.3838e-05i,-0.0005814-1.7167e-05i,5.8623e-05-9.8186e-05i,-5.4548e-05-0.00020614i,-0.00070411+0.00030431i
-0.00025296-0.0003792i,0.00058504-0.00034394i,0.0015228-0.00024276i,0.0017217-0.0007494i,0.0011473-0.0021571i,3.3423e-05-0.0022812i,-0.001076-0.0011402i,-0.00087923+0.00020247i,0.00029543+0.00085232i,0.0014149+0.00055424i,0.0016575+0.00054259i,0.00024984+0.00055172i,-0.0010047+1.8187e-05i,-0.0011307-0.00033949i,-0.00073339-0.0004155i,-0.00073681-0.00074515i,-0.00086817-0.00084611i,-0.00064591+0.00049512i,-8.0038e-05+0.0011498i,0.00038318+0.0004978i,0.00053772+0.0005624i,0.00055425+0.0008123i,0.00041248+0.00049961i
-6.8737e-05-0.0014687i,-0.00061916-0.0014776i,-0.002124-0.0022658i,-0.0032159-0.0014522i,-0.0032868-0.00085484i,-0.0024361-0.0005591i,-0.0011225+0.00028754i,-0.00066582+0.00092774i,-0.00084057+0.00087012i,-0.00046489+0.00020307i,0.00045194-0.00026925i,0.0013362-0.00050945i,0.00094776-0.0009778i,0.00085035-0.00079905i,0.00040296-0.0008497i,-0.0005802-0.00063441i,-0.00086485-0.00012018i,-0.00044489-0.00045478i,0.0002066-0.00044729i,-0.00043962-0.00086345i,-0.00088287-0.00073419i,-0.00049769+0.00056143i,-0.00032933+0.00082907i
0.0012498+0.0010837i,0.0011642+0.0012619i,0.00090531+0.00074815i,0.00010841-0.0013718i,-0.0013354-0.0019781i,-0.0027873-0.0013926i,-0.0024818-0.00047361i,-0.0016803+0.0002826i,-0.00045457+0.00058848i,0.0001008+0.00037339i,0.00029337-0.00029086i,0.00061017-2.7967e-05i,0.00059832+0.00077746i,0.00018434+0.0012239i,-0.00014834+0.00034047i,0.0004159-0.00028532i,8.2477e-05-0.00070505i,-0.00029634-0.00080269i,0.00033163+0.00021346i,0.00092746+0.00058028i,0.00067444-0.0005708i,-3.3419e-05-0.00085506i,-0.00049719-6.8943e-05i
-0.00068683+0.00024893i,-1.8291e-05-0.00016747i,-0.00072747-0.00016111i,-0.0015057-0.00016571i,-0.0013687-0.00043087i,-0.0014553-0.00056161i,-0.00094664-0.00023616i,0.00039539+0.00065689i,0.00053222+0.00099236i,0.00036615-6.6224e-05i,0.0010071-0.0010261i,0.00086183-0.00069187i,7.9186e-05+0.00021129i,-0.00033416+0.00074926i,-0.00016761+0.0011056i,4.2217e-05+0.00078689i,0.00021196+0.00051088i,0.00096089+0.00052872i,0.00089208+0.00034903i,0.00025042-0.00019114i,0.00014331-0.00071544i,-6.4621e-05-0.00056153i,8.4248e-05-6.0886e-05i
-0.0013644+0.0015166i,-0.0017862+0.0008726i,0.00011336+0.00042561i,0.0014736+0.00031486i,0.00029749-0.00045326i,-0.00068432-0.0013974i,-0.00064137-0.00044632i,-0.00023507-0.00010259i,9.1313e-05-0.00014716i,0.0003154+0.00036043i,0.00055971+0.00045359i,0.00023708+4.8669e-05i,-0.00045608+0.00018023i,-0.00051857+0.00036961i,8.6653e-05+0.00016133i,0.00077378+9.0214e-05i,0.00078163+0.00016081i,0.00016771+9.4805e-05i,2.2129e-05-0.00017649i,0.00047094-0.0004689i,0.00064301-0.00033891i,0.00065945+3.9706e-05i,0.00051013-0.00019504i
-0.000473-0.00029069i,0.00090999-0.0004006i,0.0017699-0.00025351i,0.00089116-0.0006907i,-9.5782e-05-0.001173i,-0.00072931-0.001416i,-0.00079836-0.00083806i,-0.00090317-0.00012245i,-0.00052816-0.00020151i,0.00060191-0.00018332i,0.00019116-0.00050938i,-0.00091803-0.00096841i,-0.00067507-0.00030007i,4.5719e-05-0.00023207i,0.00085472-0.00041689i,0.00095469+0.00037419i,0.00044535+0.00023237i,2.6801e-05-7.0926e-05i,-0.00033466-0.00024585i,-0.00080143+1.2387e-05i,-0.00083797+0.00020809i,-0.00047965-0.00025102i,7.3965e-06+0.00012229i
0.00039932+0.00047931i,0.00038186+0.00031424i,0.00090312-0.00045766i,-0.00029652-0.0019488i,-0.001227-0.002779i,-0.0015561-0.0019728i,-0.0015545-0.00068574i,-0.0017024+0.00015552i,-0.00094529-7.5947e-05i,0.0011593-0.00082278i,0.0012966-0.00086002i,-0.00011205+7.9326e-05i,-0.00071523+0.00035915i,-0.00086335-0.00014984i,-0.00079899-0.00042115i,-0.0003386-0.00059611i,-0.00039278-0.00034086i,-8.3948e-05-1.7851e-05i,8.4455e-05+0.00051613i,-0.00028625+0.00077683i,0.00023773+0.00058564i,0.0003684+0.00016777i,0.00028529+6.3562e-05i
-0.001337+8.2185e-06i,-0.0013989+8.4212e-05i,-0.0020613+0.00033141i,-0.0023457+0.00016722i,-0.0026301-0.00040535i,-0.0021086-0.0010489i,-0.0012177-0.00081546i,-0.00076981-0.00015687i,0.00053451+0.00070541i,0.00081589+0.0010899i,0.00037179+0.00014496i,0.00030094-0.00083245i,-0.00015538-0.00081319i,-0.00035622-0.00036547i,9.3273e-05-0.00024999i,-0.00022299+1.6878e-05i,-0.00141-0.0001428i,-0.0013953-7.0866e-05i,4.282e-05-1.2723e-05i,0.00030926-0.00035717i,2.0314e-05-0.00057649i,-0.00025762-0.00067812i,0.00025148-0.00078638i
0.001142-0.00086482i,0.00056101-0.0023091i,0.00085979-0.0031272i,0.00080617-0.0027835i,-0.00056999-0.002365i,-0.0017705-0.0021575i,-0.00154-0.0014908i,-0.00083934-7.412e-05i,0.00015355+0.00012477i,0.0010315+3.505e-05i,0.0008597+0.00032968i,9.1429e-05+0.00040425i,-0.00044003+0.00038131i,-4.1577e-05+2.8256e-05i,0.00016375-0.00050434i,-0.00028394-0.00046505i,-0.00081436-0.00057276i,-0.0012405-0.00080538i,-0.00045094+0.00011333i,0.00038899+0.00086043i,0.00042789+0.00049795i,-0.00024417+0.00011409i,-8.9653e-05+6.7938e-05i
-0.0022158-0.0016534i,-0.0029929-0.0018055i,-0.0032722-0.00037021i,-0.0022948+0.00063098i,-0.0012895+0.00078789i,-0.0012341+0.00042255i,-0.00053328+0.00043768i,0.00036688+0.0011786i,0.00041433+0.0012114i,0.0004866+0.0010911i,0.00061943+0.00045086i,0.00085246-0.00016334i,0.0009448+0.00042055i,0.00057593+0.00055116i,0.00029549+0.00047733i,0.00034447-3.9717e-05i,-0.00018662-0.00013039i,-0.00065893+0.00069159i,-0.00022638+0.00060147i,0.0008653-0.00039461i,0.0013261-0.0015557i,0.00079837-0.0012885i,0.000371-0.00041093i
0.00079987+0.00060671i,0.0017112+0.0011113i,0.0021698+0.00087854i,0.0011923-0.00030977i,1.105e-05-0.0014229i,-0.00048438-0.0010769i,-0.00019819-4.3968e-05i,-0.00019591+0.0010089i,-0.00043939+0.0012887i,-0.00020223+0.00033605i,-0.00016132-0.00047576i,0.00022285-0.00045243i,0.00055219-0.00027835i,0.00047703-0.00036737i,0.00034009+0.00029855i,-0.00020481+0.00095886i,-0.00048429+0.00070305i,-0.00027036+0.00050842i,-0.0005439+0.00049306i,-0.00033763+0.00060872i,-0.00024726+0.00028465i,-0.00055672-0.00043925i,-0.00084325-0.00080275i
-0.0020479+0.00020832i,-0.0023403-0.00027645i,-0.0010945-0.000497i,-0.00015085+0.00034879i,-0.00030772+0.00097345i,-0.0012132+0.00046638i,-0.0016216-0.00054909i,-0.00085856-0.00063108i,2.8264e-05-0.00044624i,0.00019741+0.00014162i,0.00032612+0.00020022i,-0.00010607+0.00054312i,-0.00031888+0.00087492i,0.0007509-0.00042515i,0.0012169-0.00081025i,0.00054398-0.00010704i,-0.00052016-0.00029676i,-0.00044975-0.00049515i,-9.09e-06+0.00030194i,-0.00030724+0.0012291i,-0.00051239+0.00078954i,-8.0454e-05-0.00021423i,0.00030165+0.00015676i
-0.00079361+0.0017085i,-0.0003608+0.0011243i,0.00020159+0.00046933i,-8.7898e-05-0.00015127i,-0.0013828+2.5589e-06i,-0.0019593-0.00052118i,-0.0016984-0.00075117i,-0.0010402+0.00036459i,-0.00021503+0.00092219i,0.00046+0.00036909i,0.0013354-0.0007575i,0.00072773-0.00086409i,-0.00080002-0.00014495i,-0.0010858-0.00018687i,-0.00046675-0.00025756i,-0.00011033-0.00043437i,-0.00041632-0.00051957i,-0.00090628+0.00027078i,-0.00066617+0.00072691i,-1.8938e-05+0.00038177i,0.00066162+0.00018863i,0.0010132+0.00031791i,0.00067454+0.00023387i
-0.00079181+0.0006846i,-0.00079622+0.00087327i,-0.0013438+0.0015791i,-0.0017127+0.0014605i,-0.0015668+0.00019667i,-0.00063915-0.00087519i,-0.00026818-0.00060473i,0.00022128-6.1963e-05i,0.00077458+0.00064445i,0.00057897+0.00050455i,0.00037633+0.0001769i,-0.00031841+0.00026115i,-0.0003331+0.0003739i,5.9839e-05-5.1034e-05i,0.00019026-0.00018228i,0.00011718-0.0001183i,2.6821e-05-3.7532e-05i,2.8883e-05+3.3825e-05i,-0.00074183+9.7506e-05i,-0.00083278+0.00031331i,-0.00036872+0.00061871i,-0.00022247+0.00069415i,-0.00039083+0.00045095i
-0.0013369+0.0011014i,-0.0001074+0.0010701i,0.00061951+0.00052477i,0.00014187-9.2434e-05i,-0.00043122-0.00096786i,-0.0014727-0.0010052i,-0.0017975-0.00086018i,-0.0010143-0.00014758i,-0.00072777+0.00040703i,-0.00028786+7.2894e-05i,-5.7592e-05-0.000604i,0.00013897-0.0010683i,0.00019973-0.00063966i,-0.00019336+0.00011229i,-0.00068037-0.00025626i,-0.00081615-0.0012691i,-0.00089858-0.00046143i,-0.0011543+0.00064661i,-0.00054045+0.00044008i,9.7058e-05+0.00014919i,0.00089737+0.00073884i,0.00075066+0.0012108i,-0.0003776+0.0002817i
0.00042441+0.00010897i,0.00067496-0.0002553i,8.5219e-05+0.00032042i,-0.00096946-8.3171e-05i,-0.0015178-0.0015132i,-0.001256-0.0014389i,-0.00081988-0.00052748i,-0.00070419+0.00043408i,-0.00014439+0.0014638i,0.00034264+0.0015267i,9.3356e-05+0.00047324i,-0.00033154-0.00052869i,-0.00027697-0.00044922i,-0.00042191+9.7787e-06i,-0.00014761+0.00041981i,-9.9767e-05+0.0002425i,-0.00052742+1.7252e-05i,-0.00070048-0.00026765i,-0.0011099+6.9207e-05i,-0.0013212+0.00043378i,-0.00056026-0.00053773i,-0.00064722-0.00085836i,-0.00081448-0.000298i
0.0015988+0.0004172i,0.0019237-0.0012489i,0.0017683-0.0025795i,0.00032585-0.0027357i,-0.0010215-0.0028086i,-0.0017564-0.0020833i,-0.0021585-0.00068851i,-0.0013318+0.00014482i,-0.00030157+0.00056495i,0.00016109+0.00066666i,0.00051927+0.0011488i,6.7903e-05+0.00095055i,-0.00044015+0.00035365i,-0.00075671+0.00077985i,-0.00048121+0.00093927i,0.00022375+0.00055085i,0.00021938+0.0005971i,-0.00015189+0.00060016i,-0.00047938+0.0010914i,-0.00024851+0.0008487i,-0.00048183+0.00046265i,-0.00056284+0.00014381i,-0.00051735-0.00019966i
-0.00099316-0.0017598i,-0.0017043-0.00037133i,-0.0024411+0.00026339i,-0.002245-0.00040833i,-0.0021886-0.00039497i,-0.0017162+7.2226e-05i,-0.0010878+0.00040853i,-0.00054307-0.00055625i,-2.1292e-06-0.00096942i,0.00036596-1.6054e-05i,0.00074595+0.00018776i,0.00058181+0.00051824i,6.3489e-05+0.00064681i,0.00033771+0.00063067i,0.000728+0.00052612i,0.00083966+0.00019654i,0.00029919+1.3703e-07i,-0.00063991-0.00023688i,-0.00053935-0.0001489i,0.00032585+0.00024919i,1.8926e-05+0.00095328i,-0.00024533+0.0011207i,0.00015997+0.00059365i
-0.00049643+0.0013386i,0.00096613+0.00036291i,0.0018455+0.00043365i,0.0011319+0.00023101i,0.00058995-0.00039433i,0.00017893+8.1302e-06i,-0.00042813+6.1263e-05i,-9.0511e-05+6.37e-05i,0.00032293+0.0005598i,0.00034388+0.00073244i,0.0003371+0.00028662i,-0.00069644+0.00016425i,-0.001304-0.00047373i,-0.00067235-0.00059719i,-0.00051861+1.5302e-05i,-0.0006397+0.00039544i,-0.00064933+0.0002769i,-0.00027133+0.00023611i,0.00020889-4.271e-05i,0.00055147-0.00013402i,0.00078271+1.2238e-06i,0.00041136+8.4154e-05i,-0.00014583-0.00051301i
0.00066885-0.00077007i,0.00073475-7.9588e-05i,0.00021379+9.2e-06i,-0.00049678-0.00044964i,-0.0017154-0.00065664i,-0.0010566-0.0012347i,0.00031938-0.00061763i,0.00041247+0.00023823i,0.00035448+0.00038894i,-5.2105e-05+0.00079344i,-0.00019514+0.00066739i,7.2629e-05+0.00076164i,0.0005419+0.00087198i,0.00036575-0.00013986i,-0.00030709-0.00064412i,-0.00077592+2.7346e-05i,-0.001008+0.00025713i,-0.00079997-0.00014683i,-0.00042329+0.00027296i,-7.897e-05+0.00072575i,0.00035049+0.0007843i,0.0002676+0.0009218i,3.7855e-05+0.00027529i
-0.00019168-0.00033794i,-0.00032385-0.00079399i,-0.00080378-0.0012596i,-0.0015587-0.0021435i,-0.0015914-0.0018576i,-0.0015577-0.00070372i,-0.0015331-0.00010515i,-0.0009203+0.00055258i,-4.1562e-05+0.00090439i,0.00047934+0.00029631i,0.0010478-6.7784e-05i,0.0011746-9.3358e-06i,2.2347e-05+0.00055548i,-0.00048554+0.00057733i,0.00058363+0.00015491i,0.00084217+0.00034371i,0.0001622+9.5706e-05i,-0.00024859+1.4051e-05i,-0.00051679+0.00036833i,-0.00032644+0.00045224i,-0.0001197+0.00030418i,-6.5686e-05+0.00017171i,7.9866e-05+0.00033073i
-0.0011137+0.00097933i,-0.001039+0.0013671i,-0.00058833+0.0020996i,-0.00080477+0.0013716i,-0.0013368-0.00036963i,-0.0013742-0.0010664i,-0.0015159-0.00039084i,-0.0017602+0.00053554i,-0.0010836+0.0010288i,-0.0002068+0.00046764i,3.0557e-05-0.00019961i,-7.4975e-05+0.00012715i,-6.4447e-05+0.00047865i,0.00011524+0.00029046i,-0.00010113-0.00040614i,-1.3517e-05-0.0006621i,-1.8874e-05-0.00068483i,-0.00029213-0.00055823i,-0.00037671+0.00041947i,-0.00029975+0.00075665i,-0.00027667+0.00056191i,-0.0001247+0.00040166i,8.1097e-05+0.00051384i
0.0002491+0.0017462i,0.00046741+0.0011609i,0.0015368+6.0934e-05i,0.0023742-0.0011334i,0.001552-0.0013194i,-0.00062519-0.0012891i,-0.0018871-0.0010984i,-0.00084508-0.00059306i,0.00037406-0.00026812i,0.0012003-0.00035901i,0.0012497-0.00021013i,0.00045515-1.3418e-05i,-0.00039798-0.00020777i,-0.00063654-0.00077599i,-8.2715e-05-0.00056775i,-7.4784e-05+0.00010008i,-0.00023679-6.7674e-05i,-0.0001822+0.00018092i,-0.00082273+0.00089755i,-0.00111+0.00076635i,8.4727e-06+7.5892e-05i,0.00065949-0.0004588i,0.00059376-0.00015809i
8.4912e-05-0.0016614i,-0.0010372-0.0011565i,-0.001755-0.00046642i,-0.0018933-0.00080833i,-0.0020571-0.0010531i,-0.0020143-0.00058532i,-0.0016431+0.00016931i,-0.0007208+0.0011432i,0.0005142+0.0014076i,0.00077502+0.0014505i,0.00056615+0.00096911i,0.00077298-8.5105e-05i,0.00070188-0.00075026i,-2.9816e-05-0.00035042i,-0.00065019-0.00013964i,-0.00033841-0.00015701i,-0.00055314-0.00030203i,-0.00083995-0.000574i,0.00014473+0.00019734i,0.0005583+0.00066363i,6.5877e-05-7.6207e-05i,0.00016813-0.00075666i,0.00011321-0.00039947i
0.00048091-0.0010032i,-0.0016329-0.00063781i,-0.0020441-0.0013985i,-0.001764-0.0020335i,-0.0024524-0.0023342i,-0.0024136-0.0014004i,-0.001558+0.00028211i,-0.00039013+0.00085i,-6.8873e-05+0.00075321i,-0.00012663+0.00030705i,0.00043757-0.00032883i,0.00030805-0.00066289i,0.00017886-0.00074351i,8.5024e-05+7.2284e-06i,-0.00016821+0.00026518i,-0.00026845-0.00022417i,-4.1607e-05-0.00035022i,-0.00015868-0.00017643i,-0.00025719-0.00060241i,-0.00026514-0.000337i,-0.00039331+0.00038187i,8.2163e-05+0.00037447i,0.00025694-0.00032929i
0.00068602-0.00096987i,0.00016347-5.9664e-07i,5.2742e-05+0.00047287i,-0.00089561+0.00018352i,-0.0020251-0.00034912i,-0.0019319+0.00027083i,-0.00099468+0.00047723i,3.6184e-05+0.00027192i,-0.0003216+0.00056194i,1.8513e-05+0.00074927i,0.00056289+0.00049937i,0.00042136+0.0005107i,0.00016738+0.0010565i,-0.00014028+0.00027669i,-2.5715e-05-0.00091125i,-9.7229e-05-0.00079209i,-0.00071981-0.00012589i,-0.0012905+0.00058959i,-0.0011592+0.00019955i,-0.00041975-0.00057231i,-0.00050275-0.00085833i,-0.00057815-0.00061494i,-1.4021e-06+0.00047673i
-0.00030739-0.00093994i,-0.00087678-0.0010204i,-0.00038153-0.00086487i,-0.00065155-0.0014855i,-0.0019695-0.0023299i,-0.002193-0.0021646i,-0.0019236-0.0008098i,-0.0011846-0.00029316i,0.00025455-7.8233e-05i,0.0004595+0.00055301i,0.00040231+0.00032783i,0.00028688+2.8131e-05i,-0.00045319+0.00012045i,-0.0007502-0.00015464i,-0.00060459+5.2345e-05i,-0.00038922+0.00031563i,-1.592e-05+0.00021844i,-0.00019953+7.479e-05i,-0.00041196+0.00012365i,-0.00035088-2.5762e-05i,-0.00035104+0.00021993i,-0.00017928+0.00042493i,0.00031132+0.00062771i
-0.00072902-0.00064046i,-0.0016207-0.00062974i,-0.0022932-0.0004839i,-0.0022385-0.00043811i,-0.001383+0.00037571i,-0.00075047+0.00049422i,-0.0002531+2.8139e-05i,-0.00023784-0.00010228i,-0.00021056+0.0003507i,0.0005909+0.001162i,0.00052235+0.001208i,0.00011607+0.00039056i,0.00017576+6.0968e-05i,0.00097628-0.00012109i,0.0009864+5.2567e-05i,0.00013699+0.00020982i,-0.000168-0.00018868i,8.9307e-05-0.00010764i,0.00027611+0.00042034i,0.00014192+0.00070791i,-0.00016801+0.00035607i,-0.00020256+0.00047944i,4.2181e-05+0.00016931i
