-0.00029669+0.00043043i,0.0001576-0.00077983i,-0.00058841-0.0017729i,-0.0018302-0.0019173i,-0.0026892-0.0016227i,-0.0025272-0.0012384i,-0.0013504+0.00084632i,8.2043e-06+0.0026296i,0.00115+0.0018663i,0.0021404+0.00087655i,0.0018976+9.8082e-05i,0.00076075-0.0011313i,-0.00034932-0.0010235i,-0.00079999-5.0198e-05i,-0.00040504+0.00059642i,-0.00052839+0.00093825i,-0.00059167+9.6819e-05i,-0.00051477-0.00068575i,-1.1834e-05+0.00031103i,7.6406e-05+0.00052663i,-0.00056104+0.00011702i,-0.001032-0.00041235i,-0.0012678-0.00098985i
-0.33475+0.37604i,-0.36894+0.22343i,-0.42018-0.12783i,-0.39009-0.17571i,-0.19248+0.11967i,0.031796+0.34999i,0.17824+0.34159i,0.18539+0.20646i,0.10006+0.1083i,0.064905+0.052407i,0.055692-0.019263i,0.015032-0.039352i,-0.0053977+0.012292i,0.0050241+0.062853i,0.020018+0.076139i,0.020492+0.055607i,0.0031292+0.030128i,-0.015216+0.0089308i,-0.026203-0.0074528i,-0.026905-0.0013162i,-0.017479+0.025399i,-0.00061693+0.040548i,0.016339+0.032539i
-0.18975-0.53302i,-0.071308-0.28146i,0.34919+0.0365i,0.59038-0.12223i,0.3882-0.41185i,0.14018-0.38023i,0.057154-0.26307i,-0.016056-0.18242i,-0.08221-0.096991i,-0.084506-0.045222i,-0.04504-0.010289i,0.010604-0.0051219i,0.033739-0.043357i,0.025595-0.072491i,0.024748-0.069914i,0.03462-0.043277i,0.036982-0.014017i,0.02505+0.011666i,0.020452+0.027492i,0.026557+0.0085632i,0.024293-0.0237i,0.013487-0.032901i,-0.00084987-0.025069i
0.63744+0.19345i,0.45126-0.2059i,-0.21732-0.62604i,-0.77739-0.59661i,-0.83336-0.34775i,-0.62481-0.23485i,-0.4299-0.14905i,-0.26305-0.064137i,-0.14125-0.018524i,-0.062888+0.012227i,-0.042888+0.019621i,-0.074398+0.03449i,-0.084828+0.06383i,-0.074736+0.061414i,-0.070521+0.028119i,-0.06365-0.014387i,-0.043415-0.048095i,-0.01083-0.061965i,0.011363-0.054374i,0.010586-0.032742i,-0.0032208-0.015641i,-0.016628-0.0040159i,-0.017488+0.0051035i
-0.61829+0.20825i,-0.49125+0.47574i,-0.039676+0.67012i,0.29712+0.53437i,0.3127+0.1854i,0.17412-0.053804i,0.071201-0.10673i,0.057528-0.078955i,0.074499-0.029192i,0.074513+0.036666i,0.079218+0.057756i,0.07024+0.017411i,0.034614-0.0051853i,0.015724+0.017594i,0.019346+0.056935i,0.025227+0.088975i,0.014925+0.096949i,-0.016322+0.077059i,-0.047903+0.051949i,-0.05405+0.051717i,-0.027932+0.064891i,0.001014+0.056389i,0.014155+0.032475i
0.18656-0.30293i,0.10019-0.32978i,-0.03416-0.22591i,0.11881-0.067531i,0.47121-0.020635i,0.54462-0.068582i,0.29292-0.048968i,0.010026+0.022154i,-0.15024+0.065152i,-0.1629+0.074858i,-0.10429+0.066715i,-0.050128+0.056516i,-0.0095214+0.034236i,0.014781-0.0087223i,0.043047-0.055614i,0.066925-0.102i,0.06397-0.14103i,0.043962-0.14942i,0.013044-0.10546i,-0.0094496-0.02919i,-0.0056063+0.023551i,0.0011266+0.03487i,-0.0071526+0.040022i
0.16594+0.16443i,0.22915+0.34569i,0.47237+0.44264i,0.70042+0.097068i,0.58276-0.50719i,0.2465-0.73865i,0.043244-0.50876i,0.061448-0.19241i,0.14245+0.012326i,0.16807+0.13088i,0.15114+0.15627i,0.095537+0.079228i,-0.0021347+0.0086627i,-0.087125+0.014777i,-0.11796+0.07869i,-0.077025+0.15968i,0.016186+0.19585i,0.088088+0.14746i,0.081413+0.036644i,0.013588-0.044907i,-0.040536-0.049566i,-0.04227-0.041999i,-0.027692-0.059811i
-0.096607+0.14228i,0.026824-0.21842i,-0.07001-0.6694i,-0.26402-0.46415i,-0.043312+0.23342i,0.39331+0.51064i,0.42934+0.27755i,0.11899+0.066562i,-0.14745+0.019247i,-0.24448-0.0074288i,-0.22898-0.047932i,-0.18072-0.072066i,-0.13969-0.074978i,-0.10527-0.092594i,-0.090448-0.12327i,-0.086941-0.1477i,-0.10112-0.16465i,-0.13315-0.12371i,-0.12716-0.022824i,-0.084815+0.05564i,-0.058049+0.082774i,-0.048328+0.081538i,-0.038665+0.071376i
-0.25491-0.45716i,-0.44968-0.20302i,-0.28773+0.25344i,0.2371+0.32054i,0.63977-0.0087037i,0.60896-0.27924i,0.33852-0.3402i,0.072039-0.26957i,-0.13322-0.1224i,-0.21222+0.086467i,-0.080696+0.23566i,0.10234+0.17623i,0.13074+0.030297i,0.071429-0.0078717i,0.041574+0.056287i,0.039996+0.13818i,0.063416+0.15561i,0.09748+0.065175i,0.075879-0.068274i,-0.019375-0.13056i,-0.10068-0.097945i,-0.093987-0.053735i,-0.053465-0.04391i
0.47644+0.44281i,0.49512+0.31409i,0.16949+0.13073i,-0.16826+0.073805i,-0.30265+0.087224i,-0.3175+0.095705i,-0.28579+0.070177i,-0.25173-0.049209i,-0.29104-0.18357i,-0.31866-0.18236i,-0.23535-0.10873i,-0.12377-0.08252i,-0.068926-0.087509i,-0.042663-0.095861i,-0.011136-0.10566i,0.03646-0.12805i,0.061135-0.16185i,0.018852-0.12314i,-0.0062299+0.004581i,0.027201+0.058385i,0.021562-0.0089238i,-0.029401-0.064153i,-0.049389-0.062546i
-0.14355+7.5786i,2.8773+7.4293i,6.8204+6.8283i,8.0965+3.2971i,6.8422-0.56447i,4.0306-2.8048i,1.1209-2.3073i,-0.23505-0.40883i,0.14119+0.93142i,0.88111+0.77628i,0.61817-0.089584i,-0.17664-0.50983i,-0.80132-0.44147i,-1.1751-0.0035351i,-1.0457+0.4894i,-0.58208+0.60683i,-0.1842+0.387i,-0.031583+0.051256i,-0.12457-0.15845i,-0.26298-0.17621i,-0.2938-0.20119i,-0.24228-0.25087i,-0.12763-0.26693i
0.2271-0.38223i,0.26664-0.62388i,0.19522-0.70098i,0.16686-0.55421i,0.19409-0.36086i,0.11795-0.25128i,-0.0085883-0.115i,-0.02717+0.038913i,-0.016582+0.13268i,0.014055+0.18698i,0.10401+0.13725i,0.12322+0.0047225i,0.036272-0.057618i,-0.037814-0.026773i,-0.037052+0.020583i,0.013354+0.036292i,0.044024+0.029624i,0.018702+0.042864i,-0.0065104+0.080729i,0.0099824+0.089792i,0.025632+0.051449i,0.017232+0.0072071i,0.0029703-0.014702i
0.048859+0.21884i,-0.12995+0.16816i,-0.2939+0.054686i,-0.2239-0.094564i,-0.056386-0.22499i,0.02589-0.24328i,-0.010144-0.19767i,-0.12699-0.1258i,-0.15938-0.0084482i,-0.065357+0.050188i,0.02446+0.013581i,0.046791-0.039674i,0.040637-0.062782i,0.057383-0.069414i,0.064796-0.095929i,0.013017-0.12632i,-0.07187-0.12245i,-0.13734-0.06985i,-0.12133+0.01751i,-0.04547+0.066073i,0.0037843+0.050481i,0.013352+0.019587i,0.0079516-0.0027138i
-0.33018+0.24894i,-0.19349+0.52472i,0.017526+0.60275i,-0.0034297+0.36111i,-0.18514+0.091005i,-0.25528-0.032295i,-0.20631-0.072277i,-0.1358-0.0085378i,-0.059336+0.063977i,-0.033665+0.050237i,-0.05401+0.0095691i,-0.063209-0.0072871i,-0.053426-0.0067576i,-0.040754-0.018174i,-0.034568-0.053163i,-0.040967-0.084917i,-0.056865-0.08694i,-0.047204-0.041827i,0.012971-0.0033479i,0.065361-0.027732i,0.057237-0.065438i,0.021136-0.065543i,0.0059952-0.042829i
0.45667-0.41292i,0.60476-0.61731i,0.54957-0.71264i,0.22141-0.56025i,-0.12671-0.26826i,-0.24936-0.064501i,-0.19249+0.023134i,-0.07124+0.054827i,0.03301+0.073119i,0.093718+0.09277i,0.10666+0.080103i,0.043724+0.042432i,-0.031697+0.047294i,-0.059741+0.082113i,-0.061337+0.10983i,-0.051786+0.12027i,-0.035504+0.11799i,-0.016068+0.094846i,-0.0056095+0.050772i,-0.010067+0.025333i,-0.0087662+0.015746i,-0.0044277+0.002145i,-0.010181-0.013543i
-0.24562+0.088324i,-0.61712-0.087638i,-0.91076-0.14448i,-0.75811-0.014779i,-0.35082+0.045076i,-0.099476+0.033936i,-0.023012+0.10657i,0.047739+0.13369i,0.11821+0.036136i,0.13477-0.057974i,0.12076-0.086272i,0.08842-0.066168i,0.056812-0.022011i,0.059821+0.014548i,0.075165+0.017617i,0.061506+0.0034494i,0.030891+0.009169i,0.0075633+0.035464i,0.0028012+0.059181i,0.028622+0.059127i,0.053566+0.035944i,0.042573+0.02035i,0.020022+0.025068i
-0.13163+0.21657i,-0.0091487+0.45062i,0.086473+0.51671i,0.025435+0.34926i,-0.10561+0.13602i,-0.12313+0.01735i,-0.016621+0.0018182i,0.049467+0.021708i,0.040074+0.016928i,0.0064508-0.025717i,-0.032982-0.050035i,-0.039559-0.013966i,-0.011078+0.025514i,-0.0018711+0.019328i,-0.01676-0.0077704i,-0.016141-0.019584i,0.010334-0.0089209i,0.042246+0.0094666i,0.069248+0.017419i,0.083072-0.0020811i,0.06153-0.033445i,0.019174-0.036119i,0.0017081-0.013331i
0.060353-0.19952i,0.060891+0.060332i,0.20119+0.41976i,0.30941+0.42521i,0.13856+0.17446i,-0.12005+0.059275i,-0.13771+0.0092748i,-0.024568-0.080526i,0.007469-0.1084i,-0.020782-0.082i,-0.040244-0.056931i,-0.024791-0.03006i,0.020182-0.0079776i,0.055376-0.0051648i,0.050399-0.00896i,0.02818-0.007517i,0.020198-0.013187i,0.028702-0.028598i,0.031313-0.04854i,0.0050485-0.059026i,-0.022645-0.0468i,-0.021804-0.029709i,-0.0075201-0.024181i
0.45164+0.14888i,0.72536-0.3914i,0.58266-1.0001i,0.060015-0.89812i,-0.27131-0.23332i,-0.20944+0.20463i,-0.12937+0.20464i,-0.1413+0.092118i,-0.10422+0.0708i,-0.015544+0.094394i,0.03482+0.081805i,0.01729+0.032538i,-0.02476-0.0057059i,-0.049704-0.0057194i,-0.044904+0.01253i,-0.028987+0.010525i,-0.03504-0.0084263i,-0.049598-0.01387i,-0.04093+0.0014794i,-0.021605+0.02509i,-0.016421+0.044558i,-0.016938+0.056319i,-0.015317+0.053096i
-0.78687-0.15804i,-1.2208+0.13834i,-1.1948+0.55079i,-0.64046+0.64147i,-0.088263+0.40981i,0.11934+0.23196i,0.14254+0.20351i,0.12082+0.17296i,0.0962+0.082822i,0.073574-0.026535i,0.036387-0.081441i,0.010139-0.056332i,0.017425-0.013715i,0.047612-0.0018258i,0.067356-0.017521i,0.04894-0.026132i,0.012431-0.0081414i,-0.013024+0.0081352i,-0.021121-0.0044375i,-0.012222-0.027941i,0.010876-0.033493i,0.03203-0.030017i,0.035754-0.026279i
0.65498+0.011798i,0.91929-0.068154i,0.83759-0.20265i,0.45601-0.2217i,0.17947-0.13052i,0.12714-0.14075i,0.08586-0.14893i,0.051174-0.027625i,0.051744+0.065994i,0.032444+0.068741i,0.019884+0.038625i,0.015685+0.0035733i,-0.0039936-0.0080017i,-0.022861-0.0053323i,-0.033279-0.013153i,-0.038566-0.017109i,-0.032507+0.0073053i,-0.015476+0.045279i,-0.0022337+0.060276i,0.0016977+0.050224i,0.0049775+0.029283i,0.0086693+0.0077221i,0.0097165-0.0051122i
-0.3161+0.17402i,-0.51927+0.24302i,-0.51899+0.32059i,-0.27403+0.2272i,-0.11065-0.047535i,-0.14184-0.17877i,-0.10714-0.13598i,0.016481-0.12078i,0.088088-0.12034i,0.079048-0.099085i,0.01409-0.063094i,-0.011135-0.011039i,0.030943-0.0037178i,0.037531-0.034594i,-0.009345-0.026575i,-0.033419+0.016827i,-0.0092698+0.034002i,0.023081+0.01149i,0.027411-0.0088437i,0.018036-0.0082382i,0.013341-0.0065436i,0.002704-0.01163i,-0.012713-0.011987i
-0.011821-0.089651i,0.22418-0.072157i,0.3883-0.11071i,0.20229-0.081889i,-0.10225+0.11283i,-0.16931+0.23339i,-0.091999+0.14081i,-0.064678+0.0079523i,-0.062746-0.065814i,-0.049891-0.08048i,-0.027627-0.046453i,-0.014027-0.012558i,-0.028989+0.0090838i,-0.032395+0.03835i,0.00484+0.047778i,0.040484+0.01515i,0.036603-0.023116i,0.011946-0.034196i,-0.0013636-0.024297i,0.0012574-0.016148i,0.0046963-0.017127i,0.0035731-0.013656i,0.0080171-0.0076316i
0.27243-0.10427i,0.17526-0.17929i,-0.010923-0.16075i,-0.0458-0.040273i,0.07067+0.088066i,0.13096+0.15274i,0.087805+0.14555i,0.012982+0.10226i,-0.045351+0.07297i,-0.059386+0.065952i,-0.03219+0.058866i,0.00052812+0.031791i,0.010822+0.0022167i,0.0092103-0.00785i,0.0013176-0.0096965i,-0.018396-0.0044317i,-0.036003+0.016807i,-0.034559+0.039794i,-0.010732+0.04903i,0.011938+0.042814i,0.014627+0.029653i,0.006241+0.021352i,-0.00052085+0.024287i
-0.27715+0.084828i,-0.3406-0.072069i,-0.26777-0.25325i,-0.083669-0.31912i,0.094061-0.33085i,0.1453-0.33001i,0.050595-0.24367i,-0.015437-0.10124i,0.0013091-0.010603i,0.016694+0.0049569i,0.012201-0.022632i,-0.0092361-0.041667i,-0.020257-0.02073i,0.0049998+0.0012015i,0.027749+0.0020755i,0.027935+0.0041599i,0.029041+0.01012i,0.03351+0.0064047i,0.031441-0.0085523i,0.030202-0.020116i,0.033972-0.02394i,0.030103-0.028624i,0.017437-0.036731i
0.038393+0.061776i,0.051223+0.36725i,-0.037793+0.57656i,-0.25247+0.44873i,-0.47274+0.20172i,-0.48242+0.12476i,-0.23903+0.1517i,-0.010173+0.12618i,0.073391+0.072265i,0.084775+0.043889i,0.063144+0.031501i,0.024554+0.028775i,-0.008341+0.029181i,-0.030214+0.025343i,-0.026503+0.014912i,-0.0020028-0.010429i,0.0086602-0.036095i,-0.0039903-0.032117i,-0.018905-0.010191i,-0.030127-0.005283i,-0.044339-0.012255i,-0.049787-0.0074183i,-0.0342+0.0032108i
0.10025-0.15461i,0.078574-0.30332i,0.10372-0.29165i,0.19287-0.068769i,0.26804+0.17053i,0.22853+0.22745i,0.10239+0.14733i,0.026121+0.066039i,0.01835+0.0072366i,0.020901-0.031738i,0.02112-0.030914i,0.034258-0.010083i,0.056037-0.0060557i,0.058934-0.021846i,0.026395-0.032782i,-0.018996-0.020416i,-0.041714+0.0013037i,-0.031744+0.0085526i,-0.0071684+0.011587i,0.011501+0.020559i,0.013951+0.023351i,0.001578+0.0232i,-0.0085834+0.026244i
0.062618+0.25793i,0.2397+0.22094i,0.2853+0.020354i,0.16093-0.14006i,0.082738-0.20727i,0.11367-0.26862i,0.08833-0.30148i,-0.0092634-0.23214i,-0.054186-0.11099i,-0.039315-0.043766i,-0.023668-0.026054i,-0.015091-0.022291i,-0.017973-0.014024i,-0.020594+0.011557i,-0.0078169+0.029723i,6.242e-05+0.028757i,-0.0014895+0.030941i,0.0054104+0.035498i,0.023031+0.020921i,0.033185-0.0044472i,0.032757-0.010459i,0.036942-0.002248i,0.03753-0.0057446i
-0.34029-0.35744i,-0.63552-0.28722i,-0.66819-0.064578i,-0.43165-0.0081302i,-0.29185-0.13399i,-0.30869-0.1326i,-0.23231+0.028018i,-0.055488+0.10594i,0.045204+0.052271i,0.041151-0.0091342i,0.018117-0.040066i,-0.0045477-0.03826i,-0.007349-0.012566i,0.011051-0.012579i,0.015237-0.027774i,0.017877-0.02234i,0.027944-0.015989i,0.018883-0.020959i,-0.010657-0.025478i,-0.034746-0.021948i,-0.038238-0.0124i,-0.023546-0.0041251i,-0.006649+0.001651i
0.56017+0.26684i,0.85226+0.1664i,0.75212-0.0022053i,0.31734+0.073975i,-0.0083555+0.35794i,-0.080843+0.47056i,-0.057983+0.34349i,-0.043462+0.18196i,-0.046737+0.087696i,-0.040842+0.060755i,-0.025292+0.053752i,-0.011935+0.035517i,-0.0073399+0.014062i,-0.014672+0.0040037i,-0.023269+0.0028931i,-0.027809-0.004071i,-0.026567-0.0066561i,-0.011261+0.0013813i,0.0082023+0.010642i,0.018541+0.023855i,0.025261+0.0304i,0.022403+0.014293i,0.0061349-0.0062692i
-0.65853-0.029737i,-0.98608+0.10701i,-0.89238+0.2272i,-0.40229+0.11763i,-0.00031548-0.10171i,0.12873-0.11406i,0.17298-0.0075091i,0.16876-0.0025687i,0.099985-0.020165i,0.050208-0.01502i,0.017432-0.015391i,0.0034778+0.0065665i,0.024573+0.016278i,0.031623+0.0076198i,0.019317+0.019017i,0.01257+0.029022i,-2.1446e-05+0.017549i,-0.017731+0.0029866i,-0.021771-0.0018249i,-0.0057515-0.0065499i,0.01468-0.016082i,0.019489-0.017207i,0.016262-0.008229i
0.50231-0.11498i,0.86002-0.091527i,0.95339-0.051946i,0.5811-0.012682i,0.1449+0.053784i,0.035776+0.0043933i,0.027771-0.17023i,-0.049881-0.1969i,-0.050793-0.094451i,-0.0033772-0.045377i,0.015835-0.032573i,0.011216-0.028635i,-0.020106-0.018687i,-0.028301+0.0030657i,-0.0024596-0.00026696i,0.0072198-0.0092621i,0.00069077+0.0085368i,-0.0002546+0.034848i,0.0025572+0.044446i,0.00092204+0.031018i,-0.011072+0.0020464i,-0.028282-0.016661i,-0.032553-0.011303i
-0.040993+0.13283i,-0.23652-0.12653i,-0.49764-0.36871i,-0.47687-0.28792i,-0.19959-0.10934i,-0.038115-0.074213i,-0.053469-0.032363i,-0.0487+0.050606i,0.0020178+0.072115i,0.016477+0.040275i,-0.0041097+0.01198i,-0.008423+0.00065328i,0.0070146-0.010344i,0.0072752-0.019124i,-0.011198-0.019134i,-0.019564-0.014747i,-0.0053759-0.010536i,0.013668-0.0096615i,0.029992-0.012719i,0.040142-0.015912i,0.033265-0.011004i,0.023266+0.00097141i,0.020306+0.0057056i
-0.4292-0.11981i,-0.39334+0.13859i,-0.02028+0.3377i,0.29712+0.20981i,0.2922+0.0042994i,0.12969-0.017485i,0.040659+0.045015i,0.063677+0.042307i,0.076447-0.030774i,0.03342-0.060706i,0.011598-0.027283i,0.011182-0.0044631i,0.0087825+0.004625i,0.017772+0.015052i,0.027647+0.020169i,0.03537+0.015476i,0.037544-0.0083161i,0.020582-0.03396i,-0.0083813-0.039693i,-0.033365-0.032316i,-0.043467-0.015345i,-0.035592+0.0023968i,-0.022695+0.0058511i
0.62858-0.012483i,0.56669-0.21167i,0.012189-0.30363i,-0.53512-0.15841i,-0.67538+0.00084698i,-0.53311+0.054779i,-0.32514+0.080404i,-0.16878+0.077981i,-0.086651+0.066346i,-0.024116+0.065355i,0.015673+0.050429i,0.015074+0.031433i,0.0033115+0.01929i,-0.0040983+0.0081508i,-0.010128-0.0047398i,-0.029235-0.017006i,-0.052118-0.0065111i,-0.046683+0.021947i,-0.018818+0.035705i,0.0014622+0.035174i,0.011592+0.029069i,0.016102+0.014857i,0.012691+0.006199i
-0.59988+0.17488i,-0.61194+0.29843i,-0.18997+0.35985i,0.33444+0.32731i,0.57157+0.26703i,0.501+0.2151i,0.30748+0.11928i,0.12717+0.012827i,0.0070128-0.036887i,-0.050054-0.048519i,-0.05629-0.05159i,-0.028954-0.045355i,0.001833-0.043827i,0.013259-0.050008i,0.0080422-0.038525i,0.0058286-0.0050824i,0.0099958+0.018471i,0.012415+0.012193i,0.014483+0.00010899i,0.027013-0.00035472i,0.04348-0.0004101i,0.042991+0.00022468i,0.032596+0.0043487i
0.30774-0.14972i,0.39184-0.0058815i,0.30513+0.12931i,0.075464+0.031117i,-0.10957-0.17024i,-0.082242-0.26631i,0.056523-0.23674i,0.11446-0.14497i,0.10229-0.056897i,0.094183-0.0099208i,0.078875-0.0055907i,0.025396-0.011489i,-0.0364+0.017182i,-0.048215+0.056206i,-0.016734+0.051816i,0.0090476+0.020478i,0.017587+0.0082753i,0.015522+0.022052i,0.0030763+0.029031i,-0.018831+0.00951i,-0.041193-0.011085i,-0.043581-0.013673i,-0.029501-0.012946i
0.17651+0.014045i,0.18263-0.32419i,0.055488-0.61781i,-0.091447-0.53629i,-0.16651-0.27955i,-0.2234-0.11102i,-0.26522+0.0072257i,-0.20316+0.094521i,-0.085623+0.10718i,-0.023482+0.068902i,-0.022104+0.042052i,-0.016789+0.040859i,0.011982+0.023162i,0.012672-0.018802i,-0.025464-0.04346i,-0.045075-0.039056i,-0.029081-0.037534i,-0.008473-0.048182i,0.0018813-0.046035i,0.0085944-0.020258i,0.016308+0.00449i,0.017384+0.0084948i,0.010863+0.0042525i
-0.51984+0.14008i,-0.54314+0.47595i,-0.23377+0.70841i,0.07942+0.64456i,0.11834+0.50375i,0.04986+0.41422i,0.052495+0.24154i,0.051581+0.029854i,0.010967-0.079961i,-0.024732-0.079537i,-0.0233-0.037953i,0.0010694-0.0051775i,0.020202+0.013374i,0.031902+0.037116i,0.039563+0.067744i,0.041232+0.072573i,0.023359+0.04435i,-0.0024107+0.023975i,-0.0045798+0.019695i,0.010462+0.0067549i,0.019969-0.012682i,0.01585-0.022054i,0.0043999-0.020546i
0.59276-0.3283i,0.57525-0.66123i,0.14161-0.85362i,-0.24097-0.7669i,-0.22377-0.57903i,-0.060073-0.42124i,0.01388-0.22818i,0.02813-0.053269i,0.035302+0.03768i,0.071858+0.047191i,0.095213+0.00074792i,0.071477-0.028444i,0.048101-0.020621i,0.043299-0.01889i,0.042088-0.037495i,0.022406-0.0497i,-0.0062473-0.021503i,-0.014925+0.01497i,-0.014048+0.020536i,-0.018616+0.014739i,-0.025698+0.013027i,-0.026945+0.013363i,-0.020432+0.01272i
-0.44719+0.3986i,-0.44835+0.62694i,-0.14027+0.69647i,0.10765+0.6039i,0.084838+0.50541i,0.018088+0.40659i,-0.018318+0.21581i,-0.070259+0.058877i,-0.085826-0.003723i,-0.095563-0.039606i,-0.11585-0.044927i,-0.096321-0.041015i,-0.067717-0.057856i,-0.061736-0.064535i,-0.058301-0.051098i,-0.038453-0.031123i,-0.0062531-0.018439i,0.018636-0.015843i,0.027967-0.010144i,0.029865-0.002105i,0.031564+0.0017416i,0.029429+0.0068356i,0.02486+0.013379i
0.10031-0.32106i,-0.0010866-0.38341i,-0.22101-0.26903i,-0.28505-0.11625i,-0.14086-0.099055i,-0.013821-0.11881i,0.056581-0.027114i,0.11864+0.066305i,0.13205+0.074264i,0.099975+0.05855i,0.062419+0.051134i,0.025175+0.047798i,0.0030511+0.059393i,0.0090814+0.078607i,0.0218+0.079841i,0.017011+0.056293i,0.0013813+0.029049i,-0.010752+0.019161i,-0.011431+0.012793i,-0.010298-0.0050876i,-0.014902-0.018106i,-0.015417-0.017201i,-0.012564-0.011991i
0.28375+0.19102i,0.51308+0.19729i,0.6416+0.089442i,0.53156-0.044185i,0.31256-0.10403i,0.12979-0.11877i,-0.0051793-0.1321i,-0.063462-0.1005i,-0.04285-0.047729i,-0.020413-0.015851i,-0.016668+0.019248i,0.00086584+0.041347i,0.016745+0.012048i,0.0075772-0.040785i,-0.019294-0.064606i,-0.039545-0.044018i,-0.033079-0.01337i,-0.013581-0.0091188i,-0.0090501-0.012718i,-0.017341+0.0028112i,-0.020277+0.018586i,-0.0149+0.014437i,-0.0083805+0.0011664i
-0.51147-0.012585i,-0.76628+0.006822i,-0.76366+0.030192i,-0.5731+0.074764i,-0.43085+0.12524i,-0.33434+0.12855i,-0.20139+0.08618i,-0.081432+0.0070194i,-0.037416-0.055182i,-0.02254-0.056218i,0.01475-0.040223i,0.035097-0.039258i,0.015111-0.019504i,0.00078563+0.028007i,0.01804+0.066416i,0.043153+0.068476i,0.044571+0.044315i,0.029086+0.028362i,0.028946+0.027912i,0.046892+0.01969i,0.058361+0.0016759i,0.048361-0.0075391i,0.029085-0.0024991i
0.55242-0.15667i,0.78387-0.19252i,0.72669-0.13077i,0.51581-0.055502i,0.38146-0.011582i,0.31465+0.046613i,0.25559+0.1116i,0.19679+0.13359i,0.13267+0.099489i,0.091741+0.043425i,0.072991-0.019331i,0.039123-0.055337i,0.016733-0.042094i,0.029399-0.035575i,0.039747-0.059651i,0.031695-0.071685i,0.021409-0.054482i,0.012049-0.034731i,-0.0032455-0.032479i,-0.025139-0.033904i,-0.042121-0.022488i,-0.041356-0.0045974i,-0.027605+0.0032523i
-0.39831+0.23159i,-0.55349+0.22188i,-0.47086+0.07788i,-0.26866-0.053778i,-0.14059-0.086607i,-0.073651-0.066651i,-0.043174-0.091057i,-0.064096-0.1296i,-0.081332-0.10123i,-0.081431-0.045392i,-0.09728-0.0074879i,-0.10372+0.014034i,-0.088047+0.014324i,-0.084506+0.0063937i,-0.091424+0.003977i,-0.079133-0.0051262i,-0.051044-0.023206i,-0.03025-0.029116i,-0.019802-0.012709i,-0.0087017+0.010032i,0.0043041+0.020254i,0.014926+0.018535i,0.020752+0.011565i
0.12229-0.22796i,0.14383-0.23261i,0.019775-0.13474i,-0.13319-0.046645i,-0.17021-0.04727i,-0.14378-0.096122i,-0.10586-0.084768i,-0.057932-0.023655i,-0.015986+0.023292i,0.016212+0.033381i,0.028593+0.030226i,0.027626+0.050318i,0.04635+0.075017i,0.071443+0.079072i,0.070527+0.072368i,0.038057+0.056895i,-0.0062005+0.041908i,-0.028907+0.040248i,-0.014951+0.038062i,0.012707+0.01954i,0.024165-0.0063414i,0.014718-0.022608i,-0.0023281-0.022707i
0.12453+0.17625i,0.1936+0.27667i,0.2731+0.31076i,0.28511+0.26908i,0.20327+0.22447i,0.10882+0.16931i,0.025373+0.078899i,-0.029732+0.022983i,-0.024243+0.00089539i,-0.006162-0.019692i,0.0006478-0.017027i,0.020336-0.014774i,0.025778-0.048715i,0.0039818-0.085924i,-0.019291-0.085241i,-0.028423-0.045147i,-0.015979+0.0039543i,0.0050538+0.024417i,0.0063357+0.015024i,-0.012618+0.0061892i,-0.024324+0.0076888i,-0.017576+0.0087179i,-0.0073694+0.0030456i
-0.26951-0.099122i,-0.39646-0.28553i,-0.41122-0.44451i,-0.30485-0.45694i,-0.18502-0.38661i,-0.13578-0.26565i,-0.11437-0.10746i,-0.067736-0.0097189i,-0.028708+0.0090872i,-0.0033172+0.010413i,0.02557+0.0054687i,0.037122-0.0095696i,0.019458-0.0016285i,0.0011496+0.037771i,0.01165+0.066539i,0.035622+0.056747i,0.045857+0.028795i,0.04289+0.01427i,0.040445+0.015601i,0.043638+0.014124i,0.040278+0.0044666i,0.023481-0.002742i,0.0088767+0.00026617i
0.29986+0.044452i,0.46346+0.28064i,0.43037+0.51623i,0.19747+0.54051i,-0.027979+0.44013i,-0.085476+0.35606i,-0.0079415+0.28335i,0.056558+0.21408i,0.062907+0.13738i,0.031049+0.044772i,-0.011904-0.02812i,-0.038403-0.054332i,-0.036164-0.046442i,-0.0096683-0.042495i,0.013724-0.055025i,0.019477-0.058751i,0.017147-0.04806i,0.01125-0.041039i,0.0022228-0.044148i,-0.010902-0.049026i,-0.023978-0.041991i,-0.027176-0.024039i,-0.021438-0.0089847i
-0.21397-0.024678i,-0.34657-0.28003i,-0.31801-0.53696i,-0.12238-0.48651i,0.091179-0.23527i,0.18767-0.078125i,0.15844-0.051406i,0.1066-0.070316i,0.060621-0.067964i,0.010777-0.01454i,-0.024128+0.047779i,-0.038293+0.067591i,-0.040989+0.049977i,-0.046329+0.029085i,-0.055711+0.01971i,-0.055827+0.01044i,-0.04536-0.0067899i,-0.035436-0.020191i,-0.033082-0.01292i,-0.031644+0.013326i,-0.02306+0.036613i,-0.0090439+0.042029i,0.003532+0.032852i
