-2.7816e-05+0.00097167i,0.0011768-0.00038129i,-0.00020933-0.0013263i,-0.0011671+2.3877e-05i,-0.0020845+0.0018474i,-0.002147+0.0015495i,-0.00059216+0.0014565i,0.00090236+0.0013073i,0.0015174+0.00051766i,0.0011642+0.00018986i,0.00064466-0.00014487i,0.00038442-0.00042124i,0.00012414-0.0007542i,-0.00055764-0.0010996i,-0.0013245+9.4398e-05i,-0.001046+0.00080094i,-1.8816e-05+8.4253e-05i,0.0004359-0.00037795i,0.00017317-0.00035214i,-0.00015154+0.00014329i,-0.00076051-1.5904e-05i,-0.00088647-0.00022941i,-0.00046316+1.992e-05i
-0.32759-0.037567i,-0.34444-0.015354i,-0.069216+0.045191i,0.19688-0.019806i,0.14221-0.1752i,-0.037789-0.17319i,-0.070676-0.085434i,-0.030476-0.073894i,-0.026965-0.063066i,-0.016749-0.02606i,-0.0023666-0.018007i,-0.0044046-0.020311i,-0.0030238-0.022616i,0.00014718-0.033883i,0.0033813-0.043937i,0.010152-0.048849i,0.017907-0.046224i,0.018337-0.038357i,0.0016017-0.024113i,-0.017404+0.0033675i,-0.019413+0.029131i,-0.011451+0.034564i,-0.0063466+0.026427i
0.17731-0.30088i,0.19603-0.40148i,-0.00091277-0.32983i,-0.22107-0.14145i,-0.22278+0.028336i,-0.12587+0.078705i,-0.10811+0.058364i,-0.11695+0.080347i,-0.049727+0.10714i,0.032618+0.073084i,0.056203+0.027553i,0.048043+0.0089524i,0.036957+0.00184i,0.024152+8.6049e-05i,0.001876+0.0019561i,-0.025862+0.0039067i,-0.046067+0.0044378i,-0.04385+0.00076746i,-0.020724-0.011844i,-0.0046488-0.031206i,-0.0038348-0.039425i,-0.0036383-0.029106i,-0.004194-0.013326i
0.21297+0.29299i,0.27099+0.42523i,0.23409+0.3786i,0.16292+0.30606i,0.13763+0.29367i,0.16126+0.19012i,0.13459+0.054658i,0.059483+0.028121i,0.013159+0.039828i,-0.018896+0.02608i,-0.043852+0.01583i,-0.043288+0.011957i,-0.029742+0.0075302i,-0.023603+0.0053188i,-0.029762+0.0053622i,-0.038146+0.0093743i,-0.036972+0.014797i,-0.029555+0.017271i,-0.02249+0.01725i,-0.015084+0.019077i,-0.0098596+0.021154i,-0.010156+0.017517i,-0.0059898+0.010974i
-0.44948+0.086725i,-0.71977+0.055774i,-0.74872-0.0047065i,-0.52959-0.056885i,-0.25034-0.10651i,-0.057147-0.11476i,0.034645-0.087908i,0.071229-0.082387i,0.04955-0.09105i,0.0033014-0.075009i,-0.017126-0.044306i,-0.020707-0.020409i,-0.0178+0.001268i,0.0026551+0.017257i,0.039009+0.013367i,0.067295-0.0065137i,0.066893-0.020375i,0.048303-0.01215i,0.032708+0.0068808i,0.026841+0.011137i,0.020518-0.00079683i,0.011187-0.0063136i,0.0060251-0.0003801i
0.038092-0.49549i,0.10968-0.68245i,0.16567-0.5621i,0.17093-0.33656i,0.094085-0.26122i,-0.054571-0.19983i,-0.12161-0.070593i,-0.074754-0.012058i,-0.038701-0.020664i,-0.038828-0.012323i,-0.035245+0.0015766i,-0.025619+0.0010661i,-0.01977-0.011134i,-0.02793-0.025086i,-0.044211-0.020523i,-0.052506+0.00091355i,-0.045633+0.020186i,-0.028927+0.023627i,-0.013558+0.01532i,0.0017727+0.010208i,0.01831+0.0072914i,0.022837+0.00060207i,0.016405-0.0047347i
0.5376+0.16817i,0.73762+0.1998i,0.56314+0.051349i,0.17797-0.078708i,-0.045146-0.0010313i,-0.071888+0.072299i,-0.07758+0.056799i,-0.083066+0.059284i,-0.040863+0.063158i,0.016659+0.045673i,0.056597+0.028827i,0.070942+0.017555i,0.061528+0.016718i,0.04738+0.029282i,0.041885+0.045763i,0.042177+0.05276i,0.040337+0.045924i,0.03598+0.026789i,0.022981+0.0037448i,-0.0023459-0.0092308i,-0.022205-0.0091315i,-0.024687-0.0071275i,-0.022045-0.0089136i
-0.26947+0.55498i,-0.24728+0.84633i,0.057742+0.86212i,0.30846+0.61875i,0.22451+0.35241i,0.11159+0.19881i,0.12182+0.059719i,0.089873-0.052316i,0.01484-0.057101i,-0.027022-0.018642i,-0.041572+0.00313i,-0.043309+0.0066651i,-0.039868-0.00066691i,-0.039015-0.017454i,-0.049746-0.039585i,-0.05862-0.05015i,-0.047318-0.045481i,-0.026643-0.029729i,-0.0065832-0.013006i,0.0082532-0.0067708i,0.013327-0.003417i,0.012594+0.0025715i,0.01367+0.0038371i
-0.52816-0.43265i,-0.80349-0.59631i,-0.83159-0.5774i,-0.62434-0.47993i,-0.35354-0.37057i,-0.17082-0.20234i,-0.061922-0.048175i,0.00074912+0.0078107i,0.033783+0.006233i,0.054769-0.018989i,0.051731-0.04579i,0.036116-0.044371i,0.034837-0.026875i,0.050418-0.010897i,0.069135-0.0045231i,0.065111-0.013349i,0.034399-0.028174i,0.0022464-0.032508i,-0.012271-0.015968i,-0.010128+0.0084143i,-0.0033896+0.022603i,0.0063048+0.023036i,0.010735+0.016838i
0.56578-0.46598i,0.75045-0.65987i,0.67991-0.50787i,0.51742-0.19452i,0.35433-0.075409i,0.14182-0.071546i,-0.0026916+0.011761i,0.00035281+0.077194i,0.018916+0.069047i,0.0039642+0.057865i,-0.018581+0.048841i,-0.03349+0.037636i,-0.030858+0.022691i,-0.037221+0.0022102i,-0.050204-0.00026724i,-0.04199+0.014959i,-0.020089+0.032581i,-0.0038747+0.036796i,-0.0002416+0.018397i,-0.005293-0.0060811i,-0.010064-0.023126i,-0.015372-0.024356i,-0.015127-0.014152i
0.33544+0.63394i,0.45332+0.78584i,0.25326+0.54798i,-0.072744+0.30198i,-0.11706+0.30356i,0.0449+0.23171i,0.0764+0.042621i,0.003089-0.017479i,-0.012718+0.0045875i,0.0059558+0.007139i,0.023673+0.0079743i,0.033048+0.016656i,0.03211+0.030198i,0.042993+0.035903i,0.059084+0.022695i,0.059028-0.0059608i,0.042186-0.032101i,0.023914-0.038482i,0.014713-0.024781i,0.0088048-0.0054839i,0.0013275+0.0065388i,-0.0040463+0.006138i,-0.0068617+0.0010218i
-0.67148+0.2763i,-0.828+0.55671i,-0.53866+0.7524i,-0.13372+0.68575i,0.007791+0.40903i,0.0057687+0.16285i,0.011114+0.016079i,-0.011104-0.060447i,-0.047286-0.065181i,-0.06905-0.031468i,-0.073029+0.0056612i,-0.057908+0.017884i,-0.052585+0.0029075i,-0.077265-0.011284i,-0.1098-0.0098579i,-0.11718+0.0086685i,-0.094352+0.027559i,-0.059683+0.030697i,-0.02682+0.014677i,0.00033738-0.010885i,0.015705-0.027334i,0.016767-0.029029i,0.012663-0.022269i
-0.18772-0.70195i,-0.42134-1.0247i,-0.56802-1.0666i,-0.51746-0.92369i,-0.36591-0.69142i,-0.24344-0.37858i,-0.15636-0.094192i,-0.081187+0.046294i,-0.020016+0.063997i,0.028265+0.024673i,0.05847-0.025731i,0.067547-0.059343i,0.070086-0.062417i,0.092159-0.03956i,0.12351-0.017444i,0.12544-0.011754i,0.092076-0.015894i,0.04914-0.018322i,0.020226-0.003061i,0.013488+0.021659i,0.017685+0.030846i,0.015508+0.027044i,0.0076804+0.024911i
0.70856-0.091225i,1.0284-0.1694i,1.016-0.09853i,0.80999+0.073187i,0.57626+0.099322i,0.3147-0.0012959i,0.14804-0.043591i,0.1041-0.038533i,0.063605-0.025502i,0.015286+0.0084113i,-0.018643+0.031947i,-0.041481+0.044211i,-0.050777+0.048301i,-0.073172+0.034056i,-0.095653+0.018623i,-0.084064+0.013064i,-0.043999+0.016388i,-0.0035609+0.018316i,0.010012+0.0059328i,-0.0071669-0.0073273i,-0.029569-0.0016643i,-0.02924+0.012815i,-0.013401+0.013978i
-0.020946+0.65831i,-0.0080295+0.81981i,-0.086967+0.49706i,-0.25705+0.093696i,-0.27483+0.031186i,-0.077211+0.041668i,0.020018-0.069208i,-0.024486-0.096533i,-0.02228-0.052137i,0.0046938-0.054993i,0.0043991-0.061788i,0.00027042-0.046566i,0.0066135-0.024996i,0.03913-0.0096301i,0.067636-0.013269i,0.054329-0.022234i,0.016679-0.021138i,-0.0072495-0.0078856i,-0.00052543+0.0098197i,0.021397+0.014909i,0.0369+0.0032652i,0.035798-0.013768i,0.020446-0.022387i
-0.56869-0.07988i,-0.69619+0.071347i,-0.41197+0.33428i,-0.054282+0.3991i,-0.011057+0.20909i,-0.13395+0.094852i,-0.13403+0.11104i,-0.056116+0.061199i,-0.030346-0.016649i,-0.039663-0.025858i,-0.038881+0.0092864i,-0.020025+0.035341i,-0.013801+0.029986i,-0.0474+0.02352i,-0.083925+0.038722i,-0.076617+0.056488i,-0.03562+0.057349i,-0.0068718+0.042117i,-0.0064696+0.019269i,-0.016301-0.0038906i,-0.024099-0.020445i,-0.023902-0.023113i,-0.01606-0.014888i
0.14506-0.51734i,0.14309-0.79799i,0.035986-0.8666i,-0.055266-0.76527i,-0.08896-0.56206i,-0.11487-0.26986i,-0.095599-0.026038i,-0.030241+0.074535i,0.014362+0.078612i,0.045166+0.053265i,0.079311+0.0088594i,0.090728-0.037335i,0.089229-0.0556i,0.10527-0.064176i,0.11858-0.077536i,0.092921-0.085686i,0.036636-0.081561i,-0.0059821-0.065019i,-0.014143-0.036961i,-0.0083091-0.0076402i,-0.0065304+0.013693i,-0.004119+0.028032i,0.0047553+0.029148i
0.47829+0.10727i,0.66722+0.21156i,0.62819+0.38211i,0.50777+0.5656i,0.42397+0.52204i,0.30139+0.24172i,0.18615+0.02988i,0.12849-0.040928i,0.057463-0.044039i,-0.013681+0.0048492i,-0.046031+0.047042i,-0.060884+0.064085i,-0.069964+0.07328i,-0.090815+0.079968i,-0.10668+0.087358i,-0.082836+0.081388i,-0.033003+0.055587i,0.0040058+0.021618i,0.0059383-0.0019656i,-0.004086+0.0026105i,0.0049195+0.017901i,0.017362+0.013908i,0.01251+0.00164i
-0.23832+0.47095i,-0.43831+0.50237i,-0.60902+0.13317i,-0.70349-0.23696i,-0.5886-0.21315i,-0.2617-0.068263i,-0.070932-0.063984i,-0.089537-0.045068i,-0.077569+0.021529i,-0.025351+0.015095i,-0.014696-0.025474i,-0.018496-0.046244i,-0.0010602-0.05243i,0.051045-0.064125i,0.095471-0.08819i,0.087271-0.09596i,0.05044-0.073052i,0.023134-0.033625i,0.021551-0.0084253i,0.030081-0.022125i,0.022669-0.053125i,0.0018141-0.059945i,-0.013174-0.040827i
-0.43861-0.24617i,-0.54035-0.2421i,-0.36248+0.057707i,-0.051296+0.3191i,0.079888+0.25495i,0.00093375+0.14054i,-0.036421+0.11604i,-0.005777+0.050159i,-0.015408-0.02374i,-0.037677-0.032845i,-0.04289-0.0015982i,-0.02729+0.043789i,-0.014565+0.064636i,-0.049679+0.06855i,-0.090816+0.082458i,-0.086586+0.083362i,-0.059354+0.064519i,-0.039363+0.046424i,-0.03338+0.036855i,-0.027507+0.0414i,-0.012955+0.050975i,0.0055224+0.047355i,0.02114+0.031939i
0.2909-0.26656i,0.43764-0.31141i,0.40449-0.37248i,0.20841-0.45362i,0.022653-0.37725i,-0.084991-0.19506i,-0.13361-0.053981i,-0.10984+0.046942i,-0.026499+0.086394i,0.043272+0.066999i,0.072232+0.028991i,0.062001-0.014499i,0.038072-0.041295i,0.045369-0.063162i,0.050777-0.084353i,0.022277-0.068734i,-0.00632-0.026437i,-0.012651-0.0023437i,-0.0060345-0.00092599i,-0.0049009-0.0053442i,-0.0098505-0.0017271i,-0.0065452+0.006273i,0.0015252+0.00052242i
0.38961+0.14171i,0.47756+0.22632i,0.43125+0.38544i,0.33426+0.54447i,0.2515+0.48339i,0.22143+0.25051i,0.22016+0.076799i,0.17724+0.0055761i,0.087278+0.0015895i,0.016141+0.034718i,-0.013176+0.060619i,-0.015483+0.0678i,-0.011831+0.066453i,-0.023539+0.081063i,-0.020339+0.10211i,0.011261+0.079836i,0.035552+0.024087i,0.038945-0.01042i,0.033271-0.011032i,0.032529-0.0033067i,0.032976-0.0050363i,0.020311-0.008034i,0.0062061-0.0012263i
-0.21968+0.43651i,-0.17083+0.3454i,-0.063718-0.15471i,-0.068023-0.60965i,-0.066862-0.58341i,0.084131-0.32409i,0.15985-0.20943i,0.074469-0.15419i,0.015827-0.086155i,0.016792-0.079808i,0.020387-0.0995i,0.028295-0.10977i,0.030535-0.11622i,0.02667-0.12353i,0.01727-0.12836i,3.2976e-05-0.098009i,-0.0042436-0.041443i,0.0071766-0.010385i,0.011658-0.018084i,-0.006929-0.03273i,-0.03385-0.026927i,-0.044165-0.0093259i,-0.040369+0.0072419i
-0.4365-0.50884i,-0.58487-0.58227i,-0.42439-0.27541i,-0.036315+0.1021i,0.16389+0.13217i,0.0012082-0.033037i,-0.16722-0.081808i,-0.12027-0.096755i,-0.052206-0.13483i,-0.060784-0.11256i,-0.079378-0.042881i,-0.071374+0.032331i,-0.051083+0.078511i,-0.047302+0.10293i,-0.041555+0.12012i,-0.020802+0.099697i,-0.016086+0.057753i,-0.025667+0.034536i,-0.025619+0.026534i,-0.0069543+0.014447i,0.01985-0.0058097i,0.033983-0.019215i,0.035055-0.021523i
0.37789-0.11799i,0.36916-0.034014i,0.13426-0.016245i,-0.11177-0.14779i,-0.22093-0.20561i,-0.27129-0.065778i,-0.26562+0.15631i,-0.1577+0.26308i,-0.008806+0.19336i,0.078309+0.081287i,0.092654+0.0073002i,0.049663-0.041663i,0.0073314-0.061668i,0.012203-0.084467i,0.0083473-0.11002i,-0.020748-0.098493i,-0.029494-0.081948i,-0.025621-0.086214i,-0.031429-0.080461i,-0.042985-0.051227i,-0.051001-0.010574i,-0.046429+0.016282i,-0.037487+0.01866i
0.22188+0.28486i,0.21431+0.30863i,0.11391+0.40882i,0.098465+0.51559i,0.17775+0.36146i,0.24309+0.092464i,0.261-0.03362i,0.21283-0.03367i,0.094897+0.005901i,-0.010294+0.042801i,-0.049235+0.061622i,-0.022131+0.064466i,0.020657+0.056706i,0.039463+0.064937i,0.058224+0.071224i,0.066959+0.042978i,0.047294+0.019957i,0.033359+0.02655i,0.048944+0.031247i,0.071591+0.013406i,0.077475-0.014011i,0.063503-0.025669i,0.043157-0.018654i
-0.28837+0.4554i,0.051062+0.6122i,0.48702+0.29918i,0.48006-0.16908i,0.18204-0.21566i,0.065024-0.027708i,0.089896-0.013418i,0.070837-0.050706i,0.056696-0.017364i,0.076456+0.0030067i,0.073425-0.0056864i,0.04134-0.011965i,0.015562-0.020199i,-0.0030476-0.044142i,-0.035781-0.050584i,-0.046218-0.012977i,-0.0083882+0.023309i,0.035649+0.024866i,0.047612+0.010156i,0.030436+0.0011661i,0.0052912+0.00018576i,-0.0094307+0.0022638i,-0.011803+0.0042979i
-0.27257-0.8012i,-0.59891-1.0379i,-0.73091-0.71559i,-0.5289-0.068949i,-0.2824+0.28459i,-0.24652+0.21092i,-0.30958+0.053206i,-0.2672-0.012378i,-0.15284-0.044536i,-0.10367-0.062216i,-0.10109-0.02464i,-0.072426+0.026576i,-0.037579+0.037247i,-0.022528+0.023282i,-0.018646-0.0050123i,-0.039236-0.038233i,-0.079809-0.03604i,-0.099468+0.0091412i,-0.069005+0.047325i,-0.013713+0.037461i,0.015749+0.0012334i,0.017444-0.019118i,0.014269-0.024007i
0.55965+0.19373i,0.5372+0.29438i,0.14474+0.26562i,-0.26853+0.13448i,-0.3615+0.092359i,-0.19008+0.14162i,-0.0089018+0.14749i,0.020781+0.11151i,-0.015764+0.092601i,-0.0015811+0.069933i,0.033075+0.0090304i,0.043206-0.062597i,0.034492-0.092376i,0.029279-0.073875i,0.036082-0.051968i,0.039673-0.048534i,0.035488-0.053974i,0.015038-0.049656i,-0.012411-0.010261i,-0.0072359+0.049725i,0.02813+0.078856i,0.045158+0.056573i,0.031324+0.018292i
-0.23367+0.28704i,-0.19699+0.2856i,-0.088073+0.2777i,0.052337+0.30466i,0.10124+0.18279i,0.035158+0.018435i,0.0010109+0.007065i,0.029648+0.096327i,0.073699+0.21885i,0.12934+0.26961i,0.12218+0.19659i,0.072074+0.12173i,0.06055+0.09793i,0.059665+0.09481i,0.047132+0.083928i,0.03671+0.057739i,0.047762+0.041194i,0.081226+0.026959i,0.093592-0.010588i,0.054256-0.055003i,-0.0024593-0.071035i,-0.026342-0.050906i,-0.014285-0.019848i
-0.098671+0.10358i,0.23098+0.39762i,0.75669+0.3776i,0.79661-0.020406i,0.41107-0.24313i,0.20643-0.2264i,0.1285-0.25775i,-0.05177-0.20896i,-0.16402-0.070842i,-0.15984-0.035744i,-0.1374-0.042586i,-0.11324-0.014923i,-0.10308+0.014996i,-0.10222+0.039865i,-0.073508+0.076732i,-0.017326+0.10709i,0.019168+0.1076i,0.018246+0.078691i,-3.3101e-05+0.036766i,-0.0069582+0.013942i,0.004334+0.0096881i,0.0060937+0.0042045i,-0.0023093+0.0018215i
0.13558-0.71189i,-0.29869-1.2i,-0.82196-1.2067i,-0.98208-0.74044i,-0.89597-0.32328i,-0.80345-0.12534i,-0.60419-0.028364i,-0.29644-0.030975i,-0.065073-0.038386i,0.058482+0.012686i,0.11411+0.026925i,0.13014-0.019509i,0.14416-0.075589i,0.14409-0.13455i,0.11401-0.19484i,0.052584-0.21666i,-0.023075-0.15894i,-0.057871-0.039773i,-0.018963+0.056808i,0.040852+0.085556i,0.076103+0.073094i,0.095369+0.028586i,0.089935-0.021433i
0.19269+0.65276i,0.33638+0.9317i,0.29477+0.92013i,0.31655+0.6311i,0.59988+0.24323i,0.78998-0.032557i,0.63054-0.056152i,0.33359+0.02099i,0.10511+0.032071i,-0.0078374-0.0077692i,-0.047551-0.033867i,-0.051939+0.0044649i,-0.029244+0.061884i,-0.029894+0.087733i,-0.041983+0.099538i,-0.025726+0.06643i,-0.019474-0.020838i,-0.045056-0.10037i,-0.083011-0.12529i,-0.10162-0.098967i,-0.09745-0.055596i,-0.078411-0.0037077i,-0.035559+0.039773i
-0.59503-0.049471i,-0.55695+0.035976i,-0.2386+0.057949i,-0.0036531-0.11941i,-0.12822-0.47759i,-0.3365-0.63452i,-0.30185-0.49213i,-0.17873-0.33995i,-0.18781-0.24187i,-0.27061-0.094974i,-0.26087+0.053191i,-0.16132+0.12586i,-0.082979+0.11312i,-0.064908+0.049953i,-0.074941+0.013339i,-0.062767+0.033495i,-0.021206+0.05899i,0.01856+0.053126i,0.038206+0.019624i,0.023551-0.0052272i,0.0022467+0.013773i,0.0042673+0.041549i,0.0063618+0.048072i
0.51013+7.9276i,3.2303+6.5346i,6.8808+5.23i,7.9371+1.9555i,6.4187-1.4446i,3.3869-3.0291i,0.71192-2.0343i,-0.3591-0.38708i,-0.05854+0.49675i,0.65611+0.29391i,0.54539-0.50339i,-0.33897-0.98974i,-1.2039-0.92363i,-1.6288-0.45353i,-1.4281+0.10574i,-0.8769+0.40163i,-0.40881+0.31348i,-0.15369+0.050522i,0.00352-0.13701i,0.11456-0.236i,0.16781-0.31599i,0.15009-0.29288i,0.13639-0.13495i
-0.10854+0.19697i,-0.32325+0.032052i,-0.62317-0.25082i,-0.55866-0.45952i,-0.12873-0.59868i,0.18669-0.59965i,0.21645-0.44032i,0.081857-0.28713i,-0.082918-0.18252i,-0.19044-0.091749i,-0.21037+0.0080435i,-0.1366+0.084673i,-0.04045+0.077548i,-0.010337+0.014012i,-0.03579-0.04274i,-0.041866-0.06015i,0.0058999-0.059377i,0.060673-0.059106i,0.076808-0.055183i,0.058411-0.046238i,0.023419-0.017881i,-0.0056363+0.018237i,-0.010443+0.040366i
-0.31385+0.36673i,-0.11434+0.86243i,0.27346+1.2604i,0.46363+1.2431i,0.31135+0.87295i,0.10302+0.47513i,0.080956+0.20231i,0.12628-0.0046368i,0.10355-0.14201i,0.055186-0.15566i,0.032601-0.099501i,0.013844-0.028923i,-0.01249+0.026079i,-0.036459+0.046773i,-0.038204+0.066338i,-0.028437+0.093225i,-0.038997+0.11473i,-0.045998+0.11122i,-0.03618+0.059272i,-0.041507+0.0025062i,-0.041034-0.0061473i,-0.010314+0.005413i,0.01564+0.0034372i
0.24016-0.51973i,0.3455-0.85022i,0.37134-1.1149i,0.15359-1.2206i,-0.22998-1.0543i,-0.45472-0.65442i,-0.41965-0.25234i,-0.27177+0.025004i,-0.12788+0.17585i,-0.033906+0.2054i,0.01721+0.14665i,0.052894+0.056753i,0.056186-0.014244i,0.010476-0.053228i,-0.040966-0.065424i,-0.069466-0.06139i,-0.09765-0.052325i,-0.11957-0.040621i,-0.10866-0.024939i,-0.065499-0.0031672i,-0.017007+0.013232i,0.017711+0.015261i,0.033136+0.010985i
0.26527+0.12545i,0.1105+0.0001884i,-0.22652-0.12065i,-0.46966-0.093446i,-0.483-0.027305i,-0.3581+0.003506i,-0.18736+0.05164i,-0.064358+0.073674i,-0.04333+0.11079i,-0.020297+0.15805i,0.013664+0.10693i,-0.0049997+0.022785i,-0.015387-0.00016228i,0.010428+0.013842i,0.037429+0.02474i,0.052789+0.01977i,0.06217+0.024119i,0.066092+0.039586i,0.046987+0.042261i,0.0049968+0.036438i,-0.033733+0.028715i,-0.050636+0.017508i,-0.041491+0.007111i
-0.28695+0.36376i,-0.059986+0.50429i,0.21593+0.36472i,0.19747+0.10243i,-0.008027+0.089233i,-0.0066656+0.2282i,0.15606+0.18312i,0.1679+0.0098057i,0.068212-0.097199i,-0.0014435-0.11258i,-0.026603-0.064462i,-0.016456-0.016744i,-0.015768-0.0049605i,-0.034457+0.012789i,-0.030977+0.041249i,0.0012456+0.048296i,0.031995+0.026432i,0.038276+3.6558e-05i,0.028302-0.0091379i,0.028119-0.014156i,0.044761-0.025368i,0.046757-0.033045i,0.01534-0.029478i
-0.13316-0.5648i,-0.38288-0.67106i,-0.48057-0.37228i,-0.30947+0.09249i,-0.074417+0.31313i,0.0088322+0.1943i,-0.045335-0.0021492i,-0.085723-0.053764i,-0.053602-0.025268i,-0.010685-0.02698i,0.0079691-0.037322i,0.0099939-0.051644i,-0.0034294-0.058563i,-0.01452-0.039076i,-0.027662-0.030245i,-0.053163-0.041339i,-0.064169-0.049087i,-0.053676-0.048282i,-0.035865-0.032839i,-0.019367-0.00577i,-0.0063284+0.011121i,0.0063797+0.0068299i,0.01334-0.007337i
0.56526+0.24497i,0.75269+0.086803i,0.52325-0.31546i,0.11432-0.62145i,-0.056161-0.62022i,-0.048525-0.44618i,-0.067138-0.24902i,-0.08312-0.080612i,-0.068916+0.016971i,-0.033298+0.038642i,0.0079133+0.0045947i,0.016287-0.020265i,0.010454-0.0076746i,0.024029+0.0033377i,0.050051+0.0074368i,0.064507+0.011744i,0.047777+0.011589i,0.012957+0.0086256i,-0.0090367+0.0069986i,-0.011837+0.0043122i,-0.015364-0.0031403i,-0.022788-0.0028659i,-0.019594+0.0079635i
-0.64576+0.20264i,-0.88366+0.42345i,-0.76263+0.71338i,-0.42104+0.91121i,-0.24885+0.81682i,-0.28181+0.56621i,-0.23316+0.36582i,-0.054113+0.1713i,0.056093-0.0040069i,0.041119-0.061007i,-0.0099371-0.026062i,-0.031934+0.021139i,-0.030746+0.037451i,-0.04245+0.03896i,-0.053076+0.048613i,-0.035779+0.055784i,-0.0083135+0.056594i,0.0080368+0.054219i,0.0065631+0.036394i,-0.0026273+0.013075i,-0.00098462+0.0036707i,0.0042711+0.00038107i,0.0024088-0.00092388i
0.22421-0.39351i,0.42626-0.51573i,0.46941-0.57225i,0.22332-0.50407i,0.021656-0.16553i,0.13033+0.15708i,0.24827+0.16322i,0.13688+0.075445i,0.021085+0.094115i,0.046303+0.10831i,0.086365+0.044351i,0.059339-0.02748i,0.022036-0.046177i,0.015505-0.04013i,0.0080243-0.042479i,-0.012459-0.039248i,-0.015405-0.026244i,0.0012935-0.016661i,0.012598-0.005156i,0.009041+0.0096588i,-0.0035679+0.014723i,-0.013884+0.011137i,-0.022482+0.0065703i
0.064747+0.068917i,-0.3297+0.059104i,-0.73054+0.14365i,-0.58322+0.25223i,-0.10517+0.14296i,0.11418-0.074136i,0.074554-0.12787i,0.021408-0.067655i,0.0056279-0.022022i,0.011092-0.014911i,0.012613+0.007749i,0.021419+0.054825i,0.028535+0.061758i,0.0047283+0.056795i,-0.0079766+0.077205i,0.0038175+0.073568i,0.00050488+0.035819i,-0.011163+0.0064429i,-0.0082467-0.0040505i,0.0025468-0.0094367i,0.016209-0.0077233i,0.02631-0.0025579i,0.027475+0.0063473i
-0.069432+0.4513i,0.29743+0.61532i,0.65295+0.52458i,0.55524+0.2728i,0.17338+0.080793i,-0.053759-0.0018846i,-0.071052-0.05056i,-0.018524-0.068624i,0.016258-0.071869i,0.0025977-0.082321i,-0.027678-0.09586i,-0.048559-0.092537i,-0.048259-0.052542i,-0.0053534-0.015389i,0.043276-0.020679i,0.059642-0.026359i,0.065651-0.0023299i,0.058125+0.0091677i,0.018167+0.00039504i,-0.025798+0.006616i,-0.041124+0.017887i,-0.031792+0.016571i,-0.014375+0.009249i
-0.22405-0.56993i,-0.41378-0.71615i,-0.45954-0.6224i,-0.3553-0.41178i,-0.25978-0.20398i,-0.21822-0.04091i,-0.18078+0.019909i,-0.14362+0.0068673i,-0.1056+0.0054876i,-0.082195+0.032364i,-0.067566+0.065028i,-0.044597+0.078209i,-0.021194+0.069119i,-0.012252+0.053185i,-0.022358+0.038876i,-0.037078+0.020885i,-0.050736-0.0095347i,-0.058598-0.019739i,-0.037631+0.0042707i,0.0066489+0.014634i,0.033082-0.0012579i,0.030025-0.016394i,0.015324-0.025942i
0.45142+0.19348i,0.45927+0.2385i,0.23131+0.25033i,0.094264+0.2361i,0.15645+0.17084i,0.1684+0.081623i,0.068839+0.067586i,0.007739+0.091297i,0.011981+0.076362i,0.033294+0.047619i,0.054369+0.033221i,0.066243+0.016366i,0.064028-0.0080052i,0.055758-0.025666i,0.045215-0.028076i,0.033028-0.013306i,0.029778+0.0085611i,0.039317+0.013286i,0.041911-0.0037912i,0.018132-0.01081i,-0.012795+0.0066814i,-0.027248+0.024595i,-0.027279+0.029225i
-0.24786+0.3296i,-0.097801+0.36224i,0.19679+0.15405i,0.27999-0.08865i,0.12267-0.11751i,0.023392+0.019988i,0.057317+0.11157i,0.10444+0.076192i,0.089832-0.019717i,0.036302-0.07628i,0.0048957-0.080462i,-0.0022018-0.069813i,-0.01348-0.048285i,-0.025357-0.011986i,-0.015044+0.023834i,0.010816+0.037167i,0.021153+0.028796i,0.006411+0.0078181i,-0.022177-0.020704i,-0.037874-0.038322i,-0.029658-0.041094i,-0.013906-0.031728i,0.0024114-0.010853i
-0.27193-0.5163i,-0.52336-0.57191i,-0.63646-0.28283i,-0.47946+0.13229i,-0.15994+0.3416i,0.092652+0.27455i,0.14779+0.1123i,0.089024+0.03386i,0.046294+0.037368i,0.029345+0.041451i,0.0091388+0.025999i,-0.014679+0.0062365i,-0.021325-0.00018379i,0.0049503+0.0026582i,0.029799-0.014755i,0.022242-0.044558i,0.0051312-0.055677i,-0.002155-0.037503i,5.7848e-05+0.00053065i,0.01157+0.032767i,0.024271+0.038774i,0.029888+0.024015i,0.031329+0.0015415i
0.68538+0.11527i,0.94253-0.01198i,0.78575-0.28011i,0.39937-0.51186i,0.12459-0.57655i,-0.0084741-0.47682i,-0.034213-0.30519i,-0.02131-0.16614i,-0.030538-0.069234i,-0.019891-0.0069797i,-0.0049701+0.0070721i,-0.016398+0.009278i,-0.022305+0.0072643i,-0.027822-0.02206i,-0.047819-0.046163i,-0.067609-0.032826i,-0.071517-0.0025683i,-0.054383+0.015434i,-0.028026+0.014451i,-0.018391-0.00080803i,-0.03466-0.011348i,-0.051258-0.0092077i,-0.051991-0.0063341i
