-2.7816e-05+0.00097167i,0.0011768-0.00038129i,-0.00020933-0.0013263i,-0.0011671+2.3877e-05i,-0.0020845+0.0018474i,-0.002147+0.0015495i,-0.00059216+0.0014565i,0.00090236+0.0013073i,0.0015174+0.00051766i,0.0011642+0.00018986i,0.00064466-0.00014487i,0.00038442-0.00042124i,0.00012414-0.0007542i,-0.00055764-0.0010996i,-0.0013245+9.4398e-05i,-0.001046+0.00080094i,-1.8816e-05+8.4253e-05i,0.0004359-0.00037795i,0.00017317-0.00035214i,-0.00015154+0.00014329i,-0.00076051-1.5904e-05i,-0.00088647-0.00022941i,-0.00046316+1.992e-05i
0.00058228-0.0014048i,0.00058084-0.0024011i,-0.00071482-0.0032912i,-0.00099249-0.0027623i,-0.0009626-0.0010131i,-0.001384+0.00062651i,-0.0010418+0.0010129i,-0.00055058+0.00026771i,-0.00077778-0.00068353i,-0.00181-0.00088086i,-0.001755-0.00029692i,-0.0014187-0.00016655i,-0.0010564-0.00085952i,-0.0002238-0.0014871i,-3.8726e-05-0.0011105i,3.401e-05-0.00083052i,0.0008976-0.00036484i,0.0014032+0.000316i,0.00076248+0.00011351i,0.00081198-0.00038015i,0.0006753+0.00044116i,-0.00023086+0.00099379i,-4.8846e-05+0.000474i
-0.00023152+0.0003526i,0.00029792-0.00018291i,0.00032002-0.00073947i,-0.00042849+0.00019362i,-0.00021973+0.0013634i,-9.2858e-05+0.002212i,0.00018208+0.0018554i,0.00031515+0.0010864i,-0.00012388-0.00040253i,-0.00036552-0.0016504i,-0.00037278-0.0022906i,-0.00054518-0.0030064i,-0.00055415-0.0024638i,0.00043366-0.00053437i,0.00074597+0.00019365i,0.00045998+7.8814e-05i,0.00078088+0.00040682i,0.00097674+0.00036292i,0.00056769+0.00016621i,3.8061e-05+8.4546e-05i,-8.3692e-05+5.0358e-05i,-0.00019176-1.5446e-05i,-0.0001584-0.00021877i
-0.00031532-0.0014086i,-8.1356e-05-0.0011416i,-0.00033724-4.8609e-05i,-0.00077879-0.00044552i,-0.00060863-0.00016682i,0.00081035-0.0001275i,0.0011081+0.00010172i,0.0011234+0.00054077i,0.0015254+0.00015797i,0.001637-0.00045511i,0.0017216-0.00024155i,0.0012327-0.00013703i,0.00076141+6.6558e-05i,0.00065441+0.0010688i,0.00022263+0.0012965i,-0.0005959+0.00079033i,-0.00062389-0.00056046i,-0.00013495-0.0014218i,0.00024953-0.0010203i,0.00070823-0.00037541i,0.00047785-9.3204e-05i,5.6398e-05-0.00055243i,0.00010647-0.00078468i
-0.00077947+0.00098183i,0.0012839+0.0014283i,0.0017399+0.0019805i,0.00061059+0.0014799i,0.00010342+0.00089442i,-0.0001264+0.00091544i,-0.0004715+0.000784i,-0.00046109+0.0008141i,-0.00028561+0.0013098i,0.00041651+0.0015501i,0.00095923+0.0014955i,0.00089424+0.0015869i,0.00028934+0.00050943i,-0.00034269-0.00010433i,-0.0006737+0.00016285i,-0.00020038+0.00011524i,0.00066506-0.00049999i,0.00066936-0.00058361i,7.0902e-05-1.1639e-05i,-7.4982e-06+0.00031968i,-0.00017813-0.00040604i,-0.00065135-0.00074687i,-0.00034513-0.00012043i
-0.0015709+0.0027247i,-0.00044273+0.0023856i,-0.00016345+0.0020473i,0.0004303+0.0023918i,0.00093527+0.0029909i,0.00074412+0.0027452i,1.0448e-06+0.0014522i,-0.00031522+0.00082446i,2.1682e-05+0.00058433i,-0.0004169+0.00028776i,-0.00094185+0.00058513i,-0.00034641+0.0009263i,-9.6232e-05+0.00077269i,-0.00043996+0.00056957i,-0.00086792+0.0007783i,-0.0010554+0.00089225i,-0.00088723+0.00070831i,-0.00029066+0.00083325i,-5.4409e-05+0.00058411i,-0.00079087+6.2593e-05i,-0.0011025+0.00021794i,-0.00054164+0.00025461i,0.00049582-0.0002757i
-0.00027503-0.0012409i,-0.0011165-0.0012748i,-0.00048513-0.0012607i,-0.00020671-0.0013082i,-0.00031649-0.00048595i,-0.00076366+0.00093227i,-7.4632e-05+0.0015488i,0.00060284+0.00051048i,0.00023609-0.00091692i,-0.00084368-0.0010827i,-0.0013663-0.00091634i,-0.0012474-0.00094452i,-0.0011478-0.00049015i,-0.00096147-0.00057567i,-0.00045467-0.00093469i,-0.00039598+6.7566e-05i,-0.00093285+0.00047509i,-0.00081915+0.00091307i,-0.00027018+0.0012031i,0.00054192+0.00020087i,0.00056601+0.00020272i,0.00045182+0.00057021i,0.00093166+4.6998e-05i
0.0006006+0.00059667i,0.00034139+0.0013297i,-0.0010079+0.0023035i,-0.0020552+0.0022909i,-0.0017811+0.0018954i,-0.00052108+0.0017858i,-0.00046984+0.001424i,-0.00041722+0.00091506i,-5.7803e-05-0.00021006i,8.3597e-06-0.00094941i,0.00027847-0.0012587i,0.00052752-0.0014236i,-1.1871e-05-0.0010325i,-3.602e-05-0.00049348i,0.00049886-0.00029687i,0.00050007-0.00025875i,0.00029096+7.8101e-05i,-0.00027171+0.00048661i,-0.0003585+5.6011e-05i,-0.00015785-0.00011758i,-0.00012537+0.00012871i,-0.00062971-0.00043357i,-0.00094676-0.0006116i
-0.00019859+0.00062731i,-0.0011195+0.00096864i,-5.8335e-05+4.2775e-05i,0.00088702-0.0011018i,0.00074004-0.0010826i,-0.00040252-0.00042264i,-0.0008561+8.8398e-05i,0.00017934+0.00053688i,0.00069471-4.8945e-05i,0.00054797-0.00077704i,0.0012812-0.00030862i,0.0014993-0.00015411i,0.00083194-0.0001856i,0.00043707+5.9103e-05i,0.00072379-8.6061e-05i,0.00089886+0.00025872i,0.00027613-0.00010481i,-0.00022256-0.00042551i,5.3981e-05-0.00013936i,-3.481e-05-0.00075635i,-2.295e-05-0.0014279i,0.00032239-0.00055202i,0.00063121+0.00042373i
-0.00093497+0.00089372i,-0.0021854-0.00060772i,-0.00197-0.00061216i,-0.0016032-0.00045263i,-0.0013238-0.00020069i,-0.0013937+0.00027714i,-0.00063562+0.00094906i,-0.00012133+0.0011645i,0.00023427+0.00077139i,0.00047925+0.00039777i,-3.9859e-07-4.1587e-05i,0.00043102-0.0005527i,0.00083345-0.0001777i,5.6578e-05+0.001075i,-0.00034445+0.001024i,0.00012244+0.00050659i,0.00045099+0.00061842i,0.0010563+0.0004737i,0.0012685-0.00028987i,0.00090958-0.0002758i,0.00091667+0.00029637i,0.0006245+7.6111e-05i,-0.00022518-0.00023381i
0.00091175+0.00034659i,0.0015248+0.00045123i,0.0019742-0.00048228i,0.0026059-0.0010552i,0.0023987-0.00065236i,0.0018272-0.0010256i,0.00059584-0.00011469i,-4.7474e-05+0.00089395i,0.00030785+0.00087765i,-0.00079169+0.0011304i,-0.0016729+0.00079023i,-0.00074889+0.00056207i,-0.00068328+0.0010966i,-0.0013894+0.0011347i,-0.00098565+0.00094891i,-4.8114e-05+0.001148i,-0.0006153+0.00088676i,-0.00037627+0.00037933i,0.00047249-0.0006178i,0.00010083-0.001649i,0.00037627-0.00063507i,0.00092087+0.00013157i,0.00062208-0.00033508i
-0.00020092-3.5993e-05i,-0.00097917+0.00015272i,-0.00080754-0.00018985i,-0.001259-0.00040909i,-0.0015459-7.901e-05i,-0.0015663+0.00095171i,-0.001521+0.00082099i,-0.00026179+5.9331e-05i,0.0006998+2.9483e-05i,-0.00016093-0.00026399i,-0.0011576-0.00063984i,-0.0017055-0.00087379i,-0.0012346-0.00098987i,0.00011612-0.00052953i,0.00044605-0.00035664i,8.6712e-05-0.00021465i,-0.00082752+0.00042393i,-0.0010407+0.00063576i,-0.00082654+0.00043443i,-0.00063814+0.00049097i,-3.163e-05+8.9312e-05i,0.00029338-8.0511e-05i,2.2524e-05+0.00091609i
-0.00092807+0.00085515i,-0.00043319+0.00047294i,-0.00057815+0.00074276i,-0.000351+0.0013176i,0.00075613+0.0012214i,2.0293e-05+0.0013577i,-0.0012112+0.001428i,-0.001143+0.00086619i,-0.00016848+0.00015686i,0.0010974+9.6917e-05i,0.00093283+0.00012299i,0.00016902-0.00016408i,-5.0477e-05-0.00035819i,0.00024336-0.00063965i,0.00058113-0.00059171i,0.00028739-0.00044358i,-0.0006113+4.645e-05i,-0.00078726-3.8845e-05i,-0.0003453-0.00032897i,-0.00023276-0.00039161i,-0.00022045-0.00016883i,2.1499e-05-5.0128e-05i,0.00032784-0.00051979i
-0.00017988-0.0008573i,0.0010199-0.0023417i,0.00036757-0.002116i,-0.00051477-0.0016909i,-0.00031707-0.0015614i,-0.00052487-0.00014902i,-0.00073359+0.00045541i,-0.0004349-6.7326e-06i,-1.9354e-05-0.00039529i,0.00073617-0.00027842i,0.00058997+0.00033486i,0.00055522-1.9947e-05i,0.00097989-0.00020055i,0.0010011+0.00029376i,0.001165+4.8207e-05i,0.00073109-0.00014504i,-0.00012031-0.00078025i,-0.00024941-0.00085302i,3.4035e-05-0.00033477i,-0.00050658+0.00020561i,-0.0010754+0.00020456i,-0.0007775+6.3798e-05i,-0.00075013-0.00013926i
-0.00062794+0.0018511i,-0.0017341+0.0027936i,-0.00085536+0.0034576i,-0.001269+0.0024681i,-0.0017432+0.0020459i,-0.00050369+0.0018492i,0.0005228+0.001125i,0.0012247+0.00030337i,0.0016083-0.00035869i,0.0011472+0.00043101i,0.00042798+0.0014632i,0.00063411+0.0018941i,0.00048593+0.0020533i,0.00024155+0.0014961i,0.00059724+0.00075892i,0.00084264+0.00084463i,0.0013277+0.00062464i,0.001004+0.00030654i,8.8442e-05-0.00010173i,-0.00015165+0.00021332i,-0.00035271+0.00067582i,-0.00029233+2.2472e-05i,0.00021148-0.00046382i
-0.001662-8.3834e-05i,-0.0015573-0.00060169i,-0.00049573-0.0017867i,0.00022956-0.0027286i,0.0002166-0.0018711i,-0.0009493-0.00057213i,-0.0009654-2.346e-05i,-0.00053958+0.00046223i,-0.00044082+0.00059527i,-8.965e-05+0.0003764i,-0.0008254+0.0001355i,-0.0016494+0.0005641i,-0.0013607+0.00068841i,-0.00094025+0.00057405i,-0.00088806+0.00057254i,-0.00095017+0.00042783i,-0.00035397+0.00056766i,6.8389e-05+0.00021477i,-0.00059472+0.000306i,-0.00063255-0.00011841i,-0.00067587-0.00011985i,-0.00051644+0.00037258i,0.00043737-0.00010814i
0.0011976+0.00055457i,0.0013284-0.00042163i,0.00056898-0.0008531i,-0.00088639+0.00054707i,-0.0024123+0.0012694i,-0.0018795+0.0012833i,-0.00055192+0.0014065i,-0.00046189+0.001097i,-0.00056926+0.00040982i,-0.00041599-0.00062298i,-0.0003856-0.0011218i,-0.00034956-0.0010748i,-2.2166e-05-0.00095167i,-0.00011451-0.00039748i,-0.00016782+0.00036183i,-0.00028247-0.0001081i,0.00040272-0.00044148i,0.00085175-0.00044328i,0.00066054-0.00043229i,0.00020935-0.0004992i,-7.3935e-05-0.00068002i,-0.0003426-0.00053916i,-0.00064439-0.00057311i
0.00020403+0.00036306i,0.00019779-0.00030155i,0.00064186-0.00066946i,7.3531e-05-0.00060731i,-0.00052509-0.0001478i,-0.00070023+0.00073019i,-0.00024226+0.0014453i,0.00039729+0.00084797i,0.00024359-7.2618e-05i,0.0012482-0.0010564i,0.0021316-0.00056815i,0.00077814-0.00020737i,-3.2731e-05-0.00067015i,0.00051306-0.00059702i,0.00080988-0.00034917i,0.00050796-0.00025928i,-0.00068524+7.0143e-05i,-0.00082794+0.00012324i,-0.00015619+4.7229e-05i,-0.00053534+4.2016e-05i,-0.00088607-0.00067873i,9.8311e-06-0.00047205i,0.00033471-3.6127e-05i
-0.0018098-0.0015824i,-0.0018203-0.0010083i,-0.0022612+0.00085618i,-0.0022306+0.0020395i,-0.0020425+0.002248i,-0.0012686+0.001346i,-0.00016813+8.8384e-06i,0.00018522+0.0001485i,0.00061536+0.00068027i,0.0014599+0.00087133i,0.0015264+0.0011211i,0.0011181+0.0005737i,0.00090373-0.00069604i,0.00030294-0.00037326i,0.00023725+0.00063052i,0.0012244+0.00079027i,0.00073549+0.00027927i,-0.00053603-0.0005533i,-0.00046465-0.00098308i,-8.3223e-05-0.0010307i,0.00023022-0.00056976i,0.0003265-0.00010107i,1.6809e-05-0.0009878i
-0.00020985+0.0018688i,0.00079192+0.0021057i,0.0017154+0.0026447i,0.0018221+0.0023164i,0.0017966+0.0017141i,0.0010181+0.0011093i,0.00019919+0.00072328i,3.2104e-05+0.00057464i,-5.9556e-05+0.00057719i,6.1206e-05+0.0002508i,0.00059376+0.00023456i,0.00079799+0.00011132i,0.00024989+2.8696e-05i,-0.00014317+0.00017128i,0.00032519+0.00074954i,0.001072+0.001258i,0.0010657+0.00051397i,0.00085033+0.00014255i,0.00065146-0.00014538i,0.00052688-0.00021262i,-3.8921e-05+0.00023699i,3.6497e-05+0.00062409i,0.00040565+0.00050462i
0.0010283+0.00070973i,-0.00045131-0.0010205i,-0.00088682-0.0028197i,-0.00044781-0.0036646i,0.00054601-0.0031225i,-0.00018891-0.00083785i,-6.1988e-05+0.00035718i,0.00072745-0.00021026i,0.00085907-0.00035646i,0.00037534-0.00039225i,-0.000405-0.00035023i,-0.001076+0.00040638i,-0.0017862+0.00067425i,-0.001591+0.00041095i,-0.001347+0.00021684i,-0.0013653-0.00021619i,-0.00082187+4.4651e-05i,-2.6721e-05+0.001058i,-0.00026037+0.0012445i,-0.00071886+0.00061412i,-0.00075162-0.00044083i,-0.00044941-0.00092565i,0.00052635-0.00026491i
0.0014323+0.00014989i,0.0014912+0.00079156i,0.00053395+0.0016278i,0.00014937+0.002027i,-0.00083351+0.0018573i,-0.00063555+0.0014804i,0.00016153+0.0009918i,0.00069406+0.0002971i,0.00066639-0.0009221i,0.00021345-0.0016215i,-2.5719e-05-0.0011969i,6.2038e-05-0.00029915i,-8.0514e-05+0.00018943i,2.54e-05-0.00022775i,-0.00025097+1.4246e-05i,-0.0011034-0.00053899i,-0.00087937-0.0011902i,0.00023807-6.2331e-05i,4.2796e-05+0.00026032i,-0.00088345+0.00026399i,-0.00059877+0.00014952i,-0.00017376+0.00020334i,-0.00056494+0.00030504i
1.3637e-05+0.0019625i,0.0013229+0.00096669i,0.002272-0.0014229i,0.0020892-0.0023364i,0.0006207-0.0012251i,-0.00024367-0.00031941i,-0.00081473-5.6011e-06i,-0.0013089-0.00010679i,-0.00036735+0.00010778i,0.00067348+0.00039072i,0.00050953-0.0006304i,0.00020719-0.0017773i,0.00050749-0.0016169i,0.00026685-0.00055525i,-0.00018302-0.00018687i,-0.0002063-0.000375i,0.00047308-2.1437e-05i,0.00035925+0.00012744i,-0.00096083+0.00018861i,-0.0015528+0.0004554i,-0.00095595+0.00065952i,-0.00047815+8.4547e-05i,-0.00070414-9.2851e-05i
-0.0001243+0.00075732i,-0.0008239-0.00033971i,-0.0002248-8.8021e-05i,-0.00044793+0.00018022i,-0.00011668-8.8101e-05i,0.0008331+0.00021308i,0.00060596+0.00027204i,0.00011165+0.0001776i,0.00034939+0.00040263i,0.00081451+0.000616i,0.0012277+0.00063216i,0.0010666+0.00018839i,-0.00014026+0.00026359i,-0.00054119+9.5428e-05i,-0.0003799+0.00054022i,-0.00056957+0.00031322i,-0.000393-0.00017987i,-9.6344e-05+3.8014e-05i,-0.00029531-0.00033038i,-0.00090562-0.00035481i,-0.00098618-0.00022777i,-0.00012779-0.00094253i,0.00047344-0.0014425i
0.0022328-0.0016667i,0.0012392-0.0025289i,0.0010779-0.001896i,0.0011757-0.00063259i,-0.00017067+0.00058231i,-0.0011236+0.0017791i,-0.0004738+0.001591i,0.0007849+0.00076556i,0.00082643+0.00039485i,-9.6126e-05+0.00027268i,-0.00025358+0.00034157i,3.8994e-05+0.0003161i,0.00030841+0.00029327i,4.487e-05+0.00078167i,-0.00092115+0.0015192i,-0.00087888+0.0015175i,0.00022338+0.00060088i,-2.32e-06-9.3049e-05i,-0.00058421-0.00046079i,-0.00066828-0.00059853i,-0.00046716-0.00025098i,-0.00018113-0.00048013i,0.00017507-0.0008822i
-0.00096645+0.0025562i,6.254e-06+0.0029745i,0.00075396+0.0031088i,0.00097344+0.0020199i,0.001292+0.00089559i,0.0010653-0.00021874i,3.0999e-05-6.0915e-05i,-0.00099661+0.00037184i,-0.0010183+0.00034228i,-0.00064801+0.00099226i,-0.00075975+0.00091665i,-0.0015435+6.0426e-05i,-0.0021997-0.00015053i,-0.0018475+0.00017439i,-0.0010287+0.00019974i,-0.00044158+0.0011928i,-7.6723e-05+0.001036i,0.00021539-0.00084741i,-0.00038287-0.0010926i,-0.00082319-0.00085716i,-0.00047792-0.00070977i,-0.00012356-0.00027087i,0.00038613-9.1609e-05i
-0.0012045+7.0589e-05i,-0.0010067-0.0011629i,-0.00033316-0.0022665i,-0.00098305-0.0019757i,-0.0022876-0.0003622i,-0.0021355+0.00074037i,-0.0009956+0.00087622i,-0.00047083+0.00097547i,-0.00045985+0.00037988i,-0.00013168-0.00045901i,-0.00039276-0.00095816i,-0.0008997-0.0013909i,-0.0011706-0.0013857i,-0.0011012-0.0014665i,-2.6197e-05-0.00056007i,0.00026469-0.00011604i,-7.9482e-05-0.00074943i,0.00024413-0.00065951i,-3.2709e-05-9.9725e-05i,-0.00077974+0.00016709i,-0.00040044-0.00017654i,-0.0005532+5.9857e-05i,-0.00050893+0.00020285i
-0.00016052+0.00089927i,-0.0012728+0.0006609i,-0.0010488+0.00076263i,-0.00011392+0.00093893i,0.00055359+0.00036659i,8.0805e-05+0.00086028i,-0.00030619+0.0011764i,0.00015259+0.00055412i,0.00091424-0.00033862i,0.0013282-0.00023106i,0.00077793-0.00034189i,-0.00027465-0.0012294i,-0.00049355-0.00094251i,-0.00025917+0.00032802i,-0.00053821+0.00070987i,-0.00026229+0.0010425i,8.3627e-05+0.00069882i,-3.33e-05-0.00013311i,-0.00066894+9.784e-05i,-0.0010789-0.00032675i,-0.0010352-0.0013458i,-0.0011667-0.0013943i,-0.0014669-0.00070355i
-0.00068067+7.7065e-05i,-0.00038514-0.00095413i,-0.0010336-0.0013781i,-0.001811-0.00093721i,-0.0016233+0.00030087i,-0.00060598+0.0015508i,-0.00024151+0.0013055i,0.00035459-2.7827e-05i,0.0013305-0.00012438i,0.0010557+5.3665e-05i,0.0012761-0.00015559i,0.0017636-0.00034247i,0.00024144-0.00049315i,-0.00010238-0.00037013i,0.00079313-0.00023459i,0.00033272-0.0002767i,0.00013874-0.00050998i,-3.5991e-05-0.00087587i,7.0491e-05-0.0012056i,0.00021797-0.00094154i,-2.3862e-05+0.00022256i,-9.7105e-05+0.001116i,0.00043825+0.00054812i
-0.0012058+0.00072816i,-0.0006129+0.001234i,-0.0004991+0.0022744i,0.00018397+0.0017653i,0.00054461+0.0018033i,0.00026617+0.00088324i,-0.00015643+0.00028775i,-0.00023612+0.00066037i,0.00017129+1.7022e-05i,0.00014666+0.00051329i,0.00040783+0.001072i,0.00095442+0.001097i,0.0005132+0.0015755i,-0.00019447+0.0018953i,-0.0008082+0.0015461i,-0.0010332+0.00035888i,-0.00066846-0.00068226i,-0.00031016-0.00062563i,0.00015535-0.0005009i,1.1444e-05-3.2296e-05i,-0.00026734+0.00032689i,0.00025753-8.9866e-05i,-7.6178e-06-7.4771e-05i
0.00026309-0.0012783i,-0.00054008-0.0014635i,-0.0012162-0.0022489i,-0.0014917-0.0018872i,-0.0020779-0.00065427i,-0.0020853+0.00015912i,-0.001509+0.00037869i,-0.00090463-0.00023781i,-0.00020398-0.00031998i,7.0396e-05+0.00014953i,-0.00073859+3.5802e-05i,-0.0010263-0.00018906i,-0.00043648+6.206e-05i,-0.00036175+5.1487e-05i,1.5998e-05-0.00086368i,0.00076212-0.001007i,0.0006315-0.00078206i,0.00028162-0.00029019i,-0.00016188+0.00064599i,-0.00031445+0.00018687i,0.00043075+0.00018865i,0.00074449+0.00077273i,0.00065583+0.00032711i
0.002003-0.00036312i,0.0016347-0.00020669i,0.0011146-0.00036987i,0.0010943-0.00046729i,0.00045755-0.00025486i,-2.7218e-05-0.0006478i,0.00063494+0.00033924i,0.0013811+0.00087913i,0.0011122+0.00019012i,0.0005103-0.00048576i,-0.00047075-0.0013123i,-0.0013923-0.0014749i,-0.001592-0.00032096i,-0.0014667+0.00024202i,-0.00099142-0.00028972i,-0.00065784+0.00025154i,-0.00075331+0.00061801i,-0.00026055+9.3627e-05i,-1.4396e-05-0.00057282i,-0.00088968-0.0009889i,-0.0013866-0.00087916i,-0.00050688-0.00086857i,-7.1292e-05-0.001081i
0.0011397+0.00042956i,0.00075408-0.00012043i,0.00038859-0.00089668i,0.00047307-0.0010696i,0.00036365-0.00057161i,0.0004341-0.00042175i,0.00034019+2.3234e-05i,0.00059314+0.00039288i,0.0004633-0.00045887i,-8.0947e-05-0.0011172i,-0.00014206-0.00096426i,0.00043762-0.00083274i,0.00029539-0.00085876i,-0.0007155-0.00072607i,-0.00070092-0.00051198i,1.4925e-05-0.00029451i,8.1352e-05+0.00041621i,0.00029002+0.00084805i,0.0006042+0.0002418i,0.00084248-6.6115e-05i,0.00053258+0.00011152i,-0.00048675-9.6014e-05i,-0.0007276-0.00047421i
-0.0021476+0.00047383i,-0.0013064+0.000641i,-0.00065948+0.0013556i,-0.00056782+0.0021204i,-0.0009274+0.002871i,-0.0015123+0.0022715i,-0.0013048+0.0012193i,-0.00080162+0.00060276i,-0.00014137+0.00041012i,0.00089767+0.00068987i,0.0014141+0.00016975i,0.0016918-0.00033387i,0.0012154-0.0001054i,1.6596e-05-1.0995e-05i,-0.000236+0.00088006i,3.7491e-06+0.0014217i,-9.6997e-05+0.00062916i,-0.00046226+0.00038785i,-0.00074152+8.4817e-05i,-0.00038844-0.00034682i,-0.00087008+4.2263e-05i,-0.00072719-0.00035624i,0.00031262-0.00053231i
0.0011277+0.0011912i,0.001515+0.00047357i,0.001973-0.00025467i,0.0018555-0.00074296i,0.0012154-0.00087682i,0.00016664-0.00089359i,-0.00037308+0.00032198i,-0.00014259+0.00066123i,0.00041274+0.00037085i,-1.0988e-05+0.0013998i,-0.00078878+0.00171i,-0.0013753+0.0010313i,-0.0010832+0.00022367i,-0.00085236-0.00034143i,-0.00063853-0.00065399i,-0.00031571-0.00015109i,-0.00030206+0.0010044i,-0.00083529+0.0012571i,-0.00056235+0.00063701i,0.00063605+0.00027059i,0.0010495+6.5711e-05i,0.00026438+7.8504e-05i,-0.00020912-0.00013735i
-0.001389-0.0015683i,-0.0026117-0.0023716i,-0.0035977-0.0013182i,-0.0028763+0.0012616i,-0.0013923+0.003017i,0.00034191+0.0024866i,0.00093647+0.0016054i,0.00015111+0.001301i,3.7238e-05+0.00060238i,0.00047017+0.00036627i,5.4638e-05+0.00058772i,-0.0001903+0.00072658i,-0.0002413+0.00048036i,-0.00092572-0.00021452i,-0.0012325-0.00091288i,-0.00059333-0.00055292i,-0.00060362-0.00017932i,-0.00078255-0.00043681i,-0.00012443-0.00034124i,-3.1057e-05+0.00013957i,0.00027824-0.00015475i,0.00083622-0.00068919i,0.00051415-0.00067304i
0.00019853+0.00084897i,0.00027806+0.00083208i,0.00085195+0.00030428i,4.3768e-05+2.0037e-05i,-0.001007+0.00047076i,-0.0012564+0.0011748i,-0.00066384+0.00075959i,0.00017425+0.00022595i,0.00014902-0.0006816i,-2.6409e-05-0.0012399i,-0.00060527-0.0009673i,-0.00098388-0.0010648i,-0.0010247-0.0011671i,-0.0011688-0.0011256i,-0.00068287-0.00054272i,-6.0124e-05+7.917e-05i,-0.00026919+0.00018046i,-0.00022446-0.00030911i,6.2141e-05-0.00044414i,8.9294e-05-0.00072588i,0.00011929-0.00050552i,5.9675e-05+0.00035211i,0.0001564+0.00042102i
-0.0009764+0.0017817i,0.00037381+0.0010914i,0.0010619+0.00014221i,-0.00013781-0.00069533i,-0.00015963-0.00018643i,8.0883e-06+0.0002369i,-1.8844e-05+0.00039143i,2.5763e-05+0.00049142i,-6.6551e-05+4.532e-05i,1.264e-05-0.00055501i,-0.00037808-0.00080248i,0.00023357-0.0013759i,0.00010923-0.0011848i,-0.00030799-0.00048085i,0.00060064+0.00024609i,0.00092427+0.00012365i,0.0010603-0.00061899i,0.00058813-0.00034846i,-0.00047889+0.00015644i,-0.0008588+8.4705e-05i,-0.00061598-0.0001704i,0.00036049-0.00017146i,0.00091366+0.00026839i
-0.00251-7.3297e-05i,-0.0022862+0.0013642i,-0.0014067+0.0023612i,-0.00050596+0.0023567i,0.00069739+0.0010159i,0.0012642-0.00019667i,0.0010378+0.00020082i,0.00062549-0.00029215i,0.00036078-0.00056243i,-7.0369e-06-0.00032625i,0.00012616-0.00026123i,0.0013097+9.1558e-05i,0.0016405+0.00019927i,0.00037242+0.00027472i,-0.00017676+0.0010559i,-0.00025072+0.0015335i,-0.00046945+0.0011235i,0.00026609+0.00014885i,0.00044978-0.0001859i,-0.00046046-0.00046476i,-0.00071805-0.0011633i,-0.00031121-0.00058519i,0.00017766+0.00034365i
0.00033259-0.00043544i,0.00027949-0.00014396i,0.0010481-6.3989e-06i,0.00098919-7.3389e-05i,-0.00068945-0.00038783i,-0.0012435-0.00078217i,-0.00076501+2.9032e-05i,-0.00011517-9.7143e-05i,0.00022856-0.0007656i,0.00012183-0.00010439i,-0.00016385+0.0011686i,2.261e-05+0.0013332i,0.00017268+0.00025276i,-0.00029432-9.6058e-06i,-0.00082572+0.00024393i,-0.00104+0.000214i,-0.0010048+0.0003208i,-0.00070504+0.00035912i,-0.00041804-0.00011904i,-0.00062958-0.00044537i,-0.0012993-0.00075513i,-0.0006674-0.00056703i,-0.00024568+0.00017323i
-0.0010622+0.00081854i,-0.00051095+0.00095573i,0.00011195-0.00036055i,0.0007857-0.00044481i,0.0011201+0.00076972i,-7.5213e-05+0.0010466i,-0.00047088+0.00079799i,-0.00015662+0.00074528i,-0.00073736+0.00041983i,-0.00095945+0.00035074i,-0.00079597+0.00033546i,-0.00041789-0.00012202i,-0.00019593-0.00031971i,-0.00015695-0.00018705i,-0.00010778+0.00023545i,-0.00041725+0.00022839i,-0.00075178+0.00037202i,-0.00077335+0.00035334i,-0.00061007+2.9286e-05i,-0.00079321+0.00024314i,-0.00043388+0.00040297i,-0.00018495+0.00063573i,-0.00034099+0.00031449i
0.00069842-0.00021831i,0.0011103-0.001031i,0.0010463-0.0021463i,-0.0005856-0.0025999i,-0.0016152-0.0012872i,-0.0019053-0.00046002i,-0.0012535-0.00061786i,-0.00038717-0.00052309i,9.2123e-05-0.00045959i,0.00037612-0.00091834i,7.6773e-05-0.0007249i,-0.00050905-0.00028943i,-0.00078814+6.6141e-07i,-0.0006639+0.00072135i,-0.00025114+0.00082798i,-0.00050042+0.00066502i,-0.00036548+0.00049249i,0.00014006-3.0621e-05i,-8.5017e-05-0.00056407i,7.3578e-05-3.4112e-05i,0.00031761+0.00095664i,0.00077552+0.00079835i,0.00099954+0.00012152i
-0.00093854+0.001239i,-0.00067278+0.0025516i,-0.00092274+0.0034908i,0.00052944+0.002473i,0.0018942+0.0010881i,0.001532+0.00067988i,0.00089231+0.00059844i,-7.7544e-05+7.7074e-05i,-0.00044871-0.00026949i,-0.00016288+0.00076622i,0.00056038+0.00071793i,0.00079813-0.00027515i,-0.00024818-0.00042646i,-0.0010648-8.2334e-05i,-0.00051629+9.7053e-05i,-2.7162e-05-0.00019209i,-0.00066521+0.00036525i,-0.00080427+0.00089358i,0.00035505+0.00032854i,0.00069638+0.00015752i,4.1053e-05-7.5882e-05i,-0.00059397-0.00044278i,-0.001071-0.00049396i
