-0.00247+0.0011034i,-0.00067857+0.00087804i,-0.00031691+0.00014872i,-0.00026678+7.0114e-05i,-0.0014704+0.00083937i,-0.0027871+0.0004125i,-0.0017408+0.0013593i,-0.00030015+0.0024874i,0.00082423+0.002053i,0.001301+0.00073182i,0.0010388-0.00043096i,0.00058159-0.00090704i,-4.5931e-05-0.00044516i,-0.00043224+9.0635e-05i,-0.00081492+0.00032677i,-0.00017221+0.00073228i,0.001063+0.00089481i,0.0011564+0.001046i,0.00096493+0.00088216i,0.0010166+0.00050442i,0.00094483+0.00080562i,0.00076215+0.0010477i,0.00087623+0.001379i
-0.08623+0.016357i,-0.15327+0.046579i,-0.15591+0.059977i,-0.052053+0.01784i,0.059987-0.061171i,0.099706-0.096465i,0.083548-0.074254i,0.04976-0.040995i,0.022065-0.020561i,0.0056741-0.0085779i,-0.0038249+0.00053559i,-0.010531+0.009518i,-0.010304+0.015885i,-0.0038566+0.015371i,0.00019302+0.014666i,0.0021271+0.017057i,0.00073989+0.017792i,-0.0038366+0.017842i,-0.0049317+0.015109i,0.00048726+0.0067282i,0.010027-0.0040449i,0.013124-0.011047i,0.0071615-0.0084939i
-0.064707-0.020421i,-0.12781-0.015547i,-0.13772-0.026873i,-0.068578-0.094209i,-0.026321-0.20359i,-0.086321-0.23725i,-0.13481-0.13523i,-0.091883-0.034565i,-0.047257-0.017767i,-0.041884-0.012058i,-0.029107+0.0086882i,-0.010745+0.014987i,-0.0040943+0.0067689i,-0.0023536-0.0014135i,-0.00047927+5.9908e-05i,0.0045224+0.0074933i,0.010859+0.012292i,0.018753+0.011724i,0.024029+0.0030606i,0.018198-0.008i,0.0041145-0.010025i,-0.0043011-0.0056962i,-0.0026468-0.0013833i
-0.045563-0.010852i,-0.080224-0.010186i,-0.064121+0.023112i,-0.01783+0.067402i,-0.026195+0.091579i,-0.074077+0.11184i,-0.080434+0.12232i,-0.040107+0.084726i,-0.011077+0.030026i,-0.0060438+0.009011i,0.00215+0.0067987i,0.008362-0.0069942i,0.00092198-0.0214i,-0.0067692-0.020859i,-0.0096709-0.011471i,-0.0073431-0.00153i,-5.1158e-05+0.0015752i,0.0026737+0.0016317i,-0.0044071+0.0082699i,-0.016517+0.017826i,-0.019666+0.022531i,-0.011108+0.017945i,-0.0038537+0.0093123i
-0.038715-0.077078i,-0.064977-0.12639i,-0.065895-0.086785i,-0.0027442+0.052325i,0.12138+0.1613i,0.20185+0.14195i,0.15858+0.053302i,0.072241+0.005203i,0.034363-0.0047683i,0.021535-0.01311i,0.0027941-0.013954i,-0.005952-0.0069096i,-0.00085999+0.00073917i,0.0042565+0.0046794i,0.0012078+0.0044162i,-0.006259+0.0085454i,-0.012744+0.016477i,-0.014465+0.019452i,-0.0034074+0.014261i,0.019274+3.3841e-05i,0.034679-0.013826i,0.032952-0.017679i,0.022725-0.01369i
0.048667-0.14009i,0.047552-0.2625i,-0.0067729-0.30879i,-0.049257-0.23703i,-0.0072345-0.17238i,0.041608-0.18872i,0.018466-0.1786i,-0.014258-0.097708i,-0.012255-0.0268i,-0.011707-0.0034154i,-0.016316+0.0067427i,-0.0055331+0.017225i,0.010857+0.017834i,0.017862+0.00707i,0.010192-0.010988i,-0.0028696-0.021591i,-0.0024083-0.016144i,0.0041068-0.0039112i,0.0050326+0.0069653i,-0.0024516+0.012421i,-0.01675+0.011813i,-0.023768+0.009819i,-0.022112+0.0063211i
0.16513-0.037697i,0.2415-0.12104i,0.17765-0.2015i,-0.014448-0.20217i,-0.1803-0.13374i,-0.21976-0.079883i,-0.16302-0.057116i,-0.083541-0.031837i,-0.032402-0.0027887i,-0.0071847+0.012003i,0.0084033+0.0083443i,0.012688+0.00098835i,0.010133-0.00078265i,0.0079741-0.0013539i,0.0055245-0.0035948i,-0.0049778-0.0051865i,-0.021316-0.003554i,-0.02941-0.0038931i,-0.028239-0.0090827i,-0.018694-0.011881i,-0.0003615-0.0052167i,0.014329+0.002492i,0.014915+0.0011973i
0.12644+0.15103i,0.2521+0.21397i,0.29808+0.17682i,0.20039+0.097356i,0.062073+0.096183i,-0.00066259+0.13795i,-0.0071806+0.10901i,-0.0079838+0.045503i,-0.0010548+0.013288i,0.012704-0.0026902i,0.010007-0.013699i,-0.0043691-0.0099776i,-0.013226+0.0029403i,-0.0098+0.01224i,0.0030785+0.0114i,0.010784+0.0051489i,0.0039219+0.0047678i,-0.0063521+0.010316i,-0.006153+0.018563i,-0.0013696+0.024305i,-0.0038818+0.019443i,-0.010121+0.011738i,-0.009637+0.0096664i
-0.060927+0.16117i,-0.0030641+0.29997i,0.12315+0.31102i,0.19564+0.16433i,0.17266+0.029907i,0.1319+0.011594i,0.099418+0.044878i,0.060694+0.048819i,0.031283+0.015349i,0.0076891-0.008822i,-0.0072408-0.0043259i,-0.0082569+0.0066848i,-0.0042244+0.0080581i,-0.00024862+0.0012523i,0.0067218-0.0041051i,0.017883-0.01043i,0.025091-0.019313i,0.020825-0.02354i,0.0036384-0.026921i,-0.018457-0.031154i,-0.031273-0.026296i,-0.028387-0.01474i,-0.015142-0.0097979i
-0.14376+0.00177i,-0.20224+0.05239i,-0.13475+0.090518i,-0.01892+0.024416i,0.0013671-0.0867i,-0.016578-0.10127i,0.022683-0.041174i,0.056177-0.011201i,0.03118-0.0026432i,0.00824+0.013935i,0.011141+0.012758i,0.0062871-0.006384i,-0.0087166-0.013928i,-0.017549-0.0033977i,-0.020154+0.011269i,-0.019148+0.015416i,-0.018607+0.0026312i,-0.015382-0.012851i,-0.00027086-0.011536i,0.023835+0.0035855i,0.041629+0.012906i,0.042287+0.010984i,0.031356+0.0085263i
-0.056705-0.077448i,-0.13062-0.085387i,-0.15884-0.026721i,-0.085904+0.035806i,0.0069347+0.02925i,0.031826-0.03559i,0.010434-0.095707i,-0.016194-0.085939i,-0.014143-0.023724i,0.016208+0.0025234i,0.024283-0.019655i,0.0062277-0.033866i,-0.0061595-0.026559i,-0.0051539-0.015636i,0.0049462-0.0068922i,0.020237+0.00011722i,0.033902+0.0052809i,0.034606+0.0081639i,0.01986+0.0062367i,-0.0029668-0.0066526i,-0.022596-0.023896i,-0.030517-0.03073i,-0.026457-0.024627i
-0.0025192+0.0079321i,-0.0423+0.043909i,-0.070825+0.10071i,-0.010929+0.10974i,0.071811+0.023755i,0.041813-0.085619i,-0.065204-0.10709i,-0.097876-0.05198i,-0.044819-0.01322i,-0.011183-0.013046i,-0.0085841-0.0073263i,-0.00092446+0.0076808i,0.012652+0.0099067i,0.022331+0.0016149i,0.016667-0.010398i,-0.0015033-0.015864i,-0.0073358-0.011409i,0.0054283-0.0076341i,0.021666-0.011114i,0.033342-0.011372i,0.036528+0.0017828i,0.033226+0.015886i,0.026832+0.018315i
-0.025236-0.012798i,-0.060966+0.010997i,-0.088829+0.069532i,-0.090695+0.10522i,-0.086131+0.080347i,-0.10432+0.071988i,-0.081052+0.11152i,-0.016529+0.090894i,-0.0029037+0.020064i,-0.026265+0.0079354i,-0.017404+0.036518i,0.0092857+0.03819i,0.015544+0.016372i,0.0012106+0.0018787i,-0.014217+0.0067713i,-0.020429+0.021822i,-0.023474+0.029235i,-0.025272+0.030189i,-0.027247+0.039615i,-0.028207+0.050946i,-0.022501+0.045791i,-0.017769+0.027369i,-0.017692+0.014787i
0.034542-0.14064i,0.0068176-0.25638i,-0.087327-0.25342i,-0.17801-0.1003i,-0.16279+0.078468i,-0.030688+0.16865i,0.1027+0.1436i,0.11785+0.065279i,0.043791+0.029472i,0.0095587+0.040888i,0.019035+0.034659i,0.017691+0.012619i,0.0091997+0.0023456i,0.0071227+0.0024075i,0.017994+0.005456i,0.035827+0.0093342i,0.044267+0.021952i,0.039647+0.030337i,0.031321+0.01214i,0.024826-0.020524i,0.01519-0.040773i,0.0062626-0.04032i,0.0022933-0.030892i
0.14299-0.036928i,0.18433-0.14749i,0.10128-0.26973i,0.0032284-0.26172i,0.02565-0.16863i,0.094488-0.14611i,0.086586-0.15499i,0.035221-0.096093i,0.018666-0.020266i,0.021001-0.0029789i,0.0074616-0.022039i,-0.013559-0.025526i,-0.021117-0.0090627i,-0.020939+0.00073846i,-0.023558-0.0036805i,-0.027656-0.020742i,-0.027598-0.042789i,-0.021979-0.046747i,-0.015544-0.025128i,-0.011636+0.0064675i,-0.010423+0.028581i,-0.0090091+0.033587i,-0.0076673+0.029787i
0.03362+0.2258i,0.062015+0.29674i,0.072864+0.17701i,0.056527-0.033584i,0.0089566-0.16574i,-0.090826-0.18957i,-0.18258-0.12367i,-0.15551-0.041403i,-0.063503-0.021653i,-0.020906-0.029234i,-0.011995-0.021651i,-0.0051855-0.014739i,0.0043089-0.010761i,0.020521-0.010483i,0.016189-0.010609i,-0.0046485+0.0071722i,-0.015354+0.020935i,-0.017824+0.0059314i,-0.024011-0.022624i,-0.035344-0.042668i,-0.036691-0.047236i,-0.024325-0.043481i,-0.011651-0.038006i
-0.19828+0.14768i,-0.20572+0.27047i,-0.033837+0.26907i,0.11091+0.13294i,0.073602+0.052913i,-0.016361+0.092272i,-0.048663+0.13605i,-0.042607+0.11082i,-0.027939+0.046566i,-0.013844+0.0075296i,0.0045083+0.0066551i,0.02368+0.012775i,0.03232+0.015058i,0.036216+0.011567i,0.037539+0.0036101i,0.034753-0.00072903i,0.028317+0.0018418i,0.021864+0.012755i,0.031269+0.027649i,0.052284+0.037093i,0.057606+0.03838i,0.044024+0.036925i,0.029551+0.031755i
-0.13374-0.25451i,-0.15209-0.35422i,-0.063043-0.24435i,0.036861-0.036483i,0.08092+0.057871i,0.13226+0.06017i,0.17074+0.025531i,0.15385+0.0029305i,0.11009+0.0038217i,0.064024+0.0015179i,0.032594+0.0026913i,0.020492+0.0024345i,0.0058492-0.0022298i,-0.013253-0.0022999i,-0.02322-0.012955i,-0.029364-0.032965i,-0.028455-0.041549i,-0.019353-0.031566i,-0.017727-0.014868i,-0.0229-0.0089809i,-0.020846-0.014865i,-0.014729-0.023325i,-0.015281-0.023156i
0.18015-0.29839i,0.23299-0.46189i,0.1369-0.47374i,0.0023687-0.33534i,-0.025169-0.20978i,-0.0068484-0.19329i,0.00019937-0.20429i,-0.0024223-0.17346i,-0.011039-0.1003i,-0.015631-0.028174i,-0.018075+0.011045i,-0.022581+0.029799i,-0.02614+0.045174i,-0.017433+0.062271i,0.0096982+0.072029i,0.031688+0.069354i,0.029928+0.067791i,0.022076+0.061705i,0.028286+0.040592i,0.037092+0.011391i,0.029829-0.010492i,0.016789-0.016393i,0.013224-0.014619i
0.24379+0.18583i,0.30596+0.29248i,0.19823+0.2836i,0.049752+0.15689i,-0.041136+0.035559i,-0.099929-0.018083i,-0.13299-0.014341i,-0.13693+0.0075103i,-0.11381+0.022857i,-0.068457+0.030177i,-0.036398+0.024221i,-0.028773+0.011617i,-0.02934-0.0030838i,-0.031094-0.01426i,-0.02178-0.015806i,0.0064356-0.017337i,0.035937-0.028376i,0.03264-0.035277i,-0.0030553-0.014519i,-0.028063+0.02737i,-0.027354+0.054668i,-0.019943+0.05428i,-0.016725+0.041157i
-0.059615+0.38309i,-0.029172+0.59709i,0.089063+0.55244i,0.1554+0.2605i,0.080736+0.033525i,0.0076052+0.028513i,0.028662+0.098428i,0.063258+0.11323i,0.056128+0.078791i,0.031249+0.030091i,0.012164-0.0084442i,0.0057902-0.031444i,0.0095836-0.04874i,0.010098-0.060315i,-0.0051804-0.050614i,-0.023816-0.023185i,-0.026948-0.0045783i,-0.0073865-0.0083949i,0.016257-0.030484i,0.020376-0.05074i,0.01878-0.050253i,0.02435-0.039148i,0.026929-0.032134i
-0.24395-0.052239i,-0.26723-0.068705i,-0.074333-0.015991i,0.1521+0.059583i,0.20843+0.044264i,0.14872+0.001172i,0.10789-0.019735i,0.10084-0.049784i,0.0842-0.073288i,0.049698-0.06396i,0.022009-0.042851i,0.0063699-0.025225i,0.000632-0.0066971i,-0.003066+0.014048i,-0.013224+0.036198i,-0.023418+0.061938i,-0.0258+0.079103i,-0.023856+0.073691i,-0.019044+0.056102i,-0.010962+0.039685i,-0.0085868+0.023964i,-0.01327+0.013918i,-0.013119+0.011344i
-0.045433-0.31784i,-0.14549-0.50096i,-0.25623-0.46801i,-0.23924-0.2401i,-0.072077-0.05904i,0.024465-0.048902i,-0.039838-0.066709i,-0.096554-0.025641i,-0.068929+0.021181i,-0.0069042+0.032559i,0.034067+0.019258i,0.044774+0.011347i,0.047321+0.010778i,0.049504-0.009191i,0.043845-0.047762i,0.027641-0.076608i,0.013983-0.075513i,0.0098726-0.050284i,0.0047621-0.029236i,-0.0074297-0.019918i,-0.016819-0.0095897i,-0.014222-0.0042292i,-0.011802-0.0055175i
0.15945+0.055972i,0.13746+0.16721i,-0.023698+0.30343i,-0.087815+0.32953i,0.011595+0.19228i,0.050025+0.025316i,-0.00071401-0.013908i,-0.021066+0.040157i,0.0003163+0.063198i,0.01196+0.045563i,0.011145+0.031336i,0.00475+0.027205i,-0.0091312+0.034929i,-0.016769+0.054139i,-0.015911+0.060887i,-0.024006+0.046808i,-0.044577+0.033867i,-0.051768+0.03472i,-0.026293+0.038432i,0.0069409+0.024594i,0.017098+0.0027661i,0.012751-0.0017778i,0.014532+0.0038785i
0.0060033+0.26127i,0.0047056+0.47363i,0.0056442+0.49999i,-0.045101+0.31394i,-0.13848+0.14442i,-0.13557+0.087622i,-0.031855+0.037756i,0.030901-0.033157i,0.019231-0.05288i,-0.01329-0.0231i,-0.034263-0.0022192i,-0.045118-0.0070203i,-0.048531-0.019733i,-0.040816-0.031239i,-0.025476-0.035695i,-0.0018037-0.030158i,0.021418-0.025871i,0.023274-0.027044i,0.001456-0.024002i,-0.018605-0.010463i,-0.01652+0.0044125i,-0.0065506+0.0075837i,-0.0056022+0.0016122i
-0.13565-0.11601i,-0.14086-0.30319i,0.011858-0.48247i,0.14042-0.49546i,0.091453-0.34553i,0.014211-0.14843i,0.0070905-0.03263i,-0.0014411-0.0216i,-0.03249-0.03082i,-0.035141-0.020523i,-0.012114-0.0073612i,0.015354-0.0017898i,0.041573-0.010274i,0.057449-0.020861i,0.065841-0.019651i,0.066856-0.02084i,0.05923-0.02945i,0.053051-0.030629i,0.050775-0.021494i,0.040485-0.01461i,0.018527-0.011245i,0.0027436-0.00227i,0.0038578+0.0053676i
0.0029266-0.34568i,-0.091136-0.66284i,-0.29788-0.73496i,-0.4027-0.45796i,-0.24262-0.18763i,-0.062126-0.13327i,-0.03887-0.094868i,-0.018087+0.0062644i,0.032969+0.042083i,0.044078+0.016067i,0.032466-0.011016i,0.01763-0.026459i,0.00065641-0.022251i,-0.03011-0.0071557i,-0.065111+0.015731i,-0.079575+0.04114i,-0.073171+0.052316i,-0.057665+0.041501i,-0.038134+0.014237i,-0.016015-0.013132i,0.00050513-0.028863i,0.0027166-0.030615i,-0.0042-0.021871i
0.22437+0.11998i,0.35567+0.24216i,0.31812+0.3121i,0.20737+0.24947i,0.14938+0.10961i,0.065681-0.0069148i,-0.023856-0.044051i,-0.036068-0.041967i,-0.019743-0.037808i,-0.0053867-0.014741i,0.02006+0.0026882i,0.028947+0.0077101i,0.031079+0.026923i,0.064635+0.031862i,0.097264+0.0040714i,0.095826-0.019609i,0.073233-0.012827i,0.045344+0.0096001i,0.021549+0.024381i,0.0039224+0.027658i,-0.0082214+0.02331i,-0.01134+0.01643i,-0.0079803+0.0070663i
-0.0040252+0.4225i,0.094861+0.79225i,0.24179+0.9092i,0.2773+0.69678i,0.17907+0.44553i,0.11524+0.271i,0.078539+0.1069i,-0.00093549+0.018477i,-0.044666+0.027496i,-0.040781+0.046801i,-0.036674+0.052909i,-0.037202+0.05294i,-0.044566+0.048617i,-0.057476+0.051169i,-0.06529+0.060439i,-0.061247+0.061341i,-0.052109+0.041504i,-0.04114+0.02478i,-0.018155+0.02772i,0.0098437+0.022704i,0.021536+0.0011032i,0.010818-0.010724i,-0.0025144-0.002047i
-0.29557+0.0088873i,-0.40021-0.040883i,-0.29335-0.25195i,-0.18209-0.45898i,-0.21452-0.37584i,-0.15331-0.10176i,0.012203+0.027114i,0.067791+0.016768i,0.045714+0.012377i,0.030051+0.0023964i,0.018189-0.024924i,0.0087208-0.055599i,-0.0038615-0.080452i,-0.0076148-0.095561i,-0.0050414-0.10907i,-0.0066293-0.10771i,-0.0023626-0.09084i,0.0050969-0.075692i,0.010412-0.059226i,0.018107-0.029427i,0.036028+0.005215i,0.053546+0.017496i,0.050355+0.0034666i
-0.18071-0.4709i,-0.41998-0.73516i,-0.54552-0.64394i,-0.3996-0.3042i,-0.13502-0.16203i,-0.038786-0.19959i,-0.058451-0.13418i,-0.020445-0.045438i,0.033607-0.040548i,0.051601-0.053926i,0.046964-0.037109i,0.038438-0.0054635i,0.040524+0.017721i,0.047052+0.041786i,0.056849+0.066125i,0.065387+0.063124i,0.06005+0.032454i,0.034813+0.00055787i,-0.0073578-0.010307i,-0.043784-0.003125i,-0.062106+0.0017424i,-0.063464+0.0010021i,-0.051643+0.002205i
0.43632-0.28713i,0.63259-0.51454i,0.5731-0.53998i,0.35814-0.42056i,0.16576-0.37598i,-0.025451-0.34766i,-0.15354-0.22227i,-0.1352-0.079072i,-0.084205-0.015013i,-0.069823+0.0072553i,-0.055558+0.017962i,-0.029598+0.01924i,-0.0060929+0.011184i,-0.01014-0.018923i,-0.042126-0.044002i,-0.063314-0.02792i,-0.047756+0.014306i,-0.0088034+0.043817i,0.028757+0.039186i,0.044299+0.015043i,0.038942+0.00016469i,0.024234-0.0064751i,0.00028533-0.012036i
0.35133+0.4165i,0.6588+0.65454i,0.84095+0.64847i,0.79696+0.43362i,0.57691+0.22598i,0.28519+0.10377i,0.085643+0.058246i,0.045883+0.027621i,0.061716-0.010491i,0.060038-0.0071513i,0.070205+0.014537i,0.075356+0.016873i,0.054735+0.025904i,0.05864+0.048182i,0.099146+0.054105i,0.12767+0.036799i,0.11538+0.018816i,0.07701+0.012229i,0.039024+0.0075571i,0.010778-0.0013551i,-0.011133-0.0056167i,-0.019517+0.00859i,-0.0030583+0.025224i
-0.23154+0.44227i,-0.30634+0.62433i,-0.35105+0.47238i,-0.41168+0.19461i,-0.34239+0.1346i,-0.05895+0.13156i,0.11587-0.0018744i,0.028073-0.067908i,-0.075571-0.011031i,-0.091406+0.021847i,-0.093352+0.022711i,-0.092084+0.019779i,-0.091005+0.0094831i,-0.11016+0.013638i,-0.14022+0.034259i,-0.147+0.049595i,-0.11896+0.043316i,-0.080346+0.027334i,-0.046535+0.019215i,-0.019642+0.0075852i,-0.00054306-0.016941i,0.010143-0.043238i,0.0065612-0.053852i
-0.53523+0.027887i,-0.76739+0.26038i,-0.60457+0.50323i,-0.23518+0.42061i,-0.10272+0.091496i,-0.13719-0.053443i,-0.068993+0.023956i,0.033586+0.073253i,0.060719+0.040995i,0.054145-0.012983i,0.042313-0.053795i,0.032127-0.058669i,0.040058-0.05291i,0.070327-0.065191i,0.096234-0.08683i,0.079479-0.093018i,0.029564-0.074042i,-0.01361-0.043595i,-0.031864-0.0065643i,-0.026029+0.034098i,-0.0058747+0.065038i,0.013684+0.075285i,0.024348+0.05946i
-0.029191-0.67149i,-0.083772-0.96476i,-0.11411-0.82606i,-0.080423-0.44968i,-0.06337-0.24904i,-0.14491-0.16489i,-0.19303-0.054504i,-0.10923+0.0099689i,-0.008285+0.022811i,0.037112+0.044341i,0.055459+0.063364i,0.060984+0.058835i,0.052399+0.047436i,0.033689+0.049501i,0.020734+0.065175i,0.029163+0.07268i,0.051063+0.057081i,0.059886+0.02697i,0.043037-0.0079725i,0.013059-0.036395i,-0.012373-0.046i,-0.029154-0.036128i,-0.033308-0.014741i
0.61099-0.13209i,0.90949-0.27798i,0.93837-0.41298i,0.77346-0.4514i,0.5441-0.35034i,0.27374-0.19423i,0.079812-0.079043i,0.0060182-0.053101i,-0.030718-0.052697i,-0.034124-0.018953i,-0.023317-0.0069135i,-0.034369-0.015462i,-0.032428-0.018055i,-0.018722-0.046394i,-0.027877-0.088025i,-0.041738-0.09186i,-0.026728-0.051258i,0.013011-0.0060426i,0.043805+0.0092393i,0.037009-0.0020509i,0.0077988-0.017294i,-0.0088078-0.026344i,-0.016106-0.030422i
0.080422+0.4498i,-0.10918+0.62093i,-0.47141+0.69485i,-0.53662+0.7651i,-0.11875+0.64391i,0.26382+0.23486i,0.24927-0.04307i,0.123-0.0099176i,0.10423+0.05986i,0.10465+0.03613i,0.093256+0.0042562i,0.072221-0.0016348i,0.030568+0.017108i,0.0085136+0.068855i,0.03342+0.12859i,0.065436+0.13629i,0.052935+0.085592i,0.012672+0.035077i,-0.0097683+0.010605i,-0.0078863+0.00071597i,-0.0032996-0.0024158i,-0.015536-0.00028346i,-0.029626+0.013345i
-0.2158+0.50962i,-0.054639+0.77899i,0.29659+0.69478i,0.38394+0.24608i,0.095377-0.1832i,-0.14842-0.33697i,-0.16306-0.3252i,-0.14179-0.26938i,-0.1849-0.19078i,-0.24633-0.098883i,-0.24234-0.010649i,-0.15474+0.019171i,-0.077983-0.0098245i,-0.068652-0.035111i,-0.087361-0.034033i,-0.090164-0.0026327i,-0.070278+0.042399i,-0.04649+0.068736i,-0.023802+0.078114i,0.0071144+0.067944i,0.033711+0.032594i,0.040183-0.0028239i,0.029417-0.021595i
-0.65733-0.34534i,-0.98758-0.45561i,-0.92698-0.43134i,-0.61698-0.35984i,-0.42478-0.18897i,-0.31446+0.15554i,-0.1415+0.41433i,0.01807+0.36609i,0.079255+0.18577i,0.09912+0.076353i,0.09844+0.018465i,0.060087-0.00058529i,0.051945+0.01076i,0.09194-0.0088901i,0.10899-0.054009i,0.080344-0.085033i,0.025979-0.098435i,-0.030314-0.092913i,-0.065446-0.075969i,-0.075188-0.058127i,-0.063668-0.033281i,-0.038719-0.0095231i,-0.017766-0.0062078i
0.38447-0.72343i,0.46984-1.0939i,0.26631-1.1071i,0.030916-0.83195i,0.053002-0.61499i,0.090612-0.52905i,0.010802-0.38165i,-0.027187-0.16764i,-0.017591-0.042491i,-0.023693-0.00066908i,-0.011586+0.037435i,0.025511+0.062076i,0.033943+0.057003i,0.0015911+0.044845i,-0.0281+0.050263i,-0.022501+0.048605i,0.0038666+0.018085i,0.026053-0.011014i,0.040098-0.017497i,0.042947-0.0028853i,0.03205+0.022405i,0.020404+0.029018i,0.013894+0.016034i
0.49439+0.39971i,0.65049+0.75715i,0.6732+1.0496i,0.63809+0.98119i,0.38209+0.53223i,-0.033282+0.092971i,-0.22461-0.058448i,-0.11928-0.072978i,0.021918-0.077173i,0.076515-0.062784i,0.07642-0.070129i,0.040723-0.086512i,0.01622-0.068157i,0.032558-0.042909i,0.049906-0.039882i,0.036982-0.033782i,0.014517-0.011931i,0.0088011-0.0013606i,0.010044-0.0021095i,-0.0052262-0.00081216i,-0.02752-0.00023632i,-0.033309+0.0048616i,-0.022649+0.015019i
-0.00021002+0.23958i,0.054085-0.0049967i,0.041976-0.52926i,-0.079937-0.70495i,-0.064014-0.34927i,0.15664-0.018609i,0.22319+0.046496i,0.0688+0.087843i,-0.028397+0.1424i,-0.010803+0.11796i,0.0046763+0.063929i,-0.0050807+0.047566i,-0.017298+0.059275i,-0.022462+0.085651i,0.0042245+0.12589i,0.059491+0.13626i,0.09445+0.099641i,0.10106+0.051514i,0.099545+0.0023885i,0.085563-0.053831i,0.049544-0.086926i,0.008554-0.066983i,-0.015131-0.022417i
-0.45072+0.37463i,-0.55087+0.63762i,-0.5004+0.66882i,-0.46108+0.29683i,-0.41788-0.2072i,-0.308-0.46038i,-0.17752-0.34675i,-0.053479-0.086301i,-0.025232+0.08162i,-0.09218+0.18811i,-0.088299+0.23883i,-0.017058+0.1869i,0.018282+0.10682i,0.015458+0.049346i,-0.0098281+0.015668i,-0.034686+0.00446i,-0.047972+0.0039729i,-0.060517+0.033768i,-0.056927+0.09339i,-0.034605+0.13278i,-0.013837+0.12309i,0.0019933+0.07568i,0.007566+0.019029i
-0.26012-0.66273i,-0.42703-0.85527i,-0.30244-0.60215i,0.098339-0.13459i,0.37291+0.23756i,0.36887+0.46609i,0.24221+0.4281i,0.061361+0.16818i,-0.083993-0.046748i,-0.092294-0.15187i,-0.061226-0.19383i,-0.065408-0.16943i,-0.071376-0.13434i,-0.081659-0.13992i,-0.11792-0.14577i,-0.16216-0.10824i,-0.18223-0.05297i,-0.16518-0.025682i,-0.10549-0.028729i,-0.032635-0.031467i,0.016157-0.015993i,0.035218+0.0087436i,0.033321+0.033651i
0.65147-0.21224i,1.016-0.37572i,1.0389-0.55455i,0.68506-0.67003i,0.19378-0.71096i,-0.16507-0.69965i,-0.26984-0.54227i,-0.19158-0.26691i,-0.096323-0.022106i,-0.041056+0.1514i,0.037305+0.21478i,0.11314+0.16836i,0.13929+0.11273i,0.16582+0.10312i,0.22097+0.10543i,0.25989+0.061909i,0.22538-0.034382i,0.12021-0.094303i,0.022038-0.055169i,-0.025065+0.0088845i,-0.048533+0.034249i,-0.04282+0.047213i,-0.00091543+0.048466i
-0.18749+0.39254i,-0.42339+0.65436i,-0.70654+0.73004i,-0.67798+0.68006i,-0.24768+0.43919i,0.19474+0.066861i,0.30872-0.15938i,0.21362-0.15993i,0.10906-0.10592i,0.010095-0.076091i,-0.067471-0.040218i,-0.10569-0.00075311i,-0.10508+0.038736i,-0.087148+0.039603i,-0.089366-0.0099358i,-0.099702-0.050914i,-0.074335-0.051963i,-0.002828-0.040324i,0.06793-0.061114i,0.077816-0.10789i,0.028493-0.12492i,-0.041537-0.087477i,-0.0841-0.01772i
0.19241+8.376i,3.0915+7.068i,7.1045+5.6632i,8.276+2.1583i,6.4236-1.581i,2.9227-3.3749i,0.12591-2.2483i,-0.63741-0.34169i,0.032152+0.628i,0.82201+0.367i,0.58482-0.43187i,-0.35516-0.89422i,-1.2138-0.87894i,-1.6539-0.46521i,-1.4833+0.086724i,-0.96392+0.42656i,-0.47964+0.40725i,-0.14658+0.15949i,0.071035-0.089031i,0.16894-0.2342i,0.18132-0.29387i,0.14209-0.24187i,0.1159-0.070012i
-0.34641-0.022359i,-0.33987-0.035616i,-0.23504-0.23973i,-0.25079-0.53022i,-0.36772-0.45919i,-0.32996-0.044827i,-0.10479+0.24536i,0.058164+0.25799i,0.088686+0.15698i,0.071151+0.067683i,0.056667+0.022771i,0.05033+0.017388i,0.030816+0.041756i,-0.015661+0.074996i,-0.046731+0.11634i,-0.014493+0.12245i,0.013907+0.052315i,-0.013913-0.016339i,-0.044504-0.040437i,-0.046176-0.052305i,-0.025132-0.049948i,0.0080956-0.037552i,0.040819-0.042261i
0.19231-0.21095i,0.1791-0.29345i,0.062581-0.080889i,0.083925+0.27523i,0.22315+0.31205i,0.20458+0.015596i,-0.0043399-0.1907i,-0.13467-0.16576i,-0.10541-0.093607i,-0.060248-0.071241i,-0.053665-0.064855i,-0.052348-0.0844i,-0.045965-0.1088i,-0.031745-0.11858i,-0.029857-0.16803i,-0.060676-0.2217i,-0.068598-0.19855i,-0.0097645-0.14677i,0.048466-0.12924i,0.044684-0.10061i,0.017434-0.038772i,0.0050614-0.0033135i,-0.00076273-0.0011015i
0.185+0.14824i,0.34217+0.052406i,0.41406-0.12542i,0.32541-0.20743i,0.17272-0.094281i,0.14312+0.071959i,0.15044+0.077716i,0.051552+0.0064813i,-0.056586-0.017023i,-0.093658-0.029956i,-0.099508-0.02741i,-0.079143+0.0011473i,-0.062538+0.012908i,-0.06333+0.043824i,-0.049213+0.098837i,-0.032233+0.13279i,-0.015496+0.13492i,-0.016024+0.10032i,-0.052463+0.058536i,-0.073307+0.03742i,-0.05707+0.023001i,-0.037241+0.010312i,-0.027038+0.011914i
