-0.00038582+0.00057854i,0.0012097-0.0004227i,0.00026399-0.0012995i,-0.00078061-0.00072894i,-0.0011097+0.0013028i,-0.0010804+0.0029474i,-0.001152+0.0031419i,-0.00051154+0.0022387i,0.00068948+0.0015551i,0.0019089+0.0012311i,0.0021145+0.0006532i,0.0011212+0.00040221i,1.7925e-05+0.00056688i,-0.00048189+0.00047445i,-0.00050735+0.00020892i,-0.0003838-0.00023743i,6.6221e-05-0.00014664i,0.00045046-0.00013144i,0.00044173-0.00071648i,0.00025602-0.00065258i,0.00051182-0.00040516i,0.00036076-0.00012739i,-8.8296e-06+6.6474e-05i
0.1054+0.04171i,0.13374+0.10599i,0.1021+0.14147i,0.0050685+0.16184i,-0.081127+0.21616i,-0.072104+0.2226i,-0.028467+0.12559i,-0.024922+0.039773i,-0.024436+0.02774i,-0.0057332+0.027132i,0.005183+0.014874i,0.0051613+0.0070584i,0.0024396+0.00072265i,-0.0023439+0.00049095i,-0.0049613+0.0078887i,-0.0066748+0.011469i,-0.0077138+0.0066473i,0.0027013+0.0012398i,0.018612-0.0023592i,0.019393-0.0035389i,0.0051225-0.0036538i,-0.0043952-0.0058893i,-0.0025817-0.0068609i
-0.19676-0.044474i,-0.32907-0.013088i,-0.33686+0.030131i,-0.20083+0.042556i,-0.054106+0.022989i,0.02394+0.0028971i,0.024568-0.0043398i,-0.0053012+0.0018705i,-0.010579+0.0076449i,-0.00086875+0.006346i,0.004489+0.0083822i,0.0060816+0.0055233i,0.00063143-0.0018464i,-0.0043114-0.0027996i,-0.0061783-0.0031432i,-0.0089651-0.005314i,-0.010441+0.0011657i,-0.012106+0.01913i,-0.013211+0.034441i,-0.0073777+0.028486i,0.0029137+0.011075i,0.0065144+0.00068421i,0.003045-0.0014237i
-0.20493+0.0018748i,-0.26405+0.0014109i,-0.21769-0.018687i,-0.11733-0.10209i,-0.088331-0.22038i,-0.12624-0.23675i,-0.10778-0.13687i,-0.0397-0.054679i,-0.008466-0.031232i,-0.01209-0.015486i,-0.011155-0.0018921i,-0.0051437-0.00095168i,-0.0033307-0.0017571i,-0.0052915+0.0008641i,-0.0057415+0.0011767i,0.00090349-0.0015674i,0.011917-0.0080924i,0.01633-0.026294i,0.012687-0.052254i,0.0075674-0.061667i,0.0063919-0.047384i,0.010382-0.02936i,0.010701-0.015195i
0.11668-0.050048i,0.20811-0.1622i,0.21894-0.23103i,0.11859-0.17607i,0.00026916-0.049708i,-0.064396+0.041531i,-0.061591+0.058588i,-0.027084+0.0273i,-0.013219+0.0054041i,-0.01398+0.010833i,-0.011009+0.01393i,-0.0049357+0.010002i,0.0046884+0.0051108i,0.0096363-0.0021156i,0.011503-0.0033016i,0.014102+0.00086375i,0.0093944+0.006339i,0.0053631+0.014825i,0.0084398+0.029999i,0.010561+0.043571i,0.0064838+0.040316i,1.0313e-05+0.029346i,-0.0023013+0.020843i
0.20503-0.073891i,0.26339-0.14928i,0.20791-0.14045i,0.13703-0.0091961i,0.16497+0.10787i,0.20997+0.089497i,0.14622+0.022757i,0.047425+0.014011i,0.0083503+0.03031i,0.0058348+0.027522i,0.0054332+0.01896i,0.0088133+0.014544i,0.013552+0.0085452i,0.015855+2.1266e-05i,0.016741-0.01043i,0.016569-0.02146i,0.011139-0.030716i,-0.0080045-0.035054i,-0.033597-0.033987i,-0.042701-0.024482i,-0.031664-0.0096442i,-0.02036-0.001437i,-0.016219-0.00034453i
-0.019069+0.083883i,-0.018025+0.23806i,-0.011261+0.32189i,-0.0013536+0.24272i,-0.0047858+0.08827i,-0.020016-0.031278i,-0.035686-0.070336i,-0.035194-0.037521i,-0.01631-0.00996i,-0.010049-0.012119i,-0.010187-0.011148i,-0.008384-0.0070622i,-0.0097281-0.00099577i,-0.0055291+0.0078671i,-0.0066828+0.014786i,-0.020809+0.023438i,-0.025932+0.026444i,-0.0060312+0.020072i,0.028569+0.011723i,0.042605+0.0033496i,0.026126-0.00012704i,0.0093481+0.0018073i,0.0052606+0.0017083i
-0.17554+0.13781i,-0.17455+0.26212i,-0.094909+0.25318i,-0.075054+0.10333i,-0.14277+0.016256i,-0.16766+0.059714i,-0.10205+0.081939i,-0.041189+0.023437i,-0.030562-0.025022i,-0.027619-0.02739i,-0.019139-0.016973i,-0.016794-0.0053568i,-0.012921+0.0075195i,-0.0036294+0.017712i,0.0056699+0.027574i,0.014239+0.033428i,0.01597+0.032189i,0.0017946+0.034154i,-0.018792+0.041214i,-0.023864+0.033711i,-0.014141+0.0089438i,-0.009715-0.010585i,-0.0097184-0.013104i
-0.13553-0.030829i,-0.22318-0.14068i,-0.23233-0.22243i,-0.15785-0.19871i,-0.075475-0.10685i,0.001271-0.035006i,0.052602-0.017138i,0.041328-0.024427i,0.010102-0.017452i,0.006522-0.0073346i,0.0073427-0.0096882i,-0.0013219-0.0090143i,-0.0096928-0.0045401i,-0.018404-0.0024303i,-0.021371-0.0036926i,-0.0096713-0.011372i,0.015647-0.02077i,0.037286-0.039528i,0.032655-0.070481i,0.0098377-0.080535i,-0.0034496-0.060959i,0.00074086-0.037965i,0.0072045-0.022101i
0.064732-0.14032i,0.0056598-0.26348i,-0.072007-0.23835i,-0.034502-0.096059i,0.048277-0.047712i,0.026331-0.083541i,-0.03337-0.072715i,-0.019733-0.023342i,0.021662+0.0035581i,0.034263+0.0059688i,0.026817-0.0026083i,0.014747-0.017456i,-0.00037752-0.023291i,-0.012514-0.015066i,-0.020768-0.008646i,-0.032814-0.0048226i,-0.042897+0.0028648i,-0.041474+0.021803i,-0.024634+0.055517i,0.0001857+0.078167i,0.015509+0.071133i,0.013339+0.052402i,0.0073144+0.036146i
0.18655-0.057217i,0.3221-0.033865i,0.34246+0.019316i,0.23153+0.061661i,0.12497+0.062537i,0.059309+0.04001i,0.01332+0.044186i,0.0017667+0.054135i,0.0083462+0.035859i,0.004996+0.021459i,0.0075712+0.021359i,0.017591+0.013275i,0.020196+0.00079107i,0.017047-0.010849i,0.014762-0.024295i,0.015867-0.030333i,0.013139-0.023366i,-0.0032387-0.022779i,-0.02731-0.031909i,-0.03331-0.030418i,-0.012352-0.020031i,0.0041722-0.015377i,0.0022309-0.012067i
-0.0038509+0.099804i,0.088268+0.16613i,0.1344+0.12992i,0.03291+0.054378i,-0.076586+0.059226i,-0.058122+0.057177i,-0.0098569+0.005091i,-0.0050668-0.0091584i,-0.017468+0.0053732i,-0.023956+0.014864i,-0.0080789+0.020064i,0.016749+0.0141i,0.026033-0.0012043i,0.023409-0.014i,0.01785-0.019968i,0.0047708-0.020209i,-0.0076174-0.014783i,0.0048428-0.0067569i,0.034999-0.013306i,0.038668-0.027667i,0.010166-0.02277i,-0.0088607-0.00562i,-0.0097296+0.0030272i
-0.21765+0.18251i,-0.30837+0.27226i,-0.29567+0.23255i,-0.20479+0.095878i,-0.13257+0.03063i,-0.085544+0.053754i,-0.056387+0.04178i,-0.054769+0.0014064i,-0.042564-0.0047719i,-0.019502+0.0022588i,-0.0093583+0.0078888i,-0.0038151+0.017647i,0.0055562+0.026749i,0.020257+0.032394i,0.036282+0.035833i,0.045213+0.033929i,0.034087+0.021783i,-0.0012516+0.010441i,-0.041923+0.01952i,-0.058982+0.038859i,-0.048433+0.042633i,-0.033357+0.028795i,-0.025233+0.012147i
-0.088049-0.010875i,-0.17485-0.030817i,-0.16565-0.027608i,-0.045478-0.058229i,0.030655-0.12589i,0.013282-0.11151i,-0.0057016-0.025402i,-0.0098583+0.021808i,-0.0072202+0.023719i,0.0025897+0.011383i,-0.007689+0.0045049i,-0.024908+0.01713i,-0.024202+0.030134i,-0.015716+0.028637i,-0.0053388+0.017538i,0.011381+0.0028264i,0.034398-0.011128i,0.052992-0.025279i,0.058131-0.046043i,0.046027-0.06305i,0.026427-0.056629i,0.020032-0.038062i,0.020877-0.023755i
0.11359-0.24801i,0.13631-0.40076i,0.12534-0.38252i,0.089931-0.20182i,0.015079-0.062699i,-0.072994-0.045575i,-0.08128-0.03997i,-0.018949-0.01133i,0.017292+0.0070774i,0.017153+0.014233i,0.0076162+0.0071794i,-0.0096099-0.0044175i,-0.023916-0.0044159i,-0.032867+0.012218i,-0.040635+0.038347i,-0.04722+0.052554i,-0.053806+0.04966i,-0.049909+0.050356i,-0.027119+0.065884i,0.0013884+0.068448i,0.0092888+0.041247i,-0.001546+0.017739i,-0.0017702+0.010743i
0.083599-0.063487i,0.16305-0.077402i,0.15431-0.018924i,0.10228+0.11484i,0.12099+0.20696i,0.14859+0.17947i,0.095821+0.08521i,0.025924+0.0087077i,-0.0076488-0.021763i,-0.014356-0.020252i,-0.0075708-0.019064i,-0.0083954-0.024007i,-0.017803-0.0197i,-0.020059-0.013373i,-0.016998-0.011842i,-0.005448-0.0021217i,0.016369+0.010033i,0.022699+0.0012178i,-0.0060399-0.020871i,-0.038243-0.02667i,-0.035121-0.020154i,-0.015676-0.016636i,-0.0079496-0.01319i
-0.044863+0.24464i,0.05213+0.42359i,0.11289+0.40317i,0.040802+0.16878i,-0.021864-0.057738i,0.013851-0.17571i,0.024286-0.17993i,-0.029395-0.1072i,-0.064139-0.048534i,-0.065284-0.029801i,-0.040565-0.016691i,-0.0038729-0.015825i,0.012495-0.032572i,0.0086941-0.053055i,-0.0012354-0.069656i,-0.015133-0.075108i,-0.022178-0.06522i,-0.0091326-0.046126i,0.016761-0.037487i,0.02902-0.041991i,0.019656-0.034062i,0.0089921-0.011163i,0.0060793+0.0060485i
-0.11001+0.14654i,-0.17364+0.18792i,-0.19155+0.12819i,-0.22384+0.0084559i,-0.32567-0.036526i,-0.37201+0.012835i,-0.27393+0.039602i,-0.13039+0.023013i,-0.044496+0.012065i,-0.011964+0.0206i,0.0077267+0.027289i,0.027271+0.018881i,0.034127+0.0091792i,0.02833+0.013226i,0.018431+0.024463i,0.0075031+0.026486i,-0.0098697+0.012497i,-0.039576-0.0010798i,-0.062542+0.0069616i,-0.051697+0.030601i,-0.019612+0.0387i,-0.005917+0.022762i,-0.011701+0.013436i
-0.095417-0.15103i,-0.27423-0.24459i,-0.33891-0.22498i,-0.1763-0.084154i,0.027838+0.097253i,0.10303+0.23929i,0.097806+0.25351i,0.07728+0.15323i,0.073726+0.069468i,0.084274+0.031542i,0.061771+0.011441i,0.020729+0.01551i,0.0068547+0.027309i,0.021513+0.024452i,0.046018+0.0041432i,0.062957-0.020243i,0.067956-0.022655i,0.072689-0.008123i,0.07762-0.011577i,0.066755-0.034309i,0.043295-0.042941i,0.028228-0.031966i,0.020013-0.023505i
0.082445-0.19805i,0.12194-0.26616i,0.15149-0.21644i,0.21721-0.15133i,0.28796-0.2293i,0.26181-0.34609i,0.16458-0.30589i,0.093176-0.16102i,0.050657-0.06562i,0.011826-0.034822i,-0.013186-0.01932i,-0.022166-0.0031011i,-0.018872+0.013651i,-0.013232+0.029659i,-0.019378+0.045163i,-0.03155+0.057878i,-0.035769+0.052781i,-0.032049+0.034645i,-0.019333+0.028839i,-0.0051909+0.031329i,-0.0083394+0.025436i,-0.019552+0.018883i,-0.018176+0.012348i
0.10015+0.025887i,0.25735+0.0018529i,0.30357-0.056163i,0.11909-0.062257i,-0.12552-0.011003i,-0.24493-0.0033872i,-0.22934-0.025881i,-0.14289-0.027101i,-0.082188-0.014839i,-0.064591+0.0082673i,-0.041374+0.017587i,-0.021797+0.005555i,-0.025582-0.0013133i,-0.038408-0.00062427i,-0.042674+0.0032628i,-0.027321+0.017221i,0.0023851+0.030623i,0.013715+0.023878i,-0.014708+0.017095i,-0.047536+0.033539i,-0.044905+0.044691i,-0.023485+0.028749i,-0.014181+0.012619i
-0.057006+0.25332i,-0.0096424+0.32018i,-9.9566e-05+0.26619i,-0.036791+0.20835i,-0.012898+0.24784i,0.076239+0.27422i,0.095125+0.18928i,0.020394+0.090541i,-0.032343+0.043904i,-0.026533+0.01917i,-0.0070203-0.0014184i,0.0082511-0.020196i,0.011288-0.039684i,0.0063984-0.052153i,0.013434-0.057515i,0.019803-0.06466i,0.01001-0.062606i,0.0023144-0.042424i,0.012031-0.032573i,0.027373-0.044059i,0.030931-0.04762i,0.022416-0.032576i,0.015204-0.017599i
-0.15892+0.13717i,-0.24341+0.2611i,-0.20531+0.29837i,-0.067548+0.17211i,0.044675-0.013632i,0.10343-0.13058i,0.10835-0.14167i,0.066794-0.08149i,0.037788-0.029468i,0.023657-0.018955i,0.017108-0.0083198i,0.023944+0.00694i,0.025439+0.015486i,0.021536+0.02549i,0.010509+0.027362i,-0.016119+0.020383i,-0.040031+0.0074256i,-0.043305-0.017561i,-0.040284-0.038599i,-0.036102-0.03887i,-0.026635-0.028951i,-0.022546-0.019078i,-0.019462-0.0097927i
-0.030756-0.25468i,-0.082374-0.34757i,-0.095484-0.29431i,-0.11852-0.16207i,-0.24922-0.056032i,-0.38084+0.035665i,-0.32454+0.090568i,-0.15277+0.063761i,-0.038839+0.025359i,0.0062141+0.022605i,0.016883+0.021617i,0.0046275+0.023742i,0.0084053+0.031458i,0.035491+0.018049i,0.059557-0.0061102i,0.072337-0.020304i,0.068802-0.020709i,0.050377+0.00073401i,0.032686+0.026339i,0.01544+0.037068i,0.0045912+0.034877i,0.011876+0.021286i,0.014882+0.0015021i
0.031254-0.16697i,0.018319-0.22247i,-0.045862-0.17935i,-0.086716-0.043263i,-0.020738+0.093689i,0.080852+0.15747i,0.10325+0.14511i,0.05815+0.09701i,0.014512+0.056104i,-0.00090268+0.027587i,-0.016534+0.0087099i,-0.031019+0.0085212i,-0.028736+0.018638i,-0.028501+0.035896i,-0.036239+0.059289i,-0.039462+0.072907i,-0.033879+0.064095i,-0.023959+0.036408i,-0.0069818+0.01261i,0.014167+0.0033229i,0.020973+0.0030312i,0.01145+0.0026032i,0.0029511+0.0022186i
0.0084151+0.13213i,0.09268+0.17995i,0.11084+0.10401i,0.025244-0.051028i,-0.030976-0.14703i,-0.0012317-0.16435i,0.021785-0.13481i,0.0063327-0.07044i,-0.0073656-0.02167i,-0.021957-0.00092077i,-0.023997+0.01151i,-0.01548+0.0038502i,-0.032459-0.0045764i,-0.057164+0.0049103i,-0.063908+0.011703i,-0.055158+0.014778i,-0.026663+0.020049i,0.0039133+0.018143i,-0.00082971+0.014537i,-0.028978+0.020395i,-0.03989+0.024382i,-0.029131+0.024147i,-0.011371+0.025269i
-0.0018745+0.1722i,0.061473+0.21123i,0.14436+0.12151i,0.14436-0.05283i,0.023427-0.18086i,-0.10696-0.20156i,-0.14013-0.15581i,-0.1014-0.11162i,-0.066772-0.081542i,-0.03845-0.040483i,0.0048926-0.018222i,0.028728-0.035764i,0.023649-0.054256i,0.027567-0.053083i,0.047913-0.048068i,0.061768-0.051618i,0.046862-0.056974i,0.010027-0.054079i,-0.023099-0.04919i,-0.039905-0.054001i,-0.040834-0.052026i,-0.02684-0.032189i,-0.0084464-0.016361i
-0.092624-0.11298i,-0.23002-0.16617i,-0.23399-0.13926i,-0.040127-0.047866i,0.13171+0.045491i,0.1311+0.11471i,0.043217+0.12655i,-0.024627+0.083936i,-0.036812+0.047161i,-0.0095999+0.01602i,0.0071971-0.011599i,0.013575-0.006907i,0.024117+0.0012194i,0.011655-0.013006i,-0.021394-0.025353i,-0.049395-0.022925i,-0.057102-0.015252i,-0.035348-0.020188i,-0.0031465-0.048902i,0.0045793-0.072392i,-0.009839-0.065562i,-0.022498-0.043003i,-0.028402-0.021929i
0.1716-0.15249i,0.20627-0.13485i,0.19755+0.0057761i,0.16564+0.097646i,0.079361+0.010022i,-0.057666-0.10134i,-0.10725-0.07728i,-0.038631-0.0049807i,0.020845+0.014334i,0.019508+0.015057i,0.0046472+0.029709i,0.0033735+0.041478i,0.0099433+0.03822i,0.017963+0.026347i,0.031786+0.014091i,0.047754-0.00045847i,0.050488-0.0067473i,0.038269+0.014832i,0.032023+0.057616i,0.045508+0.090716i,0.054107+0.089914i,0.036829+0.069607i,0.013713+0.055456i
0.085637+0.17856i,0.14562+0.18825i,0.1006+0.15708i,-0.038771+0.19564i,-0.083831+0.25695i,0.0042116+0.18831i,0.061314+0.055944i,0.060872+0.00015168i,0.05403-0.0027214i,0.031303+0.0068053i,0.0025632+0.019438i,-0.016144+0.019628i,-0.019136+0.029634i,1.6729e-05+0.0505i,0.015367+0.057391i,0.013302+0.063427i,0.010571+0.062021i,0.011931+0.031413i,0.018933-0.0092364i,0.038778-0.044514i,0.056329-0.069341i,0.052884-0.073571i,0.04204-0.0611i
-0.1947+0.29119i,-0.18182+0.26111i,-0.20078+0.10299i,-0.27267+0.059065i,-0.28126+0.18577i,-0.20823+0.24571i,-0.14029+0.14374i,-0.11932+0.036403i,-0.10672+0.0099565i,-0.079845+0.011916i,-0.049518+0.0042908i,-0.028959-0.0009976i,-0.022051-0.0009087i,-0.024421-0.011971i,-0.028723-0.033714i,-0.034156-0.048146i,-0.033928-0.044729i,-0.026819-0.026601i,-0.030661-0.0035911i,-0.053641+0.012357i,-0.077986+0.016052i,-0.08141+0.015088i,-0.065302+0.017212i
-0.35305+0.19551i,-0.37326+0.31449i,-0.2627+0.30108i,-0.12431+0.11449i,0.0041654-0.10174i,0.1116-0.19834i,0.11371-0.16736i,0.043672-0.079247i,0.0081412-0.013722i,0.0052015+0.0079832i,0.01245+0.018408i,0.030439+0.0033145i,0.030757-0.029696i,0.020091-0.030921i,0.028515-0.0099375i,0.043953-0.0073347i,0.033378-0.029361i,-0.013933-0.040581i,-0.069277-0.011464i,-0.086795+0.040595i,-0.061428+0.06997i,-0.035359+0.053648i,-0.030294+0.022977i
-0.17467-0.5148i,-0.14502-0.66393i,0.0079807-0.65978i,0.048253-0.55395i,-0.12459-0.36269i,-0.279-0.14627i,-0.26572-0.015105i,-0.17374+0.027632i,-0.097471+0.022242i,-0.060468-0.011336i,-0.044885-0.031314i,-0.021918-0.021137i,0.00040424-0.0055556i,0.010097+0.011107i,0.016785+0.034988i,0.021098+0.053617i,0.025227+0.057713i,0.04307+0.033932i,0.068496-0.028526i,0.077438-0.089247i,0.066978-0.10381i,0.049603-0.07852i,0.029685-0.045275i
0.20532-0.31197i,0.21007-0.21323i,0.12937-0.023997i,0.043798+0.044913i,-0.029264+0.00056467i,-0.094298-0.016025i,-0.069594-0.0056309i,-0.0094802-0.043437i,0.0036558-0.071188i,0.023805-0.042885i,0.045587-0.022684i,0.024178-0.0025228i,0.011748+0.030246i,0.022579+0.026766i,0.018106-0.0029511i,0.017039-0.025747i,0.044942-0.044171i,0.066796-0.060193i,0.05424-0.05239i,0.031244-0.017865i,0.018869+0.012181i,0.0098347+0.022036i,0.0025355+0.023229i
0.032582+0.11751i,-0.0032334+0.29406i,0.051789+0.38554i,0.16213+0.28004i,0.20918+0.098793i,0.19768-0.015345i,0.13753-0.049945i,0.054029-0.027121i,0.015131+0.018235i,0.0098537+0.043115i,0.00086967+0.048672i,-0.010334+0.042323i,-0.021191+0.04146i,-0.027147+0.057419i,-0.033312+0.077465i,-0.045475+0.10281i,-0.052379+0.11556i,-0.056167+0.096511i,-0.068003+0.061212i,-0.078433+0.025917i,-0.066809-0.00348i,-0.034817-0.028169i,-0.0094962-0.045893i
0.1475+0.040798i,0.15494-0.10795i,0.039876-0.19103i,-0.16845-0.08754i,-0.38303+0.045064i,-0.49243+0.070449i,-0.40651+0.047213i,-0.22204+0.025411i,-0.10432+0.0090798i,-0.049882+0.014449i,-0.00096949+0.015805i,0.023248-0.00067307i,0.010683-0.0024807i,-0.00022218+0.011124i,0.014763+6.1232e-05i,0.029293-0.034551i,0.031137-0.041569i,0.034607-0.014417i,0.028132+0.016186i,0.0071269+0.036618i,-0.014179+0.045667i,-0.024435+0.04918i,-0.021417+0.05078i
-0.23388+0.14202i,-0.44815+0.1599i,-0.59138+0.13834i,-0.45951+0.13158i,-0.097992+0.12123i,0.15704+0.066118i,0.13934+0.028556i,0.041002+0.051114i,0.0058008+0.064735i,-0.015886+0.054492i,-0.028517+0.053949i,-0.019415+0.033209i,-0.027728+9.1922e-05i,-0.038871-0.010681i,-0.035369-0.010669i,-0.034075-0.011347i,-0.029118-0.012276i,-0.026366-0.02187i,-0.031213-0.028797i,-0.016027-0.019501i,0.010586-0.016056i,0.0084611-0.024932i,-0.010187-0.026136i
0.41671-0.41335i,0.62157-0.5852i,0.69866-0.57577i,0.45901-0.48271i,-0.019231-0.37184i,-0.37302-0.2579i,-0.42801-0.18935i,-0.33207-0.14909i,-0.21322-0.10597i,-0.10929-0.065642i,-0.027031-0.015548i,0.042768+0.019576i,0.071729+0.019619i,0.059772+0.035712i,0.057884+0.068762i,0.068042+0.074796i,0.049955+0.055374i,0.0041578+0.023062i,-0.035417-0.02266i,-0.054491-0.072016i,-0.050183-0.10243i,-0.026921-0.11051i,-0.0099918-0.1057i
0.21055+0.59541i,0.26262+0.71503i,0.22331+0.49919i,0.23749+0.14363i,0.34418-0.037379i,0.43029-0.0066625i,0.3914+0.02689i,0.2485-0.033494i,0.096492-0.075405i,0.0024005-0.019304i,-0.03487+0.044061i,-0.053644+0.056678i,-0.039595+0.049509i,-0.014868+0.014149i,-0.02982-0.027947i,-0.036836-0.036971i,0.0067148-0.054934i,0.055815-0.099389i,0.068076-0.11464i,0.056932-0.066979i,0.04746+0.0126i,0.04201+0.069988i,0.035788+0.094709i
-0.59491+0.33325i,-0.73343+0.27003i,-0.6403+0.24968i,-0.42938+0.43579i,-0.35372+0.5975i,-0.43407+0.5636i,-0.40602+0.44021i,-0.22186+0.3084i,-0.053614+0.19018i,0.022152+0.090278i,0.020958+0.016721i,-0.019786-0.013189i,-0.06907+0.011507i,-0.082384+0.066385i,-0.050516+0.098773i,-0.026685+0.11108i,-0.016194+0.12916i,-0.00048228+0.11778i,-0.019333+0.063512i,-0.070267+0.021912i,-0.088098+0.0025972i,-0.061909-0.027731i,-0.036323-0.059645i
-0.38277+0.50719i,0.17862+0.6073i,0.60009+0.29578i,0.36113-0.17848i,-0.050907-0.56637i,-0.16727-0.88017i,-0.18002-0.96255i,-0.1866-0.70971i,-0.12505-0.41257i,-0.089573-0.22941i,-0.073689-0.095494i,-0.018825-0.0267i,0.022921-0.023581i,0.03798-0.01968i,0.073879-0.011627i,0.12133-0.035877i,0.13861-0.08351i,0.11467-0.11478i,0.066174-0.11129i,0.028124-0.089669i,0.0021549-0.06515i,-0.031112-0.020034i,-0.040459+0.046852i
-0.95654-0.57583i,-1.2541-0.49642i,-1.0852-0.25869i,-0.60067+0.071962i,-0.14734+0.50366i,0.061957+0.82604i,0.10402+0.804i,0.12583+0.53781i,0.15067+0.27441i,0.12794+0.13566i,0.066799+0.086691i,0.017842+0.065735i,0.00019887+0.058289i,0.00084057+0.049511i,-0.0063493+0.020772i,-0.023955+0.0012839i,-0.030662+0.0097232i,-0.044604+0.015491i,-0.082168+0.011478i,-0.10951+0.027648i,-0.095613+0.065066i,-0.045713+0.078503i,-0.0054259+0.055671i
-1.4406+4.3455i,-1.1235+2.5453i,1.5562+2.6218i,3.294+1.3289i,3.0713-0.71715i,0.87824-2.3013i,-1.3222-1.5002i,-1.4068+0.29933i,-0.14168+1.1043i,0.81305+0.71171i,0.6831-0.047354i,0.060537-0.35705i,-0.50239-0.091389i,-0.83655+0.56922i,-0.64883+1.0089i,-0.27468+0.88523i,-0.079984+0.47044i,-0.13065+0.024804i,-0.35012-0.24124i,-0.50571-0.26409i,-0.49647-0.17293i,-0.35548-0.057711i,-0.17209-0.023952i
0.44981+0.099758i,0.10481+0.12188i,-0.16835+0.10896i,-0.012844+0.1251i,0.26473+0.20193i,0.33915+0.30888i,0.28728+0.33984i,0.2423+0.22922i,0.16499+0.025888i,0.0039164-0.079751i,-0.13005-0.033136i,-0.15293+0.034447i,-0.10991+0.082907i,-0.04128+0.11961i,0.033774+0.10891i,0.1105+0.069007i,0.18773+0.010596i,0.20876-0.056455i,0.15098-0.083722i,0.074462-0.058431i,0.01724+0.0073538i,8.5986e-05+0.075957i,0.01657+0.094554i
0.050527+0.12516i,-0.12005-0.19405i,-0.28838-0.17687i,-0.09865+0.20753i,0.32666+0.36697i,0.50994+0.22738i,0.40123+0.07529i,0.2271-0.030148i,0.13295-0.077128i,0.1062-0.12467i,0.037519-0.13093i,-0.010032-0.061309i,0.0050773-0.045128i,0.00012892-0.076353i,-0.023451-0.091254i,-0.053733-0.10294i,-0.093442-0.087143i,-0.093757-0.021662i,-0.044445+0.046155i,0.00092631+0.060955i,0.010717+0.039384i,0.0090404+0.023611i,0.021534+0.0038136i
-0.069936+0.78328i,0.45684+0.88449i,0.70247+0.44404i,0.33887-0.19441i,-0.084025-0.57538i,-0.17965-0.63824i,-0.11405-0.47474i,-0.052088-0.24131i,-0.042309-0.095501i,-0.05399-0.016843i,-0.037881+0.024457i,-0.024405+0.0094127i,-0.047625-0.032475i,-0.080614-0.056388i,-0.082343-0.037774i,-0.061632+0.001621i,-0.050217+0.046082i,-0.037532+0.095192i,-0.012869+0.12095i,-0.0051562+0.10672i,-0.01447+0.066117i,-0.020787+0.021993i,-0.027039-0.014942i
-0.4661-0.65923i,-0.61887-0.70703i,-0.46448-0.61875i,-0.13873-0.52149i,0.11953-0.375i,0.27749-0.21505i,0.31796-0.14912i,0.20918-0.1426i,0.087165-0.10577i,0.053902-0.066552i,0.052328-0.046298i,0.043722-0.010647i,0.060743+0.0027268i,0.082242-0.027211i,0.081876-0.058047i,0.069722-0.097451i,0.030356-0.1382i,-0.01126-0.12634i,-0.0067951-0.075773i,0.028789-0.044085i,0.053556-0.036383i,0.048672-0.024034i,0.027868+0.0053012i
0.4429-0.65477i,0.28916-0.38871i,0.19025+0.16094i,0.31259+0.34952i,0.3934+0.099689i,0.32854-0.11461i,0.25202-0.13776i,0.1852-0.10322i,0.10932-0.066094i,0.065026-0.054164i,0.042312-0.050257i,0.040561-0.015098i,0.065216+0.022023i,0.084325+0.032672i,0.077242+0.026869i,0.059378+0.021526i,0.058871+0.015729i,0.070121+0.0059777i,0.082671+0.0099226i,0.088758+0.024794i,0.072582+0.02937i,0.036741+0.018686i,0.0053345+0.0072349i
0.33602-0.10067i,0.15612-0.16228i,-0.0071112-0.12781i,0.00078242-0.025882i,0.068599+0.05062i,0.13322+0.10506i,0.17508+0.11668i,0.16978+0.075503i,0.14921+0.026344i,0.0956-0.0044616i,0.010195-0.013643i,-0.066625-0.016475i,-0.12037-0.00012037i,-0.14614+0.048788i,-0.13757+0.11261i,-0.095056+0.16309i,-0.04144+0.17827i,-0.0034155+0.15697i,0.0074006+0.10134i,-0.0095285+0.032956i,-0.016097-0.0083271i,0.01857-0.026007i,0.052949-0.047887i
0.14461+0.23037i,0.15555+0.053946i,-0.038415-0.077203i,-0.14607+0.015721i,0.034803+0.11626i,0.19504+0.090701i,0.16552+0.082783i,0.10471+0.10246i,0.079273+0.092413i,0.086286+0.068497i,0.084621+0.036455i,0.049876+0.019988i,0.028863+0.017438i,0.028964-0.0046202i,0.030419-0.029428i,0.037051-0.030295i,0.043925-0.014692i,0.035722+0.0044921i,0.0082324+0.01852i,-0.014125+0.026429i,-0.02173+0.017225i,-0.039576-0.0067645i,-0.061338-0.0090147i
-0.076527+0.22314i,0.14422+0.27649i,0.37743+0.14519i,0.32698-0.064825i,0.033579-0.13175i,-0.20936-0.082114i,-0.27146-0.069317i,-0.23638-0.079417i,-0.19494-0.056191i,-0.1528-0.020893i,-0.081112-0.002529i,-0.00064549-0.018312i,0.036611-0.066367i,0.025946-0.10596i,-0.0088893-0.1174i,-0.044293-0.11268i,-0.055489-0.097087i,-0.042601-0.066078i,-0.0093756-0.021839i,0.021593+0.0067151i,0.018004+0.015533i,0.0024483+0.026517i,0.0018482+0.026585i
