0.00039867+0.00087347i,0.00078486-0.001017i,0.00013545-0.0029949i,-0.00054196-0.0038663i,-0.0019515-0.0015165i,-0.0025591+0.0014657i,-0.0011752+0.0021223i,0.00077166+0.00096108i,0.0013614-0.00019162i,0.0010504-0.00072145i,0.00083665-0.0007986i,0.00036581-0.00069107i,-0.00091562-0.00022935i,-0.00099514+0.00033212i,0.00065442+0.00054493i,0.00094587-0.00029746i,-7.9518e-05-0.00038322i,-0.00033583-4.5623e-05i,-1.125e-05-0.00056147i,-0.00040065-0.00070846i,0.00017546-0.00047836i,0.00089776-0.0003548i,0.00017634-0.00017457i
0.30478-0.42888i,0.39975-0.48833i,0.40802-0.31888i,0.34634-0.2489i,0.14724-0.3476i,-0.10231-0.3235i,-0.15592-0.16953i,-0.085704-0.081866i,-0.06616-0.054796i,-0.076021-0.019968i,-0.056676+0.022091i,-0.01519+0.039536i,0.0012811+0.021485i,-0.0019284+0.012906i,0.020931+0.018772i,0.060261+0.0045775i,0.073703-0.021374i,0.049589-0.037085i,0.01849-0.040475i,0.011493-0.044037i,0.020141-0.050979i,0.019301-0.050218i,0.005782-0.03616i
0.42+0.36441i,0.59274+0.42237i,0.51474+0.23482i,0.27897+0.04597i,0.14108+0.0331i,0.12261+0.077953i,0.069657+0.11085i,0.026909+0.11924i,0.039103+0.079968i,0.050578+0.041565i,0.049254+0.021532i,0.035213+0.0090925i,0.027914+0.011846i,0.033159+0.0074817i,0.028289+0.0058827i,0.015966+0.014833i,-0.0017264+0.0090348i,-0.015459-0.0031987i,-0.010386-0.0048233i,0.0035229+0.0022711i,0.017769+0.012867i,0.036241+0.019951i,0.052935+0.01316i
-0.34919+0.14562i,-0.48773+0.10816i,-0.39632-0.02089i,-0.17417-0.079487i,-0.041727-0.01281i,-0.020308+0.090636i,-0.0070464+0.11181i,-0.0012539+0.06631i,-0.0047904+0.03145i,0.011179+0.0031694i,0.018606-0.031851i,0.003016-0.047942i,-0.01649-0.041203i,-0.036155-0.039101i,-0.055559-0.054057i,-0.06156-0.054016i,-0.034758-0.022117i,0.0077467+0.0006871i,0.024509-0.0067178i,0.0077214-0.01353i,-0.017667-0.0062476i,-0.034776+0.00032147i,-0.042271+0.0015666i
-0.014283-0.11316i,0.068429-0.0093666i,0.1612+0.1906i,0.098492+0.27416i,-0.048369+0.24759i,-0.045891+0.19713i,0.07516+0.091608i,0.1132-0.019372i,0.065055-0.052616i,0.025652-0.026791i,0.02071+0.0084657i,0.026068+0.033648i,0.019996+0.049694i,0.01587+0.061798i,0.02157+0.061351i,0.013852+0.03782i,-0.014249+0.0050397i,-0.03542-0.011816i,-0.035236-0.0047753i,-0.014299+0.0073274i,0.01176+0.0030839i,0.020681-0.0055663i,0.016506-0.0047903i
0.12323-0.22664i,-0.036989-0.5296i,-0.34436-0.67867i,-0.39989-0.48088i,-0.10678-0.25846i,0.11745-0.25714i,0.06144-0.24626i,-0.038905-0.12406i,-0.038327-0.032929i,-0.021694-0.017149i,-0.040104-0.01267i,-0.046048-0.011658i,-0.030371-0.035415i,-0.030204-0.044323i,-0.034966-0.0038805i,-0.013713+0.054611i,0.019102+0.087302i,0.026139+0.083532i,0.012002+0.056253i,0.00065529+0.031314i,-0.0048436+0.02461i,-0.010028+0.021513i,-0.014356+0.015637i
0.0060543+0.34829i,0.21326+0.57277i,0.41911+0.49598i,0.3138+0.12787i,-0.016716-0.14382i,-0.23847-0.15803i,-0.23328-0.093846i,-0.10471-0.04638i,-0.010819-0.013301i,0.017361+0.0088515i,0.044371-0.001707i,0.054967-0.036084i,0.0429-0.03336i,0.063518-0.019156i,0.10189-0.056017i,0.096385-0.11724i,0.047708-0.13574i,0.0071957-0.095768i,0.002149-0.039442i,0.010219-0.014813i,0.0067254-0.016987i,0.0048042-0.011902i,0.012052-0.004195i
-0.33776-0.39687i,-0.61179-0.50014i,-0.57685-0.27076i,-0.17936+0.1025i,0.12967+0.28586i,0.15536+0.31278i,0.1089+0.28255i,0.067864+0.15911i,0.015722+0.033922i,-0.011827-0.0029312i,-0.023519+0.022381i,-0.030734+0.063327i,-0.032497+0.067531i,-0.059573+0.045782i,-0.10032+0.056415i,-0.10004+0.092882i,-0.052564+0.098171i,-0.0008709+0.061008i,0.017262+0.014161i,0.003665-0.011758i,-0.0098935-0.014428i,-0.01314-0.015095i,-0.020399-0.016787i
0.48228-0.01518i,0.59206-0.018735i,0.3083-3.6013e-05i,-0.10199-0.0015394i,-0.18997-0.024606i,-0.014443-0.073517i,0.083483-0.11174i,0.043613-0.061211i,0.019929+0.005186i,0.017956-0.016002i,-0.013536-0.054941i,-0.029578-0.053317i,-0.015457-0.039186i,0.01157-0.026461i,0.039548-0.035497i,0.042857-0.066854i,0.024908-0.080607i,0.0098994-0.067848i,0.0047942-0.039818i,0.010516+0.0004751i,0.024274+0.033128i,0.030515+0.037889i,0.02449+0.024042i
0.077088+0.54564i,0.30156+0.66081i,0.5478+0.38958i,0.59568+0.035467i,0.38283-0.083401i,0.099686-0.044056i,-0.040528-0.0041972i,-0.041121-0.020481i,-0.041494-0.032653i,-0.04328+0.01743i,-0.00077482+0.055371i,0.04399+0.044488i,0.058983+0.019513i,0.041652+0.00063246i,0.0073727+0.0058385i,-0.019551+0.02468i,-0.040373+0.029794i,-0.053302+0.019874i,-0.050099+0.0021942i,-0.040405-0.023571i,-0.037424-0.049012i,-0.038058-0.05227i,-0.028527-0.034419i
-0.72007-0.0096249i,-1.0924+0.13629i,-1.0924+0.31067i,-0.77214+0.33921i,-0.38127+0.22886i,-0.081856+0.1051i,0.031496+0.031821i,0.033256+0.04562i,0.062548+0.073197i,0.08276+0.040492i,0.055873+0.00097015i,0.014168-0.020238i,-0.024113-0.015584i,-0.024808+0.0056564i,0.00932+0.0069799i,0.040995+0.00072611i,0.05087+0.0024737i,0.033704+0.009589i,0.0074691+0.022498i,-0.0011619+0.03632i,0.0083026+0.044599i,0.018975+0.045253i,0.025513+0.041431i
0.38322-0.78125i,0.63181-1.2533i,0.69763-1.2449i,0.50417-0.78855i,0.15534-0.32681i,-0.12079-0.049488i,-0.1594+0.052938i,-0.072599+0.020196i,-0.020915-0.02363i,0.0025739-0.022289i,0.0060848-0.015184i,-0.0074607-0.0032221i,-0.0086925+0.0027202i,-0.02167-0.0074589i,-0.0595-0.0083245i,-0.090312+0.0080564i,-0.088793+0.031107i,-0.05732+0.050969i,-0.020822+0.049047i,-0.003416+0.019762i,-0.0061475-0.016129i,-0.01077-0.04145i,-0.017721-0.053252i
0.4138+0.50809i,0.50115+0.80789i,0.22966+0.77983i,-0.12355+0.48064i,-0.15354+0.22684i,0.039097+0.079032i,0.13255+0.022733i,0.10049+0.040124i,0.054604+0.040043i,0.031128+0.0097634i,0.038625-0.01145i,0.05953-0.020845i,0.068364-0.022688i,0.0728-0.010596i,0.094397+0.0028928i,0.11569-0.0098059i,0.10161-0.033992i,0.063354-0.042289i,0.035423-0.028399i,0.027075+0.0023407i,0.025695+0.029498i,0.020457+0.03886i,0.015401+0.032069i
-0.43919+0.17593i,-0.58003+0.19706i,-0.3135+0.068097i,0.11896-0.091215i,0.26199-0.13384i,0.13132-0.089223i,-0.018596-0.064728i,-0.091979-0.065717i,-0.11284-0.04664i,-0.11641-0.0091519i,-0.11906+0.034904i,-0.10545+0.06581i,-0.077183+0.063688i,-0.061701+0.038473i,-0.067482+0.019271i,-0.064786+0.01427i,-0.034069+0.0011625i,-0.0032316-0.022141i,-0.00044706-0.036187i,-0.0080349-0.037084i,-0.0030702-0.032665i,0.0026946-0.024055i,0.00022478-0.0086147i
-0.1323-0.36368i,-0.30442-0.48132i,-0.4835-0.23313i,-0.49978+0.17706i,-0.34912+0.33024i,-0.18205+0.23921i,-0.050578+0.12075i,0.021239+0.038515i,0.028062+0.012836i,0.034853+0.01236i,0.052325-0.018874i,0.041785-0.058267i,0.016833-0.064812i,0.017627-0.05121i,0.034435-0.048126i,0.028098-0.043461i,0.0044247-0.019078i,-0.0046531+0.0023306i,0.0018357-0.0037622i,-0.0034772-0.020266i,-0.022391-0.014766i,-0.023428+0.0068083i,-0.0050548+0.019869i
0.38754+0.14391i,0.62005+0.14768i,0.57483-0.0067582i,0.28201-0.22295i,0.037427-0.31982i,-0.023021-0.27571i,-0.0062834-0.17489i,0.0035576-0.085946i,0.0095963-0.035126i,0.0086569-0.0042298i,-0.0032626+0.018806i,-0.011466+0.037382i,-0.0061614+0.042814i,-0.011735+0.036864i,-0.031573+0.033296i,-0.041455+0.024494i,-0.045055+0.0112i,-0.059803+0.010553i,-0.068102+0.032471i,-0.038915+0.05307i,0.0092556+0.039562i,0.031305+0.0067396i,0.023731-0.015301i
-0.31662+0.23614i,-0.43305+0.35555i,-0.28004+0.27712i,0.024841+0.069806i,0.20584-0.044494i,0.19782-0.030066i,0.086698+0.018888i,0.0021946+0.071288i,0.00057815+0.081104i,0.011429+0.031473i,0.0071122-0.0041175i,0.016901-0.0062766i,0.027548+0.0003003i,0.036714+0.0048296i,0.051897+0.0039453i,0.064522+0.0025836i,0.067407-0.0032195i,0.06393-0.014533i,0.053801-0.025511i,0.027616-0.029783i,-0.0074702-0.022577i,-0.030965-0.012562i,-0.035359-0.0056172i
0.011363-0.33808i,0.074856-0.39907i,0.14372-0.15317i,0.096458+0.18106i,-0.068041+0.27922i,-0.20907+0.18104i,-0.18387+0.074195i,-0.060732-0.0015433i,0.0088079-0.047222i,0.013181-0.046989i,0.0021833-0.033646i,-0.014553-0.032879i,-0.035401-0.03426i,-0.058492-0.030975i,-0.082501-0.018991i,-0.09069+0.0040182i,-0.072091+0.028141i,-0.040127+0.032516i,-0.01768+0.015889i,-0.0063544+0.0036786i,0.0062643+0.0061264i,0.018118+0.014726i,0.019931+0.017994i
0.31828+0.011697i,0.37005-0.060359i,0.1529-0.25962i,-0.14015-0.44472i,-0.19999-0.38503i,-0.032508-0.16049i,0.088276-0.019578i,0.04549+0.010834i,-0.020185+0.029456i,-0.01444+0.043008i,0.015992+0.03346i,0.025668+0.020001i,0.026493+0.021504i,0.046049+0.028631i,0.078424+0.018804i,0.085446-0.011338i,0.05569-0.033925i,0.02316-0.02452i,0.017445+0.00041582i,0.024605+0.0056607i,0.018783-0.005636i,0.0088051-0.010746i,0.0093325-0.0091564i
-0.084869+0.31272i,-0.083088+0.47086i,0.093408+0.52182i,0.38329+0.45566i,0.48414+0.25749i,0.29608+0.030971i,0.090718-0.055236i,0.052322-0.054051i,0.047315-0.067997i,-0.00098855-0.058135i,-0.03327-0.023844i,-0.036961-0.0032398i,-0.032898+0.00061295i,-0.040291-0.0010025i,-0.057999+0.0047006i,-0.056519+0.01824i,-0.031462+0.017781i,-0.018374-0.0038365i,-0.036543-0.019714i,-0.056745-0.0062949i,-0.047615+0.016847i,-0.026386+0.01839i,-0.017761+0.0076614i
-0.31153-0.19098i,-0.53416-0.36724i,-0.70416-0.41915i,-0.77374-0.21449i,-0.62735+0.11947i,-0.30399+0.28987i,-0.095891+0.19795i,-0.091765+0.081126i,-0.08263+0.074804i,-0.0049765+0.060242i,0.042361+0.014374i,0.048763-0.011999i,0.044309-0.024451i,0.048555-0.027145i,0.067908-0.024428i,0.07421-0.024307i,0.056613-0.012175i,0.043266+0.0099713i,0.050651+0.016111i,0.058814-0.0034928i,0.046701-0.02951i,0.024492-0.035954i,0.009699-0.023295i
0.2001-0.16407i,0.37431-0.19226i,0.50213-0.14034i,0.51896-0.17833i,0.37476-0.34516i,0.15419-0.40011i,0.056687-0.23518i,0.081075-0.072139i,0.084579-0.035797i,0.035506-0.024458i,-0.003117+0.0060183i,-0.0086337+0.024284i,-0.0038199+0.020412i,-0.019857+0.0035967i,-0.056932-0.0087026i,-0.084835-0.0081171i,-0.085347-0.0065774i,-0.071796-0.0094823i,-0.061104-0.0031186i,-0.052933+0.018222i,-0.041179+0.037354i,-0.030843+0.04355i,-0.024845+0.041479i
0.097055+0.18386i,0.095226+0.29086i,-0.015898+0.29112i,-0.13119+0.24785i,-0.11705+0.2541i,-0.04951+0.24832i,-0.036596+0.18006i,-0.027153+0.10308i,-0.0053112+0.041419i,0.00034392-0.0036007i,0.0015524-0.028743i,-0.0014385-0.036888i,-0.011181-0.019909i,-0.00533+0.013556i,0.025347+0.034332i,0.058681+0.026799i,0.064675+0.0072865i,0.045785+0.00078264i,0.031273+0.0015268i,0.030943-0.0067445i,0.034266-0.016016i,0.033687-0.019975i,0.031456-0.022312i
-0.15231+0.083146i,-0.17961+0.14957i,-0.070766+0.16141i,0.063714+0.1042i,0.092463+0.037694i,0.066513-0.026274i,0.024814-0.092175i,-0.049745-0.085088i,-0.074825-0.0069297i,-0.039288+0.03474i,-0.025564+0.033978i,-0.028589+0.041465i,-0.016778+0.042062i,-0.0084832+0.011192i,-0.025849-0.025521i,-0.047498-0.027372i,-0.040771-0.0056361i,-0.013916+0.0026165i,0.0031513-0.00801i,-0.00145-0.014568i,-0.013144-0.0086865i,-0.016744-0.00096853i,-0.012876+0.0024983i
-0.0061588-0.16934i,-0.028301-0.2431i,-0.058163-0.22424i,-0.10039-0.19941i,-0.19884-0.22426i,-0.27763-0.1793i,-0.19125-0.075857i,-0.042132-0.067474i,-0.0070267-0.097085i,-0.027501-0.053307i,-0.0079558-0.00083041i,0.013573+0.00036172i,0.012909-0.0072606i,0.025298+0.014177i,0.054046+0.044173i,0.064359+0.050243i,0.041222+0.038252i,0.010341+0.030664i,0.00053321+0.031492i,0.010206+0.025701i,0.019234+0.01316i,0.018869+0.0076746i,0.01253+0.0062988i
0.15511+0.054672i,0.20783+0.044095i,0.13569+0.022037i,0.072304+0.10429i,0.18863+0.23202i,0.30529+0.22013i,0.21043+0.14956i,0.088796+0.14721i,0.087732+0.12997i,0.094025+0.057245i,0.056132+0.00042311i,0.021814-0.018589i,0.00031973-0.027774i,-0.027686-0.042378i,-0.057789-0.054421i,-0.066745-0.058071i,-0.047059-0.05602i,-0.025099-0.048635i,-0.027623-0.034525i,-0.040309-0.015378i,-0.039122-0.0055013i,-0.025598-0.012155i,-0.012171-0.023539i
-0.1164+0.11311i,-0.10847+0.12079i,0.0013472-0.020715i,0.035384-0.21306i,-0.083552-0.21956i,-0.13475-0.074617i,-0.055471-0.0066163i,-0.023262-0.012252i,-0.047522-0.0020602i,-0.035351+0.0054111i,0.0016085+0.0023298i,0.033715+0.0022838i,0.047621-0.00074225i,0.045554+0.0042919i,0.048215+0.023548i,0.057424+0.043248i,0.05348+0.049112i,0.036563+0.037382i,0.028616+0.0215i,0.033584+0.013134i,0.035111+0.010591i,0.027184+0.0098891i,0.014495+0.014842i
-0.12798-0.15571i,-0.2298-0.14903i,-0.27215+0.094835i,-0.16932+0.35603i,-0.020321+0.30259i,0.022001+0.079023i,0.018914-0.03098i,0.042401-0.070217i,0.025553-0.095086i,-0.023718-0.063533i,-0.05408-0.019048i,-0.070154+0.0049911i,-0.062467+0.018203i,-0.037946+0.008804i,-0.027944-0.021037i,-0.03784-0.047341i,-0.044927-0.052757i,-0.035155-0.036899i,-0.022482-0.01499i,-0.02322-0.0042023i,-0.032845-0.0015626i,-0.041644+0.0037625i,-0.041362+0.0077946i
0.20564-0.082034i,0.30308-0.203i,0.23344-0.38397i,0.070639-0.47972i,0.027491-0.35254i,0.08236-0.14569i,0.055474-0.038789i,-0.013841+0.026786i,-0.0017528+0.070856i,0.035182+0.042459i,0.034108+0.0044714i,0.031513-0.0030433i,0.026517-0.0022632i,0.0094333+0.011392i,0.0027838+0.033313i,0.011163+0.037405i,0.014262+0.021369i,0.002315+0.00042531i,-0.0075272-0.015932i,-0.002532-0.022474i,0.0087869-0.020466i,0.017163-0.014987i,0.020846-0.0081461i
-0.01673+0.26212i,0.004677+0.49087i,0.10088+0.62947i,0.17651+0.5773i,0.067774+0.37968i,-0.10425+0.17395i,-0.131+0.047613i,-0.079826-0.018845i,-0.069691-0.030216i,-0.060297+0.0039935i,-0.025129+0.019384i,-0.012172+0.0086861i,-0.016498+0.0025296i,-0.0079706-0.012098i,0.00065207-0.03487i,-0.0016564-0.035519i,-0.00049967-0.010054i,0.0057357+0.015399i,0.0072721+0.025706i,0.0072211+0.026029i,0.014443+0.023303i,0.025167+0.02129i,0.028876+0.01762i
-0.21001-0.09903i,-0.37912-0.21086i,-0.46534-0.28548i,-0.40527-0.27948i,-0.24227-0.21446i,-0.088536-0.10124i,-0.0092988-0.0024339i,0.020271+0.016559i,0.039946-0.01277i,0.045892-0.036917i,0.031414-0.037651i,0.018245-0.022989i,0.012682-0.0067769i,0.0053128+0.015651i,-0.0018271+0.043128i,-0.0066606+0.054978i,-0.013688+0.041982i,-0.017245+0.022161i,-0.011203+0.0090193i,-0.004939-0.00056569i,-0.0042777-0.0095909i,-0.0065558-0.021669i,-0.0127-0.030574i
0.1755-0.1366i,0.33466-0.23363i,0.37933-0.25706i,0.28293-0.16009i,0.20769-0.042812i,0.17644-0.023284i,0.11387-0.029502i,0.066497+0.029184i,0.057705+0.074107i,0.03201+0.060232i,-8.5101e-05+0.035315i,-0.0061978+0.0128i,-0.0018311-0.0093142i,-0.00048404-0.026882i,0.0032341-0.041834i,0.012413-0.051064i,0.02448-0.046583i,0.030045-0.030342i,0.021235-0.014137i,0.0073546-0.0033245i,0.0004068+0.0029622i,-0.0012634+0.0065312i,-6.8787e-05+0.0071426i
0.044746+0.20808i,0.089303+0.38108i,0.13071+0.41749i,0.10485+0.26014i,-0.043036+0.10535i,-0.1886+0.077559i,-0.18138+0.057575i,-0.12603-0.017741i,-0.11348-0.041548i,-0.075231-0.0043426i,-0.018688+0.018362i,0.0080136+0.03062i,0.017839+0.03657i,0.018074+0.026869i,0.010463+0.021163i,0.0063818+0.022771i,0.0029615+0.018713i,0.0018694+0.0050076i,0.0077788-0.010468i,0.0088731-0.015891i,9.8061e-05-0.0089659i,-0.0059207+0.004111i,-0.0039959+0.013826i
-0.22414-0.070518i,-0.43764-0.13119i,-0.55761-0.12251i,-0.4485-0.018268i,-0.1436+0.042342i,0.13412-0.01717i,0.17642-0.059029i,0.10368-0.024802i,0.074675-0.01487i,0.042982-0.037395i,0.001269-0.033403i,-0.016856-0.02397i,-0.022722-0.020256i,-0.016181-0.011406i,-0.0034392-0.010052i,-0.0028918-0.014559i,-0.0099604-0.013275i,-0.017356-0.0052268i,-0.022845+0.0066965i,-0.021098+0.016515i,-0.014578+0.017906i,-0.014301+0.012269i,-0.019543+0.007749i
0.16741-0.18187i,0.34178-0.31246i,0.4823-0.36368i,0.4483-0.34027i,0.21166-0.25504i,-0.037376-0.11257i,-0.085264-0.013026i,-0.019042-0.0025274i,-0.0022428-0.003385i,-0.0013572+0.010387i,0.01428+0.0020434i,0.017304-0.008775i,0.0083997-0.0053372i,-0.0063719+0.0011518i,-0.018349+0.0073702i,-0.018152+0.0090931i,-0.0092041+0.0036686i,0.0028446-0.0046294i,0.01504-0.012867i,0.025153-0.022994i,0.028263-0.030535i,0.030468-0.030155i,0.035136-0.026784i
0.09823+0.21579i,0.09483+0.39845i,-0.03728+0.50234i,-0.17405+0.49328i,-0.13508+0.40254i,0.0068314+0.25124i,0.046284+0.11501i,-0.0070084+0.054847i,-0.02565+0.032064i,-0.016323+0.002692i,-0.020877-0.015137i,-0.023062-0.015828i,-0.010844-0.013303i,0.0062751-0.011062i,0.016882-0.0053074i,0.017943+0.0016295i,0.0077255+0.0071419i,-0.012535+0.015627i,-0.030194+0.028823i,-0.03386+0.044472i,-0.025688+0.051076i,-0.021698+0.043081i,-0.022725+0.03198i
-0.20834+0.030762i,-0.30859-0.027926i,-0.21223-0.18086i,0.0054404-0.34725i,0.096115-0.40175i,0.045316-0.31014i,0.015386-0.16469i,0.040607-0.069706i,0.057731-0.030846i,0.051813-0.0023155i,0.04592+0.017835i,0.036434+0.019117i,0.017429+0.018252i,0.001659+0.019812i,-0.0090798+0.01606i,-0.014597+0.012702i,-0.010759+0.0095504i,-0.00076123+0.0012261i,0.0085151-0.011905i,0.011892-0.027795i,0.011839-0.0376i,0.012832-0.036128i,0.0097257-0.030361i
0.025363-0.18295i,0.064845-0.25626i,0.043761-0.14338i,-0.072309+0.10699i,-0.17169+0.29679i,-0.15896+0.32114i,-0.099389+0.20091i,-0.074817+0.081459i,-0.065465+0.049286i,-0.042557+0.040755i,-0.028355+0.020343i,-0.0185+0.0073753i,-0.0046569-0.0038615i,0.0044431-0.0155i,0.013113-0.023391i,0.016567-0.028305i,0.011576-0.022475i,0.0043987-0.0095419i,-0.0063151+0.0029441i,-0.017499+0.01879i,-0.020334+0.0299i,-0.016082+0.02672i,-0.010371+0.018467i
0.12683+0.08913i,0.17682+0.16597i,0.14637+0.16524i,0.14081+0.034346i,0.19718-0.15161i,0.17288-0.24954i,0.070341-0.18071i,0.017496-0.070656i,0.0096835-0.047434i,-0.0012502-0.049845i,-0.0012462-0.026214i,0.0037712-0.0055513i,0.0023971+0.0048518i,0.0031031+0.011871i,0.0055905+0.015266i,0.010216+0.016077i,0.01447+0.013526i,0.017168+0.0085518i,0.024504-0.0040106i,0.030537-0.026886i,0.023586-0.040225i,0.011546-0.02671i,0.0065311-0.0035904i
-0.13054+0.05077i,-0.23432+0.034578i,-0.28274-0.038174i,-0.29183-0.057425i,-0.28869+0.03713i,-0.20563+0.11757i,-0.073087+0.073227i,-0.00081341-0.0038671i,0.010737-0.015355i,0.0075659-0.0040056i,-0.00042057-0.0092783i,-0.0059248-0.013712i,-0.006795-0.0081851i,-0.010105-0.0013596i,-0.017633+0.0012712i,-0.023652+0.00073651i,-0.022785-0.0036761i,-0.020916-0.0098574i,-0.026964-0.0044697i,-0.034099+0.017196i,-0.029566+0.032456i,-0.018348+0.022433i,-0.012669+0.0025i
0.032192-0.13022i,0.1071-0.18622i,0.21348-0.10286i,0.29618+0.040764i,0.30098+0.072066i,0.19888+0.028598i,0.065268+0.042057i,0.0034658+0.079996i,0.0014345+0.069065i,0.0049355+0.039656i,0.0068719+0.028703i,0.0099188+0.022384i,0.0074934+0.005335i,0.00099607-0.010293i,0.002002-0.015123i,0.004594-0.015192i,-0.00091988-0.0098685i,-0.0007494-0.0011056i,0.013234-0.00087324i,0.030983-0.012257i,0.040342-0.022581i,0.04006-0.018815i,0.034255-0.010773i
0.12213+0.086866i,0.1767+0.14488i,0.088639+0.073896i,-0.1089-0.10669i,-0.21247-0.19775i,-0.13832-0.15459i,-0.017593-0.091283i,0.028322-0.052743i,0.025032-0.02864i,0.020931-0.019448i,0.015915-0.024731i,0.010476-0.027649i,0.015113-0.017387i,0.023819-0.0034003i,0.021068+0.0085549i,0.012972+0.012025i,0.0080757+0.0054067i,-0.00061904+0.00030461i,-0.014866+0.0074435i,-0.028175+0.022512i,-0.033181+0.028033i,-0.031484+0.019594i,-0.027562+0.01155i
-0.14456+0.1046i,-0.21383+0.18545i,-0.1136+0.24948i,0.118+0.30012i,0.23321+0.3191i,0.16149+0.262i,0.047858+0.142i,-0.011832+0.045926i,-0.018566+0.024421i,-0.0033185+0.033956i,0.005397+0.036623i,0.0027431+0.032782i,-0.006669+0.025065i,-0.016796+0.016845i,-0.019179+0.0069024i,-0.014256+0.0015654i,-0.0086416+0.0040082i,-0.0025224+0.0045049i,0.0079773-0.0054819i,0.021545-0.021546i,0.025333-0.026063i,0.015679-0.014995i,0.0061224-0.002934i
-0.066582-0.17508i,-0.12888-0.31363i,-0.20484-0.36301i,-0.27387-0.33064i,-0.26426-0.29721i,-0.15751-0.21712i,-0.039841-0.092516i,0.0090944-0.021838i,-0.0035049-0.013475i,-0.019237-0.018524i,-0.017141-0.018848i,-0.0097208-0.016605i,-0.0046616-0.014637i,0.0011677-0.01405i,0.0097037-0.01422i,0.015186-0.013816i,0.016046-0.012092i,0.011677-0.010077i,-0.0062934-0.0070614i,-0.032418+0.00048044i,-0.043933+0.0080705i,-0.033221+0.0097125i,-0.015889+0.0098192i
0.14845-0.013339i,0.24863+0.0085077i,0.25422+0.051131i,0.18736+0.11689i,0.11735+0.16593i,0.040471+0.10109i,-0.035072-0.018839i,-0.055408-0.064207i,-0.031749-0.048247i,-0.011844-0.020516i,-0.0065195+0.0021822i,-0.0045463+0.014138i,0.0038027+0.016024i,0.010873+0.014315i,0.008455+0.019187i,0.00474+0.024505i,0.0021815+0.020654i,0.0032203+0.014561i,0.017548+0.0088202i,0.040512+0.0002834i,0.05547-0.008146i,0.051795-0.012235i,0.035095-0.013125i
-0.043248+0.10667i,-0.091942+0.15849i,-0.10057+0.10974i,-0.0636-0.0055315i,-0.031226-0.052018i,-0.0029812+0.013244i,0.015933+0.089725i,0.014269+0.10127i,0.010995+0.072413i,0.012884+0.037916i,0.012936+0.011224i,0.011778-0.0015599i,0.0055501+0.00029369i,-0.0056935+0.0058572i,-0.01727-0.0011258i,-0.022162-0.011719i,-0.017908-0.013251i,-0.01493-0.0096379i,-0.024411-0.0011906i,-0.041701+0.01365i,-0.048563+0.022963i,-0.039136+0.017975i,-0.024819+0.0071501i
-0.046939-0.067851i,-0.063492-0.10797i,-0.081538-0.068348i,-0.11183+0.03094i,-0.1225+0.042299i,-0.10244-0.051642i,-0.062045-0.10837i,-0.021252-0.08232i,-0.0078073-0.0462i,-0.018741-0.024221i,-0.027795-0.0071675i,-0.026865-0.0037463i,-0.020957-0.013172i,-0.010891-0.023009i,0.0026135-0.021353i,0.0099214-0.0099163i,0.0069414-0.0020164i,0.0039058-0.00054682i,0.015488-0.0023423i,0.037514-0.0088989i,0.043123-0.016375i,0.027213-0.015968i,0.011931-0.0089579i
0.087705+0.018364i,0.1776+0.048475i,0.24687+0.028698i,0.26533-0.056298i,0.22629-0.074287i,0.13284+0.026814i,0.045521+0.093833i,0.0025169+0.064688i,-0.007091+0.024527i,0.0025314+0.0059575i,0.011083-0.0048688i,0.015109-0.0068762i,0.021555-0.0018772i,0.024913+0.0063158i,0.018912+0.010433i,0.0071598+0.0077235i,-0.0017768+0.0065452i,-0.007389+0.0069282i,-0.018655+0.004309i,-0.033467+0.00347i,-0.037638+0.0084716i,-0.027243+0.01327i,-0.014876+0.01324i
-0.082712+0.073864i,-0.18445+0.14419i,-0.25286+0.20629i,-0.23248+0.23046i,-0.15204+0.16701i,-0.026037+0.036498i,0.07903-0.04959i,0.09405-0.055482i,0.05947-0.035388i,0.02556-0.020484i,0.0069774-0.0093235i,-0.003924-0.00067i,-0.012382+0.0062708i,-0.015082+0.0080077i,-0.013369+0.0045428i,-0.009635+0.0018267i,-0.0060501+0.00068847i,-0.0015569+0.0014771i,0.0086602+0.0029838i,0.023268+0.0020229i,0.030266+0.0018086i,0.026958+0.0045277i,0.022668+0.0062979i
-0.050968-0.1253i,-0.065978-0.2624i,-0.036609-0.35184i,0.007908-0.32904i,0.0020374-0.21555i,-0.066173-0.07746i,-0.10905+6.1347e-05i,-0.081962+0.0025817i,-0.04207-0.0070063i,-0.01288-0.0017341i,0.005469-0.00079059i,0.0086146-0.0039967i,0.0033005-0.0062059i,-0.0029101-0.009153i,0.0013311-0.011719i,0.011006-0.012655i,0.014494-0.0095149i,0.010802-0.0060798i,-0.0024651-0.0080168i,-0.022225-0.013392i,-0.035563-0.019356i,-0.035099-0.024019i,-0.031528-0.021969i
0.11867-0.022314i,0.20992-0.01334i,0.20254+0.020095i,0.10197+0.065154i,0.063815+0.087403i,0.11293+0.058861i,0.12658+0.029029i,0.087569+0.033098i,0.062848+0.033959i,0.049626+0.014585i,0.030032-0.00086365i,0.018086-0.007519i,0.016829-0.0093329i,0.017562-0.004194i,0.012683+0.0058088i,0.0025831+0.011352i,-0.0036087+0.0079678i,-0.0030484+0.0037116i,0.0082147+0.0058923i,0.02944+0.013154i,0.044557+0.016415i,0.042526+0.011297i,0.030069+0.0053542i
