0.00039867+0.00087347i,0.00078486-0.001017i,0.00013545-0.0029949i,-0.00054196-0.0038663i,-0.0019515-0.0015165i,-0.0025591+0.0014657i,-0.0011752+0.0021223i,0.00077166+0.00096108i,0.0013614-0.00019162i,0.0010504-0.00072145i,0.00083665-0.0007986i,0.00036581-0.00069107i,-0.00091562-0.00022935i,-0.00099514+0.00033212i,0.00065442+0.00054493i,0.00094587-0.00029746i,-7.9518e-05-0.00038322i,-0.00033583-4.5623e-05i,-1.125e-05-0.00056147i,-0.00040065-0.00070846i,0.00017546-0.00047836i,0.00089776-0.0003548i,0.00017634-0.00017457i
-0.0011522-0.00016236i,0.00068859-0.00028719i,0.0014418-0.00030063i,0.00060046+0.00057051i,-8.9159e-05+0.00094288i,-0.0004962+0.00030498i,-0.00086824+0.00031783i,-0.00011786+3.269e-06i,0.00057847-0.00079609i,0.00092269-0.00077088i,0.00046755-0.00060119i,5.1528e-05-0.0006008i,0.00055536-0.00021745i,0.00027337-0.00012193i,-0.000259-0.000301i,0.00021674-0.00052224i,0.00022388-0.00043425i,6.8596e-05-0.00061672i,0.00053374-0.00057084i,0.00020754+7.013e-05i,-0.00064257-0.00024687i,-0.00013961-0.00087555i,0.00055773-0.00059842i
0.00095946+0.0005759i,0.00079657-0.00020382i,0.00055193-0.0010427i,-0.00010341-0.00091541i,-0.0012283-0.00063057i,-0.0015599-0.00029971i,-0.00086736+0.00043945i,2.4264e-05+0.00035167i,-2.349e-05+9.0824e-05i,-0.00071138-7.0232e-05i,-0.00057643-0.0001985i,-0.00063782+0.00019939i,-0.00045113+0.00014364i,0.00027089+3.8622e-05i,0.00057461+5.3414e-05i,0.0002954+7.9472e-05i,0.00014137+0.00048077i,0.00042604+0.00059384i,0.0003314+0.0002073i,0.00046033+0.00010472i,0.00013363+0.00055601i,-0.00013808+4.5773e-05i,-1.541e-05-0.00029812i
0.0013291+0.0011154i,0.00037235+0.00087359i,0.00079599-0.00046556i,0.0012047-0.0023307i,-0.00019625-0.0020563i,-0.0012214-0.00080906i,-0.00046475-0.00013748i,5.208e-05+0.00030909i,-0.00021026+0.00036375i,-0.00049739+0.00011201i,-0.00084256+9.7912e-05i,-0.0003382+0.00035889i,0.00060027+0.00014302i,0.00094634+0.00013221i,0.00012797+7.2987e-06i,0.00022366+3.1114e-05i,0.00092168+0.0003905i,0.00063331-0.0001193i,0.00041738-0.0010281i,0.00063771-0.001072i,0.00067808-0.00035463i,0.00047562-0.00041185i,0.00073708-0.00036398i
0.0007843-0.0013316i,0.00031325-0.00092381i,-9.7762e-05-0.00086627i,-0.00095497-0.0009341i,-0.0021035-0.00061699i,-0.0019786+0.00048166i,-0.00083134+0.00057414i,-0.00087022+0.00013021i,-0.001074+0.00055235i,-0.00053435+0.00024672i,-0.00048311-0.00051639i,-0.00011271-0.00026405i,0.00064866+5.8502e-05i,0.00022211-0.00020841i,0.00069682+0.0002687i,0.0014256+0.00122i,0.00045412+0.00085714i,-0.00045664+4.4711e-05i,-0.00039801-0.00042597i,-0.00029358+5.7968e-05i,0.00037859+0.00056441i,0.00071845+0.00056053i,0.00012841+0.00066336i
-0.00011434-0.00038779i,-0.00035175-0.0010173i,-0.00085444-0.0024697i,-0.0015662-0.0032922i,-0.0015412-0.0020109i,-0.0014501-0.00054256i,-0.00091342-3.1898e-05i,-0.00010419+0.00048997i,0.0004286+0.0009316i,0.0006019+0.00081304i,0.0010687+0.00054798i,0.00086314+0.00052165i,0.0004411+0.00045747i,0.0007039-2.2904e-05i,0.001726+0.00010995i,0.0020602+0.0011991i,0.00086603+0.00089737i,-3.917e-05-0.00033187i,-6.8348e-05+3.4943e-06i,-0.00010884+0.00025882i,-0.00012498+1.5094e-05i,0.00035009+0.00026663i,0.00067728-0.00020308i
0.00034783-0.00041018i,0.00024188-0.00097218i,-0.00051102-0.00084897i,-0.00058945-0.00049431i,-0.00068011-0.00021806i,-0.00079674+6.7906e-05i,-0.0006125+0.00069511i,-0.0005806+0.0011516i,0.00015765+0.00032264i,0.0001917-0.00021555i,-0.0010333-0.0002722i,-0.00077115+3.8028e-05i,0.00029219+0.0001107i,0.00071779-0.00014301i,0.00095096-0.00025438i,0.00095757-0.0008651i,0.00029352-0.0010268i,-0.00035971-0.00046829i,-0.0001827-2.7594e-05i,-0.00021556-8.1989e-05i,-0.00059854-0.00028784i,-0.00059439-0.00063835i,-0.00024668+0.00015198i
-0.0016872+0.0010791i,-0.00098629+0.001865i,-0.0010807+0.00072704i,-0.0012171-0.00085795i,-0.0010727-0.00069588i,0.00010019-0.00044811i,1.4568e-05-0.00027356i,-0.00029455+0.00012363i,-0.00036953+0.00021583i,-0.00026048-0.00011586i,0.00040076-0.00048541i,0.00017058-0.00053032i,4.5375e-06-0.00031237i,0.00064488-0.00054754i,0.00076409-0.00057978i,0.00028796-0.0003066i,-6.0964e-05+0.00022143i,-1.4015e-05-8.9466e-06i,-2.0756e-05-0.00045258i,-0.00028069-0.00047645i,5.1236e-05-0.00027894i,4.3735e-05-1.1816e-06i,-0.00032795+0.00028501i
-0.00028898+0.0002259i,-0.0002493-0.00014127i,0.00052322+0.00017879i,0.0015545+0.00025143i,0.0016903-0.0001101i,0.0013064-0.000538i,0.00017438-0.00025172i,-0.0010832+0.00030581i,-0.00087836+0.00050213i,1.2554e-05+0.00062397i,0.00029494+0.00038292i,0.00036596+0.00040627i,0.00040706+0.00028102i,7.5786e-05+0.00050542i,0.00018491+0.00066022i,0.00030184+0.00060665i,0.00010013+0.0001679i,0.00020759+0.00014913i,0.00034546-6.7991e-05i,0.00014219-0.00015333i,0.00063057+0.00057469i,0.0012651+0.00056196i,0.00043774+0.00011999i
-0.00061036+0.00057828i,0.001328+0.00067387i,0.0006701+0.00053401i,1.9851e-06+0.0010486i,-0.00071025+0.0013633i,-0.00071875+0.00097895i,2.9916e-05+0.00053669i,-0.0005343+0.00036515i,-0.0010461+0.00075002i,-0.0010596+8.7628e-05i,-0.00013264-0.00050656i,0.00026527-0.00019059i,0.00010042-3.0985e-05i,-0.00018298+0.00075153i,0.00010348+0.0008873i,0.00053821+0.00026496i,-6.6605e-07-0.00017071i,-0.00025-0.00064525i,0.00072734-0.00043785i,0.00057355+0.0005515i,-0.00089956+0.00035874i,-0.0009783-0.00040768i,-0.00042738-0.00020636i
-0.0018374+0.00042118i,-0.0016667+0.0006528i,-0.0022712-1.5247e-05i,-0.0017079-0.00022328i,-0.00059488+0.00049196i,-0.00048816+4.6413e-05i,-0.00083529-0.00097063i,-0.0006509-0.00072216i,-0.00053442-0.00046366i,-9.3894e-05-0.00069403i,0.00063308-0.0010067i,0.00037418-0.00078451i,0.00012298-0.0013549i,0.00044217-0.0016864i,0.00040044-0.0012435i,0.00035545-0.0011362i,-0.00018769-0.00084497i,-0.00038014-0.00070051i,0.00016494-0.00084026i,-8.5239e-05-0.0004698i,0.00017973-0.00016571i,0.00090974+0.00043582i,0.00036603+0.0011164i
0.002041-0.00085972i,0.0015306-0.0010243i,0.00062841-0.0023284i,-0.00056531-0.0021868i,-0.0020118-0.0013257i,-0.002454-0.0013756i,-0.0014773-0.00076811i,-0.00067088+5.5327e-05i,-0.00035726+0.00026407i,0.00018275+0.00039902i,0.00075998+0.00069989i,0.00080196+0.0011241i,-0.00053309+0.0010015i,-0.0011137+0.001662i,-0.00030767+0.0022154i,0.00036839+0.0010797i,0.00075768+0.00021202i,0.00020922+0.00010393i,-0.00046861-7.9214e-05i,5.0089e-05-0.00038356i,0.00055398+0.00015625i,0.00053789+5.2261e-05i,-0.00021578-0.00048978i
0.0024692+0.00066934i,0.0026248-0.00013007i,0.0010491-0.00072139i,-0.00040253-0.0017958i,-0.0009514-0.0017235i,-0.00066775-0.00035562i,-0.00047798+0.00035662i,-0.00035563-0.00034114i,-0.00044484-0.001104i,3.1224e-05-9.5629e-05i,-8.9764e-05+0.0010852i,-0.00029324+0.00049023i,-9.445e-05+0.00018289i,-1.7921e-05+0.00053436i,7.212e-05+0.00068912i,-0.00020924+0.001057i,-0.00049042+0.00098017i,0.00040534+4.3558e-05i,0.00031057-0.0012658i,-0.0003509-0.0013382i,-0.00039254-0.00090858i,-5.2554e-05-0.0012119i,-0.00041289-0.0013237i
0.00026911-0.0015204i,-0.00017397-0.00091132i,-0.001608-0.00034763i,-0.0016566+9.0955e-05i,-0.0015469+0.00024399i,-0.0014251-0.00021511i,-0.00052283-0.00029213i,0.00026072+0.00025034i,0.00021586+0.00033768i,-0.00046326+0.00029504i,-0.00078439+0.00097685i,0.00025791+0.0012875i,0.00081059+0.00054965i,0.00011923+0.00018981i,-0.00020015+0.0012579i,-0.00060062+0.0018349i,-0.0006702+0.00076544i,-0.00068862+5.619e-05i,-0.0013321+0.00028262i,-0.0011437-0.00018604i,-0.00087369-0.00038421i,-0.00028925-0.00012661i,0.0007092-0.00037843i
0.00039502-0.00048681i,0.0010949-0.0010389i,0.00023906-0.001471i,-0.0011612-0.0013081i,-0.0017659-0.00086579i,-0.0015354-0.00031535i,-0.0005512+6.9938e-05i,-0.00065281+0.0001223i,-0.00081559+6.1791e-05i,-0.0002983-0.00018561i,-0.00025802-0.00088721i,-0.0001651-0.00043143i,-0.00013126-0.00032416i,0.00027397-0.00092688i,0.00018059-0.0007958i,-0.000368-0.00079387i,0.00029137-0.00064142i,0.0010401-0.00042319i,0.0010044-0.0010517i,0.00037579-0.0022668i,0.00048042-0.0015856i,0.00064879-5.6383e-05i,0.00024546+0.00022468i
-0.0012755+0.00088199i,-0.00020695+0.00039541i,0.001009-0.00023967i,0.0017902-0.00037531i,0.0017808-0.0002588i,0.00050836+0.00030742i,-0.0005628+0.00067939i,-0.00080889-0.00020399i,-0.00015272-0.00037844i,-0.0002078-0.0004202i,-0.00060741-0.00031646i,-0.00045285+0.00031319i,4.9307e-05-0.00033588i,-0.00033506-0.00047868i,-0.00026083+3.8373e-05i,0.00045809+0.00044614i,0.00018685+0.00012946i,0.00018051-6.5032e-05i,-0.00019153+0.00027124i,-0.00038313+0.00028234i,0.00036482-0.00020273i,0.00010438-0.00020751i,-0.00075749-0.00021488i
0.0021672-0.0011564i,0.0016923-0.0015435i,0.00061585-0.0028653i,-0.00017268-0.0031442i,-0.001363-0.0016295i,-0.0021463-0.00055392i,-0.0015268-0.00025394i,-0.00071411-0.00030379i,-0.00022524-0.00021141i,-9.4948e-05-0.00029497i,0.00026419-5.1634e-05i,0.00059651+0.00049999i,0.00067736+0.0012575i,-0.00016123+0.0011026i,-0.00019639+0.0003481i,0.0004458+0.00016325i,0.000504+0.00057401i,0.00068055+0.00065907i,0.0010607+0.00063179i,0.0007868+0.00034188i,0.00072926+0.00039106i,0.00040871+0.00078812i,-0.00068465+0.00093742i
0.0014539+0.00061927i,0.0011817+0.00021536i,0.0015111-0.00074566i,0.00059152-0.0010506i,-0.0014867-0.00098813i,-0.0016313-0.0010599i,-0.0010903-0.00039909i,-0.00047426+0.00014302i,0.00060814+9.2104e-05i,0.00044516-1.4904e-05i,-0.00025247-6.5662e-05i,-0.00012789+0.00011496i,-0.00019297+0.00065177i,-0.00031063+0.00115i,0.00034853+0.0010009i,0.00028367+0.00024756i,-0.00015359-6.9995e-05i,-0.00052198+7.4605e-05i,-0.00061679-0.00011356i,-0.00040154-5.4712e-06i,-0.00029693+0.0003117i,5.7891e-05+0.00019054i,0.00025389-0.00010005i
-0.00082013-0.0018844i,-0.0022722-0.0010243i,-0.002701-0.0002708i,-0.0022976-5.2705e-05i,-0.001128+0.00026303i,-0.00030389-2.5368e-05i,-0.00064867-7.7921e-05i,-0.0011208+0.00029684i,-0.00064708+0.00070965i,-0.0001418+0.00045909i,0.00035665+4.424e-05i,0.00024994-9.65e-05i,0.00031382-0.00036141i,0.00061732-0.00030316i,0.0010256+0.00015897i,0.0013933+0.00081409i,0.00017985+0.00045883i,-0.0007205-5.8364e-05i,-0.00041714-6.1683e-05i,-0.00059454+0.00049584i,-0.0013778+0.00044853i,-0.00096867+0.0001846i,-0.00030162+0.00040439i
-0.00054535-4.8415e-05i,-0.0011711-0.0019723i,-0.0015785-0.0023025i,-0.00068958-0.0013693i,0.00043929-0.00093051i,0.00020519-0.00099072i,-0.0002726-0.00043696i,-0.00011795-0.00010743i,-0.00011505-0.00028137i,-0.0003643-9.0187e-05i,-0.00057666+0.0003832i,-0.00021169+0.00063607i,-0.00032894-5.8095e-05i,-0.00057883-0.00026289i,-0.00011825+9.317e-05i,2.5252e-05+0.00013196i,5.2231e-05+0.0001543i,0.00035652-0.00042567i,0.00044235-0.00011629i,5.8805e-06+0.0012448i,0.00011805+0.0013314i,0.00021641+0.00066835i,0.00025544+6.4564e-05i
-0.00095625-0.0001845i,-0.00065806+0.00057306i,-0.00017293+5.515e-05i,0.00027692-0.0010008i,-7.7e-05-0.00098794i,-0.0008161+0.00018883i,-0.00065465+3.3052e-05i,0.00011806-0.00016449i,-0.00035084+0.00038403i,-0.0008185+0.00046127i,-0.00055637+0.00082111i,-0.00045595+0.00060157i,-0.00030004+5.5007e-05i,-0.00030953+0.00014596i,-0.00037259+1.7019e-05i,-0.0001741-0.00015742i,-5.5967e-06+7.2105e-06i,0.00023628-6.2459e-05i,0.00057923-0.00034534i,0.00059382-3.7826e-05i,1.512e-05+0.00017739i,0.00011745-0.00018727i,0.00022498+0.00051405i
0.0014086-0.00052499i,3.677e-05+0.00045046i,-0.00037313+0.00042553i,-7.4956e-06-0.00017712i,0.00016681-0.00051959i,0.00042393-0.00060334i,0.0007534-0.00039676i,0.00057979+0.00019614i,0.00024701+0.00052664i,3.2681e-05+0.00053264i,-0.00026097+0.00037705i,-0.0004882+0.00034235i,-0.00072772+0.00038517i,-6.9968e-05+0.00064663i,0.00096595+0.0012398i,0.0017528+0.0010308i,0.0010931+0.0005682i,-0.00021336-0.00033429i,-0.00036732-0.00030688i,-0.00019264-0.00014138i,7.323e-05-0.00016416i,-0.00013155+0.00052653i,-0.00022631+0.00081429i
0.0010482+0.00020495i,0.00087912-0.0014938i,0.00069076-0.002837i,-0.00030414-0.003505i,-0.00054319-0.0021916i,-0.00095538-0.00031755i,-0.00071405-0.00030438i,-6.9875e-05-0.00059809i,0.00037035-0.00025737i,0.00042547-0.00029289i,-0.0004888-0.00061733i,-0.00096394+4.0309e-05i,-0.00037243+0.00096222i,9.0074e-05+0.00077181i,0.00032717+0.00085647i,0.00017456+0.00071153i,-0.00022827+0.00092998i,-0.00049303+0.0011696i,-0.0010232+0.00053465i,-0.00064095+1.4741e-05i,-0.0002072+0.00022123i,-5.5183e-05+0.00019857i,-0.00010297-0.0004474i
-0.0013847-0.00078976i,-0.0011061-0.00014552i,-0.00057321+0.00056591i,-0.00085535+4.8941e-05i,-0.00059008-0.00078601i,-0.00036227-0.00083676i,-0.00026398-0.00064874i,2.2936e-05+0.00044787i,-0.00078227+0.0016725i,-0.0011412+0.00093952i,0.00055039-0.00013i,0.0017688-0.00049417i,0.0012424-0.00042031i,-0.00015354-0.00027244i,-0.00088226+0.00020271i,-0.00046297+7.7415e-05i,0.00016323-0.00054468i,-0.00015906-0.00047534i,-0.00077193-0.0010318i,-0.00066122-0.00091088i,0.00026201-0.00029927i,0.00053096-0.00029401i,0.0002687+1.1457e-05i
-0.001576+0.00093221i,-0.0024173+0.0013921i,-0.0030914-0.00020651i,-0.0029673-0.00077015i,-0.0029675-0.00052578i,-0.0025877-0.0003298i,-0.0019397+0.00033289i,-0.0020592+0.00046344i,-0.0018025+0.00011302i,-0.00053456-1.5687e-05i,0.00017011-0.00014228i,0.00015542-0.00026455i,0.00027927-0.00043669i,0.00062421-0.00086039i,0.00060512+0.00087984i,0.00044309+0.0021716i,0.00042819+0.0014156i,0.00033514+0.00093969i,0.00047704-0.00017622i,0.00046039-0.00084264i,-0.00054004+0.00043239i,-0.00036797+0.00046499i,0.0002696+0.00059468i
0.00037929+0.0018914i,0.001144+0.00068795i,0.0014676-0.0008792i,0.00087756-0.0011489i,0.00070866-0.0004713i,0.00069469-0.00030196i,0.00016463+0.00021361i,-0.00015998+0.00022292i,-6.0353e-05+0.00011532i,-0.00014559+0.00023208i,-0.00020575-0.0003881i,-7.3641e-05-0.00095295i,-0.00046488-0.00041434i,-0.00081435+0.00018455i,-0.00079464+6.9516e-05i,0.00012365-3.328e-05i,0.00072108+9.9248e-07i,0.00057594-0.0005841i,0.00019962-0.0010586i,0.00019782-0.0012283i,0.00058209-0.00079983i,0.00074123-0.00026825i,0.00033944-0.00017908i
-0.00049078-0.00019704i,0.00076944+0.00015529i,-0.00014512-0.00086992i,-0.0011315-0.0013972i,-0.00088638-0.0010206i,-0.00055866-0.00033522i,-0.00033201-0.00062262i,-0.00027336-0.0012583i,-0.00041677-0.00074327i,-0.00017355-0.0002014i,-6.2602e-05+7.9018e-05i,-0.00097069+0.0003694i,-0.0014829+1.1479e-05i,-0.0016601-0.00015682i,-0.00042185-0.00013066i,0.00089659-0.00019951i,0.00027353-0.00051481i,-0.00051448-0.00089217i,-0.00052321-0.00093367i,-0.00060683-0.00072225i,-0.00035474-0.00066358i,0.00019238+0.00014436i,-2.421e-05+0.00064688i
-0.0028088-6.4085e-05i,-0.002909+0.00047678i,-0.0013471+0.0010835i,-0.00027988+0.0014012i,-0.00089703+0.0006093i,-0.00077396-0.0011288i,-0.0011213-0.0013861i,-0.0015741-0.0010715i,-0.0013724-0.00083685i,-0.00078059-8.5469e-05i,-0.00026459-7.6903e-06i,0.00018184+0.00011009i,-0.00020244-0.00018447i,-0.00026804-0.0009845i,0.00016847-0.0011269i,0.00011027-0.00089696i,-5.5932e-05-0.00067144i,8.2182e-05-0.00024827i,-0.00020287-0.00032067i,-0.00053661-0.00033418i,-0.0010318-0.00040535i,-0.00063313-4.4784e-05i,-0.00022423-7.4808e-06i
0.00028647-0.0011462i,-5.8432e-05-0.0016901i,-0.00088324-0.0024461i,-0.0016084-0.0030758i,-0.0024076-0.0018649i,-0.0022424-0.00022934i,-0.00059592+0.00070555i,-0.00011515+0.00033205i,-0.00056546-0.00033757i,-0.0007894+1.7246e-05i,-0.00047378-0.00020917i,-0.00019967-0.00033905i,0.00041969-9.3548e-05i,0.0010047+0.00072346i,0.00087568+0.0016069i,0.00048827+0.0010307i,-0.00061469+8.6525e-05i,-0.00088426-0.00018486i,-0.0003126-0.00040285i,5.0074e-05+0.00039993i,-7.8054e-05+0.00092252i,0.00035193+0.00033173i,0.00052334+0.00023641i
0.0018197-0.00012658i,0.0024492+5.0392e-05i,0.0025226-0.00096267i,0.00061865-0.001343i,-0.0013158-0.001661i,-0.0013007-0.0015294i,-0.00084345-0.00065118i,-0.0007207-0.00058057i,-0.00013552-0.00029222i,0.0011637-0.00061659i,0.00079487-0.00066137i,-0.00084611+0.00046666i,-0.0010656+0.0004427i,-0.00017257+9.0608e-05i,0.00033566+0.00049839i,0.00058767-2.1432e-05i,0.00061101-0.00071157i,0.00034177-0.00066044i,0.00013098-0.00034309i,0.00025653-0.00068399i,0.00026672-0.00056379i,0.00057175+0.0002692i,0.00023041-0.00012306i
-0.00080163+0.0010642i,-0.00044854+0.00071731i,-0.00029882+7.7407e-05i,0.00022306-0.00066705i,0.00019274-0.0011109i,-0.00060333-0.0011482i,-0.00099103-0.00033299i,-0.0010317+0.00017088i,-0.0007133-0.00029343i,-0.0008096+7.6761e-06i,-0.00074325+0.0007936i,-2.2334e-06+0.00091605i,0.0005126-4.8033e-05i,0.00054595-0.00067947i,-0.00018829-0.00052829i,-0.00047723-0.0010659i,0.00050783-0.0013497i,0.00037963-0.0004661i,-0.00010305+0.00022415i,-0.0001333+1.7271e-05i,-0.00038429+1.7059e-05i,0.00031503-0.00067105i,0.00099223-0.00075287i
0.0010395-8.3643e-05i,0.00085811-0.001189i,0.0010954-0.0010916i,0.00048357-0.0020246i,-0.00093588-0.0019096i,-0.0017551-0.00099037i,-0.00099614-0.00049057i,-0.00085984+5.8963e-06i,-0.0014744-0.00042263i,-0.0012702-0.00072568i,-0.00047837-0.00045686i,-0.00025686+0.00060384i,-4.7072e-05+0.0010643i,0.00024368+0.00063829i,-0.00016907+0.00058674i,-0.00058953+0.00019436i,-0.00063061-0.00042741i,-0.00058373-0.00025643i,-0.00056713+8.7061e-06i,-0.00084193+0.00010371i,-0.0012709+3.9329e-05i,-0.0012673-0.00075268i,-0.00053805-0.00059022i
-0.00054784-0.0023053i,-0.00051-0.0028483i,-0.00089768-0.003126i,-0.0014568-0.0022349i,-0.0017388-0.0017859i,-0.00079753-0.001604i,0.00042744-0.00035785i,0.00086559+0.00063821i,5.9275e-05+0.00065922i,-0.00069488+0.00021172i,-0.00083961+0.00039729i,-0.00043833+0.0006866i,0.0004895+0.00029554i,0.00015996-0.00053868i,-0.00027012-0.00061622i,0.00032098-0.00064076i,0.0010226-0.00099389i,0.00092399-0.0010674i,0.00077403-0.00055224i,0.00073691-0.00024553i,5.3575e-05-0.00035084i,-3.0679e-05-0.00051776i,0.00034001+4.6286e-05i
-0.00033452-0.0006595i,0.00098071-0.00071892i,0.0005072-0.00099537i,-0.00027894-0.00017497i,-0.00054672+0.0008132i,-0.00038716-0.00012114i,-6.5228e-05-0.00044525i,-0.00039228-0.00013333i,-0.00011453+1.9746e-05i,-3.6969e-05+0.00017645i,3.3467e-05+0.00021219i,0.00011404-0.00012524i,0.00065046+0.0003073i,0.0010321+0.00046998i,0.00080596-0.00013997i,0.0010461-3.5328e-06i,0.0012139-7.1117e-05i,0.00022919-0.00046115i,-0.00024889-0.00047948i,0.00065582-0.0003143i,0.0010978-0.00030489i,0.00063316-0.00022944i,0.00029431-0.00031486i
-0.00038147-0.00028087i,0.00030143+0.0003183i,-0.00046391+0.00018154i,-0.0016088-0.00022646i,-0.0016801-0.00011934i,-0.0014669+0.00042182i,-0.0010428-0.00027128i,-0.00035332-0.00083228i,-0.00056395+0.00023866i,-0.00090971+0.0012468i,-0.00032757+0.0010297i,0.0007529+0.00041299i,0.00071613+0.0006756i,4.6827e-06+0.00066815i,-2.427e-05+0.00015024i,-7.7975e-05+0.00020154i,-0.00024984+0.00070772i,-0.00024626+0.00028273i,-0.00079689-0.00021956i,-0.00040817+0.00015882i,0.00027018+0.00048248i,0.00017341+0.00010853i,0.00023729-0.00039771i
-0.00088456-0.001667i,-0.0019505-0.0012883i,-0.0029724-0.00094796i,-0.0027795-0.00026255i,-0.0019325+0.0003933i,-0.00095585+0.00055501i,-0.00054056+0.00013418i,-0.00040227-0.00085428i,0.00012165-0.0013756i,0.00053552-0.00034236i,-2.5956e-05+0.00097682i,-0.00041084+0.00075697i,0.00049924-0.00012083i,0.0014276-0.00028571i,0.0010642-0.00053169i,0.0010412-0.00026313i,0.000489+9.9776e-05i,-0.0001104-1.4572e-05i,-0.00033369+1.0632e-05i,-2.1755e-05+0.00038709i,0.00054965+0.00012315i,0.0010359-0.0006645i,0.0015984-0.00024037i
0.0021648-0.0025964i,0.0012708-0.0033031i,-0.00036522-0.0039667i,-0.0019471-0.0033953i,-0.0028258-0.0017103i,-0.002578-0.00011865i,-0.0016323-1.2928e-05i,-0.00080136-0.00053475i,-0.00014468-0.00031896i,0.00034426+0.00038163i,0.0003641-0.0003635i,0.0011879-0.00057139i,0.0013695-0.00049921i,0.00058809-0.00060298i,0.00021329-0.00036399i,0.00034548-0.0003729i,0.00023583-7.5835e-05i,-2.3321e-07-0.00025525i,9.1268e-05-0.00067903i,0.00015905+1.2445e-05i,0.00036756+0.00028645i,0.00018839+0.00050411i,-0.00058449+0.00057086i
-0.001042+0.0011026i,0.00027836+0.0016672i,0.0013897+0.0022587i,0.00054315+0.0012633i,0.00057427+0.00051769i,0.0011716+0.0011193i,0.00024503+0.0010551i,-0.0014105+0.0004791i,-0.0018385+0.00052815i,-0.00066769+0.00071104i,-0.0001609+0.00070537i,-0.00071689+8.1771e-05i,-0.00044722-0.00027079i,0.00034976-0.00037275i,0.00052407-5.3252e-05i,0.00090094-0.00010003i,0.0005964-0.00034704i,-2.5707e-05-0.0002865i,-0.00029947-0.0010706i,-0.00068235-0.0015605i,-5.6971e-05-0.00074638i,3.4751e-05-0.00044364i,-0.00020586-0.00062607i
0.00013512+8.7149e-05i,-0.00063834-0.00035604i,-0.00076459-0.00078335i,-0.00099501-0.00040313i,-0.0023782+1.6236e-05i,-0.0025735+1.1935e-05i,-0.0015286+0.00020333i,-0.00061018+0.00033052i,-0.00029195+5.1649e-05i,-0.00036054+5.4055e-05i,2.2003e-05-7.4671e-05i,0.00015047-0.00029443i,-0.00034142+0.00067387i,-0.00058014+0.0015022i,-0.00021453+0.0015525i,3.4143e-05+0.0010442i,0.00019402+0.00013062i,5.5288e-05-0.00047189i,-0.00030828-0.00050341i,-0.0006152-0.00021174i,-0.0010684+0.00031298i,-0.0012554+0.00018218i,-0.00055813-0.00056102i
-0.00023502+0.00070782i,3.5596e-05-0.00019133i,0.00032373+0.00074198i,0.00084909+0.0011961i,0.00029104+0.00081985i,0.00022249+0.00021319i,-0.00041649-0.00069643i,-5.8424e-05-0.0014239i,0.00093212-0.00077774i,-7.6159e-05+0.00046565i,-0.0010506+0.00073571i,-0.00063979+0.00046575i,-0.00033568+0.00020947i,-0.00039268-4.3935e-05i,-0.00018857+0.00012783i,0.00019164+0.00098634i,0.00058043+0.00038235i,0.00033962-0.00090484i,-5.749e-05-6.1193e-05i,0.00022794+0.00058477i,0.00049519+0.00069115i,0.0011779+0.0010826i,0.0012975+0.00081559i
-0.00089357+0.0021956i,0.00052026+0.0022223i,0.0018175+0.0019211i,0.0024878+0.0014594i,0.0019005+0.00089914i,0.0010246+0.00016867i,0.00019985-0.00061453i,-0.00087521-0.00084686i,-0.0009199+0.00013813i,0.00058329+0.00081303i,0.00093347+0.0006384i,0.00029782+0.00030413i,0.0003413-0.00048093i,0.00024478-0.0016336i,0.00028874-0.0013911i,0.00026653-0.00072407i,0.00023693-0.00044692i,-7.2137e-06-0.00026898i,0.00026143-0.00023788i,0.00078329-2.6035e-05i,0.00051542+0.00033704i,0.00030983+0.00069201i,0.00030192+0.00018163i
-0.0019329-0.00037427i,-0.0022104-0.00091484i,-0.00090982-0.0014533i,0.00053631-0.0015287i,0.00065407-0.0003887i,-0.00036783+0.00010696i,-0.0011682-4.9222e-05i,-0.0008637-0.00056058i,-0.00048698-0.00081059i,0.00014829+0.00026958i,0.00080415+0.00084956i,0.00060667+0.0001551i,0.0004811-0.00030364i,0.00082464+0.00036044i,0.00067802+0.0002451i,0.00082104-0.00080903i,0.00098655-0.00046604i,0.00040029-9.6711e-05i,0.00010041-0.0010128i,-6.8923e-05-0.0010971i,-0.00041997-0.00063708i,-0.00029766-0.00082867i,-0.00072306-0.0013506i
0.0010316+0.00029961i,0.0019565+3.647e-05i,0.0021384-0.00044998i,0.0013543-0.0016143i,0.00038782-0.0015164i,-0.0002934-0.00094936i,-0.00058121-0.00022804i,-0.00054187+0.00052423i,-0.00050184+0.00066896i,0.00033048+0.0014039i,0.00067572+0.0012205i,-0.00019904+7.0679e-05i,-0.00037379-0.00032338i,4.2372e-05+0.00035284i,0.00072266+0.0002847i,0.0012431-0.00029316i,0.00039734-0.00011129i,-0.00066166+0.00029172i,-0.00013937-0.00021315i,0.00079109-0.00026343i,0.00074394+0.00040124i,-1.1643e-05+0.00075528i,-0.00033719+0.00096345i
