0.00068291+0.00064944i,0.0010579+0.00045996i,0.00084045-0.002054i,-0.00020781-0.003002i,-0.0016622-0.0014691i,-0.0011648+0.00067441i,-0.00032785+0.001993i,-0.00014808+0.0014365i,0.00096759+0.00013248i,0.0017018-0.00053208i,0.0012689-0.00076976i,-1.1941e-05-0.0010866i,-0.00093948-0.00078251i,-0.0013035-0.00022592i,-0.0008385+0.00020064i,-0.00075187-0.00022616i,-0.0010245-0.00021179i,-0.00023494-0.00040735i,0.0010368-0.00057424i,0.0010373-0.00013492i,0.00096858-0.000573i,0.00090045-7.1979e-05i,0.00051307+0.00037354i
0.00067732+0.0010187i,0.00053865+0.0002339i,0.0012483+0.00011806i,0.00056188+0.00054721i,-0.00057938+0.0010609i,-0.00020182+0.00059435i,2.214e-05-0.00013943i,-0.00044872-0.0004563i,-0.00078971-0.000716i,-0.00062518-0.0013392i,1.7276e-05-0.0027611i,0.0013545-0.0040496i,0.0019801-0.0032824i,0.00034952-0.0016489i,-0.0011963-0.00017273i,-0.001135+0.00037682i,-0.0014044+0.00019902i,-0.0011614+0.00030605i,-0.00058335+0.00017688i,-0.00090381+0.00023421i,-0.0013106+0.001058i,-0.0011451+0.0010054i,-0.00035681+0.00059661i
-0.0032336-3.5856e-05i,-0.0039906+0.0006566i,-0.0033571+0.00014451i,-0.0023726-0.00038793i,-0.0018005+9.788e-05i,-0.00050549+0.00054584i,-0.00052275-7.8437e-06i,-0.0014657-0.0010142i,-0.0014046-0.0013541i,-0.00076607-0.0012533i,-6.0431e-05-0.0025072i,0.00012816-0.0040706i,0.00055144-0.0039531i,-0.00016989-0.0025512i,-0.0015432-0.00088135i,-0.0010685+0.00011831i,-0.00018448+0.00021324i,-0.00019775-5.5115e-05i,7.6204e-05-9.0073e-05i,-0.00025682+0.00029839i,-0.00039794+0.00028712i,-0.00018773+0.00010656i,-0.00050983-0.00022233i
-0.00042632+0.0020244i,-0.00092571+0.002294i,-0.00011207+0.0012096i,0.0003214+8.6296e-05i,-9.7282e-05-0.00031613i,-0.0001871+0.00016693i,0.00046549+0.00040539i,0.00045599+0.00097597i,-0.00013717+0.00079031i,-0.00013394-0.00075542i,-5.4751e-05-0.0025643i,0.00033651-0.0036689i,0.0012032-0.0026099i,0.00091775-0.0012171i,-0.00054258-0.00070016i,-0.000735-0.00044914i,-0.00028127-0.00038731i,-0.00064792+0.00017996i,-0.00046162+5.3027e-05i,-3.5827e-05-0.0005523i,0.00011173-0.0005548i,-1.2611e-06+0.00037063i,-0.00032444+0.000812i
-0.00034437+0.001922i,0.00030991+0.00080887i,0.0013711-0.00085234i,0.00047083-0.0018707i,-0.00062039-0.0020878i,-0.00087427-0.0011951i,-6.4717e-05-0.00042763i,0.001648-0.00061469i,0.0018494-0.0009933i,0.0004964-0.00074728i,0.00078516+9.6346e-05i,0.0024233+0.00070265i,0.0026094+0.00090753i,0.0012542+0.00087109i,-0.00031724-0.0001837i,-0.0014629-0.0012844i,-0.0014535-0.0013945i,-0.00066225-0.001225i,0.00064705-0.00070699i,0.00094954-0.00019566i,0.00051938+0.00011395i,3.1649e-05+0.00017453i,-0.00047663-3.6968e-05i
-0.0017772-5.7616e-05i,-0.0015724+0.00050315i,0.00052389+0.00060147i,0.0016664+9.335e-05i,0.0019008-3.941e-05i,0.0021221+0.00057375i,0.0013194+0.00031186i,0.00086127-0.0010667i,0.0011712-0.0014727i,0.001703-0.0010169i,0.0035656-0.001181i,0.0045474-0.00084193i,0.0040163-9.6922e-05i,0.0023892-0.00011059i,0.00034249-0.00092683i,-0.00073121-0.00051223i,-0.00092134-0.00045045i,-0.00080078-0.001014i,-0.00059787-0.00086622i,-0.00029821-0.00014335i,-0.00034895+0.00016828i,-0.00025823-0.00024893i,-7.842e-05-0.0010078i
-0.00085259-0.0017681i,-0.001643-0.00089028i,-0.00074803+4.927e-05i,0.00021409-8.6883e-06i,0.001309-0.00024318i,0.0014435-0.00024437i,0.00083797-0.00022779i,-0.0006226-0.00031688i,-0.0011927-0.0013631i,0.0001519-0.0014998i,0.0016865-0.00086154i,0.0024707-7.6023e-05i,0.0025993+0.00080235i,0.0025993+0.0015842i,0.0018538+0.0014785i,0.0011153+0.00030373i,0.00061501-0.00041191i,0.00040236-0.00058247i,0.0013019-0.00073561i,0.0022241-0.00033465i,0.0017893-0.00026976i,0.0005209-0.00077272i,-0.00045256-5.7309e-05i
0.00025669-0.0029549i,-0.00024232-0.0024195i,-0.00071934-0.0015661i,-0.0011169-1.9839e-05i,-0.00086265+0.0012554i,-4.6541e-05+0.0014544i,-0.00010609+0.0012368i,-0.00018471+0.0010812i,8.501e-05+0.0012763i,0.00020072+0.0015065i,0.00055374+0.0023278i,0.0012257+0.0036077i,0.0015996+0.0044308i,0.0012969+0.0036395i,0.0012762+0.0017899i,0.0015047+0.00033036i,0.0012984-5.2634e-05i,0.0017272+2.2834e-05i,0.0021191-0.00056851i,0.002081-0.00099692i,0.0013653-0.00035774i,0.00040161+0.00061938i,-9.7353e-05+0.00025159i
0.0011093+0.002225i,0.0025775+0.0014287i,0.0023317+0.00094657i,0.0009324+0.0018646i,-5.2368e-05+0.0029287i,0.00075249+0.0021502i,0.0010036+0.00047429i,0.00031157+0.00013782i,9.5194e-05+0.00063723i,0.00056457+0.00099385i,0.0011199+0.0021901i,0.0014509+0.0036705i,0.001056+0.0047542i,0.0012489+0.0035385i,0.0017843+0.00075328i,0.0010375-0.00045222i,0.00038063-0.00054512i,0.00070811-0.00089998i,0.001179-0.0013092i,0.0017278-0.00098176i,0.0013686-0.00045375i,0.00016853-0.00053589i,0.00026895-0.0012932i
0.000299+0.0036969i,0.0016725+0.0048806i,0.0010356+0.0041518i,-0.0012886+0.0036268i,-0.0021216+0.0025324i,-0.0010307+0.0013047i,0.00045765+0.00051464i,-0.0001058+0.0001167i,-0.00095267+0.00073866i,-0.00042861+0.0012615i,-1.0553e-05+0.0020134i,0.00040887+0.0031484i,0.00078525+0.0037689i,0.00032882+0.0028312i,-0.00023657+0.0014744i,-0.00049428+0.00080072i,-1.0165e-05+8.0819e-05i,0.00021944+0.00082754i,0.00019398+0.0014035i,0.00083326+0.0002189i,0.0012009+4.243e-05i,0.0013916+0.0008217i,0.0012524+0.00045155i
-0.0022005+0.0019884i,-0.0025228+0.0038419i,-0.0019527+0.0039746i,-0.0019778+0.0012846i,-0.0015507+0.00033391i,-0.00059451+0.001508i,-0.0003698+0.0012861i,-0.001247+2.7903e-05i,-0.0014282-0.00059419i,-0.0014067+0.00090988i,-0.0015224+0.0019398i,-0.00095447+0.0028379i,-0.00089125+0.0037147i,-0.0013567+0.003261i,-0.00092815+0.0022253i,-0.00023771+0.0017762i,-0.00041424+0.0015031i,-7.9812e-05+0.00078794i,0.00078393+0.00081478i,0.0011655+0.00083728i,0.0011465+0.0011646i,0.00084766+0.0013001i,0.00056685-2.8468e-05i
-0.003622-0.0004805i,-0.0052643+0.001138i,-0.0027085+0.0015479i,-0.00074113-0.00027667i,-0.0011087-0.0013986i,-0.00041728-0.00040138i,0.0011025+0.00079162i,0.0013866+0.0006886i,-0.00031762-0.00029868i,-0.0017243-0.00063263i,-0.0024897+0.00028587i,-0.0044242+0.0015301i,-0.0051625+0.0028842i,-0.0035547+0.0033888i,-0.00073438+0.002167i,0.00097119+0.001495i,0.0015944+0.00091937i,0.0022833+0.0006062i,0.0016521+0.0013041i,0.00087227+0.0014621i,0.001256+0.001395i,0.001502+0.0017257i,0.001193+0.00079996i
-0.0019319-0.00060773i,-0.0033335+0.00033772i,-0.0031824+0.0010443i,-0.0015912-0.00010388i,-0.00016831-0.001585i,-0.0010872-0.0017848i,-0.00095175-0.0006013i,0.0002488+0.0012214i,0.00022799+0.001598i,-0.0011355+0.0011761i,-0.0028906+0.0013089i,-0.0046138+0.0020559i,-0.0054958+0.0025799i,-0.0047285+0.0025914i,-0.0025602+0.0016421i,-0.0012179+0.00018686i,-0.00047542-0.00082842i,0.00028331-0.0013176i,0.00053979-0.00096218i,0.00076142-4.6886e-05i,0.00058915+0.00019322i,0.00019546+0.00049576i,-0.00056749+0.00030893i
0.0012831-0.00041155i,0.00033991-0.00019255i,9.7224e-05+0.0010061i,0.00010223+0.00092452i,0.00031719+0.00019063i,-0.00063062-0.00045378i,-0.00089047-0.00099475i,-0.00015679-0.0012548i,0.00047072-0.00069468i,-0.00056763-0.00045358i,-0.0022613-0.00098883i,-0.002703-0.00060617i,-0.0033914+0.00068563i,-0.0035059+0.0011504i,-0.0025629+0.00092635i,-0.0011959+0.00076889i,-0.00020675+0.00087673i,-4.2217e-05+0.00073691i,-0.00030551+0.00099539i,0.00014705+0.0010373i,0.00033549+0.0012784i,0.00011987+0.0011207i,-9.7603e-05-0.00054518i
-0.00027433+0.0012413i,-0.0007711+0.0015632i,-0.00091503+0.0031639i,9.9953e-05+0.0036132i,0.0010639+0.0024337i,0.00023021+0.0016118i,-0.0017087+0.0012126i,-0.0022724+5.6762e-05i,-0.00097401-0.0018606i,-0.00050034-0.0036603i,-0.0015699-0.00465i,-0.0034255-0.0047772i,-0.0044802-0.0038031i,-0.0034561-0.0014799i,-0.0014239-0.00044511i,0.00015626-0.00026082i,0.0005651+0.00069398i,0.00061397+0.0018223i,0.0012296+0.0020107i,0.00087127+0.0024138i,0.00022388+0.002047i,3.1929e-05+0.00099157i,0.00022466+0.00063368i
-0.001249+0.0011078i,-0.0031908+0.00072328i,-0.0041111-8.0979e-05i,-0.0035171+0.00030869i,-0.0014565+0.0013294i,2.2373e-06+0.0024859i,-0.00072874+0.0022319i,-0.0022311+0.0013705i,-0.0020516+8.8056e-05i,-0.0011815-0.0014082i,-0.0021875-0.0030741i,-0.0045773-0.0039732i,-0.0061421-0.0034392i,-0.0048562-0.0025272i,-0.0025082-0.0012468i,-0.00088735-0.00058462i,0.00020978-1.634e-06i,0.00013474+0.0010031i,0.00012559+0.0014253i,0.00019853+0.001105i,-0.00015815+0.0013776i,0.00051319+0.0015527i,0.00080514+0.0012894i
-0.0019066+0.0013959i,-0.0015532+0.0012913i,-0.00059951+0.00044937i,7.9801e-05+0.0014466i,0.0007917+0.0021757i,0.0018267+0.0022166i,0.00263+0.0015221i,0.0021787+0.00099084i,0.00065625+0.00047161i,-0.00041352-0.00045496i,-0.0009948-0.0019965i,-0.0021698-0.0028264i,-0.002933-0.002913i,-0.0018528-0.0027898i,-0.00037311-0.0016624i,0.00069261-0.00057371i,0.0012398+0.00048767i,0.00053395+0.0013815i,0.0002782+0.00051747i,0.000351-0.00061783i,0.0001264+0.00012349i,-0.00016006+0.00088992i,-0.00024305+0.00047146i
-0.0022978+0.00018583i,-0.0021452+0.00058666i,-0.0012354+0.0011474i,-0.0025142+0.0016726i,-0.0020896+0.00096125i,0.00037128-0.00062481i,0.00074453-0.001667i,0.00091382-0.0015336i,0.0011347-0.0010744i,0.00097377-0.001612i,0.0018087-0.0030434i,0.0022357-0.0052464i,0.001327-0.0061325i,0.00092065-0.0044029i,0.0014442-0.0016678i,0.0005056+0.00035486i,-0.00059058+0.0011606i,-0.0013964+0.0011143i,-0.0019869+0.0011506i,-0.0014363+0.0012337i,-0.0006659+0.0017334i,-0.0003753+0.0019166i,-0.00073636+0.00069477i
-0.0018485-0.00020069i,-0.0015376-0.0014688i,-0.00096654-0.0021483i,-0.0014138-0.0032324i,-0.0010286-0.003405i,-0.0010673-0.0029054i,-0.001866-0.0034652i,-0.0018775-0.0041189i,-0.00050375-0.0038162i,0.0017311-0.0037057i,0.0024534-0.0041518i,0.0025008-0.0054594i,0.002292-0.0058044i,0.0012885-0.0044782i,0.00061114-0.0021693i,0.00028917+0.00012619i,-0.00053869+0.0021772i,-0.0010177+0.0028225i,-0.00083632+0.0020938i,-0.00017191+0.0015184i,-1.0595e-05+0.0012824i,-0.00038458+0.0016181i,-0.00082976+0.0017247i
0.0023882+0.00165i,0.0041196+0.0029903i,0.0051554+0.0040399i,0.0046661+0.0033417i,0.0030265+0.001151i,0.00070614-0.0008837i,-0.0015129-0.0015634i,-0.0024747-0.0010485i,-0.0016855-0.0008548i,-0.00025-0.0015301i,0.00098217-0.0021799i,0.001662-0.0030489i,0.0022195-0.0037727i,0.0017755-0.0029209i,0.00044159-0.001582i,0.00031006-0.00018355i,0.00017432+0.0013246i,-0.00034531+0.0017365i,-7.831e-05+0.0022168i,0.00035134+0.0023633i,0.00022658+0.001154i,0.0003438+0.00038484i,0.00079933+0.0010022i
-3.3281e-05+0.004892i,-0.00019897+0.0053634i,-0.00010075+0.0044126i,-0.00079821+0.0022808i,-0.00094073+0.0017583i,-0.0012155+0.0024851i,-0.00078655+0.0027273i,-0.00041274+0.0028984i,-0.00091367+0.0024521i,-0.00033975+0.0019632i,0.0016794+0.0023571i,0.0042261+0.0010896i,0.0051674-0.00087261i,0.0031274-0.0014299i,0.00081962-0.0010266i,0.00082149+0.00010676i,0.0013684-5.3782e-05i,-0.00019397-0.0011292i,-0.00095838-0.00084948i,-0.00033992-0.00037945i,-9.5264e-05-0.00066334i,0.0002281-0.0010699i,0.0003988-0.00067814i
-0.0028918+0.003913i,-0.0022448+0.0044326i,-0.00016597+0.0031365i,0.0015951+0.0019459i,0.0018193+0.0022247i,0.0020763+0.0023498i,0.0022752+0.00090141i,0.0020248+4.302e-05i,0.0026492+0.00089774i,0.003855+0.0020872i,0.0049984+0.0015738i,0.0062242+0.00056808i,0.0062665-0.00097515i,0.0040873-0.001663i,0.0012087-0.00060443i,-0.00078277-0.00031113i,-0.0015462-0.00056991i,-0.0020812-0.00055969i,-0.0020285-4.1598e-05i,-0.0012657+0.00091153i,-0.0013681+0.0010481i,-0.0017134+0.00055791i,-0.00095266+0.00010816i
-0.0049599+0.0035492i,-0.0047552+0.0064636i,-0.0035493+0.0078055i,-0.0022465+0.0056483i,-0.00026917+0.0025279i,0.0017826+0.00040947i,0.0028692-0.0012644i,0.0021453-0.0017839i,0.0014092-0.00089147i,0.002413+0.00029136i,0.0026704+0.00019546i,0.0028623-0.00021193i,0.0031106+7.8414e-05i,0.0026959+0.00041774i,0.0012271+0.00068003i,0.00017891+0.00072465i,-0.00045329+3.6419e-05i,-0.0014324-0.00032225i,-0.0022767+0.0011037i,-0.0019069+0.0018575i,-0.0014512+0.0011767i,-0.0011346+0.00071197i,-0.0007951+0.00097689i
-0.007282+0.0002076i,-0.008587+0.00070479i,-0.0058946+0.00031459i,-0.0023042-0.00052781i,-0.0016728+0.00014983i,-0.001394+0.0015562i,-0.00074652+0.0013683i,-0.001448+0.00039469i,-0.0017562-0.00017488i,-0.0015413-2.6585e-05i,-0.0013688+0.0011657i,0.00038212+0.0029866i,0.0028707+0.0044989i,0.0033109+0.0035769i,0.0017591+0.001909i,0.00016995+0.00088214i,-0.00017004+0.00055273i,-0.00015656+0.00029986i,-0.00028334-0.00016648i,0.00038453+0.00043749i,0.00090741+0.0012327i,0.00094427+0.00038303i,0.0010673-0.00095225i
-0.004307-0.0037415i,-0.0040679-0.0027036i,-0.0010193+0.00056837i,0.0013819+0.0016996i,0.0011599+5.047e-05i,0.00082282-0.0007575i,0.00082185+0.0004013i,-0.00055323+0.0015458i,-0.0016167+0.0024767i,-0.0016788+0.0032158i,-0.0014466+0.0038135i,-6.4158e-05+0.0043017i,0.001589+0.0045365i,0.0017288+0.0032627i,0.00031067+0.00077812i,-0.00067915-0.00047555i,-0.000585-0.00041436i,-0.00065687-0.001021i,-0.0011136-0.0019048i,-0.0011715-0.0018037i,-0.0010301-0.0010759i,-0.00030458-0.00056022i,-0.00029119-0.00075803i
9.6238e-05+0.00013298i,-0.0010053+0.0025312i,-0.0025081+0.0045363i,-0.0029632+0.0040754i,-0.002231+0.0012596i,-0.0025228-0.0016281i,-0.0025576-0.0010913i,-0.0021835+0.0004434i,-0.0020012+0.0012463i,-0.0014805+0.0016215i,0.00023944+0.0020238i,0.0024407+0.0034644i,0.0027699+0.0048689i,0.00086395+0.0045802i,-0.00098453+0.0023135i,-0.0013543+8.2355e-05i,-0.00095433-0.00078892i,-0.00069126-0.0008575i,-0.0014472-0.00088006i,-0.0019797-0.0004556i,-0.001037+0.0006387i,-0.00053525+0.0014684i,-0.00023415+0.0010182i
0.0026719-0.001564i,0.00042975-0.0025605i,-0.00048514-0.0019742i,0.00051382-0.0021318i,0.000763-0.0015488i,0.00096545+0.00037501i,0.0010848+0.0010341i,0.0007222+0.00081854i,0.00079692-0.00022474i,0.00061629-0.0030578i,-0.00051228-0.0034686i,-0.0023142-0.00056584i,-0.0015389+0.0023116i,-0.00015929+0.0031988i,-0.00042839+0.00075944i,-0.0004971-0.00049898i,-0.00039316-0.00043824i,-6.5538e-05-0.00098307i,0.00035275-0.00034521i,-0.00010337+0.00069047i,-6.3658e-05+0.00093337i,0.00065813+0.00049966i,0.0011594+3.431e-05i
0.0064361+0.0042724i,0.0077068+0.0029111i,0.006039+0.0010632i,0.0025875+0.0010124i,-0.00017514-1.1706e-05i,-0.0032624-0.00068733i,-0.0039904+0.0014273i,-0.0022806+0.0025568i,-0.0019306+0.0010741i,-0.0029558-0.00036003i,-0.0039469-0.00035901i,-0.0047859+0.0012267i,-0.0046115+0.0035708i,-0.0024122+0.0031284i,-0.00072248+0.0011817i,-0.00041578-0.00087623i,0.00022722-0.0017056i,0.00030172-0.0010453i,-0.00035655-0.0012284i,-0.0003086-0.0012366i,0.00020547-0.00034334i,5.8733e-05-0.0011507i,-0.000845-0.0023405i
0.0011735+0.010258i,0.000184+0.0092918i,-0.0010595+0.0060425i,-0.0027692+0.002563i,-0.00091547+0.00059717i,0.00099746-9.9313e-05i,0.0012918-3.9502e-05i,0.001252+0.00097357i,0.00092981+0.0016424i,-0.00025652+0.0017226i,-0.0027204+0.0026617i,-0.0047635+0.0038357i,-0.004548+0.0040498i,-0.0034274+0.0030008i,-0.0020538+0.0011873i,-0.00018898+0.00056541i,0.0015821+0.00033235i,0.0017786-0.0010505i,-0.00013075-0.0019033i,-0.0014323-0.0012174i,-0.0011264-0.00075203i,-0.00023902-0.0014112i,-0.00051826-0.0018332i
0.00034161+0.0072894i,0.0022783+0.0030455i,0.0058026-0.00092675i,0.0056171-0.0037891i,0.0020328-0.005929i,-0.0016203-0.0048047i,-0.0019984-0.0018284i,-0.00090464-0.00060739i,0.00087524-0.00079686i,0.0024942-0.00093404i,0.0016551-0.00039276i,-0.00066989+0.0012792i,-0.0030112+0.002618i,-0.0046393+0.00189i,-0.0048454-0.00034164i,-0.0021664-0.00065574i,0.00038329-7.5767e-05i,0.00051101-0.0005676i,-8.3856e-05-0.00083964i,-0.0012333-0.00040154i,-0.0011036+0.0010728i,-0.00058297+0.001489i,-0.00084759+0.00033082i
-0.02374-0.017445i,-0.026781-0.010901i,-0.032427-0.0012338i,-0.023509+0.0084654i,-0.0081204+0.016198i,0.0077838+0.013108i,0.011691+0.0012367i,0.0052838-0.0063961i,-0.0015394-0.0074478i,-0.0029711-0.0028806i,-1.9809e-05-0.00022137i,0.00038361-0.0010397i,0.0031457+0.00056628i,0.010577+0.0029313i,0.013814+0.0027124i,0.0093218+0.0017645i,0.00269+0.00059921i,0.00048543-0.0013301i,0.0011533-0.003931i,0.00046441-0.0050251i,-0.0011561-0.0029962i,-0.0017765-1.5371e-05i,0.00012102+0.0010673i
-0.012551-0.0068643i,-0.012932-0.0012968i,-0.011912+0.0024087i,-0.0087273+0.0040806i,-0.0050716+0.0040096i,-0.00049703+0.0022473i,0.0011656-0.00069067i,-0.00042179-0.0020871i,-0.0023651-0.0018684i,-0.003315-0.0024359i,-0.0042623-0.0028078i,-0.0060944-0.0022503i,-0.0051675-0.00084848i,-0.0014987+0.0024592i,0.002171+0.003358i,0.0024737+0.0023699i,0.00070228+0.0006879i,0.00043555-0.00099355i,0.0011094-0.001663i,-1.9686e-05-0.0014692i,-0.00097408-0.0014742i,-0.00013524-0.0017617i,0.00031966-0.0014263i
-0.0039598-0.0037218i,-0.0033461-0.0010661i,-0.0012343+0.0014983i,-0.00032226+0.00093626i,-0.0017378+0.00076606i,-0.002002+0.00064847i,-0.0018268+3.4547e-06i,-0.001144+0.00074093i,-0.00047925+0.0021315i,-0.0015572+0.0034617i,-0.002481+0.0041726i,-0.0034468+0.0026982i,-0.0043825+0.00042986i,-0.0025791+0.00039873i,0.00014373+0.0010686i,0.00053406+0.00068829i,-0.00017858+0.00082152i,0.00032329+0.00098231i,0.00060825-0.00032196i,-0.00070692-0.00093338i,-0.0015874-0.00047676i,-0.0013247-0.00051288i,-0.00055512-0.00058614i
0.00012621+0.0006338i,-0.0025426+0.0028707i,-0.0047845+0.0038979i,-0.0042032+0.0028713i,-0.0020961+0.0017935i,0.0014757+3.3428e-05i,0.0037745-0.0026869i,0.0038201-0.002596i,0.0039796-0.00034983i,0.0045962+0.00046289i,0.0049172+0.00013633i,0.0038349-0.0015738i,0.00030481-0.0025187i,-0.0023217-0.0016075i,-0.0020041+0.00012197i,-0.0011977+0.0013145i,-9.0661e-05+0.0011469i,0.00057637+0.00043411i,3.1331e-05-0.00025716i,-0.00054332-0.00094456i,-0.00022369+4.4372e-05i,0.00087925+0.0014987i,0.0013137+0.0015011i
-0.0002956+0.00085972i,-0.0025682+0.0042864i,-0.0015542+0.0067294i,0.0017253+0.0049038i,0.0029996+0.0010516i,0.0022821-0.00041392i,0.00085409-0.0025152i,0.00028114-0.0047696i,0.00077215-0.0041207i,0.0021603-0.0034035i,0.0024006-0.0051914i,0.00077592-0.006918i,-0.0012382-0.006281i,-0.0021798-0.0033285i,-0.0015784-0.0002579i,-0.00065746+0.0006701i,-2.3761e-05+0.00029008i,0.00079341+0.00015303i,0.00095391-3.553e-07i,-3.8949e-05-0.000808i,-0.00037999-0.00063443i,-0.00019555+0.00030076i,0.0010464-9.5286e-06i
-0.0036142+0.0021244i,-0.00543+0.00079792i,-0.0050013-0.00035574i,-0.0032864-0.001858i,-0.0012405-0.0027091i,0.00012831-0.0027629i,-0.00017296-0.0035726i,-0.0021834-0.0037524i,-0.0038035-0.0028242i,-0.0028157-0.0023329i,-0.0022459-0.0031578i,-0.0029468-0.0048272i,-0.0024272-0.0050203i,-0.0012237-0.0025087i,-0.0011093-0.00022508i,-0.0011554-0.00097899i,-0.00066837-0.0017521i,-1.0897e-05-0.000702i,0.00090804-0.00023515i,0.000901-0.00062343i,0.0002579-0.00060275i,-0.00024467-7.1426e-05i,0.0003066-3.2237e-05i
-0.004924-0.00089163i,-0.0066642-0.00028733i,-0.0067956+0.0025568i,-0.003769+0.003675i,-0.0015728+0.0016556i,-0.0023573-0.00083721i,-0.0029844-0.00052001i,-0.0019525+0.0012314i,-0.00136+0.0023963i,-0.0022405+0.0017753i,-0.0017129+0.00065544i,-0.00032544-0.00016823i,0.0005245-0.0018731i,0.00040959-0.0026207i,-0.00025439-0.0024061i,-0.00031563-0.0022136i,-3.8306e-05-0.00099261i,0.0011558+0.00018847i,0.0012682-0.00012083i,-2.9769e-05-0.00070268i,-0.00097991+7.1451e-06i,-0.0013731+0.0010528i,-0.001253+0.0012347i
0.0022496+0.0026049i,0.003975+0.0030514i,0.004456+0.0036009i,0.0022824+0.003673i,-0.00020992+0.0039092i,-0.0014548+0.0048963i,-0.00074323+0.0057044i,0.0012354+0.0052716i,0.0022952+0.0041645i,0.0028274+0.0032748i,0.0038452+0.0020558i,0.0053803-0.00017246i,0.0046573-0.0025355i,0.001545-0.003567i,-4.9668e-05-0.0028678i,-0.00017599-0.001101i,0.00025776+0.00028903i,0.0013889+0.00061997i,0.0021248+0.00011198i,0.0014676-0.00020507i,0.00073753+0.00040208i,0.00015601+0.00037709i,0.00040508-1.9854e-05i
-0.0041551+0.0028207i,-0.0048322+0.0048429i,-0.0055172+0.003028i,-0.0038959+0.0016117i,-0.00010512+0.0027357i,0.0041763+0.0021503i,0.0053374-0.00055407i,0.0037888-0.0033161i,0.0024772-0.0031462i,0.0034723-0.0015482i,0.0044233-0.0018528i,0.0048252-0.0032116i,0.0040947-0.0042602i,0.001318-0.0038933i,-0.00048341-0.0024904i,-0.00020457-0.0012623i,0.0009723-0.0004338i,0.00099319+0.00038916i,0.0011687+0.00022589i,0.0013216-0.00065552i,0.0006103-0.0011858i,0.00086018-0.0014294i,0.001045-0.0012772i
-0.0052194+0.0021108i,-0.0037608+0.0044034i,-0.00031615+0.0056717i,0.00255+0.0046816i,0.0046253+0.001461i,0.0041331-0.0013481i,0.0020783-0.003757i,-0.00065753-0.0056898i,-0.0016502-0.0053376i,-0.00056273-0.0043284i,0.00066217-0.0036066i,0.0015232-0.0022422i,0.0012196-0.0017547i,0.00046338-0.0023991i,0.00037199-0.0022263i,0.00089806-0.00071033i,0.00033172+0.00039882i,-0.00072533+0.0017021i,-0.00034068+0.0020897i,0.00067358+0.00012752i,0.00090805-0.0016962i,0.00036103-0.0018015i,0.00034952-0.00080938i
-0.0067441+0.0034403i,-0.0056493+0.0045916i,-0.0040128+0.0016331i,-0.0033083-0.0016066i,-0.0033095-0.0015793i,-0.0021704-0.00029256i,-0.001825+0.00011103i,-0.0031643+0.00023942i,-0.0041718+0.00011287i,-0.0028621-0.00028652i,-0.00063385+0.0010802i,0.00094591+0.0025981i,0.0033416+0.0017023i,0.0039892-0.00056161i,0.0035415-0.0011273i,0.0029412-0.00016841i,0.0016603+0.0016173i,0.0014089+0.0027269i,0.0015686+0.0024877i,0.0012355+0.0012965i,0.00067675-0.00013041i,0.00059681-0.00042032i,0.0010299+7.3768e-05i
-0.0039279-0.0004041i,-0.0072854+0.0013583i,-0.0065359+0.0034509i,-0.004555+0.0035571i,-0.0045749+0.0025045i,-0.0034143+0.0029249i,-0.0013256+0.0035288i,0.00015479+0.0034741i,0.00019462+0.003095i,0.00064141+0.0027929i,0.0021609+0.0033231i,0.0040374+0.0037467i,0.0050295+0.0022809i,0.0051763-0.00012624i,0.0043418-0.0004267i,0.0024673+0.00041221i,0.0006594+0.0012804i,-0.0003835+0.0019895i,-9.7697e-05+0.0025808i,0.0011833+0.002154i,0.0025506+0.0011137i,0.0023382+0.00044696i,0.0011607+0.00015835i
-0.00095548-0.0028808i,-0.001188-0.0032896i,-0.0011039-0.0021658i,-0.0011653+0.0015013i,-0.0010113+0.0046605i,-0.00039049+0.0055983i,0.00065287+0.0048229i,0.0029707+0.003609i,0.0034737+0.0024555i,0.0021162+0.0025238i,0.0020316+0.0033705i,0.0018903+0.0028066i,0.0016027+0.001571i,0.0017241+0.0010405i,0.0014625+0.00070452i,0.0013922+0.0010339i,0.0009103+0.0014902i,-0.00052485+0.0013211i,-0.00051728+0.0020672i,0.0006727+0.0022645i,0.0021954+0.00015673i,0.00255-0.0014246i,0.0013796-0.001219i
-0.00087685+0.0013214i,-0.0013376+0.00035808i,-0.0018968-0.0005985i,-0.0013524+0.00041003i,0.0018325+0.0019106i,0.0040604+0.0025925i,0.003091+0.0015978i,0.0017682-0.00061268i,0.0019646-0.0016013i,0.0018975-0.00027155i,2.2662e-05+0.0012341i,-0.0015006+0.0023606i,-0.00081624+0.0034886i,0.0011599+0.00347i,0.0011673+0.0023661i,-0.0002839+0.001615i,-0.0014621+0.0010181i,-0.00277+0.0011098i,-0.0018895+0.0018627i,-2.4386e-05+0.0025371i,0.0012509+0.0015623i,0.0015648+0.00047029i,0.00051198+0.00017086i
