0.00068291+0.00064944i,0.0010579+0.00045996i,0.00084045-0.002054i,-0.00020781-0.003002i,-0.0016622-0.0014691i,-0.0011648+0.00067441i,-0.00032785+0.001993i,-0.00014808+0.0014365i,0.00096759+0.00013248i,0.0017018-0.00053208i,0.0012689-0.00076976i,-1.1941e-05-0.0010866i,-0.00093948-0.00078251i,-0.0013035-0.00022592i,-0.0008385+0.00020064i,-0.00075187-0.00022616i,-0.0010245-0.00021179i,-0.00023494-0.00040735i,0.0010368-0.00057424i,0.0010373-0.00013492i,0.00096858-0.000573i,0.00090045-7.1979e-05i,0.00051307+0.00037354i
0.24516+0.10543i,0.18113-0.028881i,0.11737+0.051302i,0.17957+0.21961i,0.222+0.20567i,0.17237+0.099278i,0.14431+0.036215i,0.12861+0.0084187i,0.097522+0.027561i,0.095138+0.035798i,0.082995+0.001516i,0.044746-0.023737i,0.0071076-0.031546i,-0.019632-0.02148i,-0.014612-0.0059685i,0.0042559-0.0063433i,0.0089627-0.0095031i,0.0057076-0.0082344i,0.0043882-0.0092692i,-0.0010144-0.014043i,-0.019669-0.011844i,-0.037882+0.0078363i,-0.035107+0.031507i
-0.003159+0.49811i,0.13175+0.54059i,0.071222+0.41698i,-0.11116+0.25698i,-0.16636+0.13001i,-0.14112+0.013086i,-0.16257-0.014968i,-0.13914+0.029925i,-0.071495+0.010147i,-0.051227-0.010373i,-0.033306+0.039578i,0.015275+0.083259i,0.052981+0.081353i,0.060011+0.054398i,0.044441+0.031599i,0.028259+0.023866i,0.019777+0.012761i,0.0076447+0.00037886i,-0.0081125-0.00022283i,-0.015238-0.0013502i,-0.014559-0.014534i,-0.021725-0.03159i,-0.039243-0.035797i
-0.35795-0.28094i,-0.40764-0.4559i,-0.36952-0.50052i,-0.23916-0.35324i,-0.090152-0.14115i,0.027311-0.018116i,0.060772-0.021033i,-0.0050373-0.02385i,-0.047313+0.038508i,-0.02691+0.051568i,-0.048869+0.0025298i,-0.09273-0.018103i,-0.090546-0.015938i,-0.060307-0.0095903i,-0.026775-0.00070632i,-0.0072142+0.0039562i,-0.0016384+0.015983i,0.0037809+0.030542i,0.0088125+0.031382i,0.012178+0.01609i,0.015037-0.0084518i,0.012013-0.028588i,0.0049499-0.03001i
0.078556+0.25562i,0.31428+0.57855i,0.43132+0.5784i,0.24158+0.30908i,-0.047332+0.14524i,-0.15065+0.16167i,-0.072892+0.16256i,0.01591+0.06229i,0.016711-0.04519i,-0.013316-0.05999i,0.0098163-0.034417i,0.052628-0.02419i,0.066367-0.016905i,0.046385-0.017881i,0.010426-0.014551i,-0.013296+0.0055286i,-0.017759+0.017009i,-0.010386+0.0019064i,-0.0036189-0.022202i,-0.0032265-0.020107i,0.011344+0.0083312i,0.042514+0.025482i,0.05672+0.013076i
-0.42466-0.35785i,-0.75928-0.35871i,-0.65926-0.25265i,-0.27744-0.2167i,-0.062921-0.26315i,-0.030385-0.24326i,-0.014467-0.17145i,-0.0089071-0.11016i,-0.0061161-0.063693i,0.012239-0.0466i,0.01697-0.046573i,-0.0088094-0.033888i,-0.035408-0.0083673i,-0.027245+0.010081i,-0.0014912+0.0033348i,0.0043893-0.021213i,-0.0080152-0.035909i,-0.020268-0.022752i,-0.016744+0.0038024i,-0.0092425+0.01238i,-0.023215+0.01324i,-0.04143+0.029137i,-0.034438+0.041128i
0.55875-0.13961i,0.58509-0.22318i,0.35722-0.094617i,0.13115+0.071058i,0.060439+0.10815i,0.015411+0.10604i,-0.024884+0.14829i,0.014152+0.16601i,0.067413+0.11536i,0.061444+0.074074i,0.044373+0.079288i,0.048715+0.069772i,0.047712+0.028865i,0.030563-0.0065786i,0.017021-0.012357i,0.026113+0.00046833i,0.046187+0.0042073i,0.051512-0.0054186i,0.03457-0.011937i,0.014805-0.011242i,0.00019518-0.016105i,-0.017149-0.018987i,-0.029169-0.0027117i
0.22371+0.19072i,0.27436-0.092918i,0.16082-0.36245i,0.077543-0.35468i,0.096401-0.215i,0.10549-0.16458i,0.041979-0.16261i,-0.041053-0.10426i,-0.04323-0.018124i,0.00208-0.0035902i,-0.0032717-0.027675i,-0.031812-0.021789i,-0.033347-0.00072934i,-0.020136+0.02106i,-0.0096496+0.034852i,-0.014549+0.032459i,-0.02963+0.03059i,-0.032975+0.032479i,-0.020544+0.021697i,-0.0092698-0.00042254i,-0.0059332-0.021251i,-0.0097236-0.037081i,-0.017542-0.040126i
-0.035003+0.55913i,0.25623+0.77058i,0.34847+0.71027i,0.15188+0.52414i,-0.05624+0.36864i,-0.12475+0.2764i,-0.067168+0.21837i,0.0054246+0.12758i,-0.014999+0.062196i,-0.044325+0.07704i,-0.014132+0.078446i,0.02401+0.042035i,0.040884+0.0076281i,0.030684-0.023211i,0.0048881-0.034976i,-0.006699-0.019192i,0.0025991-0.0031902i,0.013979-0.004738i,0.01423-0.0088743i,0.017696-0.0047028i,0.036467-0.0040555i,0.05472-0.014224i,0.048734-0.025689i
-0.92248-0.21434i,-1.196-0.11386i,-1.0039-0.17078i,-0.62127-0.33951i,-0.32294-0.38232i,-0.12507-0.31572i,-0.059423-0.25456i,-0.063853-0.20248i,-0.050043-0.17908i,-0.044461-0.1719i,-0.056491-0.12601i,-0.061099-0.058978i,-0.055747-0.0070866i,-0.034667+0.024482i,-0.0099984+0.026284i,-0.005667+0.0044325i,-0.020039-0.012712i,-0.032788-0.010475i,-0.030284-0.000494i,-0.016879+0.0079856i,-0.0039752+0.022534i,0.0065187+0.039051i,0.01504+0.039083i
0.21772-0.74929i,0.22328-0.76108i,0.36135-0.45873i,0.47879-0.23296i,0.33631-0.15803i,0.096577-0.044816i,0.025983+0.050293i,0.059667+0.05131i,0.065476+0.040558i,0.056775+0.052886i,0.059408+0.053151i,0.058816+0.031061i,0.050593+0.00047411i,0.034035-0.020658i,0.01852-0.01795i,0.022709-0.0020698i,0.03503+0.0056196i,0.035363+0.0038928i,0.024121+0.0041957i,0.0056872+0.0086056i,-0.016072+0.013165i,-0.02993+0.02124i,-0.027738+0.034224i
0.6236+0.053007i,0.50636-0.029944i,0.16517+0.049216i,0.024003+0.20739i,0.12838+0.19123i,0.17914+0.05066i,0.10115+0.0020493i,0.045143+0.044438i,0.068769+0.049777i,0.078993-0.00067299i,0.034985-0.028775i,-0.00099142-0.018641i,-0.0094432-0.008158i,-0.01592-0.0018427i,-0.020457+0.0045994i,-0.026232+0.0076768i,-0.030475+0.0073174i,-0.020717+0.0013295i,-0.0067145-0.0093455i,-0.0048785-0.016184i,-0.01227-0.01756i,-0.021537-0.021687i,-0.028964-0.029717i
0.31772+0.58927i,0.50174+0.44352i,0.37147+0.12021i,0.073887-0.0059819i,-0.076835+0.051725i,-0.091667+0.061702i,-0.084646+0.018582i,-0.080218+0.0063698i,-0.084171+0.03727i,-0.064505+0.076677i,-0.02589+0.071917i,-0.0040347+0.04397i,0.01124+0.028232i,0.027974+0.0093378i,0.03024-0.010536i,0.02221-0.015413i,0.01719-0.0098486i,0.0058193-0.0014696i,-0.010987+0.0084697i,-0.013518+0.01113i,-0.0010807-0.0043181i,0.010919-0.025853i,0.014601-0.031975i
-0.60259+0.30902i,-0.51978+0.38619i,-0.26762+0.19877i,-0.15169-0.037399i,-0.14432-0.077497i,-0.08513-0.018452i,-0.027026-0.003015i,-0.0076123-0.024523i,0.0040682-0.054841i,-0.0019027-0.073999i,-0.019433-0.066852i,-0.02903-0.044488i,-0.027656-0.020393i,-0.01725+0.0012537i,-0.0055119+0.01324i,-0.0015971+0.013629i,-0.0030179+0.01364i,0.0024884+0.011603i,0.012843+0.00099298i,0.018555-0.001569i,0.025436+0.011353i,0.031476+0.024755i,0.026205+0.02582i
-0.3267-0.54821i,-0.30678-0.44366i,-0.023436-0.20208i,0.23698-0.14438i,0.21572-0.21161i,0.064201-0.18815i,0.014087-0.11177i,0.028168-0.077808i,0.025797-0.05176i,0.030045-0.0031476i,0.051709+0.029436i,0.057455+0.035731i,0.040414+0.034057i,0.014961+0.027817i,-0.0073547+0.018998i,-0.014856+0.009661i,-0.013204-0.0019333i,-0.012676-0.0098921i,-0.0066348-0.010086i,-0.0015805-0.011796i,-0.0090711-0.011091i,-0.015833+0.00051505i,-0.011602+0.012949i
0.29293-0.30717i,0.085601-0.23452i,-0.17219+0.049338i,-0.17816+0.28144i,-0.0028354+0.26503i,0.08698+0.14993i,0.079308+0.12296i,0.083667+0.13219i,0.082352+0.099351i,0.03962+0.049014i,-0.0071327+0.018595i,-0.024623+0.00062816i,-0.019575-0.020713i,-0.012213-0.035128i,-0.0067355-0.032123i,-0.003384-0.018474i,0.00023186-0.005342i,0.0066294-0.00020683i,0.0022998+0.00031625i,-0.012283+0.0051206i,-0.01956+0.011514i,-0.01811+0.010064i,-0.015557-0.00086685i
0.38771+0.18526i,0.39718-0.049296i,0.2389-0.34833i,0.06629-0.40599i,0.007708-0.22909i,0.024294-0.11203i,-0.0087844-0.1277i,-0.068327-0.1171i,-0.060404-0.0579i,-0.014948-0.031108i,0.0020029-0.027896i,-0.0034482-0.01665i,-0.0062411+0.0026083i,-1.8209e-05+0.016866i,0.0060638+0.014415i,0.007011-0.0015602i,0.001584-0.017784i,-0.010842-0.021574i,-0.01747-0.014762i,-0.011082-0.011651i,-0.0058083-0.016484i,-0.0062073-0.018412i,0.002064-0.0078637i
-0.053218+0.45493i,0.15383+0.536i,0.35642+0.46857i,0.33008+0.3211i,0.11194+0.18438i,-0.047798+0.12163i,-0.044633+0.10678i,0.0026714+0.080212i,0.0020736+0.052392i,-0.0029089+0.038431i,0.010893+0.014879i,0.017013-0.011007i,0.015741-0.02081i,0.018039-0.018665i,0.021028-0.0071695i,0.02079+0.011203i,0.019488+0.028831i,0.022987+0.032487i,0.025604+0.018755i,0.018992+0.0041882i,0.01173-0.0044803i,0.005205-0.011074i,-0.006727-0.01164i
-0.34122-0.058964i,-0.37725+0.022622i,-0.32999+0.1007i,-0.21523+0.071929i,-0.061821-0.033946i,0.0089409-0.11441i,-0.023354-0.10778i,-0.036665-0.05875i,-0.001315-0.03235i,0.023488-0.008732i,0.031372+0.02913i,0.032505+0.053869i,0.014877+0.055926i,-0.012181+0.04241i,-0.028043+0.019971i,-0.028023-0.0017628i,-0.021371-0.018686i,-0.014006-0.021416i,-0.0019265-0.0089349i,0.010813-0.000403i,0.01665+0.0030999i,0.020167+0.0065808i,0.021335+0.0021971i
-0.0079093-0.28618i,-0.073077-0.26663i,-0.097051-0.17673i,-0.047544-0.091391i,0.0056142-0.034391i,0.035872-0.0055227i,0.056879+0.013346i,0.053834+0.02844i,0.010763+0.037726i,-0.038937+0.048609i,-0.05803+0.046692i,-0.051599+0.022929i,-0.032735-0.0060589i,-0.0084526-0.022216i,0.007913-0.019814i,0.012503-0.0059565i,0.012711+0.0076088i,0.0078111+0.01085i,-0.0066526+0.0044273i,-0.020499+0.0023681i,-0.018781+0.0082908i,-0.0079751+0.014101i,-0.0019919+0.016219i
0.16295-0.10184i,0.12493-0.18357i,0.10666-0.22523i,0.11243-0.17994i,0.10291-0.052787i,0.095709+0.049876i,0.062586+0.042712i,0.018887+0.0057446i,0.02394-0.008679i,0.034379-0.034654i,0.015186-0.049689i,0.0054129-0.036806i,0.0028653-0.021459i,-0.011118-0.009665i,-0.019135-0.0010452i,-0.011239-0.0041377i,-0.0052641-0.015891i,-0.0083427-0.021754i,-0.0069695-0.015915i,-0.00073852-0.0057722i,-0.0045617+0.0038467i,-0.017684+0.014917i,-0.020413+0.024475i
0.10889+0.17756i,0.15936+0.22637i,0.19965+0.31526i,0.21047+0.31841i,0.12282+0.14598i,-0.0058498-0.0014804i,-0.019804-0.01548i,0.014814-0.0053864i,-0.0056985+0.0038226i,-0.012944+0.016481i,0.0059868+0.0014995i,0.0067974-0.0085315i,0.011082+0.00019632i,0.025397+0.0024382i,0.029839+0.001373i,0.024626+0.0090782i,0.019911+0.020535i,0.020091+0.021841i,0.020886+0.010913i,0.017378-0.0072262i,0.0097515-0.027986i,0.00011577-0.043133i,-0.010054-0.040677i
-0.098931+0.10051i,-0.16837+0.05279i,-0.33346-0.0049715i,-0.41084+0.028864i,-0.24689+0.087246i,-0.065433+0.054708i,-0.048704+0.015954i,-0.052341+0.038724i,0.0039722+0.039205i,0.036451+0.011873i,0.032116+0.012899i,0.023681+0.020345i,0.0078888+0.012742i,-0.011451+0.002521i,-0.022588-0.0023955i,-0.02394-0.00083695i,-0.018935-0.00047767i,-0.013117+0.00099468i,-0.0093557+0.0083994i,-0.0081885+0.012568i,-0.0053319+0.013239i,0.0033463+0.0083517i,0.010012-0.0052291i
-0.0018329-0.017545i,0.13757-0.034731i,0.29394-0.16439i,0.3027-0.28766i,0.18017-0.24967i,0.10708-0.16009i,0.083481-0.13474i,0.022962-0.11666i,-0.041967-0.060095i,-0.054518+0.0033694i,-0.036208+0.028472i,-0.030755+0.020429i,-0.027254+0.01408i,-0.0086891+0.011431i,0.0052693+0.0025401i,0.0058475-0.0054022i,0.0036181-0.0054177i,0.00075425-0.0038242i,-0.0059068-0.006063i,-0.0065212-0.0053153i,0.0055716-0.00052434i,0.020262+0.0053678i,0.023548+0.011751i
-0.049913-0.010358i,-0.079789+0.12381i,-0.018697+0.27437i,0.045333+0.30862i,0.014214+0.26662i,-0.034814+0.25765i,-0.02988+0.23651i,0.001879+0.16846i,0.023819+0.091627i,0.0095223+0.036002i,-0.0096498+0.017941i,0.0068711+0.0048137i,0.020242-0.026034i,0.0066445-0.040494i,-0.004586-0.027944i,-0.0042255-0.01125i,-0.0059647-0.0052926i,-0.013173-0.006627i,-0.016263-0.0066355i,-0.016404-0.002955i,-0.022383+0.0066812i,-0.030651+0.019607i,-0.030024+0.022538i
-0.02418-0.099808i,-0.15289-0.13337i,-0.23661-0.03342i,-0.13049+0.056567i,0.021416-0.027561i,0.035183-0.13534i,0.0064007-0.1338i,-0.0049878-0.10356i,-0.03005-0.070015i,-0.030241-0.033127i,-0.017172-0.02749i,-0.022976-0.015563i,-0.01691+0.017097i,0.0028541+0.030938i,0.017261+0.023515i,0.023258+0.014469i,0.024743+0.011305i,0.02739+0.011183i,0.029477+0.0082884i,0.028225+0.00054658i,0.01852-0.0087262i,0.0034776-0.01356i,-0.0049116-0.0080032i
0.082894-0.063137i,0.067182-0.23537i,-0.10142-0.33834i,-0.28034-0.19756i,-0.25914+0.033673i,-0.12132+0.11408i,-0.043832+0.10433i,0.00013031+0.11038i,0.042037+0.080811i,0.040841+0.024602i,0.023695+0.003835i,0.022872-0.0023527i,0.020733-0.017895i,0.011242-0.025188i,-0.0062008-0.015683i,-0.026496+0.00042612i,-0.034404+0.0057168i,-0.02937+0.0008663i,-0.020671-0.0037344i,-0.014314-0.0080605i,-0.0095115-0.013567i,-0.003695-0.022808i,-0.0025686-0.032435i
0.12184+0.12242i,0.35249+0.14655i,0.55668+0.0082476i,0.52264-0.18991i,0.32544-0.2346i,0.19391-0.17683i,0.11752-0.16793i,0.020773-0.16701i,-0.034248-0.10666i,-0.013974-0.039539i,0.011018-0.015126i,-0.0042297-0.0047051i,-0.023373+0.018087i,-0.018951+0.029862i,-0.0064308+0.013549i,0.0029643-0.01043i,0.012624-0.01865i,0.016883-0.01438i,0.010082-0.0087109i,0.0073962-0.0015436i,0.018302+0.0039926i,0.031763+0.0068466i,0.034377+0.011066i
-0.12413+0.16643i,-0.19232+0.4042i,-0.17756+0.58965i,-0.12539+0.54293i,-0.1404+0.34901i,-0.16999+0.23417i,-0.11202+0.21358i,-0.015083+0.17752i,0.027336+0.10472i,0.0055955+0.054297i,-0.011027+0.048577i,0.015252+0.030253i,0.03524-0.016672i,0.026189-0.038305i,0.014889-0.02499i,0.0074396-0.0073246i,-0.0031569+0.00086323i,-0.013983-0.0011322i,-0.017221-0.0055668i,-0.015241-0.0054771i,-0.015365+0.0016407i,-0.016217+0.012509i,-0.012304+0.013788i
-0.14389-0.14624i,-0.3363-0.24771i,-0.4344-0.24607i,-0.2714-0.16359i,-0.013306-0.13486i,0.068852-0.16154i,0.0038606-0.1664i,-0.055604-0.14395i,-0.069816-0.093955i,-0.047012-0.039079i,-0.026779-0.019973i,-0.028225-0.0061087i,-0.024214+0.019621i,-0.013223+0.030364i,-0.00064647+0.027378i,0.014426+0.022915i,0.024066+0.019769i,0.027133+0.018874i,0.024357+0.017064i,0.015832+0.012833i,0.0014244+0.0081311i,-0.014382+0.0068907i,-0.019384+0.012041i
0.12952-0.1801i,0.19909-0.37263i,0.14657-0.45299i,-0.02805-0.29369i,-0.14872-0.053419i,-0.12045+0.066229i,-0.03346+0.1047i,0.03821+0.12552i,0.059048+0.08979i,0.02125+0.033022i,-0.011683+0.015871i,-0.0037736+0.014964i,0.013022+0.0034041i,0.013982-0.0061333i,-0.0027891-0.0050013i,-0.025525-0.00055116i,-0.035326-0.0035284i,-0.027755-0.0091697i,-0.013559-0.0093101i,-0.0031142-0.0085276i,0.001993-0.012572i,0.0033918-0.02292i,-0.00013327-0.031598i
0.17452+0.10993i,0.3802+0.19422i,0.52741+0.17533i,0.48783+0.037612i,0.34115-0.06012i,0.2148-0.072948i,0.10512-0.1034i,0.00093315-0.12955i,-0.038184-0.093168i,-0.0071108-0.050996i,0.01356-0.04884i,-0.0097725-0.041534i,-0.031601-0.0078009i,-0.026436+0.010428i,-0.010057-0.00080684i,0.0058434-0.015403i,0.018591-0.015541i,0.021736-0.0089112i,0.01435-0.0057469i,0.006792-0.0031897i,0.0086154-0.00082666i,0.016505+0.0016742i,0.019845+0.0066339i
-0.1087+0.18615i,-0.22341+0.37631i,-0.2938+0.49962i,-0.26642+0.42694i,-0.21977+0.23204i,-0.1716+0.11544i,-0.063744+0.12109i,0.046501+0.13097i,0.082126+0.088088i,0.054405+0.041163i,0.030687+0.02678i,0.035987+0.014928i,0.035481-0.0081981i,0.018584-0.013498i,0.0070597-0.0031401i,0.0016664+0.0043528i,-0.0057207+0.00813i,-0.011766+0.0083817i,-0.011827+0.0063727i,-0.008469+0.0046419i,-0.0060707+0.0079245i,-0.0028406+0.014387i,0.0013193+0.013015i
-0.15226-0.095481i,-0.30129-0.22808i,-0.35944-0.30635i,-0.21548-0.23922i,0.0061672-0.1267i,0.089403-0.0967i,0.018013-0.12492i,-0.063293-0.12713i,-0.075583-0.077811i,-0.035121-0.019641i,0.00067472+0.0046639i,0.0062673+0.0098201i,0.0039639+0.010277i,0.0022469+0.0021348i,0.0040919+0.00031529i,0.011808+0.007656i,0.015476+0.012062i,0.014827+0.012598i,0.011138+0.0090336i,0.0054228+0.0031412i,-0.00077468-2.6147e-06i,-0.0097526-0.00080935i,-0.015186+0.0018332i
0.10299-0.13301i,0.2238-0.25533i,0.27149-0.30106i,0.14064-0.2161i,-0.038495-0.091826i,-0.08575-0.0083329i,-0.024203+0.058801i,0.042844+0.10346i,0.052653+0.081504i,0.0036405+0.04268i,-0.036061+0.042073i,-0.031264+0.048362i,-0.012665+0.036525i,-0.0070363+0.020798i,-0.017017+0.011703i,-0.029148+0.0063855i,-0.030318-0.0013481i,-0.023276-0.0068307i,-0.012905-0.004878i,-0.0051173-0.0016164i,-0.0036782-0.0038807i,-0.0045984-0.010867i,-0.0068615-0.015602i
0.12383+0.078368i,0.24121+0.19947i,0.31017+0.27558i,0.29627+0.21401i,0.24274+0.10347i,0.15682+0.028188i,0.041632-0.049813i,-0.055822-0.1002i,-0.081137-0.081087i,-0.048749-0.053507i,-0.02728-0.059251i,-0.035099-0.059155i,-0.034182-0.033975i,-0.013169-0.017871i,0.0051186-0.021115i,0.013773-0.021767i,0.019783-0.015471i,0.019903-0.010686i,0.011426-0.00998i,0.0018305-0.009662i,-0.00049986-0.0078262i,0.0039986-0.0052163i,0.0092042-0.0010495i
-0.080295+0.10873i,-0.2111+0.19775i,-0.32495+0.24135i,-0.31122+0.19233i,-0.22198+0.087624i,-0.12159+0.037149i,-0.0033484+0.073903i,0.08117+0.10203i,0.09438+0.074224i,0.067612+0.028457i,0.049145-0.00078438i,0.041544-0.014373i,0.022171-0.017008i,-0.0005334-0.0066767i,-0.010267+0.0029668i,-0.01407+0.0049597i,-0.016732+0.0080132i,-0.017469+0.011361i,-0.015075+0.010699i,-0.0096548+0.0079847i,-0.0052117+0.0077576i,-0.0018907+0.0093013i,0.00047064+0.0071999i
-0.083813-0.078838i,-0.1506-0.21641i,-0.16505-0.31325i,-0.08808-0.23814i,0.02289-0.077641i,0.062136-0.0075397i,0.0094304-0.042231i,-0.05059-0.077535i,-0.058334-0.057917i,-0.017329-0.01202i,0.026182+0.014475i,0.039661+0.015713i,0.034828+0.0036809i,0.025751-0.0093432i,0.020357-0.010327i,0.021538-0.0042456i,0.020714-0.00048907i,0.017334+0.00079624i,0.014589-0.00055084i,0.013844-0.002031i,0.013105-0.0013573i,0.0083397-0.00019947i,0.0022159+0.0013075i
0.076648-0.052081i,0.20774-0.096481i,0.28642-0.11707i,0.18522-0.11539i,0.015592-0.10421i,-0.049532-0.0625i,-0.01129+0.01714i,0.044649+0.076388i,0.054904+0.070658i,0.010946+0.049469i,-0.030961+0.060855i,-0.034191+0.069471i,-0.020286+0.049758i,-0.015261+0.024101i,-0.020874+0.0098801i,-0.025931+0.0064028i,-0.025371+0.0037707i,-0.019773-0.00097943i,-0.012106-0.0026989i,-0.0071103-0.0018021i,-0.0057599-0.0027068i,-0.0054985-0.0059333i,-0.006267-0.0083286i
0.046171+0.07292i,0.085851+0.20321i,0.10845+0.3044i,0.12929+0.27168i,0.14313+0.16376i,0.099729+0.057624i,0.012351-0.042008i,-0.060714-0.093372i,-0.076494-0.07917i,-0.057381-0.057298i,-0.052225-0.054744i,-0.053145-0.046898i,-0.034905-0.025287i,-0.0065707-0.011582i,0.01122-0.012143i,0.016439-0.012245i,0.019429-0.010119i,0.018846-0.011183i,0.010505-0.011792i,0.0009978-0.0095005i,-0.0026799-0.0074772i,-0.00061545-0.0048942i,0.0046389+0.0010206i
-0.064894+0.033941i,-0.19046+0.052255i,-0.30042+0.049646i,-0.28187+0.031064i,-0.1769+0.0065811i,-0.067093+0.0069739i,0.023375+0.050595i,0.06852+0.077293i,0.063694+0.059283i,0.043854+0.020466i,0.033026-0.015877i,0.021453-0.033577i,0.0018463-0.028809i,-0.011139-0.013335i,-0.012279-0.0049598i,-0.015467-0.0026818i,-0.019723+0.0039793i,-0.018127+0.0091384i,-0.012525+0.0048413i,-0.0083274-0.0012085i,-0.0079152-0.0015387i,-0.0061737+0.00034636i,-0.0043024-6.2786e-05i
-0.01754-0.075438i,-0.028457-0.20028i,-0.021856-0.28166i,-0.0053151-0.19768i,0.010302-0.030763i,0.0049317+0.045945i,-0.027848+0.010544i,-0.050343-0.041297i,-0.044129-0.046258i,-0.0081574-0.01602i,0.034662+0.0042316i,0.052541+0.002397i,0.044363-0.005505i,0.028296-0.008266i,0.020969-0.0029517i,0.022109+0.00049743i,0.02099+0.0011381i,0.018145+0.0041551i,0.015875+0.0061564i,0.015617+0.005618i,0.015076+0.004958i,0.010921+0.0038766i,0.0059587+0.0028316i
0.074688-0.0037381i,0.19419-0.0097841i,0.26654-0.022653i,0.1815-0.063678i,0.037513-0.10622i,-0.025515-0.08733i,-0.0057849-0.011437i,0.036948+0.048924i,0.047707+0.052717i,0.017607+0.043308i,-0.01069+0.057276i,-0.013166+0.063756i,-0.0042846+0.040238i,-0.0023753+0.010035i,-0.0090982-0.0033673i,-0.015661-0.0022354i,-0.019164+0.00030201i,-0.016531+0.00032175i,-0.0073899-5.083e-05i,-0.0010314-0.00047678i,-0.00070003-0.00038807i,-0.00073045+1.726e-05i,0.00093764-0.000765i
0.00056953+0.070541i,7.0042e-05+0.18825i,0.0069153+0.27552i,0.042336+0.24546i,0.078342+0.15201i,0.067934+0.056807i,0.024486-0.027723i,-0.013459-0.062182i,-0.021399-0.048528i,-0.02138-0.034031i,-0.03755-0.028767i,-0.045746-0.017731i,-0.027835+0.00038563i,-0.0041276+0.010034i,0.007146+0.0082425i,0.01096+0.0051017i,0.015716+0.00015819i,0.015891-0.0052949i,0.0078586-0.0067046i,-0.0008311-0.0051699i,-0.0037602-0.0036579i,-0.003846-0.00078113i,-0.0033244+0.0057511i
-0.071274-0.0026144i,-0.18184-0.0074432i,-0.2617-0.019154i,-0.22488-0.023607i,-0.1192-0.01647i,-0.022505+0.0056702i,0.034387+0.046654i,0.045761+0.07012i,0.03022+0.057932i,0.015293+0.023736i,0.0071928-0.014165i,-0.0030103-0.033687i,-0.014309-0.029682i,-0.015383-0.017307i,-0.0098718-0.010836i,-0.012027-0.0097332i,-0.016731-0.0044213i,-0.015655+0.00031509i,-0.0099093-0.0017875i,-0.0043919-0.0067226i,-0.0020031-0.0089404i,-0.0020819-0.0085257i,-0.0045533-0.0079195i
0.010517-0.076993i,0.016623-0.18116i,0.02311-0.23664i,0.010696-0.15378i,-0.017166-0.011156i,-0.042915+0.05309i,-0.058553+0.025176i,-0.056271-0.019165i,-0.041776-0.031236i,-0.012553-0.016413i,0.025504-0.0065768i,0.043954-0.010079i,0.033479-0.011817i,0.014174-0.0034821i,0.005411+0.0074721i,0.0086539+0.0096798i,0.011297+0.0082258i,0.0097415+0.0096816i,0.007315+0.010732i,0.0059915+0.0088668i,0.0052768+0.0045756i,0.0034282-0.00021396i,0.0016588-0.0019466i
0.077716+0.0058469i,0.17561+0.0065291i,0.22723-0.0031264i,0.15565-0.04754i,0.039711-0.098504i,-0.01732-0.092496i,-0.014148-0.036925i,0.0090759+0.010256i,0.018114+0.018559i,0.0058449+0.01912i,-3.2289e-05+0.03676i,0.0077959+0.043986i,0.013135+0.023079i,0.011268-0.0038055i,0.0035374-0.015275i,-0.006193-0.014009i,-0.011947-0.0092258i,-0.010735-0.0023316i,-0.0029482+0.0043514i,0.0032771+0.0066068i,0.0026102+0.0058997i,0.0015817+0.0057011i,0.003762+0.0051377i
-0.0029889+0.07229i,-0.0031853+0.16459i,0.0013504+0.22746i,0.026371+0.19548i,0.049475+0.11319i,0.047588+0.038869i,0.033922-0.012665i,0.01982-0.027143i,0.016077-0.017154i,0.0075795-0.0083784i,-0.015595+1.7324e-05i,-0.02568+0.011421i,-0.012185+0.019576i,0.002353+0.019186i,0.0070816+0.013065i,0.0088384+0.008249i,0.011716+0.0020697i,0.011516-0.0043048i,0.0061012-0.0060387i,0.00093666-0.0044609i,-0.0018904-0.0016693i,-0.0049006+0.0013335i,-0.0083264+0.0053469i
-0.073909-0.00073673i,-0.16203-0.0050589i,-0.21623-0.014349i,-0.16938-0.018906i,-0.070291-0.012007i,0.0078162+0.013145i,0.03489+0.048658i,0.023048+0.06623i,0.006337+0.058372i,-0.0020769+0.029284i,-0.010945-0.0048665i,-0.019622-0.021015i,-0.020327-0.018187i,-0.012515-0.012896i,-0.0048447-0.013308i,-0.0052967-0.01439i,-0.0088712-0.011027i,-0.0090699-0.0080539i,-0.0063445-0.0069514i,-0.0016514-0.0050348i,0.0029834-0.0034609i,0.0029597-0.0027557i,-0.0010494-0.003717i
0.0068957-0.069651i,0.008909-0.14947i,0.01113-0.1864i,-0.002663-0.11699i,-0.032538-0.0086413i,-0.058746+0.039273i,-0.065957+0.023622i,-0.056138-0.002723i,-0.041579-0.010389i,-0.019855-0.0064962i,0.0062225-0.0078112i,0.020031-0.013558i,0.013396-0.011393i,7.3234e-06-0.00070883i,-0.0030479+0.0088i,0.0012945+0.010489i,0.0048637+0.0085879i,0.0047462+0.0091661i,0.00075768+0.0073774i,-0.0028668+0.0012344i,-0.0028852-0.0044097i,0.00046476-0.0078539i,0.0027298-0.0085898i
