-0.0055455-0.000246i,-0.0030152-0.00056221i,-0.0031048+0.00015812i,-0.0028489+0.0013603i,-0.0026372+0.0028681i,-0.001996+0.0018215i,-0.00086537+0.00092625i,-0.00016831+0.0015556i,0.00015999+0.0020122i,0.00060838+0.0016194i,0.00027511+0.00078977i,-0.0001238+0.00042982i,-0.00024306+0.00022058i,-0.0011411-0.0001496i,-0.0013199+0.00014207i,-0.00072386+0.00024818i,-0.00067351-0.00025418i,1.0039e-05+0.00024651i,0.00061804+0.00057127i,0.00040136+0.00037685i,0.00017237-0.00041104i,0.00027976-0.00043925i,0.00031631+0.00020926i
0.015184-0.034059i,0.024501-0.049028i,0.01948-0.039851i,0.0094046-0.019988i,0.010741-0.0031831i,0.0025934+0.015493i,-0.016246+0.030614i,-0.018055+0.03327i,-0.0063739+0.024854i,-0.00067358+0.016697i,-0.0019791+0.011176i,-0.0036424+0.0034897i,-0.0053117-0.0031458i,-0.0069591-0.0048316i,-0.0085858-0.0027332i,-0.0084148+0.0021659i,-0.0062393+0.0079106i,-0.0034336+0.0092627i,-0.0040974+0.0056333i,-0.0072546+0.0016564i,-0.0070503-0.00043459i,-0.0036312-0.0010172i,-0.00081205-0.00081379i
0.028591+0.00060607i,0.036063+0.0017158i,0.020214-0.0037949i,-0.0064681-0.021918i,-0.020488-0.046452i,-0.022803-0.059056i,-0.022972-0.047027i,-0.019627-0.022833i,-0.011315-0.0074818i,-0.0055961-0.0057472i,-0.0026491-0.0052053i,0.0038441-0.0023031i,0.0099936-0.0010625i,0.011606-0.00084966i,0.011925-0.00085652i,0.011964-0.0021872i,0.0080696-0.0049579i,0.0011794-0.0057324i,-0.0010387-0.0049192i,0.0014583-0.0039219i,0.002705-0.0037129i,0.0027861-0.0035349i,0.0038393-0.00059554i
0.017323+0.011804i,0.031345+0.01473i,0.04665+0.014388i,0.056827+0.023217i,0.047255+0.03461i,0.020272+0.022013i,-0.0055158-0.0038991i,-0.016332-0.011501i,-0.010252-0.0025491i,-0.0004385+0.0025853i,0.0011182+0.0038043i,-0.0020267+0.0059887i,-0.0033883+0.0031839i,-0.0044008-0.0010964i,-0.0059053-0.00054587i,-0.0047182+0.0023698i,0.00040822+0.0017152i,0.0042671-0.0038621i,0.0027595-0.0085005i,-0.00072892-0.0072663i,-0.0030726-0.0033565i,-0.0051445-0.00049643i,-0.0077632+0.00019808i
0.0076825+0.023901i,0.012204+0.038448i,0.01079+0.036997i,-0.00077546+0.012686i,-0.00020613-0.020009i,0.021701-0.038509i,0.03174-0.040369i,0.018665-0.03049i,0.0036051-0.014176i,-0.001936-0.0044753i,-0.0063472-0.0038848i,-0.011521-0.0031643i,-0.0079829+0.0024669i,0.0012769+0.006944i,0.0059808+0.0056172i,0.0054108+0.00076515i,0.0048876-0.0018809i,0.0052818+0.00047441i,0.0056593+0.0048888i,0.0053374+0.0072929i,0.0017317+0.0055159i,-0.0019578+0.0022598i,-0.0018815+0.00067459i
-0.017358+0.015622i,-0.028765+0.025494i,-0.024633+0.021274i,-0.0053031+0.015333i,0.0073616+0.027036i,0.010228+0.037994i,0.015143+0.025878i,0.01335+0.0052097i,0.0028544-0.0037164i,-0.0018308-0.0047746i,-0.00027228-0.0086226i,-0.00069678-0.010913i,-0.0027972-0.0073161i,-0.002465-0.0032401i,0.00011322-0.0029021i,-0.0008315-0.003706i,-0.0061039-0.0030992i,-0.010627-0.0023418i,-0.012123-0.0037114i,-0.011133-0.0071931i,-0.007433-0.0095845i,-0.0027755-0.0091185i,0.00067366-0.0077177i
-0.025144-0.010026i,-0.04321-0.020241i,-0.042684-0.025668i,-0.024794-0.018281i,-0.0061555-0.00063818i,0.0070264+0.022778i,0.016244+0.03437i,0.018449+0.024254i,0.013553+0.009506i,0.011194+0.0051063i,0.012669+0.0068766i,0.011449+0.0091745i,0.0068543+0.011797i,0.0027925+0.013694i,0.00097599+0.013597i,0.00088963+0.0098033i,0.0018054+0.0038516i,0.0037652-0.0014346i,0.0083083-0.0024198i,0.012083+0.0018399i,0.012243+0.004864i,0.010246+0.0061669i,0.0070915+0.0069842i
-0.0086771-0.023356i,-0.012052-0.034548i,-0.018433-0.023787i,-0.032426+0.0014758i,-0.049715+0.016436i,-0.054411+0.021819i,-0.040732+0.026655i,-0.020424+0.024908i,-0.0074347+0.017i,-0.0049148+0.013037i,-0.0051203+0.012508i,-0.0037353+0.008406i,-0.002276+0.001289i,-0.0024613-0.0052344i,-0.0038753-0.010174i,-0.0049881-0.0094915i,-0.0042019-0.0018146i,-0.001149+0.0047677i,0.001391+0.005287i,7.6409e-05+0.0031362i,-0.0026189+0.0017617i,-0.0024256+0.00075554i,-0.00051441-0.001324i
0.011698-0.017757i,0.015497-0.024915i,0.0075922-0.023378i,-0.0013057-0.019783i,-0.0016051-0.016088i,-0.0097156-0.008179i,-0.022595+0.002707i,-0.019746+0.01055i,-0.0081877+0.0077853i,-0.0046864+0.00010444i,-0.0046974-0.0038134i,-0.0022405-0.0066416i,-0.0023241-0.0081631i,-0.0046406-0.0053653i,-0.0029475-0.00023039i,0.00076083+0.0033569i,0.0020308+0.0060608i,0.00011293+0.0089913i,-0.0019303+0.011236i,-0.00069419+0.010764i,0.00089299+0.0064839i,0.0011628+0.0031524i,0.0011338+0.002866i
0.025774+0.0013895i,0.037329+0.0012353i,0.035353+0.00024516i,0.01909-0.0011068i,-0.0014781-0.010201i,-0.018069-0.029541i,-0.026146-0.036548i,-0.021659-0.024442i,-0.009261-0.011737i,-0.0010112-0.006907i,0.0023837-0.0025391i,0.005538+0.00099685i,0.0075583-0.0019752i,0.0052375-0.0042121i,0.0012768+5.8795e-05i,-0.00034704+0.0035487i,-0.0016978+0.00048022i,-0.0028217-0.0064153i,-0.0032637-0.012372i,-0.0026565-0.013728i,-0.00074632-0.010753i,0.0010945-0.0067392i,0.0010271-0.0030967i
0.012113+0.015441i,0.020536+0.027209i,0.021594+0.027389i,0.017877+0.017003i,0.018597+0.0032256i,0.021868-0.013257i,0.018211-0.026343i,0.0093289-0.025088i,0.0023-0.01334i,-0.0018168-0.0042666i,-0.0082352-0.0015288i,-0.013859+0.00067976i,-0.014183+0.002754i,-0.011745+0.0022023i,-0.010351+0.0018548i,-0.0086142+0.0020635i,-0.0033992+0.0022972i,0.0025158+0.0028814i,0.005237+0.0049744i,0.0045088+0.0089413i,0.00080583+0.0095524i,-0.0038891+0.0061014i,-0.0064045+0.0027234i
-0.0046065+0.018488i,-0.0088122+0.028183i,-0.0080918+0.022784i,-0.0016094+0.0052223i,0.011594-0.0084395i,0.029474-0.012542i,0.038286-0.014101i,0.029451-0.015654i,0.013622-0.011466i,0.0049249-0.0095185i,0.0021404-0.013135i,0.00011431-0.011503i,0.0024379-0.0036574i,0.0091459+0.0014393i,0.014687+0.00089402i,0.013169-0.0030882i,0.0066498-0.0061908i,0.00046053-0.0060534i,-0.0040581-0.0055844i,-0.0063355-0.0073207i,-0.0062726-0.0093821i,-0.0045018-0.0085604i,-0.0012265-0.0058199i
-0.014117+0.0049083i,-0.024139+0.0042702i,-0.018446+0.00091315i,0.00062826+0.0034827i,0.012437+0.018764i,0.016478+0.034261i,0.023373+0.034087i,0.022657+0.021312i,0.015062+0.0092345i,0.013687+0.0036882i,0.015629+0.0014832i,0.013273+0.0018394i,0.0093382+0.0045684i,0.0068017+0.0045937i,0.0033987+0.0016042i,0.0001095-0.00043544i,-0.00049531-0.00096547i,-0.00070147-0.00092245i,-0.0024878-0.0015779i,-0.0029853-0.00055532i,-0.0012355+0.0013691i,0.00080217+0.0017505i,0.0012851+0.0020227i
-0.020115-0.012183i,-0.030791-0.018009i,-0.031042-0.01486i,-0.024752-0.0031632i,-0.018739+0.010854i,-0.013114+0.028689i,-0.0058567+0.039728i,0.0029819+0.034097i,0.0074754+0.022003i,0.0063759+0.016545i,0.0032529+0.0163i,0.00061108+0.013023i,-0.00047272+0.0081311i,-0.00030649+0.0034063i,-0.00065689-0.00090016i,-0.0011513-0.002865i,0.0013353-0.0025792i,0.0055321-0.0024483i,0.0083135-0.0034534i,0.0089576-0.0044297i,0.007908-0.0028685i,0.0066746-2.6325e-05i,0.0056609+0.001332i
0.00060858-0.024185i,-0.0026399-0.034587i,-0.0097848-0.0311i,-0.020921-0.016575i,-0.031065+0.00084508i,-0.039775+0.018473i,-0.040533+0.031498i,-0.026512+0.032319i,-0.011987+0.022118i,-0.007091+0.011155i,-0.0041781+0.0027697i,0.00010544-0.0055258i,0.00099165-0.011224i,-0.00033122-0.011349i,-0.0011478-0.0076989i,-0.0028642-0.0038287i,-0.0043717+0.00078449i,-0.0044144+0.0060706i,-0.0037514+0.010377i,-0.003292+0.011854i,-0.0029522+0.0095887i,-0.0016719+0.0051709i,-0.00014331+0.0011441i
0.014889-0.011766i,0.023707-0.015191i,0.020165-0.012442i,0.0076471-0.0077716i,-0.0074203-0.0061264i,-0.025602-0.0091629i,-0.038313-0.0077341i,-0.032671+0.0010997i,-0.016888+0.0058679i,-0.0061194+0.005877i,-0.00018454+0.0077605i,0.0021146+0.0088048i,-0.00059251+0.0072342i,-0.00442+0.0080919i,-0.0040431+0.010371i,0.00043245+0.010038i,0.0036697+0.0071039i,0.0027378+0.003132i,0.0010196-0.00099815i,0.0020923-0.0046672i,0.0045462-0.005162i,0.0042836-0.0015766i,0.0022977+0.0012049i
0.02251+0.0088734i,0.030145+0.014989i,0.024905+0.016606i,0.010507+0.010501i,-0.003884-0.0063906i,-0.014351-0.027845i,-0.021168-0.036888i,-0.021594-0.027495i,-0.015247-0.01252i,-0.0099997-0.003518i,-0.010258+0.0008947i,-0.011882+0.0030355i,-0.011212+0.002601i,-0.0085404+0.0023032i,-0.0043084+0.0031501i,-0.0012582+0.0045797i,-0.00037025+0.005173i,-3.3975e-05+0.0030651i,3.0135e-05+0.0011179i,-0.00086651+0.0018643i,-0.0021769+0.0029975i,-0.0037308+0.0022333i,-0.0045471+0.0011329i
0.0026573+0.018091i,0.0035881+0.026647i,0.003224+0.022244i,0.0055507+0.0083875i,0.012001-0.008036i,0.019057-0.02415i,0.019145-0.035744i,0.0096914-0.031854i,0.00023428-0.018289i,-0.0043528-0.010917i,-0.0072301-0.010541i,-0.0060077-0.008936i,-0.0007822-0.0053568i,0.0031859-0.0014921i,0.0034897+0.0019293i,0.0010417+0.0025277i,-0.00054464+0.00269i,0.001212+0.0032516i,0.0029936+0.0030166i,0.0023021+0.0011973i,0.0007046-0.0011133i,-0.0010029-0.0011596i,-0.0023686-0.00046809i
-0.012915+0.011429i,-0.016807+0.014725i,-0.011105+0.011631i,0.0028832+0.0059666i,0.015406+0.0018901i,0.027584-0.0012681i,0.032815-0.0067085i,0.023051-0.011784i,0.011464-0.011034i,0.0096607-0.0087131i,0.011324-0.0074409i,0.010621-0.0019506i,0.0098318+0.0040472i,0.0096506+0.0044112i,0.0063514+0.00041092i,0.0019845-0.0051162i,-0.0010018-0.0087238i,-0.0032964-0.0081809i,-0.0052924-0.0057074i,-0.0060548-0.003633i,-0.0059802-0.0030665i,-0.0043517-0.0035551i,-0.0013241-0.0032359i
-0.011886-0.0050888i,-0.019748-0.0093763i,-0.016834-0.011834i,-0.0082928-0.0044252i,-0.00040733+0.010129i,0.0099428+0.02281i,0.021568+0.024382i,0.022373+0.014638i,0.015438+0.0059917i,0.0096515+0.0044826i,0.0037503+0.0040187i,-0.0023967+0.0023186i,-0.0048111+0.00022625i,-0.0036328-0.0036068i,-0.0029572-0.0050391i,-0.001672-0.0039433i,0.0015229-0.0027998i,0.0034292-0.0017648i,0.003693-0.0016848i,0.0045442-0.0020293i,0.0052021-0.0017804i,0.0034792-0.0007804i,0.0011697+6.2535e-05i
-0.010757-0.01845i,-0.015755-0.025469i,-0.017742-0.022445i,-0.016029-0.010955i,-0.010774+0.0063047i,-0.0064025+0.026859i,-0.003396+0.03699i,0.00083242+0.030143i,0.0028898+0.01675i,0.0029613+0.0077998i,0.0040778+0.0020377i,0.0044151-0.0034574i,0.0032049-0.0078017i,0.0020428-0.0090553i,0.0017458-0.0065238i,0.00093167-0.0015729i,8.3254e-06+0.0021702i,0.00026543+0.0032477i,0.00016335+0.0031502i,-0.00083983+0.0026299i,-0.00037294+0.0018015i,0.00074005+0.00065219i,0.001782-0.00089057i
0.0094691-0.017209i,0.010907-0.023302i,0.004867-0.020457i,-0.0056517-0.0087277i,-0.017393+0.0042431i,-0.028858+0.015552i,-0.03066+0.022585i,-0.020841+0.021773i,-0.008921+0.015023i,-0.0018541+0.0087379i,0.0026742+0.0059528i,0.0047997+0.005928i,0.0032994+0.0065991i,0.0013773+0.0061847i,0.0012203+0.0045539i,0.00069993+0.0028185i,-0.0016703+0.0020124i,-0.004093+0.0033976i,-0.003469+0.0035967i,-0.00032597+0.0010873i,0.0017166+0.00019156i,0.0024821+0.0011597i,0.0028505+0.0013752i
0.012446-0.0014903i,0.017382+0.0016193i,0.011831+0.0067228i,-0.0012851+0.0077196i,-0.015079+0.0030523i,-0.02551-0.0033002i,-0.029087-0.0068773i,-0.022606-0.0036351i,-0.012398+0.0021565i,-0.0060846+0.0048798i,-0.0029164+0.0068676i,-0.002821+0.0066312i,-0.0052984+0.0055262i,-0.0051864+0.0061119i,-0.0010814+0.0061648i,0.0024632+0.0039508i,0.0026834+0.00053286i,0.0013691-0.0013797i,0.00079571-0.0018087i,0.00095363-0.0013406i,0.00061762-0.0011548i,0.00042989-0.0010944i,0.00044339-0.00026822i
0.0067438+0.010093i,0.0098074+0.016879i,0.0079199+0.017539i,0.0025186+0.0092168i,-0.0030773-0.0042833i,-0.006302-0.019463i,-0.0067812-0.026261i,-0.0060719-0.020007i,-0.006052-0.0099875i,-0.0078238-0.0041305i,-0.008148-0.0029793i,-0.0044133-0.0038269i,1.273e-05-0.0035797i,0.0013494-0.0010241i,0.00087297+0.0015192i,0.0011786+0.0018447i,0.00086065+0.0026357i,0.0011395+0.0039861i,0.0020661+0.0037918i,0.0019446+0.0028949i,0.00085843+0.0017584i,-0.00085299-0.00038471i,-0.0026027-0.0013833i
-0.0031117+0.0086095i,-0.0044794+0.012346i,-0.0024238+0.0090792i,0.0028066+0.0020368i,0.0084886-0.0050093i,0.013424-0.014605i,0.015817-0.022251i,0.012253-0.020803i,0.005766-0.013723i,0.0025575-0.0093151i,0.0018512-0.0065092i,0.0027415-0.0014596i,0.0051592+0.0023157i,0.0058155+0.00291i,0.0033317+0.0034204i,-0.00020596+0.0036569i,-0.0027185+0.0024674i,-0.0033347+0.00079335i,-0.0025348-0.00047621i,-0.0022516-0.001986i,-0.0023092-0.0037465i,-0.0016154-0.0034213i,-0.001148-0.0017395i
-0.0092+0.00016093i,-0.015228+0.0028834i,-0.012928+0.0031136i,-0.0022505-1.433e-05i,0.0086087-0.0017125i,0.019169-0.00038972i,0.024601-1.4807e-05i,0.019414-0.0025456i,0.011059-0.0041495i,0.0058991-0.0032982i,0.0022981-0.0019531i,-0.0016068-0.0010899i,-0.0041956-0.0016369i,-0.004179-0.0023601i,-0.0033805-0.0026582i,-0.0035842-0.0037141i,-0.003293-0.0054972i,-0.0020502-0.0056639i,-0.0018476-0.0048869i,-0.001479-0.003228i,-0.00059128-0.0012672i,-0.0008312-0.0011422i,-0.00076263-0.0017136i
-0.0047816-0.0042719i,-0.010866-0.0080478i,-0.010925-0.0080779i,-0.0066849-0.0032939i,-0.00098385+0.0054897i,0.0055062+0.017261i,0.010907+0.022944i,0.012068+0.017251i,0.0094448+0.0082865i,0.0057659+0.0036676i,0.0025558+0.0024434i,0.00076006+0.00077903i,0.00021218-0.0022879i,-0.00032768-0.0043027i,-0.0010944-0.0052384i,3.7048e-05-0.0049393i,0.0028409-0.0047715i,0.0046462-0.0039353i,0.0041349-0.0026728i,0.0023564-0.0021625i,0.0012094-0.0017224i,0.0011207-0.0010034i,0.00044707-0.00025684i
-0.0043213-0.0085074i,-0.004493-0.015468i,-0.0044768-0.01595i,-0.0046348-0.0088927i,-0.0047478+0.0053028i,-0.0072596+0.020774i,-0.009967+0.027888i,-0.0072663+0.024425i,-0.0021797+0.014535i,0.00034777+0.0061642i,0.0012947+0.0029087i,0.0013184+0.0028857i,0.0012567+0.0023528i,0.0021112+0.0003388i,0.00225-0.0013852i,0.002285-0.00046396i,0.001935+0.0021293i,-0.00047304+0.0035685i,-0.0014666+0.0037976i,-2.1133e-05+0.0025718i,0.0013503+0.0020431i,0.0023642+0.0018574i,0.0025575+0.00075307i
-0.00089696-0.0092335i,0.0020108-0.010404i,0.0021497-0.0056101i,-0.0031895+0.00061184i,-0.01066+0.0056336i,-0.019843+0.010121i,-0.024453+0.012997i,-0.018736+0.013282i,-0.0091127+0.010636i,-0.0020269+0.0080055i,0.0015487+0.0058687i,0.0018789+0.0036426i,0.00084155+0.0030838i,0.00068399+0.0041246i,0.00034421+0.0041821i,-0.001678+0.002738i,-0.004513+0.0018522i,-0.0044761+0.0015509i,-0.0017203+0.0011591i,-0.00018289+0.0010517i,6.4651e-05+0.0016337i,-7.2179e-05+0.0022772i,0.0003656+0.0025739i
0.0070089-0.0037986i,0.0099615-0.0029187i,0.0045125+0.0014955i,-0.0040061+0.0034539i,-0.009787+0.0019645i,-0.016466-0.0024835i,-0.0209-0.0064666i,-0.018157-0.0043687i,-0.010311+0.00014687i,-0.0046077+0.0018694i,-0.0029215+0.0019148i,-0.00097476+0.00085076i,0.0018187-0.00075862i,0.0033486+7.7e-05i,0.0029268+0.0016966i,0.0019661+0.0011184i,0.0013911+0.00031319i,0.0016265-0.00020018i,0.0018569-0.00063134i,0.0014734-0.0004216i,0.00048816+0.00028071i,-0.00055986+0.00055051i,-0.0012183+0.0010715i
0.0073111+0.0078378i,0.008766+0.013847i,0.0053377+0.014593i,0.0011057+0.0091055i,-0.0015353-0.0016988i,-0.0034783-0.015231i,-0.0045932-0.02192i,-0.0049598-0.01671i,-0.004406-0.0084369i,-0.0043037-0.0046359i,-0.0054601-0.0038929i,-0.0053709-0.0026673i,-0.0039313-0.00095361i,-0.0017204-0.00010223i,-1.7382e-05+0.0022528i,0.00070525+0.0040555i,0.0026485+0.0046665i,0.0034944+0.0047768i,0.0025179+0.0034464i,0.0007301+0.0021437i,1.0805e-05+0.00068453i,-0.00018108-0.0010339i,-0.0011166-0.0011022i
-0.0014607+0.0093364i,-0.0031828+0.012934i,-0.003348+0.0092351i,-0.0013295+0.0041666i,0.0011955-0.00040915i,0.0059192-0.0082762i,0.010498-0.014698i,0.0081939-0.014833i,0.003318-0.011126i,0.0029085-0.0080731i,0.0032436-0.0072837i,0.00086763-0.0073367i,-0.0010513-0.0057705i,-0.00016148-0.0033003i,0.0012485-0.0011083i,0.00018288+0.0020504i,-0.0022931+0.0038546i,-0.0031387+0.002297i,-0.0029421+0.00012029i,-0.0024387-0.0014018i,-0.0012469-0.001847i,-0.00048778-0.001535i,0.00026735-0.00091864i
-0.011464+0.0050288i,-0.015166+0.0024379i,-0.011775-0.00065176i,-0.0039788-0.001841i,0.0056997-0.0026733i,0.01501-0.0021429i,0.018554-0.0011013i,0.013906-0.0017518i,0.007677-0.00094764i,0.0058397+0.0015394i,0.0055361+0.0022253i,0.0029309+0.0015066i,-0.00091886+0.00057745i,-0.0044184-0.00045699i,-0.0048858-0.0016082i,-0.0038807-0.0046975i,-0.0028778-0.0077048i,-0.0015145-0.007288i,-0.00084384-0.0044744i,-0.00042565-0.0026859i,-0.0001491-0.0034315i,-0.00011693-0.0038363i,-0.00017148-0.0025515i
-0.0099537-0.0072291i,-0.010116-0.0093922i,-0.0057082-0.0065324i,-0.00085625-0.0031437i,0.003084+0.0012673i,0.0062192+0.0075081i,0.0074558+0.011478i,0.0045721+0.0096159i,0.0013147+0.0056159i,0.0010606+0.0033198i,0.0015175+0.0024523i,0.0015519+0.0017217i,0.0016881+0.0011885i,0.0011915+0.00079527i,-0.00050419-0.00050415i,-0.00066404-0.0014894i,0.0011903-0.0020465i,0.0024131-0.002147i,0.0022256-0.0018434i,0.0024069-0.0014938i,0.0025525-0.00075403i,0.0019943-0.00068458i,0.0012809-0.00078966i
0.0017269-0.0073594i,0.0030718-0.010876i,0.0026499-0.0095691i,0.0010384-0.0040378i,-0.00031571+0.0041869i,-0.0033601+0.013596i,-0.0062842+0.017279i,-0.0057036+0.013476i,-0.0026614+0.0080768i,0.0004297+0.004949i,0.0034425+0.0035129i,0.0052368+0.0014668i,0.0055878+0.0010578i,0.004826+0.0014212i,0.0032042+0.00045517i,0.0019943-9.3562e-05i,0.0011396+0.0011737i,0.00013115+0.0032129i,-0.00049896+0.0030571i,-7.1144e-06+0.0012428i,0.0012824+0.0011637i,0.0025415+0.0013678i,0.0027045+0.00047375i
0.0083534-0.0024452i,0.010774-0.0031896i,0.0082382-0.0041402i,0.00097491-0.0030461i,-0.0070002+0.00094618i,-0.012665+0.0057451i,-0.014503+0.0081503i,-0.010447+0.0076699i,-0.0041863+0.0060247i,-0.00072186+0.006346i,0.0011092+0.0086604i,0.003337+0.0089476i,0.0043617+0.0069069i,0.0045113+0.0049926i,0.0041117+0.0050479i,0.0027726+0.0054023i,0.00052385+0.0038789i,-0.00065859+0.001516i,-2.3318e-05+0.00044472i,0.00073597-1.6644e-05i,0.00062446+0.00067296i,-0.00024682+0.0014438i,0.00015488+0.001979i
0.0035413+0.0038503i,0.003971+0.0060181i,0.0017663+0.0071223i,-0.0021259+0.0076918i,-0.0057993+0.0070617i,-0.0088017+0.0023968i,-0.010313-0.0028341i,-0.008081-0.0032629i,-0.0065083-0.0019824i,-0.0078172-0.0020507i,-0.0094026-0.001233i,-0.009404-0.00037935i,-0.0064798-0.0013387i,-0.0023758-0.0019396i,0.0004939-0.0011507i,0.0019409+0.00022066i,0.0022577-0.00034902i,0.0018368-0.0011066i,0.0008176-0.00082742i,0.00024748-0.00012676i,0.00025374+0.00029543i,0.00019352-0.0003041i,0.00042856-8.1544e-05i
6.2358e-05+0.0067533i,-0.0004314+0.010791i,-0.0017396+0.011209i,-0.0023914+0.0061123i,-0.0037495-0.0013836i,-0.0029893-0.0087933i,5.433e-06-0.012249i,0.0021372-0.011021i,0.0018188-0.0078485i,8.3613e-05-0.0069999i,-0.0020606-0.0088773i,-0.0032297-0.0077822i,-0.0032047-0.0040296i,-0.0028777-0.00084006i,-0.0024103+0.0013417i,-0.0018867+0.0022081i,-0.00035196+0.002573i,0.0013406+0.0026597i,0.0011202+0.0022849i,1.7022e-05+0.0019839i,-0.0005406+0.00099537i,-0.0008579+4.3111e-05i,-0.0013364+0.00045545i
-0.0049144-0.00011096i,-0.0064884+0.0026651i,-0.0059685+0.0047861i,-0.0043954+0.0049616i,-0.0033725+0.0030889i,0.001144-0.0005024i,0.0063357-0.0036459i,0.007286-0.0049547i,0.005569-0.0044693i,0.0037685-0.0037338i,0.0021856-0.0039398i,0.0012584-0.0018937i,-0.001158+0.00011195i,-0.0031593-0.00039655i,-0.0027443-0.0015763i,-0.0016773-0.0018593i,-0.001352-0.00049818i,-0.0023375+0.00014544i,-0.0027377-0.00086386i,-0.0017171-0.0013593i,-0.00041202-0.0013286i,0.00035616-0.0007565i,0.00037376+2.7632e-05i
-0.00050086+0.00053706i,-0.0022605-0.0037078i,-0.0018033-0.0078074i,-0.00032034-0.0087439i,0.0012144-0.0056359i,0.0032351-0.00035517i,0.0058111+0.0035423i,0.0056328+0.0040645i,0.0045494+0.0029039i,0.0043893+0.00096735i,0.0019617-0.00059347i,-0.0019559-0.00036563i,-0.0027417+0.00055919i,-0.002322+0.0012025i,-0.0034821+0.0018843i,-0.0047814+0.0009726i,-0.0053309-0.00067223i,-0.003698-0.0009866i,-0.0016688-0.00045734i,-0.00071024-0.00032272i,-0.00030398-0.00066935i,-0.00097955-0.0013272i,-0.0011901-0.0017596i
-0.0021751+0.00067002i,-0.0032439-0.002857i,-0.0011955-0.004238i,0.001539-0.0026935i,0.0021603+0.00041596i,0.0016175+0.0043857i,0.00022789+0.008908i,-0.00092909+0.010316i,0.0013077+0.007692i,0.0048155+0.0033887i,0.0065179-0.0012409i,0.0055429-0.0043058i,0.0049482-0.0033529i,0.0048304-0.00040585i,0.0030123+0.0005375i,0.0010873-0.00064032i,0.0011153-0.0018127i,0.0019979-0.0019753i,0.0013967-0.0018256i,0.0007328-0.0012368i,0.001371+9.9788e-05i,0.0021712+0.00085113i,0.0020213+0.00079299i
0.002319-0.0035526i,0.0021379-0.0062773i,0.0013025-0.0051916i,0.00011416-0.0027064i,-0.0023724+0.00015325i,-0.0075162+0.0046612i,-0.010935+0.0079072i,-0.0086937+0.0091566i,-0.0038213+0.0092631i,0.001251+0.0097601i,0.0051391+0.0097666i,0.006254+0.0077665i,0.0050363+0.0053495i,0.0035809+0.0022763i,0.0026627-0.00076503i,0.0020555-0.0019919i,0.0014626-0.00072606i,0.00039249+0.0016594i,0.00033428+0.0019161i,0.0011524+0.0002058i,0.0011783-9.0092e-05i,0.00019378+0.0004099i,-0.00026758+0.0002657i
0.003802-0.0013925i,0.0060485-0.00032417i,0.0035791+0.00092985i,-0.0022923+0.0027429i,-0.0072149+0.0033447i,-0.010846+0.0017437i,-0.012677+0.0010144i,-0.010733+0.0023163i,-0.0076909+0.005059i,-0.006182+0.0068251i,-0.005837+0.0070163i,-0.0056351+0.0058747i,-0.0031485+0.0022713i,0.0007637-0.0011288i,0.0038007-0.00050096i,0.0048233+0.0016086i,0.0037987+0.0014019i,0.0024041-0.00076004i,0.001482-0.0019284i,0.00075041-0.0014999i,0.00043973-0.00041306i,-6.1516e-05+0.0002837i,-0.00044536+0.0011884i
0.0015599+0.0021148i,0.0021044+0.0045824i,1.9127e-05+0.0056221i,-0.0023824+0.0041534i,-0.0029757+0.0025049i,-0.0028008-0.00040262i,-0.0040637-0.0037144i,-0.0055697-0.0045941i,-0.005839-0.0024457i,-0.0053228+5.3771e-05i,-0.0047428-9.4359e-05i,-0.0030161-0.0016962i,-0.00058878-0.0019311i,0.00040271-0.00063958i,-0.00052092+0.0012134i,-0.001625+0.0015408i,-0.0017104-3.6488e-07i,-0.00066406-6.9059e-05i,-0.00022932+0.0011638i,0.00023666+0.00094093i,-9.9475e-05+0.00016158i,-0.00098347-0.00071675i,-0.0002238-0.00079693i
3.1399e-05+0.0055846i,-0.0014473+0.0065576i,-0.0028367+0.0058394i,-0.0016655+0.0044536i,0.00073484+0.001379i,0.00261-0.0038337i,0.0031425-0.007857i,0.0010384-0.0084554i,-0.00064091-0.0071329i,-0.0010298-0.0054376i,-0.0013349-0.0037801i,-0.0015166-0.001437i,-0.0025885+0.0013348i,-0.0048627+0.0029568i,-0.0053468+0.0024276i,-0.0030041+0.0015826i,-0.00022268+0.0019183i,0.00096125+0.0018349i,0.00088076+0.00083157i,0.00063764-0.00044991i,-0.00011386-0.0010433i,-0.00026172-0.00056054i,6.9023e-05+0.00050737i
-0.0030134+0.003434i,-0.0040782+0.0036588i,-0.0036726+0.0022248i,-0.0030689+0.0015814i,-0.0016024+0.00082957i,0.0009981-0.00069098i,0.004547-0.0035846i,0.0049315-0.0055884i,0.0028426-0.0058891i,0.0011374-0.0056647i,-0.0015628-0.0048262i,-0.0038037-0.0029474i,-0.0040083-0.0016173i,-0.0031396-0.00082894i,-0.0028846-0.00049921i,-0.0023404+0.00016993i,-0.0024339+0.0012879i,-0.0031036+0.0017095i,-0.0018585+0.0017317i,-0.00074192+0.0010653i,-0.00045515+4.4918e-05i,2.4401e-05-0.00073721i,0.00093832-0.0014324i
