-0.0055455-0.000246i,-0.0030152-0.00056221i,-0.0031048+0.00015812i,-0.0028489+0.0013603i,-0.0026372+0.0028681i,-0.001996+0.0018215i,-0.00086537+0.00092625i,-0.00016831+0.0015556i,0.00015999+0.0020122i,0.00060838+0.0016194i,0.00027511+0.00078977i,-0.0001238+0.00042982i,-0.00024306+0.00022058i,-0.0011411-0.0001496i,-0.0013199+0.00014207i,-0.00072386+0.00024818i,-0.00067351-0.00025418i,1.0039e-05+0.00024651i,0.00061804+0.00057127i,0.00040136+0.00037685i,0.00017237-0.00041104i,0.00027976-0.00043925i,0.00031631+0.00020926i
-0.0047147-0.0017067i,-0.0048974-0.0021836i,-0.0024363-0.002354i,0.00066952-0.0010065i,0.002198+0.0012243i,0.004275+0.0036823i,0.0060736+0.0044671i,0.0057667+0.0016816i,0.0050012-0.0015909i,0.0043057-0.0047765i,0.0041233-0.00687i,0.0031112-0.0062279i,0.0021566-0.0040046i,0.0020965-0.001008i,0.00054573+0.001398i,-0.0015393+0.0020254i,-0.0014284+0.0018577i,0.00026048+0.00086582i,0.00080524-0.00063944i,0.00071282-0.0010966i,0.0012467-0.00070341i,0.00036675-0.001025i,-0.00073871-0.00080328i
-0.00059654-0.0019394i,-0.00038796-0.0042362i,-0.002479-0.0045754i,-0.0045123-0.0013526i,-0.0038404+0.0026945i,-0.0029633+0.0059077i,-0.00212+0.0084452i,0.00063975+0.0087903i,0.0032728+0.0060507i,0.0050458+0.0032058i,0.0062467+0.0027114i,0.0061347+0.0032068i,0.0040424+0.0024i,0.0022675+0.00084205i,0.0020311-0.0012171i,0.0019332-0.0038318i,0.0014128-0.0053887i,0.0012925-0.004609i,0.00098163-0.0019033i,0.00067833+7.8461e-05i,0.0010124+0.00049231i,0.0012812+0.0003504i,0.0010851+0.00036482i
0.0016181-0.00027442i,0.0026224-5.8178e-05i,0.0043428-0.0012314i,0.0044432-0.0025575i,0.0013799-0.0013597i,-0.003529+0.001303i,-0.0059062+0.0052794i,-0.0040689+0.0073927i,-0.001098+0.0077792i,0.00083981+0.0077483i,0.0013049+0.0068074i,4.5892e-05+0.0054199i,-0.00087454+0.0031122i,0.00010103+0.00034781i,0.0016277-0.00062851i,0.002031+0.00040599i,0.0022995+0.00067795i,0.0020858+0.0002195i,0.0010796-0.00015696i,0.00017196-0.00052417i,7.7438e-05-0.00056944i,0.00022909-3.7685e-05i,-0.00012885-0.00032399i
0.0041742-0.0039167i,0.0028479-0.0035181i,-6.5964e-05-0.00077712i,-0.0036189+0.001723i,-0.0059775+0.0010411i,-0.0080862+0.00035964i,-0.0088457+0.00094203i,-0.0063809+0.0033664i,-0.0023623+0.0056526i,-0.00088811+0.0056297i,-0.0017198+0.0046163i,-0.0017898+0.0030712i,-0.00087341+0.0020457i,0.00092212+0.0017377i,0.0018754+0.0012498i,0.0013763+0.00096635i,0.00017862+0.00013071i,-0.0010502-0.00080518i,-0.00071229-0.00094426i,3.7956e-06-0.0010255i,0.00034315-9.8256e-05i,0.00084334+0.0013814i,0.0006412+0.0019433i
0.00105+0.0020303i,0.0028585+0.0030113i,0.003569+0.0021597i,0.0031531-0.0010444i,0.0015049-0.0017915i,-0.0009929-0.0023574i,-0.0044495-0.0043336i,-0.0067902-0.0028447i,-0.0055659+0.0014732i,-0.003544+0.0032154i,-0.0023814+0.0025431i,-0.0015025+0.0016672i,-0.00080262+0.0018i,-0.0012793+0.0028475i,-0.0031651+0.0035205i,-0.0033732+0.0038883i,-0.0022752+0.0035839i,-0.0010884+0.0018901i,5.4239e-05-9.0248e-05i,0.00057084-0.00056422i,0.00062878+0.00084348i,0.00045913+0.0011003i,9.8439e-05+0.00026062i
0.0012865+0.0055071i,0.00020162+0.0066395i,-0.0020313+0.0079747i,-0.0029851+0.0077796i,-0.0014851+0.0032971i,0.0010047-0.0034624i,0.0012041-0.0067694i,-0.00089081-0.0059074i,-0.0022879-0.0038702i,-0.0037306-0.0016036i,-0.0052065-0.00072673i,-0.0056063-0.0008047i,-0.0053296-0.00094597i,-0.0045441-0.0009351i,-0.0032185-0.00040324i,-0.0014995+1.9156e-05i,-0.00011648+0.00058708i,0.00042377+0.0012184i,0.00027886+0.0010554i,-0.0004418+0.0011046i,-0.00085402+0.00099923i,-0.00055899+0.00082048i,-0.00040689+0.00094728i
0.0011992+0.0081447i,0.00023421+0.005173i,0.00020113-0.00028333i,-0.00072779-0.0042364i,-0.0011648-0.0048993i,0.0013567-0.003266i,0.0052763-0.0032271i,0.0044283-0.004051i,0.00076811-0.0046619i,-0.00084699-0.00588i,-0.0011379-0.0062557i,-0.0017673-0.0050325i,-0.0016683-0.0025637i,-0.00068556+0.00038271i,-0.00027272+0.00064576i,-0.00091607-0.00026973i,-0.0026255+1.3983e-06i,-0.0026603+0.00075687i,-0.00045814+0.00056406i,0.00094534-0.00063895i,0.00095779-0.0011635i,-0.00012606-0.00046761i,-3.7295e-05-0.00018177i
-0.0063192-0.0024681i,-0.005218-0.0024608i,-0.00054063-0.001579i,0.0022898+0.00076443i,0.0021771+0.0038045i,0.0018059+0.0061306i,0.0025135+0.0058708i,0.0032977+0.0024158i,0.0021712-0.0011428i,0.00072631-0.0031385i,0.00069563-0.0028343i,0.0007344-0.0011357i,-0.00043297-0.00033105i,-0.00061306+0.00036809i,0.00047503+0.00084458i,0.0013918-0.00042609i,0.0019487-0.0012576i,0.0012242-0.0013993i,-0.00057741-0.0012363i,-0.00074943-0.00076929i,0.00038042-0.00043395i,0.00061436-0.00038498i,0.00054706+0.00043998i
-0.00033017-0.0055428i,-0.0014704-0.0079829i,-0.0024151-0.0086347i,-0.0030464-0.0070251i,-0.0036294-0.0030245i,-0.0035234+0.0037264i,-0.0015917+0.008874i,0.0010941+0.0075692i,0.0028411+0.0038016i,0.0042117+0.0012759i,0.0046339+0.00080939i,0.0030342+0.00057782i,0.00094954-0.00031534i,-0.00058411-0.00092849i,-0.0007715-0.0015681i,-0.00050907-0.0028548i,-0.00075461-0.0032058i,-0.00094557-0.0019571i,-0.00039209-0.00077134i,4.5102e-05-0.00056966i,1.7315e-05-0.00062904i,0.0005382-0.00031438i,0.00066888+0.00017904i
0.0051902-0.0011644i,0.005547-0.0019519i,0.0035087+0.00083228i,0.0014452+0.0031026i,-0.0001356+0.001971i,-0.0040744+0.0021204i,-0.0066485+0.0053645i,-0.0038314+0.0067044i,0.00024065+0.0050784i,0.0020521+0.0034102i,0.0019073+0.0023203i,0.0016888+0.00022396i,0.0015464-0.001491i,0.0013207-0.0013554i,0.0015628+0.00054774i,0.0027283+0.0018977i,0.0027418+0.0020622i,0.0015182+0.0011273i,0.00030444-0.0013946i,-0.00024839-0.0032499i,2.0463e-05-0.0026308i,-7.1588e-05-0.0018665i,-0.00013488-0.00090386i
0.0058535+0.0039667i,0.004917+0.0033657i,0.0021536-0.00077016i,-0.0025122-0.0030867i,-0.007244-0.0035381i,-0.011033-0.0028778i,-0.011915-0.00039495i,-0.0081424+0.0039114i,-0.0023637+0.0067763i,0.00079741+0.0069695i,0.0002562+0.0060448i,-0.00035104+0.0047424i,-0.00015972+0.0039543i,-8.4673e-05+0.0030438i,0.00021726+0.0015271i,8.907e-06+0.00072392i,0.00039915-5.7085e-05i,0.0007625-0.00020556i,0.00093907-2.2422e-05i,0.00085752-0.00030271i,0.00058798-0.00013115i,0.00035662+0.00014606i,-0.00013568+0.00019409i
0.00029682+0.0036677i,-0.0003649+0.0019316i,0.00073947-3.0913e-05i,0.0012407-0.00074804i,-0.00064235-0.00085673i,-0.0039083-0.0028256i,-0.0064015-0.0051153i,-0.0072778-0.0035185i,-0.0050857-0.00036767i,-0.0025729+0.00022866i,-0.0019209-0.00069831i,-0.0018071-0.00074899i,-0.0004292-0.00018086i,0.00030612+0.00042369i,-0.00041124+0.0011441i,-0.0013866+0.0017579i,-0.0014763+0.0023389i,-5.5763e-05+0.0028427i,0.0016009+0.0019323i,0.0015618+0.00071695i,0.00093941-0.00038537i,0.00027829-0.00043191i,-0.00014143+0.00068802i
0.00036365+0.0030627i,0.00023958+0.0028736i,0.00017607+0.0013603i,0.00040086-0.0016925i,0.001168-0.0073627i,0.0011033-0.012964i,-0.00095617-0.012933i,-0.0032954-0.0082139i,-0.0034463-0.0024137i,-0.0022718-0.00017291i,-0.00099565-0.00070372i,-0.00093728-0.00031001i,-0.0012265+0.0019761i,-0.00027931+0.0026944i,-5.5811e-05+0.0020916i,-0.0011812+0.00078838i,-0.001291-0.00048978i,-0.0012689-0.00011103i,-0.00096899+0.00079317i,0.00019153+0.0014166i,0.0001735+0.00072218i,-0.00029834+0.00014117i,-0.00017842+9.5732e-05i
0.0019738-0.00029831i,0.0011175-0.0036728i,0.0015456-0.0049956i,0.0022479-0.0024503i,0.0027928-0.00012984i,0.0037422+0.00068943i,0.0056078-0.0010512i,0.0038184-0.0034981i,-2.7939e-05-0.0032339i,-0.00041459-0.0026854i,0.00028174-0.0031582i,-0.00076364-0.0019055i,-0.0019663+0.00043436i,-0.0016531+0.001601i,-0.0013132+0.00091205i,-0.0015733+0.00038206i,-0.0018924+0.00034746i,-0.00069136-0.00031212i,0.00050616-0.00013274i,-0.00040587+0.00013102i,3.4734e-06-0.00048494i,0.0014827-0.0010378i,0.0014039-0.00075074i
0.023364+0.0013906i,0.022113-0.0077161i,0.020473-0.022578i,0.010543-0.025094i,-0.00020752-0.0179i,-0.0054006-0.0065092i,-0.00070011+0.0020084i,0.0035255+0.001897i,0.0034446-0.0014655i,0.0017223-0.0041862i,-0.00096804-0.0040195i,-0.0029995-6.1001e-05i,-0.0038033+0.0043362i,-0.0032306+0.0061189i,-0.001137+0.0040142i,0.001039+0.00082491i,0.00086019-0.0015917i,-0.00078761-0.001704i,-0.0010079-0.00092045i,-0.0001868-0.0010261i,0.0002287-0.0011008i,-0.0003553-0.000184i,-0.00044197+0.00091597i
-0.0063354+0.00030228i,-0.0061764+0.0033332i,-0.0045531+0.007357i,-0.0012191+0.0083906i,0.00079626+0.0079392i,0.0017533+0.0091907i,0.002598+0.0094846i,0.0040612+0.0062846i,0.0036788+0.0025846i,0.003193+0.0016081i,0.0040444+0.0011235i,0.0029547-0.000418i,0.00087559-0.0010278i,8.7996e-05-0.00053687i,-0.00018647-0.00034687i,-0.00026664-0.00022203i,-0.00094315+0.00057171i,-0.0011511+0.00040916i,-0.00090493-0.0010619i,-0.00019792-0.00090194i,0.00023363+0.00074897i,5.8091e-05+0.00099146i,0.0007645-0.00033187i
-0.001427-0.00040474i,-0.00077082-0.0018222i,-0.0011031-0.00034885i,-0.0033561+0.0019572i,-0.0058811+0.0051332i,-0.0069031+0.0082757i,-0.006391+0.009853i,-0.0031195+0.009309i,0.0014558+0.0061307i,0.0028141+0.0036043i,0.0015112+0.0024029i,0.00010175+0.00038498i,-0.00064008-0.00075321i,-0.00042766-0.00095801i,0.00068584-0.0014508i,0.0021373-0.00042974i,0.0027505+0.0012245i,0.0016774+0.0011822i,3.9378e-05-0.00030135i,-0.00057686-0.0017454i,-0.00035225-0.001307i,-0.00029402-7.8212e-05i,-0.00027817+0.00042935i
-0.0026263-0.0016443i,-0.0034724+0.0015729i,-0.0046517+0.003048i,-0.0048451+0.0034018i,-0.0054566+0.0031169i,-0.0067014+0.0033426i,-0.0072169+0.0042262i,-0.0045497+0.0050597i,-0.00060459+0.0046248i,0.0006265+0.0032014i,9.4047e-05+0.0016623i,0.00039979+0.00015489i,0.001264-0.00034327i,0.0013874+0.0001904i,0.0009793+0.00063766i,0.00037938+0.0010248i,0.00065639+0.00079598i,0.0019433+1.5327e-05i,0.0024854+0.00030393i,0.0012256+0.00070397i,0.00070798+0.000566i,0.0013959+0.00059001i,0.0011161-0.00026448i
0.00015419-0.0015076i,-0.00035809-0.00035367i,-0.003009+0.00058699i,-0.0059993+0.0025065i,-0.0078041+0.0027933i,-0.0098001-0.00010147i,-0.010162-0.0024349i,-0.0074884-0.0013073i,-0.0036244+0.0013799i,-0.0012726+0.00235i,-0.00062286+0.0010575i,0.00041016-0.0002094i,0.001615-0.00051323i,0.0014983+0.00010086i,0.00032422+0.0008243i,-0.00033123+0.001419i,0.00021542+0.0023367i,0.00094669+0.0021738i,0.0012342+0.00072527i,0.0010654+0.00033991i,0.00046462+0.00074029i,0.00039974+0.0003586i,0.00054011+0.0001121i
-0.0015813+0.0050348i,-0.000215+0.005303i,0.0017765+0.0041089i,0.0026198+0.0014592i,0.0027205-0.0023495i,0.00236-0.0061364i,-0.0001191-0.0077118i,-0.0027744-0.0046541i,-0.0026528-0.0005971i,-0.00084036+0.00044953i,-0.00064096+0.00028432i,-0.0013312+0.00067585i,-0.0008218+0.0010408i,-0.00059383+0.0011328i,-0.0010617+0.00056132i,-0.0011794-7.4826e-05i,-0.00069051+0.00017731i,-0.00092111+0.00049957i,-0.00089677+0.00023987i,3.4418e-05-0.00014225i,0.00044499+0.00020096i,-3.2997e-05+7.0198e-05i,-0.00057187-0.00038192i
-0.0044684+0.0015575i,-0.0051279+0.0021673i,-0.0047714+0.0032379i,-0.0031341+0.0023064i,-1.4575e-05-0.00085731i,0.0025196-0.0040721i,0.0021244-0.0051819i,-0.00017564-0.0039136i,-0.001349-0.0021614i,-0.001423-0.0021782i,-0.0015991-0.0019142i,-0.0020112-0.0010858i,-0.0017972-0.00044051i,-0.0010399-0.0001992i,-0.00040567+3.7444e-05i,-0.0002668+0.00015442i,-0.00070456-0.00033794i,-0.0010567-0.00092253i,-0.00031592-0.0011634i,0.00069313-0.0015009i,0.00077079-0.0012102i,0.00026635-0.00067546i,-0.00020033-0.00026883i
0.00088786-0.0034652i,0.00053504-0.003298i,0.0010888-0.0027956i,0.0014621-0.0018845i,0.0018227+0.00061434i,0.0033696+0.003185i,0.0046705+0.0023218i,0.003964-0.00016776i,0.0019661-0.00023406i,0.0009842+0.0013153i,0.00089352+0.0010845i,-0.00017679+0.0001898i,-0.0015731+0.00034485i,-0.0017883+6.745e-05i,-0.00084866-0.00050567i,-0.00051402-0.00089557i,-0.00097308-0.00069115i,-0.00091999-0.00065031i,-0.00064589-0.00057799i,-0.00092109+0.00013427i,-0.0010913+0.0003725i,-0.00042629+0.00082965i,-8.0064e-05+0.00077262i
0.0013368-0.0058349i,-0.00028672-0.0054459i,-0.003508-0.0037078i,-0.0057279-0.00017863i,-0.0045073+0.0048785i,-0.00027513+0.0086431i,0.0017223+0.0083451i,0.0024086+0.005598i,0.0017+0.0028968i,0.0011322+0.0013192i,0.0014323+0.0017512i,0.0007536+0.002314i,0.00038196+0.00097524i,0.00051052-0.00036241i,-0.00016558-0.000509i,-0.00029067-0.00019026i,-0.00032932-0.00031373i,-0.0015466-0.00059207i,-0.0020257-0.00058259i,-0.0018512-0.00058706i,-0.0015076-0.00071252i,-0.0011549-0.00031663i,-0.00050924-0.00027247i
0.0012553+0.0041254i,0.00050799+0.004169i,-0.00054263+0.0037106i,-0.00086251+0.0031965i,-0.0020748+0.00271i,-0.003893+0.0049626i,-0.0052417+0.0071617i,-0.0042306+0.005156i,-0.0018315+0.0023602i,-0.0005532+0.0020944i,-0.00016516+0.0015561i,-0.00011513-0.00076483i,0.00068029-0.0023207i,0.0014531-0.002201i,0.0011885-0.0021857i,0.0007722-0.0021862i,0.0016636-0.0015383i,0.0015833-0.00084865i,0.00059298-0.00084894i,0.00087174-0.00074251i,0.00076876+7.9273e-06i,0.00034158+7.3366e-07i,0.00097485+8.6878e-05i
-0.0019314+0.00033944i,-0.002374-0.001934i,-0.0025721-0.0020459i,-0.0039124-0.00034093i,-0.005913+0.001194i,-0.0072672+0.0020417i,-0.0069727+0.0020119i,-0.0048172+0.0021741i,-0.0024163+0.0021679i,-0.00072688+0.0019236i,0.00024002+0.00079026i,0.0015697-0.00070836i,0.0023413-0.00099621i,0.0020527+1.8659e-05i,0.001589+0.00092352i,0.00069372+0.0012131i,0.00028112+0.00045859i,0.0013763-0.00062985i,0.0016087-0.00062633i,0.0011832-0.00031482i,0.0011133+0.0002143i,0.00083495+0.00059968i,0.00054076+0.00028239i
-0.00089761-0.0018683i,-0.0024662-0.00022845i,-0.0044768+0.0012991i,-0.0050025+0.00081879i,-0.0055333-0.00080627i,-0.0066115-0.0023288i,-0.0057934-0.0034438i,-0.003893-0.0034709i,-0.001784-0.0017118i,0.00052549-0.00068954i,0.001139-0.00022998i,0.00071442+0.00080345i,0.00062777+0.0012042i,0.0016345+0.00062612i,0.0023728+0.0005217i,0.0018505+0.00049037i,0.00083967+5.999e-05i,0.00087984+0.00016392i,0.0012435-0.00046351i,0.00070913-0.0011117i,-0.0002655-0.0003714i,-0.00026761+0.00053751i,0.00080214+0.0012561i
0.0017192-0.0037212i,0.00014765-0.0035772i,-0.0023608-0.0011304i,-0.0034424+0.00055069i,-0.0024014+0.0008023i,-0.0013341-0.0017528i,-0.0010078-0.0045731i,-0.00094191-0.0039607i,5.6517e-06-0.001534i,0.0014252+1.7562e-06i,0.0017815-0.00028493i,0.0010834-0.00081931i,0.00070388-0.00040313i,0.00088214+0.0004807i,0.00086665+0.00062388i,0.00031535+0.00059255i,-0.00051581+0.00074614i,-0.0010295+1.2215e-05i,-0.00037983-0.00037043i,0.00035083-2.7505e-05i,0.00022149+0.00041483i,-0.00044868+0.0010331i,-0.00057409+0.00077413i
0.0011198+0.0031763i,0.0013294+0.0028341i,0.00097436+0.0014508i,0.00041109-0.0013404i,0.00093408-0.002009i,0.0032611-0.0023404i,0.005166-0.0031217i,0.0038529-0.0027116i,0.0018647-0.00071257i,0.0017713+0.00087408i,0.0022891+0.00068246i,0.0018954+0.00040169i,0.0010744+0.00083975i,0.0002789+0.00088921i,0.00065946+0.00048926i,0.001077+0.00030876i,7.2317e-05+0.00030353i,-0.00045441+0.00028029i,0.00022033+0.00040547i,0.00085468+0.00038648i,0.00061284+0.00078366i,0.0001862+0.0013589i,-0.0004487+0.0012523i
-0.0035835+0.00017493i,-0.0047022+0.00068124i,-0.0046957+0.0015757i,-0.0016534+0.0032259i,0.0022491+0.0037043i,0.0039499+0.0035998i,0.0052268+0.0044549i,0.0056359+0.003981i,0.0041519+0.0025722i,0.0019493+0.0020696i,0.0008577+0.0023754i,-0.00022653+0.0024873i,-0.0016457+0.0016305i,-0.0016441+0.0017837i,-0.0013091+0.0024459i,-0.001769+0.0010252i,-0.0016737-0.00069481i,-0.00091137-0.00049466i,-0.00048238+0.0010339i,-0.00085784+0.00054553i,-0.0012036-0.00048649i,-0.001152-0.00058472i,-0.00064895-0.000453i
0.00084268-0.0023587i,0.0016845-0.0040962i,0.0015287-0.0046366i,0.00024597-0.0029997i,-0.00062207+0.00083901i,-0.00012385+0.0060115i,0.00094656+0.0082289i,0.0012849+0.0070638i,0.0007981+0.004613i,0.00019567+0.0032002i,-0.00060879+0.0028659i,-0.0014609+0.0017298i,-0.0018002+0.00050889i,-0.0017529+0.00055623i,-0.0015582+0.0013925i,-0.0010821+0.0014856i,-0.00065807+0.00058703i,-0.00038341-0.00046916i,-0.00070836-0.0010958i,-0.0010922-0.0012438i,4.8135e-05-0.0011469i,0.0004972-0.0010766i,-4.0544e-05-0.0011372i
0.00080172-0.0013179i,0.00019687+0.00068727i,-0.0019496+0.0028054i,-0.0024356+0.0024086i,-0.0020167+0.0031627i,-0.0039284+0.0053506i,-0.005406+0.0068111i,-0.0040271+0.0066064i,-0.0017915+0.005143i,-0.0019071+0.0037103i,-0.0027822+0.0013228i,-0.00096678-0.00072527i,0.00025142-0.0020522i,-0.00058381-0.0024166i,-0.00038726-0.0010384i,0.00044434-0.00025747i,0.000724-0.00069063i,0.00053044-0.00054699i,0.00041636+8.4396e-05i,0.00019816+8.7079e-05i,0.0002141-0.00089009i,0.0001789-0.0019561i,5.4423e-05-0.0022929i
0.0010972+0.0017932i,-9.9774e-05+0.003078i,-0.0014759+0.0021315i,-0.0022814+0.0019743i,-0.0044183+0.0029128i,-0.008302+0.0033446i,-0.0099236+0.0035472i,-0.0085783+0.0037614i,-0.0051448+0.0021175i,-0.0027241+0.00049337i,-0.0026892+0.00041005i,-0.0019051+0.00031757i,-0.00028219-0.00048681i,0.00074932-0.001926i,0.0010294-0.0018418i,0.00077588-0.00063497i,0.00048112+7.0296e-05i,0.00042033-0.00043461i,0.00095424-0.00054041i,0.0011506-0.00088253i,0.0015197-0.0013281i,0.0014342-0.00063393i,0.00073956+0.00020249i
-0.0027953+0.00057028i,-0.0038383-0.00029845i,-0.0045209-0.0013811i,-0.0051166-0.0016014i,-0.0062804-0.00074774i,-0.0072706-0.0023709i,-0.0080164-0.0044977i,-0.0081555-0.0037493i,-0.0056245-0.0011758i,-0.0028146-0.00064913i,-0.0018863-0.0013712i,-0.0014441-0.00080212i,-0.00054069-0.00044507i,0.00023443-0.00097057i,0.00020003-0.0016483i,0.00043141-0.0017244i,0.0011014-0.00098443i,0.0011073+0.00042194i,0.00055733+0.00099269i,-0.0001246+0.00095075i,-0.00055853+0.0015757i,9.8894e-05+0.00058583i,0.00075893-0.00081908i
0.0014333-1.3569e-05i,0.0011996+0.00056814i,0.0027121+0.0015983i,0.0034044+0.0011633i,0.00082667-0.0020276i,-0.0016325-0.0059049i,-0.0029247-0.0076526i,-0.004093-0.0067329i,-0.002985-0.0044232i,-0.00047845-0.003057i,-0.00013168-0.0027135i,-0.00063233-0.0020128i,-0.00037975-0.00010593i,0.0004254+0.00097277i,0.0010752+0.00053399i,0.00073097+0.0012372i,0.00025504+0.0019788i,0.00021835+0.0017348i,0.00028765+0.00086999i,0.00060061+0.0005785i,0.00064343+0.00036893i,0.00042803-0.00023727i,0.0001116-3.6965e-05i
0.001569+0.00034251i,0.0011665-0.0011855i,-0.001448-0.002035i,-0.0025944-0.0014613i,-0.00046262-0.0022339i,0.0025647-0.005057i,0.0040497-0.0069i,0.0026006-0.0060525i,0.0014715-0.0029496i,0.0021963-0.0011641i,0.0023681-0.0014539i,0.0010239-0.00052625i,-0.00023815+0.0011907i,0.0005665+0.0023186i,0.001315+0.0023044i,0.00028227+0.0010754i,-0.00034345+0.00018053i,-0.00037015+0.00034594i,-6.7348e-05+0.00099563i,-8.6041e-05+0.0015846i,-0.00074281+0.0010007i,-0.00091876+0.00077965i,-0.00072937+0.00026938i
0.00029587-0.00053779i,-0.00071439+0.00069899i,-0.00068001+0.00030193i,0.00011799-0.0010979i,0.00020638-0.00033697i,0.0017753+0.0015386i,0.0050362+0.0022384i,0.0063122+0.0011046i,0.0046679+0.00021262i,0.0026328+0.00082602i,0.0022506+0.0011536i,0.00060915+0.00083645i,-0.001793+0.00081726i,-0.0022227+0.0019529i,-0.0014282+0.0020684i,-0.0011112+0.00064967i,-0.0012122-7.6646e-06i,-0.00075055-0.00048721i,-0.00031229-6.0651e-05i,-0.00063467+0.00043493i,-0.0013964-0.00011056i,-0.001294-0.00090868i,-0.00036288-0.00075412i
0.0039326-0.0020916i,0.0024989-0.0032058i,0.00087219-0.0021814i,-0.00033207+0.00040841i,5.4202e-05+0.0023846i,0.0018509+0.0039814i,0.0032066+0.005469i,0.0041257+0.0045822i,0.0045092+0.002495i,0.003414+0.0023114i,0.001913+0.0023126i,0.00086194+0.0014071i,3.1594e-05+0.00054795i,-0.00065919+0.00050721i,-0.00060741+0.0013732i,-0.00034463+0.0012441i,-0.00056151+0.00028769i,-0.00058411-0.0001977i,0.00024492-0.00016423i,0.00032224-0.00065695i,-8.8085e-05-0.0012223i,-4.5524e-05-0.00071813i,0.0003059-0.00019832i
-0.0011791+0.0005451i,-0.0009163+0.001297i,-0.0016651+0.00025127i,-0.0021643-0.00075008i,-0.0026145+0.00201i,-0.0029686+0.0057513i,-0.0029925+0.007738i,-0.0010508+0.0069003i,0.00093041+0.0046999i,0.00055934+0.0031998i,-0.00014912+0.002676i,9.7424e-06+0.0020749i,0.00079845+0.00044431i,0.00024126-0.0014104i,-0.00012918-0.0010533i,0.00033982-0.00044662i,0.00024837-0.001338i,0.00050487-0.0012783i,-3.1488e-05-0.00033965i,-0.00074889-0.00016531i,-0.00018328-0.00033126i,8.4209e-07+3.2793e-05i,-9.2734e-05+0.00043933i
0.00051518+0.0022626i,0.0011282+0.0016904i,0.0020522+0.0014178i,0.0015091+0.002366i,-0.0014782+0.0030831i,-0.0053831+0.0036406i,-0.0066109+0.0045746i,-0.0042771+0.0048239i,-0.002093+0.0034677i,-0.0018967+0.0023104i,-0.0017134+0.0018654i,-0.0008776+0.0016817i,-0.00025851+0.0011533i,0.00041791+0.00077385i,0.0014117+0.00041882i,0.0017345+0.00071733i,0.0011742+0.0014607i,0.00078064+0.00071399i,0.00079342-0.00060835i,0.00064347-0.0006747i,0.00060653+0.0002593i,0.00090455+4.8755e-05i,0.00077498-0.00050303i
-0.0050408+0.00080536i,-0.0063112+0.0012025i,-0.0068108+0.0019992i,-0.0052071+0.0014983i,-0.0042275+0.00052502i,-0.0053806-0.00034454i,-0.0062485-0.0012007i,-0.0050492+7.8697e-05i,-0.0030246+0.0013241i,-0.0016612+0.000471i,-0.00132-0.0014381i,-0.00087922-0.002424i,-2.8864e-05-0.0024329i,0.00089317-0.0012623i,0.00050048-0.00041914i,-8.7962e-05-0.00041898i,-3.0073e-05+0.00017044i,0.0012041+0.001181i,0.001748+0.00089481i,0.0015016-0.00015362i,0.00062289-0.0008572i,-0.00082561-0.0010418i,-0.00091171-0.00010766i
0.0047188-0.0018214i,0.0052112-0.0036373i,0.003679-0.0038413i,0.0014954-0.0029767i,-0.00039276-0.0028522i,-0.0025181-0.0034612i,-0.0041812-0.004347i,-0.004542-0.003457i,-0.0032824-0.00057215i,-0.0010634-3.5835e-05i,-0.00010344-0.00099858i,-0.00027511-0.00026513i,-0.00071004+0.0019033i,-0.00080866+0.0024583i,-0.00060834+0.0016158i,-0.00040224+0.001732i,-0.00012746+0.0018657i,-0.0001187+0.0015081i,-0.00043997+0.00072432i,0.0006289+0.00037984i,0.0014596+0.00060422i,0.0010058+0.00019698i,0.00035936-0.0002752i
0.0018639+0.003923i,0.0021304+0.0035703i,0.0026226+0.0014765i,0.00070152-0.0012619i,-0.00084557-0.0041143i,-0.00042566-0.0045022i,0.00033019-0.0036543i,-0.00031319-0.0014349i,-0.000392+0.00087585i,0.00096594+0.00085034i,0.0011548-0.00027856i,-0.00010816-0.00018372i,-0.00087741+0.00097429i,-0.00065398+0.0012344i,-0.00069628+0.00064711i,-0.00062941+0.0006534i,-0.00098909+0.0013623i,-0.0015468+0.0013895i,-0.0012751+0.0010418i,-0.0012078+0.00029164i,-0.00065055-0.00065023i,-0.00016582-0.00096474i,-4.7539e-05-0.00012917i
-0.0026197+0.00020691i,-0.0032462-0.00023582i,-0.0026447-0.00088269i,-0.0015603-4.6937e-05i,-0.00024764+0.0012074i,0.0019111+0.0011301i,0.002426+0.00062771i,0.0015472-0.00026814i,0.0010449+3.7835e-05i,0.0012045+0.0010196i,0.0021095+0.0012323i,0.001402+0.0014093i,-0.00068678+0.0015559i,-0.00096048+0.0016464i,-0.00060604+0.00084572i,-0.0010217+0.0004149i,-0.0023302+0.00014205i,-0.0029415-0.0005247i,-0.002066-7.2763e-06i,-0.0010539+0.00072786i,-0.00052065+0.00034202i,-0.00037649-6.9258e-05i,-0.00048925+0.0010096i
