-0.0031917+0.00095127i,-0.0032338+0.0016963i,-0.0044071+0.0028225i,-0.0049321+0.0032093i,-0.0044752+0.0024872i,-0.0020595+0.0019464i,0.00038391+0.001007i,0.00085621+0.00040944i,0.00058438+0.00028387i,0.00033311+0.00031546i,0.00063104+0.00089339i,0.00043537+0.0009348i,-0.00041544+0.0008185i,-0.00014604+0.00018975i,0.00084908+0.00017704i,0.0015834+0.00042209i,0.0015142-2.6263e-05i,0.0003811-0.00012914i,-0.00022957+0.00057429i,-0.0003295+0.0011707i,9.8907e-05+0.0010231i,0.00076927+0.00034439i,0.00084831+2.5465e-05i
-0.50233+0.050842i,-0.8407+0.056675i,-0.92498-0.11297i,-0.72404-0.33726i,-0.4449-0.35804i,-0.26121-0.21473i,-0.153-0.097767i,-0.084044-0.067761i,-0.046529-0.049479i,0.0063029-0.028348i,0.043035-0.04777i,0.012648-0.066556i,-0.029989-0.046233i,-0.034667-0.033751i,-0.033631-0.03901i,-0.033673-0.0098447i,-0.012206+0.053041i,0.0073102+0.081009i,0.0044518+0.061911i,-0.002246+0.045008i,-0.0055517+0.048319i,-0.010619+0.05558i,-0.013417+0.059359i
0.099732-0.41441i,0.16317-0.56432i,0.25482-0.37338i,0.27188-0.025759i,0.17218+0.1286i,0.11118+0.0682i,0.087614-0.054514i,0.019715-0.12264i,-0.035236-0.13399i,-0.054555-0.13799i,-0.050819-0.10931i,-0.0090079-0.069233i,0.02599-0.051579i,0.046694-0.022851i,0.086453+0.0052598i,0.12862-0.0083503i,0.14638-0.055581i,0.12418-0.086079i,0.065871-0.066436i,0.012797-0.021355i,-0.0046007+0.0061921i,0.0010054+0.013617i,0.011977+0.018105i
0.34326+0.16626i,0.42736+0.16678i,0.21863+0.12018i,-0.0031688+0.1158i,0.011851+0.11552i,0.030279+0.052791i,-0.057293+0.0019323i,-0.093529-0.012092i,-0.08449-0.0097583i,-0.077335+0.030835i,-0.056046+0.046043i,-0.04394+0.0010439i,-0.049574-0.040772i,-0.061973-0.056783i,-0.08235-0.075636i,-0.10753-0.096063i,-0.12592-0.094058i,-0.11979-0.070356i,-0.07558-0.044915i,-0.015052-0.039787i,0.019638-0.04646i,0.020643-0.042552i,0.010331-0.030912i
-0.21858+0.33576i,-0.16858+0.54989i,0.062097+0.49625i,0.19836+0.2077i,0.12139-0.02032i,0.057818-0.09383i,0.058222-0.12655i,0.030697-0.10831i,0.037563-0.059681i,0.065764-0.047524i,0.054977-0.031152i,0.032632+0.010481i,0.031079+0.038115i,0.049681+0.047554i,0.073298+0.057185i,0.076613+0.064069i,0.053882+0.065985i,0.025798+0.068147i,0.0012392+0.066643i,-0.013155+0.06083i,-0.013557+0.052099i,-0.0061601+0.039281i,0.0040096+0.02387i
-0.23485-0.35916i,-0.44637-0.4841i,-0.4955-0.38817i,-0.32041-0.21192i,-0.11144-0.12491i,-0.022721-0.055066i,0.029971+0.04613i,0.082588+0.087493i,0.08358+0.075102i,0.061507+0.047215i,0.041024+0.02723i,0.038663+0.031476i,0.043861+0.015199i,0.0067133-0.028214i,-0.056144-0.051731i,-0.09363-0.037229i,-0.093301-0.0073488i,-0.066995+0.012841i,-0.039596+0.020626i,-0.027773+0.020995i,-0.01948+0.013998i,-0.013588-0.0036465i,-0.016699-0.017465i
0.39294-0.08908i,0.55141-0.21366i,0.43453-0.25445i,0.17951-0.12582i,0.036583+0.017275i,0.0025147-0.0014827i,-0.0085335-0.076044i,0.02501-0.093024i,0.061704-0.071503i,0.05035-0.031385i,0.039865-0.021858i,0.029721-0.057566i,-0.0018977-0.062661i,-0.0063286-0.014736i,0.028959+0.026096i,0.061832+0.031591i,0.063239+0.030456i,0.043342+0.040054i,0.039369+0.040687i,0.048649+0.01439i,0.036645-0.010183i,0.013833-0.0054076i,0.0048247-3.4809e-05i
-0.043268+0.38184i,0.028171+0.55514i,0.10706+0.43287i,0.038132+0.15136i,-0.085429+0.032776i,-0.061844+0.044705i,-0.019904+0.006613i,-0.085957-0.031578i,-0.13942-0.033751i,-0.13307-0.023427i,-0.099777+0.011885i,-0.053206+0.032906i,-0.027761+0.01911i,-0.031347+0.0091689i,-0.034175+0.014957i,-0.014099+0.013i,0.024813-0.013024i,0.049077-0.049578i,0.029107-0.064288i,-0.0032066-0.036855i,0.0024148+0.0014967i,0.025547+0.0078796i,0.022206+0.0005683i
-0.38064-0.19457i,-0.6898-0.18056i,-0.75379+0.04333i,-0.45682+0.25956i,-0.13148+0.23108i,-0.06376+0.12731i,-0.089056+0.12447i,-0.052138+0.12568i,-0.023082+0.07307i,-0.021476+0.018829i,-0.016078-0.012345i,-0.012668-0.014882i,0.0024857+0.0095268i,0.030642+0.031502i,0.047353+0.020864i,0.029906-0.010731i,-0.011283-0.027656i,-0.03194-0.017398i,-0.020791+0.0016725i,-0.00286+0.0053546i,0.0015033-0.0085531i,-0.0064411-0.028107i,-0.018627-0.040402i
0.38679-0.25268i,0.67405-0.46758i,0.76799-0.56802i,0.58873-0.46325i,0.31408-0.28175i,0.092761-0.19138i,-0.044784-0.14754i,-0.059227-0.058473i,0.020212+0.019493i,0.06821+0.033377i,0.048209+0.018427i,0.010681+0.0044466i,-0.0195-0.00045987i,-0.017921-0.002722i,0.0065814-0.018232i,0.013689-0.027429i,0.0073039-0.010425i,-0.000332+0.010705i,-0.0092847+0.018615i,-0.017947+0.021652i,-0.025466+0.028114i,-0.02774+0.036928i,-0.021952+0.04521i
0.030932+0.41841i,0.00026878+0.69711i,-0.086319+0.7336i,-0.13186+0.49068i,-0.093998+0.23525i,-0.040533+0.15672i,-0.0028491+0.18367i,0.023521+0.17194i,0.038557+0.1138i,0.047847+0.0699i,0.051211+0.050335i,0.049878+0.045304i,0.044555+0.038316i,0.013985+0.026723i,-0.023443+0.034293i,-0.024867+0.044934i,0.00083403+0.026742i,0.020943-0.0035356i,0.023818-0.014542i,0.024291-0.0039042i,0.028069+0.00971i,0.023502+0.016299i,0.022248+0.01444i
-0.32001-0.11502i,-0.43417-0.21863i,-0.3189-0.31639i,-0.15621-0.29669i,-0.11039-0.16202i,-0.060826-0.069658i,0.013169-0.080653i,0.032674-0.084097i,0.0056312-0.052877i,-0.030108-0.033777i,-0.036791-0.031472i,-0.011546-0.047738i,0.019737-0.065369i,0.050337-0.08144i,0.059-0.10644i,0.032662-0.10994i,0.00023852-0.075723i,-0.012622-0.030802i,-0.0072268-0.0063432i,-0.00010551-0.010342i,0.0010441-0.022104i,0.0037294-0.023899i,0.0011974-0.022447i
0.15184-0.28983i,0.17116-0.4215i,0.11045-0.34999i,0.095938-0.22769i,0.1262-0.2266i,0.065458-0.20734i,-0.026584-0.13296i,-0.074852-0.11239i,-0.077647-0.077729i,-0.013332-0.021189i,0.034706-0.0069152i,0.022515+0.0032005i,-0.0011268+0.023409i,-0.025928+0.056244i,-0.038343+0.10377i,-0.027018+0.12477i,-0.011081+0.10818i,-0.0063555+0.071622i,-0.016604+0.039557i,-0.023726+0.028658i,-0.017822+0.019086i,-0.014719+0.0057867i,-0.012988+0.0086978i
0.21499+0.26302i,0.31607+0.36971i,0.1869+0.34597i,-0.10888+0.34025i,-0.25298+0.39893i,-0.16322+0.33055i,-0.076603+0.17327i,-0.073928+0.095767i,-0.069442+0.062367i,-0.060077+0.026731i,-0.055412+0.005339i,-0.046205-0.012297i,-0.033884-0.030565i,-0.012035-0.063738i,0.010159-0.10379i,0.020668-0.1194i,0.013789-0.10429i,-0.003997-0.061834i,-0.0094757-0.018523i,-0.0058233-0.0050309i,-0.0063543-0.008598i,-0.0064939-0.015774i,-0.0047931-0.028857i
-0.30542+0.091156i,-0.41484+0.14903i,-0.26774+0.093196i,-0.018082-0.095851i,0.076095-0.24623i,0.078668-0.25086i,0.091374-0.20084i,0.080613-0.12457i,0.057741-0.039906i,0.034113-0.0093715i,0.01844-0.0085532i,0.020427-0.0055672i,0.011842-0.00032776i,-0.0091449+0.024503i,-0.017635+0.053466i,-0.019197+0.05496i,-0.023864+0.036108i,-0.024583+0.011242i,-0.014812-0.0064585i,0.0031632-0.0079677i,0.017749+0.0042783i,0.019538+0.020186i,0.015282+0.027095i
0.018436-0.27679i,-0.023236-0.32245i,-0.057699-0.066655i,0.030021+0.27441i,0.14644+0.35609i,0.093508+0.25287i,-0.01346+0.15543i,-0.021503+0.052189i,0.0069045-0.023534i,0.016475-0.011263i,0.015413+0.036886i,0.016839+0.06739i,0.025519+0.067308i,0.025453+0.04223i,0.002904+0.023247i,-0.016773+0.030692i,-0.0096304+0.04315i,0.0059694+0.03991i,0.0028521+0.027143i,-0.017443+0.02579i,-0.028179+0.041552i,-0.012372+0.049113i,0.0018912+0.034781i
0.29283+0.088254i,0.48327-0.028745i,0.41709-0.32912i,0.10932-0.48762i,-0.085282-0.34132i,-0.059521-0.17815i,-0.017376-0.092898i,-0.020809-0.010363i,-0.045716+0.022225i,-0.064791+0.027344i,-0.032227+0.024104i,-0.0037979-0.015062i,-0.017087-0.02539i,-0.013783-0.00030256i,0.011325-0.0049992i,0.019823-0.029351i,0.011588-0.031841i,0.0093738-0.0096214i,0.018266+0.015532i,0.025446+0.017106i,0.026378-0.0096655i,0.019592-0.041687i,0.0045117-0.050453i
-0.26244+0.25137i,-0.36966+0.5569i,-0.19257+0.7588i,0.13865+0.60557i,0.27269+0.25242i,0.2115+0.03551i,0.13563-0.031065i,0.069602-0.042255i,0.022398-0.014034i,0.0084574-0.0099256i,-0.011449-0.028256i,-0.028257-0.021473i,-0.019844-0.015136i,0.00087445-0.0069862i,0.029208+0.018072i,0.055374+0.028979i,0.062925+0.012848i,0.053165-0.019462i,0.032513-0.045589i,0.016618-0.041076i,0.010908-0.017984i,0.00090243-0.00053236i,-0.006789+0.013091i
-0.071087-0.39544i,-0.20875-0.74044i,-0.38286-0.87189i,-0.4673-0.66782i,-0.44055-0.35357i,-0.39834-0.12011i,-0.33785+0.015425i,-0.19812+0.046463i,-0.057534-0.0019713i,-0.0095095-0.024254i,-0.012352+0.0013948i,-0.0023659+0.014128i,0.012583-0.0023144i,-0.0025894-0.031712i,-0.04389-0.053048i,-0.068067-0.04449i,-0.051973-0.021093i,-0.026379-0.0030486i,-0.015492+0.01005i,-0.015902+0.015864i,-0.025728+0.015503i,-0.035729+0.015121i,-0.033291+0.014373i
0.32149+0.14139i,0.56249+0.24766i,0.58651+0.29563i,0.39013+0.23944i,0.21695+0.10826i,0.15913-0.00060903i,0.1427-0.021554i,0.097773-0.0013858i,0.038033+0.0030025i,0.016945-0.015538i,0.027665-0.048871i,0.023958-0.058497i,0.017399-0.017981i,0.048111+0.030128i,0.091243+0.028073i,0.08111-0.017621i,0.021742-0.046398i,-0.022201-0.039582i,-0.02168-0.025823i,0.0022522-0.030075i,0.022209-0.043657i,0.027618-0.040202i,0.018776-0.02811i
-0.21912+0.23407i,-0.32392+0.44278i,-0.25416+0.50244i,-0.098215+0.4026i,-0.0343+0.32255i,-0.015456+0.2604i,0.0057738+0.12625i,-0.017706+0.031195i,-0.027091+0.058364i,-0.0050389+0.1021i,-0.0010297+0.12004i,-0.0023424+0.11344i,-0.017387+0.054203i,-0.073556-0.0038109i,-0.12537+0.0020665i,-0.11922+0.038867i,-0.081141+0.052666i,-0.060246+0.047556i,-0.060883+0.049336i,-0.058766+0.062344i,-0.036968+0.069296i,-0.0034346+0.055965i,0.021576+0.035455i
-0.1111-0.32765i,-0.24793-0.60687i,-0.37254-0.7451i,-0.41144-0.65039i,-0.35474-0.44752i,-0.27924-0.24805i,-0.19981-0.075715i,-0.08941-0.008536i,-0.033648-0.051345i,-0.041555-0.085135i,-0.030725-0.090271i,-0.0023838-0.092695i,0.025366-0.06552i,0.065535-0.03128i,0.098481-0.019459i,0.1031-0.0034877i,0.094676+0.022415i,0.086762+0.032998i,0.078093+0.01754i,0.05714-0.012802i,0.017713-0.032446i,-0.014444-0.031343i,-0.022744-0.026197i
0.31448+0.10071i,0.60366+0.26124i,0.80228+0.48202i,0.8317+0.62197i,0.76854+0.56017i,0.67126+0.31866i,0.48793+0.063976i,0.24598-0.029956i,0.10013-0.0038578i,0.072932+0.0095012i,0.057623+0.010184i,0.022051+0.03455i,-0.0044625+0.056764i,-0.01221+0.049391i,-0.017159+0.012431i,-0.032194-0.030357i,-0.042556-0.053567i,-0.03137-0.056059i,-0.011497-0.044593i,0.006807-0.021248i,0.023941-0.0024763i,0.025015-0.0026076i,0.0081862-0.0070431i
-0.20917+0.13244i,-0.45534+0.09505i,-0.68236-0.15173i,-0.76089-0.42889i,-0.70981-0.47707i,-0.60189-0.31845i,-0.44758-0.16875i,-0.25546-0.09756i,-0.093407-0.050551i,-0.03385-0.011278i,-0.039482+0.018613i,-0.029516+0.020139i,-0.01806-0.005085i,-0.036639-0.0010528i,-0.04414+0.039262i,-0.012823+0.061008i,0.017476+0.050591i,0.017932+0.038488i,0.001028+0.034874i,-0.021995+0.033484i,-0.035939+0.039376i,-0.029363+0.048372i,-0.013584+0.042127i
-0.03832-0.16973i,0.015499-0.20967i,0.16173-0.049854i,0.32288+0.17595i,0.39596+0.17283i,0.32672+0.032282i,0.18706+0.011754i,0.093317+0.037499i,0.035375-0.012368i,-0.015555-0.060635i,-0.033077-0.078841i,-0.031495-0.083549i,-0.012552-0.065725i,0.029518-0.070779i,0.052092-0.10556i,0.036813-0.1148i,0.015621-0.0894i,0.003785-0.065446i,-0.0040738-0.051996i,0.00033334-0.038784i,0.016149-0.035193i,0.019849-0.036651i,0.0058892-0.024432i
0.16197+0.025721i,0.26457+0.059863i,0.25928+0.020264i,0.14447-0.075696i,0.037062-0.060146i,0.010386+0.026307i,0.023675+0.04048i,0.0044458+0.047869i,-0.0051651+0.11289i,0.053686+0.14472i,0.10922+0.11699i,0.10131+0.083023i,0.051957+0.06609i,0.002887+0.084121i,-0.023635+0.11512i,-0.041385+0.11014i,-0.058495+0.075762i,-0.053532+0.04885i,-0.021972+0.039355i,0.0091178+0.035141i,0.021086+0.024312i,0.020169+0.0070043i,0.020003-0.0020306i
-0.10849+0.11768i,-0.2626+0.17382i,-0.4111+0.17713i,-0.47094+0.13916i,-0.47124+0.063844i,-0.4389+0.012527i,-0.31602+0.032071i,-0.1308+0.022597i,-0.040461-0.031513i,-0.078098-0.040119i,-0.11865-0.01766i,-0.10208-0.016259i,-0.060977-0.031412i,-0.025814-0.048402i,0.004284-0.058687i,0.03805-0.048879i,0.062549-0.022051i,0.061423+0.0027151i,0.035261+0.010994i,-0.00076333+0.0059918i,-0.02651+0.0080933i,-0.030609+0.018346i,-0.020405+0.014347i
-0.0026612-0.11195i,0.13499-0.18327i,0.38451-0.18604i,0.57126-0.10908i,0.60123-0.025962i,0.54447+0.010811i,0.41141-0.0010537i,0.21995-0.013029i,0.088093-0.023614i,0.059483-0.045711i,0.065691-0.050862i,0.052267-0.025721i,0.02955+0.0095779i,0.016333+0.021399i,-0.0022488+0.0079877i,-0.026334-0.0043867i,-0.037628-0.015914i,-0.039202-0.035233i,-0.031344-0.047899i,-0.00438-0.050164i,0.019962-0.053443i,0.018806-0.051207i,0.0060594-0.032963i
0.031597-0.0076098i,-0.048784+0.0021921i,-0.25778-0.015925i,-0.46812-0.064999i,-0.5396-0.030801i,-0.47082+0.054367i,-0.33437+0.044648i,-0.20881-0.0011958i,-0.10516+0.012904i,-0.025281+0.028888i,0.0061281+0.021094i,0.017645+0.009886i,0.031425-0.0051826i,0.042052-0.0014409i,0.054764+0.021462i,0.059542+0.035965i,0.046323+0.042338i,0.029644+0.046857i,0.013657+0.039923i,-0.015938+0.031845i,-0.039822+0.039205i,-0.030967+0.042851i,-0.0149+0.02679i
0.0071696+0.049386i,0.029235+0.071167i,0.099283+0.12979i,0.23114+0.22985i,0.32978+0.19125i,0.29263+0.0044934i,0.1584-0.080315i,0.065693-0.047332i,0.021625-0.025998i,-0.032374-0.0039317i,-0.061276+0.026902i,-0.052397+0.034113i,-0.043865+0.022168i,-0.054408-0.00020807i,-0.069364-0.022011i,-0.058644-0.032442i,-0.028178-0.035234i,-0.0072364-0.022584i,0.0019195+0.0072279i,0.017039+0.023378i,0.030788+0.011136i,0.02432-0.0028072i,0.010899+0.00073819i
-0.052193-0.020074i,-0.04806-0.074949i,-0.054382-0.21839i,-0.12575-0.37749i,-0.1621-0.34381i,-0.089234-0.14469i,-0.02118-0.02552i,-0.033107+0.0064397i,-0.037493+0.036681i,0.014786+0.028904i,0.062656-0.013684i,0.066029-0.033557i,0.052093-0.017942i,0.055714+0.00078916i,0.0584-0.0011052i,0.027355-0.012202i,-0.018074-0.014056i,-0.037383-0.014296i,-0.029856-0.017774i,-0.019876-0.012381i,-0.018229+0.0033999i,-0.016988+0.0092775i,-0.011526+0.0030679i
-0.00065171-0.0038889i,-0.043146+0.11261i,-0.06258+0.36419i,0.02607+0.56034i,0.10347+0.48952i,0.04089+0.25796i,-0.027682+0.1109i,-0.0025096+0.052109i,0.015906+0.0085848i,-0.013606+0.011092i,-0.037092+0.041444i,-0.039411+0.038492i,-0.038768+0.0085063i,-0.04645-0.0097134i,-0.044145-0.001691i,-0.012898+0.016224i,0.032558+0.026593i,0.061846+0.026712i,0.062401+0.019673i,0.044315+0.016121i,0.02962+0.015095i,0.026493+0.012365i,0.021042+0.00444i
0.056974-0.0079665i,0.10407-0.11904i,0.11424-0.31661i,0.054533-0.45161i,-0.0089331-0.43385i,0.012148-0.32024i,0.069518-0.19327i,0.089228-0.10958i,0.069482-0.071555i,0.034524-0.058763i,0.011125-0.052084i,0.0076757-0.032943i,0.011308-0.003685i,0.016309+0.018739i,0.013532+0.022194i,-0.0024364+0.0079547i,-0.023365-0.015592i,-0.040747-0.033368i,-0.040913-0.033431i,-0.016888-0.031278i,0.0095804-0.038285i,0.015995-0.038395i,0.010827-0.025278i
-0.039677+0.060498i,-0.026104+0.14133i,0.0079643+0.19791i,-0.0056621+0.18718i,-0.057326+0.18374i,-0.080485+0.20031i,-0.075491+0.15345i,-0.06509+0.068485i,-0.036128+0.0057585i,-0.0060744-0.031874i,-0.0043448-0.041209i,-0.014691-0.032657i,-0.01695-0.029182i,-0.011206-0.032494i,-0.0061439-0.03323i,-0.0085804-0.020097i,-0.01174+0.0056394i,-0.0090516+0.017534i,-0.015553+0.010009i,-0.035867+0.011817i,-0.047865+0.027319i,-0.042206+0.032102i,-0.030469+0.024755i
-0.03486-0.067074i,-0.071056-0.079143i,-0.043164-0.01282i,0.088333+0.054575i,0.16847+0.013555i,0.11726-0.077165i,0.050998-0.088648i,0.023889-0.031863i,0.0060585+0.019753i,-0.00054331+0.043826i,0.0020122+0.048283i,-0.0010745+0.042612i,-0.0079629+0.037639i,-0.0054951+0.044948i,0.017835+0.050027i,0.046575+0.031176i,0.055095+0.0077538i,0.044449+0.0068139i,0.035548+0.010769i,0.032784-0.0085008i,0.022415-0.035946i,0.0085093-0.040716i,0.0034638-0.026685i
0.067931-0.012354i,0.068167-0.12023i,-0.075438-0.27683i,-0.31406-0.31937i,-0.40865-0.18744i,-0.30334-0.035367i,-0.18215+0.0042488i,-0.11761-0.0070649i,-0.06837+0.0039001i,-0.033147+0.014997i,-0.010597+0.0049607i,0.015052-0.010945i,0.032654-0.020082i,0.033363-0.031265i,0.012473-0.045068i,-0.025294-0.038801i,-0.054188-0.018648i,-0.061658-0.00047524i,-0.051171+0.021128i,-0.029442+0.043438i,-0.0086961+0.058569i,0.00041077+0.056645i,0.00058672+0.038563i
-0.027449+0.087313i,0.02832+0.22732i,0.19093+0.37053i,0.38685+0.40029i,0.46091+0.29643i,0.35256+0.16795i,0.18184+0.1011i,0.05942+0.066175i,-0.00071383+0.030607i,-0.0029472+0.022906i,0.024052+0.031413i,0.031422+0.027261i,0.016095+0.019287i,-0.0034221+0.01927i,-0.012852+0.026342i,0.0046665+0.028269i,0.039565+0.021085i,0.064343+0.0040878i,0.054421-0.017471i,0.017547-0.022994i,-0.0072266-0.013399i,-0.0038771-0.0048863i,0.0046183-0.0021248i
-0.066116-0.074045i,-0.18209-0.13364i,-0.32757-0.17916i,-0.4182-0.18673i,-0.39452-0.1473i,-0.25695-0.099859i,-0.090618-0.077661i,0.0055978-0.048713i,0.035977-0.0026046i,0.030979+0.010921i,0.005703-0.0002441i,-0.0057367-0.0023737i,0.0053558-0.0039449i,0.022335-0.01424i,0.030322-0.028879i,0.017904-0.043279i,-0.0078059-0.049337i,-0.024753-0.036339i,-0.014658-0.011422i,0.01542-0.0040723i,0.03546-0.019179i,0.030015-0.033781i,0.012801-0.035517i
0.10243+0.003128i,0.19361-0.013045i,0.26401-4.398e-05i,0.28881+0.060898i,0.276+0.087638i,0.19743+0.045882i,0.08245+0.012212i,0.035828-0.0096856i,0.036532-0.045366i,0.017495-0.051846i,-0.002017-0.032515i,-0.010145-0.024259i,-0.021489-0.021932i,-0.038557-0.011388i,-0.051047+0.012898i,-0.044994+0.039767i,-0.029324+0.044549i,-0.020917+0.025506i,-0.022258+0.0099264i,-0.024815+0.018284i,-0.019692+0.034641i,-0.010967+0.036908i,-0.0059034+0.030674i
-0.030814+0.07174i,-0.016992+0.13615i,0.049498+0.12581i,0.084455-0.007009i,0.034276-0.12637i,-0.0027945-0.11013i,0.014586-0.038069i,0.011592+0.013411i,-0.0091806+0.040005i,-0.004958+0.023321i,-0.0036841-0.0055156i,-0.016189-0.0033026i,-0.014455+0.0102i,0.0093486+0.014602i,0.0385+0.0055547i,0.048329-0.013305i,0.039153-0.019879i,0.027177-0.011698i,0.014831-0.016399i,-0.0034212-0.037657i,-0.02371-0.048436i,-0.030703-0.038044i,-0.022361-0.021149i
-0.056532-0.074637i,-0.15166-0.12241i,-0.25858-0.094121i,-0.28248+0.018295i,-0.22304+0.099245i,-0.16212+0.071182i,-0.11619+0.0030642i,-0.059795-0.025121i,-0.018724-0.0231i,-0.022916-0.010002i,-0.03211+0.0084089i,-0.018636+0.012565i,-0.0091465+0.0046902i,-0.015603-0.0010854i,-0.028817-0.0062349i,-0.042251-0.0031184i,-0.049644+0.01012i,-0.043595+0.023435i,-0.017471+0.032937i,0.018318+0.033843i,0.036973+0.025959i,0.028197+0.019732i,0.010233+0.016488i
0.090027-0.0062276i,0.19505-0.048139i,0.27388-0.11972i,0.27187-0.17522i,0.20721-0.17778i,0.11501-0.12325i,0.027155-0.053525i,-0.035567-0.02829i,-0.062127-0.030846i,-0.037436-0.013011i,0.0075348-2.0631e-05i,0.027081-0.0060891i,0.025356-0.0028339i,0.024175+0.012924i,0.032168+0.023774i,0.047589+0.019889i,0.060648+0.0063665i,0.053082-0.008616i,0.017822-0.013126i,-0.021058+0.004333i,-0.033041+0.025746i,-0.015395+0.027415i,0.0052828+0.016548i
-0.050626+0.075576i,-0.097083+0.15731i,-0.16116+0.20663i,-0.2324+0.20654i,-0.24202+0.2117i,-0.15304+0.20144i,-0.051251+0.13417i,-0.018752+0.07923i,-0.015365+0.061715i,-0.0095593+0.037544i,-0.011644+0.021225i,-0.0064261+0.020187i,0.0037873+0.010795i,0.004057-0.0086422i,-0.0053415-0.028725i,-0.019357-0.037845i,-0.026041-0.031395i,-0.01742-0.016952i,0.0022592-0.0092216i,0.016772-0.022821i,0.017621-0.041649i,0.01155-0.04337i,0.0036345-0.035997i
-0.039162-0.064456i,-0.078286-0.099458i,-0.060829-0.075298i,0.070255-0.019403i,0.19463-0.034685i,0.16888-0.098669i,0.082084-0.10646i,0.061283-0.088184i,0.060361-0.074144i,0.039747-0.037423i,0.030391-0.0078239i,0.023722-0.0090427i,0.010131-0.0095752i,0.0011406+0.0059475i,-0.00033797+0.025039i,0.0058194+0.033267i,0.008046+0.025322i,0.00083082+0.010525i,-0.0036149+0.010545i,0.0063505+0.029947i,0.021564+0.042289i,0.021078+0.033139i,0.010775+0.019623i
0.070177+0.0074146i,0.13355-0.017962i,0.12345-0.07907i,-0.018127-0.11905i,-0.15351-0.065105i,-0.12739+0.030405i,-0.05156+0.067796i,-0.041854+0.069147i,-0.027703+0.068854i,0.0082336+0.036481i,0.0088941-0.004679i,-0.011857-0.014488i,-0.018794-0.012812i,-0.010664-0.020887i,-0.0012198-0.031666i,0.00060198-0.034411i,-0.00042789-0.025264i,-0.00066594-0.01481i,-0.0098868-0.013169i,-0.029669-0.0154i,-0.041745-0.013396i,-0.035214-0.0090989i,-0.02277-0.0087306i
-0.044382+0.055483i,-0.064377+0.13997i,-0.0065064+0.23434i,0.14137+0.24791i,0.24231+0.14973i,0.19492+0.024613i,0.10719-0.019464i,0.084181-0.0014931i,0.06192-0.0015998i,0.011168-0.008901i,-0.011376-0.0010526i,-0.005139+0.0071123i,0.0005446+0.0098947i,-0.0046796+0.012138i,-0.017505+0.016987i,-0.028357+0.023127i,-0.034074+0.025618i,-0.026907+0.024548i,-0.0041393+0.015734i,0.015807-0.004413i,0.016961-0.019381i,0.0043733-0.012212i,-0.0043458+0.0047491i
-0.017802-0.067701i,-0.049247-0.1547i,-0.11145-0.23498i,-0.18408-0.25666i,-0.22167-0.21812i,-0.19299-0.15459i,-0.13099-0.11181i,-0.079164-0.093922i,-0.039504-0.062609i,-0.004881-0.025991i,0.012486-0.013642i,0.014285-0.014509i,0.015087-0.013272i,0.020699-0.0086491i,0.031334-0.009425i,0.040276-0.014047i,0.040877-0.013579i,0.027117-0.0084056i,0.0055097+0.0048433i,-0.00090939+0.025885i,0.0068604+0.038336i,0.012155+0.034183i,0.013574+0.024601i
0.059001+0.029134i,0.12487+0.054435i,0.16271+0.078687i,0.13654+0.11477i,0.086082+0.16352i,0.053119+0.18486i,0.020761+0.15431i,-0.019748+0.10528i,-0.035734+0.057075i,-0.034543+0.024155i,-0.029788+0.023027i,-0.016284+0.029505i,-0.0093036+0.025484i,-0.016522+0.018951i,-0.026192+0.013451i,-0.028868+0.010586i,-0.02006+0.010242i,-0.0043458+0.0060181i,0.00062978-0.0093427i,-0.014618-0.027709i,-0.027922-0.032138i,-0.020375-0.026319i,-0.0092449-0.023589i
-0.053502+0.024291i,-0.10418+0.058376i,-0.10767+0.072898i,-0.027011+0.0097221i,0.049902-0.11516i,0.046359-0.17578i,0.041929-0.14147i,0.057003-0.10366i,0.033503-0.070677i,0.0040455-0.0229i,0.0067376+0.0012548i,0.014947-0.0036404i,0.018806-0.0090491i,0.025445-0.006505i,0.030682-0.0028682i,0.026473-0.0050991i,0.011585-0.0099838i,-0.00065381-0.0086215i,0.0049103+0.0013635i,0.026446+0.0096277i,0.042082+0.0072529i,0.03769+0.0023343i,0.026629+0.0015433i
0.011431-0.04962i,0.0023145-0.11153i,-0.068722-0.13992i,-0.1955-0.04102i,-0.24286+0.13794i,-0.15746+0.19747i,-0.092632+0.11462i,-0.087897+0.05267i,-0.042306+0.042579i,0.010403+0.017542i,0.010046-0.0036513i,-0.0067166-0.0045605i,-0.018512-0.0027691i,-0.026496-0.0015802i,-0.023858-0.0056538i,-0.012697-0.013217i,0.00077164-0.016765i,0.0031685-0.01531i,-0.011874-0.0064521i,-0.027071+0.0079375i,-0.027878+0.015169i,-0.020939+0.0074558i,-0.020843-0.0025506i
0.03552+0.048685i,0.096961+0.10585i,0.21765+0.13004i,0.35279+0.041037i,0.38132-0.10289i,0.25959-0.14508i,0.1317-0.054633i,0.079947+0.02649i,0.032354+0.028179i,-0.0091474+0.014972i,-0.0095095+0.0096199i,-0.00020359+0.0037944i,0.0028071+0.004337i,0.0055691+0.0072385i,0.0045045+0.016736i,-0.00028605+0.030057i,-0.0059546+0.03376i,-0.0038267+0.022838i,0.0050795+0.0028649i,0.0068632-0.014591i,0.0002719-0.019547i,-0.0072574-0.013048i,-0.010227-0.0049137i
