-0.0031917+0.00095127i,-0.0032338+0.0016963i,-0.0044071+0.0028225i,-0.0049321+0.0032093i,-0.0044752+0.0024872i,-0.0020595+0.0019464i,0.00038391+0.001007i,0.00085621+0.00040944i,0.00058438+0.00028387i,0.00033311+0.00031546i,0.00063104+0.00089339i,0.00043537+0.0009348i,-0.00041544+0.0008185i,-0.00014604+0.00018975i,0.00084908+0.00017704i,0.0015834+0.00042209i,0.0015142-2.6263e-05i,0.0003811-0.00012914i,-0.00022957+0.00057429i,-0.0003295+0.0011707i,9.8907e-05+0.0010231i,0.00076927+0.00034439i,0.00084831+2.5465e-05i
-0.00098996-0.00055701i,-0.0011696+0.00083066i,-0.0008227+0.00050997i,-0.00081491+0.00086569i,-0.0010437+0.0005799i,-0.0005262-0.00063454i,0.0006427-0.00059116i,0.00039759-0.00039334i,-0.00040362-0.00031774i,-3.7954e-05-0.00019418i,-0.00037965-0.00034689i,-0.00047816-0.00067076i,8.9566e-05-0.00074119i,0.00049528-0.00038156i,0.00092534-0.00019893i,0.00084636+0.00011893i,0.00096283+0.00029933i,0.00091293+5.6804e-05i,0.00055866-4.6538e-05i,0.00037144+0.0001269i,-0.0001051+0.00050656i,-0.00044481-1.3281e-05i,-7.2741e-05-0.00055627i
-0.00074966-0.00063585i,-0.00077066-0.00021014i,-0.00070556-0.0008527i,-0.001252-0.0007924i,-0.0011887-0.00026152i,-0.00043281-0.00019506i,-0.0007696-0.00027853i,-0.00068684-0.00056108i,0.00052843+4.1846e-05i,0.0001021+0.00016409i,-0.00076331-0.00019554i,-0.0010432-0.00036481i,-0.00073617-0.00029602i,-0.00026377+0.00034536i,0.0009137+0.0010163i,0.0012533+0.001161i,0.00026974+0.00042887i,-0.00023285+0.00016117i,-0.00049+0.0001876i,-0.00054224+0.00024448i,0.00012485+6.1536e-05i,0.00044664-0.00029735i,0.00026321-0.00027593i
-0.0013354-0.00081631i,-0.0013352-0.0010151i,-0.001177-0.00028735i,-0.00058523+0.00033311i,-0.00043979+0.00058877i,0.00014002+0.00028881i,0.00054234-0.00026916i,0.00035421-0.00017997i,0.00042559-9.2923e-05i,0.00036461+0.00018738i,0.00023702-1.4784e-05i,0.00026777-0.0005719i,0.00057198-0.00049811i,0.0011406-0.00033384i,0.0010932+0.00017008i,0.00045632+0.0014321i,-7.2015e-06+0.001614i,-1.2989e-05+0.00038915i,0.00022613-0.00020826i,-0.00055354+0.00027104i,-0.00095828+0.00019492i,-0.00047743+0.00041343i,-9.2738e-05+0.0006325i
-0.00014398+0.001193i,0.00036594+0.00052636i,-1.665e-05+0.00035502i,-0.00045219+0.00049684i,-0.00025862-0.00022338i,0.00035056-0.0010376i,0.00032896-0.0010531i,-0.0003232-0.00063061i,-6.4712e-05-0.00089593i,0.00034649+4.4053e-05i,0.00083006+0.00019088i,0.0013416+0.00011701i,0.001156+0.00073026i,0.00032168+0.00065599i,-0.00063839+0.00014i,-0.00038562+0.00020243i,-0.00023571-0.0002791i,-0.00039846-0.00085097i,-3.7746e-06-0.00064233i,2.449e-05-0.00015424i,-0.00085303+0.00015933i,-0.00044862-0.00047743i,0.00010403-0.00054065i
-0.00046698+0.0030827i,0.0018124+0.0022501i,0.0017985+0.0031591i,0.0014733+0.002377i,0.0018736+0.0012465i,0.00071588+0.00012825i,-0.00020633-0.0018563i,-0.00030253-0.0020022i,-0.00058714-0.00086761i,-0.00019997-0.00010937i,-0.00013848+0.00070184i,0.00049683+0.00078638i,0.0010809+0.00026187i,0.00083758-5.939e-05i,0.00024245-0.00023392i,-0.0001124-0.00059321i,0.00020216-0.00049784i,0.00058104-0.00038609i,-0.00024367-0.00011841i,-0.00054452+2.4423e-06i,0.00035781-9.2556e-05i,0.00032588-0.00016878i,0.00027289+0.00012751i
0.00027553-0.0001791i,6.0343e-05-0.00076107i,-0.00044764-5.5276e-05i,-0.00092096+0.0004314i,-0.0010633+0.00031898i,-0.0015396-0.00022768i,-0.001805-0.0010951i,-0.0016627-0.001626i,-0.0011067-0.00085461i,-0.0011261+1.3319e-05i,-0.00069834+0.00019876i,0.00062311+0.0004987i,0.00047565+0.00083125i,0.00018424+0.00054239i,0.00075387+0.00030099i,0.00036634+0.0002935i,-0.00015111+0.00016853i,5.5749e-05-8.9683e-05i,-0.00038979+4.7444e-05i,-0.00098285-2.6464e-05i,-0.0007435-0.00019639i,-0.00081218+0.00047606i,-0.0002793+0.00055892i
-0.00015708-0.0013929i,0.00056765-0.0011109i,-0.0001835-0.00010893i,-0.0012087-0.0002675i,-0.00065196-0.00057765i,0.00010299-0.00036057i,0.00031332-0.00073253i,0.00012455-0.00019669i,-0.00060955+0.00033532i,-0.00049935-0.00042325i,1.1739e-05-0.00039202i,0.00043551-0.00028166i,-6.0969e-05-0.00055498i,-0.00015506-0.00023682i,0.00011941+0.00033976i,0.00044812+0.00028125i,0.0012265-0.00016167i,0.00037664-0.00064923i,-0.00080966-0.00094414i,-0.0010073-0.00022317i,-0.00092798+0.00055897i,-0.00032357+0.00063419i,0.00026217+0.0002754i
-0.00060752+0.0020469i,0.0005063+0.0021768i,0.00070397+0.0028647i,0.00030023+0.0023089i,-0.0005372+0.0011863i,1.5581e-05+0.00015587i,0.00042006-0.0006284i,-0.00042212-0.0012098i,-0.00063133-0.00084947i,-0.00018864-0.00014468i,6.8031e-06-3.9562e-05i,3.1098e-05-0.00025876i,0.00026504-0.00047461i,0.00026787-0.0004496i,0.00047087-0.0002763i,0.0010112-0.00064933i,0.0011499-0.00085608i,0.0011038-0.00034977i,0.00082394+0.00072531i,0.00043043+0.00064919i,-0.00012315+0.00048595i,3.9312e-05+0.00038933i,0.00046153-0.00046403i
-0.0012432+0.0002491i,-0.0015601-0.00088102i,-0.0018605+0.00044401i,-0.0013239+0.00082165i,-0.00058573-0.00034578i,-0.00049545-0.0015436i,-0.00032837-0.0019392i,0.00015786-0.0010487i,0.0005237-0.00034199i,0.00084272-0.0011914i,0.00060101-0.0016951i,0.00044364-0.0014094i,0.00092942-0.00080498i,0.0010247-0.00032349i,0.00086479-0.0001569i,0.00075429-0.00022219i,0.00053226-8.4761e-05i,0.00057992-5.8693e-05i,0.00072711+0.00019857i,-5.6646e-05+0.00039162i,-0.0010022+0.0002145i,-0.00089542+7.9034e-05i,-0.00027303-0.00065448i
0.00018989+0.00073617i,0.00077343-0.00047651i,0.00036037-0.0005398i,0.00013627-0.00029894i,0.00061525-0.00045965i,0.0011256-0.0014176i,0.00062125-0.0013455i,0.00065858-0.00014984i,0.0013173+0.00026241i,0.0012383-0.00035406i,0.00090382-0.00061801i,0.00086568-0.00017289i,0.0012384+3.4071e-05i,0.001294-4.8445e-05i,0.000419-0.00012739i,4.8328e-05-1.588e-05i,1.2912e-05-0.00039881i,-0.00036416-0.00027059i,-0.00092829+2.9988e-05i,-0.0010877+3.533e-05i,-0.00069817-6.819e-06i,-0.00055392-0.00052871i,-0.00063938-8.5152e-05i
0.00064475+0.00037379i,0.0019784-8.5127e-06i,0.0015052-0.00059439i,0.00011628-0.0003339i,-0.00028822+0.00040599i,-0.00036731+0.00097294i,-0.00085634+0.00013438i,-0.001563-0.00082071i,-0.00094336-0.0013376i,0.00011727-0.00059253i,0.00032325+0.00034331i,-3.588e-05+0.00020071i,-0.00070601+0.00012579i,-0.0005048+0.00060811i,-0.00011884+0.00094858i,0.0003556+0.00071728i,0.00041421+0.00076962i,0.00050539+0.00093056i,0.00074025+0.0011216i,0.00029413+0.00093708i,-0.00016332+0.00057334i,-0.0001832+0.00078165i,-9.5402e-05+0.00032357i
-0.0014245-0.0004786i,-0.00078895+7.7792e-05i,-0.00038016+0.0012765i,-0.00097132+0.00060363i,-0.00090836-0.00073847i,-4.9074e-05-0.0017538i,0.00095571-0.0017749i,0.0014483-0.00098983i,0.00084994-0.00012061i,0.00076654+0.00078983i,0.00085197+0.0010107i,3.2695e-05+0.00065555i,-7.9081e-05+0.0004004i,0.00072669-3.4339e-05i,0.00076618-0.00023225i,0.00050665+0.00019792i,0.00025761+0.00023193i,6.4468e-06-8.9233e-05i,0.0003062+0.0002576i,0.00078089+0.00036075i,0.00034867-0.00037154i,-0.00025048-0.0006461i,-0.00080216-0.00061387i
-0.00097937-0.0017322i,-0.0014436-0.0016365i,-0.0014399-0.00077223i,-0.00080145+0.00068735i,-0.00089043+0.0012863i,-0.00028332+0.0010319i,0.00047676-0.00042865i,-0.00029808-0.0013726i,-0.00037359-0.00042304i,0.00012339+7.3778e-07i,0.00034287-0.00017519i,9.5149e-05-9.1513e-05i,-0.0005024-0.00012776i,-0.00083409-0.0003408i,-0.00084895+2.6305e-05i,-0.00050266-1.5721e-05i,-0.00037022-0.00038179i,-0.0003016+2.8279e-05i,-0.00038552+0.00034336i,-0.00053452-9.1422e-05i,-0.00022459-0.00026756i,-0.00010311+0.00022745i,-0.00076898+0.00020262i
0.0025637+0.00075244i,0.0018522+0.00069957i,0.0010577+0.000427i,0.0011913-0.00040242i,0.0015131-0.00061544i,0.00084008-0.00041183i,0.00017764-0.00080837i,0.00039993-0.00087452i,0.00085194-0.0011175i,0.0011038-0.0013398i,-2.6571e-05-0.00098436i,-0.0014182-0.00047898i,-0.0015527+0.00013616i,-7.1683e-05+0.00059113i,0.0010212+0.00071295i,0.00098135+0.001108i,0.00057919+0.00088112i,0.00048021+0.00025537i,0.00093612+0.00010851i,0.00022147+0.00040889i,4.7714e-05+0.00055529i,0.00029505+0.0007469i,-8.2218e-05+0.00075069i
0.0013932-0.0015463i,0.0016937-0.0014475i,0.0011924-0.0018543i,-0.00060356-0.0010472i,-0.0014321+6.5905e-06i,-0.0010792-0.00037089i,-0.00059388-0.00065998i,-4.4938e-05-0.00053046i,-0.00044095-0.00017173i,-0.00060924-0.00033483i,0.00034793-0.0011007i,0.0003051-0.00076781i,-1.489e-05-0.00046706i,0.00068649-0.00045343i,0.0011624-7.0107e-05i,0.00093919+0.00029389i,0.0011426+0.00069068i,0.00096259+0.00059273i,0.00014362+0.00034217i,8.9831e-05+0.00082822i,-0.00024525+0.00084167i,-0.00017516+9.3942e-05i,0.00045952-0.00016046i
-0.00029378-0.0011535i,0.00018574-0.0012338i,0.00015698-0.00080791i,-0.00069609-0.00092238i,-0.0016673+4.9567e-05i,-0.0013776+0.00078705i,-6.3516e-05-0.00044327i,0.00081206+2.0065e-05i,0.00051729+0.00057291i,0.00028019+8.2546e-06i,-0.00014724-0.00052899i,-0.00039254-0.00083322i,-0.00014284-0.00081417i,-0.00026726-0.00018813i,-0.00033867+0.0001219i,-0.00044286-0.00048994i,-0.0011593-0.00087649i,-0.0010481-0.0002497i,-0.0005946-2.8468e-05i,-0.00091715-7.5966e-05i,-0.00052532-6.6211e-05i,-0.00020241-0.00054668i,-0.00075737-0.00038046i
0.00096396-0.0012837i,0.0013078-0.0010535i,0.00035824-0.0010785i,-0.0013665-0.0011432i,-0.0019755-0.00099935i,-0.0013471-0.0011012i,-0.00018969-0.00067371i,0.00070813+0.00044391i,0.00096965+0.00022249i,0.00065435-0.0010876i,0.00010558-0.0022233i,-0.00022098-0.0016738i,-0.00011074-0.00080529i,-0.000409+1.0289e-05i,-0.00024664+0.0006619i,0.00064202+0.00074016i,0.0014372+0.0010654i,0.0010977+0.00051718i,0.00038222+0.00012761i,3.5443e-05-0.00033624i,0.00043897-0.00025462i,-4.5542e-05+0.00037012i,-0.00091833+0.00025173i
0.00018513-4.349e-05i,-3.536e-05-0.00019928i,-0.00091019+0.00052024i,-0.00086153+0.00044902i,-0.00024264+0.00025804i,-0.00038786+0.0012445i,0.00065101+0.00053671i,0.0018948-0.00073946i,0.0018959-0.0013903i,0.0013373-0.0018966i,0.00077224-0.0018985i,0.00096661-0.00068107i,0.0004507-0.00044054i,-0.00015973-0.00023417i,-0.00049046+0.00077555i,0.00038906+0.00042205i,0.0013758-0.00044346i,0.00072014-0.00081482i,-0.00057461-9.919e-05i,-0.0010464+0.0006475i,-0.000427+0.00025218i,5.3842e-05-0.0001482i,0.0001293+0.00032342i
0.0011787+0.0014562i,0.00046079+0.00071504i,0.0004978-2.3008e-05i,-0.00028467-0.0011091i,-0.00076173-0.0014772i,-0.00089128-0.00037782i,0.00028342+0.0013651i,0.0032192+0.0027684i,0.0046965+0.0011096i,0.0050506-0.0015632i,0.0039114-0.0023724i,0.001702-0.0023714i,9.7887e-05-0.0018206i,-0.00068181-0.00098162i,-0.0010516-0.00085161i,-0.0010566-0.0011982i,-0.00059216-0.00057927i,-0.00075022+0.00025763i,-0.00022645+0.00023951i,0.00015741+0.00017225i,-0.00024918+0.00060059i,-0.00022947+0.0010829i,-4.4945e-05+0.00069308i
0.0012105-0.00076112i,0.00051261-0.001833i,0.00095771-0.0025853i,0.00086353-0.0019991i,-0.00018763-0.0016494i,-0.00086063-0.002641i,-0.0013438-0.0032529i,-0.0037487-0.0030461i,-0.0049309-0.0014521i,-0.0035185+0.00036036i,-0.0022783+0.0020622i,-0.0019279+0.0032953i,-0.00097952+0.0024062i,0.00018431+0.00072151i,0.00043484+0.00045393i,9.5528e-05+0.00023065i,-0.00059676-0.00046943i,-0.00080399-0.00070392i,-0.00017419-0.00031502i,0.00010993+1.462e-05i,6.2157e-05+0.00050153i,0.00019206+0.00099188i,1.235e-05+0.00044421i
-0.0027254+0.00061132i,-0.0022673+0.0002017i,-0.0022796-0.0005124i,-0.0019907-0.00063735i,-0.00073026-7.3623e-05i,-5.4642e-05-0.00022074i,-0.00034226-0.0014218i,-0.00089713-0.002096i,-0.0013941-0.00092692i,-0.0017737+0.0005088i,-0.0019118+0.0014795i,-0.0014813+0.0014791i,-2.7958e-05+0.0010601i,0.00086658+0.0013038i,0.00074382+0.0010656i,0.00066554-0.0002302i,0.00087183-0.0010521i,0.0011771-0.00080175i,0.0010125+0.00077772i,0.00087853+0.0015592i,0.00098567+0.00056077i,0.00025747-0.00046301i,-0.00021897-0.00098317i
-0.001197-0.00067663i,-0.0015678-0.00086705i,-0.00081882+6.276e-05i,-0.0011372+0.00061227i,-0.001679+0.0006378i,-0.0013299+0.00033022i,-0.0010685-0.0012908i,-0.0014164-0.0020407i,-0.001688-0.0013293i,-0.0011268-0.00022464i,-0.00049698+0.00076651i,6.8176e-05+0.0008807i,-0.0002531+0.00091855i,-0.00081437+0.00089856i,-0.00018028+0.00061829i,-0.00022688+0.00061729i,-0.00049337+0.00017198i,-0.00015554-0.00012517i,-0.00030761-0.00014351i,-6.3021e-05+2.1891e-05i,-0.0002974+0.00050874i,-0.00055573+0.00043074i,-0.0008965-9.8037e-05i
0.00068251-0.0004374i,0.0013874-0.0010679i,0.00093656-0.00060742i,-0.00010012+0.00017993i,-8.1127e-05+0.00017652i,0.00056443+0.00018228i,0.0010419-0.00018245i,0.00038394-0.00080352i,-0.00075327-0.0003183i,-0.0009854+4.7528e-05i,-0.0005201-0.0002569i,-6.8399e-05+0.00023143i,-0.00046634+0.00029708i,-0.00083966+0.00035677i,-0.00013469+0.00071847i,0.00015863+0.00043842i,0.00034676+0.00042572i,0.00072427+0.00064884i,0.00035901+9.2191e-05i,0.00013387-0.00075667i,-5.6326e-05-0.00071878i,-0.0002869-9.3623e-05i,-0.00048521+0.00040146i
0.00062897+0.0016163i,0.00096651+0.001523i,0.0015675+0.0021685i,0.0016491+0.0018583i,0.0015726+0.00097815i,0.0012326-0.00065641i,7.4441e-05-0.0017773i,-0.00081446-0.001358i,-0.0010601-0.0010156i,4.7425e-05-0.001016i,0.00077879-0.00043592i,0.00045043-0.00037068i,0.00059775+3.8019e-05i,0.0010348+0.00108i,0.00087627+0.0013091i,-2.6374e-05+0.00066211i,8.0587e-05+7.4617e-05i,0.00071555+4.9183e-05i,2.9538e-05-5.7747e-05i,-0.0003118-0.00035101i,-0.00015215-0.00043331i,0.00030223-0.00011432i,0.00022091-0.00030803i
-0.00063104+0.0003878i,-0.00074531-0.00035196i,-0.00025107-0.00048378i,0.00047497-0.00054509i,0.00065553-5.3765e-06i,-0.00022238-0.0005168i,-0.00076152-0.0015596i,-0.00093466-0.0014057i,-0.00094068-0.00095202i,-0.00027647+0.00033621i,-0.00049727+0.00037802i,-0.00061652-2.6037e-05i,-0.00039013+0.00063822i,4.193e-05-0.00032095i,0.00012467-0.0010192i,-0.0003141-0.00068069i,-0.00093296-0.00017576i,-0.0010899-0.0005204i,-0.00029828-0.00038044i,-0.00020558+0.00047132i,-0.00049518+0.00012992i,-0.00085256+0.00024902i,-0.00040642+0.00037438i
-9.6158e-05-0.0010019i,-0.00068372-0.00093007i,-0.00050611-0.0011198i,-0.00026403-0.00019076i,-0.0011541+0.0011183i,-0.0013759+0.00051042i,-0.00038943-0.00021214i,-0.00015113-0.00075489i,-0.00083095-0.00080914i,-0.00047818-0.00047417i,0.00026034-0.00016694i,0.00083588+0.00036027i,0.0011518+0.00037591i,0.00074051-0.00015602i,0.00027868-5.6981e-05i,0.00032356+0.00031347i,0.00045578+0.00015198i,-0.0005009+0.00012057i,-0.0011173+5.2728e-05i,-0.00039378+0.00013936i,7.7032e-05-0.00028542i,-0.00018828-0.001199i,-0.00041536-0.0011707i
-0.0019354+0.0010646i,-0.0012414+0.00087526i,-0.00018158+0.0010666i,-0.00063294+0.0017921i,-0.0010363+0.001348i,-0.00028562-1.6721e-05i,0.00016187-0.0012077i,-0.00019652-0.0016308i,-0.00041999-0.00098033i,-0.00027042+0.00031151i,-0.00021025+0.0012462i,0.00034118+0.00090185i,0.00059665+4.2816e-05i,0.0005017+0.00014128i,0.00060883+0.00056081i,0.00070883+0.00015762i,0.00073238-0.00052886i,0.00041466-0.00023063i,0.00034478+8.5293e-05i,0.00010249-7.7203e-05i,-0.00060211+0.00018289i,-0.00056696+0.00038031i,-8.6026e-06-1.6475e-05i
0.0014356+0.00044012i,0.0011761+0.0011823i,0.00095642+0.0012008i,0.0008273+0.00027937i,-0.00021638-0.0005307i,-0.00044412-0.00092754i,0.00018416-0.0011418i,0.00023889-0.0011489i,-0.00017369-0.0011961i,-6.5924e-05-0.00111i,0.00011057-0.00078564i,0.00037162-5.7098e-05i,0.00027806+9.5469e-05i,0.00015252+0.00041547i,0.00048663+0.00059532i,0.00056756+0.00021918i,0.00023686+0.00021368i,0.00019027-0.00029257i,8.3734e-06+0.0003047i,-0.00031906+0.0011056i,4.4836e-05+3.3466e-05i,0.00055158-0.00059952i,0.00078892-0.00060797i
-0.00094387+0.0010506i,-0.0012105+0.0014717i,-0.00064735+0.00082108i,-0.00044006+0.00027158i,-0.00036297+0.00034728i,-5.8374e-05-0.0010271i,6.5541e-05-0.002427i,0.0002627-0.0019304i,-0.00014889-0.00062064i,-0.00089956-0.00019607i,-0.0010712+5.7735e-05i,-1.5053e-06-0.00014878i,0.00057347+1.8097e-05i,0.00047243+0.00034458i,-2.207e-05+0.00049554i,-0.00064617+0.0004031i,0.00054427+0.00062627i,0.0011212+0.00046901i,-0.00014713+0.00040049i,-0.00093452+0.00054826i,-0.00097877+7.4322e-05i,-0.00084767-0.00060969i,-0.00026449-0.0002703i
-0.0016057-0.0011013i,-0.00068554-9.2955e-05i,-0.0017292+0.00044361i,-0.0012608+0.0013175i,-0.00012958+0.0011116i,0.00034061-0.00079114i,0.00050141-0.0014528i,0.000345-0.0012127i,-0.00034607-0.00069704i,-0.00034692-0.00038177i,6.8334e-05+0.00038708i,0.00043419+0.00036719i,0.0011464-0.00011769i,0.0010231-0.00037642i,0.00098333-0.00036594i,0.0015394+7.2781e-05i,0.0011985-0.000318i,-5.0344e-05-0.00064763i,-0.00083659-8.9142e-06i,-0.00053714+0.00038575i,-0.00033317+0.00023035i,-0.00052691-0.0001449i,-0.00035073+1.7281e-05i
-0.00076736+0.0017099i,-0.00022456+0.0015704i,0.00106+0.0018726i,0.001146+0.0024004i,0.00034665+0.0020451i,0.00031869+0.0009149i,0.00078633-0.00051345i,0.00092947-0.00095149i,6.4028e-05+0.00025779i,-0.00059454+0.00051869i,-0.00047431+0.00021455i,-0.00027236+0.00072801i,-3.7867e-05+0.00066692i,0.00044933-5.3391e-05i,0.00093975-7.8101e-05i,0.0010926-0.00043623i,0.0012144-0.00031813i,0.00064715+0.0006198i,-0.00042947+0.00073853i,-0.00086495+0.00021887i,-0.00067659-0.0001489i,-0.00051558-0.00062736i,-0.00039261-0.00069081i
0.00047593+0.0010468i,-0.00015281+0.00083037i,-0.0006957+0.0015691i,-0.00052544+0.0012667i,-0.00031977-0.00030655i,-0.00091504-0.0012227i,-0.00087184-0.0019031i,-0.00012386-0.002232i,4.6881e-05-0.0015354i,-9.47e-05-0.00061916i,0.00045049+1.8555e-05i,0.00054015+0.00072727i,-9.1982e-05+0.0011726i,2.8947e-05+0.00029984i,0.00057739-0.00055716i,0.00051897+0.00012654i,-0.00028511+0.00072136i,-0.0013265+0.00033068i,-0.0018576-0.00023044i,-0.0014741-0.0005053i,-0.0001858-0.00028109i,0.00021634+5.9616e-05i,0.00030107-0.00031637i
0.00016225-0.0013442i,-0.0011716-0.0010795i,-0.0025876-0.0015989i,-0.0032154-0.0013947i,-0.00215-0.00058132i,-0.00084038+0.0001585i,-0.00048296-1.1752e-05i,-0.00044604-0.00025298i,-0.00057712-0.00024235i,2.8429e-05-0.00022539i,0.00079063+0.00051648i,0.00057124+0.00086468i,-0.00021154+0.00032184i,-0.00041131-0.00043874i,-0.00039903-0.00027365i,-7.4162e-05+0.00018679i,0.00048198+0.00043615i,0.00023993+0.00032182i,-0.00033824+7.5602e-05i,-0.00072827-0.00011847i,-0.0003268+0.00030305i,2.6654e-05+0.00033647i,-0.00029477+0.00018231i
3.9789e-05-0.0026348i,-0.00085011-0.002807i,-0.002384-0.0026323i,-0.0025733-0.0010532i,-0.00099556+0.00033292i,0.00040891-0.00040159i,0.00036439-0.0007957i,-1.5914e-05+8.9986e-05i,-0.0003576+0.00059616i,-0.00056847+7.0473e-05i,-0.00011676+0.0003861i,0.00035384+0.00037555i,0.00069635+0.00094722i,0.00057909+0.001007i,-3.374e-05+0.00010596i,-0.0001989-6.9241e-05i,-0.00011969-0.0001816i,0.00024882-0.00013535i,0.00012743-7.0583e-05i,-0.0004202-4.0185e-05i,-0.00026104-0.00016273i,1.8031e-05+0.00028706i,2.1452e-05+0.00042459i
0.0023072+0.00063862i,0.0032604-0.0011972i,0.0029557-0.0015057i,0.0011621-0.00091111i,0.00087902-0.0011809i,0.00090472-0.0016316i,0.0009142-0.0012372i,0.00069853-0.00099766i,0.00011467-0.00057348i,-0.00037422-0.00078767i,-0.00050651-0.0013396i,-0.00031383-0.00051562i,-0.00034079-0.00025562i,-0.00042693-0.00031574i,-0.00066099+0.00010592i,-0.00038693+0.00016615i,-4.4792e-05-0.00042817i,-0.00097778-0.0010475i,-0.0014712-0.00070203i,-0.00096904-0.0003941i,-0.00053028-2.6941e-05i,-0.0003711+0.00019415i,-3.8744e-05-0.00022758i
-0.0013062-0.00057768i,-0.00046236-0.00073079i,3.9057e-05-0.00018597i,-0.00036742-1.9275e-05i,-0.00043575-7.3571e-07i,0.00032427-0.00059878i,0.00079711-0.0011468i,-0.0001018-0.00068364i,-0.00048584+6.9699e-05i,-0.0006749-0.00023691i,-0.00071847-0.00042862i,-0.00036313+0.00056987i,-0.0003711+0.00057331i,-0.00064153-0.00035644i,-0.00026656-0.00031423i,2.1386e-05-0.00033646i,-0.00021556-7.2282e-05i,-0.00058068+0.00054113i,-0.00059469+0.00065252i,-0.00035756+0.00018219i,-0.00038357-0.00010727i,0.00010504+0.00013603i,0.0005189+0.0002521i
0.0014475+0.00027037i,0.00093188-0.00011297i,0.0013457-0.00053669i,0.0013977+0.00026569i,0.00065164-1.2938e-06i,-0.00020853-0.0012487i,-0.00097691-0.0010376i,-0.00093792-0.0010512i,-1.0441e-05-0.00066876i,-4.6166e-05+0.0003383i,-0.00035954+0.00014206i,5.194e-05+1.8017e-05i,0.00040628+0.00025039i,6.4429e-05+0.00076906i,0.00013488+0.00076997i,0.00088114-0.00034803i,0.00057783-0.00047095i,-0.00023984+0.00037276i,-0.00089757+0.00076216i,-0.0005703-9.3889e-05i,0.00046932-0.00021133i,0.00088952+0.00028489i,0.0010021+0.00012315i
0.00039876-0.00033065i,0.00044932-0.0011458i,0.00047433-0.0025083i,0.00011077-0.0016143i,-0.00017795+0.00018083i,0.00054638-8.6978e-05i,0.00078405-0.0014552i,0.00061986-0.0017391i,0.00068187-0.0012108i,0.0002388-0.00064933i,-0.00021214-0.00042196i,1.8176e-05-0.00065686i,-0.00051364-0.00047897i,-0.00047058-6.9791e-05i,0.00019377+3.3834e-05i,9.2224e-05+0.00017594i,-0.00013531+0.00042942i,0.00027786+0.00042228i,0.00035385-6.4956e-05i,-0.00024969+9.1256e-05i,-0.0005275+0.0010153i,0.00019781+0.0009821i,0.00078152+0.00011196i
0.00051657+0.00076479i,-7.5299e-05+0.0010215i,-0.00091244+6.576e-05i,-0.00030072-0.00061877i,-0.00012322-0.00014i,-0.0005338-0.00023511i,-8.2895e-05-0.0012197i,-0.00020894-0.0013434i,-0.00053719-0.0009099i,-6.1799e-05-0.00034533i,0.0011889+0.00010172i,0.001027+5.9105e-05i,0.00029219+2.7778e-06i,0.00063495+0.00015457i,0.00014119+0.00087699i,-4.5537e-05+0.00059889i,0.00012453-0.00010009i,-0.00038855+0.00019936i,-0.00069438+0.00031556i,-0.0013013+0.00028228i,-0.0012142+0.00036469i,7.5055e-05+0.00035325i,0.00019283-0.00029729i
0.00067586+0.0014638i,0.0012225+0.0019116i,0.0013256+0.0017032i,0.0017572+0.00046826i,0.0014481-0.0010631i,0.00055832-0.0017923i,-0.00070127-0.0015936i,-0.0017166-0.0010478i,-0.001304-0.0012429i,-0.00042801-0.001382i,3.8645e-05-0.00041933i,5.5751e-05+0.00063999i,-7.4182e-05+0.00055769i,-8.0885e-05+4.1253e-05i,8.8794e-05+3.4356e-05i,-0.00017407-1.6242e-05i,-0.00063076-0.00062321i,-0.00079966-0.00029178i,-0.00052315+0.00039675i,0.00018672+0.00015764i,0.00029997-0.00039287i,-1.9893e-05-0.00030373i,-0.00093171+0.00011474i
-0.0010787+0.0019027i,-0.00067853+0.0016846i,-0.00076562+0.0029414i,-0.00051505+0.003455i,0.00022778+0.0021338i,0.00079725-0.00019632i,0.00093346-0.0011904i,0.00032716-0.0010574i,-0.00032672-0.00050347i,-0.00081056+0.00031362i,-8.5116e-05+0.0010732i,0.00036601+0.00078133i,0.00095248-0.00015235i,0.0018083+0.00017982i,0.0004292+0.00084689i,-0.00044571+0.00071448i,0.00038899+0.00039563i,9.7067e-05+0.00046109i,-0.00050928+0.00062168i,-0.00058173+0.00071958i,-0.00020424+0.0010067i,0.0005462+0.00070615i,0.0013679+2.5506e-05i
-0.00072311+0.00064169i,-0.0013992+0.0010844i,-0.0018773+0.0019765i,-0.0012603+0.0021708i,0.00012714+0.0012443i,7.0761e-05-0.00031304i,-0.00087595-0.0010577i,-0.00081103-0.0012784i,-0.00048242-0.0010156i,-0.00068168-0.00033786i,3.3068e-05+0.00019211i,0.00043111+0.00017035i,0.00010176-0.00068365i,6.3889e-05-0.00038762i,-7.3422e-05+0.00032542i,0.00014825+5.7867e-05i,0.00051713-9.3674e-05i,0.00074361-0.00024074i,0.00055347-0.00022158i,0.00021476-4.3751e-05i,0.00047324+0.0006564i,0.00030919+0.00072235i,0.00019589-3.9644e-05i
