-0.00017397+0.00024161i,0.0017711-0.00037893i,0.0015236-0.00093934i,-0.00055145-0.0011763i,-0.0023487-3.9624e-05i,-0.0018859+0.0012742i,-0.00042171+0.0016419i,-0.0002701+0.0017124i,0.00062646+0.0017011i,0.00064329+0.0011411i,0.0005795+0.00040092i,0.00023419-0.00066874i,-0.00061518-0.0011616i,0.00022552-0.00062918i,0.0010732+0.00019207i,0.00080719+0.00075411i,0.00049567+0.0004752i,0.00053789-0.00031547i,4.0038e-05-9.2417e-06i,-0.00055365-4.6368e-05i,-0.00040467-0.00034037i,-0.00010351+0.00066937i,0.00018043+0.00049626i
-0.0023163-0.0017431i,-0.016749-0.0004949i,-0.044815-0.0022572i,-0.06995-0.0045245i,-0.072757+0.0046606i,-0.0476+0.024836i,-0.0084873+0.034926i,0.017831+0.022782i,0.016743+0.0065127i,0.0054657+0.0038996i,0.0014017+0.0078979i,0.0017801+0.010311i,0.002093+0.0091553i,-0.00035938+0.0038014i,-0.0062762+0.00014016i,-0.0099579+0.0015773i,-0.0075696+0.002192i,-0.0035984-0.0016136i,-0.0032032-0.0042996i,-0.0038782-0.00040299i,-0.0032751+0.0050967i,-0.0037967+0.0056051i,-0.0042109+0.0051304i
-0.0035651-0.0013125i,-0.01102-0.015418i,-0.027231-0.039106i,-0.049947-0.050514i,-0.068158-0.032009i,-0.065287-0.0024268i,-0.029079+0.013069i,0.017203+0.0074552i,0.031171-0.0099757i,0.012907-0.017213i,-0.0022168-0.0094279i,-0.0034931-0.0021363i,-0.0016594-0.0015224i,0.00017432-0.0035474i,0.0017774-0.006804i,0.002695-0.0089576i,0.0043827-0.0089754i,0.003856-0.0074329i,0.00083178-0.0043613i,-0.0013837-0.0015948i,-0.0031546+0.0012479i,-0.0026073+0.0028117i,-0.0018766+0.0020762i
0.00091569-0.0029036i,0.012403-0.013448i,0.032098-0.032807i,0.043911-0.040995i,0.031815-0.030783i,0.008074-0.026377i,-0.0054832-0.028628i,-0.0034565-0.022261i,0.0039724-0.015567i,0.0041088-0.01503i,0.0014495-0.013016i,0.00089894-0.011616i,-0.00156-0.0098467i,-0.00026155-0.0035349i,0.0069201-0.00036273i,0.012642-0.0028699i,0.012668-0.0045205i,0.0087379-0.0036942i,0.0054837-0.0043859i,0.0028893-0.0078415i,0.00086677-0.010193i,0.00041313-0.0096528i,0.00024235-0.0083386i
0.0084062-0.00097281i,0.02567+0.0030644i,0.058816+0.019292i,0.087121+0.033757i,0.0893+0.021179i,0.066879-0.010557i,0.024153-0.033218i,-0.015578-0.026813i,-0.022703-0.0064868i,-0.0060911+0.0033157i,0.0066066+0.00045781i,0.0085628-0.0057296i,0.0049885-0.0077198i,0.00075488-0.0030076i,0.001928+0.0041207i,0.0045483+0.0078626i,0.0023794+0.0087364i,-0.00066431+0.0084292i,0.00022579+0.0064638i,0.0032534+0.0018455i,0.0037046-0.00209i,0.0028138-0.0019107i,0.0034941-0.0011716i
0.0048794+0.0093285i,0.009743+0.031776i,0.0098308+0.065345i,0.0082024+0.07735i,0.019282+0.049544i,0.025473+0.017302i,0.0092777+0.0053947i,-0.016238+0.0066421i,-0.023965+0.01544i,-0.011552+0.01815i,-0.001499+0.01008i,0.0014583+0.0041552i,0.0034297+0.0018721i,0.00039032-0.00032193i,-0.006949+0.0016765i,-0.011285+0.0067302i,-0.010307+0.0088111i,-0.0080804+0.0066181i,-0.0058108+0.0041834i,-0.0033427+0.0053823i,0.0011929+0.0075963i,0.0036433+0.0066404i,0.0033742+0.0045142i
-0.0054268+0.0041591i,-0.030582+0.015104i,-0.072779+0.024068i,-0.10216+0.019763i,-0.098682+0.014406i,-0.069047+0.025944i,-0.032484+0.043536i,-0.0065949+0.042108i,-0.00062302+0.026654i,-0.0061199+0.014002i,-0.011991+0.0082434i,-0.012829+0.0093507i,-0.0071627+0.010894i,-0.0031627+0.0057029i,-0.0067923-0.0017532i,-0.011378-0.0045252i,-0.010254-0.0020678i,-0.0053548+0.0018471i,-0.0013021+0.0036399i,0.0011034+0.0045689i,0.0019591+0.0036786i,-0.00013173+0.0015191i,-0.0022834+0.0028358i
-0.0065405-0.0029632i,-0.024608-0.025403i,-0.054416-0.065221i,-0.078879-0.087025i,-0.086769-0.061508i,-0.072629-0.012523i,-0.033992+0.020664i,0.0066316+0.023433i,0.018008+0.0072851i,0.0053923-0.0027831i,-0.004944-0.00085607i,-0.0089104+0.0036375i,-0.0083589+0.0058966i,-0.0027437+0.0032411i,0.0036639-0.0025182i,0.0069128-0.0055831i,0.006437-0.0052485i,0.0034724-0.0043594i,0.00063203-0.0062487i,-0.0029189-0.0087138i,-0.0074219-0.0070834i,-0.0075107-0.0029844i,-0.0053584-0.0016198i
-0.001846-0.011351i,0.0067318-0.03644i,0.027719-0.076222i,0.041689-0.094914i,0.036198-0.074711i,0.023811-0.048394i,0.020092-0.039753i,0.020529-0.034985i,0.017794-0.024331i,0.014233-0.012347i,0.013527-0.0039744i,0.011057-0.003332i,0.0037361-0.0038837i,0.0020802+0.00069254i,0.0080731+0.0051238i,0.011692+0.0057911i,0.0086963+0.0044584i,0.0044189+0.0028284i,0.0040994+0.0012028i,0.004079-0.00048287i,0.0011447-0.00033933i,0.00056985+0.0016199i,0.0023254+8.636e-05i
0.0075869-0.0047044i,0.034883-0.0050265i,0.083614+0.0060176i,0.11713+0.01769i,0.10952+0.0096773i,0.086756-0.0194i,0.054551-0.04683i,0.016849-0.045062i,-0.0008724-0.023523i,0.0040085-0.0072301i,0.012659-0.0032324i,0.016113-0.0072403i,0.011644-0.0096609i,0.0025692-0.0033285i,-0.0023178+0.0053453i,-0.0033806+0.0073468i,-0.0043106+0.0040348i,-0.0052955+0.00077745i,-0.0047959-0.00073856i,-0.0012085-0.001743i,0.0041239-0.0025095i,0.006523-0.0020403i,0.006312-0.0017389i
0.011192+0.0021397i,0.027222+0.031441i,0.037856+0.082767i,0.037926+0.11358i,0.042516+0.086864i,0.036372+0.041505i,0.012394+0.016873i,-0.01111+0.0089309i,-0.018405+0.0072104i,-0.013195+0.0014685i,-0.008379-0.004842i,-0.0026862-0.0059838i,0.004218-0.0069093i,0.0014965-0.010557i,-0.0081152-0.012067i,-0.011906-0.010509i,-0.0080461-0.008043i,-0.0037289-0.0055538i,-0.0015989-0.0036792i,0.00023374-0.0015869i,0.002189-0.0021141i,0.0020951-0.0037302i,0.00037835-0.0013715i
0.0040881+0.016191i,-0.013556+0.041543i,-0.048581+0.066535i,-0.074958+0.066342i,-0.076364+0.050949i,-0.067865+0.044084i,-0.056214+0.047182i,-0.038056+0.043296i,-0.020477+0.025937i,-0.014508+0.0064888i,-0.018154-0.0024902i,-0.016989+0.00019194i,-0.0053265+0.0030935i,0.0056208-0.0047211i,0.0077475-0.014221i,0.0067064-0.014166i,0.0061563-0.0077847i,0.00501-0.0032629i,-1.0155e-05-0.002633i,-0.0063527-0.00085703i,-0.0085038+0.0026996i,-0.0070517+0.0039076i,-0.0048582+0.004261i
-0.018272+0.009194i,-0.050553-0.0027209i,-0.090988-0.035336i,-0.1085-0.059744i,-0.10506-0.046937i,-0.092508-0.01519i,-0.064481+0.0097118i,-0.027724+0.018523i,-0.0050818+0.012907i,-0.00040781+0.0080785i,-0.00076376+0.0089453i,-0.0041324+0.011301i,-0.0060451+0.015437i,0.001034+0.017583i,0.0086014+0.014067i,0.0086564+0.011709i,0.006075+0.0134i,0.0070229+0.013739i,0.010455+0.0088134i,0.0093204+0.0042885i,0.0047928+0.004323i,0.0024845+0.0043511i,-8.5709e-05+0.0029339i
-0.019484-0.01595i,-0.028915-0.050456i,-0.027396-0.10414i,-0.025372-0.12817i,-0.022537-0.10311i,-0.011112-0.065304i,0.0059383-0.039449i,0.016454-0.023805i,0.015697-0.0079199i,0.012942+0.0081153i,0.014897+0.0145i,0.011216+0.0089484i,-0.0022096+0.0056232i,-0.010108+0.01194i,-0.0088103+0.018764i,-0.0062269+0.018394i,-0.0066828+0.013832i,-0.0092548+0.010114i,-0.01009+0.0081881i,-0.0082864+0.0030883i,-0.0064762-0.0043125i,-0.0053277-0.006565i,-0.0028703-0.0046089i
0.014297-0.027361i,0.039854-0.051355i,0.076852-0.054614i,0.088489-0.040766i,0.073585-0.028623i,0.075217-0.02286i,0.074374-0.026903i,0.048386-0.025139i,0.023164-0.014002i,0.013465-0.005984i,0.010959-0.0047433i,0.0081601-0.009054i,0.00070609-0.013381i,-0.0076906-0.009575i,-0.010629-0.0024087i,-0.0093069-0.0014115i,-0.007104-0.0043227i,-0.004599-0.0059329i,-0.0010119-0.0067075i,0.0018568-0.0070875i,0.0032305-0.0058493i,0.004304-0.0038469i,0.005766-0.0038399i
0.035029+0.011684i,0.076094+0.038627i,0.10208+0.077186i,0.098547+0.093673i,0.087709+0.071292i,0.07213+0.039476i,0.047918+0.016073i,0.021212+0.00067094i,0.0032699-0.0056043i,-0.0038237-0.012771i,-0.0070844-0.019764i,-0.0045742-0.018015i,0.003075-0.014868i,0.0057469-0.016154i,0.0031869-0.01779i,0.0035863-0.015922i,0.0049755-0.012591i,0.0021809-0.010845i,-0.0040598-0.0076335i,-0.0057584-0.00072343i,0.00063258+0.004878i,0.0048478+0.0050351i,0.0036753+0.0027259i
0.0027785+0.030167i,-0.0064646+0.075137i,-0.014339+0.11011i,-0.0094863+0.10081i,-0.011574+0.064621i,-0.033052+0.038467i,-0.045837+0.029134i,-0.03853+0.018804i,-0.027922+0.0075968i,-0.020265+0.0012951i,-0.014517-0.00082557i,-0.007875+0.0037447i,0.0042862+0.0067799i,0.012048+9.2728e-05i,0.0083603-0.0059452i,0.0020765-0.0038125i,-0.00017442+0.0013482i,0.0038121+0.0028124i,0.0099361-0.0016485i,0.010228-0.0058634i,0.0064377-0.0046657i,0.0020475-0.0019395i,-0.00080847+0.00037571i
-0.034787+0.0098782i,-0.076819+0.01169i,-0.11112-0.00079305i,-0.10338-0.016145i,-0.087742-0.017418i,-0.087451-0.012179i,-0.076647+0.00025069i,-0.049174+0.012283i,-0.026774+0.011377i,-0.017554+0.015022i,-0.0092148+0.022489i,-0.001459+0.021118i,0.0021695+0.01522i,0.0058301+0.00964i,0.0065246+0.0040646i,0.0011699+0.0013554i,-0.004995+0.0018074i,-0.0085086+0.0051909i,-0.011303+0.0090531i,-0.015237+0.0083238i,-0.018085+0.005818i,-0.016728+0.0034982i,-0.012306+0.0026218i
-0.02889-0.024469i,-0.053887-0.062329i,-0.075615-0.10395i,-0.077084-0.10321i,-0.04455-0.068437i,-0.010227-0.043888i,0.0022652-0.02642i,0.0082277-0.0077842i,0.013634+5.8212e-05i,0.013349+0.0011013i,0.01215+0.0043477i,0.0088618+0.0039295i,-0.0018936+0.003781i,-0.0070806+0.0096208i,-0.0034814+0.012833i,-0.00047211+0.0079341i,0.0012152+0.0015115i,0.0030265-0.0016269i,0.0065165-0.0021219i,0.010183-0.0024023i,0.0099719-0.0020137i,0.0076686-0.00056533i,0.0048264-0.00097564i
0.0094923-0.032507i,0.031215-0.067911i,0.045503-0.080852i,0.030728-0.059114i,0.021892-0.026146i,0.052574-0.0076013i,0.062716-0.012195i,0.039274-0.011787i,0.029148-0.0036097i,0.028927-0.010002i,0.019171-0.019647i,0.006294-0.0197i,-0.0056197-0.013955i,-0.011799-0.0066253i,-0.0074255-0.0027899i,0.0025639-0.0018063i,0.010055-0.0015742i,0.0080067-0.001866i,0.00035629-0.00080068i,-0.0023888+0.0018818i,0.0019678+0.00316i,0.0076517+0.0013436i,0.0080659-0.0014892i
0.045426+0.0055771i,0.096752+0.024453i,0.11464+0.050145i,0.074596+0.061003i,0.024028+0.053166i,0.0029335+0.040529i,0.0062987+0.02127i,0.0038685+0.0042398i,-0.001709+0.0030894i,0.0029136+0.0022139i,0.0043446-0.0056406i,0.00022817-0.0074885i,0.0020777-0.0067894i,0.0059474-0.007188i,0.0075234-0.0029879i,0.0085388+0.0047112i,0.010209+0.0088772i,0.011411+0.0029535i,0.0091731-0.0094871i,0.0056881-0.016843i,0.0024747-0.016313i,0.0011201-0.01239i,0.0021875-0.0070463i
0.014513+0.052323i,0.022224+0.10621i,0.037197+0.12799i,0.04251+0.087414i,0.0042398+0.035643i,-0.046263+0.01583i,-0.048337+0.015113i,-0.028124+0.0046029i,-0.028521+0.00076192i,-0.031668+0.013573i,-0.022714+0.017669i,-0.010713+0.012758i,0.001698+0.0078805i,0.0078469+0.0030121i,0.0043008+0.002335i,-0.0012783+0.0054198i,-0.0056506+0.008665i,-0.0080384+0.01366i,-0.0074377+0.018143i,-0.0071515+0.018233i,-0.0083277+0.014719i,-0.0098152+0.0099928i,-0.0097789+0.0065209i
-0.055237+0.023055i,-0.10105+0.032379i,-0.10457+0.020493i,-0.041408-0.018337i,0.010632-0.058487i,0.0028303-0.06014i,-0.013603-0.027798i,-0.011412-0.0077371i,-0.01439-0.0084417i,-0.022968-0.0024779i,-0.016626+0.0080073i,-0.004049+0.0082745i,-0.0012666+0.0043246i,-0.0087857+0.0028015i,-0.019145+0.0024638i,-0.024739+0.0015069i,-0.024867+0.0010961i,-0.018648+0.0013103i,-0.0064858-0.0029569i,0.0042326-0.0097493i,0.0072342-0.01092i,0.0037952-0.0072542i,-0.00085785-0.003358i
-0.038385-0.046341i,-0.073045-0.092825i,-0.091515-0.12067i,-0.063499-0.10638i,0.0086931-0.077882i,0.052585-0.062642i,0.034708-0.040242i,0.014308-0.0092265i,0.017089-0.00079596i,0.014994-0.011002i,0.0077709-0.011885i,0.0041521-0.0080121i,-0.0029272-0.009657i,-0.0088261-0.014422i,-0.0085129-0.020695i,-0.0085967-0.023283i,-0.011969-0.019789i,-0.01622-0.0094799i,-0.018756+0.0068919i,-0.017546+0.01764i,-0.013741+0.017818i,-0.0068593+0.013407i,0.00071346+0.0086607i
0.042779-0.043814i,0.061564-0.081804i,0.039418-0.077735i,-0.019381-0.011726i,-0.042209+0.061645i,-0.0021415+0.073567i,0.020977+0.037478i,0.012986+0.021603i,0.019472+0.023919i,0.029649+0.0096724i,0.0208-0.0052766i,0.0080786-0.0050772i,0.0063539-0.00078499i,0.016623+0.0015988i,0.028692+0.0018589i,0.029325-0.00010406i,0.023529-0.0052071i,0.017751-0.013788i,0.0089481-0.02056i,0.0013897-0.018164i,0.00094946-0.0092983i,0.0058073-0.0023859i,0.0092865-0.0021331i
0.052544+0.040297i,0.10735+0.070321i,0.11091+0.090584i,0.037418+0.10734i,-0.039119+0.12314i,-0.05068+0.11271i,-0.017891+0.066679i,-0.0041807+0.025852i,-0.0051527+0.01615i,0.0026984+0.015721i,0.0089051+0.0094857i,0.0072439+0.0053578i,0.0046767+0.0088843i,0.0039633+0.016182i,0.0068642+0.020048i,0.015328+0.016197i,0.024031+0.0096099i,0.025328+0.0074328i,0.021819+0.01048i,0.020362+0.012751i,0.018811+0.0099703i,0.013443+0.0064503i,0.0062615+0.0032348i
-0.016939+0.049956i,-0.01369+0.097412i,0.028929+0.10463i,0.066794+0.032638i,0.034-0.045087i,-0.019675-0.056401i,-0.029517-0.029939i,-0.020752-0.022037i,-0.026847-0.022028i,-0.028305-0.0060955i,-0.01418+0.0043095i,-0.0027889+0.0024534i,-0.0015015+0.00047223i,-0.0077398+0.0015014i,-0.016244+0.0074249i,-0.014923+0.015283i,-0.0029926+0.015952i,0.0079454+0.003751i,0.0102-0.019139i,0.0042928-0.037024i,-0.0020398-0.038657i,-0.0056065-0.029571i,-0.0069664-0.01848i
-0.045034-0.0013482i,-0.079707-0.0055566i,-0.06748-0.030992i,0.0056456-0.094441i,0.055138-0.15838i,0.021325-0.15158i,-0.021643-0.083999i,-0.024684-0.036002i,-0.020549-0.024447i,-0.022508-0.017465i,-0.021242-0.0090711i,-0.014785-0.0058808i,-0.0083185-0.0082468i,-0.0073386-0.014544i,-0.0099005-0.017171i,-0.013745-0.010496i,-0.01871+0.0034307i,-0.019685+0.018954i,-0.015239+0.032388i,-0.012021+0.03809i,-0.011788+0.032557i,-0.010881+0.021615i,-0.0076698+0.01379i
-0.021149-0.047241i,-0.057479-0.086612i,-0.092143-0.093684i,-0.085208-0.051424i,-0.031099-0.0060554i,0.010523+0.0061795i,0.0098187-0.0001486i,0.0020037+0.0051577i,0.010084+0.012429i,0.014389+0.0040922i,0.0070477-0.003628i,-0.0012435-0.0039541i,-0.0041771-0.0029365i,0.0033413-0.0012013i,0.013363-0.0023741i,0.010849-0.0036343i,-0.0029526-0.00067813i,-0.015573+5.5026e-05i,-0.019113-0.0052931i,-0.015009-0.011559i,-0.0079245-0.010582i,-0.0028451-0.0044971i,-0.0010446-0.00010564i
0.037241-0.027342i,0.04591-0.060978i,-0.0015948-0.051828i,-0.080598+0.025201i,-0.092569+0.10777i,-0.021074+0.10798i,0.026727+0.050823i,0.027117+0.021121i,0.023251+0.021509i,0.023962+0.017442i,0.020551+0.0082248i,0.013609+0.0027248i,0.0043655+0.0016237i,-0.0034699+0.0029901i,-0.0050064+0.0016941i,-0.0051468-0.0057875i,-0.0069283-0.013354i,-0.0044417-0.010918i,0.0033961+0.0022059i,0.0098041+0.013615i,0.010862+0.014626i,0.0095659+0.010989i,0.007319+0.0063295i
0.050836+0.035326i,0.10361+0.061315i,0.1076+0.058317i,0.047206+0.034696i,-0.0094779+0.006661i,-0.020633-0.0051369i,0.0009371+0.0039005i,0.014943+0.0066567i,0.0084041+0.0017436i,-0.0023913+0.0032881i,-0.0028658+0.0070778i,0.0034008+0.0054281i,0.0065776+0.0027722i,0.0032841+0.0037092i,-0.0026533+0.0090644i,-0.0042044+0.011273i,0.0009498+0.0031797i,0.0024737-0.011711i,-0.007838-0.024522i,-0.018751-0.026769i,-0.01939-0.020299i,-0.011129-0.014818i,-0.0023566-0.014707i
-0.028515+0.062785i,-0.017182+0.11245i,0.071667+0.1122i,0.16074+0.035821i,0.12453-0.034735i,0.033174-0.035766i,-0.0086229-0.00063234i,-0.014233+0.012639i,-0.017673+0.0011789i,-0.020339-0.003891i,-0.016193-0.0021445i,-0.011503-0.0014769i,-0.0069099-0.0022441i,-0.0048848-0.0064383i,-0.0082114-0.0085597i,-0.0050612-0.0019801i,0.0051626+0.0089637i,0.016305+0.019398i,0.0282+0.027393i,0.035961+0.031291i,0.033602+0.028719i,0.024368+0.02218i,0.014972+0.014507i
-0.062573-0.035725i,-0.089024-0.045509i,-0.056312-0.021764i,0.03381+0.010819i,0.09846+0.030703i,0.069362+0.039858i,0.011627+0.030948i,-0.013337+0.015683i,-0.01224+0.0079307i,0.0025566+0.0011908i,0.010131-0.0062345i,0.008718-0.0076601i,0.0095284-0.0078898i,0.012956-0.014449i,0.018006-0.018419i,0.019541-0.012775i,0.016509-0.0054965i,0.0072226-0.0087311i,-0.0073273-0.023346i,-0.015733-0.037797i,-0.016902-0.041027i,-0.015112-0.030021i,-0.01211-0.010244i
0.023967-0.065295i,-0.0061251-0.099907i,-0.097389-0.10038i,-0.17076-0.069443i,-0.13818-0.039379i,-0.052296-0.026544i,-0.0083602-0.031755i,-0.0092023-0.029011i,-0.0066564-0.0080403i,0.00366+0.00030928i,0.0083475-0.00052576i,0.009992+0.0026118i,0.0093599+0.0070266i,0.010715+0.012861i,0.0098412+0.013952i,-0.00011296+0.0054948i,-0.0083664-0.0017228i,-0.0048565+0.00021818i,0.0069036+0.0081139i,0.014864+0.014758i,0.014337+0.016348i,0.0092108+0.012493i,0.0046955+0.0054553i
0.049227+0.032607i,0.027734+0.023872i,-0.076862-0.023304i,-0.21538-0.065121i,-0.2652-0.076233i,-0.17937-0.080926i,-0.075486-0.068112i,-0.02502-0.035976i,-0.01196-0.014361i,-0.016972-0.0025409i,-0.019422+0.0060299i,-0.016266+0.0095664i,-0.014926+0.014569i,-0.014043+0.025153i,-0.0081046+0.032753i,-0.0027882+0.029007i,-0.0052488+0.018613i,-0.016297+0.010605i,-0.033093+0.0081682i,-0.039215+0.010279i,-0.028272+0.010236i,-0.015121+0.0026599i,-0.010559-0.0072258i
-0.04031+0.047499i,-0.016508+0.057131i,0.03435+0.046002i,0.063372+0.045836i,0.048935+0.049669i,0.0060577+0.036968i,-0.016288+0.026912i,-0.0031991+0.018512i,0.0057789+0.0024543i,-0.0044107-0.003244i,-0.013611+0.0015964i,-0.015434-0.00017693i,-0.01863-0.008803i,-0.024922-0.017509i,-0.025231-0.023594i,-0.014891-0.021049i,-0.003498-0.010558i,0.0082126-0.00034222i,0.025639+0.0038055i,0.037333+0.0023874i,0.033267+0.0036642i,0.022284+0.0093698i,0.013065+0.010762i
-0.022298-0.047981i,0.029253-0.030266i,0.18547+0.025283i,0.35538+0.07054i,0.37484+0.091832i,0.25757+0.091399i,0.13084+0.062076i,0.054341+0.029816i,0.026951+0.014746i,0.02508+0.0048176i,0.025108-0.0065415i,0.019421-0.01627i,0.015014-0.025337i,0.018815-0.035193i,0.018865-0.037054i,0.012896-0.02794i,0.010338-0.021649i,0.0044212-0.025293i,-0.016193-0.032424i,-0.043725-0.035536i,-0.055944-0.031938i,-0.045794-0.019506i,-0.024746-0.0053537i
0.051508-0.0077189i,0.074736-0.00057673i,0.085388+0.0058073i,0.093469-0.029624i,0.085938-0.075888i,0.054003-0.074259i,0.031774-0.039448i,0.016599-0.011474i,0.0019992+0.0018945i,0.0044144+0.002636i,0.011632-0.0047314i,0.015317-0.0035409i,0.020053+0.0065323i,0.016887+0.022407i,0.0057627+0.038214i,-0.005519+0.041916i,-0.010822+0.038706i,-0.0010922+0.036023i,0.02281+0.030834i,0.045362+0.023481i,0.048319+0.017315i,0.036996+0.010633i,0.025686+0.0035088i
-0.020882+0.037512i,-0.084745+0.044795i,-0.21915+0.014736i,-0.35893-0.049084i,-0.39061-0.098812i,-0.29265-0.074726i,-0.15289-0.018014i,-0.06303+0.0025653i,-0.033097+0.0079345i,-0.021926+0.017034i,-0.01384+0.020876i,-0.0080765+0.021673i,-0.0068206+0.019695i,-0.011421+0.015828i,-0.014208+0.016447i,-0.0091593+0.020077i,-0.0056907+0.021398i,-0.014511+0.022307i,-0.025682+0.025932i,-0.023177+0.025186i,-0.010316+0.015097i,-0.0019337+0.002297i,-0.0021711-0.0030655i
-0.042495-0.0047159i,-0.1055-0.026083i,-0.20621-0.042446i,-0.27147+0.0034897i,-0.21693+0.083433i,-0.096138+0.093647i,-0.034983+0.050741i,-0.02371+0.028287i,-0.0067354+0.018583i,-0.0013568+0.0070813i,-0.0068552+0.0071332i,-0.0078662+0.0092156i,-0.0066787+0.0012007i,-0.0057933-0.021038i,-0.006082-0.045879i,-0.0079209-0.053514i,-0.0065914-0.045619i,0.0032945-0.038624i,0.016422-0.039186i,0.022918-0.034095i,0.022484-0.019037i,0.020925-0.0065881i,0.015787-0.0026827i
0.0089407-0.012628i,0.045182-0.031264i,0.11765-0.014459i,0.2126+0.064923i,0.2795+0.11911i,0.25135+0.068007i,0.13722-0.0047495i,0.052053-0.011795i,0.028306-0.0071241i,0.014075-0.019389i,0.0061827-0.021979i,0.0066086-0.019907i,0.0082625-0.013277i,0.01868-0.0031191i,0.027995-0.0057369i,0.021958-0.016838i,0.0090385-0.026148i,-0.0062006-0.024184i,-0.027569-0.0078403i,-0.047342+0.0079607i,-0.053136+0.011619i,-0.045168+0.008715i,-0.030116+0.0062679i
0.0067439-0.011313i,0.08291+0.00029623i,0.21525+0.011065i,0.27753-0.019128i,0.18337-0.068321i,0.050455-0.080609i,0.0040287-0.06101i,-0.0061797-0.049672i,-0.024742-0.034996i,-0.025435-0.016902i,-0.015028-0.012891i,-0.0086457-0.0078626i,-0.0045878+0.0073087i,-0.001896+0.02814i,0.0024178+0.048072i,0.010877+0.053749i,0.017979+0.044385i,0.024311+0.029046i,0.035407+0.0077685i,0.046173-0.013514i,0.043905-0.020465i,0.027999-0.014132i,0.011407-0.0057322i
0.046801-0.012518i,0.07678+0.0048929i,0.080874+0.0087252i,0.021313-0.06891i,-0.10009-0.1331i,-0.16866-0.068252i,-0.1063+0.010002i,-0.032704+0.0074362i,-0.02132+0.0010698i,-0.012501+0.022489i,-0.001476+0.028284i,-0.0048852+0.016186i,-0.01173-0.0019256i,-0.02043-0.013454i,-0.01668-0.0094003i,0.0028734-0.0015027i,0.015789+0.0031689i,0.0095395+0.0064768i,-0.010335+0.011064i,-0.026091+0.014265i,-0.029598+0.0092401i,-0.02566+0.0038512i,-0.017329+0.0051182i
0.0049234+0.076996i,-0.042623+0.098226i,-0.12639+0.050057i,-0.13502-0.0273i,-0.033491-0.050596i,0.042446-0.01936i,0.032687+0.016636i,0.019946+0.033755i,0.027+0.026271i,0.024908+0.01003i,0.018307+0.001258i,0.013704-0.0075459i,0.0051285-0.017956i,-0.0058498-0.02575i,-0.02092-0.02531i,-0.035522-0.011665i,-0.033766+0.004805i,-0.01719+0.004923i,0.00045981-0.013117i,0.0094594-0.022431i,0.015577-0.013014i,0.024518-0.0063775i,0.027033-0.011927i
-0.12714+0.01473i,-0.22692+0.014249i,-0.28288+0.017012i,-0.23378+0.071291i,-0.080826+0.10007i,0.044546+0.023075i,0.037947-0.032993i,-0.0025455-0.004097i,0.0086156+0.01316i,0.018141-0.0065819i,0.011191-0.014661i,0.008062-0.0083062i,0.0076063+0.0059368i,0.010814+0.020881i,0.0081172+0.024485i,-0.0091066+0.022062i,-0.027033+0.022971i,-0.030027+0.031692i,-0.018353+0.045073i,-0.0053094+0.047238i,-0.0026714+0.034219i,-0.0054347+0.019259i,-0.0051931+0.01097i
-0.0032469-0.139i,-0.0068036-0.21253i,-0.041973-0.14735i,-0.13179+0.033178i,-0.21373+0.14136i,-0.18816+0.10887i,-0.10504+0.030625i,-0.05588-0.0085247i,-0.042608-0.0082833i,-0.04026+0.0025137i,-0.03127+0.011196i,-0.013038+0.016856i,0.006849+0.019138i,0.0187+0.013338i,0.021839-0.003112i,0.02142-0.016793i,0.019834-0.022708i,0.016839-0.027767i,0.014529-0.035705i,0.012439-0.04148i,0.012072-0.034598i,0.011577-0.018544i,0.0071109-0.0038597i
0.17204+0.0029865i,0.31291+0.022728i,0.37559+0.015882i,0.30362-0.0082591i,0.15763+0.019655i,0.050409+0.078932i,0.039997+0.078736i,0.043393+0.025968i,0.017253+0.0068881i,0.0075026+0.020615i,0.0058291+0.018613i,-0.00098096+0.0095112i,-0.0054011-0.0028679i,-0.0077682-0.021459i,-0.0011645-0.03194i,0.011898-0.0394i,0.016596-0.04581i,0.0072142-0.036146i,-0.0082774-0.0072504i,-0.017811+0.021538i,-0.022021+0.032763i,-0.020303+0.029254i,-0.0099494+0.019319i
-0.016822+0.15979i,0.023063+0.23742i,0.17359+0.1694i,0.3696-0.059417i,0.42578-0.23897i,0.31132-0.20536i,0.16785-0.080343i,0.083159-0.016998i,0.044716-0.014747i,0.02769-0.027338i,0.018028-0.033605i,0.0090847-0.031903i,0.00024023-0.026849i,-0.008169-0.016193i,-0.014607+0.0029188i,-0.015063+0.021955i,-0.0093855+0.030233i,-0.0024872+0.01934i,-0.0020158-0.0064999i,-0.0031336-0.023644i,0.0052903-0.023401i,0.011993-0.021333i,0.0089913-0.023138i
-0.16531-0.031787i,-0.28654-0.030449i,-0.33562-0.012148i,-0.28458-0.026826i,-0.20066-0.088048i,-0.14446-0.12007i,-0.10759-0.078492i,-0.066308-0.019763i,-0.028432+1.4772e-05i,-0.0069608-0.0019487i,0.0045709+0.0021913i,0.0062095+0.0067645i,0.0048843+0.013376i,0.012928+0.026644i,0.020043+0.035503i,0.019648+0.035451i,0.013419+0.029233i,0.0083264+0.025168i,0.013657+0.021596i,0.018763+0.0064735i,0.0073441-0.011633i,-0.010269-0.014903i,-0.015477-0.0048264i
