-0.00017397+0.00024161i,0.0017711-0.00037893i,0.0015236-0.00093934i,-0.00055145-0.0011763i,-0.0023487-3.9624e-05i,-0.0018859+0.0012742i,-0.00042171+0.0016419i,-0.0002701+0.0017124i,0.00062646+0.0017011i,0.00064329+0.0011411i,0.0005795+0.00040092i,0.00023419-0.00066874i,-0.00061518-0.0011616i,0.00022552-0.00062918i,0.0010732+0.00019207i,0.00080719+0.00075411i,0.00049567+0.0004752i,0.00053789-0.00031547i,4.0038e-05-9.2417e-06i,-0.00055365-4.6368e-05i,-0.00040467-0.00034037i,-0.00010351+0.00066937i,0.00018043+0.00049626i
-0.0022078-3.3176e-05i,-0.0024259-0.00062126i,-0.0017512-0.00025124i,-0.0019426+0.0011703i,-0.0011342+0.0022707i,5.1549e-05+0.0024485i,0.00025988+0.0018101i,-0.00026731+0.0010848i,-0.00063642+0.00060568i,-0.0003198+0.00051299i,-0.0001099+0.00026119i,-0.00013776+3.5957e-05i,0.00055716+0.00030903i,0.00085723+0.00028849i,0.00068781+0.00044593i,0.00087461+0.00065934i,0.00070264+0.00010145i,0.00066073-0.00051197i,0.00013325-0.00053766i,-0.00030857+0.0003484i,-0.00021283+0.00063446i,-0.00014402-0.00061773i,-5.906e-05-0.0015541i
0.0010388-0.0020234i,0.00099892-0.0026398i,-2.6605e-05-0.0017061i,-0.00065164+0.0005075i,-5.6203e-05+0.0019176i,0.00056521+0.0019409i,0.00019375+0.0014857i,-7.2737e-05+0.00052736i,0.00023786-0.00034352i,0.00059572+0.00032373i,0.00025562+0.0010873i,-3.1106e-05+0.00080774i,-0.00017273+2.0012e-05i,-0.00011387-0.00055972i,0.00012296-0.0005133i,0.0005337-0.00064586i,0.0010946-0.00032059i,0.00041516+0.00022855i,-0.00047038+0.00030318i,-0.00029725+0.00044814i,-7.8136e-06+0.00037977i,8.8024e-05-3.2143e-05i,0.00053724+0.00059131i
5.7705e-06+0.0020684i,-0.00021983+0.0021693i,-0.00072411+0.0030973i,0.00017472+0.0027261i,0.000408+0.0010032i,0.00016807-5.431e-05i,-0.00023564-0.00039428i,0.00017844+0.0001736i,0.00047429+0.00057441i,0.0006978+0.00058724i,0.00025204+0.00027979i,-0.00025601-0.00041981i,-0.00066814-0.0007518i,-0.0013916-0.000376i,-0.0010941-2.3483e-05i,-0.00065867-0.00014776i,-0.00030825-0.00016562i,-0.00010124-0.00056016i,-0.00018973-0.00078062i,0.00036073-0.00048272i,0.00017985+8.4416e-05i,-0.00069195+0.00021307i,0.00016448+8.7969e-06i
-0.0013707-0.00067583i,-0.0017782-0.0015678i,-0.001505-0.0017755i,-0.0010869+0.00032237i,-0.00079128+0.0022244i,-0.00072303+0.0020165i,-0.00070393+0.00073151i,0.00026888+0.00024219i,0.0005338+0.00040098i,0.00043266+9.9674e-05i,0.00055467-0.00021127i,0.0001628-0.0002423i,-0.0001735+0.00017157i,-0.00094907+0.00038979i,-0.00059168-0.00065659i,0.00032913-0.0012343i,0.00026298-0.00072591i,-9.7945e-05+0.00069665i,-0.0004326+0.00081217i,-0.00057844+0.00033226i,-0.00032519+0.00021871i,-4.8034e-05-5.0853e-05i,-0.00030287+0.00051308i
0.0010291+0.00024698i,0.0016251+7.7444e-05i,0.002105-0.00083012i,0.0014033-0.00040717i,-0.00062749+0.00023908i,-0.0015542+0.00028975i,-0.0012517-0.00011873i,-7.3348e-05+1.1107e-05i,0.0011084+0.00061316i,0.0013759+0.00044583i,0.00088557+0.00064822i,0.00019488+0.00076159i,-0.00043214+0.00071663i,5.3847e-05+0.00043762i,0.00090831+0.0001982i,0.0009678+0.00025751i,0.00059212+0.00025667i,0.00072991+4.3377e-05i,0.00023369-0.00056119i,-0.00012696-0.0012132i,0.0006474-0.00099374i,0.00067816-0.00034148i,0.00034741+0.00014851i
0.0023048+0.0007985i,0.0016845+0.00083457i,0.00044489+0.00083274i,-0.00033977+0.0004382i,-0.00064812+0.000398i,-0.0011057+0.001262i,-0.0011082+0.0015088i,-0.0005064+0.00092328i,0.00016927+0.00046501i,0.0004134+0.00053857i,0.00019699+0.0007779i,0.00030537+0.00044939i,0.0007441+0.00041081i,0.00068333+0.00097274i,0.00061739+0.00029012i,0.00057556-4.9423e-06i,0.0010932+0.00040874i,0.0013893+0.00079135i,0.00032427+0.00069388i,-0.00054468-0.00039419i,-0.00066222-0.00088767i,-0.00019-0.00048046i,-0.00011808+1.5831e-05i
-0.0013625-0.0012895i,-0.0024339-0.0014028i,-0.0026013-0.0015275i,-0.002116-0.00062013i,-0.0013136+0.00023639i,-5.9417e-05-3.1649e-05i,0.00078482+0.00022057i,0.0016813+0.00081346i,0.0013014+0.00099082i,9.2307e-05+0.0011531i,-0.00022893+0.0011417i,-0.00030466+0.0014369i,-3.0317e-05+0.0014236i,8.1818e-05+0.001003i,-0.00037266+0.00020968i,-0.00039056-0.00067582i,0.00025991-0.00062979i,0.00028083-0.00040198i,-0.0002687+0.00043548i,-0.00052898+0.0012687i,-0.0003007+0.00062398i,-0.0001425+0.0002262i,-0.00015085+0.00021925i
0.0023978+0.0014732i,0.0027985-9.3934e-06i,0.0027457-0.00038068i,0.0016641-0.00028588i,0.00042929+0.00011341i,-0.00049412+9.7258e-05i,-0.00080586+0.00020059i,-0.00028117+0.00024899i,0.00047098+0.00015647i,0.00097226+0.00026412i,0.00046565+0.00016774i,-0.00056436-0.00084308i,-0.00030954-0.0013894i,0.00014072-0.00038751i,-1.0473e-05+0.00026928i,9.6279e-05+0.00031928i,0.00046445+0.00071114i,0.00058937+0.00084008i,0.00041854+0.00043013i,-0.00021151-0.00012925i,-0.00037858-0.00026128i,-0.0003165-0.00038172i,-2.3437e-05-0.00030323i
0.00081008+0.0001545i,0.00048258+3.4769e-05i,-0.0005072+0.00062444i,-0.00054218+0.0016028i,-0.00030774+0.0027312i,-0.00069874+0.0023171i,0.00020379+0.0016034i,0.0013065+0.00068836i,0.0011312-0.00013017i,9.3956e-05-0.00069647i,-8.921e-05-0.0011002i,0.00030751-0.00078576i,0.00048524-0.0004089i,0.00063945-0.00067009i,0.00033068-0.0011297i,0.00043742-0.001083i,0.00060397-0.00035257i,0.00013962-0.00018102i,-0.0006192-9.5535e-05i,-0.00054139+0.00014892i,0.0003868-0.00012172i,0.00018773+0.0002275i,-0.0010461+0.00015712i
-0.00019315-0.00017038i,0.001169-0.00024193i,0.0020613+0.00058777i,0.0018797+0.00098565i,0.0020264+0.0010099i,0.0016529+0.00044879i,0.0010058-0.0003914i,0.00072631-0.0007143i,0.0011839-0.00033404i,0.0013039+0.00022225i,0.0012967+0.00031887i,0.00083829+0.00034416i,-0.00027382+2.1278e-05i,-0.00029632-0.00035328i,0.00057805-0.00021182i,0.00091061+0.00012128i,0.00060327+0.00056376i,0.00023521+0.0010751i,0.00050269+0.00026313i,0.00098984+0.00018326i,0.0017313+0.00089929i,0.0013966+0.00081637i,0.00068159+0.00043886i
-4.3099e-05-0.0019106i,-0.0014992-0.001356i,-0.0026195-0.00091358i,-0.002346-6.7563e-06i,-0.0014779+0.00062864i,-0.0018312+0.00074987i,-0.0011814+0.00091545i,0.00043083+0.0010577i,0.00070352+0.00064474i,0.00048071+0.0001574i,0.00073928+0.00012323i,0.00035249+0.00041475i,0.00045299+6.1535e-05i,0.0011663-6.0153e-05i,0.0010987-4.2109e-05i,0.0014551-0.00090021i,0.00097552-0.00087168i,-0.00011619-0.00060749i,-0.0011526-4.4898e-05i,-0.00054782+0.00042755i,0.00051256+0.00027477i,0.0002423-0.00024696i,1.1812e-05-0.00058741i
-0.00039102+0.0014794i,0.0013272+0.00092128i,0.001976+0.0019158i,0.0023264+0.003261i,0.0025873+0.0036061i,0.0022459+0.0024171i,0.0013393+0.001225i,0.00037355+0.0010622i,0.00032027+0.0004205i,0.0011835+0.00019939i,0.00092079+0.0004172i,0.0001889+0.00019196i,-0.00018213+0.0002988i,-0.00022384+0.0008032i,-0.00032249+0.00084288i,0.0001428+0.00069155i,0.0007866+0.00040209i,0.00047038-0.00021954i,-0.00033017+4.1212e-05i,-0.0005105+0.00051162i,-0.00011833+0.00026723i,-0.00023122+0.00031105i,9.348e-06+0.00036062i
-0.0023735+0.0013232i,-0.0023744+0.0019976i,-0.0016812+0.0028695i,-0.00027232+0.0046645i,0.00029352+0.0045403i,0.00042292+0.002441i,0.00024874+0.0012354i,0.00060173+0.00049285i,0.00068502-0.00016705i,0.00034247-0.00043144i,1.2458e-05-8.6277e-05i,-0.00028246-5.9489e-06i,0.00017943-0.00042491i,-2.6201e-05-0.0012189i,-0.00055474-0.0013554i,-0.00042728-0.00044223i,-0.00052966-0.00023105i,-0.0006545-0.00060404i,-0.0011638-0.00063829i,-0.00085459-0.00077162i,0.0002579-0.00053039i,0.00028323+3.0336e-05i,0.00013213+0.00064959i
-0.0012388+0.00033395i,1.7826e-05+0.00084992i,-0.00079713+0.0016589i,-0.0010451+0.002021i,-0.00083708+0.0019302i,-0.00017232+0.0013205i,0.0004199-8.8752e-05i,0.00097844-0.00035229i,0.00094063-0.00029672i,0.00049869-0.00067275i,0.00066703-0.00026872i,0.0002259-0.00028006i,-0.00011987-0.00063981i,-4.1717e-05-0.0012478i,0.00011107-0.0013733i,-0.00022395-0.00032641i,2.1594e-05+0.00076808i,0.00060971+0.00049059i,2.8455e-05+6.0467e-05i,-0.0010618-0.00035752i,-0.0010869-0.0007425i,-0.00028797-4.7196e-05i,-0.00037989+0.00026696i
0.00046733+0.0012536i,0.00055216+0.0012329i,0.00092777+0.0018284i,0.00060238+0.0026662i,0.0011283+0.0025458i,0.0010285+0.0013633i,0.00056905+0.0001003i,0.00020965-0.00048838i,-0.00022269-0.00089158i,-0.00017863-0.00058391i,0.00019851-0.00014587i,0.00048892-0.00042259i,0.0001288-0.00059912i,9.9146e-05-0.00062506i,0.0004987-0.00056034i,0.00056887-0.00049131i,0.0002212-0.00012085i,-0.00015462-0.00028579i,0.0002664-0.00040219i,0.00061617+0.00031945i,-1.9686e-05+0.00061933i,-0.00087875+8.0773e-05i,-0.00072602+0.00026907i
-0.00011099-0.00029417i,-0.00077165-0.00046082i,-0.0012671+0.00030969i,-0.0021162+0.00023183i,-0.0019691+0.00064264i,-0.00085953+0.0014637i,-1.5874e-05+0.0014132i,0.0001194+0.00043074i,0.00055453+6.488e-05i,0.00085585-0.00015315i,7.8747e-05+0.00025645i,-0.0001001+0.00095307i,0.00042747+0.0010221i,0.00057412+0.00070626i,0.00011781+5.3942e-05i,-5.0704e-05-0.00050751i,0.00043084-0.00032048i,0.00052863+0.0007147i,1.1705e-05+0.001309i,-0.00054733+0.00056235i,-0.00017477-0.00062459i,0.00029034-0.00081229i,0.00053069-0.00017757i
0.0015303-0.0013734i,0.00029353-0.0015583i,-0.0004407-0.0014143i,-0.00084641+0.00052023i,-0.0016535+0.0020346i,-0.0010198+0.0022557i,-0.00049945+0.0021847i,-0.00036725+0.0013712i,0.00083612+5.3015e-05i,0.0014898-0.00047985i,0.0011305-0.0001936i,0.00067323+9.427e-05i,-6.3644e-05-0.00044101i,-0.00085966-0.00059805i,-0.00055166-9.6175e-05i,0.00043638-0.00040065i,0.0011943-0.00013825i,0.00091449+0.00026361i,-0.00031658+0.00080863i,-0.00040399+0.0012638i,0.00057452+0.00084122i,0.00047772+0.00057653i,-9.3065e-06+0.00066989i
0.0016026-0.0011921i,0.00095536-0.002265i,-0.00070901-0.0026517i,-0.0016513-0.0015698i,-0.00082921-0.00023932i,-0.0003246+0.00059066i,-0.0011844+0.00056011i,-0.00063966+0.00061706i,0.00056067+0.00065815i,0.00054092+1.0666e-05i,0.00010027-0.00024775i,-0.00016512+5.4073e-05i,0.00010006+0.00049985i,0.00021462+0.00049925i,0.0010552+0.00013892i,0.0014462-6.6905e-05i,0.00021179+0.0001847i,5.4774e-05+0.00034241i,0.00061441+0.0001562i,7.2272e-05-0.00032811i,-0.00032113-0.00053383i,-0.00054323+0.0001492i,-0.00037853+0.00041136i
0.00083072-0.0017146i,-0.00015916-0.0020689i,-0.00066717-0.0013789i,-0.00026305-0.00031727i,-0.0005579+0.0002856i,-0.0010683+0.0013806i,-0.00086413+0.0014463i,-0.00049514+0.00072325i,-1.7952e-05-1.0036e-05i,2.0358e-05-0.00016963i,-0.00066843+0.00021671i,-0.0010178+0.00016036i,-0.00041884-0.00010346i,0.00046269-0.00033517i,0.00072292-0.00076241i,0.00078621-0.0012558i,0.00079739-0.00071447i,-0.00012064-0.00029631i,-0.0006495-0.00039208i,-0.00042355-6.6671e-05i,5.2504e-05-0.00024448i,7.9208e-05-0.00053312i,-0.00070209+2.8715e-05i
-0.00042539+0.00052233i,-0.00012243+0.0003117i,-0.00089911+0.0017287i,-0.0016562+0.0033439i,-0.00099341+0.0033405i,-0.00042479+0.0021531i,0.0001061+0.00096421i,0.00082553+0.00050859i,0.00084101-0.000374i,0.0012278-0.00030258i,0.0012799+0.00020726i,0.00046366+0.00029347i,-0.00033764+0.00054872i,-0.00072326-0.00015025i,-0.0003325-0.00058548i,-0.00023415-0.00049435i,-0.00086891+1.7549e-05i,-0.00079311+0.0001307i,-0.00041852-0.0004338i,-0.00011332-0.0004407i,0.00011846+0.00035554i,0.00031509+0.00063998i,0.00017516+0.0003455i
0.002012+0.00069047i,0.0013757+0.00057533i,0.00099998+0.00049884i,0.00048523+0.00057465i,-0.00019041+0.00013626i,-0.000131+0.00013268i,1.0746e-05+0.00023072i,0.0010418+0.00083305i,0.0019076+0.0015498i,0.0014643+0.0019689i,0.00093714+0.0012852i,0.00080043+0.00043562i,0.0007601+0.00030619i,0.00052719-3.7468e-05i,4.7537e-05+0.00035297i,-0.00024907+0.00092749i,-6.3477e-05+0.00078279i,-0.00015616+0.00011313i,0.00038792-0.00010866i,0.00015915+0.0005461i,-0.00049674+0.0013055i,-0.00012345+0.0013867i,-0.00025223+0.00061671i
0.0018022+0.00074279i,0.001498-0.00023574i,0.0016575-0.0010958i,0.00062424+0.00010264i,-0.00081192+0.0012198i,-0.0016115+0.00070696i,-0.0013488+8.1219e-05i,-0.00049214+4.8117e-05i,0.00036916-7.3496e-05i,0.000541-0.00019501i,0.00030266-0.00012087i,9.2039e-05+0.00038236i,-0.00023428+0.00037773i,-0.0005267-0.00017534i,-0.00026645+0.00012207i,0.00026706+0.00069846i,0.00020806+0.00036251i,0.00026666-0.00038482i,0.00039591-0.00030653i,0.00013462+0.00032508i,0.00022213+0.00071502i,0.00010887+0.00047832i,-4.3253e-05-0.00037467i
-0.0013327+0.00052891i,0.00086191+0.002058i,0.002066+0.0032415i,0.002267+0.0031494i,0.0011865+0.0031175i,0.00022244+0.0021329i,0.00063201+0.00080658i,0.0011434+0.001032i,0.00066151+0.0009906i,0.00042269+0.00051324i,0.00039099+0.00048886i,0.00039185+0.00014783i,0.00036636-0.0003354i,-6.1008e-06-0.00051221i,-0.00075827-0.00064677i,-0.00088952-0.00068703i,1.7749e-05-0.00032595i,-0.00010275-0.00017521i,-5.4956e-05+2.0482e-05i,-7.6938e-05+0.0001131i,-0.00023517-0.00010579i,-0.00066803-0.0004787i,-0.00079911-0.00065937i
0.0003423+0.00020692i,0.00068599-0.00065811i,0.0001733-0.0014948i,-0.00099405-0.00070343i,-0.00087824+0.00026209i,4.3831e-05-0.00022651i,0.00020489-0.00055171i,0.00021669+0.00045458i,0.00054332+0.0012431i,0.00048605+0.00078205i,0.00051631+5.7105e-05i,0.00034703+0.00022796i,-0.00038004+0.00073392i,-0.0010563+0.00010993i,-0.00052551-0.0011042i,-0.00046683-0.00096647i,-0.00036072-0.00064086i,0.0005658-9.0687e-05i,-1.7962e-05+0.00029528i,-0.00021403+0.00040401i,-0.00044304-0.00019332i,-0.00064246-0.0004123i,-0.00013904-0.0001815i
-0.0014681+0.0010785i,-0.0014684+0.0012536i,-0.0015917+0.0019548i,-0.00098967+0.0025455i,-0.00051046+0.0022303i,8.9752e-05+0.0023675i,0.00054229+0.0019591i,0.00059836+0.00073145i,0.00028166-0.00030942i,-0.00026013-0.00049501i,-0.00052332-0.0012206i,-0.00014951-0.0013313i,0.00015585-0.0011742i,-0.00014878-0.0010889i,-0.00027577-0.00083176i,-0.00025621-0.0017025i,0.00034768-0.001543i,0.00058163-0.00026972i,0.00010812+0.00049407i,0.00012758+0.000813i,-3.1003e-05+0.0009656i,-0.00022144+0.0012953i,-0.00023852+0.0010047i
0.0015719+0.0014001i,0.0024886+0.00041632i,0.0013932+9.9196e-05i,0.001237+0.00085217i,0.0018265+0.0016003i,0.0012576+0.0012912i,0.00095359+0.00087779i,0.00068195+0.00064861i,0.00070816+0.0010566i,0.00081679+0.0015855i,0.00086133+0.00082167i,0.00029408+0.00010727i,-0.0011054+0.00064061i,-0.001642+0.00037202i,-0.00049871+2.0216e-05i,0.00072081-5.4869e-05i,0.0014157-0.00018699i,0.0013231-0.00079324i,0.00011772-0.00063534i,-0.00049785+0.00019645i,-0.00068414+0.0006011i,-0.00064583+0.0010152i,-0.00041417+0.00054732i
-0.0014173+0.00080944i,-0.0023811+0.0014796i,-0.0035402+0.0021986i,-0.0036271+0.0021726i,-0.0024395+0.0017663i,-0.00057637+0.0015252i,0.00025577+0.0013788i,0.00072665+0.0012663i,0.0011422-0.0001444i,0.00051348-0.00052288i,0.00011651+0.00041138i,8.8516e-05+0.00062996i,-0.00016467-0.00027071i,-9.761e-05-0.00089109i,6.1085e-05-0.00068934i,0.00012148+0.00024486i,4.0095e-05+0.00044461i,1.9729e-05-0.00017995i,7.2475e-05-0.00054217i,-0.00018106-0.00015645i,-0.00022422+0.00053941i,-0.00010962+0.00057103i,-0.00034061+6.9172e-07i
0.0013358-0.0013938i,0.00074147-0.0021206i,0.0010623-0.0015123i,0.00030132-7.6408e-05i,-0.0014291+0.0014883i,-0.0015515+0.0012101i,0.00029729+0.00032081i,0.001237-0.00021745i,0.0013977-0.00094032i,0.00069612-0.00094978i,6.2188e-05-0.00068228i,0.00038453-0.0008976i,7.7655e-05-0.00050002i,-0.00040607+0.00026441i,-0.00057352+0.00064762i,-0.0001394+0.00036026i,-0.00010074+0.00045522i,-0.00030951+0.00061477i,0.00024445+6.5638e-05i,0.00073204-0.00032946i,0.00040902-0.00034391i,0.00043482-0.00048906i,0.0002607-0.00096058i
-0.00091728+0.00016965i,-0.0014437+0.0012281i,-0.0005643+0.0021934i,0.00066305+0.0025581i,0.00070356+0.00237i,-0.00016256+0.0017542i,-0.00060442+0.00066473i,-0.00022098+0.00020094i,0.0002172+0.00032546i,-0.00038212+0.00021242i,-0.00058461-0.00034359i,-0.00021239-0.00092781i,-0.00030057-0.00049453i,-0.00025015+0.00011689i,0.00063229-0.00067301i,0.00037949-0.00095341i,-0.00052181-0.0005436i,-0.00072201-0.00059677i,-0.00072864-0.00069757i,-0.00081225-0.00039637i,-0.0011495-0.00071091i,-0.0014082-0.00041096i,-0.00091961+0.00037514i
0.00094618-0.0011232i,0.00023885-0.00061493i,-0.0019711-0.0013814i,-0.0030042-0.0010157i,-0.0020192+0.00062824i,-0.00073987+0.00075932i,0.0003927+0.00074441i,0.0011263+0.00068803i,0.00094809+0.00044377i,0.00014546+0.00072667i,3.0895e-05+0.00052901i,-0.00025701+0.00018618i,-0.0010472+7.3581e-05i,-0.00037913+7.3346e-05i,0.0007089+0.00027152i,0.00085327+0.00039162i,0.0016147+0.00038728i,0.0017022+0.00041181i,0.00060661-0.00015421i,0.00026212-0.0010455i,-0.00029676-0.00089849i,-0.0004889-0.00046009i,0.00021538-0.00036555i
-0.0031921-0.00022914i,-0.0041781+0.00045816i,-0.0027131+0.0014804i,-0.002425+0.0024061i,-0.0024427+0.0016974i,-0.0012907+0.0012693i,-9.3187e-05+0.0011862i,0.0010123+0.00036325i,0.0011977-0.00025925i,0.00010783-0.00082111i,-0.00037738+8.1121e-05i,-0.00021125+0.00063368i,0.00033409+0.00011531i,0.0010059-0.00050857i,0.00082499-0.00016449i,6.2651e-05+0.00080572i,-0.00016106+0.0014425i,0.0004065+0.00056662i,0.00031177-9.0452e-05i,-0.00025862+0.00027346i,-0.00015602+0.0006489i,0.00023255+0.00063769i,-0.00022963+2.2497e-05i
0.0016527-0.00061716i,0.0020958+0.00086016i,0.001931+0.0017809i,0.00071001+0.0028384i,-0.00046723+0.0032702i,-0.00027071+0.0026597i,4.6923e-05+0.00090947i,3.4044e-05-6.8934e-05i,0.00021545+0.00015631i,0.00036487+0.00018863i,0.00050432+0.00088863i,0.00048219+0.0013392i,0.00074288+0.00091493i,0.00095701+0.00087156i,0.0010937+0.00070659i,0.00083985-0.00054812i,0.00077183-0.0012294i,0.00015903-0.0010321i,-0.0005967-0.00046506i,0.00011964+0.00017838i,0.00042072+4.0972e-05i,0.00014987-0.00044947i,-0.0005697+1.8644e-05i
-0.0017513-0.00032019i,-0.0019254-0.0002395i,-0.0021529+0.0016968i,-0.0018814+0.002948i,-0.0009626+0.0024234i,-7.3632e-05+0.0013293i,0.00037912+0.00028404i,0.00042243-0.00050375i,0.00033563-0.00058968i,0.00037598-0.00037187i,0.00057413+3.9739e-05i,7.9254e-05+0.00027865i,-0.00034427-7.7012e-05i,-0.00055679+8.568e-05i,-0.0006387+0.00068548i,0.00019858+0.00032713i,0.001152-8.7718e-06i,0.001159+0.00018495i,0.00042261+0.00016164i,0.00013884-0.00017878i,0.00025588-0.00065158i,-7.2291e-05-0.00082525i,7.739e-05-0.0007037i
0.0028077+0.0012361i,0.0029087+0.00066336i,0.0031581-0.00055602i,0.0016355-0.00042667i,0.00024559+0.00060704i,0.00014637+0.0010677i,-0.00028188+0.00058674i,-0.00027012+0.00010983i,0.00035961+0.00024428i,0.00097327+0.00017578i,0.00013224-0.00079013i,-0.00070887-0.00027628i,-0.00086669+0.00030721i,-0.0012639-9.1578e-05i,-0.0014382+0.00065358i,-0.001246+0.00062178i,3.6862e-05-0.00039105i,0.00092278-0.00058314i,0.00081266-0.00043234i,0.00043097-3.5701e-05i,0.0001609+0.00017868i,-0.00011751+2.0077e-05i,-0.00038119-0.00037303i
0.00022902-0.0024209i,-0.0012111-0.0019662i,-0.002755-0.0017359i,-0.0028213+4.2849e-05i,-0.0019985+0.0015903i,-0.00038248+0.0015006i,0.00086945+0.0010712i,0.00092651-4.5446e-06i,0.00068881+1.687e-06i,0.00093626+0.00041825i,0.00079676+0.00047184i,-4.9212e-05+0.00093305i,0.00031164+0.0014125i,0.00059886+0.00084575i,0.00011408+0.00028692i,6.3259e-05+8.8811e-05i,1.5635e-05-0.0002895i,0.00020535-0.00051589i,0.00099684-0.00013717i,0.0015005+0.00047361i,0.00085161+0.00081091i,0.00052746+0.00095329i,0.00047309+0.00033845i
-0.00095588+0.0020667i,-0.0001607+0.0020298i,-0.00081086+0.0010961i,-0.0017064+0.001695i,-0.0012578+0.0025522i,-0.00036101+0.0021364i,2.4659e-05+0.00089935i,8.611e-06-0.0006168i,-9.123e-05-0.0012961i,0.00058604-0.00044327i,0.00093712+0.00022784i,0.00020259-0.0003407i,0.00035279-0.00094607i,0.00044793-0.00060386i,3.5471e-05-6.1215e-05i,0.00013488+0.00031303i,0.00021089+0.00048547i,8.07e-05+0.00014018i,-0.00027947+1.7471e-05i,-0.00077087+5.2485e-05i,-0.00085454-0.00047857i,-0.00079906-0.00063593i,-0.00043711+1.2402e-05i
-0.0015054-0.0018847i,-0.0019812-0.001669i,-0.0022536+9.3261e-05i,-0.0021356+0.0015124i,-0.00045992+0.0028358i,0.00063425+0.0035336i,0.00035208+0.0024232i,0.00041412+0.0012744i,0.00082685+0.00074025i,9.9904e-05+0.00016766i,-5.1578e-05+0.00020888i,-2.751e-06+0.00035396i,-0.00018332+5.2624e-05i,1.6232e-05-0.00043567i,0.00018154-0.00030412i,0.00017874-0.00012828i,0.0002025-8.1703e-05i,0.00037319-7.3288e-07i,0.00035171-6.0916e-05i,0.00064694-0.00010882i,-0.00010171+7.8892e-05i,-0.00038344+0.00075595i,-0.00017652+0.0007407i
-8.1132e-05+0.0033579i,0.00104+0.0036674i,0.0011413+0.0035228i,0.0012478+0.0025633i,0.0016483+0.0013889i,0.0010937+0.00020686i,0.0002373-0.00058115i,-0.00014293-0.00076133i,-6.2376e-05+0.00021548i,0.0004448+0.00082998i,-3.6037e-05+0.00035944i,-0.0007035+9.4019e-05i,-0.0012179+0.00023106i,-0.00077349+0.00028665i,0.00018457+0.00043832i,0.00078337+0.00050848i,0.0011163+0.00079315i,0.00071529+0.0010021i,0.000937+0.00080591i,0.0010354+0.00075693i,0.00030565+0.00091722i,1.0026e-05+0.00045144i,0.00021281-0.00041062i
-0.0020074+0.00036616i,-0.0015981+0.00021513i,-0.0014672+0.0006116i,-0.00097418+0.0012629i,-0.0004737+0.0019218i,0.00044899+0.0020699i,0.0011182+0.00087979i,0.0011288+0.00013015i,0.00094067+0.00037359i,0.0004302+0.00057153i,0.00028248-6.321e-05i,8.4887e-05-0.00037397i,-0.00043193-0.00040868i,-0.00056202-0.00078516i,-0.00021478-7.9029e-05i,8.8326e-05+0.0010455i,0.00031844+0.00068824i,-0.00031251+0.00010527i,-0.00023555+0.00018226i,0.0005066-0.00012243i,0.00036595-0.00029126i,-0.00026387-9.7583e-05i,-0.00048176-0.00040032i
0.00066466+0.00013631i,0.00021419+0.00049426i,-0.00031501+0.0011981i,-0.00046776+0.0024974i,8.7242e-05+0.0026148i,0.0010114+0.00086657i,0.0010528-0.00016685i,9.1135e-05-0.00023545i,0.00016974-0.00035256i,0.00079563+0.00021179i,0.00043007+0.00026539i,-0.00030407-0.00010801i,-0.00034499-0.00042526i,-3.5788e-05-0.00061547i,0.00027938-0.0005763i,0.00022233-0.00045038i,0.00054745-0.00024086i,0.00045976-0.00020514i,-0.0002181-5.0914e-05i,-0.0006745+0.00028871i,-0.00047436+0.00031308i,7.2313e-05-0.00012141i,0.00026814-0.00054475i
0.00012884-0.001578i,0.00018636-0.0013952i,-0.0006702-0.0013817i,-0.002084-0.00078547i,-0.00228-0.00064644i,-0.0010787-0.00063878i,-0.00028898+0.00010877i,0.00011556-0.00012258i,0.00087707-0.00036995i,0.00052306+0.00013151i,-0.00033403-5.6243e-05i,-0.00063592+0.00012385i,-0.00090083+0.00060073i,-0.0006437+0.00055974i,-0.00021532+0.00049182i,0.00036881+0.00011381i,0.00042612-8.6319e-05i,0.00017655+0.00017262i,0.00050106+0.00052733i,0.00039392+0.0004098i,0.00016222+0.00039994i,-0.00016099+0.00058013i,-0.00028744+0.00038039i
-6.8025e-06-0.000309i,-0.00092114+0.00011636i,-0.0011978+0.00015916i,-0.0011263+5.9783e-05i,-0.0014336+0.00029871i,-0.0017157+0.00052708i,-0.00090287+0.00049964i,0.00011039+0.00040369i,0.00097906-0.00043776i,0.0010297-0.0011951i,-8.1687e-05-0.0010878i,-0.00018629-0.00052045i,-0.00011781+0.00093144i,-0.00022765+0.0011166i,-0.0002035+0.00042365i,-4.8727e-05-0.00028912i,0.00055995-0.0012739i,0.00037353-0.0010621i,-0.0002287+0.00025569i,-1.8731e-05+0.0009633i,-0.00026485+0.0010307i,-0.00052516+0.00046009i,-0.00022252-0.00039251i
0.0011034-0.0012785i,0.0014097-0.0015476i,0.0014877-0.00080101i,0.00018932-0.00061048i,-0.00021799-0.00048031i,7.8622e-05+0.00014909i,0.00031651+0.0011577i,0.00074643+0.0014563i,0.00096405+0.00034833i,0.00075943-0.00057646i,0.0003789-0.0001434i,4.3461e-05+0.0006459i,-0.00042998+0.00083428i,-0.00025175+0.00052917i,0.00048293-4.739e-06i,0.00082718+0.00015588i,0.00094214-5.9737e-05i,0.00096223-0.00012889i,0.0010666+0.00031663i,0.00044007+0.00029787i,0.00023841-0.00026924i,-0.00018735-0.00056314i,-0.00058502-0.00060098i
