-0.0016956+0.0016275i,9.409e-09+0.0011195i,-0.00057986+0.0010373i,-0.0011264+0.00154i,-0.0010366+0.0028092i,-0.0001074+0.0033172i,0.00057264+0.0028911i,-0.00015509+0.00161i,-6.6367e-05+0.00022689i,-0.00019973+0.00017963i,1.8297e-05+0.00048553i,7.2033e-05+0.00019898i,-0.0003729+0.00015054i,-0.00093424+0.00028532i,-0.00072301+0.00052094i,-0.00017492+0.00059846i,6.65e-05+0.00057651i,-1.6941e-05+0.00024552i,0.0003358-0.00020204i,0.00036398-0.00019527i,-0.00034951-0.00041481i,-0.001065-0.00032367i,-0.001184+0.00045284i
0.10813+0.24715i,0.093373+0.39553i,-0.09919+0.40816i,-0.29064+0.26707i,-0.29231+0.057375i,-0.19645-0.10506i,-0.10942-0.12231i,-0.045191-0.04374i,-0.010538+0.0030898i,-0.006138-0.0049022i,-0.010916-0.024544i,-0.016662-0.031947i,-0.025416-0.020375i,-0.026611-0.0031483i,-0.021473-0.0001261i,-0.027094-0.0076041i,-0.038256-0.0072617i,-0.02691-0.00081393i,0.0031332-0.0092162i,0.016188-0.029207i,0.001673-0.033039i,-0.015599-0.018264i,-0.018879-0.0026784i
-0.13641+0.080277i,-0.054394+0.15056i,0.22061+0.121i,0.42962-0.031916i,0.37371-0.11627i,0.22117+0.0024983i,0.14146+0.12615i,0.093956+0.087529i,0.037199+8.4668e-05i,-0.00034597-0.024222i,-0.0070038-0.01093i,-0.003949-0.0047643i,-0.006021-0.0086526i,-0.0090951-0.011771i,-0.0050374-0.0016162i,0.010319+0.012278i,0.022192+0.013885i,0.016277+0.0097031i,0.0036394+0.010162i,0.001685+0.013246i,0.015488+0.0070254i,0.026134-0.0091679i,0.018918-0.015467i
-0.029888-0.25362i,-0.18044-0.41606i,-0.36235-0.35911i,-0.34422-0.044222i,-0.1036+0.20937i,0.07312+0.15254i,0.055377+0.00013126i,0.00088741-0.0038761i,0.0057226+0.067351i,0.029162+0.090364i,0.040651+0.070554i,0.038723+0.04649i,0.029462+0.028224i,0.02235+0.020535i,0.029393+0.015879i,0.042596-0.0048171i,0.044051-0.037785i,0.032038-0.060717i,0.011745-0.056629i,-0.0040119-0.03332i,-0.011612-0.013219i,-0.016192+0.00010206i,-0.014532+0.011392i
0.19445+0.19709i,0.36461+0.33693i,0.39245+0.3353i,0.16012+0.14939i,-0.14922-0.027154i,-0.24981-0.065944i,-0.14526-0.049894i,-0.033716-0.053206i,-0.0028303-0.057092i,-0.015626-0.036956i,-0.027406-0.010852i,-0.026756-0.0024929i,-0.022262-0.0075358i,-0.023058-0.020118i,-0.041269-0.033744i,-0.068512-0.021531i,-0.078831+0.014133i,-0.067262+0.039306i,-0.039111+0.040661i,-0.011061+0.027153i,-0.00028101+0.014737i,0.002496+0.011215i,0.0089436+0.0022293i
-0.23913-0.015665i,-0.39139-0.13235i,-0.37556-0.28659i,-0.14261-0.31359i,0.12297-0.20067i,0.22374-0.060745i,0.15514+0.041338i,0.042522+0.077488i,-0.01759+0.071508i,-0.0057577+0.054915i,0.030564+0.026178i,0.047676+0.0032142i,0.051249+0.0011369i,0.051796+0.0077868i,0.059229+0.015319i,0.075693+0.0083169i,0.077663-0.009693i,0.059888-0.017896i,0.034651-0.014802i,0.012956-0.0084676i,0.0016746-0.0065661i,-0.0051786-0.011772i,-0.014285-0.013977i
0.049155-0.099405i,0.1258-0.019062i,0.18667+0.19729i,0.16471+0.32729i,0.08949+0.2479i,0.020618+0.066378i,-0.019788-0.094501i,-0.028029-0.12908i,-0.0031819-0.078636i,0.0012587-0.057064i,-0.037599-0.044958i,-0.069135-0.014252i,-0.068269+0.003633i,-0.054187+0.00057892i,-0.058414-0.012509i,-0.08228-0.016261i,-0.087475-0.0083223i,-0.062989-0.0052612i,-0.035797-0.011531i,-0.022648-0.013879i,-0.01427-0.0010578i,0.00025123+0.014997i,0.014501+0.020516i
0.12021-0.0098384i,0.11013-0.068964i,-0.0040949-0.16051i,-0.13907-0.18811i,-0.22311-0.10493i,-0.21906+0.031419i,-0.13028+0.13474i,-0.042736+0.13143i,-0.022339+0.082091i,-0.023393+0.072699i,0.0025141+0.069111i,0.031762+0.039531i,0.035803+0.0071831i,0.023375-0.0030131i,0.025497+0.013834i,0.046729+0.042271i,0.063447+0.065191i,0.064251+0.073239i,0.055211+0.059687i,0.040891+0.032082i,0.026069+0.0067633i,0.011701-0.0070129i,-0.0011839-0.010937i
-0.040097+0.15151i,-0.034877+0.22872i,0.024712+0.20746i,0.1231+0.077046i,0.20739-0.068537i,0.21727-0.13013i,0.15654-0.08525i,0.088064-0.015892i,0.036687+0.0019968i,0.0087742-0.014619i,-0.0080375-0.031398i,-0.029098-0.029596i,-0.03418-0.007383i,-0.015432+0.003582i,5.0246e-05-0.014986i,-0.007594-0.049807i,-0.029503-0.075467i,-0.039812-0.074228i,-0.03077-0.046181i,-0.014394-0.015641i,-0.0061846-0.0048975i,-0.010936-0.003392i,-0.010778+0.0019651i
-0.041364-0.063461i,-0.0055084-0.086889i,0.060023-0.048465i,0.06618+0.062141i,0.032694+0.16054i,0.010501+0.12893i,-0.036924-0.0083417i,-0.077697-0.077516i,-0.052392-0.048416i,-0.012591-0.0089948i,0.0040685+0.023771i,0.014422+0.043419i,0.014696+0.043326i,0.0059366+0.04607i,-0.001681+0.064316i,0.0037961+0.087652i,0.016741+0.090597i,0.017282+0.064416i,0.0068961+0.026919i,0.00023955-0.0015266i,0.0056693-0.010921i,0.021421-0.011465i,0.026979-0.014582i
-0.008277-0.045989i,-0.094161-0.055144i,-0.19832-0.053412i,-0.21816-0.061661i,-0.18846-0.042829i,-0.1449+0.050245i,-0.036669+0.13562i,0.052628+0.11707i,0.055224+0.063333i,0.046057+0.035127i,0.044394-0.0024181i,0.02794-0.040565i,0.014804-0.057351i,0.0078159-0.067534i,0.0047484-0.08682i,0.0025581-0.10662i,0.00090263-0.098016i,0.0044509-0.05683i,0.0073006-0.013884i,0.0053432+0.011684i,-0.0015778+0.022045i,-0.010714+0.02509i,-0.012883+0.025734i
0.084459-0.018092i,0.18325-0.10038i,0.24715-0.16864i,0.22193-0.15503i,0.18356-0.15602i,0.15702-0.21301i,0.069114-0.20023i,-0.018301-0.092253i,-0.047306-0.012599i,-0.054053+0.0074069i,-0.041331+0.023306i,-0.017612+0.043816i,-0.0062681+0.054148i,-0.0042952+0.056846i,-0.0091555+0.064374i,-0.022129+0.071052i,-0.037722+0.059748i,-0.043311+0.035112i,-0.031289+0.015843i,-0.013691+0.0057916i,-0.0051174-0.0037067i,-0.0068333-0.013975i,-0.013053-0.018226i
-0.060606+0.0886i,-0.078032+0.1953i,-0.043454+0.25063i,0.015308+0.19622i,0.042135+0.16798i,0.039026+0.2053i,0.041633+0.16686i,0.046193+0.057667i,0.056144-0.0094883i,0.060396-0.027945i,0.041896-0.035458i,0.02303-0.047011i,0.0055908-0.055561i,-0.009722-0.050995i,-0.0072188-0.047036i,0.011545-0.045304i,0.035669-0.032891i,0.046067-0.017244i,0.034628-0.010439i,0.021699-0.0067931i,0.019135+0.0018831i,0.017619+0.0095955i,0.011772+0.010553i
-0.033932-0.075894i,-0.10899-0.093477i,-0.17646-0.04582i,-0.16829+0.021525i,-0.13389+0.0091526i,-0.11016-0.057986i,-0.056328-0.069806i,-0.014414-0.038303i,-0.03697-0.010199i,-0.067638+0.018328i,-0.063303+0.03887i,-0.045856+0.04764i,-0.025657+0.045958i,-0.013678+0.034905i,-0.019165+0.02923i,-0.031479+0.031326i,-0.040362+0.029229i,-0.034515+0.021142i,-0.016934+0.011733i,-0.0065308+0.0016509i,-0.0053727-0.002688i,-0.001024+0.0035779i,0.006708+0.010806i
0.081518+0.0036612i,0.12817-0.049564i,0.094557-0.11857i,0.027993-0.1256i,0.03803-0.099873i,0.062752-0.090189i,0.011372-0.060273i,-0.030899-0.0039848i,-0.0048693+0.030536i,0.032542+0.023044i,0.040058-0.0047579i,0.030101-0.021265i,0.028758-0.019678i,0.037674-0.019044i,0.046858-0.022827i,0.047688-0.023225i,0.033373-0.015365i,0.0090162-0.006419i,-0.014754-0.0017351i,-0.029548+0.0035861i,-0.02913+0.0058871i,-0.019146+0.00054226i,-0.0087256-0.0040995i
-0.018845+0.11651i,0.045329+0.1943i,0.14347+0.17934i,0.16559+0.092683i,0.11256+0.086336i,0.074174+0.12963i,0.049632+0.087944i,0.012782+0.023415i,0.0037681+0.0036288i,0.014249+0.002257i,0.01414+0.015564i,0.0092599+0.026382i,-0.0056232+0.021635i,-0.023959+0.018602i,-0.036627+0.018697i,-0.036205+0.01627i,-0.01191+0.0052537i,0.016413-0.0088814i,0.027915-0.013779i,0.029458-0.011499i,0.02891-0.010092i,0.023206-0.014572i,0.013185-0.02407i
-0.10775-0.089932i,-0.21595-0.095432i,-0.23671+0.0019829i,-0.14677+0.10371i,-0.10513+0.083536i,-0.13232+0.037276i,-0.086939+0.066896i,0.0036327+0.085242i,0.01932+0.070908i,0.0044567+0.061944i,0.012691+0.034194i,0.01483+0.0018365i,0.010622-0.0054678i,0.016582-0.005168i,0.030723-0.013284i,0.033849-0.022603i,0.012395-0.018521i,-0.010113-0.0028238i,-0.0087273+0.0064933i,-0.002706+0.0069802i,-0.0095095+0.0085116i,-0.019194+0.014221i,-0.020915+0.022778i
0.14271-0.07101i,0.22171-0.18115i,0.18333-0.28009i,0.0604-0.27782i,0.055485-0.19038i,0.16367-0.13481i,0.16681-0.13559i,0.074608-0.11494i,0.020856-0.080471i,-0.0067874-0.072142i,-0.040872-0.053927i,-0.05477-0.024071i,-0.047275-0.010265i,-0.038561-0.0010303i,-0.036645+0.012825i,-0.032829+0.021586i,-0.019489+0.020875i,-0.0083652+0.015189i,-0.0076459+0.0067495i,-0.006094-0.0022307i,0.0043318-0.0086756i,0.013808-0.010617i,0.01458-0.0094275i
0.0021376+0.14338i,0.053321+0.26558i,0.1545+0.30212i,0.222+0.21339i,0.13371+0.12178i,-0.046471+0.094836i,-0.12598+0.075947i,-0.097169+0.038994i,-0.06137+0.022731i,-0.030488+0.043779i,0.01305+0.052309i,0.045809+0.034286i,0.052084+0.019976i,0.048777+0.0092936i,0.046806-0.0070343i,0.03939-0.023679i,0.026637-0.030574i,0.01529-0.027416i,0.0092207-0.020212i,0.0051951-0.013471i,-0.0022143-0.0077221i,-0.009581-0.00046109i,-0.011881+0.0055703i
-0.13232-0.047056i,-0.28214-0.049639i,-0.3975+0.018001i,-0.37066+0.11681i,-0.2131+0.13699i,-0.032179+0.088075i,0.071293+0.053194i,0.068222+0.041086i,0.031219+0.028745i,0.014969+0.0077299i,-0.0051848-0.0076281i,-0.028124-0.0036552i,-0.029977+0.00019193i,-0.03352-0.0024883i,-0.049815+0.0047633i,-0.059815+0.024427i,-0.050466+0.04562i,-0.028082+0.054499i,-0.0088846+0.044385i,-0.00098788+0.029891i,0.0026666+0.025486i,0.010711+0.02288i,0.01954+0.012405i
0.10286-0.10268i,0.17515-0.25456i,0.16587-0.405i,0.080153-0.42671i,0.022997-0.33911i,-0.019218-0.25906i,-0.082571-0.18347i,-0.078621-0.082073i,-0.019088-0.017601i,0.0085448-0.00015683i,0.018651+0.004726i,0.028635-0.0058698i,0.01986-0.015633i,0.016513-0.01166i,0.033562-0.0081844i,0.050008-0.013408i,0.051877-0.026579i,0.038915-0.03431i,0.023307-0.025859i,0.01569-0.017195i,0.0086858-0.019801i,-0.0047975-0.021842i,-0.017885-0.015026i
0.04535+0.15611i,0.14115+0.31633i,0.27359+0.40987i,0.31044+0.34623i,0.19113+0.2522i,0.083663+0.25085i,0.078573+0.22715i,0.059471+0.12127i,0.0087723+0.048641i,-0.0042739+0.02807i,-0.0013287+0.0057545i,-0.0081957-0.0065205i,-0.0076101-0.00088909i,-0.01068+0.0015129i,-0.031419-0.0015307i,-0.053225+7.8799e-05i,-0.057662+0.0072599i,-0.043948+0.0082298i,-0.026017-0.00032087i,-0.015269-0.0046734i,-0.00561+0.00040891i,0.0072034+0.004199i,0.014625+0.0029934i
-0.15253-0.050848i,-0.32295-0.065485i,-0.45522-0.022245i,-0.40383+0.037874i,-0.1986-0.0067923i,-0.029543-0.13504i,0.019456-0.18024i,0.02025-0.10766i,0.01669-0.034362i,-0.0034165-0.0079803i,-0.022124+0.010226i,-0.02432+0.027098i,-0.019178+0.029726i,-0.0045834+0.030749i,0.025775+0.037649i,0.058501+0.035462i,0.069559+0.023973i,0.054233+0.019627i,0.032589+0.025961i,0.021742+0.027181i,0.017022+0.01417i,0.0078952-0.0035664i,-6.2058e-05-0.012221i
0.11829-0.099652i,0.24107-0.21572i,0.31813-0.32909i,0.25858-0.34172i,0.11285-0.20594i,-0.010838-0.034276i,-0.066969+0.033724i,-0.05998+0.0083352i,-0.02756-0.02257i,0.00022487-0.02297i,0.01403-0.014991i,0.013721-0.011725i,0.0082328-0.0083832i,-0.0015792-0.016874i,-0.023909-0.039553i,-0.049534-0.053499i,-0.059301-0.049987i,-0.049109-0.04036i,-0.030905-0.033826i,-0.020776-0.025519i,-0.021558-0.0091309i,-0.021506+0.0092238i,-0.015508+0.018009i
0.029051+0.13961i,0.05353+0.30041i,0.078453+0.44144i,0.1159+0.45364i,0.15317+0.33216i,0.16502+0.18716i,0.1439+0.10874i,0.08706+0.080194i,0.024479+0.066989i,0.0017141+0.053085i,0.0094454+0.030068i,0.017657+0.010065i,0.020395+0.0014503i,0.023528+0.0081162i,0.032831+0.028491i,0.041217+0.045404i,0.038638+0.05171i,0.026321+0.047638i,0.0092832+0.035235i,0.0010815+0.023498i,0.0073251+0.015614i,0.013895+0.0072315i,0.011615-0.00076978i
-0.13122-0.051271i,-0.27831-0.13771i,-0.39581-0.23321i,-0.39519-0.24773i,-0.29488-0.17742i,-0.1843-0.10602i,-0.10726-0.07273i,-0.044012-0.05463i,0.0032482-0.03879i,0.014566-0.026123i,0.0013925-0.012656i,-0.013192-0.0038381i,-0.021143-0.0010359i,-0.021352-0.0092532i,-0.024373-0.034419i,-0.035065-0.057952i,-0.037631-0.061199i,-0.026894-0.047566i,-0.0095981-0.031826i,0.0027132-0.025144i,0.0033371-0.020575i,0.00040857-0.010735i,0.0030237+0.00037665i
0.10363-0.088295i,0.2534-0.1609i,0.38805-0.19053i,0.37518-0.14269i,0.23486-0.054056i,0.10784+0.010157i,0.029224+0.02441i,-0.028339+0.023748i,-0.052682+0.024475i,-0.048022+0.022056i,-0.029983+0.017606i,-0.0053885+0.0085349i,0.010507-0.0031383i,0.0089641-0.0015451i,0.0019885+0.021623i,0.0044082+0.047121i,0.0078631+0.052645i,0.0015239+0.042599i,-0.011084+0.033294i,-0.020007+0.030854i,-0.016431+0.026092i,-0.0060651+0.013293i,-0.0033121-0.0013881i
0.013796+0.1324i,-0.013781+0.2879i,-0.069151+0.4064i,-0.088653+0.35847i,-0.051333+0.19351i,-0.0028928+0.078539i,0.046971+0.044795i,0.074316+0.032639i,0.062402+0.030259i,0.046524+0.024418i,0.03031+0.0047365i,0.0048707-0.0063455i,-0.010474-0.0066341i,-0.0068279-0.01181i,0.006858-0.024117i,0.01786-0.036087i,0.024235-0.036542i,0.032775-0.024475i,0.041572-0.01497i,0.041694-0.016621i,0.027743-0.022797i,0.0076517-0.022986i,-0.0041792-0.013813i
-0.10359-0.045531i,-0.19932-0.14009i,-0.25511-0.25053i,-0.22194-0.25633i,-0.13375-0.17152i,-0.070633-0.13731i,-0.066836-0.14201i,-0.064325-0.11285i,-0.037319-0.077562i,-0.022519-0.049507i,-0.010414-0.011064i,0.011572+0.015485i,0.019596+0.022108i,0.0077399+0.027456i,-0.012592+0.039559i,-0.027075+0.052129i,-0.029469+0.047138i,-0.028087+0.021705i,-0.027646-0.003009i,-0.024617-0.0088301i,-0.015562+0.0026677i,-0.0031017+0.014123i,0.0048362+0.013765i
0.073734-0.057535i,0.18711-0.060424i,0.30204-0.0062729i,0.307+0.038935i,0.17686+0.04451i,0.043152+0.092569i,0.0073175+0.15289i,0.014285+0.13547i,0.0084142+0.087693i,0.009072+0.059422i,0.011844+0.023966i,-0.00018688-0.0093991i,-0.0096227-0.019125i,-0.002208-0.022463i,0.016644-0.037139i,0.030156-0.05484i,0.031719-0.05283i,0.028663-0.030999i,0.02599-0.010828i,0.022511-0.0024916i,0.014938-0.0017277i,0.0060246+0.0011339i,0.0011064+0.0075714i
0.012056+0.079352i,-0.046326+0.14398i,-0.16579+0.18068i,-0.21366+0.16767i,-0.091033+0.10611i,0.069641-0.00078659i,0.11464-0.087211i,0.075173-0.081309i,0.0423-0.040793i,0.022983-0.029334i,0.0030413-0.018261i,-0.0069091+0.0062449i,-0.0072175+0.023851i,-0.0069335+0.029756i,-0.012131+0.03402i,-0.02018+0.03994i,-0.024597+0.037707i,-0.024589+0.022834i,-0.024647+0.0064315i,-0.024506-0.0026724i,-0.019516-0.0035509i,-0.0093562-0.0026939i,0.0017094-0.0060891i
-0.048173-0.022759i,-0.037608-0.10178i,0.038218-0.2113i,0.095947-0.25034i,0.034499-0.18476i,-0.10608-0.087231i,-0.18664-0.015133i,-0.15591+0.0085124i,-0.096793+0.008112i,-0.060055+0.024026i,-0.027504+0.03442i,-0.0020834+0.016007i,0.0060726-0.0062882i,0.0097639-0.013064i,0.01437-0.014175i,0.016146-0.017122i,0.012111-0.013597i,0.0063011+0.0022066i,0.0075883+0.019842i,0.015079+0.023481i,0.019426+0.01381i,0.015803+0.00063558i,0.0079421-0.0072327i
0.03384-0.030033i,0.086516+0.021651i,0.12374+0.12448i,0.10202+0.19273i,0.085686+0.20141i,0.15835+0.1966i,0.22426+0.15397i,0.17161+0.086456i,0.085527+0.052907i,0.048196+0.02564i,0.021581-0.0012802i,-0.0034992+0.0008588i,-0.01077+0.0093699i,-0.015892+0.0059043i,-0.023667+0.0013609i,-0.025785+0.00024673i,-0.020503-0.0018623i,-0.010359-0.0058362i,-0.0029662-0.0083489i,-0.0019236-0.0061483i,-0.0041348-0.00023118i,-0.0062121+0.0054753i,-0.0085846+0.012298i
0.00091004+0.041195i,-0.060015+0.052596i,-0.13807+0.030429i,-0.12384-0.030376i,-0.04673-0.12485i,-0.051263-0.22263i,-0.10242-0.23124i,-0.080892-0.15101i,-0.035051-0.081548i,-0.025842-0.04016i,-0.014879-0.012408i,0.0060225-0.0079158i,0.014771-0.014456i,0.019796-0.014613i,0.027526-0.0061551i,0.034057+0.0049122i,0.032882+0.011368i,0.021553+0.013065i,0.011426+0.011639i,0.0064247+0.0063004i,0.0041352-0.00012057i,0.0016599-0.0040421i,-0.00030649-0.0074059i
-0.03164-0.012991i,-0.014735-0.061433i,0.032486-0.11804i,0.024247-0.09002i,-0.055695+0.059336i,-0.073899+0.22718i,-0.018922+0.26639i,-0.00083934+0.17829i,-0.010891+0.0914i,0.0038095+0.053148i,0.01745+0.028858i,0.010152+0.01047i,-0.0017637+0.0036318i,-0.014901+0.0026238i,-0.033817-3.8083e-05i,-0.048524-0.0034478i,-0.043571-0.0032938i,-0.024131-0.0047634i,-0.0079592-0.0083994i,-0.0023521-0.0076024i,-0.0032613-0.0028378i,-0.0026176+0.0016715i,0.00093575+0.006469i
0.012242-0.028385i,0.015517+0.0052123i,0.0025814+0.086508i,0.015421+0.11804i,0.09349+0.013568i,0.15007-0.14558i,0.12352-0.1965i,0.080306-0.1214i,0.054383-0.051105i,0.017677-0.034901i,-0.013167-0.026109i,-0.014337-0.0091587i,-0.0011325+0.0040682i,0.01176+0.0067898i,0.024377+0.00033271i,0.03261-0.0081232i,0.027845-0.012194i,0.01263-0.0094622i,3.3643e-05-0.0033925i,-0.0033034-0.0013474i,-0.00011031-4.5942e-05i,0.0054026+0.0035139i,0.0095678+0.0013074i
0.021695+0.015657i,0.016897-0.0068682i,-0.016769-0.077089i,-0.067919-0.13997i,-0.14616-0.1147i,-0.2284-0.026935i,-0.23695+0.029555i,-0.17142+0.017733i,-0.099548-0.0029583i,-0.042438+0.0074881i,-0.0039932+0.01609i,0.0022692+0.0078945i,-0.0098559-0.0015999i,-0.016169-0.0058146i,-0.01674-0.0044156i,-0.018228-0.00061652i,-0.016284+0.0008316i,-0.0078808-0.0016978i,-0.0026439-0.0054729i,-0.0046182-0.004035i,-0.0082865-0.00082335i,-0.01246-0.0024194i,-0.016522-0.0047737i
-0.011554+0.028309i,0.012756+0.052512i,0.070023+0.099219i,0.12549+0.167i,0.17966+0.20045i,0.24104+0.16357i,0.2342+0.091374i,0.14633+0.049751i,0.071694+0.038871i,0.037774+0.016725i,0.015792-0.0054439i,0.0039724-0.0089336i,0.0030039-0.00049868i,0.0071762+0.01347i,0.013776+0.02364i,0.017141+0.022658i,0.0134+0.016243i,0.0055942+0.011453i,0.0031468+0.0080252i,0.0078146+0.002952i,0.01029-0.0022774i,0.0095931-0.0033169i,0.010688-0.00070321i
-0.015827-0.022939i,-0.034774-0.020142i,-0.055718-0.022251i,-0.063916-0.097541i,-0.08058-0.21877i,-0.1192-0.25565i,-0.11255-0.19011i,-0.052871-0.11505i,-0.017781-0.062306i,-0.017582-0.015837i,-0.015472+0.013253i,-0.0089926+0.016868i,-0.0047369+0.00659i,-0.0059859-0.0098196i,-0.011943-0.022259i,-0.015568-0.023158i,-0.01495-0.016235i,-0.012329-0.0077996i,-0.01149-0.002004i,-0.01366+0.0012062i,-0.011992+0.0028615i,-0.0065347+0.0039125i,-0.0042978+0.0071756i
0.024712+0.00023798i,0.034468-0.015198i,0.031639-0.02321i,0.028255+0.055089i,0.044965+0.21361i,0.076984+0.29509i,0.071966+0.23643i,0.025037+0.14213i,-0.00036891+0.082046i,0.011082+0.039952i,0.023229+0.0074934i,0.022239-0.0061866i,0.014343-0.003878i,0.011736+0.0066485i,0.01635+0.01893i,0.021046+0.024615i,0.021344+0.021513i,0.018769+0.014275i,0.019535+0.0075908i,0.022318+0.0023929i,0.019444+0.00028294i,0.013021+0.0024663i,0.0094137+0.0039555i
-0.016836+0.017871i,-0.014156+0.030111i,0.012464+0.028747i,0.044192-0.014425i,0.061868-0.10417i,0.06373-0.15819i,0.059427-0.11935i,0.058695-0.05511i,0.042681-0.018535i,0.0090765+0.0045794i,-0.013562+0.019636i,-0.012398+0.021106i,-0.00034224+0.011613i,0.0034514-0.0026253i,-0.0049643-0.016018i,-0.014977-0.024238i,-0.017437-0.022159i,-0.01097-0.011653i,-0.004247-0.0038253i,-0.0049932-0.0026055i,-0.0071037-0.0039456i,-0.005158-0.0083457i,-0.0033927-0.013824i
-0.0026264-0.037161i,-0.012647-0.067603i,-0.053041-0.092766i,-0.12608-0.083204i,-0.18979-0.021875i,-0.20192+0.033365i,-0.16064+0.027313i,-0.10609+0.0019298i,-0.059528-0.0037279i,-0.020421-0.0030385i,0.0051549-0.0041603i,0.012789-0.0048873i,0.0034415-0.0059622i,-0.0091941-0.0031278i,-0.010811+0.0037102i,-0.0038942+0.010743i,0.0014291+0.014222i,0.0027764+0.01184i,0.0053406+0.0099162i,0.012013+0.01082i,0.015264+0.0075136i,0.011726+0.0032869i,0.0060149+0.0052949i
0.031805+0.02359i,0.067676+0.050603i,0.11615+0.088898i,0.18799+0.11458i,0.24912+0.10162i,0.23442+0.068924i,0.14709+0.051482i,0.066164+0.042517i,0.026545+0.025001i,0.0032692+0.0068517i,-0.013048-0.0044914i,-0.021022-0.0065641i,-0.015748-0.000114i,0.00085586+0.0013371i,0.012291-0.0056274i,0.010124-0.013201i,0.0029337-0.016305i,-0.0016487-0.014734i,-0.0053933-0.015083i,-0.010406-0.014885i,-0.012597-0.006872i,-0.010562+0.00090423i,-0.0092825+0.00067495i
-0.03786+0.021831i,-0.083227+0.033449i,-0.14837+0.019232i,-0.22523-0.032289i,-0.27385-0.098579i,-0.23392-0.13441i,-0.12324-0.12566i,-0.041987-0.090459i,-0.019344-0.047173i,-0.0077785-0.01105i,0.0071792+0.0074847i,0.012386+0.01031i,0.0056173+0.0049832i,-0.0090672+0.0041174i,-0.020546+0.012466i,-0.021173+0.020333i,-0.0161+0.018805i,-0.012352+0.013587i,-0.010844+0.015313i,-0.0064218+0.018658i,8.3463e-05+0.014183i,0.0030451+0.007546i,0.0053621+0.0084323i
-0.0011973-0.036742i,0.016635-0.062607i,0.067147-0.059367i,0.1468-0.0068881i,0.20502+0.065996i,0.17043+0.098228i,0.064853+0.083849i,0.0015507+0.060783i,-0.002376+0.033857i,-0.0031471+0.0039661i,-0.010707-0.012786i,-0.014411-0.015195i,-0.011747-0.0076171i,-0.0011304-0.0020044i,0.0098182-0.0063343i,0.014922-0.012532i,0.015128-0.012736i,0.0095497-0.010362i,0.0010843-0.013256i,-0.0066042-0.018414i,-0.010917-0.014469i,-0.0077473-0.0056748i,-0.001614-0.0049068i
0.025343+0.019284i,0.042732+0.048129i,0.04824+0.064055i,0.029927+0.028477i,0.0045842-0.039497i,0.020226-0.060811i,0.058659-0.029368i,0.055177-0.0072493i,0.026556+0.0060257i,0.016109+0.02081i,0.016614+0.024749i,0.017035+0.021894i,0.018862+0.013332i,0.014096+0.0041776i,0.0031637+0.0030731i,-0.0047503+0.0068932i,-0.0080206+0.0095236i,-0.0079867+0.0091385i,-0.0050525+0.010061i,-0.00021608+0.01234i,0.0054151+0.0097323i,0.0064775+0.0043576i,0.0016639+0.0015291i
-0.025803+0.0029046i,-0.058109-0.017445i,-0.103-0.033292i,-0.13259+0.0021072i,-0.12343+0.064682i,-0.10343+0.065607i,-0.087503+0.0085816i,-0.059914-0.018482i,-0.026319-0.010731i,-0.0068924-0.0073759i,-0.0006698-0.0092719i,-0.00083659-0.01216i,-0.0065501-0.012261i,-0.0084128-0.0057539i,-0.0026426-0.0025153i,0.0045655-0.0051714i,0.0082029-0.0057555i,0.0094604-0.0040882i,0.011425-0.0049436i,0.0080176-0.0091323i,-0.0018373-0.010212i,-0.0074232-0.0055355i,-0.0066355-0.0025104i
0.025832-0.020976i,0.086322-0.040777i,0.16852-0.073809i,0.22162-0.11565i,0.21806-0.12022i,0.17498-0.054691i,0.11607+0.021963i,0.062996+0.038066i,0.02647+0.019658i,0.0052603+0.015001i,-0.0026994+0.0179i,-0.0017643+0.01718i,0.0053102+0.012081i,0.010292+0.0007815i,0.0062043-0.0066996i,-0.00044433-0.0045814i,-0.0023009+0.00029893i,0.00025115+0.0022259i,0.0024587+0.003172i,0.0066912+0.0053298i,0.014532+0.0049008i,0.014564+0.0018819i,0.0059307+0.0017431i
-0.0058673+0.033106i,-0.038274+0.096349i,-0.1042+0.17211i,-0.16749+0.2142i,-0.18984+0.19123i,-0.14892+0.10259i,-0.071464+0.0069993i,-0.022553-0.022219i,-0.0090006-0.0051562i,5.372e-06+0.0035073i,0.0083149-0.0029732i,0.0093911-0.010017i,0.0026494-0.0087263i,-0.0034879+0.00033743i,-0.0034054+0.0056798i,-0.0015765+0.0045935i,-0.00023158+0.0029004i,0.0019165+0.0023511i,0.0052719+0.00020301i,0.0050862-0.0041969i,-0.0018164-0.0074966i,-0.0052768-0.0082657i,-7.6575e-05-0.0080808i
-0.036405-0.01691i,-0.069755-0.068504i,-0.072068-0.13064i,-0.014525-0.15656i,0.051547-0.13607i,0.045815-0.075945i,-0.0025468-0.0070951i,-0.012518+0.014848i,-0.00635+0.00026368i,-0.014891-0.0049657i,-0.018624+0.0025003i,-0.015891+0.0076873i,-0.012864+0.0073115i,-0.0093765+0.0021895i,-0.0093297-0.0032643i,-0.01229-0.0048498i,-0.012452-0.0042961i,-0.011035-0.0021682i,-0.011412+0.00067902i,-0.0072115+0.0059973i,0.0027618+0.011854i,0.0089028+0.012069i,0.0065083+0.0082559i
