-0.001129-0.0019973i,-0.00092222-0.0025241i,-0.0019129-0.00080697i,-0.0012617+0.00084765i,-0.00046699+0.0011457i,-0.00054566+0.0012139i,-0.0003692+0.0016278i,-0.00066511+0.0015649i,-0.00039109+0.00039851i,2.7073e-05-0.00070851i,7.0397e-05-0.0012083i,0.00050264-0.00061568i,0.00046521-0.00011493i,0.00071004-0.00015772i,0.0011603+0.00023668i,0.00026479+0.00089559i,-0.00016174+0.00094876i,-9.707e-06+0.00074615i,-2.5625e-05+0.00054313i,-0.00042909+0.00036912i,-0.00016123+0.00031823i,7.8428e-05+9.4863e-05i,-0.0010197-0.00038819i
-0.0060482+0.0019286i,-0.012658-0.0062529i,-0.013254-0.014251i,-0.00069809-0.011711i,0.017328-0.0061795i,0.023015-0.0071226i,0.011679-0.0093931i,0.00042339-0.0078377i,0.0028324-0.008276i,0.010861-0.012469i,0.01217-0.01388i,0.0057757-0.012035i,-0.00070629-0.0082362i,-0.0016439-0.0040598i,0.00076904-0.0024193i,0.0032712-0.0016286i,0.0053901+0.00070424i,0.0052441+0.0032636i,0.0026058+0.00492i,0.0015981+0.0044888i,0.0029398+0.0023171i,0.0044569-0.00040078i,0.0033321-0.0035359i
-0.0048506-0.0053757i,-0.0028953-0.016715i,0.0023129-0.024493i,0.008608-0.015593i,0.014272+0.0020121i,0.01617+0.01152i,0.010742+0.0093893i,0.0059679+0.005389i,0.010881+0.0051946i,0.018067+0.0062837i,0.017772+0.0060961i,0.011522+0.0039311i,0.0052582+0.00066495i,0.0018839-0.00085362i,0.0010389-0.00062597i,-0.00016837-0.00013057i,-0.0012124+0.00059629i,-0.00084317+0.0023956i,-0.00079793+0.0032371i,0.00067961+0.0025405i,0.0022674+0.00090279i,0.0024316-0.00091103i,0.0030048-0.0015796i
-0.00033526-0.011074i,0.0082846-0.01817i,0.017625-0.016785i,0.013069-0.0051776i,-0.0017219+0.0097275i,-0.0087348+0.019219i,-0.0042332+0.018651i,0.00076764+0.015169i,0.0019107+0.016413i,0.0022993+0.019855i,0.0038074+0.019245i,0.0059304+0.012333i,0.006163+0.00322i,0.0037015-0.00062848i,0.0007954-7.7555e-05i,-0.0017382+0.0015377i,-0.0040663+0.0029802i,-0.0053316+0.0024836i,-0.0057483+0.0015774i,-0.004501+0.0018274i,-0.0020721+0.0021306i,-0.00076234+0.0021858i,0.00044102+0.0031238i
0.011085-0.0073963i,0.022039-0.0059765i,0.024651+0.00016136i,0.0073769+0.0047446i,-0.016462+0.0066833i,-0.025995+0.010005i,-0.019544+0.010118i,-0.012568+0.0068744i,-0.015858+0.0072159i,-0.021266+0.010198i,-0.018169+0.0099155i,-0.0083653+0.0067248i,0.00010565+0.0031583i,0.0019372+0.0007149i,0.00018458+0.00090327i,-0.0014682+0.0029296i,-0.0032675+0.0023131i,-0.0037782-0.00036486i,-0.0034532-0.0013377i,-0.0037394+0.00038622i,-0.0032349+0.0027479i,-0.0021915+0.0038005i,-0.00077914+0.0038477i
0.0096795+0.0080989i,0.017791+0.024003i,0.016972+0.033175i,0.0039138+0.022302i,-0.010927+0.0019578i,-0.017932-0.010761i,-0.015317-0.013331i,-0.012759-0.012042i,-0.016298-0.012529i,-0.021927-0.012804i,-0.020991-0.0095613i,-0.013793-0.0040704i,-0.0053485-0.00051329i,-8.91e-05-0.00071933i,0.0010967-0.0012095i,0.0015781-0.0011742i,0.00177-0.0034135i,0.00056169-0.0058781i,-0.00065664-0.0054359i,-0.0015591-0.00316i,-0.0022022-0.00044998i,-0.0021077+0.0007662i,-0.0019905+0.00042268i
0.001934+0.017689i,-0.0059555+0.033162i,-0.012349+0.038404i,-0.0055945+0.019884i,0.0057985-0.0090856i,0.0066665-0.028307i,0.00061491-0.027584i,0.00035642-0.019065i,0.0049641-0.017748i,0.0056522-0.02066i,0.0013808-0.017717i,-0.0026415-0.0092755i,-0.003356-0.002842i,-0.0012247-0.0011048i,0.00029684-0.0014411i,4.469e-05-0.0027392i,0.00056766-0.0044636i,0.0015845-0.0050298i,0.0013381-0.0049389i,-0.00046915-0.00464i,-0.0021421-0.0034446i,-0.0027453-0.0034816i,-0.0032273-0.0040872i
-0.014099+0.0067567i,-0.029686+0.011206i,-0.035729+0.012165i,-0.016311+0.0068981i,0.013418-0.0059493i,0.026354-0.01691i,0.021251-0.015395i,0.017513-0.0066893i,0.022278-0.0031137i,0.025571-0.0052181i,0.021142-0.0061079i,0.012073-0.0033041i,0.0046312+0.0011235i,0.0013461+0.0034989i,0.00022404+0.0019748i,-0.00035884+0.00010926i,0.0014912+2.1326e-05i,0.0043352+0.00053355i,0.0043331-0.00030629i,0.0013516-0.0014845i,-0.00054588-0.0027413i,-0.00038311-0.0044329i,-0.00033403-0.0051574i
-0.020097-0.0056974i,-0.03219-0.013231i,-0.03441-0.01809i,-0.017888-0.0093434i,0.0085888+0.005563i,0.025617+0.012062i,0.024739+0.0097231i,0.015364+0.010498i,0.011721+0.014103i,0.014421+0.01379i,0.01493+0.0093835i,0.0098744+0.003797i,0.0045333+0.00053631i,0.0015586+0.0010094i,0.00020103+0.0017953i,0.0011944+0.0031876i,0.0040132+0.005966i,0.0054426+0.0069442i,0.0046582+0.0051984i,0.003372+0.0022325i,0.0024066+0.00021017i,0.0029477-0.00077231i,0.0036167-0.0025866i
-0.010943-0.013522i,-0.017276-0.030167i,-0.016175-0.039336i,-0.012955-0.023375i,-0.0072671+0.0077615i,0.00149+0.027957i,0.0045176+0.026688i,-0.0037173+0.017732i,-0.013017+0.015168i,-0.012757+0.01641i,-0.0071608+0.014707i,-0.0035461+0.0082686i,-0.0029641+0.0013833i,-0.0033213-0.0017584i,-0.0020095-0.0013046i,2.1533e-05+0.0012334i,0.00056595+0.0037208i,0.0011812+0.0045361i,0.0015572+0.0034035i,0.0025367+0.001955i,0.0036842+0.0012561i,0.004157+0.0018015i,0.0045774+0.0019848i
0.015681-0.015582i,0.025862-0.033302i,0.029679-0.040015i,0.013324-0.025265i,-0.012976+0.00031328i,-0.023762+0.019041i,-0.019087+0.018201i,-0.015862+0.0055322i,-0.018893-0.0007851i,-0.019707+0.0021905i,-0.015076+0.0055183i,-0.0084812+0.0049469i,-0.0052053+0.0015357i,-0.0056605-0.002488i,-0.0049832-0.00367i,-0.0032874-0.0024528i,-0.0043429-0.00079913i,-0.0058013+0.0007899i,-0.0044349+0.0019987i,-0.0013079+0.0013197i,0.00091797+0.00071436i,0.0011084+0.0027699i,0.00094255+0.0048564i
0.022681-0.0069435i,0.046431-0.0099784i,0.053729-0.0077866i,0.029724-0.0068245i,-0.0054287-0.0095716i,-0.028889-0.0082393i,-0.029388-0.004715i,-0.013069-0.0070724i,-0.0016701-0.012917i,-0.0023712-0.011917i,-0.0056976-0.0075284i,-0.0054963-0.0041921i,-0.0025817-0.0021924i,-0.0014534-0.0028862i,-0.0024888-0.0042512i,-0.0043087-0.0041254i,-0.0075453-0.0036723i,-0.0093875-0.0010582i,-0.0072667+0.0021425i,-0.0034874+0.0024501i,-0.001258+0.0021435i,-0.0024941+0.0018637i,-0.0026405+0.0020349i
0.017798+0.0099471i,0.032735+0.032412i,0.038309+0.043825i,0.028585+0.025013i,0.0093393-0.0084962i,-0.010036-0.026887i,-0.013472-0.021889i,0.00066377-0.010299i,0.014851-0.0082474i,0.01333-0.010648i,0.0042551-0.0090227i,-0.00021689-0.0059601i,0.00080637-0.0028116i,0.0033539-0.00040096i,0.0023558+0.00020924i,-0.00060551-0.00074689i,-0.001187-0.0023951i,-0.0017124-0.0034633i,-0.0028261-0.0024437i,-0.0022141-9.8837e-05i,-0.0017573-2.6872e-05i,-0.0032705-0.0020551i,-0.0042587-0.0026532i
0.0036132+0.020156i,-0.0046183+0.047807i,-0.0085697+0.05761i,0.0026941+0.035699i,0.015969+0.0014723i,0.017011-0.021196i,0.0085365-0.019564i,0.0039392-0.0031289i,0.0049636+0.0069811i,0.0038953+0.0045315i,0.0007641-3.412e-05i,0.0010825-0.0016457i,0.003436-0.00027232i,0.0051462+0.0021704i,0.0055205+0.0037286i,0.0045907+0.0026853i,0.00499-0.0014461i,0.0040378-0.0055109i,0.0013931-0.0065387i,0.0001234-0.0046304i,0.00027527-0.0038312i,0.00019224-0.0047928i,-0.0012435-0.0046033i
-0.019183+0.021094i,-0.04596+0.030453i,-0.058235+0.032051i,-0.034514+0.026161i,0.0048818+0.012206i,0.028794-0.0039686i,0.023415-0.01059i,0.0033306-0.0024773i,-0.0093424+0.0080285i,-0.0092986+0.0079961i,-0.0039909+0.0039526i,0.00092871+0.0019409i,0.0016888+0.0013244i,0.00077713+0.0016161i,0.0026988+0.0017935i,0.0049206+0.00095483i,0.0050527+0.00034521i,0.0036899-0.0019715i,0.0024034-0.0048988i,0.002761-0.0043854i,0.0036778-0.0013736i,0.0048431-0.00050216i,0.0039094-0.0013538i
-0.035676-0.0062437i,-0.06096-0.019117i,-0.071048-0.025714i,-0.052713-0.0095907i,-0.014146+0.012133i,0.018687+0.016935i,0.024945+0.0047967i,0.0076259-0.005567i,-0.0062479-0.0053943i,-0.0051464-0.0026895i,-0.00020397-0.001246i,0.0023071+0.00061978i,0.00094521+0.0014507i,-0.0015962+0.0004346i,-0.00058123+0.00013848i,0.0012053+0.00090271i,0.00099432+0.0018433i,0.0015534+0.0018301i,0.0037119-6.5778e-05i,0.0050595+0.00065368i,0.004659+0.0024092i,0.0044393+0.0026603i,0.004412+0.0019724i
-0.018093-0.043286i,-0.024979-0.070376i,-0.025345-0.076132i,-0.024131-0.044556i,-0.016475+0.0028591i,-0.0014403+0.029441i,0.012811+0.023321i,0.015395-0.00069542i,0.009754-0.014603i,0.0075286-0.011949i,0.0059245-0.004202i,0.0020046+0.0012514i,0.00077382+0.0017318i,0.0017559-2.5468e-05i,0.00082385-0.00042292i,-0.0020658+0.00056817i,-0.0028608+0.0020329i,0.001576+0.0031228i,0.0067875+0.0034945i,0.0058894+0.0033211i,0.0011718+0.0033834i,-0.0014531+0.0041831i,-0.00068329+0.0032826i
0.022889-0.036946i,0.04052-0.061132i,0.046189-0.063719i,0.027078-0.040969i,-0.0049519-0.0078837i,-0.019647+0.018374i,-0.011362+0.023795i,0.0042187+0.010266i,0.008691-0.0021199i,0.0053441-0.0017246i,0.0022335+0.0011385i,-0.0018462+0.0017496i,-0.0022883+0.001473i,0.00037511+0.00088174i,0.00053067+0.00056846i,-0.0025933-0.00087902i,-0.0032142-0.0024471i,0.00052405-0.00030055i,0.0025621+0.0031955i,5.2389e-05+0.003307i,-0.00511+0.0025037i,-0.0073815+0.0027625i,-0.004447+0.0021594i
0.043144+0.0048186i,0.080289+0.0086366i,0.084249+0.0062709i,0.048492-0.0054931i,0.0046549-0.014055i,-0.026475-0.00628i,-0.031861+0.0096566i,-0.01632+0.020828i,-0.0038457+0.020918i,-0.0030869+0.015651i,-0.0037881+0.010322i,-0.0035846+0.0054049i,-0.0041599+0.0027949i,-0.0047937+0.0020087i,-0.0037858+0.0012829i,-0.0015335-0.0017573i,3.8097e-06-0.0036178i,-0.00078848-0.00087627i,-0.0039317+0.0032427i,-0.0059176+0.0032422i,-0.0058207-0.00022767i,-0.0051887-0.0027984i,-0.0032269-0.003187i
0.021149+0.03653i,0.03953+0.070674i,0.047797+0.071198i,0.036181+0.030524i,0.011132-0.011182i,-0.013493-0.027705i,-0.023349-0.01575i,-0.018308+0.0078787i,-0.0070609+0.018974i,-0.0024654+0.016122i,-0.0024524+0.010163i,-0.0020305+0.0034776i,-0.003475-0.00058105i,-0.0046273-0.0015857i,-0.0034316-0.0017519i,0.00084814-0.0011086i,0.0038395+0.00045925i,0.00026067+0.0036563i,-0.0051689+0.0050857i,-0.0062475+0.001982i,-0.0034187-0.0029314i,-0.00018626-0.0060638i,0.0012548-0.005958i
-0.020725+0.034978i,-0.039147+0.068024i,-0.033583+0.080943i,-0.0035006+0.052785i,0.015629+0.0077908i,0.013376-0.02733i,-0.00092339-0.035137i,-0.008538-0.020188i,-0.0047295-0.0064312i,-0.0010506-0.0037138i,0.000617-0.0035993i,0.0024396-0.0049769i,0.0018668-0.0077807i,0.0017469-0.0078696i,0.003755-0.006081i,0.0051079-0.0021035i,0.0039793+0.0029377i,0.00034625+0.0043737i,-0.0023172+0.0013853i,-0.0018966-0.0031987i,0.00066651-0.0056407i,0.0043059-0.0052508i,0.005151-0.0040481i
-0.043303+0.0085543i,-0.074664+0.012368i,-0.07801+0.02476i,-0.037145+0.035492i,0.011324+0.020676i,0.033794-0.0064607i,0.027398-0.028048i,0.0080201-0.032798i,-0.0048104-0.025351i,-0.0069746-0.019097i,-0.0036751-0.014014i,0.0025799-0.0085798i,0.0073942-0.0068019i,0.0079846-0.0064046i,0.0063683-0.0039099i,0.0027407+0.00040789i,-0.0011758+0.0025566i,-0.0037073-0.00041352i,-0.0027935-0.0055245i,0.00078808-0.0079044i,0.0043344-0.0049256i,0.0071181-0.000722i,0.0066324+0.0010789i
-0.028781-0.02929i,-0.054165-0.045038i,-0.066121-0.045393i,-0.048876-0.015333i,-0.0086096+0.015652i,0.023076+0.017865i,0.027567-0.0010997i,0.0085747-0.016101i,-0.010164-0.015463i,-0.012463-0.011474i,-0.0078237-0.0069644i,-0.002111+0.0013514i,0.0049251+0.0058709i,0.0059808+0.0045803i,0.0016421+0.0049414i,-0.0033987+0.0050503i,-0.0066466+0.00097862i,-0.0065468-0.0052108i,-0.0032822-0.0086597i,0.0017298-0.0071747i,0.0063422-0.002277i,0.0071724+0.002826i,0.0051473+0.0049991i
0.0054823-0.039446i,-0.0015123-0.06879i,-0.013843-0.072844i,-0.026049-0.041298i,-0.02493+0.0034284i,-0.0090107+0.027848i,0.0052622+0.026733i,0.0062569+0.012043i,0.0001969+0.0039021i,0.00053662+0.0045831i,0.00059759+0.0066818i,-0.0025145+0.0097178i,-0.0021324+0.011159i,-0.0016606+0.0082074i,-0.0046011+0.0051075i,-0.0071522+0.0022771i,-0.006828-0.0022553i,-0.0039438-0.0058552i,0.00076717-0.0049898i,0.0038696-0.00082486i,0.0024874+0.0033216i,-0.0014049+0.0049664i,-0.0028977+0.0055663i
0.029108-0.018754i,0.055007-0.047295i,0.051137-0.056065i,0.013196-0.039245i,-0.023212-0.011443i,-0.028026+0.016859i,-0.0092716+0.029211i,0.011556+0.023755i,0.022503+0.012223i,0.023184+0.0079891i,0.015013+0.0063598i,0.0028409+0.0040056i,-0.0052067+0.002943i,-0.0071461+0.00096512i,-0.006576-0.0031524i,-0.0049649-0.0067505i,-0.0013763-0.0068387i,0.0033888-0.0036696i,0.0066136+0.00097065i,0.0044211+0.004955i,-0.0012257+0.0058524i,-0.0057436+0.0040841i,-0.0065561+0.001883i
0.018786+0.0097728i,0.06262+0.016973i,0.075177+0.0097003i,0.04154-0.007852i,0.0046689-0.01882i,-0.015821-0.011845i,-0.010913+0.004178i,0.011148+0.011559i,0.024876+0.00664i,0.020978+0.0015507i,0.013043-0.0041505i,0.0041796-0.0099746i,-0.0035808-0.009164i,-0.0040366-0.0077662i,-0.00069513-0.0099309i,0.0020671-0.0096103i,0.0061037-0.0056575i,0.0096758-0.0026526i,0.0091585+0.00087841i,0.0044413+0.0043004i,-7.4048e-05+0.0047323i,-0.0017793+0.0022069i,-0.0029156-0.0015768i
0.012578+0.024372i,0.024729+0.064719i,0.044029+0.06795i,0.049+0.023343i,0.029018-0.016567i,0.005591-0.029959i,-0.005487-0.021311i,-0.0050122-0.0073267i,-0.0067733+0.00047245i,-0.01388+0.002823i,-0.01055-0.00038551i,-0.0028403-0.0079398i,-0.0015333-0.010138i,0.0021675-0.0064836i,0.0080646-0.0027627i,0.0098271-0.0011242i,0.0084459-0.00086961i,0.0061764-0.0011613i,0.0038329-0.00060208i,0.00023411+0.0011387i,-0.00029687-0.0005713i,0.0025445-0.0046655i,0.0024814-0.0051867i
0.0072654+0.036311i,-0.014578+0.063972i,-0.015397+0.072478i,0.013573+0.043927i,0.028407+0.0026986i,0.017967-0.023535i,-0.0062357-0.026132i,-0.025577-0.0080873i,-0.031122+0.0054668i,-0.027639+0.0081793i,-0.016342+0.013038i,-0.0011431+0.011556i,0.005326+0.0042513i,0.006947+0.0046392i,0.0094204+0.0092207i,0.0088406+0.0097771i,0.0050803+0.0074984i,0.00098633+0.0057092i,-0.0023266+0.0036603i,-0.0038127+0.00030596i,-0.002041-0.0033696i,0.0013508-0.0044597i,0.0025897-0.0028228i
-0.035799+0.019278i,-0.061555+0.02234i,-0.070095+0.027976i,-0.039769+0.033152i,0.00099069+0.021755i,0.013484+0.0073896i,0.00045517-0.0011894i,-0.017201-0.0033112i,-0.016753-0.001707i,-0.0049335-0.0023375i,0.0015169+0.003659i,0.0070478+0.012584i,0.01079+0.010847i,0.005306+0.0062926i,-0.0016748+0.00641i,-0.0037633+0.0063506i,-0.0042487+0.0067432i,-0.0039095+0.0082873i,-0.002237+0.0056734i,-0.0029872-0.00015972i,-0.0046919-0.00076899i,-0.0031104+0.0018992i,-0.00059826+0.0013544i
-0.062442-0.021742i,-0.086805-0.038527i,-0.081772-0.037092i,-0.053571-0.0079737i,-0.016174+0.027235i,0.0066959+0.032387i,0.0077246+0.015368i,0.002358-0.00091251i,0.0073786-0.0088058i,0.014638-0.014479i,0.0066242-0.014681i,-0.003032-0.0050967i,-0.0032316-0.0015136i,-0.0067568-0.0071051i,-0.014401-0.0090482i,-0.015594-0.0043931i,-0.010317+0.0020228i,-0.00296+0.0061922i,0.001886+0.0062029i,0.0015874+0.0049399i,-0.0008519+0.0059086i,-0.00088251+0.0058249i,-0.00039561+0.0020842i
-0.011015-0.048555i,-0.019574-0.08086i,-0.019508-0.069136i,-0.016543-0.018905i,-0.01763+0.018508i,-0.0085718+0.026368i,0.0045001+0.016902i,0.015316+0.0040977i,0.015694+0.0011653i,0.0065127+0.0010963i,-0.0067407-0.0061595i,-0.018083-0.01i,-0.018293-0.0082606i,-0.012137-0.009798i,-0.009292-0.01174i,-0.008273-0.0079402i,-0.0062183-0.002242i,-0.0037947+0.0012333i,-0.00030293+0.0032813i,0.0017241+0.0036356i,0.0015985+0.0024303i,0.0009947+0.00023697i,0.0011989-0.0016976i
0.065448-0.024192i,0.093287-0.039669i,0.069156-0.038327i,0.015147-0.017007i,-0.020304-0.0052561i,-0.02225-0.0062912i,-0.0056423-0.0084045i,0.0044369-0.0050076i,0.00084136+0.0055678i,-0.0028827+0.014284i,-0.0025083+0.008599i,-0.0053455+0.00077006i,-0.0047007+0.0022452i,0.0041496+0.0042848i,0.011605+0.00036506i,0.0095557-0.0047287i,0.00048152-0.0054714i,-0.0078649-0.0034281i,-0.010458-0.00043184i,-0.0067321+0.00013499i,-0.0018136-0.004104i,-0.00049605-0.0064861i,0.0012464-0.0055822i
0.069763+0.024145i,0.10134+0.042437i,0.08367+0.022042i,0.024621-0.020351i,-0.01692-0.042539i,-0.029374-0.044672i,-0.023897-0.033216i,-0.013945-0.019009i,-0.011938-0.011156i,-0.0060919-0.0042673i,0.010033-0.00031145i,0.017501-0.00043289i,0.015247+0.0055785i,0.016012+0.011228i,0.016873+0.0094731i,0.011757+0.0024222i,0.0028629-0.0037513i,-0.0060298-0.0051366i,-0.010749-0.004082i,-0.0094215-0.0029695i,-0.0062873-0.0044613i,-0.0028106-0.005795i,0.0015305-0.0036389i
-0.020635+0.049892i,-0.027132+0.060196i,-0.0043213+0.034142i,0.012461-0.022435i,0.00591-0.053991i,0.0016469-0.045745i,-0.0012869-0.027079i,-0.007084-0.01829i,-0.0090983-0.020563i,-0.0051631-0.0202i,0.0038713-0.012034i,0.010611-0.0065038i,0.0073497-0.0056357i,0.0012662-0.0020924i,-0.0023231+0.0026159i,-0.0022321+0.0017602i,0.00028403-0.0035233i,0.00096093-0.0072374i,-0.0005774-0.0073564i,-0.00093724-0.0045063i,0.00197-0.0015745i,0.0043154-0.00043749i,0.0030962+0.0012329i
-0.085599+0.024218i,-0.096984+0.016563i,-0.057093+0.0072822i,0.008333-0.0040786i,0.05442-0.017085i,0.060647-0.0099789i,0.039299+0.0031177i,0.021762+0.010643i,0.017549+0.0069862i,0.0081585+0.0017233i,-0.0041907+0.0048824i,-0.0081927+0.0037717i,-0.0128-0.0038594i,-0.019924-0.0056815i,-0.019173-0.001205i,-0.0086498+0.0013541i,0.0040936-0.0025109i,0.010125-0.007726i,0.0085069-0.0087084i,0.006667-0.0056567i,0.0087552-0.00085264i,0.0096366+0.002894i,0.0058502+0.0040991i
-0.012395-0.048963i,-0.010289-0.035209i,-1.6626e-05-0.0040718i,0.02828+0.025823i,0.058171+0.044396i,0.059487+0.047775i,0.043021+0.040948i,0.027473+0.032385i,0.020338+0.030985i,0.012709+0.028679i,6.333e-05+0.021766i,-0.0071087+0.015494i,-0.0078974+0.008671i,-0.0081385+0.0019603i,-0.0062117-0.0013675i,-0.00067797-0.00011017i,0.0047434+0.0031739i,0.0069135+0.0023599i,0.0067879-0.0011644i,0.0064883-0.0026978i,0.0062423-0.0010553i,0.0047018+0.0020065i,0.00094624+0.0031212i
0.10679-0.06717i,0.10869-0.045972i,0.063971+0.0072969i,0.021472+0.058008i,-0.001948+0.088656i,-0.0092946+0.078073i,-0.0070402+0.044231i,-0.0058482+0.023855i,-0.0073019+0.018011i,-0.0055524+0.011408i,-0.00074323+0.0039389i,0.0040806+0.0016487i,0.010272+0.0032354i,0.016087+0.0025186i,0.015147+0.0010294i,0.0093597+0.0047798i,0.0042296+0.010737i,0.0030118+0.01186i,0.003546+0.0078141i,0.0020206+0.0043827i,-0.00033509+0.0051008i,-0.002539+0.0048964i,-0.0051184+0.0011574i
0.057916+0.046046i,0.04884+0.04793i,-0.0018753+0.045008i,-0.054865+0.051571i,-0.087084+0.049882i,-0.087461+0.036992i,-0.058109+0.014587i,-0.032773-0.011556i,-0.027357-0.02652i,-0.023869-0.026835i,-0.013625-0.020259i,-0.0015181-0.010376i,0.0077132-0.0033905i,0.01009-0.00019305i,0.0058483+0.0042025i,-0.0013752+0.0070954i,-0.0052144+0.0076719i,-0.0041039+0.0064587i,-0.0014837+0.00356i,-0.00099016+0.002398i,-0.0032116+0.0026058i,-0.0058923+0.0011094i,-0.0060218-0.0020583i
-0.11331+0.1326i,-0.14622+0.1271i,-0.12903+0.047157i,-0.10452-0.02808i,-0.093819-0.058661i,-0.078535-0.056816i,-0.049882-0.04i,-0.024384-0.03169i,-0.012953-0.032585i,-0.0096831-0.025199i,-0.0085586-0.0089468i,-0.0076135+0.0022441i,-0.0085844+0.0055916i,-0.01207+0.007113i,-0.013579+0.0072823i,-0.012971+0.0028026i,-0.011603-0.00417i,-0.0080911-0.0076169i,-0.0031678-0.006304i,-0.0010882-0.003166i,-0.0032192-0.0016128i,-0.004098-0.0028801i,-0.00078824-0.0047029i
-0.1527+0.0077364i,-0.18476-0.0085557i,-0.12107-0.042985i,-0.028808-0.079907i,0.013529-0.10597i,0.014276-0.09779i,0.0059973-0.052387i,0.013299-0.013009i,0.024385+0.004568i,0.024062+0.012997i,0.016758+0.012552i,0.0049776+0.0077622i,-0.0041945+0.0043594i,-0.008486+0.00012289i,-0.010723-0.0053941i,-0.0089169-0.010086i,-0.0047051-0.011986i,-0.0012704-0.0077232i,0.001361-0.0011757i,0.0012193-0.00079676i,-0.0013479-0.0037737i,-0.00053155-0.0041143i,0.004194-0.0035534i
0.018778-0.2045i,0.041054-0.25287i,0.062061-0.18293i,0.087598-0.083301i,0.11131-0.044825i,0.10001-0.04438i,0.056312-0.030301i,0.026183+0.0056523i,0.023699+0.026616i,0.022837+0.018671i,0.013282+0.0024147i,0.0047583-0.007311i,0.0022231-0.011876i,0.004207-0.016774i,0.0065511-0.02111i,0.0077088-0.017446i,0.0091563-0.0089493i,0.0083829+0.00017831i,0.0052651+0.0068799i,0.003439+0.0065421i,0.0026311+0.00080842i,0.0031081-0.0019373i,0.0043356-0.00062223i
0.17009-0.17525i,0.23395-0.20738i,0.18965-0.12834i,0.097084-0.0095245i,0.06997+0.056948i,0.07001+0.050798i,0.040542+0.018277i,0.0051735+0.0068i,-0.0094404+0.0050382i,-0.013965-0.0061008i,-0.014778-0.013262i,-0.010355-0.012289i,-0.0043163-0.010392i,0.00082221-0.0088452i,0.0071698-0.0048478i,0.012199+0.0004858i,0.012774+0.0051501i,0.0086511+0.0057545i,0.0045882+0.0045662i,0.0040449+0.0041597i,0.0059864+0.0019803i,0.005902+0.00092786i,0.0013455+0.0022432i
0.12345+0.13605i,0.15594+0.16896i,0.10534+0.13765i,0.0041487+0.095277i,-0.057805+0.095609i,-0.038294+0.087822i,-0.0071488+0.038706i,-0.016172-0.0027358i,-0.027054-0.012285i,-0.019741-0.009159i,-0.010601-0.00059037i,-0.0028053+0.0078931i,0.0014936+0.009049i,0.0024135+0.0098062i,0.0035939+0.011819i,0.001968+0.011905i,-0.003283+0.01019i,-0.0058191+0.0045552i,-0.0065946-0.0012648i,-0.0048759-0.00011931i,0.00076324+0.0031992i,0.001829+0.0041767i,-0.0007154+0.0053488i
-0.027213+0.3157i,-0.024682+0.39499i,-0.023358+0.28483i,-0.041547+0.10817i,-0.075032+0.026672i,-0.070156+0.032492i,-0.022212+0.03321i,0.012579+0.0078819i,0.016928-0.00082575i,0.01857+0.0099643i,0.02207+0.013578i,0.018945+0.010803i,0.012365+0.0096808i,0.0058095+0.0097764i,-0.0019387+0.009391i,-0.0094854+0.0078294i,-0.012802+0.0052324i,-0.01103+0.0019685i,-0.0081405+0.00019776i,-0.0073628+0.0022984i,-0.0067226+0.0053567i,-0.0049665+0.0037781i,-0.0035571-0.0018075i
-0.13267+0.048129i,-0.15556+0.10028i,-0.091087+0.07335i,0.0020126-0.025544i,0.023264-0.090304i,-0.0044201-0.064399i,-0.0037168-0.010379i,0.015151+0.0074469i,0.018517+0.01032i,0.01381+0.015781i,0.0069296+0.0083227i,0.00020531+0.00010393i,0.00041365-0.0033342i,-0.00044173-0.010855i,-0.0053282-0.015184i,-0.0074785-0.013945i,-0.0051358-0.01001i,-0.0012205-0.0024116i,0.0012531+0.0027203i,-0.0024904+0.0010955i,-0.009166-0.00082797i,-0.010177-0.0027682i,-0.0056458-0.0049698i
-0.1284-0.26465i,-0.1868-0.28917i,-0.1186-0.17881i,0.018867-0.072717i,0.084334-0.06225i,0.046653-0.069208i,-0.0069365-0.033988i,-0.0211+0.0046529i,-0.025585+0.013295i,-0.03397+0.0069298i,-0.033762+0.00034456i,-0.029414-0.0039372i,-0.022523-0.003905i,-0.010634-0.0049942i,0.0013155-0.0094164i,0.0098841-0.013665i,0.011904-0.014559i,0.0085545-0.0098162i,0.0065095-0.0042955i,0.004367-0.0057504i,-0.0008013-0.010246i,-0.0035309-0.0092651i,-0.0026345-0.003567i
-0.022895-0.14335i,-0.087257-0.19521i,-0.10898-0.099187i,-0.060213+0.056032i,0.0035436+0.095399i,0.014655+0.044253i,-0.016179+0.0059498i,-0.039894-0.00082623i,-0.039687-0.006493i,-0.03172-0.013086i,-0.019545-0.0094932i,-0.0081926-0.0038289i,-0.0050647+0.0013663i,0.00064787+0.0069846i,0.0096317+0.0068375i,0.012883+0.0040817i,0.0089473+0.0024217i,0.00099996-0.00020741i,-0.0038483-0.0042087i,-0.00039203-0.0080236i,0.0067733-0.0103i,0.010935-0.0084159i,0.0099775-0.0039021i
