-0.001129-0.0019973i,-0.00092222-0.0025241i,-0.0019129-0.00080697i,-0.0012617+0.00084765i,-0.00046699+0.0011457i,-0.00054566+0.0012139i,-0.0003692+0.0016278i,-0.00066511+0.0015649i,-0.00039109+0.00039851i,2.7073e-05-0.00070851i,7.0397e-05-0.0012083i,0.00050264-0.00061568i,0.00046521-0.00011493i,0.00071004-0.00015772i,0.0011603+0.00023668i,0.00026479+0.00089559i,-0.00016174+0.00094876i,-9.707e-06+0.00074615i,-2.5625e-05+0.00054313i,-0.00042909+0.00036912i,-0.00016123+0.00031823i,7.8428e-05+9.4863e-05i,-0.0010197-0.00038819i
0.099265+0.14466i,0.11217+0.11759i,0.021985+0.069186i,-0.085695+0.08106i,-0.086555+0.11368i,-0.029089+0.077401i,-0.0053216+0.013946i,-0.0016008-0.016806i,0.010986-0.030403i,0.022232-0.032851i,0.027921-0.021621i,0.028483-0.013635i,0.020735-0.0083035i,0.015858+0.0018022i,0.013349+0.0098333i,0.006832+0.014391i,0.0016274+0.013667i,-0.0018998+0.0054658i,-0.0056224+0.00054133i,-0.0014351+0.0023024i,0.0093897+0.0041066i,0.015496+0.00336i,0.01326+0.00041532i
0.10505+0.064821i,0.17751+0.050685i,0.1126-0.014205i,-0.021533-0.065974i,-0.083421-0.051667i,-0.051656-0.016476i,0.0025173-0.005809i,0.031426-0.013i,0.038667-0.010726i,0.036907-0.00094755i,0.028613+0.00085239i,0.020575-0.0031885i,0.013326-0.0088189i,0.0014273-0.011199i,-0.0071106-0.0044449i,-0.0086103+0.0048384i,-0.0064471+0.0080263i,-0.0019039+0.0051532i,-0.0012371+0.0019291i,-0.0025488+0.0055801i,-0.0011485+0.013251i,0.0014572+0.014406i,0.0016627+0.009126i
0.026301-0.19754i,0.058891-0.21581i,0.075566-0.20172i,0.064169-0.1885i,0.032792-0.1561i,0.0064249-0.09663i,0.0063322-0.041236i,0.015021-0.0036724i,0.01448+0.023257i,0.0043266+0.035039i,-0.0074355+0.032043i,-0.0090357+0.026056i,-0.0045908+0.014825i,-0.0068839+0.0014905i,-0.0078912-0.0055319i,-0.0059978-0.00979i,-0.0059532-0.010218i,-0.0036918-0.0070545i,-0.00011213-0.006014i,-0.0018411-0.0044478i,-0.0086128+0.0017135i,-0.013938+0.008209i,-0.013105+0.0105i
0.012271-0.019902i,-0.017486+0.017996i,0.027347+0.030006i,0.10744+0.0041025i,0.12614-0.031337i,0.075348-0.041615i,0.012103-0.02058i,-0.020413+0.0017411i,-0.030167+0.0081069i,-0.033612+0.0085688i,-0.029662+0.011705i,-0.018857+0.014237i,-0.0076573+0.014523i,-0.00055371+0.011885i,0.0017812+0.0073289i,0.0017611+0.0024891i,0.00014499-0.00086141i,0.00014091-0.0015911i,0.0035963-0.0048273i,0.0018985-0.010459i,-0.0060355-0.012881i,-0.013503-0.010854i,-0.01491-0.0050806i
0.045058+0.39101i,0.038712+0.44319i,0.047165+0.34151i,0.046402+0.2127i,0.035563+0.13131i,0.029441+0.057084i,0.00020554-0.00046055i,-0.030433-0.013595i,-0.035485-0.018893i,-0.029739-0.025565i,-0.017849-0.021739i,-0.010166-0.01316i,-0.0092716-0.0041121i,-0.0033297+0.0004583i,-0.0002013+0.0023174i,-0.00042921+0.0047178i,0.0032655+0.0044855i,0.0071307+0.001304i,0.0087918-0.0014534i,0.010415-0.0045358i,0.012079-0.0098263i,0.010653-0.015612i,0.0073071-0.016971i
-0.11945+0.27453i,-0.08042+0.27123i,-0.053869+0.19546i,-0.088955+0.13515i,-0.099491+0.11576i,-0.04282+0.090046i,0.013805+0.036375i,0.030989+0.0004803i,0.035973-0.0098094i,0.034033-0.017218i,0.019655-0.01729i,0.0045606-0.010783i,-0.0046871-0.0043235i,-0.008352+7.2616e-06i,-0.009408+0.00082465i,-0.006657+0.0033404i,0.00072367+0.0045715i,0.0069312+0.0027496i,0.0089779+0.0040864i,0.01115+0.008777i,0.015862+0.010621i,0.01966+0.0043111i,0.016833-0.0047812i
-0.35962-0.35151i,-0.39643-0.39983i,-0.30146-0.30273i,-0.18099-0.20196i,-0.11006-0.13202i,-0.056076-0.054797i,0.0034144-0.010581i,0.033717-0.0057126i,0.04229+0.00084685i,0.038988+0.0026244i,0.02074+0.0020086i,0.010567+0.0056081i,0.009372+0.0023825i,0.0025049-0.0042646i,-0.005014-0.011819i,-0.009582-0.015002i,-0.0099803-0.0083728i,-0.0081076+0.0007687i,-0.0075837+0.0066357i,-0.0068305+0.011407i,-0.0042014+0.016495i,0.0020759+0.016207i,0.0073151+0.0077447i
-0.11305-0.57902i,-0.19551-0.57665i,-0.15486-0.36533i,-0.01542-0.20087i,0.039277-0.161i,0.0075577-0.10052i,0.00034533-0.017314i,-0.00013411+0.013153i,-0.017894+0.019544i,-0.023265+0.018881i,-0.019347+0.0062082i,-0.014734-0.0020581i,-0.0066831-0.0054942i,0.002584-0.0052645i,0.011546-0.0044852i,0.011424-0.0062976i,0.001939-0.0042557i,-0.005457+0.0018062i,-0.0068813+0.0037261i,-0.0095844+0.00020601i,-0.017257+0.0015364i,-0.019721+0.011882i,-0.011497+0.018523i
0.48072-0.028142i,0.50756-0.013439i,0.3639+0.01766i,0.23804+0.064684i,0.17681+0.08051i,0.090489+0.048801i,0.0023679+0.032075i,-0.033508+0.033638i,-0.041453+0.025196i,-0.034613+0.017621i,-0.016418+0.0077982i,-0.008312-0.0043754i,-0.010831-0.0076953i,-0.01044-0.003539i,-0.0023929+0.0035999i,0.0038232+0.0049295i,0.00095125+0.00066068i,-0.0011632-0.0037612i,0.00055207-0.0075809i,-0.00012729-0.010601i,-0.0064838-0.014026i,-0.013332-0.012399i,-0.011888-0.0046933i
0.49683+0.50399i,0.63676+0.44494i,0.49108+0.24598i,0.23448+0.16407i,0.12602+0.16389i,0.10612+0.10153i,0.057107+0.024713i,0.023548-0.012604i,0.020574-0.027266i,0.023667-0.022314i,0.024003-0.011571i,0.013372-0.0038878i,0.0018354+0.0050228i,-0.0055476+0.012236i,-0.0092954+0.018494i,-0.0035827+0.017743i,0.005602+0.0071777i,0.0093953-0.0033214i,0.010817-0.0052236i,0.015316-0.0028013i,0.018535-0.0071384i,0.013094-0.014468i,0.0053944-0.01381i
-0.27442+0.32871i,-0.25599+0.33645i,-0.20791+0.20143i,-0.22881+0.067497i,-0.22915+0.018475i,-0.14356+0.0089608i,-0.051888-0.0034312i,-0.0036912-0.012608i,0.015696-0.01649i,0.019313-0.013683i,0.019788-0.007443i,0.022358-0.0043376i,0.021324-0.0041249i,0.0098671-0.0058561i,-0.00826-0.0063732i,-0.015974-0.0021833i,-0.0083381+0.0034487i,0.00092924+0.0067715i,0.0024921+0.010251i,0.0034328+0.015263i,0.010026+0.016389i,0.012436+0.0067442i,0.0051476-0.0033795i
-0.62252-0.25489i,-0.7387-0.10481i,-0.53774+0.024901i,-0.30176-0.019482i,-0.24192-0.066973i,-0.20508-0.017245i,-0.09658+0.019049i,-0.022212+0.018976i,-0.0088424+0.026933i,-0.017526+0.0296i,-0.025514+0.026253i,-0.017157+0.021293i,-0.00077386+0.0074891i,0.010851-0.011365i,0.013433-0.027063i,0.0086191-0.027102i,0.0039437-0.014287i,0.00057318-0.0005956i,-0.0054045+0.0062448i,-0.012958+0.0078269i,-0.014921+0.011542i,-0.006242+0.013327i,0.0028993+0.0065967i
0.054918-0.45331i,-0.060255-0.37266i,-0.042239-0.15337i,0.10497-0.059691i,0.1543-0.0619i,0.08681-0.025435i,0.025242+0.02431i,-0.001402+0.039589i,-0.013078+0.026451i,-0.021594+0.012332i,-0.023546+0.009572i,-0.019868+0.007443i,-0.016418+0.0034905i,-0.0060325+0.00013551i,0.006526-0.001391i,0.008303-0.0018961i,0.0003413-0.0023224i,-0.0059441-0.0016887i,-0.0054479-0.0057833i,-0.0094484-0.012193i,-0.018769-0.010941i,-0.018993-0.0021321i,-0.0082738+0.0033i
0.65984-0.0050077i,0.66435-0.23043i,0.4249-0.28946i,0.2802-0.15185i,0.28622-0.10771i,0.21081-0.15662i,0.060295-0.12539i,-0.015092-0.063645i,-0.024562-0.044579i,-0.015211-0.035419i,-0.0018384-0.022484i,0.00021546-0.011167i,-0.0015492+0.001443i,0.0015404+0.011733i,0.0072393+0.017177i,0.011479+0.014771i,0.0089404+0.0056209i,0.001137-0.0032843i,-0.0014772-0.0087122i,0.0027782-0.014175i,0.0044375-0.019444i,0.00012513-0.016306i,-0.0020294-0.0068622i
0.23442+0.53232i,0.30848+0.34928i,0.15585+0.1082i,-0.044359+0.086023i,-0.072147+0.11226i,-0.024688+0.033705i,-0.010305-0.022053i,0.0022358-0.014943i,0.021175-0.0036639i,0.02843-0.0055895i,0.020068-0.016934i,0.0051587-0.023084i,-0.0043857-0.013855i,-0.0096143+0.0051573i,-0.013981+0.01894i,-0.013053+0.022496i,-0.005444+0.019747i,0.0017087+0.012154i,0.0046493+0.0086452i,0.012162+0.0086998i,0.02214+0.0037929i,0.019444-0.0020654i,0.007714-0.0021337i
-0.54123+0.38805i,-0.42989+0.48345i,-0.2379+0.34291i,-0.20121+0.1718i,-0.21187+0.16232i,-0.12348+0.16165i,-0.037248+0.07024i,-0.0049562+0.011302i,0.02269+0.0080461i,0.031076+0.0062507i,0.017979+0.0084155i,0.01907+0.011967i,0.022572+0.00049701i,0.011117-0.016112i,-0.0058711-0.025016i,-0.016715-0.023364i,-0.013468-0.013703i,-0.0040016-0.0040317i,-0.0012319+0.0022501i,-0.0029351+0.0096897i,-0.002009+0.015124i,0.00073072+0.010462i,0.0009517+0.0012652i
-0.51296-0.27762i,-0.40531-0.033412i,-0.10691+0.12486i,0.038724+0.038649i,0.0037126-0.027316i,0.011535+0.027926i,0.053416+0.043497i,0.030379+0.018483i,-0.013989+0.012257i,-0.030618+0.012554i,-0.022846+0.011794i,-0.012013+0.0086414i,-0.0070348+0.001853i,-0.00044524-0.0065388i,0.006239-0.011908i,0.0061501-0.009374i,-0.00031447-0.0025252i,-0.0035926-0.00049161i,-0.0046633-0.0062852i,-0.01116-0.0074954i,-0.016101-2.7828e-05i,-0.012346+0.0045803i,-0.0045585+0.0014031i
0.066384-0.55404i,-0.055882-0.50991i,-0.089673-0.31758i,0.00089392-0.19755i,0.054715-0.16743i,0.0094703-0.11718i,-0.033569-0.042855i,-0.04419-0.0008339i,-0.046067+0.016263i,-0.033199+0.019664i,-0.012042+0.01017i,0.0017919+0.003497i,0.0068209+0.0012087i,0.0085376+0.00075184i,0.014767+0.00029613i,0.018101-0.0066991i,0.0096766-0.012444i,2.6261e-05-0.0089903i,-0.00045011-0.0064458i,0.0011904-0.012076i,0.00016009-0.017621i,0.0017605-0.016683i,0.0059345-0.010745i
0.34982-0.058071i,0.17979-0.15518i,0.0047095-0.12232i,0.031427-0.019725i,0.10847-0.020086i,0.091566-0.079701i,0.046431-0.087073i,0.035615-0.069168i,0.039631-0.056752i,0.033825-0.041423i,0.0092261-0.019968i,-0.012561+0.0018923i,-0.011125+0.014094i,0.0018719+0.019577i,0.011218+0.024159i,0.019414+0.02339i,0.023401+0.013631i,0.016042+0.0045899i,0.010247+0.0021279i,0.015358-0.004429i,0.020162-0.013348i,0.019195-0.012461i,0.014498-0.0036936i
0.12712+0.32041i,0.10312+0.23257i,-0.022836+0.11128i,-0.12141+0.070663i,-0.11897+0.048673i,-0.084938+0.016774i,-0.063593+0.01045i,-0.038299+0.0089876i,-0.017226-0.0088402i,-0.010689-0.018423i,-0.0031587-0.0174i,0.0031551-0.020148i,-0.0030033-0.018769i,-0.018679-0.013055i,-0.034493-0.0083351i,-0.039496-0.00075593i,-0.028037+0.0033236i,-0.012005-0.00025481i,-0.0034337+0.0010283i,0.0018869+0.011786i,0.0090308+0.020901i,0.010999+0.018711i,0.0048264+0.011445i
-0.077627-0.056412i,0.11467-0.058693i,0.24088-0.08176i,0.13454-0.057446i,-0.012202+0.043059i,-0.017674+0.098939i,0.036445+0.057503i,0.036699+0.025728i,0.0099013+0.045525i,-0.0020141+0.053937i,-0.0040775+0.038379i,-0.0034832+0.030292i,0.0017437+0.026466i,0.0039797+0.012074i,0.00056396-0.0030327i,-0.001656-0.0051318i,-0.0027182+0.00040187i,-0.0046048+0.00065797i,-0.0087849-0.0015568i,-0.012337+0.0059596i,-0.012064+0.019546i,-0.0089386+0.024823i,-0.004545+0.018218i
0.039664-0.26033i,-0.014092-0.18349i,-0.0104-0.02858i,0.07116+0.04589i,0.14589+0.057848i,0.15047+0.077287i,0.11196+0.082013i,0.076782+0.055724i,0.053545+0.022246i,0.036497+0.00040472i,0.021116-0.010019i,0.0098326-0.01589i,0.002913-0.01463i,0.0018389-0.0077067i,0.0037462-0.0070771i,-0.0022121-0.0092865i,-0.008415-0.003286i,-0.0033181+0.0021521i,0.0036126-0.0017474i,-0.0010836-0.0079649i,-0.012318-0.0094904i,-0.018725-0.0074456i,-0.019364-0.0067023i
0.16307+0.214i,0.058948+0.19983i,-0.0037466+0.11865i,0.053695-0.01603i,0.079925-0.15918i,0.0099655-0.21949i,-0.062544-0.17352i,-0.083029-0.11386i,-0.067116-0.085786i,-0.043701-0.059234i,-0.019467-0.018918i,0.0042796+0.0081669i,0.019557+0.006198i,0.028223-0.0040147i,0.036436-0.0076045i,0.043853-0.012843i,0.040022-0.019732i,0.028505-0.015284i,0.021368-0.0072772i,0.014512-0.012371i,0.0050037-0.022903i,0.0003066-0.023802i,0.0035377-0.015409i
-0.065602+0.48897i,-0.045993+0.43636i,-0.11198+0.31667i,-0.20737+0.23706i,-0.2479+0.17124i,-0.21262+0.13505i,-0.11896+0.13144i,-0.035513+0.11137i,-0.012157+0.076891i,-0.012541+0.048163i,-0.017868+0.010356i,-0.03479-0.018325i,-0.046998-0.017206i,-0.045959-0.003264i,-0.039746+0.013499i,-0.029608+0.02762i,-0.01697+0.024413i,-0.010843+0.0095687i,-0.0080353+0.0026583i,0.0028816+0.003011i,0.018512+0.00080181i,0.023109-0.0055073i,0.01407-0.0095891i
-0.37073-0.14857i,-0.25188-0.29221i,-0.15112-0.37622i,-0.14223-0.23078i,-0.086505+0.02315i,-0.0016122+0.11217i,0.018056+0.049974i,0.019996+0.0062894i,0.041034+0.0074917i,0.046143+0.0081692i,0.034247+0.010001i,0.028845+0.016193i,0.020287+0.0092883i,-0.0030862-0.0039796i,-0.023138-0.012906i,-0.026971-0.015601i,-0.021672-0.0079424i,-0.018272+0.0042292i,-0.016039+0.013092i,-0.0070236+0.020239i,0.0045805+0.023793i,0.013803+0.017341i,0.01416+0.0038946i
-0.066195-0.59744i,-0.023591-0.46896i,0.072024-0.21069i,0.17538-0.093926i,0.23223-0.14366i,0.22833-0.18518i,0.17314-0.16237i,0.084859-0.11918i,0.0096057-0.080573i,-0.02498-0.047853i,-0.033994-0.019651i,-0.034656+0.0049662i,-0.016837+0.023514i,0.011383+0.022506i,0.01729+0.0080879i,0.0043968+0.0076377i,0.0014791+0.019752i,0.0081111+0.01778i,0.0079813+0.0044132i,-0.0024824+0.00045008i,-0.013749+0.010752i,-0.015462+0.02434i,-0.010227+0.026215i
0.47318-0.095847i,0.39338+0.025021i,0.24011+0.028157i,0.10283-0.094693i,-0.048797-0.15746i,-0.18692-0.10847i,-0.22446-0.0032292i,-0.1617+0.06628i,-0.089248+0.070434i,-0.041728+0.049436i,-2.6696e-05+0.020877i,0.030112-0.01155i,0.03633-0.032736i,0.032375-0.038761i,0.034325-0.041624i,0.029253-0.051641i,0.012604-0.053221i,0.0066233-0.039353i,0.010286-0.025591i,0.0042773-0.016586i,-0.0092006-0.011011i,-0.015493-0.0081584i,-0.0095334-0.0053773i
0.31295+0.5929i,0.38889+0.60408i,0.39192+0.46354i,0.27307+0.3468i,0.13505+0.28691i,0.10596+0.21732i,0.13177+0.10769i,0.13156+0.026601i,0.11474+0.00052271i,0.080708-0.0046551i,0.027614-0.00095621i,-0.016911+0.012829i,-0.033333+0.026423i,-0.025831+0.0356i,-0.0033323+0.042984i,0.023109+0.038818i,0.029673+0.020675i,0.01171+0.0040725i,-0.0032417-0.00050677i,-0.00088364-0.0044943i,0.0033775-0.016537i,-0.0012344-0.022164i,-0.0051229-0.01327i
-0.45314+0.37574i,-0.55582+0.27676i,-0.51836+0.12559i,-0.36041+0.076111i,-0.13167+0.095011i,0.020435+0.075844i,0.026333+0.043168i,-0.0057431+0.021181i,-0.01663-0.021511i,-0.02198-0.046555i,-0.0089175-0.041212i,0.0039798-0.043379i,-0.014621-0.035812i,-0.039092-0.0051717i,-0.04839+0.018934i,-0.048565+0.027666i,-0.037406+0.030794i,-0.017959+0.031663i,-0.0046958+0.028802i,0.0030607+0.02364i,0.010977+0.018098i,0.013838+0.0077459i,0.0084008-0.0052136i
-0.47014-0.37361i,-0.44195-0.3593i,-0.21214-0.2253i,-0.037846-0.19799i,-0.064151-0.26179i,-0.13134-0.25935i,-0.12524-0.20527i,-0.11485-0.12294i,-0.10422-0.016224i,-0.066453+0.04145i,-0.031416+0.053194i,-0.0011662+0.059574i,0.029342+0.037464i,0.034374-0.0059848i,0.016846-0.023045i,0.010076-0.0090674i,0.018649+0.0043826i,0.021558+0.0026409i,0.013046-0.0046857i,0.0023745-0.0030983i,0.0016456+0.004326i,0.01084+0.003616i,0.012111-0.0033008i
0.35431-0.51097i,0.21107-0.43302i,-0.052258-0.13216i,-0.14774+0.064033i,-0.10178+0.10818i,-0.044279+0.15093i,0.020022+0.17835i,0.058805+0.13286i,0.060267+0.070157i,0.043208+0.022446i,0.0083549-0.015466i,-0.017049-0.041879i,-0.020562-0.05571i,-0.016376-0.056906i,-0.016642-0.05334i,-0.030011-0.044409i,-0.038087-0.026453i,-0.025913-0.013197i,-0.0099893-0.010034i,-0.0045576-0.007592i,-0.0087362+0.00060792i,-0.012286+0.0096057i,-0.0087741+0.0096004i
0.47918+0.28343i,0.60011+0.084555i,0.50212-0.15305i,0.34668-0.16154i,0.24148-0.083765i,0.13904-0.1027i,0.021074-0.13197i,-0.031336-0.10651i,-0.018631-0.079926i,-0.010086-0.058809i,-0.0084155-0.023156i,0.0043545+0.010302i,0.012695+0.025037i,0.016692+0.026595i,0.028618+0.013165i,0.034459-0.015482i,0.016521-0.032186i,-0.0076247-0.019769i,-0.01547-0.00047297i,-0.015204+0.00098576i,-0.016962-0.0097807i,-0.013783-0.0097173i,0.0018543-0.0018285i
-0.35451+0.52126i,-0.26056+0.60285i,-0.15261+0.47608i,-0.062292+0.32198i,0.061952+0.16951i,0.12137+0.051651i,0.11039+0.035154i,0.089829+0.043606i,0.034767+0.033093i,-0.0089407+0.027731i,-0.014259+0.0079035i,-0.026241-0.00049337i,-0.025052+0.027687i,-0.00044244+0.050721i,0.011623+0.057835i,0.012579+0.060485i,0.018678+0.048845i,0.022286+0.027729i,0.020861+0.012857i,0.022775+0.0051419i,0.027059+0.00020007i,0.023274-0.003576i,0.010936-0.0026991i
-0.57501-0.06318i,-0.48851+0.0096279i,-0.24087-0.13568i,-0.1855-0.27122i,-0.25995-0.16244i,-0.24988-0.014033i,-0.19212+0.019627i,-0.12035+0.022507i,-0.03245+0.01532i,0.020994-0.0034248i,0.044719-0.0055049i,0.063011-0.0089882i,0.051642-0.031424i,0.0085652-0.046078i,-0.020575-0.038944i,-0.016166-0.028526i,-0.0010741-0.020639i,0.0056345-0.013362i,0.0022484-0.0073978i,-0.0051656+0.00019813i,-0.010174+0.0037455i,-0.014568-0.0010076i,-0.022649-0.0045883i
0.088749-0.80487i,-0.043413-0.53715i,0.023727-0.026899i,0.12125+0.16875i,0.10827+0.077906i,0.1202-0.020055i,0.15013-0.097782i,0.079535-0.13046i,-0.0048483-0.090034i,-0.026532-0.041711i,-0.031814-0.01312i,-0.039226-0.0021197i,-0.038242-0.007692i,-0.032864-0.014428i,-0.025699-0.010682i,-0.016207-0.0010552i,-0.0098092+0.0048467i,-0.007255+0.0034951i,-0.0033474-0.0018545i,0.0026476-0.0043499i,0.0098935-0.0029872i,0.015302-0.0021189i,0.017186-0.0051916i
0.89511-0.13894i,0.54278-0.40676i,0.018019-0.39833i,-0.14252-0.17354i,-0.044547+0.0080279i,-0.012164+0.098423i,-0.045687+0.14175i,-0.050344+0.14121i,-0.022095+0.10485i,0.00072073+0.05715i,-0.00078837+0.021221i,-0.0047748+0.0082397i,0.0068219+0.014708i,0.023977+0.01983i,0.025061+0.006945i,0.0021644-0.0078832i,-0.021103-0.0058077i,-0.024689+0.0038802i,-0.018699+0.010652i,-0.018453+0.012951i,-0.022266+0.012856i,-0.016345+0.010505i,-0.00044248-0.0017244i
-0.058408+0.84618i,0.059453+0.70438i,0.16906+0.44134i,0.22748+0.17651i,0.19187-0.073791i,0.11506-0.2054i,0.088063-0.19698i,0.10102-0.14246i,0.094681-0.086864i,0.057216-0.049895i,0.018131-0.024895i,0.0050008+0.00066366i,0.012632+0.0074143i,0.022491-0.0049749i,0.025738-0.0096245i,0.02702-0.00079566i,0.026328-0.00010548i,0.018527-0.0058597i,0.01041-0.0061196i,0.011099-0.01183i,0.017384-0.021467i,0.022887-0.021735i,0.024618-0.0099082i
-0.55805+0.24584i,-0.34132+0.1411i,-0.29445-0.021563i,-0.32602-0.0057913i,-0.21141+0.11573i,-0.081787+0.18338i,-0.023502+0.19024i,0.0057249+0.11952i,-0.013676+0.024419i,-0.033305+0.0050206i,0.0011898+0.019215i,0.029812+0.0089732i,0.013032-0.00079267i,-0.021113+0.0074781i,-0.039497+0.021709i,-0.029909+0.023673i,-0.0086959+0.0095451i,0.0012846-0.0047662i,0.0007033-0.0066478i,-0.00036585+0.0055886i,0.0015583+0.022989i,0.0043121+0.034026i,0.0011989+0.037688i
-0.56252-0.38242i,-0.24424-0.18972i,0.17768-0.16103i,0.24232-0.17132i,0.037741-0.064593i,-0.11119+0.0044405i,-0.16851-0.0089171i,-0.17804+0.01062i,-0.13051+0.051072i,-0.060803+0.048877i,-0.029682+0.011025i,-0.038679-0.012892i,-0.040769-0.010989i,-0.022934-0.011392i,-0.0013177-0.021869i,0.0057711-0.028031i,7.4015e-05-0.017808i,0.00073065-0.0079588i,0.0032698-0.017226i,-0.0022238-0.031427i,-0.013572-0.035882i,-0.026677-0.02996i,-0.030777-0.02095i
0.47128-0.95787i,0.061537-0.67076i,-0.2293-0.13967i,-0.12043+0.13399i,0.15201+0.071337i,0.29819-0.062554i,0.27921-0.099223i,0.2005-0.045388i,0.14079+0.0016528i,0.086182-0.0022903i,0.030493+0.002993i,0.018141+0.023215i,0.037982+0.012861i,0.046462-0.0074234i,0.038552-0.014612i,0.023175-0.01227i,0.007634-0.0015358i,-0.0014974+0.010731i,-0.0013076+0.022258i,0.0087271+0.028723i,0.02145+0.023599i,0.026043+0.008963i,0.021071-0.009144i
0.95695+0.6452i,0.85201+0.49264i,0.5529+0.14975i,0.18068-0.079936i,-0.12243-0.084361i,-0.24465+0.0070291i,-0.21182+0.047856i,-0.12128+0.025314i,-0.050952-0.0031967i,-0.0375+0.0010196i,-0.048366+0.027411i,-0.048025+0.040788i,-0.04013+0.035358i,-0.033495+0.017834i,-0.030497+0.0049039i,-0.020832+0.005489i,-0.0066527+0.0010122i,0.00076453-0.0064393i,0.0047-0.0060588i,0.0057426-0.0052523i,0.0073604-0.0081629i,0.010563-0.012599i,0.010823-0.014456i
-0.52899+0.38296i,-0.57709+0.19842i,-0.40034+0.1632i,-0.17831+0.13746i,-0.04817+0.025237i,0.020995-0.052566i,0.052421-0.086222i,0.019581-0.11951i,-0.024947-0.11403i,-0.012195-0.081403i,0.032978-0.080661i,0.048759-0.091417i,0.032004-0.065789i,0.013292-0.01843i,0.0051802+0.013314i,0.0068981+0.01724i,0.0076178+0.0054057i,0.0024464-0.00059026i,0.0026486+0.006796i,0.008514+0.018554i,0.014282+0.026695i,0.021084+0.024908i,0.023349+0.019635i
-0.23807+0.082707i,-0.03422-0.14446i,-0.036037-0.29555i,-0.045345-0.18246i,0.079802+0.066213i,0.18149+0.18642i,0.15278+0.1677i,0.059482+0.13395i,-0.0039741+0.1173i,-0.020404+0.084214i,-0.034675+0.058126i,-0.043686+0.061501i,-0.026089+0.047338i,-0.013275+0.007669i,-0.019161-0.010848i,-0.021528+0.0044658i,-0.013847+0.018193i,-0.015219+0.0054207i,-0.03528-0.013088i,-0.052437-0.010695i,-0.055645+0.010997i,-0.044468+0.036905i,-0.022755+0.040226i
-0.57313-0.16648i,-0.33318+0.21502i,0.014273+0.402i,0.17236+0.24499i,0.032071-0.048485i,-0.20601-0.1749i,-0.26564-0.10327i,-0.14197-0.022769i,-0.047228-0.017765i,-0.049242-0.022893i,-0.063169-0.027657i,-0.055922-0.046886i,-0.043491-0.049116i,-0.022456-0.034569i,-0.0010514-0.029506i,0.0032898-0.026379i,0.0037305-0.013185i,0.014491+0.00025967i,0.026954-0.00047626i,0.027778-0.014897i,0.01851-0.030587i,0.0045629-0.038627i,-0.0049435-0.033211i
0.85221-0.60897i,0.70406-0.61678i,0.27787-0.51067i,-0.027163-0.2245i,0.025993+0.041349i,0.22314+0.068941i,0.27779-0.03109i,0.21205-0.075808i,0.16556-0.060058i,0.14063-0.045294i,0.10336-0.017386i,0.074338+0.024729i,0.058648+0.039356i,0.034867+0.031597i,0.01076+0.028645i,0.00089953+0.02402i,-0.0022419+0.0084494i,-0.0015364-0.004045i,0.0071334-0.0049226i,0.017546-0.0076207i,0.015314-0.020243i,0.0023261-0.028976i,-0.0058944-0.022034i
-0.037537+0.70474i,-0.23636+0.74223i,-0.21077+0.47423i,-0.15793+0.20641i,-0.13613+0.16286i,-0.066303+0.21106i,-0.016682+0.17132i,-0.050955+0.085614i,-0.09399+0.031703i,-0.070996-0.0018583i,-0.035773-0.041653i,-0.040327-0.057645i,-0.034805-0.03282i,-0.000647-0.021353i,0.0057025-0.048122i,-0.02504-0.065811i,-0.045161-0.047582i,-0.034758-0.019357i,-0.010858-0.00090412i,0.016515+0.014778i,0.047057+0.027446i,0.062521+0.024515i,0.047785+0.0091567i
-0.24723-0.19966i,-0.31838-0.24972i,-0.15928-0.036285i,0.0084172-0.027284i,-0.10573-0.25115i,-0.36941-0.36722i,-0.44118-0.24036i,-0.27434-0.044558i,-0.098568+0.028122i,-0.043366+0.04266i,0.0011934+0.067898i,0.056395+0.036875i,0.036493-0.019225i,-0.010435-0.025272i,-0.0011588+0.00052215i,0.046191+0.01872i,0.073781+0.020068i,0.058404+0.014855i,0.01759+0.017103i,-0.022639+0.031254i,-0.04411+0.045853i,-0.039866+0.036683i,-0.027949+0.0036862i
0.087954+0.16493i,0.36766-0.02067i,0.35173-0.20305i,0.22571-0.20109i,0.2892-0.027834i,0.47128+0.093234i,0.42777+0.062936i,0.19961+0.057217i,0.095968+0.1152i,0.072881+0.087083i,-0.012604+0.046807i,-0.041237+0.062402i,0.013367+0.034845i,0.026199-0.026899i,-0.0079244-0.05779i,-0.03602-0.056955i,-0.045089-0.04479i,-0.038691-0.040999i,-0.030396-0.038049i,-0.024417-0.032158i,-0.020835-0.026699i,-0.0091055-0.0067422i,0.018507+0.012789i
-0.41504-0.079958i,-0.38555+0.040587i,-0.3087+0.12219i,-0.16162+0.21257i,-0.057238+0.23966i,-0.017015+0.22549i,0.099044+0.13169i,0.13813-0.11356i,-0.011183-0.26965i,-0.08038-0.23581i,-0.045962-0.22379i,-0.071933-0.19488i,-0.074322-0.074302i,-0.0089078+0.013852i,0.042161+0.041039i,0.052147+0.048581i,0.036003+0.044931i,0.020369+0.035606i,0.01464+0.015667i,0.004676-0.0003601i,-0.0094669+0.0049795i,-0.017648+0.021562i,-0.0046235+0.032958i
