0.00079249+0.00026907i,0.00038675+0.00029463i,-1.298e-05-0.0014243i,-0.00075632-0.0015521i,-0.0021783-0.00025592i,-0.0023021+0.00066768i,-0.00042181+0.00044226i,0.00099603+0.00036652i,0.00077757+0.00068653i,0.00049397-1.3218e-05i,0.00035318-0.00041132i,-0.00035504-8.5542e-05i,-0.00023578+2.7259e-05i,-0.00014739+0.00018946i,-0.00043679+0.00031857i,-0.0005374-0.00017844i,-0.00064016-0.00049997i,-0.00051103-5.9918e-05i,6.0596e-05+0.00027462i,-0.000159+0.0002955i,-5.1714e-05+0.00076653i,-0.00031038+0.00097058i,-0.00032491+0.00061084i
0.0012587-0.0015651i,0.00086926+0.001173i,0.00039188+0.0027052i,-0.00035799+0.0018261i,-0.0014616+0.00055486i,-0.0020231-0.00060926i,-0.0025023-0.0019554i,-0.003361-0.0019132i,-0.0029506-0.00034461i,-0.00094959+0.00095965i,0.00017506+0.00024497i,0.00072935+2.6294e-05i,0.00089293+0.00023985i,0.00081441+7.8237e-05i,0.0011518+0.0010324i,0.00059387+0.00153i,0.00023663+0.00093708i,0.00033205+0.00060289i,0.00049019+0.00045527i,0.0005944-0.00057516i,0.0012343-0.00079646i,0.0019923-0.00023382i,0.0017302-0.00021386i
0.0010067-0.00028991i,0.00049679+0.00027832i,-0.0010186+0.0014444i,-0.0013641+0.00073442i,-0.00011841-0.0011283i,-0.00051413-0.0030994i,-0.0021719-0.0043188i,-0.0024133-0.0035747i,-0.0010885-0.001893i,0.00068171-0.00020247i,0.001326+0.00031699i,0.0008245-0.00034682i,8.7488e-05-0.00097071i,-0.0005044-0.0011595i,-0.0011043-0.0011884i,-0.0017792-0.0017331i,-0.0016018-0.0012798i,-0.00037512-0.00037482i,0.00049708+0.0003323i,0.00024286+0.0014255i,-0.00045102+0.0013083i,-0.00057729+0.00049583i,0.00020449-0.00033601i
0.0013685+0.0066832i,0.0031808+0.0056205i,0.004054+0.0030362i,0.0034684+0.00036697i,0.0022292-0.0017243i,0.0006064-0.0033886i,-0.00033273-0.0044514i,-0.00050927-0.0031532i,-0.0012136-0.000536i,-0.0012759+0.00088333i,0.00016769+0.00067983i,0.0011147+0.00072095i,0.00093489+0.00088311i,0.00019186-7.0324e-06i,-0.00022914-0.00047593i,-0.00024886+0.00037569i,0.00017717+0.0009222i,0.00050011+0.00075528i,0.0007795-0.00010249i,0.00025898-0.00060955i,-0.00027079-0.00049005i,1.869e-05+0.00038642i,0.00043185+0.00035565i
-0.0028458+0.00033546i,-0.0033148+0.0017575i,-0.0041397+0.0013407i,-0.0038355+0.0014979i,-0.0021859+0.0012799i,-0.0011825-0.00026416i,-0.0015718-0.0018296i,-0.00099803-0.0025565i,-0.00013468-0.0021248i,-0.00033812-0.0015503i,-0.00075256-0.00023082i,-0.0011253+0.00055732i,-0.0010338+0.00011291i,-0.00051491+0.0002086i,-0.00026149+6.4581e-05i,-2.3643e-05-0.0003806i,0.00013138-0.00068202i,0.00011355-0.00070774i,-0.00037402-0.0003968i,-0.001125-0.00029786i,-0.0009676-0.00049744i,-0.00033985-0.00071403i,0.00051121-0.0007323i
-0.0014516-0.005023i,-0.00083927-0.0026345i,-0.00070694-0.0012844i,-0.0011027+9.672e-05i,-0.0010712+0.00073183i,-0.00017187-0.00049935i,-2.9444e-05-0.0025972i,0.0007006-0.0024526i,0.0018349-0.00062915i,0.0017471+0.00053776i,0.001086+0.0019984i,0.0010504+0.0027975i,0.0006648+0.0017319i,-0.00034596+0.0010551i,-0.00043592+0.0011503i,-3.1571e-05+0.0011315i,-0.00018081+0.0010668i,-0.00042615+0.00044331i,0.00038449-0.00062655i,0.00099711-0.0010281i,0.0003-0.00034649i,-0.00035925+0.00045145i,-0.00060267+0.00058292i
0.0011674-2.3702e-05i,0.00070565+0.0019893i,7.4877e-05+0.0020201i,-0.00080311+0.00044396i,-0.0016372-0.0010033i,-0.0015586-0.0022018i,-0.00094272-0.0022157i,-0.001389-0.00034318i,-0.0011693+0.0017373i,-0.00025028+0.0019011i,-0.00038123+0.0023057i,-0.00079245+0.0023302i,-0.00062908+0.00085206i,-0.00016604-0.00051814i,0.00066188-0.00046717i,0.00092684-0.00062537i,0.00060978-0.00034345i,0.00028841-7.1161e-05i,0.00079399-0.00051079i,0.00075732-0.00014625i,0.00024295+4.5223e-05i,0.00032049-0.0005466i,-7.1442e-05-0.0005551i
0.00027611+0.0012828i,-0.0013005+0.002082i,-0.0014193+0.0023813i,3.1459e-05+0.0010415i,0.00092757+0.00078325i,0.00055405+0.00020246i,-0.0001586-0.00045951i,-0.00054303+0.00069448i,-0.00089202+0.0012213i,-0.00084355+0.0006612i,0.00021797+0.00082853i,0.00074215+0.00069209i,0.00018269-6.0133e-05i,-0.00037272-0.00088715i,-0.00057389-1.0569e-05i,-0.0007854+0.00080832i,-0.00065793+0.00089239i,2.843e-06+0.00073428i,-0.00024112+0.00073313i,-0.00060537+0.001048i,4.4975e-05+0.0010796i,0.00025989+0.00045685i,0.00071201-0.0002777i
0.00024866+0.0089369i,0.0038333+0.007307i,0.0067629+0.0057097i,0.0054606+0.0023352i,0.0023452-0.00098626i,-0.00019018-0.0023573i,-0.0026588-0.0025112i,-0.0032964-0.0020321i,-0.0016581-0.00023902i,0.00046515+0.00056923i,0.0011292+0.00011638i,-2.5122e-05-0.00018825i,-0.0010179-0.00079536i,-0.0016252-0.0012951i,-0.0024077-0.0015266i,-0.0012504-0.0013902i,0.00092062-0.0011471i,0.00075299-0.00071752i,-5.1774e-05-0.00077186i,-0.00069694-0.00066623i,-0.00064397-7.2774e-06i,0.00040632-0.00012715i,0.00084729-0.00038631i
-0.0019394+0.0016645i,0.00084862+0.00078457i,0.0018526+0.00030884i,0.0012824-0.00038004i,0.0016833-0.0014683i,0.00083004-0.0027036i,-0.0013721-0.0035161i,-0.0022173-0.002649i,-0.0018527+0.00012726i,-0.00092353+0.0016796i,-0.00071042+0.0018086i,-0.001185+0.0015241i,-0.0011794+0.0011136i,-0.001455+0.0009139i,-0.0017514+9.7226e-05i,-0.0020005-0.0009303i,-0.0011579-0.00086359i,-0.00018001+0.00029087i,7.5731e-05+0.0014953i,4.4625e-05+0.0021933i,-0.00062722+0.0019449i,-0.00084312+0.000975i,-0.00016872+0.00050431i
0.001262+0.0022222i,0.0018321+0.0066251i,0.0034192+0.0070668i,0.0027963+0.003588i,0.00058955+0.0014013i,-0.00073093-0.00065815i,-0.0012184-0.0023135i,-0.0012058-0.0011561i,-0.00039048+0.0005353i,-9.7236e-05+0.00041062i,-0.00074184+0.00014861i,-0.00055383+0.00022351i,-0.00049538-0.00012205i,-0.0017193-0.00027065i,-0.0016644+0.00052212i,-0.0012868+0.0015575i,-0.0015046+0.0015097i,-0.00079344+0.00079734i,-0.00037658+0.00074942i,-0.00072534+0.00092385i,2.8065e-05-0.00013124i,0.001174-0.00087578i,0.00083114-0.00049478i
-0.00083996+0.00083547i,-0.00074798+0.00081379i,0.0010342+0.00058409i,0.001788-0.0003836i,0.0011898-0.0021007i,0.00071288-0.0046574i,-0.00038854-0.0056498i,-0.0010355-0.0037384i,-0.00038842-0.0021335i,-0.00015089-0.0012962i,2.0851e-05-0.00079518i,0.00042395-0.00023878i,0.00025678-0.00051381i,-0.00030046-0.0010368i,-0.0011268-0.00087758i,-0.00064552-0.0013256i,-0.00016666-0.00054626i,0.00013737+0.00033229i,0.00078753-0.00029843i,0.00038254-0.00013738i,-0.00015123+0.00079574i,-0.00032905+0.00072048i,0.00017987-0.00071766i
0.0038207+0.0040861i,0.0051917+0.0023898i,0.0045823+0.0021007i,0.002662+0.0024429i,0.00059397+0.0015317i,-0.0013496-0.00085381i,-0.0020733-0.0026027i,-0.0017238-0.001194i,-0.00095108+0.00075553i,-2.063e-05+0.00066188i,0.0004029+0.00087729i,-5.5967e-06+0.00045146i,0.0006202-0.00053836i,0.0004909+0.00028752i,-0.00040009+0.00022653i,-0.00058941+5.5955e-05i,-0.00053077+0.00092202i,0.00057153+0.0011246i,0.0009041+0.00043386i,0.00077203-0.00018536i,0.00070348+1.5507e-05i,0.0012415+0.00063904i,0.0018014+0.0004599i
-0.005795+0.0051077i,-0.0046284+0.0051805i,-0.003465+0.0034724i,-0.0018633+0.0015362i,-0.0010277+0.00062136i,-0.00042099-0.00058115i,-5.5165e-05-0.0013509i,-0.00087046-0.0010228i,-0.00089+0.00076693i,-0.0006537+0.0013801i,-0.00035877+0.00013049i,-0.00023828-9.4471e-05i,-0.00047055-3.3432e-05i,0.00021885-0.00058708i,0.00089359-0.00046598i,0.0003155+3.0159e-05i,-0.00021426+0.00033965i,-0.00038562+3.8119e-05i,0.0001788-0.00029219i,0.00063959+0.00038946i,-1.9899e-05+0.0008416i,-0.00062993+0.00037654i,-0.00031377-0.00025112i
8.2839e-05-0.0027119i,0.0021783-0.0016092i,0.002099-0.00057774i,0.0017082-0.00073522i,0.00070499-0.0022544i,-0.00099315-0.0041426i,-0.0026208-0.0041026i,-0.0026255-0.0020719i,-0.0012573-0.00027786i,-0.00011519-0.000151i,0.00048345+0.00032591i,0.00029213+0.00035989i,-0.0007602-0.00098726i,-0.0015992-0.0014995i,-0.0018905-0.00053785i,-0.0015236+0.00013231i,-0.00075722-0.00023207i,-0.00088465-0.00029943i,-0.00060806-2.8354e-06i,-8.2692e-05-0.00016786i,0.00028455+0.00055715i,0.00072362+0.0019219i,0.00052648+0.00083579i
-0.00025092+0.0029631i,0.00069973+0.0050375i,0.0013707+0.0052892i,0.00048036+0.0037577i,-0.00036847+0.0018575i,0.0007896-0.00052185i,0.0010668-0.0021137i,-0.00094559-0.0014022i,-0.0012261+0.00017406i,0.00043525+0.00107i,0.00079491+0.00091281i,0.00039928+0.00083855i,0.00024237+0.00082935i,-0.00055157+0.00022197i,-0.00098597-0.00082275i,-0.00044661-0.00069991i,0.00044321+9.1868e-05i,0.00047666+0.00039361i,-0.00064291+3.2766e-06i,-0.0013714-0.00053851i,-0.0012183-0.00026624i,-0.00052719-2.4316e-06i,0.00038213+0.00015356i
-0.00084217-0.0012256i,-0.0019175+0.0017223i,-0.001147+0.0027788i,-0.00019719+0.0010576i,-0.00065334+0.00041996i,-0.0023418+6.6245e-05i,-0.0023967-4.6217e-06i,-0.0016034+8.3363e-05i,-0.0012083-5.1892e-05i,-0.00087756+0.00065404i,-0.0001308+0.0012199i,0.00073436+0.0011361i,0.0014516+0.0010194i,0.0013151+0.0013749i,0.0002351+0.0017857i,-0.00037588+0.00073834i,-0.00013627+0.00021054i,8.2969e-05-3.7822e-05i,0.00017353-0.00054071i,0.00028795-4.1223e-05i,-0.00026833+0.00049417i,-0.00069296+0.00087192i,-0.00034542+0.00030507i
0.00055055+0.0045651i,0.00019617+0.0022094i,-0.00046684+0.0032613i,0.00028717+0.0036559i,0.0022125+0.00091239i,0.0016694-0.0034137i,-0.0018949-0.0044918i,-0.0032405-0.0019456i,-0.001567+8.7241e-05i,6.7498e-05+0.00052825i,0.0012535+0.00041043i,0.0018361-0.00016384i,0.00084062-0.00095305i,8.391e-05-0.0014624i,0.00098113-0.0013762i,0.0014364-0.00048066i,0.0006249+0.0010756i,-0.00016175+0.00094029i,-0.0011444-0.00064423i,-0.0014268-0.0007588i,-0.00057455-0.00047907i,0.00024541-0.00050488i,0.0005669-0.00021415i
-0.0088759+0.0073988i,-0.0051193+0.0085029i,-0.00022808+0.0083936i,0.0016089+0.0038989i,0.00073702-0.00036914i,-0.00077405-0.0027564i,-0.0028574-0.0032293i,-0.003972-0.0020901i,-0.0024393-0.00032412i,0.00013401+0.00089414i,0.00069653+0.00083731i,0.00011809+0.00064121i,0.00038175-0.00093722i,0.00045899-0.0035437i,-0.0005019-0.0043125i,-0.00084458-0.0031224i,-0.00023398-0.0010827i,-0.00015325-0.0002142i,-0.00074856-0.00034545i,-0.00080113-0.0010911i,-0.00014649-0.00090828i,0.00023578-2.5584e-05i,4.3974e-05+8.9038e-05i
-0.016448+0.017701i,-0.010448+0.026376i,0.0010357+0.033884i,0.011538+0.023002i,0.017418+0.0070444i,0.013194-0.0077184i,0.002189-0.010639i,-0.0032754-0.0046962i,-0.0024496+0.0020093i,0.0018857+0.0039779i,0.0040116+0.00017459i,0.0025867-0.003988i,0.0015901-0.0084304i,0.0020506-0.012717i,0.0026585-0.013161i,0.0019794-0.0072742i,0.0010083-0.00054516i,-0.0003034+0.00064265i,-0.0032269+4.9441e-05i,-0.0045035+0.0012187i,-0.002916+0.0022986i,-0.00042192+0.0022205i,0.0014825+0.00065728i
0.0058572-0.0033527i,0.0040941-0.0052598i,0.0005508-0.0086841i,-0.0045242-0.0058944i,-0.007519-0.0010941i,-0.0050983+0.001597i,-0.0015496-0.00018675i,7.494e-05-0.0013977i,-0.00019436-0.00097494i,-0.0021559-0.00070932i,-0.0027823+0.00084242i,-0.0011252+0.0023424i,-0.00067638+0.0028833i,-0.0011948+0.0034455i,-0.00077903+0.0035775i,1.2433e-05+0.0016905i,0.00030622-0.00017534i,8.2951e-05-0.0005119i,0.00027418-0.0002152i,0.0016074-3.5127e-05i,0.0015279-0.00036679i,0.00063237-0.00080178i,0.00076685-0.00041049i
0.0017777-0.002559i,0.00094596-0.0016876i,-0.001279-0.0018948i,-0.0022803-0.00046102i,-0.0017472-0.00033568i,-0.00023167-0.00067841i,0.0019886-0.0014508i,0.0020554-0.0015499i,0.00055497-0.00072071i,-0.00038921+0.00043211i,-0.00035367+0.0011503i,0.00036436+0.0012751i,0.00064201+0.0012327i,0.00035012+0.0016207i,-0.00031832+0.0022712i,-0.00088014+0.0013037i,-0.0013574+0.00040902i,-0.0018278+0.00025316i,-0.00033219+0.00026848i,0.00096546+0.00037861i,0.001146-0.00022123i,0.0013061-0.00072981i,0.00096735-0.00020839i
0.0017334+0.0024862i,0.0035365+0.0010769i,0.0017557-0.0014984i,-0.00071027-0.0014019i,-0.0011659-0.0019681i,-0.00026801-0.0033265i,0.00070899-0.0043266i,0.00025478-0.0039082i,-0.00089914-0.0018237i,-0.0010559+0.00015216i,-0.00049883+0.0019325i,-0.00033559+0.0028467i,-0.00028875+0.0024784i,-0.00066332+0.0015169i,-0.0011362+0.00093955i,-0.00087903+0.00096829i,0.0003593+0.0014527i,0.00064886+0.0013391i,-0.00016639+0.00088978i,0.0001067+0.0007252i,0.00011217+0.00066876i,-0.0002589+0.00012581i,-0.00013511-0.0009134i
-0.0013261+0.00026226i,0.00033328+0.0027302i,0.0014541+0.0030391i,0.001342+0.0013752i,0.00044586-0.0002134i,-0.00061115-0.0020898i,-0.0018616-0.003679i,-0.0019406-0.00272i,-0.0011401-0.00047088i,-0.00023553+0.00032574i,-6.1753e-05+0.00025959i,0.00030332+0.00080139i,0.001022+0.0011996i,0.00052969+0.0010579i,-0.00057948+0.0010735i,-0.0013265+0.00091476i,-0.00093181+0.001123i,-0.00012328+0.00064768i,0.0011119-0.00036186i,0.0017022-5.8034e-05i,0.0018407+0.00058946i,0.0016116+0.00018844i,0.00041493-0.00032892i
0.0027554+0.0025687i,0.0024518+0.0022622i,0.0011467+0.00076243i,9.7884e-05+0.00026691i,-0.00024344-0.00022481i,-0.00085699-0.0018143i,-0.0017985-0.0027177i,-0.0011004-0.0013315i,0.00061415-7.7622e-05i,0.00077321+0.00051877i,0.00063987+0.00039736i,-8.3809e-06+0.0009076i,-0.0015877+0.0018292i,-0.0018714+0.00088496i,-0.0014329-0.00060569i,-0.0010859-0.00059668i,-0.0011478+0.00018532i,-0.0013365+0.00054624i,0.00032129+0.00050083i,0.001205+0.00057277i,0.00056534-0.00019853i,-1.8476e-05-0.0005735i,-0.00035034-0.00031028i
0.0021381+0.0003269i,0.0016161+0.0011447i,0.0019532+0.00034561i,0.0019643-0.00094468i,-0.00023108-0.0027152i,-0.0019686-0.0039011i,-0.0016676-0.004105i,-0.0010525-0.0024697i,-0.00057328+8.3396e-05i,0.00010943+0.00093198i,0.00048264+0.0012619i,0.0010298+0.0010922i,0.00085059+0.0003625i,-0.00079996+0.00047153i,-0.0020416+0.0010856i,-0.0012561+0.00084889i,-0.00011025+0.00026323i,0.00062884+0.00015286i,0.00068017-0.00014653i,2.8196e-05-0.00078855i,0.00029958-0.00093517i,0.00062295-0.00016621i,0.00062447-0.00017587i
-0.00066315+0.0039375i,0.00051777+0.0037224i,-0.00098927+0.0022395i,-0.0018327+0.0024615i,-0.00072326+0.0023616i,-0.00010438+0.00038508i,-0.00075651-0.0011134i,-0.0019347-0.0006459i,-0.0019361+0.00052262i,-0.00034316+0.0014852i,0.00063946+0.0019705i,0.00032204+0.0014932i,3.1051e-05+0.00097759i,4.1365e-05+0.00038404i,0.00039422+0.00024318i,0.00060979+0.00036095i,0.00052325+0.00017841i,0.00091324-0.00026565i,0.00043601-0.00089191i,9.2351e-06-0.001373i,0.00025177-0.00087034i,0.00014429+0.00011473i,-0.00068229+0.00055604i
0.00024108+0.0018179i,0.0026916+0.0022507i,0.0047372+0.0026026i,0.0055532+0.001724i,0.0040859-0.0010514i,0.0014658-0.0038675i,-0.00069917-0.0037589i,-0.0015469-0.0011826i,-0.00071235+4.224e-05i,2.6874e-05-0.00068671i,9.3954e-05-0.00045562i,0.0002333+0.00060699i,-0.0005891-4.0271e-05i,-0.001932-0.0010068i,-0.0021783-0.000428i,-0.0013485+0.0011408i,-0.00043558+0.00099111i,-0.00083875+7.8146e-05i,-0.00061271-9.1953e-05i,-0.00036692+0.00064115i,-9.9032e-05+0.0010198i,0.0004743+0.00082397i,0.00046194+0.00017496i
0.0028925+0.0019732i,0.00063438+0.0013799i,-0.00031289-0.00026964i,-0.00080912-0.0015001i,-0.0013443-0.0022018i,-0.0018963-0.0022823i,-0.0023912-0.0024419i,-0.0022067-0.0012168i,-0.0014113+0.00020851i,-0.0010284+0.00013813i,-0.00099962+0.00020621i,-0.00061233+0.00097021i,-0.00089499+0.0013271i,-0.0018723+0.0010805i,-0.0023353+0.0010403i,-0.0011769+0.0012531i,-0.00018816+7.856e-05i,0.00027586-0.00033397i,0.00094727+0.0011811i,0.0008108+0.00088208i,0.00049564-0.00010458i,0.00054058-0.00034034i,0.00087488-0.00085575i
-0.00059106+0.00036125i,0.00032806+0.001566i,0.0017338+0.0011999i,0.0010435-0.0008849i,-0.00087073-0.0015713i,-0.0024583-0.0012124i,-0.0028203-0.0015634i,-0.002663-0.0014152i,-0.0019515-0.00033469i,-0.0010291+0.00075167i,-0.0010573+0.00052017i,-0.00059824+0.00078323i,0.00011674+0.0014188i,-4.8581e-05+0.00048322i,-7.0942e-05+0.00018755i,-5.5342e-05+0.00014672i,-0.00084476-0.00050275i,-0.00096317-0.00094071i,9.0107e-05-0.00011298i,1.2251e-05+0.00018255i,-4.193e-05-0.0005424i,0.00101-0.00047006i,0.0013523-0.00011237i
0.0034646+0.0016985i,0.0043764+0.0017204i,0.0021508+0.0011277i,-0.00025722+0.00035633i,0.00010662-0.00021477i,0.00073459-0.0015002i,-0.00051918-0.0020703i,-0.0020824-0.00033226i,-0.0017156+0.001057i,-0.00027072+0.0010168i,-0.00034317+0.00091572i,-0.00027398+0.0010367i,-0.0007344+0.0010819i,-0.00111+0.0012204i,-0.00080951+0.0012194i,-0.00029292+0.0011811i,0.00045243+0.0010612i,0.00069546+0.00026776i,0.00069861+0.00014728i,0.00085157+0.00042484i,0.00068578+0.00053303i,0.00050347+0.00026908i,0.00033564-4.1689e-06i
-0.0021189-0.00023274i,-0.0024501+0.00013188i,-0.0022211-0.0019208i,-0.001825-0.0021692i,-0.0019723-0.0016554i,-0.0020592-0.0019214i,-0.0019825-0.0025129i,-0.0019095-0.00225i,-0.00072777-0.00087224i,-0.0006631+0.00016811i,-0.0015083+0.00054691i,-0.00055569+0.00049248i,0.00064245+0.00075978i,0.00045511+0.0010862i,0.00019157+0.0006774i,0.00033064+0.00021566i,0.00065648+0.00023228i,0.00057542-5.3551e-06i,0.00026749+8.739e-05i,0.00047326-0.00027898i,-0.00027663-0.00084748i,-0.00093528-0.00042174i,-0.00033007-0.00047238i
0.00079467-0.00057074i,0.00079622+9.4844e-05i,2.1345e-05+0.0016841i,0.00022558+0.0023638i,0.001841+0.00079224i,0.0012872-0.0005357i,-0.001176-0.0011838i,-0.0019327-0.0011184i,-0.0012863-0.0013273i,-0.00069187-0.0012197i,-0.00084255+0.0001488i,-0.00049253+0.0010845i,0.000113+0.0010329i,0.00049259+0.00061002i,0.00023556-9.071e-05i,-0.00077027-0.00015919i,-0.00065915+0.00037257i,-0.00029847+0.000183i,-0.00080521-0.00032768i,-0.00045933-0.000413i,-0.00015989-5.5142e-05i,-0.00020918+0.00054236i,0.00096+0.00059738i
-0.00023583+0.003841i,0.00080601+0.0041009i,0.001629+0.0029157i,0.0014541+0.00082701i,0.00054866-0.00030952i,0.00025645-0.0012833i,-0.00060786-0.001673i,-0.0012214-0.00094436i,-0.00067763+0.00040104i,2.6671e-05+0.0011858i,0.00045353+0.0010842i,0.00076719+0.0005983i,0.00049615-0.00029558i,-0.00061227-0.00096864i,-0.00011106-2.891e-05i,0.00093775+0.00085248i,0.00068024+0.00032129i,0.0004548-0.00014804i,0.00049221-0.0006641i,0.00046627-0.00084572i,-0.00014236-0.00041902i,-0.00022054+0.00046647i,-2.1109e-05+0.00097479i
-0.00041725-0.0019337i,-0.0010241-0.0017074i,-0.0017707-0.0010164i,-0.0026625+3.9131e-05i,-0.0019741+0.00027473i,-9.7683e-05-0.00075628i,0.00021392-0.0012075i,-0.00011449-0.0004214i,-3.9952e-05-2.5099e-05i,-5.5662e-05-0.00030873i,8.0063e-06-0.00011034i,0.00031407+0.00076992i,3.2963e-05+0.0013444i,-0.00078771+0.00089201i,-0.00060963+0.00088232i,0.00013582+0.0009602i,0.00026682+0.00035365i,0.00023173-0.00021155i,-0.00037594-0.00027912i,-0.00066698-0.00019428i,-0.00062772-0.00061119i,-0.00017223-0.00079299i,0.00039104-0.00071657i
0.00019147+0.00085109i,0.0014201+0.0024882i,0.003048+0.0015094i,0.0021979-0.00031417i,1.9165e-06-0.0012519i,-0.001033-0.0014885i,-0.0016389-0.0019254i,-0.0012507-0.0018656i,-0.00022766-0.0012928i,-9.4317e-05-0.0002904i,-0.0012341+0.00091532i,-0.0011938+0.0011364i,-0.00047667+0.0011539i,-2.9946e-05+0.0010366i,-0.00026911+0.00040592i,-0.00044182+0.00027916i,-0.00032476+0.00046134i,0.00031545+0.00021699i,0.0003967+0.0004002i,1.3859e-05+0.00059212i,-4.9091e-05+0.00038601i,-0.00018597+0.00022839i,0.00021988+0.00021267i
0.0041478+0.0011909i,0.0027727+0.0013314i,0.00059888+0.0021924i,-0.00042442+0.0031958i,-0.00091497+0.0024016i,-0.0009155-0.00053962i,-0.0005939-0.0021202i,-0.0013887-0.0015246i,-0.0020207-0.00017519i,-0.00088293+0.00074063i,-7.3801e-05+0.0010625i,-0.00032657+0.00089021i,-0.00040315+7.9329e-05i,-0.00076355-0.00063933i,-0.0011309-0.00041348i,-0.00092537-7.4835e-05i,-0.00055662+1.6044e-05i,-0.00052899+0.00020993i,-0.00041254-0.00021112i,0.0002142-0.00097678i,0.00067603-0.00077908i,0.00078145-8.1178e-05i,0.00067811+7.7466e-05i
-0.001549+0.0026062i,-0.0024061+0.002183i,-0.001367+0.00099947i,-0.00024403-0.0009082i,-0.00024864-0.0018136i,-0.0013105-0.0015771i,-0.0019625-0.0017151i,-0.0014872-0.0016037i,-0.0001519-0.00051001i,0.00034676+5.6452e-05i,0.0002553+0.0008101i,-4.5054e-05+0.0020977i,-0.00042437+0.0020453i,-0.00092898+0.00098727i,-0.0011986+0.00081186i,-0.00055199+0.0002338i,0.00057118-0.00080249i,0.0010112-0.00087812i,0.00063375+0.00040804i,0.0001788+0.001032i,0.00031268+0.00051562i,0.000815+0.00016384i,0.00079148-0.00047461i
0.0014819-0.0018304i,0.0013706-0.00015357i,0.00093977+0.0011629i,0.00063117+0.00017083i,0.00062271-0.00066217i,-0.00025131-0.0020491i,-0.00083678-0.0029604i,-0.00082165-0.001514i,-0.00016973+7.4407e-05i,-6.1225e-05+0.00093229i,-0.00048416+0.0006414i,-8.3389e-05+0.0006184i,0.00060151+0.00060624i,3.2095e-05+4.5033e-05i,-0.00090926-0.00043939i,-0.00053716-0.00053904i,0.00034124-0.00010989i,0.00044243-0.0003457i,-0.00021286-0.00057877i,-7.71e-05-0.0010059i,-0.00012144-0.00096039i,-0.00060543+0.00012206i,-0.00045271+0.00073701i
-0.00032026+0.0036645i,-0.00028042+0.003102i,-0.0013038-0.00036429i,-0.0031557-0.0016219i,-0.0032141-0.0010878i,-0.0014626-0.0012401i,-0.00049066-0.0020429i,-8.4385e-06-0.0019083i,0.00054193-0.0010879i,0.00061362+4.6013e-05i,-0.00024405+0.0005514i,-0.0004713+0.00099847i,-0.00090685+0.00087427i,-0.0013365+0.00077578i,-0.00081619+0.0018021i,-0.00041107+0.0015236i,-0.00082082+0.00015823i,-0.00079379-0.00087986i,0.00023325-0.00065555i,0.00079603+0.00037366i,0.00045294+0.00072341i,-2.2329e-05+0.00031815i,0.00025511-0.00035255i
-0.00099843-0.00070496i,-0.00079528+0.0015705i,0.00068199+0.0017902i,0.0011854-0.00096938i,0.0002477-0.0018151i,-0.00018786-0.0012208i,0.00011027-0.0020118i,-4.776e-05-0.0019547i,-0.0007238-0.0012543i,-0.00093261-0.00023116i,-0.0011342+0.0014501i,-0.00069805+0.002143i,3.6254e-05+0.0011328i,-0.00034369-1.9371e-05i,-0.00078552+7.889e-05i,-5.163e-05-0.00039695i,0.00067259-0.00030503i,0.00073066+0.00070344i,0.00031215+0.00083635i,-0.001067+0.00045432i,-0.00091155-8.289e-05i,0.0001624-0.00052299i,0.0004901-0.0011403i
0.0035011+0.0033099i,0.0037614+0.0010581i,0.0022618-0.00024265i,0.001478-0.00051208i,0.0011333-0.0012046i,0.00022228-0.0020104i,-0.00062926-0.0019904i,-0.0012937-0.00096341i,-0.00071696+0.00043556i,-0.00022103+0.00065437i,-0.00082227+0.00036118i,-0.00074284+0.0010127i,-0.00060892+0.0012451i,-0.00092385+0.00050764i,-0.00086663+0.00048837i,0.00010176+0.00036118i,0.0011067+2.907e-05i,0.0017752+0.00046424i,0.0015264+0.00072977i,0.00060852+0.00055947i,0.00026786+0.00016792i,-0.00018376+0.00013611i,2.5414e-05+0.00022302i
-0.00035647+0.0012138i,0.00048458+0.0027396i,0.00073036+0.0035305i,-0.00045898+0.0024277i,-0.0014021+0.00031296i,-0.0014741-0.0012308i,-0.0013048-0.0023355i,-0.0013533-0.0016215i,-0.00082105-0.0010136i,0.00023338-0.00084332i,0.00045044+6.5841e-05i,1.2795e-05+0.00060761i,-0.00046094+0.0011781i,-0.00085539+0.0020276i,-0.00092957+0.0016646i,-0.00080039+0.00096336i,-0.0004239+0.00038291i,-0.0002229+0.0002925i,-8.7153e-05+0.00025302i,-0.00023403-0.00084512i,-7.2056e-05-0.001063i,0.00061931-0.00054781i,0.00023799-0.00026267i
-0.0013691+0.0013969i,0.0014153+0.0030547i,0.0031582+0.0014841i,0.0012087-0.00069035i,-0.0015103-0.0011329i,-0.0018304-0.0011346i,-0.0017751-0.0021141i,-0.0018179-0.0016854i,-0.00096565-0.00029752i,9.6132e-05+0.00014274i,0.00031549+0.00024409i,-0.00023409+1.8564e-05i,-0.0007279-0.00051455i,-0.0011713-0.00075512i,-0.0014945-0.00080345i,-0.0010096-0.00083514i,4.2382e-05-0.00086538i,0.00065705-5.3088e-06i,0.0001005+0.00086739i,5.3189e-05+0.00090971i,0.0010303+0.00059362i,0.00083378-0.00013091i,-0.00039373-0.00018231i
