0.00079249+0.00026907i,0.00038675+0.00029463i,-1.298e-05-0.0014243i,-0.00075632-0.0015521i,-0.0021783-0.00025592i,-0.0023021+0.00066768i,-0.00042181+0.00044226i,0.00099603+0.00036652i,0.00077757+0.00068653i,0.00049397-1.3218e-05i,0.00035318-0.00041132i,-0.00035504-8.5542e-05i,-0.00023578+2.7259e-05i,-0.00014739+0.00018946i,-0.00043679+0.00031857i,-0.0005374-0.00017844i,-0.00064016-0.00049997i,-0.00051103-5.9918e-05i,6.0596e-05+0.00027462i,-0.000159+0.0002955i,-5.1714e-05+0.00076653i,-0.00031038+0.00097058i,-0.00032491+0.00061084i
-0.00054686-0.012218i,0.0050212-0.017376i,0.0078698-0.014336i,0.0021298-0.0022098i,-0.0098088+0.0053895i,-0.014244-0.00015461i,-0.0076139-0.0071467i,-0.0024338-0.0067282i,-0.0024618-0.0016033i,-0.0032476+0.0044812i,-0.0018044+0.0063297i,0.0038485+0.0052026i,0.0097124+0.0059109i,0.013837+0.0081848i,0.014303+0.0088114i,0.0091074+0.0071784i,0.0043454+0.0059161i,0.0013021+0.0059125i,-0.0019+0.0045783i,-0.0027117+0.00061009i,-0.0013901-0.0027857i,-0.00021357-0.0031504i,0.00087721-0.0012202i
0.0098778+0.0060416i,0.010698+0.01073i,0.0056875+0.0068937i,0.0023444-0.0064241i,0.008063-0.014482i,0.012051-0.012288i,0.0089099-0.01242i,0.0061719-0.016355i,0.0054168-0.017975i,0.0036832-0.014412i,0.0014971-0.010532i,-0.0010533-0.0091483i,-0.0072724-0.010677i,-0.014026-0.011869i,-0.014084-0.0094446i,-0.0085341-0.0062628i,-0.0032518-0.0044514i,5.3058e-05-0.0018536i,0.00043537+0.0014644i,-0.0019885+0.0024581i,-0.0027521+0.0022999i,0.00040871+0.0018933i,0.0021726+0.00021645i
-0.00029619+0.0082806i,-0.0030236+0.0073597i,0.00047306+0.003077i,0.0031942+0.0034212i,-0.002059+0.0064619i,-0.0039361+0.0063226i,0.0010904+0.0087931i,0.006789+0.012087i,0.010114+0.010985i,0.0076106+0.0071144i,0.0024642+0.0064514i,0.00043462+0.0088381i,0.0028178+0.011362i,0.0062415+0.012771i,0.0058338+0.011069i,0.0018499+0.0064711i,-0.00012904+0.0030432i,0.0010361-0.0002497i,0.0032495-0.0021228i,0.004396-0.00070177i,0.0027789+0.00060631i,-0.00054886+0.00056083i,-0.0031547-7.7559e-05i
-0.0056169-0.0037287i,-0.0067324-0.0055679i,-0.0075625-0.0050999i,-0.004415-0.0016212i,0.00021636+0.0024008i,-0.00017362+0.0023559i,-0.0019985-0.00023501i,-0.0002345+0.001783i,0.004699+0.0054399i,0.0083933+0.0053665i,0.0085764+0.0019917i,0.0042037-0.002596i,-0.0011173-0.0075264i,-0.0046697-0.011643i,-0.0053608-0.011495i,-0.0029455-0.0069441i,-0.0010005-0.0030219i,-0.00061487-0.00081643i,0.00028689-0.0002058i,0.0012364-0.0010962i,4.8493e-05-0.0013592i,-0.00062178-0.0017167i,-0.00024676-0.0025206i
0.006125-0.0027521i,0.012765-0.0011891i,0.01569+0.0017225i,0.010005-0.00064218i,0.0016131-0.0072154i,-0.0028074-0.0084026i,-0.0068241-0.0010198i,-0.012025+0.0072208i,-0.014156+0.011046i,-0.011631+0.0098616i,-0.0080426+0.0069387i,-0.0057446+0.0053603i,-0.0034951+0.0077393i,-0.0011853+0.011986i,-3.6872e-05+0.011342i,-3.4828e-05+0.0070885i,-0.00024918+0.0039439i,-0.00058263+0.0015609i,-0.0017975-0.00026291i,-0.001444-0.00026533i,0.00095765+0.000497i,0.0025967+0.0010529i,0.0019734+0.0012183i
0.00068042+0.0075337i,-0.00036274+0.011607i,-0.0011655+0.010912i,0.0010007+0.0081234i,0.0030731+0.0080437i,-0.00058786+0.0053658i,-0.0050872-0.0017233i,-0.0059833-0.0056238i,-0.0039306-0.0041997i,0.00068484-0.0015145i,0.006367-0.0011425i,0.01108-0.0031972i,0.012004-0.0083253i,0.0084434-0.013259i,0.0045645-0.011872i,0.0032571-0.0067946i,0.0029216-0.0034552i,0.0013508-0.001616i,-0.0009422-0.0006628i,-0.0017032-0.0010082i,-0.00053962-0.0010502i,0.00080168+7.1141e-05i,0.0022459+0.00052398i
-0.0048636+0.0029206i,-0.0044825+0.003107i,-0.00088281+0.003661i,-0.00027406+0.0028052i,-0.0024083-0.00094706i,-0.0041252-0.0045015i,-0.0084632-0.0053581i,-0.011896-0.0045161i,-0.011377-0.0030524i,-0.0094811-0.0013719i,-0.0083837+0.0012871i,-0.0081089+0.0049555i,-0.0082801+0.0087799i,-0.0079506+0.011739i,-0.0060466+0.010395i,-0.0035232+0.0055404i,-0.0011381+0.0023166i,0.00097311+0.0023649i,0.0015992+0.0028599i,0.00034553+0.0030328i,-0.001089+0.0020751i,-0.0014892-0.00043031i,-0.001947-0.002309i
0.0030126+0.0013019i,0.0038041+0.0011519i,0.0018476+0.0016716i,-0.0024231+0.0012097i,-0.0050697-0.00045168i,-0.0052877-0.0054858i,-0.0025765-0.011253i,0.00054265-0.011614i,0.0018593-0.0078385i,0.0020025-0.0028158i,0.0028784+2.2295e-05i,0.0039382-0.0012678i,0.0048676-0.0057139i,0.0045061-0.0098167i,0.0029485-0.0094131i,0.0018557-0.0052512i,0.0012254-0.0022215i,0.00026297-0.0015879i,7.6013e-05-0.00063849i,0.0006771-0.00079455i,0.00039343-0.00038707i,0.00030817+0.00095978i,0.0011601+0.0014639i
0.0042559+0.004525i,0.0051646+0.0044852i,0.0047365+0.0039235i,0.0049625+0.0014539i,0.0060665-0.0014929i,0.0055207-0.0034265i,0.0044875-0.0036051i,0.0036173-0.0043934i,0.0024638-0.006894i,-0.00037453-0.0081928i,-0.0035793-0.0060163i,-0.00581-0.0028236i,-0.008679+0.0012242i,-0.01027+0.006353i,-0.0084051+0.0066654i,-0.0048483+0.0041929i,-0.0020694+0.0028047i,0.0010645+0.0011172i,0.002675-0.0012245i,0.0015104-0.0016619i,-0.00037307+0.00023963i,-0.001458+0.0016587i,-0.002532+0.00060402i
-0.0054797+0.0034593i,-0.0072395+0.0043216i,-0.0070671+0.0016221i,-0.0051171+0.00044234i,-0.0035419+0.00033493i,-0.0010274-0.0013783i,0.0027747-0.0011671i,0.0078445+0.0028309i,0.012552+0.0062455i,0.012556+0.0059072i,0.0098868+0.0063087i,0.0099765+0.0072825i,0.011586+0.0041576i,0.010484-0.00078711i,0.0064171-0.0033585i,0.0023094-0.0034681i,0.0011639-0.0024374i,0.0013291-0.0017352i,0.00075162-0.0005456i,0.00043233+0.0011938i,0.00065384+0.0016082i,0.00074752+0.0017538i,0.00078477+0.001239i
0.00046941+7.7199e-05i,0.0028654-0.00099215i,0.0056467-0.00038644i,0.0054464-0.00025588i,0.0032223-0.0012227i,-8.9599e-05-0.00079344i,-0.0038774+0.0018295i,-0.0062773+0.006015i,-0.0048497+0.0077491i,-0.0017328+0.0045709i,-0.002782-0.00054227i,-0.0066406-0.0034452i,-0.010181-0.0031782i,-0.011813-0.00098361i,-0.0089922+0.00074048i,-0.0043494+0.00081572i,-0.002315+0.00062737i,-0.0025452+0.0010693i,-0.0024195+6.1581e-05i,-0.0016755-0.0019751i,-0.00066531-0.0033333i,0.00011982-0.0038725i,0.00058553-0.0041126i
-0.00025797+0.0021414i,0.0034298+0.0032947i,0.0029356+0.0025667i,0.0021059-0.00016107i,0.0030261-0.0030432i,0.0017765-0.005174i,-0.0029914-0.003885i,-0.0073051+4.6026e-05i,-0.0079824+0.0030691i,-0.0037343+0.0051415i,0.0025354+0.0053583i,0.0075675+0.0029706i,0.010703-0.00016134i,0.010217-0.0029318i,0.0071632-0.0031384i,0.0042859-0.0015286i,0.0028066-0.00077306i,0.0019765-0.0005775i,0.0013405+9.8392e-06i,0.00022958+0.0010253i,-0.0011727+0.0015079i,-0.0014284+0.0022146i,-0.00088783+0.0030972i
-0.00089871+0.0059179i,0.0012458+0.0064498i,0.0030449+0.0060594i,0.0039785+0.0056555i,0.003297+0.0044785i,-0.0013687+0.0012555i,-0.0070363-0.0025408i,-0.0083469-0.0050713i,-0.0056045-0.0060155i,-0.0022373-0.0047017i,-0.00044133-0.0023118i,-0.001171-0.0015108i,-0.0043018-0.0025785i,-0.0070127-0.0016227i,-0.0068633+0.00021369i,-0.0048473+0.00046207i,-0.0037189+0.0010466i,-0.0019164+0.0013373i,0.00021698+0.00068867i,-5.3399e-06+0.00035486i,-0.00073995+9.8898e-05i,-0.00044917+0.00013299i,-0.00014171-0.0012359i
-0.00033697+0.0017377i,0.0010475+0.0025774i,0.0025456+0.00095596i,0.0015017-0.0016395i,-0.0009451-0.00368i,-0.0022448-0.0063016i,-0.0022448-0.0086405i,-0.002242-0.0067412i,-0.00086771-0.00091441i,-0.0004361+0.0032915i,-0.000929+0.0054473i,-0.00034488+0.0079644i,0.0012792+0.0086049i,0.0033102+0.0056698i,0.0031833+0.0020522i,0.0018201+0.00048148i,0.0022229+0.00020573i,0.0024346-0.00041613i,0.00036261-0.0005679i,-0.0010215-2.6802e-05i,-0.00028772+0.0007824i,0.0004806+0.0010097i,0.00041992+0.00017831i
0.00093717-0.00024441i,0.0031051+0.00029602i,0.0033425+0.0030591i,0.00061927+0.0044045i,-0.0023089+0.0032891i,-0.0024026-0.0013428i,-0.0011225-0.0058427i,-0.0012814-0.0058748i,-0.0018966-0.0046846i,-0.0019383-0.0035896i,-0.0014648-0.0032518i,-0.0022591-0.0048676i,-0.0045709-0.0051913i,-0.0058952-0.002669i,-0.0045621-0.00058743i,-0.002945-0.00068546i,-0.0022741-0.001544i,-0.0013184-0.0013099i,6.5193e-06-0.0012669i,0.002205-0.00096228i,0.0030779+0.0005759i,0.0025514+0.00094889i,0.0021043-0.00038877i
-0.00013444-0.00019393i,0.00077045+0.00086088i,0.00020976+0.0012202i,0.0014763-0.00044776i,0.0043678-0.0024382i,0.0051901-0.0040995i,0.0046433-0.0048037i,0.0048543-0.003202i,0.0036507-0.0016059i,0.00088569-0.0013392i,1.6777e-05+0.0014098i,0.0024669+0.0051734i,0.0051321+0.0053498i,0.004704+0.0032266i,0.0018043+0.0013854i,-0.00010214+0.00085956i,0.0004239+0.0014841i,0.0011373+0.0017632i,-0.00014282+0.00040925i,-0.0020552-0.00081031i,-0.0032822-0.0015123i,-0.0036448-0.00098354i,-0.0030263+0.00036723i
0.0031974+0.0050134i,0.0024776+0.0054721i,0.0025481+0.0044436i,0.0012994+0.0022667i,-0.0018219-0.0006164i,-0.0045083-0.0019345i,-0.0041069+0.00068544i,-0.00088549+0.0048132i,0.0028174+0.0065861i,0.0046404+0.003625i,0.0030567+0.00012544i,-0.00059357-0.002079i,-0.0032078-0.0037504i,-0.0045249-0.00417i,-0.003805-0.0022804i,-0.0011915-0.0013098i,0.00012115-0.0020495i,0.00081386-0.0015368i,0.0015022+1.2721e-06i,0.0013953+0.001177i,0.0010979+0.0018435i,0.00085826+0.0010535i,0.0013153-7.0178e-05i
0.0030122+0.0013299i,0.0016268+0.00039451i,0.00034894-0.0015627i,-0.0011668-0.0021852i,-0.00057053-0.001164i,-4.3267e-05+0.00028824i,-0.0017256+0.0020432i,-0.0056589+0.0050918i,-0.0073795+0.0070959i,-0.0056545+0.0066307i,-0.0044251+0.0050287i,-0.0031918+0.0038052i,-0.001666+0.0037489i,-0.00071842+0.0040788i,-0.00072208+0.0038483i,-0.0018279+0.0035196i,-0.001233+0.003281i,0.00025456+0.0025067i,0.00027285+0.0011466i,-0.00016024+0.00095308i,-0.00014116+0.0011449i,-0.00033747+0.00068195i,-0.00023118+0.00023434i
0.0032443-0.0018773i,0.0018443-0.0026074i,-0.001258-0.0038836i,-0.0037371-0.0032027i,-0.0041828-0.0023086i,-0.0042949-0.003326i,-0.0065774-0.0047993i,-0.0085919-0.0050247i,-0.0073249-0.0048925i,-0.0037898-0.0043i,-0.00082665-0.003194i,0.0008964-0.0019253i,0.00069687-0.0012048i,-0.00055964-0.00034789i,-0.00075137+0.0005751i,0.0001116-1.8941e-05i,0.001089-0.0011821i,0.00065576-0.0010435i,0.00071981+0.00072593i,0.00079526+0.0018088i,-0.00028431+0.0009358i,-0.0011559-0.00012095i,-0.0017045-0.00061415i
0.0047041-0.00028714i,0.0046494-0.0012255i,0.0049259-0.0036992i,0.0039373-0.0041702i,0.0008535-0.0035445i,-0.0032286-0.0040852i,-0.0050708-0.0060596i,-0.002108-0.0065346i,0.0027327-0.0051027i,0.0049237-0.002005i,0.0034646+0.0021665i,0.00128+0.0051648i,2.7096e-05+0.0053811i,-0.0011893+0.0033478i,-0.0025741+0.0013523i,-0.002155+0.0014703i,-0.00076435+0.0024256i,-0.00034844+0.0018675i,0.00021451-7.7685e-05i,0.0012745-0.0018386i,0.0011514-0.0026609i,0.0011176-0.0027291i,0.00073676-0.002768i
0.00061903+0.0027164i,0.0002607+0.0031034i,0.0019545+0.0015399i,0.0015058-0.00059517i,-0.00065389-0.0019278i,-0.00095015-0.0034029i,-0.0010367-0.0054984i,-0.00077263-0.0043074i,0.000316+0.00077861i,0.00018141+0.0047349i,0.00068031+0.0050027i,0.0020837+0.0024796i,0.001286-0.00057282i,-0.00035509-0.00067952i,-0.00032919+0.0022903i,0.0012332+0.0038851i,0.0030357+0.0024304i,0.0030821+0.001475i,0.0012119+0.0018503i,-0.0004234+0.0021444i,-0.0015399+0.0018762i,-0.0019855+0.0015116i,-0.001016+0.00099597i
0.00013655-0.0011888i,0.0010651-0.00022096i,0.0012499+0.00027426i,0.0004583+0.00040112i,-0.00091945-2.0632e-05i,-0.00097914-0.0018991i,0.00067743-0.0032734i,0.00088759-0.0028773i,9.3876e-05-0.0021298i,-0.0016862-0.0016219i,-0.0023887+6.6563e-06i,-0.0013008+0.0015352i,0.00026997+0.0016314i,0.00060149+0.00093932i,-0.0014678-0.0007128i,-0.0036158-0.0021963i,-0.0041715-0.002459i,-0.0026928-0.0032817i,-8.1127e-05-0.0037726i,0.0010801-0.0025116i,0.0012753-0.00077812i,0.0016452+0.00031021i,0.0013703+0.00054544i
0.0037914+0.0013013i,0.0050794+0.0012196i,0.0038537+0.0018757i,0.0013247+0.0020997i,0.00035815+0.00063715i,0.0013815-0.00099581i,0.001413-0.0013115i,0.0026839+0.00014129i,0.0057921+0.0015543i,0.006604+0.00080304i,0.004692-0.00012317i,0.0015072+0.00019201i,-0.0013883+0.00010704i,-0.0025436+0.00060315i,-0.0014316+0.0022526i,-1.4035e-05+0.0022319i,0.00046635+0.001511i,-0.00032274+0.0013101i,-0.00048363+0.0023721i,0.00011294+0.0016561i,0.00056746-0.00052703i,0.00030161-0.001477i,5.6409e-05-0.0025466i
-0.00035841+0.0026272i,-0.00025233+0.0042977i,-0.00012178+0.0034549i,3.1125e-05+0.00094457i,0.00017061-0.00014324i,-0.00057282-0.000194i,-0.0013563+0.0022674i,-0.0016249+0.006852i,-0.0013885+0.0099186i,-0.00099058+0.010107i,-0.00028034+0.0080443i,0.00014144+0.0053497i,0.00038091+0.002618i,0.00063533-0.001136i,0.00021178-0.0039331i,-0.00033868-0.0037572i,-0.00062112-0.0021582i,7.8653e-05-0.00070538i,0.00031937+0.00056929i,-0.00027904+0.00070343i,-0.00086642+0.00047517i,0.0001421+0.00051282i,0.0016952+0.001004i
-0.006269+7.8206e-05i,-0.0068279+0.0030445i,-0.0057249+0.0041985i,-0.0044298+0.0034697i,-0.0028208+0.0018965i,-0.0026849+0.00078186i,-0.0056436+0.00033219i,-0.0087159+0.0011036i,-0.010562+0.0013386i,-0.0098268+0.00044741i,-0.0063924+0.00033308i,-0.0024203+0.0013173i,-0.00019586+0.0022441i,-0.00013444+0.0031016i,-0.0010029+0.0043744i,-0.0009396+0.0044939i,0.00019831+0.0029206i,0.00014119+0.0021775i,-0.001117+0.0019317i,-0.0017881+0.0007396i,-0.0015108-0.00069693i,-0.0015138-0.0013204i,-0.00093175-0.0016338i
-0.00069063+0.00036926i,0.0012291-6.2412e-05i,0.0018327+0.0007669i,0.0021761+0.0011693i,0.0024071+0.00010887i,-0.00027042-0.002764i,-0.0050233-0.0048456i,-0.0068784-0.005242i,-0.0036998-0.0055764i,0.0012314-0.0054135i,0.0033798-0.0044105i,0.0024716-0.0028045i,0.0013542-0.0011024i,0.0016215-0.00089403i,0.002075-0.0025452i,0.0027066-0.003784i,0.0032391-0.0037899i,0.0037172-0.0034025i,0.0038115-0.0028696i,0.0028131-0.0019912i,0.0015074+2.4953e-07i,0.0012702+0.00086778i,0.00024939+0.0005118i
0.0032602+0.0015018i,0.0040937+0.00064145i,0.002468-1.6487e-05i,0.00021211+0.00087317i,-0.00083496+0.00030891i,-0.0015593-0.0019752i,-0.0026186-0.0050472i,-0.0019341-0.0052257i,0.00083095-0.0016487i,0.0028398+0.002281i,0.0032019+0.0036314i,0.0021563+0.0012864i,-0.00055215-0.0014876i,-0.0035319-0.00080742i,-0.0056262+0.0020815i,-0.0059575+0.003431i,-0.0042941+0.0022878i,-0.0033396+0.00025132i,-0.0031411-0.00027525i,-0.0014411-0.00036212i,0.00076118-0.0001018i,0.0015621-0.00037922i,0.000989-0.0010954i
0.00066682+0.0019053i,0.0010703+0.003644i,0.0010225+0.0028721i,0.00028954+0.0010736i,-0.0012633-0.00048395i,-0.0017438-0.0026618i,-0.0013261-0.0041532i,-0.001242-0.0033813i,-0.0020902-0.0017715i,-0.0038496-4.9045e-05i,-0.0038004+0.0015509i,-0.0010745+0.002983i,0.0016842+0.0035318i,0.0038437+0.0019011i,0.0054032-7.7156e-05i,0.0046217-0.00061669i,0.002491+0.00038666i,0.001259+0.00084892i,0.00042016+0.00013708i,-0.00046853-0.00078843i,-0.00091357-0.0016531i,-0.00080162-0.0015915i,0.00016133-0.0008366i
0.0015765+0.0044544i,0.0033791+0.0039281i,0.0036794+0.0019852i,0.0013821-0.00042947i,8.8344e-05-0.002417i,0.00020394-0.0036957i,0.00089303-0.0044506i,0.0016026-0.0044162i,0.0026586-0.0036329i,0.0031917-0.0039258i,0.0024758-0.0039708i,0.0004215-0.0026715i,-0.0028582-0.0012369i,-0.0061191-0.00084478i,-0.0063897-0.00049385i,-0.0052532+0.00046353i,-0.0044528+0.0011305i,-0.0026465+0.0013176i,-0.00074857+0.00047567i,0.00033696-3.9757e-05i,0.00081955+0.00059907i,0.00071194+0.0006856i,0.00054514-0.00042294i
-0.00056853+0.0040775i,0.00024882+0.0052292i,0.0017019+0.0043382i,0.0029811+0.0016285i,0.0034891-0.0011147i,0.0020674-0.0024084i,0.0016554-0.0014979i,0.0032043+0.0016174i,0.005464+0.004958i,0.0067389+0.0062251i,0.005943+0.0060578i,0.0044684+0.0045327i,0.0033819+0.0015008i,0.0027054-0.00021094i,0.0023915-0.00027165i,0.0030346+0.00025035i,0.0036131+0.00055129i,0.0034476+0.0014348i,0.0026228+0.0018946i,0.0012201+0.0014097i,0.00062627+0.0010739i,0.00018071+0.00016515i,-6.6111e-05-0.00094107i
-0.0046065-0.00082657i,-0.0059697+0.00051952i,-0.0051164+0.0026832i,-0.0023225+0.00297i,-0.00028311+0.00099109i,-0.00018584-0.00050851i,-0.001472-0.00017737i,-0.0030576+0.0029368i,-0.0043607+0.005695i,-0.0052133+0.0055224i,-0.0034344+0.0040557i,-0.00054344+0.00243i,0.00087511-0.00045176i,0.00019628-0.0027842i,-0.0020702-0.0032749i,-0.0026241-0.0031974i,-0.00093191-0.003233i,-0.00043216-0.003136i,-0.00047111-0.00215i,-0.00052236-0.0006844i,-0.00083458-0.00034333i,-9.2048e-05+0.00035623i,0.00045989+0.001365i
0.00095195-0.00045438i,0.0028062-0.00088979i,0.0033685-9.2797e-05i,0.0032179+0.0014774i,0.0012174+0.0018792i,-0.0013345-0.00023234i,-0.0039042-0.0017151i,-0.0058148-0.0013022i,-0.0053708-0.0020402i,-0.0038308-0.0039266i,-0.0026967-0.0034499i,-0.0014082-0.001346i,0.00015898+0.0012142i,0.0018689+0.0034975i,0.0032974+0.0040433i,0.003283+0.0029687i,0.0018419+0.0026275i,0.00028799+0.0034603i,-0.00010503+0.0020764i,-6.2243e-05-6.0008e-05i,-7.5316e-05-0.00039096i,0.00044915-0.00070449i,-8.3716e-06-0.0013169i
0.0034025+0.002834i,0.0052343+0.0025734i,0.0035609+0.0016635i,0.00051579+0.00061714i,-0.00074128-0.00069039i,-0.0017041-0.0025449i,-0.0030296-0.0042006i,-0.0024448-0.0041157i,0.0011043-0.0029296i,0.0046525-0.00066225i,0.0047078+0.00054805i,0.0024146-0.00094285i,-0.00070038-0.0027003i,-0.0032806-0.0031506i,-0.0040091-0.0030155i,-0.0033845-0.0034064i,-0.0010997-0.0028469i,0.00094141-0.0017664i,0.00054045-0.0013822i,-0.00019627-0.00050505i,-0.00067114+0.00063925i,-0.00079006+0.0010455i,-0.00079981+4.8918e-05i
0.00045336+0.0051494i,0.0011901+0.0056311i,0.0021657+0.0055391i,0.0019969+0.0030606i,0.00033855-0.00013904i,-0.00042528-0.0026729i,-0.0010839-0.0037021i,-0.00074151-0.002259i,-0.00028085+0.0012066i,-0.0011167+0.0037509i,-0.0020672+0.0042679i,-0.00091636+0.0034883i,0.0015789+0.002582i,0.0019812+0.0022568i,0.0020134+0.002099i,0.0013829+0.0022237i,-0.00025458+0.0017616i,-0.00080295+0.00078828i,-0.00061674+0.0006845i,-0.00015077+0.00030348i,0.00055615-0.0008187i,0.00080556-0.00098931i,0.00043708-0.00091463i
-0.00052577+0.003964i,3.2444e-05+0.0044239i,-0.0006699+0.0025707i,-0.0015524+0.0012158i,-0.0019537+0.00075306i,-0.0026066-0.0017897i,-0.002501-0.0044228i,-0.0022703-0.0043439i,-0.0025055-0.0030178i,-0.0022112-0.0022531i,-0.0019424-0.001917i,-0.0012294-0.00011142i,-0.00021586+0.0013186i,-0.00032379+0.00065832i,-0.00076045-0.0009721i,-0.00021274-0.0010361i,0.0011175-8.1486e-05i,0.0020574-0.00050139i,0.0016722-0.0009023i,0.00072353-0.00095752i,0.00094765-0.00078965i,0.0016131-0.00057911i,0.0013473-0.00014188i
-0.0012502-0.0018351i,0.00075142-0.00027033i,0.0025001+0.0011461i,0.0025779+0.00081237i,0.0010493-0.000631i,-9.1603e-05-0.0019161i,-0.00060835-0.0024548i,5.472e-05-0.0013646i,0.0022459+9.5116e-05i,0.0042767+0.00029598i,0.00387-0.00032822i,0.0018065-0.0003679i,-0.00018608+0.0004146i,-0.0020575+0.0015447i,-0.0028367+0.0022524i,-0.0023672+0.0018107i,-0.0018133+0.0014148i,-0.0021028+0.0013336i,-0.0014711+0.0013253i,-0.00018168+0.00080003i,0.00046354-0.00032314i,0.00041396-0.00024276i,9.4912e-05+0.00024288i
0.00031152-0.002556i,-0.00047987-0.0027883i,8.9814e-05-0.0019036i,-0.00090231-0.00076052i,-0.0010361-0.0011953i,-0.0003144-0.0028989i,-8.5062e-05-0.0026404i,6.813e-06+0.00073436i,6.2803e-05+0.0035803i,-1.5842e-05+0.0045347i,0.00013704+0.0036531i,0.00079594+0.0018817i,0.0012219-0.00029287i,0.00055636-0.0027898i,-6.9409e-05-0.0040463i,0.000142-0.0032588i,0.0011259-0.002371i,0.0020123-0.0018062i,0.0010567-0.0012413i,-0.00050046-0.00030124i,-0.00048055-5.0084e-05i,-0.00042294-0.00069495i,-0.00069523-0.0012663i
0.0057682+0.0024798i,0.0066414+0.0015773i,0.0055831-0.00075265i,0.0027167-0.0023945i,0.00019832-0.0029502i,-0.0018373-0.0032687i,-0.0030927-0.0028968i,-0.003264-0.00089393i,-0.0040534-0.00022843i,-0.0044166-0.0011207i,-0.0034259+0.00028891i,-0.0018119+0.0027106i,-0.0011106+0.004073i,-0.0014761+0.0049493i,-0.0019492+0.0047367i,-0.0020136+0.0036175i,-0.0020306+0.001977i,-0.00096969+0.000474i,0.00058302+0.00066324i,0.0011682+0.00055185i,0.0008535-7.6871e-05i,0.00043979-0.00038508i,-1.619e-05+0.00012593i
0.0035609+0.0015538i,0.0033275+0.0016251i,0.0018663-0.00010705i,-0.00016158-0.00082096i,-0.0018263-0.0004025i,-0.0023826-4.8773e-05i,-0.0030642-0.00054382i,-0.0030232-0.0013821i,-0.0014898-0.0015442i,0.00036171-0.0016569i,0.00060468-0.0013366i,-4.4802e-05-0.00038407i,-2.1519e-06-0.00017566i,-0.00040744-0.00023351i,-0.0011785+0.00025012i,-0.0010713+0.00027064i,-0.00030499+0.00043857i,0.00084083+0.00021281i,0.0020875-0.00029063i,0.0011647-0.00082692i,8.0505e-07-0.0011537i,0.00032757-0.00091992i,-0.00036999-0.00074321i
-0.00021284+8.1785e-05i,-0.00033049-0.00029594i,0.00034065-0.0006533i,0.00063296-5.0833e-05i,4.8218e-05+8.7864e-05i,-0.00063628-0.0015642i,-0.00099341-0.0035879i,-0.00085616-0.0030268i,0.00088624-0.00064765i,0.0022118+0.0015132i,0.0019183+0.0031694i,0.0012657+0.0035901i,0.00029145+0.0026706i,-0.00069397+0.0012728i,-0.0010703+0.00042919i,-0.00081129+0.00095227i,-0.00078978+0.00092829i,-0.00046045+0.0002793i,9.0581e-05+0.00062154i,0.00038957+0.0013611i,0.00037086+0.0016805i,0.00080859+0.00076707i,0.0012624-0.0005644i
0.00011063+0.0032191i,0.0013735+0.0034627i,0.0024678+0.0032092i,0.001467+0.00076483i,0.00015491-0.001925i,-0.00080377-0.0030858i,-0.0012984-0.0039861i,-0.00086352-0.0034718i,-0.00065144-0.0013261i,-0.00081745+2.8429e-05i,-0.00024546+0.00044825i,0.00017413+0.0010175i,-1.7751e-05+0.00019664i,0.00065085-0.0010436i,0.00152-0.0013209i,0.0020587-0.00029376i,0.0022402+0.00093827i,0.0019735+0.0012226i,0.0012766+0.00040217i,0.00064148-0.0002983i,0.00055269-0.00012357i,0.00055616-4.3571e-05i,0.00079871-0.00045199i
0.00015414+0.0022673i,0.0021569+0.0029539i,0.0025383+0.00084044i,0.0012141-0.00050338i,-0.00055851-0.0011662i,-0.001611-0.002003i,-0.0016146-0.0018099i,-0.00086483-0.0013533i,0.00012382-0.0011111i,0.00055649-0.0015145i,0.00072751-0.0012558i,0.00049975+6.4803e-05i,-0.00022806+0.00065374i,-0.0018819+0.00128i,-0.0028497+0.0023462i,-0.0024976+0.0015882i,-0.0023517+0.00065886i,-0.0023041-0.00041831i,-0.00066567-0.0012599i,0.0013101-0.00047302i,0.001488-9.1089e-05i,0.00032253+0.00030592i,-0.00039775+0.00030866i
-0.0010351+0.0015542i,-0.00032797+0.0035765i,0.00075153+0.0029141i,0.0011353+0.0011591i,0.0017259-0.0010472i,0.0013949-0.0021584i,0.00043665-0.0015388i,0.00078195-5.8565e-05i,0.0013334+0.0018966i,0.00095148+0.0033067i,0.00066491+0.0032611i,0.00062272+0.0011982i,0.00073892-0.00060777i,0.00056775-0.00090708i,0.00010243-0.00047322i,-0.00077871-0.00098337i,-0.00053148-0.00078047i,0.00061059-0.00063706i,0.0012994-0.0013462i,0.0010683-0.0014878i,4.3705e-05-0.0007569i,-0.0008953+0.00043987i,-0.00097442+0.00055358i
-0.0010538+0.00111i,-0.00098703+0.0019421i,-0.00011867+0.0027188i,0.00050782+0.0017749i,0.0012073+3.0431e-05i,0.0005031-0.0015435i,-0.0014372-0.0018904i,-0.0021615-0.00046515i,-0.0023674+0.0011947i,-0.0025357+0.0018535i,-0.0023682+0.0016338i,-0.0010712+0.00098023i,-0.0001891-3.9711e-05i,-0.00072892-0.0002483i,-0.00095818+4.701e-05i,-0.00088183-3.6886e-06i,-0.0010827-0.00012812i,-0.00081206-0.00058429i,-0.00094631-0.00036879i,-0.0013176+0.00034002i,-0.0010994+0.00077626i,-0.00077615+0.0002027i,-0.00038865-0.00048017i
