0.00024828+0.0012423i,0.00017406+0.00088281i,-0.00031051+0.00062521i,-0.0018348+0.0011171i,-0.0022844+0.0009932i,-0.0013692+0.0015448i,-0.00090554+0.001318i,-0.00011635+0.00092089i,0.00012623+0.00036436i,9.1635e-05-5.7572e-06i,0.00052546+0.00064226i,-0.00018646+0.00053421i,2.8217e-05-0.00011528i,0.00039295+0.00053113i,-0.00045255+0.00086642i,-0.00068543+0.00012707i,-0.00051615-0.00078132i,-0.00030382-0.00046365i,0.00066632-0.00043241i,0.0010368+4.5131e-05i,1.7261e-05+0.0004736i,-0.00021019+3.0145e-05i,-5.3137e-05+0.00021817i
0.0010253+0.044473i,-0.019947+0.038391i,-0.042092+0.00069111i,-0.045444-0.046413i,-0.029366-0.061521i,-0.0099439-0.03798i,0.002202-0.011934i,0.0071943-0.0023934i,0.0053565-0.00046443i,0.0025211-0.0017531i,-0.00077866-0.0063605i,-0.0050546-0.0078201i,-0.0073546-0.0027351i,-0.0065165+0.0039546i,-0.0032706+0.0067819i,0.0008565+0.0055524i,0.0024194+0.0034614i,0.0019355+0.0024647i,0.0017869+0.0012469i,0.0018672+0.00019072i,0.0006435+0.0017235i,-0.0024203+0.0042354i,-0.0036649+0.0037974i
-0.051701+0.045538i,-0.070125+0.052003i,-0.073576+0.044678i,-0.067801+0.024788i,-0.046502+0.00095858i,-0.01739-0.013718i,0.00027757-0.017146i,0.0019364-0.012522i,-0.0012916-0.0025854i,-0.0017349+0.0011323i,-0.0024341-0.0015528i,-0.004706-0.0031182i,-0.0069643-0.0037785i,-0.0086892-0.0025813i,-0.0083905+0.00062471i,-0.0070658+0.0030595i,-0.0069653+0.0038413i,-0.0050484+0.0038818i,-0.0013839+0.0022588i,0.0015716-0.00046679i,0.0021983-0.001129i,0.00057792+0.0012344i,-0.0012797+0.0047893i
-0.053768-0.016089i,-0.040442-0.014413i,0.0023329+0.015303i,0.038815+0.054505i,0.039584+0.062837i,0.024147+0.035568i,0.011132+0.0039775i,0.0028004-0.0084875i,-0.00084627-0.0094522i,-0.0024948-0.0061003i,0.00022476-0.0014864i,0.0050106-0.0015055i,0.0051715-0.006755i,0.00082109-0.0090596i,-0.0032304-0.006186i,-0.0039897-0.0010129i,-0.0020901+0.0036483i,0.00015439+0.0055982i,0.0015907+0.005201i,0.0024152+0.0022755i,0.0024925-0.0011409i,0.00092873-0.0026126i,0.00045969-0.0022587i
0.0015674-0.070231i,0.03072-0.086708i,0.064941-0.070401i,0.085858-0.029772i,0.079429+0.011565i,0.046196+0.024581i,0.015712+0.016719i,0.0020058+0.0059254i,-0.0040913-0.003856i,-0.0060102-0.0059222i,-0.0017532-0.0021494i,0.0052793-0.0010481i,0.0084469-0.002265i,0.0078005-0.0036042i,0.0059094-0.0039637i,0.005104-0.0020397i,0.0043437+0.0005036i,0.0022731+0.00079713i,0.0013818-0.00029296i,0.00057132-0.00029872i,0.00088607-0.00063112i,0.0021195-0.0027206i,0.0016081-0.0055741i
0.049874-0.054633i,0.050858-0.060121i,0.0166-0.056618i,-0.020717-0.052038i,-0.033135-0.038708i,-0.025283-0.011004i,-0.013521+0.011017i,-0.0047645+0.016568i,-0.0014859+0.013251i,-0.0016266+0.0081792i,-0.0025021+0.0045996i,-0.0037021+0.0047137i,-0.00064326+0.007926i,0.0053903+0.0087205i,0.0086461+0.0024646i,0.0092971-0.0066349i,0.0070138-0.01237i,0.0021852-0.012352i,-0.0026844-0.0061044i,-0.0040958-0.00042485i,-0.0025565+0.0019626i,0.00019035+0.0019022i,0.00064469+1.352e-05i
0.058852+0.019379i,0.037038+0.043116i,-0.032331+0.050004i,-0.10303+0.034614i,-0.11807+0.010836i,-0.077285-0.0010987i,-0.032177+0.0043464i,-0.0070653+0.012747i,0.0079658+0.017134i,0.014441+0.013884i,0.0071926+0.0079304i,-0.0033657+0.0080429i,-0.0057561+0.011641i,-0.0027424+0.011583i,-0.001385+0.0063433i,-0.0037875-0.00029931i,-0.0073918-0.0038607i,-0.0093735-0.004206i,-0.0084341-0.0020729i,-0.0059007+0.003139i,-0.0019716+0.0060432i,0.0016281+0.005925i,0.0020339+0.0064169i
0.030893+0.083509i,0.019371+0.10582i,0.0047875+0.095256i,-0.0070366+0.069663i,-0.015343+0.035627i,-0.014695+0.0067814i,-0.0056931-0.0064897i,0.002523-0.0071751i,0.0086913-0.0063176i,0.0097802-0.0083192i,0.0051121-0.0067427i,-0.00076023-0.0019398i,-0.0058706+0.0015563i,-0.0096423+0.0021423i,-0.0087101+0.0023331i,-0.0067488+0.0034385i,-0.0058141+0.0043793i,-0.003755+0.0046716i,-0.00017594+0.0036342i,0.0021609+0.00041213i,0.00096122-0.00033498i,-0.00032982+0.0033014i,0.00074119+0.0062718i
-0.034945+0.072394i,-0.026894+0.056809i,0.033637+0.006307i,0.10183-0.040142i,0.11547-0.045186i,0.078446-0.032835i,0.03397-0.029113i,0.0088326-0.03118i,-0.0058408-0.029786i,-0.014512-0.021138i,-0.012697-0.01436i,-0.0068164-0.014002i,-0.0057488-0.015257i,-0.0067402-0.012774i,-0.0054119-0.0042191i,-0.00033489+0.0050724i,0.0045237+0.010093i,0.0067037+0.01031i,0.0062821+0.0044615i,0.0022507-0.0022913i,-0.0015589-0.0046046i,-0.00255-0.0027513i,-0.0029598-0.00056039i
-0.088131-0.011209i,-0.076846-0.047827i,-0.029856-0.080149i,0.02343-0.093418i,0.051753-0.082596i,0.040934-0.049415i,0.015725-0.021609i,-0.001817-0.013747i,-0.013338-0.011004i,-0.017835-0.0045928i,-0.012187-0.0021614i,-0.0030524-0.0071256i,0.0029343-0.012922i,0.0050873-0.012784i,0.0054703-0.0081088i,0.0051202-0.0045166i,0.0044995-0.0036559i,0.0040519-0.0027911i,0.005382+8.5129e-05i,0.0071807+0.0018369i,0.004299+0.00023543i,-0.00059203-0.0016659i,-0.0039306-0.0027909i
-0.063291-0.082672i,-0.064177-0.082887i,-0.068087-0.033325i,-0.082038+0.026304i,-0.082918+0.052919i,-0.057434+0.04668i,-0.02499+0.033764i,-0.0035019+0.027193i,0.0082339+0.021976i,0.011752+0.014283i,0.0093166+0.0080421i,0.0077275+0.0055116i,0.0090817+0.0043506i,0.010193+0.0025669i,0.0081588-0.0012599i,0.0047268-0.0031242i,0.0024417-0.0019274i,0.0010043-0.0017157i,0.00027479-0.0030934i,0.00018031-0.0038862i,0.0013614-0.0022089i,0.0020331-0.0010472i,0.0010793-0.0022054i
0.024878-0.073293i,0.019632-0.037384i,-0.013187+0.047815i,-0.051405+0.13052i,-0.061107+0.15184i,-0.043422+0.10757i,-0.016456+0.058022i,0.007902+0.034303i,0.024293+0.01884i,0.026729+0.0026262i,0.017543-0.0017173i,0.0095269+0.0058116i,0.0057802+0.013056i,0.0018901+0.013722i,-0.0011058+0.0085321i,-0.0040582+0.002473i,-0.0072228-0.0032194i,-0.010281-0.0077573i,-0.012739-0.0060718i,-0.010867+0.00039202i,-0.0051065+0.0032938i,0.0016181+0.0015664i,0.0061987+4.4797e-05i
0.10254-0.016113i,0.10634+0.00036541i,0.078447+0.012241i,0.052373+0.0087164i,0.031578-0.000221i,0.018871-0.0028372i,0.010393-0.0056843i,0.0026968-0.0061067i,3.234e-05-0.0049743i,-0.0013592-0.0040906i,-0.003381-0.0010305i,-0.0051882+0.0028444i,-0.0069605+0.0064603i,-0.0071802+0.0088188i,-0.0042306+0.0076671i,-0.00053611+0.0031683i,-0.00042014-0.0013409i,-0.0027507+3.1021e-05i,-0.0048411+0.0064175i,-0.0058484+0.011108i,-0.0039898+0.010409i,-0.00076022+0.0054953i,0.0014278+0.0020174i
0.096875+0.044768i,0.099975+0.02343i,0.069903-0.058693i,0.032236-0.14667i,0.019146-0.16618i,0.014506-0.12012i,0.0032865-0.066197i,-0.011971-0.034379i,-0.023086-0.011475i,-0.021407+0.0050209i,-0.014939+0.007148i,-0.012649+0.0026644i,-0.01155-0.00089i,-0.0089839-0.0035565i,-0.0054986-0.003325i,-0.0035871-6.2255e-05i,-0.0043178+0.0048941i,-0.0033171+0.0065826i,0.0021017+0.0023979i,0.0076887-0.0026593i,0.0062354-0.0036604i,0.0018255-0.00080282i,-0.001237+0.0020703i
-0.00053906+0.085671i,-0.012545+0.0553i,-0.014527-0.0072029i,-0.016592-0.060473i,-0.025573-0.077033i,-0.020329-0.057374i,-0.0087267-0.030351i,-0.0083747-0.015675i,-0.01101-0.0064469i,-0.007155+0.00051369i,-0.0036457+5.7454e-05i,-0.0046777-0.0056956i,-0.0045194-0.011232i,-0.00118-0.013896i,0.0021092-0.01243i,0.0037239-0.0072985i,0.0061039-0.0015522i,0.010784+0.0011062i,0.01213-0.00075736i,0.0067849-0.0038644i,0.001869-0.0031372i,0.00044589+0.00041288i,-0.002416+0.0022894i
-0.097248+0.088104i,-0.093434+0.084337i,-0.045936+0.087021i,0.01047+0.1065i,0.032866+0.10813i,0.024058+0.074868i,0.013534+0.037025i,0.014553+0.012739i,0.016577-0.0081308i,0.010216-0.01918i,0.0035156-0.015928i,0.0044703-0.008704i,0.0076062-0.0050427i,0.0080041-0.003176i,0.0063772-0.0010504i,0.0038084+0.0029171i,0.0013863+0.0053822i,-0.00071096+0.0026986i,-0.0014849-0.0012622i,0.0013205-0.0016136i,0.0036939-0.0013611i,0.00217-0.0025323i,0.00082008-0.0029392i
-0.10876+0.010074i,-0.082772+0.049699i,-0.026756+0.099688i,0.034884+0.13149i,0.069433+0.11488i,0.050592+0.070719i,0.022111+0.037988i,0.017842+0.016373i,0.01677-0.0038798i,0.0053033-0.012728i,2.4301e-05-0.0077248i,0.0038635+0.00024302i,0.0056954+0.0057369i,0.0045253+0.0089994i,0.0036973+0.0084367i,0.0027311+0.002892i,0.00066311-0.0051306i,-0.0010634-0.0075369i,-0.0015726-0.0030603i,-0.0025451-0.00041001i,-0.0025763+0.0010078i,-0.0018035+0.0024638i,-0.00048957+0.00055648i
-0.040657-0.10813i,-0.042101-0.075668i,-0.041511-0.031296i,-0.051828-0.015246i,-0.056468-0.0049969i,-0.037926+0.0034752i,-0.018239+0.0084625i,-0.0060249+0.012808i,0.0018022+0.016212i,0.0047237+0.017159i,0.0059327+0.014918i,0.0039556+0.010058i,-0.00057348+0.0075859i,-0.0036948+0.0076733i,-0.0038046+0.0078837i,-0.0017015+0.007544i,-0.0015453+0.0054402i,-0.0062199+0.0030362i,-0.013504+0.0027144i,-0.017208+0.005552i,-0.014671+0.0073647i,-0.0084206+0.0053424i,-0.0028998+0.0032824i
0.035338-0.15226i,0.0075036-0.17474i,-0.047765-0.1458i,-0.1098-0.094507i,-0.12864-0.053175i,-0.087289-0.017647i,-0.039127-0.0023165i,-0.019199+0.0038755i,-0.0046747+0.014658i,0.010327+0.014335i,0.0098688+0.0053992i,0.00021346-0.00039425i,-0.0068549-0.0026177i,-0.0099722-0.0024403i,-0.0092989-0.003473i,-0.0078709-0.0058815i,-0.0072578-0.0066171i,-0.0026424-0.0038672i,0.007191+0.0016553i,0.013463+0.0051634i,0.012827+0.0054192i,0.010334+0.0042697i,0.0078761+0.0027037i
0.10556-0.050343i,0.076125-0.084576i,0.031953-0.10523i,0.00015071-0.086871i,-0.014059-0.040175i,-0.012159-0.010498i,-0.0033782-0.010033i,-0.0060556-0.01209i,-0.0097185-0.0089643i,-0.008942-0.012542i,-0.012864-0.014739i,-0.01241-0.010251i,-0.0062557-0.0087222i,-0.0035834-0.010503i,-0.0021492-0.0094634i,8.9044e-05-0.0038468i,0.0047554+0.0029157i,0.0086256+0.0053957i,0.008491-0.00072552i,0.008248-0.010528i,0.0058334-0.01482i,0.0023127-0.011408i,-0.0014938-0.0058591i
0.14267+0.11222i,0.14092+0.090546i,0.12056+0.036727i,0.12522-0.016737i,0.12193-0.041669i,0.076909-0.041439i,0.03072-0.02986i,0.01073-0.02174i,-0.0055886-0.019792i,-0.019157-0.014878i,-0.018814-0.0077735i,-0.0093111-0.00059655i,0.0017491+0.0012261i,0.0081442-0.0035488i,0.0067429-0.0066114i,0.00048102-0.0067814i,-0.0053001-0.0084782i,-0.0062152-0.011963i,-0.0033546-0.011717i,-0.0024163-0.0079739i,-0.0028643-0.0058472i,-0.0022351-0.0053434i,-0.0026058-0.0039878i
0.050583+0.1791i,0.10475+0.1742i,0.11435+0.13457i,0.10215+0.071071i,0.076223-0.0089673i,0.038973-0.042355i,0.014568-0.022577i,0.011464-0.0076776i,0.0084711-0.0049202i,0.0040415+0.0049937i,0.0065627+0.010294i,0.0084406+0.0071081i,0.0083829+0.0066961i,0.010206+0.0070136i,0.0097348+0.0040448i,0.007528+0.00089756i,0.005532+0.0021115i,0.00069329+0.0096778i,-0.007621+0.018364i,-0.0099054+0.024772i,-0.0038869+0.024393i,0.00022177+0.01651i,0.0014+0.0082692i
-0.149+0.074757i,-0.087096+0.11289i,-0.03582+0.12004i,-0.045477+0.11478i,-0.050316+0.091277i,-0.033957+0.045374i,-0.013182+0.02074i,0.0051681+0.017988i,0.019055+0.012236i,0.025467+0.006999i,0.024217+0.0033585i,0.01601+0.0013736i,0.006415+0.0055126i,-0.00020785+0.010144i,-0.0012762+0.01029i,-0.00056839+0.0076835i,-0.0034841+0.0061445i,-0.0050993+0.0044886i,-0.0019306-0.0015736i,0.0020593-0.0071539i,0.0059966-0.0056828i,0.0090801-0.0013612i,0.0087852+0.00023182i
-0.22705-0.059784i,-0.25548-0.014045i,-0.18134+0.013631i,-0.10406+0.036269i,-0.068554+0.075517i,-0.030169+0.078147i,-0.0074528+0.042391i,-0.0011938+0.021019i,0.0068002+0.0095615i,0.0052098-0.0041487i,-0.0024569-0.0076517i,-0.0076302-0.0068408i,-0.01193-0.0053654i,-0.012396-0.0011509i,-0.0069341+0.00034296i,0.0029275-0.0035531i,0.011771-0.0094482i,0.014377-0.00947i,0.0097508-0.00393i,-0.00014899+0.0012857i,-0.0060732+0.0046147i,-0.0033566+0.0047382i,0.0011252+0.0035494i
-0.062196-0.13048i,-0.13864-0.12141i,-0.1481-0.10866i,-0.099728-0.10234i,-0.045793-0.068415i,-0.0046952-0.016821i,0.0057519-0.0016488i,-0.0099398-0.003311i,-0.018431-0.0023744i,-0.022404-0.0062959i,-0.024963-0.0039428i,-0.01849-0.0027926i,-0.011669-0.0064501i,-0.0077578-0.0042994i,-0.0067394-0.00029664i,-0.0077174+0.0015992i,-0.0097642+0.0013734i,-0.012744-0.0034323i,-0.0084097-0.011332i,0.00071282-0.016082i,0.00069084-0.013221i,-0.0052464-0.0064708i,-0.0083033-0.0012842i
0.17299-0.15324i,0.13253-0.17009i,0.049296-0.12855i,-0.0081127-0.098599i,-0.028725-0.085211i,-0.033649-0.051205i,-0.022165-0.020582i,-0.015077-0.012917i,-0.016351-0.0054178i,-0.013326+0.0010235i,-0.0085146+0.0015908i,-0.00099151-0.00019997i,0.0042302-0.0070939i,0.0035341-0.010644i,0.0021478-0.0080368i,0.00058514-0.0049298i,0.0023597-0.0041801i,0.0094977-0.0031246i,0.015797+0.0017154i,0.014752+0.0023837i,0.0071748-0.0016912i,0.00012969-0.0001083i,-0.0023577+0.0043145i
0.21942-0.060409i,0.23315-0.11848i,0.18086-0.06938i,0.12565+0.011274i,0.066437+0.036845i,0.0079437+0.02694i,-0.0030992+0.020246i,0.010722+0.0052944i,0.01344-0.0033377i,0.018232-0.0027574i,0.021131-0.0068395i,0.01738-0.0034015i,0.015417+0.0024611i,0.011919-0.00087913i,0.007577-0.0028569i,0.0050307+0.0019961i,0.0013163+0.0084255i,-0.0087285+0.0115i,-0.023102+0.012485i,-0.027523+0.013597i,-0.019396+0.010508i,-0.010181+0.003963i,-0.0063628-0.001584i
0.042033+0.16483i,0.095261+0.10195i,0.11801+0.058275i,0.13524+0.072628i,0.13585+0.053918i,0.09373+0.010368i,0.045613-0.0060049i,0.02945-0.0048568i,0.025708-0.0062377i,0.020257-0.0049168i,0.013552-0.0041829i,0.0038688+0.00046204i,-0.0014233+0.010288i,-0.0025111+0.013301i,-0.0059629+0.0069597i,-0.010398-0.0024998i,-0.010829-0.0056293i,1.881e-05-0.0012682i,0.015979+0.0074839i,0.02534+0.017679i,0.027213+0.017848i,0.021817+0.006284i,0.013223-0.0052033i
-0.12117+0.26646i,-0.06079+0.30365i,-0.02882+0.16817i,-0.043176+0.02185i,-0.029059-0.042555i,-0.0040065-0.0711i,-0.008104-0.056327i,-0.0092325-0.015668i,-0.0036841+0.0030629i,-0.0090418+0.0085826i,-0.013114+0.012364i,-0.013164+0.009961i,-0.011022+0.0093375i,-0.0056186+0.010467i,-0.0017081+0.0099348i,0.0012097+0.010246i,0.0030771+0.013659i,0.0001242+0.0153i,-0.0076655+0.0026559i,-0.012584-0.014161i,-0.0094917-0.014713i,-0.0030447-0.0061253i,0.00020197-0.00093858i
-0.11095+0.040755i,-0.096295+0.12793i,-0.10099+0.095637i,-0.16227+0.01403i,-0.18698+0.0036789i,-0.12817+0.012546i,-0.068326+0.0052036i,-0.038386+0.011068i,-0.019889+0.013418i,-0.014942+0.0098401i,-0.011439+0.010504i,-0.0079208+0.0063973i,-0.0097025-0.0015316i,-0.010311-0.0061304i,-0.006067-0.0063595i,-0.0016375-0.0084253i,-0.0020858-0.018841i,-0.0027509-0.03218i,0.00063596-0.035895i,-0.00046492-0.027073i,-0.0048326-0.014066i,-0.001767-0.0042603i,0.004786+0.0007686i
-0.05574-0.24963i,-0.10548-0.22125i,-0.090054-0.11384i,-0.065238-0.025289i,-0.056684+0.04779i,-0.026722+0.093365i,0.0023349+0.069986i,0.0018984+0.024672i,-0.0045779-0.00083826i,-0.0051148-0.01469i,-0.0011774-0.019554i,0.0047636-0.020432i,0.004627-0.022139i,0.0048244-0.021632i,0.0075081-0.019352i,0.010133-0.015804i,0.009535-0.0089067i,0.0021585+0.0079772i,-0.0038083+0.027901i,-0.0030174+0.032765i,-0.0034058+0.025749i,-0.0052169+0.02032i,-0.0018565+0.015404i
-0.029914-0.2019i,-0.10035-0.231i,-0.038565-0.13112i,0.09854-0.043646i,0.15014-0.031975i,0.11631-0.011519i,0.080348+6.8284e-05i,0.042189-0.012908i,0.016225-0.016977i,0.0092527-0.019736i,0.0037269-0.020562i,0.0048684-0.014829i,0.0093801-0.01017i,0.010944-0.0022658i,0.011365+0.0028837i,0.0073435+0.0033782i,0.0013413+0.002016i,0.00096983-0.0080298i,0.0071812-0.020135i,0.011483-0.024027i,0.0061732-0.021569i,-0.0023326-0.015267i,-0.0077319-0.007699i
0.089196+0.12004i,0.064126+0.10102i,0.064909+0.071033i,0.10928+0.0091437i,0.10536-0.065834i,0.04467-0.091885i,0.0090955-0.060989i,0.0111-0.026787i,0.015663-0.006389i,0.014433+0.0024541i,0.0052041+0.0036283i,-0.000727+0.0095251i,0.002773+0.013673i,0.0031634+0.010145i,0.00079228+0.0051546i,0.0019563+0.0031334i,0.010069+0.0059373i,0.018201+0.014601i,0.011657+0.027605i,-0.0026425+0.035227i,-0.0073029+0.03107i,-0.0030034+0.020317i,-0.0011809+0.0099422i
0.17619+0.20974i,0.23675+0.17461i,0.12977+0.10079i,-0.0080856+0.067232i,-0.062491+0.043015i,-0.066542+0.0084159i,-0.055199+0.0049484i,-0.02533+0.011974i,-0.0013186+0.011465i,0.0074997+0.014594i,0.0062138+0.015627i,-0.0027415+0.01971i,-0.0066626+0.027293i,-0.0084824+0.027855i,-0.013031+0.027407i,-0.01683+0.027141i,-0.023955+0.0225i,-0.0317+0.007153i,-0.029828-0.013624i,-0.014497-0.019516i,0.0036407-0.014014i,0.0078333-0.010651i,0.00096568-0.007323i
-0.0037266-0.049051i,0.063876-0.087915i,-0.0047817-0.086536i,-0.11417+0.015463i,-0.10906+0.104i,-0.050577+0.096314i,-0.026415+0.056952i,-0.023796+0.035648i,-0.024352+0.020058i,-0.021224+0.012669i,-0.010643+0.0088913i,-0.0066487+0.00025745i,-0.013335-0.0051693i,-0.016081-0.0023829i,-0.010388+0.0014771i,-0.0034296+0.0014038i,0.004457+0.00071089i,0.01858+0.0065171i,0.031258+0.0085725i,0.029305-0.0024132i,0.019878-0.010295i,0.016505-0.0088549i,0.016605-0.0075158i
-0.22096-0.17631i,-0.25765-0.14924i,-0.1861-0.11929i,-0.095747-0.078633i,-0.013397-0.011373i,0.029811+0.024603i,0.025834+0.017032i,0.010118+0.0076229i,-0.0025429+0.0043003i,-0.0095058-0.0010836i,-0.0066124-0.011409i,-0.0024136-0.023422i,-0.0031362-0.027605i,-0.0027916-0.027735i,0.0033469-0.027144i,0.0073136-0.024484i,-0.0022776-0.019571i,-0.026093-0.01243i,-0.046744-0.0062871i,-0.050622-0.00051625i,-0.043516+0.0040697i,-0.030208+0.0057206i,-0.015445+0.0068092i
-0.082401+0.037848i,-0.1447+0.11308i,-0.045988+0.091955i,0.061582-0.044001i,0.043646-0.12527i,0.024803-0.096914i,0.029734-0.059137i,0.022421-0.042665i,0.019206-0.028842i,0.013123-0.021752i,0.0027296-0.017602i,-0.0010067-0.016088i,-1.8303e-05-0.017461i,0.0018916-0.019941i,-0.0056126-0.022489i,-0.015258-0.022306i,-0.0076913-0.021948i,0.019318-0.021348i,0.047327-0.0104i,0.052531+0.0076978i,0.038369+0.019587i,0.022123+0.018392i,0.0099666+0.008412i
0.23454+0.16477i,0.30099+0.17789i,0.26772+0.13656i,0.14972+0.051071i,0.019754-0.031272i,-0.044928-0.061352i,-0.033799-0.05141i,-0.0085523-0.028696i,0.0080185-0.021377i,0.0094756-0.021393i,0.0035127-0.0038939i,0.011842+0.015293i,0.028019+0.01673i,0.032416+0.010684i,0.026137+0.0090079i,0.02031+0.012466i,0.012916+0.017714i,-0.0054762+0.021931i,-0.026067+0.019466i,-0.028961+0.0073726i,-0.018546-0.0024023i,-0.0096066+0.00086707i,-0.005094+0.0065569i
0.18363-0.01551i,0.2369-0.084067i,0.16164-0.06034i,0.065643+0.044329i,0.025208+0.11822i,-0.013722+0.10211i,-0.033493+0.061874i,-0.013575+0.035766i,-0.00094608+0.019364i,-0.0019453+0.014952i,-0.00098244+0.02028i,0.0037312+0.026103i,0.0050197+0.025925i,-0.0026433+0.024071i,-0.0027536+0.019544i,0.005652+0.0076352i,0.010024-0.0096398i,0.012619-0.030115i,0.013505-0.041821i,0.0080961-0.034884i,0.0011077-0.02543i,-0.0026107-0.024179i,-0.006132-0.020547i
-0.22055-0.10575i,-0.31545-0.15063i,-0.31513-0.098645i,-0.17102-0.0040808i,-0.0048368+0.026514i,0.066497+0.033141i,0.050383+0.044774i,0.015918+0.033609i,-0.0024977+0.022422i,-0.0022352+0.017029i,-0.00084694+0.0015989i,-0.01384-0.0071245i,-0.024319+0.0023461i,-0.018508+0.0098864i,-0.0078232+0.0079539i,-0.0035591+0.0053606i,-0.0066253+0.01554i,-0.010914+0.043358i,-0.01139+0.062834i,-0.006032+0.054967i,-0.0016792+0.0367i,-0.0017362+0.023825i,0.003127+0.015267i
-0.31281+0.042895i,-0.35894+0.13828i,-0.28377+0.12883i,-0.17621+0.022695i,-0.10265-0.079787i,-0.041395-0.097309i,0.0011112-0.059071i,0.0023889-0.019608i,-0.0031903+0.00037057i,0.00025472-0.0032439i,-0.0039773-0.016495i,-0.019331-0.023219i,-0.029813-0.016575i,-0.019843-0.0029511i,-0.0033602+0.0051919i,0.0021585+0.0085125i,-0.0016776+0.0004394i,-0.0065677-0.025953i,-0.0065539-0.052927i,-0.0020441-0.05723i,0.0036267-0.039642i,0.0053727-0.020793i,0.0018637-0.0093449i
0.10329+0.03546i,0.17948+0.11647i,0.20764+0.073543i,0.099493-0.01127i,-0.039949+0.0055984i,-0.081647+0.026276i,-0.044371-0.0062806i,-0.0099033-0.02042i,0.0015277-0.01362i,-0.0027641-0.012913i,-0.0082435-0.015078i,-7.5211e-05-0.021422i,0.0097774-0.035314i,0.0038933-0.047334i,-0.0095356-0.044578i,-0.015118-0.028267i,-0.0066946-0.0046559i,0.0098107+0.024328i,0.01746+0.048033i,0.0084634+0.054501i,0.00066531+0.045638i,0.0077253+0.029916i,0.0129+0.012055i
0.37472-0.14774i,0.40552-0.26938i,0.33134-0.24622i,0.23766-0.093612i,0.1844+0.045422i,0.13565+0.088917i,0.065665+0.052821i,0.025373+0.0066171i,0.015107-0.011588i,0.0097926-0.0029208i,0.011464+0.01334i,0.021436+0.017613i,0.026399+0.011539i,0.015421+0.012047i,0.00038274+0.021473i,-0.0076271+0.024098i,-0.014783+0.010566i,-0.026032-0.013643i,-0.029681-0.029136i,-0.014864-0.025062i,-0.0011426-0.015181i,-0.0046465-0.0087368i,-0.013665-0.0010453i
0.053934-0.058164i,-0.038246-0.17641i,-0.13396-0.13738i,-0.086312-0.039695i,0.035115-0.060809i,0.069282-0.096369i,0.035498-0.039635i,0.0095578+0.005785i,0.00018144+0.0050387i,0.0032281+0.0046429i,0.011433+0.01615i,0.015655+0.029433i,0.016972+0.034533i,0.02275+0.0307i,0.029864+0.016604i,0.032817+0.00018799i,0.039741-0.0039304i,0.05602-0.001127i,0.064107-0.0041407i,0.047451-0.01538i,0.022377-0.018858i,0.010053-0.010844i,0.0078595-0.0075738i
-0.27641+0.20249i,-0.28377+0.29255i,-0.22801+0.27642i,-0.17148+0.15798i,-0.18367+0.034337i,-0.19067-0.021866i,-0.11903-0.013902i,-0.039012+0.0096426i,-0.0061046+0.01076i,-0.0025401-0.0033912i,-0.0076534-0.013758i,-0.013722-0.0064523i,-0.012276+0.0086156i,-0.0037962+0.0078983i,0.0080651-0.013126i,0.0093543-0.037763i,-0.016423-0.046135i,-0.059277-0.028082i,-0.088036+8.1362e-05i,-0.083571+0.013675i,-0.060277+0.01383i,-0.037653+0.013461i,-0.017511+0.01299i
-0.12107+0.15752i,0.0061116+0.27815i,0.089948+0.19439i,0.01408+0.061177i,-0.078201+0.074892i,-0.088797+0.11891i,-0.063265+0.075072i,-0.032775+0.019786i,-0.01399+0.0011973i,-0.020431-0.0031468i,-0.034678-0.010132i,-0.042038-0.019525i,-0.044001-0.022472i,-0.048091-0.019972i,-0.058004-0.0043197i,-0.057429+0.017086i,-0.034249+0.025126i,0.005348+0.01955i,0.040666+0.011582i,0.05348+0.014058i,0.0479+0.018587i,0.034161+0.009029i,0.015202-0.0038481i
0.1421-0.16549i,0.18563-0.22201i,0.19264-0.26593i,0.13723-0.22396i,0.11015-0.11148i,0.13649-0.035646i,0.10322-0.019717i,0.034418-0.01197i,0.0076583-0.0067387i,0.0051534-0.0024802i,0.00795+0.0045514i,0.011819-0.0016714i,0.011896-0.011537i,0.017835-0.0056225i,0.027618+0.0091743i,0.032538+0.02275i,0.02386+0.032888i,0.0015219+0.038008i,-0.01289+0.032553i,-0.0091547+0.01268i,-0.0028875-0.0079505i,-0.0015079-0.010238i,0.0026487-0.00081022i
0.1107-0.18237i,-0.027723-0.23184i,-0.10729-0.12272i,-0.047552-0.013192i,0.018827-0.049391i,0.024837-0.10427i,0.035011-0.08233i,0.041563-0.039468i,0.032859-0.013501i,0.035904-0.0051569i,0.043944-0.0055812i,0.04479-0.006918i,0.034803-0.0092329i,0.019087-0.0078489i,0.013847-0.010148i,0.02162-0.020339i,0.037064-0.038468i,0.046567-0.067934i,0.031974-0.085066i,0.0042879-0.067593i,-0.011636-0.035109i,-0.013502-0.019387i,-0.013958-0.015492i
