0.00024828+0.0012423i,0.00017406+0.00088281i,-0.00031051+0.00062521i,-0.0018348+0.0011171i,-0.0022844+0.0009932i,-0.0013692+0.0015448i,-0.00090554+0.001318i,-0.00011635+0.00092089i,0.00012623+0.00036436i,9.1635e-05-5.7572e-06i,0.00052546+0.00064226i,-0.00018646+0.00053421i,2.8217e-05-0.00011528i,0.00039295+0.00053113i,-0.00045255+0.00086642i,-0.00068543+0.00012707i,-0.00051615-0.00078132i,-0.00030382-0.00046365i,0.00066632-0.00043241i,0.0010368+4.5131e-05i,1.7261e-05+0.0004736i,-0.00021019+3.0145e-05i,-5.3137e-05+0.00021817i
0.0013657-0.0011197i,0.0011025-0.00043818i,0.00077708+0.00013838i,0.0001615+0.00043227i,0.00056229+0.00086052i,0.00092129+0.001241i,0.00045199+0.00074384i,0.00020026-0.00030434i,-8.5744e-05+1.2884e-05i,-4.3891e-05+0.00086612i,0.00012657+0.00058996i,-0.0004513+2.591e-05i,-0.0002139+5.5521e-05i,0.00039555+0.00040359i,0.00041879+0.00025977i,0.0001543-0.00051977i,0.00013671-0.0012262i,-5.7366e-05-0.0006724i,-0.0002451-0.00019769i,0.0005396-0.00038333i,0.00078667+0.00012201i,0.00025965+7.0547e-05i,0.00025038+0.00032945i
-0.00082392-0.00050056i,-0.001279-0.00063925i,-0.001001+0.0013447i,-7.0645e-05+0.0023699i,0.00022312+0.0014742i,0.00061827+0.00017474i,0.00084015-0.00063878i,0.00036724-0.0007407i,-0.00049889-0.00020574i,-0.00057157+0.000501i,8.1583e-05+0.00085449i,-1.6683e-05+0.00091992i,1.576e-06+0.00095239i,0.00026828+0.0012962i,-3.9101e-05+0.0010617i,-0.00058073+0.0010659i,-0.00094003+0.0012075i,-0.00038133+0.00089052i,0.00051408-5.9398e-05i,0.00067545-0.00041216i,0.00063933-0.00015409i,0.00046176-0.00039971i,-0.0003872-0.00073169i
0.00031331-0.0011292i,0.00022628-0.00076276i,-0.00016658-0.0010802i,-0.00029314-0.0014065i,-0.0003646-0.00066542i,-0.00062227+1.6089e-05i,-0.00073036+0.00056287i,7.3896e-06+0.00036906i,0.00071884-9.46e-05i,-0.00015266+4.7561e-05i,-0.00077929-0.00026378i,-0.00032701-0.00058009i,-9.4561e-06-0.00030398i,1.2633e-05-0.00044982i,-0.00030425-3.4251e-05i,-0.00062632+0.00078802i,-0.0004276+0.00063521i,-0.00023617-0.00020254i,-0.00025857-0.00043782i,7.0793e-06-8.6052e-05i,0.00045116+0.00012479i,0.00064405-6.2444e-05i,0.00058092-0.00050511i
-0.00019094-0.0019763i,-0.00046473-0.001196i,-0.00048958-0.00043429i,-0.00039875+0.00044221i,-6.2023e-05+0.00075463i,-0.0003338+0.00089009i,-0.0006123+0.00037346i,-0.00056059-0.00073515i,-9.6404e-05-0.0012101i,-0.00035992-0.00047208i,-0.00068583+0.00042138i,0.00025772+0.00071182i,0.001175+0.00034986i,0.00081185-0.00035546i,0.00059883-0.00039728i,0.00050765-0.0004036i,-0.00017503-0.00079545i,-0.00028603-0.00098437i,0.00036457-0.00056907i,0.00075551-0.00059592i,0.00090116-0.0012692i,0.00071408-0.0012156i,-0.0001541-0.00057408i
0.0020412+0.0021521i,0.0015658+0.0018898i,0.0016483+0.00092354i,0.0016283+0.00016373i,0.00061813-0.00089301i,-0.00061514-0.00058238i,-0.001066+0.00052523i,-0.00074758+0.00055993i,-0.00050691+0.00017497i,-0.00057335-0.00018561i,-0.00041631-0.00029941i,-0.00031927-0.00035321i,-0.00027431-0.00016719i,-0.00053917-0.00023646i,-0.00062836-0.00031947i,-8.5871e-05+0.00049021i,0.0006148+0.00062758i,0.00071217+9.5431e-05i,0.00040877+5.3497e-05i,0.00044997+0.00063867i,0.00071705+0.00078182i,0.00057378+0.00056787i,0.00091246-0.00015929i
0.00043245+0.0019165i,0.00062199+0.0014591i,0.00061507+0.00091436i,0.00062159-0.00015425i,0.0013079-0.00072901i,0.0012872-0.00035093i,0.00045699-0.00053213i,2.9929e-05-0.0008109i,0.00021727-0.0002532i,0.00035234+0.00029713i,0.00060515+0.00043081i,0.00073715+0.00097704i,1.2415e-05+0.00056377i,-0.00046739-0.00014096i,-0.00062539-0.0005412i,-0.00055825-0.00053779i,-0.00010835+0.00014462i,-0.0002872+0.00067333i,-0.00074581+0.00045614i,-0.00016661+0.00022201i,0.00064096-0.00016259i,0.00093757-0.00063806i,0.00091554+1.1433e-05i
-0.0017187-0.0012017i,-0.0018721-0.00068174i,-0.0014966-0.00014405i,-0.0011451+0.00073934i,-0.000946+0.0014777i,-0.00047236+0.0011924i,0.00010367+0.00022395i,3.0026e-05-0.00016798i,-0.00087974+3.8704e-05i,-0.0012279+0.00091997i,-0.00079552+0.0015146i,-0.00037259+0.0013607i,-0.00034085+0.00059809i,-0.00049933+1.069e-06i,0.00023141+0.00031133i,0.00044905+0.00015635i,-3.1535e-05-0.00073185i,-0.00012704-0.0015017i,0.00010939-0.0010355i,0.0008802-0.00031173i,0.0011583-3.6712e-05i,0.00073081+0.00025743i,0.0006989+9.1514e-05i
0.0020921-0.0024658i,0.0020949-0.0028165i,0.0014549-0.0018141i,0.0011336-0.0011664i,0.00031588-0.00064341i,-0.00084586+0.00032536i,-0.0013465+0.0011324i,-0.0015697+0.0008107i,-0.000567-0.00011305i,0.00061646+0.00041894i,0.0003753+0.0011154i,-0.00071812+0.00071811i,-0.001107+0.0003026i,-0.00049415+0.00015539i,0.00033619+0.00015897i,-0.00012215-0.00056976i,-0.00064474-0.00089204i,-8.5655e-05-0.00018223i,0.00034392+0.00026534i,-2.097e-07+0.00012321i,5.9385e-06+0.00038735i,0.00032294+0.00031921i,0.00031353-5.19e-05i
0.00049201+0.0025911i,0.0005245+0.0034397i,0.00083514+0.003287i,0.00069857+0.0034778i,0.00048242+0.0026651i,0.00041811+0.0011113i,0.00015287-0.00019018i,-0.00028166-0.0005983i,-0.00035225-0.00039807i,-1.0977e-05-0.00055871i,1.6674e-05-0.00069852i,-3.4834e-05-0.00048738i,-4.218e-05-0.00031211i,4.0264e-05+0.00010399i,5.5831e-05+0.00059796i,-0.00013689+0.00092688i,-0.00080903+0.00087862i,-0.0012718+0.00067263i,-0.0010822+0.00050528i,-0.00055246-8.4566e-06i,-0.00026376+0.00043682i,-1.385e-05+0.00091953i,0.00031632+0.00048216i
-0.0025439+0.0015683i,-0.0019521+0.00072796i,-0.00099362+0.001002i,-0.00019215-3.1802e-05i,0.00084227-0.00091875i,0.0013118-0.00185i,0.00066927-0.0010944i,-0.0002853+0.00040456i,6.8299e-05+0.00071442i,0.00011643+0.001001i,-0.00050209+0.0013634i,-0.00017245+0.0018005i,-0.00030001+0.0015703i,-0.00092849+0.0013956i,-0.00090993+0.00020494i,-0.0010378-0.00087427i,-0.0014902-0.00028924i,-0.0018141-0.0001905i,-0.0011779+0.00014442i,-0.00016377+0.0006987i,0.00013485+6.6769e-05i,-3.7687e-05-0.00020899i,-0.00031965+6.0066e-05i
-0.00094194-0.0025496i,0.00027228-0.0031892i,0.0009509-0.0024851i,0.0008502+7.7817e-05i,0.00066455+0.0014156i,0.00090714+0.0014899i,0.0006735+0.0010738i,-0.00030471+0.00029099i,-0.00087882+8.0968e-05i,-0.00073422+0.00063725i,-0.00025331+0.00048822i,-7.5382e-05+0.00090736i,0.00056955+0.0013558i,0.0010022+0.00043i,0.00035771-0.0006002i,0.00015638-0.00077185i,-0.00019524+0.00015964i,-0.00071917+0.00016716i,-0.00092099-0.00036666i,-0.0001717-0.00052999i,0.00074862-0.0006174i,0.00062869-0.00072554i,0.00047915-0.00095257i
0.00083087-0.00027568i,0.00027365+0.0013456i,-0.00067661+0.0019441i,-0.0015295+0.0018812i,-0.0014562+0.00099298i,-0.00010286-0.00072829i,0.0002024-0.0011627i,0.00012223-0.0012497i,-0.0003216-0.0011359i,-0.00095485-0.00061245i,-0.00086756-0.00059593i,-0.00025514-0.00029152i,0.00033372-0.00032095i,0.00042754-0.00031235i,-0.0001801+0.0002118i,-0.00042554+0.0001089i,4.735e-05-0.00028127i,0.0009013+0.00056445i,0.0010131+0.0010714i,-7.2283e-06+0.00025428i,-0.00065503-0.00032109i,0.00014663+0.00033057i,0.00042859+0.0010216i
0.00011559+0.00054978i,0.00039475-0.00018076i,0.00061954-0.00028403i,0.0013152-0.00024012i,0.001623-4.2123e-05i,0.00051652+0.00018495i,0.00030188+8.7557e-05i,0.00046696+0.0002515i,-0.00079251+0.00034024i,-0.00079761-0.00041134i,0.00020489-0.00022325i,0.00072852+0.00087662i,0.0010023+0.00049502i,0.0011098+0.00059712i,0.00050829+0.0010102i,1.8784e-05+0.00011596i,0.00035432-0.00010556i,0.00014831-0.00010179i,1.1976e-05+8.6734e-05i,0.00031307+0.00064856i,0.00072398+0.00065742i,0.00082854+0.00086465i,0.0009934+0.00099556i
-0.0010039+0.00040814i,0.00013745+0.00065756i,-0.00051243+0.0025007i,-0.00073724+0.003507i,-0.00010929+0.0031246i,2.2688e-05+0.0019616i,9.4638e-05+0.00093836i,0.00068815-8.0265e-05i,0.00019586-0.00023429i,-0.00023931-2.6445e-05i,-5.7256e-05-0.00019976i,0.00040295-8.1616e-05i,0.00060071+0.00017483i,0.000513+0.00043123i,0.00028694+0.00024286i,-0.00012877-0.0001351i,-0.00051268+8.4496e-05i,-0.00077844-0.00011449i,-0.00034498-0.00051537i,2.0921e-05-0.00040324i,-0.00043887-3.8762e-05i,-0.00080592-0.00029319i,-0.00037206-0.00033714i
-0.0010272+0.0016309i,0.0015534+0.0012477i,0.0024419+0.0015958i,0.0025229+0.0015891i,0.002017+0.0010985i,0.0012326-0.00038014i,0.00097847-0.0014282i,0.00024361-0.0011382i,-0.00078922-0.00032236i,-0.00077742-4.9381e-05i,-6.3378e-05+9.3498e-05i,-0.00015052+0.0001128i,-0.00066999-0.00072263i,-0.00079283-0.0014107i,-0.00093636-0.00035036i,-0.00084879+0.00060238i,-0.00087183+0.00038588i,-0.00062905+0.0003498i,-0.00031568+0.00039802i,0.00020995+0.00037806i,0.00098085+2.8505e-05i,0.0010275-1.4611e-05i,0.00036712+0.00010747i
0.00089795-9.4463e-06i,0.0010907-0.0006469i,0.0012094-0.00048088i,0.0015019-0.00014622i,0.0009446+0.000196i,-0.00073291+0.00018735i,-0.0012404-0.00056791i,-0.00078706-0.0011707i,-0.0001099-0.00045824i,-0.00039032+0.00036463i,-0.0012281+0.00073525i,-0.0006528+0.00056817i,0.00010265+0.00084596i,9.7152e-05+0.00053335i,-7.4691e-05-0.00012455i,0.00022936+1.6995e-05i,0.0006232+0.00047776i,0.00056095+0.0012248i,0.00020686+0.00036852i,0.00038021-0.00058837i,0.00078225-0.00015315i,0.00075283-0.00052402i,0.00063631-0.00084299i
0.0020135+0.00057935i,0.002807+9.6833e-05i,0.001263+0.00012205i,-0.00010842+0.0013476i,0.00021261+0.001725i,0.00076799+3.0919e-05i,0.0001515-0.00061496i,0.00042238-0.00058008i,0.00089738-0.0009946i,0.00042893-0.00080798i,4.786e-05-7.8092e-05i,-1.5235e-05-5.7268e-05i,-0.00015981-0.00036702i,4.94e-05-4.8602e-05i,-0.0002723+0.00023532i,-0.00055804+0.00010086i,-0.00017428+0.00017587i,0.00016801+0.00071457i,0.00014813+0.0011183i,-0.00028601+0.00061802i,-0.00027103-0.00019486i,0.00016442-0.00058756i,0.00068603-0.00046502i
-0.0017284-0.00079588i,-0.0008061-0.001262i,-0.00068474-0.0015407i,-0.0003394-0.0012463i,0.00048026-0.00027057i,0.00052915+0.0004698i,0.0001255+0.00059154i,0.00024439+0.00056457i,9.2086e-06+0.0007487i,-0.00060975+0.0005426i,-0.00063589+0.00023098i,-0.00041268-3.2711e-05i,-6.882e-05+6.3646e-05i,-0.0001891+0.00027708i,-4.9052e-05-1.4837e-05i,0.00032164+0.00029844i,-0.00041698+0.00077471i,-0.0010599+0.00026155i,-0.00052337+0.00061976i,0.0001614+0.0013114i,-0.00021943+0.00041548i,-0.00016874-0.00044379i,0.00010194-0.00020103i
-0.00017413-0.0033429i,-0.001042-0.0023553i,-0.00044031-0.001074i,-0.00037352+0.00052713i,-0.00023197+0.0006461i,0.00083201+0.00023499i,0.00052398+0.00077493i,-0.00031194+0.00056749i,-0.00066589+0.00066807i,-0.00071164+0.00078274i,6.3267e-06+0.00036571i,0.00037428-9.1747e-05i,-0.00024417+0.0006817i,-0.00017749+0.00085571i,6.7495e-05-0.00010633i,-0.00055077-0.00044175i,-0.00070529-0.00022514i,0.00026315+0.00016351i,0.00063163+2.1141e-07i,5.0115e-05-0.00029847i,8.5833e-05-0.0001219i,0.000229-0.00037878i,-0.00023488-0.00014274i
0.0018694+0.00060749i,0.0021215-0.00048079i,0.00090005+0.00038464i,0.00083923+0.00028505i,0.00028294-3.6829e-05i,-0.001019+0.00021557i,-0.0013031+0.00012068i,-0.0014076+0.00021423i,-0.0011293+5.1928e-05i,-0.00094521-0.00033472i,-0.0010114-0.00034098i,-0.00080195-0.00015327i,-0.00040757-0.00017315i,-0.00035086-9.4282e-05i,0.00026833+0.00078868i,9.4347e-05+0.001566i,-0.00029546+0.00080386i,0.00050777+8.7039e-05i,0.00040247-0.00035037i,0.00021045-0.00042555i,0.00045276-5.9004e-05i,5.9049e-05-0.0001643i,-1.2616e-05-0.00044789i
0.000506+0.002588i,0.0020733+0.0019363i,0.0018564+0.0016603i,0.00087641+0.0022172i,0.00057951+0.00254i,0.00052858+0.00097085i,0.00072279-0.00089379i,0.0012974-0.0010689i,0.00081871-0.00055131i,-0.00026781-0.00026211i,-0.0001314-0.00058494i,0.00046189-0.00010379i,0.00012297+0.00067815i,-0.00020203+0.00082434i,0.00021503+0.00045561i,0.00067256+0.00017228i,0.00095535+5.8392e-05i,0.00042132-0.00013952i,-0.00010011-0.00075809i,0.00025905-0.00079407i,0.00056077-0.00012762i,3.2662e-06-0.0002729i,1.5775e-05-0.00073415i
-0.0030354+0.00024914i,-0.0021671-5.331e-05i,-0.0018239+0.00053408i,-0.00060886+0.00075836i,0.00086613+0.0011386i,0.0010799+0.0013886i,0.00034518+0.0011993i,-0.00038659+0.00070157i,-2.6954e-06-0.00051133i,-0.00025229-0.0005696i,-0.0011048+2.096e-05i,-0.0010325-0.00026839i,-0.00016285-0.00042681i,0.00044512-7.0734e-05i,0.00041958+0.00040421i,4.8437e-05+0.00013931i,-0.0001996+5.8428e-05i,0.00016699+0.0010932i,0.00056309+0.0013247i,0.00021982+0.00094655i,0.00066754+0.0007864i,0.0015481+0.00021293i,0.0014849+0.00033737i
0.0025114-0.0034619i,0.0018148-0.0031627i,-6.9759e-05-0.0029112i,-0.00025727-0.0004732i,2.6572e-05+0.0015409i,-7.5546e-05+0.0012727i,0.000126+0.0006501i,-0.00032251+0.00022475i,-0.0010365+0.00021097i,-0.0009365+0.00034402i,-0.00022477+0.00026809i,0.00075928+0.00031302i,0.0003294-0.00010389i,-0.00010122-0.00091208i,0.00025383-0.0015172i,9.8355e-05-0.00092334i,-0.00030705-0.00033759i,-0.00013282+0.00038268i,-0.00019244+0.00092862i,-0.00047087-0.00013452i,5.7826e-05-0.00042179i,0.00077019-0.00020811i,0.00032737-0.00057245i
0.0022634+0.00094088i,0.0015672-0.00059928i,0.00066356+0.00021277i,0.0007846+0.0013762i,0.00099101+0.0011793i,0.000206+0.00067032i,-0.00055217-2.801e-05i,-0.0009848-0.00036924i,-0.0013521-0.00037142i,-0.0014769-0.0010635i,-0.0010604-0.00097332i,-0.00068736+3.9301e-05i,-0.00053094+0.00070053i,-0.00091455+0.0013634i,-0.0012406+0.00087224i,-0.0010141+0.00089302i,-0.00055747+0.00063695i,-8.7964e-05-0.00038557i,0.00013548-0.00073724i,-0.00019023-0.00072849i,-0.00012467-0.00080754i,0.00023312-0.00092871i,0.00025301-0.00057831i
-0.0014891+0.0015012i,-0.00034325+0.0014058i,0.00090703+0.00082952i,0.0015784+6.6017e-05i,0.0020184-0.00026605i,0.0010005-0.00010561i,-0.00068434+0.00037782i,-0.001005+0.00033265i,-0.001149-0.00029638i,-0.0012359-8.9908e-06i,-0.00042872+0.00031233i,-0.00023321+0.00016366i,-0.00081869+5.7776e-05i,-0.0010497-0.0003354i,-0.0012258-0.0007283i,-0.00068415-0.00051007i,0.00029938+0.00031936i,0.00032978+0.00067595i,-0.00016382+0.00040545i,9.4702e-05+0.00082113i,0.00012272+0.00053732i,0.00028121-0.00049568i,0.00062657-0.00058983i
-0.00092112-0.0031563i,-0.0013768-0.0024641i,-0.00081275-0.0010797i,-0.00069938-3.5327e-05i,0.00026969+0.00093083i,0.0001716+0.001336i,-0.0004652+0.0010258i,-0.00016092+0.00048912i,-0.00015961+0.0004593i,0.00015733+0.00088698i,-3.0515e-05+0.0010232i,-0.00061799+0.00018359i,-0.00021406-5.6023e-05i,0.00055678+0.00027788i,0.00056024+0.0001463i,0.00014535+1.9455e-06i,-0.00020502-3.3241e-05i,0.00027536+0.00013464i,0.00071045+0.00086965i,0.00060515+0.00061848i,0.00089951-0.00011753i,0.00015427-0.00060473i,-0.000572-0.0010262i
0.0012926+4.5578e-05i,0.00025253-0.00078405i,2.6364e-05-0.00059866i,0.00022544-0.00064208i,0.00027512-9.4224e-05i,0.00033344+0.00038536i,0.0003129+0.00063489i,0.00028952+0.0004965i,-2.4227e-05+0.00033218i,-0.00067851+0.0002272i,-0.00064664-0.00010158i,-5.8896e-05-1.1192e-05i,2.9307e-05-0.00037215i,-0.00073552-0.00055704i,-0.00062945-0.0008347i,-0.00031572-0.0012i,-0.00021384-0.0011856i,7.5894e-05-0.00019592i,8.9727e-05+6.5055e-05i,0.00043693+0.00013411i,0.00032681+0.00032575i,0.00019453-0.00014422i,-6.2053e-05+8.8674e-05i
0.0017503+0.00068535i,0.0017591-0.00043945i,0.0010749-0.0005599i,0.00060674+0.0016189i,-0.00028035+0.0021951i,-0.00037352+0.0014268i,0.0010187+0.00034202i,0.0013366-0.00069747i,0.00015232-0.0010404i,-0.0007807-0.00057495i,-0.00092943+0.00015399i,-0.0010375+0.00029318i,-0.00061227-6.1634e-06i,-7.7749e-05+0.00010338i,-0.00034852+0.00022453i,-0.00086469+0.0002451i,-0.00037036+0.00038141i,0.00023356+0.00089504i,-0.00042618+0.00087416i,-0.0011845+5.0224e-05i,-0.00070185+4.3089e-06i,-7.5121e-05+0.00057827i,0.00038733+0.00031079i
-0.001141+0.0018762i,-0.00013292+0.00068537i,0.00039983+0.0010722i,0.00073359+0.0019129i,0.0015745+0.001539i,0.0019395-0.00018644i,0.00066712-0.00080637i,-3.729e-05-0.00016265i,-0.00019959+0.00091583i,-0.00062787+0.0012738i,-0.00027554+0.00046072i,3.0892e-05-0.00026246i,-0.00043606-0.00028535i,-0.00065319-7.1346e-05i,-0.00070137-3.63e-05i,-0.0010743-0.0007457i,-0.00040718-0.00083869i,0.00029067-0.00029692i,-0.00028532+0.00029553i,-0.00040262+0.00082799i,-9.5653e-05+0.0011154i,-0.00013489+0.00043895i,-0.00021949-0.00012359i
-0.00063248-0.0012257i,0.00039176-0.00094499i,-0.00013565+0.00025388i,0.00012737+0.00096417i,0.00031626+0.0016298i,-0.00019091+0.0014195i,0.0002885+0.00075836i,0.0011011+0.0002061i,0.00043801-0.00033627i,-0.00019237+0.00020465i,-0.00014939+0.0010128i,-0.00035042+0.00026609i,-0.00019571-0.00045299i,0.00013011-0.00086702i,-0.00013464-0.00095788i,-0.00056458-0.0002168i,-0.00058872+0.00010708i,-0.00014558-0.00041516i,0.00091767-0.00012355i,0.0011157+0.00046452i,0.00046548-0.00048855i,0.00050709-0.00072357i,0.00071563-0.00042028i
0.0013382+0.00079742i,0.00035922+0.0015876i,0.000519+0.001782i,0.00054217+0.0006627i,0.00051361+0.00078526i,0.00059+0.00091892i,0.00053385-0.00011862i,-9.4705e-05-0.00017917i,-0.001199-0.00024777i,-0.0011351-0.00065437i,-0.00046821-0.00014524i,-0.00087532+0.00049202i,-0.0004438+0.0009001i,0.00065981+0.00034692i,0.00065243-0.00062256i,6.3807e-05-0.00098338i,3.2641e-06-0.00068633i,0.00035778+7.6428e-05i,-0.00025048+0.00024646i,-0.00078926-0.00037802i,-0.00058878-0.00061968i,-0.00046684+0.00019962i,-0.00056486+0.00049802i
-0.00024614-0.00046558i,-0.0008969+0.0002837i,-0.00078133+0.0010179i,-0.00023394+0.00081074i,0.0010048+0.00030223i,0.0011805+0.00033081i,0.00028373+0.0009669i,-5.1791e-05+0.00083079i,-0.00029902+0.00033324i,-0.00030035+0.00042005i,-8.4854e-06+0.00049216i,0.00015205+0.00041052i,-0.00034349+0.00017828i,-0.00070667-7.0246e-05i,-0.00026458-0.00022838i,-0.00010803-0.0001806i,-0.00052775-1.4277e-05i,-0.00048703+4.6625e-05i,-7.3046e-05-0.00020101i,0.00024347-7.1935e-05i,0.00065586+2.817e-06i,0.00025379-5.3401e-05i,0.00018795+2.222e-05i
2.776e-05-0.0010521i,0.00070899-0.00016995i,3.1059e-05-0.00018893i,-0.00089633-0.00092817i,-0.0005177-0.00055488i,-8.3447e-06+0.0007683i,-0.00014989+0.00060506i,2.1007e-05-0.00064025i,0.00013973-0.00076051i,-0.0003953-0.00018711i,-0.00067493-0.00048977i,-0.00089465-0.00044687i,-0.0011567-0.00014859i,-0.0011192+0.00048851i,-0.00071855+0.000197i,-0.00015474-0.00057771i,0.00044208-0.00051348i,4.4395e-05-0.00015054i,-0.000478-0.00021699i,-0.00018423-0.00088776i,0.00029836-0.000588i,0.00093094+0.0006702i,0.00022271+0.00073935i
-0.00053973-0.00056554i,-0.00014943-4.0208e-05i,-9.9292e-05+1.6249e-05i,-0.00048563+0.00054146i,-0.00035049+0.0010802i,0.00079837+0.00095294i,0.0010613+0.00074258i,0.00038723+0.00033487i,-0.00030126-0.00064972i,-0.00086419-1.2266e-05i,-0.00041027+0.0004516i,0.00075275+0.00027657i,0.00039438+7.2301e-05i,-0.00072788-0.00053993i,-0.0010119-0.00084979i,-0.00065267-0.0012703i,-0.00056913-0.0012027i,-0.00041204-0.00027574i,-0.00011565+0.00049484i,0.00010207+0.00062459i,0.00014785+0.00037189i,2.0325e-05+2.297e-05i,0.00010719+9.8351e-05i
0.00066003-0.0013502i,-0.00022148-0.0015152i,0.0011184-0.0013858i,0.0014369-0.00022394i,0.00025605+0.00019684i,-0.00041282+0.00047046i,-0.00028164+0.00088142i,-0.00011162+0.00023973i,-9.8339e-05-0.00035158i,-0.00070611+7.8419e-05i,-0.0011409+0.00068296i,-0.00065318+0.00025739i,0.0004219+0.00010734i,0.00087769+0.00011167i,0.00073224-0.00052876i,-1.5096e-05-0.00076463i,-0.00012829-0.00013294i,7.4916e-05+0.00012362i,0.00021792+0.0002946i,-8.9455e-05+0.00022194i,0.00019808+6.3249e-05i,0.001491-0.00040361i,0.0018782-0.00083733i
0.0014587+0.0024897i,0.002627+0.0015551i,0.002716-0.00023399i,0.0016996-0.00096839i,0.0011695-0.00068822i,0.00066147-0.00080049i,0.00041623-0.00071035i,0.00050363-0.00019022i,-0.00063581-0.00031623i,-0.00088266-0.0005086i,-0.00015283+7.9308e-05i,-0.00029549+0.00036973i,-0.00057016-0.00030889i,-0.00062566-0.00033781i,-0.00073388+0.00013293i,-0.00043643+8.6133e-05i,0.0001118-7.0114e-05i,-0.00032544+0.00038744i,-0.00013293+0.00090065i,0.0007663+0.00046618i,0.00066909-0.00058192i,0.00040013-0.00069719i,-4.6618e-05-0.00021385i
-0.00024409+0.0005793i,-0.00079258+0.00052954i,-0.00093988+0.001329i,-0.00051282+0.0014709i,-0.00032382+0.00059595i,-9.5221e-05+0.00020498i,-0.00037672+0.0010268i,-0.00071519+0.0010464i,-0.00032351+1.1482e-06i,-2.8185e-05-0.00019419i,3.8758e-06+0.00033268i,-0.00013159+0.00074878i,-0.00035912+0.00063329i,-0.00046915+0.00060331i,-0.0004022+0.00043771i,-0.00032524+0.00066806i,-0.00048439+0.00065224i,-0.0010245+0.0002695i,-0.00090312-0.00081668i,0.00015169-0.0016989i,0.00063361-0.00092521i,-8.856e-05+0.00022464i,-0.00058765-9.7673e-05i
-0.00016499-0.00017267i,0.0003455+1.2968e-05i,0.0017982-0.00043893i,0.0020471+0.00012566i,0.0020477+0.00097141i,0.0023553+0.00088507i,0.0014247+0.00010413i,0.0005954-0.00034741i,-0.00011132-0.00077033i,-0.0002907-0.00088716i,0.00019028-0.00064234i,0.00063623-0.00067413i,0.00027494-0.0006075i,-0.000122-0.00038805i,-0.00042087-0.00077303i,-0.00082233-0.00080144i,-0.00026861-0.00053325i,0.00035435+9.5733e-05i,0.00046099+0.00043431i,4.3663e-05-0.00039353i,-0.00023354-0.00036928i,0.00015416-0.00046738i,0.00037975-0.00028056i
0.00094579-0.0027573i,-5.6429e-05-0.0017198i,-0.0012161+0.00019407i,-0.0013496+0.0010946i,-0.0014446+0.0011462i,-0.00070747+0.0019145i,-0.00017811+0.0021451i,-0.00027137+0.0012188i,-0.00037478+0.00083199i,-0.0014835+0.00044726i,-0.0012838+0.00019945i,-0.00019355+9.0255e-05i,0.00057802+0.00042767i,0.00068986+0.00078522i,-0.0002813+0.0011828i,-0.00025439+0.0010054i,0.00032171+0.00018702i,0.00029583-0.0009035i,0.00052278-0.0014113i,3.023e-05-0.001329i,-0.00034717-0.00064575i,-0.0003784+5.5209e-05i,-8.8387e-05+0.00021574i
0.00056276-7.0746e-05i,-7.0351e-05+0.00082448i,-0.0015061-6.7961e-05i,-0.0011715-0.00057033i,-0.00041646+0.00027072i,-0.00016399+0.00063828i,0.0006108-4.0483e-05i,1.487e-06-0.00045455i,-0.00070201-0.00066945i,-0.00050804-0.0005673i,-0.00081296-0.00016688i,0.00020697+0.00016226i,0.0010068+0.0011024i,0.0007504+0.001895i,0.00063578+0.0010166i,0.00067387-0.00081996i,0.00031452-0.0017614i,8.7537e-05-0.00093237i,-0.00043442+0.0003663i,-0.00055432+0.00042996i,2.8112e-05+0.00016744i,4.0919e-05-0.00028157i,0.00054837-8.0529e-06i
-0.0007121-0.00026761i,0.0004428+4.4818e-05i,0.00031147+0.0013664i,0.0007532+0.0017841i,0.00089634+0.0020758i,-0.00030982+0.0013717i,-0.0010568+0.00044659i,-0.0006093-0.00027642i,-0.00026097-0.00061907i,-0.00089499-0.00077655i,-0.0014083-0.0005388i,-0.00086144+9.5574e-05i,-0.0004209+0.00075007i,-7.9099e-05+0.00097446i,0.00031246+0.00027832i,6.6055e-05-0.00015735i,-0.00023074+0.00028443i,0.00031154+0.00034295i,0.0012789-0.00038118i,0.0013847-0.00039419i,0.00079015+9.6218e-05i,0.00080853-0.0003842i,0.0006898-0.00085428i
-0.0014251+0.00032102i,-0.0012226-0.00039948i,-0.001761-0.00047559i,-0.00055058+0.00040842i,0.0014738+0.00182i,0.0021223+0.0016115i,0.0011518+0.00055805i,-0.000235-0.0003319i,-0.0011304-0.00062636i,-0.00037409+0.00047453i,0.0004569+0.001274i,0.00031621+0.00044216i,-0.00015528-0.00069522i,-0.0010507-0.001214i,-0.0015404-0.0014358i,-0.0011871-0.0010794i,-0.00034518-0.00019736i,-0.00013719+0.00024871i,-0.00026278+8.421e-06i,0.00010345-0.0004175i,0.001034-0.00069613i,0.0014813-0.00017991i,0.00094448+0.00011749i
