0.00035545+0.00073394i,-0.0006822+0.00067315i,-0.0017904-0.00063748i,-0.00228-0.0018479i,-0.0025964-0.0015004i,-0.0028066+0.00023143i,-0.0027937+0.0013879i,-0.0014815+0.00064135i,0.00021302-0.0003985i,0.00053255-0.00066511i,0.00010442-0.00072734i,0.00010351-0.00046615i,0.0010083+0.00031696i,0.00095628+0.00060215i,9.4903e-05+0.00033025i,-0.00024651-0.0001607i,-0.00052364-0.00020098i,-0.00063667-0.00023179i,-0.00071518-0.00054537i,-8.2604e-05-0.00032204i,0.00098985+0.0001088i,0.00034954-0.00011486i,-0.00038223+4.6129e-05i
0.041568-0.037632i,0.076985+0.019138i,0.077263+0.10584i,0.065325+0.061584i,0.063651-0.080166i,0.030993-0.11779i,0.0070164-0.052856i,0.01971-0.0078601i,0.032227-0.0041151i,0.030721-0.0080455i,0.014511-0.0087705i,-0.0066336+0.0015733i,-0.014683+0.0159i,-0.015139+0.018449i,-0.017095+0.014132i,-0.015185+0.012957i,-0.0076892+0.014896i,0.002549+0.011587i,0.0095451-0.006543i,0.0069873-0.031751i,0.0018533-0.039335i,0.0033529-0.029128i,0.0063464-0.022229i
0.052987+0.052132i,0.087613+0.056606i,0.073924+0.01588i,-0.024891+0.0257i,-0.13441+0.10683i,-0.14506+0.13117i,-0.1154+0.073525i,-0.11013+0.030033i,-0.093525+0.029358i,-0.062022+0.032206i,-0.033774+0.02768i,-0.0088817+0.017726i,0.0068551+0.0039769i,0.010399-0.0046312i,0.0093494-0.0026282i,0.0066895+0.0021156i,-1.6471e-05+0.0014464i,-0.0083117-0.0011804i,-0.01762+0.0066476i,-0.024636+0.025975i,-0.019975+0.035007i,-0.011156+0.024814i,-0.011186+0.012329i
-0.1231-0.031125i,-0.2266-0.048985i,-0.24004-0.02025i,-0.082377+0.024554i,0.11609+0.0072712i,0.1612-0.04133i,0.092905-0.042859i,0.044789-0.017584i,0.035911-0.0045128i,0.041123-0.0065316i,0.035003-0.017685i,0.013313-0.015821i,-0.00038812+0.00056323i,-0.0043229+0.011229i,-0.0065717+0.010647i,-0.0044061+0.005503i,0.0018522+0.0042552i,0.011277+0.0055177i,0.022782-0.0014892i,0.031117-0.016609i,0.026789-0.02277i,0.015337-0.016034i,0.0096831-0.0086446i
0.12921-0.006664i,0.27203+0.02098i,0.34475+0.022392i,0.22919-0.052713i,0.031221-0.12258i,-0.054777-0.10849i,-0.025413-0.071972i,0.0056259-0.051716i,0.0044401-0.036821i,-0.004961-0.026231i,-0.0074616-0.011504i,0.0030433+0.0010894i,0.016913+0.0009187i,0.025935-0.00061711i,0.032667+0.0014706i,0.034066+0.00091004i,0.024146-0.0035407i,0.0045808-0.0067138i,-0.017343-0.0026068i,-0.030456+0.0063242i,-0.027735+0.0096881i,-0.019477+0.0035378i,-0.01832-0.0016309i
-0.08766+0.029294i,-0.21769+0.0011113i,-0.31379-0.026656i,-0.26386+0.040298i,-0.12565+0.14259i,-0.030575+0.15702i,-0.0025873+0.1256i,0.011703+0.096794i,0.018026+0.058406i,0.0065449+0.030787i,0.0013944+0.019831i,-0.0010762+0.0057327i,-0.013157-0.0059477i,-0.022638-0.011841i,-0.025092-0.017713i,-0.025923-0.02094i,-0.021355-0.01747i,-0.0091496-0.0073226i,0.013688+0.0032575i,0.040854+0.0052976i,0.047746-0.00033195i,0.032114+0.00038795i,0.018929+0.00762i
0.038863-0.021526i,0.133+0.0034747i,0.24124+0.033588i,0.26665-0.021844i,0.19486-0.11098i,0.10192-0.10357i,0.060704-0.048923i,0.048047-0.032635i,0.027972-0.035863i,0.010259-0.031085i,0.0022009-0.020087i,0.0043172-0.0075253i,0.012594-0.0020135i,0.016752-0.0033616i,0.012323-0.0028464i,0.0044849+0.0004324i,0.0026213+0.0032969i,0.0055044+0.00089161i,-0.0046149-0.01344i,-0.032651-0.030583i,-0.050879-0.033295i,-0.041769-0.023581i,-0.023239-0.016074i
0.0093873-0.012547i,-0.033127-0.059603i,-0.13187-0.12132i,-0.22726-0.099808i,-0.23786-0.002584i,-0.16945+0.037007i,-0.1137+0.003594i,-0.094991-0.011962i,-0.075721+0.010336i,-0.046722+0.0306i,-0.020236+0.031272i,-0.0096636+0.019897i,-0.014828+0.011308i,-0.021389+0.0079721i,-0.0214+0.0046672i,-0.018945+0.00076994i,-0.019861-0.0031055i,-0.021729-0.0019039i,-0.015083+0.014767i,0.00054791+0.042062i,0.012214+0.055453i,0.012307+0.046923i,0.0083172+0.031256i
-0.028176+0.046672i,-0.045666+0.12113i,-0.0096884+0.21477i,0.088691+0.23843i,0.16425+0.1557i,0.148+0.055966i,0.089729+0.0045929i,0.046051-0.018922i,0.024174-0.025393i,0.018254-0.02448i,0.010709-0.029261i,-0.00022925-0.026972i,-0.00015295-0.014409i,0.0038181-0.00059268i,0.0020039+0.012744i,0.00047533+0.021657i,0.0026881+0.020986i,0.0082477+0.009828i,0.013566-0.013073i,0.013234-0.036844i,0.010551-0.040037i,0.011806-0.027511i,0.014645-0.019763i
0.030102-0.063489i,0.08535-0.14067i,0.12096-0.23001i,0.072741-0.27355i,-0.011897-0.23455i,-0.04456-0.15212i,-0.035684-0.08777i,-0.024721-0.042934i,-0.010848-0.013932i,0.0043307-0.0044271i,0.010419-0.00014291i,0.011742+0.0048601i,0.012528+0.004971i,0.014623+8.5876e-05i,0.020467-0.0066363i,0.02496-0.01195i,0.019862-0.011399i,0.0042096-0.0032459i,-0.013362+0.014637i,-0.020064+0.032579i,-0.014321+0.034084i,-0.0095547+0.020026i,-0.012831+0.0080793i
-0.020002+0.048835i,-0.088658+0.11514i,-0.16837+0.19352i,-0.16771+0.2438i,-0.098117+0.2274i,-0.050536+0.16841i,-0.033535+0.1341i,-0.0091966+0.11437i,0.010285+0.079038i,0.0055818+0.046666i,-0.0036416+0.031031i,-0.0058571+0.023266i,-0.0059011+0.017619i,-0.0066897+0.012908i,-0.007996+0.0075026i,-0.0083653+0.0032138i,-0.006767+0.00039272i,-0.00056002-0.0025637i,0.016319-0.011603i,0.034755-0.026603i,0.035893-0.034389i,0.02453-0.026619i,0.015505-0.013082i
0.022377-0.018825i,0.10476-0.057959i,0.22451-0.10922i,0.27002-0.15319i,0.2013-0.15378i,0.10867-0.097467i,0.06084-0.041105i,0.038122-0.02141i,0.017698-0.022491i,0.0020767-0.022786i,-0.0061212-0.013084i,-0.0027616-0.0048577i,0.0051842-0.00982i,0.0097024-0.018493i,0.011385-0.019807i,0.010877-0.015281i,0.011697-0.0099604i,0.01075-0.0050601i,-0.0062763+0.00040331i,-0.034763+0.0082533i,-0.050108+0.012284i,-0.044598+0.0071899i,-0.030593+0.0024002i
-0.029072-0.0079371i,-0.10341-0.018237i,-0.22362-0.033411i,-0.29444-0.026162i,-0.24979+0.0050552i,-0.15177+0.016191i,-0.079173+0.00086355i,-0.043662-0.0085161i,-0.027221-0.0016598i,-0.013191+0.007779i,0.0025994+0.0082133i,0.0086941+0.003962i,0.00011862+0.0066116i,-0.012374+0.010365i,-0.020977+0.0057506i,-0.025753-0.0026879i,-0.028335-0.0059531i,-0.023684-0.00037145i,-0.00089831+0.0089668i,0.030588+0.015316i,0.0426+0.016946i,0.033405+0.018062i,0.021587+0.017287i
0.026213+0.022743i,0.076538+0.072184i,0.15253+0.14028i,0.20308+0.17315i,0.18847+0.13422i,0.13901+0.065081i,0.094644+0.007061i,0.05439-0.031261i,0.019446-0.037515i,0.0029428-0.022666i,-0.00079111-0.016138i,-0.0041766-0.018581i,-0.0050523-0.018256i,-0.002022-0.011723i,0.002148+0.0014995i,0.0051298+0.012459i,0.0063415+0.011042i,0.0047484-0.0032736i,-0.0075481-0.024275i,-0.026037-0.038243i,-0.030568-0.035032i,-0.017155-0.024921i,-0.0043812-0.019873i
-0.021007-0.024677i,-0.046769-0.088891i,-0.074875-0.17933i,-0.08657-0.22819i,-0.070144-0.19154i,-0.045603-0.12464i,-0.037146-0.078004i,-0.03396-0.040844i,-0.021333-0.014366i,-0.0052803-0.0077026i,0.0012435-0.0091334i,-2.6713e-05-0.0065742i,-0.0027519+0.0011051i,-0.0059616+0.0057382i,-0.0073379+0.0044964i,-0.0037924+0.0021921i,5.0322e-05+0.0020164i,0.0012665+0.0081316i,0.0058817+0.023601i,0.014492+0.037969i,0.017665+0.035956i,0.010854+0.023458i,0.0013325+0.015066i
0.0095755+0.028632i,0.01253+0.099335i,0.0020298+0.19859i,-0.01187+0.24584i,-0.019148+0.19914i,-0.025534+0.12636i,-0.030113+0.091883i,-0.020123+0.078545i,-0.0037903+0.061008i,0.0030377+0.040782i,0.0020667+0.026285i,0.00070037+0.018451i,0.0049051+0.013319i,0.012068+0.0095669i,0.015782+0.0073058i,0.013982+0.0076133i,0.0084623+0.0080174i,0.0030721+0.0017078i,-0.00088616-0.014627i,-0.004524-0.030977i,-0.0065963-0.032632i,-0.0016519-0.02291i,0.0040467-0.015485i
0.0068159-0.025875i,0.034924-0.081114i,0.094817-0.1537i,0.14027-0.18282i,0.11819-0.14465i,0.061583-0.07936i,0.022788-0.031451i,0.0036171-0.0081218i,-0.0048489-0.0038316i,-0.010096-0.0051233i,-0.01355+0.0031031i,-0.0083408+0.011854i,0.00018538+0.0058854i,0.0050509-0.0061544i,0.0078615-0.014485i,0.0089083-0.019258i,0.0079349-0.019564i,0.004239-0.012248i,-0.002555+0.0073912i,-0.0079405+0.029805i,-0.010002+0.035101i,-0.012939+0.025049i,-0.014799+0.015106i
-0.017671+0.014329i,-0.063284+0.037558i,-0.14439+0.060891i,-0.19734+0.06031i,-0.16657+0.039437i,-0.097443+0.026244i,-0.043294+0.019431i,-0.0090485+0.01053i,0.0033398+0.0024336i,0.0026567-0.0032975i,0.0046443-0.0072975i,0.0082185-0.0093666i,0.0067586-0.0059261i,-0.0010491-0.0011865i,-0.010747+6.5704e-05i,-0.016307-0.00045793i,-0.015575+0.0020042i,-0.0072227+0.005967i,0.011639-0.00045062i,0.02902-0.016019i,0.030789-0.022654i,0.023362-0.01532i,0.016615-0.0062276i
0.019289-0.0065189i,0.068178-0.0036446i,0.1358+0.013035i,0.16672+0.04216i,0.13638+0.055637i,0.096584+0.035014i,0.075732+0.0019277i,0.053045-0.02138i,0.026642-0.024546i,0.013194-0.012804i,0.012966-0.0046237i,0.012078-0.0054387i,0.0046259-0.01028i,-0.00058789-0.013726i,-0.00093624-0.011839i,-0.0017107-0.0062062i,-0.0043729-0.0046731i,-0.012145-0.0088239i,-0.028186-0.0093006i,-0.041083-0.0031945i,-0.037407+0.0011739i,-0.024318-0.0014276i,-0.014373-0.0057021i
-0.022799-4.7141e-05i,-0.066156-0.017385i,-0.11624-0.05924i,-0.12289-0.097666i,-0.079035-0.090685i,-0.040763-0.061238i,-0.027913-0.040705i,-0.022384-0.023277i,-0.017051-0.0089788i,-0.0099554-0.0034311i,-0.0063419-0.0040787i,-0.0085684-0.0046996i,-0.010546+7.4888e-06i,-0.013935+0.0092575i,-0.017735+0.017369i,-0.015273+0.018062i,-0.0074223+0.013011i,0.0051877+0.0097018i,0.02316+0.0085238i,0.033895+0.0062106i,0.02767+0.0040134i,0.016063+0.0066663i,0.0091176+0.009642i
0.019714+0.0093822i,0.049075+0.04248i,0.076122+0.1024i,0.067099+0.13951i,0.030669+0.11253i,0.0024775+0.065254i,-0.01425+0.040538i,-0.019455+0.030184i,-0.011326+0.025517i,-0.00099171+0.017986i,0.002716+0.0061077i,0.00052245+0.00085739i,0.0015402+0.0021793i,0.0081858+0.0030025i,0.016054+0.0023185i,0.020773+0.0041339i,0.019372+0.0061488i,0.0092922+0.001114i,-0.0087368-0.0073467i,-0.022429-0.0095297i,-0.020569-0.0065507i,-0.010329-0.007537i,-0.0050018-0.010717i
-0.0087627-0.0083081i,-0.011838-0.042656i,0.0049637-0.095927i,0.039555-0.1258i,0.047725-0.10219i,0.020623-0.06152i,-0.0074377-0.031145i,-0.020838-0.0093235i,-0.020673+0.00092235i,-0.014526+0.0037761i,-0.0093956+0.010757i,-0.0045238+0.017945i,0.0014783+0.015187i,0.0069994+0.0068044i,0.0089543-0.00066834i,0.0054107-0.0074281i,-0.0016153-0.011394i,-0.0041748-0.0056372i,0.0023889+0.0098105i,0.012156+0.022068i,0.014123+0.021676i,0.0086611+0.017069i,0.0046865+0.014407i
-0.0015718+0.010621i,-0.012352+0.035928i,-0.043867+0.067589i,-0.077768+0.070123i,-0.074398+0.042822i,-0.043029+0.027736i,-0.014244+0.024261i,0.0042983+0.015504i,0.0086811+0.0044268i,0.0013041-0.0024919i,-0.0052079-0.0043265i,-0.004723-0.0068106i,-0.0012409-0.0084763i,0.00033108-0.0055739i,-0.00046382-0.002975i,-0.00074949-0.0040072i,0.0015181-0.0046624i,0.0051181-0.0058387i,0.006242-0.016497i,0.0028062-0.029017i,-0.00072891-0.028949i,0.00012097-0.021444i,0.0014632-0.014854i
0.0076217-0.013721i,0.025875-0.03174i,0.057596-0.044616i,0.077951-0.026382i,0.066179+0.0040147i,0.050759+0.012725i,0.048362+0.007788i,0.041047-0.00029264i,0.027009-0.0075863i,0.015622-0.0072435i,0.01329-0.0027224i,0.015428+5.1512e-05i,0.012808-0.003903i,0.0044031-0.014785i,-0.0047007-0.021849i,-0.012108-0.018278i,-0.016469-0.011361i,-0.020353-0.0037538i,-0.022155+0.0092927i,-0.017385+0.021477i,-0.010704+0.019892i,-0.0093019+0.010927i,-0.0095279+0.0061853i
-0.0063808+0.011613i,-0.027874+0.017829i,-0.061394+0.011989i,-0.073461-0.010169i,-0.048417-0.023044i,-0.024387-0.018584i,-0.014519-0.011499i,-0.0072508-0.0046316i,-0.0036829+0.0011394i,-0.0014175+0.0041096i,-0.00053773+0.004525i,-0.0040051+0.0023775i,-0.0082701+0.0004141i,-0.010522+0.0046793i,-0.012027+0.01501i,-0.012014+0.021044i,-0.0073612+0.019299i,0.003704+0.010619i,0.015476-0.0043824i,0.017588-0.015032i,0.011384-0.011723i,0.0089345-0.0015186i,0.0094606+0.0029451i
0.0085022+0.0012216i,0.02842+0.0087638i,0.055089+0.031265i,0.057532+0.05358i,0.032183+0.047042i,0.0077517+0.022726i,-0.0099153+0.006705i,-0.018098+0.00098174i,-0.012887+0.0029236i,-0.0036398+0.0030532i,0.00051928-0.00348i,-0.0016161-0.0075969i,-0.0024377-0.0034269i,-0.00024151+0.0018034i,0.003213+0.0017912i,0.0085327-0.00012894i,0.011131-0.00095609i,0.0041963-0.0004431i,-0.010065+0.0032399i,-0.018101+0.0087086i,-0.013675+0.0086086i,-0.0090234+0.0029378i,-0.010322-0.00068878i
-0.0068422-0.0025589i,-0.016135-0.012784i,-0.018599-0.035145i,-0.0025065-0.053176i,0.010195-0.046013i,-0.00089451-0.031177i,-0.016936-0.022024i,-0.02335-0.012929i,-0.020442-0.0052038i,-0.010897-3.0893e-05i,-0.0021097+0.0032544i,0.0010599+0.0058218i,0.0012006+0.0075753i,0.0019653+0.0088723i,0.0041232+0.0082999i,0.0042695+0.0062534i,0.001537+0.0046461i,0.0032651+0.0038387i,0.013575+0.0044798i,0.022024+0.0037055i,0.018831+0.0013459i,0.012381+0.0012799i,0.010385+0.0019382i
0.0053467-0.0015992i,0.0087138+0.0090304i,0.003342+0.024738i,-0.013038+0.029542i,-0.022652+0.018294i,-0.014475+0.015404i,-0.0037222+0.015837i,0.001949+0.0091173i,0.0035274+0.0020954i,0.0003438-0.00094672i,-0.0041223-0.0006303i,-0.0053314+0.0001093i,-0.0032239+0.0005978i,0.0013666+0.0015382i,0.0082572-0.00049532i,0.013078-0.0054651i,0.011874-0.010296i,0.0043867-0.013756i,-0.0081908-0.015987i,-0.016654-0.014799i,-0.01564-0.01031i,-0.011303-0.0085362i,-0.010006-0.0072692i
-0.0019024-0.0033321i,-0.00041385-0.015559i,0.0081148-0.030151i,0.017539-0.026151i,0.017716-0.0068409i,0.018426+0.00541i,0.023808+0.010123i,0.021647+0.010155i,0.012886+0.0045453i,0.0032525+0.00037064i,-8.8495e-05+0.0024315i,0.0055689+0.0047576i,0.010202-0.0004425i,0.0054611-0.0098279i,-0.0056596-0.016038i,-0.015998-0.016849i,-0.020744-0.011633i,-0.01713-0.001301i,-0.0057476+0.010032i,0.0044754+0.013921i,0.0051343+0.010375i,0.00031157+0.0085551i,-0.0020849+0.0096111i
0.0012467+0.0062561i,-0.0040676+0.014562i,-0.017544+0.020007i,-0.026985+0.013216i,-0.01846+0.00232i,-0.0072099+0.00090052i,4.2289e-05+0.0042126i,0.0057402+0.0061312i,0.0064623+0.0057287i,0.0040865+0.0032947i,0.0029793+0.0024088i,0.0017259+0.002268i,-0.00074647+0.00025949i,-0.0025824-0.001998i,-0.0022596-7.3246e-05i,9.1142e-07+0.0050268i,0.0021586+0.0061771i,0.0035973-0.00074283i,0.0020612-0.012196i,-0.001918-0.015731i,-0.0016257-0.0084587i,0.0039533-0.0031475i,0.007556-0.0044245i
0.001826-0.0032275i,0.0085103-0.0050793i,0.02114+0.0003339i,0.025635+0.012606i,0.016197+0.01475i,0.0054215+0.0038214i,-0.0033211-0.0053405i,-0.0085035-0.007665i,-0.0066481-0.0043059i,-0.0013769-0.00054506i,0.0015675-0.0020018i,0.0022072-0.0051889i,0.0015825-0.0049772i,-0.00094307-0.0016947i,-0.0037848+0.0014863i,-0.0040672+0.0025607i,-0.0025034+0.0032264i,-0.002479+0.0080574i,-0.0026629+0.016693i,-0.0015629+0.018269i,0.00034184+0.011254i,-0.0006184+0.0053934i,-0.0033419+0.0045489i
0.00031132+0.00097336i,-0.00441+0.0022559i,-0.0065741-0.0015389i,0.00066541-0.010713i,0.0062187-0.014728i,-0.0032273-0.015422i,-0.013267-0.016743i,-0.015391-0.013008i,-0.012477-0.0059163i,-0.0057396-0.001478i,-0.0013921-0.0012312i,-0.0019908-0.0022204i,-0.0044147-8.9363e-06i,-0.0051926+0.0049867i,-0.0029066+0.0094975i,-0.0013463+0.010977i,-0.00078042+0.0078278i,0.0025502-0.00040706i,0.0077858-0.010537i,0.0095407-0.014408i,0.0060652-0.010546i,0.0043068-0.0076696i,0.0043215-0.0088509i
0.0040929+0.0008301i,0.0085726+0.0013703i,0.012994+0.0028001i,0.0095063+0.0029213i,0.00065899+0.00077095i,-0.0041612+0.00356i,-0.0052147+0.0056397i,-0.0035531+0.0025154i,0.00012035-0.00020795i,0.0033845-0.0018612i,0.0029265-0.0025396i,-0.0003697-0.0010211i,-0.0029225+0.0012171i,-0.00085764+0.0030449i,0.0073904+0.00092346i,0.015123-0.0053395i,0.015121-0.009575i,0.0048711-0.0079607i,-0.0080144-0.00029835i,-0.012846+0.005631i,-0.01097+0.0035704i,-0.010311+0.00018237i,-0.010837+0.00059576i
-0.0041676-0.0034905i,-0.0075974-0.0068498i,-0.010214-0.012815i,-0.0078503-0.013995i,-0.0039913-0.0039897i,0.0011859+0.0071045i,0.0057905+0.012966i,0.0042529+0.013834i,0.00056239+0.010553i,-0.0027306+0.0085887i,-0.0036576+0.011434i,-0.0012843+0.013103i,0.0028858+0.0080885i,0.0043295+0.0014229i,-0.00041396-0.0013621i,-0.0071122-0.00047676i,-0.010449+0.0023162i,-0.0063055+0.0052724i,0.0044696+0.0041461i,0.011386+0.0015937i,0.0075725+0.0020261i,0.001853+0.0056291i,0.00086922+0.0079918i
0.0033297+0.00011311i,0.0041841+0.0020779i,-0.00040361+0.0058174i,-0.0070302+0.0059847i,-0.0055937+0.0036391i,-0.0011207+0.0057854i,0.0016177+0.0086165i,0.0034337+0.0079087i,0.0027215+0.003824i,0.00022661-0.0020307i,-0.00052878-0.0031784i,0.0019658+0.00013974i,0.0038939+0.0013015i,0.0031684-0.0031047i,0.0020992-0.0080698i,0.00063361-0.0092995i,-0.0022585-0.0097784i,-0.0068959-0.010413i,-0.012869-0.0098382i,-0.013989-0.0075816i,-0.0073802-0.0035268i,-0.00087853-0.00093332i,0.00044787-0.0019001i
0.0016929+0.0015039i,0.0017198+0.0014798i,0.0032126+0.0024227i,0.0049942+0.0060345i,0.0035779+0.006393i,0.0029618+8.4767e-05i,0.0019552-0.0054124i,0.00069895-0.007431i,0.0016256-0.005923i,0.0037462-0.0029281i,0.0056887-0.0024515i,0.0063919-0.0046551i,0.005394-0.0069132i,0.0019376-0.0050841i,-0.0030682-0.0014448i,-0.0043348+0.0005396i,-0.0003882+0.0031404i,0.0065763+0.0087607i,0.014028+0.013102i,0.015779+0.01117i,0.01181+0.0050892i,0.0093777+0.0016658i,0.0092817+0.0017419i
-0.00080889+0.0018929i,-0.00086762+0.0049618i,0.00087831+0.0069484i,0.0045556+0.0050048i,0.0070811-0.001542i,0.0035333-0.0089509i,-6.1363e-05-0.012722i,-0.0011021-0.010815i,-0.0027607-0.0062982i,-0.0044536-0.0015571i,-0.0055785-0.00095548i,-0.0062282-0.0044827i,-0.0070922-0.0052336i,-0.0072618-0.0011543i,-0.0055541+0.0053394i,-0.0042205+0.011426i,-0.0047441+0.012104i,-0.0048454+0.0041897i,-0.005408-0.0068314i,-0.0056747-0.011015i,-0.0033251-0.0083227i,-0.0025478-0.0067519i,-0.003762-0.0080613i
-0.00066621-0.0048722i,0.0014131-0.0048584i,0.0070837-0.0062483i,0.010416-0.0081927i,0.0054802-0.0061969i,-0.0018304-0.0013387i,-0.0057118+0.0016109i,-0.0043729+0.00090145i,-0.0010395-0.00054309i,0.0015897-0.0022058i,0.0026473-0.0049274i,0.00043011-0.0048927i,-0.0023222-0.0011744i,-0.0015763+0.0022102i,0.0012206+0.0012736i,0.0031841-0.0053184i,0.0023044-0.010529i,-0.00059286-0.0080414i,-0.0022313+6.0461e-05i,-0.0026845+0.0049101i,-0.0037389+0.0023416i,-0.0058037-0.0007034i,-0.0059374-0.0001947i
0.0037876-0.00068715i,0.0017097-0.0019974i,-0.0022657-0.0061309i,-0.0050681-0.0086751i,-0.005802-0.0046422i,-0.0056469+0.003665i,-0.0049493+0.011153i,-0.00437+0.013372i,-0.00197+0.012469i,0.0009013+0.013643i,0.0021653+0.017836i,0.00060082+0.019476i,-4.7074e-06+0.015089i,0.0033054+0.0092461i,0.0069559+0.0054216i,0.0085756+0.0040173i,0.0085403+0.0032964i,0.0085661+0.00065439i,0.0082091-0.0046333i,0.0064978-0.0078614i,0.0033189-0.0047629i,0.0006592+0.00069865i,-0.0013652+0.0031963i
-0.00022342-2.8741e-06i,0.0015031-0.00016261i,0.0010611-0.0020374i,-0.0029463-0.0016865i,-0.0047742+0.0010881i,-0.0032939+0.004672i,-0.0020457+0.0061771i,-0.0021764+0.0054941i,-0.0041631+0.0039315i,-0.0067743+0.00079258i,-0.0061049-0.0016169i,-0.001856+0.00032124i,0.0019815+0.0034289i,0.0024079+0.0010777i,0.00089812-0.0052735i,-0.0022057-0.0076404i,-0.007705-0.0044929i,-0.01371+0.0011275i,-0.016046+0.0072324i,-0.013814+0.0092571i,-0.0084266+0.0077391i,-0.0040353+0.0071908i,-0.0026239+0.0068911i
-0.0021785+0.0038553i,-0.0028633+0.0052426i,-0.0043667+0.0065555i,-0.0052184+0.0071475i,-0.0026956+0.0063558i,0.0011521+0.0025324i,0.003182-0.0025337i,0.0017441-0.0053744i,0.0013644-0.0065103i,0.0040912-0.0069697i,0.0085179-0.0068259i,0.01143-0.0064747i,0.010203-0.0067896i,0.0063677-0.0063767i,0.0006823-0.0040109i,-0.00417-0.0040101i,-0.0029534-0.0068134i,0.0041268-0.0071316i,0.011632-0.006392i,0.013987-0.0054602i,0.010469-0.0029566i,0.0074855-0.002527i,0.0079127-0.0038708i
0.00098043-0.00043263i,0.0009947+0.00017947i,0.0031764+0.003369i,0.0066335+0.0051591i,0.0079089+0.0011518i,0.0068714-0.0051793i,0.0056475-0.0085416i,0.0053337-0.0086085i,0.0026827-0.0060603i,-0.00096786-0.0025856i,-0.0036859-0.0020571i,-0.0045778-0.0050668i,-0.0043882-0.0062919i,-0.0056745-0.0042035i,-0.0063709-0.00044317i,-0.0026354+0.0050481i,0.0016859+0.0095567i,0.0020633+0.0091048i,-0.0019281+0.0053326i,-0.0048103+0.0018452i,-0.0018169+0.0017912i,0.0012854+0.0022101i,0.00073976+0.00034527i
0.0025817-0.0012044i,0.0055924-0.0012501i,0.0073803-0.0024703i,0.0083173-0.0037957i,0.0062688-0.0029992i,0.001502-0.0015951i,-0.0015126-0.00073042i,-0.0020719-9.2209e-06i,-0.0013703-0.0013813i,-0.0010143-0.0044478i,-0.0016148-0.0075529i,-0.0021146-0.0085624i,-0.0019411-0.0060385i,-0.0019707-0.0018703i,-0.0020692+0.0011774i,-0.0036358+0.0019362i,-0.0062377+0.001109i,-0.0054069-0.00018484i,-0.00027359-0.00093048i,0.003169-0.00060357i,0.002196-0.0017563i,0.00081012-0.0043088i,1.6622e-05-0.0055527i
0.0015783+0.0020429i,0.0022206+0.0017158i,0.0032171-0.00071105i,0.0041465-0.0044212i,0.0013539-0.0037359i,-0.0031863+0.0015459i,-0.0062135+0.0069907i,-0.0053007+0.010036i,-0.00010392+0.010928i,0.0050331+0.012499i,0.0060685+0.015572i,0.0026801+0.015967i,-0.00064904+0.01136i,0.00010313+0.0065851i,0.004732+0.0038093i,0.0077161-0.00014934i,0.0066205-0.0046706i,0.0030324-0.0078168i,-0.0022528-0.010185i,-0.0048252-0.010355i,-0.0039098-0.0067587i,-0.0040063-0.0022919i,-0.005999+0.00081969i
-0.00026737+0.00046422i,0.00062336-0.0010118i,0.0012975-0.0035408i,-0.0009622-0.0057441i,-0.0030538-0.0051729i,-0.0036927+0.00035821i,-0.0040326+0.004905i,-0.0050286+0.0060571i,-0.0071251+0.0075253i,-0.0084039+0.0081372i,-0.0087241+0.0077699i,-0.0081207+0.0082957i,-0.0050163+0.0082638i,-0.0018624+0.0045322i,1.7893e-05-0.00095019i,0.0014814-0.0029197i,0.0024777+0.00054317i,0.001617+0.0062371i,-0.00014847+0.010214i,-0.0013894+0.010509i,-0.0019752+0.0075009i,-0.0010134+0.0054979i,0.00088957+0.0062231i
-0.00042838-0.00093827i,-0.0023863+0.001347i,-0.0065954+0.0043137i,-0.0084063+0.0065677i,-0.005598+0.006815i,-0.001655+0.0046116i,0.0011959+0.00088565i,0.00080805-0.0029464i,-0.00084255-0.0044084i,0.00061698-0.0055291i,0.0057272-0.0067892i,0.0097685-0.0055766i,0.009141-0.0033109i,0.0061252-0.0038805i,0.0023417-0.0040679i,-0.003551-0.0022432i,-0.0085556-0.0026691i,-0.010157-0.0059807i,-0.0081731-0.0084039i,-0.0050964-0.0073807i,-0.0035465-0.0042106i,-0.0029074-0.0017995i,-0.001306-0.0011657i
-0.001171+0.00088581i,-0.00020855+0.00076006i,0.0012304+0.0033027i,0.0050294+0.0068675i,0.0088319+0.0063224i,0.0090822+0.00081944i,0.0067956-0.0044119i,0.0046439-0.006779i,0.0031395-0.006347i,0.0016556-0.0040061i,0.0011343-0.0013229i,0.0016203-0.0015404i,0.00086487-0.0035011i,-0.0031879-0.003435i,-0.0057849-0.0026585i,-0.0032902-0.0023495i,0.0015632-0.0016554i,0.0059779+0.0012475i,0.0072373+0.0057448i,0.0050508+0.0071019i,0.0045096+0.0050433i,0.0063893+0.0039266i,0.00657+0.0034273i
0.0014694+0.0025558i,0.0027568+0.0022922i,0.0040328+0.00046914i,0.0051326-0.0010552i,0.0046635-0.00055219i,0.0011181-0.0017155i,-0.0011567-0.00293i,-0.0010959-0.0024568i,-0.00024889-0.002627i,-0.0018661-0.0041664i,-0.0040288-0.0059432i,-0.00249-0.0064049i,0.00010575-0.0058488i,-0.00051649-0.0032874i,-0.0020294+0.0010292i,-0.0019023+0.0045948i,-0.0012869+0.0066573i,0.00014914+0.0045889i,0.002413+0.00013626i,0.0042975-0.0029979i,0.0038855-0.0038645i,0.001547-0.0046745i,-0.00045909-0.0062441i
