-0.0012254+0.0003457i,0.00044259+0.00017873i,0.00064704+0.00098938i,0.0002776+0.0010746i,-0.00075516+0.0011525i,-0.00047968+0.0013258i,-4.3775e-06+0.0012864i,-0.00020541+0.001161i,0.0007896+0.00042348i,0.0017123-0.0005487i,0.0012208-0.00062127i,0.00077286-0.00029377i,0.00041747-0.00067818i,0.00039306-0.0013665i,0.00068434-0.0011734i,0.0009512-0.00090664i,0.00066363-0.00073993i,0.00047372-0.00040509i,0.00052671-0.00025316i,0.00033892-0.00013368i,0.00016696-0.00082713i,-0.00010528-0.00036188i,-0.00030479+0.00028834i
-0.22802-0.32062i,-0.14432-0.49693i,0.23509-0.5966i,0.61989-0.65115i,0.64687-0.58906i,0.41463-0.32495i,0.18587-0.1246i,0.022357-0.044269i,-0.063784+0.027258i,-0.091666+0.049126i,-0.10338+0.054821i,-0.08957+0.086272i,-0.074521+0.10021i,-0.078512+0.1004i,-0.077335+0.1135i,-0.033406+0.13646i,0.04975+0.13048i,0.091155+0.082738i,0.0565+0.02877i,0.0030112-0.0060498i,-0.03083-0.012651i,-0.033692+0.0047552i,-0.013242+0.018277i
0.024985-0.079639i,-0.099614+0.0061968i,-0.51329+0.20131i,-0.73855+0.5562i,-0.49175+0.82121i,-0.21465+0.74509i,-0.17446+0.51884i,-0.15484+0.30403i,-0.0714+0.096353i,0.010908-0.019154i,0.070137-0.059909i,0.049697-0.089662i,-0.016887-0.083787i,-0.038127-0.054812i,-0.024805-0.027279i,-0.012934+0.010924i,-0.0095207+0.049788i,-0.024069+0.061074i,-0.049697+0.04878i,-0.050808+0.041139i,-0.016107+0.047081i,0.015095+0.050558i,0.019933+0.041687i
0.41669+8.4853i,3.1865+7.2031i,6.8064+5.7765i,7.812+2.3321i,6.3127-1.2842i,3.2871-3.1526i,0.63836-2.239i,-0.24517-0.44793i,0.24151+0.46149i,0.86709+0.17i,0.55351-0.57548i,-0.36972-0.96593i,-1.1984-0.93074i,-1.6388-0.53104i,-1.4816-0.0056478i,-0.97845+0.30413i,-0.49259+0.27492i,-0.14487+0.028846i,0.050921-0.20116i,0.10196-0.28904i,0.086581-0.28674i,0.053235-0.21806i,0.060278-0.081038i
-0.33349+0.33139i,-0.12677+0.65456i,0.43977+0.79148i,0.92522+0.57402i,0.92689+0.21913i,0.5787+0.03427i,0.2442+0.016351i,0.13145+0.0035862i,0.14078-0.09345i,0.07526-0.16298i,-0.019038-0.089619i,-0.037682+0.0060144i,-0.041722+0.014877i,-0.057291-0.0048429i,-0.050136-0.01475i,-0.028365-0.013275i,0.0043001-0.017996i,0.033051-0.050095i,0.023031-0.077017i,-0.01604-0.063762i,-0.043324-0.014114i,-0.039438+0.037463i,-0.012863+0.066204i
-0.066503-0.58942i,-0.22958-1.2091i,-0.62301-1.5696i,-0.9136-1.2206i,-0.72412-0.48929i,-0.29251-0.034588i,-0.09076+0.037827i,-0.07683+0.015267i,-0.050255-0.0026635i,-0.023173-0.022859i,0.0055673-0.022309i,0.051825-0.0038038i,0.0681+0.018379i,0.048319+0.045866i,0.052749+0.078652i,0.091622+0.080394i,0.093466+0.057936i,0.036174+0.047445i,-0.014297+0.055366i,-0.015143+0.063574i,0.0084792+0.041588i,0.020535+0.00044212i,0.012332-0.032447i
0.30107+0.31794i,0.47447+0.8378i,0.52579+1.343i,0.58305+1.2773i,0.59863+0.53833i,0.35826-0.19017i,0.086608-0.31471i,0.019578-0.12659i,0.010501-0.013018i,-0.018091+0.049544i,0.00053832+0.07076i,0.027321+0.02267i,0.025794-0.02748i,0.030657-0.032786i,0.039938-0.016214i,0.038758+0.0021253i,0.039667+0.016594i,0.032006+0.019483i,0.0087462+0.025821i,-0.0088746+0.037348i,-0.021521+0.039207i,-0.034367+0.042145i,-0.032769+0.043588i
-0.14979+0.068995i,-0.27659-0.011908i,-0.23534-0.32398i,-0.15475-0.61229i,-0.14805-0.59018i,-0.10331-0.35318i,-0.053607-0.15648i,-0.077417-0.042149i,-0.080735+0.037529i,-0.042509+0.043854i,-0.015783-0.0042633i,-0.01987-0.044923i,-0.039052-0.04979i,-0.021955-0.049714i,0.028496-0.088958i,0.045809-0.14034i,0.023385-0.1443i,0.0013731-0.093687i,0.001274-0.038268i,0.018323-0.010733i,0.027204+0.0068308i,0.016286+0.030419i,0.0034158+0.052935i
-0.24605-0.066321i,-0.31867-0.10246i,-0.18913+0.0023007i,0.097245+0.12106i,0.28485+0.099698i,0.24676+0.033064i,0.12707+0.071837i,0.11287+0.10917i,0.11694+0.012707i,0.047367-0.050656i,0.0067013+0.0056968i,0.023067+0.05094i,0.017319+0.042325i,-0.012633+0.021423i,-0.031831+0.0040451i,-0.030585+0.0020597i,-0.0080956+0.0092288i,0.019931+0.0069329i,0.033924-0.015141i,0.023979-0.038457i,0.012502-0.035107i,0.02819-0.018034i,0.053368-0.016539i
0.26155-0.21848i,0.30023-0.22664i,0.11898+0.0021126i,-0.081334+0.21318i,-0.10223+0.081626i,-0.077634-0.21084i,-0.079179-0.29576i,-0.058128-0.1844i,-0.02652-0.062709i,-0.018622+0.0056586i,-0.022502+0.024416i,-0.017817+0.027396i,-0.00956+0.014755i,-0.031271-0.032233i,-0.07689-0.071347i,-0.11408-0.065437i,-0.12494-0.035373i,-0.10294-0.021329i,-0.05786-0.026656i,-0.0089493-0.036363i,0.022858-0.047151i,0.02502-0.049607i,0.0063368-0.037011i
0.17866+0.3204i,0.44776+0.45237i,0.73608+0.19892i,0.72389-0.29305i,0.30739-0.53693i,-0.091645-0.41446i,-0.17762-0.21952i,-0.12835-0.15668i,-0.091753-0.12695i,-0.033047-0.0794i,0.039149-0.079681i,0.080333-0.11808i,0.070939-0.12026i,0.034844-0.0558i,0.027636+0.012693i,0.046525+0.027681i,0.050626+0.019249i,0.030923+0.014306i,-0.0059539+0.010156i,-0.038215+0.012249i,-0.044101+0.017233i,-0.040511+0.015407i,-0.037029+0.0062516i
-0.28839-0.022281i,-0.49098-0.084981i,-0.61203-0.091134i,-0.57371+0.026654i,-0.40879+0.14179i,-0.25498+0.18825i,-0.13139+0.24269i,-0.003389+0.25304i,0.031149+0.13888i,-0.036311+0.02399i,-0.099935+0.0044222i,-0.11529+0.030188i,-0.088948+0.046616i,-0.054893+0.040033i,-0.038471+0.023287i,-0.017043+0.015405i,0.016587+0.0033773i,0.022116-0.0044521i,-0.0099779+0.0094267i,-0.035567+0.023806i,-0.028052+0.029627i,0.0018051+0.030361i,0.024627+0.016822i
-0.065143-0.17636i,-0.14769-0.10729i,-0.064274+0.19977i,0.1859+0.43705i,0.30062+0.41271i,0.20326+0.31035i,0.097757+0.2271i,0.0395+0.13754i,-0.0024201+0.082084i,-0.014859+0.067957i,0.00082235+0.06722i,0.024416+0.052176i,0.027041+0.017516i,0.021473-0.0064281i,0.018836-0.025243i,-0.0072131-0.042542i,-0.039576-0.034576i,-0.038346-0.0011932i,3.2534e-05+0.028825i,0.030069+0.027061i,0.016983+0.0058727i,-0.0098734-0.0036838i,-0.02586+0.0058292i
0.40901-0.05992i,0.77163-0.31937i,0.85386-0.69546i,0.52418-0.868i,0.11352-0.69906i,-0.099302-0.4178i,-0.13154-0.2187i,-0.089131-0.09258i,-0.061826-0.0038197i,-0.035151+0.068116i,0.015925+0.082099i,0.031649+0.041305i,0.014609+0.021508i,0.011006+0.015601i,-0.0030148+0.0023176i,-0.03297+0.0078156i,-0.044245+0.019819i,-0.037803+0.0039088i,-0.035365-0.020645i,-0.039375-0.014755i,-0.032278+0.0087282i,-0.016962+0.013828i,-0.0071104+0.0058365i
-0.32597+0.4358i,-0.5816+0.87185i,-0.637+1.0728i,-0.41632+0.79758i,-0.15178+0.35791i,0.0068283+0.13885i,0.11032+0.1206i,0.17307+0.077232i,0.16716-0.015364i,0.095746-0.077975i,0.020172-0.071789i,-0.010583-0.026711i,-0.01573+0.00091618i,-0.024441+0.011443i,-0.028184+0.034062i,-0.01578+0.065135i,-0.0020142+0.076008i,-0.0053064+0.06235i,-0.01769+0.044502i,-0.016152+0.028623i,-0.0042819+0.015685i,0.0024711+0.013719i,0.0044403+0.011993i
0.031774-0.37511i,0.19358-0.71303i,0.43496-0.85349i,0.4597-0.67238i,0.14893-0.3304i,-0.14552-0.016606i,-0.1542+0.099366i,-0.052561+0.053912i,-0.021025+0.017284i,-0.0080827+0.011244i,0.012811-0.018455i,0.028799-0.058352i,0.02754-0.079874i,0.0071615-0.074743i,0.0083117-0.064947i,0.039281-0.067155i,0.057969-0.064994i,0.040409-0.043249i,0.012726-0.019886i,-0.0043671-0.0102i,-0.01744-0.00032939i,-0.022262+0.011454i,-0.0238+0.017785i
0.15397-0.015425i,0.12062-0.020874i,-0.14963-0.017498i,-0.41587+0.054638i,-0.34686+0.14926i,-0.080748+0.103i,0.03717-0.0049657i,0.0041526-0.011965i,-0.010395+0.020301i,-0.001354+0.035156i,0.002289+0.045776i,0.0067922+0.03118i,0.0098739+0.0075167i,0.013917+0.0083535i,0.0066936+0.015039i,-0.018572+0.0093926i,-0.032066+0.0055321i,-0.016219+0.014403i,0.0059974+0.032275i,0.022326+0.041624i,0.036346+0.026346i,0.040989-0.00058695i,0.032749-0.011507i
0.011889+0.20131i,0.071077+0.23403i,0.16794+0.056301i,0.24968-0.23754i,0.27726-0.38987i,0.26355-0.33584i,0.23405-0.24176i,0.17591-0.19667i,0.079175-0.15356i,-0.0013633-0.098579i,-0.035595-0.064253i,-0.06081-0.044545i,-0.082648-0.016351i,-0.064616-0.0042283i,-0.028186-0.025332i,-0.018633-0.047544i,-0.021231-0.047855i,-0.010849-0.041522i,0.0035165-0.038709i,0.012969-0.031271i,0.019461-0.020319i,0.019393-0.016978i,0.012543-0.016998i
-0.24605-0.12153i,-0.38562-0.13205i,-0.3552-0.018164i,-0.19542+0.1918i,-0.044528+0.30198i,0.018134+0.19806i,-0.0088105+0.043832i,-0.038201-0.021336i,-0.027841-0.023657i,-0.02033+0.0029265i,-0.0068266+0.047101i,0.029335+0.069955i,0.053153+0.056473i,0.042249+0.045671i,0.022316+0.06646i,0.022996+0.097123i,0.02409+0.10049i,0.0024015+0.077567i,-0.024408+0.053917i,-0.037332+0.036464i,-0.044704+0.023i,-0.049797+0.018579i,-0.039598+0.017512i
0.20986-0.13275i,0.24409-0.25875i,0.042393-0.34318i,-0.2497-0.3784i,-0.36825-0.33938i,-0.29832-0.20281i,-0.18854-0.062002i,-0.1272+0.015128i,-0.085906+0.041862i,-0.03651+0.031646i,-0.0043103+0.0028186i,0.007659-0.023006i,0.012932-0.045309i,0.013194-0.069357i,0.020237-0.081279i,0.039638-0.066236i,0.059473-0.029333i,0.072399+0.008328i,0.076393+0.017924i,0.065972+0.0078965i,0.049357+0.0053845i,0.040563+0.009177i,0.032754+0.0083311i
-0.044983+0.23659i,-0.11763+0.44578i,-0.12584+0.6424i,0.027548+0.71132i,0.18815+0.57323i,0.18353+0.3445i,0.12266+0.18816i,0.11564+0.07407i,0.10233-0.028507i,0.060717-0.068844i,0.024847-0.066475i,-0.0036451-0.05335i,-0.029849-0.030604i,-0.046811-0.0082707i,-0.051533-0.018883i,-0.061452-0.065729i,-0.067564-0.09779i,-0.051968-0.086378i,-0.029301-0.050263i,-0.012348-0.020734i,-0.0026229-0.0086265i,-0.0024492-0.003936i,-0.0050286+0.00071737i
-0.049529+0.008551i,0.0634-0.060268i,0.23133-0.25647i,0.21856-0.42873i,0.087565-0.40156i,0.035617-0.27473i,-0.0064329-0.16758i,-0.064264-0.058589i,-0.074351+0.014749i,-0.071144+0.033813i,-0.064086+0.047149i,-0.046323+0.0553i,-0.029526+0.051107i,-0.019356+0.040456i,-0.027399+0.049552i,-0.033559+0.089764i,-0.02024+0.10748i,-0.0024227+0.077647i,0.0038333+0.035587i,-0.0063872+0.0063879i,-0.023979-0.0079967i,-0.033191-0.012664i,-0.028988-0.012972i
-0.11663-0.19039i,-0.35424-0.14529i,-0.5279+0.16407i,-0.39947+0.44034i,-0.18212+0.36602i,-0.17089+0.14583i,-0.18698+0.067271i,-0.096822+0.062344i,-0.0066446+0.052941i,0.047834+0.036312i,0.066085+0.010282i,0.058822+0.00025741i,0.045219+0.0032701i,0.02839+0.012401i,0.031681+0.022072i,0.056071+0.01121i,0.067397-0.0095711i,0.053876-0.02146i,0.038078-0.026377i,0.033236-0.024465i,0.031433-0.014272i,0.026421+0.0020432i,0.019744+0.015491i
0.40788+0.12616i,0.80967+0.059991i,0.99882-0.16998i,0.71445-0.35138i,0.25998-0.28202i,0.079133-0.092207i,0.092628-0.021681i,0.059603-0.035656i,-0.0052321-0.023298i,-0.021553-0.00099989i,-0.0010638-0.010788i,0.017951-0.039739i,0.030266-0.053604i,0.048702-0.058073i,0.062727-0.074221i,0.04614-0.089157i,0.00671-0.082408i,-0.023833-0.06071i,-0.040097-0.037584i,-0.050033-0.013152i,-0.046274+0.012152i,-0.024021+0.024826i,0.0017766+0.015868i
-0.32483+0.099154i,-0.57968+0.17764i,-0.63453+0.18707i,-0.38497+0.10531i,-0.071176+0.0052927i,0.047272-0.039315i,0.016222-0.01683i,-0.0039032+0.022764i,0.011306+0.010845i,-0.0037134-0.02585i,-0.048492-0.017798i,-0.071643+0.015245i,-0.073766+0.0307i,-0.073014+0.039074i,-0.069815+0.044512i,-0.061136+0.04195i,-0.039123+0.033787i,-0.014492+0.024554i,-0.0047878+0.017731i,0.0021057+0.012139i,0.016302-0.001006i,0.02253-0.018804i,0.012655-0.025229i
-0.0069788-0.14173i,0.034186-0.097971i,0.18603+0.087997i,0.31606+0.1976i,0.21731+0.1103i,-0.0012612+0.022604i,-0.081348+0.036163i,-0.033508+0.040587i,-0.0071399+0.012624i,-0.024027+0.008855i,-0.022025+0.020978i,-0.0075976+0.013457i,-0.008219-0.0012488i,-0.0098451-0.013925i,-0.02055-0.034581i,-0.04882-0.031671i,-0.065459+1.5218e-05i,-0.053619+0.022174i,-0.023187+0.020557i,0.00055513+0.004972i,0.00096902-0.008557i,-0.016628-0.014411i,-0.034747-0.011583i
0.25955-0.14498i,0.3301-0.47832i,0.063344-0.83994i,-0.39359-0.80364i,-0.52916-0.37104i,-0.29276-0.018312i,-0.058465+0.058038i,0.01559+0.020745i,0.0077237+0.023268i,0.021473+0.072757i,0.06565+0.092245i,0.089441+0.071226i,0.08245+0.04747i,0.052447+0.041839i,0.03655+0.078987i,0.071219+0.11924i,0.104+0.10839i,0.080668+0.076537i,0.038453+0.06704i,0.022823+0.07094i,0.025432+0.06138i,0.027496+0.041301i,0.02424+0.026895i
-0.14466+0.42057i,-0.11971+0.85528i,0.1739+1.04i,0.55537+0.67843i,0.64329+0.13312i,0.46509-0.10437i,0.29834-0.068336i,0.2099-0.0122i,0.14821-0.043126i,0.073521-0.1172i,0.0048888-0.15098i,-0.024434-0.13623i,-0.023633-0.099141i,0.0041424-0.062288i,0.039039-0.069929i,0.044052-0.11381i,0.035496-0.12923i,0.044834-0.1115i,0.047729-0.099534i,0.021455-0.092559i,-0.0036708-0.069213i,-0.0052178-0.033606i,0.0051778-0.0072101i
-0.11851-0.44141i,-0.31596-0.82582i,-0.59971-0.87846i,-0.76029-0.38536i,-0.58247+0.16169i,-0.23755+0.27111i,-0.052951+0.081091i,-0.039272-0.046562i,-0.049812-0.03787i,-0.04422-0.0018524i,-0.047205+0.01531i,-0.04909+0.015609i,-0.051088-0.0070741i,-0.077449-0.029729i,-0.11721-0.02319i,-0.14564+0.0049359i,-0.15028+0.025164i,-0.13157+0.026425i,-0.10029+0.021532i,-0.065386+0.021568i,-0.042757+0.023206i,-0.034499+0.02036i,-0.027157+0.011953i
0.24861+0.13661i,0.42895+0.2641i,0.51088+0.27056i,0.44629+0.016279i,0.24161-0.3072i,-0.0018929-0.41038i,-0.12181-0.30334i,-0.12925-0.17364i,-0.11443-0.079268i,-0.081022-0.0017159i,-0.029263+0.042808i,0.007713+0.055326i,0.028639+0.053508i,0.058654+0.044434i,0.096961+0.027362i,0.11302+0.0077182i,0.089649-0.001497i,0.044631+0.00074425i,0.013162+0.010562i,0.0074929+0.016159i,0.014923+0.0084173i,0.022564-0.0023932i,0.024242-0.0091437i
-0.10814+0.22247i,-0.14646+0.39363i,-0.12565+0.45725i,-0.076575+0.39882i,-0.040128+0.29139i,-0.067413+0.17985i,-0.11246+0.13978i,-0.051134+0.14067i,0.048212+0.086304i,0.064297+0.023352i,0.038124+0.0052299i,0.011781+0.0071186i,-0.0061798+0.014029i,-0.025094+0.0092342i,-0.056283+0.0021864i,-0.066427+0.012822i,-0.040411+0.023523i,-0.0050385+0.023079i,0.01205+0.012413i,0.0068222-0.0010247i,-0.0039414-0.0040943i,-0.010945-0.0011844i,-0.016317+0.00064459i
-0.23937-0.27057i,-0.45879-0.43339i,-0.48766-0.40009i,-0.26365-0.15572i,-0.043881+0.11567i,0.058896+0.27152i,0.084912+0.24122i,0.017462+0.10455i,-0.048829+0.037109i,-0.015603+0.013028i,0.032324-0.034515i,0.041931-0.066895i,0.030294-0.071557i,0.022465-0.047931i,0.043445-0.017045i,0.067087-0.0082713i,0.064913+0.0013526i,0.05276+0.023624i,0.050465+0.032959i,0.048796+0.019718i,0.036012+0.0020517i,0.018643-0.0078234i,0.00025247-0.0099473i
0.42195+0.021159i,0.78383+0.018852i,0.84639-0.03354i,0.4991-0.18117i,0.10958-0.38168i,-0.079777-0.47145i,-0.093515-0.34531i,-0.016174-0.1318i,0.023081-0.031461i,-0.028957-0.0079833i,-0.081042+0.026342i,-0.07678+0.049202i,-0.044699+0.043585i,-0.026067+0.013281i,-0.039799-0.025912i,-0.061572-0.050126i,-0.055515-0.06665i,-0.031649-0.082563i,-0.025743-0.075027i,-0.034349-0.03812i,-0.034578-0.0026827i,-0.024914+0.015359i,-0.0090065+0.023821i
-0.22042+0.23307i,-0.38911+0.39398i,-0.36443+0.40232i,-0.10592+0.29488i,0.13445+0.2455i,0.21346+0.2584i,0.15245+0.21051i,0.046007+0.10966i,-0.00023272+0.044631i,0.010413+0.025282i,0.033685+0.024835i,0.040057+0.022069i,0.017758+0.026169i,0.0074711+0.048403i,0.026353+0.073577i,0.043908+0.094704i,0.04586+0.099162i,0.034066+0.071676i,0.0181+0.032569i,0.0093267+0.0090354i,0.0068329+0.0054505i,0.0073253+0.011573i,0.0097481+0.012724i
-0.07728-0.21408i,-0.10876-0.3662i,-0.096392-0.4063i,-0.11908-0.31345i,-0.18877-0.15663i,-0.18144-0.031981i,-0.060894-0.0066046i,0.036165-0.018811i,0.056018-0.003627i,0.052539+0.0027291i,0.030443-0.020892i,0.0018493-0.039144i,-0.0098368-0.04172i,-0.016784-0.043267i,-0.020124-0.053965i,-0.018411-0.066304i,-0.02127-0.056472i,-0.027769-0.020792i,-0.021833+0.016259i,0.0025485+0.028785i,0.026511+0.013648i,0.031483-0.0098365i,0.019089-0.02481i
0.22165-0.061433i,0.32957-0.091722i,0.25915-0.04694i,0.091186+0.039224i,0.006654-0.0012628i,-0.028162-0.13207i,-0.054323-0.12696i,-0.0063277-0.048258i,0.034578-0.048774i,0.010763-0.05556i,0.004291-0.0183i,0.030152+0.0091766i,0.052006+0.0089559i,0.051334+0.0049779i,0.034334+0.012461i,0.018134+0.011683i,-0.00077138-0.0097322i,-0.016703-0.026873i,-0.021114-0.027973i,-0.025918-0.023791i,-0.034373-0.018146i,-0.035265-0.0087194i,-0.022992-0.00068639i
-0.10695+0.2572i,-0.17375+0.37331i,-0.18149+0.24082i,-0.11557-0.011749i,0.0035843-0.015361i,0.13167+0.16842i,0.16162+0.19505i,0.059767+0.094915i,-0.033622+0.050519i,-0.052084+0.032757i,-0.05192+0.0034067i,-0.055464-0.017772i,-0.058225-0.021461i,-0.050827-0.021917i,-0.038073-0.028188i,-0.024242-0.018166i,0.0020099+0.012602i,0.028175+0.031857i,0.030496+0.027161i,0.013945+0.019695i,0.0055984+0.021433i,0.0072592+0.02057i,0.00099954+0.016956i
-0.13223-0.22101i,-0.19738-0.31692i,-0.13984-0.13991i,-0.0062069+0.16914i,0.0018674+0.1962i,-0.12344-0.0075563i,-0.15818-0.11634i,-0.066086-0.12211i,-0.0034016-0.10199i,0.0083027-0.043561i,0.021548+0.0068057i,0.026115+0.021286i,0.018643+0.018754i,0.01324+0.020244i,0.011896+0.030663i,0.0027827+0.027941i,-0.01964+0.0058067i,-0.034365-0.010565i,-0.021436-0.011359i,0.0066126-0.015225i,0.018681-0.023134i,0.01364-0.021133i,0.011208-0.014953i
0.21816+0.016327i,0.33183-0.0032119i,0.23792-0.11878i,0.0044196-0.26764i,-0.06982-0.2733i,0.027323-0.16614i,0.047166-0.064056i,-0.023776+0.026771i,-0.046468+0.072835i,-0.027331+0.051862i,-0.014322+0.014545i,-0.0055402-0.0040133i,0.0034896-0.0098076i,0.005453-0.025675i,-0.0014426-0.049528i,-0.0069656-0.050966i,-0.0045538-0.028242i,-0.00334-0.010595i,-0.014282-0.0051957i,-0.026276+0.0027202i,-0.023934+0.012069i,-0.014033+0.012238i,-0.011452+0.00933i
-0.084394+0.20727i,-0.093814+0.38336i,0.038467+0.46979i,0.24412+0.39459i,0.30139+0.25061i,0.20954+0.12993i,0.12287+0.022665i,0.073555-0.056422i,0.039978-0.06834i,0.022557-0.047748i,0.0012182-0.026928i,-0.018685-0.0056782i,-0.024895+0.0072626i,-0.023778+0.025767i,-0.0090097+0.053695i,0.015836+0.065911i,0.035061+0.059197i,0.044478+0.044957i,0.044707+0.028981i,0.037036+0.010392i,0.022256-0.0076248i,0.0064976-0.010995i,0.00051714-0.0033608i
-0.15452-0.16452i,-0.2847-0.28664i,-0.34651-0.29649i,-0.32134-0.1964i,-0.2976-0.14121i,-0.30861-0.1207i,-0.2678-0.036765i,-0.15349+0.051864i,-0.048916+0.066414i,-0.00017292+0.03587i,0.021699+0.0066577i,0.036092-0.016238i,0.033672-0.033356i,0.020931-0.042933i,0.0032162-0.051972i,-0.022048-0.052324i,-0.038795-0.037623i,-0.038664-0.021017i,-0.032815-0.0091092i,-0.034219+0.004839i,-0.036591+0.025417i,-0.024012+0.033393i,-0.0052905+0.016173i
0.23389-0.062263i,0.40122-0.11967i,0.38045-0.16745i,0.1891-0.14887i,0.10373-0.051374i,0.14764+0.050709i,0.14984+0.1035i,0.10354+0.099391i,0.058784+0.054699i,0.019791+0.02222i,-0.00091336+0.023027i,-0.0054829+0.027147i,-0.0096714+0.028032i,-0.016847+0.03136i,-0.014744+0.038234i,0.010825+0.0376i,0.040622+0.016204i,0.047393-0.0095554i,0.036176-0.019201i,0.033304-0.013953i,0.04201-0.0094209i,0.039859-0.0094393i,0.023894-0.0055719i
-0.055475+0.19604i,-0.060162+0.33014i,0.055152+0.30882i,0.18352+0.12896i,0.12259+0.0070447i,-0.01123+0.0056088i,-0.036051-0.019156i,-0.025577-0.083666i,-0.039495-0.097533i,-0.040123-0.0662i,-0.032472-0.042869i,-0.029429-0.027196i,-0.017402-0.0090585i,0.015404-0.0072417i,0.041904-0.030981i,0.031528-0.052888i,0.0014474-0.049135i,-0.018835-0.030227i,-0.021216-0.01727i,-0.019955-0.020378i,-0.023997-0.028751i,-0.025989-0.029205i,-0.024961-0.022151i
-0.12638-0.12893i,-0.27458-0.21209i,-0.4128-0.14132i,-0.4271+0.049017i,-0.27712+0.11427i,-0.10682+0.029893i,-0.029186+0.0015587i,0.023222+0.054869i,0.059075+0.068615i,0.043797+0.047431i,0.023329+0.036564i,0.018245+0.024298i,0.0082233+0.0096744i,-0.018777+0.010179i,-0.048658+0.030959i,-0.056753+0.05488i,-0.045137+0.059457i,-0.031657+0.047974i,-0.021711+0.037062i,-0.0080257+0.033088i,0.0045661+0.028504i,0.0060098+0.019975i,0.0049867+0.016803i
0.16789-0.053475i,0.33485-0.12609i,0.43471-0.23023i,0.38388-0.30758i,0.23905-0.24995i,0.12219-0.099433i,0.075219-0.026079i,0.028726-0.044269i,-0.025853-0.044538i,-0.030482-0.015213i,-0.0042471-0.0024195i,0.011175-0.0063832i,0.013473-0.015106i,0.023017-0.023312i,0.047445-0.03567i,0.063799-0.052466i,0.0562-0.053959i,0.040664-0.035508i,0.027616-0.015911i,0.015001-0.0063745i,0.0053213+0.00013597i,0.0069388+0.0070438i,0.014752+0.0074391i
-0.046259+0.19422i,-0.12702+0.36849i,-0.20071+0.47802i,-0.18386+0.45349i,-0.072122+0.30783i,0.027236+0.12241i,0.038168+0.016223i,0.01435+0.0060694i,0.024308+0.012649i,0.033221-0.0054332i,0.015394-0.018456i,0.0023014-0.013157i,0.0021395-0.0052694i,-0.009952-0.0044054i,-0.041723+0.0016246i,-0.067532+0.02277i,-0.063918+0.0395i,-0.038714+0.035804i,-0.014303+0.021199i,-0.0028886+0.011092i,-0.0016506+0.0075887i,-0.0062782+0.0024437i,-0.010582-0.00474i
-0.12716-0.14614i,-0.20008-0.28349i,-0.16114-0.35804i,-0.049893-0.32724i,-0.01518-0.25409i,-0.048621-0.16409i,-0.035132-0.079677i,0.008108-0.04628i,0.0077389-0.036781i,-0.014996-0.019568i,-0.018278-0.006351i,-0.0094496-0.00059037i,-0.004763+0.0037441i,0.0028322+0.012846i,0.02555+0.017313i,0.048613+0.0032489i,0.04989-0.015164i,0.029478-0.020625i,0.0043007-0.016982i,-0.0095274-0.014892i,-0.0084419-0.016159i,-0.0016425-0.013342i,0.00011257-0.0072343i
0.18191-0.038949i,0.32132-0.049512i,0.30856-0.029442i,0.13339+0.031658i,0.014998+0.10726i,0.011639+0.11191i,-0.0070256+0.035483i,-0.051065-0.014911i,-0.054785-0.0077419i,-0.029578+0.011194i,-0.018853+0.019606i,-0.022433+0.019587i,-0.023435+0.010048i,-0.02689-0.0093696i,-0.040012-0.02208i,-0.051563-0.01496i,-0.047611-0.0025739i,-0.026873+0.0018336i,-0.0011376-0.00042038i,0.010472-0.0028828i,0.0022274-0.0018112i,-0.0083297+0.0020282i,-0.0090626+0.0074256i
-0.037151+0.17246i,-0.052338+0.33278i,0.01423+0.38088i,0.13088+0.22098i,0.13197-0.013004i,0.0042029-0.11453i,-0.082113-0.051109i,-0.059023+0.028697i,-0.011776+0.033806i,0.0011178+0.0099743i,0.0078745-0.0030776i,0.018392-0.014226i,0.016583-0.012925i,0.01781+0.012113i,0.033966+0.035377i,0.048508+0.040404i,0.047971+0.034886i,0.026693+0.022882i,-0.0041739+0.014121i,-0.017469+0.018933i,-0.0060907+0.027979i,0.0081976+0.026163i,0.01242+0.012433i
-0.12553-0.12315i,-0.26839-0.25367i,-0.37922-0.32082i,-0.39997-0.21531i,-0.3296+0.00013724i,-0.20142+0.16636i,-0.072191+0.19221i,-0.00036909+0.12327i,0.011144+0.055314i,0.0088757+0.021388i,0.011081+0.0046313i,0.0040451-0.0038463i,-0.0073916-0.0062507i,-0.012736-0.017052i,-0.015984-0.040606i,-0.02143-0.058286i,-0.022931-0.057297i,-0.013083-0.036913i,0.0063848-0.015309i,0.023391-0.012051i,0.028811-0.020651i,0.026325-0.027039i,0.019541-0.025444i
0.16485-0.058356i,0.34471-0.084367i,0.46842-0.061117i,0.4562-0.040475i,0.36287-0.098131i,0.25945-0.17872i,0.14942-0.17154i,0.057823-0.097995i,0.020158-0.050723i,0.0079274-0.041332i,-0.005003-0.029321i,-0.0044126-0.0060259i,0.0099516+0.0079144i,0.015867+0.013305i,0.0128+0.027045i,0.015569+0.040973i,0.020612+0.038901i,0.01707+0.020166i,0.0010218-0.00047995i,-0.021189-0.0065646i,-0.037411+0.00014167i,-0.043385+0.0088934i,-0.036092+0.013422i
