-0.004728+0.00092218i,-0.00085425+0.0011974i,0.0004956+0.0014206i,0.0014772+0.0024027i,0.0023824+0.0026839i,0.0023022+0.0017708i,0.0012726+0.0012877i,0.00073376+0.00098255i,0.00024627+5.3375e-05i,0.0001157-0.00049223i,0.00065429-0.00074333i,0.0012668-0.00072616i,0.00091675-0.00078637i,-0.00021001-0.0011899i,-0.00081379-0.00092591i,-0.00012415-0.00084981i,0.00062352-0.00042404i,0.00048275+0.0002526i,0.00071704+0.00020154i,0.00057014+0.00020709i,-0.00032277+0.00046976i,-0.00033499+0.00066129i,6.1913e-05+0.0008209i
-0.0048465-0.0073361i,-0.0049659-0.010077i,0.00086066+0.0076826i,0.016703+0.046247i,0.032955+0.067892i,0.03999+0.046617i,0.028741+0.0093613i,0.014372-0.0090744i,0.012464-0.014414i,0.006871-0.015219i,0.00051693-0.0069609i,0.0022237+0.00017039i,0.0031744+0.001295i,0.0017234+0.0026975i,-0.0018456+0.004756i,-0.0067886+0.0063977i,-0.0071531+0.0079484i,-0.0040437+0.0066618i,-0.0017483+0.0034713i,-0.0018286+0.002083i,-0.0031871+0.0030411i,-0.0030277+0.0057299i,-0.0020382+0.0066005i
0.0069789+0.00030759i,0.017886-0.0016355i,0.033597-0.0062146i,0.057242-0.01078i,0.071872-0.012015i,0.050258-0.0098557i,0.026803-0.0078021i,0.021466-0.01574i,0.0081991-0.022786i,-0.0053191-0.010368i,-0.0007309+0.0038864i,0.0069763+0.0022786i,0.0065203-0.0043933i,0.003292-0.005901i,0.00085814-0.0048904i,-0.00088551-0.0029073i,-0.0021324-0.00032308i,-0.0017109+0.0015261i,0.00056329+0.0022778i,0.0036419+0.0019212i,0.0045488-0.0011413i,0.0019137-0.0037438i,-0.00050708-0.0025031i
-0.00042333+0.012325i,-0.0086392+0.014927i,-0.018043-0.007476i,-0.029606-0.050438i,-0.043234-0.06001i,-0.03693-0.021923i,-0.0081723+0.0085744i,0.0056883+0.0044717i,-7.8098e-05+0.00025246i,0.0016055+0.0038478i,0.0061981+0.00039531i,0.0035486-0.0024732i,0.00096202-0.0026143i,0.00066191-0.0053824i,0.00021099-0.007413i,0.00057363-0.0074387i,-5.4823e-05-0.0051432i,-0.00046095-0.00092563i,0.00027528+0.001264i,-0.0013138-0.00048675i,-0.0030189-0.004235i,-0.0038813-0.0077912i,-0.0062068-0.0079311i
-0.011965+0.010465i,-0.023166+0.011226i,-0.042009+0.011628i,-0.06613+0.017145i,-0.074369+0.024956i,-0.047281+0.031791i,-0.01136+0.032049i,0.0075116+0.031194i,0.017228+0.022719i,0.018343+0.0021577i,0.0067109-0.0092025i,-0.0030264-0.0024886i,-0.0028904+0.0036796i,-0.0012126+0.0014591i,0.0010302-0.0028401i,0.0025085-0.0064779i,-0.00031223-0.0075729i,-0.0044807-0.0048386i,-0.0055876-0.0021442i,-0.0054838-0.0017368i,-0.006074-0.0024419i,-0.0059483-0.0033941i,-0.0062202-0.0023048i
0.00055456-0.015961i,0.012254-0.025455i,0.035934-0.012069i,0.054018+0.024488i,0.053764+0.042547i,0.037491+0.029096i,0.019852+0.019862i,0.018672+0.018901i,0.025989+0.0092207i,0.017849-0.0029931i,0.0025324-0.0021863i,-0.001041+0.0048661i,0.0024431+0.0060668i,0.0047441+0.0046378i,0.0046559+0.0035072i,0.0028353+0.0018878i,-0.00065552+7.6359e-05i,-0.0033437-0.00051759i,-0.0035695+0.00039111i,-0.0024535+0.0026598i,-0.00033892+0.0038795i,0.0031373+0.0030262i,0.0053396+0.00010264i
0.019271-0.0087543i,0.04776-0.014658i,0.088196-0.016764i,0.12373-0.023397i,0.12324-0.034654i,0.073992-0.04127i,0.01782-0.031078i,-0.0040623-0.012542i,-0.0032689-0.0039461i,-0.00079112+0.0044187i,0.0043475+0.011837i,0.0066219+0.0070568i,0.0024462+0.00131i,0.00012454+0.003444i,0.00040704+0.0075491i,0.00039887+0.0099182i,0.0007685+0.0082125i,-0.00046109+0.0048356i,-0.0025146+0.0033517i,-0.0016485+0.0025554i,0.00036291+0.0013747i,0.0029901-5.7218e-05i,0.005446-0.0023709i
0.009276+0.01884i,0.0057217+0.028756i,-0.0011245+0.017532i,0.00010042-0.018331i,-0.0026055-0.041461i,-0.016155-0.031058i,-0.02985-0.012651i,-0.036217-0.0033382i,-0.032953+0.0071801i,-0.015554+0.01609i,-0.0015729+0.011808i,-0.0030829+0.0048431i,-0.0068464+0.0056462i,-0.004941+0.0087742i,-0.0031615+0.010374i,-0.0012681+0.0091214i,0.0021519+0.0044483i,0.0044106-3.8545e-05i,0.0059721-0.0005316i,0.0086797+0.0002892i,0.012263+0.00079772i,0.013491+0.00050763i,0.010886-0.0017621i
-0.020441+0.023203i,-0.051023+0.04439i,-0.089317+0.063039i,-0.11216+0.077083i,-0.094233+0.077309i,-0.053511+0.061109i,-0.024481+0.035855i,-0.020449+0.021906i,-0.018534+0.019856i,-0.01237+0.010293i,-0.012383+0.0018855i,-0.012766+0.0048983i,-0.008329+0.0076913i,-0.004567+0.0047325i,-0.0045703+0.002944i,-0.0043872+0.0027482i,-0.00094218+0.00077661i,0.0017452-0.00091234i,0.0019344-0.00040741i,0.0031975+0.0014086i,0.0036465+0.00084703i,0.0018815-0.00093705i,0.0020153+0.00018499i
-0.016043-0.016131i,-0.020947-0.0099693i,-0.0094779+0.035053i,0.0026795+0.095305i,0.0064936+0.1137i,0.013567+0.076495i,0.015301+0.030571i,0.015452+0.0073281i,0.012487-0.0016468i,-0.0012089-0.0040123i,-0.010004-0.00087372i,-0.0043402+0.00044781i,0.00095157-0.0050179i,-0.0012245-0.010807i,-0.0049275-0.01215i,-0.0076799-0.009944i,-0.0061128-0.0037303i,-0.0028034+0.00016575i,-0.00157-0.00048206i,-0.0031946+0.00071352i,-0.0065975+0.0038055i,-0.0071813+0.0075614i,-0.0033853+0.0099009i
0.027969-0.020384i,0.067756-0.032447i,0.10169-0.023281i,0.11346-0.0085307i,0.097116-0.013875i,0.060118-0.023711i,0.032953-0.024336i,0.021805-0.02357i,0.013079-0.022402i,0.0047936-0.015245i,0.0043093-0.007835i,0.0075489-0.011684i,0.0048253-0.019245i,-0.0010266-0.019537i,-0.0047705-0.016939i,-0.0049012-0.014598i,-0.003339-0.008203i,-0.002045-0.00081466i,-0.0016097+0.0043631i,-0.0046473+0.0096744i,-0.00598+0.013627i,-0.0020583+0.014516i,0.0011969+0.013458i
0.024601+0.02113i,0.027738+0.024103i,0.010173-0.012733i,-0.011978-0.072159i,-0.0199-0.094135i,-0.013034-0.071978i,-0.002831-0.042305i,0.0011948-0.024433i,4.197e-06-0.01755i,0.0010459-0.015736i,0.0022227-0.015953i,-0.0012435-0.013607i,-0.0017324-0.0072529i,0.0019254-0.0041149i,0.0049422-0.0069045i,0.004953-0.0098213i,0.00027156-0.008368i,-0.0045491-0.0043203i,-0.0076028-0.0029502i,-0.011305-0.00546i,-0.01183-0.0066321i,-0.0097372-0.0054972i,-0.0096497-0.0047147i
-0.03715+0.038237i,-0.09631+0.057354i,-0.15855+0.042753i,-0.17308+0.011734i,-0.12295+0.0015017i,-0.055424+0.001766i,-0.016974+0.00095368i,-0.0090524+0.0043628i,-0.0053653+0.0060133i,-0.0025507-0.0045156i,-0.010011-0.0075106i,-0.0115+0.0064192i,0.00035849+0.016483i,0.012396+0.012177i,0.017786+0.0037259i,0.016064-0.0025969i,0.0082898-0.0065304i,-0.00064241-0.0051128i,-0.003076-0.0014143i,-0.00085335+0.00055827i,-0.0013212+0.00037532i,-0.0052702-0.0011795i,-0.0085456+0.0002436i
-0.0452-0.019549i,-0.080418-0.026176i,-0.09072+0.007772i,-0.064263+0.065527i,-0.025708+0.083942i,0.0036627+0.0607i,0.0064482+0.032913i,0.00094174+0.023247i,0.0037931+0.016887i,0.0024701+0.0066108i,-0.0010978+0.005507i,0.0033154+0.011817i,0.011288+0.013348i,0.015102+0.010402i,0.016525+0.0099719i,0.016366+0.0088956i,0.012047+0.0039106i,0.0050815+3.9876e-05i,0.00021557+0.00083621i,-0.0019175-0.00013902i,-0.0017771-0.0040098i,-0.0010218-0.0058901i,-0.0021565-0.0063844i
0.035014-0.04645i,0.092644-0.071853i,0.14873-0.061103i,0.16363-0.019106i,0.14097+0.011446i,0.08439+0.020332i,0.029515+0.024981i,0.0051965+0.020389i,-0.00012874+0.01233i,0.0068842+0.0092302i,0.01723+0.0030324i,0.016912-0.0069595i,0.0060046-0.0078527i,-0.00085725+0.0014765i,0.00076722+0.010912i,0.0057584+0.014513i,0.0094668+0.010285i,0.0088294+0.0049392i,0.0076632+0.0013198i,0.0096467-0.0053357i,0.0092016-0.010468i,0.0060833-0.011475i,0.0060127-0.01186i
0.065843+0.012178i,0.1197+0.0029446i,0.16068-0.041296i,0.14783-0.093509i,0.080281-0.084058i,0.032812-0.030494i,0.019707-0.00044488i,0.0041181-0.00019296i,-0.0057371-0.00093882i,0.003582+0.0018583i,0.014138-0.0043462i,0.006193-0.01308i,-0.010157-0.0077849i,-0.015522+0.005796i,-0.011677+0.014199i,-0.0054096+0.014518i,0.0033628+0.0093293i,0.0080083+0.0022967i,0.0055431+0.00082357i,0.00052543+0.0077994i,-1.3335e-05+0.013655i,0.004067+0.011685i,0.0053118+0.0045615i
-0.025457+0.058822i,-0.064659+0.076279i,-0.10731+0.041943i,-0.11934-0.006919i,-0.09322-0.010956i,-0.049969+0.0058386i,-0.014569-0.0025028i,-0.0013674-0.019943i,0.00031361-0.0182i,0.0022878-0.0071911i,-0.00073506-0.0011524i,-0.005509+0.003574i,-0.0073637+0.0055733i,-0.0092702+0.004426i,-0.012461+0.0030479i,-0.013199+0.0036511i,-0.0086698+0.0059704i,-0.0051471+0.004332i,-0.0062016-0.0015729i,-0.0045799-0.0070825i,-0.00035669-0.0093699i,0.0013162-0.0098503i,0.0030161-0.007332i
-0.082695-0.0032666i,-0.1534+0.0045262i,-0.18795+0.04034i,-0.1548+0.084363i,-0.082866+0.084198i,-0.034813+0.047706i,-0.01747+0.012532i,-0.00055672-0.0081057i,0.012104-0.017133i,0.0058725-0.015303i,-0.0035792+0.00075939i,-0.0012192+0.012393i,0.0037608+0.0058298i,0.0014379-0.0057888i,-0.0044103-0.0089158i,-0.00771-0.0055751i,-0.00855-0.00016004i,-0.0066019+0.0031271i,-0.0022078+0.0036795i,0.00037966+0.0064524i,-0.0011758+0.010736i,-0.0044847+0.013285i,-0.0031409+0.013728i
0.022357-0.078577i,0.05469-0.094164i,0.10015-0.03318i,0.11802+0.048183i,0.09339+0.057239i,0.044294+0.019853i,0.0093738+0.0091017i,0.014532+0.013254i,0.019008+0.0027386i,0.002818-0.0038733i,-0.0056847+0.0029698i,0.0015191+0.0063795i,0.0067795-0.0026116i,0.0053182-0.012647i,0.0037135-0.014469i,0.0011258-0.010137i,-0.0024256-0.0038104i,-0.0044876+0.00018256i,-0.0070268-0.0011269i,-0.01059-0.0028492i,-0.010161-0.0012625i,-0.0056803+0.002811i,-0.0029918+0.0063332i
0.11261-0.010823i,0.21582-0.0093738i,0.2779+0.0066672i,0.24057+0.011449i,0.12237-0.0085236i,0.029419-0.0065172i,0.0091348+0.014339i,0.010638+0.024297i,0.0066685+0.024636i,0.00067286+0.019895i,-0.0034036+0.012334i,-0.0018882+0.0055912i,0.0031784+0.00092754i,0.0073741-0.0010939i,0.0077125-0.0035726i,0.0018705-0.0075739i,-0.0066886-0.0085679i,-0.0065231-0.0048051i,0.0029876-0.002934i,0.01137-0.0052485i,0.01357-0.00926i,0.0094915-0.011138i,0.0029979-0.0073867i
0.011731+0.093016i,0.012559+0.13452i,-0.014407+0.085767i,-0.050052+0.008387i,-0.056708+0.006971i,-0.039035+0.022465i,-0.020316+0.012154i,-0.017188+0.015058i,-0.012146+0.024664i,-0.0024285+0.020002i,-0.0030615+0.010807i,-0.0065709+0.0086488i,-0.004276+0.01191i,0.00090384+0.013248i,0.0041118+0.010014i,0.0035246+0.0043253i,0.0025327-0.0012313i,0.0022809-0.0012688i,0.0002463+0.0069874i,-0.0039474+0.01753i,-0.0085424+0.02036i,-0.01059+0.014039i,-0.011998+0.0072521i
-0.12815+0.032423i,-0.26299+0.050793i,-0.34786+0.048096i,-0.30273+0.02489i,-0.16572+0.0048922i,-0.051826-0.0070301i,-0.023925-0.011311i,-0.029751-0.0020848i,-0.020327+0.0053092i,-0.0069002-0.0026856i,-0.0070951-0.010703i,-0.014444-0.005768i,-0.012834+0.0033155i,-0.0035791+0.0078441i,0.0026985+0.010325i,0.0070062+0.0096189i,0.008565+0.0027926i,0.007039-0.0016056i,0.0083508-0.0023203i,0.013891-0.006611i,0.019524-0.010083i,0.020857-0.012061i,0.015947-0.014334i
-0.046564-0.097265i,-0.093884-0.12483i,-0.13572-0.05924i,-0.12746+0.017343i,-0.062496-0.011656i,-0.009408-0.058477i,-0.0024386-0.045013i,-0.0060619-0.021051i,-0.0059742-0.015959i,-0.0073853-0.018212i,-0.0097851-0.01949i,-0.013792-0.014549i,-0.011853-0.006432i,-0.0061059-0.00074154i,-0.00079701+0.0022278i,0.0066586+0.0020513i,0.011594-0.00050783i,0.0096432-2.708e-05i,0.0059503+0.0084364i,0.0036001+0.018263i,-0.0010697+0.019344i,-0.0041553+0.012751i,-0.0016181+0.003667i
0.13403-0.046437i,0.25625-0.051526i,0.31814-0.020431i,0.27162+0.022328i,0.16472+0.034216i,0.077432+0.018098i,0.041859-0.00010966i,0.025505-0.018437i,0.006449-0.021543i,0.00044614-0.0097938i,0.0067237-0.0062295i,0.011928-0.010081i,0.01038-0.01199i,0.0056711-0.0098876i,0.0027102-0.0073249i,0.0034739-0.0049274i,0.0059287+0.0002144i,0.0034765+0.0016443i,-0.0096637-0.0038228i,-0.026586-0.0091513i,-0.030202-0.0076523i,-0.018921+0.00076308i,-0.0062637+0.0041808i
0.07399+0.1064i,0.13718+0.14153i,0.20362+0.059923i,0.23064-0.029608i,0.19147+0.023987i,0.13717+0.087316i,0.095221+0.046782i,0.045262-0.0035388i,0.011588-0.012012i,0.007616-0.0064347i,0.014241-0.0013634i,0.021267-0.0048048i,0.01807-0.010736i,0.0076154-0.0088587i,-0.00099879-0.0060721i,-0.0093671-0.0029993i,-0.014176+0.00209i,-0.013503+0.0037444i,-0.0078914+0.0043601i,0.0067846+0.0062329i,0.018362+0.00467i,0.017471+0.0036667i,0.014275+0.0072234i
-0.16055+0.070159i,-0.3028+0.064762i,-0.35849-0.0071764i,-0.26744-0.077509i,-0.11426-0.074528i,-0.010883-0.019862i,0.012835+0.006922i,0.0068137+0.0069541i,0.0033575+0.0027112i,-0.0018344-0.0016496i,-0.0025503+0.0010029i,0.00058877+0.001585i,-0.00027433-0.0016145i,-0.001254-0.0027046i,-0.00064756-0.0014748i,-0.00063552+0.0046024i,-0.0023426+0.011478i,-0.0061633+0.013777i,-0.013443+0.012095i,-0.024863+0.0081816i,-0.032562+0.0049175i,-0.032335+0.0051313i,-0.025529+0.0073115i
-0.14157-0.13067i,-0.25902-0.18883i,-0.35345-0.12913i,-0.3786-0.010645i,-0.31456+0.0097109i,-0.21759-0.016833i,-0.1271+0.017062i,-0.044089+0.044397i,-0.00043544+0.028654i,0.0014176+0.013137i,-0.0049054+0.011649i,-0.0051192+0.016315i,-0.00025055+0.019624i,0.0040822+0.016781i,0.0065692+0.011649i,0.0073483+0.0068905i,0.0032051+0.0032798i,-0.00076925+0.00054757i,0.0058076-0.0060689i,0.020573-0.015431i,0.030204-0.018847i,0.02765-0.015957i,0.018916-0.011712i
0.14232-0.13428i,0.27043-0.1615i,0.33163-0.043223i,0.25831+0.12846i,0.097123+0.18024i,-0.01671+0.12396i,-0.030169+0.073772i,-5.6604e-05+0.045869i,0.019806+0.019053i,0.021292+0.0043404i,0.015746+0.001482i,0.01086+0.0064934i,0.010373+0.011806i,0.0065999+0.010935i,0.0014734+0.0087157i,-0.00086952+0.0027273i,-0.0032472-0.0068122i,-0.0033643-0.007309i,-0.0033925+0.0050093i,-0.0058415+0.023253i,-0.0066173+0.027112i,-0.0074561+0.014945i,-0.01006+0.0061865i
0.20698+0.10411i,0.39824+0.14935i,0.54478+0.098571i,0.56924-0.0018697i,0.47127-0.022582i,0.30302-0.00015344i,0.14436-0.015833i,0.042942-0.030298i,0.0061102-0.023111i,0.0042727-0.017999i,0.004192-0.013338i,0.0044727-0.007536i,0.0051512-0.0061588i,0.0024541-0.0035873i,-0.00029599-0.00079439i,-0.00048457-1.5908e-05i,0.0015783-0.00043037i,0.00208-0.0070267i,-0.005359-0.019611i,-0.017142-0.028248i,-0.019895-0.023052i,-0.012383-0.011542i,-0.0069157-0.0062614i
-0.09784+0.16727i,-0.16748+0.21735i,-0.18121+0.093156i,-0.12979-0.12529i,-0.04616-0.22544i,0.018288-0.18214i,0.0096941-0.11613i,-0.02855-0.062521i,-0.03372-0.01992i,-0.024335-0.0034821i,-0.019294+0.00058899i,-0.016412+0.0013764i,-0.0176-0.0011274i,-0.015791-0.0067665i,-0.013135-0.015098i,-0.010881-0.020267i,-0.0057016-0.023888i,-0.0020693-0.022856i,0.0053129-0.0078163i,0.022128+0.013025i,0.036377+0.023051i,0.037021+0.019416i,0.027178+0.014309i
-0.22473-0.080033i,-0.42648-0.10256i,-0.58619-0.025478i,-0.62842+0.10569i,-0.53+0.14858i,-0.34097+0.098108i,-0.17147+0.051723i,-0.070144+0.036455i,-0.019394+0.031605i,-0.0019752+0.024293i,-0.0051657+0.016142i,-0.012509+0.011539i,-0.013082+0.0073908i,-0.0060936-0.00024637i,0.0019916-0.0084243i,0.0047931-0.0089243i,0.0039855-0.0027509i,-0.0010675+0.0014001i,-0.014132+0.00013266i,-0.033798-0.0082475i,-0.049732-0.018326i,-0.050155-0.01897i,-0.036482-0.013454i
0.080842-0.18284i,0.12471-0.21573i,0.10245-0.026744i,0.055954+0.25819i,0.038424+0.36302i,0.02521+0.27035i,0.02467+0.14263i,0.03607+0.061121i,0.037178+0.02278i,0.031301+0.0053158i,0.021208-0.0028281i,0.011953-0.0025192i,0.011224+0.0010685i,0.013222+0.0055804i,0.016809+0.010097i,0.019045+0.014159i,0.01878+0.016911i,0.022607+0.015612i,0.030958+0.0037092i,0.039166-0.012175i,0.038794-0.014696i,0.029707-0.0064355i,0.020851-0.0033699i
0.26927+0.08932i,0.48769+0.14546i,0.62536+0.084685i,0.62431-0.08597i,0.5115-0.18182i,0.33587-0.16057i,0.17538-0.10826i,0.075727-0.066496i,0.01995-0.036548i,-0.0020464-0.015334i,0.00023719-0.0058598i,0.0091624-0.0063866i,0.013176-0.0098422i,0.011407-0.0067197i,0.010494+0.0012082i,0.009159+0.004354i,0.010822+0.0019909i,0.013553-0.0011214i,0.0049396+0.0069628i,-0.012247+0.026102i,-0.020501+0.033918i,-0.016797+0.026143i,-0.012153+0.017799i
-0.052539+0.27482i,-0.065225+0.37302i,-0.02883+0.19125i,-0.01223-0.17389i,-0.069659-0.36351i,-0.084097-0.27385i,-0.040091-0.13072i,-0.027713-0.060228i,-0.036959-0.018965i,-0.030667+0.0090365i,-0.016302+0.014954i,-0.0080452+0.0084508i,-0.0081129+0.0038224i,-0.008249+0.0076348i,-0.0060137+0.01483i,-0.004675+0.018307i,-0.0052782+0.017744i,-0.0033322+0.010606i,0.00045428-0.0094171i,0.0004622-0.034369i,0.0013076-0.043453i,0.0048928-0.034141i,0.0088714-0.021663i
-0.35275-0.013811i,-0.62333-0.021897i,-0.7519+0.018734i,-0.66564+0.13752i,-0.4574+0.23356i,-0.24807+0.21658i,-0.10041+0.13959i,-0.032644+0.07823i,-0.0053923+0.04014i,0.0054746+0.010479i,-0.0017133-0.003562i,-0.011046+0.00066752i,-0.013865+0.0063903i,-0.013536+0.0041908i,-0.012327-0.0032614i,-0.013593-0.012972i,-0.015756-0.014154i,-0.015176+0.0021435i,-0.0010356+0.03094i,0.02655+0.056672i,0.044399+0.060971i,0.040969+0.04341i,0.025799+0.024662i
-0.078061-0.31579i,-0.1787-0.44314i,-0.21097-0.25728i,-0.065865+0.12906i,0.14589+0.3091i,0.19044+0.20855i,0.094866+0.091808i,0.04632+0.045118i,0.039131+0.00020144i,0.015801-0.033919i,-0.0054455-0.03589i,-0.013522-0.021359i,-0.0087038-0.009416i,-0.00075104-0.0067561i,-0.0027571-0.0075131i,-0.011062-0.0048351i,-0.017995+0.0011611i,-0.019925+0.0083633i,-0.023226+0.0066713i,-0.034539-0.010334i,-0.046162-0.028709i,-0.047894-0.033515i,-0.040877-0.02547i
0.32021-0.10206i,0.5344-0.18077i,0.59519-0.19766i,0.49978-0.19572i,0.34547-0.22578i,0.17413-0.2052i,0.04992-0.11563i,0.011779-0.054122i,-0.00042988-0.037478i,-0.012071-0.015996i,-0.0059494+0.00017165i,0.0029047-0.0025186i,0.004722-0.0084472i,0.0024476-0.0099171i,0.0024804-0.0054324i,0.0088597+0.0013542i,0.010513+0.0074628i,0.0083131+0.010425i,0.016934+0.0088831i,0.035151+0.0061984i,0.044907+0.0091873i,0.039254+0.016207i,0.029108+0.015718i
0.16774+0.25987i,0.33989+0.33792i,0.39077+0.16286i,0.18109-0.11409i,-0.10686-0.1727i,-0.17502-0.054547i,-0.070675+0.0018803i,-0.019986-0.0090097i,-0.021393+0.0074461i,-0.0019324+0.033196i,0.021482+0.030868i,0.030767+0.010857i,0.025703-0.0066083i,0.015559-0.013758i,0.0098375-0.016111i,0.011482-0.021665i,0.016342-0.031048i,0.0066773-0.032172i,-0.021316-0.01244i,-0.049133+0.018909i,-0.05521+0.034456i,-0.038869+0.02725i,-0.019964+0.015143i
-0.24843+0.13674i,-0.38274+0.22826i,-0.39341+0.24683i,-0.3171+0.24472i,-0.20174+0.29705i,-0.052459+0.28165i,0.032925+0.15521i,0.032239+0.064496i,0.031452+0.035928i,0.034747+0.0097195i,0.023682+0.0018067i,0.017266+0.0071154i,0.011309+0.0086589i,0.0074455+0.014607i,0.0075108+0.017245i,0.00051156+0.016741i,-0.010037+0.015129i,-0.011672+0.0039328i,-0.0034578-0.018657i,0.003157-0.045783i,0.0041047-0.056819i,0.0053471-0.045346i,0.0087933-0.030472i
-0.16278-0.22711i,-0.31414-0.30506i,-0.35363-0.16555i,-0.15883+0.039278i,0.1001+0.045224i,0.15763-0.045824i,0.060138-0.031147i,0.018597+0.027328i,0.029044+0.016269i,0.008811-0.017797i,-0.015631-0.016575i,-0.018334+0.0037697i,-0.0062167+0.019533i,0.0098959+0.020143i,0.015831+0.012589i,0.014078+0.0073404i,0.013523+0.0052258i,0.0078379+0.0079363i,-0.00096951+0.023834i,0.00053603+0.052681i,0.011469+0.069977i,0.015171+0.059792i,0.010419+0.040722i
0.24972-0.12706i,0.3783-0.19773i,0.34284-0.18172i,0.20929-0.14581i,0.089629-0.18618i,-0.037725-0.19257i,-0.095133-0.082003i,-0.053969+0.0028675i,-0.016751+0.013111i,-0.0068147+0.0095638i,-0.0080672+0.0033553i,-0.013817+0.0055907i,-0.011403+0.014424i,-0.0097264+0.013316i,-0.011896+0.0059652i,-0.011617-0.0038957i,-0.012226-0.011556i,-0.012285-0.016004i,-0.014406-0.025038i,-0.025354-0.044266i,-0.03673-0.060002i,-0.037754-0.055965i,-0.030106-0.037334i
0.20377+0.26686i,0.38647+0.35662i,0.4553+0.22139i,0.27877+0.019172i,0.0051536+0.024317i,-0.096591+0.10764i,-0.066566+0.066676i,-0.054791+0.0040518i,-0.040543+0.0092524i,-0.01087+0.019635i,-0.0030028+0.01184i,-0.011888+0.0055618i,-0.022893-0.00145i,-0.032404-0.0035417i,-0.032508+0.0057191i,-0.022273+0.017043i,-0.013181+0.023104i,-0.0074876+0.022783i,0.0095826+0.021374i,0.036086+0.018731i,0.049443+0.01347i,0.042576+0.012739i,0.029189+0.013214i
-0.23115+0.24022i,-0.28599+0.39162i,-0.15928+0.39489i,0.021442+0.27045i,0.11765+0.17862i,0.14895+0.13288i,0.10158+0.05391i,0.0097082+0.0024397i,-0.024718-0.0043305i,-0.018261-0.016318i,-0.012678-0.018246i,-0.0023985-0.017175i,-0.0011888-0.023146i,-0.0029793-0.022982i,0.0053497-0.026034i,0.015073-0.031445i,0.024001-0.028874i,0.025157-0.020489i,0.0073404-0.0077206i,-0.021103+0.006779i,-0.036857+0.01586i,-0.032215+0.014195i,-0.019049+0.0083244i
-0.31322-0.18336i,-0.55137-0.1781i,-0.6121-0.016906i,-0.41653+0.083218i,-0.18684-0.023313i,-0.099367-0.13765i,-0.06576-0.10146i,-0.023119-0.033224i,-0.008549-0.013175i,-0.0088707-0.0041429i,0.0021694+0.00011831i,0.008804-0.0099598i,0.0042048-0.020355i,0.0036764-0.020359i,0.0051776-0.0080985i,-0.00031437+0.0073245i,-0.0065547+0.0094086i,-0.0010346-0.0016679i,0.016496-0.018581i,0.032074-0.037286i,0.033532-0.045916i,0.026779-0.036587i,0.021887-0.021923i
0.12206-0.2827i,0.091662-0.41059i,-0.040239-0.30519i,-0.10486-0.058718i,-0.079222+0.061719i,-0.082092+0.040848i,-0.064529+0.0027492i,-0.0060535-0.026815i,0.015948-0.02096i,0.025816+0.0080513i,0.028851+0.0065993i,0.01335+0.00093923i,0.012517+0.0079031i,0.022473+0.012311i,0.026527+0.014894i,0.02646+0.016711i,0.02294+0.015957i,0.0082135+0.014516i,-0.015593+0.025568i,-0.022588+0.05621i,-0.0069904+0.07887i,0.0053998+0.069286i,0.0027106+0.045879i
0.26945+0.078675i,0.38755+0.019928i,0.3305-0.088155i,0.19861-0.068384i,0.19366+0.063111i,0.24719+0.092203i,0.17186+0.0022698i,0.048501-0.041608i,0.018527-0.014697i,0.033144+0.00074079i,0.026274+0.006996i,0.01766+0.022715i,0.021639+0.028539i,0.017449+0.018883i,0.0037752+0.0050899i,-0.0054499-0.0086873i,-0.00467-0.016139i,0.0029187-0.015658i,0.0035489-0.018895i,-0.0092064-0.03053i,-0.025426-0.042967i,-0.031633-0.043778i,-0.028843-0.030587i
-0.055645+0.21193i,0.015395+0.21998i,0.13679+0.034281i,0.16723-0.16561i,0.12035-0.21336i,0.10179-0.18876i,0.070536-0.13488i,0.013837-0.047858i,-0.012945-0.0026153i,-0.032714+0.00088244i,-0.044018+0.012589i,-0.028007+0.014237i,-0.017031+4.8002e-05i,-0.025837-0.0027629i,-0.042949+0.0099062i,-0.053674+0.029071i,-0.05362+0.043353i,-0.042507+0.044807i,-0.022823+0.036807i,-0.003103+0.02653i,0.0077716+0.020542i,0.0080874+0.020919i,0.0044744+0.018725i
-0.20034-0.037381i,-0.27506+0.045266i,-0.2455+0.19117i,-0.21197+0.24524i,-0.25061+0.21094i,-0.24186+0.21228i,-0.095967+0.19699i,0.034187+0.10639i,0.027035+0.02103i,-0.015121-0.0069773i,-0.015365-0.017188i,-0.0091874-0.022471i,-0.010638-0.012506i,0.00012943-0.00767i,0.020787-0.020457i,0.036385-0.035665i,0.039382-0.034118i,0.030616-0.018337i,0.012008-0.0071029i,-0.0099795-0.00091729i,-0.022546+0.0051205i,-0.022212+0.0060279i,-0.014482+0.0032461i
0.093498-0.16793i,0.090098-0.18141i,0.017872-0.083282i,-0.021639+0.022829i,0.027685+0.067039i,0.080187+0.073321i,0.10034+0.031818i,0.081461-0.035858i,0.038974-0.058532i,0.015394-0.046924i,0.002361-0.036851i,-0.011074-0.019806i,-0.009074-0.004685i,-0.00027754-0.0027923i,0.0027054-0.0091051i,-0.0070483-0.019935i,-0.024094-0.028361i,-0.024318-0.026556i,-0.0011566-0.021355i,0.019796-0.031062i,0.019227-0.046833i,0.011704-0.045166i,0.010378-0.03088i
