-0.00060644+0.00056465i,-0.00013917-0.00055974i,-0.0013494-0.00068946i,-0.0026896+3.1526e-05i,-0.003704+0.0010985i,-0.0026932+0.0017326i,-0.001374+0.0019139i,-0.00083727+0.0011797i,0.00068378+0.00036864i,0.0010858-0.0003267i,0.00048356-0.00089783i,-0.000157-0.00088429i,-0.00070556-0.00047012i,-0.0012974-0.00055127i,-0.0012254-0.0004607i,-0.00037661-2.504e-05i,0.00076872+0.00012526i,0.00044677-0.00011264i,-0.0005809+0.00011607i,-0.00044425+0.00017297i,0.0002443+0.00032322i,0.00031982+0.0004109i,0.00020482+0.00057066i
0.0073087-0.4191i,0.18457-0.3272i,0.48106-0.0088873i,0.61198+0.13565i,0.44637-0.018295i,0.20296-0.17827i,0.062265-0.19277i,0.008838-0.1173i,-0.0049628-0.043863i,-0.018271-0.02031i,-0.036917-0.015208i,-0.029909-0.0021682i,-0.008276+0.0043086i,0.00055496+0.0013415i,-0.0029292-0.0016987i,-0.016587+0.0027677i,-0.02806+0.016051i,-0.016873+0.016871i,0.0053095-0.0064174i,0.0082573-0.024934i,-0.004765-0.014134i,-0.010116+0.0093365i,-0.0022302+0.017874i
0.31623-0.14882i,0.0095861-0.32382i,-0.57866-0.34617i,-0.8308-0.11174i,-0.58609+0.13384i,-0.31238+0.17433i,-0.20357+0.12326i,-0.12118+0.089369i,-0.029939+0.058095i,0.012925+0.026225i,0.015699+0.012579i,0.014865-0.0054616i,0.011287-0.029318i,0.015301-0.033407i,0.034639-0.035962i,0.041378-0.055096i,0.016715-0.065124i,-0.022053-0.040084i,-0.039527+0.0021152i,-0.025564+0.020227i,-0.00607+0.0051689i,0.0011632-0.011781i,0.0036197-0.010333i
0.28767+0.63136i,0.83702+0.69695i,1.2798+0.31116i,1.1057-0.20095i,0.51111-0.37424i,0.1152-0.2384i,0.032135-0.11111i,0.022631-0.08166i,0.0042154-0.058812i,-0.0012747-0.016134i,-0.0084302+0.017527i,-0.02035+0.049681i,-0.015623+0.06423i,-0.024592+0.04145i,-0.066423+0.028827i,-0.088126+0.052748i,-0.065762+0.067543i,-0.035407+0.047132i,-0.021907+0.022281i,-0.018578+0.014984i,-0.015667+0.016391i,-0.011646+0.016969i,-0.0072075+0.011566i
-0.85488-0.13156i,-1.3235+0.037507i,-1.3459+0.36641i,-0.83478+0.60022i,-0.21547+0.54119i,0.059278+0.32438i,0.024201+0.19124i,-0.015053+0.13746i,0.0026003+0.056959i,0.0080398-0.015735i,0.015788-0.038145i,0.022285-0.04153i,0.015389-0.028275i,0.024782+0.0033777i,0.052175+0.028009i,0.072089+0.039539i,0.075924+0.047987i,0.072375+0.055108i,0.064296+0.046902i,0.052249+0.023655i,0.043423-0.00020673i,0.030802-0.019273i,0.0085184-0.020371i
0.4844-0.5576i,0.67416-0.79103i,0.59558-0.79009i,0.25664-0.61149i,-0.056315-0.36122i,-0.10752-0.16533i,0.00034184-0.11591i,0.049117-0.10706i,0.028791-0.05113i,0.0070593-0.0051572i,-0.0065546+0.0017864i,-0.012187-0.015575i,-0.02187-0.041436i,-0.0396-0.05618i,-0.052972-0.06124i,-0.05734-0.065761i,-0.05264-0.066811i,-0.037707-0.05685i,-0.018391-0.039135i,-0.011682-0.021439i,-0.018893-0.0047063i,-0.017519+0.0079285i,-0.0040501+0.0065317i
0.21512+0.44606i,0.14661+0.50592i,-0.015406+0.38985i,-0.0035361+0.23435i,0.14688+0.088757i,0.20345+0.0020854i,0.14236+0.0054259i,0.044829+0.012563i,-0.023116+0.012489i,-0.018002+0.021419i,0.014825+0.014816i,0.032233+0.010501i,0.046224+0.019326i,0.060513+0.02922i,0.074157+0.034565i,0.078047+0.025576i,0.058187+0.0051608i,0.016465-0.009323i,-0.022167+0.0012868i,-0.024536+0.026479i,0.0034003+0.033861i,0.025309+0.022691i,0.028724+0.012668i
-0.42171+0.2242i,-0.3458+0.33968i,-0.048976+0.32177i,0.14573+0.19739i,0.14266+0.085689i,0.073788+0.023055i,0.042084+0.0062405i,0.074759+0.01486i,0.086224-0.0017867i,0.031009-0.014945i,-0.024306+0.0030326i,-0.051314+0.027879i,-0.056271+0.046606i,-0.052102+0.04473i,-0.057201+0.030211i,-0.055967+0.029535i,-0.033274+0.035234i,-0.0032974+0.029217i,0.015343+0.0049796i,0.01046-0.021964i,-0.010152-0.031257i,-0.026767-0.025121i,-0.029609-0.016054i
-0.096447-0.64886i,-0.25779-0.82625i,-0.40086-0.63985i,-0.42907-0.2351i,-0.34651+0.11162i,-0.21184+0.22411i,-0.12973+0.12274i,-0.11597+0.016731i,-0.065172-0.0027535i,0.0047503-0.01925i,0.023223-0.031732i,0.028709-0.022535i,0.035423-0.021962i,0.033979-0.017469i,0.034262-0.010504i,0.014873-0.014125i,-0.02365-0.0042775i,-0.042001+0.017437i,-0.030362+0.027369i,-0.012489+0.026152i,0.0023136+0.024369i,0.014623+0.021767i,0.016232+0.016196i
0.71176+0.2829i,1.0027+0.41432i,0.95526+0.35814i,0.65715+0.053129i,0.31427-0.27069i,0.074519-0.30937i,0.013792-0.11069i,0.03731+0.04091i,0.023971+0.061197i,-0.013897+0.04032i,-0.034589+0.019639i,-0.036626+0.00070228i,-0.030669-0.020461i,-0.037149-0.044643i,-0.049085-0.049572i,-0.033348-0.039266i,0.0047753-0.038337i,0.024721-0.040372i,0.01684-0.034399i,0.00039058-0.027289i,-0.014915-0.023585i,-0.018326-0.015964i,-0.0051706-0.00584i
-0.48267+0.43264i,-0.72909+0.40491i,-0.77811+0.18741i,-0.55826+0.17455i,-0.19275+0.36872i,0.037194+0.40442i,0.042724+0.22717i,0.0014712+0.029278i,-0.01277-0.070084i,-0.0080711-0.06128i,0.020583-0.026364i,0.030559-0.012558i,0.020996+0.0085694i,0.033181+0.03458i,0.051043+0.048055i,0.050608+0.049168i,0.03204+0.038107i,0.010067+0.020984i,-0.0031143+0.013989i,-0.0036403+0.020024i,0.0075838+0.022319i,0.010679+0.014457i,-0.0012373+0.0091541i
-0.27029-0.373i,-0.10903-0.34093i,0.26564-0.14656i,0.3986-0.079546i,0.17717-0.1452i,0.012877-0.15711i,0.038396-0.11721i,0.047029-0.043885i,0.031771+0.028733i,0.023554+0.028057i,-0.0099932-0.0011593i,-0.033419-0.0053931i,-0.031965-0.0010934i,-0.039594+0.0015898i,-0.057814+0.0065695i,-0.060615+0.017764i,-0.038975+0.02824i,-0.010455+0.027121i,0.0080371+0.013146i,0.014122-0.0062516i,0.011104-0.020466i,0.0032588-0.022247i,-0.00026143-0.017066i
0.32874-0.32098i,0.11681-0.38181i,-0.35068-0.20731i,-0.54957+0.024157i,-0.37435+0.057705i,-0.22168-0.01297i,-0.1573+0.006791i,-0.05479+0.029688i,0.0025628+0.00098162i,0.01543-0.0032349i,0.043199+0.0061883i,0.054975+0.0042471i,0.048388+0.00022113i,0.048322-0.0084865i,0.059577-0.027995i,0.056314-0.056873i,0.024093-0.070919i,-0.0092633-0.052472i,-0.021647-0.019196i,-0.024954+0.0036998i,-0.029226+0.017441i,-0.026609+0.026962i,-0.018185+0.027259i
0.25094+0.47179i,0.47572+0.43863i,0.64128+0.062289i,0.6111-0.25397i,0.45429-0.2129i,0.30567-0.054296i,0.13433-0.0026505i,-0.012578+0.01163i,-0.033966+0.024508i,-0.0057857+0.0076617i,-0.0091411-0.0081121i,-0.014711-0.0089495i,-0.013307-0.012878i,-0.019821-0.020099i,-0.031706-0.014916i,-0.028098+0.01109i,-0.0033866+0.035577i,0.012997+0.031795i,0.0069056+0.011556i,0.0030045+3.8479e-05i,0.015203-0.0045776i,0.025839-0.0086377i,0.023918-0.0098988i
-0.48137+0.0093607i,-0.57079+0.10763i,-0.43631+0.30324i,-0.28868+0.42236i,-0.26862+0.32903i,-0.25176+0.16103i,-0.12077+0.06095i,0.01949+0.016703i,0.057507-0.0053857i,0.025047-0.0031161i,0.0028446+0.013848i,0.002984+0.024548i,0.0065243+0.032838i,0.024643+0.050818i,0.047323+0.059717i,0.045835+0.044079i,0.026301+0.021088i,0.013443+0.007066i,0.013438+0.0047002i,0.014847+0.0032402i,0.0092936-0.0025854i,-0.00093308-0.0095619i,-0.0090484-0.015499i
0.14383-0.34827i,0.13257-0.37737i,0.0033172-0.2985i,-0.084325-0.258i,-0.027427-0.23259i,0.063998-0.15732i,0.068499-0.086116i,-0.01013-0.048811i,-0.076743-0.0089102i,-0.079927+0.01577i,-0.064745+0.0090594i,-0.059113+0.0043954i,-0.051445+0.0031669i,-0.06082-0.015129i,-0.087445-0.032978i,-0.097734-0.030233i,-0.080642-0.015193i,-0.050777-0.0030637i,-0.026416-0.0033092i,-0.013946-0.0069848i,-0.0068687-0.0014593i,-0.0031145+0.0080506i,-0.0017595+0.016898i
0.29555+0.18106i,0.33027+0.11106i,0.24676-0.073044i,0.15964-0.11771i,0.14345-0.0075759i,0.13307+0.024508i,0.055522-0.021777i,3.6678e-06-0.03392i,0.012476-0.039798i,0.027775-0.045295i,0.028634-0.021892i,0.027242-0.007001i,0.02227-0.012422i,0.038412-0.0095629i,0.077836-0.0036881i,0.098953-0.014855i,0.076024-0.032441i,0.033737-0.03324i,0.0027971-0.015106i,-0.011489+0.0020352i,-0.014518+0.0035925i,-0.0073967-0.0035041i,0.0041277-0.011891i
-0.29783+0.3156i,-0.28557+0.5054i,-0.040555+0.59816i,0.14872+0.47754i,0.056608+0.25862i,-0.080661+0.17757i,-0.028044+0.16222i,0.070115+0.080692i,0.076412+0.022486i,0.055687+0.016528i,0.044538-0.00050129i,0.027907-0.017169i,0.0099144-0.016928i,-0.01429-0.012827i,-0.045599+7.7772e-05i,-0.057419+0.027214i,-0.037252+0.045866i,-0.010148+0.039247i,0.003574+0.019424i,0.0049665+0.0097026i,0.0038588+0.017481i,0.001485+0.026345i,-0.0024109+0.024994i
-0.21476-0.46332i,-0.40459-0.65755i,-0.60563-0.57565i,-0.58388-0.28876i,-0.26708-0.093022i,0.0021967-0.071265i,0.022617-0.038374i,-0.013954+0.042284i,0.0027973+0.04751i,0.00903-0.0020567i,0.0020673-0.018575i,0.0078398-0.0070671i,0.017128+0.0083762i,0.025219+0.02799i,0.034485+0.03687i,0.037822+0.023165i,0.029988+0.0064152i,0.020681+0.0035657i,0.017295+0.0060055i,0.018659-0.0034882i,0.015839-0.024787i,0.0067437-0.036789i,0.0018506-0.028756i
0.49512-0.017523i,0.78599-0.025061i,0.90612-0.11783i,0.72726-0.25088i,0.33351-0.23879i,0.033877-0.10439i,-0.032327-0.036686i,-0.020637-0.036621i,-0.022723-0.021488i,-0.025177+0.0020865i,-0.031145+0.0128i,-0.035297+0.015395i,-0.032139+0.0086901i,-0.029539-0.018142i,-0.033746-0.05179i,-0.040484-0.063355i,-0.037412-0.052233i,-0.027645-0.038962i,-0.022478-0.032657i,-0.023559-0.018841i,-0.024599+0.0034936i,-0.023466+0.017539i,-0.02766+0.020827i
-0.090999+0.38716i,-0.22897+0.52833i,-0.35711+0.56537i,-0.33116+0.52114i,-0.16241+0.37029i,-0.039743+0.16845i,-0.026075+0.030319i,-0.031114-0.022957i,-0.014983-0.014663i,0.0095257+0.0076084i,0.022791+0.0064456i,0.021436-0.0033621i,0.020986-0.0067701i,0.028285+0.011001i,0.050685+0.045834i,0.074309+0.056799i,0.069254+0.034515i,0.03758+0.011543i,0.0081772+0.0050402i,-0.0015487+0.0016823i,0.0032489-0.0051879i,0.015106-0.0057414i,0.030202-0.003759i
-0.29121-0.12305i,-0.29748-0.24385i,-0.15647-0.36624i,-0.034212-0.4019i,-0.0024356-0.32073i,0.0014648-0.20398i,-0.0095408-0.092558i,-0.027664+0.0039607i,-0.032966+0.037495i,-0.034439+0.031204i,-0.023041+0.030136i,-0.0047867+0.02256i,-0.0025155+0.0078059i,-0.018437-0.014302i,-0.052355-0.03474i,-0.082466-0.023512i,-0.076677+0.0072076i,-0.043499+0.023277i,-0.014162+0.023552i,2.4803e-05+0.020258i,0.00081236+0.013493i,-0.010578-0.00044755i,-0.023222-0.011635i
0.16645-0.21687i,0.21732-0.18245i,0.15888+0.0018037i,0.042314+0.17755i,-0.01961+0.24894i,0.0086416+0.23362i,0.06637+0.12965i,0.071445+0.0038936i,0.03956-0.047493i,0.021393-0.046802i,0.0072981-0.037492i,-0.0083882-0.013427i,-0.008095+0.016892i,0.0082344+0.035725i,0.029433+0.039021i,0.040767+0.02247i,0.031654+0.00038316i,0.016539-0.0083513i,0.0094715-0.0084391i,0.0080383-0.0061786i,0.014844-0.00203i,0.024929+0.0030139i,0.026243+0.0073257i
0.1169+0.2348i,0.077995+0.30594i,0.023038+0.23864i,0.067069+0.0684i,0.12067-0.091747i,0.075156-0.13361i,0.012129-0.051223i,0.0005873+0.024998i,0.0082278+0.032573i,0.00037619+0.014169i,-0.018207+0.0019534i,-0.032741-0.005078i,-0.038161-0.012263i,-0.03554-0.01938i,-0.029715-0.026657i,-0.020237-0.027551i,-0.0081094-0.022958i,0.00087864-0.01827i,0.0023356-0.013987i,-0.0082995-0.010838i,-0.024415-0.0056681i,-0.02961-0.0022776i,-0.023592-0.0071074i
-0.22248+0.011269i,-0.25753-0.082134i,-0.21552-0.1511i,-0.18003-0.048572i,-0.12+0.11374i,-0.037706+0.13341i,-0.00044156+0.064468i,0.024051+0.027276i,0.034896+0.0069215i,0.026971-0.0010196i,0.039974+0.0072302i,0.060975+0.00304i,0.058344-0.0062387i,0.037299+0.0041355i,0.022106+0.034631i,0.025608+0.060454i,0.033105+0.058643i,0.030049+0.03435i,0.020712+0.010501i,0.017805+0.0017904i,0.021525-0.00066678i,0.018281+0.00013866i,0.010038+0.0082167i
0.035149-0.19915i,0.14373-0.14069i,0.28542-0.0048219i,0.29988-0.0015219i,0.14734-0.060245i,0.013379-0.025811i,-0.029562+0.00098432i,-0.066147-0.019982i,-0.070886-0.013504i,-0.040938-0.0043033i,-0.037457+0.00063654i,-0.0355+0.018266i,-0.014519+0.01851i,0.0023527-0.0067901i,0.00031188-0.043319i,-0.022857-0.066464i,-0.042097-0.055441i,-0.039292-0.025513i,-0.02718-0.0038985i,-0.019254+0.0029273i,-0.015459+0.00074146i,-0.0084486-0.0081842i,-0.0014289-0.017383i
0.20089+0.02701i,0.092255-0.0074345i,-0.17974-0.052295i,-0.30225-0.057303i,-0.18349-0.070588i,-0.063198-0.10617i,-0.020822-0.071145i,0.023593-0.0070121i,0.043903+0.00084472i,0.030951-0.013385i,0.020683-0.026082i,-9.2671e-05-0.031232i,-0.021039-0.010171i,-0.019507+0.02432i,0.00036215+0.051374i,0.02653+0.051243i,0.034676+0.024362i,0.022573+0.00052758i,0.011687-0.0091894i,0.0078407-0.013196i,0.0028031-0.0091665i,-0.0053069+0.0066055i,-0.0069263+0.022584i
-0.051329+0.22549i,0.072755+0.21735i,0.29265+0.06347i,0.37547-0.038429i,0.25041+0.018708i,0.12164+0.077328i,0.056582+0.013901i,-0.004994-0.054502i,-0.038983-0.033203i,-0.031093+0.0084335i,-0.020351+0.013844i,-0.013306-0.0019905i,-0.0090021-0.022135i,-0.012986-0.039116i,-0.017044-0.045112i,-0.015301-0.034006i,-0.009036-0.012174i,-0.0040421+0.0051805i,-0.0044431+0.014703i,-0.004379+0.017791i,0.002831+0.0093501i,0.011985-0.0049451i,0.013854-0.015529i
-0.24833-0.104i,-0.38228-0.012581i,-0.46195+0.19662i,-0.43872+0.30306i,-0.28717+0.20653i,-0.11638+0.091683i,-0.022419+0.083016i,0.01841+0.089729i,0.033606+0.038292i,0.021141-0.005614i,0.013574+0.0062427i,0.026072+0.031906i,0.036763+0.038039i,0.033032+0.031554i,0.014363+0.029054i,-0.0067613+0.036699i,-0.015395+0.039173i,-0.0092776+0.028277i,0.0011497+0.014539i,0.0039486+0.0082097i,-0.00049569+0.0084063i,-0.0070912+0.0053803i,-0.010522-0.0013595i
0.16718-0.20097i,0.18142-0.32451i,0.15071-0.39852i,0.15109-0.39268i,0.10927-0.29735i,0.0052068-0.1517i,-0.028086-0.052589i,0.0026666-0.03324i,0.0098865-0.0236i,0.0020049-0.0098696i,-0.010939-0.015958i,-0.029411-0.017361i,-0.029319-0.0060549i,-0.010968+0.00018233i,0.0083389-0.009821i,0.017695-0.031419i,0.016257-0.045018i,0.0095253-0.039789i,0.0032423-0.027553i,0.00049682-0.019973i,0.0015152-0.015667i,0.0072651-0.0082542i,0.011084+0.0021079i
0.13527+0.21084i,0.22675+0.25843i,0.23969+0.24904i,0.17652+0.28116i,0.16274+0.30346i,0.17795+0.2127i,0.097926+0.099598i,0.0074034+0.065097i,0.00019452+0.044801i,0.016806+0.0098842i,0.023069-0.0017159i,0.020885-0.0053681i,-0.0010359-0.0093564i,-0.028883+0.0017267i,-0.040272+0.022913i,-0.030071+0.041291i,-0.0097862+0.043918i,0.0049633+0.029248i,0.010158+0.013115i,0.010611+0.0057955i,0.0052976+0.0042995i,-0.0063928+0.00095694i,-0.016189-0.0039975i
-0.23082+0.057885i,-0.26959+0.13701i,-0.1786+0.1662i,-0.10288+0.052276i,-0.15045-0.093109i,-0.18401-0.11717i,-0.08597-0.078118i,0.0044671-0.066341i,-0.0038947-0.047576i,-0.02954-0.012458i,-0.032067+0.0021958i,-0.018411+0.001507i,0.0079185-0.010712i,0.0261-0.033726i,0.028166-0.046642i,0.018597-0.039594i,0.004424-0.019201i,-0.0083439+0.0030235i,-0.015441+0.017125i,-0.011703+0.018973i,-0.00075796+0.014173i,0.010326+0.012199i,0.018107+0.010588i
0.042106-0.26379i,-0.017502-0.40427i,-0.15488-0.43042i,-0.20473-0.27717i,-0.070497-0.051396i,0.055526+0.045002i,0.024084+0.012544i,-0.03296-0.009925i,-0.0086952-0.003108i,0.028475-0.0069277i,0.026962-0.0049692i,0.010722+0.013205i,0.0031016+0.032668i,0.0055447+0.041851i,0.007343+0.035185i,-0.00055484+0.01607i,-0.010866-0.0026494i,-0.0088517-0.012373i,-0.00078141-0.016173i,-0.0022134-0.017352i,-0.011304-0.017399i,-0.014845-0.018585i,-0.0098748-0.016341i
0.23409+0.15519i,0.40212+0.2296i,0.54174+0.21287i,0.52472+0.095254i,0.29964-0.043055i,0.083226-0.086505i,0.039904-0.038561i,0.049853+0.00028014i,0.016357+0.0089496i,-0.012825+0.014337i,-0.011623+0.0064965i,-0.0067021-0.010736i,-0.0078436-0.015853i,-0.0071975-0.0072096i,-0.00059931+0.0036951i,0.01355+0.0088366i,0.024977+0.0083618i,0.021135+0.0067602i,0.011511+0.0081771i,0.011369+0.011865i,0.016019+0.014396i,0.013917+0.018725i,0.0068286+0.0205i
-0.24672+0.15339i,-0.45693+0.22441i,-0.62788+0.2651i,-0.6426+0.28636i,-0.45586+0.27736i,-0.21784+0.21491i,-0.090997+0.11468i,-0.039843+0.038139i,0.0021886+0.00512i,0.022474-0.0078196i,0.021612-0.0089524i,0.013476-0.0094183i,-0.00078813-0.016417i,-0.017726-0.022203i,-0.031332-0.020063i,-0.037939-0.0090891i,-0.037299+0.0005323i,-0.029276+0.0020059i,-0.021276-0.00097649i,-0.022862-0.0023791i,-0.023815-0.0024749i,-0.01492-0.010138i,-0.0067723-0.019749i
-0.05688-0.25459i,0.0071615-0.39574i,0.17673-0.446i,0.33686-0.42995i,0.32639-0.38039i,0.18086-0.25762i,0.059612-0.084093i,0.015668+0.018039i,-2.8787e-05+0.018968i,-0.018471-0.0049285i,-0.025783-0.008776i,-0.011697+0.0003874i,0.015043+0.0075823i,0.039517+0.0062012i,0.049292+0.0009284i,0.042192-0.0020724i,0.028631-0.0021329i,0.013821-0.000835i,0.0021561+0.0035483i,0.0024258+0.0088136i,0.0083391+0.010307i,0.0074669+0.01185i,0.0020927+0.015197i
0.23572+0.022433i,0.30796+0.089653i,0.20265+0.1748i,-0.010186+0.24928i,-0.12233+0.27805i,-0.088271+0.20148i,-0.021212+0.058392i,0.0080706-0.015784i,0.0182-0.004583i,0.028776+0.011459i,0.022902+0.010825i,0.00074651+0.011832i,-0.021664+0.018403i,-0.03457+0.026715i,-0.031688+0.026867i,-0.017857+0.013938i,-0.0023098-2.905e-05i,0.012818-0.0065644i,0.021511-0.012486i,0.0159-0.021197i,0.0019052-0.024594i,-0.0053218-0.020466i,-0.0035612-0.012254i
-0.071848+0.19071i,-0.11538+0.25475i,-0.065461+0.21853i,0.083169+0.092322i,0.18763-0.051415i,0.15187-0.096946i,0.058221-0.043806i,-0.0038268-0.011602i,-0.031469-0.016738i,-0.035068-0.01518i,-0.025174-0.0092864i,-0.013012-0.0072275i,-0.0027467-0.0082175i,-0.00045593-0.011172i,-0.0042167-0.010415i,-0.006996-0.00018724i,-0.0082019+0.012508i,-0.012022+0.016623i,-0.013709+0.017649i,-0.0060454+0.022476i,0.0021295+0.025935i,-0.00038331+0.022793i,-0.0066886+0.01458i
-0.12422-0.13712i,-0.16056-0.2725i,-0.20061-0.35949i,-0.27103-0.28876i,-0.26038-0.095024i,-0.12081+0.027567i,0.0072426+0.010087i,0.045358-0.013348i,0.04173+0.0040229i,0.03701+0.017479i,0.034277+0.017204i,0.029463+0.0063965i,0.021887-0.0077231i,0.015301-0.018205i,0.01022-0.023298i,0.0033722-0.025633i,-0.0039549-0.02682i,-0.0061119-0.024066i,-0.0063104-0.023753i,-0.010944-0.029008i,-0.011274-0.030516i,0.0019967-0.024754i,0.013309-0.01726i
0.15062-0.034357i,0.26628+0.058329i,0.38203+0.20211i,0.44252+0.2424i,0.35034+0.15251i,0.15281+0.065746i,0.014854+0.033481i,-0.024932+0.004424i,-0.02691-0.019511i,-0.022448-0.022266i,-0.020642-0.017204i,-0.018421-0.0029692i,-0.0069748+0.016949i,0.0082971+0.032681i,0.017178+0.040465i,0.017947+0.039534i,0.014723+0.033742i,0.0090937+0.027963i,0.0035623+0.028537i,0.0050139+0.035206i,0.0094968+0.034135i,0.0034901+0.023862i,-0.0075914+0.015838i
-0.036458+0.11852i,-0.18248+0.11935i,-0.39156+0.026303i,-0.50519-0.051274i,-0.41111-0.038979i,-0.20188+0.0084841i,-0.04673+0.053334i,0.015798+0.07669i,0.028886+0.059846i,0.019721+0.032616i,0.011598+0.018124i,0.0050693+0.0016184i,-0.011593-0.016043i,-0.03104-0.020981i,-0.037502-0.014786i,-0.026799-0.0071249i,-0.012707-0.0028207i,-0.0024205-0.00095229i,0.0032493-0.0033845i,0.00011513-0.012607i,-0.0081927-0.019545i,-0.01124-0.016453i,-0.0073276-0.0092338i
-0.085868-0.037821i,-0.018418-0.079072i,0.16531-0.060412i,0.31286+0.0088684i,0.27964+0.034352i,0.10515-0.00052324i,-0.03536-0.034054i,-0.055077-0.041511i,-0.026052-0.041038i,-0.015898-0.038725i,-0.018081-0.029823i,-0.012906-0.017031i,0.002184-0.00927i,0.015988-0.0080579i,0.016704-0.0084868i,0.0067174-0.0064497i,-0.0011403-0.0052458i,-0.0033346-0.0074012i,-0.0041408-0.0027976i,-0.0025738+0.011337i,0.0026932+0.020376i,0.0076749+0.015139i,0.010065+0.0047453i
0.055854-0.07722i,0.070322-0.066801i,-0.0026803-0.047953i,-0.12907-0.080253i,-0.17721-0.09143i,-0.10288-0.025199i,-0.014228+0.032988i,-0.00020193+0.044121i,-0.0093963+0.04089i,-0.0042305+0.030057i,0.00037613+0.021714i,0.0071362+0.019534i,0.012143+0.014911i,0.011209+0.0082061i,0.01237-0.00014654i,0.016063-0.0088717i,0.01771-0.012421i,0.016671-0.012703i,0.015111-0.018982i,0.011642-0.030039i,0.0051365-0.030182i,0.0017502-0.0155i,-0.00013185-0.0038147i
0.059068+0.065408i,0.046755+0.10763i,0.05143+0.1548i,0.12889+0.18335i,0.18023+0.10954i,0.13051-0.031053i,0.066092-0.10393i,0.043391-0.10271i,0.024585-0.078613i,0.0095892-0.050735i,0.0060769-0.035656i,-0.0051789-0.022109i,-0.016523-0.0011809i,-0.01709+0.013575i,-0.014092+0.019909i,-0.012981+0.019942i,-0.014544+0.016873i,-0.016641+0.014834i,-0.018666+0.019461i,-0.017791+0.028074i,-0.011427+0.026156i,-0.010077+0.011879i,-0.013341+0.0020307i
-0.055295+0.020808i,-0.054386-0.060994i,-0.058764-0.20713i,-0.11708-0.26994i,-0.13513-0.14219i,-0.054199+0.038622i,0.0015212+0.09275i,-0.010485+0.064578i,-0.013745+0.045068i,0.002426+0.032756i,0.0092366+0.022986i,0.0091782+0.012763i,0.0059778-0.0041105i,3.6708e-05-0.018764i,-0.0040278-0.024324i,-0.0038449-0.022i,-0.0024305-0.016513i,-0.00173-0.012066i,-0.00022361-0.015119i,0.0010219-0.026395i,-0.00020391-0.032512i,-0.0019562-0.024294i,-0.0027047-0.00977i
-0.016042-0.024174i,0.0063118+0.066407i,0.060509+0.22212i,0.12159+0.29368i,0.13168+0.19184i,0.09326+0.026054i,0.075797-0.047543i,0.078323-0.040545i,0.060493-0.027963i,0.034114-0.017975i,0.019996-0.011667i,0.012444-0.0096509i,0.0083326-0.0013367i,0.011336+0.0090002i,0.014402+0.013147i,0.010834+0.012391i,0.0075568+0.011269i,0.0077876+0.012985i,0.0053928+0.02134i,0.0025603+0.03497i,0.0046345+0.04193i,0.010324+0.03698i,0.016863+0.025819i
0.015386-0.023859i,-0.044427-0.087914i,-0.13448-0.18958i,-0.17224-0.23523i,-0.14844-0.14415i,-0.12962+0.013423i,-0.11986+0.096123i,-0.086273+0.081803i,-0.044903+0.046294i,-0.02385+0.025763i,-0.018461+0.021139i,-0.0096838+0.021923i,-0.0028338+0.015374i,-0.0038993+0.0090138i,-0.0028297+0.010944i,0.0027355+0.014296i,0.0061128+0.012849i,0.0062817+0.0069872i,0.0084756-0.0035353i,0.0094962-0.017581i,0.0039952-0.025851i,-0.0026699-0.024921i,-0.0056302-0.020874i
0.016161+0.03812i,0.065413+0.063815i,0.12241+0.13867i,0.14412+0.22721i,0.13472+0.1918i,0.11192+0.05862i,0.071548-0.0060341i,0.043869+0.011087i,0.035615+0.011884i,0.020162-0.0049524i,0.0080531-0.0081519i,0.0030922-0.010283i,-0.0023224-0.011919i,-0.0061974-0.0082958i,-0.011277-0.0040558i,-0.013474-0.0013185i,-0.0085261-0.0019431i,-0.0064773-0.003317i,-0.0095289+0.00072605i,-0.01002+0.011069i,-0.0052399+0.017922i,-0.0012739+0.011744i,-0.0034965+0.0026852i
-0.036393-0.0077787i,-0.039129-0.0060583i,-0.034011-0.061479i,-0.059123-0.17461i,-0.12877-0.19294i,-0.17548-0.091882i,-0.14814-0.033283i,-0.10166-0.034579i,-0.070126-0.018102i,-0.042257+0.0011866i,-0.026291+0.003327i,-0.015507+0.0041711i,-0.0022751+0.0010425i,0.0058036-0.0065417i,0.011153-0.010968i,0.012851-0.010148i,0.0086145-0.0075284i,0.0060621-0.0073102i,0.0091028-0.013543i,0.011473-0.02401i,0.0074367-0.027681i,-0.00010923-0.018781i,-0.005264-0.0057686i
0.018951-0.027169i,-0.0087313-0.016762i,-0.035418+0.051612i,0.0086834+0.14915i,0.11129+0.15593i,0.18313+0.06587i,0.16203+0.010549i,0.09475+0.0076922i,0.044755+0.00033036i,0.017357-0.010038i,0.0059405-0.010166i,0.0015421-0.0032937i,-0.0014533+0.005718i,-0.00095119+0.011439i,-0.00045724+0.012723i,-0.0015786+0.0090485i,-0.0039093+0.0056603i,-0.0074282+0.0075211i,-0.013632+0.016541i,-0.019888+0.029425i,-0.017838+0.034833i,-0.0097108+0.031041i,-0.0020582+0.027765i
