-0.0034466-0.00038376i,-0.0031415+0.00028835i,-0.0038286+0.0017346i,-0.0023098+0.0021398i,-0.0012653+0.0026841i,-0.00075411+0.0024675i,-0.00014684+0.0026164i,0.00057382+0.0023301i,0.00087715+0.00086516i,0.0013352+0.00029535i,0.0016114+0.00014821i,0.00085617-0.00033616i,0.00074017-0.0012336i,0.00196-0.0015016i,0.0021929-0.00048255i,0.00083057-0.0005434i,0.00040145-0.00098802i,0.00084802+7.3974e-05i,0.00062786+0.0010057i,-0.00072412+0.00034849i,-0.0011251-0.00025334i,-0.00039894-8.5357e-05i,-0.00024548-7.7591e-05i
-0.038617+0.16661i,-0.14341+0.24152i,-0.21651+0.2273i,-0.20912+0.17863i,-0.14968+0.14341i,-0.059789+0.1114i,0.017299+0.07671i,0.041722+0.043961i,0.029354+0.020701i,0.013531+0.0067105i,0.010463-0.00043394i,0.012394-0.0041473i,0.012099-0.0050976i,0.011716-0.0041763i,0.0077655-0.0014192i,0.0031603+0.0063446i,0.00035479+0.012341i,-0.0023337+0.0082386i,-0.0026564+0.0005248i,0.00017574-0.0032921i,0.0021905-0.004005i,-0.00021236-0.0027979i,-0.0049393-0.00030369i
-0.12878-0.095946i,-0.13826-0.1961i,-0.050132-0.20749i,0.057524-0.12679i,0.10054-0.050543i,0.069767-0.015785i,0.018151-0.010186i,-0.0075414-0.013046i,-0.0085561-0.011025i,0.00065255-0.0084253i,0.0021522-0.0090477i,-0.0032094-0.0082123i,-0.005622-0.0060761i,-0.0052628-0.0038025i,-0.0021019-0.0018867i,0.0012518-0.0056042i,0.00046872-0.0090153i,-0.0030688-0.0054902i,-0.0070813-0.0028197i,-0.0079102-0.0034255i,-0.0044331-0.005249i,0.00089627-0.0075158i,0.0043121-0.0086911i
0.11729-0.080734i,0.19193-0.073819i,0.14202-0.050249i,1.8691e-06-0.060868i,-0.09309-0.074696i,-0.087851-0.054096i,-0.04064-0.013118i,-0.0064402+0.011766i,0.0023323+0.011376i,-0.0030167+0.011813i,-0.0033962+0.016122i,0.0030388+0.014088i,0.0077526+0.010737i,0.0089267+0.0062389i,0.0063849+0.0017185i,0.00066983+0.0047764i,-0.0037734+0.010666i,-0.0048424+0.012048i,-0.0057924+0.010838i,-0.0061451+0.0092527i,-0.0025923+0.007068i,0.0024243+0.0058863i,0.0051691+0.0066557i
0.027427+0.1359i,0.0030545+0.22392i,0.0096136+0.23424i,0.078676+0.18915i,0.12735+0.13826i,0.11+0.078108i,0.063505+0.017033i,0.025919-0.011257i,0.01009-0.0097914i,0.0028903-0.0087895i,-0.0066659-0.01312i,-0.011761-0.013064i,-0.011976-0.012639i,-0.011164-0.013227i,-0.0071126-0.010594i,0.0016258-0.0089616i,0.010548-0.0079622i,0.01526-0.0027799i,0.016226+0.0034453i,0.011398+0.0044002i,0.002457+0.0029099i,-0.0045642+0.0030353i,-0.0054949+0.0032115i
-0.12866-0.033493i,-0.19967-0.11016i,-0.2021-0.16243i,-0.16457-0.1526i,-0.11954-0.11078i,-0.073117-0.04768i,-0.036893+0.0081071i,-0.017968+0.023937i,-0.0098854+0.016256i,-0.0032297+0.0073238i,0.0030911+0.0041984i,0.0062907+0.0039772i,0.0060697+0.0060658i,0.0065991+0.0091065i,0.0057066+0.0066273i,-0.00075292+0.0028066i,-0.0071611+0.0014386i,-0.0067709-0.0012546i,-0.0013062-0.0039613i,0.0018997-0.0032397i,0.0017768-0.0022712i,0.0011643-0.0045906i,0.0003498-0.0081545i
0.072781-0.098374i,0.15592-0.1165i,0.17478-0.055374i,0.10815+0.032319i,0.033128+0.070473i,-0.0019528+0.043613i,-0.00076516+0.0017847i,0.0052987-0.016284i,0.0028196-0.013007i,0.0025239-0.0024379i,0.0056961-4.5934e-05i,0.0052517-0.0040642i,0.0031377-0.0061836i,-0.00089194-0.005924i,-0.0037362-0.0019684i,-0.00063648+0.001456i,0.0017892+0.00024809i,-0.0008412-0.0035063i,-0.0026482-0.0079511i,-0.00038744-0.0081289i,0.0023213-0.0042931i,0.0044774+0.00060646i,0.0059069+0.0041388i
0.058182+0.094242i,0.058163+0.15805i,0.037227+0.12151i,0.042963+0.0005109i,0.067427-0.074384i,0.06617-0.060976i,0.035799-0.020223i,0.013387+0.00066411i,0.0077779+0.0014306i,0.00043563-0.001812i,-0.0083606+0.001678i,-0.0089569+0.0076286i,-0.0054642+0.0093035i,-0.0015765+0.0073534i,0.00066657+0.0022117i,-0.0023887-0.0019514i,-0.0068249-0.0020411i,-0.0073164-0.00055598i,-0.006028-6.285e-05i,-0.0051577-0.00048925i,-0.0037353+0.0011055i,-0.0038847+0.0030463i,-0.004631+0.0034612i
-0.1045+0.021313i,-0.17663+0.010468i,-0.18279+0.018181i,-0.13909+0.0687i,-0.10127+0.10018i,-0.059813+0.077336i,-0.014464+0.037173i,0.0064987+0.01333i,0.0051155+0.0071807i,0.0035968+0.00098068i,0.0039269-0.010491i,0.0015936-0.014913i,0.0026399-0.012486i,0.0059062-0.0092667i,0.006677-0.0049156i,0.0072413+0.00013287i,0.0065282+0.0040792i,0.0026774+0.0077727i,-0.0015752+0.010508i,-0.0034358+0.0076059i,-0.0029486+0.0010023i,-0.0037026-0.003981i,-0.0034401-0.0044683i
0.013007-0.10375i,0.060157-0.16572i,0.098887-0.16897i,0.098394-0.13224i,0.076346-0.086533i,0.040212-0.041045i,0.0058866-0.012155i,-0.0071265+0.00081426i,-0.0063377+0.0048426i,-0.00063912+0.0067849i,0.0029869+0.0092273i,0.0027192+0.0077328i,-0.00011075+0.0041063i,-0.0043992+0.0027483i,-0.0058403+0.0016067i,-0.0033567-0.0012422i,-0.00093557-0.0043429i,0.0013483-0.0039112i,0.0037591-0.0011091i,0.002702+0.00069951i,0.0017151+0.0010068i,0.0048281+0.001182i,0.0084931+0.00027445i
0.082775+0.045705i,0.10623+0.10468i,0.062387+0.12646i,-0.0096717+0.082841i,-0.043654+0.020841i,-0.024501-0.010664i,0.0035858-0.0090433i,0.0067592-0.0045522i,-0.0024821-0.0059004i,-0.0088065-0.0033248i,-0.0076704-9.7289e-05i,-0.0031117+0.00021046i,0.0018654-0.00035791i,0.0056555-0.0040045i,0.0045427-0.0065175i,0.0014995-0.0041555i,0.0016293-0.0017367i,0.0048665-0.0021805i,0.0077183-0.0031388i,0.0069344-0.0017852i,0.0035054+0.0013963i,-0.00013068+0.0037207i,-0.0041153+0.0037521i
-0.058284+0.0551i,-0.10527+0.058973i,-0.086163+0.034903i,-0.0040125+0.030026i,0.049216+0.051272i,0.037733+0.05701i,0.010088+0.03298i,-0.00091553+0.010236i,-0.00064148+0.0029069i,-0.0013128-0.0022574i,-0.0054596-0.0069419i,-0.0091543-0.0049741i,-0.010458+0.00032366i,-0.0097298+0.0059329i,-0.0062561+0.0066075i,-0.002553+0.0014927i,-0.0020727-0.0013746i,-0.0039616-0.0015345i,-0.0038482-0.0026208i,-0.00078145-0.0035487i,0.00037353-0.0027584i,-0.00079943-0.0026131i,-0.00090382-0.0028512i
-0.03217-0.074474i,-0.032736-0.12391i,-0.035377-0.12568i,-0.062197-0.092204i,-0.074403-0.070219i,-0.0477-0.049906i,-0.013797-0.023928i,0.0027485-0.012936i,0.0044561-0.012545i,0.0063357-0.0090853i,0.012729-0.0052915i,0.013693-0.0047498i,0.010321-0.0038339i,0.0078446-0.0028392i,0.0044682-0.0016646i,0.00019915+0.0011995i,-0.0025275+0.0039578i,-0.0034392+0.0037252i,-0.0042415+0.0021768i,-0.0031735+0.000883i,0.0001138-0.00021012i,0.0029876-0.00078025i,0.004043-0.00015011i
0.07174-0.008403i,0.11864+0.018203i,0.12463+0.04789i,0.096459+0.054922i,0.061081+0.047597i,0.030349+0.028516i,0.014433+0.0089217i,0.0072678+0.002951i,0.0017185+0.0044272i,-0.0043633+0.007409i,-0.010853+0.010128i,-0.011588+0.010398i,-0.0083076+0.0069998i,-0.0056031+0.00099645i,-0.0033035-0.0030814i,-0.0014053-0.0036893i,0.00055255-0.0027371i,0.0017416-0.00036585i,0.0012957+0.0023637i,0.00062688+0.0023264i,0.00010199+0.0012588i,-5.3131e-05+0.0035458i,0.0021386+0.0061344i
-0.017042+0.062239i,-0.059096+0.085997i,-0.079874+0.056338i,-0.054151-0.00097284i,-0.0099051-0.028948i,0.016957-0.015647i,0.018477+0.0024003i,0.014835+0.0012635i,0.013816-0.0065595i,0.0085131-0.010471i,0.0019375-0.011067i,0.0010551-0.0091963i,0.0023296-0.004276i,0.0024169+0.0012063i,0.0022061+0.0023437i,0.00089551+0.00076127i,-0.00026955+0.0014171i,0.0012231+0.0039935i,0.0016589+0.0051172i,0.00028628+0.0042787i,-0.0011048+0.0023859i,-0.0029843-0.00078523i,-0.0034522-0.0044183i
-0.047-0.039014i,-0.059157-0.072346i,-0.040629-0.062532i,-0.026302-0.0042592i,-0.036541+0.036873i,-0.039353+0.030586i,-0.02107+0.011282i,-0.0062291+0.0065166i,-0.0024078+0.0088932i,0.0017715+0.005987i,0.0048006-0.00011146i,0.0015364-0.0023213i,-0.0027206-0.0043414i,-0.0045897-0.0069546i,-0.0038974-0.0061014i,-0.0013349-0.0032291i,0.0011023-0.0028913i,0.0023851-0.0050614i,0.0025943-0.0054744i,0.0018517-0.002945i,0.0017076-0.00086709i,0.0022023-0.00050658i,0.0012304-0.00019404i
0.042616-0.036538i,0.076744-0.04294i,0.078786-0.03808i,0.057219-0.045472i,0.046625-0.048868i,0.039164-0.029242i,0.024531-0.0069337i,0.0141+0.0048211i,0.0095856+0.0092232i,0.0065826+0.012029i,0.0039722+0.013759i,0.003648+0.010507i,0.0048043+0.0059555i,0.0056768+0.0045058i,0.0049505+0.0027481i,0.0016245+0.00066747i,-0.0023302-0.00042422i,-0.0040397-0.0011897i,-0.0042277-0.0025374i,-0.0029951-0.0033709i,-0.001211-0.0012669i,0.00030205+0.0015613i,0.0020332+0.0035672i
0.015258+0.044252i,0.004553+0.080109i,-0.018393+0.087542i,-0.029478+0.066729i,-0.027483+0.039211i,-0.016996+0.01834i,-0.0081738+0.0087595i,-0.012013+0.002739i,-0.019837-0.0023135i,-0.021513-0.0058725i,-0.018349-0.010341i,-0.014285-0.012038i,-0.0086601-0.0097093i,-0.0027106-0.0073301i,0.00090311-0.0048436i,0.0011657-0.0013299i,0.0014626+0.0012365i,0.00078286+0.0030608i,0.0001571+0.0035957i,0.0011192+0.0021035i,0.0013705+0.0011046i,-5.9279e-06+0.00097358i,-0.0012212+0.00056126i
-0.046379-0.002212i,-0.068737-0.024316i,-0.051302-0.043857i,-0.0084314-0.03303i,0.016349-0.003098i,0.012039+0.015208i,0.0041329+0.011176i,0.0067544+0.001753i,0.010443-0.0023596i,0.010498-0.0034494i,0.010532-0.0012498i,0.011076+0.0040637i,0.0091644+0.0082375i,0.0039925+0.0090718i,0.00046835+0.0068416i,0.00024087+0.0032132i,-0.00032626+0.00095566i,-0.00083623+0.00013886i,2.7143e-05-0.0010039i,4.2815e-05-0.0018453i,-0.00092303-0.0031543i,-0.00088159-0.0045857i,0.00061957-0.0038894i
0.0080933-0.037743i,0.026046-0.049135i,0.027369-0.032875i,-0.00065847-0.016513i,-0.021378-0.022203i,-0.012895-0.028259i,0.0011971-0.019877i,0.0034769-0.012049i,0.0012936-0.0077827i,0.0025949-0.0030145i,0.0020975-0.00059255i,-0.0021801-0.0018375i,-0.0036686-0.0035477i,-0.00030196-0.0045047i,0.0017567-0.0043095i,0.0016652-0.0021419i,0.0018287-0.00019608i,0.0030654+0.00044703i,0.0037667+0.001038i,0.0015751+0.0012933i,0.00022773+0.0016079i,0.0011445+0.0020932i,0.0010543+0.0020417i
0.032122+0.018206i,0.041439+0.036522i,0.035507+0.040089i,0.033137+0.028162i,0.03296+0.024385i,0.021522+0.024825i,0.010478+0.019996i,0.004336+0.016306i,-0.0019787+0.015197i,-0.007518+0.012292i,-0.010376+0.0069094i,-0.0086636+0.003079i,-0.0059666+0.0022628i,-0.0050837+0.0025699i,-0.0035537+0.0014161i,-0.0013912-0.0011589i,-0.00024887-0.0032334i,-0.00024136-0.0035906i,-0.00018846-0.0019506i,0.0002597-0.00040946i,0.00083722+0.00011136i,-0.0001942+0.00038151i,-0.0011463+0.00083226i
-0.027444+0.018722i,-0.050036+0.017431i,-0.056824+0.0028369i,-0.042926-0.0091928i,-0.023761-0.011678i,-0.0082458-0.0069016i,-0.0017288-0.004494i,-0.00067-0.011403i,-0.00075044-0.018325i,0.001201-0.019641i,0.0057139-0.018503i,0.0084635-0.015149i,0.0098736-0.010783i,0.010175-0.0063514i,0.0084944-0.0023336i,0.0046571-0.00035911i,-0.00010192+0.0014181i,-0.002916+0.0019875i,-0.0041649+0.0013501i,-0.003606+0.0014819i,-0.0018858+0.0010881i,-0.00054756+9.6954e-05i,0.0017281-0.00082658i
-0.0090034-0.027803i,-0.0016957-0.043099i,0.013031-0.035445i,0.015021-0.0074259i,0.0028607+0.010635i,-0.005132+0.0098362i,-0.0012326+0.0052263i,0.0042526+0.0061975i,0.0059219+0.0082996i,0.0055313+0.0081732i,0.0018683+0.0087791i,-0.0050209+0.010351i,-0.0092204+0.009882i,-0.0086891+0.0061096i,-0.0054806+0.0035438i,-0.0024958+0.0021662i,-0.00058873+0.00026178i,0.0010181-0.0005686i,0.0025055-9.8755e-05i,0.0029202+9.5571e-06i,0.0024314-0.00072628i,0.0013892-0.0011459i,0.00069248-0.00039451i
0.023886-0.0027909i,0.033165+0.0044229i,0.024834+0.0088509i,0.012038-0.0032739i,0.013065-0.014336i,0.017308-0.008784i,0.014429-3.8748e-05i,0.010653+0.001621i,0.0079453+0.0017606i,0.0043175+0.0035062i,0.0020614+0.0018219i,0.0024691-0.0031377i,0.0030703-0.0049297i,0.0032174-0.0031274i,0.0027679-0.0014673i,0.00081716-0.00078602i,9.4709e-06-0.0004259i,8.217e-05+0.001043i,0.00016314+0.0019991i,-7.9874e-05+0.00028279i,-0.00083657-8.7841e-05i,-0.0015894+0.00092475i,-0.0018604+0.0011891i
-0.005922+0.019775i,-0.014344+0.027915i,-0.019125+0.026927i,-0.013658+0.024313i,-0.010855+0.021367i,-0.01151+0.01322i,-0.010614+0.0068608i,-0.012531+0.0027916i,-0.015656-0.00075122i,-0.014411-0.0037414i,-0.010535-0.0055726i,-0.0074586-0.004218i,-0.0044234-0.0025832i,-0.0016737-0.0037139i,-0.00086962-0.0039691i,0.00014396-0.0020905i,0.0018925-0.00034545i,0.0026914-7.2015e-05i,0.001754-0.00041401i,0.00012307+0.00045493i,-0.00050588+0.00096057i,0.00015545+0.00024028i,0.00033183-0.00031495i
-0.01656-0.0081152i,-0.019103-0.021645i,-0.0091915-0.028755i,0.0022075-0.02448i,0.0082652-0.015484i,0.0091693-0.0057114i,0.010903-0.0036305i,0.015583-0.0073243i,0.01751-0.0078178i,0.016091-0.0051392i,0.014166-0.0015682i,0.011618+0.0016848i,0.0078519+0.0034881i,0.0043544+0.004895i,0.0022209+0.0033419i,-0.00010138+0.00023831i,-0.0022268-0.0015152i,-0.002562-0.0034117i,-0.0025875-0.004661i,-0.0024783-0.0038866i,-0.0018377-0.0023196i,-0.00020001-0.00056785i,0.0014016+0.001475i
0.0098676-0.011481i,0.018869-0.0088926i,0.016144+0.0024245i,0.002955+0.0079997i,-0.0047807+0.00293i,-0.0012788-0.00187i,0.004578+0.0011017i,0.0047045+0.0051101i,0.0015774+0.0062779i,-0.0020537+0.0066854i,-0.0057189+0.0041717i,-0.0093501-0.0018515i,-0.010002-0.0070785i,-0.0079276-0.0084218i,-0.0051475-0.0074335i,-0.0029374-0.0051388i,-0.0014256-0.0015691i,-0.00071408+0.0021393i,-0.00022648+0.0037206i,4.4302e-05+0.0038191i,0.0011004+0.0029913i,0.0022425+0.00099021i,0.0017845-0.00076274i
0.0050551+0.0066897i,0.0010182+0.013197i,-0.0040431+0.010017i,0.00072737+0.0033934i,0.0080725+0.0061232i,0.0083015+0.011303i,0.0056489+0.011983i,0.0031027+0.012305i,-0.00088551+0.012246i,-0.0040259+0.0093484i,-0.0027432+0.0044353i,0.0025898+0.0023976i,0.0062613+0.0026183i,0.0059629+0.0017547i,0.0047306+0.00030893i,0.0041544-0.00054388i,0.0029639-0.00084764i,0.00051825+7.6739e-05i,-0.00013295+0.0001542i,-0.00023157-0.00093799i,-0.0021225-0.0012i,-0.0036455-0.00055241i,-0.0034579+0.00038508i
-0.008444+0.0013627i,-0.015202-0.0047007i,-0.014682-0.010512i,-0.011373-0.0095256i,-0.0091202-0.0073475i,-0.0052192-0.0063073i,-0.0031509-0.0052379i,-0.0048609-0.0073678i,-0.0058709-0.011458i,-0.0036292-0.013041i,-0.00059185-0.011528i,-0.00040318-0.0087618i,-0.00092636-0.0058428i,0.00042692-0.0036743i,0.00027136-0.0022041i,-0.00074459+0.00013425i,-0.00055268+0.0030454i,-0.00013993+0.0035411i,-0.00076758+0.00125i,-0.0012088+0.00016669i,-0.00056694+0.00069039i,0.00069977-6.8e-05i,0.0012313-0.00070529i
-0.00070073-0.013833i,0.0054405-0.017608i,0.010234-0.0099264i,0.010041-6.237e-05i,0.0079202+0.0040698i,0.0067213+0.0053065i,0.0081134+0.0054127i,0.0073595+0.0058211i,0.0048494+0.0064792i,0.0034571+0.0074347i,0.0026095+0.0084936i,0.0015434+0.0085289i,0.00064966+0.0075727i,0.00033982+0.0056728i,6.7545e-05+0.00354i,0.0002966+0.0014517i,0.00083694-0.0011781i,0.0022629-0.0026348i,0.0036421-0.0023672i,0.0035653-0.0020327i,0.0022804-0.0018912i,0.0006884-0.0019554i,-0.00022202-0.0017286i
0.0091355+0.0038951i,0.0093564+0.0092804i,0.0022832+0.0091356i,-0.0044048+0.0030611i,-0.0019961-0.0014241i,0.0021035+0.00088558i,0.0013039+0.003639i,-0.00047603-0.00031852i,-0.00096327-0.0029237i,-0.0014881-0.0024129i,-0.001267-0.0045479i,-0.0002323-0.0063729i,0.00015508-0.0059075i,0.00081761-0.0049016i,0.0010076-0.0040657i,0.00014242-0.0024705i,-0.0019132-0.00022522i,-0.0028207+0.0012279i,-0.0016871+0.0015425i,-0.0017767+0.0018105i,-0.0016739+0.0022086i,0.00017252+0.0020075i,0.0018326+0.00094907i
-0.0069151+0.0062294i,-0.0092492+0.0060818i,-0.0058435+0.002722i,-0.0013343+0.0017267i,-0.0012098+0.0037956i,-0.0024613+0.003407i,-0.0017727+0.0019596i,-0.0031644+0.00058072i,-0.0062489-0.0014869i,-0.0053306-0.0025073i,-0.003199-0.0024779i,-0.0032453-0.0011764i,-0.0040079+0.0011047i,-0.0038765+0.0026279i,-0.0019699+0.0020746i,-9.5646e-05+0.00075881i,0.00027142+0.00029933i,-0.00082761+0.00012227i,-0.0014625+0.00013141i,0.00030722+0.00040471i,0.0013164-0.0002639i,0.00027952-0.0020674i,-0.00047565-0.002886i
-0.0076494-0.0094856i,-0.0073054-0.012521i,-0.0040717-0.0091527i,0.00045271-0.0058754i,0.0058994-0.0037937i,0.0096081-0.00177i,0.011044-0.0032829i,0.012274-0.0071284i,0.011954-0.0082196i,0.0099377-0.0053668i,0.0072758-0.0020011i,0.0067302-0.0016881i,0.0063245-0.0031239i,0.0048294-0.0034445i,0.0034769-0.0043984i,0.00088854-0.0046939i,-0.0020103-0.0027316i,-0.0030278-0.0011944i,-0.0023706-0.0013669i,-0.0019072-0.0013869i,-0.0019623-0.00036683i,-0.0011889+0.001045i,0.00012447+0.0020923i
0.0060816-0.0046025i,0.0081411-0.0031962i,0.0038322+0.0021695i,-0.001197+0.0072686i,-0.0023092+0.008894i,0.001132+0.008632i,0.0040611+0.0085956i,0.00341+0.0079414i,0.0010233+0.005956i,-0.0017648+0.0037584i,-0.0054542+0.0022244i,-0.0083802+0.0028612i,-0.0069079+0.003779i,-0.0041224+0.0022219i,-0.001707+0.00077611i,0.00096974+0.00024929i,0.002284+0.00060667i,0.0019751+0.0019226i,0.00080683+0.002859i,0.00085323+0.0029265i,0.0014724+0.002321i,0.0013669+0.0015458i,0.00062621+0.0012868i
0.0022364+0.0039074i,-0.0004225+0.0060043i,-0.0029702+0.0023233i,-0.0023611-0.0015703i,-0.00090994-0.00029345i,0.00045842+0.0044924i,0.0020083+0.0064554i,0.0032947+0.006342i,0.0033414+0.0068368i,0.002558+0.0051054i,0.0027433+0.00021225i,0.0028213-0.0030292i,0.0037275-0.003411i,0.0050038-0.002755i,0.0042022-0.0021151i,0.0017715-0.0016547i,0.00014273-0.0014932i,-0.0010801-0.0011096i,-0.0025717-0.00094963i,-0.002244-0.00094916i,-0.002075-0.00081978i,-0.0029514-0.00068028i,-0.00233-6.9538e-05i
-0.0059078+0.0018068i,-0.0066224+0.001512i,-0.0033619+0.0014681i,-0.0021182+0.001339i,-0.0030527+0.00018567i,-0.0017726+0.00059035i,-0.0010523+0.00088506i,-0.0032204-0.002398i,-0.0048683-0.0047009i,-0.0036382-0.0038688i,-0.00085018-0.0028259i,-0.00043184-0.0035274i,-0.0015126-0.0041165i,-0.0013503-0.0030709i,-0.00099825-0.0012428i,-0.00042958+3.8486e-05i,0.00034245+0.00098123i,0.0016203+0.00064847i,0.003143-0.00020264i,0.0023603+0.00088249i,0.0022454+0.0015304i,0.0031544+0.00067961i,0.0020595-0.00020532i
-0.0041388-0.0028957i,-0.0027779-0.005528i,5.2995e-05-0.0033577i,0.003598-0.0022517i,0.0054404-0.0011895i,0.0042617+0.0013749i,0.0043246+0.0029648i,0.0059143+0.003961i,0.005811+0.0036215i,0.0038695+0.0023302i,0.0015582+0.0020726i,0.00097049+0.0035972i,0.0015082+0.0041225i,0.0026717+0.0029817i,0.0027985+0.0010433i,0.0015816-0.00023952i,-0.00023083-0.00027254i,-0.00063053-0.00040666i,-1.8219e-05+0.00021206i,-0.00094634-1.5397e-05i,-0.0015389-0.00090482i,-0.0015719-0.00045438i,-0.0015071+0.00054151i
0.00085098-0.0050775i,0.001753-0.0053755i,-0.0012789-0.004401i,-0.0037171-0.002431i,-0.00303-0.0004358i,-0.0010704+0.00053019i,0.00053691+0.00068411i,0.00099486-0.00031496i,0.00042018-0.0013045i,-0.00027503-0.0018307i,-4.7619e-05-0.0038552i,-0.0012218-0.0068216i,-0.0032311-0.0068167i,-0.0029641-0.0044363i,-0.0023958-0.0024805i,-0.0030073-0.00081946i,-0.0028139+0.00079982i,-0.0018094+0.0015368i,-0.0017755+0.0011259i,-0.0016981+0.00066914i,-0.0010678+0.00049319i,0.0001157+0.001012i,0.0010905+0.0013766i
-0.0008225+0.001525i,-0.00012653+0.0023706i,0.0002697+0.0018794i,0.0014566+0.0024591i,0.0030329+0.0029187i,0.0035428+0.0027838i,0.0025673+0.0023744i,0.00025146+0.0020865i,-0.0032975+0.0028439i,-0.004036+0.0032528i,-0.0010519+0.0029374i,0.0032118+0.0023038i,0.0056203+0.00171i,0.004452+0.0011467i,0.0029425+0.00011807i,0.0022815-0.0011417i,0.00092384-0.0016184i,-0.00028543-0.0016196i,-0.0010454-0.0016225i,-0.0010628-0.0013692i,-0.00039942-0.0010351i,-0.00018125-0.00075473i,-0.00023446-0.00015827i
0.0030352-0.00017412i,0.0011761-0.00080227i,-0.00083364-0.0024373i,-0.00066126-0.0029497i,0.001273-0.0012622i,0.0035406+0.00019187i,0.0056589-0.00047965i,0.0061412-0.003108i,0.0045629-0.0055154i,0.0024678-0.0053385i,7.842e-05-0.0037635i,-0.0012174-0.0016257i,-0.00081605+0.0002101i,-0.0010867-0.00087257i,-0.0014662-0.0021187i,-0.0012088-0.0013662i,-0.00049533+0.0007242i,0.0014356+0.0022933i,0.0018333+0.0022904i,0.0010008+0.0020273i,0.00060458+0.0021843i,0.00093102+0.0024091i,0.0012616+0.002093i
0.00056464-0.00052932i,0.00058475-0.001145i,0.00035392-0.00011617i,0.00019713+0.00033136i,-0.00067916+0.0013737i,-0.00043663+0.0027307i,0.001114+0.0039143i,0.0020245+0.0043126i,0.0012584+0.0040518i,0.0013929+0.0032078i,0.0017895+0.00038157i,2.8497e-06-0.0011556i,-0.00086355+0.00032466i,0.00018123+0.00084309i,0.00052722-0.00013872i,0.00030353-0.0016172i,-0.00069195-0.001954i,-0.00039682-0.0014489i,0.0013951-0.0012156i,0.0021046-0.0013575i,0.00099617-0.0018447i,0.00047053-0.0021763i,0.00041915-0.0019275i
-0.0039473-0.0037299i,-0.0048475-0.0033613i,-0.0041995-0.0011893i,-0.0011787-0.0016183i,0.0025156-0.0019969i,0.005363+3.6259e-05i,0.0060732+0.0017535i,0.004311+0.0021978i,0.0015383+0.0026922i,-1.9152e-05+0.0028963i,0.001514+0.0017127i,0.0033238-0.0007937i,0.0027565-0.0024504i,0.0020072-0.0035167i,0.0014593-0.0041641i,4.5494e-05-0.0036442i,-0.0012731-0.0018517i,-0.001719-0.00018669i,-0.0017059+3.0141e-05i,-0.001675+3.4724e-05i,-0.0016746+0.00057466i,-0.0019883+0.00088971i,-0.0017067+0.001164i
0.0037738-0.0044188i,0.0020948-0.0057231i,0.00029054-0.005143i,-0.00090551-0.0023334i,-0.00074703+0.00067498i,0.00014534+0.0032411i,0.00017756+0.0036941i,-0.0019186+0.00020039i,-0.005127-0.004307i,-0.0061911-0.0057553i,-0.0055831-0.0036022i,-0.0049288-0.00051574i,-0.0034496+0.0018194i,-0.0014743+0.004091i,-0.00078843+0.0051661i,-0.00012964+0.0035916i,0.0009912+0.00092791i,0.00097099-0.00036737i,0.00053422-0.00023852i,0.0010282-0.00066939i,0.0020043-0.0013717i,0.0025583-0.0017389i,0.0011305-0.0021781i
0.0051897-0.00047925i,0.0051443-0.002603i,0.0024577-0.0045667i,-0.00016482-0.0037461i,-0.00050883-0.00098687i,-4.735e-05+0.0022422i,0.0021955+0.0034444i,0.0059375+0.00091322i,0.0078457-0.0015622i,0.0070799-0.0029497i,0.0042718-0.003353i,0.0016982-0.0022784i,0.00031722-0.0011372i,-0.00075585-0.00091155i,-0.0015032-0.0017112i,-0.0025329-0.0014466i,-0.0031621+0.00012744i,-0.0029812+0.0012243i,-0.0023798+0.0020508i,-0.00083071+0.0020994i,0.00038299+0.0010324i,0.00095273+0.00075856i,0.0012675+0.0013784i
0.0023879+0.00073516i,0.0017473+3.9764e-05i,-0.00013655-0.0004421i,-0.0012863-0.00089879i,-0.0013729-0.00025155i,0.00076246+0.0005324i,0.0023735+0.00086387i,0.0023594+0.00093618i,0.0013295+0.0013651i,0.0012673+0.0023806i,0.0018114+0.0018153i,0.0010502+0.00010742i,0.00011626-0.00047658i,-0.0002189-0.00066081i,0.00045984-0.00053001i,0.0012191-0.00013665i,0.0011538-0.00032711i,0.0012822-0.0007609i,0.0011338-0.0011493i,0.0012715-0.0002499i,0.0021509+0.00035981i,0.0019166-4.9065e-05i,0.001452+9.8865e-05i
-0.0037874-0.0007014i,-0.0050451-0.00019069i,-0.0026724-0.0022345i,-5.985e-05-0.0024831i,-0.00065139-0.00029405i,-0.00052774+0.0025106i,0.0016495+0.0040429i,0.0024281+0.0035582i,0.00025742+0.0012885i,-0.0028432-0.00027385i,-0.0040354-0.00025287i,-0.0030438+0.00049615i,-0.00058962+0.00068404i,0.0018387+0.00030343i,0.0016772+0.00047894i,0.00084137+0.00029365i,0.0010082+0.00028607i,-0.00010259+0.00096456i,-0.0010914+0.00034498i,-0.00087358-0.0013728i,-0.0011071-0.0016866i,-0.0012286-0.0015908i,-0.0011465-0.00079301i
