-0.005337+0.0016477i,-0.0042359+0.0023105i,-0.0035513+0.003149i,-0.001573+0.0027191i,-1.3733e-05+0.0018928i,0.000525+0.0020233i,0.0004011+0.0022004i,0.00098114+0.0025008i,0.0017281+0.0023383i,0.0023241+0.00052832i,0.002169-0.00073201i,0.0012665-0.0012644i,0.00090137-0.001853i,0.00043461-0.0019393i,-0.00081545-0.0014088i,-0.0017487-0.00050614i,-0.0013258-0.00052977i,-0.0003683-0.00063422i,0.00092629-5.824e-06i,0.0015071+0.00011029i,0.00058182-0.00033024i,-0.0001989-0.00054788i,-0.00016912+0.00056288i
-0.00012767+0.00078283i,0.001447+0.0014315i,0.0027792+0.00074225i,0.0021595-0.00042334i,0.0010651-0.0012499i,0.00086718-0.000646i,0.0011204+8.0749e-05i,0.0015224+5.381e-05i,0.0015141-0.0001343i,0.0016423-0.00034032i,0.0016807-0.00036471i,0.0012541-0.00036408i,0.00057157-0.00045998i,0.00012462-8.1003e-05i,0.00019893-1.1618e-06i,0.00018137-9.5239e-05i,0.00020823-7.7684e-05i,0.00047261+0.00014701i,0.00068275+0.00037805i,0.00043638+0.00034961i,-0.00029435-0.00039213i,-0.000339-0.00048399i,-0.00038688-0.00040308i
-0.0012124+0.00059776i,-0.00075962+0.00033645i,-0.00031082-0.00086762i,0.0012412-0.00073411i,0.0019883-0.00037864i,0.0011405-0.00094707i,8.5374e-05-0.00040173i,-3.3184e-05-0.00015305i,0.00038354-0.00019079i,0.0002036+0.00030084i,0.00025375+0.00016741i,0.0010557-0.00077244i,0.00056173-0.00092345i,-0.0005735-6.267e-05i,-0.00046919+3.6898e-05i,0.00018556-0.00028299i,0.00011436-0.00011717i,-1.4716e-05+0.00038103i,0.00054182-0.00015903i,0.00043497-0.0006662i,-0.00012274-0.00056344i,-0.00012999-0.0004658i,-1.4642e-05+0.00022572i
0.0015623-0.00036034i,0.0019474-0.00023219i,0.001639-9.7054e-05i,0.00091008-0.00010858i,-8.9415e-05-0.00077257i,-0.00035271-0.00071999i,-0.00012849-0.00056485i,-0.00028127-0.00076101i,0.00016812-0.00059778i,0.0012474-0.0001292i,0.00066724-0.0002255i,0.00026561-0.00032176i,0.0003356+4.0225e-05i,0.00049611+1.068e-05i,0.00046211+0.000387i,-4.6857e-05+0.00077095i,-0.00053314+0.00044341i,-0.00076181-0.00039403i,0.00047278-0.00066162i,0.00078441-0.00025697i,-1.4107e-05-8.2235e-05i,-0.00029974+0.0002625i,-1.6207e-05+0.00034088i
-0.00086243+0.0013254i,-0.00045862+0.0013785i,-0.00048311+0.00044781i,0.00050297+0.0002722i,0.001058+0.001198i,0.0017511+0.00036305i,0.0014531-0.0010833i,0.00054462-0.00094414i,0.0010423+0.00022115i,0.0011989+0.00076162i,0.00061314+0.0006601i,0.00068066+0.00091413i,0.00035979+0.00081402i,-0.00013941-4.2698e-05i,-0.00042209-0.00012972i,-0.0004077+0.00021189i,-9.9102e-05+3.4778e-05i,-0.00020595-0.00065412i,-0.0003817-0.0012706i,-0.00018641-0.0011364i,0.00022299-0.00039899i,0.00048052-0.00068346i,0.00067696-0.0010791i
0.0010121+0.00041615i,0.00083688-0.0010298i,0.0015439-0.0015306i,0.001572-0.0018352i,-0.00036696-0.0027529i,-0.0018432-0.0026718i,-0.0012654-0.0010364i,-0.00021611-0.00054259i,0.00039641-0.00029077i,0.00079925-0.0002531i,0.00075958-0.00015134i,-0.00014259+0.00018994i,-0.00058959+2.2492e-05i,-0.00058386+0.00043089i,-0.00041081+0.00074528i,-0.00072776+0.00021691i,-0.00071192+5.7272e-05i,-0.00092528+6.628e-05i,-0.00089144-0.00011229i,-0.00029551+0.00012716i,-0.00048815+0.00095944i,-0.0010968+0.0005862i,-0.00087889+0.00031176i
0.0020444-0.00040572i,0.0021134-0.0011931i,0.0021315-0.0015987i,0.0010337-0.002118i,-6.2322e-05-0.0024554i,-0.00091611-0.0018694i,-0.00042424-0.0013859i,0.00046722-0.00073733i,0.00050702-0.00049267i,0.00062978-0.00080046i,0.00092136-0.00071425i,0.00095962-0.00053947i,0.00051574-0.00038471i,0.00071168-0.00077504i,0.00097426-0.00083582i,0.00050983-0.00011872i,0.00017989+4.9527e-05i,0.00023001-2.6991e-05i,0.00046732+0.00042841i,-4.0155e-05+0.0006379i,-0.00070369+0.00075157i,-5.427e-05+0.00022083i,0.00087908-0.00090039i
-5.6042e-05+0.0037422i,0.0010201+0.0024235i,0.0013084+0.0015556i,0.002225+0.00041014i,0.0019209-0.00076634i,0.00099352-0.0014893i,6.2356e-05-0.0014857i,-0.00070544-0.0011858i,-0.00052544-0.00045685i,0.00018313-0.00050406i,0.00024707-0.00091353i,-8.7655e-05-0.001206i,0.00022162-0.0010911i,0.00033606-0.00011227i,-0.00028887+0.00072036i,-0.0005481+0.00045016i,5.3001e-05-0.00010356i,0.00035225-0.00040796i,3.7503e-05-0.00078368i,-0.0002063-0.00034536i,-0.00058016+0.00045969i,-0.00071588+0.0003815i,-0.00028336-9.087e-05i
0.00045659+0.0011424i,0.00019777+0.00047766i,-0.00018755-0.0015594i,-0.00041904-0.0028509i,-0.00086732-0.0024287i,-0.0016858-0.0011009i,-0.0016338-3.603e-05i,-0.00059304+9.8312e-05i,-0.00019118-0.00029849i,-0.00030036+0.00043845i,-0.00046354+0.00097086i,-0.00013418+0.00047434i,0.00049231+0.00038076i,0.00054046+0.00053136i,0.00025637+0.00051894i,0.00038615-8.5856e-07i,0.00035438-2.7911e-05i,0.00021764+0.0008607i,0.00043827+0.0012371i,4.9948e-05+0.00035193i,-0.00041397-0.00018228i,-0.00038458+0.00021593i,-0.00044939-6.0175e-05i
0.00016802-0.0017946i,-0.00038283-0.0014267i,-0.00073266-0.0019579i,-0.00082833-0.0019327i,-0.00038177-0.0012676i,1.8201e-05-0.00058095i,0.00048597-0.0001841i,0.00066534-0.0002239i,0.00053969-0.00024433i,0.00055046-0.0010803i,0.00033868-0.00098333i,-0.00035992-0.00046506i,-0.00018086-0.0003926i,0.00021677-0.00028642i,-0.00013328-0.00069354i,-0.0004792-0.00019688i,-0.00047693+0.00077505i,0.00028468+0.00043638i,0.001117-0.00041753i,0.00067011-0.00093143i,0.00024026-0.00076327i,0.00038907-0.00024879i,0.0003219-0.00015523i
0.00111-0.00020572i,0.0011284-0.00042393i,0.0012861-0.00045859i,-3.5748e-05-0.00048689i,-0.0012962-0.0013503i,-0.0015314-0.0014324i,6.4158e-05-0.00022645i,0.00082392-0.00015328i,0.00057448-0.001239i,0.00020236-0.0011364i,-0.00071024-0.00010865i,-0.00041796-0.00013589i,-1.8207e-05-0.00041982i,-0.0006281+0.0002673i,-0.00035006+0.00039428i,-0.0002154+2.841e-05i,-0.00017391-0.00040416i,0.00015493-0.00013097i,-0.0002264+0.00030455i,0.00027881+3.1977e-05i,0.0005137-0.00058967i,0.00010156-0.00064412i,-0.00020636+0.00029714i
0.0015671+0.0001376i,0.002241-0.00013376i,0.0025138-0.0013867i,0.0016201-0.0025523i,0.00049501-0.0025164i,-0.00057387-0.0016868i,-0.00031003-0.00081882i,0.00032609-5.9481e-05i,0.00058619+2.7274e-05i,0.00047943+0.0007493i,0.00012678+0.00067613i,-0.00017375+0.00032319i,-0.00012699+0.0004423i,0.00035785-0.00014241i,0.00094463-0.00038113i,0.0012209-0.00024364i,0.0011867-0.00040528i,0.00051341-0.00049954i,0.0003984+6.6716e-05i,0.0010975-0.00028705i,0.00081254-0.00062508i,-5.9282e-06-8.8434e-05i,-0.00075735-7.7405e-06i
0.0019733+0.00085935i,0.0023713+0.00082492i,0.0027774+0.0005981i,0.0022305-0.0010109i,0.00062728-0.0018527i,-0.00037647-0.00052978i,-0.0002756+0.00086117i,0.00022821+0.0004443i,0.00064525+4.8809e-05i,0.00074615-0.00017046i,0.00097041-0.0005372i,0.00062327-0.0010195i,-0.00016654-0.0016632i,-0.00049266-0.0012331i,-0.00019195+1.5842e-05i,-0.00042571+0.00040362i,-0.00094783+0.00012353i,-0.00038283-0.00024402i,0.00091583-0.0002819i,0.0010395+0.00047113i,0.00065938+0.00097283i,0.00051025+0.00079806i,0.00025595+0.00059829i
9.7387e-05+0.00026985i,0.0010318-0.00070108i,0.0016283-0.00082337i,0.00088234-0.0012166i,0.00015827-0.0025352i,0.00029948-0.0026853i,0.00033864-0.0011428i,0.00059378+0.00037921i,0.00083926+0.00065281i,0.00046718-0.00010226i,-0.00021463-1.9873e-05i,-0.00054913-0.00036826i,-0.00057105-0.001097i,-2.5742e-05-0.00051473i,0.00025689-0.00017174i,1.1469e-05-0.00026128i,-0.00011244+0.00063741i,-0.00030725+0.0014343i,-3.2131e-05+0.0010428i,0.00028194+0.0006246i,0.00049267+0.00068699i,0.00044375+0.00076785i,0.00033897+0.00037637i
-0.0013456-0.00048433i,-0.00064299+0.00013433i,9.9806e-06+0.00053691i,-7.8656e-05+0.00084118i,0.00011987+0.00069265i,0.0005221+0.00086191i,0.00023583+0.00082475i,0.00050022+0.00019401i,0.00039374-1.4011e-05i,3.8369e-06-4.095e-05i,-1.8081e-05+0.00062484i,-0.00032939+0.00060072i,-0.00017828-0.00059969i,0.00077225-0.0013237i,0.00095803-0.00064719i,0.0001059-0.00031163i,-0.00030751-0.00058208i,-0.00029888-0.00049058i,-0.00024277-0.00043917i,0.00038801-0.00093458i,0.00079379-0.00032683i,0.00064734+0.00092084i,-6.1519e-05+0.00098904i
-0.00078316+0.00012693i,-0.00035662+0.00045427i,-0.00043046+0.0008132i,-0.00072998+0.00063183i,-0.0007888-3.7239e-05i,-6.3466e-05-0.00033237i,0.00031955-0.00035382i,0.00052502-0.00029638i,0.00063183-0.00018726i,0.00031063-0.00025387i,6.0307e-05-0.00082475i,0.00022786-0.00076109i,0.00028496-0.00036987i,0.00056281-0.0005246i,4.5392e-05-0.00068771i,-0.00021551-0.00045525i,0.00054955-0.00017905i,0.00049026-0.00055696i,0.00062496-0.00068747i,0.00042695-0.00065344i,0.00015011-0.00061765i,0.0010291-0.00048637i,0.0010924-0.00035106i
0.00049493+0.00019879i,-0.00030357-0.00040978i,0.00030207-0.0006387i,0.0010381-0.00092461i,0.00058935-0.0014387i,-0.0010102-0.0015403i,-0.00087172-0.0010229i,0.00055352-0.00061135i,0.0012386-0.00028799i,0.00089521+0.0003756i,0.00045105+1.9789e-05i,0.00016607-0.00035818i,0.00018676-0.00053239i,0.00084051-0.00052771i,0.00094819-0.00011386i,0.00058216+5.3502e-05i,0.00010207+0.00019522i,-0.00046045-9.6327e-05i,-0.00024264-0.00055381i,0.00034444-0.00032089i,0.00024451-0.00058886i,0.00016573-0.00078786i,0.00023928-0.00067258i
0.00078963+0.00014019i,0.00055985-0.00075996i,-0.0011587-0.0014614i,-0.0014642-0.0021138i,-0.00094568-0.0018697i,-0.001278-0.00073185i,-0.0010863-0.00023317i,-0.00035869-0.0003158i,-0.00025887-0.00062141i,-0.00071362-0.0005518i,-0.00057429-0.00037707i,-0.00076528-0.00046714i,-0.00093915-2.9137e-05i,-0.00023721+0.0011169i,-0.00019847+0.00078272i,-0.00083869-0.00069237i,-0.00076211-0.0010349i,-2.5518e-05-0.00023512i,0.00019331+1.9849e-05i,-0.0001666-0.00056655i,-5.8335e-06-0.00026322i,-0.00013067+3.9969e-05i,-0.00062116-9.0368e-05i
0.00039017+0.0010311i,0.00059056+0.0013474i,0.0020141+0.0012552i,0.0020073+0.00043516i,0.00079638-0.0012772i,0.00024171-0.0021571i,0.0011799-0.0016475i,0.0019738-0.00051679i,0.0005201+0.00039934i,-0.00048+1.6757e-05i,0.00053314-0.00020838i,0.0010582+0.00030103i,0.00047519+0.00036624i,0.00075782+0.00022885i,0.000796+0.0006558i,0.00018269+0.0011221i,-0.00010682+0.00029218i,-0.0004754-0.00032827i,-0.00048856-0.00075486i,4.7704e-05-0.00076593i,0.00016834-0.00080372i,0.00061101-0.00078613i,0.00036402-0.00012857i
0.00017834-0.00050796i,-0.00021042-0.001345i,-0.00020858-0.0012063i,3.8903e-05-0.00047602i,-0.00028515+1.6035e-05i,-0.0005145+2.9309e-05i,-0.00012668-0.00035347i,0.00076635-0.00045445i,0.00095446-0.00049435i,0.00015751-0.0005643i,7.7673e-05-0.00091041i,0.00014126-0.00090032i,0.00015249+0.0001888i,-0.00034896+0.00097907i,-0.00066292+0.00040572i,-0.00040415+0.00042139i,-0.00078855+0.00040893i,-0.00071159-0.00079279i,-0.00032135-0.00075954i,-0.00018311+1.5466e-05i,-0.00010597+0.00047016i,-0.00036883+0.00072504i,-0.000623+0.00066397i
-0.00023083+0.00041735i,-0.00098873+0.0010942i,-0.0015777+0.0011387i,-0.0010695+0.00063147i,-0.00061626+0.00028204i,0.00031818-0.00028954i,0.00098921-0.00023674i,0.00090386+1.583e-05i,0.00095798+0.00020155i,0.00099902+0.0004021i,0.00097689+0.00057671i,0.00040009+0.00077235i,-0.00033513+0.00063266i,1.9962e-05+0.00021468i,0.00015967-0.00011739i,-0.00026676+0.00018983i,-0.00024984+0.00054588i,0.00056481+0.00034338i,0.00047936+0.00022775i,-0.00027199-0.00031879i,0.00035754-0.00041086i,0.0017574-0.0003216i,0.0016518-0.00062565i
0.0010947-6.0575e-05i,0.0017064-0.00032677i,0.0023832-0.00043203i,0.002784-0.0013486i,0.0018168-0.0015167i,0.00085378-0.0015325i,0.0013666-0.00052051i,0.0011605+5.9956e-05i,0.00082791+0.00011401i,0.0010746+0.00017636i,0.00096081+5.0116e-05i,0.0010242-0.00011682i,0.00071964+4.0993e-05i,1.6848e-05+0.00050018i,0.00010125+0.00035905i,0.00087532+0.00028896i,0.00070482+0.00023129i,6.1398e-05+0.00030203i,8.6726e-05+0.0010787i,-0.00013811+0.00075272i,-0.00040048-0.0001545i,-0.00041365-0.00014714i,-0.00088767+0.00022145i
-0.00054294+0.00048417i,-0.0010658+0.00056995i,-0.00056538-0.00058684i,-0.00034646-0.001548i,0.00041468-0.0017888i,0.00043194-0.0015423i,0.00015961-0.00067775i,0.00034263-3.5764e-05i,0.00029318-0.00053065i,0.0002063-0.0007698i,0.00017899-0.0006222i,0.00025769-0.00060799i,0.00027491-0.00062856i,0.00034761-0.00031382i,0.00042906-0.00046454i,0.00058608-0.0015364i,0.0011336-0.0014532i,0.0013673-0.00070982i,0.0012359+0.00030504i,0.00037248+0.00094061i,-0.00059856+0.00077904i,-0.00062479+0.00033504i,-0.0012311+0.0001313i
-0.00029781-0.0012649i,-0.00037313-0.0014894i,7.3815e-05+0.00018192i,3.7027e-05+0.00087698i,-0.0005211+0.00055297i,-0.001447+0.00039812i,-0.0011024+7.0175e-05i,4.7129e-05-0.00011367i,0.00054663+6.4843e-05i,0.00033965+0.0004777i,-0.00039916+0.00083479i,-0.000491+0.00046607i,-6.5873e-05+0.00036854i,-0.00038367+0.00034934i,-0.00078911-0.00038249i,-0.0005694-0.00019337i,-0.00025666-0.00023346i,-3.008e-05-0.00066417i,0.00028389-0.00042811i,0.00045079-0.00040502i,5.747e-05-0.0006194i,-0.00015907-0.00055977i,0.00027474+0.0002342i
4.3601e-05-0.0011085i,-0.0002178-0.0010247i,0.00014316-0.001594i,-0.00019447-0.0010447i,-0.0013198-0.00070284i,-0.00134-0.00032596i,-0.00057786+0.00018404i,0.00017458+0.00031546i,0.00040297+0.0002021i,0.00027834+5.8616e-05i,0.00018066+0.00062259i,0.0005437+0.00073811i,0.00066282-5.738e-05i,0.00044919-0.00070212i,0.0005659-0.00078827i,0.0010213-0.00055076i,0.00025574-0.00067804i,7.4462e-06-0.00081375i,0.00052686-0.00080936i,0.00012463-0.00055027i,0.00011353-0.00033278i,0.00023857-0.00031178i,0.00030239+0.00014795i
0.0011862+0.00013189i,0.001655-0.00061191i,0.0016004-0.0012361i,0.00055528-0.0014794i,-0.00054585-0.0012884i,-0.00037164-0.0013073i,-4.6852e-05-0.0013539i,0.00022176-0.00077878i,0.00087028+0.00028873i,0.00024044+0.00070081i,-0.00039359+0.00055638i,-0.00077103+0.00056701i,-0.00042523+5.2872e-05i,9.7748e-05-0.00022918i,0.00017541-0.00020419i,0.00071076-0.00046183i,0.00054482-0.00033981i,-7.2444e-05+0.00014074i,9.9012e-05-6.5789e-05i,-7.3779e-05-0.00091097i,4.5365e-05-0.00072981i,-0.00014094-0.00037885i,-0.0004832-0.00026169i
0.00092681+0.00168i,0.0017664+0.0015265i,0.0019939+0.0014399i,0.0015576+0.0010261i,0.00079162+0.00038237i,0.00012735-0.00024581i,-0.00010789-0.00037065i,0.00013149-0.0002741i,0.00058334-0.00022203i,0.00043545-0.0004721i,-0.00028664-0.00044016i,-3.0197e-05-0.00089242i,-6.7331e-05-0.0010738i,3.1463e-05-0.00027482i,3.119e-05+0.00020732i,0.00017011+0.00024617i,0.00020363-0.00021264i,-0.00059527-0.00023306i,-0.0010888-0.00025755i,-0.00054408-0.00098064i,-5.2179e-05-0.00065106i,-0.00040078-9.712e-05i,-0.00012095+0.00014297i
-0.00090571-0.0010183i,-0.0020754-0.0018508i,-0.0020313-0.0015827i,-0.00045364-0.00094839i,0.00021508-0.00097511i,0.00038204-0.00011005i,0.00024701+0.00061116i,0.00056969-0.00032167i,0.0014576-0.00070519i,0.0015514-0.00084325i,0.00093386-0.00069018i,0.00040953-0.00031074i,-0.00010994-0.00064257i,-0.00033146-0.00092436i,0.00010846-0.00072719i,0.00015738-0.00018611i,-0.00055549+0.00041214i,-0.00025959+0.00020944i,0.00018953+0.00018147i,-0.00070478+0.00044257i,-0.0013152+0.00060103i,-0.00088949+0.00030895i,-0.00031241+0.00053713i
-0.00037078+1.9503e-05i,0.0021291-0.00029196i,0.0024769-0.00067695i,0.00097112-0.00054385i,-0.00014922-0.00023926i,-0.00061163-0.00022218i,-0.00022623-0.00063418i,1.3445e-05-0.00058659i,-8.2947e-05-0.00069081i,1.7442e-05-0.00076812i,0.0004108-0.00028111i,-6.311e-07-0.00064181i,-0.00036381-0.00088644i,-0.00033249-0.0003883i,-0.00040414+0.00035923i,-0.00031986+0.00069704i,-0.00021506+0.00034803i,-0.0003837-4.713e-05i,-0.0005239-0.00012864i,4.5475e-05+0.00014969i,0.0004136+0.00010002i,0.00020102-0.0005769i,5.5235e-05-0.00011255i
-9.0444e-05+0.001423i,-0.00056843+0.0020228i,-0.00033181+0.0014294i,-0.00071487-0.00042777i,-0.0014633-0.00067916i,-0.0011533+8.2823e-05i,-0.0003575+0.0007373i,0.0011077+0.00058785i,0.002027+0.00046525i,0.0013097+0.00031928i,0.00050332-1.4531e-05i,0.00025721-0.00035966i,-0.00037944-0.0005834i,-0.00024116-4.5245e-05i,0.0001713+0.00060381i,-0.00013253-0.0001234i,-0.00014201-3.5463e-05i,-7.2871e-05+0.00045016i,-9.1317e-05-0.00027566i,0.00048635-0.00061289i,0.00027147+0.00032803i,-0.00037493+0.00011023i,-0.00046223-0.000711i
-0.001223+0.00034368i,-0.002843+0.00082767i,-0.0019609+0.001282i,0.00043352+0.00026476i,0.0003662-0.00050129i,-0.00059934-0.0010851i,-0.00034519-0.00079677i,8.0874e-05-0.00047294i,0.00065632-0.00090232i,0.00024863-0.001442i,-0.00015018-0.0013424i,-2.3806e-05-0.0010682i,-0.00036869-0.00093837i,1.2676e-06-0.00083385i,0.00072162-0.00080467i,0.00073672+0.00016181i,0.0002802+0.0004573i,-0.00039551+1.871e-05i,-0.0004128-0.00023485i,7.4797e-05-0.0009923i,0.0001634-0.00087977i,0.00092114-0.00025256i,0.0012254+0.00042624i
0.00061563+7.4767e-05i,0.001663-0.00063022i,0.0020709-0.00040752i,0.0016229-0.00044202i,0.00038168-0.00088479i,-0.00052468-0.00048855i,-2.7562e-05+1.8324e-05i,0.00064544+0.00059353i,0.00055829+0.00073198i,9.297e-05+0.00010504i,0.00031986-0.00055921i,0.00066463-0.00090017i,0.00075234-0.00054601i,0.00061185-0.00016335i,0.00028812+2.4146e-05i,0.00046096-0.00019408i,0.00029323-0.00032136i,0.00055456-0.00022062i,0.00057618+0.00055176i,-0.00015551+0.0013673i,9.5299e-05+0.0009459i,0.00037476-0.00028144i,-5.9386e-05-0.00042498i
0.00052117+0.0013424i,0.0010343+0.00060509i,0.00066324+0.00052244i,0.0011407+9.3872e-05i,0.00090447-0.00085301i,-4.3456e-05-0.00091634i,-8.0579e-05-0.0002966i,-0.00016713-6.6555e-05i,-0.00017129-0.0001213i,0.00052811-0.00044653i,0.00023925-0.00039881i,-0.00018616+0.00024294i,-0.0004336+0.00039287i,-0.00034736-0.00021935i,0.00025794+0.00031361i,0.00037253+0.0010447i,0.00029309+0.00053573i,0.00034197-0.00036614i,-8.601e-05-0.00022818i,-0.00032407+0.0003973i,-0.00028614+0.00049417i,-0.00016501+0.00047471i,0.00037564+0.00050592i
0.0002838+0.00039945i,0.00162-0.00065769i,0.002127-0.0014708i,0.0018239-0.000904i,0.0010147-0.0011319i,-0.0007256-0.0015167i,-0.0016248-0.00062531i,-0.0011262-0.0004325i,-0.00034813-0.0015303i,0.00050974-0.00091696i,-3.0618e-05+6.3186e-05i,-0.00049071-0.00017799i,8.2865e-05-0.00038786i,-0.00032617-0.00064956i,-0.00068467-0.0008099i,0.00011732+0.0001039i,0.00040657+0.00077041i,0.00030268+0.00048554i,0.00093128+8.2094e-05i,0.0010643+0.00061936i,0.00075979+0.00068706i,0.000619+0.00025771i,-1.8437e-05+0.00067471i
0.0014374-0.00048386i,0.00064065+0.00020136i,-0.00033672-0.0010765i,-0.0016148-0.001538i,-0.0019409-0.0015576i,-0.0013671-0.00095172i,-0.00028782+0.00021153i,0.00056572+0.00012345i,0.0011403-0.00077833i,0.0010894-0.0008019i,-0.00016379-0.00051873i,-0.00049428-0.00051705i,-2.6895e-05-0.00068378i,0.00017139-0.00052663i,0.00016909-0.00025469i,-0.00099299-0.00042907i,-0.0013169-0.00058556i,0.000113-6.322e-05i,0.00088976+0.00068604i,0.0008139+0.00024501i,0.00048186+9.6299e-05i,-0.00022451+0.0001314i,-0.00048561-0.00057221i
0.00053217-0.00083741i,-0.00020111-0.00077564i,-0.00033388-0.0010986i,-5.264e-06-0.0012121i,-0.00047865-0.0015054i,-0.00013124-0.0012221i,0.0004453-9.2748e-05i,0.00023539-0.00017471i,0.00046015-0.00063595i,0.0009715-0.00037538i,0.00073701-4.079e-05i,-0.00014959-5.2547e-05i,-0.00026662-0.00021049i,0.00013273-0.00045557i,0.00056397-0.00050586i,0.0005699-0.00050297i,0.00016588-0.0004766i,-0.0003265+0.00020893i,-0.00043112+0.00070503i,0.00028163+0.00013688i,0.00098622-0.00023977i,0.00079743-5.7525e-05i,0.00040969-0.00037929i
0.0010449+0.00093044i,0.0010637-0.00024064i,0.0011004-0.00046669i,0.0010983-0.00059994i,-0.0002448-0.0015634i,-0.001311-0.0019422i,-0.00083878-0.0013079i,9.9795e-05-0.00032277i,0.00077049-5.4921e-05i,0.00049926-0.00050141i,-0.00020427-0.0005309i,0.00030357-0.00030036i,0.00066047-0.00032381i,1.9982e-05-0.00038698i,-0.00064992-0.00034576i,-0.0010613-2.4855e-05i,-0.00043521+0.00048767i,0.00072692+0.00096276i,0.001139+0.00065837i,0.00071051-0.0003146i,0.00033699-0.0005243i,0.0006387+0.00039755i,0.00035686+0.00050665i
0.00016063+0.00067792i,0.00059093-0.0010892i,0.0007041-0.0020435i,0.00020639-0.002039i,0.00069257-0.0018078i,0.00097934-0.00097472i,3.1266e-05-5.8813e-05i,-0.00073113+0.00054395i,-0.00017943+0.00030497i,0.0009344-0.00074191i,0.001377-0.00062799i,0.00040628-0.00029983i,4.0834e-05-0.00057195i,0.00062189-0.00053177i,0.00042388+4.7536e-05i,-0.00028997-0.00016167i,-0.0012168-0.0004279i,-0.00084734-0.00029302i,0.00017381+0.00010242i,0.00073055+0.00016918i,0.00081297-0.00047096i,0.00051342-0.0010249i,0.00045171-0.00046227i
-0.00072063+0.0014116i,0.00059115+0.0023537i,0.0014804+0.0029554i,0.0020626+0.001189i,0.0025297-0.00017411i,0.0023815-0.00041277i,0.001327-0.00073934i,0.00037999-0.00068493i,0.00045024-0.00034205i,8.1045e-05-7.7465e-05i,-0.0001884-0.00030936i,-0.00010699-0.00017522i,0.00010371+0.00033408i,0.00083372+0.0001807i,0.00056016-1.3609e-05i,-0.00044817+0.0001343i,-0.00044083-0.00024081i,0.00062664-0.00050792i,0.0011004-0.00050304i,0.00028984-0.00085794i,-0.00049194-0.0012293i,-0.00047885-0.001192i,-0.00055613-0.00030587i
-0.00035906-0.00082449i,-0.0012478-0.0016303i,-0.0014216-0.001194i,-0.001226-0.00073476i,-0.0011899-0.0011438i,-0.00046524-0.00089523i,-8.6219e-05+0.00022151i,-0.00031109+0.00069355i,-3.3733e-05+0.00019801i,-0.00042951-5.1333e-05i,-0.0002843-6.125e-05i,0.0003743+9.0036e-05i,0.00055423+0.00031623i,0.00078182+0.00029195i,0.00068622-7.757e-05i,7.5663e-05-0.0005767i,-0.00091615-0.00048867i,-0.00096755-0.00031535i,5.2415e-05+8.1496e-05i,0.0013183+0.00047626i,0.00091827+0.00026433i,-0.00017649-6.1655e-05i,0.00011455-0.00050355i
-0.0011121+0.00058768i,-0.00068374+0.0011403i,-0.00053369+0.00078481i,-5.7417e-05+0.0005457i,0.00063131+0.00033666i,0.00029915+0.00035756i,0.00074882+0.00036537i,0.0013022-5.8929e-06i,0.00099365+3.3689e-05i,0.00069362+0.00061296i,1.0013e-06+0.00050944i,-0.00057347-0.00034394i,-0.00012765-0.0011455i,0.00023066-0.0011579i,-4.5893e-05-0.00094169i,-3.2056e-06-0.00054725i,0.00065364-0.0001705i,0.0012135-0.00030924i,0.0010678-0.0010459i,0.00042115-0.0014785i,-0.00038923-0.0011511i,0.00010564-0.00058851i,0.00048446-0.00050716i
0.0007213-0.00076936i,0.00051685-0.0017731i,0.00059125-0.0017793i,-7.9145e-05-0.001781i,-0.00069031-0.0018875i,-0.0012529-0.00069984i,-0.0014356+0.00040978i,-0.00046189+0.00079107i,4.855e-05+0.00037728i,0.00022814-0.0009321i,0.00063579-0.0013722i,0.0005602-0.0012159i,0.00024147-0.00062575i,0.00024842+0.0006012i,0.0001971+8.4964e-05i,0.00047667-0.00057383i,0.0006505-0.00033462i,0.00016725-0.00022714i,-5.8818e-05-0.00024819i,0.00038499-0.00042612i,0.00021718+0.00013295i,9.4239e-05+0.0005108i,-0.00036627+3.108e-06i
0.00044464-0.0011628i,0.00063234-0.00089527i,0.00077464-0.0012091i,0.00035025-0.0015603i,0.00047123-0.00099956i,-0.0003738-0.00036234i,-0.00052921-0.00066479i,0.00050626-0.001253i,0.0013933-0.001626i,0.0017482-0.0012716i,0.0016014-0.00030202i,0.00091334+5.0077e-05i,-0.0002874-0.00019207i,-0.0010135-0.00038205i,-0.0010487-0.00060651i,-0.00081041-0.0004914i,-0.00050248-0.00050265i,2.1592e-05-0.0001983i,0.00023941-0.00036151i,0.00023841-0.00061782i,-0.00015381+0.00030974i,-0.00059948+0.00033582i,-0.0007246-0.00047502i
-0.0011856+0.00034113i,-0.0012734+0.0012243i,-0.0019311+0.00014868i,-0.00068478-0.00063247i,0.00053936+0.0003968i,0.00052255+0.0017546i,0.00033241+0.0011958i,-3.099e-05+0.00038897i,-0.0005912+0.0005974i,-0.00037016+0.0005463i,-0.00044053+0.00017346i,1.7277e-05-5.1072e-05i,0.001221-0.00043671i,0.0011634-0.00055085i,0.00025502-0.0005407i,1.9576e-05-0.00011671i,0.00038779+0.00056976i,0.00092778+0.00021758i,0.00095079-0.00025733i,0.00049873+0.0001378i,0.00013054+0.00033369i,0.00033846+0.00051565i,0.00045732+0.00035684i
