0.0012176+0.0022256i,-0.000335+0.0011419i,-0.0018137+0.000153i,-0.00234-0.00066404i,-0.0021616-0.00042008i,-0.0016469+0.00040699i,-0.00099886+0.0012556i,-0.00027798+0.001586i,0.00075729+0.00087053i,0.0015559+2.4694e-05i,0.0012352-0.00030066i,0.00044437-0.00042227i,0.00014757-9.0298e-06i,0.00023531+0.00025688i,-0.00049352-9.5461e-05i,-0.0007454+5.1885e-05i,-0.00034519-2.7806e-05i,-0.00023364-0.00055901i,-0.00065571-0.00033037i,-0.00036295+0.00046165i,6.8189e-05+0.00037229i,-0.0001267-0.00017773i,-0.00022736-0.00063833i
0.00048159-0.0015686i,0.0001497-0.0013657i,0.00021126-0.0013095i,0.0005336-0.0015973i,0.0010015-0.00061159i,0.0013067+0.00054883i,0.00036376+0.00014087i,-0.00082669-0.0012119i,-0.00051054-0.00099049i,-9.5088e-05-0.00033746i,6.2023e-06-4.3857e-05i,7.3337e-05+0.00018326i,0.00022392+0.00074685i,-0.0001505+0.0011559i,6.0649e-05+0.00021884i,-2.1432e-05-0.00027731i,-0.00025546+0.00021485i,0.00037753+0.00024328i,0.00028753+0.00031085i,-0.00034217+0.00035065i,-0.00070613+0.0003455i,-0.00056873+0.00015117i,-0.00015654+0.00017373i
-0.0015456+0.00018752i,-0.00029051+0.00064992i,-0.0006975+0.00092601i,-0.0012239+0.00095297i,-0.00027312+0.0010937i,0.00045115-0.00027585i,-8.6186e-05-0.0014288i,-0.00062978-0.0020532i,-0.0010476-0.0013933i,-0.0016543-0.00013836i,-0.0014519+0.00055023i,-0.00089595+0.00036007i,0.00019664-0.00049129i,0.00050361-0.0010452i,-5.6989e-05-0.00061032i,-0.00027376-0.00050799i,-0.0004518-0.00047236i,-0.00061657+0.00013039i,-0.00030762-5.0004e-05i,-0.00031548-6.8863e-05i,-0.00029417-0.0002289i,9.8304e-06-2.3744e-05i,0.00057354+0.00024888i
0.001238+0.00037417i,0.0004895+0.0009748i,-0.00035636+0.00063678i,-0.0010557+0.00016196i,-0.00064515+0.00021975i,0.00020833+9.648e-05i,-0.00020543-0.00091377i,-0.00088193-0.0011737i,-0.0011519-0.00020795i,-0.0002202-0.00017126i,0.00054372-0.00085086i,0.00058231-0.00093531i,0.00033962-0.00085167i,-0.000163-0.00092849i,-0.00035277-0.00075404i,0.00019225-0.00049623i,0.00054954-0.0002155i,0.00080725-3.8993e-05i,0.0004628+0.00023399i,-0.00058782+0.00067877i,-0.00067613+0.00059394i,8.6491e-05+9.0627e-05i,0.00016508-0.00023066i
0.0015157+0.0018052i,0.002417+0.0015566i,0.0025105+0.0010056i,0.0022046+0.00050936i,0.0018776+0.00043198i,0.00095758+3.2142e-05i,-0.00027071-0.0018469i,-0.00032566-0.0014353i,6.6213e-05-6.3261e-05i,0.00024302-0.00020939i,-2.9506e-05-0.00034897i,1.1877e-05-0.00049752i,4.5304e-05-0.00056186i,-0.00024573-0.00064459i,-0.00068836-0.00056969i,-0.0006075-0.00075035i,-0.00024643-0.00028599i,4.7165e-05+0.00054102i,-0.00068574+0.00026037i,-0.001065-0.0001168i,-0.00042659+0.00032749i,0.00029201+2.2034e-05i,5.4251e-05-0.00091054i
0.00048619+0.0027063i,0.0018898+0.0037074i,0.001808+0.0028434i,0.00039852+0.0013057i,-0.00014693+0.00074627i,-0.00049164-9.5291e-05i,-0.00096594-0.00064069i,-0.001144-0.00036494i,-0.0010509+0.00024935i,-0.00056322-0.0002596i,-4.1444e-05-0.00076781i,0.00051149-0.00095126i,0.0010661-0.0011055i,0.0002815-0.00042672i,-0.00020901+0.00030393i,-0.00027696+0.00017429i,-0.00018078+0.00026429i,0.00081541+0.00031674i,0.00087019+0.00030791i,-0.00013839+0.00016914i,-0.00040778-0.0003982i,0.00019872-0.00051397i,-4.9381e-05-0.00027085i
-0.001066+0.00084245i,-0.00051386-1.2443e-06i,0.00072875-0.0013225i,0.00060666-0.0022227i,0.00045848-0.0013595i,0.0012438-0.00010332i,0.0013689-0.00065547i,0.00087413-0.0012923i,0.00073346-0.00056386i,0.00058673+0.00011253i,0.00078921-4.9542e-05i,0.00056342-9.5014e-05i,0.00011576-0.0004571i,0.00012277-0.00043636i,-7.6451e-05+5.6915e-05i,-0.00089178+9.4765e-05i,-0.00083543-0.00037121i,-0.00032483-0.0003707i,-0.00017297-0.00017065i,-0.00022443-0.00039751i,0.00043082-0.00059414i,0.00032983-0.00033092i,-0.00087118-0.00044982i
-0.0011918-0.00090572i,-0.00091317-8.3257e-05i,0.00015691+0.00096794i,0.00049264+0.00050396i,0.00042519+0.00040092i,0.00031623+0.00068315i,-0.00045298-0.00032253i,-0.00061314-0.00085348i,-0.00044377-0.00015101i,0.00016098+0.00050035i,0.00068967+0.00037574i,2.3383e-05+6.9679e-05i,-0.00032287-0.00013362i,-0.00020547-0.00034319i,-0.00049298-0.00048972i,8.2245e-05+7.4198e-05i,0.00060099+0.00096111i,6.067e-05+0.00047982i,-0.00039244-0.00017457i,-0.00067663-0.0001088i,-0.00024692+0.00028769i,-0.0003384+0.00032608i,-0.00081464+0.00055096i
0.0014795+0.00083055i,0.0013851-0.00036738i,0.0013589-0.0014766i,0.00046716-0.0018661i,0.00030933-0.00075945i,0.00065406+4.9325e-05i,0.000336-1.0109e-05i,-0.00084253-0.00027353i,-0.00084437-0.00011796i,0.00021751+0.00040077i,0.00052856-2.9054e-05i,0.00053811+0.0003888i,-0.00026309+0.0010389i,-0.0010314+0.00085945i,-0.00051893+0.00044487i,-0.00017822+0.0002649i,0.00020176+0.00014479i,0.00035985+0.00010757i,-8.5851e-05+0.00071008i,9.9242e-06+0.00071054i,0.00065963-1.8881e-05i,0.00074771-0.00043064i,0.00048154-9.2042e-05i
-0.00077543+0.00041587i,0.00019777+0.0004917i,0.0010159-5.2899e-05i,0.00092141-0.00017732i,0.00028112-0.00044272i,-2.8288e-05-0.00070804i,-0.00017176-0.00088459i,-0.00011843-0.0011533i,-0.00021728-0.00016012i,-4.8604e-05+0.00086122i,0.0003233+0.00068639i,0.000149+0.00035524i,0.00012014+0.00084611i,0.00034151+0.0016892i,-0.00011805+0.00097241i,-0.0005512-0.00013096i,-0.00028188+0.00012271i,-0.00015509-6.1705e-05i,0.00033633-0.00044172i,0.00066098+0.00028678i,0.00048674+0.00037996i,0.00016568-0.00034501i,-0.0001275-0.00098059i
-0.00013958+0.0023692i,0.0016247+0.0023572i,0.0028572+0.0018052i,0.0024274+0.00093137i,0.0019698+0.00037015i,0.0018281-0.00088095i,0.00089279-0.002021i,-0.00037901-0.0014944i,-0.00058425-0.00027424i,9.0444e-05+0.00019298i,0.0005468+0.00018735i,0.00048379-1.7912e-05i,0.00045336-0.00049707i,0.00088147-0.00071437i,0.00038008-0.0010821i,0.0003148-0.00073699i,0.00091347+0.00029923i,0.0010362+0.0010331i,0.00038397+0.0011729i,-0.00022877+0.00076879i,-0.00023948+0.00016599i,-0.00067968-0.00060626i,-0.00047816-0.00075417i
0.0012493+0.0028633i,0.00097504+0.0026715i,0.0011383+0.00082358i,0.00018445-0.00054911i,-0.00023627-0.0012395i,-0.00023728-0.0012652i,-4.7297e-05-0.00048899i,-0.00042878+4.6022e-05i,-0.00034256+2.8815e-05i,0.00038072+0.00014509i,0.00024155-7.3575e-05i,-0.00026925-0.00019712i,-0.00020851+0.00036529i,0.00011792+0.00035114i,-0.00030914+0.00023794i,-0.00058121-3.3418e-05i,-0.00057825-0.00016659i,-0.0011219+7.3352e-05i,-0.00025394+0.00032142i,0.00045343+0.00048164i,0.00010549+0.00014217i,-0.00059534+5.99e-06i,-0.00072771+0.00041988i
-0.0016411-0.00018376i,-0.00070325+3.0379e-05i,0.00067428-6.8371e-05i,0.00076818+1.5911e-05i,-4.3645e-05-4.8424e-05i,-5.8727e-06+8.1273e-05i,-0.00028412-0.00041527i,-0.00022604-0.00053567i,0.00020821-0.0001999i,-0.00052539-0.00076006i,-0.00093773-0.00085939i,-0.00039813+0.00034634i,-0.00032542+0.00071596i,-0.00035822+0.00069146i,4.898e-06+0.00095706i,0.00033331+0.00063276i,0.00089698+0.00042783i,0.00042834+0.00055038i,-0.0003984+0.00096393i,-0.00022507+0.00062212i,0.00097213+9.7321e-05i,0.00077407-0.00017581i,7.9335e-05-0.00031351i
0.0016196+0.0017379i,0.0017177+0.00021981i,0.00093332-0.0011988i,0.00057693-0.0018587i,0.00067079-0.0017018i,0.00078882-0.00017798i,0.00057293-7.3589e-06i,0.00028657-0.00082282i,-3.3026e-05-0.0010365i,-0.00021855-0.0010393i,0.00026811-0.00057428i,-0.00025447+0.00011753i,-0.00048901-4.0735e-05i,0.00074447-0.00018121i,0.00049098+0.00049899i,4.6108e-05+0.00036132i,0.00063108-7.3112e-05i,0.00027871-9.3457e-05i,3.9458e-05+0.00022979i,0.00013959+0.00016321i,0.00012689-0.0003312i,0.00043393-0.00043646i,0.0005994-0.0003559i
-0.00083298+0.0010834i,-0.0018862+0.0019197i,-0.0027676+0.0023226i,-0.0016794+0.00099482i,4.6737e-06+0.00022836i,0.00052795+0.00068574i,0.00025914+0.00020342i,-2.1697e-05-0.00052712i,-6.6141e-05-0.00070741i,2.7591e-05-0.00046761i,5.9791e-05-0.00043757i,0.00017943-0.00037487i,0.00010834+7.1256e-05i,0.00083397+0.00060131i,0.0014359+0.0004312i,0.00088396+0.00090711i,-6.0084e-05+0.0012111i,-0.00095178+0.00035455i,-0.00072389+0.00019891i,-0.00032841+0.00069524i,-0.00035763+0.00054694i,-0.00048778+7.3176e-05i,-0.0010366-0.0002155i
-0.00087936+0.0006408i,-0.00095785+0.0007952i,-0.00043505+0.0012247i,0.00039451+0.001369i,0.00045171+0.0011569i,0.00050605+0.00088674i,0.00011078-5.6091e-05i,-0.00097487-0.00056993i,-0.00095046-0.00043936i,1.5156e-05-0.00048232i,0.00096848-0.00060543i,0.00083821+0.00020696i,9.1786e-05+0.00065558i,9.7602e-05+3.3028e-05i,0.00050264-0.000504i,0.0005189+9.0313e-06i,0.00074499-0.0001838i,0.00067475-0.00038041i,-0.00036483+0.00011697i,-0.00058082+0.00059096i,0.00015716+0.00087923i,-8.7638e-05+0.00034557i,0.00021129-0.00074977i
0.0015206+0.00093364i,0.0015882+0.00084864i,0.0011608-0.0011188i,-0.00024354-0.0016389i,-0.0012039-0.00032723i,-0.0013266-3.6126e-05i,-0.001229+0.00024566i,-0.00087412+0.00027458i,-0.00032443+4.6969e-05i,-6.1682e-05-0.00043764i,-0.00057572-0.00049967i,-0.00042839-0.00022165i,9.8814e-05-0.000184i,0.00013193+0.00051574i,-0.00054794+0.00087268i,-0.00060269+0.0008124i,-0.00036243+0.00047477i,-1.7049e-05-0.00082422i,0.00058806-0.0015807i,0.00061593-0.00059625i,-0.00025969+0.00068255i,-0.0011931+0.00084596i,-0.0011301+0.00049286i
-0.00069792+0.0014879i,0.00060041+0.00094733i,0.0021058-0.00013574i,0.0024287-0.0010194i,0.0018191-0.0014993i,0.00034477-0.00076868i,-0.0015075-0.00091747i,-0.001946-0.00092351i,-0.00085838-9.2853e-05i,1.3389e-05+5.5858e-06i,-6.7089e-05-0.00045034i,-0.00026388-0.0008151i,-0.00025231-0.00073302i,-0.0002203+8.8889e-05i,-0.00047069+0.00073539i,-0.00068667+4.8592e-05i,-0.0004125-0.00038234i,-0.0002668+6.9536e-05i,-0.00048936+0.0005551i,-0.00057751+0.00028446i,-0.00021302-0.00057375i,0.0001578-0.0012964i,0.00029588-0.0012103i
0.0020395-0.0010175i,0.0018857-0.0010145i,0.00089341-0.0018438i,0.00064611-0.0013743i,4.7465e-05-0.00026352i,-0.0002522-2.8742e-05i,-0.00013328-0.00045973i,-0.00038377-0.0009837i,-0.00013535-0.0014102i,7.7146e-05-0.00042997i,-0.00011146+0.0005749i,8.6564e-06+0.00049825i,-0.00065592+0.00052748i,-0.00030603+0.0011261i,0.00036272+0.0013113i,-0.00060315+0.0010485i,-0.00075532+0.00089853i,-0.00034208+0.00077179i,-0.00010348+0.00087695i,-0.00021771+0.00038635i,-0.00075142-0.00061729i,-0.00032526-0.00056635i,0.00032987+0.00068359i
-0.00061306-0.00038937i,-0.00095105+0.00012176i,-0.00049716+0.00023759i,-0.00061123+0.00091861i,-0.00082643+0.00085534i,0.00038027-0.00043065i,0.00048467-0.00091345i,-0.00015933-0.00061523i,-0.00034345-0.00046425i,-0.0005798-6.9204e-05i,-0.00023977+0.0010912i,7.6625e-06+0.0018116i,3.0988e-05+0.0013227i,0.00034966+0.00039902i,-0.00015623+1.5473e-05i,-9.3502e-05+0.00016472i,-0.0007296+0.00052237i,-0.00089808+0.00063801i,3.8278e-05+0.00038872i,-0.00018946-0.00046179i,-0.00017456-0.00072428i,-0.00021049+0.00042837i,0.00073375+0.00063658i
0.00076227-0.00022841i,0.0011602-0.00088782i,0.0012502-0.00077917i,0.00097952-0.0006338i,0.0010439+0.00016617i,0.0011169+0.00026474i,0.00059285-0.0008839i,-0.00020316-0.00089575i,-0.00014298-0.00015999i,0.00013746-0.00026614i,-0.00023769-0.00034801i,-0.00048504+0.00066148i,-0.00025764+0.0013738i,-0.00053825+0.0011112i,-0.00077584+1.316e-05i,2.9617e-05-0.00051052i,0.00060229+9.2638e-05i,0.00020082+0.00038085i,-0.00036765+0.00069078i,-0.0006516+0.00028173i,-9.3588e-05-0.00012027i,-0.00015822-0.00022515i,-0.0004575-0.00010998i
0.0010488+0.00034791i,0.00071166+0.0014625i,0.0005713+0.0014234i,0.00077524+0.00089755i,0.0011178+0.00030036i,0.00093033+0.00032127i,5.95e-05+0.0003582i,-0.00026079-0.00027879i,-0.00031454-0.00042305i,-0.00027271-0.00030687i,0.0006065-0.00015216i,0.0007213+0.00064583i,0.00055226+0.00086556i,0.00057808+0.00099785i,0.00023675+0.00079817i,-8.0783e-05+9.1986e-05i,-0.00011317-3.6108e-05i,0.00021161+7.5753e-05i,0.00029787-0.00030244i,-8.384e-06-0.00043375i,3.3013e-05-0.00064167i,0.00027168-0.00056611i,9.9867e-05+0.00012473i
0.0008313+0.0025156i,0.0021172+0.001753i,0.0022564+0.00040812i,0.0018817-0.00070279i,0.001563-0.0013303i,-8.1005e-05-0.0014142i,-0.001575-0.0011904i,-0.0011942-0.00035606i,-0.0005773+8.3208e-05i,-0.00044663-0.00038521i,-0.00042974-0.00034312i,5.8954e-05+0.00036855i,-0.00023337-7.1822e-05i,-0.0011124-0.00115i,-0.00097669-0.001046i,-0.00086002-0.00037964i,-0.000291-0.00053432i,0.00053666-0.00080539i,0.00068237-0.00021866i,-0.00014603+0.00023881i,-0.00051044+9.384e-05i,-0.00038271+1.4749e-05i,5.6536e-05+0.00012206i
-0.00014793+0.00034847i,-0.00011002+6.9418e-05i,-0.00049577-2.884e-05i,-0.00050887+0.00042809i,-0.00018259+0.00016816i,6.0997e-05-0.00068797i,0.00029174-0.0012338i,0.00025907-0.0014066i,-0.00026248-0.0012196i,-6.0927e-05+2.1362e-05i,0.00035039+0.00076851i,-0.00042899+0.0011931i,-0.00091303+0.00075632i,-0.0010033-8.7387e-05i,-0.00086954-0.00013549i,1.2662e-05-0.0004688i,1.3822e-05-0.00037731i,-0.00087926+0.00035095i,-0.00044826+0.00039986i,-0.00020941-0.00013893i,-0.00014309-6.5639e-05i,0.0002274+9.7599e-06i,0.00029207+3.7785e-05i
0.0018762+0.0022537i,0.0039831+0.001534i,0.004701+0.00019907i,0.0036514-0.00082228i,0.0020521-0.0015352i,0.00081494-0.0014351i,0.00040957-0.0011158i,-8.1949e-05-0.0010644i,-0.00058722-0.00059055i,0.00022744-0.00073665i,0.00083117-0.00050634i,-6.1728e-05-0.00013676i,-0.00065476-0.00040103i,-0.00094685-0.0011379i,-0.00097311-0.0014348i,-0.00047483+1.5492e-05i,-0.00061346-0.00021884i,-0.00054941-0.0008905i,-0.00021947-0.00052377i,-0.00049234-0.00046977i,-0.00016033-0.00032026i,0.00072371-0.00017173i,0.00062786-0.00038955i
0.0015381+3.4735e-05i,0.0012827-0.00053789i,0.00017648-0.00097995i,-0.00070432-0.00059113i,-0.00092355-0.00049621i,-0.00082196-0.00013532i,0.00025321+0.0002187i,0.00040116-4.3256e-05i,-0.0006655-0.00019288i,-0.0011304-0.00078253i,-0.00095619-0.0012456i,4.0881e-07-0.00070306i,0.00018481-2.7227e-05i,-0.00031692+0.00052919i,-0.0005866+0.0011335i,-0.00035743+0.00075042i,-0.00025693-9.5492e-05i,-0.00042612-5.4803e-05i,-4.154e-05+0.00061965i,-7.046e-05+0.0010407i,0.00038808+0.0002515i,0.00081933-0.00019479i,0.00030518+0.00087957i
6.1003e-06+0.0011735i,-0.0010513+0.0017522i,-0.0018874+0.0017383i,-0.0012843+0.0011286i,-9.9316e-05+0.00081287i,0.0010735+0.00085253i,0.00056438-0.00027693i,-0.00076853-0.0013058i,-0.00022696-0.0013459i,1.1056e-05-0.00089281i,-0.00042309-0.00027486i,4.5096e-05+0.00019908i,0.00049341+0.00034851i,0.0008255+0.00042517i,0.0006889+0.00046574i,0.000191+0.00025216i,-0.0001564-8.4287e-05i,-0.00031614-8.4017e-06i,-0.0010299+0.00019599i,-0.00081807-0.00029534i,-0.00046097+3.297e-05i,-0.00053562+0.00014056i,-0.00068756-0.00019088i
0.00026508+0.00011108i,0.0011136-0.00022474i,0.0015965-0.0011682i,0.0015512-0.001778i,0.001528-0.001047i,0.00051114+3.6683e-05i,-0.00059543-0.00036857i,-0.00062607-0.00058829i,-0.00046899-0.00023273i,-0.00044045+0.00012184i,-0.00090279+0.00030591i,-0.0006008+0.00025774i,0.00012525-0.00018604i,0.00063021-0.00071504i,0.00011133-1.2773e-05i,-0.00064333+0.0003351i,-0.00064678-0.00010831i,-0.00062865-7.909e-05i,-0.00060323-0.00020302i,-0.00055042-0.00027755i,-0.00022607-0.00056786i,2.2683e-05-0.0017147i,-0.00046503-0.0020551i
-0.0014993+0.0015653i,-0.0011849+0.0019023i,-0.00056301+0.0022843i,0.00024606+0.0017218i,0.00047162+0.00081503i,-5.9647e-05-0.00015659i,-0.0010279-0.00070756i,-0.00071637-0.00092041i,-6.7598e-05-0.00041439i,0.00011089+1.424e-05i,0.0010044+0.00041232i,0.0014613-0.00050846i,0.0019634-0.0013881i,0.0016351-0.00085989i,0.00071452-0.00024339i,0.00048363-0.00012346i,2.1792e-05-0.00071455i,-0.00060596-0.00034815i,-0.00022706+0.00021065i,0.00037277-3.3387e-05i,0.0001388-0.00060425i,-0.00026098-0.00092085i,-0.00031274-0.00087517i
-0.0032433-0.00063096i,-0.0023984-0.00046756i,-0.0008383-0.001119i,0.00014774-0.00061004i,6.3446e-05+0.00055699i,8.5343e-05+0.00025417i,-0.00076739-0.0012277i,-0.0023258-0.0015302i,-0.0019848-0.00083025i,-0.00066518-0.00026384i,0.00073392-0.00032999i,0.0017108-0.00064314i,0.00137-0.00051846i,0.0007106-0.00029113i,-0.0006188-7.4448e-05i,-0.0012567-0.00013667i,-0.00095437-0.00040757i,-0.00051704-0.00013322i,-0.00062193+6.3784e-05i,-0.0010153-7.2086e-05i,-0.00015319-0.00026995i,0.00036543-0.00018672i,0.00012798-0.00053777i
0.00025886+3.6804e-05i,0.00016226-0.00099077i,-0.00016649-0.0018724i,0.00027825-0.0007385i,0.0012535+0.0001439i,0.001273-0.00030575i,0.00062881-0.00075386i,-0.00011188-0.00067722i,-0.00054445-0.00047343i,-0.00072727+1.2586e-05i,-0.00034368+0.00020938i,-0.00055295-3.6131e-05i,-0.0003398+0.00053979i,0.00028025+0.0012888i,-0.00014738+0.0017483i,-0.0011599+0.0020325i,-0.00051726+0.0015426i,0.00016003+0.00049937i,-8.1559e-05+2.1866e-05i,-0.00039681-0.00014983i,-0.0004423+0.00021926i,-7.0111e-05+0.00064825i,-0.00031102+0.00075805i
-0.0010157-0.00079083i,-0.00039443-0.00014455i,0.00011716+0.00063285i,-0.00023477+0.0010336i,-0.0001897+0.00035652i,0.00091414-0.0012397i,0.0008715-0.0021299i,-8.5245e-05-0.001171i,-0.0004256+0.00019676i,-0.00028349+0.00011169i,0.00016503+0.00049187i,0.00022742+0.00099595i,0.00092066-0.00035837i,0.0017566-0.00074871i,0.001621+8.6375e-05i,0.00070177+8.6245e-05i,-0.00013152-1.9898e-05i,0.00046341-0.00051091i,0.00064564-0.00069697i,0.00012363-0.00068504i,-0.00025022-0.00043827i,-0.0007624+8.3142e-05i,-0.00066144+0.00052189i
0.00051312+0.0016671i,0.0013834+0.0020016i,0.00082911+0.001061i,0.00087034-9.8533e-05i,0.0010356-0.00041725i,0.00077-0.00067254i,-5.187e-05-0.00098634i,-0.00069433-0.00049006i,-0.0001359+0.00070226i,0.00042799+0.0011844i,0.00030976+0.00061781i,-0.00019719+0.00062928i,-0.00012897+0.00060306i,0.00022844-9.8497e-05i,-0.0013723-0.00078081i,-0.0024032+0.0001435i,-0.00093363+0.0012193i,-0.00026013+0.0010784i,-0.00037315+0.00087534i,-0.00047539+0.00077677i,-0.00069107+9.0216e-05i,-0.0004683-1.6436e-05i,2.2506e-05+0.00027528i
-4.4484e-05-0.00018708i,-8.7605e-05+0.00067861i,7.9427e-05+0.0015801i,0.00061541+0.001112i,0.001028-0.00030536i,0.0008651-0.0010049i,-0.00026239-0.00085051i,-0.0015339-0.00087186i,-0.0013343-0.00067314i,0.00012684-4.4832e-05i,0.00072812+0.00043784i,0.00085162+0.0002261i,0.00061555-0.00039739i,0.00020524-0.00020059i,5.2069e-06-0.0002913i,-6.3801e-05+9.2439e-05i,0.0001515+0.00022958i,0.00021868+0.00035715i,0.00087756+0.00037138i,0.00084881-0.00017422i,-0.00040343-0.00037466i,-0.00045735-0.00047224i,0.00017237-0.00052902i
0.0011239+0.0016448i,0.00080005-5.3091e-05i,0.00093063-0.0012299i,0.00042984-0.00037611i,-0.00067637+0.00042051i,-0.00058485-0.00022663i,0.00027164-0.00036392i,0.00031179+0.0002869i,0.00030831-0.00053254i,0.00067838-0.00075619i,0.00066889-0.00081886i,0.0003965-0.00046128i,-0.00013165+0.00044492i,-0.00034996+0.00034154i,-0.00011048+0.00044674i,0.00036493+0.0002267i,0.00048242-0.00059484i,0.00011974-0.0010047i,-4.5054e-05-0.0002412i,0.0003462+0.0002974i,0.00077402+0.00011773i,0.00091606-0.00014061i,0.0004298-0.00024435i
-0.001028+0.00087995i,-0.0007724+0.001909i,-0.0012803+0.0020169i,-0.0010211+0.0012475i,0.00020997+0.00025991i,0.0013431-0.00083835i,0.0015456-0.0015709i,0.00061178-0.0012496i,-7.0251e-05-0.0015997i,0.00084929-0.0010874i,0.00069445-6.2795e-06i,-8.759e-05+0.00033075i,0.00027067+3.4159e-05i,0.0015739-0.00043991i,0.0019-0.00014275i,0.0011897+7.0532e-05i,0.0010477+0.00026885i,0.00044316+0.00053487i,-0.00058236+0.00030305i,-0.00061036+9.7509e-05i,-0.00021489-0.00010072i,-0.00022192-0.00042616i,-0.00071116-0.00033143i
0.00012136-0.00098843i,-0.0004736-0.00061718i,-0.00061008-0.001568i,-0.00031803-0.0011875i,-0.00055578-0.00056605i,0.00030365-0.0013289i,0.0010305-0.0014186i,0.00070962-0.001032i,-0.00013072-0.00080783i,-0.00033422-0.00054238i,-0.00028985+0.00017176i,-4.8534e-05+0.00085793i,0.0005027+0.0013314i,0.00092178+0.0010703i,0.00099316+0.0011099i,3.9758e-06+0.0012473i,-0.0004805+0.0010285i,-0.00039516+0.00033197i,-0.00082421-7.1024e-05i,-0.00053305-0.00029229i,0.00036452-0.00017885i,0.0005787+0.00047489i,0.00028999+0.00034163i
0.00038076+0.00012147i,0.0015479-0.00042177i,0.002842-0.0010669i,0.0025153-0.00093406i,0.00098612+6.2906e-05i,-0.00063002-0.00028748i,-0.0016173-0.00020118i,-0.0010073+0.00056344i,0.00038185+0.00033563i,0.00022177-0.00024372i,-0.00026129-0.0007816i,0.00022391-0.00073518i,1.7056e-05-0.00046922i,-0.00019839-0.00066884i,-0.00031527-0.00093047i,-0.00032862-0.00042639i,0.00090504+0.00020593i,0.0013071+0.00029453i,0.00075937+0.00058386i,-0.00023646+0.00017319i,-3.1023e-05-0.00082151i,0.00033406-0.00079411i,0.00026474-0.00092118i
-1.0121e-05-1.8645e-06i,0.00023701-0.00034143i,0.00071196-0.00027127i,0.00053066+0.00030641i,0.00044932+0.00050202i,0.00021968+0.0005597i,-0.00013811+0.00043888i,-0.00095983-0.00081149i,-0.0016885-0.0010337i,-0.0013795-0.00066123i,-0.0002761-0.00070578i,0.00045968-0.00075329i,0.0015028-0.00079377i,0.0015444-0.00081867i,0.00012592-0.00036348i,-0.00048922-2.4094e-05i,-0.00041973-7.481e-05i,-0.00021763+0.00050897i,-0.00021338+0.00066036i,-0.00020591-1.3882e-05i,-0.00015737-0.00069027i,-0.00058062-0.00099115i,1.5316e-05-0.0010409i
-0.0003168+0.0018167i,-6.7127e-05+0.00096064i,-9.3846e-05+5.6034e-07i,7.536e-05-0.00021467i,-0.00020369-7.776e-05i,-6.6366e-05-0.00013447i,-3.1848e-05-0.00012043i,-0.00064661+0.00012012i,-0.00071646+0.0003157i,-0.00022172+0.00010664i,0.00052378+0.00010525i,0.0010606+0.00054899i,0.00076818+0.0010549i,-0.00038031+0.00098989i,-0.0012681+0.0006176i,-0.00096884+0.00020528i,0.00022644+0.00030419i,0.00082498+0.00062081i,0.00033753+0.00014048i,0.00065137-0.00080573i,0.00040894-0.00053545i,-7.5649e-05+0.00034584i,-0.00012993-7.4266e-05i
-0.0013399+0.0018334i,-0.0014418+0.0025483i,-0.0013064+0.0029602i,-0.00028023+0.0021686i,0.00026902+0.0012145i,0.00019354-0.00019463i,-0.00093786-0.0015603i,-0.0015058-0.0020818i,-0.0011198-0.0018629i,-0.00047191-0.00139i,0.00088346-0.00047536i,0.0014698+0.00031034i,0.0013798+0.00050323i,0.00090707+0.00025889i,0.00043369-0.00010515i,0.00038297-0.00028637i,0.0005188+0.00015131i,0.00096654-0.00026003i,0.00096896-0.0005319i,0.00053227-1.8273e-05i,0.0004224+0.00010631i,0.00083362-0.00028462i,0.0011611-0.0008096i
-0.0021765+0.0019298i,-0.0011505+0.0017177i,-0.00036728+0.0013094i,-9.3817e-05+0.00068819i,0.00086288+1.0877e-05i,0.0010072-0.00051122i,-2.8272e-05-0.00053573i,-0.00077681-0.001294i,-0.00054452-0.00084263i,9.3783e-05+0.00046793i,8.993e-05+0.00054295i,-0.00047191+0.00059073i,-0.00075331+0.00038256i,0.00022458-0.00035206i,0.0010103-0.00091885i,0.00058405-0.0001652i,-0.00019147+3.2458e-05i,0.00012441-8.504e-05i,0.00029503+0.00034294i,0.00017537-0.00039033i,0.00059375-0.00051233i,0.00021475+0.00044846i,-0.00026894+0.00075068i
-0.0022681+3.6574e-05i,-0.001735+0.00043438i,-0.00065544+0.00077784i,-0.00088059+0.00036063i,-0.00027896+0.00030461i,0.00071596+0.00035821i,0.00080235-0.00015406i,0.00052699-0.0001792i,0.00019287-0.00019986i,4.3874e-05-0.00015895i,-0.00043257-0.00025821i,-0.00054347-4.0699e-05i,7.0249e-06-0.00035194i,0.00060417-0.00078615i,0.00071808-3.7799e-05i,0.00049829+0.00074932i,6.8746e-05+0.0010813i,-0.00016156+0.0013724i,-0.00031311+0.00057219i,-0.00019182+4.3849e-05i,0.0001951+0.00021203i,0.00057277+9.1511e-05i,0.00062488+0.00019605i
