4.622e-05-0.0023387i,0.00062736-0.0024963i,0.00015264-0.0013318i,-0.00025377-0.00081605i,-4.7498e-05-0.00024404i,0.0011082+0.00064699i,0.0013689+0.0013998i,0.00099345+0.0012378i,0.0012034+0.00069237i,0.0018386-0.00035271i,0.001675-0.0014724i,0.00051493-0.0013024i,4.3204e-05-0.00096853i,0.00049799-0.0012366i,0.00052739-0.0011533i,0.00019644-0.0002047i,-9.5994e-05-0.00054027i,2.9228e-05-0.00032029i,0.00082097+0.00071635i,0.00041448+0.00070321i,-0.00041234+0.00031603i,-0.00049699-0.00011059i,-0.00050462-0.00076028i
0.0025484+0.0019235i,0.0029314+0.0017715i,0.0078673+0.0054672i,0.026213+0.013808i,0.047128+0.033989i,0.035789+0.051029i,-0.00023775+0.041946i,-0.01553+0.020035i,-0.0068237+0.0055967i,-4.5742e-05-0.0026094i,-0.00082345-0.007174i,-0.00082229-0.0081212i,0.0013769-0.0066003i,0.0027985-0.0013704i,0.0019041+0.0046849i,-0.0017575+0.006193i,-0.0079759+0.0042658i,-0.012726-0.0013858i,-0.013513-0.011363i,-0.014215-0.016848i,-0.016938-0.014729i,-0.016413-0.011241i,-0.010238-0.0086079i
-0.011091+0.00010992i,-0.014901-0.00063626i,-0.017322-0.0082666i,-0.021264-0.02481i,-0.026653-0.046057i,-0.013285-0.060178i,0.017178-0.051066i,0.028712-0.027425i,0.019082-0.0090129i,0.013938+0.0006342i,0.014906+0.004843i,0.013422+0.0060177i,0.0098436+0.005687i,0.0056849+0.0025428i,0.0023039-0.0022948i,-2.5956e-05-0.0069056i,0.0007221-0.0099634i,0.005912-0.0091146i,0.012921-0.0044018i,0.019198-0.0013141i,0.022086-0.0030323i,0.019811-0.0051152i,0.012609-0.0042955i
-0.0041977-0.01126i,-0.004144-0.011248i,0.0028687+0.0018297i,0.011353+0.029749i,0.013024+0.05669i,0.0058832+0.062559i,-0.0060618+0.04287i,-0.0097647+0.020041i,-0.0042514+0.01154i,-0.0015893+0.0095615i,-0.0040717+0.0087012i,-0.0042095+0.0072931i,-0.0019713+0.0044277i,-0.00058359+0.0040182i,0.0019411+0.0058964i,0.0067954+0.0052524i,0.010103+0.0024094i,0.00875+0.0020737i,0.0038299+0.0038723i,-0.0018327+0.0049731i,-0.0063642+0.0051991i,-0.0079131+0.0047522i,-0.0061011+0.0025615i
0.0030109-0.0075703i,-0.0020222-0.0081136i,-0.010808-0.015063i,-0.02019-0.041631i,-0.01655-0.076713i,0.0046457-0.081856i,0.024623-0.048827i,0.025159-0.015412i,0.010732-0.0022803i,-0.00050169-4.8154e-05i,-0.0043551+0.00089182i,-0.0053334+0.0029715i,-0.0042523+0.0031739i,-0.0042449+0.00082132i,-0.0053214-0.00017822i,-0.003848+0.0031222i,-0.00019386+0.0081669i,0.0010749+0.010743i,-0.00078038+0.010876i,0.0005857+0.0098532i,0.0052283+0.0081572i,0.007047+0.0056022i,0.0059043+0.0031501i
0.0014008-0.00077371i,-0.00068453+0.00038973i,0.0030782+0.0070726i,0.016923+0.028919i,0.022024+0.062216i,0.0033283+0.074124i,-0.017298+0.0492i,-0.018491+0.021532i,-0.0094018+0.010686i,-0.0035344+0.0034496i,-0.0034512-0.0040813i,-0.0049707-0.0062666i,-0.0024563-0.003298i,0.0010338-0.0013533i,-0.00019426-0.0017819i,-0.0043318-0.0017227i,-0.009729-0.0010388i,-0.013593-0.003341i,-0.014151-0.0097896i,-0.014868-0.014153i,-0.015379-0.01435i,-0.012292-0.013247i,-0.0074947-0.011481i
-0.0066384-0.0016944i,-0.010424-0.0058507i,-0.011054-0.012532i,-0.013709-0.028024i,-0.016182-0.051313i,-0.0024145-0.055909i,0.01437-0.029293i,0.011186-0.0028586i,0.00043997+0.0039916i,-0.00078273+0.0038824i,0.0024237+0.003056i,0.0018394+0.0014312i,-7.5187e-05+0.00043226i,4.2715e-05-0.0014133i,0.0010204-0.0030444i,0.0015712-0.0044517i,0.0028954-0.0061373i,0.0066055-0.0063085i,0.013907-0.0036464i,0.019953-0.00010977i,0.021686+0.0019775i,0.019626+0.0036124i,0.014445+0.0040294i
-0.001809-0.0067128i,-0.00082929-0.0067263i,0.0012636+0.00382i,0.00025687+0.026181i,-0.0060775+0.048836i,-0.02071+0.052562i,-0.030627+0.030779i,-0.025358+0.0090223i,-0.016979+0.0028294i,-0.011547+0.0019452i,-0.007131-0.00014716i,-0.0045941-0.001981i,-0.0035465-0.001469i,-0.0021944+0.00082131i,2.3902e-05+0.0015088i,0.0023418-0.00064005i,0.0047606-0.0026196i,0.003309-0.00019704i,-0.0027131+0.0049815i,-0.0088488+0.0067136i,-0.012363+0.0051029i,-0.012454+0.0032106i,-0.0084534+0.0012091i
-0.0030545-0.0038086i,-0.0062352-0.0039886i,-0.010248-0.013164i,-0.006681-0.038372i,0.0092696-0.061456i,0.023647-0.058561i,0.022857-0.033028i,0.010709-0.012667i,0.00030492-0.0083481i,-0.0017175-0.0070814i,7.706e-05-0.0038974i,0.00028185-0.0028491i,-0.0012705-0.0032369i,-0.0019544-0.0045827i,-0.0024831-0.0044967i,-0.001541+0.00039978i,0.0020519+0.0061686i,0.0047286+0.0062447i,0.0042003+0.0029046i,0.004674+0.00098675i,0.0077815+0.0018033i,0.010047+0.0031691i,0.0089071+0.0038482i
-0.0011136-0.0044811i,-0.0015231-0.0037296i,0.0041609+0.0050365i,0.0065977+0.027054i,-0.0087937+0.049623i,-0.031083+0.04573i,-0.033767+0.01693i,-0.019663-0.0038702i,-0.0072714-0.0058883i,-0.001629-0.0029925i,0.001196-0.0016195i,0.0030335-0.0014049i,0.0032062-0.0015666i,0.0045792-0.00039622i,0.0054984-0.0013837i,0.0018075-0.0034545i,-0.0051833-0.0031336i,-0.0097095-0.0020796i,-0.010523-0.0034783i,-0.010034-0.005602i,-0.010587-0.0062797i,-0.0097899-0.0060415i,-0.0059232-0.0055044i
-0.0019218-0.0019757i,-0.0057012-0.0041422i,-0.0061886-0.0091532i,-0.0047463-0.026195i,0.0051864-0.050128i,0.021245-0.051565i,0.023943-0.028164i,0.013032-0.010172i,0.0053393-0.0058807i,0.003161-0.0048575i,0.0022747-0.0015005i,0.0032541+0.00051459i,0.0028491-0.00014434i,0.0010043+0.0019516i,0.0014957+0.0052736i,0.0022512+0.0041785i,0.0029397-0.0007918i,0.005309-0.0052408i,0.0091025-0.0034825i,0.012756+0.001994i,0.014894+0.0058637i,0.014415+0.0086001i,0.010791+0.0096204i
0.0014082-0.0033617i,0.00012867-0.0019975i,-0.0017833+0.0045656i,-0.0055945+0.019118i,-0.016206+0.034771i,-0.027257+0.030988i,-0.022939+0.009338i,-0.0091194-0.0031358i,-0.00073902-0.0026066i,-2.6061e-05-0.0011686i,-0.0019398+7.5137e-05i,-0.001683+0.0018645i,-0.0016846+0.0021853i,-0.0024266+0.0021853i,-0.0011707+0.0021245i,0.0028271-0.00066584i,0.0060365-0.0034196i,0.0040123-0.0018211i,-0.0032618+0.0019585i,-0.011837+0.0043759i,-0.016163+0.0045023i,-0.014805+0.0032461i,-0.011106+0.0019861i
0.0012245-0.0037137i,-0.0022099-0.0057134i,-0.0039322-0.012378i,0.0034559-0.024202i,0.019356-0.034158i,0.031284-0.026809i,0.026182-0.0093529i,0.012373+4.2502e-05i,0.006583+0.0011336i,0.0062395-0.001371i,0.003444-0.0028274i,0.0012376-0.0020671i,0.00078203-0.0028356i,-0.00068771-0.0041413i,-0.0022034-0.0033i,-0.00052011+0.0010576i,0.0034573+0.0055027i,0.005574+0.0034607i,0.0050714-0.0027657i,0.0043814-0.0056433i,0.0059962-0.0021535i,0.0067028+0.0038404i,0.0052356+0.0059322i
-0.0037808-0.0049558i,-0.0029276-0.0034386i,-0.002222+0.00622i,-0.00831+0.022656i,-0.025314+0.032169i,-0.035372+0.022454i,-0.024776+0.0028327i,-0.010978-0.0041349i,-0.0059125+0.0012034i,-0.0019048+0.0040295i,0.0010506+0.0020593i,0.0015786-0.0004654i,0.0018804-0.00030736i,0.002002+2.001e-05i,0.0023094-0.0012799i,-0.0001026-0.0028878i,-0.0048621-0.0022685i,-0.0072806-0.00025635i,-0.0058645-1.8819e-05i,-0.0059226-0.0011594i,-0.009575-0.0026473i,-0.01162-0.0041984i,-0.0094094-0.0046798i
-0.003275-0.0057575i,-0.0051262-0.0076759i,-0.0071939-0.011589i,-0.0035413-0.021366i,0.01092-0.030972i,0.023032-0.022425i,0.016942-0.0051346i,0.0023738+0.00036163i,-0.0043197+0.00017529i,-0.0026384+0.0010693i,0.00064751+0.00014391i,0.0027901-0.00075077i,0.0030867-0.00074517i,0.0010104-0.0011237i,-0.0004858+0.001605i,-0.0001071+0.0028532i,0.00068665-0.00064778i,0.0033278-0.0042902i,0.0064609-0.0042897i,0.008109-0.0017764i,0.0080362+0.0011682i,0.0065363+0.0046635i,0.0044993+0.005708i
-0.0040912+0.00021688i,-0.003685-0.0019129i,-0.0041507+0.001593i,-0.0093482+0.0091245i,-0.023598+0.014576i,-0.033426+0.0068696i,-0.025247-0.0065527i,-0.013537-0.0098969i,-0.0097902-0.0040356i,-0.0059382+0.0018101i,-0.0016531+0.0036487i,-0.0007659+0.0027032i,-0.0012073+0.001684i,-0.0013583+0.00052008i,-0.0013734-0.00083455i,0.0006823-0.0015064i,0.004682-0.0015375i,0.0064985-0.00043648i,0.0029925+0.00095265i,-0.0046384+0.00069394i,-0.010477-0.0011709i,-0.011834-0.0029497i,-0.010271-0.0031049i
-0.0028122-0.0031264i,-0.0046978-0.0031611i,-0.0017147-0.0049568i,0.006605-0.011644i,0.018493-0.017171i,0.023433-0.012353i,0.014236-0.0048807i,0.0028279-0.005508i,-0.0034061-0.0070696i,-0.0047892-0.0030825i,-0.0025299+0.00011396i,-7.4161e-05-0.00063955i,0.0013161-0.0019822i,0.00096374-0.0027024i,-0.00027449-0.002277i,0.00040554+0.00079709i,0.002855+0.0047619i,0.0050073+0.0054465i,0.0064778+0.00066865i,0.008163-0.0045336i,0.0084699-0.0039987i,0.006206-0.0014592i,0.0036952+6.8372e-05i
-0.0047122-0.0010582i,-0.0056687-0.0014091i,-0.0046415+0.0029599i,-0.010117+0.0066761i,-0.02266+0.0032107i,-0.026873-0.0081633i,-0.014611-0.016085i,-0.0029297-0.01483i,-0.002447-0.010404i,-0.0040931-0.0052666i,-0.0021181-0.00092579i,0.00095572+0.00086174i,0.0022774+0.00237i,0.0025734+0.0033387i,0.0027715+0.0024225i,3.2338e-05+0.00121i,-0.0036782+0.0017513i,-0.0042996+0.0036843i,-0.0022802+0.0039412i,-0.0021852+0.0020281i,-0.0052949-0.001403i,-0.0075062-0.0040248i,-0.0070409-0.0041218i
-0.0027234-0.0026984i,-0.0042524-0.0045569i,-0.0014746-0.0062411i,0.0082521-0.012467i,0.021173-0.016389i,0.0242-0.0099493i,0.014469-0.002949i,0.0056476-0.0039789i,0.0035226-0.0063104i,0.0020175-0.0061963i,-0.00030794-0.0029807i,-0.0005347+0.0015554i,2.62e-05+0.00385i,-0.00057743+0.0041707i,-0.001951+0.0044199i,-0.0026576+0.0036364i,-0.0017471+0.0012247i,-0.00048359-0.00034959i,0.0005742-0.00037463i,0.002917+0.00028312i,0.0050662+0.00066663i,0.0051971+0.001213i,0.0035598+0.0014541i
0.00033409-0.0027131i,-0.0015196-0.0022498i,-0.0046958-0.00014743i,-0.010389+0.0023649i,-0.019859-0.0010373i,-0.021265-0.010725i,-0.0083472-0.015616i,0.0029306-0.01097i,0.0046849-0.0069018i,0.0020125-0.0051714i,-0.00153-0.002075i,-0.0038523+0.00064148i,-0.0033546+0.0010705i,-0.0015647+0.00078599i,-0.00095022+0.00054413i,0.00074565-0.00026733i,0.0039393-0.00096409i,0.0056245+0.00051194i,0.0037913+0.0022565i,-0.00095552+0.00070809i,-0.0052184-0.0021174i,-0.0068074-0.0048206i,-0.0067935-0.005342i
-0.0043303-0.0025046i,-0.0052195-0.0037181i,-0.0028152-0.0040198i,0.0036931-0.0054178i,0.013876-0.0062047i,0.017851-0.0017931i,0.0097707+0.00071904i,0.0029678-0.0014743i,0.0034088-0.0035083i,0.0029952-0.0048288i,0.00042064-0.0053502i,-0.0016135-0.0036536i,-0.0018085-0.002388i,-0.0023738-0.0026491i,-0.0032509-0.0027295i,-0.001811-0.00072037i,0.00016645+0.0038138i,-0.00024622+0.0070165i,-0.00017754+0.0055855i,0.0031905+0.0020523i,0.0058157+4.3807e-05i,0.0052467+0.00046578i,0.0043918+0.00027431i
0.00011943-0.0055643i,-0.00049225-0.0059285i,-0.0051452-0.0049838i,-0.012648-0.002686i,-0.017933-0.0042025i,-0.012669-0.0098113i,-0.00087963-0.011384i,0.0040046-0.0071111i,0.0040257-0.0026106i,0.0045939-0.00089527i,0.0043225-0.0011451i,0.0025666+3.6818e-05i,0.0015778+0.00072116i,0.001493-4.7097e-05i,0.001275+0.00013425i,2.8874e-05+0.00095943i,-0.0037573+0.0017174i,-0.0061891+0.0018357i,-0.0044194+0.002602i,-0.0032775+0.0036185i,-0.0033553+0.0012452i,-0.0035772-0.0028469i,-0.0049983-0.004736i
-0.0038941-0.0045214i,-0.0038802-0.0039704i,-0.00094068-0.0036317i,0.0068268-0.003001i,0.01565-7.5558e-05i,0.016727+0.0039499i,0.0095145+0.0025516i,0.0031715-0.0012625i,0.00089003-0.00096125i,0.00085451+0.0005991i,0.00049865+0.00094143i,-0.0018429+0.0011598i,-0.0036894+0.001415i,-0.0039864+0.00050841i,-0.0037472-0.00046076i,-0.00397-0.0012786i,-0.0048979-0.0025784i,-0.0053506-0.0027181i,-0.0045366-0.0016591i,-0.001025-0.0010673i,0.0039099-0.0012165i,0.0059887-0.0012568i,0.0055878-0.0015101i
-0.0035159-0.0040606i,-0.0056969-0.0043667i,-0.0067056-0.0023168i,-0.0095799-0.00040682i,-0.013538-0.0038037i,-0.0097-0.0093399i,0.00057207-0.0098637i,0.0051208-0.0060825i,0.0020061-0.0030093i,-0.00056307-0.00062644i,-0.00072919+0.00089767i,-0.0011985-0.00087891i,-0.0023635-0.0033376i,-0.002974-0.0028741i,-0.0026564-0.0015537i,-0.00066307-0.0017781i,0.0031128-0.0024186i,0.0050402-0.0027353i,0.0037853-0.0023798i,0.00094008-0.0018695i,-0.0012004-0.0012622i,-0.0014748-0.0021063i,-0.00074021-0.0038431i
-0.0044024-0.0023541i,-0.0042846-0.0047362i,9.8936e-05-0.0045984i,0.0065775-0.0027357i,0.012059+0.0014259i,0.011175+0.005979i,0.0070264+0.0051603i,0.005542+0.00092722i,0.0040786-0.00064562i,0.0018819-2.0016e-05i,0.0015173-0.00098453i,0.0015938-0.0032985i,0.00076355-0.0039138i,-0.00044957-0.0037421i,-0.0006089-0.0039814i,-4.3302e-05-0.0020233i,-0.00035841+0.0018029i,-0.0027679+0.0036258i,-0.0037579+0.0023292i,2.5272e-05+0.0014477i,0.0045002+0.0020878i,0.0064557+0.0024606i,0.0064101+0.0025241i
-0.00053665-0.0044348i,-0.001589-0.0043709i,-0.0020264-0.0016143i,-0.0037886-0.00023371i,-0.0063092-0.0022822i,-0.0027904-0.0037284i,0.0061797+0.00027382i,0.010023+0.0040735i,0.0074896+0.0029237i,0.0040829+0.0017758i,0.0027667+0.0021324i,0.0033879+0.0029382i,0.0036714+0.0027202i,0.0032171+0.0013771i,0.0027169+0.00087075i,0.001246+0.00090035i,-0.00087983-0.00057758i,-0.0022763-0.003042i,-0.0026656-0.0031695i,-0.0029183-0.00018982i,-0.0019051+0.0018449i,-6.8394e-05+0.0013717i,-8.0781e-05+2.438e-05i
-0.0011767-0.0016075i,-0.0023759-0.0019678i,-0.0033462-0.0004753i,0.00053962+0.0024152i,0.0049412+0.006371i,0.0036956+0.0095957i,0.00031971+0.010368i,3.1075e-05+0.0092202i,0.0012066+0.0073091i,-0.00024712+0.0036108i,-0.0026184+0.00039116i,-0.0037114-0.0012129i,-0.0035836-0.0020499i,-0.0026793-0.0023539i,-0.0013704-0.0029729i,-0.0017671-0.0046643i,-0.0022759-0.0064005i,-0.00098338-0.0069892i,0.00017947-0.0056312i,0.00059393-0.003276i,0.0023747-0.00019988i,0.0048706+0.0028682i,0.0057345+0.003906i
-0.0043461-0.0047037i,-0.0062379-0.0051283i,-0.0082216-0.0032706i,-0.0093273-0.0026302i,-0.0083962-0.0048521i,-0.0043152-0.0048681i,-0.0013976+0.00049012i,-0.0016825+0.0074292i,-0.0010682+0.0088696i,0.00088375+0.0041315i,0.0016282-0.00013115i,0.002177-0.0019184i,0.0037278-0.0018683i,0.0041223-0.0015844i,0.0029162-0.0013629i,0.0026696-0.0015428i,0.0055447-0.0024652i,0.0075067-0.0029519i,0.0051983-0.0037264i,0.001068-0.0027799i,-0.0024906-8.2766e-05i,-0.0034457+0.0013335i,-0.0026388+0.0015219i
-0.0019452-0.0049285i,-0.001237-0.0047608i,0.0010567-0.0041138i,0.0014855-0.0019393i,9.0343e-05+0.0031277i,-0.0049578+0.0066797i,-0.010923+0.0058977i,-0.013235+0.0056059i,-0.010095+0.0062517i,-0.0037381+0.0036224i,0.0010503+0.00051669i,0.0031676-0.00032445i,0.0035307-0.00019136i,0.0021663+0.00026873i,0.0017569-1.3505e-05i,0.0020009+0.00025044i,0.0012611+0.002196i,0.00024429+0.0031226i,-0.00041275+0.0013613i,-0.0005141-5.4967e-05i,-3.9412e-05+0.00022459i,0.0006312+0.0021666i,0.00061469+0.0041013i
-0.001569-0.0044481i,-0.0037493-0.0037334i,-0.0052955-0.0016428i,-0.0070185-0.0024744i,-0.0083128-0.0061055i,-0.0068677-0.0076423i,-0.0062992-0.0054253i,-0.010404-0.0026214i,-0.011873+0.00095115i,-0.0062151+0.0030206i,-0.00066628+0.0038782i,0.0013345+0.0045401i,0.00146+0.0039936i,0.00096708+0.003173i,0.00056819+0.0028325i,0.00064071+0.0027131i,0.00059576+0.0010091i,0.0016458-0.0018935i,0.0022542-0.0020412i,3.5861e-05+5.9417e-05i,-0.0034163+0.00087743i,-0.0055023+0.00069999i,-0.0058215-0.00018204i
0.00063964-0.004904i,-0.0016663-0.0057099i,-0.0033417-0.0060585i,-0.0015215-0.0038574i,-0.0007978-0.0003476i,-0.0039513+0.0001638i,-0.0086039-0.0051846i,-0.013203-0.010225i,-0.013806-0.0076897i,-0.0087786-0.0019204i,-0.0039825+0.00038693i,-0.0022611-0.0010454i,-0.001069-0.0020928i,-0.00049773-0.0027336i,0.00056693-0.0026166i,0.0019258-0.0025045i,0.0025489-0.0034091i,0.0029997-0.0042484i,0.003151-0.0047054i,0.0021319-0.0049307i,0.00078102-0.0033564i,-3.7273e-05+0.00016419i,-0.00032019+0.0025932i
-0.00059918-0.0015616i,-0.0021809-0.0015298i,-0.0018376-0.0021921i,-0.0018414-0.0044413i,-0.0016351-0.0073237i,0.0001364-0.0092494i,0.00039995-0.010969i,-0.0030872-0.012958i,-0.0066059-0.011189i,-0.0050781-0.0064384i,-0.001627-0.0020692i,0.0011497+0.0009917i,0.0034017+0.0025991i,0.0024661+0.0030133i,0.00052361+0.0029873i,0.0010635+0.0026112i,0.0034018+0.0023565i,0.0057228+0.0013492i,0.0058132+1.5273e-05i,0.0033871+0.00049927i,-0.00098726+0.0006996i,-0.0043955-0.00045342i,-0.0051069-0.001173i
-0.00084387+0.00064182i,-0.0016497-0.00057391i,-0.0012144+0.00063503i,-0.00073836+0.0015936i,-0.0032543+0.0012694i,-0.0061793-0.002791i,-0.0035262-0.010318i,0.0008789-0.014981i,0.0008336-0.013931i,-0.00076766-0.0081849i,-0.00098984-0.0020028i,-0.00015493+0.0013576i,0.00054121+0.0020651i,-0.00076+0.0012703i,-0.0009882+0.00045948i,0.00069221+0.0013654i,0.0010071+0.0035778i,0.0010506+0.0050436i,0.0016779+0.00395i,0.0010183+0.0014022i,0.00059494-0.00054475i,0.00033048-0.00084337i,-0.0014076+0.00012936i
-0.0057144-0.003621i,-0.0056439-0.0047476i,-0.0061137-0.0047264i,-0.0060092-0.0057709i,-0.0049729-0.0089829i,0.00022525-0.010227i,0.0076348-0.00934i,0.010608-0.0098168i,0.0081392-0.010344i,0.0037913-0.0074172i,0.00034443-0.0023091i,-0.0014674+0.0013545i,-0.001014+0.0028834i,-0.0010616+0.0031465i,-0.0020328+0.00229i,-0.0015081+0.0021806i,-0.00064655+0.0030083i,-0.0003781+0.002407i,-3.7256e-05+0.0020887i,0.0002337+0.002259i,-0.0009232+0.00053274i,-0.002431-0.0022244i,-0.0020933-0.0034668i
-0.0013186-0.0076746i,-0.0033578-0.00705i,-0.0044503-0.0065391i,-0.0031345-0.0046244i,-0.0028394-0.0022837i,-0.0015954-0.0010601i,0.0045493-0.0020023i,0.0099127-0.003642i,0.0094589-0.0041959i,0.0052805-0.0045483i,0.00097971-0.0039107i,-0.0015527-0.0030772i,-0.0014305-0.0023217i,0.00027872-0.0016349i,0.00084646-0.0017744i,0.0011473-0.0016071i,0.0018324-0.0011795i,0.0021855-0.0006934i,0.0019906-0.00037049i,0.0012225-0.0011695i,0.0008732-0.0017946i,0.00081636-0.0017923i,0.00064528-0.00048505i
0.0032426-0.004029i,0.0026025-0.0044656i,0.002685-0.0035321i,0.0018905-0.0048027i,0.0010388-0.0076914i,0.0024856-0.0060774i,0.0053894-0.00092708i,0.0082018+0.0029061i,0.0098239+0.003901i,0.0076824+0.0015654i,0.0032257-0.0011135i,0.00041173-0.00013288i,0.00014905+0.0027866i,-0.00039936+0.0036935i,-0.0014364+0.0025324i,-0.001036+0.0013453i,0.0008422+0.0026195i,0.001086+0.0042421i,-0.00031717+0.0042354i,-0.0014246+0.0026677i,-0.0020012+0.00033849i,-0.002105-0.0017818i,-0.0021047-0.0024509i
-0.0021844+0.00045375i,-0.0029045-0.00088622i,-0.0026675+0.00046044i,-0.00082756+0.00041686i,-0.00041675-0.0014775i,-0.0025062-0.0037619i,-0.0020963-0.0028178i,0.00059866+0.0024946i,0.003038+0.0065372i,0.0035699+0.0059719i,0.002268+0.0034215i,0.0001494+0.0015058i,-0.0019398-0.000124i,-0.002924-0.00082897i,-0.0024979-0.00055132i,-0.0018512+0.00059294i,-0.0016479+0.0021346i,-0.0024954+0.0020994i,-0.003612+0.0009977i,-0.002869+0.0002521i,-0.00026689-0.00083328i,0.0018492-0.0011445i,0.0017241-0.00072026i
-0.0022489-0.0016873i,-0.0032149-0.0029379i,-0.0037103-0.004361i,-0.0017816-0.0050492i,0.00062842-0.0059102i,0.001876-0.0048017i,0.0013745-0.00098073i,-0.00071588+0.002166i,-0.0019323+0.0046295i,-0.00091031+0.0049233i,-0.00016858+0.0017511i,-0.0012881-0.00096275i,-0.0024197-0.001068i,-0.001736-0.00027747i,-0.00093544-8.9299e-05i,-0.0016688-0.00044711i,-0.0018639-0.0005393i,-0.0017035-0.00025784i,-0.0018097+6.321e-05i,-0.00096377-0.00029467i,-3.9989e-05-0.00071263i,0.0001402-0.0012159i,0.00047071-0.0021283i
-0.0042041-0.0020854i,-0.0054672-0.0018238i,-0.0035259-0.000608i,-0.0016879-0.0002428i,-0.0019137-0.0011371i,-0.0023558-0.0016227i,-0.0021344-0.0024863i,-0.0030917-0.0020265i,-0.0052549+0.00015584i,-0.0046466+0.0018326i,-0.0015243+0.00058141i,0.0010983-0.0020213i,0.0020395-0.0025011i,0.0020936-0.0018542i,0.0014499-0.0013507i,0.0010056-0.0011282i,0.00099454-0.00058663i,0.0011675-0.0011854i,0.001546-0.0022083i,0.0017945-0.002078i,0.001987-0.0017327i,0.0016637-0.0012464i,0.00095834-0.0006397i
-0.0039404-0.0033871i,-0.0044759-0.0036682i,-0.0035708-0.0014468i,-0.0010453-0.0011932i,0.0013049-0.0031781i,0.002607-0.0046439i,0.0019163-0.004836i,-0.0017561-0.0046485i,-0.0053927-0.0031767i,-0.0048526-0.00067966i,-0.0019796+8.2875e-05i,-0.00089718-0.00077157i,-0.001969-0.0011551i,-0.0025376-0.00080112i,-0.0022791+0.00016863i,-0.0025865+0.0009725i,-0.0021138+0.0010924i,-0.0012402+0.0019771i,-0.0010438+0.0027021i,-0.00071282+0.0027266i,-0.0012833+0.0015152i,-0.00078902+0.00023264i,0.00072617-0.00072918i
-0.00081567-0.0069674i,-0.0023326-0.007599i,-0.0033213-0.0051405i,-0.0023661-0.0029416i,-0.001295-0.0017882i,-0.00029366-0.0024428i,0.0014435-0.0040853i,0.0011109-0.0050982i,-0.0017072-0.0056672i,-0.0035715-0.0038644i,-0.0026106-0.0008687i,-0.00060161+0.00042948i,0.00011246-0.00034561i,0.00048564-0.0020132i,0.00082633-0.0027343i,0.00037014-0.0020034i,-0.00068344-0.0014956i,-0.001383-0.0014391i,-0.0010505-0.0018691i,0.00011205-0.0016029i,0.0017465-0.00033894i,0.0021606+0.00038012i,0.0011682+0.00054585i
0.0019013-0.0014514i,0.00035616-0.0024244i,0.0002711-0.0022475i,0.0018706-0.0030497i,0.0022481-0.0044308i,0.0024252-0.0041752i,0.0023185-0.0020016i,0.0020033-0.0015127i,0.0012381-0.0029578i,0.00051575-0.0042501i,0.00024113-0.003734i,0.00052993-0.0025509i,0.00066366-0.0023339i,-0.00030984-0.00070884i,-0.00078416+0.0019228i,-0.00066343+0.0012923i,-0.00032034-0.00040643i,0.00032527-0.00045264i,0.0010521-0.00051369i,0.00076407-0.0010522i,-0.00094108-0.00026999i,-0.0018773+0.0008678i,-0.00092583+0.00096056i
-0.0047347-0.0013776i,-0.00469-0.0019314i,-0.0034697+0.00078445i,-0.0026731+0.0025033i,-0.002899+0.00045759i,-0.002397-0.0010646i,-0.00061401-0.000141i,0.0016859+0.00035529i,0.002903-0.00089098i,0.002273-0.0024114i,0.0012088-0.0021447i,0.001831-0.00069461i,0.0033861-0.00017092i,0.0030795-0.00014111i,0.0017248-0.00041621i,0.0014017-0.00063127i,0.0015975-0.00072152i,0.0011464-0.00074256i,0.00085896-0.00036515i,0.00083847-0.00012212i,0.0008798+0.00054186i,0.0013234+0.0016391i,0.0012587+0.0018012i
-0.00149-0.0036084i,-0.0031808-0.0045458i,-0.003955-0.003893i,-0.0023946-0.0027553i,0.00033716-0.0018513i,0.002244-0.00077441i,0.0012683+0.00063736i,-0.00062923+0.0012269i,-2.8861e-05+0.00026984i,0.0012132-0.00093611i,0.00071591-0.0016159i,-0.00086552-0.00076109i,-0.0016965-0.00042258i,-0.00216-0.00065093i,-0.001944+0.00058685i,-0.00056856+0.0014897i,0.00070685+0.0013334i,0.001125+0.00049187i,0.0006104+0.00021933i,-0.00068121+0.00030532i,-0.00063238-6.1922e-05i,0.0001088+0.00021701i,0.0008023+0.00099436i
-0.00055286-0.0039826i,-0.0019273-0.0032634i,-0.0022994-0.0020769i,-0.0020981-0.0016966i,-0.0025696-0.0025412i,-0.0022493-0.002519i,-0.0018162-0.0005488i,-0.0032727+0.0017118i,-0.0022446+0.0030077i,0.0011271+0.0021465i,0.0024579+0.00086824i,0.0021063+0.00082274i,0.0013893+0.0010695i,0.0011307+0.00065275i,0.0008666-0.00073836i,0.0003394-0.0012339i,0.00030247-0.00062659i,0.00084959-0.00099618i,0.0012772-0.0015769i,0.0013717-0.0010966i,0.0017498-0.00027111i,0.0010079+0.00066992i,-0.00049616+0.0012294i
