4.622e-05-0.0023387i,0.00062736-0.0024963i,0.00015264-0.0013318i,-0.00025377-0.00081605i,-4.7498e-05-0.00024404i,0.0011082+0.00064699i,0.0013689+0.0013998i,0.00099345+0.0012378i,0.0012034+0.00069237i,0.0018386-0.00035271i,0.001675-0.0014724i,0.00051493-0.0013024i,4.3204e-05-0.00096853i,0.00049799-0.0012366i,0.00052739-0.0011533i,0.00019644-0.0002047i,-9.5994e-05-0.00054027i,2.9228e-05-0.00032029i,0.00082097+0.00071635i,0.00041448+0.00070321i,-0.00041234+0.00031603i,-0.00049699-0.00011059i,-0.00050462-0.00076028i
0.0013139-0.0039095i,0.00072834-0.0041174i,-0.00013974-0.0032915i,-0.0012913-0.0020422i,-0.0012485-0.0016073i,-0.00081764-0.0007466i,0.00029745+0.00011315i,0.0012743-0.0010588i,0.00051088-0.0019975i,-0.00028265-0.0021121i,0.00017259-0.0020008i,0.00048503-0.0011346i,0.00047034-0.00097849i,0.00016838-0.001137i,4.1308e-05-0.00049951i,0.0002479-0.00011677i,0.0001215+0.00071869i,-0.0001521+0.0004847i,2.7178e-05-0.00046344i,0.00048541-0.0004484i,0.00055891+0.00023205i,0.00019226+0.00029743i,-7.1931e-05-0.00019169i
0.0012522-0.0015608i,-0.00012031-0.0014148i,-0.0002142-0.00065562i,-1.7655e-05-0.00098307i,0.00028904-0.0019146i,-0.00012834-0.0023279i,0.00018979-0.0013388i,0.00029947-0.00046742i,0.00036317-0.0005496i,0.00085036-0.00072049i,0.0009939-0.00037168i,0.00077886+5.9483e-06i,0.0001745-0.00052905i,-9.6932e-05-0.00046933i,-0.00021694+0.00072025i,-6.9842e-05-0.00018541i,0.00010394-0.00079978i,0.00021471-0.00054107i,-0.00048855-0.00043276i,-0.0007557-0.00014156i,-0.00056576-0.00065103i,-0.0005611-0.00078987i,-0.00077422-6.4508e-05i
-0.0006106-0.00018382i,-0.0011541-0.0023885i,-0.0011406-0.0018807i,-0.00040906-0.0010591i,0.00010673-0.0016657i,0.00037252-0.0024094i,0.00025264-0.0028434i,3.1491e-05-0.001935i,-0.00057552-0.00040007i,-3.9663e-06-6.5855e-05i,0.00043973-0.00042754i,0.00024053-1.3288e-05i,0.00027261+0.00043213i,1.8583e-05+0.0002402i,-0.00062746-0.0002597i,-0.0010768-0.0010217i,-0.00078991-0.00084229i,-0.00036682-0.0004096i,-0.00045091-0.00072462i,-0.00047902-0.00048374i,-0.0003625-0.00077667i,-4.0164e-05-0.0015719i,-0.00054212-0.0012522i
-0.00073883-0.001796i,-0.00058564-0.0017642i,-0.0010313-0.0013725i,-0.00094436-0.00097262i,-7.236e-05-0.00010784i,0.0015406-0.00051459i,0.0018626-0.0011255i,0.00083507-0.0010811i,-0.00071816-0.00058206i,-0.001029+0.00026859i,0.00018039-2.8667e-05i,0.0010858-0.0004302i,0.001201-0.0012716i,0.0011861-0.0017087i,0.00087682-0.00088979i,0.00055789-0.00018102i,0.00047499+0.00023809i,0.00015086+0.00067095i,-0.00065171+0.00059956i,-0.00081496-0.00026548i,-0.00014971-0.00052385i,-0.00016947-0.0006913i,-0.00059981-0.00032292i
-0.0008698-0.0026629i,-0.00066148-0.0023642i,-0.00024202-0.002053i,-0.00035852-0.002199i,-0.00054831-0.0021015i,0.0002405-0.0020713i,0.0014648-0.0019478i,0.001438-0.0020839i,0.00024494-0.0010758i,-0.00069221-9.6482e-05i,-0.00080524-4.3311e-05i,-9.2973e-05+0.00066744i,0.00057193+0.0010075i,-0.00011332+0.00064444i,-0.0011031+0.00016696i,-0.00073189-5.9097e-05i,0.00034808+0.0004274i,0.00052326+0.0010696i,0.000223+0.00061846i,-6.6438e-05-6.5186e-05i,0.00021962-0.00017957i,-1.6305e-05-0.00034745i,-0.00074165-0.00067219i
0.0008669-0.0013134i,-0.00060333-0.0024006i,-0.00042869-0.0023409i,-0.00077803-0.0015533i,-0.0019811-0.0021683i,-0.0012403-0.0022096i,0.00055349-0.0013331i,0.0010396-0.0010282i,0.00059203-0.00097776i,0.00038162-0.0010597i,8.4132e-05+9.6619e-05i,-0.0004717+0.001231i,-0.00050993+0.00024963i,0.00016352-0.0014526i,0.00055547-0.0011169i,0.00040694+0.00051187i,0.0001248+0.00099659i,-0.00026068+0.00015121i,-0.00029889+2.7698e-05i,0.00024554+0.00015944i,0.00032124-0.00058765i,-0.0006062-0.00029151i,-0.0004951+0.00021889i
0.0012454-0.0016041i,-1.4874e-05-0.0013873i,-0.00086992-0.0014969i,-0.00039808-0.0016024i,-0.00016547-0.0022275i,0.00021307-0.0013979i,0.0010035-0.00048026i,0.0012361-0.0010012i,0.00027001-0.001239i,-0.00012707-0.00095804i,0.00034612-0.00051615i,0.00071524+0.00046266i,0.00064632+0.001003i,0.00062385+0.00071746i,0.00053628-0.00016915i,0.0005611-0.00079054i,0.00075863+9.3498e-05i,0.00040103+0.00042487i,-0.00029121+1.4833e-05i,4.8688e-05-0.00037768i,0.0003825-0.00044603i,0.00034136+2.1409e-05i,0.00078148+0.00058089i
-0.0010535-0.0018477i,-0.00083102-0.0021414i,-0.00097494-0.0017488i,-0.00064456-0.0017861i,4.1729e-05-0.0012977i,0.00061433-0.0021538i,0.00068935-0.0028273i,-0.00031855-0.0026878i,-0.00092913-0.0014983i,-0.00046044+0.00061708i,3.7993e-05+0.00041395i,0.00036604-0.00059671i,0.0010267-0.00017933i,0.00075305+0.00010273i,0.00012812-3.9663e-05i,-0.00011403+0.00037268i,3.2377e-05+0.00046349i,0.0012322-4.0632e-05i,0.0015567-0.00041921i,0.00082162-0.00013999i,0.00014034-0.00014891i,-0.00024146-0.00077693i,-0.00032574+8.4146e-05i
-0.0016236-0.00052102i,-0.0025815-0.00082457i,-0.0023985-0.0004811i,-0.00032526-0.00091157i,0.0012421-0.0021543i,0.001821-0.0023404i,0.0013149-0.0014858i,0.00071958-0.0014471i,-0.00071853-0.0017069i,-0.00078533-0.001305i,0.0006386-0.0013442i,0.00078624-0.0011589i,-0.00021409-0.00048287i,-0.0013554+0.00029464i,-0.001324+0.0008435i,-0.00049332+0.00061265i,0.00010893+0.00034152i,0.00052263+0.00087339i,0.00058177+0.00046112i,9.6926e-05-0.00014197i,3.3254e-05+0.00038727i,-0.00010591+0.00031386i,-0.00063849-0.00021915i
-8.9868e-06-0.0028775i,-0.0015183-0.0035635i,-0.0014659-0.0033394i,-0.0015535-0.0022483i,-0.0011792-0.0020242i,-0.00095882-0.0023545i,0.00034211-0.0019977i,0.0010496-0.0013927i,0.00080864-0.0011745i,0.00020881-0.00094401i,-0.00010411-0.00094492i,-0.00058637-0.00052594i,-0.00070289+0.00027161i,0.00034907+0.0003805i,-5.4791e-05+0.0003779i,-0.00098966+0.00058924i,-0.00053442+0.00012899i,0.00050168+9.1309e-05i,0.00067302+0.00020909i,0.00030783-0.00043446i,-2.3033e-05-0.0014032i,-0.00070809-0.0013097i,-0.00050727-0.0006826i
0.0020536-0.0033341i,0.00089215-0.0034849i,-0.0002002-0.0028969i,-0.0012822-0.0018872i,-0.0017853-0.0015833i,-0.00034643-0.0015833i,0.00097515-0.0014829i,0.0005672-0.0017093i,-9.8085e-05-0.0013855i,-0.00037116-0.00061781i,-4.2866e-05-0.00086668i,0.00059448-0.0005772i,0.00042713-0.00015639i,0.00042315-0.00022987i,0.00044863-5.5938e-05i,-0.00020206+0.00045302i,0.00023168+0.00049983i,0.0013034+0.00056492i,0.0010934+0.00048916i,0.00047675+0.00036757i,0.00027315+0.00059012i,0.00091639-0.00025898i,0.00075637-0.00089691i
0.00011671-0.001626i,-0.0003368-0.0019542i,-0.00047886-0.002216i,-0.00066092-0.0018024i,-0.0006035-0.001449i,0.0006056-0.0012801i,0.0010769-0.0014197i,0.00073743-0.0011817i,0.00049874-0.00067146i,0.00036647-8.0298e-07i,0.00073774+0.00069153i,0.00068146+0.00035579i,0.00018257-0.00054942i,0.00048457-0.0012462i,-2.1038e-05-0.00068575i,-0.0002186+6.2308e-05i,0.00017679+0.0002305i,0.00090838+0.00042071i,0.00092721+0.00031538i,0.00023925+1.7391e-05i,0.00014683+3.507e-05i,0.00031797+6.3332e-05i,-6.635e-05+0.00010394i
0.00017215-0.0020147i,-0.0010141-0.0030877i,-0.0018811-0.0026654i,-0.00099324-0.0014208i,0.00057553-0.0010818i,0.0012111-0.00094345i,0.0013471-0.00047093i,0.0011283-0.00045308i,0.00045548-0.00032723i,0.00026769+8.6244e-05i,0.00035723+0.00069589i,0.00028551+0.0011349i,0.00070833+0.00063903i,0.0009311+0.0004043i,0.00021228+0.00046733i,-0.0003186+0.00032927i,-0.00065602+0.00043602i,-3.5076e-05-1.3766e-05i,0.0010393-0.00076559i,0.00058036-0.00037113i,-0.00013484+0.00033143i,-0.00023639+0.00066035i,-6.7249e-05-6.9544e-05i
-0.00063702-0.00064928i,-0.0011593-0.00013581i,-0.00046456-0.00047411i,6.0445e-05-0.00031869i,-0.00045343-0.00073733i,0.00033861-0.001768i,0.0011397-0.0018183i,0.0014593-0.0011939i,0.0009488-8.8369e-05i,0.000851+0.00084554i,0.00061035+0.00074078i,0.0002688-9.8056e-05i,0.00062442-0.00045157i,0.00014399-0.00027989i,-0.00029696-0.00011675i,0.00042484-0.00040387i,0.000746-0.00043585i,0.0011317-0.00042281i,0.0014291-0.00058617i,0.00031056-0.00054584i,-0.00021213-0.00098486i,0.0001104-0.00072571i,0.00029467-0.00026972i
0.0005237-0.0038544i,-0.0004723-0.0032136i,-0.0010607-0.0025138i,-0.0014466-0.0021131i,-0.0012197-0.0011384i,-0.00082785+0.00028828i,-0.00076995+0.00046489i,0.00027005-0.00022791i,0.00024234-5.1115e-05i,-0.00067828-7.5452e-05i,-0.00068447-0.00038135i,-0.00010908-0.00049971i,0.00034631+0.00048625i,-5.1347e-06+0.00072873i,-0.00010245-0.00047953i,-0.00020327-0.00089427i,-0.0001098-0.00016399i,0.00058461+8.3208e-06i,0.00033506-0.0004094i,-0.00044163+0.00027466i,-0.00085722+0.00069953i,-0.00028053-0.00030111i,-0.0001693-0.00074652i
0.0005292-0.0030664i,0.00097849-0.0029483i,-0.00021853-0.0022637i,-0.0015836-0.0014766i,-0.0020492-0.0010781i,-0.00050747-0.0012769i,0.00097191-0.0020006i,0.0011113-0.00182i,-1.1387e-05-0.001456i,-0.00096987-0.00062778i,-0.00021247-0.00050624i,0.0007357-0.00086609i,0.00055415-0.00061937i,0.0002078-0.00025774i,-0.00039423-0.00013849i,-0.0011362-0.00014874i,-0.00068028-0.00013785i,1.3484e-05+0.00044179i,-0.00030544+0.00059212i,-0.00044922+0.0004448i,1.9139e-05+0.00096837i,0.00016427+0.0011168i,7.4755e-05+0.00030634i
-0.00076659-0.0033845i,-0.00073897-0.0042388i,-0.00072801-0.0035165i,-0.00047537-0.0028775i,-0.00087936-0.0017838i,0.00021893-0.0011554i,0.0014495-0.0014487i,0.0010807-0.0014972i,-0.00013617-0.0016867i,-0.00087963-0.0012553i,-0.00039916-0.00069893i,0.00053228-0.00033183i,0.00072056+3.9074e-05i,0.00056887-1.7569e-05i,0.00012218-0.00029743i,0.00013993-0.00012153i,0.00031143-0.00021815i,0.0011344-0.00034577i,0.0017002+0.00021755i,0.0010309+0.00026688i,0.00055628+0.00016538i,-0.00028283+0.00065544i,-0.0009927+0.00087006i
0.00090649-0.0025466i,0.00060738-0.0030779i,0.00035357-0.0022607i,7.1551e-05-0.001652i,2.9197e-05-0.0018202i,-3.2346e-05-0.0017031i,0.00054094-0.0013013i,0.00088393-0.0011051i,0.00011448-0.0010166i,-0.00015822-0.00092641i,-9.4469e-05-0.00027075i,-0.00012921-9.352e-05i,-0.00016928-0.0004319i,-0.00015323+0.00017815i,-0.00020402+8.3882e-05i,0.00012546+2.3569e-05i,0.00072266-0.00014736i,0.001017-0.0011477i,0.0009226-0.00074168i,0.0010437+0.00062489i,0.00092678+0.00068327i,0.00015758-7.9357e-05i,-0.00019142-0.00062473i
-0.00074308-0.0012561i,-0.00036901-0.00084078i,0.00039736-0.00011105i,0.00083786-0.00080626i,0.00068114-0.0018701i,0.00063962-0.0022505i,0.00084124-0.0024052i,0.00033626-0.0020694i,0.00051353-0.0010518i,0.00096975-0.00026023i,0.00085886-7.6932e-05i,0.00022693+0.00056841i,0.00021109+0.00023268i,0.00036836-0.00016224i,-0.00030815+5.3173e-05i,-0.0012282-0.0001021i,-0.0014754+0.00012883i,-0.00071994-0.00050638i,6.5861e-05-0.00058931i,-0.00015458+0.00038806i,-0.00038964+0.00042371i,-4.3943e-05+0.00017124i,-0.00048699+0.00027559i
-3.0366e-05-0.0019698i,-0.001141-0.0033775i,-0.0018133-0.0033709i,-0.0017358-0.0025645i,-0.0011018-0.0021228i,-1.3309e-06-0.0016175i,0.0011986-0.00095536i,0.0017209-0.00099899i,0.00099346-0.00057938i,0.00046629+4.564e-05i,0.00082295-0.00019606i,0.00032672-0.00098561i,0.00012189-0.0010532i,3.1852e-05-0.00090178i,-1.0797e-05-0.0003636i,0.0002755-0.00056906i,0.00026669-5.1912e-05i,0.00055371+0.00037393i,0.000591+0.00020266i,0.00013345-1.8506e-05i,-6.0864e-05+0.00025308i,0.00012368+4.7726e-05i,0.00081987-0.00059063i
0.0021078-5.5289e-05i,0.0015343-0.00090388i,0.0016193-0.00096384i,0.0015421-0.0016787i,0.0008025-0.0029628i,0.00075836-0.0032257i,0.0013889-0.0021697i,0.00071541-0.00065738i,0.00011838-3.1044e-05i,0.00023206-0.0002451i,-0.00041621-0.00044874i,-0.00045965-0.0004681i,0.00072973-0.00031015i,0.00095091+0.00029611i,-0.00026656+0.00087441i,-0.00050643+0.00076919i,0.00037026+0.00037914i,0.00073025+0.00046717i,0.00051944+0.00030161i,6.7156e-05-0.00032284i,-0.00027481-0.00025318i,-0.00074873-0.00010668i,-0.00036319-0.00044745i
-0.0012832-0.0011441i,-0.0017062-0.0016013i,-0.00094963-0.0012138i,0.00011421-0.00013335i,0.0010363+0.0002471i,0.0023104-0.00057477i,0.0025107-0.001027i,0.0020472-0.0003212i,0.0014859-0.00023531i,0.00098353-0.0003208i,0.00078463+0.00011019i,0.00053825-2.5218e-05i,0.00068477-2.0712e-05i,0.00071969-0.00013379i,-0.00038074-0.000621i,-0.000936-0.00068985i,-0.00048106-0.00025532i,0.00013378-0.00044085i,0.00028184-0.0010447i,0.00043795-0.00062996i,0.00076164+3.5191e-05i,0.00027084-0.00047582i,-0.00026426-0.00097787i
0.00056775-0.00068054i,-0.00033273-0.0021519i,-0.0010489-0.0032354i,-0.00059277-0.0024308i,7.7736e-06-0.001783i,-0.00012653-0.00031963i,0.00038428+0.00049251i,0.00082103-0.00031i,0.00040527-0.00044428i,-0.00021596+0.00015209i,-0.00042435-0.00039671i,-0.00057166-0.00079472i,-0.00053133-0.00016376i,0.00013258-1.9529e-05i,0.00037048-0.00029447i,0.0005822-0.00025408i,0.00011934-0.00034576i,-0.00077619-0.00042057i,-0.0008998+8.0634e-05i,-0.000526+1.3002e-05i,0.00027316-5.2199e-05i,-2.5453e-05-0.00022011i,-0.00072415-0.00037617i
0.00034213-0.0023214i,1.8888e-05-0.0031262i,-0.00027925-0.0032535i,-0.00063466-0.0018119i,-0.00086293-0.0012656i,-0.00021731-0.001999i,0.0008247-0.0021456i,0.0014225-0.0023772i,0.001071-0.0022287i,0.00033396-0.00078057i,-0.00024941-0.00015503i,-0.00087125-0.00018375i,-0.00036937+0.00033415i,-0.0001712+0.00012678i,-0.00070897-0.00074392i,-0.00029608-0.00043049i,0.00059574-3.8919e-05i,0.00075827-0.00023312i,5.4854e-05-0.00037561i,-0.00021565+3.2957e-05i,-0.0002141-1.1807e-05i,-0.0001639-0.00044698i,-0.00031184-6.148e-05i
0.00064999-0.00063519i,-0.00064052-0.0012192i,-0.00019581-0.0030045i,0.0004504-0.0030901i,-0.00047301-0.0024461i,-0.00064128-0.0020663i,0.00034982-0.0017113i,0.00042494-0.0013149i,0.00024213-0.0010105i,0.00043468-0.00080929i,0.00065412-0.00058719i,0.000232-0.0001302i,0.00011401+0.0003079i,0.00067196+0.00020128i,0.00069035-0.00016931i,-5.7307e-05+7.9885e-06i,-0.00019006+0.00056523i,4.0391e-06+0.00058156i,-0.00043422+0.00052033i,-0.0008999+0.000254i,-0.00078918-0.00015613i,-0.00042395-9.082e-05i,-0.00073489+0.0004355i
0.0011056-0.001863i,0.00040202-0.0027237i,0.00036613-0.0021665i,0.0005149-0.0018814i,0.00051683-0.0025948i,-8.4269e-05-0.0021878i,0.00013544-0.0011578i,0.0012404-0.0010998i,0.00091072-0.001066i,0.000351-0.00097559i,-0.00016614-0.00043486i,-0.00046116-0.00056935i,0.00056393-0.00041199i,0.0010739-9.4069e-05i,0.00055291-0.0004585i,-6.5016e-05+9.4744e-05i,6.8423e-05+0.00029551i,0.00053218+3.2711e-05i,0.00055389+7.4599e-05i,1.6834e-05+0.00011807i,3.661e-05+0.0001536i,-0.00014071+0.00015291i,-1.4703e-05+0.00022488i
0.00059555-0.0011896i,0.00090726-0.0023484i,0.00076619-0.0012909i,0.00058793-0.0012465i,0.00032652-0.0019573i,0.00034216-0.0026786i,0.00093485-0.0028473i,0.00082654-0.0022766i,0.00035171-0.0018154i,-0.00018867-0.0011179i,-0.00023659-0.00075336i,-0.000167-0.00072165i,-0.00057887-0.00042152i,-0.00019932-0.00033842i,0.00066233-0.00017696i,0.00036394+0.00025799i,-0.00049056+0.00040656i,-0.00026564+8.8412e-05i,0.00070058+0.00057892i,0.00095319+0.0011764i,-8.6662e-05+0.00070952i,-0.0013559+0.00043622i,-0.0014405+0.00023271i
-0.0020447+0.00053632i,-0.0027028-0.00012168i,-0.0022856-0.0013738i,-0.0010631-0.0014997i,-0.00016976-0.0011208i,0.00051415-0.00056448i,0.00097508-0.00089309i,0.0014103-0.0012961i,0.00096544-0.00069866i,0.00054518+0.00039321i,0.00043002+0.00020533i,0.00021907-0.00049862i,0.00054796-0.00017355i,0.0008889+0.0007816i,0.00054677+0.0010805i,0.00024094+0.00036651i,0.00060892-8.3213e-06i,0.00090349+1.5111e-05i,0.00046876-0.00036818i,-0.00041199-0.00048483i,-0.00053954+0.00043049i,-0.0007671+0.00088381i,-0.00061819+0.00061212i
-0.0011467-0.0010158i,-0.0014657-0.0021955i,-0.001395-0.0011726i,-0.00057966+0.00027664i,7.9431e-05+6.6929e-05i,0.00077816-0.00059933i,0.0012804-0.0011584i,0.00086786-0.001831i,0.00044656-0.00087258i,0.00024258+0.0002459i,-0.00023835+1.1982e-05i,-0.0010413-8.5158e-05i,-0.0013711-9.3199e-05i,-0.00071169-0.00015205i,-0.00049534+0.00038215i,-0.00023038+0.00088376i,-0.00023462-0.00035622i,2.084e-05-0.00059061i,0.000359+0.00033288i,-3.5144e-05-0.00027726i,0.0001534-0.0010745i,0.00035507-0.0014069i,0.00011432-0.00095964i
-0.0013722-0.0020696i,-0.0015542-0.0035i,-0.0016594-0.0028382i,-0.00069844-0.0020875i,-0.00034629-0.0021917i,7.5173e-05-0.0020632i,0.0012066-0.0016986i,0.0011779-0.00093858i,0.00038996-0.00088509i,2.8946e-05-0.0012775i,0.00017297-0.00082356i,0.00048451-0.00071961i,-9.5983e-05-0.00094208i,-0.0010099-0.00091418i,-0.00086938-0.0005741i,-4.705e-05+0.00039674i,0.00026646+0.00065108i,0.00030177+0.00048575i,0.00046834+0.00023079i,0.00021462-0.00032265i,-0.00014623-0.00030394i,-0.00052265+0.0004755i,-0.00095231+0.00083461i
0.0006453-0.0034592i,3.1326e-05-0.0038336i,0.00037613-0.0032658i,0.00077496-0.0024368i,0.00086449-0.0014974i,8.9862e-05-0.00012208i,0.00023373+1.9495e-05i,0.00058928-0.00077723i,0.00023897-0.00054449i,0.00022631-0.00025496i,0.00059886-6.2149e-05i,0.00025803+0.00024938i,0.00024412+0.00028273i,0.00050679+0.00028365i,-7.5751e-06+0.0002721i,0.00014423-0.00048519i,0.00035781-0.00057726i,0.00068608-0.00011536i,0.00084808-0.0001097i,0.00056662+0.00030705i,0.00088395+0.00081834i,0.00044674+0.00063642i,-0.00062135+0.00036426i
0.0015684-0.00033629i,0.001217-0.00065948i,0.0005969-0.00086587i,0.00076934-0.0013733i,0.00095024-0.0021657i,0.00043133-0.0024831i,0.00091899-0.0015861i,0.0014745-0.0012549i,0.0011508-0.0016731i,0.0012777-0.0015182i,0.0013014-0.0013208i,-9.3659e-05-0.00059496i,-0.00068622+0.00013463i,-1.6837e-05+0.00031419i,0.00039779+0.00087425i,0.00033527+0.0013327i,-0.00023571+0.0011619i,-0.00047292+0.00044786i,-7.5551e-05+0.00060507i,-0.00011794+0.00038573i,-0.00022036-0.00059316i,-0.00013194-0.0011298i,-0.00034923-0.00080725i
0.00014743+0.00054218i,-0.0007672-0.00064316i,-0.001027-0.0010943i,-0.00019466-0.0006772i,0.00073741-0.0010455i,0.0018399-0.0013495i,0.0023541-0.0009863i,0.00094004-0.00080839i,-0.00048541-0.00089162i,-0.00023342-0.00058552i,0.0004889-0.0002561i,0.0006796+4.5737e-05i,-2.8412e-06+0.00046881i,-0.000813+0.00063847i,-0.00067492+0.00014297i,-0.00031162-0.00039377i,-0.000104-0.0006415i,-0.00046291-0.00064935i,-0.00034903-0.00041588i,-0.00055854-0.0001703i,-0.0010872+0.00041863i,-0.0001475+0.00038279i,0.00063033+0.00027532i
0.00016707+0.000144i,-0.00087723-0.0012786i,-0.0014537-0.0012856i,-0.0010841-0.00070645i,-0.0012265-0.0004848i,-0.0012584-0.00079182i,-0.0004649-0.0010665i,0.00033751-0.001053i,0.00067782-0.00052112i,0.00023008-8.4955e-05i,-5.5522e-05-0.00032407i,-1.2464e-05-0.00051862i,0.0002+2.786e-06i,0.00011318+0.00065008i,-0.00018123+0.00063321i,-2.4113e-05+0.00040918i,0.00037781+0.00053229i,0.00083883+9.352e-05i,0.00092861-0.00053156i,-2.0244e-05-0.00088769i,-0.00031289-0.0010375i,0.00040959-0.00050422i,0.00030905+0.00042932i
-0.0028734-0.003097i,-0.0024614-0.002278i,-0.0016887-0.0014181i,-0.0013455-0.0010026i,-0.00060212-0.0018617i,0.0012793-0.002326i,0.0021741-0.0010659i,0.0016059-0.00060062i,0.00051274-0.0010796i,-0.00050826-0.00049429i,-0.0011455+0.00015412i,-0.00093198+0.00011058i,0.00026711-0.00081405i,0.00017473-0.0010852i,-0.00058462-0.00038993i,-0.00044468-4.4176e-05i,0.00033053+0.00015382i,0.00057602-0.0004169i,0.00014315-0.0012536i,0.00011288-0.00085442i,0.00025833-7.0864e-05i,0.00032975-0.00010017i,0.00035444+0.00039373i
0.00041836-0.0044981i,0.00016479-0.0040659i,-0.0017813-0.0028004i,-0.002223-0.0017101i,-0.001557-0.0004991i,-0.0003166-0.00029187i,0.0011745-0.0010896i,0.001061-0.0014048i,-0.00027146-0.00088346i,-0.0011339+4.1128e-05i,-0.0012511+0.00053765i,-0.00040708-7.2116e-05i,0.0003192-1.1222e-06i,0.00057173+0.00014549i,0.00050242-0.00071294i,0.00075074-0.00034631i,0.00065267+0.00082254i,0.00023678+0.00054902i,0.00061594-8.3078e-05i,0.00076098-0.00027126i,0.00051202-0.00067564i,3.8325e-05-0.00022541i,-0.00050709+1.5608e-05i
0.00082359-0.0016004i,0.00031-0.0026492i,0.0005162-0.002367i,0.0013033-0.0022978i,0.0013976-0.0019028i,0.00092095-0.0016221i,0.0010583-0.00096889i,0.00052373-0.00013736i,-9.7318e-05-0.00020594i,-0.00038925-0.00036927i,-0.00064281-0.00054294i,-0.00044441-0.0004643i,-0.00026358+9.6423e-05i,-0.00064449+0.00040775i,-0.00085375+0.0002162i,-0.0008132+0.00042553i,-0.00089925-8.804e-05i,-0.00062003+9.6136e-05i,0.00012271+0.00034877i,0.00015936-0.00024293i,-0.00050793-0.00076188i,-0.00065999-0.00074493i,-0.00037014+0.00029348i
0.0012824-0.0025212i,0.00092948-0.0028161i,0.00073486-0.0025581i,0.00056952-0.0013684i,-0.00027729-0.00058713i,0.00039935-0.00067788i,0.0009612-0.00042257i,7.8324e-06-0.00075628i,-0.00093789-0.00090786i,-0.00064363-0.00046771i,-0.00017658-0.00035023i,-0.00013003+9.277e-05i,0.00012125+0.00050359i,-9.142e-05+9.3743e-05i,-6.3815e-05+0.0003155i,0.00036835+0.00028951i,0.00036393-0.00031206i,9.4721e-05+0.00018975i,0.00028693+0.0004631i,0.0007132+8.2879e-05i,0.00062371+0.00027439i,0.00079027+7.2246e-07i,0.0010623-0.00023512i
-0.00097529+0.0015076i,-0.00051257+0.00038776i,-0.00017064-0.001012i,-0.00030385-0.0011752i,0.00042445-0.00077315i,0.0011296-0.00067622i,0.0014681-0.00096215i,0.0013909-0.0011354i,0.00073421-0.0006878i,3.8001e-05-7.3962e-05i,-0.00045243+3.1226e-05i,-3.0011e-06-5.3344e-05i,0.00048858-0.00020995i,0.00039815-6.2218e-05i,0.00042666-0.00010946i,0.0003629+0.00012171i,-2.6515e-05+0.00013192i,6.7222e-05+0.00012113i,0.00062696+0.00011345i,0.00063624-0.00032704i,7.6188e-05-0.00015869i,-0.00017778+1.4148e-05i,-0.00049021+0.00021821i
-0.0012035-0.003488i,-0.00086763-0.0031811i,-0.001142-0.0025083i,-0.00074093-0.0016015i,-0.0001836-0.0013972i,0.0011592-0.0012638i,0.0022132-0.0013321i,0.001156-0.00092804i,0.00015908-0.00049734i,-0.00012198-0.0011898i,-0.00025257-0.0012009i,-0.00052557-0.0007956i,-0.00059696-0.00080028i,-0.000227-0.000991i,-0.00057131-0.00056065i,-0.0003723+2.0364e-05i,0.00020538+0.00017514i,0.00020798-0.00034745i,0.00019268-0.00054089i,-0.00023547-0.0006902i,-0.00038759-0.00095439i,-9.6362e-05-0.0014168i,-0.00057008-0.0011191i
0.0020842-0.0015769i,0.0010318-0.0022886i,0.0012738-0.0022366i,0.0013478-0.0022297i,0.00086382-0.0029618i,0.00074993-0.0022537i,0.00097427-0.00091683i,0.000884-0.0020924i,0.00073123-0.0033781i,0.00069646-0.0022584i,0.00086573-0.00081309i,0.0001582+0.00035107i,-0.00024354+0.001176i,-0.00018741+0.00055434i,-0.00028508-0.00043813i,-0.00053235-0.00024408i,-5.0986e-05+0.00029382i,0.00049311+0.00043967i,0.00039298+0.00059565i,0.00064125+0.00081729i,0.00070647+0.00089769i,0.00069471+0.00080231i,0.00069184+0.00062813i
0.0019333-0.001047i,0.00048086-0.0015329i,-1.9992e-05-0.0008101i,-0.00018226+0.00011387i,-0.0011454+0.00012367i,-0.0010563-0.00027733i,-0.00020593-0.00044555i,-0.00023912-0.00083321i,-0.00038527-0.0010807i,0.00016507-0.00088306i,0.00055948-0.0010224i,0.00041977-0.00037076i,0.00082763+0.00095479i,0.00087233+0.00060431i,0.00042645+0.0001053i,0.00059984+0.00039092i,0.00018343+0.00083666i,-0.00028276+0.0009276i,-0.00038486+0.00065805i,-0.00039097+8.0103e-05i,0.00011689-0.00020398i,0.00018815+0.0002471i,0.00022368+0.00011177i
0.00044417-0.001441i,0.00109-0.0027979i,-0.00031456-0.0029166i,-0.0015931-0.0018279i,-0.00048916-0.0017484i,0.0010245-0.0020432i,0.0008847-0.0016644i,-0.00015093-0.00089489i,-0.00067236-0.00027766i,-4.0188e-05+0.00015582i,0.00052622-2.9287e-05i,0.00068274-7.4606e-05i,0.00026446+0.00056484i,-0.00071269+0.00040669i,-0.00068937-0.00029854i,6.6646e-05-0.00015875i,0.00058881+0.00030776i,0.00079412-0.00025107i,0.00088189-0.00071478i,0.0005251-0.00048252i,0.00020582-0.00063826i,0.00059144-0.0011696i,0.00093376-0.00023125i
