-0.0023494-0.00030526i,-0.0016983-0.00048248i,-0.0018359+0.00031826i,-0.0014924+0.0013076i,-0.0010685+0.0021759i,-0.00014711+0.0017259i,-0.00025685+0.00083149i,-0.00022704+0.0010288i,0.00060429+0.0020201i,0.0011439+0.0017084i,0.0016606+0.00017233i,0.0008304-0.00085752i,-0.0001612-0.0012172i,-4.2007e-05-0.00095648i,0.00072532-0.000431i,0.0012283-0.00074944i,0.00092718-0.0008533i,-0.00025419-0.00042937i,-0.0006426-0.0010647i,-0.00072111-0.0013181i,-0.00083581-0.00076908i,-0.0009314-0.00039305i,-0.00025552-0.00037642i
0.0004769-0.00046005i,-0.00054661-0.00059651i,0.00025599-0.00066551i,0.00028369-0.00066561i,-0.0008223-0.00099437i,-0.0010969-0.0010386i,-0.0010779-0.00064834i,-0.00036154-0.00097708i,0.0011006-0.00039115i,0.0021257+0.00012643i,0.0017316+0.00024851i,0.00060428+0.00018209i,0.00030202-0.00020664i,-1.4988e-05-3.901e-05i,-0.00054345+0.00042172i,-0.00047492-7.2997e-05i,-0.00013192-0.00079558i,-0.00017286-0.0004263i,-4.1836e-05+9.7281e-06i,7.4712e-05-5.8752e-05i,-2.1411e-05-0.00042453i,-0.00038348-7.7549e-05i,-0.00095243+0.00071319i
0.0010774+8.3487e-05i,0.0014138+3.5422e-05i,-0.00010239-0.0010537i,-0.0012959-0.00076258i,-0.0010015+9.9711e-05i,-0.0001534+0.00016688i,0.00021166-0.00070431i,0.00039365-0.0012574i,0.0015002-0.00045261i,0.0014794-0.00011553i,0.00059851-0.00037416i,0.00069982-0.00033119i,0.00057636-0.00054837i,-0.00019932-0.00037705i,-0.00011193-0.00090484i,0.00091434-0.0013025i,0.00072995-0.001082i,0.00010335-0.00048872i,-0.00031247+0.00056626i,-0.0001055+0.00052686i,0.000468+0.00024245i,0.00032331+0.00051157i,0.00014337+0.001235i
-0.00014443+0.0014404i,0.00078251+0.0010063i,0.0012397+1.7675e-06i,0.00093907-0.0001523i,-0.00019851+5.5787e-05i,-0.00063029-0.00010014i,-0.0004326+4.456e-05i,-0.00010482+0.000417i,0.00071314+0.00012275i,0.0011404-7.8282e-05i,0.00057211-0.0001712i,0.00025708-0.0003096i,0.00087524-0.00041369i,0.0005204-0.00084214i,-0.00024591-0.00049228i,-0.00040151-0.00027774i,0.00015148-0.00063223i,0.00064435+3.8695e-05i,0.00015931+0.00081857i,0.00033735+0.00034908i,0.00081614-0.00045187i,0.00039511-0.00016223i,-3.8779e-05+3.9636e-05i
-0.00032558-0.0003087i,-0.00039307+0.00025665i,-0.00084991-0.00011801i,-0.00023951-0.00042899i,0.00040705+0.00010455i,0.00049565+0.00058857i,0.00064423+0.00016334i,0.0006343-0.00013227i,0.0010317+0.00047479i,0.0015361+0.0010037i,0.0010377+4.2297e-05i,0.0001407-0.00014942i,-9.111e-05+0.00065278i,-0.00022157+0.00036174i,0.00062511-0.00025513i,0.0011854+0.00042788i,0.00068817+0.00098951i,0.00062217+0.00052378i,-3.1711e-05+0.00019093i,6.7901e-06-0.00022078i,0.00044536-0.00054814i,9.4282e-05-0.00040568i,-1.2765e-05-0.00060131i
0.00032786-0.00070193i,-0.0005649-0.0017945i,-0.00092792-0.0019353i,-0.00044926-0.00099643i,-0.00039284-0.00025984i,-0.0013585+0.00026883i,-0.0015185+0.00023669i,-0.00043882-0.00031624i,0.00082827+0.00038349i,0.00083746+0.0006238i,0.00045909-0.00045174i,0.00055156-0.00072289i,-3.2388e-06-0.00060942i,-0.00059397-0.00043169i,-0.00034189-7.2086e-05i,0.00049935+0.00075141i,0.00062977+0.00062553i,9.0833e-05-0.00041445i,-0.00031188-0.00015772i,-0.00072634+0.00088462i,-0.00074102+0.000488i,-0.00010842+0.00048306i,0.00062524+0.0011124i
0.0014891-0.00022108i,0.00037736-0.00070606i,-0.00067857-0.00067278i,-0.0017206+0.00034866i,-0.0013784+0.00079851i,-0.00083393+0.0011999i,-4.3831e-05+0.00064167i,0.00026944-0.00050068i,0.00048792-0.00058851i,0.0011-0.00027438i,0.00022368+0.00015802i,-0.00048535+0.00017326i,0.00031375+0.00033886i,0.00056105+0.00036088i,0.00019167-0.00026091i,0.00080491-0.00067934i,0.00072555-0.00078918i,0.00060118-0.00041471i,0.00078922-0.00023971i,0.00052161+0.00030122i,0.00038328+0.00031231i,-0.00029089-0.00049964i,-0.00054282-0.00021413i
-0.0010482+0.0013266i,-0.0013149+0.00047773i,-0.00059814-0.00055044i,0.0009478-0.00074365i,0.00084904-0.00036176i,5.0199e-05+0.00049905i,-2.0754e-05+0.00076333i,-0.00036506+0.00038864i,-0.00060104+0.00017064i,-0.00021473-0.00012202i,0.00034628-0.00019883i,0.00030162-0.00034111i,0.00028455-0.00076467i,-3.1922e-05-0.00082447i,1.095e-05-0.00036127i,9.0127e-05+0.00010583i,0.00018445-0.0005155i,7.8396e-05-0.00064728i,0.00030428+0.00029356i,0.00024606+0.00075037i,-0.0002344+0.0006996i,-0.00085501+0.00089306i,-0.00069067+0.00077213i
0.0034532+0.00055265i,0.0029195+0.00093608i,0.0022508+0.0012885i,0.0019041+0.0014723i,0.00064782+0.00099641i,0.00039858+0.0003276i,0.0013403+0.00024542i,0.001689+0.00017462i,0.001982+0.00051046i,0.0013175+4.0408e-06i,0.00090924-0.00034081i,0.0004931-0.00067515i,-0.00014158-0.0011816i,-0.00024483-0.0004864i,-0.00026185+0.00015543i,-0.0005166-0.00093877i,-0.00071592-0.0011361i,-0.001157-0.00098491i,-0.0010612-0.0010405i,-0.00012242-0.00030894i,-6.9547e-06+0.00019266i,-0.00069692-0.0003892i,-2.4807e-05-0.0012367i
0.00046926+0.0029617i,0.0004982+0.0011614i,0.0014807-0.00048976i,0.001971-0.0016552i,0.0011003-0.0018993i,-0.00058756-0.0018977i,-0.001024-0.0012927i,2.4964e-05-0.00031582i,0.00042987+0.00052926i,0.00053684+0.00044009i,0.00032604-0.00010478i,-0.00064358-2.1896e-05i,-0.0011415+0.00015643i,-0.00068243+0.00031249i,-2.1341e-06+0.00060063i,0.0005549+0.00062351i,0.0010429+0.00035541i,0.00060902+0.00015928i,-0.00043575-0.00012601i,-0.00044023-0.00050504i,0.00029215-0.00032696i,-8.0585e-06+1.8068e-05i,-0.0005672+0.00010646i
-0.0010604-0.00028708i,-0.00021125+0.0014502i,-0.00031007+0.001711i,-0.00078779+0.0010284i,-0.00083664+0.00056929i,-0.00032801-0.00011607i,0.0004817-0.00013958i,0.00074347+9.7874e-05i,0.0007222+0.00061067i,0.0005251+0.00084015i,0.00059009+0.00030319i,-6.8122e-05-2.9134e-05i,-0.00088691-0.00047306i,-0.0010743-0.00038033i,-0.00064887+4.1106e-05i,0.00010614+0.00038387i,0.00066077+0.0006479i,0.00028156+0.00076441i,-0.0002349+0.00032563i,0.00013372-0.00029519i,0.00026899-0.00034827i,0.00087393+9.9813e-06i,0.0018212+0.00040521i
-0.0012129-0.0014654i,-0.00065151-0.00087397i,0.00031577+0.00058649i,0.00089352+0.00061554i,0.00063587+0.00012866i,-0.00026199-0.0002589i,-0.0004526-0.00067518i,-0.00028216-0.00024692i,-2.6667e-06+3.589e-06i,0.00031035-0.00052625i,0.00054232-0.00063433i,-0.00015888-0.00022329i,-0.00053822-0.00030595i,-0.00018329-0.0001758i,9.0307e-05-6.3761e-05i,-7.3061e-05-0.00026394i,9.0835e-05-0.00072511i,0.0003506-0.0011388i,-1.6085e-06-0.00048303i,-0.00075976+0.00039158i,-0.00023901-2.9491e-05i,0.00024464-0.00027327i,-0.00056233+0.00040141i
0.0015555+0.0007816i,0.00098951+0.00031721i,0.00092859+0.00030979i,0.0012122-0.00015679i,0.0002873-0.00040548i,0.00037946-0.00064687i,0.0010756-0.00021983i,0.00085269+0.00013289i,0.00059797-0.00053666i,-0.00017978-0.00067304i,-0.00037118+0.00027825i,3.9455e-05+0.00046522i,-0.00033845+7.0598e-05i,-0.0002301+0.00030794i,0.00038538+0.00017518i,0.00080116-0.00034444i,0.00070352-0.00040019i,0.00025049-0.00067878i,-0.00041581-0.00041525i,-0.00087837+0.00020502i,-0.00027419-0.00034537i,0.0011051-0.0005214i,0.00062513-4.8745e-05i
-0.0016069+0.00097794i,-0.0012243+0.0010301i,-0.00095569+0.0011903i,0.00014857+0.00089091i,0.00091457+0.00038402i,0.00087269-0.00045638i,0.0006399-0.00073672i,0.00026911+0.00016545i,0.00070677+0.00065548i,0.0015917-4.3066e-05i,0.0016616-0.00086147i,0.0013319-0.00093305i,0.00022535-0.0012078i,-0.00084922-0.0018787i,-0.0010465-0.0015188i,-0.00041076-0.00074508i,2.3239e-05-0.00015731i,8.2088e-05-0.00013702i,0.0001625-9.1752e-05i,-0.00013765+0.00026367i,-0.00021438+0.00027095i,0.00027721+0.00023422i,0.00030982-0.00014866i
0.0019385+0.0003515i,0.0017052+0.00051609i,0.00042364+0.00097507i,-7.7472e-06+0.0017643i,-0.00068828+0.0014384i,-0.0010269+0.00058277i,-0.00026622-7.575e-05i,-9.3903e-05+0.00053564i,0.00051767+0.00097326i,0.00030978-8.2053e-05i,-0.00022179+7.8474e-05i,-0.00010115-0.00029814i,4.2168e-05-0.00072834i,0.00076564-0.00014148i,0.00086096+0.00022062i,0.00027566+0.00035691i,-0.00077592-0.00010093i,-0.0007701-0.00037187i,0.00064081+0.00016372i,0.001296+0.00069395i,0.0012659+5.0816e-05i,0.00091368-0.00088863i,0.00021742-0.00061144i
-0.0016167+0.001137i,-0.00082995+0.00281i,-0.00016005+0.0037526i,0.00019754+0.002413i,0.00070404+0.0013154i,0.0008803+0.00056634i,0.00051606-0.0003127i,3.4076e-06-0.00061507i,0.00050286-0.00016464i,0.00067377+0.00018914i,0.00024957-0.00020296i,0.00065034-0.00036818i,0.00044954-0.00019313i,-0.00027478-0.00025348i,-5.1423e-05-0.00022489i,-0.00025661-0.00043032i,-8.0483e-05-0.0001919i,0.0003406+5.9323e-05i,-0.00047065-0.00038104i,-0.0009578-0.0006979i,-0.00031278-0.00099016i,-0.00011223-0.00089706i,6.7557e-05-0.00086612i
0.00084224-0.0014683i,0.0022092-0.001109i,0.0018593+0.00019597i,0.00046219+0.00091966i,-0.0001142+0.00068451i,0.00063244+0.00059883i,0.00075163+0.00038169i,-0.00027311+0.00047586i,-0.00023457+0.0006413i,0.0010286+0.00024312i,0.0015215+4.6034e-05i,0.0010616-5.1463e-05i,0.00068289+9.526e-05i,-5.2274e-05+0.00011839i,-9.8705e-05+0.00040299i,-0.00013433+0.0006102i,7.3408e-05+0.00022396i,0.00091168+0.00028748i,0.0016258+0.00032652i,0.0010563+4.6092e-05i,-0.00027084-0.00012076i,-0.00079364-0.0003185i,-0.00097257-0.00061258i
0.0017339+0.0003609i,0.0018555-0.0003123i,0.001119-0.0013356i,0.00022796-0.0021401i,0.00012358-0.0026416i,-0.00019969-0.0019845i,-0.00030703-0.0019646i,5.6439e-05-0.0016705i,0.00071165-0.00078386i,0.0005142-0.00084711i,-4.4509e-05-0.0003818i,-0.00024609+0.00044145i,-0.00066067+0.00074353i,-0.00094309+0.0010275i,-0.00083497+0.0012182i,-0.00024305+0.00065281i,0.00076993-0.00015371i,0.0010393-3.6294e-05i,0.0002167+0.0002887i,-0.00018529+0.00033782i,-0.00025906+0.000159i,-9.5868e-05+0.00034559i,0.00028638+0.00041886i
-3.2427e-05+0.0014903i,0.0010203+0.002348i,0.00027794+0.0019308i,-8.9944e-05+0.0012461i,0.00047709+0.00041639i,0.0009609-0.00019158i,0.00095454+0.00011174i,0.00042412+0.00069992i,0.00066572+0.0010049i,0.00057653+0.00047591i,0.00015498-0.00055696i,-0.00031096-0.0014164i,-0.00093281-0.0012936i,-0.0010556-0.0013843i,-0.00067136-0.0015516i,-0.0001446-0.00081905i,0.00010721-0.00026095i,0.00039503-4.2413e-05i,0.00067569+7.0695e-05i,-3.5204e-05+0.00020878i,-0.00035056+0.00018604i,0.00023372+0.00019107i,9.9527e-05+0.00017277i
-0.0024779-0.00016084i,-0.0033096-0.0014967i,-0.0037649-0.0013408i,-0.0040942+7.8865e-05i,-0.0032054+0.00048425i,-0.001836+0.00025255i,-0.0014264+0.00070904i,-0.0010792-4.3083e-05i,-0.00021755-0.00080752i,0.00088023-0.00020505i,0.00093679-0.00066376i,0.00074377-0.00086294i,0.0013034-0.00065361i,0.0011561-0.00026016i,0.00055498-0.00065359i,2.5353e-05-0.0012753i,7.7713e-05-0.00094497i,0.00039277-0.00053542i,0.00016943-0.00060057i,4.0243e-05-0.00091045i,0.00045209-0.00054539i,0.00081743+4.5112e-05i,0.00020012+0.00011804i
0.00029814-0.0010204i,0.00027336-0.00048752i,-0.00036214+2.5992e-05i,-0.00017341+0.001045i,-0.00057359+0.0012121i,-0.00046773+0.00016735i,0.00049395-0.0003024i,0.0010064-0.00037462i,0.0010162-0.00059933i,0.0010977-0.00044027i,0.0018495-0.00020642i,0.0017817-0.00014046i,0.00053018-0.0004519i,2.6989e-05-0.00079284i,0.00053086-0.00051585i,0.00095781+0.00011555i,0.00087871+0.00064289i,0.00047258+0.0004804i,0.00029857-0.00038119i,-0.0006892+0.0002036i,-0.0010853+0.00022431i,-0.00073768-0.00023678i,-0.00087219+0.0002042i
-0.003352+0.00046337i,-0.0021091+8.4662e-05i,-0.00044685+0.00094404i,0.0004751+0.0010896i,0.0015785+0.0011458i,0.0014355+0.00081231i,0.00054682-0.00036174i,-8.6655e-06-0.00013458i,-0.00032314+0.0010278i,3.1762e-05+0.0011942i,-1.2152e-05+9.1561e-05i,-0.00038108-0.00093872i,-8.6743e-05-0.00048324i,-0.00017182-2.8693e-05i,-0.00031397-6.5614e-05i,-0.00031611+0.00012423i,0.00027935+0.00028946i,0.00057121-0.00011769i,0.00055906-0.00074209i,0.00023457-0.0013885i,-7.1783e-05-0.00041178i,-0.00038378+0.0010448i,-0.0009499+0.0012724i
-0.0003053+0.00074642i,-0.00031721+0.0015176i,-0.00091453+0.0010901i,-0.0016056+0.0015113i,-0.0018065+0.0023444i,-0.0002206+0.0014488i,0.0011173+6.5293e-06i,0.0015134+0.00011625i,0.0016227+0.00092115i,0.0015557+0.0018607i,0.001493+0.0013071i,0.00080452+0.00016375i,-0.00040121-0.00013236i,-1.4635e-05-0.00047115i,0.00038384-0.00054816i,0.00029137-0.00028338i,0.00034977-0.0011438i,0.00032837-0.0016387i,0.00035844-0.00044267i,0.00013214+0.00046866i,0.00037107+0.00035245i,0.00074134+0.00050238i,0.00031042+0.00067025i
-0.002941-0.0017272i,-0.0031308-0.0015013i,-0.0014361-3.356e-05i,-1.7742e-05-0.00036589i,-0.00067663-0.0012186i,-0.00088793-0.00095532i,-0.00032082-0.00076996i,0.0004294-0.00077358i,0.00090028-0.00051026i,9.4497e-06+0.00026347i,-0.00037016+0.00036583i,0.00038592-4.3004e-06i,0.00040915-0.00051419i,0.00047291-0.00037294i,0.00077447-0.00015363i,0.00064667-0.00053499i,0.0012164-0.0010877i,0.001592-0.0012783i,0.0014369-0.00055725i,0.00052288+0.00053323i,0.00010372+0.00091939i,0.00084541+0.000639i,0.00065424+0.0004186i
0.0019196-0.0012598i,0.0012724-0.00091611i,-0.00018658-0.00086036i,-0.00081102+1.8193e-05i,-0.00056922+0.00093731i,8.0061e-05+0.00076243i,0.00021358+0.00014031i,-8.4141e-05-0.0001247i,7.154e-05+0.00026006i,3.4252e-05+0.0007394i,0.00016638-8.413e-05i,0.00023195-0.0011329i,0.00024796-0.0014921i,0.00047745-0.001039i,0.00017237+0.00014696i,-0.00017693+0.00035327i,0.00042804+7.8834e-05i,0.001112+0.00033367i,0.00068275+0.00023237i,0.00023822+0.00071846i,0.00086476+0.00053626i,0.00064432-0.00027243i,-0.00042044-0.00013799i
-0.0017304+0.00035147i,-0.00084381+0.00014511i,-0.00059225+0.00027786i,0.00017072+0.00081322i,0.00080044+0.0010202i,0.00024722+0.00014963i,0.00047502-0.00041758i,0.00087099-0.00033128i,0.001308+0.00035707i,0.0019088+0.00086059i,0.00099549+0.0004043i,-0.00013124-0.00014066i,3.1652e-05-0.00032407i,-4.2666e-07-0.00022458i,-0.00082471-0.00010458i,-0.00090609-0.0001524i,-0.00017648-0.00036464i,0.00040447-0.00031225i,0.00063693+0.00020984i,0.00027999-0.00046364i,0.00029549-0.00091i,0.00017393+0.00021272i,-0.00051793+0.00063096i
0.0011348+0.00099784i,0.0012582+0.0022367i,0.0019548+0.0017196i,0.0014624+0.0013303i,0.0006597+0.0013698i,0.00083458+0.0007008i,0.0011136-0.00042291i,0.0011444-0.00040799i,0.00094213+0.00049235i,0.00082877+0.00077783i,0.0014524+0.00052834i,0.0011655-0.00020423i,-0.00015082-0.00048231i,-0.00031033-0.00032048i,-0.00016363-9.6317e-05i,-0.00035117-0.00061249i,0.00021338-0.00060564i,0.00082245-0.00018185i,0.0012726+6.6797e-05i,0.00048779+0.00049837i,-2.8916e-05+0.00053112i,0.00067793+0.00049107i,0.001001+0.00076577i
-0.0026587+0.0015776i,-0.0027222+0.0029727i,-0.00051735+0.0037088i,0.001498+0.0029129i,0.0013691+0.0023035i,-6.3851e-05+0.00039613i,-0.0010981+0.0017554i,0.00072633+0.0061682i,0.0051337+0.008278i,0.0078244+0.0062598i,0.0073554+0.0027572i,0.0059613+7.0377e-05i,0.0034914-0.0014651i,0.00049514-0.0021309i,-0.00083535-0.0020579i,-0.00063759-0.0011587i,-0.00081125+0.00033601i,-0.00066338+0.0013412i,-1.2431e-05+0.0014161i,0.00018522+0.0011743i,-0.00034086+0.00083772i,-0.0010541+0.00014755i,-0.0013276-0.00069372i
0.00043529-0.00033246i,-0.00035931-0.00082839i,-0.0008811-0.0016085i,-0.001099-0.00084002i,-0.0012481+0.00028887i,-0.0010524-0.00017228i,-0.00052493-0.0009612i,-0.00062878-0.001296i,-0.001061-0.0017072i,-0.0011449-0.0015189i,-0.0016465-0.00076483i,-0.0013239-0.00033228i,-0.00021734+8.2041e-05i,0.00089214+0.00060846i,0.0010371+0.00062261i,0.00061591-0.00010953i,0.00070615-0.00031062i,0.00046819-0.00078061i,0.00029908-0.0012536i,-0.00030446-0.0010926i,-0.00012323-0.00052652i,0.00093644+5.9606e-05i,0.0015421+0.00017154i
-0.00048084+0.0010548i,-0.00053253-3.0247e-05i,0.00052861+5.4624e-05i,0.0012467-0.00043377i,0.00085847-0.0010305i,-2.7534e-05-0.0016855i,-0.00017432-0.0024554i,-9.6064e-05-0.0017156i,-4.0419e-05-0.00044051i,0.00060508+0.00042053i,0.00027196+0.000132i,-0.00092958-0.00029624i,-0.0012263-0.00019355i,-0.0011203+0.00031109i,-0.0011105+0.00052627i,-0.00069042+0.00059815i,-0.0008203+0.00073033i,-0.00026514+0.00033817i,0.00030466+0.0001188i,-0.00018828-0.00014466i,-0.00035403-0.00020341i,1.4195e-05+1.0204e-05i,0.00032162-0.00019353i
0.00065879-0.0013217i,0.00068879+0.00031718i,0.0012356+0.0016864i,0.00128+0.0012126i,0.00071247+0.00023553i,0.0013113-0.00066933i,0.0015107-0.00088505i,0.00068744-0.00082228i,0.00059882-0.0011762i,0.00055081-0.0011379i,0.00021389-0.00055743i,-3.959e-05+0.00011378i,-7.6823e-05-0.00032868i,2.3998e-05-6.0647e-05i,0.00028846+0.0011587i,0.00086385+0.0014477i,0.00049673+0.00090518i,0.00012481+0.00012028i,0.00013906-0.00022869i,-0.00027772-0.00022965i,-0.00055058+1.6009e-05i,-0.00079211+0.0002261i,-0.00027292+0.00016824i
-4.4853e-05+0.00074521i,-9.7729e-05+0.00081043i,-0.00092385+0.0010489i,-0.00085652+0.0013994i,-0.00067989+0.0011413i,-0.00040705+0.00018258i,0.00030476-0.00061142i,3.7774e-05-0.00045735i,-0.00022342-0.00049208i,0.00082-0.00020182i,0.00094778+0.00039378i,0.00062364+0.00033274i,0.0005008+0.00064457i,0.00053054+0.0010788i,0.0012418+0.00083833i,0.00076346-9.8415e-05i,0.0002361-0.00039991i,0.00093261-8.9214e-05i,0.00077569-0.00011469i,-0.00012582-0.0003361i,-0.00080333-0.00046207i,-0.0010993+0.00051352i,-0.00087864+0.00051578i
-0.0019583+0.0014187i,-0.00090882+0.0019431i,-8.6173e-05+0.0015705i,-0.00042498+0.00056162i,-0.00085244+0.00093465i,-0.00068862+0.0014006i,0.00010729+0.00019531i,0.00022826-0.00087268i,-0.00068163-0.00082081i,0.00025861-0.00044933i,0.0013326-0.00076127i,0.0012884-0.0011047i,0.00058817-0.00072957i,-0.0001589-0.00094948i,0.00019304-0.0011548i,0.00072406-0.00019692i,0.00025318+0.00021163i,0.00055538-0.00021965i,0.001055+3.6411e-05i,0.00036307+0.0009331i,-0.00082708+0.0011369i,-0.001581+0.00060724i,-0.00063802-0.00025302i
-0.0013381-0.0036875i,-0.0017208-0.0044901i,-0.0024777-0.0028996i,-0.0017811-0.00061571i,-0.00085997+0.00042231i,-0.00070214+0.00064276i,0.00083289+0.00037209i,0.0018698-0.00033791i,0.0017409-0.0006619i,0.000617-0.0003757i,6.66e-05-0.00027945i,0.00057821-0.00068419i,0.0002069-0.00052707i,-0.00038064-0.00028028i,-0.00020739-0.00047615i,0.00038642-0.00038838i,0.00074576-5.2482e-06i,0.00082603+0.00055067i,9.1116e-05+0.00059156i,-5.7051e-05+0.00025717i,0.00065474+0.0001219i,0.00035308-0.00078161i,-0.00024232-0.0010275i
0.002269-0.00073746i,0.0020516+3.5071e-07i,0.00037924-0.00034384i,-0.00078644-0.00056871i,-0.00129+0.00059911i,-0.00013865+0.001016i,8.1751e-05+8.1224e-05i,-0.00029515-0.00016387i,0.00035432+0.00013538i,0.00043096+9.1845e-05i,2.1017e-05+5.173e-05i,-0.0008398-0.0001614i,-0.00093348-0.00054928i,6.2041e-05-0.00076905i,0.00032541-0.00021438i,-0.00014756+0.0005034i,-2.4194e-05+0.00016749i,0.00013942-0.00034494i,-0.00022233-0.00046968i,-0.00020395-0.00046747i,0.00050403+0.00032063i,0.00058053+0.00072546i,0.0006273-0.00042291i
-0.0022727+0.00013773i,-0.0019492+0.00030755i,-0.00027095+0.00057821i,0.00011162+0.00035365i,-0.00081561-0.00013286i,-0.00077214-0.00028335i,-0.00016797-0.0010753i,-0.00010483-0.0013985i,-0.00013359-0.00088585i,0.00027062-0.00033302i,0.0010615-0.0001455i,0.0012116-0.00017741i,0.00089256-0.00029036i,0.00054639-0.00060074i,0.00013633-0.00032988i,0.00021675-6.8574e-05i,0.00046143-0.00026075i,0.00044765-0.0002132i,0.00025198-0.0010238i,-2.4054e-06-0.0010554i,-7.3168e-05-2.0634e-05i,6.4781e-05+0.00075371i,0.00074559+0.00095409i
0.0004535+0.00012121i,0.00063508+0.0015496i,0.0006153+0.0017405i,0.00036249+0.0017636i,0.00024674+0.0014542i,0.00039767+0.00091189i,0.0002197+0.00029461i,-1.5893e-05-0.0001418i,0.00058465+0.00017387i,0.0011328+0.00082758i,0.0010397+0.0010458i,0.00053398+0.0012527i,-5.152e-05+0.0011693i,-0.00010937+0.0006254i,-9.7009e-05-0.0002315i,0.00019298-0.00083199i,0.00030495-0.00054519i,0.00074204-0.00061223i,0.0011809-0.00061914i,0.00092767-0.0005234i,0.00084597-0.00015868i,0.00064578+0.00054857i,0.00020087+0.00018533i
-0.00028281-0.00015209i,-0.00027312-0.00062724i,-0.00021419-0.00071879i,-4.4055e-05-0.0012631i,0.0013887-0.0014202i,0.00088782-0.00068435i,-0.00063773-0.00048068i,0.00012508-0.00070112i,0.0013007-0.00065622i,0.0019228-0.00040833i,0.0012509-0.0002763i,-0.00034689-0.00010308i,-0.0011437+0.00010473i,-0.00080057-6.641e-05i,0.00024124+0.00035115i,4.5155e-05+0.0011629i,0.00011239+0.00070689i,0.00079547-0.00014386i,0.00053769-0.00029483i,0.00026651-0.00042683i,0.00041869-0.00053071i,0.00044792-0.00049199i,0.00026305-0.00019277i
0.00074353+0.0011172i,0.00018077+0.00082262i,1.2698e-05+4.2542e-05i,0.00034604-0.0009123i,0.0005535-0.00094235i,-1.9052e-05-0.0008702i,-0.00028915-0.00090985i,0.00032676-0.00098911i,0.00076485-0.00091809i,0.00078676-0.00079405i,0.00045414+9.0974e-05i,-2.7405e-05+0.00080538i,-0.00018254+0.0006086i,-0.00016668+0.00055637i,-0.00050512+0.00033966i,-5.5374e-05+0.00052473i,0.00027641+0.0002563i,0.00010253+3.5973e-06i,3.3647e-05-0.0001779i,4.8894e-05-3.9788e-05i,-0.00043322-0.00054596i,-0.00071173-0.00077706i,7.1698e-05-0.00032948i
0.0001433-0.00070365i,0.00087436+0.0010064i,0.0015556+0.0020931i,0.0013774+0.002293i,0.00041259+0.0021091i,0.00018413+0.001611i,0.00043534+0.0010966i,0.00056055+0.0004224i,0.0010443+0.00020868i,0.0011112-0.00011539i,0.00064662-0.00048646i,0.00013257+4.8454e-05i,-1.5387e-05+0.00064648i,-0.0006505+0.00063215i,-0.00049574+0.0004013i,0.00048847+0.0006131i,0.00060215+0.00050491i,-0.00011792+0.00037538i,-0.00023642+0.00063959i,0.00019043-5.8119e-05i,0.00030624-6.645e-05i,0.0004343+0.00030991i,0.00089323+2.9764e-05i
-0.0010392+0.0022934i,0.00026659+0.0037302i,0.00078308+0.0037396i,0.0011116+0.0028508i,0.0012+0.001836i,0.0010053+0.00071277i,0.00036303-0.00062308i,0.00018069-0.0009142i,0.00091927-0.00062119i,0.0010047-0.00038031i,0.00017101+6.3532e-05i,-0.00025772-0.00027333i,-0.00021883-3.4487e-05i,-0.00031335+0.0007668i,-0.0003754+0.00077813i,0.00025396+0.00042839i,0.00024244-0.00044989i,-0.00019543-0.0013664i,-0.00060615-0.00099085i,-0.0011229-0.00039786i,-0.001403-0.0002193i,-0.00064361-0.00053077i,9.3287e-05-0.00012777i
-0.0025817+0.00062957i,-0.0014185+0.0005905i,-0.00022692+0.0013671i,0.00081333+0.0013891i,0.0017547+0.00098341i,0.0016966-0.0001801i,0.00080954-0.0012907i,0.00038153-0.001161i,0.0010311-0.00054142i,0.001988-0.00059083i,0.001497-0.0010187i,0.00065642-0.0010384i,0.00020962-0.00019426i,8.2108e-05+0.00088276i,-0.00026325+0.00070631i,0.00010882-0.00051225i,0.00074403-0.0011752i,-8.2553e-06-0.00066929i,-0.00053935+0.00011283i,-5.6802e-05-6.5973e-05i,0.00048003-0.00038987i,0.00016147-0.00037004i,0.00034071-0.00077377i
-0.00036759-0.0017362i,-0.0005083-0.0011131i,-0.0021059+0.0001611i,-0.0024801+0.00054064i,-0.0015711-0.00046262i,-0.00043486-0.00053199i,0.00043051-0.00015787i,0.00086029+4.3774e-05i,0.00073564+7.6804e-06i,0.0003994+0.00019954i,-0.00020654+0.00076951i,-0.00044225+0.00069423i,0.0002094-0.00012105i,0.00047889+0.00040199i,0.00045128+0.00096014i,-0.0001274-0.00014746i,0.00024252-0.00055356i,0.00095356-0.00030107i,0.00034096-3.9675e-05i,-9.6534e-05+0.00022866i,4.7378e-05+0.000723i,-0.00014726+0.00080802i,-0.00075758+0.00024205i
0.00074231-0.0009728i,0.00081835-0.00061865i,0.00052888-0.00081108i,-0.00053601-0.00042593i,-0.00083433+0.0003777i,0.0001863+0.00029637i,0.00097887+0.00018969i,0.00070716+0.00032642i,0.0009501+0.00024778i,0.00088913+0.00072952i,-6.4637e-05+0.00020538i,0.00021443-5.4644e-05i,-8.0648e-05+0.00048506i,-0.0010157+0.00032982i,-0.00044049+0.00029886i,0.00027873+0.00031135i,0.00045074+0.00054545i,0.00090814+0.00069502i,0.00075159+0.00019803i,-3.1988e-05-0.00015503i,-2.5251e-05-0.00067335i,0.00049238-0.00048475i,0.00055951+0.00071326i
