-0.001519+0.000942i,-0.0016679+0.00051039i,-0.0035252+0.00084416i,-0.0033229+0.000736i,-0.0012381+0.0010389i,0.00031436+0.0013705i,0.0006752+0.0012668i,0.00092158+0.00078218i,0.0013013+0.0001198i,0.0014362-0.00028272i,0.0010261-0.00077142i,0.00078677-0.00055806i,-0.00012361-0.00025499i,-0.00099292-4.1833e-05i,-0.00052372+0.00022055i,-9.1845e-05+0.00037447i,-5.4038e-05+6.6593e-05i,-7.4719e-05+0.00030026i,0.00048942+0.00059749i,0.00098618-7.6234e-05i,0.00095336+0.00032115i,0.00044646+3.0582e-06i,-2.8324e-05-0.00022652i
-6.9185e-05-0.00015723i,-0.00028277-0.00046251i,-0.0010874-0.0012916i,-0.00056966-0.00094028i,-0.00047325-0.00020673i,0.00038699-9.14e-05i,0.0011057-0.00010413i,0.00059677-0.00015877i,0.00012798-0.00047992i,-0.0001719-0.00083299i,0.00033209-0.00082845i,0.00056086+0.00032808i,-0.0001839+0.0011799i,-0.00045862+0.00081977i,0.00027178+0.00066666i,0.00023229+0.0012701i,-0.00029677+0.0010346i,-7.0335e-05+0.0008426i,0.00040467+0.0010638i,0.00072023+0.00065585i,0.0008322+0.00081814i,0.00014922+0.00073726i,-0.00074092+0.00052342i
0.0025507-0.00053294i,0.0024143-0.00056466i,0.0010546-0.0010108i,-0.00018953-0.0019181i,-2.2898e-05-0.0018864i,0.00052864-0.00051414i,0.0012079+0.00036306i,0.0003351-3.9409e-05i,-0.00070246-0.00016427i,-0.00055145-0.00062376i,-0.00020305-0.00060964i,8.5108e-05+0.00062285i,-0.0002644+0.0010523i,-0.00063052+0.00096264i,-0.00064412+0.00057225i,-0.00099105+0.00032107i,-0.0001468+0.0002817i,0.00072531+3.6346e-05i,0.0010044-0.00047538i,0.00048721+0.00013727i,0.00022993+0.00063158i,-0.00032836-0.00019754i,-0.00059511-5.9553e-05i
-0.00083588+0.0012465i,-0.00081147-0.00068479i,-0.0011657-0.0007239i,-0.0016622+0.00034426i,-0.0011932+0.00018227i,0.00038008-0.00018817i,0.00080937-6.9456e-05i,4.6904e-05+0.00013056i,0.00055001+0.0004167i,0.00044324-3.7783e-05i,0.0004691-0.00035085i,0.0011094+0.00010961i,0.0006492+0.00020546i,2.7178e-05+0.0001461i,-0.00048212+0.00039637i,-0.00067094+0.00042854i,-0.00025326+0.00044919i,0.0005875+0.00063121i,0.00075992+8.3163e-05i,0.00032304-0.00059397i,0.0004035-2.616e-06i,0.00013251+0.00044409i,-0.00035913+0.00032309i
-0.00016552-7.7168e-05i,-0.00042712-0.00045193i,-0.00043416-0.00073942i,-0.00070897+0.00014898i,-0.00042575+0.00053698i,0.00062593+0.0004169i,0.001149-1.3217e-05i,0.00054256-0.00065608i,0.00044927-0.00050798i,0.0011841-0.0004222i,0.0017322-0.00077343i,0.00038263-0.0010885i,-0.0009218-0.001322i,-0.00070111-0.00089202i,-0.00013164-0.00067769i,-0.00034337-0.00010394i,-0.00072735+0.00058735i,6.1228e-05+0.00022298i,0.0013448-0.00041676i,0.0011643+5.3132e-05i,0.0006355+0.00047425i,0.00040924-0.00017758i,0.00061084-0.00040047i
0.0005284+0.00077101i,-0.00033923+0.00054359i,0.000208-0.00054735i,0.00067871-0.0010536i,0.0010469-0.00057451i,0.001215-0.00025535i,0.00039206-2.897e-05i,0.00021327-0.00010753i,0.00019869-0.00048773i,0.00029793-0.00059001i,0.00083289-0.00069734i,2.5488e-05-0.00090012i,-0.001285-0.00056173i,-0.0013535-0.00012662i,-0.00077054-0.00010643i,-0.00084751-3.956e-05i,-0.00063075+0.00046938i,0.00023048+0.00061708i,0.00049731+0.00029445i,-0.00023754-0.00020595i,-0.00037219-0.00019376i,-0.00029207-0.00030314i,-0.0002885-0.00062861i
0.0011761-0.0021313i,0.00082761-0.0011728i,0.0010921-0.001458i,0.00067962-0.00136i,0.00045941-0.00069773i,0.0012557-0.000378i,0.0020866+0.0010175i,0.0014899+0.0010219i,0.00065537+0.00036557i,-0.00035032+0.00027219i,-0.0017456+0.00011572i,-0.0017029+0.00041262i,-0.00091459+0.00043184i,-0.00045616+4.7442e-05i,0.00039501+0.0001225i,0.00038214+0.00015132i,-5.8729e-06+0.00079555i,-0.00018635+0.0010807i,-4.817e-05+0.00052157i,0.00096863+4.9623e-05i,0.0015225+0.00014468i,0.00085289+0.00073186i,0.00058132+0.0003003i
-0.0013932+0.0015091i,-0.0015978+0.0012627i,-0.00090967+0.00097587i,-0.00072485+0.00069891i,-0.00045777+0.00028964i,0.00069895+0.00024441i,0.0010412+1.0186e-05i,0.00048526-0.0005373i,0.00039901-0.0011053i,0.0010922-0.0015246i,0.00065803-0.0012156i,0.00078429-0.0011466i,0.0011627-0.00090212i,0.00080292-0.00030147i,0.00030098+0.00032973i,-0.00016351-4.9835e-05i,-0.00037301-0.00044238i,-0.0005325-0.00054895i,-0.00072746-0.00070646i,-0.00052184-0.00076111i,-0.00069111-0.00024746i,-0.00045342-0.00023944i,8.6485e-06-0.000344i
-0.00053399+0.00065549i,-0.0010657+0.00051181i,-0.0009444+0.00035954i,-0.000801+0.0010891i,-0.00055472+0.0011254i,0.00040522+0.00065296i,0.0010123+1.8607e-05i,0.00073536+0.00017075i,0.0004688+0.00082353i,0.0004795+0.00079563i,0.0011473+0.00028258i,0.00071065+7.7992e-05i,-0.00018956-0.00017227i,-0.00015007-0.00075961i,-0.00025871-0.0010555i,-0.00035851-0.00090243i,-0.00024054-0.0002284i,0.00062853+0.00059928i,0.00075653+0.00048283i,0.00079784+0.00022859i,0.0011813+0.00046636i,0.00076095-0.00040362i,0.00074612-0.0015403i
-0.00015899-9.6358e-06i,-0.00066069+0.00011076i,-0.00015163+0.00032635i,-0.00047642+0.00014958i,-0.00093907-1.7139e-05i,3.8192e-05-0.00018399i,0.00045063+0.00017387i,0.00030682+0.000238i,0.00049837-0.0001492i,0.00086553+0.00075396i,0.00013963+0.00092507i,0.00020779+0.00030787i,0.00037805-0.00081025i,0.00010364-0.00057818i,0.00013838-0.00014175i,-0.0002148+0.00023497i,-0.00049889+0.0015452i,-7.6396e-05+0.0016821i,6.9468e-05+0.00067097i,0.00010701-0.00019181i,-0.00018874+0.00015004i,-0.00048778+2.3864e-05i,0.00033918-0.00037139i
-0.00015927+0.0006661i,-0.0016959-0.00093976i,-0.0011848-0.0020461i,-3.9101e-05-0.0011679i,8.7846e-05-0.0003619i,1.2751e-05+0.00051486i,0.00036962+0.00062138i,8.8328e-05-0.00012146i,0.00012357-0.00019728i,-1.5404e-05-0.00046856i,-0.00071118-0.00057501i,-0.00091554-0.00024601i,-0.00073716-0.00023163i,-0.00057352-0.00042157i,-0.00046399-0.00065823i,-0.00022763-0.00033374i,-0.00022965+0.00079396i,-0.00041667+0.00081663i,-0.00012988-8.4011e-05i,0.00046173-0.00045518i,0.00053081-0.00036295i,0.00025946+1.756e-05i,-0.00059236+9.7554e-05i
0.0011954-0.00013215i,0.001601+0.00033199i,0.0016098+0.00015304i,0.0013495-0.00017279i,0.0009048+0.00026579i,0.00071969+0.00011841i,0.00084421-0.00043036i,0.00091878-5.7775e-05i,0.0013527+0.00012726i,0.0013433-0.00020505i,0.00063869-0.0002219i,-0.00068482-4.8284e-05i,-0.0017208-0.00051396i,-0.0010132-0.00062201i,-0.00020533-0.00026323i,-0.00018529+0.00029257i,0.00037784+0.00017556i,0.00059819-0.000529i,0.00027684-0.00076538i,0.00025445-0.00040922i,-0.00051205+3.2694e-05i,-0.00052061+0.00031053i,0.00026364+0.00068179i
-2.5847e-05+0.0022628i,-5.773e-05+0.0022i,0.00062937+0.0014079i,0.00097021+0.00046594i,0.00017087+0.0004362i,-1.4435e-05+0.00054778i,0.0005555-3.4125e-05i,-3.4891e-06-0.00023314i,0.00027406-5.8836e-05i,0.0010154+0.00033013i,0.00049442+0.00034046i,-0.00024356-0.00018251i,-9.9933e-05-0.0005096i,0.00023302-0.00079212i,-3.7709e-05-0.00071549i,8.6705e-05-0.00055576i,0.00043689-0.00017404i,0.00026164+0.00043697i,0.0002206+0.00070141i,0.0002558+0.00052339i,-0.00039434+0.00027921i,-0.00046433+0.00062052i,-0.00050132+0.00085152i
0.0013778+0.00055194i,0.0011773+0.00095917i,0.00083969+0.00041123i,0.0011705-0.00079771i,0.0013767-0.001162i,0.00084581-0.00039574i,0.00087126+0.00011176i,0.00053299+7.777e-05i,0.00044501+0.00023407i,0.00077779+0.00024263i,0.0005518-0.00013143i,0.00035074-0.00014947i,-0.00059767-0.00050512i,-0.0011964-0.00066122i,-0.00019431+0.00011859i,0.00072982+0.00071093i,0.00069922+0.00096965i,0.00071347+0.00081407i,0.00039998+0.00049737i,4.6199e-05+7.7973e-06i,-0.00014337-0.00029867i,-0.00015545+0.00023221i,0.00013089+0.0012055i
0.0003067+0.0012775i,0.00028409+0.0018045i,0.00023552+0.0012889i,0.00030766+0.00028019i,9.391e-05+0.00014886i,0.00051127+0.00012071i,0.00062151+0.00013662i,3.0459e-05+0.00053466i,0.00059737+0.0010527i,0.0012167+0.00048204i,0.00074497-0.00054581i,7.9463e-05-0.00076815i,-0.000492-0.0009499i,-0.00040427-0.00061418i,-0.00024506+0.00047731i,0.00016667+0.0010297i,0.0010611+0.00083639i,0.00081307+0.00043097i,-0.0001066-0.00029875i,-5.808e-06-0.00069216i,-0.00013824+2.1765e-05i,-0.00025595+0.00063045i,0.00014812+0.00034478i
-0.0019616+0.00071523i,-0.0020891+0.001043i,-0.0013321+0.00012525i,-0.00068958-0.00042886i,-2.0253e-05+0.00090896i,0.00040532+0.00094115i,0.0015869+0.00030551i,0.0018132+4.7389e-05i,0.00076789+0.00029238i,0.00055921+0.00017173i,0.00037085-0.00077555i,0.00013122-0.00070023i,0.00017661-0.00046842i,0.00036303-0.00063297i,0.00046866-0.00061095i,0.00031849-3.485e-05i,0.00050936+0.00087816i,0.00093939+0.00092563i,0.0010028+0.00029429i,0.00039687+0.0002825i,-9.4544e-05-3.4562e-05i,0.00058836-0.00052422i,0.00059514-0.00049775i
-0.00088989-0.00044149i,-0.0012472+0.00045179i,-0.0021293+0.002389i,-0.0013423+0.0025711i,-0.00027258+0.0014678i,0.0010005+0.00052709i,0.0017509-0.00049414i,0.0010409-0.00065319i,0.00067814-7.3207e-05i,0.0014936+2.7464e-05i,0.0013839-0.00062903i,0.00031896-0.00068212i,7.0643e-05+0.00075105i,0.00014453+0.0011826i,0.00076058+0.00094851i,0.0010432+0.00092148i,0.00033604+0.00086703i,0.00041031+0.00071614i,0.00080676+0.0010743i,0.000261+0.00065095i,-0.00059535+0.00035533i,-0.00032448+0.00092496i,0.00043765+0.0012536i
0.0002299-0.00083116i,0.00054902-0.00074091i,0.00042214-0.00089881i,0.00050813-0.0017191i,0.00049876-0.0012573i,0.00075813-0.00070542i,0.0013858-0.0012806i,0.0018483-0.00050425i,0.001237+0.00065774i,0.00043021+0.000316i,-0.0001184-0.00083795i,-0.00081306-0.00056993i,-0.00088056+0.00037847i,-0.00011095-2.0733e-05i,0.00095499+0.00015849i,0.0014352+0.0013441i,0.00072432+0.0012256i,-0.00016323+0.00052725i,0.00060357+0.0002482i,0.0011993-3.1063e-06i,0.00051336+3.2876e-06i,0.00011363+7.7449e-05i,4.387e-05-0.00026876i
-0.00153+0.0010008i,-0.00096919+0.00085583i,-0.00040327+0.00076755i,0.00024261+0.00035943i,0.0011965-0.00012225i,0.0017023-0.00039634i,0.0014962-0.00069797i,0.00070958-0.00023819i,1.418e-06+0.00029698i,0.00090292-0.00050364i,0.0012125-0.00074259i,0.00056091-0.00037025i,0.00049387-0.00030331i,0.00029502+0.00048103i,-5.0165e-05+0.0012625i,-0.0003339+0.00089288i,-0.00027775+0.00042463i,0.00012985+0.00065328i,0.00068207+0.00030141i,0.00060556+0.00022642i,0.00045981+0.00059286i,0.00039753+0.0011725i,-1.7667e-05+0.0010936i
-0.00020016+0.0015317i,-0.00089101+0.0010408i,-0.0020723+0.00089507i,-0.0016538+0.00030357i,-0.00091013-1.7646e-05i,0.00046794+0.00048755i,0.0016393-0.00024959i,0.0014423-0.0007047i,0.0011561-0.00028115i,0.00087338-0.00021305i,0.00045619-0.00054913i,0.00062532-0.00042943i,0.00045203-0.00088084i,-8.9697e-05-0.0010019i,-0.0002327-0.00058797i,-0.00040427-0.00035176i,-0.00037006-0.000557i,-0.00049451-0.00063574i,-0.0002657-0.00048603i,0.00069477-0.00045317i,0.0012251-0.00028902i,0.00042935-0.0001863i,0.0002996+0.00036976i
-2.2806e-05+4.6944e-05i,0.00019171-0.00017513i,-9.6989e-05-0.00051794i,-0.0001194-0.0012939i,0.00038896-0.0013552i,0.00054755-0.00032496i,0.00079261+9.6587e-05i,0.000416+0.00049536i,-0.00015304+0.00046166i,-0.00061865+0.00039879i,-0.00047779+0.00082019i,0.00013077+0.00041902i,0.00025329+0.00027706i,0.00036846+0.00036852i,0.00044174+0.00049776i,-0.00023444+0.00048694i,-0.00040142-0.00017237i,6.2706e-05-0.00040401i,0.00079257+5.9922e-06i,0.00088856+0.0002157i,0.00070214-0.0005567i,0.00061924-0.0013879i,0.00067448-0.0010198i
0.0028472+0.003358i,0.0020887+0.0032083i,0.0011882+0.0018677i,0.00058711-0.00031942i,0.0011861-0.0019374i,0.0011377-0.0014085i,0.0007744-0.00042427i,0.00047771+0.00030735i,0.00039846-0.00018986i,0.0011084-0.00082883i,0.001399-0.00084802i,0.0010362-0.0010465i,0.00064064-0.0010646i,9.5703e-05-0.00051812i,-0.00020628-0.00019354i,5.4378e-05-0.00031644i,6.6543e-06+0.00062399i,0.00017956+0.001235i,0.00075869+0.0003754i,0.00038033-0.00040097i,0.00083779-0.00042609i,0.00056115-0.00047706i,-0.00012131-0.00040617i
0.0019015+0.0028081i,0.0033292+0.0037904i,0.0022829+0.0010812i,0.0015301-0.0016941i,0.00095751-0.0015517i,0.00017309-0.0010804i,0.00026903-0.00065877i,0.00046999+0.0012058i,0.00067739+0.0010826i,0.0011043-0.00021801i,0.00082208-0.0011974i,0.00026527-0.0014547i,-0.0011483-0.00089092i,-0.0013175-0.00011337i,-7.764e-05+0.00012963i,-0.00012422+0.0003255i,0.00036693+0.00088032i,0.0011105+0.00064497i,0.0011666-1.9552e-05i,0.00071699-0.00081898i,0.00039758-0.0010845i,-0.00022649-0.00055806i,-0.00055751-0.00039025i
-0.0010335-0.0003378i,-0.0010462-0.00061444i,-0.00048905+4.3037e-05i,-0.00075608+0.00086031i,-0.00046346+0.0012963i,0.00066973+0.00027708i,0.0015003-0.00065468i,0.0014995-0.001112i,0.0011338-0.00073365i,0.0010812-0.00047823i,0.00076895+5.9243e-06i,0.00056191+0.00074257i,0.00079579+0.00028136i,0.00087232-9.003e-05i,0.00078907+0.00014232i,0.00053951+0.00033493i,0.00022581-6.4471e-05i,0.0005371+0.00013162i,0.00091121+0.00072654i,0.00039535+0.00068506i,-0.00022743+0.00095914i,0.0002218+0.00033494i,0.00085432-0.00030997i
-0.0026281-0.0014423i,-0.0022599-0.00094293i,-0.0021131-0.0006563i,-0.0017383+0.0010398i,-0.00039946+0.0026028i,0.0015133+0.002154i,0.0020104+0.0010987i,0.00032849+5.8488e-06i,-0.00076719-0.00034756i,-0.00056051+6.3518e-05i,0.0001983+0.00037228i,0.00095496+0.00068577i,0.0011952-4.7841e-05i,0.0010886-0.00088653i,-0.00016121-0.000907i,-0.00086109-0.0008727i,0.00013078-0.00022437i,0.00059051+0.00049751i,0.00042417+0.00041205i,0.00062659-0.00017914i,0.0011885+0.00035761i,0.00019806+0.001133i,-0.0011396+0.00085939i
0.0003343-0.00017762i,-0.00077061-0.0021045i,-0.0013838-0.0024679i,-0.0016645-0.0015459i,-0.0011942-0.00043697i,-0.000329+0.00066514i,0.00011893+0.00077877i,-0.00021946-0.00031091i,-0.00034998-0.00096119i,0.00016325-0.00082926i,0.00018225-0.0012251i,-0.00033095-0.00092442i,-0.00059196-0.00013465i,-2.8866e-06-6.6455e-05i,0.00026927+5.0531e-06i,0.00010327+0.00011111i,0.00012551-0.00012169i,0.00023674+0.00033084i,0.00061688+0.00071271i,0.00084821+0.0001895i,0.0003359-0.0004837i,-0.00024835-0.00068728i,-0.00069243+6.9203e-05i
-0.00038298+0.0034828i,0.0005238+0.0032427i,0.0015704+0.0033041i,0.0016756+0.0018073i,0.00095765+0.00028336i,0.001562-0.00087827i,0.0014637-0.0012445i,0.00052615-0.00064054i,0.00012729-0.00037877i,0.00063024-0.00031103i,0.0012505-0.00038468i,0.00044128-0.001086i,-0.00057394-0.0012012i,-0.00071714-0.00034105i,-0.00034906+4.545e-05i,0.0001423+0.00012359i,0.00013823+0.00060681i,-0.00028707+0.00067845i,5.6527e-05+8.4699e-06i,0.00039041-0.00029544i,0.00029426-0.00023479i,0.00019533+0.00057494i,-7.6385e-05+0.00067213i
-1.456e-05-0.00019191i,-0.00038816-0.0011386i,-0.00037958-0.0007521i,-0.0011102-2.3951e-05i,-0.0010002+0.00070584i,0.00066915+0.00072439i,0.0016826+0.00055575i,0.0016164+0.0005448i,0.00077995+0.00025306i,0.00028369-0.00039644i,-0.00046122-0.0013208i,-0.0016872-0.0015238i,-0.0018054-0.00087078i,-0.00069234-0.0003773i,-7.6311e-05-0.00050808i,0.0003894+4.1892e-05i,0.00044182+0.00013778i,0.00037767-0.00026355i,0.00014927-0.00025121i,-0.00028442-0.00064276i,-4.462e-05+2.6726e-05i,-8.8019e-05+0.0012924i,-0.00040453+0.001207i
0.0010123+0.001574i,0.00060837+0.002233i,0.00072158+0.0016591i,0.0010245+0.0002873i,0.00060036-0.00043089i,0.00047488-0.00058554i,0.00093373-0.0007334i,0.0014889-0.00048737i,0.0015312-0.00014512i,0.00079902+0.00012606i,0.00014847+0.00011345i,0.0002782-0.00027532i,-0.00032862+0.00012046i,-0.00096718+0.00020079i,-0.00055428+5.7647e-05i,-0.00010254+0.00010713i,-2.9169e-06+0.00017457i,-0.00047088+0.00039952i,-0.00015136+0.00019483i,0.0008244-0.00018156i,0.001122+0.00011329i,0.00094319+0.00086531i,0.00074313+0.00063246i
-0.00026587-0.0030235i,-0.00045486-0.0029683i,0.00010585-0.0024424i,-0.00054779-0.0018032i,-0.0013336-0.0011918i,-0.00061011-0.00011936i,0.00050935+0.00059434i,0.00077986-0.00027403i,0.00049581-0.00087427i,0.00048278-0.0006668i,0.00030903+0.00012662i,-0.00028581+0.0010133i,-0.00066187+0.00037115i,-6.0665e-05-0.0001317i,0.00050679+0.00027074i,0.00023882+0.00091934i,8.4171e-05+0.0011911i,-1.8226e-05+0.00071067i,9.3506e-05+0.00042849i,-1.2385e-05+0.00028629i,-0.00023181+0.0001019i,-0.00088068-0.00031568i,-0.00076739-0.00057738i
-0.00019667+0.00059524i,-0.00051007+0.00057936i,-0.00034548+0.0010213i,-0.00071275+0.0011878i,-0.00031257+0.00061183i,0.0005014+0.00066094i,0.00089219+0.0011047i,0.00095497+0.00081727i,0.0013771+0.0001731i,0.00094005+0.00022139i,0.00043154+0.00014978i,0.00099437-0.00065681i,0.001108-0.00015899i,0.00029233+0.00059428i,-0.0001814+0.00037357i,-0.00033297+0.00080947i,-0.00024346+0.0010759i,0.0001566+0.00098539i,0.00026898+0.000721i,-0.00023016+0.00068351i,-0.00067255+0.00052109i,0.00023203+0.00068158i,0.00063933+0.00047246i
0.00020644-0.00020289i,0.00048576-0.00085041i,-0.00017496-0.00087541i,-0.0015152-0.0010583i,-0.0014987-0.00081724i,-0.00023755+0.00039799i,0.00017379+0.0011385i,-0.00052861+0.00038606i,-0.00053045-0.00042731i,-0.00037414-0.00066615i,-0.00072855-0.00011308i,-0.00043556+0.00015326i,0.00038256-0.00050882i,6.6024e-05-0.00062677i,-0.00081421+0.00011558i,-0.00059429+0.00068724i,-0.00021+0.0012172i,-4.1887e-05+0.0012619i,0.00055915+0.0013158i,0.00017034+0.0011129i,-0.00048537-0.00019774i,1.9652e-05-0.0009498i,0.00019026-0.00077165i
0.00075235-0.0021752i,-0.00047561-0.0017395i,-0.001319-0.001012i,-0.0012902-0.00045932i,-0.0011418-0.00017647i,-0.00015046+0.00038112i,0.00065013+0.00014984i,0.00056455-0.0011951i,0.00047053-0.0014043i,0.00054136-0.0005467i,0.00048559-0.00062767i,0.00031123-0.0007545i,0.001038-0.0002242i,0.00058089-0.000382i,0.00030482-0.00046043i,0.00084567+0.00013159i,0.00012043+0.00096594i,-0.00062807+0.00088607i,-0.00033641+0.0007628i,-0.0002838+0.00085828i,-0.0007492+0.00059459i,-0.00074128+0.00078359i,-0.00029507+0.0010094i
0.00051556-0.0013334i,0.00038544-0.0018016i,-0.00035747-0.0023319i,-0.00080086-0.0013387i,-0.00098405+0.00040302i,-0.000355+0.0007434i,0.00045293+0.00025738i,0.00057684+0.00018239i,0.00075882-0.00017536i,0.00036083-0.00048976i,0.00037588-0.00038095i,0.0010323+3.8721e-06i,0.00071183+0.00077253i,-1.9161e-05+0.0011153i,-6.4562e-05+0.00049321i,-3.4047e-06-0.00054296i,0.00023574-0.000178i,0.00046735-1.4547e-05i,0.00036795+0.00029994i,-0.00013169+0.00057167i,0.00024818-7.5265e-05i,0.0007762+0.00013314i,0.00054543+0.00033541i
-0.00042368-0.00017008i,0.00037945-0.00074159i,0.0013557-0.00029297i,0.0016391-0.00058352i,0.0011933-0.00028757i,0.00084958+0.00068647i,0.0011682+0.0010029i,0.0015518+0.00047641i,0.0012291-0.00026009i,0.00028088-0.00085947i,-0.00015155-0.0013218i,-0.00053048-0.00070164i,-0.00070791-0.00057569i,-0.00044352-0.0011494i,-0.00016033-0.00084458i,-0.00055392+0.00038252i,-0.00069843+0.00092675i,0.00072372+0.001315i,0.00062537+0.0014664i,4.1078e-05+0.00027633i,6.9677e-05-0.00093431i,-0.00026293-0.00077773i,-0.00050223-0.00040033i
-0.00091243+0.00082235i,-0.00099854+0.00068399i,-0.00059989+0.00084131i,-0.00090049+1.5183e-05i,-0.0012927-0.00052179i,-0.00092733-4.3959e-06i,-6.3451e-05+0.00049444i,-9.2491e-05+0.0002204i,-0.0005149+0.0002177i,3.615e-05+0.00068683i,0.00077406+0.0004436i,0.00068977+0.00019285i,0.00068758-0.0001024i,0.00060767-0.00015076i,0.00048198-4.7032e-05i,-5.2884e-05+0.00011543i,-0.00057808+4.2105e-05i,-0.00018658+8.4743e-05i,0.00045604+0.00014485i,0.00082856-6.8036e-05i,0.00071974+0.00021514i,5.8717e-05+0.00066112i,-0.00034771-0.00016038i
-0.003079+0.0014912i,-0.0021621+0.0014548i,-0.00070542+0.0016147i,0.001167+0.0012488i,0.0022978+0.00063199i,0.0022402+8.0753e-05i,0.0018214+8.8773e-05i,0.00092056+5.6718e-05i,0.00068092+0.00036468i,0.00081586+0.0010905i,0.0016934+0.00058056i,0.0013118-0.00053639i,0.00035985-0.0010312i,0.0003043-0.00061577i,0.00013668-0.00061209i,-0.00048862-0.00080205i,-0.00085604-0.00060237i,-0.00047717-0.00035759i,-0.00037768-0.00026004i,-0.00059868-0.00024512i,3.8839e-05+4.8824e-05i,0.00058692+0.00045673i,0.0006449+1.192e-05i
0.0012782-1.8328e-05i,0.0011952-0.00017632i,0.0012462+4.7232e-05i,0.0005882+0.00011981i,-0.00037246-0.00067242i,-0.0008056-0.00023078i,-0.00027671+0.00067958i,0.00027426+0.00078572i,0.00048356-5.9342e-05i,0.001044-0.00067307i,0.0012713-0.00014095i,0.00054967+0.00019063i,-0.00024141+5.4464e-05i,-0.00078977-0.00031488i,-0.0011518-0.00019383i,-0.0002026+0.0006324i,0.0003509+0.00074449i,-5.8151e-05+0.0013482i,0.00027535+0.0013251i,0.0005503+0.00053132i,0.00018599+0.00057485i,-0.0002356+0.00048955i,0.00027629-8.5042e-05i
0.00086489-0.0040253i,0.0017471-0.003043i,0.0013626-0.0025054i,-0.00074073-0.0023428i,-0.0015891-0.0017405i,-2.6529e-06-0.00081495i,0.0011318-0.00077641i,0.0007445-0.00061086i,4.5827e-05-0.00066771i,-0.00042249-0.00048777i,-0.00081901-2.7096e-05i,-0.00042606-0.00017413i,0.00025442+0.0001986i,0.00014249-5.741e-05i,-0.00042789-0.00068049i,-0.0004298-9.167e-05i,6.6236e-05+0.00058704i,0.00053082+0.00077753i,0.0012969+0.00070045i,0.00082936+0.00044639i,0.00026883+0.00066576i,0.00031063+0.00057058i,0.00030471-0.00032281i
4.0755e-05+0.00088932i,-0.00047998+2.3946e-05i,0.00023332-0.00035407i,0.00083985-0.00027389i,0.00057291-6.4068e-05i,0.00052076-0.00026221i,0.00062689-0.00061784i,0.00019393-0.00085109i,0.00016411-0.00062015i,0.00028388-0.00058153i,0.00028376-0.0004474i,0.00071051+0.00019313i,0.0003311+0.00034553i,-8.1957e-06+0.00046918i,-0.0001761+7.0379e-05i,-0.0002034-0.00044071i,-4.9232e-05-0.00041905i,-0.00011362-0.00035343i,0.00010859-0.00011934i,0.00035694-0.00014796i,0.00042803+0.00015538i,-7.8677e-05+0.00048308i,-0.00087907-0.00039963i
-0.0015481+0.0017508i,-0.0015479+0.0015872i,-0.0016407+0.001781i,-0.00053189+0.0014606i,0.00043156+0.00091528i,0.0014841+0.00026313i,0.0012191+5.2447e-05i,0.00020733+0.00030541i,0.00025894+0.00060097i,0.00099568+0.00066437i,0.0014085+0.00045409i,0.0011833-0.00015868i,0.00058936-0.00030148i,0.00055977+0.00046583i,0.00023401+0.0007983i,-0.00040041+0.00054279i,-9.7718e-05+0.00073266i,9.0713e-05+0.00049807i,0.00024031+0.0001758i,0.00043344+0.00065205i,0.00056604+0.00060515i,0.00078992+0.00011785i,0.00063891+0.00020779i
0.0001412+0.0011342i,9.5485e-05+0.0011458i,0.00038315+0.0018442i,0.00063806+0.0018486i,0.0012273+0.00037909i,0.0015249-0.00031462i,0.001478-0.00034139i,0.00093383-0.00073943i,0.00075304-0.00060625i,0.00066884-0.00029923i,0.00024593-0.00073694i,-0.00023656-0.00089901i,-0.00022071-0.00041397i,-4.1589e-06-0.00022863i,0.00045975+0.0001938i,0.00037921+0.00099257i,8.5596e-05+0.0012906i,-0.00010103+0.0013231i,-0.00047116+0.00093221i,5.7598e-05-9.6777e-05i,0.00017803-0.0005585i,7.392e-05-8.1874e-05i,6.6299e-05-0.0001703i
0.0021899-1.5493e-05i,0.0025713-0.00094871i,0.0013466-0.0019191i,-0.00018646-0.0007971i,-0.00056579+0.00043538i,0.00011098+0.0001117i,0.001368-0.0004257i,0.0011156+0.00036614i,0.00042372+0.0008262i,0.00034316+0.00041252i,0.00018325+0.0003595i,-0.00058768+0.00064319i,-0.00030912+0.00042172i,0.00031334-0.00027899i,1.5909e-05-0.00046363i,-0.00013058+2.5312e-06i,-0.00054387+5.8544e-05i,-0.00051317+0.000136i,0.00010576+0.0004913i,0.00048811+0.00073144i,0.00043207+0.00078859i,-0.0004773+0.00087994i,-0.0013412+0.00026251i
-0.00033169-0.0017635i,-0.00098775-0.0016894i,-0.0012975-0.00088335i,-0.0012294+0.00041505i,-0.0010793+0.00048151i,-0.00014325-6.5952e-05i,0.00092877-8.0908e-05i,0.00081653-0.00037965i,0.00036902-0.00045105i,0.00054706-0.0002598i,0.00051686-0.00013639i,-0.00015265+0.00012129i,0.00023945+0.00018812i,0.0006491-3.9297e-05i,0.00024754+0.0002529i,-0.00038986+0.00073552i,-0.00054409+0.00082342i,-0.00024896+0.00031738i,0.00023739-0.00039321i,0.00089143-0.00084142i,0.00099873-0.0003872i,-0.00019251+0.0006178i,-0.0010886+0.00083413i
