-0.00045186+0.0005624i,-0.0016493-0.00018516i,-0.0014814-0.0014716i,-0.00067198-0.0015096i,-0.0014375-0.00039794i,-0.0018109+0.00032088i,-0.0011464+0.00078621i,4.5969e-05+0.0012531i,0.00088223+0.00099811i,0.00096213+0.00070619i,0.00060615+0.00012522i,0.00036918-0.00078455i,0.00011046-0.0011246i,0.0002703-0.001289i,0.00046811-0.00077088i,0.0001824+0.00019344i,0.00015719+8.2298e-05i,9.8029e-05+0.0002265i,-0.00028809+0.00049639i,-0.00025929+4.5012e-05i,-5.9785e-05-0.0004039i,0.0003004-0.00046573i,7.5583e-05-0.00050351i
0.10615-0.15849i,0.048573-0.34699i,-0.10481-0.38254i,-0.2031-0.18949i,-0.13652-0.015512i,-0.057055+0.0036199i,-0.085906+0.0022849i,-0.12827+0.045954i,-0.12405+0.088147i,-0.074773+0.09111i,-0.025376+0.039719i,-0.024133-0.0060137i,-0.027254+0.0010907i,-0.012016+0.011137i,-0.0064825+0.0031629i,-0.0088273-0.0010364i,-0.010939+0.00025327i,-0.01318+0.0050236i,-0.012251+0.0099103i,-0.0093994+0.0083389i,-0.0081337+0.0037468i,-0.005141-0.0013024i,-0.00050796-0.0083857i
0.070833-0.22638i,-0.00067355-0.47959i,-0.097747-0.58578i,-0.082939-0.46341i,0.03824-0.28399i,0.11872-0.17964i,0.10592-0.11362i,0.074752-0.042054i,0.086726+0.0012946i,0.098517-0.026413i,0.051746-0.06298i,0.0051919-0.043053i,0.00418-0.0099375i,0.013238+0.008518i,0.018033+0.017248i,0.014983+0.011225i,0.0052579+0.0055322i,0.0012741+0.006069i,0.0029198+0.0049358i,0.002881+0.0024191i,-0.0013331+0.0032215i,-0.0030907+0.0095477i,0.0027869+0.015483i
0.1787+0.11667i,0.34566+0.23004i,0.4844+0.34835i,0.46438+0.32181i,0.26484+0.16157i,0.073399+0.038652i,0.020498-0.013586i,0.0328-0.047181i,0.027187-0.074198i,-0.00042242-0.071429i,-0.0037233-0.033214i,0.018273-0.0073536i,0.017323-0.0090727i,0.0050526-0.0073787i,0.011104+1.6889e-05i,0.018247+0.0026975i,0.014786-0.0016604i,0.0090717-0.010415i,0.0058207-0.016197i,0.0026564-0.015734i,0.002774-0.010782i,0.0081435-0.0032287i,0.014023+0.0056518i
0.2351+0.3213i,0.51366+0.44742i,0.57326+0.3806i,0.27268+0.19296i,-0.021321+0.15618i,-0.055026+0.23627i,-0.0086705+0.20468i,-0.038345+0.11869i,-0.061183+0.10168i,-0.0040277+0.11078i,0.058451+0.078164i,0.055497+0.025932i,0.01909+0.0041997i,-0.0023929+0.00048533i,-0.010459-0.0043917i,-0.011393-0.0098879i,-0.012956-0.015657i,-0.019945-0.011154i,-0.022004+0.0041026i,-0.013036+0.01405i,-0.00050887+0.0086006i,0.0030714-0.0031169i,-0.0018944-0.0082814i
0.049322+0.30309i,0.22214+0.41578i,0.37692+0.32869i,0.39839+0.10213i,0.2968-0.029639i,0.21577-0.041139i,0.20403-0.055022i,0.16897-0.069351i,0.10601-0.040985i,0.059308-0.010505i,0.018961+0.0023758i,-6.4398e-05+0.018728i,0.0064077+0.017183i,0.0015282+0.0045398i,-0.0093287+0.0092165i,-0.0050354+0.016404i,0.0094749+0.011146i,0.021698+0.0011861i,0.023825-0.0050098i,0.020571-0.0076766i,0.014073-0.0069188i,0.0037915+0.000716i,-0.0043826+0.010347i
-0.3529+0.32001i,-0.61298+0.68475i,-0.72647+0.95415i,-0.52898+0.86909i,-0.26968+0.48361i,-0.18585+0.14112i,-0.13111+0.03975i,-0.024092+0.030222i,0.021679-0.0056132i,-0.0099186-0.015861i,-0.033933+0.013304i,-0.020925+0.035111i,0.0042411+0.026785i,0.017777+0.0041204i,0.0162-0.009179i,0.010746-0.0043306i,0.012057+0.0037336i,0.015717-0.0021749i,0.011871-0.016543i,0.0022988-0.021064i,-0.0030636-0.011328i,-0.0014547-0.0017795i,0.00042197+0.00066131i
-0.46078-0.028195i,-0.73364+0.057779i,-0.77954+0.069883i,-0.55169-0.064603i,-0.3108-0.16829i,-0.18071-0.10037i,-0.098122-0.0035652i,-0.076392+0.0082819i,-0.090768+0.00020094i,-0.080545+0.0047336i,-0.059725+0.00028226i,-0.046932-0.0086453i,-0.029784-0.0083346i,-0.0070677-0.0080593i,0.00029637-0.017595i,-0.0092876-0.018923i,-0.016101-0.0037666i,-0.018679+0.01119i,-0.023205+0.017623i,-0.021963+0.018087i,-0.012606+0.01421i,-0.0063968+0.0030775i,-0.0090564-0.0094115i
-0.27401-0.37866i,-0.40855-0.55105i,-0.29126-0.49391i,0.036218-0.24555i,0.22073-0.10905i,0.16189-0.092394i,0.08643-0.018928i,0.09246+0.050954i,0.080298+0.054467i,0.029297+0.032695i,-0.013953+0.0084889i,-0.037256-0.0030117i,-0.037764-0.0016909i,-0.027316+0.00057124i,-0.01597+0.0048182i,-0.0021202+0.011859i,0.010412+0.016609i,0.019665+0.019342i,0.029065+0.017004i,0.034932+0.0081362i,0.029096+0.0023911i,0.019298+0.0028879i,0.013985+0.005567i
-0.15066-0.36809i,-0.43628-0.60429i,-0.75749-0.61049i,-0.80148-0.29534i,-0.46994-0.011544i,-0.11022+0.048908i,0.032615+0.052632i,0.067926+0.067544i,0.093683+0.054183i,0.11316+0.01671i,0.10433-0.020617i,0.064548-0.028092i,0.033888-0.0064527i,0.027948+0.013268i,0.030997+0.011597i,0.018419-0.0050902i,-0.010735-0.014034i,-0.022629-0.0096969i,-0.011854-0.0065084i,-0.00039543-0.0046392i,0.0057291-0.00049563i,0.010569-0.00079101i,0.013047-0.0034743i
0.34792-0.23123i,0.58305-0.36003i,0.70206-0.47657i,0.57354-0.52652i,0.31837-0.41684i,0.13167-0.26027i,0.013278-0.21014i,-0.087004-0.19504i,-0.12417-0.14822i,-0.098136-0.10545i,-0.058585-0.073424i,-0.018993-0.047111i,0.003386-0.032425i,0.0037627-0.022628i,-0.0025514-0.019666i,-0.012799-0.020616i,-0.02202-0.016108i,-0.032198-0.010487i,-0.043925-0.00012079i,-0.041144+0.011318i,-0.025383+0.012385i,-0.0090544+0.0093434i,0.0010993+0.002418i
0.56709+0.025206i,0.91088+0.038165i,0.95997+0.1477i,0.6551+0.33163i,0.30383+0.39778i,0.056122+0.30951i,-0.07364+0.24605i,-0.054864+0.22782i,-0.010786+0.1699i,-0.013777+0.12305i,-0.0022302+0.09814i,0.018506+0.055082i,0.017231+0.013016i,-0.0036279-0.0076602i,-0.016832+0.0019946i,0.0023485+0.019258i,0.025683+0.01289i,0.026376-0.0011807i,0.018228-0.0038181i,0.0096043-0.00040855i,-0.0036894+0.0045i,-0.01402+0.017149i,-0.011401+0.033388i
-0.029928+0.13423i,-0.19335+0.083741i,-0.43612-0.096131i,-0.57043-0.21601i,-0.42436-0.12398i,-0.10477+0.01467i,0.091854+0.048524i,0.099623+0.038014i,0.071487+0.035175i,0.081635+0.025736i,0.085663+0.0095315i,0.053616+0.0060508i,0.025114+0.016195i,0.023704+0.022629i,0.029366+0.017426i,0.02098-0.00027011i,-0.00095714-0.015591i,-0.0087141-0.020802i,-0.0057252-0.028348i,-0.011883-0.029337i,-0.014278-0.019376i,-0.010761-0.017765i,-0.0096254-0.023943i
-0.10924+0.26356i,-0.11724+0.54802i,0.12117+0.71458i,0.4585+0.49386i,0.46426+0.065251i,0.18235-0.19137i,0.0090365-0.24466i,-0.028915-0.22775i,-0.046421-0.18175i,-0.073665-0.12808i,-0.10226-0.064368i,-0.087292-0.0068715i,-0.044879+0.0075174i,-0.015613-0.011431i,-0.0061301-0.0372i,-0.0056486-0.036823i,0.0070651-0.014174i,0.014537-0.0080662i,0.0024116-0.01411i,-0.0054254-0.015145i,-0.006484-0.014015i,-0.0094936-0.0096891i,-0.011147-0.0036863i
-0.11968+0.18137i,-0.20696+0.20435i,-0.29885+0.21707i,-0.34987+0.27151i,-0.29903+0.28129i,-0.16717+0.22209i,-0.048958+0.18207i,0.041395+0.15787i,0.082233+0.11696i,0.067527+0.089846i,0.048043+0.070886i,0.029409+0.040804i,0.010162+0.019364i,-0.0050522+0.0056361i,-0.018339+0.0046146i,-0.011821+0.015669i,0.0051939+0.017055i,0.018801+0.018409i,0.038759+0.01955i,0.049362+0.006118i,0.039163-0.011627i,0.022093-0.022875i,0.0070322-0.017845i
-0.2444-0.32197i,-0.44005-0.72002i,-0.58181-1.0401i,-0.55241-0.99425i,-0.33167-0.62986i,-0.046413-0.28033i,0.10637-0.14263i,0.069047-0.11902i,-0.0051963-0.075508i,-0.0035451-0.038885i,0.011539-0.034876i,0.0028179-0.024049i,0.001834+0.0038713i,0.014742+0.035991i,0.024248+0.045343i,0.0093296+0.015865i,-0.019201-0.01315i,-0.025723-0.014902i,-0.011863-0.0093098i,-0.00026755-0.0059981i,0.010311-0.0015911i,0.029423-0.0039291i,0.047068-0.020546i
0.2693-0.10567i,0.42401-0.056302i,0.47028+0.26217i,0.48839+0.545i,0.41397+0.42925i,0.15205+0.15778i,-0.063079+0.036092i,-0.09486+0.0068233i,-0.060952+0.0065125i,-0.038106+0.0092553i,-0.04188+0.0022023i,-0.034623+0.015006i,-0.0040897+0.016287i,0.018386-0.0045592i,0.036712-0.018911i,0.043589-0.013714i,0.036336+0.0037849i,0.01997+0.010928i,-0.0032844+0.013789i,-0.015242+0.0184i,-0.01708+0.018527i,-0.015101+0.02408i,-0.0085373+0.033094i
0.13133+0.12402i,0.35471-0.033039i,0.30683-0.34536i,-0.080098-0.44054i,-0.29918-0.2054i,-0.1829+0.024705i,-0.061626+0.13362i,-0.0057225+0.18771i,0.040684+0.14904i,0.051719+0.084873i,0.062606+0.051369i,0.068997+0.0066088i,0.044736-0.036489i,0.010817-0.053037i,-0.010655-0.039118i,-0.0064966-0.011917i,0.0021135-0.00043933i,-0.0014438+0.0032294i,0.00098163+0.010105i,0.014041+0.012528i,0.026889+0.00705i,0.031581-0.0016995i,0.022658-0.0057956i
-0.039494-0.057716i,0.095133-0.10006i,0.24235-0.21946i,0.3167-0.36382i,0.30025-0.39071i,0.21586-0.29067i,0.14623-0.15741i,0.10468-0.067627i,0.042381-0.052456i,-0.014874-0.058553i,-0.038196-0.055384i,-0.051743-0.051739i,-0.061805-0.035937i,-0.05836-0.012807i,-0.045052-0.011525i,-0.028856-0.029983i,-0.016334-0.037062i,-0.014972-0.027978i,-0.02379-0.016739i,-0.032646-0.0071934i,-0.035138+0.0068001i,-0.031036+0.024713i,-0.015997+0.035481i
0.049666+0.36952i,0.20313+0.75431i,0.29735+0.96646i,0.26887+0.87666i,0.15681+0.59338i,0.039328+0.2977i,-0.030521+0.11009i,-0.027046+0.032268i,0.017906+0.023647i,0.041233+0.029341i,0.01384+0.024179i,-0.026817+0.04185i,-0.024284+0.060566i,0.0006178+0.041376i,0.0065067+0.015515i,0.0037429+0.009964i,0.01088+0.014442i,0.023592+0.008493i,0.023538-0.0092237i,0.014379-0.017395i,0.0033402-0.011169i,-0.014875+0.0050659i,-0.025176+0.027896i
-0.37656-0.064467i,-0.4149-0.066168i,-0.29214-0.33214i,-0.25578-0.59814i,-0.23877-0.49374i,-0.063491-0.28121i,0.049677-0.22489i,-0.012639-0.16117i,-0.066918-0.060573i,-0.057288-0.0016091i,-0.01838+0.025905i,0.027732+0.029069i,0.062306+0.029216i,0.080081+0.030095i,0.067472+0.026091i,0.037413+0.024996i,0.0096154+0.017917i,-0.0064989+0.0064589i,-0.0022945-0.0058507i,0.0082092-0.015347i,0.016789-0.01397i,0.028209-0.015413i,0.02946-0.031664i
-0.0034242-0.47978i,-0.25604-0.32693i,-0.30728+0.12956i,-0.014553+0.38861i,0.20957+0.30226i,0.17269+0.21954i,0.10183+0.18541i,0.055806+0.083308i,0.013739+0.014844i,0.017366+0.0037136i,0.030148-0.014827i,0.030442-0.030313i,0.024862-0.038034i,0.014428-0.03027i,0.026909-0.016053i,0.045724-0.017302i,0.032863-0.020505i,0.0046361-0.007576i,-0.007242+0.011974i,-0.0047056+0.014994i,-0.0091387+0.0015938i,-0.022417-0.0025294i,-0.026259+0.01187i
0.35433+0.23171i,0.31993+0.29061i,0.1898+0.27001i,0.030005+0.25297i,-0.079532+0.28142i,-0.045007+0.30825i,0.046174+0.21994i,0.042011+0.063808i,-0.00011641+0.016686i,0.0086014+0.039113i,0.015789+0.034607i,-0.0047245+0.028211i,-0.014008+0.023225i,0.00052271+0.0066722i,0.02605-0.0033237i,0.035515+0.00082168i,0.026658+0.0074402i,0.029954+0.0030162i,0.045189-0.008194i,0.053827-0.011764i,0.053512-0.01576i,0.045245-0.029449i,0.022824-0.040114i
-0.17459-0.14128i,-0.40417-0.42701i,-0.49074-0.61761i,-0.44182-0.67595i,-0.48547-0.71515i,-0.66973-0.72535i,-0.69715-0.58591i,-0.42311-0.34187i,-0.14354-0.19332i,-0.073852-0.10837i,-0.050178+0.0067872i,0.007348+0.05853i,0.01086+0.051102i,-0.021844+0.052487i,-0.050343+0.03808i,-0.061691+0.0076268i,-0.049487-0.016597i,-0.034956-0.017873i,-0.02104-0.0083622i,-0.013862-0.011395i,-0.014529-0.0029764i,-0.012765+0.017317i,-0.015761+0.022521i
0.54307+0.23002i,0.53329+0.010124i,0.18964-0.010937i,0.086074+0.20515i,0.45439+0.21973i,0.88342-0.023336i,1.001-0.22626i,0.74417-0.26361i,0.37893-0.14619i,0.17674-0.037181i,0.047114-0.043078i,-0.081344-0.038862i,-0.11855-0.00083508i,-0.089343+0.015859i,-0.053097+0.034902i,-0.02384+0.052325i,-0.015059+0.040436i,-0.033574+0.023572i,-0.055457+0.041716i,-0.03741+0.066358i,-0.0018872+0.053086i,0.01131+0.028206i,0.013374+0.020055i
-0.29843+0.51548i,0.079672+0.3811i,0.47371-0.090383i,0.39431-0.34013i,-0.0066091-0.072131i,-0.28577+0.42299i,-0.26127+0.78459i,-0.038262+0.77765i,0.080537+0.43593i,0.024278+0.12463i,-0.02047-0.0069428i,-0.0064369-0.068964i,0.011058-0.084406i,0.029759-0.056656i,0.047178-0.031682i,0.047224-0.026285i,0.034231-0.028359i,0.025758-0.028834i,0.02509-0.029357i,0.01464-0.023127i,-0.0071869-0.0029181i,-0.020106+0.017871i,-0.020603+0.024059i
-0.70121-0.35445i,-0.56687-0.26335i,-0.35602-0.15045i,-0.22776-0.074563i,-0.057616-0.08515i,0.12685-0.16518i,0.12109-0.18664i,-0.024492-0.06513i,-0.080479+0.094243i,-0.024938+0.14254i,0.018997+0.11078i,0.033393+0.077055i,0.028053+0.031873i,-0.028823+0.0014124i,-0.09991+0.007654i,-0.11603+0.019394i,-0.065268+0.014785i,-0.012964-0.015194i,-0.012049-0.0456i,-0.019945-0.048569i,0.0018572-0.033021i,0.02968-0.0095475i,0.039923+0.0059271i
-1.5414+6.4108i,1.1407+6.2046i,4.0095+5.3324i,4.7936+2.3145i,3.7285-0.84076i,1.342-2.4697i,-0.70402-1.7985i,-1.1946-0.36458i,-0.35854+0.4132i,0.68638+0.040079i,0.75196-0.78328i,0.14099-1.2224i,-0.52947-1.6952i,-1.2722-2.4157i,-1.5484-2.5325i,-1.0047-1.5982i,-0.34897-0.53383i,-0.30171+0.012797i,-0.65038+0.3248i,-0.63106+0.60179i,-0.11756+0.65295i,0.38617+0.33277i,0.46407-0.141i
0.038356-0.49646i,0.21315-0.21341i,0.50194-0.10462i,0.50969-0.20157i,0.25729-0.24207i,0.043105-0.23503i,-0.078654-0.27962i,-0.15327-0.27404i,-0.18225-0.1709i,-0.15552-0.03285i,-0.067526+0.067417i,0.025168+0.084214i,0.077585+0.04426i,0.097076+0.011421i,0.10156+0.012353i,0.10121+0.026451i,0.094367+0.032103i,0.089613+0.022704i,0.079524-0.01197i,0.041034-0.046295i,0.0076217-0.046736i,0.004352-0.034398i,0.0088626-0.025943i
0.56468-0.21725i,0.2038-0.10103i,-0.32828+0.16703i,-0.61382+0.32053i,-0.5734+0.35139i,-0.41742+0.38571i,-0.26863+0.41286i,-0.11479+0.35771i,-0.011893+0.20621i,0.010781+0.077328i,0.020427+0.023067i,0.03272-0.016545i,0.039591-0.034672i,0.059779-0.029597i,0.080521-0.026302i,0.069183-0.017801i,0.032056-0.0020143i,-0.0010683+0.0026798i,-0.025047-0.0081284i,-0.03788-0.015274i,-0.030277-0.021052i,-0.019421-0.038i,-0.028658-0.047206i
0.44183+0.32417i,0.5345+0.18704i,0.73656-0.069329i,0.83564-0.29776i,0.59345-0.27727i,0.29901-0.0456i,0.20006+0.054911i,0.12665-0.074953i,-0.015972-0.18065i,-0.1119-0.10258i,-0.077131+0.019273i,-0.0096104+0.051266i,-0.00045878+0.043582i,0.0067582+0.03689i,0.032338+0.028269i,0.040821+0.016341i,0.023085-0.00025294i,0.0016821-0.0024124i,0.0037842+0.0068564i,0.0080627+0.0076845i,-0.00798+0.0084546i,-0.017413+0.01288i,-0.0044729+0.0063484i
-0.081214+0.30821i,-0.43695+0.0097644i,-0.83558-0.093306i,-0.76945+0.095496i,-0.29782+0.11899i,-0.0035249-0.036347i,0.0075461-0.061726i,0.003341-0.017473i,0.036378+0.021546i,0.069347+0.059585i,0.099314+0.064362i,0.11461+0.039301i,0.10218+0.0011994i,0.069119-0.028293i,0.039882-0.045274i,0.026968-0.049328i,0.027836-0.03998i,0.028252-0.036259i,0.013337-0.044253i,-0.010987-0.048586i,-0.027378-0.038652i,-0.026091-0.025841i,-0.016774-0.019862i
-0.48127+0.21897i,-0.4896+0.097777i,-0.41271-0.016185i,-0.30811-0.059674i,-0.2528-0.10725i,-0.26215-0.13406i,-0.2355-0.089212i,-0.13088-0.037484i,-0.044215-0.044491i,-0.029672-0.078294i,-0.0261-0.07678i,0.005975-0.052675i,0.032404-0.039176i,0.04212-0.027553i,0.046605-0.009226i,0.043133+0.012259i,0.03109+0.029904i,0.02771+0.038799i,0.036645+0.035023i,0.033219+0.022263i,0.014798+0.0071518i,-0.0019587-0.015226i,-0.023057-0.039157i
-0.55573-0.47973i,-0.47169-0.59168i,-0.17728-0.54176i,0.099111-0.35631i,0.1349-0.1547i,-0.068182+0.0062455i,-0.24147+0.099732i,-0.23029+0.068707i,-0.1535-0.00010987i,-0.075559+0.0087788i,0.0088238+0.02724i,0.046817+0.0046542i,0.026732-0.020216i,-0.0035883-0.02732i,-0.011867-0.022969i,-0.0078573-0.01945i,-0.012695-0.018476i,-0.016614-0.0090794i,-0.0034207+0.00098545i,0.0085907-0.0096595i,-0.0019527-0.028482i,-0.018079-0.02733i,-0.013324-0.0081069i
0.052036-0.10966i,-0.092371+0.1061i,-0.42732+0.31722i,-0.61191+0.46744i,-0.38549+0.49446i,-0.0071492+0.37634i,0.18063+0.18592i,0.1299+0.02543i,0.027792-0.0029837i,0.030012+0.033062i,0.072831+0.012032i,0.066409-0.017805i,0.055555-0.013568i,0.061842-0.013409i,0.061975-0.018966i,0.05023-0.01519i,0.028543-0.0034619i,0.007352+0.0025605i,-0.0087629-0.0011429i,-0.01389-0.0035692i,-0.0097936-0.011932i,-0.012348-0.030996i,-0.02833-0.042792i
0.064916-0.2319i,0.11402-0.18312i,0.37126-0.21869i,0.4703-0.37362i,0.21654-0.4501i,-0.086018-0.41583i,-0.21219-0.32348i,-0.17898-0.20531i,-0.11659-0.14278i,-0.12217-0.11295i,-0.12998-0.054255i,-0.094112-0.0089608i,-0.05223+0.0077112i,-0.01226+0.014069i,0.0099078+0.012119i,0.010726+0.014962i,0.011132+0.019783i,0.016619+0.016096i,0.021751+0.006683i,0.012809+0.00065347i,0.0016286+0.0059079i,0.0063208+0.0082505i,0.012452-0.0036745i
0.29078-0.35416i,-0.063842-0.55594i,-0.51369-0.40335i,-0.58438-0.069467i,-0.35425+0.080253i,-0.22402+0.097548i,-0.19432+0.15617i,-0.080814+0.16805i,0.060532+0.087226i,0.1175+0.015663i,0.11221-0.0097106i,0.081942-0.022342i,0.035618-0.023423i,0.005273-0.0028136i,0.011404+0.010519i,0.018324-0.0043399i,-0.005092-0.023256i,-0.038359-0.023261i,-0.05361-0.0053907i,-0.043634+0.018183i,-0.023046+0.031099i,-0.010081+0.029421i,0.0013801+0.02551i
0.25806+0.50515i,0.52349+0.49019i,0.67391+0.3349i,0.58248+0.18959i,0.39235+0.096595i,0.29162+0.0088826i,0.22863-0.096487i,0.12352-0.1254i,0.03703-0.064491i,0.0091356-0.014228i,0.0056155+0.010329i,0.011447+0.02303i,0.015447+0.019336i,0.010548+0.015036i,0.0075325+0.019128i,0.0091737+0.024203i,0.014881+0.022634i,0.022175+0.023544i,0.031588+0.029972i,0.034672+0.022241i,0.019256+0.0033775i,0.00016309-0.0026748i,-0.0077684+0.0032814i
-0.30895-0.021537i,-0.36816-0.11378i,-0.43664-0.17818i,-0.46808-0.09849i,-0.36232+0.039882i,-0.2303+0.051933i,-0.19672+0.020507i,-0.16468+0.030934i,-0.12316+0.028211i,-0.1137+0.032172i,-0.085094+0.043857i,-0.042067+0.025273i,-0.019567-0.00033135i,-0.012244-0.013072i,-0.012857-0.015507i,-0.008149-0.0078178i,0.0037198-0.0045823i,0.011259-0.019388i,0.0063487-0.040694i,-0.0054067-0.045855i,-0.0053575-0.037349i,0.0073628-0.028522i,0.017437-0.017396i
-0.034763+0.029101i,0.020315+0.2042i,0.06985+0.27498i,0.076698+0.11355i,0.0044616-0.057527i,-0.071042+0.0094774i,-0.036468+0.1169i,0.0047826+0.071784i,-0.0073631-0.0061085i,0.00034459-0.025153i,0.020486-0.021843i,0.024277-0.0088744i,0.023638+0.003439i,0.015414+0.0049252i,0.0022574+0.0070555i,-0.0088939+0.015138i,-0.013431+0.026809i,-0.0088909+0.039909i,-0.0030683+0.048196i,-0.0066189+0.045295i,-0.020037+0.03797i,-0.027871+0.030847i,-0.023894+0.018528i
0.012658-0.17115i,-0.01792-0.14573i,0.04235-0.069303i,0.11037+0.0063894i,0.080099+0.0099928i,-0.002554-0.074495i,-0.043357-0.1378i,-0.0176-0.12313i,0.012785-0.080732i,0.0054302-0.045887i,-0.010502-0.033022i,-0.023851-0.041191i,-0.036706-0.030983i,-0.027818-0.00038604i,-0.0032918+0.012273i,0.0083308+0.0019568i,0.0045071-0.013902i,-0.0040172-0.025917i,-0.0094621-0.024309i,0.0025723-0.010176i,0.027644-0.0045174i,0.03588-0.0090126i,0.021588-0.000961i
0.065835+0.14707i,-0.23819+0.15838i,-0.59967+0.14331i,-0.67797+0.11726i,-0.43263+0.11222i,-0.119+0.11366i,0.056498+0.079912i,0.07378+0.027963i,0.050849+0.021323i,0.055216+0.023662i,0.053573+0.0073784i,0.03884+0.0061897i,0.026879+0.0068908i,0.011131-0.003188i,0.00019163-0.0049489i,-0.0026335-0.0020208i,-0.0098072+0.0049413i,-0.0093211+0.023233i,0.00043497+0.035003i,-0.00018201+0.030128i,-0.012602+0.023415i,-0.018442+0.017732i,-0.016685+0.0019253i
-0.15573+0.11407i,0.059581-0.01867i,0.47615-0.21696i,0.67978-0.39467i,0.44871-0.46566i,0.077845-0.36928i,-0.12223-0.20746i,-0.14761-0.092702i,-0.10419-0.061384i,-0.078198-0.071757i,-0.067373-0.05203i,-0.035864-0.015656i,-0.0031005+0.0037775i,0.013876+0.0093404i,0.016076+0.0077787i,0.018264+0.0058003i,0.027028-0.0031684i,0.022952-0.017551i,0.0065417-0.025718i,-0.0082044-0.023964i,-0.010922-0.015582i,-0.0017045-0.0099038i,0.0093929-0.0077521i
-0.090685-0.17937i,-0.216-0.1891i,-0.44138+0.037961i,-0.44494+0.33702i,-0.18795+0.38538i,-0.035528+0.21501i,-0.043159+0.11726i,0.00024449+0.099703i,0.071685+0.066704i,0.10061+0.0373i,0.091465+0.014038i,0.052209-0.0044556i,0.015273-0.013181i,-0.0043319-0.01319i,-0.0091841-0.002209i,-0.0072698+0.012179i,-0.010366+0.019863i,-0.012203+0.020192i,-0.0071826+0.016985i,-0.0017925+0.010582i,-0.0044145+0.0044366i,-0.013872+0.0083666i,-0.016053+0.022966i
0.068952+0.18439i,0.36511+0.3373i,0.5834+0.2072i,0.44141-0.030739i,0.16518-0.054322i,0.10869+0.017324i,0.13268-0.019525i,0.05818-0.057499i,-0.028064-0.02549i,-0.049932+0.0075192i,-0.029321+0.0068371i,-0.018305-0.0048598i,-0.028043+0.0057766i,-0.028176+0.030907i,-0.020701+0.037721i,-0.022564+0.028045i,-0.022821+0.01528i,-0.01518+0.0028966i,-0.0101+0.00069037i,0.00024068+0.0089221i,0.020124+0.0089064i,0.026539-0.0036329i,0.013433-0.012531i
-0.1614-0.34122i,-0.44207-0.26065i,-0.51659-0.033259i,-0.33219+0.10048i,-0.17309+0.065217i,-0.17264+0.032086i,-0.1633+0.050114i,-0.089086+0.026593i,-0.046463-0.018861i,-0.038345-0.0096513i,-0.016785+0.019535i,0.0086025+0.012441i,0.017784-0.017811i,0.0088875-0.038772i,-0.0038118-0.040231i,-0.0084488-0.035435i,-0.011835-0.03098i,-0.011523-0.015431i,-0.00029199+0.0014233i,0.0017581+0.009893i,-0.0066293+0.022705i,-0.00018138+0.030645i,0.014801+0.019511i
0.37323-0.034367i,0.28601-0.10369i,0.13374-0.059453i,0.082067-0.021632i,0.068581-0.078447i,0.034709-0.091228i,0.021832-0.03907i,0.025182-0.0094283i,0.028326-0.0093226i,0.026704-0.0075688i,0.017447+0.0050275i,0.0069814+0.025225i,0.0062423+0.047482i,0.013836+0.05503i,0.016343+0.041732i,0.01281+0.025195i,0.011072+0.011414i,0.0025767-0.0014243i,-0.015054-0.0051185i,-0.028648+0.0002645i,-0.034003+0.0049883i,-0.028658+0.0021382i,-0.017909-0.0081842i
0.017484+0.13617i,-0.023486-0.092483i,-0.11721-0.20428i,-0.085157-0.09703i,0.062946-0.064889i,0.098131-0.16077i,0.034768-0.1652i,0.027947-0.072972i,0.04545-0.014765i,0.018598-0.0056906i,-0.0097378-0.0091617i,-0.012907-0.020008i,-0.012007-0.030942i,-0.012648-0.027824i,-0.0070711-0.013285i,0.0081175-0.0046067i,0.022657-0.0082594i,0.026084-0.014408i,0.02645-0.016005i,0.023402-0.018399i,0.0093077-0.022958i,-0.0029606-0.015576i,-0.0031783+0.0047816i
-0.14125+0.36289i,0.044346+0.39521i,0.049851+0.20396i,-0.12412+0.073181i,-0.12512+0.17572i,0.025857+0.28018i,0.093384+0.23567i,0.054079+0.14435i,0.02394+0.099384i,0.042983+0.067878i,0.049843+0.024067i,0.02132-0.0019294i,-0.0089524-0.0041307i,-0.022948-0.0025642i,-0.026202+0.0016544i,-0.025961+0.015508i,-0.019116+0.032605i,-0.0052547+0.03339i,0.0020387+0.020049i,0.0037541+0.0079625i,0.0067249-0.0015353i,0.0054563-0.0067995i,0.003325-0.0091026i
-0.46367-0.16955i,-0.37564+0.061395i,0.024752+0.20169i,0.29395+0.10628i,0.18657-0.024541i,-0.022421-0.083881i,-0.10901-0.10753i,-0.1157-0.10933i,-0.11257-0.10159i,-0.10931-0.067459i,-0.070393-0.020186i,-0.010615-0.0049102i,0.02283-0.008681i,0.029373-0.0064017i,0.019206-0.0056877i,0.0047819-0.011369i,-0.0029928-0.013893i,-0.00073104-0.0040056i,0.0097986+0.0085046i,0.012973+0.011515i,0.011434+0.011747i,0.01298+0.015162i,0.011098+0.023472i
0.32251-0.44567i,0.052126-0.40523i,-0.36602-0.11662i,-0.52818+0.15656i,-0.37231+0.21629i,-0.18965+0.12676i,-0.11409+0.066179i,-0.042843+0.061548i,0.031086+0.04386i,0.035232+0.017401i,-0.004487+0.024726i,-0.029013+0.047951i,-0.033954+0.050945i,-0.032616+0.037988i,-0.023242+0.022771i,-0.01668+0.013146i,-0.021077+0.0079437i,-0.030919+0.0026541i,-0.036271+0.0016286i,-0.025515+0.0045046i,-0.010684+0.0038017i,-0.008288-0.0033327i,-0.014733-0.015652i
