-0.00045186+0.0005624i,-0.0016493-0.00018516i,-0.0014814-0.0014716i,-0.00067198-0.0015096i,-0.0014375-0.00039794i,-0.0018109+0.00032088i,-0.0011464+0.00078621i,4.5969e-05+0.0012531i,0.00088223+0.00099811i,0.00096213+0.00070619i,0.00060615+0.00012522i,0.00036918-0.00078455i,0.00011046-0.0011246i,0.0002703-0.001289i,0.00046811-0.00077088i,0.0001824+0.00019344i,0.00015719+8.2298e-05i,9.8029e-05+0.0002265i,-0.00028809+0.00049639i,-0.00025929+4.5012e-05i,-5.9785e-05-0.0004039i,0.0003004-0.00046573i,7.5583e-05-0.00050351i
-0.00089522-0.00039265i,-0.00056385-0.00090692i,-0.002041-0.0007111i,-0.003004-0.0005461i,-0.0022133-0.00013852i,-0.0012216+0.00014725i,-0.0015784-0.00055731i,-0.001456-0.00069877i,-0.00057507+0.00031158i,0.00023293+0.00021788i,0.00080226+0.00012791i,0.0013704+0.00042765i,0.0015603-0.00012647i,0.00053016-0.00036168i,0.00023256-0.00017004i,0.00015256-0.00020326i,0.00011873-0.00025162i,0.00012262-0.00025442i,-0.00052062-0.00023592i,-0.00062595+8.7989e-05i,-3.0386e-05+0.0010599i,0.00036944+0.00070532i,0.00029576-0.00016748i
-0.00043325+0.00012845i,0.00045409-0.0015841i,0.00011459-0.0016776i,0.00076439-0.0012546i,0.0016319-0.0019847i,0.001922-0.0031121i,0.0014018-0.0022866i,0.00079131-0.00064447i,9.1155e-05-9.3555e-05i,-0.00039356-0.00044327i,0.00010086-0.0004144i,0.00053232-0.00046299i,0.00077787-0.00076359i,0.00058815-0.00060504i,0.00035327-0.00055599i,0.00014594-0.00010509i,-0.00029375+0.00054929i,-0.00028718+0.00042055i,-0.00014349-0.00033846i,-0.00058616-0.00079774i,-0.00081856-0.00023102i,-0.0010618-1.482e-05i,-0.00065731-0.00052942i
0.00046271-0.0010658i,0.00096439-0.00080051i,0.00024245-0.00091967i,-0.0010586-0.0013042i,-0.0016352-0.00032166i,-0.0016508+0.00018478i,-0.0020159+6.1169e-05i,-0.0013646-2.0841e-05i,-0.00056834-0.00054934i,-0.00050943-0.00058343i,9.5736e-05-0.00026333i,0.00061971+0.00010409i,0.00027557+7.0614e-05i,-0.00025917-0.00029712i,1.8275e-05+9.8165e-05i,0.00029729+0.00068405i,0.00022597+0.00034778i,0.00032406-0.00077175i,0.00075634-0.0011216i,0.00030918-0.00045378i,-0.00056894-8.6642e-06i,-0.0010057+0.00041339i,-0.00084515+0.0003441i
0.00045144+0.0008298i,0.000175-0.0012568i,0.00016259-0.0032572i,0.00022006-0.0028504i,-0.00015226-0.0014477i,-0.0006161-0.0012869i,-0.00041083-0.0013409i,0.00052186-0.00058043i,0.00010734+0.00013575i,-0.0008083+0.00067507i,-0.00054233+0.0013218i,1.7539e-05+0.00088494i,0.00028292+0.00021991i,4.8339e-07+0.0003733i,-0.00053482+0.00026418i,-0.00080217-0.00074861i,-0.00048741-0.0011044i,-0.00025171-0.00061698i,-9.8247e-05+0.00026908i,0.00076415+0.00087909i,0.00070768+0.00075882i,-0.00029498+0.00038579i,-6.2392e-05-0.00020176i
0.0018226+0.0015385i,0.0022624+0.00098968i,0.0013918+0.00059839i,0.00033749-0.00023203i,-0.00019036-0.0010971i,-0.001015-0.001852i,-0.0013971-0.0020945i,-0.001453-0.0014695i,-1.5409e-05-0.00048892i,0.0011689-0.00064786i,0.00067863-0.0014323i,7.2345e-05-0.00082592i,-0.00058023+0.00022303i,-0.00089846+0.00061287i,-0.00024336+0.00042658i,8.9086e-05-0.00011001i,-0.00057167+3.342e-06i,-0.00013876+0.00096231i,-0.00028159+0.00078336i,-0.0005906+0.00017214i,-1.8863e-05+0.00086369i,4.8577e-05+0.00089233i,3.936e-05+7.2911e-05i
0.00017568-0.0012306i,0.00083191-0.0022014i,0.00043765-0.0034817i,-0.00094893-0.003402i,-0.0010592-0.0015529i,-0.00013817-0.00024199i,-0.00019983-8.8626e-05i,-0.00088818-0.00039723i,-0.0010404-0.00047401i,-0.00076951-0.00028094i,-0.00095176+3.0746e-05i,-0.00066265+0.00035358i,0.00040597-0.00020751i,-1.75e-05-6.9688e-05i,-0.00092376+0.00036438i,-0.00052903+0.00030686i,0.00016834+0.0006088i,-0.00014584+0.0010572i,-0.00098378+0.00059659i,-0.00041536-3.6719e-05i,-0.00033237-0.00029913i,-0.00080518-0.00034848i,-0.00040812-0.0006741i
0.0011242-0.0026286i,0.00051497-0.0024701i,-0.00016527-0.0023217i,-0.00069292-0.00088356i,-0.00098134+9.3829e-05i,-0.00084796-1.2338e-05i,-0.0010261+0.00026958i,-0.0011482+0.00065469i,-0.00023986+0.0003341i,0.00028103-0.00017947i,-0.00034804-0.00029965i,-0.00066684+0.00041733i,-0.00057585+0.0013978i,-0.00048065+0.0012252i,-0.00070303-7.7587e-05i,-0.00067634-0.00057787i,-0.00077107-2.7382e-05i,-0.00010766+8.6425e-07i,0.00042939+0.00044278i,-5.6587e-06+0.00034791i,8.4243e-05-0.00051626i,0.0003976-0.00051521i,-8.4933e-05-0.00015551i
0.0011667+7.3262e-05i,0.0010131-0.00025274i,0.0002868-0.0012377i,-0.00044834-0.001388i,-0.0011009-0.00015317i,-0.00076931+0.00069163i,-0.00067302+0.00018391i,-0.00049748-0.0005633i,0.0002465-0.00027162i,0.00052975-2.6391e-05i,0.00033568-2.5288e-05i,0.00062961+0.00018683i,0.00088773-0.00036134i,0.00064493-4.237e-05i,6.246e-05+0.00086475i,-0.00067583-2.5987e-05i,-0.00041208-0.00142i,5.545e-05-0.0012937i,0.00051391-0.00093375i,0.00076327-0.00052544i,0.00040435+0.00018162i,0.00010473+0.00035942i,8.5838e-05-0.00023957i
-0.00032126-0.00058911i,-0.00029694-0.0011319i,-0.00011888-0.0025245i,-0.00030686-0.0031156i,-3.8794e-05-0.0019682i,0.00033315-0.00098396i,-0.00072151-0.00098079i,-0.0013343-0.00085782i,-0.001058-0.00048445i,-0.00041061-9.9132e-05i,0.00012951+0.00057865i,0.00043487+0.00044109i,0.00050416-4.2718e-05i,-0.00033208+0.00011565i,-6.2719e-06-0.00055086i,0.00015154-0.0008276i,-0.00010271-0.00014014i,0.00030969+9.0369e-05i,-0.00039202-0.00070815i,-0.00090163-0.0007828i,-0.00034112-0.00033029i,0.00012712-0.00052243i,0.00017435-0.00011045i
-0.00060333+0.0006549i,-0.00033799-0.00092226i,0.00029299-0.00066427i,-0.00019746+0.00044123i,-0.00041475-0.00037231i,0.00038386-0.001541i,-0.00031051-0.0017301i,-0.00044813-0.00069657i,0.0002807+0.00052764i,0.00064804+0.00074158i,0.0002193+0.00086175i,-0.00012552+0.00019683i,5.0233e-05-0.0010392i,-0.00034701-0.00087399i,-0.00086958-0.00081291i,-0.00073418-0.00091184i,-0.00045143-0.00057038i,-0.00024765+0.00068666i,-0.0004767+0.0013218i,-0.00063208+0.00020999i,-0.00028206-0.00076975i,0.00036087-0.00070423i,-6.612e-05-0.00047344i
0.001398+0.00092952i,0.002177-0.00076106i,0.0017678-0.0013841i,0.00028325-0.00036984i,-0.00028075+0.00059164i,-0.00024337+0.00036313i,-0.00095152-0.00023795i,-0.00095983+8.7257e-05i,-0.000462+0.00053469i,-0.00081338+0.00023972i,-0.0006953+0.00051264i,-1.6497e-06+0.00083183i,0.00011645+0.00086598i,-0.00086411+0.00074112i,-0.0016081+0.00057091i,-0.00078975+0.00036796i,0.00023979-0.00033992i,8.5261e-05-0.00078695i,-0.00045784-0.00028278i,-0.00026551+0.00018491i,-0.00040221+0.00037017i,-0.00041437+0.00040164i,0.00011535+0.00021624i
-2.6637e-05+0.00032835i,-6.7739e-05-0.0012563i,-0.00062204-0.0031005i,-0.0022387-0.00295i,-0.0026306-0.0016785i,-0.0014397-0.0010004i,-0.0015976-0.00090479i,-0.0016141-0.00066842i,-0.00071939+0.00033241i,-0.00057984+0.00050443i,-0.00072424+0.00063887i,-0.00053118+0.00091499i,8.4072e-05+0.00036716i,-0.00028432-0.00066838i,-0.0010628-0.00041415i,-0.00055876+0.00011525i,-0.00058406-0.00043776i,-0.00072137-0.00044067i,-0.00020002+0.00031159i,-0.00016232+0.00030122i,0.00019114-0.00014642i,0.00027853-0.00045737i,6.6926e-05-0.00049984i
0.0011843+0.00017908i,0.001455-0.0011613i,0.0018066-0.001676i,0.0017023-0.0017958i,0.0011389-0.0013928i,0.0010285+2.9277e-05i,0.0011565+0.00060955i,0.000283-0.00019969i,0.00017054-0.00078044i,0.00089475-0.00049313i,0.00053239+0.00018698i,-0.00064261+0.000605i,-0.00034831+0.00022212i,9.0247e-05+0.00014916i,0.00013599+0.00016228i,-5.5881e-05-0.00046475i,-0.00057426-0.00037353i,-0.00082025+2.9167e-05i,-0.00053112-6.7331e-06i,-7.8606e-05-7.636e-06i,-0.00034139-0.00036634i,-4.6524e-05-0.0010082i,3.369e-05-0.00099753i
0.0010082-0.00010913i,0.00068909-0.00074042i,-0.00086013-0.0014455i,-0.0016122-0.00078763i,-0.0016265+0.00024304i,-0.0018402-0.00017555i,-0.0019944-0.00096033i,-0.0016093-0.00064629i,-0.00037641-0.00037859i,2.4445e-05-0.00045569i,-0.00032244+0.00015154i,-0.00061762+0.00072724i,-0.00037051+0.00054189i,0.00046314+0.00034829i,-0.00012264+0.00011791i,-0.00043573+0.00015029i,0.00036136+0.0006452i,0.0011704+0.00046264i,0.0014658-0.00020858i,0.00084279-0.00025548i,-0.0001684+0.00062227i,-0.00055158+0.00072768i,-0.00017051+5.0379e-05i
0.00097401-0.0010745i,-0.0010238-0.0034674i,-0.001603-0.0047149i,-0.0018325-0.0032772i,-0.0016717-0.0013615i,-0.00068524-0.00026794i,-0.0004529-0.00015232i,-0.0005097-0.0003601i,0.00019435-0.00068196i,0.00040998-0.00089062i,3.0084e-06-3.779e-05i,-0.00078627+0.00084047i,-0.0012922+0.00056652i,-0.0011711+9.4181e-05i,-0.001002+0.00020942i,-0.00030144+0.00067017i,0.00044074+9.9989e-05i,0.00088929-0.00033979i,0.00080841-0.00053737i,-1.1009e-06-0.0004105i,-0.00020312+0.00025153i,1.8712e-05+0.00054601i,-0.00028785+0.00068579i
-0.00042561-0.00073491i,0.0001235-0.0014176i,4.3905e-05-0.0016357i,0.0004576-0.001127i,0.00047005+0.00053964i,-0.00044356+0.00051809i,-0.0013464-0.00075408i,-0.0014285-0.00080874i,-0.00055281-0.00038222i,-5.9806e-05-9.636e-05i,0.00015894-0.00010514i,0.00053565-0.00057367i,0.0010122-0.00096598i,0.001146-0.00087963i,0.00033905-0.00092684i,-0.00097445-0.00052491i,-0.0018423-9.5203e-05i,-0.001412-0.00019511i,-0.00049402-0.00042471i,-0.00019408-0.00048275i,-0.00026193-7.1663e-06i,-0.00044375+4.3148e-05i,-0.00028027+0.00014826i
-0.00040866-0.0010485i,-0.00044874-0.0014346i,-0.00036896-0.0016805i,-0.00044608-0.00066271i,-0.00054725+7.7182e-05i,-0.00033194+0.0002548i,-0.00056649+8.9918e-05i,-0.00056494+5.9929e-05i,-0.00045088+0.00055189i,1.6483e-05+0.00045962i,0.00035278+9.6785e-05i,2.1086e-05+0.00014902i,0.00068427-0.00037934i,0.0011536-0.00043002i,0.0010788+0.00021178i,0.0007678+0.00044715i,0.00040177+0.0007612i,-0.00016818+0.00016051i,-0.00064838-0.00063085i,-0.00034055-0.00038967i,0.00021703-7.5758e-05i,0.00044568+0.00021104i,0.00064966+0.00061861i
0.002192+0.00028403i,0.0012643+0.00047566i,0.00017915+0.00042553i,0.0001211+0.00025885i,-0.00024705+0.00020755i,-0.0007882-0.00032038i,-0.00024169-0.00066532i,-1.8273e-06-0.00019013i,-0.00056321-0.00077861i,-0.00065764-0.0013425i,-0.00029136-0.00044472i,0.00076867+0.00046788i,0.00034917+0.0010659i,-0.0003423+0.00076074i,0.00027937+0.00042574i,0.000547+0.00020067i,0.00023604-0.00030731i,-0.00049038-0.0010654i,-0.00018984-0.0008909i,-0.000518+0.00027595i,-0.00054147+0.00068461i,-0.00034922+0.00080355i,-0.00022771+0.00048046i
-0.00099963+0.0010229i,-0.00093218-8.578e-05i,-0.0025126-0.0012631i,-0.002533-0.0011726i,-0.00063164-0.00074996i,0.00050725-8.2787e-05i,-2.9416e-05+2.5673e-05i,-0.00033797-0.00050268i,-2.1392e-05-0.00035068i,0.00050402-3.7648e-05i,0.00085808+0.00042106i,0.0011082-1.2451e-05i,0.00081883-0.00032606i,0.0002294-0.00083726i,0.00011172-0.0014164i,0.00011798-0.00093798i,-8.0213e-05+0.00021168i,-0.00042142+0.00040681i,-1.523e-05-0.00029263i,3.0757e-05-0.00060839i,-0.0003821-0.0004748i,-0.00026475-5.2466e-05i,0.00015681+0.00070593i
0.00047716-0.00097499i,-0.0008775-0.0022477i,-0.0014616-0.0036914i,-0.001766-0.0031163i,-0.0012056-0.0009636i,-0.00083187+0.00042043i,-0.0014883+0.00013205i,-0.00084019-0.00024349i,-0.00056339-0.00010433i,-0.00037692-0.00038824i,-0.00035279-0.0001027i,-0.00097253+0.00098036i,-0.00071582+0.00096956i,-2.0893e-05+0.00050228i,7.4331e-05-0.0001666i,5.553e-05-0.0003645i,0.00024639-0.00046196i,0.00051265-0.00096839i,0.00028799-0.00044145i,-0.00054554-3.4537e-05i,-0.001124-1.5799e-05i,-0.00088696-0.00051267i,-3.3267e-05-0.00056101i
0.0010103-0.0010489i,0.0010939-0.001751i,-0.00030931-0.0018818i,-0.00061484-0.0014345i,-0.0006159-0.00083959i,-0.0008112-0.00027554i,-0.00074002+0.00025097i,-0.00043021+1.4225e-05i,-0.00071852-0.00068352i,-0.0002474-0.00076642i,0.00058726-0.00014339i,-0.00010553+0.00056318i,-0.00069003+0.00047966i,-0.00024601+0.00082772i,0.00014771+0.0011208i,0.0002017+0.0011102i,-6.1882e-06+0.0012574i,-0.00033265+0.00050772i,-0.00011906-7.82e-05i,-0.00025104-4.4644e-05i,-0.00077808-0.00072055i,-0.00040389-0.00056313i,3.9082e-05+0.00038817i
-0.00025921-0.00023043i,0.00095272+4.8739e-05i,0.0010232+0.00041581i,0.00023008+0.00088266i,0.00053356+0.0007144i,0.00033603-0.00020421i,-0.00094647-0.00031318i,-0.0017998+0.00014951i,-0.0011351+0.00019194i,-8.2512e-05+0.00072219i,-0.00029351+0.00025705i,-0.00055511-0.00053397i,9.6652e-05-0.00018023i,8.3361e-05-6.2804e-05i,-0.00055746-0.00073239i,-0.00071432-0.00068957i,-0.00033899-0.00031715i,-0.00023212-0.00054414i,-0.0008428-4.263e-05i,-0.00090923+0.00035301i,-0.00030506+0.00075624i,0.00018802+0.0012402i,0.00028671+0.00095106i
0.00072647-0.0014179i,0.00036626-0.0027158i,-0.00069185-0.0030491i,-0.0018891-0.0027864i,-0.0017628-0.0020717i,-0.0013708-0.00096685i,-0.0014484-0.0010166i,-0.0014939-0.0010274i,-0.001448-0.00051139i,-0.00060263-4.5416e-05i,7.913e-05+7.8781e-05i,0.00056236+0.00025384i,0.00070984+0.00048713i,0.00048279+0.00064316i,0.00047194+0.00067304i,0.00028338+0.00043633i,-6.0506e-06+0.0001683i,0.00027766+4.9755e-05i,0.001294+0.0005956i,0.00034468+0.00050394i,-0.00056206-0.00011038i,0.00046663+0.0005039i,0.00049092+0.0006635i
0.0019959-0.0018957i,0.0017168-0.0039303i,0.00098587-0.0052979i,0.00017807-0.0033086i,-0.00056998-0.00041657i,-0.00044652+0.00053168i,-2.7945e-05+2.2366e-05i,2.8802e-05-0.00074515i,0.00025536-0.00094857i,0.00031078+0.00012811i,-0.00014091+0.00035365i,2.5768e-05-0.00053232i,0.00060786-0.00040485i,0.00011339+0.00036078i,-0.00013441+0.0007502i,0.00032346+0.0009957i,-0.00029357+0.00040989i,-0.00092113-0.00034034i,8.8744e-05-0.00058279i,0.0011012-0.00063095i,0.00059445-7.02e-05i,-0.00043176+0.00057257i,-0.00038682+0.00018655i
0.0021983-0.0016491i,0.0012961-0.0025003i,-0.00030545-0.0031652i,-0.0013671-0.0017355i,-0.0016807-0.00065712i,-0.00062626-0.00068941i,7.5223e-05-0.00057569i,-0.00041025-0.00041519i,-0.00070056+0.00010301i,-0.00086589+0.0010112i,-0.0005211+0.001523i,2.8656e-05+0.0011064i,0.00078473+0.0006943i,0.0012282+0.0006442i,0.00038321+0.0014669i,-0.00098071+0.0010919i,-0.00087368-0.00050026i,-5.9024e-05-0.00058549i,0.00076768-0.00062626i,0.001413-0.0013015i,0.0011492-0.0011299i,0.00059749-0.00070391i,0.00016201-0.00037475i
0.00054682-4.6347e-05i,0.00093883+0.00041819i,-0.00020174+0.00012913i,-0.00057598+0.00023115i,-5.3414e-05+0.00070231i,0.00086558+0.00082381i,0.00072471+0.00036339i,0.00025583-0.00048731i,-0.00030336-0.00074208i,-0.00066405-0.00014938i,2.1775e-05+0.00091441i,0.0010675+0.0012414i,0.0011502+0.00033269i,0.00041313-0.00022795i,-0.00012972+0.00015892i,0.00016034-0.00013291i,0.00023616-0.00073177i,-0.00047221-0.00039564i,-0.00068577+0.00046588i,-0.00079984+0.0010917i,-0.00083218+0.00050249i,-0.0009295+1.4697e-05i,-0.0011315+0.00022888i
-0.0011478-0.00062032i,-0.00052239-0.0015178i,-0.00094809-0.0024743i,-0.0020306-0.0029826i,-0.0016051-0.002172i,-0.00076119-0.0014159i,-0.00025215-0.0012031i,0.0002111-0.00062137i,0.00066278-1.3441e-05i,0.00055719-0.0001853i,0.00020717-0.00012781i,0.00081779+0.00037701i,0.0010604+0.00089497i,0.00024124+0.00085157i,-0.00060912-0.00028566i,-0.00070534-0.00087432i,-0.00038955-0.0001438i,-0.00046882+0.00036499i,-0.00078568+5.2686e-05i,-0.00089093-0.00014945i,-0.00059315+0.00015366i,0.00022553+0.0003265i,1.0048e-05+0.0008945i
-0.00058169-0.0014812i,5.9154e-05-0.0033895i,-0.00027539-0.0042573i,-0.0012794-0.0030278i,-0.0010465-0.00096103i,-0.00045693-1.0159e-05i,-0.00066843-0.00024967i,-0.0010787+4.1732e-05i,-0.00069912-4.5279e-05i,0.00015494+0.00024712i,0.00065875+0.00083803i,0.00068549+1.3963e-05i,7.4635e-06+4.7467e-05i,-0.00048431-7.5125e-06i,-0.00026654-0.00026469i,0.00020342+0.00033854i,0.00076674+0.00053999i,0.00044913+0.00017516i,-0.00029488+6.3144e-05i,-0.00054594-0.00066756i,-0.00083245-0.00093777i,-0.00022417-0.00082731i,0.00016807-0.00021791i
0.0018724+0.0017536i,0.0016972+0.00041639i,0.001447-0.00033209i,0.0011958+2.4747e-05i,0.00043389+0.00035376i,6.0097e-06-0.00023431i,0.00031629-0.00023944i,0.00036639+0.00026293i,0.00039208+0.0007057i,-4.9367e-05+0.00048601i,-0.0002382+1.5087e-05i,-0.00012606-0.00060702i,-1.1431e-05-0.0012375i,-9.1831e-05-0.00075396i,-0.00020829-0.00056666i,-0.00031587-0.00032804i,-0.00025526-0.0004126i,-9.2873e-05-0.00065065i,-0.00020098+0.00019074i,-0.0003108+0.00064251i,-0.00026362+2.9012e-05i,0.00021871-0.00064272i,0.0001137-0.00018442i
0.00092799-0.00084062i,0.0011358-0.0029743i,0.000417-0.0034447i,-0.00028773-0.0020529i,-0.00067309-0.0001874i,-0.0010363+0.000431i,-0.0012806-7.9758e-05i,-0.00098457-0.0010983i,-0.00044071-0.0013016i,-0.00026993-0.00090964i,-0.00073863-0.00084638i,-0.001045+0.00011348i,-0.00046671+0.00095941i,-9.0679e-05+0.00027369i,0.00030516-0.0005772i,0.00014594-0.0004257i,-5.9117e-05+0.00021798i,4.4879e-05+0.0001284i,-7.0076e-05-0.00069103i,0.00031622-0.0010894i,0.00054601-0.00043427i,0.00026441+0.00013029i,0.00013269-0.0003083i
0.00093094+0.00052378i,0.00028882-0.0010652i,0.00047964-0.0018856i,-0.00018807-0.0019483i,-0.00013351-0.0017121i,0.00038709-0.0013859i,-0.00028991-0.0013087i,-0.00030985-7.9885e-05i,-5.0952e-05+0.0010965i,-0.00010089+0.00073483i,0.00025588+0.0002434i,0.00092361+0.00029481i,0.00059433+0.0007305i,-0.00091332+0.00064223i,-0.0015911+9.8706e-05i,-0.0014006-0.00029484i,-0.00085693-0.0001862i,-0.0005117-0.00017808i,-0.00059755+0.0005621i,-0.00074221+0.00053747i,-0.00061849-1.735e-05i,-0.00043972-0.00059624i,-0.001159-0.00065665i
0.002171-0.0001907i,0.0024988-0.0017556i,0.0017742-0.0032533i,0.0012794-0.0029976i,3.9929e-06-0.0018433i,-0.0013638-0.00051985i,-0.0013424+7.2912e-05i,-0.00052683-0.00014448i,0.0002135-0.0001569i,0.00082649+0.00049013i,0.00050566+0.00052372i,-0.00038323+0.00014512i,-0.00086273+0.00012963i,-0.0010003+0.00017926i,-0.00051287-0.00012981i,0.00028236-0.00045765i,0.00020988-0.00020628i,0.00012984-0.00011754i,0.00043258+0.00010603i,0.00036944+0.00036776i,0.00011286+0.0004797i,8.6232e-05+8.6754e-05i,-6.3355e-05-3.8101e-05i
-0.00023847-0.00014852i,-0.0010709-0.0012807i,-0.0012289-0.0015829i,-0.0021242-0.0016336i,-0.0024361-0.0010615i,-0.0015488-0.00045187i,-0.0013482-0.0001016i,-0.0012922+0.00024832i,-0.00033575+0.00018449i,5.1203e-05+0.00057396i,6.6061e-05+0.0014314i,0.00028002+0.0011682i,-0.00027599-1.334e-05i,-0.00075792-0.00012259i,-0.0011162-8.0477e-05i,-0.00048998-0.00019323i,2.8948e-05-0.00015609i,0.00023119-0.00042863i,0.0005935-0.0010901i,1.455e-05-0.0012449i,-0.00015068-0.0001619i,0.00039149-2.4249e-05i,0.00018065-0.00083701i
-0.00065581+0.00067382i,-0.00038848-0.00067011i,0.001626-0.00081208i,0.0013819-0.00064244i,0.00024613-0.00075008i,2.454e-05-0.0014406i,-0.00063731-0.0014385i,-0.00040596-0.00063015i,0.00030455+0.00028348i,0.00017492+0.00067143i,-4.9897e-05+6.278e-06i,4.5935e-05-0.00071918i,-0.00035889-0.00079469i,-0.00092088-0.0011485i,-0.0013306-0.00087845i,-0.0015863-0.0003135i,-0.00073205-0.0006014i,0.00034455-0.0006064i,-0.00039165-0.00036277i,-0.00087863-0.00034294i,-0.00039829-0.00095841i,-0.00040979-0.00053535i,-0.00019131-0.00019724i
-0.00023633-0.00012196i,-0.00065898-0.0001885i,-0.0010941-0.0002076i,-0.0012434+0.00039045i,-0.00055127+0.00078267i,-0.00067086+0.00092465i,-0.0014369-0.00074455i,-0.00057899-0.0010259i,-8.9571e-05-0.00049386i,3.206e-05-0.00060647i,0.00032795+3.8038e-05i,0.00046291+0.00033425i,0.00085282+0.00030287i,5.0296e-05+0.00019619i,-0.00022988-0.00048353i,0.00062386-0.00075701i,0.00064347-0.00059516i,-0.00012176+0.00015235i,-0.00015527+0.00058625i,0.00024655+0.00042211i,-0.00026301+0.00032882i,-0.00052603+0.00025621i,0.00035666+0.0003762i
0.00036792+0.00054313i,0.0002652-0.0014848i,-0.0012733-0.002239i,-0.0022298-0.0016432i,-0.0019929-0.0011071i,-0.0014773-0.00085997i,-0.0011463-0.00084828i,-0.00071347-0.00081689i,-0.00045302-0.00095871i,-0.00067074-0.00069432i,-0.00043307-0.00023684i,-0.00032091+0.00019994i,-0.00029798+0.00038441i,6.9222e-05+0.00023636i,-2.8068e-05+0.00035533i,0.00031852+0.00023694i,0.000312-0.00035973i,-0.0005099-0.0003038i,-0.00047616-0.00020216i,-0.00010387-7.3648e-05i,0.00030386-0.00018744i,0.00081859-7.341e-05i,0.00025706+0.00052473i
0.0010805+0.00074644i,0.0016813-0.0012763i,0.0011402-0.0031974i,-1.4431e-05-0.0027876i,-0.00044393-0.0015292i,-0.00019192-0.0017833i,9.184e-05-0.0014463i,-0.00022444-0.00014641i,-0.0001834+0.00043489i,-0.00030058+0.0010372i,0.00027357+0.0012321i,0.00021185+0.00057224i,-0.00044056+0.00028949i,-0.00094447+0.0002598i,-0.00059674-0.00037135i,0.0003996-0.00050393i,0.00091642-0.00079112i,0.00044891-0.00085975i,-0.00081403-0.00031039i,-0.0010421+8.1732e-05i,-0.00043289+0.00040988i,-0.00022775-9.0635e-05i,1.285e-05-0.0012011i
0.00022243+0.00041495i,0.00015163-0.00056382i,4.242e-05-0.00075919i,-0.00071115-0.00032075i,-0.00091696+0.00015416i,-0.00036221+0.00011102i,0.00033931-0.00020875i,0.00045271+6.0438e-05i,0.00040966+1.7605e-05i,0.00042199-0.0001049i,0.00023211+0.00013777i,0.00097825+0.00028513i,0.00068917+0.00056752i,-0.00057466+0.00042983i,-0.00060124-7.6318e-05i,-0.00042447-1.9163e-05i,-0.0003522+0.00022476i,-0.00064728-3.5822e-05i,-0.00023974+6.7151e-05i,0.00032443-0.00070168i,-0.00021269-0.00091077i,-0.00021789+0.00020588i,0.00030149+0.00088209i
-0.00054088-4.2649e-05i,0.0004129-0.0011636i,8.1198e-05-0.0016178i,3.949e-06-0.001005i,0.00079854+1.2921e-07i,0.00038029+9.9188e-05i,-0.0010872-0.00048951i,-0.00087013-0.00073692i,-0.00024338-0.00053784i,-0.00075926-0.00023138i,-0.00093123+0.00053307i,-0.00047317+0.0007833i,-0.00062146-6.8539e-05i,-0.0008669-0.00058678i,-0.00035057-0.0014934i,-0.00070978-0.0026038i,-0.00085054-0.0017054i,-7.7177e-05+0.00017066i,-0.00011805+0.0006448i,-0.00014837+0.00080588i,0.00015475+0.0010655i,8.1983e-05+0.00083452i,7.8944e-05-2.7052e-05i
0.00036659-0.00014882i,0.0011184-0.0011003i,0.00050666-0.0020215i,-0.0007095-0.0011281i,-0.00087369-0.00056149i,-0.00029254-0.0012501i,-5.0692e-05-0.0014348i,-0.00043305-0.0016049i,-0.00067343-0.0012486i,-1.7025e-05-7.4387e-05i,0.00072453-2.9046e-05i,0.00077951-0.00039156i,-0.00037591-0.00018383i,-0.001208-0.00081658i,-0.00018714-0.0012497i,0.00029224-0.0010355i,5.9872e-05-0.00090583i,-0.00020248-0.00095702i,-0.0006278-0.0010043i,-0.00064922-0.001101i,-0.00082596-0.00097113i,-0.0010939-0.00092044i,6.3819e-05-0.0006524i
0.00035423-0.00034199i,0.00073395-0.00055029i,-0.00030595-0.0015122i,-0.0013468-0.00030138i,-0.00098817+4.0464e-05i,0.00039011-0.0010584i,0.00057833-0.0013144i,-2.9415e-05-0.0015212i,-9.6996e-05-0.0011441i,-0.00015043-1.2855e-05i,-0.00036902+0.00017865i,-0.00022696-0.00046002i,0.00021474-0.00091655i,0.00074834-0.0010828i,0.00082726-0.0007829i,4.8998e-05+8.6272e-05i,-0.00040918+0.00016604i,-0.00045474-0.00035766i,-0.00033992-0.00032061i,6.6314e-05+4.9087e-05i,-0.0001212+0.00058903i,-0.00071217+0.00055266i,-0.00044551+0.00023961i
-0.0019016+0.00073738i,-0.0014639-0.00039814i,-0.0018007-0.0010487i,-0.0018171-0.0007263i,-0.00074881-0.00039534i,-7.3583e-05+0.00031793i,-0.00014849+0.00041633i,-0.00079471+0.00033574i,-0.0014021+0.00050317i,-0.0016235+0.00088698i,-0.0011637+0.00098665i,-0.00014482-0.00013177i,0.00031378-0.00024116i,0.00093784+4.409e-05i,0.0012797-0.00013134i,0.00017988-0.00033499i,-0.00024823-8.4039e-05i,-0.00011337+0.00049455i,-0.000153+0.00052663i,0.00024807-0.0003529i,-0.00026324-0.00075555i,-0.00099402-6.5707e-05i,-0.00030185+0.00030932i
