-0.0051126+0.00022693i,-0.0043813-0.00028067i,-0.0042449+0.00064217i,-0.0023238+0.0015866i,-0.00046761+0.0025253i,0.00025207+0.002045i,-0.00022664+0.0019694i,-0.00020388+0.0022386i,0.00061043+0.001504i,0.001147+0.0006439i,0.0010252+0.00042387i,0.00044318+0.0001259i,0.00067631-0.00064161i,0.00089066-0.00093687i,0.00022069-0.00058562i,-0.00030462+0.00047025i,0.00042495+0.0011277i,0.00084497+0.0011743i,0.00033024+0.00086932i,3.8124e-05+0.0010795i,-0.00051675+0.00079698i,-0.00056344-0.00042231i,0.00017348-0.00056719i
0.044441+0.024358i,0.03841+3.7316e-05i,-0.0078076-0.066232i,-0.04152-0.12187i,-0.038287-0.12958i,-0.026165-0.088707i,-0.011401-0.037529i,0.0002692-0.018952i,-0.0050996-0.0096431i,-0.0044177+0.0059392i,0.010877+0.0045437i,0.020697-0.0037519i,0.026934+0.00030204i,0.031276+0.0030439i,0.026507+1.8023e-05i,0.017028-0.0026383i,0.01066-0.0021468i,0.0077099-0.00062923i,0.0056384-0.0018406i,0.0038598-0.0037114i,0.0037085-0.0042962i,0.0070513-0.0042322i,0.012585-0.0028863i
-0.0031647+0.059452i,0.025447+0.04404i,0.063011-0.035193i,0.051529-0.11262i,-0.011567-0.12655i,-0.060289-0.092947i,-0.065143-0.050906i,-0.041971-0.021397i,-0.022338-0.0077422i,-0.012579+0.0058268i,0.0022794+0.013477i,0.019212+0.0066551i,0.028514-0.0038424i,0.026632-0.0099234i,0.013897-0.01008i,0.00092347-0.0015301i,-0.0033336+0.0088352i,-0.00016996+0.01312i,0.0061635+0.011304i,0.0097019+0.0074993i,0.0076735+0.0049487i,0.0052135+0.0051388i,0.0060451+0.0055323i
-0.065686+0.02367i,-0.047876+0.053893i,0.030594+0.057141i,0.088554+0.03602i,0.078894+0.032263i,0.035605+0.04162i,-0.0010637+0.03697i,-0.016618+0.028012i,-0.015509+0.018538i,-0.015571+0.006216i,-0.0191+0.0070205i,-0.016073+0.013652i,-0.01473+0.0092663i,-0.01877-7.775e-05i,-0.020466-0.0037273i,-0.018327-0.0026472i,-0.014985-0.0019113i,-0.011607-0.00070346i,-0.0066876+0.0027297i,-0.0019214+0.004608i,0.00048263+0.0043659i,-0.00098411+0.0032759i,-0.0052463+0.0011781i
-0.061548-0.055204i,-0.086666-0.017399i,-0.043897+0.082989i,0.047558+0.14176i,0.098358+0.11259i,0.098703+0.06928i,0.080152+0.044438i,0.04863+0.025162i,0.023469+0.0069441i,0.0043362-0.008529i,-0.013029-0.0076092i,-0.021399+0.0060977i,-0.024242+0.01313i,-0.022934+0.012418i,-0.012645+0.0090972i,-0.0016111+0.00016318i,2.4921e-05-0.010324i,-0.0054946-0.013334i,-0.011308-0.0079412i,-0.011772-0.0031018i,-0.0069-0.00224i,-0.0039985-0.0033453i,-0.0065774-0.0032556i
0.012678-0.082394i,-0.035713-0.095052i,-0.099153-0.013375i,-0.089152+0.091926i,-0.029011+0.10173i,-0.013991+0.040121i,-0.014606+0.0061919i,0.0046098-0.0091701i,0.007094-0.031745i,-0.0016223-0.036232i,-0.0014767-0.026119i,0.0017568-0.017252i,0.0018496-0.0073199i,0.005404+0.0054588i,0.012348+0.0081523i,0.015075+0.00017937i,0.011998-0.0056783i,0.0061249-0.0064564i,-0.00035737-0.006103i,-0.0047498-0.004513i,-0.0046884-0.0025974i,-0.00020986-0.0020665i,0.0035176-0.0031997i
0.093243-0.042i,0.1085-0.11088i,0.034097-0.14255i,-0.048687-0.069949i,-0.051218+0.019131i,-0.02983+0.036654i,-0.025553+0.016608i,-0.015933+0.0026342i,-0.0094593-0.0053939i,-0.009095-0.0038073i,-0.00046454-0.0028201i,0.0065507-0.011975i,0.0076964-0.01526i,0.0053257-0.010018i,0.00062014-0.0013209i,-9.7611e-05+0.0070031i,0.0051861+0.01136i,0.011631+0.01119i,0.014801+0.0060515i,0.011901+0.0019558i,0.0076728+0.0028902i,0.0083497+0.0051547i,0.012138+0.0060991i
0.067208+0.056091i,0.12872+0.034954i,0.11858-0.061437i,0.024827-0.12365i,-0.019159-0.077353i,0.026676-0.033314i,0.044346-0.028626i,0.031756-0.0055646i,0.035455+0.019093i,0.030339+0.01786i,0.013225+0.0069867i,0.00029573-0.00018955i,-0.005952-0.0031147i,-0.012429-0.0048981i,-0.019962-0.00024975i,-0.021044+0.010463i,-0.014717+0.016504i,-0.0060933+0.014257i,-0.00019299+0.00788i,0.0023794+0.0040129i,0.001388+0.0025978i,-0.0031314+0.0024794i,-0.0056467+0.0041083i
-0.0084182+0.095903i,0.029937+0.13854i,0.070188+0.095755i,0.01749-0.0086522i,-0.088751-0.058406i,-0.088534-0.04388i,-0.018267-0.042996i,0.009473-0.044881i,0.023028-0.029294i,0.031573-0.024277i,0.016438-0.018798i,0.0022601-0.0066579i,-0.0034839-0.0010264i,-0.0028445-0.00026867i,-0.00032769-0.0039426i,-0.0030018-0.0076101i,-0.0077864-0.0078282i,-0.011277-0.0061595i,-0.011587-0.0038582i,-0.0094291-0.0041396i,-0.0096989-0.0050159i,-0.013267-0.0036658i,-0.016309-0.00080257i
-0.072569+0.056898i,-0.097988+0.14622i,-0.077182+0.20798i,-0.06219+0.17582i,-0.10502+0.11676i,-0.13383+0.1066i,-0.090828+0.08109i,-0.061986+0.028155i,-0.062949+0.0042233i,-0.041657-0.0036638i,-0.014317-0.012328i,0.0019761-0.0069258i,0.015812-0.00012729i,0.024326-0.0049928i,0.026502-0.014145i,0.021469-0.019656i,0.010102-0.01857i,0.0014244-0.014177i,-0.0023491-0.010514i,-0.0040272-0.0081753i,-0.0048977-0.0063628i,-0.0048574-0.0042493i,-0.0057994-0.0043739i
-0.076151-0.033641i,-0.14105-0.031514i,-0.12588+0.0029886i,-0.032756+0.021031i,0.031173-0.0025107i,0.02177-0.015483i,-0.0030058+0.0054782i,-0.014348+0.025179i,-0.016813+0.042286i,-0.0040564+0.042551i,0.0030579+0.020327i,0.00055882+0.008093i,0.0019247+0.0037086i,0.00036205-0.0024871i,-0.0029524-0.0025424i,0.0029719-0.00037101i,0.013033-0.001604i,0.016709-0.0055184i,0.013453-0.0097028i,0.0088894-0.0104i,0.0055846-0.0079763i,0.0066704-0.0058799i,0.01101-0.0061552i
-0.019835-0.10322i,-0.043316-0.1714i,-0.052775-0.16324i,-0.013918-0.11589i,0.034157-0.13455i,0.027463-0.16364i,0.00060701-0.11426i,0.015758-0.05019i,0.032684-0.027847i,0.01988-0.0079396i,0.00873+0.011855i,0.0001481+0.0050586i,-0.016386-0.0066515i,-0.02862-0.0010246i,-0.027318+0.012432i,-0.015944+0.020374i,-0.0028462+0.02027i,0.0053109+0.015313i,0.0091778+0.010094i,0.010204+0.0073836i,0.0085071+0.0044538i,0.0053523+0.0023051i,0.0042053+0.0019i
0.050538-0.09271i,0.053545-0.17192i,0.0067408-0.21714i,-0.02619-0.1839i,0.0012854-0.10622i,0.015876-0.05032i,-0.0054834-0.027077i,-0.021154-0.026879i,-0.030903-0.037966i,-0.029358-0.02754i,-0.0073141-0.010154i,0.0040647-0.011663i,-0.0032375-0.01132i,-0.0073556+0.00086524i,-0.0048656+0.0069183i,-0.0076262+0.0047864i,-0.01508+0.0037213i,-0.017222+0.0079809i,-0.011367+0.01432i,-0.00045031+0.017299i,0.0080558+0.01317i,0.0074873+0.0051152i,0.00038956+0.0028453i
0.11206+0.018133i,0.15738+0.037038i,0.13756+0.011242i,0.076058-0.034873i,0.058108-0.016191i,0.090274+0.042083i,0.093537+0.070407i,0.045951+0.070264i,-0.0049076+0.062884i,-0.022128+0.042264i,-0.010064+0.017832i,0.013121+0.0082199i,0.030994+0.0053521i,0.032898-0.0024292i,0.02401-0.011741i,0.012286-0.017897i,-0.00031621-0.017487i,-0.007357-0.0088813i,-0.0066007-0.00049195i,-0.0037006+0.001063i,-0.0019063-0.0010194i,-0.002357-0.003263i,-0.0051836-0.0026956i
0.059687+0.11833i,0.08189+0.13405i,0.058933+0.10143i,-0.013883+0.050346i,-0.084403+0.0051656i,-0.075036-0.012989i,-0.0089246-0.015497i,0.045199-0.018362i,0.064115-0.023576i,0.042598-0.027399i,0.0093212-0.016883i,0.0031857+0.0026419i,0.013627+0.011178i,0.013157+0.0078432i,0.0047807+0.0032164i,0.00099668+0.00050786i,0.0013208-0.001677i,-0.00010754-0.0042074i,-0.0069819-0.0054223i,-0.015981-0.0041809i,-0.018366-0.00027802i,-0.010924+0.0036983i,-0.00095984+0.003717i
-0.046617+0.089763i,0.030333+0.12442i,0.13224+0.1261i,0.12778+0.15713i,0.029393+0.21071i,-0.044867+0.17177i,-0.056594+0.051324i,-0.04617-0.036208i,-0.034305-0.063495i,-0.025299-0.049567i,-0.025949-0.024472i,-0.038895-0.0085134i,-0.045837+0.0044116i,-0.033478+0.0092993i,-0.020652+0.007748i,-0.013013+0.012719i,-0.0015856+0.016869i,0.0069519+0.010147i,0.0074339+0.0014486i,0.0047334-0.00066732i,0.0041097+0.0015925i,0.0059357+0.0041583i,0.0055131+0.0041049i
-0.13767-0.047713i,-0.18648-0.044087i,-0.13265-0.0068343i,0.019508+0.040331i,0.16732+0.067617i,0.18599+0.06468i,0.086019+0.047667i,-0.0033503+0.046846i,-0.023878+0.049113i,-0.011572+0.026686i,-0.0083389-0.0015938i,-0.019672-0.01321i,-0.024172-0.0091735i,-0.012934-0.0036575i,-0.0045689-0.0030718i,-0.0051012-0.00067568i,-0.0052812+0.0032484i,-0.0024132+0.0051979i,0.0039731+0.0034874i,0.011043-0.0018695i,0.012722-0.0083788i,0.0067462-0.012123i,-0.00124-0.0094006i
-0.025731-0.12068i,-0.070414-0.11065i,-0.054306-0.074879i,0.024563-0.12006i,0.064254-0.21104i,0.062204-0.22487i,0.070707-0.13663i,0.083674-0.031643i,0.091427+0.026167i,0.079619+0.03247i,0.057653+0.017709i,0.049012+0.0039971i,0.041284-0.010571i,0.017432-0.017287i,-0.0011178-0.015412i,-0.0055096-0.019436i,-0.0075272-0.024296i,-0.0073839-0.020417i,-0.0061586-0.0148i,-0.009498-0.014525i,-0.015016-0.013299i,-0.016735-0.0060803i,-0.011854+0.00035521i
0.084343-0.0096067i,0.025379+0.014328i,-0.13539+0.081075i,-0.27051+0.092515i,-0.33564+0.02774i,-0.34319-0.0062042i,-0.24807-0.016437i,-0.13001-0.061804i,-0.075326-0.098015i,-0.048106-0.076361i,-0.014622-0.031797i,0.016334-0.0071353i,0.023285-0.0061765i,0.012467-0.0047113i,0.007856+0.0019998i,0.010794+0.0026634i,0.010567-0.00077545i,0.0011606-0.002503i,-0.011478+0.0016634i,-0.015421+0.0093355i,-0.012304+0.012434i,-0.0062684+0.0093957i,-0.00052803+0.0026595i
0.14231+0.077372i,0.24108+0.03253i,0.25281-0.060181i,0.10835-0.044033i,-0.046538+0.10906i,-0.053122+0.21537i,-0.016897+0.16966i,-0.053486+0.080843i,-0.1015+0.053763i,-0.090274+0.042387i,-0.059744+0.019562i,-0.049741+0.012999i,-0.043511+0.021529i,-0.025442+0.021813i,-0.0074164+0.016517i,0.0050124+0.018811i,0.015315+0.017439i,0.018459+0.0038457i,0.014008-0.0064886i,0.012183-0.0042143i,0.016353-0.00051547i,0.018221-0.0017015i,0.013711-0.0013594i
-0.045994+0.091392i,-0.026234+0.084944i,-0.035774+0.059835i,-0.089038+0.094794i,-0.058762+0.12123i,0.053735+0.071362i,0.10857+0.03916i,0.10733+0.066257i,0.085876+0.071746i,0.037074+0.042192i,-0.0023654+0.013056i,-0.018189-0.0078339i,-0.023257-0.013996i,-0.017334-0.0080645i,-0.0071609-0.0055712i,-0.0039893-0.0050413i,-0.0011663+0.0017079i,0.0057772+0.0055247i,0.012683+0.00089153i,0.016066-0.0055339i,0.012028-0.010525i,0.0027456-0.010633i,-0.003237-0.0055615i
-0.15059-0.055159i,-0.20016-0.10415i,-0.14245-0.15804i,-0.03225-0.15611i,0.015705-0.098577i,0.022068-0.091533i,0.039676-0.12414i,0.07412-0.1264i,0.10471-0.11508i,0.098745-0.088747i,0.072969-0.053358i,0.052041-0.043137i,0.025164-0.039258i,0.0018509-0.017399i,-0.0077481-0.0011503i,-0.01642-0.0022665i,-0.026327-0.0018708i,-0.024006+0.0073809i,-0.013015+0.008339i,-0.012273+0.00027511i,-0.015427+0.0018925i,-0.010372+0.0080477i,-0.0030481+0.010054i
-0.093833-0.072872i,-0.18266+0.055051i,-0.18157+0.23649i,-0.013907+0.21668i,0.1325+0.023487i,0.052534-0.030207i,-0.074676+0.060482i,-0.11872+0.084918i,-0.12321+0.051294i,-0.079498+0.028871i,-0.019595+0.014166i,0.0091147+0.011341i,0.022252+0.011503i,0.026118-0.0026724i,0.019282-0.015635i,0.011398-0.017296i,0.0023703-0.009871i,-0.0014369+0.0022931i,0.0022157+0.0099799i,0.0044403+0.011533i,0.0030848+0.010352i,-0.0016858+0.0087674i,-0.0096289+0.0056868i
0.15374-0.0891i,0.16736-0.17621i,0.11513-0.29225i,0.029825-0.43093i,-0.042739-0.48432i,-0.050915-0.37564i,-0.035029-0.19487i,-0.016915-0.050794i,0.017304+0.027132i,0.035847+0.026467i,0.011488+0.005825i,-0.0062524+0.023868i,0.012066+0.027989i,0.022606-0.0013393i,0.014653-0.011251i,0.01345-0.00041108i,0.016366-0.00092965i,0.0091224-0.0090483i,0.00087453-0.0068692i,0.0060646+0.00060041i,0.014176+0.00054393i,0.014108-0.0018264i,0.013966-3.6948e-05i
0.21532+0.071496i,0.40098+0.04091i,0.42406-0.0021957i,0.1477+0.031305i,-0.17797+0.10742i,-0.21207+0.14021i,-0.041358+0.071006i,0.06418-0.038472i,0.058287-0.082899i,0.015234-0.057136i,-0.015241-0.021485i,-0.02296-0.011898i,-0.025155-0.015484i,-0.030535-0.007582i,-0.034845+0.0063318i,-0.031074+0.015267i,-0.014153+0.015189i,0.0017675+0.0048064i,0.0040979-0.00076889i,0.0012644-0.00034342i,-0.0014633-0.0059816i,-0.0057864-0.010164i,-0.0092985-0.0096068i
-0.012966+0.052366i,-0.02635-0.07765i,-0.1247-0.24687i,-0.21589-0.14142i,-0.12195+0.17824i,0.035814+0.26043i,0.019387+0.089731i,-0.091516-0.023456i,-0.13601-0.038621i,-0.10748-0.021982i,-0.045647-0.0076485i,-0.015889-0.023158i,-0.033871-0.01761i,-0.040199+0.016704i,-0.02428+0.033045i,-0.012034+0.026717i,-0.010084+0.016829i,-0.010001+0.012854i,-0.0081367+0.0079546i,-0.010652+0.0045278i,-0.012715+0.004965i,-0.0133+0.00075712i,-0.013541-0.0027098i
-0.22711+0.1023i,-0.27172+0.28018i,-0.094522+0.41602i,0.22411+0.33492i,0.39667+0.10209i,0.33389-0.042123i,0.22107-0.0090927i,0.16345+0.088944i,0.1189+0.14182i,0.079914+0.12945i,0.057894+0.078481i,0.040685+0.040475i,0.030562+0.025065i,0.026602+0.010035i,0.019417-0.0063557i,0.0083627-0.020449i,-0.0048176-0.029458i,-0.013782-0.027343i,-0.013757-0.01756i,-0.010941-0.0084599i,-0.0068137+0.0012907i,-0.00067961+0.008331i,-0.0010921+0.010935i
-0.13569-0.1196i,-0.31367-0.038383i,-0.40764+0.11984i,-0.30948+0.084017i,-0.20851-0.15047i,-0.27458-0.25522i,-0.28655-0.13853i,-0.12204-0.044015i,0.028853-0.072056i,0.049112-0.10622i,0.0098505-0.077313i,0.0036996-0.028725i,0.021361-0.013596i,0.024058-0.020003i,0.021238-0.022823i,0.020611-0.01937i,0.015463-0.012044i,0.0069498-0.0053723i,0.0028566+0.0012519i,0.0054863+0.0025557i,0.0097937-0.0034947i,0.015613-0.0098649i,0.024089-0.013485i
0.23636-0.050924i,0.49697-0.069767i,0.72964-0.11294i,0.65637-0.15646i,0.32043-0.075734i,0.12347+0.064211i,0.091476+0.012764i,-0.020956-0.12593i,-0.12847-0.12796i,-0.10926-0.065995i,-0.058776-0.032834i,-0.037464-0.01118i,-0.027048+0.0033495i,-0.019486+0.0081344i,-0.016757+0.015307i,-0.0088695+0.029119i,0.013245+0.036193i,0.030596+0.026802i,0.023965+0.011553i,0.0043083+0.0025793i,-0.010045-0.002949i,-0.013708-0.0069168i,-0.014465-0.0095536i
0.1585-0.054428i,0.10267-0.21765i,-0.14312-0.30093i,-0.34489-0.14583i,-0.25147+0.07876i,-0.035185+0.16442i,0.024578+0.19335i,-0.014152+0.23634i,-0.03168+0.22338i,-0.029814+0.15658i,-0.014456+0.087961i,-0.0037471+0.037032i,-0.0079855+0.017504i,-0.0078109+0.015795i,-0.0014224+0.0050823i,-0.0012506-0.0051156i,-0.0037736-0.00023758i,-0.00041997+0.0041235i,0.0028627-0.0027003i,0.0031217-0.0069605i,8.2929e-05-0.0015214i,-0.005684+0.010557i,-0.0082562+0.017882i
0.017818+0.23952i,0.079753+0.2355i,0.045772+0.024751i,-0.079477-0.10753i,-0.12554-0.025121i,-0.050719+0.024782i,0.052597-0.0064872i,0.13058-0.006908i,0.16492-0.0031075i,0.1388-0.016782i,0.092448-0.017941i,0.066262-0.01877i,0.047986-0.033881i,0.020771-0.050553i,-0.0083379-0.052751i,-0.032568-0.043318i,-0.051266-0.031407i,-0.054181-0.017668i,-0.037749-0.0041031i,-0.017059+0.0032077i,-0.0020147+0.0051063i,0.0067953+0.0020886i,0.0072897-0.00039501i
-0.44116+0.03178i,-0.74825+0.28209i,-0.7536+0.69854i,-0.41107+0.86136i,-0.12007+0.57647i,-0.044303+0.2432i,0.01453+0.072858i,0.073643-0.09291i,0.0096029-0.21345i,-0.071233-0.17817i,-0.063236-0.095998i,-0.03441-0.054812i,-0.019535-0.028166i,-0.0036424-0.0070738i,0.0042197-0.0055942i,0.0010039-0.012003i,-0.0030771-0.011533i,-0.0034161-0.0021786i,-0.0031855+0.007177i,-0.0024192+0.0071555i,0.00077369+0.0016747i,0.0017871-0.0032025i,0.0059392-0.006715i
0.14898-0.27777i,0.36917-0.4488i,0.51629-0.59779i,0.41466-0.62358i,0.19551-0.49525i,0.036679-0.37604i,-0.11692-0.31505i,-0.24767-0.16844i,-0.20754+0.0024864i,-0.093552+0.03664i,-0.06655-0.0070353i,-0.087014-0.010315i,-0.08719+0.017477i,-0.066106+0.03987i,-0.033532+0.054851i,0.0028947+0.05769i,0.033009+0.041312i,0.044796+0.017273i,0.037035+0.0024632i,0.019909-0.0059781i,0.0036295-0.0091688i,-0.0037978-0.0003743i,-0.0045541+0.013946i
0.066793-0.066582i,0.0041366-0.004852i,-0.02827+0.10536i,-0.010627+0.13927i,-0.046638+0.11312i,-0.060732+0.12906i,0.048926+0.12819i,0.13686+0.067157i,0.12943+0.034444i,0.10407+0.029516i,0.074627+0.022507i,0.045656+0.015321i,0.021341+0.0039183i,0.0054913+0.0074839i,0.015247+0.015028i,0.023513+0.0036519i,0.010055-0.0094041i,-0.0068812-0.018748i,-0.011824-0.025474i,-0.0050912-0.020872i,0.0018645-0.010252i,0.0013336+0.00089735i,-0.0063825+0.0060105i
0.36416-0.019499i,0.38469-0.29454i,0.001657-0.58646i,-0.44514-0.52658i,-0.48492-0.17093i,-0.27492+0.092623i,-0.1257+0.15694i,-0.017374+0.12018i,0.039946+0.033775i,0.017575-0.015475i,0.016458+0.0024909i,0.050179+0.013849i,0.055671+0.0028892i,0.030805-0.0054698i,0.010227-0.0019351i,0.011252+0.01347i,0.016533+0.025168i,0.0093729+0.024248i,-0.0020026+0.012898i,-0.0063953+0.0016009i,-0.0055101-0.0029883i,-0.0031602-0.006986i,0.0036919-0.0058609i
-0.34008+0.57546i,-0.29709+1.016i,0.03164+1.1105i,0.2686+0.70343i,0.14195+0.20688i,-0.010338+0.012518i,-0.0084292+0.0015697i,-0.05132-0.012746i,-0.11863+0.0036942i,-0.10173+0.028174i,-0.061556+0.013179i,-0.037163+0.0082039i,0.0012064+0.015967i,0.030307-0.0025331i,0.010248-0.030819i,-0.029173-0.045943i,-0.041983-0.045223i,-0.022636-0.032127i,0.00050917-0.01579i,0.0062756-0.0077815i,0.00033778-0.020062i,-0.015128-0.040302i,-0.029115-0.048148i
-0.076172-0.66857i,-0.1698-1.1117i,-0.32402-1.1886i,-0.50835-0.81743i,-0.56097-0.43577i,-0.49235-0.27673i,-0.40829-0.18162i,-0.28021-0.053276i,-0.11381+0.014874i,-0.012222+0.003066i,-0.0034907+0.0010724i,-0.016843+0.013814i,-0.021982-0.003609i,-0.042818-0.018933i,-0.053463-0.0066744i,-0.042843-0.0030715i,-0.030155-0.007781i,-0.019319-1.5596e-06i,-0.010731+0.010852i,-0.0016768+0.016177i,0.010178+0.020945i,0.02837+0.029375i,0.04226+0.033361i
0.24328+0.052453i,0.43798+0.18237i,0.57175+0.16773i,0.51049+0.01016i,0.34089+0.034487i,0.30658+0.18945i,0.35466+0.20619i,0.31213+0.13786i,0.21054+0.06518i,0.11794-0.017033i,0.07266-0.077327i,0.044541-0.11464i,-0.01468-0.10322i,-0.036353-0.040819i,-0.0036711-4.0066e-05i,0.0093023+0.015797i,-0.0041019+0.028393i,-0.01667+0.01677i,-0.024071-0.009554i,-0.026479-0.022185i,-0.024346-0.016128i,-0.01841-0.0069015i,-0.017726-0.0056144i
0.050026-0.11734i,-0.25848-0.17672i,-0.6169-0.020585i,-0.58585+0.17727i,-0.29302+0.11054i,-0.153-0.029175i,-0.047208-0.0075819i,0.10922-0.052999i,0.12616-0.15091i,0.066032-0.11837i,0.046214-0.059244i,0.044206-0.02298i,0.041192+0.0039607i,0.0065425-0.0058743i,-0.044288-0.012184i,-0.050418-0.0019497i,-0.020376+0.0068385i,0.015409+0.023024i,0.041853+0.037922i,0.047138+0.036176i,0.03292+0.026165i,0.0081684+0.019057i,-0.0074055+0.013014i
0.24461+0.63185i,0.70986+0.84543i,1.0901+0.5403i,0.92743-0.07803i,0.41833-0.40483i,0.14915-0.39503i,0.11411-0.42301i,-0.01395-0.45155i,-0.15864-0.31615i,-0.15319-0.13134i,-0.077155-0.022464i,-0.035702+0.022832i,-0.012891+0.044499i,0.02487+0.048868i,0.062931+0.062255i,0.095101+0.094987i,0.094343+0.091195i,0.040498+0.035608i,-0.01386-0.01447i,-0.038422-0.033239i,-0.062232-0.036457i,-0.08492-0.020561i,-0.083591+0.015927i
-2.0421+8.0998i,-0.91722+8.5354i,3.3461+7.5151i,5.86+3.2007i,5.0528-1.0063i,2.1013-2.709i,-0.10706-1.6473i,-0.4235-0.14208i,0.35448+0.49438i,1.1861+0.099262i,1.0735-0.6846i,0.34841-1.0132i,-0.34415-1.0516i,-1.0138-1.064i,-1.1995-0.79507i,-0.51046-0.16489i,0.32673+0.18177i,0.46936+0.10583i,0.19061+0.098924i,0.038806+0.11193i,-0.090951+0.016481i,-0.20942+0.046254i,-0.089306+0.13102i
0.33789-0.31833i,0.46662-0.48917i,0.26472-0.56871i,-0.12396-0.52875i,-0.20839-0.42336i,0.0075274-0.41802i,0.10266-0.41889i,0.02248-0.2082i,-0.0045182+0.070496i,0.044885+0.12844i,0.040408+0.0083213i,-0.011471-0.056669i,-0.02387-0.025602i,-0.0081312-0.014118i,-0.014027-0.051896i,-0.041296-0.068675i,-0.054112-0.033401i,-0.032899+0.0060269i,-0.0078274+0.015847i,-0.00068583+0.012876i,-0.00046206+0.021567i,-0.0048059+0.035654i,-0.020612+0.035958i
0.16235+0.24253i,0.13461+0.5079i,0.13685+0.75651i,0.24669+0.78435i,0.31845+0.57063i,0.34636+0.1997i,0.40095-0.24787i,0.35776-0.52355i,0.22941-0.48041i,0.1077-0.30891i,-0.014886-0.16282i,-0.074718-0.058338i,-0.056738-0.022992i,-0.038233-0.023644i,-0.033366-0.0097221i,-0.016426+0.014492i,0.011034+0.028129i,0.027515+0.016252i,0.023344-0.0015299i,0.009293-0.00092324i,-0.0022123+0.011523i,-0.0010532+0.022826i,0.010608+0.020235i
0.11977+0.1362i,0.24746-0.021237i,0.30704-0.24724i,0.27925-0.24086i,0.22739-0.082351i,0.071222-0.036843i,-0.2092-0.045287i,-0.35283-0.024258i,-0.31968-0.039239i,-0.25103-0.015562i,-0.14906+0.072718i,-0.04846+0.11218i,0.0043259+0.084838i,0.032842+0.038279i,0.051769+0.02683i,0.084655+0.051263i,0.10112+0.048809i,0.058841+0.024116i,0.010176+0.015371i,-0.0042084+0.011235i,-0.0058366+0.0019551i,-0.010075-0.0044964i,-0.01322+0.0020501i
-0.4272+0.033328i,-0.56036-0.039956i,-0.49657-0.14439i,-0.28655-0.18152i,-0.08496-0.12857i,-0.0013627-0.0017153i,0.026631+0.17006i,0.076975+0.25909i,0.075635+0.20704i,0.029579+0.12212i,0.014658+0.042689i,0.00062427-0.031821i,-0.012354-0.045842i,0.011313-0.01977i,0.035755-0.01749i,0.022209-0.028336i,-0.0015471-0.0089428i,0.0046051+0.023274i,0.022515+0.025845i,0.02035+0.014607i,0.010842+0.006262i,0.0059248-0.012033i,0.0031504-0.032449i
0.041764-0.21425i,0.077473+0.026477i,0.17898+0.43816i,0.33809+0.55341i,0.43627+0.32881i,0.41501+0.097114i,0.36629-0.066382i,0.27379-0.16396i,0.15243-0.12124i,0.091004-0.057671i,0.045765-0.064576i,0.004422-0.060521i,0.012349-0.031703i,0.028944-0.020861i,0.022879-0.025033i,0.012365-0.033831i,0.0039309-0.036249i,0.00032335-0.021795i,0.0072488-0.002157i,0.016135+0.0043553i,0.011925+0.014164i,0.0014898+0.043844i,-0.00033702+0.060449i
0.19358-0.016477i,0.16587-0.16699i,0.076071-0.34855i,0.059954-0.41923i,0.077128-0.35877i,-0.016383-0.24345i,-0.18171-0.10128i,-0.20608+0.044952i,-0.089661+0.11264i,-0.011565+0.11782i,0.010378+0.14075i,0.039775+0.13234i,0.043946+0.06756i,0.027361+0.020832i,0.031001+0.019461i,0.042167+0.037856i,0.035704+0.038766i,0.0059985+0.012537i,-0.027453-0.010545i,-0.041737-0.010218i,-0.032956+0.0054693i,-0.0065039+0.016704i,0.022309+0.020845i
0.061328+0.38565i,0.19379+0.45669i,0.24485+0.29808i,0.14619+0.090831i,0.0073463-0.012392i,-0.078133-0.026348i,-0.094192+0.041593i,-0.045601+0.10762i,-0.0044938+0.096057i,-0.0035742+0.067395i,-0.0011812+0.048319i,-0.01182+0.032498i,-0.03725+0.045299i,-0.039446+0.055683i,-0.034927+0.039526i,-0.040025+0.036287i,-0.03251+0.050002i,-0.0076341+0.050696i,0.007711+0.042868i,0.0064757+0.038399i,0.0011035+0.022119i,-0.0054969-0.010101i,-0.013019-0.032294i
-0.54327-0.096819i,-0.85352+0.0025985i,-0.83154+0.26752i,-0.47888+0.44815i,-0.11141+0.37368i,0.063114+0.18359i,0.067176-0.0066328i,0.010686-0.14787i,-0.016573-0.18717i,-0.013014-0.16563i,-0.027499-0.1258i,-0.039541-0.082691i,-0.017419-0.063493i,0.012986-0.050366i,0.028425-0.035655i,0.027564-0.038668i,0.017087-0.042684i,0.011187-0.028848i,0.015448-0.011177i,0.022484-0.010653i,0.021574-0.02085i,0.009802-0.025049i,0.00029715-0.022101i
0.52247-0.3368i,0.93063-0.5343i,1.0731-0.60658i,0.83816-0.47467i,0.53202-0.20755i,0.33108-0.036342i,0.15077+0.0020238i,-0.0086254+0.063857i,-0.068579+0.15471i,-0.0462+0.18499i,-0.0083334+0.14495i,0.0067461+0.085348i,-0.0037474+0.034413i,-0.017622-0.0038314i,-0.018962-0.016751i,-0.011815-0.013534i,-0.0061917-0.012844i,-0.0095747-0.015277i,-0.01678-0.01915i,-0.020212-0.012579i,-0.013461+0.015684i,0.0067799+0.049404i,0.020815+0.061799i
