-0.0038598-9.7256e-06i,-0.0033354+0.00015179i,-0.0035475-3.6759e-05i,-0.0044353+0.00078314i,-0.004852+0.0018571i,-0.0029923+0.0020954i,-0.0017538+0.0021203i,-0.0013972+0.0021065i,-0.00090561+0.00089615i,-0.00025455+0.00015371i,-4.005e-05+4.1514e-05i,1.7379e-05-0.0005421i,-0.00024833-2.5676e-05i,-0.00074684+0.0007046i,-0.00086566+0.00023916i,-0.00084552+8.8841e-05i,-0.00057724+0.00044137i,-0.00017983+0.00011468i,0.00040618+0.00016109i,0.00058522+0.00016237i,-0.00017763-0.00030233i,-0.00037443-0.00027298i,0.00017973+0.00014759i
-0.029721-0.0082933i,-0.076889+0.021241i,-0.085254+0.080324i,2.475e-05+0.12236i,0.10777+0.10034i,0.13196+0.050832i,0.10442+0.025985i,0.083252+0.02559i,0.057711+0.036239i,0.026884+0.039717i,0.0053544+0.036862i,0.0022467+0.032608i,0.006134+0.027038i,0.0020491+0.036549i,-0.00029323+0.052913i,0.0028532+0.052573i,0.0058431+0.036057i,0.0061012+0.016368i,0.0026735+0.008512i,0.0011824+0.01222i,0.0036846+0.014466i,0.0060325+0.011474i,0.0088717+0.0034113i
0.013097-0.038165i,9.3076e-05-0.12552i,-0.056872-0.22866i,-0.13419-0.24699i,-0.16606-0.16419i,-0.13795-0.071614i,-0.097493-0.015932i,-0.054619+0.013304i,-0.0061604+0.015765i,0.017086-0.005288i,0.01264-0.026217i,0.0015147-0.03311i,-0.0025673-0.031499i,0.0038315-0.035902i,0.0093155-0.046052i,0.0076423-0.047083i,0.0056305-0.033478i,0.0061734-0.017216i,0.0092391-0.011978i,0.012449-0.014771i,0.011829-0.015064i,0.0082972-0.012365i,0.0029916-0.010221i
0.043782+0.038339i,0.13011+0.10259i,0.24407+0.1816i,0.29701+0.20543i,0.25327+0.13964i,0.1785+0.052496i,0.12747+0.012955i,0.082177+0.0073881i,0.031274+0.0068525i,0.0018475+0.010767i,-0.003152+0.014231i,-0.011208+0.016176i,-0.024875+0.021748i,-0.035594+0.030515i,-0.033054+0.041854i,-0.013416+0.041628i,0.0040639+0.026702i,0.0077511+0.015915i,0.0016738+0.018162i,-0.0084466+0.022768i,-0.013467+0.016521i,-0.013634+0.0064037i,-0.013872+0.0026755i
-0.049454+0.0089409i,-0.13211+0.023535i,-0.22437-0.002864i,-0.26908-0.074407i,-0.24226-0.1062i,-0.17602-0.083401i,-0.11276-0.076409i,-0.063444-0.073828i,-0.016172-0.036348i,0.023194+0.0016466i,0.039324+0.011664i,0.040812+0.0033602i,0.038506-0.0078829i,0.039251-0.013067i,0.041464-0.014661i,0.033864-0.013812i,0.01892-0.01029i,0.0041292-0.0096238i,-0.0039324-0.016891i,-0.0047327-0.027955i,-0.0025476-0.028422i,0.0017057-0.019543i,0.0035957-0.012827i
0.0052811-0.044315i,0.010443-0.094481i,0.036015-0.095346i,0.092234-0.0062409i,0.12174+0.08512i,0.077505+0.10345i,0.016549+0.098648i,-0.012172+0.067601i,-0.035915+0.0077148i,-0.048563-0.013347i,-0.033446-0.0051532i,-0.013332+0.00037379i,-0.0039636+0.0060272i,-0.012868+0.0063502i,-0.033199+0.0075175i,-0.038883+0.011731i,-0.024633+0.011707i,-0.0037084+0.0087097i,0.014112+0.0087983i,0.024246+0.013984i,0.023405+0.016147i,0.014871+0.013443i,0.0092929+0.011229i
0.041722+0.017257i,0.099904+0.017873i,0.12666-0.01568i,0.053051-0.073895i,-0.041092-0.093455i,-0.031074-0.068578i,0.018926-0.055386i,0.018339-0.030076i,0.0066244+0.012539i,0.0081114+0.01954i,0.00554+0.012278i,0.0049465+0.017194i,0.0085377+0.017082i,0.017247+0.0082861i,0.027067-0.005226i,0.025276-0.014195i,0.016682-0.011058i,0.0093017-0.0061395i,5.7725e-05-0.0050366i,-0.013386-0.0011519i,-0.021692+0.0042109i,-0.019625+0.0057658i,-0.012914+0.0030506i
-0.036544+0.040938i,-0.085833+0.11094i,-0.11748+0.19608i,-0.074818+0.23253i,0.0033071+0.19645i,0.026775+0.13452i,0.0017446+0.089229i,0.0016628+0.051516i,0.022+0.0078225i,0.012034-0.013823i,-0.0099854-0.0097813i,-0.022073-0.0090621i,-0.030947-0.01257i,-0.034625-0.010351i,-0.034715-0.0017376i,-0.028661+0.0097631i,-0.01513+0.016935i,-0.0040674+0.019266i,0.00096867+0.018087i,0.0065219+0.010292i,0.018093-0.0023151i,0.024897-0.011456i,0.019432-0.013222i
-0.019681-0.050759i,-0.035744-0.13144i,-0.026603-0.22144i,0.0073145-0.27056i,0.01087-0.25212i,0.0030756-0.16346i,0.036445-0.059189i,0.050644+0.00016607i,0.017848+0.032876i,0.0014315+0.047352i,0.0018879+0.036147i,-0.0017344+0.025212i,0.0032056+0.017713i,0.012143+0.0078495i,0.017371+0.00039407i,0.016874-0.0044522i,0.011706-0.0071974i,0.006768-0.012367i,0.0010109-0.019214i,-0.0028215-0.01947i,-0.0047904-0.010537i,-0.0067034+0.00013773i,-0.0050777+0.0044841i
0.045189+0.0078802i,0.099762+0.026185i,0.10175+0.091531i,0.037384+0.19865i,0.011234+0.23902i,0.028285+0.13846i,-0.0041601+0.018583i,-0.019762-0.0025412i,0.024416+0.0069242i,0.034023-0.009327i,0.013215-0.013716i,0.0044011-0.0055877i,-0.0022627+0.0024406i,-0.0046918+0.0063368i,-0.0035415-0.0030354i,-0.007081-0.013005i,-0.011546-0.011046i,-0.0089966+0.0019737i,0.00094567+0.020941i,0.011257+0.035337i,0.014543+0.034545i,0.0094149+0.020354i,0.0018277+0.0096013i
-0.013169+0.049555i,-0.016728+0.093459i,0.013879+0.063233i,0.046645-0.095214i,0.0054445-0.22187i,-0.072764-0.1565i,-0.076073-0.030694i,-0.055107-0.0028734i,-0.064578-0.0066386i,-0.045774+0.011984i,-0.015563+0.011312i,-0.012037-0.0023193i,-0.011772-0.005568i,-0.0037759+0.0020397i,0.010168+0.013175i,0.024209+0.012961i,0.023259+0.0032343i,0.012444-0.0048819i,-0.00046921-0.016014i,-0.016742-0.031597i,-0.030445-0.037666i,-0.032011-0.029371i,-0.025146-0.016715i
-0.039224-0.026352i,-0.10863-0.053468i,-0.17929-0.021094i,-0.18838+0.10912i,-0.11684+0.22246i,-0.022198+0.18862i,0.016622+0.082929i,0.0081483+0.043452i,0.0094651+0.048307i,0.014991+0.027561i,0.011919+0.0034391i,0.01562-0.0076966i,0.016155-0.01818i,0.0032879-0.021887i,-0.010637-0.015027i,-0.016751-0.0029056i,-0.016219+0.0063135i,-0.014354+0.011774i,-0.010548+0.019868i,0.0028669+0.028549i,0.021062+0.032841i,0.029738+0.030728i,0.026777+0.0234i
0.05315-0.02779i,0.1249-0.071806i,0.20093-0.12042i,0.23386-0.16176i,0.2032-0.19701i,0.10096-0.17806i,-0.0003925-0.094039i,-0.027032-0.045673i,-0.035169-0.05011i,-0.051804-0.028239i,-0.040592+0.0033157i,-0.017693+0.008348i,-0.0013782+0.0094734i,0.011316+0.013838i,0.017655+0.016638i,0.020031+0.015101i,0.020443+0.0084429i,0.022002-0.0011679i,0.022118-0.016987i,0.010798-0.030809i,-0.0063666-0.033144i,-0.016814-0.026434i,-0.018027-0.016592i
0.0066345+0.049877i,0.0030132+0.11183i,-0.049326+0.14352i,-0.16586+0.1429i,-0.23875+0.1886i,-0.15229+0.22689i,-0.015645+0.1481i,0.0089146+0.051949i,-0.0095977+0.030498i,0.0077885+0.015905i,0.014184-0.00086739i,0.006442+0.0055584i,-0.00077091+0.0086626i,-0.011348+0.0024197i,-0.015058-0.0035546i,-0.0097484-0.0080061i,-0.0019137-0.0099606i,0.00027733-0.0038808i,-0.0037764+0.014639i,-0.0061001+0.033843i,-0.0016981+0.037246i,0.0051816+0.024387i,0.0079702+0.007607i
-0.045677-0.0086291i,-0.091858-0.0071349i,-0.048398+0.0097354i,0.14645-8.0026e-06i,0.32056-0.1024i,0.27962-0.21384i,0.13475-0.18889i,0.079536-0.10303i,0.066068-0.071453i,0.018616-0.050453i,-0.0099116-0.019922i,-0.008903-0.0065454i,-0.0048347-0.0011867i,-0.0011099-0.00054752i,-0.0023297-0.0025196i,-0.0015302+0.0025696i,0.005474+0.006038i,0.0092275+0.0014127i,0.010678-0.010129i,0.01286-0.0271i,0.011698-0.038351i,0.0061481-0.037064i,0.00014806-0.027296i
0.021605-0.047973i,0.029875-0.11835i,-0.036999-0.18362i,-0.21992-0.16845i,-0.37757-0.056924i,-0.34453+0.06865i,-0.1993+0.10024i,-0.10482+0.0567i,-0.061635+0.030625i,-0.019252+0.023747i,-0.00065553+0.011061i,-0.002903+0.0093746i,0.003701+0.012543i,0.011548+0.0044901i,0.0080167-0.006513i,-0.0034943-0.012385i,-0.010769-0.013462i,-0.013377-0.011189i,-0.016971-0.0020479i,-0.016215+0.015823i,-0.011373+0.032596i,-0.0088217+0.03798i,-0.0074372+0.033776i
0.037994+0.037645i,0.099007+0.1006i,0.18876+0.1681i,0.29578+0.19313i,0.37532+0.15421i,0.34626+0.058322i,0.21997-0.014706i,0.11724-0.0058388i,0.078454+0.003298i,0.041356-0.024129i,0.0033117-0.033303i,-0.011373-0.020915i,-0.017534-0.0054405i,-0.019097+0.008678i,-0.012676+0.015658i,-0.0034185+0.017965i,0.0020382+0.019753i,0.0066116+0.018279i,0.017543+0.0094091i,0.024099-0.0060672i,0.019061-0.019702i,0.012677-0.024069i,0.0097894-0.021798i
-0.049775+0.014735i,-0.1259+0.024236i,-0.20693-0.012606i,-0.27811-0.12202i,-0.36008-0.22071i,-0.384-0.17969i,-0.26658-0.059973i,-0.11595-0.015395i,-0.045903-0.0071564i,-0.011954+0.023042i,0.010211+0.028574i,0.0038554+0.012428i,-0.0051855+0.0022112i,-0.0027817-0.0047573i,0.0022096-0.0074597i,0.0044413-0.0065713i,0.0022943-0.0040576i,-0.0041081-0.00051403i,-0.015834+0.0048657i,-0.027409+0.013659i,-0.028039+0.020226i,-0.017213+0.021112i,-0.0045417+0.017318i
0.0016553-0.049609i,0.0071965-0.10265i,0.018804-0.076665i,0.071531+0.11286i,0.19338+0.33315i,0.28477+0.35462i,0.22642+0.21529i,0.10446+0.11992i,0.046827+0.078762i,0.031205+0.029037i,0.015628-0.0020513i,0.0072768-0.0099273i,0.0019284-0.010362i,0.0021566-0.001423i,0.010182+0.0075526i,0.013896+0.0094645i,0.011826+0.0079322i,0.010499+0.0033976i,0.012092-0.0046205i,0.014699-0.014195i,0.015622-0.019579i,0.012258-0.017447i,0.0050891-0.012173i
0.045284+0.014475i,0.11256+0.022682i,0.17179-0.036575i,0.14336-0.21535i,0.022308-0.39688i,-0.086791-0.40329i,-0.091007-0.26796i,-0.034649-0.1492i,-0.012637-0.079097i,-0.017252-0.021013i,-0.009689+0.0064107i,-0.0020375+0.006347i,-0.0030842+0.007976i,-0.0065598+0.010876i,-0.0081783+0.0074107i,-0.0035051+0.00025451i,0.0051724-0.0049163i,0.010404-0.0071426i,0.0075337-0.0080289i,-0.001974-0.0037732i,-0.010894+0.002913i,-0.015824+0.0035142i,-0.016692-0.00048098i
-0.032324+0.03462i,-0.090686+0.10289i,-0.15765+0.211i,-0.17769+0.34564i,-0.13298+0.44735i,-0.051878+0.42213i,0.0013135+0.27593i,-0.0058242+0.13317i,-0.01137+0.063074i,0.0096832+0.02839i,0.017883+0.0066648i,0.014395-0.00073174i,0.010902-0.0092654i,0.0039165-0.01773i,-0.0031285-0.015191i,-0.0070806-0.0053696i,-0.0097841+0.00099984i,-0.0092287+0.0058496i,-0.0020575+0.012846i,0.008221+0.013245i,0.014359+0.0056935i,0.013505+0.00051356i,0.011226+0.0010444i
-0.023658-0.044573i,-0.038638-0.12518i,-0.011191-0.23435i,0.090053-0.34073i,0.20536-0.42137i,0.21169-0.41087i,0.12137-0.27472i,0.059338-0.1174i,0.026463-0.039455i,-0.013956-0.011066i,-0.027466+0.0077073i,-0.014665+0.010328i,-0.0026837+0.0050461i,0.0022773+0.0009157i,0.001179-0.0034962i,0.0018285-0.0076234i,0.004883-0.01184i,0.0033123-0.0139i,-0.0034058-0.012861i,-0.012781-0.0088446i,-0.017621-0.0036674i,-0.013826+0.00025747i,-0.0073479+0.0025259i
0.038871+0.0018475i,0.095093+0.016899i,0.090386+0.059699i,-0.065468+0.13892i,-0.28438+0.23158i,-0.34443+0.2589i,-0.22923+0.1799i,-0.11455+0.075418i,-0.052329+0.028285i,-0.010728+0.015999i,0.0063323+0.0042861i,0.0079178+0.00078579i,0.0081813+0.0022515i,0.0036822+0.0043226i,-0.0037414+0.01019i,-0.0072481+0.01613i,-0.005492+0.016615i,2.3153e-05+0.012613i,0.0072255+0.0071253i,0.015374+0.0021136i,0.019904-0.00063091i,0.016225-0.0029509i,0.0080983-0.0059751i
-0.011566+0.04499i,-0.027135+0.098714i,0.003254+0.13764i,0.14547+0.097289i,0.32369+0.00048192i,0.35932-0.058323i,0.24445-0.037932i,0.12709+0.0084533i,0.062036+0.017283i,0.020691-6.6575e-06i,-0.0015531-0.0060215i,-0.010487-0.0033744i,-0.015271-0.0023377i,-0.013342-0.0063817i,-0.006694-0.012999i,-0.0016757-0.012809i,0.00061612-0.0029941i,0.001856+0.0086459i,0.0028837+0.013194i,0.00053374+0.012317i,-0.0025989+0.010424i,0.00046801+0.0068989i,0.0061462+0.0024941i
-0.02982-0.023137i,-0.082612-0.074861i,-0.17121-0.13622i,-0.28951-0.15255i,-0.38766-0.11728i,-0.37138-0.068746i,-0.24033-0.035383i,-0.10865-0.023443i,-0.040182-0.009312i,-0.010775+0.010299i,0.0013729+0.013866i,0.0019469+0.0090501i,0.005298+0.010808i,0.012099+0.015101i,0.012674+0.015574i,0.0063897+0.010718i,0.00065522+0.0045748i,-0.0051845+0.0012436i,-0.010668+0.0013275i,-0.008832+0.0026959i,-0.0038669+0.0018976i,-0.0039823-0.001243i,-0.0067927-0.0020451i
0.03599-0.016128i,0.10994-0.02516i,0.22007+0.0033307i,0.32357+0.092495i,0.37383+0.19697i,0.32823+0.21751i,0.19992+0.14251i,0.075984+0.066713i,0.018111+0.025877i,0.0043713+0.0017946i,-0.0018002-0.0045115i,-0.004443-0.0011441i,-0.0055876+0.0027629i,-0.0047416+0.0049988i,0.0013498+0.0037163i,0.0089442+0.0022328i,0.016247+0.002132i,0.019078-0.0022462i,0.013777-0.011964i,0.0036129-0.018765i,-0.0037727-0.018306i,-0.0047275-0.01119i,-0.0026923-0.0037694i
-0.0022139+0.036404i,-0.024051+0.086248i,-0.082815+0.093544i,-0.15959-0.023857i,-0.19935-0.20781i,-0.1646-0.27392i,-0.087935-0.18816i,-0.029855-0.087448i,-0.012641-0.029627i,-0.01089+0.0029333i,-0.002277+0.014154i,0.0051127+0.013026i,0.0055889+0.010079i,0.0013364+0.00508i,-0.0042743-0.00035667i,-0.0084581-0.004742i,-0.009009-0.0064841i,-0.0063112-0.0027493i,-0.0020339+0.0047201i,0.0038598+0.011127i,0.0079583+0.012758i,0.0075304+0.0075275i,0.0046561-0.00021403i
-0.029219-0.008203i,-0.066897-0.029888i,-0.083562-0.024416i,-0.041448+0.070561i,0.016123+0.21508i,0.02309+0.25308i,-0.0048389+0.1638i,-0.023694+0.07207i,-0.019295+0.027136i,-0.0073572+0.0077498i,-0.0042927-4.2328e-05i,-0.0018974-0.0051525i,0.003147-0.011096i,0.0086942-0.012171i,0.013995-0.0083422i,0.015392-0.0045766i,0.011836-0.0028387i,0.00536-0.0027623i,-0.0019864-0.0019519i,-0.0074872-0.00088256i,-0.0095314+0.0013203i,-0.0080193+0.0063768i,-0.0062696+0.012147i
0.020514-0.020305i,0.062601-0.056288i,0.11247-0.1124i,0.12417-0.19219i,0.10395-0.26508i,0.086804-0.24965i,0.066931-0.14827i,0.042041-0.056642i,0.017341-0.018493i,-0.0032297-0.0090763i,-0.010087-0.0053945i,-0.0084819-0.0034356i,-0.0099955-0.0001757i,-0.015096+0.0029406i,-0.019205+0.0024827i,-0.0178-0.00071702i,-0.013545-0.0042657i,-0.010529-0.0060685i,-0.0087821-0.0048424i,-0.0052463-0.00062735i,0.00021747+0.001512i,0.0040694-0.0024746i,0.003284-0.0072041i
0.0085945+0.026257i,0.010463+0.083971i,-0.021559+0.17053i,-0.093842+0.24174i,-0.16971+0.25622i,-0.18291+0.19523i,-0.11627+0.098477i,-0.041612+0.02816i,-0.0045677+0.00038268i,0.0042904-0.0057992i,-0.00055915-0.0084746i,-0.0074689-0.0091915i,-0.010019-0.0089853i,-0.0077762-0.0085654i,-0.0027483-0.0045215i,0.0011026+0.0028757i,0.0047516+0.0097125i,0.01214+0.013075i,0.021615+0.0095894i,0.025019+0.00042837i,0.019976-0.0064433i,0.01237-0.004554i,0.0061142+0.00062158i
-0.025117-0.0033947i,-0.060907-0.028794i,-0.067226-0.086838i,0.012251-0.14252i,0.13653-0.13691i,0.17869-0.069202i,0.11506-0.0087436i,0.045492+0.0090946i,0.013682+0.0035145i,0.0028607-0.0025262i,-0.00027331-0.0010417i,-0.0044406+0.0044827i,-0.0064945+0.008601i,-0.0040206+0.0087857i,-0.0028316+0.0055462i,-0.00047354+0.0014996i,0.0028099-0.00095053i,0.00011666-0.00090874i,-0.0079527+0.0029308i,-0.013622+0.0095713i,-0.013293+0.013624i,-0.0075976+0.010099i,-0.00038192+0.0032982i
0.0090011-0.019899i,0.030523-0.03904i,0.040389-0.037136i,-0.0171+9.8319e-05i,-0.11813+0.021587i,-0.14218-0.0029442i,-0.077829-0.024781i,-0.021278-0.018416i,0.001635-0.0039434i,0.0107+0.0019082i,0.011359-0.00011652i,0.0094343+0.00067044i,0.0091351+0.005644i,0.0082118+0.011603i,0.0068559+0.015733i,0.0058191+0.01786i,0.0049539+0.018178i,0.0056631+0.014232i,0.0068105+0.0044781i,0.0058328-0.0062959i,0.0032659-0.010109i,-0.0017578-0.008412i,-0.0071889-0.007204i
0.015546+0.011317i,0.032865+0.040995i,0.056712+0.074509i,0.098444+0.084931i,0.14392+0.083177i,0.1274+0.087019i,0.056549+0.069159i,0.0091268+0.036795i,0.0016864+0.016591i,0.0072493+0.0087944i,0.010014+0.00703i,0.0094076+0.004046i,0.0083776-0.0016759i,0.0066284-0.006635i,0.0058323-0.011374i,0.0070955-0.014932i,0.0082875-0.016937i,0.0056671-0.017555i,-0.001435-0.015789i,-0.0091712-0.0087195i,-0.010845-0.0009241i,-0.0047471-0.00052414i,0.0015925-0.0028359i
-0.018567+0.0023239i,-0.057886+0.0011762i,-0.11224-0.025597i,-0.14867-0.075889i,-0.13611-0.12338i,-0.074306-0.12673i,-0.014582-0.075053i,0.0088689-0.019971i,0.0091987+0.0055257i,0.0041713+0.010001i,0.0031689+0.0070776i,0.0061608+0.0015706i,0.009909-0.0033887i,0.010146-0.0031731i,0.0077553+0.0013034i,0.0044807+0.0051961i,0.0019364+0.0076759i,0.0013462+0.012806i,0.0040645+0.018522i,0.011451+0.01713i,0.01546+0.011287i,0.0090461+0.0079511i,-0.00023984+0.0070244i
-0.0025116-0.018707i,0.017199-0.040379i,0.058279-0.040813i,0.0909+0.013518i,0.068281+0.087092i,0.006503+0.097916i,-0.025101+0.046459i,-0.015886+0.0053485i,-0.0040255-0.003247i,-0.0026509+0.0015312i,-0.0050863+0.0053393i,-0.0072453+0.0037604i,-0.0090535+0.00041438i,-0.0097256-0.0019482i,-0.008623-0.0053316i,-0.0043183-0.0072929i,0.0014029-0.0062678i,0.0026575-0.0068135i,-0.0045182-0.0094611i,-0.01651-0.0098632i,-0.021588-0.0079677i,-0.016577-0.0053569i,-0.0082052-0.0014163i
0.013553+0.005494i,0.021198+0.021532i,0.011068+0.031182i,-0.015603-0.00051667i,-0.01236-0.057354i,0.025397-0.062964i,0.039072-0.01891i,0.022123+0.007219i,0.0065459+0.010175i,-0.00050381+0.0094186i,-0.0034457+0.0071662i,-0.0058852+0.0051287i,-0.0090349+0.0039399i,-0.011941+0.0020851i,-0.013764+0.0018096i,-0.015413+0.0026337i,-0.016951+0.0027467i,-0.014045+0.0043205i,-0.0035453+0.0080469i,0.01019+0.0088553i,0.017385+0.0065817i,0.015633+0.003936i,0.011214+0.0016842i
-0.0099337+0.0068705i,-0.026875+0.013651i,-0.047036+0.021182i,-0.053641+0.041111i,-0.059707+0.065938i,-0.06757+0.045866i,-0.046772-0.00092821i,-0.015344-0.016227i,-0.0014528-0.0086808i,-0.0012927-0.0012236i,-0.0062713+0.0033407i,-0.0080002+0.0073766i,-0.0054595+0.009967i,-0.0010257+0.0097219i,0.0034511+0.0081126i,0.0069968+0.0070314i,0.012148+0.0057353i,0.015142+0.0025016i,0.010591-0.0033737i,-0.00031229-0.0094655i,-0.00778-0.011397i,-0.0047807-0.0082167i,0.0012063-0.0037274i
-0.0023674-0.013513i,0.0025056-0.035084i,0.02333-0.063721i,0.054224-0.074203i,0.079179-0.04855i,0.077089+0.002613i,0.03973+0.034351i,0.0047792+0.029915i,-0.0064181+0.016037i,-0.0047213+0.006443i,-0.0019134+0.0031488i,-0.001886+0.0043005i,-0.0020881+0.006988i,-0.0027323+0.0092763i,-0.0046555+0.0093459i,-0.0059448+0.0074715i,-0.0073135+0.006706i,-0.008552+0.0083563i,-0.0067698+0.011696i,0.00034828+0.016582i,0.0056813+0.01865i,0.0036235+0.013743i,-0.00081228+0.0061506i
0.01026+0.0033082i,0.023777+0.018154i,0.02122+0.045866i,-0.012378+0.059947i,-0.049574+0.030616i,-0.043479-0.017849i,-0.0053982-0.031714i,0.013914-0.012078i,0.010892+0.0039072i,0.0037336+0.0057978i,0.00030096+0.0024534i,0.0011337-0.0016222i,0.0034181-0.0047177i,0.005895-0.0051606i,0.0092605-0.0047714i,0.012302-0.0019395i,0.013435+0.0026149i,0.011753+0.0021662i,0.0066074-0.0063572i,-0.0013106-0.018125i,-0.0055788-0.024372i,-0.0038562-0.022506i,-0.002106-0.015909i
-0.0070065+0.0067314i,-0.019949+0.010431i,-0.028683+0.0015795i,-0.0090826-0.01247i,0.023513+0.0016641i,0.019218+0.034362i,-0.011246+0.03933i,-0.021217+0.0218i,-0.014512+0.0096479i,-0.0084091+0.0063467i,-0.004273+0.0049693i,-0.00087372+0.0016237i,0.0027261-0.0028136i,0.0058396-0.0068258i,0.0058537-0.0077222i,0.0041747-0.0085717i,0.0033834-0.01123i,0.0022257-0.010383i,0.0012685-0.0015052i,0.0029966+0.013468i,0.0042944+0.022381i,0.0006117+0.019339i,-0.0034275+0.013885i
-0.0045115-0.0040426i,-0.0052822-0.01521i,-0.0053006-0.025991i,-0.011381-0.028417i,-0.018094-0.037132i,0.0017896-0.046138i,0.028184-0.027959i,0.027185-0.003654i,0.013794+0.0042019i,0.0033106+0.0022776i,-0.0033724-0.0014999i,-0.005559-0.003908i,-0.0044178-0.0037215i,-0.0024589-0.0012975i,-0.00052342+0.00011629i,0.00092914-9.5554e-05i,0.0023839+0.00055983i,0.004109+0.00093748i,0.0040815-0.0028642i,0.0023749-0.011937i,0.0014795-0.017844i,0.0016091-0.015026i,0.0020634-0.0091178i
0.0037571-0.00046706i,0.015163+0.0041371i,0.027912+0.019761i,0.027446+0.037518i,0.0065899+0.049341i,-0.025889+0.042726i,-0.03936+0.015493i,-0.02641-0.0059978i,-0.011736-0.0094186i,-0.0048213-0.005809i,-0.002687-0.0026174i,-0.0026812-0.00085028i,-0.0032279-0.00045142i,-0.0044517-0.00099811i,-0.0053402-0.0025963i,-0.0046529-0.0039051i,-0.0030642-0.0057106i,-0.0044863-0.005486i,-0.0086645+0.00087004i,-0.01119+0.011494i,-0.010331+0.017733i,-0.0080204+0.01435i,-0.0050847+0.0086351i
0.00065164+0.0070864i,-0.0075108+0.011072i,-0.02258+0.0073613i,-0.029396-0.011494i,-0.0081698-0.028141i,0.024767-0.017818i,0.030044+0.0073178i,0.013834+0.015662i,0.0023102+0.010229i,-0.0010866+0.0033713i,-0.00041319+0.00055184i,-0.00033317+0.0032651i,-0.0012269+0.0062591i,-0.0015773+0.0071773i,-0.0012137+0.0073669i,-0.0026326+0.0085325i,-0.0053218+0.0094368i,-0.0048073+0.0071047i,0.00075493-0.00058963i,0.0084816-0.010889i,0.012759-0.015772i,0.0142-0.012527i,0.014362-0.0076973i
-0.0029518-0.0025838i,-0.0021863-0.0091351i,0.0050288-0.011759i,0.011269+0.00033893i,-0.0037658+0.014043i,-0.027066+0.003993i,-0.026962-0.017137i,-0.012058-0.020588i,-0.0032441-0.011964i,-0.0011248-0.0052863i,-0.00068125-0.0021812i,-0.0014495+0.00026586i,-0.0017559+0.0036287i,-0.00046351+0.0069141i,0.00041737+0.0072755i,0.00071873+0.0049925i,0.0018132+0.0030771i,0.0028395+0.0038763i,-0.0013972+0.0079388i,-0.0098127+0.01409i,-0.01513+0.016212i,-0.016108+0.010692i,-0.014651+0.0048327i
0.0040809-0.0044513i,0.0076113-0.0034064i,0.010968-0.00088483i,0.012026-0.00049942i,0.021185-0.00038786i,0.029018+0.015659i,0.017352+0.031624i,0.0013624+0.027711i,-0.0036077+0.016315i,-0.00076134+0.0074755i,0.0031208+0.0029381i,0.0038176+0.0012585i,0.00096188+0.0023036i,-0.0011879+0.0043666i,0.00021983+0.0043844i,0.0034965+0.0041993i,0.0062593+0.0048279i,0.0085117+0.005611i,0.011582+0.0033085i,0.015911-0.0036701i,0.018649-0.008941i,0.016949-0.0080807i,0.012898-0.0050369i
0.00076242-0.00026778i,-0.0022927+0.0046752i,-0.011668+0.010564i,-0.02064+0.010331i,-0.025913-0.0010916i,-0.020808-0.020664i,-0.0021701-0.028012i,0.00971-0.017219i,0.0089153-0.0054339i,0.0046331-5.3852e-05i,0.0019061+0.0023148i,0.0014622+0.0028373i,0.00082886+0.0023105i,0.00075338+0.0014182i,0.0025939-0.00051503i,0.0039266-0.00040427i,0.0049554+0.0022465i,0.0057779+0.00296i,0.001267+0.00092315i,-0.0088501+0.0019598i,-0.015425+0.0040369i,-0.014699+0.0018766i,-0.012311-0.0004244i
-0.0038382-0.0017355i,-0.0060174-0.00764i,-0.0040052-0.015089i,0.0060782-0.014952i,0.014811+0.00046268i,0.0085363+0.020093i,-0.0055361+0.022977i,-0.0097955+0.012854i,-0.0063396+0.0033617i,-0.004205-0.00093772i,-0.0046051+9.4495e-05i,-0.0051754+0.00046137i,-0.0051414-0.0024104i,-0.00432-0.0043319i,-0.0015173-0.0038214i,0.00062356-0.0045322i,0.00081026-0.0079783i,0.0025528-0.0087921i,0.0069405-0.0060465i,0.013377-0.0045601i,0.017539-0.0019434i,0.014837+0.002783i,0.010143+0.0052593i
0.00070717-0.0024264i,0.0036258-0.0018698i,0.0028847+0.0024285i,-0.0062455+0.0066354i,-0.012869-0.0017203i,-0.0018537-0.015081i,0.015916-0.014012i,0.021927-0.0044143i,0.017127+0.0001231i,0.0090265-0.00097014i,0.0025215-0.00272i,-0.0012607-0.0031471i,-0.0030177-0.002178i,-0.0039105-0.0006657i,-0.002834-0.00025946i,-4.4822e-05-0.0013132i,0.002297-0.0034249i,0.0010656-0.005055i,-0.0055135-0.0054281i,-0.013355-0.0040923i,-0.01668-0.0036984i,-0.014515-0.0063399i,-0.010853-0.008088i
0.0015156+0.00093282i,-0.00042888+0.0030741i,-0.002074+0.0041062i,-0.0026023+0.0041965i,-0.002462+0.011688i,-0.011374+0.018193i,-0.018298+0.010616i,-0.012946+0.00085122i,-0.0040207-0.0019592i,0.0022778-0.0019083i,0.0015567-0.0019265i,-0.0029782-0.0013008i,-0.0060247-0.0017278i,-0.0081239-0.00294i,-0.0083731-0.0018699i,-0.0059984+0.0017674i,-0.004229+0.0053325i,-0.0044902+0.0079862i,-0.0014337+0.0098633i,0.0070408+0.010124i,0.013361+0.010238i,0.012927+0.010053i,0.010522+0.009108i
