-0.00063821+0.00014117i,-0.0010357-0.0013852i,-0.002315-0.0010897i,-0.0018892-0.00089235i,-0.00082406+0.00025394i,-7.8056e-05+0.001446i,-0.00021137+0.0018039i,-0.00022406+0.0022283i,0.00064604+0.0018759i,0.00071971+0.00074712i,9.5968e-05-0.00055001i,4.8987e-05-0.0011211i,4.7272e-05-0.001295i,-0.00022834-0.001308i,3.0809e-05-0.0010356i,3.8549e-05-0.0007162i,0.00035811-0.00011188i,0.00045836-3.6621e-05i,0.00024439+6.9838e-05i,-0.00052033+0.0002916i,-0.00024257+0.00046155i,0.00010708+0.00032119i,-0.00012364+0.00030869i
-0.083871+0.040791i,-0.054304+0.042221i,-0.031544+0.029335i,-0.02527+0.025724i,-0.021928+0.025557i,-0.015891+0.013746i,-0.015506+0.0087639i,-0.019687+0.020429i,-0.0080165+0.03585i,0.014446+0.036145i,0.022451+0.023201i,0.018033+0.012614i,0.014776+0.0083482i,0.013323+0.0060929i,0.011569+0.0049285i,0.0096454+0.0037098i,0.0076517+0.0013418i,0.0054795-0.00019025i,0.0031617+0.00031512i,0.00026397+0.0013153i,-0.0022614+0.002882i,-0.0029115+0.0042223i,-0.0024335+0.0041087i
-0.026908+0.073529i,-0.031921+0.028554i,-0.024692+0.0017085i,-0.0034628+0.015531i,0.00823+0.042109i,-0.002453+0.053723i,-0.010143+0.052225i,-0.0027876+0.045003i,0.00081977+0.037187i,-0.00064351+0.037354i,0.006362+0.034994i,0.016002+0.018908i,0.016981+0.0029159i,0.011111-0.0011898i,0.0042101+0.0020024i,-0.0010318+0.0045681i,-0.0025566+0.0032684i,-0.0011596+0.00075785i,-0.00011499+0.0001762i,0.0019679+0.00025895i,0.0049163-0.00010443i,0.0049943-0.00062361i,0.0041533+0.0010987i
0.069612-0.0052836i,0.03095-0.036764i,0.0049151-0.042331i,0.0046208-0.037834i,0.01119-0.037733i,0.012138-0.018647i,0.013398-0.0017432i,0.010384-0.011126i,-0.0091921-0.02176i,-0.027546-0.012854i,-0.026447-0.0016589i,-0.015862-0.0011506i,-0.010148-0.0040088i,-0.0094992-0.0035761i,-0.0087636-0.00050062i,-0.0066864+0.0040815i,-0.0050426+0.0062991i,-0.0049842+0.0043199i,-0.0035992+0.0013245i,0.0001406-0.0012161i,0.0025254-0.0038016i,0.0030603-0.0057522i,0.0038668-0.0049156i
0.071856-0.097647i,0.059544-0.069885i,0.029944-0.037978i,-0.015688-0.027144i,-0.053572-0.035873i,-0.052615-0.045505i,-0.031664-0.045214i,-0.022936-0.041669i,-0.024322-0.041307i,-0.028507-0.041675i,-0.031751-0.032287i,-0.029584-0.012398i,-0.02225+0.0042955i,-0.01374+0.0077731i,-0.00483+0.0018969i,0.00065668-0.0026765i,0.0003165-0.0027001i,-0.0017875-0.0014103i,-0.0016715-0.00057638i,-0.0010263-0.00069533i,-0.0020656-0.00084002i,-0.0022336-0.0011738i,-0.0014641-0.0020988i
-0.019052-0.058746i,0.027303-0.017108i,0.047421+0.011418i,0.036631+0.021999i,0.016077+0.032958i,-0.0058428+0.020624i,-0.022271+0.0010635i,-0.019056-5.7706e-05i,0.00067436-0.0033082i,0.012283-0.015593i,0.0078772-0.017903i,0.00094695-0.004997i,0.0020949+0.0062765i,0.0068161+0.0058679i,0.0072962+0.00010835i,0.0032621-0.0044244i,0.00013194-0.0057863i,0.0004635-0.0049084i,0.00086149-0.0027993i,-0.0018471+0.0003333i,-0.0040922+0.0034757i,-0.0029536+0.0058225i,-0.0013712+0.0065356i
-0.071628+0.081558i,-0.033905+0.072888i,-0.00065401+0.037174i,0.033075-0.0056341i,0.073682-0.028313i,0.080235-0.020407i,0.054442+0.0014385i,0.036563+0.018601i,0.038233+0.02179i,0.043151+0.017467i,0.039978+0.012568i,0.030846+0.0031944i,0.01981-0.0065809i,0.010425-0.0067888i,0.0043975-0.0001546i,0.0020581+0.0043459i,0.0018355+0.0016535i,0.0024892-0.0028967i,0.0018772-0.0033084i,0.00051963-0.0023398i,9.1511e-05-0.00089559i,-6.3728e-06+0.0013867i,-0.00063114+0.0037634i
-0.012273+0.1396i,-0.047908+0.10955i,-0.06214+0.064066i,-0.053547+0.025831i,-0.033862-0.014739i,0.0021635-0.030343i,0.0365-0.020761i,0.042435-0.012165i,0.026052+0.0023763i,0.015619+0.01968i,0.015427+0.019167i,0.01013+0.0037454i,-0.00086916-0.0062038i,-0.0075653-0.0030065i,-0.0042687+0.0040968i,0.0012669+0.0063252i,0.0028162+0.0043621i,0.0021864+0.0013834i,0.0019415-0.00043026i,0.0028865-0.0013925i,0.0023027-0.0037319i,-0.00072825-0.005513i,-0.0021264-0.0036637i
0.059645-0.0074015i,-0.0096655-0.0070725i,-0.035701+0.015283i,-0.017369+0.063247i,-0.019597+0.099094i,-0.021761+0.081175i,-0.0081436+0.028468i,-0.0097843-0.0080861i,-0.021727-0.0082118i,-0.028803+0.0012118i,-0.033473+0.0029219i,-0.029584+0.0054814i,-0.018729+0.0087041i,-0.010036+0.0075727i,-0.0053816+0.0023584i,-0.0032144-0.0011202i,-0.00079714+0.0018381i,0.0014631+0.0064996i,0.0022468+0.0059481i,0.0014791+0.0021468i,7.361e-05-0.0016494i,-0.0018362-0.0037637i,-0.0032398-0.0049833i
0.0054359-0.17752i,-0.0011689-0.16336i,0.0072441-0.11643i,0.039744-0.070626i,0.068558-0.020917i,0.050319+0.020156i,0.0068678+0.031566i,-0.017147+0.024189i,-0.023517+0.0051805i,-0.029748-0.011076i,-0.032659-0.0079673i,-0.022498+0.0051537i,-0.0032769+0.008809i,0.006782+0.00035941i,0.0032332-0.005988i,-0.0024844-0.0042752i,-0.0034991-0.0002292i,-0.00089969+0.0013261i,0.00069819+0.00086461i,0.00048013+0.0012962i,0.0020119+0.0023526i,0.0048053+0.00061063i,0.0042733-0.0027346i
-0.083969-0.12113i,-0.02291-0.13026i,-0.0067096-0.11632i,-0.056358-0.11554i,-0.076908-0.12287i,-0.052197-0.085938i,-0.023408-0.016155i,-0.0011217+0.019258i,0.0071102+0.013205i,0.010888-0.00027754i,0.017495-0.008621i,0.018289-0.0089021i,0.014591-0.0067795i,0.0093585-0.0061938i,0.0057755-0.0019568i,0.0050447+0.0012183i,0.00044539-0.0018252i,-0.0060958-0.0041649i,-0.0061772-0.0018604i,-0.0027942+0.00084627i,0.0010495+0.0016453i,0.0052101+0.00071844i,0.0065649-0.00031992i
-0.008239+0.11418i,0.045355+0.084344i,0.051317+0.061351i,-0.0099063+0.078632i,-0.074276+0.083368i,-0.076421+0.046076i,-0.033645+0.010518i,0.0019261+0.00092542i,0.018941+0.0039566i,0.030998+0.0066868i,0.035594-0.00020184i,0.023553-0.010912i,0.0064207-0.0090605i,0.0016901+0.0029239i,0.0052968+0.0081155i,0.0061089+0.0043579i,0.0010531-0.00067413i,-0.0047728-0.0016595i,-0.0054211-0.00022665i,-0.0038537+4.8003e-05i,-0.0042179-5.5125e-05i,-0.0044822+0.0024001i,-0.0023227+0.0065429i
0.1668+0.17895i,0.15394+0.1697i,0.13036+0.11243i,0.15898+0.074183i,0.17464+0.072955i,0.12543+0.052964i,0.05459+0.0028218i,0.0081345-0.024948i,-0.0074823-0.018543i,-0.0094526-0.00013789i,-0.0086563+0.01237i,-0.0077903+0.01297i,-0.0059157+0.012212i,-0.0014578+0.013448i,-3.6894e-05+0.0095758i,-0.0013086+0.0054913i,0.0036569+0.0049585i,0.0086483+0.0032237i,0.0051787+0.0004166i,-0.0013903-0.0010147i,-0.0065033+0.00063161i,-0.008431+0.0051817i,-0.0065644+0.008356i
0.12228-0.016937i,0.059047+0.036636i,0.00088065+0.032446i,0.0053162-0.062695i,0.044743-0.13933i,0.053377-0.12399i,0.018927-0.065657i,-0.015528-0.025435i,-0.029029-0.0091158i,-0.036584-0.00079107i,-0.036909+0.011626i,-0.021516+0.017941i,-0.0077896+0.0098306i,-0.0053774-0.0010819i,-0.0077523-0.0033438i,-0.0049626+0.00057801i,0.0037038+0.0012015i,0.0097502-0.0026856i,0.0079176-0.0048145i,0.0039062-0.0033324i,0.0024711-0.001352i,0.0011932-0.0012541i,-0.0019043-0.0019996i
-0.16383-0.13138i,-0.18991-0.073122i,-0.16501+0.019561i,-0.16948+0.064084i,-0.19258+0.045606i,-0.14863+0.019732i,-0.060866+0.018207i,-0.0020065+0.01952i,0.013087+0.0049756i,0.00051519-0.015424i,-0.012516-0.020868i,-0.011147-0.014204i,-0.0070183-0.01112i,-0.009157-0.010275i,-0.0085052-0.0067645i,-0.0037107-0.0035133i,-0.0040371-0.0017804i,-0.0061009-0.00049309i,-0.0033564-0.00077777i,0.001716-0.0025768i,0.0057168-0.0063808i,0.0051331-0.012146i,7.0104e-05-0.013426i
-0.26443+0.022564i,-0.23108-0.010549i,-0.1045-0.013156i,0.0076299+0.06527i,0.044463+0.14333i,0.03987+0.13397i,0.04042+0.068451i,0.041824+0.014399i,0.036827-0.0092863i,0.032685-0.019478i,0.020387-0.027058i,0.0035424-0.020727i,-0.0012118-0.0057942i,0.0027414+0.0028797i,0.0052691+0.0042697i,0.0019022+0.0029909i,-0.0058754+0.0053707i,-0.0091183+0.010487i,-0.0042615+0.0097083i,-0.00039136+0.0029649i,-0.0012172-0.0035027i,-0.0022842-0.0055073i,-0.00030165-0.0042748i
0.028133+0.11391i,0.035723+0.018169i,0.016623-0.11032i,0.04094-0.17597i,0.1096-0.16916i,0.1194-0.11848i,0.062785-0.064462i,0.012558-0.028544i,-0.00025573-0.00038255i,0.016692+0.015469i,0.030987+0.012843i,0.025569+0.0061728i,0.017915+0.0054749i,0.017374+0.0045766i,0.014689+0.0038851i,0.0080619+0.0043315i,0.0041769+0.0034293i,0.0038836+0.0025514i,0.0028116+0.0034049i,-0.00032476+0.0047478i,-0.0028442+0.0073973i,-0.0010771+0.01177i,0.0048526+0.012142i
0.27524-0.084552i,0.24525-0.11035i,0.080597-0.073956i,-0.078709-0.046546i,-0.13645-0.061852i,-0.10273-0.065484i,-0.055935-0.032698i,-0.033446+0.0031222i,-0.021565+0.025203i,-0.0074007+0.035582i,0.0082013+0.029622i,0.013385+0.01186i,0.0084435-0.0015428i,0.0020415-0.0056592i,-0.00053835-0.0042237i,0.001596-0.0026682i,0.0053941-0.0069447i,0.0056203-0.012096i,0.0019073-0.0094243i,0.001195-0.00098394i,0.0040586+0.0056486i,0.0067223+0.0078859i,0.0074225+0.007501i
0.089971-0.21984i,0.11147-0.16591i,0.13272-0.0034517i,0.12366+0.14934i,0.076257+0.21209i,0.030257+0.17933i,0.019784+0.10791i,0.020774+0.049451i,0.0071599+0.0095336i,-0.020441-0.003721i,-0.035532+0.0033299i,-0.029214+0.005492i,-0.021889+0.0038002i,-0.020969+0.0040878i,-0.018031+0.0032866i,-0.010663+0.0010516i,-0.003146-0.0019585i,-0.0011918-0.0048727i,-0.0022224-0.0059984i,-0.0013273-0.005372i,0.00055498-0.007553i,-0.002781-0.010139i,-0.008089-0.0062505i
-0.17473+0.028177i,-0.13273+0.074313i,0.022993+0.025802i,0.15389-0.06771i,0.18182-0.085413i,0.13594-0.037135i,0.078573-0.0083066i,0.043373-0.017314i,0.011008-0.03401i,-0.021366-0.031868i,-0.032525-0.012806i,-0.02413+0.0055999i,-0.009304+0.011857i,0.000942+0.008606i,0.0035994+0.0055022i,0.002584+0.0055083i,-0.00015815+0.0082358i,-0.0017151+0.0089744i,-0.0013003+0.0045344i,-0.0026856-0.0010032i,-0.0064479-0.0044558i,-0.010198-0.0053343i,-0.011841-0.0034953i
-0.047995+0.28274i,-0.053832+0.2895i,-0.11106+0.13239i,-0.20433-0.050176i,-0.24262-0.13329i,-0.18409-0.11886i,-0.104-0.069486i,-0.053593-0.028998i,-0.019611-0.0043926i,0.0091257-0.0014863i,0.020657-0.0088313i,0.01944-0.0080269i,0.019509-0.0056928i,0.021533-0.0076607i,0.020319-0.0067945i,0.013646-0.0027347i,0.0054889+0.0017001i,0.003036+0.0058212i,0.0045193+0.0059012i,0.0023388+0.0043062i,0.00081216+0.0060846i,0.00482+0.0064391i,0.0077367+0.0018953i
0.17941+0.10538i,0.16369+0.083389i,0.029329+0.12411i,-0.083328+0.21856i,-0.11188+0.22918i,-0.10261+0.14409i,-0.078463+0.072078i,-0.043189+0.05078i,0.00084976+0.041943i,0.032008+0.018859i,0.033254-0.0059799i,0.017453-0.016564i,0.0036634-0.012568i,-0.0012493-0.00498i,-0.0013492-0.0022234i,-0.0013052-0.0028353i,-0.00093746-0.0030089i,0.0010408-0.0021105i,0.0038103-0.00091971i,0.0060449-3.8992e-05i,0.0084481+0.00095099i,0.011075-0.00032665i,0.010473-0.0037193i
0.0077803-0.19898i,-0.02193-0.2349i,0.04697-0.14531i,0.21401-0.050169i,0.31431-0.027221i,0.25518-0.03456i,0.13582-0.026515i,0.05853-0.0097553i,0.019248-0.0013952i,-0.0042619+0.0051887i,-0.012225+0.012i,-0.013642+0.013499i,-0.015684+0.01503i,-0.013695+0.018777i,-0.00955+0.018604i,-0.0051733+0.013202i,-0.00087677+0.0034656i,-0.00036527-0.0051193i,-0.0026074-0.0063824i,-0.0024332-0.0054378i,-0.002976-0.0051203i,-0.0060911-0.0025777i,-0.0068624+0.0022389i
-0.25132-0.09311i,-0.29559-0.083407i,-0.19981-0.12244i,-0.086765-0.22245i,-0.030051-0.2698i,0.012624-0.20907i,0.039197-0.12815i,0.024746-0.080911i,-0.011641-0.046101i,-0.035035-0.011938i,-0.032262+0.012109i,-0.013784+0.015849i,-0.00057946+0.0082342i,0.0024177+0.0060074i,0.0030618+0.0076591i,0.0037742+0.005478i,0.0020718+0.0019894i,-0.0017143+0.00088843i,-0.0039162+0.0022803i,-0.0049847+0.0031306i,-0.008297+0.0016678i,-0.010774+0.0038962i,-0.0074402+0.0090525i
-0.087887+0.13406i,-0.050922+0.1871i,-0.066534+0.16079i,-0.17383+0.15705i,-0.22956+0.19882i,-0.15196+0.17699i,-0.057939+0.083584i,-0.026689+0.012008i,-0.019301-0.0093816i,-0.0099217-0.0142i,-0.0059625-0.018467i,-0.0041516-0.018852i,-0.0021458-0.019718i,-0.0030635-0.021014i,-0.0035346-0.017583i,-0.0036774-0.010643i,-0.0033446-0.00075733i,-0.0010339+0.0069156i,0.0017298+0.0063269i,0.0032029+0.003328i,0.00347+0.0015513i,0.0026661-0.0013173i,0.0013406-0.0036536i
0.20002-0.02492i,0.27601-0.051574i,0.24385-0.0072478i,0.19293+0.11028i,0.17637+0.18882i,0.12732+0.16617i,0.058606+0.1118i,0.026932+0.068767i,0.02554+0.031343i,0.031045+0.001434i,0.026018-0.01711i,0.0091105-0.016076i,-0.0016005-0.0057291i,-0.0033421-0.003942i,-0.0054694-0.0036666i,-0.0063061+0.00054043i,-0.0033881+0.0045354i,0.0007645+0.0041152i,0.0025237-0.00091i,0.0023336-0.0047007i,0.0047956-0.00668i,0.0069959-0.010226i,0.0029762-0.01235i
0.12561-0.22462i,0.071449-0.30883i,0.024758-0.28593i,0.039514-0.26771i,0.02767-0.28114i,-0.019959-0.19958i,-0.014504-0.064992i,0.022034-0.00019415i,0.033064+0.010518i,0.031723+0.011466i,0.028848+0.010564i,0.024213+0.011547i,0.021712+0.013035i,0.018294+0.013436i,0.013359+0.011893i,0.0085639+0.0075384i,0.0041186-0.00079112i,-0.00069968-0.0065863i,-0.0046107-0.0058889i,-0.0052872-0.0032448i,-0.0029026-0.0015395i,0.00033854-0.0011342i,0.0010917-0.00086844i
-0.069609+0.010659i,-0.1564+0.052057i,-0.19806+0.060132i,-0.21554+0.012022i,-0.22273-0.024802i,-0.17348-0.020164i,-0.089742-0.013249i,-0.034301-0.015281i,-0.015055-0.0096123i,-0.014099+0.0058287i,-0.011469+0.017655i,-0.00063199+0.013881i,0.0049259+0.0035356i,0.0055652-0.0012353i,0.0067269-0.0022014i,0.0065256-0.0035325i,0.0030714-0.006754i,-0.0021966-0.0066846i,-0.0019741-0.00051043i,0.0009033+0.0038197i,0.00037447+0.0058062i,0.00073913+0.0091969i,0.0051623+0.010369i
0.019662+0.2696i,0.098813+0.35183i,0.1509+0.32138i,0.16949+0.2649i,0.19382+0.21003i,0.17609+0.10696i,0.083802+0.018419i,0.0045013-0.001057i,-0.025526-0.00036721i,-0.04192+0.0025571i,-0.04305+0.010632i,-0.034701+0.01044i,-0.027748+0.006528i,-0.01859+0.0016872i,-0.011258-0.0013904i,-0.0069086-0.00039818i,-0.0023187+0.0024914i,0.0028802+0.0035557i,0.00515+0.00047507i,0.0033765-0.0014295i,0.0012218+0.001406i,0.00024869+0.0056376i,0.00069611+0.0050295i
0.084768+0.10566i,0.18505+0.036953i,0.22095-0.06717i,0.20508-0.11732i,0.1875-0.12279i,0.13499-0.11369i,0.05764-0.070645i,0.014167-0.020889i,0.0015151-0.0015043i,-0.0038237-0.0042882i,-0.010087-0.0079799i,-0.01315-0.0011869i,-0.00832+0.0083388i,-0.0036754+0.010674i,-0.0026203+0.0079048i,-0.0012698+0.0068566i,0.0028895+0.0086394i,0.0069432+0.0062229i,0.0027563+0.00016547i,-0.0036876-0.0013587i,-0.0034446-0.0014624i,-0.0027084-0.0038114i,-0.0051862-0.004492i
-0.13563-0.12888i,-0.21677-0.19989i,-0.25706-0.19037i,-0.27085-0.11799i,-0.26491-0.033434i,-0.1937+0.03517i,-0.084181+0.0426i,-0.019017+0.014421i,0.010479+0.0019006i,0.032781-0.013294i,0.030113-0.029705i,0.017663-0.026442i,0.014829-0.016433i,0.013683-0.0091602i,0.010642-0.0053425i,0.0068256-0.0035353i,0.0045421-0.0023298i,0.0026233-0.0011754i,0.0013026+0.0020397i,0.0015698+0.0030578i,-0.00034826-0.00052547i,-0.0040044-0.0045331i,-0.0059576-0.0031416i
-0.19986-0.092606i,-0.2809+0.012966i,-0.24557+0.13983i,-0.1557+0.19312i,-0.092403+0.19311i,-0.030974+0.16344i,0.015321+0.09187i,0.016033+0.028538i,0.0087201+0.0056474i,0.010869+2.8576e-06i,0.01279-0.0041747i,0.0092117-0.0094851i,0.0016893-0.010243i,-0.00012903-0.0053547i,0.00098245-0.0011177i,0.00043319-0.00068196i,-0.0014311-0.0024499i,-0.0021333-0.0035633i,0.0026458-0.0036558i,0.005477-0.0054843i,0.0018234-0.0045004i,-0.00080623-0.0001928i,0.00092956+0.0018165i
0.092399-0.029394i,0.17413+0.045175i,0.23387+0.066618i,0.24165-0.010896i,0.19784-0.10161i,0.11395-0.12305i,0.045436-0.075571i,0.01634-0.028469i,-0.0055771-0.0051393i,-0.019548+0.019536i,-0.010032+0.033905i,0.0016405+0.026427i,0.00040124+0.015293i,-0.003661+0.012324i,-0.0015664+0.012594i,0.0016203+0.0090519i,-0.00079096+0.0057431i,-0.0028507+0.0034108i,-0.0029521-0.00061163i,-0.0043167-0.0018489i,-0.0040491+0.00087485i,0.0011021+0.0022549i,0.0041503-0.00073921i
0.22066-0.064053i,0.2551-0.1694i,0.18205-0.23188i,0.08436-0.21881i,0.016882-0.17641i,-0.021832-0.11852i,-0.027701-0.052915i,-0.013194-0.016053i,-0.010946-0.0038703i,-0.017+0.0055032i,-0.017119+0.011059i,-0.0085181+0.011587i,0.00026385+0.0065743i,7.7997e-05+0.0031011i,-0.0014672+0.0026131i,-0.00083168+0.001642i,0.00083817+0.0038064i,0.0015724+0.0077969i,-0.0019851+0.011807i,-0.0020813+0.013045i,0.0023288+0.0078546i,0.0039849-0.00024928i,0.0032074-0.0049505i
0.018658+0.057705i,-0.086238+0.0055294i,-0.18592+0.0039969i,-0.16895+0.083739i,-0.060997+0.12815i,0.01815+0.094376i,0.031655+0.045086i,0.021423+0.015946i,0.01639-0.0043127i,0.0063328-0.023221i,-0.010318-0.024442i,-0.018316-0.0099964i,-0.014453-0.00015952i,-0.0094377-0.0010598i,-0.010397-0.0014607i,-0.0097916+0.00066268i,-0.0043747+0.0010209i,0.00032516+0.001569i,0.004804+0.0036708i,0.0082252+0.0022642i,0.0064574-0.0024206i,0.00032488-0.0041839i,-0.003304-0.0011988i
-0.10917+0.20228i,-0.14409+0.28497i,-0.096724+0.28309i,-0.023268+0.21021i,0.0090952+0.12883i,0.01379+0.057369i,0.0090698+0.008279i,0.0045025-0.012445i,0.005731-0.018534i,0.0086078-0.020309i,0.0064421-0.017679i,0.00075028-0.0080874i,0.0010887+0.0011666i,0.0045821+0.0011319i,0.0041398+0.00068201i,0.0026162+0.00027758i,-0.0015937-0.0056134i,-0.0049614-0.010661i,-0.0045515-0.014235i,-0.0061466-0.01532i,-0.0066389-0.0093803i,-0.0034275-0.00077742i,0.00085725+0.0053648i
-0.057904+0.0074919i,0.037796-0.014482i,0.11524-0.062017i,0.069576-0.090655i,-0.023078-0.049033i,-0.049526+0.018286i,-0.030973+0.036963i,-0.022831+0.026236i,-0.016557+0.023741i,0.0019917+0.022878i,0.015126+0.0096707i,0.016957-0.0066334i,0.014265-0.01215i,0.012018-0.010418i,0.011348-0.0096423i,0.0085832-0.0086395i,0.0030155-0.0068688i,-0.0049326-0.0075018i,-0.011169-0.0078379i,-0.011931-0.0046062i,-0.007825-0.00052716i,-0.00071098+0.00069342i,0.0026727-0.00058581i
-0.054621-0.24508i,-0.023182-0.34801i,-0.024749-0.33819i,-0.033406-0.22974i,0.013121-0.12666i,0.061528-0.059297i,0.063535-0.010977i,0.047939+0.020839i,0.033881+0.031937i,0.016312+0.028817i,0.0046235+0.019056i,-0.0017672+0.00565i,-0.0090107-0.0018199i,-0.011672-0.0015165i,-0.0086987-0.0010865i,-0.0044813+0.0014806i,0.0023167+0.0054942i,0.0067663+0.0069926i,0.0071579+0.0086421i,0.0088465+0.0071058i,0.0083851+0.0028395i,0.0033996-0.00013727i,-0.0019433-0.0022028i
0.022377-0.11275i,-0.027198-0.06283i,-0.053433+0.014444i,-0.0088481+0.022417i,0.02924-0.045852i,0.016038-0.10573i,0.006281-0.095123i,0.022871-0.06657i,0.021462-0.053248i,-0.00048793-0.031183i,-0.01014-0.0034556i,-0.0071321+0.013268i,-0.003806+0.017998i,-0.0019305+0.018724i,0.00086638+0.018744i,0.004818+0.015677i,0.0092926+0.0096699i,0.013731+0.0056301i,0.016916+0.0040445i,0.014999+0.001156i,0.0078292-0.0012026i,0.00044973+0.00014032i,-0.0044716+0.0023949i
0.21183+0.15777i,0.24956+0.25974i,0.21797+0.27627i,0.13192+0.21043i,0.010617+0.15549i,-0.070267+0.12875i,-0.081091+0.072787i,-0.076477+0.010643i,-0.066659-0.016821i,-0.039916-0.020982i,-0.017529-0.014987i,-0.0018654-0.0039997i,0.012961+0.0026686i,0.018594+0.0029888i,0.017388+0.0012182i,0.011588-0.0018903i,0.0029709-0.0024855i,-0.00076235-0.0011899i,-0.00089152-0.0023392i,-0.0019097-0.0020443i,-0.0012003-0.00025375i,0.0015371+3.3327e-05i,0.0044801-0.00078925i
0.11379+0.14214i,0.15245+0.11374i,0.13115+0.02812i,0.057711+0.0074449i,0.039272+0.078823i,0.076691+0.12504i,0.068282+0.10874i,0.021159+0.096144i,0.0059563+0.086626i,0.012441+0.049566i,0.004511+0.011942i,-0.007024-0.0035972i,-0.0087319-0.0077011i,-0.0067832-0.010237i,-0.007262-0.010612i,-0.0097103-0.0080205i,-0.011871-0.0031992i,-0.0141+0.00029932i,-0.015102+0.0020071i,-0.01106+0.0035949i,-0.0045009+0.0025907i,0.00068401-0.00080531i,0.0055894-0.0038135i
-0.21934+0.01527i,-0.3276-0.031099i,-0.31209-0.059534i,-0.19034-0.081484i,-0.064484-0.13784i,0.0091953-0.16538i,0.050334-0.11114i,0.082193-0.043911i,0.083137-0.013652i,0.052065+0.00011473i,0.022906+0.006777i,0.0031011+0.0048433i,-0.011081+0.0062904i,-0.014787+0.0091592i,-0.012764+0.0097167i,-0.0064173+0.011677i,-0.00027294+0.0095544i,0.00076987+0.0068655i,0.0011751+0.0059095i,0.0005588+0.0017694i,-0.0022345+0.00038417i,-0.0023632+0.0025712i,-0.0012019+0.0047348i
-0.20172-0.018518i,-0.25006+0.026635i,-0.18616+0.076361i,-0.071951+0.038542i,-0.046291-0.0476i,-0.088921-0.080909i,-0.087441-0.075264i,-0.057284-0.084881i,-0.0512-0.082682i,-0.046493-0.04612i,-0.023997-0.014617i,-0.0042055-0.0065054i,0.0024824-0.0045245i,0.0046614+0.00090431i,0.008234+0.0039211i,0.011399+0.0017399i,0.012378-0.0024905i,0.012355-0.0055199i,0.0096768-0.0060725i,0.0028084-0.0043085i,-0.0042509-0.0004072i,-0.0078421+0.0054778i,-0.0085991+0.010809i
0.10308-0.082807i,0.19881-0.09352i,0.21339-0.068057i,0.16372-0.0059832i,0.12389+0.07281i,0.087107+0.11271i,0.021375+0.094941i,-0.045686+0.067843i,-0.066327+0.051985i,-0.049922+0.028839i,-0.03127+0.010986i,-0.014869+0.0063298i,-0.0027102+0.0011404i,0.0011347-0.0015687i,0.0011259-0.0011204i,-0.002022-0.0017452i,-0.005478-0.00048878i,-0.0047749-0.00022303i,-0.001538-0.0026621i,0.0010758-0.0038219i,0.0012299-0.0059367i,-0.0026737-0.0084818i,-0.0059833-0.0077128i
0.12996-0.13197i,0.14061-0.22822i,0.059562-0.23309i,-0.020837-0.096391i,-0.0047394+0.031004i,0.05973+0.050683i,0.086921+0.033112i,0.087094+0.033988i,0.084348+0.029964i,0.066999+0.010499i,0.036546+0.00089379i,0.014852+0.006893i,0.0073451+0.010698i,0.0018295+0.0084934i,-0.0036833+0.0095002i,-0.0057613+0.011245i,-0.0054651+0.011451i,-0.0051997+0.011868i,-0.0045834+0.010562i,-0.00084978+0.0052031i,0.0049669-0.0033076i,0.0068354-0.012324i,0.0037149-0.017837i
-0.050709+0.021932i,-0.12856+0.057148i,-0.17253+0.076687i,-0.16656+0.073121i,-0.13962+0.052306i,-0.09871+0.016674i,-0.038362-0.025644i,0.0072555-0.062471i,0.017112-0.069633i,0.019305-0.049741i,0.019345-0.035821i,0.0096621-0.027602i,0.0049345-0.015013i,0.0072583-0.008808i,0.0083918-0.0082448i,0.010722-0.007241i,0.011323-0.0080585i,0.0084404-0.007348i,0.0061107-0.0032042i,0.0051711-0.00014752i,0.0069057+0.0020157i,0.011608+0.0016424i,0.014248-0.0013314i
0.013115+0.089921i,0.063233+0.17004i,0.13474+0.14796i,0.13844+1.7369e-05i,0.063058-0.10622i,-0.0023561-0.081761i,-0.033556-0.019598i,-0.058575+0.01339i,-0.070811+0.02784i,-0.062118+0.030345i,-0.046463+0.017477i,-0.035363+0.0016242i,-0.023369-0.0047114i,-0.011288-0.0074955i,-0.0046915-0.011096i,-0.0030505-0.014768i,-0.0041417-0.017895i,-0.0055237-0.018773i,-0.0067079-0.015461i,-0.0080827-0.0064011i,-0.0076882+0.004845i,-0.0029474+0.013402i,0.0045358+0.016929i
0.14446-0.0088714i,0.20931-0.05901i,0.2084-0.11587i,0.14905-0.14684i,0.098813-0.14594i,0.06048-0.105i,0.037325-0.02388i,0.04504+0.037786i,0.043347+0.043074i,0.01593+0.037585i,0.0046244+0.044962i,0.012308+0.043175i,0.011358+0.029965i,0.0025676+0.021407i,-0.0028318+0.020781i,-0.0049571+0.021821i,-0.0055671+0.019892i,-0.006316+0.015211i,-0.0063355+0.0089061i,-0.0056922+0.0041351i,-0.0084945+0.0023788i,-0.012549+0.0049157i,-0.012163+0.0092329i
