-0.0011227-0.0014012i,-0.0010504-0.0019248i,-0.0015334-0.0016672i,-0.0011415-0.00055193i,-0.00086859+0.00069636i,-0.00055087+0.0014586i,-0.00020397+0.0013452i,0.00056243+0.00065958i,0.0014882+4.6527e-06i,0.0016134-0.0010614i,0.00093343-0.0011358i,0.00018761-0.00057062i,0.00051453-0.00077848i,0.00067451-0.00089047i,0.00024881-0.00022162i,-0.00026548+0.00042084i,-0.00034536+0.00035172i,-0.00024862+0.0003324i,-0.001034+0.00029272i,-0.0010661-1.2899e-06i,-0.00022286-0.00045879i,0.00015692-0.00084985i,2.1289e-05-0.00060369i
0.0031303-0.0016387i,0.0034375-0.001575i,0.0018847-0.0021526i,0.00047022-0.0015021i,0.00056692-0.00080658i,0.0010103-0.00039721i,0.00066546+0.00052633i,-0.00034548+0.0005837i,-0.0010052-0.00035844i,-0.00049415-0.00022929i,-0.00029302+0.00019715i,-0.00079403+0.00051074i,-0.00062676+0.00064683i,0.00038247+0.00078188i,0.00078986+0.00030577i,-0.0002104-0.00017308i,-0.0012011-0.00021159i,-0.00076039-0.00044748i,-6.6878e-05-0.00018625i,0.00030879+0.00078813i,0.00056863+0.0012597i,0.00095339+0.0013357i,0.0012742+0.00058655i
-0.002421+0.0017382i,-0.0038021+0.001248i,-0.0032001+0.0022341i,-6.0646e-05+0.0022102i,0.0021419+0.0010862i,0.0020324-7.9837e-08i,0.00078965-0.0003095i,-0.00021683-0.0003106i,-0.00036843-1.5565e-05i,-0.00020198+0.0003384i,0.00012421-0.00018921i,0.00051497-9.0018e-05i,0.00067622+0.00034466i,6.3023e-05-0.00016898i,-0.00044787-0.00043564i,-0.00025267-9.6046e-05i,8.362e-05+0.00047098i,0.00041687+0.00042311i,-2.4159e-05+0.00022403i,-0.00027823-0.00021902i,-0.00087405-0.0006558i,-0.0017061-0.00082069i,-0.0012294-0.00069922i
-0.00024539-0.00031509i,0.00039304-0.0011295i,0.0012755-0.0017503i,0.0015749-0.000925i,0.0015989-0.00028865i,0.0013712-0.00054255i,0.00074937-0.00083858i,0.00075077-0.00075021i,0.001138-0.00055827i,0.00083486-0.0003165i,0.00021819+0.00018928i,-0.00040219+0.00063091i,-0.00072546+0.00028976i,-0.00035926-0.00084077i,0.00018918-0.0012001i,0.00064553+5.6416e-05i,0.00048382+0.00042767i,0.00028859+0.00017597i,0.00026434+0.00032382i,0.00072713+0.00051426i,0.00079486+0.00061949i,0.00017254+0.00036881i,-0.00057385-0.00037926i
0.0018211-0.0014585i,0.0020733-0.0015921i,0.00033856-0.00050975i,-6.499e-05+0.00012032i,0.0013921-0.00042646i,0.002182-0.00099701i,0.0010022-0.00052799i,-0.00034297-4.1599e-05i,1.0164e-05+0.00017079i,-2.7694e-05+0.00040925i,-0.00012627+0.00014755i,0.00022964-0.00078921i,-9.259e-05-0.00039082i,-0.00064035-3.5067e-05i,-0.00036177-0.00064774i,-0.00024498-0.00068222i,-0.00040092+0.00034593i,-0.00032268+0.0007954i,-6.4851e-05+0.00047721i,0.0002709+0.00043232i,-4.3853e-05+0.00031523i,-0.00069525-0.00019871i,-0.00070504-0.00072466i
-0.0012116+0.0031257i,-0.0015707+0.0032598i,-0.00025483+0.0026975i,0.0011217+0.00046243i,0.0016216-0.00075648i,0.00062052-0.00020745i,-0.00018752+0.00045246i,0.0003534+0.00040179i,0.00048372+5.0209e-05i,3.004e-05+1.4835e-05i,0.00015151-0.00024856i,0.00011183-0.00063443i,-0.00050865-0.00048977i,-0.0012056-0.00024737i,-0.0011403-8.9152e-05i,-0.00042621+0.00014516i,-0.00035052+0.00041208i,0.00021864-0.00017882i,0.00085395-0.00015605i,0.00038815+0.00083807i,-0.00043023+0.00052713i,-0.00046553-0.00015822i,-0.00010823+5.3129e-05i
-0.0017401-0.0014338i,-0.0018767-0.0024279i,-0.00027125-0.0021068i,0.0010689-0.00072589i,0.0016195-0.0011852i,0.0013384-0.0021823i,0.00047986-0.0022083i,-0.00015628-0.0019481i,-7.3576e-05-0.0017348i,-0.00015979-0.001262i,-0.00055206-0.0004467i,-0.00082037-0.00043757i,-0.00069445-0.00063604i,-0.00041249-0.00060925i,-0.00050402-5.8918e-05i,-2.2731e-05+0.00016187i,0.00075247-0.00037295i,8.4063e-05-0.00027546i,-0.00012259-0.00026518i,9.9985e-05-0.00064976i,0.00029219-0.001236i,7.5941e-05-0.00089127i,-0.0006317-0.00078165i
0.0011969+0.0012203i,0.0012931+0.0013116i,0.0021896+0.0019084i,0.0020921+0.0013336i,0.0021164+0.00020788i,0.0011096-0.00087449i,5.1778e-05-0.0011113i,-0.0005551-0.0005823i,-0.00026646-8.0289e-05i,-4.4128e-05-0.00020584i,-4.7833e-05-0.00049649i,-0.00018813-0.00034053i,-0.00095556-0.00031193i,-0.0011715+4.3685e-05i,-0.00072495+0.00093916i,-0.00034382+0.0011453i,-0.00030441+0.00106i,-0.00034378+0.0007622i,-5.7454e-05+0.00040519i,0.00018228+0.00058135i,-5.0378e-05-6.8036e-05i,-0.00044878-0.00091521i,4.6833e-05-0.00070078i
-0.0024148-0.0018848i,-0.0024915-0.00065162i,-0.0039003+0.0023565i,-0.0023916+0.0036506i,0.00097615+0.0027059i,0.0021627+0.00051144i,0.0010902-0.00089866i,0.00034487-0.00034576i,0.00023391+0.00089174i,-0.00034474+0.00060964i,0.00016241-4.7369e-05i,0.000878+0.00047575i,0.0012103+0.00067696i,0.00041576+0.00025628i,-0.00049637-0.00028604i,-0.00033352-0.00027912i,-0.00020431+0.00016431i,0.00011931+0.00031166i,0.00027758-4.6648e-05i,0.00029147-0.00034054i,-0.0004708-0.00038818i,-0.00072573-0.0002745i,5.8553e-06-0.0001838i
-0.00013538-0.00186i,0.00012129-0.0013374i,0.00018127-0.00086333i,-9.1422e-06-0.00040836i,0.0005895-0.00013186i,0.0023212-0.00045683i,0.0020565-0.00035187i,0.00027671+8.377e-05i,-0.0008992-0.00010233i,-0.0014506+0.00027417i,-0.001059+0.00086213i,-0.00042361+0.0002688i,-0.0010202+0.00054679i,-0.00077943+0.0010548i,0.00041996+0.0012069i,-5.1584e-05+0.00075341i,-0.0010627-2.7729e-05i,-0.00099674-3.2217e-06i,-0.00031875+0.00024984i,-0.00020264+0.00039538i,-6.568e-05+3.9356e-05i,-6.0481e-05-9.469e-05i,-0.00025831+0.00010319i
0.00090298-0.0022379i,0.00076951-0.0027045i,-6.9344e-05-0.0028846i,-1.5074e-05-0.0021123i,0.00048133-0.0014068i,0.0013464-0.00061888i,0.0010685+0.0001138i,-0.00043194-0.00035626i,-0.00078124-0.00060354i,-0.00072973-0.00035806i,-0.00069066-0.00016814i,-0.00045631-0.00016311i,-0.00046312-0.0001899i,0.00033766-0.00021119i,0.00069838-0.00016101i,0.00037687+0.00040588i,-0.00022067+6.0665e-05i,-0.0010816-0.00063401i,-0.00076254-0.000806i,9.4538e-06-0.00056128i,-0.00028524+0.00016151i,-0.00043408+0.00034302i,6.0651e-05+0.00047345i
-0.0013421+0.00069547i,-0.00029471+0.001181i,0.0010006-5.5084e-05i,0.001388-0.00088604i,0.0021219-0.00077517i,0.0026363-0.00069289i,0.0013904-0.00069039i,0.00033093-0.0012607i,-0.00029679-0.000797i,-0.00068502-0.00034526i,-0.0006422-0.0007865i,-0.00028595-0.00077653i,0.00019275-0.00042739i,0.00036324-0.00071547i,5.1557e-06-0.00073724i,-0.00048011+0.00015838i,-0.00037296+0.00094192i,0.00042176+0.00054738i,-0.0003245+0.00041056i,-0.0011948+9.683e-05i,-0.00042846+0.0002808i,0.00035887+0.00056804i,1.8676e-05+0.00017661i
-0.0026552+2.4751e-05i,-0.0029273-5.0596e-05i,-0.0012175+0.00012716i,-0.00049116+0.0011079i,0.00016321+0.00075569i,0.00052724-0.00031584i,0.00010714-0.0010321i,-8.2149e-05-0.00094547i,0.00032069-0.00078837i,0.00061576-0.00070237i,0.00055067-0.00010795i,-0.00024513+0.00017897i,-0.00092043-0.00053202i,-0.00098644-0.00099625i,0.00057116-0.00063219i,0.0012797+0.00015359i,-0.00020487+0.00070281i,-0.00052291+0.00082732i,-0.00012044+0.00072049i,0.00017264+0.00042855i,0.00057285-0.0003942i,-2.9694e-05-0.00083489i,-0.00062463-0.00026321i
-0.00037556-0.00039108i,0.00034351-0.00037634i,0.00039689-0.00015473i,0.00060307+0.0011667i,0.0017155+0.001152i,0.0011613-0.00073279i,0.0003308-0.0012114i,0.0002696-0.00075537i,-0.00013932-2.1113e-05i,-0.00071687+0.00022142i,-0.00039974-0.00033348i,0.00050112-0.00041342i,0.00035025-0.00012668i,0.00027649-0.0010002i,0.00046565-0.0010702i,0.00047846-0.00040132i,0.00012893-0.0002623i,0.00015508-0.00068914i,0.00050053-0.00080512i,0.00047167-0.00043968i,1.15e-06-0.00058938i,-0.00023237-0.0011021i,-0.00022886-0.00093249i
0.00020749+7.2833e-05i,0.00072982+0.00027986i,0.0023301+0.00079531i,0.0021799+9.0302e-05i,0.00099175-0.00068531i,0.00036575-0.00050937i,0.00040903-0.00035313i,0.00038906+0.00011876i,0.00021816+0.00011074i,0.00032696-0.00031277i,0.00036691-0.00065926i,9.9645e-05-0.00039825i,-0.00074223-6.668e-05i,-0.0011578-0.00045266i,-0.00077393-0.00087727i,-0.00051917-0.00022973i,-0.00016645+0.00079122i,0.00014441+0.00082841i,-0.00011534+0.00016461i,-0.00036781-2.9706e-05i,-0.00021752-0.00026258i,9.7005e-05-0.000758i,-0.0003849-0.00036394i
-0.00092897+0.0028973i,-0.0010462+0.0026605i,0.00057021+0.0032681i,0.0025482+0.0018239i,0.0035631-0.0010514i,0.0022212-0.0023745i,0.0013517-0.0011021i,0.0009701+0.00034136i,-0.00029929+0.00062956i,-0.00073408+0.00038893i,-0.00086254-0.0002436i,-0.00063635+9.5829e-05i,-0.00047348+0.00013484i,-0.000447-7.0955e-05i,-0.0006317-0.00049418i,-0.00095468-0.00076093i,-0.00058672-0.00055259i,7.6934e-05-0.00014478i,0.00018505+0.00015564i,-8.5078e-05-0.00022858i,-0.00045848+9.7878e-06i,-0.00042433+0.00083988i,-0.00057454+0.0010932i
-0.00040695+0.0029491i,0.00039781+0.0020355i,0.0014348+0.0014297i,0.0022216+0.0010932i,0.0023586-0.00039304i,0.00083825-0.0018387i,-9.6939e-05-0.0013878i,8.3436e-05-0.00041941i,0.00078401+0.00041282i,0.0012574+0.00037575i,0.00089041-0.00024707i,0.00016953-0.00054914i,-0.00040407+0.0002115i,-0.00074706+0.00085806i,-0.00032888+0.00036839i,-0.00028502-7.7214e-05i,-0.00041948-0.00014929i,-1.9593e-05-3.6065e-05i,0.00036273+0.00017115i,0.00032672+9.7785e-05i,-0.00025641-4.0239e-05i,-0.00072977-0.00027071i,-0.00030205-0.0007848i
-0.00097137-0.00031414i,-0.00016626-0.0010348i,-0.00042228-0.0008548i,-0.00014333+0.00026844i,0.0011088+0.0014411i,0.0018418+0.00095591i,0.001778-6.6266e-05i,0.00075111-0.00067551i,-0.00032522-0.00027359i,-0.00079601+0.00075925i,-0.0010536+0.00081003i,-0.0012934+0.00070193i,-0.00098396+0.00056355i,-0.0010989-7.7781e-05i,-0.00073565-0.00059961i,0.0002045-0.00029511i,-8.9184e-05+0.00083367i,-0.00020725+0.00087451i,0.00064312+0.00014555i,0.00053775+0.00034782i,2.9054e-05+0.00028866i,-9.4693e-05-2.6048e-05i,-0.00041457-0.00050632i
-0.00077895+0.0010523i,-0.0012717+0.0016085i,-0.00034212+0.0021629i,0.0011098+0.0018722i,0.0027047+0.00075628i,0.0023455-0.00063174i,0.0011042-0.00091704i,-6.7087e-06-0.00066991i,-0.00026801-0.00021825i,-7.0764e-05+0.00018105i,-7.5931e-05+0.00028376i,-0.00035442-0.00021216i,-0.0011038-0.0010316i,-0.0010144-0.0015041i,-0.00027645-0.00049242i,-0.00029301+0.00074155i,-0.00029743+0.00064437i,-6.6431e-05+0.00028673i,4.1276e-05+0.00058215i,-0.00025391+0.00085923i,-0.00027625+0.00051632i,-0.00040968-0.00044319i,-0.00020855-0.00050219i
-0.0012468-0.00018284i,-0.0015299-0.00031746i,-0.00075262+0.0015801i,0.0009997+0.0024304i,0.0024705+0.0014869i,0.0021244-0.00045969i,0.0011399-0.0015938i,0.00012234-0.0009916i,-0.00022137-0.00030889i,0.00045562+0.00065666i,0.00065934+0.0010103i,2.6933e-05+0.00088735i,-0.001072+0.0010011i,-0.0012597-0.000152i,-0.0006528-0.00075252i,-0.00051417-0.0005208i,-5.8225e-05+0.00017243i,-5.1191e-05+0.0006711i,-0.00020182+0.00029125i,-1.0415e-05-0.00050318i,0.00027312-0.00091625i,0.00011263-0.00064329i,4.3825e-05+1.9717e-05i
-0.001313+0.00034775i,-0.00041182+0.00038709i,0.0007741+0.0013239i,0.0017309+0.0013071i,0.0018865-0.00017076i,0.0021911-0.00044985i,0.0020781+2.8707e-05i,0.0011378-0.00034355i,0.00071828-0.00049067i,0.00026755+7.1193e-05i,0.00013681+0.00038901i,-5.4363e-05-0.0002195i,-0.00094453-0.00073288i,-0.0011258-0.00047814i,-0.00081835-0.00038322i,-0.00082897+0.00019505i,-0.00060423+0.0005618i,0.00019692+0.00062461i,0.00064507+5.18e-05i,0.0002107-0.00026027i,0.00038677+0.00024853i,0.00059618+0.00018712i,-0.00010159-6.8904e-05i
0.0011646-0.00086805i,0.00020631-0.00069681i,-0.00053046-0.00014132i,-0.00069668+3.6476e-05i,-0.0010092-0.00043411i,-0.00074325-0.00057372i,-0.00021818+9.1036e-07i,5.8924e-05+0.00050499i,1.8498e-05+0.00042251i,0.00028312+0.0002257i,0.00051033-0.00052654i,-4.5887e-05-0.0010738i,-0.00081317-0.0010508i,-0.00014146-0.0006845i,1.5224e-06+0.00018066i,-0.00064156+0.00039043i,-0.00014817-0.00012032i,0.001013-0.00076603i,0.0011286-0.00036204i,-0.00010036+0.00018361i,-0.00040509+0.00034545i,-0.00054459+0.00012898i,-0.00081335+8.9039e-05i
-0.00032487+4.3929e-05i,-0.0011094-0.00038935i,-0.0010486+0.00089311i,0.00013384+0.0017383i,0.0020113+0.0011237i,0.0021841-0.00052792i,0.00080817-0.0015223i,-8.0614e-05-0.0015538i,3.8349e-05-0.0008391i,0.00059345+0.00060415i,0.00047648+0.0013425i,6.5329e-05+0.00057443i,0.00016729+9.734e-05i,-3.4918e-06-0.00039059i,8.1296e-05-0.00020286i,0.00076591+0.00042667i,0.00073496+0.00029488i,0.0002355-0.00021005i,-0.00022708-0.00023164i,-0.00063095+8.122e-05i,-0.00055884-0.0001484i,-0.0005759-0.00015349i,-0.00057681+0.00087135i
-0.00018128+0.00073172i,-0.00095032+0.0014036i,-0.00027142+0.0011892i,0.0013336+0.00078371i,0.0026792+0.0006089i,0.0021196+6.8889e-05i,0.001412-0.00040329i,0.0010285-0.00033499i,0.00057777-0.00043737i,0.00080912-0.00029767i,0.00024237-0.000247i,-0.0005152-0.00060468i,-0.00035038-0.00045191i,-0.00047431+9.4497e-05i,-0.00040911+0.00018071i,-0.0001145+0.00065989i,-0.00010027+0.00027166i,-0.00029617-0.00081566i,-0.00031335-0.00054916i,-0.00062036-0.00012818i,-0.0011081-4.2133e-05i,-0.0012143+0.00020068i,-0.0011885+4.0078e-05i
-6.9919e-05-6.5475e-06i,-0.00021466+3.2553e-05i,-0.0011168+0.0017937i,-0.00040462+0.0019543i,0.0018392+0.00033658i,0.0024279-0.001109i,0.00089401-0.001069i,-0.0004175+7.5316e-06i,-0.0002325+0.00054344i,0.00027235+7.2998e-05i,0.00031785-1.2194e-06i,-6.6971e-05-0.00023474i,-0.00058323-0.00010538i,-0.00016231-0.00028047i,0.0008603-0.00096638i,0.00065043-0.00047941i,-0.00032133+0.00043438i,-0.0004681+0.00028752i,-3.716e-05-0.00031159i,-9.8583e-05+0.00012669i,-0.00025424+5.3382e-05i,-0.00032682-0.0002397i,0.00011671-8.9914e-05i
0.0009582-0.00038459i,0.00055379+0.00010738i,0.00016549-0.00060371i,0.00021739-0.0011714i,8.8275e-05-0.0012348i,0.00035057-0.0010542i,0.0006728-0.00092908i,0.00062655-0.0010257i,0.0011225-0.00063788i,0.0013183-0.00064939i,0.00052747-0.00082106i,-2.1804e-05-5.3633e-05i,-0.00041988+0.0007236i,-0.00013752+0.00058948i,0.00071536+0.00041593i,0.001065+0.00036914i,0.00073562-7.3867e-05i,8.3878e-05-0.00017308i,-0.000348+4.5036e-06i,8.0134e-05-0.00019114i,0.00065964+3.4637e-05i,0.00045858+2.1208e-05i,-1.1856e-05+0.0002569i
-0.00075269+0.00027842i,-0.0012262+0.0013754i,-0.00044131+0.0020107i,0.0012843+0.0010355i,0.0021418-0.00016771i,0.0014663+4.8762e-05i,0.00053927-0.00031796i,0.00018321-0.0011211i,0.00038333-0.0013764i,0.00050059-0.001043i,0.00036863-0.00053616i,0.00041044+8.5875e-05i,0.00029466+0.00051779i,0.00011189+1.1344e-05i,0.00013995-7.0599e-05i,0.00029193-0.00012096i,6.7057e-05-6.0281e-06i,0.0001454+0.00032781i,0.00015084+0.00052181i,-0.00045464+0.00018508i,-0.00056259-0.00016016i,-0.00015867-0.0003374i,-0.00064921-0.00011754i
0.00084881-0.001503i,-0.00031303-0.0023917i,0.00095377-0.002411i,0.0017694-0.001951i,0.0023576-0.0012851i,0.0028758-0.00097536i,0.0017542-0.0008133i,0.00019354-0.00084589i,-0.00063664-0.00029666i,-0.00078634+0.00041565i,-0.00097941-0.00024849i,-0.00076627-0.00075337i,-0.00030414-8.1744e-05i,-0.00032353-2.4866e-05i,-0.00068664-0.00014066i,-0.00019539+0.00024547i,0.00033048+0.00034279i,0.00079883+0.00062502i,0.00089044+0.00069221i,0.00065314+0.00032867i,0.00050742+0.00024742i,7.4549e-05+0.00010289i,0.00011445+0.00026599i
0.00049114+8.9789e-05i,-0.00011704+0.00047106i,0.00011874+0.00080502i,0.00064418+0.0018285i,0.0012492+0.0014662i,0.001291+0.00011318i,0.00086224-0.00099967i,-4.9511e-05-0.00082079i,-0.00023547+5.9545e-08i,0.00023952+1.1735e-05i,0.00039892-0.00071381i,1.884e-05-0.0013446i,-0.00035737-0.0010075i,-0.00077749-0.00022569i,-0.0010087-2.62e-05i,-0.00029356-0.00017667i,0.00050664+0.00032978i,0.00014577+0.00045202i,-0.00012495+0.00067219i,-0.00014994+0.00042996i,-0.00063616+0.00037767i,-0.00025799+0.00015245i,0.00056279-0.0004546i
-0.0014675+0.0025472i,-0.001389+0.00261i,0.00068684+0.0020043i,0.0016758+0.00076088i,0.0019013-0.00079651i,0.0010315-0.0020292i,0.00012764-0.0013545i,0.00030763-0.00010959i,0.00031199+0.00053064i,0.0002904+1.2493e-05i,0.00039308-0.00046252i,-0.00019604-2.6108e-05i,-0.00050203+0.00013087i,-0.00081666+0.0002401i,-0.00043675+0.00010239i,0.00037123-0.00010808i,0.00065202-9.0822e-05i,0.00074478-0.00068838i,7.5422e-05-0.00039553i,6.2797e-05-0.00018613i,0.00012137-0.00047735i,-0.00043423-0.00017911i,-0.00011099+1.9562e-05i
0.0020008-0.0019396i,0.0029031-0.0015605i,0.0035572-0.0010514i,0.0028863-0.00038947i,0.0022237-0.00099789i,0.0016747-0.0013389i,0.00070335-0.00098808i,-0.00021823-0.00049049i,-0.00032407-0.00030644i,-0.0002686-0.00060846i,5.0525e-05-0.00015177i,-0.00020722+0.00030549i,-0.0011288-0.00021961i,-0.0011034-0.00091626i,-0.00035361-0.00017448i,8.6938e-05+0.00059604i,0.00049586+0.00092835i,0.00038733+0.00048717i,0.00059221+0.00024465i,0.00049222+0.00053655i,0.00032317+0.00012055i,0.0006348-2.5544e-06i,0.00074773-8.4902e-05i
0.00097798+0.010963i,0.00044234+0.014308i,0.0064385+0.011548i,0.0092909+0.0029397i,0.0074286-0.0034467i,0.0023311-0.0056865i,-0.00077291-0.0033799i,-0.00042232-0.0011402i,0.00049268-0.00021151i,0.0012573-0.00019257i,0.00090553-0.0014004i,-0.00033038-0.0021624i,-0.0014247-0.0016581i,-0.0022925-0.00082646i,-0.0021712-0.00029809i,-0.00046536+0.00022321i,0.0011234-9.225e-05i,0.00094467-0.0012027i,0.00036492-0.001057i,0.00081372-5.627e-05i,3.9097e-05-0.00012824i,-0.00063892-0.00029887i,3.4447e-05+0.00037632i
0.00025971-0.0043854i,-0.001091-0.0054629i,-0.0043701-0.0050938i,-0.0045231-0.0016646i,-0.0029446+0.0010849i,-0.0006605+0.0016094i,0.00030613+0.00029009i,-0.00012451-0.00045741i,-0.00094387-0.00017161i,-0.0014869+0.0003101i,-0.0010171+0.0010248i,-0.00044154+0.0008449i,-5.566e-05+0.00064052i,0.0010316+0.0011925i,0.00089264+0.001134i,0.00029139+0.00025396i,7.9417e-05-2.7138e-05i,-0.00015583+0.0002533i,-0.00049277+0.00046415i,-0.00011319+0.00011994i,0.0006199-0.00016858i,0.00099678-0.00059915i,0.0015247-0.00082746i
0.00042788-0.0039386i,2.6826e-05-0.0045003i,-0.0023004-0.003058i,-0.0031579-0.00094099i,-0.001161+8.5272e-05i,0.0011234+0.00062977i,0.0019388+0.00032582i,0.0010762-0.00052611i,0.00084853-0.00038613i,0.00067336+0.00088561i,-0.00044082+0.0012863i,-0.00057801+0.00096566i,-0.00056075+0.00067752i,-0.00028418+0.0005144i,0.00046117+0.00015403i,-0.00010266-0.00015121i,-0.0010826-0.00018133i,4.2958e-05+8.2672e-05i,0.00099343+0.00012804i,0.00013008-0.0010337i,5.5164e-05-0.00078297i,0.00021262+0.00037575i,0.00011045+0.00033485i
0.002035+0.00024366i,0.0013948-0.0002273i,0.0005433-0.001215i,-6.2312e-05-0.00014558i,-9.2324e-05+0.001037i,-0.00026701+0.0006193i,-0.00015771-0.00020077i,0.00050905-0.00060347i,0.00045997-0.0001723i,0.00033871+0.00029458i,0.00025096-8.1337e-05i,-8.6763e-05-0.00038082i,-0.00019972+0.00016712i,-0.00055383+0.0008345i,-0.00047358+0.00057317i,0.00017343-0.00014154i,0.00027835-0.00034663i,-0.00017031-0.00037076i,-0.00078252-0.00039549i,-0.00062356-0.00019455i,-0.00037001-0.00023586i,-0.00040721-0.00066799i,-0.0015628-0.00066563i
-0.0028422-0.002263i,-0.0031279-0.0024055i,-0.0025311-0.00066467i,-3.8766e-05+0.001472i,0.0020264+0.0015958i,0.0025639+0.00059417i,0.0018769+7.6994e-05i,0.00016469-6.6348e-05i,-0.00049245-0.00061455i,0.00029921-0.00020253i,0.00099794+0.00056832i,2.617e-05+0.00022918i,-0.00056155-0.00016896i,-0.00011655+0.00016556i,-0.00031705-0.00012929i,-0.00094476-0.0004741i,-0.0006648-0.00072302i,-0.00011181-0.00044435i,0.00027438+0.00025472i,0.00032468+0.00032974i,-0.0004666+0.00020541i,-0.00066338-3.722e-05i,-1.3953e-05-4.1123e-05i
-0.001201+0.00018961i,-0.0020121-0.00041189i,-0.0013052-5.3935e-05i,0.00083331+0.00071024i,0.0019108+0.00045613i,0.0014798-7.6889e-05i,0.0007971+5.1246e-05i,0.0010818+0.00056325i,0.0009039+0.00064078i,0.00043328+0.00033246i,0.00029043+0.00051117i,7.3407e-05+0.00074305i,0.00011812+0.00035059i,7.9523e-05+0.00039926i,-0.00010851-3.4787e-05i,1.3516e-05+9.0717e-05i,0.00024486+0.00063134i,0.00012912+0.00010077i,-0.00022421-0.00022092i,6.6796e-05+0.00018659i,0.00043538+0.00029424i,4.1874e-05+0.00010151i,-0.00046238-0.00032264i
-3.1859e-05-0.0012454i,-0.00055443-0.0009774i,-0.0027955+0.0014373i,-0.0016668+0.0024368i,0.0012375+0.00095892i,0.0016407-0.00096679i,0.0010252-0.0012699i,0.00036869-0.0010151i,-2.6084e-05-0.0010214i,-0.00020647-0.00033316i,-0.00010216+0.00059625i,-0.00021433+0.00018885i,-3.3835e-05-0.00030849i,0.00054528-0.00050861i,0.00060031-0.0011533i,0.00032436-0.00098899i,-5.5299e-05-0.00015568i,-0.00052882+0.00089239i,0.0001122+0.00086598i,0.00054164-0.00018529i,-0.00042266-0.00024039i,-0.00070726-0.00032382i,-0.00061323-0.00014712i
-0.0025922-0.00089746i,-0.0021049-0.00080484i,-0.0015509-0.00083554i,0.00042674-0.001283i,0.00154-0.0014113i,0.0013335-0.0014832i,0.0011806-0.0013975i,0.00036515-0.0013242i,-0.001193-0.00073371i,-0.0014763+0.0002853i,-0.0010091+0.00083964i,-0.00019365+0.00077309i,0.00050932+4.1813e-06i,0.0002967-0.00045436i,-4.8688e-05-0.00054915i,-0.00032854-0.00086861i,-0.00020759-0.00056823i,0.00033556+5.7456e-05i,0.00021496-2.8372e-05i,-0.00039752-0.00021928i,0.0003031-0.00030057i,0.00025115-0.00045437i,-0.00052062-0.00025544i
0.00068975-0.0023094i,0.00023856-0.0012362i,-0.00050727+0.00028488i,-0.00066346+0.0016171i,-0.00010397+0.0017225i,0.00020608+0.0010662i,0.00017199+4.0986e-05i,0.00058592-0.00011348i,0.00070514-0.00011307i,0.00064075-0.00020794i,0.00045946+0.00035916i,0.00044033+0.00052689i,0.00013493+0.00033315i,0.00061063+0.00071067i,0.00037925+0.00052222i,-0.00069403+0.00022552i,-0.00049251-0.0003138i,-0.00029452-0.00061213i,-1.7572e-05+0.00021772i,0.0002002+0.0007485i,0.0004252+0.00022254i,0.00052028+0.00033468i,-7.3638e-05+0.00039313i
-0.0024778+0.00071187i,-0.002226+0.0014063i,-0.0011591+0.00095578i,0.0014587-0.00048041i,0.0028575-0.00088144i,0.0021486-0.00042742i,0.0009646-0.00016046i,7.3585e-05+0.00051315i,-0.00060023+0.0006776i,-0.00067127-0.00019215i,0.00011281-0.00050669i,0.00069178-8.3964e-05i,0.00059823+0.00059779i,1.0711e-05+0.00022854i,-0.00042991-0.0005965i,-0.00026636-0.00024339i,0.00016438+0.00034096i,0.00089909+0.00020015i,0.0010446+0.00066323i,0.00060099+0.0012433i,0.00048703+0.00070773i,0.00065715+0.00029804i,0.0007907+0.00027517i
0.00041375-0.0036963i,0.00034821-0.0037921i,-0.0017252-0.0029123i,-0.0023877-0.00070643i,-0.0011091+0.001043i,-0.00010361+0.00083473i,0.00019245+0.00029273i,0.00072107+0.00026702i,0.00028948-0.00010222i,-0.00069342-0.00025247i,-0.0010709+0.00057231i,-0.00073348+0.00088885i,0.00064974+0.0011523i,0.0014632+0.001499i,0.00097198+0.0011965i,-0.00031356+0.00057932i,-0.0012728+0.00015262i,-0.00070003-0.00030471i,-0.00018504-0.00043787i,-0.00027488-0.00081721i,5.125e-05-0.0011665i,0.00068245-0.00069775i,0.00086442-4.6191e-05i
7.0354e-05+0.0022731i,0.0013299+0.0031706i,0.0019791+0.00263i,0.0033602+0.0014714i,0.0033675+0.00020178i,0.0023398-0.00084379i,0.0011782-0.00042306i,0.00079577+0.00020928i,0.00099898+4.0322e-05i,0.00086881-0.00018744i,-2.5524e-05+0.00042667i,-0.00060579+0.00051413i,0.00014595-0.00047713i,0.00027871-0.0007604i,0.00028799+5.4638e-05i,0.00089193+0.00051507i,0.00088523+3.8705e-05i,0.00087592-0.00088926i,0.0013313-0.00013573i,0.00092293+0.00063201i,0.00050479-0.00015984i,0.00033897-0.0014208i,-1.3376e-06-0.0014628i
