-0.0011227-0.0014012i,-0.0010504-0.0019248i,-0.0015334-0.0016672i,-0.0011415-0.00055193i,-0.00086859+0.00069636i,-0.00055087+0.0014586i,-0.00020397+0.0013452i,0.00056243+0.00065958i,0.0014882+4.6527e-06i,0.0016134-0.0010614i,0.00093343-0.0011358i,0.00018761-0.00057062i,0.00051453-0.00077848i,0.00067451-0.00089047i,0.00024881-0.00022162i,-0.00026548+0.00042084i,-0.00034536+0.00035172i,-0.00024862+0.0003324i,-0.001034+0.00029272i,-0.0010661-1.2899e-06i,-0.00022286-0.00045879i,0.00015692-0.00084985i,2.1289e-05-0.00060369i
0.071439+0.033815i,0.17087+0.097344i,0.26035+0.13096i,0.26096+0.073253i,0.15073+0.020734i,0.011385+0.02625i,-0.023915+0.014792i,0.019044-0.03276i,0.031624-0.056162i,0.015869-0.031146i,0.017373-0.004601i,0.034971-0.0018997i,0.047536-0.0095115i,0.04285-0.013425i,0.026534-0.0087861i,0.018415-0.00088642i,0.01672+0.00092686i,0.0082109-0.0011034i,-0.0034602+0.0015946i,-0.0062054+0.0066642i,-0.0017804+0.0066908i,0.00049404+0.00058113i,0.0012611-0.0042777i
-0.075809+0.014502i,-0.21114+0.0088859i,-0.34529-0.016488i,-0.3543-0.032327i,-0.22415-0.043352i,-0.08077-0.062266i,-0.039798-0.064335i,-0.059863-0.034823i,-0.053789-0.0011685i,-0.025329+0.00529i,-0.014599+0.0030813i,-0.021391+0.010115i,-0.029191+0.019833i,-0.028837+0.024645i,-0.018229+0.019081i,-0.0078952+0.0072411i,-0.0052484+0.0012744i,-0.0043155+0.0034111i,-8.0527e-05+0.0047897i,0.0030322+0.00048651i,0.0040938-0.0032894i,0.004253-0.0034702i,0.0022911-0.0040855i
0.054771-0.054149i,0.15965-0.095469i,0.27388-0.080581i,0.28578+0.0079212i,0.19373+0.092057i,0.11247+0.12303i,0.09142+0.11677i,0.082637+0.089305i,0.05309+0.053184i,0.019596+0.02831i,0.0021828+0.012341i,-0.0047873-0.003781i,-0.0065784-0.014416i,-0.00094543-0.014426i,0.00428-0.0095969i,0.0014179-0.0076116i,-0.0046636-0.0053684i,-0.0069629-0.0011606i,-0.0056508+0.0012169i,-0.0045327+0.00093601i,-0.0035005+0.00012i,-0.0024241+0.00095377i,-0.0019994+0.0038144i
-0.013313+0.061208i,-0.05588+0.13068i,-0.10683+0.14322i,-0.10393+0.05345i,-0.059763-0.043119i,-0.049911-0.083024i,-0.058487-0.097488i,-0.042357-0.098234i,-0.012248-0.081712i,0.010178-0.058053i,0.022383-0.035612i,0.030336-0.015014i,0.033974+0.0017435i,0.030166+0.0057359i,0.018661-0.00099527i,0.0090696-0.001172i,0.0079052+0.0081342i,0.010208+0.014763i,0.0094028+0.013527i,0.0038624+0.0098065i,-0.0029388+0.0077105i,-0.00577+0.0073455i,-0.0044279+0.0058102i
-0.031598-0.042242i,-0.051856-0.098375i,-0.045981-0.1158i,-0.014766-0.054101i,0.033945+0.002896i,0.081966+0.0078882i,0.074302+0.012771i,0.02582+0.031536i,-0.0061947+0.03697i,-0.010892+0.023853i,-0.013706+0.0093303i,-0.026523+0.0021553i,-0.037514-9.4863e-05i,-0.036214-0.0017767i,-0.026521-0.0062952i,-0.017576-0.010707i,-0.0096421-0.011495i,-0.0001451-0.010839i,0.0066568-0.010678i,0.0059565-0.008693i,0.0025069-0.0050474i,0.0027548-0.0020673i,0.0046619-0.00043358i
0.048925+0.009509i,0.11212+0.029818i,0.16368+0.030534i,0.15322-0.016526i,0.077065-0.056252i,-0.013262-0.03941i,-0.044217-0.0025475i,-0.023347+0.010704i,-0.010543+0.0061732i,-0.015429+0.0046376i,-0.012817+0.0038201i,0.0034646+0.00042061i,0.021083-0.0039992i,0.024078-0.0048584i,0.013167+0.0020435i,0.0047921+0.008971i,0.0037848+0.0046985i,0.0016697-0.0062674i,-0.0030624-0.0093244i,-0.0029763-0.0038222i,-0.00019404-0.0005312i,-0.002-0.00062237i,-0.0053576+0.0014367i
-0.042341+0.019935i,-0.11151+0.038213i,-0.1824+0.043692i,-0.19173+0.032153i,-0.13391+0.0019272i,-0.066941-0.037035i,-0.0312-0.059839i,-0.018955-0.053811i,-0.0093728-0.030381i,-0.00075821-0.010405i,4.1265e-05+0.0026762i,-0.0031227+0.012332i,-0.0068163+0.016298i,-0.012057+0.013726i,-0.012677+0.011768i,-0.0065425+0.012543i,-0.0040038+0.011765i,-0.0083837+0.010979i,-0.0096573+0.010548i,-0.0039569+0.0065636i,0.0015798+0.0018249i,0.004267+0.00013567i,0.0051659-0.0011853i
0.014627-0.034429i,0.057219-0.074708i,0.11245-0.095297i,0.12761-0.072612i,0.094597-0.022611i,0.058024+0.027685i,0.035496+0.058063i,0.018096+0.058351i,0.0024262+0.041613i,-0.0071256+0.025132i,-0.012669+0.011382i,-0.019211-0.00017658i,-0.018726-0.0055179i,-0.0072305-0.0021334i,0.0042584+0.0034682i,0.008351+0.0027364i,0.0070195-0.0011968i,0.0055724-0.0014338i,0.0059664-0.0026569i,0.0054014-0.0060754i,0.0034764-0.0067451i,0.0033454-0.0039052i,0.0037056+0.00027315i
0.0046226+0.027929i,-0.0060884+0.071378i,-0.036609+0.096103i,-0.069404+0.069715i,-0.090157+0.023055i,-0.090588-0.0063531i,-0.061643-0.018494i,-0.017011-0.016865i,0.016832-0.0086088i,0.027197-0.0037576i,0.027487-0.0020285i,0.0312-0.0017195i,0.032396-0.003557i,0.025452-0.0059648i,0.01632-0.0079902i,0.00992-0.0050204i,0.0056976+0.0014267i,0.0028656+0.0055814i,0.00044226+0.0057062i,-0.0026684+0.0044804i,-0.0051425+0.0045534i,-0.0046324+0.0044263i,-0.0033169+0.0018236i
-0.018165-0.022861i,-0.038234-0.044151i,-0.043641-0.045105i,-0.016486-0.00018057i,0.032752+0.04567i,0.070127+0.049773i,0.066421+0.025976i,0.036494+0.0043455i,0.013858-0.0044869i,0.0083173-0.0052583i,0.0070324-0.0024085i,-0.0024597-0.00049234i,-0.013813+0.0010522i,-0.01511+0.001756i,-0.0077187-0.0033988i,-0.0016105-0.011576i,-0.00075851-0.011997i,-0.00091563-0.0051623i,0.00049735-0.0010833i,0.0010841-0.0002573i,0.0010608+0.00019807i,0.002168-0.00032205i,0.0039797-0.0020115i
0.018298-0.0055708i,0.049947-0.0047998i,0.078453-0.010582i,0.081236-0.030811i,0.058178-0.041486i,0.019221-0.026497i,-0.014801-0.0027782i,-0.025718+0.0073024i,-0.025008+0.0017579i,-0.023425-0.004011i,-0.01691-0.0046055i,-0.0064324-0.004715i,0.0022303-0.0044213i,0.0053065-0.0043438i,0.00098748-0.0043089i,-0.0047908-0.003618i,-0.0045449-0.0046922i,-0.0001144-0.0068256i,0.0016274-0.0069897i,0.00036775-0.0030965i,-0.0011499-0.00097666i,-0.0048123-0.0027363i,-0.0095503-0.0027494i
-0.013933+0.011243i,-0.040974+0.032172i,-0.068676+0.052598i,-0.071192+0.057502i,-0.049198+0.035594i,-0.019423-0.0078153i,0.0051639-0.039368i,0.018679-0.040368i,0.019165-0.028199i,0.01192-0.014383i,0.005386-0.0014991i,0.0026346+0.0047606i,5.446e-05+0.0051709i,-0.0045373+0.0034295i,-0.0093129+0.0040792i,-0.01169+0.0095524i,-0.011638+0.013595i,-0.011985+0.012121i,-0.01039+0.0095303i,-0.0060429+0.0064109i,-0.0034635+0.0045362i,-0.0026465+0.004932i,-0.00093803+0.0050444i
0.009851-0.012654i,0.023977-0.04043i,0.053165-0.068616i,0.081057-0.077672i,0.0862-0.061147i,0.063636-0.02421i,0.026552+0.0062256i,-0.005526+0.012791i,-0.021262+0.006592i,-0.02242+0.0018459i,-0.020484-0.0018231i,-0.021339-0.0036272i,-0.019548+0.0016289i,-0.012576+0.0099663i,-0.0041426+0.013532i,0.0024935+0.0093796i,0.0061712+0.003998i,0.0076266+0.0032518i,0.0084631+0.0027732i,0.0071816-0.0005521i,0.0041417-0.0026401i,0.0016773-0.001706i,0.00093329-0.00025891i
0.00085621+0.012926i,0.0010204+0.03155i,-0.015297+0.040561i,-0.046041+0.021075i,-0.071398-0.017169i,-0.07481-0.035725i,-0.053818-0.021758i,-0.025462+0.001557i,-0.0065788+0.015747i,0.0019679+0.015654i,0.0082404+0.0075556i,0.014798+0.00090484i,0.019263-0.0029205i,0.01836-0.006151i,0.012112-0.0063162i,0.0043361-0.0031396i,0.00091512-0.0025494i,0.0020914-0.0050827i,0.0017132-0.0064045i,-0.00038505-0.0045907i,-8.7621e-05-0.001157i,0.0013886+0.00097921i,0.0015305+0.0012716i
-0.013413-0.0094728i,-0.02354-0.013085i,-0.02509-0.011031i,-0.012579+0.0073649i,0.0060217+0.0305i,0.019135+0.031224i,0.023809+0.012763i,0.021253-0.0028257i,0.017166-0.0063789i,0.016346-0.002852i,0.014293-0.0006515i,0.0078376+0.00017143i,0.00022839+0.0024578i,-0.0028887+0.0057669i,-0.00032536+0.0070371i,0.0035894+0.0055619i,0.0025234+0.0039164i,-0.0022269+0.0027899i,-0.005198+0.001842i,-0.0048499+0.0012884i,-0.0010179+0.0014338i,0.0034893+0.0014807i,0.0052597+0.0011139i
0.012439+0.0017604i,0.024914-0.0017021i,0.036206-0.011123i,0.033163-0.025771i,0.018474-0.029109i,0.0010468-0.012496i,-0.014816+0.0048232i,-0.020305+0.010681i,-0.014487+0.0085278i,-0.008224+0.002781i,-0.0065267-0.0013237i,-0.0060295-0.0017946i,-0.0037044-0.0030767i,-0.00083971-0.0050867i,0.00055129-0.0054772i,0.0023167-0.0054777i,0.0054233-0.0057094i,0.0073799-0.0039492i,0.0062947+5.39e-05i,0.0040115+0.0026176i,0.0022318+0.0013638i,-0.00020924-0.0015616i,-0.0028072-0.0020174i
-0.011891+0.009354i,-0.020821+0.02164i,-0.033888+0.041935i,-0.041012+0.055789i,-0.036962+0.045785i,-0.020494+0.016296i,0.0031842-0.0058686i,0.021145-0.0074031i,0.025843-0.0014838i,0.017851+0.0013537i,0.0076313+0.0028265i,0.0041249+0.0021242i,0.0052822-0.0021525i,0.0042017-0.0067912i,0.0013424-0.0069283i,-0.001767-0.0031322i,-0.0046304-0.00045345i,-0.0065068-0.0006154i,-0.0055817-0.0014214i,-0.0010601-0.0014632i,0.0012004-0.00087235i,-0.00036588+0.0005781i,-0.00068336+0.0016295i
-0.0016447-0.014404i,0.0024704-0.025625i,0.015719-0.03645i,0.040863-0.032028i,0.063281-0.01151i,0.057803+0.0046546i,0.028275+0.0048722i,0.0011994-0.003902i,-0.012787-0.012713i,-0.017123-0.013523i,-0.016388-0.0071725i,-0.015031-0.0019638i,-0.01447+0.0022097i,-0.012577+0.00653i,-0.0077858+0.0082847i,-0.0025721+0.0052854i,-0.0018808+0.0028096i,-0.0030269+0.0039442i,-0.0025668+0.0038338i,-0.0018184-0.00018935i,-0.0018265-0.0038055i,-0.0018477-0.0032093i,-0.0010766-0.0012542i
0.0044441+0.0076129i,0.0062106+0.017482i,0.0056312+0.020977i,-0.004133+0.0056317i,-0.016494-0.020356i,-0.021133-0.031511i,-0.018695-0.020233i,-0.012238-0.0050181i,-0.0095154+0.0011509i,-0.0091818+0.0019489i,-0.004002+0.002588i,0.0021974+0.0014581i,0.0052055-0.0017552i,0.0046472-0.0044772i,0.0013391-0.0059033i,-0.0012569-0.00546i,-0.0016708-0.0037583i,0.00084064-0.0014871i,0.0021577-0.00028914i,0.00010996-0.0008585i,-0.0022783-0.00059515i,-0.0018793+2.8906e-05i,-0.00066419-0.00023741i
-0.0055555-0.0025192i,-0.011362-0.0038163i,-0.0081342-0.0015908i,0.0048144+0.0034523i,0.01167+0.0028182i,0.0093189-0.0016296i,0.0072713-0.0061292i,0.0088882-0.0091036i,0.0083304-0.0078884i,0.0087827-0.0027255i,0.010986+0.00092113i,0.0094475+0.0015177i,0.0050552+0.0015411i,0.0019667+0.0021007i,0.00023948+0.0030649i,-0.0012533+0.0035186i,-0.0024661+0.0028152i,-0.0023239+0.0012894i,-0.0026073-0.00073186i,-0.0040863-0.0010641i,-0.0034093+0.00093323i,-0.00073956+0.0012529i,0.00036225-0.00028023i
0.002062-0.0076278i,0.0046134-0.014102i,0.0032874-0.022273i,0.0017207-0.027558i,0.0032495-0.027494i,-0.0002152-0.014548i,-0.0081946+0.00057297i,-0.014368+0.0052581i,-0.014802+0.0068617i,-0.0092668+0.0087702i,-0.0020201+0.0062603i,0.0010602+0.0044808i,6.788e-05+0.0065078i,-0.0013669+0.0065465i,-0.001254+0.0044926i,0.00061009+0.0024852i,0.002901+0.0015243i,0.0043304+0.0023118i,0.003666+0.0032934i,0.0014441+0.0041241i,-0.0002121+0.0035185i,-0.00035016+0.00078616i,-0.00069283+0.00046978i
0.0011057+0.0028878i,-0.00076999+0.011447i,-0.0083543+0.017163i,-0.023397+0.018502i,-0.032675+0.013393i,-0.024162+0.0020426i,-0.0057313-0.0032746i,0.006546+0.0018572i,0.010154+0.0086924i,0.0090437+0.0090484i,0.0053092+0.0035423i,0.0023714-0.00025144i,0.0041565-0.0016657i,0.0071183-0.0031067i,0.0051571-0.0046486i,0.00028279-0.0037778i,-0.0012385-0.0026119i,0.00021918-0.0048589i,0.0017545-0.0058804i,0.0042202-0.0031562i,0.0058329+0.00011648i,0.004881+0.0019126i,0.0028668+0.0017296i
-0.00085347-0.00067759i,-0.0013594-0.0048829i,0.0077846-0.012395i,0.020879-0.01406i,0.0243-0.0018328i,0.018153+0.0082799i,0.0073848+0.0059663i,-0.00084635+0.00045115i,-0.0016132-0.0045301i,-0.0015138-0.0091984i,-0.0054086-0.0098811i,-0.0084245-0.0072585i,-0.0085012-0.0034719i,-0.008073+0.00023553i,-0.0062021+0.0037728i,-0.0034546+0.0055924i,-0.002945+0.0051471i,-0.0045016+0.004852i,-0.0052839+0.0034383i,-0.0037146-0.00087071i,-0.001893-0.004002i,-0.0018462-0.0025533i,-0.0016884+0.00019861i
0.0020245-0.0020652i,3.4648e-05+0.00073692i,-0.001651+0.0075127i,-0.002597+0.0089595i,-0.003814+0.00038482i,-0.0011945-0.0035337i,0.0011708-0.00087062i,0.002339+0.0023909i,0.0030754+0.0014875i,0.0011987-0.0021435i,-0.0018136-0.0024024i,-0.0015683-0.00036709i,0.0015747+0.00073432i,0.0036331+0.001904i,0.0035531+0.0028802i,0.003672+0.0029826i,0.0025262+0.0027668i,-0.0002581+0.0050515i,-0.0021335+0.0067151i,-0.0024437+0.0044859i,-0.0024478+0.0023232i,-0.0019418+0.001368i,-0.00082325+0.0013447i
-0.0040034-0.0003048i,-0.0045975-0.0016667i,-0.0040447+0.0037661i,0.0037589+0.011645i,0.01481+0.0090587i,0.012248-0.00097935i,0.0036815-0.0080652i,0.0025131-0.0093557i,0.0041466-0.0076301i,0.0038817-0.0043563i,0.0028812-0.0010724i,0.0026546-0.00081097i,0.0031581-0.0032355i,0.0037534-0.0063867i,0.0042275-0.0089899i,0.0044659-0.0082986i,0.005147-0.0056379i,0.0070296-0.0040716i,0.0080066-0.0031627i,0.005587-0.0012583i,0.0018475-0.00019901i,0.0011127-0.00097507i,0.0017314-0.0016623i
0.0015842-0.0012682i,0.0050369-0.0023324i,0.0062077-0.0094955i,0.0068331-0.017022i,0.011049-0.016142i,0.0081353-0.011072i,-0.0029223-0.0058439i,-0.010642-0.0032279i,-0.013963-0.0022956i,-0.012146+0.0027424i,-0.0060904+0.0076581i,-0.0021397+0.0075565i,-0.0030953+0.0054557i,-0.004939+0.0046865i,-0.0023878+0.0036443i,0.0015075+0.00025874i,0.0021124-0.0017405i,-0.00041462-0.0016869i,-0.0021031-0.0010403i,-0.0012934-0.0010298i,-0.00075016-0.0013482i,-0.0013409-0.0010826i,-0.0010465-0.00084941i
-0.002038+0.0058415i,-0.0026996+0.010043i,-0.00079856+0.0088035i,-0.0027087+0.00030435i,-0.0092967-0.0086699i,-0.0070094-0.013858i,0.0014896-0.011985i,0.0050561-0.007175i,0.0033879-0.0019995i,0.0013359+0.003202i,0.0021133+0.0039149i,0.0022751+0.0008745i,0.0017354-0.00031638i,0.0018814-0.00073549i,-0.00056103-0.0024761i,-0.004652-0.0028697i,-0.0060047-0.0020279i,-0.0028775-0.0028521i,9.0942e-05-0.0036737i,0.0015679-0.0019633i,0.002672+0.0005211i,0.0037082+0.0015768i,0.0032559+0.00081257i
-0.0072549-0.0061734i,-0.0083109-0.0078823i,-0.0046773-0.0049273i,0.0061857-0.003375i,0.0072156-0.0030779i,-0.00012114+0.00031003i,-0.0041209+0.0037948i,-0.0046276+0.002921i,-0.0031459+0.0019723i,-0.00065109+0.0016065i,0.00037647-0.00021237i,-0.0011646-0.0020579i,-0.0039628-0.0017626i,-0.0060236-0.0011072i,-0.0081873-0.0017417i,-0.0093996-0.0010674i,-0.008336+0.0020797i,-0.0068381+0.0039383i,-0.0050413+0.0014143i,-0.0027892-0.0014557i,-0.0014001-0.0022997i,-0.0010413-0.0020288i,-0.0011601-0.00064379i
0.0037194-0.002096i,0.0034881-0.0029677i,-0.0034142+0.00028253i,-0.0090484+0.0051065i,-0.0071224+0.0020123i,-0.0038852+0.0014195i,-0.0026078+0.0066778i,-0.00095823+0.011199i,0.00028642+0.011292i,0.0010569+0.0066408i,0.00097634+0.0022074i,0.00074377+0.0016208i,0.0017051+0.0033474i,0.0017199+0.0067991i,0.0011378+0.011551i,0.0016607+0.012735i,0.0018815+0.010729i,6.1319e-05+0.0098059i,-0.0015237+0.0092219i,-0.0024548+0.0066475i,-0.0032616+0.0038085i,-0.0030651+0.0020279i,-0.0024257+0.0014977i
-0.0017542+0.0026815i,0.00013407+0.0026745i,-0.0004494+0.00096453i,-0.0029568+0.0028701i,0.00095307+0.0065402i,0.0024664+0.0014011i,0.00022605-0.0060057i,0.00096862-0.0058099i,0.0043796-0.0045495i,0.0058794-0.0057372i,0.0041649-0.0063205i,0.0029313-0.0032148i,0.0045234-0.00016611i,0.0061575-0.00099313i,0.0057426-0.0020536i,0.0043025-0.0018156i,0.0055253-0.0022399i,0.0085695-0.0033812i,0.0081171-0.0022051i,0.0046876+0.00062697i,0.0023809+0.002095i,0.0010009+0.0014808i,0.0011768+0.00021353i
-0.0029649-0.0040884i,-0.003189-0.0034219i,-0.0005794-0.0042189i,0.0030763-0.0059503i,0.005024-0.0015256i,0.005406+0.002669i,0.0023135+0.0017313i,-0.00091214-0.0016916i,-0.001235-0.0048055i,-0.0026529-0.0038421i,-0.0039592+0.0008417i,-0.0034832+0.0035725i,-0.0036104+0.0029689i,-0.0031176+0.0015165i,0.00024299-0.0008555i,0.0040677-0.0028282i,0.0042439-0.0035594i,0.0017018-0.0042963i,-0.0006074-0.004498i,-6.5266e-05-0.0038511i,0.0010745-0.002649i,-0.00011318-0.0013925i,-0.00054475-0.00019609i
0.0042974-0.0018652i,0.00054634+0.00093736i,0.00080483+0.0028719i,0.0044883-0.00010305i,0.0043201-0.0068705i,0.0066671-0.0096673i,0.010746-0.0091249i,0.012129-0.0087129i,0.0083796-0.0067888i,0.0012954-0.0039834i,-0.0018889-0.0018715i,-0.0013286-0.0024284i,0.00026752-0.0039414i,0.003374-0.0026471i,0.003279-0.00052017i,-0.00074524-4.4232e-05i,-0.0037125-0.00069189i,-0.0048256-0.00040395i,-0.0041516-0.00010318i,-0.0033571+0.00038229i,-0.0024102+0.0010976i,-0.0012586+0.001608i,-0.00066671+0.0021268i
-0.0010628+0.0031702i,-0.00039785+0.00052394i,0.0021132+0.0003809i,0.0077783+0.00046965i,0.0085607-0.0062357i,0.00063875-0.0095501i,-0.0062824-0.0056881i,-0.006774-0.0011979i,-0.0053622+0.0010994i,-0.0047581+0.0021284i,-0.0034147+0.0021964i,-0.0010406+0.00062145i,-0.00041809-0.00083316i,-0.0029358-0.0026167i,-0.0056855-0.0051769i,-0.0070933-0.0060772i,-0.006112-0.0036989i,-0.0040255+0.00010661i,-0.0014207+0.0010998i,0.00028761-0.00016891i,0.00049044-0.00086124i,0.00064149-0.00057478i,0.00066154+0.0003361i
-0.0034116-0.0029084i,-0.002171-0.0033221i,-0.0049341-0.0021496i,-0.0083155+0.00060184i,-0.0030141+0.0012977i,0.00077552-0.00059086i,-0.0014011+0.00098142i,-0.0042426+0.0049016i,-0.006398+0.0072174i,-0.0058369+0.0071873i,-0.0027437+0.005087i,-0.0021634+0.0027952i,-0.003734+0.0020054i,-0.0037426+0.0023139i,-0.0022634+0.0039534i,-0.00091701+0.0055554i,0.00051701+0.0054357i,0.000813+0.0051699i,0.0010984+0.0048514i,0.0017386+0.0041823i,0.00085428+0.0033213i,0.00019734+0.0024129i,0.00039606+0.001731i
-0.0022197-0.0010638i,-0.0020639+0.0023562i,-0.0011176-0.00015572i,-0.00052196-0.005155i,-0.00078775-0.0036445i,-0.00068297-0.0070311i,-0.00095443-0.010548i,-0.0025473-0.0077026i,-0.0016616-0.0044374i,0.0013307-0.0025088i,0.0029208-0.0032813i,0.0027566-0.0033935i,0.0022803+0.00014782i,0.0026848+0.0021094i,0.0015871+0.0011779i,-0.00060313+0.00079635i,-0.00025674+0.0013687i,0.0023079-0.00016345i,0.0035204-0.0017134i,0.001471-0.0004419i,7.7173e-06+0.00072455i,0.0012793+0.00071309i,0.0023374+0.00057997i
-0.0023692+0.0028685i,-0.0030076+0.0019493i,0.0021065+0.0025495i,0.0065241-0.00041873i,0.0021032-0.0023478i,-0.0022903+0.0017682i,-0.0031955+0.0053163i,-0.001283+0.0052284i,0.0023405+0.0037274i,0.003245+0.0029224i,0.001625+0.0037217i,0.00051196+0.0046899i,-0.0009156+0.0047428i,-0.0027424+0.0036187i,-0.0017118+0.0011219i,0.0014073-0.00084249i,0.0026673-0.0018955i,0.0019278-0.0029326i,0.0013813-0.0047203i,0.0019118-0.005113i,0.0018275-0.003468i,0.0006375-0.001889i,0.0003499-0.00097669i
-0.0032422-0.0015556i,-0.0036404-0.0008927i,-0.003766+0.0035379i,-0.00040411+0.0068457i,0.0042605+0.0016923i,0.0059772-0.0021055i,0.0077672-0.00098602i,0.0092833+0.00071511i,0.0082899+0.0015791i,0.0043182+0.00060248i,0.0002179-0.00094177i,-0.0013487-0.0017875i,-4.4373e-05-0.0030965i,0.001873-0.0021207i,0.0020852+0.00075808i,0.00036983+0.0029026i,-0.0017131+0.0030158i,-0.0031508+0.0017216i,-0.0040221-0.00023479i,-0.0047442-0.0016757i,-0.0045134-0.0016558i,-0.0032169-0.0013569i,-0.002372-0.0013262i
-0.0038568-0.0036581i,-0.0021337-0.0039538i,-0.0033479-0.0026485i,-0.0026827-0.00011721i,0.0022311-0.00040828i,0.0017369-0.0024009i,-0.0020471-0.0033837i,-0.002296-0.0033669i,-0.001222-0.0044532i,-0.0010844-0.0049897i,8.1016e-05-0.0032166i,0.0035371-0.00035537i,0.0068336+0.0014089i,0.0057199+0.0019846i,0.0013634+0.0011988i,-0.001336+3.3716e-05i,-0.0017819+0.00038482i,-0.001765+0.0013565i,-0.0025497+0.0018874i,-0.0034956+0.0015118i,-0.0025485+0.00071812i,-0.00090032-0.00010507i,-0.00043411-0.00065944i
-0.0014234+0.0016338i,-0.00056094+0.0029659i,0.0017367+0.0014202i,0.0023309-0.00041352i,0.0054414+0.0011098i,0.0064887+0.00073596i,0.0022522-0.000723i,-0.0019766-0.0017571i,-0.0041441-0.0021209i,-0.0044392-0.00018955i,-0.0032085+0.0020556i,-0.0036111+0.0014806i,-0.005229-0.00098006i,-0.0039082-0.0023017i,-0.00092203-0.0017232i,0.0018001-0.00019303i,0.0033094+0.00088398i,0.0028713+0.0010557i,0.0026233+0.0020948i,0.0035777+0.0035941i,0.00258+0.0028051i,-0.00019815+0.0019703i,-0.002003+0.0027678i
0.0037689+0.00037627i,0.0018033+0.0020292i,0.0031471+0.00053966i,0.0046512-0.003788i,0.0023726-0.0074684i,0.001972-0.010538i,0.0019117-0.012219i,-0.00066497-0.0096977i,-0.0023653-0.0058259i,-0.0022945-0.0030078i,-0.00049105-0.0029574i,0.0013022-0.004022i,0.0017476-0.0028684i,0.00098088-0.00082965i,-0.00049138+0.00092044i,-0.0010919+0.00072463i,-0.0013587-0.00013672i,-0.0004984-5.6317e-05i,0.00041065+0.00029931i,0.00071945+0.00046041i,0.0013313+0.00098024i,0.0016012+0.0016839i,0.0014192+0.0019543i
-0.001885-0.0051428i,-0.0031878-0.0075551i,-0.0042063-0.0047146i,-0.0027797-0.0019546i,-0.0029576-0.0037365i,-0.0043746-0.0027737i,-0.0041266+0.0011595i,-0.0026635+0.0035176i,-0.0021485+0.0033432i,-0.0022752+0.0044489i,-0.00055987+0.0059454i,-0.00026623+0.0055633i,-0.0021069+0.0047952i,-0.0018385+0.0032327i,-0.00066112+2.6553e-06i,-0.00022988-0.0017696i,0.00064327-0.0016906i,0.0020389-0.0015295i,0.0031839-0.0024194i,0.0035825-0.002205i,0.0028507-0.00059879i,0.0023907-0.0002018i,0.0019993+0.0003159i
-0.00065791-0.0015623i,0.0011004-0.0014113i,0.00049469+0.00047932i,0.00040551+0.003621i,0.0036166+0.0022811i,0.0043717+0.00025257i,0.0032247+0.0021654i,0.0023+0.0039677i,0.0016315+0.0046383i,-8.8462e-05+0.003439i,-0.0036081+0.001383i,-0.0063629-0.00051827i,-0.0066464-0.0016591i,-0.0045348-0.00097914i,-0.0020651+0.00086587i,-0.00093682+0.0025087i,-0.00051312+0.0028325i,-0.0011266+0.0021325i,-0.0019777+0.00018773i,-0.0026018-0.0016356i,-0.0029254-0.0021055i,-0.0026409-0.0010781i,-0.0020968-0.00029945i
0.0010491+0.0062993i,0.001387+0.0084986i,0.0028642+0.0057441i,0.0038039-0.00029616i,0.0036612-0.0035427i,-0.00072667-0.0041606i,-0.0052682-0.0020952i,-0.0037757-0.00044779i,0.0002019-0.00082684i,0.0021568-0.0030255i,0.0021408-0.0041048i,0.0038543-0.0017816i,0.0062162+0.0014795i,0.0053432+0.003025i,0.0019738+0.0031375i,0.00010498+0.0028249i,0.00054702+0.0023748i,0.00041144+0.0019283i,-0.0010655+0.0014128i,-0.0023915+0.00053382i,-0.0021929+0.00026103i,-0.00074488+0.00048373i,-0.00014144+1.7305e-05i
-0.00026939-0.00049841i,-0.0022371-0.0024312i,-0.0019211-0.0047235i,-0.00019881-0.005912i,0.000921-0.0031805i,0.0019251-0.00024659i,0.0016504+0.0009694i,0.0024794+0.0016606i,0.0047838+0.0013025i,0.0050379+0.00016462i,0.0027658+0.00082122i,-0.00074362+0.0034248i,-0.002691+0.0037952i,-0.0022663+0.00088123i,-0.00086388-0.00094657i,0.0014175-0.0014953i,0.0023383-0.0026491i,0.0021576-0.0020745i,0.0026336-0.00033177i,0.0026927+0.00042487i,0.001975+0.00045419i,0.0011999+0.00064866i,0.000962+0.0006466i
-0.00048852-0.0027793i,0.0002983-0.0032728i,0.00052379-0.00043409i,0.0023488+0.0018032i,0.0034261+0.00098472i,0.0050873-0.0026009i,0.0055723-0.0068601i,0.0030837-0.0066122i,0.0012972-0.0040306i,0.0010734-0.0022524i,0.0012682-0.0022239i,0.0019851-0.0039208i,0.002338-0.0039445i,0.0021545-0.0024249i,0.00097873-0.00083587i,-0.00071074-0.00024167i,-0.0025034-0.0002644i,-0.004009+0.00012436i,-0.0036147+0.00093664i,-0.0024399+0.0014852i,-0.0013572+0.000398i,4.9177e-05-0.00033319i,0.001145-9.2196e-05i
