-0.0016357-0.0008362i,-0.001502+0.00020156i,-0.0024479+0.0011603i,-0.0021967+0.0016357i,-0.0010689+0.0018064i,-0.00023878+0.0014337i,0.00021804+0.0015855i,0.00046916+0.00050748i,0.00026312-0.00075138i,0.00094832-0.00093551i,0.0010129-0.00066332i,5.5091e-05-0.00032499i,-0.00047744-0.00011273i,-0.00053509-0.00051123i,0.00013965-0.0010588i,0.00039999-0.00099429i,0.00034979-0.00012393i,8.1579e-05+0.00055321i,-0.00037851+0.00067625i,-0.00053728+4.5345e-05i,-0.00074422+9.8507e-05i,-0.00098175+0.00041383i,-0.00031956-0.00020876i
0.0018391-0.00082341i,0.001551-0.0013153i,0.0013139-0.00093961i,0.00044918-0.00042492i,0.00077323-0.00024404i,0.0012512+0.00066483i,0.0015075+0.0016734i,0.0016358+0.00099089i,0.00098412-3.5527e-05i,0.0006634+0.00020339i,0.00023868-0.0002719i,-0.00077722-0.00047715i,-0.0011085+0.00052543i,-0.0010321+0.00087332i,-0.00082886+0.00032512i,1.4639e-05-0.00011845i,0.00094347+6.9413e-05i,0.0010629+0.00051092i,0.00054251+0.00059426i,0.00013934+0.00035616i,4.4083e-05+0.00045681i,-0.0003706+0.00079323i,-0.00092037+0.00084141i
0.00060952-0.00096381i,0.0011962-0.00136i,0.0017728-0.0023702i,0.00077324-0.0017626i,0.00073836-0.00056545i,0.0014089+0.00048951i,0.0011641+0.00117i,0.00080375+0.00057324i,0.00057978-0.00018106i,-0.00022689-0.0011683i,-0.00046816-0.0012187i,-0.00019818-0.00020527i,0.00053976-4.3577e-05i,0.00020477+2.199e-05i,-0.0011591-0.00018692i,-0.00076271-2.4177e-05i,-0.00033421-8.0828e-06i,-0.00048188-0.00070475i,1.5631e-05-0.00041017i,0.00039346-0.00019106i,8.1516e-05-0.00056849i,-0.0005065-0.00068063i,-0.00036604-0.00045395i
0.00061246-0.00034708i,0.0015078-0.0010745i,0.001676-0.00025173i,0.00053188+0.00038638i,-0.00055876+0.00069758i,-0.00049826+0.0010868i,0.0013847+0.0015208i,0.0027476+0.0012649i,0.0023326+0.001135i,0.0013152+0.00079274i,0.00039474-0.00047335i,-0.00021662-0.0012249i,-0.00074446-0.00098086i,-0.001087-0.00078979i,-0.00074991-0.00050554i,-8.3438e-05+0.00029612i,0.00014707+0.00015999i,0.00041201-0.0001558i,0.00041955+0.00044495i,0.00051411+0.00052974i,0.00089333+0.00030694i,0.00039367+0.00051007i,2.8117e-06+0.00054385i
0.0014138+7.8006e-06i,0.00068937-0.00030515i,-0.00028954-1.7869e-05i,-9.8533e-05+0.00059785i,0.00068538+0.00067682i,0.0014062+0.00042702i,0.0002218+0.00050798i,-0.00063187+0.00012366i,-0.00037792-0.00065811i,-0.00043312-0.00073983i,0.0004228-0.00047877i,0.00052513-0.00019349i,-0.00038062+0.0001537i,-0.00034294+0.00015658i,-0.00029279+9.2515e-05i,-0.00069895-0.00010803i,-0.0005766-0.00060044i,-9.1794e-05-0.00040585i,-0.00048134+0.00022133i,-0.001058+0.00052748i,-0.00081468+0.0002021i,-0.00078405+0.00024947i,-0.00118+0.00056639i
0.00088827+5.2844e-05i,0.00092215-0.0011677i,-0.0004443-0.0021852i,-0.0010611-0.0014526i,-4.7133e-05-0.00016172i,0.0003891+0.00094526i,0.00025688+0.0014054i,0.00087592+0.00019144i,0.0011474+4.6252e-05i,0.0011927-0.00020552i,0.00054425-0.00028738i,-0.0010009+0.00010119i,-0.0010416-0.00046505i,-0.00042953-0.00060852i,0.00018173-5.3005e-05i,-0.00025174+0.00042772i,-0.001025+0.00035821i,-0.00090612+2.4511e-05i,-0.00077919-0.00024315i,0.00034787+0.00017201i,0.00043026-0.00038138i,-0.0002638-0.00030863i,-0.00035695+0.00042229i
0.00068573-0.0013123i,0.00037098-0.0013478i,0.00016932-0.0013683i,-0.00049138-0.00041955i,-0.0011281-0.00029913i,-4.3309e-05-8.8907e-05i,0.0012475-0.00028964i,0.0019772-0.00026337i,0.0013569-0.00022924i,0.00035864-0.00048878i,0.00026997-0.00012339i,0.00024313+0.00054614i,-0.00027622+0.00011507i,2.3107e-06+4.1132e-05i,-8.9083e-05+0.00032878i,-0.00041677+0.00024606i,0.00011683+0.00054146i,0.00032622+0.00072403i,-0.00050692+0.0003731i,-0.00091859+0.00044818i,-4.2819e-05+0.00097365i,0.00044431+0.00063201i,-0.00022927+0.00035464i
0.00060551-0.00099584i,0.0011628-0.0021336i,0.001423-0.00095157i,0.00077574+0.00070258i,0.00062782+0.00026933i,0.00063339+0.00016248i,0.00061545+0.00069508i,0.0014154+0.00030977i,0.0012562+0.00011976i,0.0006908+0.00041908i,7.271e-05-0.00024485i,-0.0007494-0.00069313i,-0.00094519-8.2938e-05i,-0.00042975+9.602e-05i,-0.00099486+4.7336e-05i,-0.0014095-0.00045545i,-0.00094942-0.00097022i,-0.00044031-0.00051958i,-0.00023425+0.00091958i,-0.00040794+0.0019639i,-0.00066378+0.00146i,-0.00058825+0.00067282i,-0.00036305+0.00045822i
0.00040272-0.0014779i,0.00052355-0.0018001i,0.00064513-0.0014571i,-0.00024678-0.00045185i,7.354e-05-0.00021373i,0.0010615+0.00054918i,0.0014217+0.0012959i,0.00099348+0.0011152i,0.00084457+0.00038644i,0.00058748+0.00052722i,-1.5215e-05+0.0011632i,-0.00054892-7.9075e-05i,-0.00083746-0.0010039i,-0.00070738+4.8339e-07i,-0.00041615+0.00081028i,6.0749e-05+0.00069133i,0.00027371-5.2693e-05i,0.00030904-0.00040291i,-0.00017989-1.4158e-07i,-0.0003868+0.00053433i,0.00042547+0.00023374i,0.00084578-0.00024527i,0.0005946+0.0003819i
-0.00088114+0.0023475i,0.00076247+0.0031149i,0.00094108+0.0037588i,0.0011969+0.0021102i,0.0011743+0.00017424i,0.00099191+0.00047241i,0.0013407+0.0011397i,0.0019407+0.0010491i,0.00196+0.00076012i,0.0010767+0.00087727i,0.00031705-1.8717e-05i,-7.2123e-05-0.00027066i,-0.00071339-0.00053196i,-0.0010135-0.001888i,-0.00063916-0.0015867i,-0.00030379-0.00074919i,-6.2816e-05-0.00039033i,0.00034447-0.00038799i,4.3511e-05-5.0808e-05i,1.5308e-05-0.00021189i,0.00045375-0.00099222i,0.0001219-0.0010575i,-0.00027655-0.0011438i
0.00056525-0.0011257i,0.00066472-0.001712i,-5.9363e-05-0.0013907i,-0.00015346-0.0010391i,-0.0002034-0.00081881i,-0.00043603-0.00036961i,0.00022813+8.9895e-05i,0.00082095+0.00041754i,0.00032154+0.00038898i,0.00017321+0.00012409i,0.00025959+0.00021952i,0.0006301+0.00059894i,0.00031436+0.00032589i,-0.00024274-0.00051487i,-0.00058843-0.00017126i,-0.00067994+0.00010364i,0.00013512+0.00010277i,0.00052887+0.00064404i,0.00035809+0.00070854i,1.2779e-05-0.00014083i,-0.00072735-0.00095861i,-0.00030194-0.001418i,0.00059456-0.00062683i
0.00070195-0.0012948i,9.8464e-05-0.0015157i,0.00011882-0.002029i,0.001007-0.0012071i,0.0011409-2.8649e-05i,0.0011428+0.0010494i,0.001108+0.0014455i,0.0010152+0.00062192i,0.00039671+1.8821e-05i,2.1778e-05+0.00023631i,0.00016561+0.0004713i,-0.00015958+0.0009893i,-0.00069565+0.00038727i,-0.00067101-0.00047836i,-0.00025889-0.0004101i,0.00016229-0.00010277i,0.00020867+0.00076494i,-0.00020071+0.00096784i,0.00045129+9.4336e-05i,0.0010261-0.00044056i,0.00044888-0.00083888i,-0.0003753-0.00067669i,-0.00056259-0.00011257i
0.000783-0.0011611i,0.0012289-0.0017613i,0.0012141-0.00089871i,0.00057511+5.8936e-05i,-9.8106e-05+0.00082447i,0.00039444+0.00055685i,0.0011207+0.00019617i,0.00072002+6.1026e-05i,-0.0001521-0.00036577i,-0.00014494-0.00045706i,-9.4493e-05+9.3468e-05i,-0.00041153+6.818e-05i,-0.00020396-0.00052322i,0.0007114-0.00085217i,0.0014847-0.00055736i,0.0014054-0.00033132i,0.00072204-0.00081395i,-0.00050163-0.0009945i,-0.0012039-0.00025744i,-0.00023634+0.00058404i,0.00048077+0.00079675i,-0.00051303+0.0004257i,-0.0011772+0.00037259i
0.00082405-0.0019007i,0.0010277-0.0024301i,0.00039807-0.00082963i,-0.00022583+0.00056038i,-2.064e-05+0.00097893i,0.00079171+0.0013848i,0.0015272+0.0014266i,0.0015029+0.00075574i,0.00033743+0.00026349i,-0.00040561+0.00019082i,9.4435e-05-5.4831e-05i,0.00056013-7.2609e-05i,0.00012096-3.983e-05i,-4.1551e-05+7.8064e-05i,-7.944e-05+0.00063519i,-0.00055348+0.00036328i,-0.00019251+0.00032849i,0.00014324+0.0010643i,-0.00070863+0.001357i,-0.0011305+0.00096242i,-0.00083501+0.00043783i,9.4726e-05+0.00011601i,0.00029601+0.00027668i
0.00022633-0.00080743i,-0.00047678-0.00055614i,-0.00061302-0.00062549i,0.00043686+5.7547e-05i,0.000237+0.00013409i,0.00018873-7.7349e-05i,0.0014688+0.00055559i,0.002302+0.0012064i,0.00083896+0.00011547i,-0.00067146-0.0007825i,-0.00046886-0.0004604i,-0.00048959-0.00047686i,-0.00061608-0.00046545i,0.00011614+0.00010101i,-0.00024437-0.00036785i,-0.00093606-0.00077029i,-0.00015279-0.00039452i,0.00051048-0.00021379i,0.00046751-3.1089e-06i,0.00017708+0.00075502i,-0.00034838+0.00033068i,-0.00024797+0.00031264i,0.00073728+0.00086629i
0.0013216-0.00035554i,0.0014146-0.00040122i,0.00090159+0.00018512i,-0.000137-9.4265e-05i,-0.00067933-0.00012063i,-0.00048265+0.00038267i,-7.004e-05+0.001084i,0.00038043+0.00082062i,0.0010999-0.00025588i,0.0010036-0.00021743i,-0.00018596-0.00034148i,-0.00061649-0.00051886i,-0.00041306+0.00013559i,-0.00024994+0.00017437i,-0.0004722-0.000343i,-0.00067643-0.00048438i,-0.00077036-0.00074147i,-0.00017612-0.00083279i,7.8636e-05-0.00069116i,-5.2699e-05-0.00013429i,-0.00043886+0.00010374i,-0.00060645-0.00029219i,-2.2355e-05-0.00025205i
0.00062056-0.0016423i,-0.00070861-0.0020406i,-0.0013772-0.001399i,-0.00092654+3.1086e-05i,0.00013286+0.00087256i,0.001736+0.0013465i,0.0018834+0.0015179i,0.0013118+0.00085196i,0.00025604+0.00041253i,-4.2683e-05+0.00023365i,0.00017716+0.00016104i,0.00025936-0.00013531i,0.00039199-0.00057558i,-0.00014829+3.6788e-05i,-0.000627+0.00092293i,-0.00081049+0.00049473i,-2.0706e-05+0.00038334i,4.1663e-05+0.00058641i,-0.0003662+6.1853e-05i,-1.0553e-05-0.00044065i,-0.00057152-0.0006534i,-0.00054575-0.00034767i,0.00025747-0.00013928i
0.00047907-0.0010962i,0.0007281-0.00083709i,-0.00010519-0.0011212i,-0.00010673-0.00089451i,0.00097728+0.00010158i,0.0013495+0.00062627i,0.0018403+0.0012112i,0.0019758+0.0011115i,0.0013452+0.00016418i,0.00052846-0.00026317i,-6.8278e-05-0.00039775i,-0.00049729-0.00024047i,-0.00066547-8.6712e-07i,-0.00089469+0.00047992i,-0.00058214+0.00041257i,0.00013803-0.0003019i,-0.00011071-0.00024488i,-0.00028236+0.00046462i,0.00043266+0.0004777i,0.00020216+9.1295e-05i,-0.00042197-6.2323e-05i,-0.0003784-7.5905e-05i,2.9328e-05+5.7885e-05i
-8.8917e-05-0.0014758i,-0.00024243-0.0011811i,-0.00077026+0.00046806i,-0.0008342+0.00094i,-0.0001943+0.00042482i,0.00057136+0.00030058i,0.0012039-0.00044785i,0.001565-0.00011554i,0.00079007+0.0006735i,0.00056876+0.00019513i,0.00022975-0.00040321i,-0.00022043-0.00037456i,-6.0729e-05-0.00034556i,0.00036265-0.00034463i,0.00084776-0.00026666i,0.0002108-5.7279e-05i,0.0002733+0.00043988i,0.00078052+0.00067127i,0.00064599+0.00041278i,0.00040382+0.00018618i,0.00060281+0.0006341i,0.00043383+0.00045832i,6.6736e-05+3.1662e-05i
0.00045675+0.00035696i,0.0013705+0.00035415i,0.0018787+0.00026817i,0.0016134+0.0012175i,0.001285+0.0011199i,0.0012436+0.00098226i,0.00089871+0.00067308i,0.00080781+9.6028e-05i,0.001567+0.0003661i,0.0023354+0.00050776i,0.0016311+0.00026758i,0.00061177-0.00046488i,0.00037558-0.00089745i,0.00024389-0.00093746i,0.00058348-0.00060397i,4.7675e-05-0.00045576i,-0.00017159-0.00064585i,0.00079485-0.00025912i,0.00039687-0.0001955i,-0.00055379-7.7844e-05i,-0.00044224+7.6266e-05i,-0.00027809+7.9924e-05i,-0.00013194-0.00019914i
-0.00013545-0.0014408i,-0.00091308-0.0014991i,-0.00079912+0.00018278i,0.00062332+0.0012855i,0.0019885+0.0021156i,0.0022236+0.0020197i,0.0019039+0.001094i,0.0014786+0.00019481i,0.00097983-0.00036931i,0.00096406+4.4066e-05i,0.00085561-1.2587e-05i,0.00017218-0.00071739i,-0.00025923-0.00066118i,-0.00058964-0.00084988i,-0.00030326-0.0013619i,-0.00037579-0.00043666i,-0.001097+0.00024808i,-0.0011011-0.00050484i,-0.00019682-0.00062266i,-6.728e-06-0.00027231i,-0.0008114+0.00065414i,-0.00099492+0.0013006i,0.0002158+0.00064659i
0.00028121+0.0010309i,0.0012277+0.00034027i,0.0010728+0.00019719i,0.00072765+0.00081061i,0.00094764+0.0012718i,0.0011858+0.0015384i,0.0010986+0.001201i,0.0011257+0.0010109i,0.00077891+0.0010068i,0.00050661+0.00011143i,0.00040232+2.4786e-05i,0.00026617+0.00060614i,-0.00032726+0.00056314i,-0.00029057+0.00036134i,3.0869e-05+0.00018105i,-0.00011179+0.00032626i,-0.00019042+0.00052592i,-0.00016959+0.00088425i,0.00013391+0.00032126i,0.0007084-0.00040257i,0.00051689-0.00038518i,-0.00024749-2.2216e-05i,3.6163e-05+0.000433i
0.0012056-0.0006047i,0.00053814-0.0019823i,0.00035796-0.0021295i,7.7406e-05-0.00083274i,-0.0004333+0.0002524i,0.0005108+0.001481i,0.0016222+0.0019636i,0.0016169+0.00071077i,0.00081671-0.00030658i,7.2832e-06-0.00049429i,-4.0106e-05-0.00042704i,0.00016936-1.228e-05i,-0.00043917+0.00035133i,-0.00049371+2.8543e-05i,4.7494e-05-0.00013724i,0.00027832+4.5633e-05i,3.2776e-05+0.0001144i,-0.00043556+0.00025583i,-0.00013028+0.0004623i,7.7794e-05+0.00068222i,-0.00037607+0.0010106i,-0.00016896+0.00047743i,0.00069782+0.00016111i
-0.0015635-0.00079747i,-0.00024396-0.0010819i,-0.00041297-0.00023086i,-0.00075744+0.0010723i,0.00034114+0.0021686i,0.0016043+0.0025195i,0.0021242+0.0018578i,0.0015352+0.0010462i,0.00012007+0.00051946i,-0.00053049-0.00017014i,-0.00025321-0.00042922i,0.00028334-3.372e-06i,0.00040107+0.00034977i,0.00040752+0.00017905i,0.00037423-0.00052474i,0.00023677-0.00055591i,-6.7925e-05-0.00044955i,-0.00043533+0.00033621i,3.819e-05+0.0011999i,0.00018392+0.00048825i,-0.00043933+0.00037255i,-0.00045234+0.00021148i,5.2648e-05-0.00019058i
-0.0020906-0.0015606i,-0.002308-0.00051999i,-0.00086558+0.00026495i,0.00067332+0.0004576i,0.00057581+0.00095348i,0.00060652+0.0012377i,0.0013066+0.00045908i,0.00083845-0.00037007i,1.2463e-05-0.00093145i,0.00052305-0.0015303i,0.0010855-0.0012391i,0.00068986-0.0011973i,0.00055015-0.0013446i,0.00057871-0.00098423i,0.00091196-0.00083864i,0.00063864-0.00034335i,-0.00032127-0.00041355i,-0.00055329-0.00061004i,-0.00085585-0.00095819i,-0.00041974-0.0014375i,-0.00013218-0.00080741i,-0.0010207-0.0004507i,-0.00064056-0.00094181i
0.0019625-0.0013048i,0.0016635-0.0013945i,0.00080596-0.00062332i,0.00032368+6.8792e-05i,0.00059179+0.0010942i,0.0011398+0.0012958i,0.0019085+0.0011981i,0.001144+0.0013093i,-0.00012506+0.0011721i,-0.00025651+0.0010467i,-0.0002599-1.6802e-05i,4.5349e-05-0.00061511i,0.00037056+0.00052193i,-3.353e-05+0.0010753i,-0.00050604+0.00081181i,-0.00088872+0.0006105i,-0.0005301+0.00045112i,0.00022245+0.00012682i,0.0005424-0.00047987i,0.00035939-0.00041291i,-0.00010388+9.9146e-05i,-0.00047791-0.00031018i,-0.00081597-0.00047958i
0.0032753-0.00077969i,0.0023772-0.0010973i,0.0012457-0.0012185i,6.9325e-05-0.00112i,-0.0010221-0.00038643i,-0.00023671+0.0010707i,0.00084453+0.001707i,0.00083449+0.00061392i,0.00087267-0.00014743i,0.00053982-0.00022358i,0.00016982+2.139e-05i,-1.0825e-05+0.00083466i,-0.00010492+0.00038996i,0.00015265-0.00034736i,0.00025972+0.00057547i,-0.00018862+0.00081852i,-0.00071577+0.00039752i,-0.00048734+0.00060006i,0.00026953+0.00044668i,0.00048364+8.0392e-05i,0.00033523-0.0002589i,0.00034164-0.00088444i,0.00055891-0.00057872i
2.0356e-05-0.0015591i,-0.00065617-0.001926i,-0.00088563-0.0016388i,-0.00083183-0.00071046i,-0.00085755+0.00075664i,0.00046322+0.0020618i,0.0023553+0.0016797i,0.0029861+0.00089932i,0.0015096+0.00033216i,-7.6783e-05-2.332e-05i,-0.00018657-0.00017124i,0.00061119-0.00074641i,0.00023574-0.00073746i,-4.5041e-06-0.00026907i,-0.0001344+0.00036241i,-3.5928e-05+0.0002227i,-0.00016907-0.00012084i,-0.00085803+3.8394e-05i,-0.00055848+0.00040715i,8.8623e-05+0.00050106i,0.00049518+0.00025523i,0.00021002+0.00033441i,-1.5846e-05+6.9485e-05i
0.00036353-0.00071092i,0.0003846-0.0010282i,0.00018734-0.00070441i,7.1748e-05-1.9327e-05i,0.00016527+2.9851e-05i,0.0011827+0.00041691i,0.0016731+0.0011247i,0.00089659+0.0010934i,-0.00016007+8.7343e-05i,-0.00012709-0.000326i,0.00015654+0.00027013i,-0.0003179+0.0010345i,-0.00059544+0.00017525i,-0.00022395-0.0015139i,-6.9977e-05-0.00099109i,-0.00090633-8.662e-05i,-0.0010056-0.00010811i,-0.00099506+0.00035539i,-0.0014119+0.00090909i,-0.0010391+0.00043278i,-0.00056581-0.00019719i,-0.00061498-0.00026952i,-0.00020412-0.00068768i
0.0027727+0.00067387i,0.0027905-0.00051157i,0.0024976-0.00069464i,0.0019911+0.00012935i,0.00080736-6.1201e-05i,-2.6151e-05+0.00053612i,0.00051088+0.0013285i,0.0011965+0.00097428i,0.0012469-1.9885e-05i,0.00083207-0.0001804i,-0.00059048-0.00062904i,-0.0021961-0.0010856i,-0.0023127-0.00011065i,-0.0013184+0.00070598i,-0.00083807+0.00072829i,-0.00050636+0.00036303i,-0.00028835+0.00029252i,-0.00082765+0.00024548i,-0.00073366+6.9866e-06i,-0.00036843-0.00039526i,-0.00053276-0.00046556i,-0.00074084-0.00029646i,-0.0005964+7.5694e-05i
-0.00085285+0.00032735i,6.2924e-05+0.0011772i,0.0001772+0.0011198i,0.000516+0.00011808i,0.0008637+0.00022984i,0.00095889+0.0018029i,0.00079468+0.0022221i,0.00062632+0.00061669i,0.0005128-0.00012475i,0.00065707+0.00042083i,0.00051153+0.00074905i,0.00014827+0.0002826i,-3.9005e-05+5.5559e-05i,-0.00013211+0.00024473i,-3.371e-05+0.00061151i,0.00034263+0.00079457i,-9.214e-07+0.00052324i,0.00010774+0.0003244i,0.00081529+1.9393e-05i,0.00026387+0.00013661i,-0.0006323-0.0001919i,-0.00064464-0.00063337i,5.8806e-05+2.0836e-05i
0.00090716-0.00025299i,0.0010264-0.0010381i,0.00029552-0.00031024i,-2.8632e-05+0.0010032i,0.00096251+0.0011538i,0.0021226+0.0016693i,0.0022125+0.0015629i,0.0016733+0.00030528i,0.0012105-0.00061068i,0.0006534-0.00043114i,0.00032627-0.00033643i,-0.00015948-0.00050325i,-0.00053337+0.0003355i,-0.00020612+0.00055232i,9.8144e-05+0.00015627i,0.00042544+0.00067409i,0.00053052+0.0010601i,0.0009206+0.0005649i,0.00081221+0.00031679i,-7.2745e-05+0.00043861i,6.6291e-05-5.6859e-05i,0.00038898-0.00060852i,0.00039654+0.00032169i
0.001893-0.001856i,0.00099956-0.0010853i,0.00074457+0.00073567i,0.00080213+0.0011115i,0.0016222+0.0013283i,0.0025542+0.0014476i,0.0024822+0.00070811i,0.0016624+0.00069503i,0.00029839+0.00075217i,-9.3718e-05+0.00048807i,0.00026413+0.00030254i,0.00037817+0.00038563i,0.00061541+0.00044069i,0.00021464+0.0005641i,-0.00033925+0.0007311i,-0.00020945+0.00060786i,-5.4528e-05+6.1593e-05i,-0.00039979-0.00025413i,-0.0006367-0.00029699i,-0.00063441-0.00037367i,-0.00011838+0.00017852i,-0.00010347+0.00058155i,-0.00021412+0.00048613i
0.0026026-0.00030893i,0.0022684-0.0013823i,0.0016753-0.0014974i,0.00037446-0.00053916i,-0.00092149+0.00063316i,-0.00056833+0.0017166i,0.00077949+0.0019144i,0.0011333+0.0008817i,0.00079724+0.00016036i,0.00047003-4.6168e-05i,0.00011047-0.00046618i,-0.00045856-0.00083295i,-0.0012715-0.00048354i,-0.0014665+0.00035195i,-0.00093724+0.00014987i,0.00010086-4.3196e-05i,0.00059158-0.00022585i,3.3616e-05-1.856e-05i,-0.00033308+0.00045482i,0.00033906+0.00042634i,0.00053155-7.1881e-05i,0.00040479-0.00084692i,0.00062127-0.0007642i
-0.00014591+0.0010926i,-6.0676e-05+9.5766e-05i,-0.00023103-0.0005634i,-9.5239e-06-0.00051733i,0.0010118+0.00019152i,0.00084299+0.0013573i,0.0011674+0.0013413i,0.0013263-4.8506e-05i,0.00018854-0.00081426i,-8.7907e-05-0.00031903i,-0.00013626+0.00027279i,0.00010839+0.0003623i,-0.00015001+0.00061011i,-0.0010179+0.0004442i,-0.00069954-0.00037645i,-0.00023269-6.7588e-05i,-0.00011762+0.00026825i,-0.0001696+0.00012895i,7.4082e-05+0.00052117i,0.00058282+0.00059626i,0.00065155+0.00043307i,0.00052251+0.00027683i,0.00041892+0.00034904i
0.0018268+9.6165e-06i,0.0018762-0.00067543i,0.0012089-0.00094817i,0.00057692-0.0012844i,-9.7379e-05-0.00076523i,-0.00031496+0.00028255i,0.00074299+0.0010129i,0.00089975+0.0015185i,-4.9445e-05+0.00072177i,-0.00013735+0.00049598i,-4.8089e-05+0.00043799i,-0.00062689-0.0003859i,-0.0010223-0.00026339i,-0.0011578+0.00056486i,-0.0010346+0.00010636i,-0.00065219-0.00039283i,-0.00017577+9.036e-05i,3.93e-05+0.00021517i,0.00043266-3.1966e-05i,0.00038233+0.00012324i,-7.1843e-05-7.026e-06i,-0.00035996-0.00073832i,-0.00013825-0.0013869i
-0.00018153-0.0015177i,0.00013031-0.0006318i,0.00025596+0.00065872i,-0.00015654+0.00084288i,0.00075274+0.00027894i,0.0019703+0.0010722i,0.00168+0.0013586i,0.00087691+4.5294e-06i,0.00077642-0.00073116i,0.0011148+0.00032058i,0.00040786+0.00056539i,5.4689e-05+0.00030217i,0.00053497+0.00050464i,0.0004684+0.00084648i,-0.00034739+0.00095934i,-0.00021193+0.00081288i,-0.00019011+0.00043187i,-0.00066469+0.00027836i,-0.0002294+0.00018461i,-0.00018668+0.00018957i,-0.00035229+0.00031851i,-0.00028529-9.4092e-05i,-0.00033193-0.00023913i
-0.00040603+0.00055439i,-0.0010427+0.00035695i,-0.0017279+0.00045523i,-0.0012993+0.00090123i,0.00043217+0.00054729i,0.0016125+0.00062543i,0.00061175+0.00082533i,-4.3673e-05+0.00044909i,-4.0833e-05+2.7639e-05i,-0.00036866+0.00013236i,-0.00029667+0.00015947i,-0.00043067-0.00013333i,-0.00016597-0.00084267i,0.00026835-0.00084216i,0.00012339-0.00050963i,0.00014866-0.00082932i,0.00032744-0.00081426i,-0.0001615+0.00014119i,-0.00076868+0.00043876i,-0.00048198-0.00013712i,-0.00051679+0.00025569i,-0.0010781+0.00049503i,-0.00081351+3.3645e-05i
0.00063672-0.0012676i,0.00052916-0.0020411i,0.00060587-0.0010707i,0.00021426-2.4613e-05i,0.00061266+0.00027485i,0.0013008+0.0011043i,0.0020801+0.0019799i,0.0019272+0.0015898i,0.0011685+0.0010603i,0.001238+0.0011949i,0.0015167+0.0010873i,0.0001725+0.00058462i,-0.00072177-4.7492e-05i,-0.00061671+0.00049457i,-0.00051216+0.00075747i,-0.00012571+2.6637e-05i,-0.00067017-0.00024665i,-0.0007299-0.00041358i,-0.00031873-0.00078242i,-0.00022597-0.0010329i,0.00028263-0.00054517i,0.00030697+3.4067e-05i,0.00010127+0.00064026i
0.00076677-0.00070329i,0.00026548-0.0013729i,-6.2203e-05-0.0015427i,-0.00099618-0.0004487i,-0.00091242+0.00043977i,-0.00046073+0.0017771i,0.00030868+0.001369i,0.00084382-0.00011631i,-0.00012874-0.00057459i,-2.032e-05-0.00087806i,0.00094555-0.00057299i,0.00083955-0.00025797i,0.00023714-3.8724e-05i,-4.2375e-05-0.00031604i,-8.7504e-05-0.00053212i,0.00020297+3.5202e-05i,0.00044947+0.00035138i,-4.204e-05+0.00087141i,-0.00057313+0.00039403i,-0.00013505-0.00048633i,-3.2077e-05-0.00063933i,-0.00019847-0.00040084i,-0.00078489-0.00051473i
0.0013823+3.7544e-05i,0.0014218-0.0019969i,0.0018044-0.0028823i,0.00079355-0.0017128i,-0.00013861-3.8193e-06i,0.00053314+0.0011803i,0.0018129+0.0012908i,0.0016807+0.0005249i,0.00073916-0.000286i,0.00015349-0.00032275i,-6.1675e-05+6.1717e-05i,-0.00048453+0.00017321i,-0.00047966+0.00053887i,-0.0003397+0.0012401i,-0.00035594+0.0014131i,-5.703e-05+0.00047374i,0.00031025-0.00021203i,0.0010317+0.00032473i,0.0013185+0.00024157i,0.00023807-0.00040146i,-0.00055691-0.0008895i,-0.00049622-0.00086111i,-0.00011682-0.00044407i
0.00080094-0.00085322i,0.0015826-0.0017338i,0.0013215-0.00061118i,0.00086516+0.00039103i,0.00058697+0.00072022i,0.001036+0.00078447i,0.001594+0.0007581i,0.0013339+0.00033041i,0.00065045-1.9801e-05i,8.2552e-05-0.00077493i,0.0004728-0.00096889i,0.00066005-8.6611e-05i,0.00066417+0.00032979i,0.00071685+6.3566e-05i,3.8841e-05-0.00067273i,-0.00094465-0.0013532i,-0.0010814-0.0012152i,-0.00043811-0.00041432i,-0.00069186-2.9003e-05i,-0.00084032-0.00043132i,-0.00072712-0.00058083i,-0.00035283-0.00046885i,0.00051414-0.00010078i
0.0019635-0.00055657i,0.0021879-0.00011747i,0.0019382+8.9747e-05i,0.0011784-0.00040715i,0.00021679-0.00099965i,0.00040678-0.0004785i,0.0012658+8.946e-05i,0.0014544-0.00036019i,0.0015301-0.00041719i,0.00053623+0.00024776i,-0.00044207+0.00026157i,-0.00050641-0.00014537i,-0.00022075+5.2538e-05i,-0.00059725+0.00017457i,-0.00086092+0.0002885i,-0.00077617+0.00044891i,-0.00081582-0.00012805i,-0.00088138-0.00056009i,-0.00053878-0.00035978i,-0.00022727-9.3903e-05i,-0.00098174+0.00048508i,-0.0011031+0.00065089i,-0.00042422+0.00054248i
2.0981e-05-0.00044045i,-0.00016323-0.00060428i,-0.00095634-0.00085024i,-0.00047132-0.00042125i,0.00024111+0.00051482i,0.00067772+0.0012448i,0.0013588+0.0018673i,0.00064731+0.0011031i,8.6078e-05+0.00014769i,8.4497e-06+3.327e-05i,-0.00032745-0.00065889i,-0.00066159-0.00086847i,-0.00060391-0.0008526i,-0.00020198-0.0014362i,-0.00037538-0.0010671i,-0.00040754-0.00063259i,-8.824e-05-0.0010906i,7.5404e-05-0.00079048i,3.5418e-05-0.00023017i,-0.00030511+0.00015069i,-0.00091209+0.00037731i,-0.00047012+0.00013927i,0.00072004-0.00014898i
