-0.0037895+0.00041105i,-0.0018681+7.1483e-05i,-0.0028687+0.0012049i,-0.0032736+0.0024393i,-0.0026476+0.0035816i,-0.001178+0.0026861i,0.00027349+0.0017914i,0.0012318+0.0018728i,0.0013988+0.0013803i,0.001648+0.00028827i,0.001798-0.00085686i,0.0012568-0.00090113i,0.00057514-0.00083219i,-0.00015198-0.00050707i,-0.00050565+0.00012614i,-0.00083066-0.0003345i,-0.00066575-0.00049667i,-0.00019135-0.00055617i,0.00038125-0.00050301i,-0.00059463-0.00019771i,-0.001409-0.00019443i,-0.0008467-0.00023504i,-0.00019328-0.00057207i
0.00013213+0.00037707i,0.0015547+0.00013474i,0.0024571-0.00070792i,0.00092706-0.00082563i,-0.00063318-0.00045791i,-0.0010789+0.00016086i,-0.00081854+0.00092625i,0.00062802+0.0015841i,0.001897+0.0016879i,0.0016854+0.001041i,0.0007351+0.00025347i,0.00034822+0.00025486i,0.00068234-0.00048166i,0.0012885-0.00090796i,0.00098311-0.00049887i,-0.00053126-0.00024746i,-0.0010458-3.959e-05i,-0.00031491-0.00022604i,-0.00014641-0.00025336i,-0.00024023+0.00020355i,-0.00018126-0.00026396i,2.1624e-05-0.00083039i,0.00087974-0.00035771i
-0.0014375-0.00031849i,-0.0016289-0.00010255i,-0.0023763+0.00056017i,-0.0024841+0.0011832i,-0.0023165+0.0012105i,-0.0011242+0.00066864i,-0.00022848+0.0004888i,0.00012313+0.00088827i,0.0010434+0.0013567i,0.0015187+0.001402i,0.0010867+0.00074977i,-0.00013387+0.00024855i,-0.00063539+0.00015897i,0.00020972-0.00035056i,0.00054369-0.00052263i,0.00013724-0.00023218i,8.5085e-05+0.00020591i,0.0004909+0.001052i,0.00045321+0.00072383i,-0.00010276+9.3119e-05i,-0.00018398+0.00074749i,0.00045354+0.00084402i,0.00058851-1.1869e-05i
-0.0012646-0.00031366i,-0.0014007-0.00022624i,-0.0017696+0.00026304i,-0.0018101+0.00019564i,-0.0012984+0.00035733i,-0.0014723+0.0011927i,-0.0019917+0.0010301i,-0.00072004+0.00040527i,0.0006662-6.7843e-05i,0.0008833-0.00015244i,0.00074647+5.6156e-05i,0.00011473-5.9708e-05i,-1.1497e-05+0.00030827i,0.00055043+0.00030821i,0.00076415-2.4663e-05i,0.00023179-0.00037324i,-3.7028e-06-0.00023056i,0.000257+7.0404e-05i,0.00060322+0.00017178i,0.00089794-0.00021757i,0.0012183-0.00064125i,0.00099819-0.00038636i,0.00058353-0.00067941i
-0.00020136+0.00060618i,-0.00021287+0.00085183i,5.2971e-05+0.00048503i,0.00060302-0.00028795i,0.00028727-0.0010435i,-0.00024718-0.0012767i,-0.00065033-0.00081737i,-0.00079755-0.00093216i,5.3638e-05-0.0009791i,0.0001736-0.00019575i,0.00026059+0.00056764i,0.0001125+0.00089572i,-0.00048697+0.00085849i,-0.00056074+0.0004932i,-0.00055518+0.00036807i,-0.00073443+0.00035861i,0.00045151+3.8258e-05i,0.0012269+9.0687e-05i,0.00034262+0.00054984i,5.8859e-05+0.00025135i,0.00028796-9.8252e-05i,0.00061035+0.0002337i,0.00046713+0.0011647i
0.00014486+0.0010055i,0.00034181+0.0015981i,-0.00015425+0.0012603i,-0.00058257-0.00061399i,-0.00040337-0.0017609i,-0.00059739-0.0017727i,-0.00081142-0.001367i,-0.00080476-0.00049206i,-0.0008818+0.00037966i,4.2498e-05+0.0010531i,0.0011139+0.0011653i,0.0010579+0.0013129i,0.00045139+0.00079603i,0.00028629-0.00012848i,0.0006438+0.00017311i,0.00045083+0.00063445i,0.00044585+0.00089139i,0.00066351+0.00097991i,0.00056978+0.00039089i,0.00025745-1.6186e-05i,0.00028323+0.00014629i,0.00045043-0.00017225i,7.3113e-05-0.00063318i
0.00077672+0.00010422i,0.00029925-0.00028766i,0.00010869-0.00019395i,-0.00031319-4.1108e-05i,-0.0010965-0.00068405i,-0.0013643-0.0017802i,-0.001414-0.0014288i,-0.0019555+0.00033974i,-0.0012767+0.0016216i,0.00034559+0.0016192i,0.00078576+0.00095764i,0.00085752+0.00064246i,0.0012695+0.00097644i,0.0012969+0.00086025i,0.00052287+0.00021444i,-1.8641e-06-0.000378i,0.0002823-0.00069785i,0.00016088-0.00091444i,0.00014304-0.00088703i,0.00066132-0.00018951i,0.0010434+0.00039676i,0.0007317+0.00043584i,-0.00028205+0.00051113i
0.0009333-0.0001982i,0.00096398-0.0014647i,0.0010673-0.0024418i,0.00040998-0.0014365i,-0.0013233-0.0018368i,-0.0019588-0.0023988i,-0.0017077-0.0010895i,-0.00072714+0.0012614i,-4.351e-05+0.0024531i,0.00053133+0.0014733i,0.00075283+0.00064795i,0.00012399-3.1785e-05i,-0.00018953-0.00058429i,-0.00026959-0.00058426i,-0.00028219+5.9657e-05i,-0.00027443+0.0012728i,7.2806e-05+0.0012376i,4.6762e-06+0.00036424i,-0.00059889-0.00042468i,-0.0013572-0.00050496i,-0.0011956-6.5966e-05i,-0.00038351-0.00020704i,-0.00012566+0.00014361i
-0.0015454-3.2428e-05i,-0.0021627+0.00026008i,-0.0021263+0.0016782i,-0.0023036+0.0024701i,-0.0029154+0.001298i,-0.0020034-0.00022247i,-0.0010837-0.00032723i,-0.00026414+0.00064142i,0.00073236+0.0014393i,0.0014431+0.001595i,0.0013478+0.00024732i,0.00025818-0.00089432i,-0.00025445-0.0008824i,-0.00040595-0.0010487i,-0.00024094-0.0015982i,9.0885e-05-0.0012592i,-0.00035116-0.00015661i,8.8117e-07+0.00037151i,0.0016161-3.5377e-05i,0.0018467+3.244e-05i,0.0006016+0.00046414i,-2.147e-05-5.0098e-05i,0.00024998-0.00025545i
0.0017386-0.00026835i,0.0013932-0.0017735i,0.00086268-0.002932i,0.00065281-0.0027397i,-0.00098647-0.0019925i,-0.0026149-0.0013467i,-0.0011892-0.0013024i,5.7663e-06-0.00060529i,0.00019773-0.00028429i,0.00039096-0.00083244i,0.00027653-0.00044592i,-0.00022845+0.00030024i,-0.00021844+0.00054107i,0.00018224+0.00064317i,0.00018996+0.00056132i,0.00023279+0.0005976i,0.00033975+0.0009217i,-0.00060599+0.0012084i,-0.0010373+0.00098261i,-0.00083742-0.00016407i,-0.00051361-0.00085853i,0.0002439-0.00041292i,0.00038301+0.00010042i
-0.00096807-0.0021291i,-0.0012001-0.0018109i,-0.0019331-0.001882i,-0.0018763-0.0018033i,-0.00095029-0.00078458i,-0.0007459-0.00055939i,4.5147e-05-0.00061074i,0.0010603+9.0171e-05i,0.00041903+0.00026321i,-0.00024188+0.00033136i,0.0003002+0.00027168i,0.00070333+0.00027554i,0.00077012+0.0012041i,0.00061967+0.001347i,-7.2613e-05+0.0002639i,-0.00068736-0.00051559i,-0.00037258-0.00061064i,2.1503e-05-0.00050186i,-0.00028936-0.00034821i,-0.00092608+0.00024416i,-0.00071094+0.00020011i,0.00011103+0.00038999i,0.00016516+0.00048162i
-0.0015195+0.00066532i,-0.00092121+0.0011439i,-0.0010716+0.0014423i,-0.00059521+0.001212i,0.00049616-0.00010504i,0.0010074-0.00084075i,4.746e-05-0.001098i,-0.00063154-0.0010453i,-0.00050551+4.0671e-05i,-0.00014181+0.0016726i,0.00013975+0.0016525i,0.00053673+0.0010666i,0.00086998+0.00023833i,0.00026401-0.00083373i,-0.00052607-0.00012308i,-0.00026+0.00060589i,6.8511e-05+0.00041047i,-0.00032335-0.00013284i,-0.00020848-0.00017517i,-0.0001939+0.00024664i,-9.619e-05-9.3727e-06i,0.00073784-0.00030353i,0.00079209-0.00073179i
-0.0016969-8.4607e-05i,-0.00032745-0.00077336i,-0.00025457-0.00042755i,-0.0018871+0.00045774i,-0.0025151+0.00015409i,-0.0016825-0.00014554i,-0.00073812-2.6687e-05i,-1.698e-05+0.00079588i,0.0004181+0.0022337i,0.00059864+0.0028856i,0.0010439+0.0015922i,0.0012213+3.0934e-06i,0.00089463-0.00053739i,0.0011581-0.00060577i,0.001612-0.00087359i,0.0011262-0.00058464i,-0.0002405-0.00045785i,-0.00077126-0.00030396i,-8.3099e-05+5.738e-06i,-0.000239+0.00034948i,-9.543e-05-7.2843e-05i,0.00072851-0.00029676i,0.00076018+0.00095491i
-0.0017875+0.00037151i,-0.00096673-0.0002593i,2.7452e-05+0.00017089i,-0.00026945+0.00032562i,-0.00068247-0.0010658i,-0.00044555-0.0026926i,-0.00033277-0.0019461i,0.00010119-0.00014148i,7.3881e-05+0.00087929i,0.00092621+0.0013502i,0.0013136+0.0010631i,0.00050257+0.00018486i,-0.00017585-0.00043359i,-0.00056826-0.00067178i,-0.00085588-0.00010919i,-0.00028052+0.00023789i,0.0011894-0.00012348i,0.00159-0.00035462i,0.0010239-9.2346e-05i,0.00033863+7.6829e-05i,0.00019443-1.7348e-05i,0.0009059+0.00047349i,0.0010438+0.000739i
-0.0012182-0.00061464i,-0.0010742-0.001059i,-0.0006337-0.001516i,-0.00040719-0.0018351i,-8.2303e-05-0.0019458i,-0.00025979-0.0016446i,-0.00054428-0.0010092i,-0.00025374-0.0003083i,0.00057424+0.00031588i,0.0011494-3.0488e-05i,0.0010186-0.00060926i,0.00015239-0.00056298i,-0.00072176-0.00099765i,-0.0006329-0.00051153i,-0.00013107+0.00013999i,-0.00020878-7.6223e-05i,-0.00039167+0.00025919i,-0.00048915+0.00090462i,-0.00071785+0.00034314i,-0.00044624-0.00062931i,0.00059185-0.00031883i,0.00044055+0.0004148i,-0.00050725+0.00065968i
-0.00015345+0.0019974i,0.0013556+0.0022421i,0.0014997+0.0024489i,0.00075758+0.001775i,-4.6397e-05-2.3003e-05i,-0.00079745-0.0014421i,-0.00037681-0.00096297i,0.00070531-0.00028062i,0.00092048-0.00054691i,0.0007365-0.00046964i,0.00027139+0.00025219i,-0.00037426+0.00084951i,-0.00057877+0.00072495i,-0.00022804+0.0010939i,-0.00035149+0.0015274i,-0.00052795+0.00019406i,0.00042701-2.1511e-05i,0.0010338+8.0997e-05i,0.00095382-0.0011513i,0.0003208-0.0011409i,-0.0005329-0.00051772i,-0.00012207-0.000523i,0.00076166-0.00037192i
-0.0016521-0.00058765i,-0.0010865-0.00019256i,-0.0012311-0.00072953i,-0.0012849-0.00044849i,-0.00058176+7.184e-05i,-0.00013286+0.00029611i,-4.0849e-05-0.00013566i,0.00013685-0.00025147i,0.00018914+0.00038433i,0.00013706+0.00074831i,-5.6823e-05+0.001112i,0.00033361+0.0012703i,0.00058788+0.0013444i,8.3647e-05+0.00073094i,-0.00054234+0.00018209i,-0.00031508+0.000645i,-0.00011738+0.00081366i,0.00040173+0.00015408i,0.00099047+0.00039321i,0.00072237+0.00094401i,0.00066406+0.00083297i,0.00043741+0.00026568i,-0.00010261+0.00021357i
0.00081351-0.0028174i,8.8091e-05-0.0026171i,-0.0011352-0.0027828i,-0.0021949-0.0024567i,-0.0029686-0.0015768i,-0.0023991-0.00085793i,-0.00076355-9.7404e-05i,-0.0011084+0.00049524i,-0.002013+0.00072692i,-0.0011398+0.0010367i,0.00040921+0.00055781i,0.0016365-0.00034237i,0.0024944-0.00067702i,0.0020391-0.00040627i,0.001667-1.6419e-05i,0.00084014+0.00012259i,-0.00020139+0.0003176i,0.00017946+0.00077364i,0.00064242+0.00039883i,0.0003725+0.00024223i,0.00028502+0.00027219i,-0.00014621+0.00021143i,-0.00060638-0.0004769i
-0.00097054-0.0011421i,-0.0020274-0.00079763i,-0.0017911+0.00056899i,-0.0013904+0.0017661i,-0.0015265+0.0014541i,-0.0012424+0.00021389i,-0.00070625-0.00083401i,-0.00088512-6.554e-06i,-0.00083594+0.0012641i,5.9295e-06+0.0014908i,0.00066962+0.00052094i,0.00084834-0.00068612i,0.00064417-0.0014701i,-0.00020337-0.0016208i,-0.00073492-0.00063502i,-0.00055205+0.00018976i,-0.00010909+0.00036934i,0.00016406+0.00022345i,0.00024392+0.00082472i,0.00015399+0.00094372i,0.00019801+0.00034078i,0.00080429-0.00019048i,0.00075056-0.00013499i
0.00063761-0.00084843i,-0.00050697-0.00067421i,-0.0024692-0.0015179i,-0.0033311-0.002064i,-0.0026934-0.0014632i,-0.0029162-0.0009677i,-0.0021431-0.00042545i,0.00038143+0.00044211i,0.0020131+0.00078731i,0.0018297+0.00085211i,0.00078061+0.00072037i,0.00010746+0.00072015i,-0.00010145+0.00093076i,-0.00026257+0.00046798i,0.00016476+0.00037597i,0.00022826+0.00015503i,-0.00010928+0.00041963i,8.1443e-05+0.00065021i,0.00033614+0.0001883i,0.00032099-0.00035147i,0.00011363-0.00019806i,-0.00017166+0.00027468i,-8.8273e-06+0.00013976i
-9.6116e-05-0.0010628i,-0.00036068-0.0005399i,-0.00046865-0.0018209i,-9.2691e-05-0.0026764i,-7.1453e-05-0.0027731i,-0.00018323-0.0017092i,-0.0011054-0.00028638i,-0.00031332+0.0003719i,0.0012986+0.0012599i,0.0017023+0.0010549i,0.00088906-8.386e-05i,0.00051285-0.00023733i,0.00101-0.00011523i,0.00018325-0.00020483i,-0.00063284-0.00032324i,8.0941e-05-0.0004523i,0.00023417-0.00074691i,5.1721e-05-0.00052498i,-5.2535e-05+0.00035891i,-0.00016664-8.0421e-06i,-0.00022652-0.00057906i,-0.00034878-0.00055167i,-9.0132e-05-0.00029494i
-0.0026374+0.00045178i,-0.001649+0.00076072i,-0.0010571+0.0011434i,-0.0010677+0.00057461i,-0.0009933+0.00016115i,-0.00069427-0.00033064i,-0.0012138-0.0011005i,-0.00080957-0.00066125i,-3.1867e-05-0.00021708i,-0.00016392+0.00057668i,-0.00064051+0.0011315i,-0.00050972+0.00061272i,0.00066083-2.0542e-05i,0.00053284-0.00030204i,0.0002324+5.5428e-06i,0.00055599-0.00013087i,0.00053344-0.00072233i,0.00047868-2.2526e-05i,-0.00011322+0.00071605i,-0.00086431+0.0007115i,-0.00059767+0.00081826i,-0.00027673+0.00069i,0.00018343+0.00053692i
0.00029002-0.00010231i,-1.6903e-05-4.5661e-05i,-0.00046028-0.00044337i,-0.00042366+0.00028277i,0.00034052+0.00017482i,-0.00036978-0.00017089i,-0.00064614-9.4299e-05i,-0.0004055-0.00066626i,-0.0007086-0.00031514i,-0.00060641+0.00065227i,0.00034323+0.00099422i,0.0011196+0.00033176i,0.00096535-0.00035037i,0.00058879-0.00025438i,-0.00030981+1.1933e-05i,-0.00063933-0.00046043i,-0.000673-0.00055821i,-0.00082859+0.00054581i,-0.00063572+0.00095339i,7.8875e-05+0.00067124i,0.00071128+0.000466i,0.00089583+0.00052056i,0.00015471+0.00078564i
0.00078372-0.0022289i,0.00020618-0.0018233i,-0.00082576-0.0019145i,-0.00046507-0.0023976i,0.00076535-0.0016917i,0.00014446-0.0014495i,-0.00064463-0.00074726i,-0.00042453+0.00061125i,-0.00089299+0.0011208i,-0.0015654+0.0013519i,-0.00099874+0.0012078i,0.00029875+0.00085194i,0.0010942+0.00087512i,0.00068734+0.00067988i,0.00033804+0.00059464i,0.00050805+0.00026786i,0.00093413+3.5749e-05i,0.00066511+0.00066993i,6.8716e-05+0.00058007i,-8.8639e-05-0.00039747i,-2.0625e-05-0.00085366i,4.6527e-05-0.00077325i,0.00048617-0.00050947i
7.8236e-06+0.0023257i,-2.9286e-05+0.0020872i,0.0013225+0.0011052i,0.0015261-0.00011515i,0.00049056-0.0016115i,-3.8375e-05-0.0029444i,0.00015112-0.0019647i,-0.00010093-0.00037425i,0.00044523+0.0016453i,0.0016084+0.0028864i,0.0020991+0.001488i,0.0014654-0.00046761i,-1.4025e-05-0.00073891i,-0.00074822-7.9071e-05i,-0.00076518+0.0001872i,-0.0002405+0.00082822i,-0.00033318+0.001422i,-0.0010612+0.00097055i,-0.00061691+0.00031371i,0.0003666+0.00014825i,0.00069368-0.00026538i,0.00098123-0.00049884i,0.00070613-0.00040466i
0.00088414+0.00096203i,0.00090744+0.00066121i,0.00014907-7.6118e-05i,0.00043125-0.0010736i,0.0009823-0.0017416i,-0.00039691-0.0023522i,-0.0019892-0.0021439i,-0.00092024-0.0009275i,0.0017691+0.00080757i,0.0023077+0.0018421i,0.0010472+0.00087314i,0.00025366-0.00055745i,0.00020767-0.00081242i,-0.00016592-0.0003742i,-0.00048818-0.0002348i,-0.0001491+0.00061322i,0.00036039+0.00054912i,0.0004636+0.00012811i,0.00032512+0.00021101i,0.00020705-0.00030347i,0.00054882-0.00049593i,0.00048296-0.00074379i,-4.8544e-05-0.00052635i
-0.0011671+0.00067534i,-0.0012581+0.0013473i,-6.0861e-05+0.0013269i,9.711e-05+0.00022934i,-0.00028696-0.0013117i,-0.00090832-0.0022645i,-0.0010657-0.0021117i,-0.00044513-0.00063181i,0.00028582+0.0012399i,0.00089056+0.0015308i,0.0011737+0.0010431i,0.0003553+0.00083081i,-0.00029766+6.9009e-05i,0.00056084+0.00047535i,0.00088865+0.0015484i,0.00060337+0.0013406i,0.00091809-0.00012715i,0.00053419-0.00040665i,-9.5242e-05+0.00051825i,-0.00021021+0.00067408i,-0.00057083+0.00049814i,-0.00072958-7.5228e-05i,-0.00021876+4.6635e-05i
-0.0017882-0.0011677i,-0.00068047-0.0014747i,-0.00037259-0.00087504i,-0.0018161-0.00014982i,-0.0025991+8.6637e-05i,-0.0020007+0.00030899i,-0.0012007+0.00036903i,-0.00054775+0.00025066i,-0.00054034+7.5958e-05i,-0.00062567+9.4367e-05i,6.7617e-05-0.00011999i,0.00086536-2.8934e-07i,0.0010669+0.00033207i,0.00092879+0.00026552i,0.00090857-4.3092e-06i,0.0006003-0.00060041i,-7.8483e-05-0.00040447i,-0.00059652+0.00025144i,-0.00090614+0.00024255i,-0.00027044-0.00033552i,0.00016523-0.00081007i,3.1677e-05-0.00054329i,-1.7354e-05+0.00059369i
6.9928e-05+0.00017155i,0.0010667+0.00076236i,0.00061971+8.8986e-05i,-0.0011023-0.0004645i,-0.0010744-0.0013615i,-0.00055796-0.0012319i,-0.00078563+0.0001819i,-0.00081076+0.00080767i,-0.00083027+0.00033789i,-0.00045426-4.6452e-05i,4.9009e-05+0.00050556i,6.9393e-05+0.00054769i,0.00071601-0.00058062i,0.00064876-0.00085436i,-0.00033956-0.00042963i,-6.756e-05-0.00046703i,0.00023077-0.00027343i,0.00018303+0.00026665i,8.211e-05+0.00038497i,-0.00010443+0.00024049i,0.00053709+0.00022922i,0.0010839+0.0001975i,0.00081194-0.00070453i
0.00066568-0.0009372i,0.0016018-6.7905e-05i,0.0011993+0.00011073i,-0.0004811-0.0007208i,-0.002127-0.0011616i,-0.00178-0.0015717i,-0.00091818-0.00060524i,-0.00042724+0.0006538i,-0.0004938+0.001185i,-0.00069587+0.0013048i,-0.00028252+0.00070253i,0.00032593+6.4704e-05i,0.00048172-1.5455e-05i,-6.1307e-05+0.00085879i,-0.00063999+0.0015449i,-0.00099001+0.0012429i,-0.00085642+0.00087428i,-0.00037723+0.001121i,-0.00033694+0.0011141i,9.9104e-05+0.00011353i,0.00053182-0.00017333i,0.00084466+0.00020881i,0.0011123-0.00032621i
-0.00098633+0.00026768i,-0.00083027+0.00038707i,-0.00025906+0.0010578i,0.00080176+0.0016425i,0.00055299+0.00048241i,-0.00014949-0.00059908i,-0.00016906-0.00061477i,0.00087817-0.0001553i,0.00099728+0.00079892i,0.00062452+0.0010434i,0.00092028+0.00052621i,0.00087113+4.4331e-05i,0.00045989-0.00024355i,-7.9157e-05-0.00019211i,-0.00051124+0.00030852i,-0.00053155-0.00016702i,-0.00036688-0.00070757i,-0.00052012-0.0002272i,3.421e-05+0.00071748i,0.0014418+0.00082742i,0.0011553+0.00033596i,0.00071924-4.5829e-05i,0.00094016+3.628e-05i
-0.00029581+0.00057753i,-0.00086964+0.0005295i,-0.00071602-0.00044351i,-0.00059007-0.00050159i,-7.6242e-05-0.00022874i,0.00026776-0.0015685i,0.00023049-0.0018823i,0.00049986-0.00046748i,0.0013334+0.00065226i,0.002037+0.00063168i,0.0016579-0.00021227i,0.00088194+0.00015219i,0.00023358+0.00071746i,0.00037217-0.00019965i,0.00083396-0.00077001i,0.00098292-0.00054127i,0.00091244-0.00057955i,0.00044141-0.00011017i,0.00037597+0.00078849i,0.00067209+0.00068898i,0.00073717+0.00016467i,0.00064745+0.00039361i,0.00084768-0.00011147i
-0.0019226+0.0013499i,-0.001091+0.0026296i,-0.00069212+0.0036372i,-0.00068968+0.0025483i,-0.00063322+0.00063373i,-0.00073538-0.00010258i,-0.0011872-0.00026132i,-0.0010949+0.00031188i,-0.00012292+0.001136i,0.00042886+0.0015315i,0.00064205+0.0011757i,0.0010644+0.00034552i,0.00042746-8.813e-05i,-0.00053375-0.00070937i,-0.00054025-0.00074563i,7.0425e-05-0.00012973i,3.2393e-05+0.00060757i,-0.00035519+0.0012914i,-0.00037409+0.00070436i,1.2049e-05-0.00021728i,-6.7527e-05+0.00031721i,-0.00036999+0.00020062i,-0.00014709-0.00027348i
-0.00023451-0.00037671i,-0.0012629+0.00016049i,-0.0015297-0.00044316i,-0.001227-0.0016945i,-0.00043765-0.0023931i,-0.0006992-0.0022207i,-0.0007265-0.0013635i,2.2309e-05-0.00035742i,-0.00013986-0.00021634i,-6.2418e-05+4.179e-05i,0.00047404+0.0010833i,0.00031605+0.00070578i,0.00038776-0.00068877i,0.00047201-0.0015087i,0.00024365-0.00102i,-0.00039546-0.00043192i,-0.0011686-0.00011241i,-0.00066662+0.00039257i,0.00031594+0.00057864i,0.00014872-7.3543e-05i,-0.00048003-0.00025522i,-0.0002565+0.0001295i,0.00079949+0.00012718i
0.00082321-0.0030109i,0.00096993-0.0026587i,-3.6308e-05-0.0019941i,-0.0015528-0.0014672i,-0.0023569-0.0013854i,-0.0019127-0.00061354i,-0.001945-0.0004027i,-0.0014343-0.00011948i,-0.0004268+0.0001885i,-0.00023946-6.1069e-05i,-0.0001544+5.2309e-05i,0.00013948-0.00015383i,0.00033273+0.0001606i,9.9129e-05-0.00049734i,-0.00017653-0.001473i,-0.0007652-0.0015444i,-0.0013678-0.0013233i,-0.00022105-0.00073702i,0.00058487-0.00044998i,0.00012135-0.00030433i,-0.00037014-0.00038761i,-0.00016081-5.7186e-05i,-0.00020092+0.0004441i
-0.00089572+0.00057057i,0.00034876+0.00040012i,0.00047291+0.00071813i,-0.00028274+0.00011674i,-0.00020319-0.0012372i,-0.00071034-0.0015549i,-0.00093576-0.0013896i,-0.00054822-0.0007501i,-0.00045831+0.00039844i,-8.4697e-05+0.001012i,-0.00039534+0.0012536i,-0.00037844+0.00098508i,-0.00013045+0.00015366i,-0.00070011+0.00035138i,-0.00054675+0.00050606i,-0.00058542+0.00062965i,-0.00060581+0.0012236i,4.0796e-05+0.0013015i,-0.00018071+0.00071762i,-0.000202+0.0010745i,0.00024263+0.00095724i,1.2884e-05+0.0003499i,-0.00054908+5.8208e-05i
-0.00062667-0.0010853i,-0.0015064-0.0011666i,-0.0023463-0.0011034i,-0.0028725-0.00025477i,-0.0032406+0.00059334i,-0.0023089+0.0016403i,-0.00070896+0.0015528i,8.3926e-05+0.00084294i,0.00055482+0.0010697i,0.00075869+0.00089713i,0.00055201+0.00073325i,0.00055779+0.00070129i,0.0006888+0.00090166i,0.00054004+0.00089035i,0.00044148+0.0008364i,0.00044919+0.0004856i,0.0007587-0.00020147i,0.0011334-0.00011599i,0.0011426+0.00083645i,0.0011834+0.0010781i,0.00067716+0.00033626i,0.00058371-0.0005107i,0.00037807-0.00056399i
-0.00070272+0.0014926i,-0.00048097+0.0018973i,0.0010384+0.0012748i,0.0015607+2.3335e-06i,0.00030405-0.0010875i,-0.00089033-0.0020228i,-0.0012717-0.0012028i,-0.00033515+0.00031279i,0.00088874+0.00094976i,0.0010652+0.00057314i,0.00072605+0.00067465i,0.00097251+0.00090119i,0.00032022+0.00045169i,-5.7716e-05+0.0006849i,0.0002792+0.00067728i,0.00024996+0.00013144i,0.00017439-0.00019828i,0.00042521-5.5265e-05i,0.00018797+6.1417e-05i,0.00047991-0.00043085i,0.00049987-0.00078379i,-0.00033171-0.00073116i,-0.00064912-0.00029576i
0.00034617-0.003108i,-0.0015509-0.0015636i,-0.0034315-0.001212i,-0.0035244-0.00086383i,-0.0022585+0.00040721i,-0.0013915+0.00081478i,-0.0011448-4.1595e-05i,-0.00098436-0.00053955i,-0.000485-0.00021732i,0.00019136+0.00058682i,0.0011574+0.0011651i,0.0018483+0.00093474i,0.0011228+7.3047e-05i,0.00063684+1.3922e-05i,0.00076964-5.1104e-05i,0.00053836-4.5603e-06i,0.00055578+0.0003421i,0.00032302-0.00021748i,-0.0005826-0.00056132i,-0.0003508-0.0010848i,-5.7584e-05-0.0015067i,-0.00017349-0.00078557i,0.0005148+0.00043425i
-0.00050027+0.00014982i,-0.00071366-0.00061026i,-0.00060707-0.00088549i,-0.0011326-0.0012027i,-0.0017385-0.0022137i,-0.0025324-0.0019984i,-0.003083-0.0015313i,-0.0023964-0.00078008i,-0.00083563+1.3931e-05i,0.00024804-0.00027348i,0.00059801-0.00039442i,0.00032316-9.7464e-05i,0.00034297+0.00018022i,4.0283e-05+0.00029678i,0.00010998+0.000109i,0.00033421+0.00046036i,-0.00019911-5.8202e-05i,5.1912e-05-0.00016263i,0.00036052+0.00038357i,0.00017009+0.0007958i,0.00036298+0.0010315i,0.00055326+0.0005589i,-0.00028133+0.00011186i
0.00061635+7.7248e-05i,0.00095801-0.00017876i,0.00063811-0.00013434i,0.00030426-0.001048i,-0.00012314-0.0019671i,-0.00065004-0.0019822i,-0.001283-0.0021102i,-0.00091497-0.001162i,-0.00054619+0.00040334i,-0.0002972+0.0014602i,0.0001716+0.0006647i,0.00039143-0.00046786i,-0.00020992-6.5681e-05i,-0.0012102+0.00010265i,-0.0011357+6.7092e-05i,-0.00046336+0.00021985i,-0.00042343+0.0005217i,-0.00024048+0.0013402i,0.00033677+0.0015741i,0.00032263+0.00068499i,9.7818e-06-0.00020531i,0.00035335-0.00033813i,0.00040726-0.00022241i
0.00020486+0.0011261i,0.00090667+0.00031166i,0.00051741-0.00023901i,-5.617e-05-0.00045767i,-0.00024019-0.0013532i,-0.00063409-0.001382i,-0.00090672-0.00031079i,9.3377e-05+0.00045789i,0.0007534+0.0012025i,0.00050607+0.0011054i,0.00033655+0.00017751i,0.00019614-0.00044625i,0.0002319+3.4408e-05i,-0.00010764+0.00024146i,-0.00091754+0.00043101i,-0.0010978+0.00085408i,-0.00071675+0.00047932i,-0.00097757+0.00060247i,-0.00094254+0.0010621i,-0.00043851+0.00060968i,0.00025277+0.00040063i,0.00019325+0.0003003i,3.6583e-06+0.00042146i
-0.00010091-0.0014294i,-6.747e-05-0.0014019i,-0.0012591-0.0020651i,-0.0017652-0.0019848i,-0.0016892-0.0014902i,-0.0014795-0.00052849i,-0.001019+0.00027994i,-0.00026213+0.0010266i,0.00022705+0.0013935i,0.00035432+0.001247i,-0.00024704+0.00086271i,-0.00029077+0.00028502i,0.00028957+0.00029249i,0.0004386+0.00069155i,0.0008871+0.0011776i,0.00091258+0.0013299i,0.00012221+0.00094276i,0.00031966+0.00038039i,0.0007139+0.00042227i,0.0010401+0.0003075i,0.001098-2.5258e-05i,0.00045279+6.064e-05i,0.0003762+0.00017497i
-8.498e-06+0.0014883i,0.00025818+0.0012104i,0.00080222-0.00074791i,0.00042514-0.0018688i,-0.00014747-0.0017256i,-0.0002513-0.0017069i,0.000264-0.0015447i,0.0012106-0.00041956i,0.0010541+0.00029854i,0.00079577-7.081e-05i,0.00046017-0.00017181i,-1.2796e-05+0.00025343i,0.00010481+0.00089703i,3.2133e-05+0.0005869i,0.00056305-0.00062361i,0.00097107-0.00077461i,1.5121e-05-0.00022087i,-0.00048575-3.7913e-05i,-0.00029003+0.00023026i,3.0659e-05-0.00027929i,0.00028089-0.00063322i,7.289e-05+9.4594e-06i,-0.00046061+0.00077455i
