0.003716-0.001279i,0.003185-0.0023568i,0.0012928-0.0026524i,-0.00033849-0.0015918i,-0.0021673-0.0012898i,-0.0034886-0.00080925i,-0.0022703+0.0005235i,-0.00071252+0.001103i,0.00051029+0.0007019i,0.00044102-0.00014212i,-0.00025382-0.00066177i,3.5863e-05-0.00071264i,0.00050037-0.00062231i,6.5515e-05-0.00048351i,-0.00072478-0.00010641i,-0.00060967-2.9068e-05i,-0.0007702-0.00044041i,-0.0011017-0.00055575i,-0.00037523+0.00030858i,3.5584e-05+0.0011858i,0.00041641+0.0011593i,0.00079027+3.8855e-05i,0.00049307-0.00054538i
-0.031104+0.0019368i,-0.032069+0.0018565i,0.040581+0.019552i,0.18432+0.074478i,0.30503+0.11127i,0.3248+0.064492i,0.25181-0.010237i,0.15165-0.03305i,0.076035-0.022633i,0.027456-0.01486i,-0.0010913-0.0059045i,-0.010588+0.0051866i,-0.007927+0.012827i,-0.00049803+0.014235i,0.0059719+0.0096812i,0.0087829+0.003841i,0.0095625+0.0031682i,0.0061568+0.0090298i,-0.0058289+0.012469i,-0.01922+0.0092618i,-0.020018+0.0064505i,-0.011164+0.0067664i,-0.0032238+0.0054568i
-0.0088651-0.030469i,-0.0075667-0.051098i,-0.043647-0.063995i,-0.16131-0.086826i,-0.29917-0.10369i,-0.34633-0.062192i,-0.27844-0.0012687i,-0.17979+0.013714i,-0.11052+0.008335i,-0.060969+0.0086363i,-0.027127+0.0035607i,-0.010464-0.0036953i,-0.0019567-0.007234i,0.0015983-0.0071279i,0.0029334-6.7588e-05i,0.0065224+0.0075889i,0.0080235+0.0024182i,0.0013553-0.016793i,-0.00432-0.036785i,-0.0010156-0.041905i,0.0025039-0.031621i,-0.0011071-0.018979i,-0.0077699-0.0099695i
0.022378-0.0028812i,0.043195+0.024337i,0.07444+0.072194i,0.15296+0.11238i,0.25604+0.11452i,0.29204+0.070789i,0.23865+0.020959i,0.15708-0.0022582i,0.09-0.012786i,0.042353-0.015916i,0.015693-0.010489i,0.0013147-0.0046189i,-0.0066582+0.0045182i,-0.0076893+0.011916i,-0.010819+0.010219i,-0.016279+0.0069356i,-0.011587+0.01029i,0.0089404+0.018131i,0.032703+0.02427i,0.038395+0.024157i,0.027396+0.018022i,0.018459+0.011656i,0.016194+0.0059583i
-0.017195+0.012066i,-0.049553+0.0063905i,-0.097453-0.043171i,-0.15797-0.11659i,-0.21479-0.14802i,-0.23132-0.11721i,-0.19885-0.066973i,-0.13988-0.035601i,-0.085531-0.017821i,-0.048812-0.0047262i,-0.02351+0.001819i,-0.0063822-0.0002078i,-0.00071564-0.0087964i,-3.2894e-05-0.014864i,0.0039682-0.015522i,0.0075773-0.013833i,0.0037384-0.012242i,-0.0090054-0.0064204i,-0.022453+0.0058124i,-0.025251+0.012123i,-0.020454+0.0079357i,-0.01698+0.0039539i,-0.014676+0.0053741i
-0.012486-0.018987i,0.0021951-0.019769i,0.068748+0.019826i,0.1563+0.11107i,0.20546+0.19225i,0.20602+0.18859i,0.17516+0.12064i,0.12522+0.056384i,0.075329+0.016499i,0.038733-0.0037382i,0.013464-0.0051882i,-0.00035278+0.0026779i,-0.0033483+0.0090103i,-8.6255e-05+0.011836i,0.0037408+0.012025i,0.0036846+0.011028i,0.0015003+0.0099038i,7.9453e-05+0.0075212i,-0.0041157+0.00093404i,-0.0079868-0.0046387i,-0.0047449-0.0039717i,0.00011589-0.0025167i,0.00074687-0.002036i
0.0032753-0.014006i,-0.0021905-0.010992i,-0.048439-0.019856i,-0.1388-0.088262i,-0.21057-0.18579i,-0.21835-0.20368i,-0.17356-0.13949i,-0.10626-0.077826i,-0.05367-0.043109i,-0.027238-0.021272i,-0.013127-0.011765i,-0.0049135-0.011545i,-0.0016655-0.013093i,-0.001876-0.011914i,-0.0035516-0.0066711i,-0.0041215-0.001276i,-0.0025359-0.0022187i,9.5589e-05-0.010454i,0.0060378-0.019764i,0.013192-0.023i,0.010459-0.019038i,0.00043882-0.013061i,-0.0063823-0.0087309i
0.0037305+0.0014504i,0.0046495+0.012051i,0.024363+0.034506i,0.092576+0.090175i,0.17172+0.16295i,0.18871+0.18057i,0.14811+0.13575i,0.10116+0.086152i,0.070147+0.04617i,0.045482+0.016355i,0.025551+0.0052079i,0.013191+0.0035069i,0.0043413+0.0035367i,-0.0014202+0.0045628i,-0.0043788+0.001836i,-0.0060208-0.0023393i,-0.0036239+0.0013087i,0.0050897+0.012609i,0.014774+0.025663i,0.017619+0.032472i,0.014692+0.028097i,0.012236+0.018027i,0.010765+0.00886i
-0.014085-0.0057159i,-0.0259-0.020435i,-0.040968-0.060017i,-0.075271-0.11703i,-0.11654-0.16204i,-0.12443-0.16354i,-0.099873-0.12568i,-0.067952-0.073659i,-0.039259-0.028969i,-0.02006-0.0054741i,-0.0093758+0.0021125i,-0.0011597+0.0023124i,0.0040649-0.0055032i,0.0049033-0.011725i,0.0063096-0.0099259i,0.0076834-0.0068021i,0.0034012-0.0061853i,-0.0092107-0.0049799i,-0.024615-0.001651i,-0.03018-0.0017549i,-0.02545-0.0050605i,-0.020471-0.0062668i,-0.016597-0.0039349i
0.0044994-0.014415i,0.023018-0.0028502i,0.060055+0.044821i,0.0879+0.12108i,0.082769+0.18112i,0.062723+0.18177i,0.0514+0.13745i,0.039172+0.088335i,0.025899+0.050356i,0.016316+0.025827i,0.0060906+0.013538i,-0.0015362+0.010076i,-0.0023947+0.010136i,0.00034648+0.011511i,0.0018888+0.011992i,0.00021878+0.0095098i,-0.00098149+0.0053605i,-0.00033366-0.00088876i,2.9828e-05-0.0089608i,0.0014627-0.0103i,0.0051059-0.0047893i,0.009204-0.0021679i,0.0091532-0.0039975i
0.0019672+0.0023307i,-0.014011+0.0069537i,-0.050339-0.014584i,-0.081759-0.093534i,-0.072104-0.18322i,-0.041691-0.1983i,-0.029711-0.14256i,-0.027099-0.078184i,-0.021347-0.0325i,-0.016114-0.010725i,-0.010906-0.0074826i,-0.0042018-0.0093138i,0.0021481-0.010415i,0.0031424-0.010137i,-0.00011219-0.0074999i,-0.0021332-0.0057129i,-0.00092478-0.0058119i,0.0028115-0.006513i,0.0085975-0.0062482i,0.01214-0.0059885i,0.0085129-0.0066214i,0.0020961-0.0047625i,-0.00064551-0.0027189i
-0.0047848-0.0049332i,-0.0062266-0.0056319i,0.012569+0.010036i,0.05144+0.07266i,0.066239+0.15932i,0.045635+0.18405i,0.023056+0.13565i,0.0092041+0.081108i,0.0038213+0.045864i,0.0056866+0.022484i,0.006676+0.011511i,0.0052814+0.0097495i,0.0040326+0.0094461i,0.0031843+0.0069765i,0.0029152+0.0025238i,0.0031496-0.0011992i,0.0032389-0.0011093i,0.0043501+0.0047951i,0.0039091+0.015143i,0.0015658+0.023057i,0.0022516+0.022343i,0.0048492+0.01562i,0.0062648+0.0088431i
-0.006312-0.01101i,-0.0067659-0.017786i,-0.0090388-0.034041i,-0.024468-0.073345i,-0.036859-0.12441i,-0.022944-0.13478i,-0.007252-0.10187i,-0.0093197-0.064444i,-0.016777-0.031848i,-0.015997-0.0085565i,-0.010349+0.0019035i,-0.0054548+0.0041963i,0.00077909+0.001075i,0.0038564-0.0027101i,0.0030231-0.0022532i,0.0016544+0.00061275i,-0.00053768+0.0014956i,-0.0070762-0.00012123i,-0.014957-0.0042234i,-0.018295-0.011084i,-0.016755-0.015309i,-0.013159-0.012748i,-0.010211-0.0062952i
-0.00044163-0.0060241i,0.0051832+0.0085719i,0.012498+0.045334i,0.015653+0.089032i,0.0054161+0.11693i,-0.012834+0.11237i,-0.016834+0.082253i,-0.010496+0.045945i,-0.0074336+0.018628i,-0.0050606+0.0069621i,-0.0050135+0.0034714i,-0.0081807+0.0035902i,-0.0077214+0.0073109i,-0.0034908+0.0099681i,-0.0018813+0.0082619i,-0.0021994+0.0047417i,-0.0015541+0.00083979i,0.0011775-0.0046003i,0.0063377-0.0092537i,0.010451-0.0072426i,0.011227+0.00056989i,0.010892+0.0044305i,0.008573+0.0023766i
-0.0054031-0.0035493i,-0.019978-0.008099i,-0.036221-0.034414i,-0.029245-0.082208i,0.011705-0.11334i,0.044521-0.10075i,0.037572-0.068959i,0.016536-0.044469i,0.0030114-0.026749i,-0.0021334-0.014336i,-0.00063878-0.0097041i,0.0015181-0.0087829i,0.00092603-0.0060176i,0.00025153-0.0033672i,-0.0002615-0.0029711i,-0.00033437-0.0047075i,0.0016657-0.0061198i,0.0049813-0.0035558i,0.0071844+0.0024824i,0.0068967+0.0032764i,0.0033219-0.0011929i,-0.0014335-0.0022094i,-0.0028266-0.00063158i
-0.00067984-0.0091173i,0.0063662-0.011522i,0.023216+0.0031823i,0.027345+0.054064i,-0.0048651+0.11079i,-0.039449+0.11225i,-0.035281+0.069818i,-0.016082+0.033603i,-0.0053104+0.01416i,0.00066713+0.0072953i,0.0035666+0.0067856i,0.0010427+0.0061055i,-0.003714+0.0056096i,-0.0039959+0.005465i,7.1996e-05+0.0042846i,0.0040435+0.0033998i,0.0064733+0.0035807i,0.0048765+0.0042411i,-0.0011259+0.0064404i,-0.0048518+0.010683i,-0.0042147+0.012234i,-0.0018389+0.0083741i,0.00012467+0.0046005i
0.00040197-0.0027999i,0.0024803+0.00039844i,0.0038301-0.003955i,-0.001115-0.03434i,0.0051166-0.074261i,0.02488-0.073525i,0.031266-0.044144i,0.022043-0.025568i,0.0088257-0.01517i,-0.0027778-0.0048323i,-0.0072904+0.0014472i,-0.0060057+0.00083104i,-0.0027945-0.0026444i,-0.00046638-0.0042649i,-0.00036667-0.001745i,-0.0021156+0.0027477i,-0.0038107+0.0061212i,-0.0046162+0.0038825i,-0.0048381-0.0032353i,-0.0043934-0.010655i,-0.0032571-0.014863i,-0.0028923-0.0129i,-0.0032436-0.007909i
-0.0046526-0.0036836i,-0.010284+0.0075903i,-0.013648+0.027533i,-0.011874+0.048084i,-0.017865+0.061022i,-0.029833+0.055036i,-0.025608+0.037641i,-0.0094325+0.020819i,0.0010438+0.006436i,0.00095056-0.0021248i,-0.0023051-0.004634i,-0.0033233-0.0048424i,-0.0031673-0.0032991i,-0.0020473+6.4787e-05i,-0.0014072+0.0015891i,-0.0036489-0.00033757i,-0.0049679-0.0018237i,-0.0022854-0.0017613i,0.002672+1.7432e-05i,0.0066485+0.0046389i,0.007666+0.0090204i,0.0061021+0.0084286i,0.0029591+0.0043932i
-0.0022356-0.007678i,-0.0096884-0.015448i,-0.012195-0.0311i,0.00053722-0.047372i,0.023379-0.045159i,0.033555-0.022469i,0.024836-0.004333i,0.015568+0.00019722i,0.0095505+0.002036i,0.0054535+0.0016399i,0.00619-0.00012534i,0.0075216-0.0019971i,0.0044139-0.0046129i,0.00058648-0.0049537i,-0.00076691-0.0034357i,0.00030163-0.0039016i,0.0021557-0.005464i,0.0013644-0.0039303i,-0.0014147+0.001921i,-0.0037359+0.0024063i,-0.0047639-0.0031863i,-0.0050751-0.0054463i,-0.0039921-0.0035042i
-0.00087281-0.0052936i,0.0053353-0.0038402i,0.013376+0.010332i,0.0037047+0.036356i,-0.029082+0.047805i,-0.049138+0.032628i,-0.035574+0.016807i,-0.014417+0.013007i,-0.0044491+0.0099986i,-0.00099141+0.0069415i,0.00047621+0.0070983i,0.00060645+0.0064717i,0.0011115+0.0028884i,0.0016696-0.00023799i,0.002183-0.00062951i,0.003492+0.0006007i,0.0051312+0.0016319i,0.0036361+0.00019912i,-0.00055037-0.0014733i,-0.0019582+0.0011415i,-0.00064688+0.0056336i,-0.00023388+0.0051819i,-0.0010558+0.0025501i
-0.0024254-0.0067079i,-0.0044823-0.002106i,-0.0075478-0.0031051i,-0.0042993-0.02049i,0.013491-0.036521i,0.024429-0.023879i,0.013553-0.0051039i,0.0020946-7.3527e-06i,-0.0012113+0.00087834i,-0.003338+0.0026732i,-0.0052351+0.0027254i,-0.003808+0.0012524i,0.00035655+0.00097483i,0.0031662+0.00018517i,0.0011771-0.00041129i,-0.0028463+0.00083869i,-0.0043903+0.0029242i,-0.0022862+0.0028534i,0.0019012-0.001063i,0.0052196-0.0065462i,0.006428-0.0091768i,0.0064219-0.0074438i,0.0048735-0.0042522i
-0.0061393-0.0032197i,-0.010489-0.0014642i,-0.012329+0.0053324i,-0.009853+0.015741i,-0.012451+0.023546i,-0.020249+0.014978i,-0.018975+0.0045356i,-0.010089+0.004346i,-0.0032157+0.0033888i,-4.2293e-05+0.0003923i,0.0015853-0.0010554i,0.0023903-0.00059907i,0.0014117+0.0016578i,0.00083771+0.002866i,0.0015696+0.00024686i,-0.00045945-0.0035295i,-0.004589-0.0045609i,-0.0060836-0.0017718i,-0.0032072+0.0040708i,-5.6474e-05+0.0096121i,-0.0010039+0.012254i,-0.002879+0.010184i,-0.0034167+0.004595i
-0.0035535-0.0073311i,-0.001938-0.01264i,0.00484-0.01812i,0.012843-0.021588i,0.015801-0.015947i,0.010308-0.0056613i,0.00027016-0.0017308i,-0.0041235-0.0011136i,-0.0040672+0.002305i,-0.003698+0.0058721i,-0.0021314+0.0073638i,-0.00032095+0.0050299i,-0.0010582+6.7217e-05i,-0.0016818-0.0024286i,0.0007322-0.0026125i,0.003904-0.0027554i,0.0049339-0.0039654i,0.0013616-0.0055832i,-0.0036261-0.005907i,-0.0050018-0.007215i,-0.0035118-0.01039i,-0.0017592-0.010594i,-0.00045145-0.0071001i
-0.00013535-0.0055637i,0.0037547+0.0014237i,0.0049386+0.014338i,-0.0035233+0.023337i,-0.017253+0.016574i,-0.017433+0.001592i,-0.0059324-0.0029799i,-0.00135+3.0413e-05i,-0.0021794+7.398e-05i,-0.0048108-0.00010315i,-0.0065312+0.0017714i,-0.0047369+0.0032135i,-0.00058337+0.003049i,0.0033079+0.0025696i,0.004564+0.0030829i,0.0041684+0.0036353i,0.0046138+0.0032602i,0.0057689+0.0018966i,0.0061494-0.00065925i,0.0056983+0.0014574i,0.0045833+0.0056334i,0.0026296+0.0045247i,0.00080549+0.0017363i
-0.0044245-0.003105i,-0.010083-0.0020233i,-0.010409-0.0029903i,-0.001829-0.011856i,0.011702-0.015531i,0.013275-0.0055733i,0.0029212+0.0014158i,-0.0012162+2.6808e-05i,0.00014383-0.001394i,-0.0019949-0.0030468i,-0.0055142-0.0043928i,-0.0056439-0.0029843i,-0.004626-0.0014095i,-0.0044032+0.00054368i,-0.0039932+0.0020656i,-0.0036645+0.0026096i,-0.0036344+0.0036031i,-0.0018345+0.0056181i,0.0019834+0.0063277i,0.003898+0.0032652i,0.0044818-0.0010519i,0.0045593-0.001978i,0.0035126-0.00052665i
-0.0045231-0.0057005i,-0.0060825-0.0052207i,-0.0039654-8.3758e-05i,-0.0015483+0.0087161i,-0.0045119+0.013299i,-0.0066442+0.0076463i,-0.0030099+0.0046695i,0.00031296+0.0082718i,0.002455+0.0076743i,0.0035401+0.002074i,0.0020864-0.0012095i,0.00054177-0.00021196i,-0.00030017+0.0015305i,-0.0010364+0.0017034i,0.00010006+0.00064391i,0.00040496-0.00088826i,-0.0031191-0.0031345i,-0.0075433-0.0028323i,-0.0098172+0.00099749i,-0.0095728+0.0051345i,-0.0080701+0.0076158i,-0.0072596+0.0077907i,-0.0064876+0.0047612i
0.0004061-0.0052879i,0.0012848-0.0068869i,0.0038595-0.0079358i,0.0050843-0.0089857i,0.0039571-0.0065233i,-0.00091187-0.0012068i,-0.0068889-0.00030041i,-0.0078382-6.1961e-05i,-0.0044683+0.0030258i,-0.00080842+0.003528i,-0.00067307+0.0018026i,-0.0015696+0.00038255i,-0.00069708-0.0025983i,-0.0003632-0.0045981i,0.00017785-0.0020518i,0.0017573+0.00057796i,0.0031417-0.0015323i,0.0028115-0.0053802i,0.00089876-0.0072561i,0.00038206-0.0086609i,0.0023033-0.010543i,0.0035656-0.010652i,0.0033168-0.0074758i
-0.00044977-0.0018905i,0.00014107+0.0037768i,-0.00036534+0.0097867i,-0.0035328+0.01165i,-0.0062625+0.0074556i,-0.0023401+0.0031076i,-0.00055184+0.0035451i,-0.0045447+0.006325i,-0.0047972+0.0068357i,-0.0010773+0.0047285i,0.00046994+0.0016442i,0.00038202+0.0011231i,0.0014579+0.003624i,0.0019426+0.0048648i,0.0020078+0.0041134i,0.0026704+0.0029298i,0.0042222+0.0023408i,0.0056893+0.0023723i,0.0065699+0.0024652i,0.0057835+0.0046296i,0.002885+0.0076542i,0.0003131+0.007214i,-0.001603+0.0039162i
-0.004873-0.0061752i,-0.0097437-0.0055587i,-0.0097607-0.0062209i,-0.003508-0.0092121i,0.0040822-0.007021i,0.0026447-0.0026502i,-0.0039943-0.0065017i,-0.0075157-0.0089633i,-0.0079748-0.0032642i,-0.0047766+0.0025014i,-0.001206+0.002997i,-0.0010627+0.00029016i,-0.0021838-0.0016961i,-0.0023179-0.002874i,-0.0032209-0.0037912i,-0.0045866-0.0018676i,-0.0050979+0.0017855i,-0.004177+0.0057575i,-0.0024741+0.0090306i,-0.00096133+0.0064141i,0.0008635+0.001225i,0.0025398-0.00017337i,0.0029786+0.00054388i
-0.002616-0.0080779i,-0.0028217-0.0086747i,-0.00049013-0.0038609i,0.0016956+0.0039463i,-0.00081963+0.0082199i,-0.00069968+0.0055027i,0.0021125+0.00070758i,-0.0021186-0.0021056i,-0.0074126-0.0013898i,-0.0065186+0.0019395i,-0.0018762+0.004105i,0.00050457+0.0043941i,-0.00022077+0.0033594i,0.00019908+0.0017331i,0.0017496+0.00053634i,0.00090756-0.0007529i,-0.0020246-0.0030981i,-0.0052601-0.0047289i,-0.0081166-0.0040385i,-0.0084855-0.0010904i,-0.0074652+0.001717i,-0.0062662+0.0023439i,-0.0049675+0.0012338i
-0.00059758-0.00656i,9.4044e-05-0.0058732i,0.0001728-0.0037388i,-9.7129e-05-0.0025798i,0.00076298-0.0024184i,0.0022019-0.0026684i,0.003428-0.00807i,0.0025871-0.013605i,-0.0018992-0.011735i,-0.0050174-0.0044887i,-0.0045081+0.00098752i,-0.0029696+7.795e-05i,-0.0013122-0.0024495i,-9.8628e-05-0.0030755i,-0.0001937-0.0027329i,-0.00063669-0.0021109i,0.0004053-0.0029177i,0.0016177-0.0046118i,0.0019213-0.0060357i,0.0026629-0.00686i,0.0049483-0.0079993i,0.0059681-0.007686i,0.0045969-0.0051523i
-0.00064528-0.0014572i,-0.0011543+0.0021274i,-0.00035065+0.0063285i,-0.00031573+0.0058286i,-0.0007987+0.0034549i,0.0016104+0.0043656i,0.0053515+0.0063763i,0.0065777+0.0012431i,0.0038207-0.0051078i,-0.0016202-0.0051501i,-0.0038492-0.0018939i,-0.0014807+0.00080801i,-5.3493e-05+0.0028335i,-0.00011244+0.0045136i,-2.8311e-05+0.0050722i,0.0005711+0.0042694i,0.0029177+0.0026363i,0.0061341+0.0011902i,0.007285+0.0010692i,0.0050701+0.0031776i,0.0020585+0.0053887i,-0.00050262+0.0057823i,-0.0033436+0.0043872i
-0.0048255-0.0085918i,-0.0071092-0.0081568i,-0.006972-0.0047036i,-0.0026234-0.0027349i,0.0023907+0.00039433i,0.0035493+0.0038653i,0.0057532+0.0020415i,0.010822-0.0022652i,0.010903-0.0053961i,0.0053427-0.0055201i,6.4714e-07-0.0026949i,-0.0017821-0.00092944i,-0.0010885-0.0019883i,-0.0011703-0.0036376i,-0.0023386-0.0043799i,-0.0029323-0.0033777i,-0.0030911+0.00011608i,-0.0033247+0.003925i,-0.0032114+0.005697i,-0.0017886+0.0040924i,0.000217+0.00035702i,0.0010167-0.000863i,0.001168+0.0010884i
-0.00213-0.0031501i,-0.001387-0.0037412i,0.0012524-0.00014994i,0.003142+0.0042658i,0.0004966+0.0071153i,-0.001611+0.0090885i,0.00021226+0.011117i,0.0036035+0.010922i,0.0063099+0.007317i,0.005514+0.0023035i,0.0020599-0.0010132i,-0.0008652-0.00082471i,-0.0017164+0.001216i,-0.0008855+0.0027236i,0.00051539+0.0027942i,0.0011423+0.0010681i,-0.00028673-0.0020679i,-0.0020528-0.0044047i,-0.002455-0.0045895i,-0.0037047-0.0025127i,-0.0053141+0.00083151i,-0.0056699+0.0012765i,-0.0049704-5.8028e-05i
-0.0036959-0.0023011i,-0.0043038-0.00119i,-0.0025143+0.001596i,-0.0014661+0.0024453i,-0.00028052+0.002316i,0.00064342+0.0029023i,0.0010883+0.0038846i,0.003085+0.0051442i,0.0044844+0.0058427i,0.003707+0.0043112i,0.00054633-3.3381e-05i,-0.0019108-0.0046044i,-0.0018738-0.0055077i,-0.00061098-0.0046398i,-7.6362e-05-0.003591i,0.00017182-0.0021104i,0.00043735-0.0016808i,0.0011408-0.0019679i,0.0028578-0.0025805i,0.0035355-0.0034581i,0.0036779-0.0045136i,0.0038076-0.004505i,0.0033702-0.0033204i
0.0012214-0.0020443i,-0.0024885+8.6327e-05i,-0.0020172+0.0016564i,-0.0016139+0.00051276i,-0.0039688+2.2836e-05i,-0.008734+0.0034814i,-0.0096201+0.0087624i,-0.0069909+0.011877i,-0.0045416+0.010634i,-0.0026092+0.0062327i,0.00018934+0.0023273i,0.0019124+0.00083605i,0.0016281+0.0014803i,0.0012648+0.0028507i,0.0012929+0.004647i,0.0018337+0.0044322i,0.0032448+0.0029685i,0.0051012+0.0023562i,0.0051104+0.0034646i,0.0028009+0.0049154i,5.3044e-05+0.0051126i,-0.0017876+0.004196i,-0.0029462+0.0025879i
-0.0042714-0.0068045i,-0.0070718-0.0085653i,-0.0054281-0.0061341i,-8.7013e-05-0.0036838i,0.001505-0.0011453i,-0.0017378+0.0017158i,-0.0040594+0.002781i,-0.004528+0.0040504i,-0.0044905+0.0048493i,-0.0035406+0.004348i,-0.00091472+0.0032729i,0.0012993+0.0012128i,0.0011731+0.00028268i,0.00098905-0.0014343i,0.00083449-0.0039866i,-7.1472e-05-0.0034438i,-0.0017135-0.0004645i,-0.0042502+0.0031288i,-0.005183+0.0053889i,-0.0030478+0.0036962i,-0.00019103+0.00014912i,0.00026257-0.0014196i,-4.8171e-08-0.0011932i
0.00098575-0.0048193i,0.0019632-0.0043391i,0.0032813-0.00077432i,0.0028185+0.0024751i,-0.0020277+0.002816i,-0.0067087+0.0028963i,-0.0073457+0.004254i,-0.0078667+0.0038676i,-0.0081736+0.0020185i,-0.0065212+0.0011489i,-0.0035442+0.0020137i,-0.0015667+0.0020195i,-0.0014259+0.0014809i,-0.0010175+0.0015281i,8.0192e-06+0.0019651i,-0.00029918+0.0018359i,-0.0014471-0.00038172i,-0.0024679-0.0031667i,-0.0026655-0.004059i,-0.003229-0.0026291i,-0.0039185-0.001025i,-0.0038812-0.00074773i,-0.0039828-0.0015296i
-0.0016527-0.0030415i,-0.0017564-0.00031162i,-0.0022096+0.0015411i,-0.0022757+0.00094941i,-0.0014837+0.00032915i,-0.00068585+0.0010928i,-0.0014761+0.0009967i,-0.0018613-0.00090028i,-0.0021837-0.0025845i,-0.0025636-0.0027308i,-0.0012606-0.0017316i,0.00059588-0.001245i,0.0015102-0.0023446i,0.0013826-0.0024059i,0.0011751-0.002033i,-1.0931e-05-0.0028565i,-0.00060268-0.0034408i,0.00010888-0.0032483i,0.00078544-0.0023139i,0.0024701-0.0021824i,0.0040954-0.0025519i,0.0045957-0.0024319i,0.0036788-0.0016885i
-0.0011654-0.0033929i,-0.0023644-0.0023731i,-0.001474+9.5267e-05i,0.00078518+0.0010367i,0.00029768+0.0010445i,-0.0027775+0.0013424i,-0.0049489+0.0021136i,-0.0045033+0.00099414i,-0.001614-0.0011759i,0.00019185-0.001303i,0.00086354+0.001161i,0.0025979+0.0042649i,0.0029766+0.0049349i,0.001063+0.003704i,-0.00035424+0.0023583i,-0.00028688+0.00095665i,0.0013042-0.00012058i,0.0032142-0.00019446i,0.0036524+0.0010322i,0.0025318+0.0028642i,0.00093346+0.0040282i,-0.00025464+0.0033562i,-0.00095057+0.0018429i
-0.0030195-0.0071041i,-0.0042666-0.0060695i,-0.0039569-0.0024277i,-0.0014066+0.0017448i,0.0001964+0.0042512i,-0.00057952+0.0044283i,-0.0021138+0.0030932i,-0.0014772+0.0021633i,0.00068809+0.0016994i,0.0012183+0.0011315i,-0.00045103+0.0010089i,-0.0023812+0.001282i,-0.002716+0.0001563i,-0.0013086-0.0017517i,-0.00025858-0.0029403i,-0.00021466-0.0023443i,-0.0013339+0.00066796i,-0.0028448+0.0036882i,-0.0034765+0.0048798i,-0.0023469+0.0037248i,-0.00015756+0.0016933i,0.0014057+0.00048947i,0.0018487-0.00020301i
9.2985e-05-0.0043652i,-0.00097216-0.0033689i,-0.0014122-0.0011856i,-0.0014059+2.656e-05i,-0.0026908-0.00026639i,-0.003846-0.00097808i,-0.0053471-0.0010748i,-0.0052554-0.00019843i,-0.0027784+0.0016098i,-0.0013674+0.0027906i,-0.0016956+0.0019534i,-0.0019037+2.6995e-05i,-0.0015461-0.0013861i,-7.8116e-06-0.00082595i,0.0006439+0.00068699i,4.7023e-05+0.00043163i,-8.1658e-05-0.0018392i,-0.00013349-0.0040298i,-0.00028755-0.0042263i,-0.0012161-0.0027479i,-0.0024046-0.00074804i,-0.0022017-0.00011127i,-0.0014291-0.00024197i
-0.004702-0.0052611i,-0.0054314-0.0045963i,-0.0043859-0.0021387i,-0.0019799-0.00047128i,-0.0012545+0.0012216i,-0.0021992+0.0015998i,-0.0039664-0.0011245i,-0.0051174-0.0015249i,-0.0044903+0.00065253i,-0.0033001+0.0013111i,-0.0014263+0.00050455i,0.0010999-0.00077348i,0.0035465-0.0022383i,0.0045706-0.0029831i,0.0030981-0.0026479i,0.0013838-0.0023259i,0.00095603-0.0026655i,0.0015743-0.0027029i,0.001293-0.0019905i,0.0019759-0.0017114i,0.002993-0.0018974i,0.0027377-0.001007i,0.0031708+3.832e-05i
-0.0022064-0.0035997i,-0.0030931-0.0036303i,-0.0004382-0.0014898i,0.0022896-0.00048237i,0.001765-0.0010986i,3.6775e-05-0.0025912i,-0.0019429-0.0039531i,-0.0037087-0.0033151i,-0.0037977-0.0010534i,-0.0029304+0.0014879i,-0.0015697+0.0037557i,-1.8228e-05+0.0054282i,0.00081689+0.0057112i,0.00075528+0.0048983i,2.4295e-05+0.0033757i,5.8277e-05+0.0018767i,0.0021245+0.00077251i,0.0042165+0.00025311i,0.0033851+0.00079228i,0.00077602+0.0017087i,-0.0016215+0.0020977i,-0.0029676+0.001951i,-0.003096+0.0012591i
0.00013295-0.0035458i,-0.001021-0.0029155i,-0.00061758-0.00022508i,0.00029769+0.0014777i,3.0188e-05+0.00098321i,-0.0012374+0.00049019i,-0.0018862-0.0019729i,-0.0016777-0.0052381i,-0.0029443-0.0053906i,-0.0045924-0.0031292i,-0.0051198+7.822e-05i,-0.0055835+0.001136i,-0.0053382+0.0006318i,-0.0030009+0.0009841i,-0.00049537+0.0017789i,-0.00027372+0.0022653i,-0.0018645+0.0025476i,-0.0037274+0.0026233i,-0.004024+0.0020303i,-0.0025361+0.001069i,-0.00068178-0.00044708i,-0.00049418-0.00051876i,-0.00019528+0.00024107i
-0.0014304-0.004169i,-0.0019717-0.002236i,-0.00063767+0.00074169i,0.0011824+0.0019861i,0.0015598+0.0023751i,0.0023407+0.0016097i,0.0041617-0.00031412i,0.0042039-0.0027947i,0.0019878-0.0046255i,-0.00051774-0.0046431i,-0.0029937-0.0029102i,-0.0031057-0.0013549i,-0.00099741-0.0012743i,-0.0011541-0.00056881i,-0.0021788+0.0007462i,-0.0017336+8.7953e-05i,-0.0010907-0.0019234i,-0.00061433-0.0033017i,0.00030154-0.003687i,0.00075777-0.0032534i,-0.00051904-0.0025409i,-0.0013905-0.0017993i,-0.0017194-0.0011733i
