0.003716-0.001279i,0.003185-0.0023568i,0.0012928-0.0026524i,-0.00033849-0.0015918i,-0.0021673-0.0012898i,-0.0034886-0.00080925i,-0.0022703+0.0005235i,-0.00071252+0.001103i,0.00051029+0.0007019i,0.00044102-0.00014212i,-0.00025382-0.00066177i,3.5863e-05-0.00071264i,0.00050037-0.00062231i,6.5515e-05-0.00048351i,-0.00072478-0.00010641i,-0.00060967-2.9068e-05i,-0.0007702-0.00044041i,-0.0011017-0.00055575i,-0.00037523+0.00030858i,3.5584e-05+0.0011858i,0.00041641+0.0011593i,0.00079027+3.8855e-05i,0.00049307-0.00054538i
-0.00029578+6.2945e-05i,-0.0011798+9.4249e-05i,-0.0021768+0.0011651i,-0.0018166+0.0020638i,-0.00073992+0.00093347i,0.0001795-0.00056504i,7.1706e-05-0.00054281i,-3.3785e-05-0.00026697i,-0.00043365-0.0001089i,-0.00099399-0.0001315i,-0.00092314-0.00054968i,-0.00044221-0.00088551i,-0.00023938-0.00029027i,-0.00058831+3.2621e-05i,-0.00032314-0.0005216i,0.00069467+0.00016896i,0.00056668+0.0013138i,0.00029023+0.0011163i,0.0010632+0.00064825i,0.0013227+0.00078875i,0.00026808+0.00013403i,-0.00021878-0.00048308i,-0.00010825-7.701e-05i
0.00045499-0.0034047i,0.00041434-0.0026904i,0.00011125-0.00091626i,0.000299+9.0078e-05i,3.7065e-05+0.00079885i,-0.00027568+0.00096283i,7.0983e-05+0.00017235i,0.00038362-0.00062023i,4.8888e-05-0.0012043i,-0.00020774-0.00074809i,-0.00036908-0.00020111i,-0.00044791-0.00027445i,0.00052425-0.00065036i,0.00091142-0.00095918i,0.00054038-0.00090435i,0.00035045-0.00055154i,0.00036767-0.00038364i,0.00051416-0.00030425i,0.0002837+8.3356e-05i,-0.00078007-0.00010666i,-0.00090256+0.00026918i,0.00027047+0.00010623i,0.00061661-0.00070046i
-0.00035383-0.0010037i,0.00058501-0.00091981i,0.00014286+0.0005109i,0.00016995+0.00094242i,0.00086264+0.0011155i,-0.00030302+0.00093018i,-0.0012257+0.00031479i,-0.00019034-0.00029729i,0.00018301-0.00080692i,-0.00021879-0.00087488i,-0.00052939-0.00079304i,-0.00068791-0.0010914i,-0.00031587-0.0010951i,0.00024231-0.00040224i,4.0514e-05+0.0002562i,-6.7471e-05-0.00018538i,-1.166e-05+7.5674e-05i,-0.0006798+0.0003213i,-0.0010531+0.00057276i,-0.0007206+0.00093129i,-0.00016556-0.00013562i,0.00042958-0.00081349i,0.0002235-0.00059877i
0.001921-0.0025918i,0.00090627-0.0021423i,-0.00083485-0.0017119i,-0.0014081-0.00058028i,-0.0015312-0.0002784i,-0.0010463-0.00033425i,-0.00037963+0.00026142i,-0.00038724+0.00013781i,-0.00037917-0.00016709i,-0.00055334-0.00063188i,-0.00055065-0.0011204i,-0.00047972-0.00086827i,-0.00084291-0.00058534i,-0.00095335-0.00040456i,-0.00064812+0.00031133i,0.00025904-8.1048e-05i,0.00045296-0.00065571i,0.00052234-0.00027273i,0.00074364+0.00061632i,0.00029061+0.0014025i,0.00065575+0.0018943i,0.00027788+0.0013359i,-0.0010293+0.00089971i
0.0014195-0.0022777i,0.00041011-0.0017716i,4.0464e-06-0.0012985i,-0.00043301-0.00049826i,-0.00037022+0.00048545i,-0.0011827+0.0011513i,-0.0014587+0.00011301i,-0.00015983-0.00079442i,-0.00037574-0.00099957i,-0.0011579-0.0015876i,-0.00086318-0.0012127i,-0.00035033-1.0877e-05i,-4.0621e-05+0.00028257i,0.00030331+0.0001459i,3.4191e-05-0.00019798i,0.00020104-0.00032334i,0.00052875+0.00021274i,-0.00029992+0.00014942i,-0.00055421-0.0005637i,-6.5014e-06-0.0007065i,0.00023475-0.00035501i,0.000177-6.4776e-05i,7.5412e-05+0.00029612i
-0.0014411-0.0013637i,-0.0011638-0.0010973i,-0.0010211-0.000326i,-0.0013027+0.00012316i,-0.00032532+0.00010219i,0.00044352-2.9602e-05i,-0.00023637-0.00060222i,-0.00050043-0.00099615i,-0.00012847-0.00049202i,3.2059e-05+0.000281i,5.2039e-05+0.00039821i,0.00029679-0.00048147i,-8.5152e-05+0.00010329i,-0.00043403+0.00080772i,-0.00050489+0.00046884i,-0.00014745+0.00022023i,0.00036782-4.1436e-05i,-0.00029845+0.00024128i,-0.00011746+0.00070875i,0.00010187+0.00083446i,-0.0004406+0.00048541i,-0.00059496-0.0004679i,-9.7607e-05-0.00041637i
0.00056656-0.0028976i,-0.00021664-0.0035387i,-0.00054163-0.0023236i,-0.00017029-0.00071159i,0.00024888-0.00013862i,0.0005778+0.00018504i,0.00034729+0.00019227i,0.00017488+0.00022221i,0.00029344+0.00011165i,0.00037944-0.00068424i,3.6164e-05-0.0008159i,0.00023868-0.00083901i,8.8001e-05-0.00057552i,-0.00035132+0.00013727i,-2.4706e-05+0.00028156i,0.0005174+0.00032855i,0.00038501-0.00019261i,-0.0002275-0.00013048i,-8.9738e-05+0.00034488i,0.00059034+7.1348e-05i,0.0010469+0.00046192i,0.00090548+0.00049763i,-0.00011265-7.5654e-05i
0.0021285-0.0016875i,0.0004557-0.0011653i,-0.00078212-3.6846e-05i,-0.00039395+0.0007257i,-5.181e-05+0.0014419i,-0.00038893+0.001671i,-0.00054496+0.00090847i,0.00042708-0.00021109i,0.00097701-0.0012043i,-0.0001099-0.0003466i,-0.00069745+0.00034269i,0.00052736+0.00016557i,0.0009107+0.00043004i,0.00075779+0.00039921i,0.00047827+7.7846e-05i,-0.00039697-0.00011057i,-0.00045241-0.00020747i,1.0869e-06-0.00023732i,0.00034051-0.00081682i,0.00039064-0.00040235i,0.00058977+0.00043658i,0.0011442+0.0007213i,0.00077679+0.00048042i
-0.00079118-0.0018675i,-0.0007009-0.00098841i,-0.00058805+0.00045631i,-0.00051365+0.00089297i,-0.00050777+0.0008993i,-0.00051898+0.00027519i,-0.00076224-0.00020438i,-0.0012205-0.00033492i,-0.0013474-0.00011501i,-0.0011435+0.00055088i,-0.00073824+0.00040522i,-0.00098608-0.00035904i,-0.0012934-0.00038162i,-0.00074289-0.00019669i,6.0819e-05-0.00038052i,8.5082e-05-1.4784e-05i,-0.00028021+0.00072269i,-0.00034569+0.00056427i,8.4519e-06+0.00046995i,0.00016587+0.00052644i,-7.97e-05-0.00014492i,4.1554e-05-0.00014112i,1.7409e-05+0.00075348i
0.00012796-0.0029887i,0.00045467-0.0030517i,-4.7116e-05-0.0013561i,-0.00059107+0.00024292i,-0.00067725+0.00031998i,-0.0010697-0.00025431i,-0.00088414-0.0010028i,-0.00040134-0.0016692i,-0.00017379-0.0013805i,-0.0001041-0.0008668i,-0.00021819-0.00062664i,-6.9905e-05-0.00034717i,0.00028234+0.00053525i,0.00045025+0.0008787i,5.4412e-05+0.00022654i,-0.00012036-0.00049595i,0.00045221-0.00066368i,0.0011414-0.00048292i,0.00090567-0.00045998i,0.00058232-0.0006414i,0.00021803-0.00045626i,-4.0757e-05+0.00037436i,-0.00010768+0.00089354i
0.002131-0.0002027i,0.00090996-0.00049833i,-0.0008306-0.0001069i,-0.00082758+0.0010773i,7.4275e-05+0.0010673i,-0.00053372+0.00028003i,-0.00090866+0.00020904i,-0.00012134+0.00084744i,-4.5017e-05+0.00047295i,-0.00051767-0.00021593i,-0.00036327-0.00041855i,-0.00045633-0.00057774i,-0.00042453-0.00066728i,0.00045985+0.00024894i,0.000417+0.0006705i,-0.00034987+0.0001112i,-0.00016729+0.00017712i,0.00056359+0.00023625i,0.00076426+0.00034025i,7.9523e-05-0.00020575i,-0.00059925-0.00089251i,1.5923e-05-0.00049671i,0.0005053-0.00092266i
-0.0006706-0.001474i,-0.00084833-0.0012705i,-0.00082822+2.057e-05i,-0.0013727+0.00082587i,-0.0013192+0.0010099i,-0.0010795+0.00036318i,-0.0014113-0.00047195i,-0.001581-0.00014396i,-0.0013281+0.00065132i,-0.00092001-1.8707e-05i,-0.00063416-9.178e-05i,6.5409e-05+0.00058383i,0.00065785+0.00018778i,0.00023953-0.00052799i,-0.00014522-0.00031786i,-0.00051615+0.00037312i,-0.00042319-0.00014434i,0.00027586-0.0009513i,0.0004566-0.00020214i,0.00044569+0.0005128i,0.00059101+0.00024091i,0.00061456+0.00014131i,0.00039002+0.00012415i
0.001282-2.9745e-05i,0.0011558-0.00099679i,0.00019155-0.0015881i,-0.00013842-0.0015644i,-0.00050183-0.0006028i,-0.0014135+0.0003554i,-0.00099866+0.00021318i,-0.00021331+0.00028736i,-0.00042122+8.4825e-05i,-0.00089479-0.00023562i,-0.0012976-0.00028596i,-0.00097229+0.00071617i,-0.00063943+0.0011092i,-0.00089683+0.00060763i,-0.00081959+0.00029984i,-0.00027954-0.00047887i,0.00048497-0.0011746i,0.00087497-0.00084609i,0.00057598-0.00018199i,-0.00012194+6.838e-05i,0.00025504+0.00027254i,0.00039878-3.9844e-05i,0.0003476-0.00014348i
0.0019257-0.0005426i,0.0010567-0.00026185i,0.00092026+0.00025736i,0.00088204+0.00018499i,6.1882e-05-0.00010871i,-0.0013089-0.00013166i,-0.0020922-7.6823e-05i,-0.00093988+5.9257e-05i,0.00033472+0.00026789i,0.00021455-0.00033668i,-0.00036837-0.00068921i,-0.00066489-0.00015178i,-0.00083782-0.00050258i,-0.00048616-0.00049977i,0.0001679+0.00042655i,0.0004985+0.00077683i,0.00074708+0.00024473i,0.00018085-0.00061417i,-0.00034311-0.00015928i,-0.00032258+0.00030948i,-0.00022908+2.0259e-05i,-0.00070367-0.00015931i,-0.00049842-0.00054527i
0.0015392-0.0030854i,0.0015025-0.0027486i,0.00075138-0.0015016i,-0.00017687-0.00047021i,-0.00078336-0.00018374i,-0.0015352-0.00054833i,-0.0013952-0.0003169i,-0.00021005-0.00074189i,0.00034356-0.00090983i,-0.00026923-0.00081565i,-0.00067927-0.00056792i,-0.00046616-0.00017574i,-0.00074823+3.0742e-05i,-0.0011284+0.00045918i,-0.00035286+0.00025203i,0.00015589-0.00015919i,-0.00014622+0.0003218i,-0.00020274+0.00036108i,-0.00020281-0.00038514i,0.0001636+0.00031464i,0.00015999+0.00095335i,-0.00062188+0.00062777i,-0.00015502+0.00068427i
0.0016039-0.0016552i,0.00013344-0.0018677i,-2.5031e-05-0.00067166i,0.00020793+0.00084233i,-0.00017482+0.00027809i,-0.0004138-0.00063645i,-0.00048656-0.00034151i,-8.9648e-05-0.00016451i,-0.00019595-0.00037214i,-0.000322-0.00035846i,-0.00016053+0.00029005i,-0.00075511+0.00026265i,-0.00066058-0.00025204i,0.00046188-0.00025349i,0.00088255-0.00036516i,-0.00019585-0.00058465i,-0.00077492-0.00069385i,-0.00043331-0.00032916i,-0.00078807-3.149e-05i,-0.00077974-0.00048112i,-0.00015934-0.00025109i,-0.00013528+0.00018819i,-0.00048465+9.5337e-05i
0.0016387-0.0019327i,0.0016041-0.0018991i,0.00034119-0.00096211i,-0.00014091-0.00037025i,-0.00013638-5.2597e-05i,-0.0011885+0.00017533i,-0.0017264-0.00025199i,-0.00095147-0.00077667i,-0.0003885-0.00051999i,7.5698e-05-0.00037131i,0.00049161+0.00023579i,0.00068983+0.00061407i,0.00049103+0.0003118i,-0.00043869+0.00027981i,-0.0010321+0.00014211i,-0.00097967-6.2829e-05i,-0.00072433+0.00040572i,-0.00039891+0.00032262i,0.0001046+5.0962e-05i,0.00086799+4.8017e-05i,0.00092416-4.9703e-05i,0.00053165-0.00084125i,0.00010291-0.0011199i
0.0010341-0.0020329i,-0.00014669-0.00074368i,-0.00091513+0.00027854i,-0.00092344+0.0012068i,-0.00036146+0.0014594i,0.00024142+0.0005151i,0.00021765-0.00029067i,-6.7459e-05+0.00040371i,0.0003493+0.00080815i,0.00089409+0.00099749i,0.00068588+0.00088316i,0.00068094+0.00016856i,0.00090618-1.6106e-05i,0.00011073+0.00018065i,-9.8439e-05-0.00048761i,0.00078884-0.0011139i,0.00099688-0.00061636i,0.001314+8.8552e-06i,0.0013051-4.4398e-05i,-0.00021167+0.00040044i,-0.0009989+0.00073681i,-0.00088473+0.00021668i,-0.00026879-0.00080103i
0.0019207-0.001422i,0.0011688-0.0020309i,0.00085906-0.0019117i,0.00099463-0.00059355i,-5.0545e-05+0.00076663i,-0.00094299+0.00072721i,-0.00021637+0.00019569i,7.8348e-06+0.00019827i,-0.0003456-0.0002248i,-0.00018634-0.0014621i,-0.00018728-0.00159i,6.9254e-05-0.00062238i,0.0002331+0.0006552i,-0.00025621+0.0012068i,-0.00047478+0.00050725i,-0.00025361+0.00013697i,-0.00013886-0.00019258i,-6.2379e-05-0.00091698i,1.6771e-05-0.00060848i,0.00073211+0.00040656i,0.00053967+0.0005746i,-0.00040355+6.8563e-05i,7.0503e-07-0.00073281i
4.9119e-05+0.00024228i,-7.6411e-05-3.4889e-05i,-0.00095741+0.00033316i,-0.001489+0.00017188i,-0.0017997+7.9077e-05i,-0.0010443+0.0007504i,0.00016644+0.00029924i,0.00014064-0.00031233i,-0.00036185+0.00011348i,-0.00024122+0.00024353i,-0.00053341-0.0002849i,-0.00050427-0.00096655i,-5.9925e-05-0.00091368i,-2.5162e-05-0.00028528i,0.00013268+0.00043086i,0.00046316+0.00028343i,0.00044498-0.00032452i,-0.00022868-0.00013973i,-0.0004366+0.00029922i,0.00034314+0.00061298i,0.00075519+0.00044095i,-0.00027555+0.00014578i,-0.00060368+1.892e-05i
0.0011025-0.0010915i,0.00022118-0.00037257i,-1.1312e-05+3.6144e-05i,0.00043917-0.0003737i,-0.00026183-0.00090022i,-0.0011708-0.0014569i,-0.0015289-0.0010661i,-0.0010744-0.00083911i,-6.391e-05-0.00048293i,0.00013927-0.00048312i,-0.00011476-0.00085008i,-0.00058947-0.00062261i,-0.00025633-0.00026382i,0.00049696-0.00016871i,0.00038762+0.00040826i,-0.0003688+0.00062679i,-0.00042302-0.00024232i,-0.00023983-0.00063091i,-0.00063294-0.00022216i,-0.00010268+0.00023556i,0.00056809+0.00021365i,0.00058537-0.00029321i,0.0010913-0.0004915i
0.0017497-0.001071i,0.0014177-0.0012204i,0.00014389-0.0013035i,-0.00059212-0.00029302i,-0.0014269+0.001045i,-0.002257+0.00066104i,-0.0018537+0.00083742i,-0.0013602+0.0014362i,-0.0011169+0.00034663i,-0.0006642-0.00060204i,-0.00031043-0.0005176i,-0.00054783-0.00051196i,-7.2236e-05-0.0006585i,0.00033469-0.00023564i,9.5523e-05+0.00024486i,0.00027716+0.00036868i,0.00054337+0.00013712i,0.00065083+5.5879e-05i,0.0010785+0.00037244i,0.00053697+0.00072753i,-0.00047725+0.00045283i,-0.00058294+8.5079e-05i,-0.00044658+0.00083772i
-0.00017446+0.0013309i,-0.00079068+7.9349e-05i,6.0836e-05+3.041e-05i,0.0011976-0.00043686i,0.0010094-0.0007874i,-8.1119e-05-0.00089445i,-0.00097007-0.00060335i,-0.00089196-0.00059111i,-0.00027421-0.00027181i,-0.00017209-0.00043939i,-0.00028773-0.00053752i,9.4739e-05+0.00035315i,4.2346e-05+0.00060791i,-5.4636e-05+0.00070201i,0.00033546+0.00079226i,0.00035763+0.00042509i,-0.00059926+0.00046401i,-0.00090793+0.00079988i,-0.00026654+0.00042129i,-0.00024718+3.6539e-05i,-0.00062892-0.00011157i,-0.0004137+0.00029132i,-0.00085057+0.00018541i
0.0018007-0.0014902i,0.00077017-0.00092102i,0.00028531-0.00067203i,-3.2378e-05-0.00069459i,-0.00087842-0.0009027i,-0.00131-0.00071608i,-0.00034755+0.00018957i,0.00042209+0.00087464i,9.2222e-05+0.00065987i,0.00065867-0.00020328i,0.00061182-0.00061283i,-0.00038612-0.00030928i,-0.00045498-8.4512e-05i,-0.00029849+0.00088661i,-0.00046413+0.001113i,-0.00014537+0.00030551i,0.00017112-0.00033666i,0.00022444-0.00010689i,0.00024991+6.8927e-05i,-2.7777e-05+0.00013591i,0.0001519+0.00055315i,0.00021306+0.00040096i,0.00010155-0.00022467i
0.0014242-0.0019592i,0.00079696-0.0012226i,-0.00072681-0.00034545i,-0.0017849-0.00021066i,-0.00050848-0.00031146i,0.00042002+0.0005828i,0.00027768+0.00073373i,-1.3621e-05-5.4053e-07i,-0.00031635+1.367e-05i,-0.00026672-5.4156e-06i,-0.00032334+0.00037942i,-6.0031e-05+0.00045788i,0.00012643-0.00014882i,0.00021756-0.00032172i,2.8441e-05-0.0008295i,0.00022173-0.00076762i,0.00089644-0.0001112i,0.00064815+0.00031799i,0.00060839+0.00032885i,0.00063235+0.00017846i,0.00041992-0.00043416i,-0.00042847-0.00034034i,-0.00059133-0.00023799i
-0.00031342-0.0010585i,5.9195e-05-0.0010038i,-0.00087813-0.0012041i,-0.00099435-0.00079189i,-0.00078412-0.00022659i,-0.0010175-3.6424e-05i,-0.0011213-0.00059066i,-0.00053708-0.00090256i,-0.00012145-0.00050084i,0.00028474+0.00013253i,0.0003809+0.00058447i,0.00055667+0.00077365i,-2.0594e-05+0.0013302i,-0.00055159+0.00085083i,0.00042018-0.00072798i,0.0014272-0.00082291i,0.001043-0.00023557i,0.00012797-0.00036528i,-0.00042343-0.00054134i,6.2665e-05-0.00013684i,0.00025195+5.7991e-05i,-0.00026934-0.00056243i,-0.00012804-0.00046242i
0.0032858-0.0027793i,0.0014911-0.0023672i,-0.00085146-0.00158i,-0.0016555-0.00018697i,-0.0015101+0.0007988i,-0.001337+0.00094746i,-0.00030161+9.3197e-05i,0.00027996-1.205e-05i,0.00018074+0.0001655i,-9.1532e-05+0.00024601i,-0.00015285+0.00071982i,3.4901e-05+0.00051741i,5.9696e-05+5.5576e-05i,0.00015722+0.00036833i,0.00032761+0.00080313i,0.00099789+0.00060785i,0.00068397+0.00050914i,-0.00039402+0.0007536i,-0.000555+0.00059959i,-0.00058134+0.00042438i,-0.00058749+0.00040667i,-0.00023706-3.724e-06i,0.00011022+0.00013226i
0.001445-0.0011015i,0.0019183-0.0018063i,0.0007863-0.0013353i,-0.00035391-1.0818e-05i,-0.0011537+2.453e-05i,-0.0015963-0.00082171i,-0.00084932-9.5688e-05i,-0.00022729+4.8108e-05i,-0.00044507-0.00030792i,-0.00062582+0.00022859i,-9.5201e-05+0.000248i,0.00036696-0.00026378i,0.00015231-0.00030545i,0.00012584-0.00076245i,0.00050215-0.00078325i,0.00077712-0.00018252i,0.0012658+0.00022572i,0.0012583+0.00010113i,0.00040443-0.0002493i,-0.0010778-0.00047379i,-0.0012331-0.00047499i,-0.00042087-0.00037494i,-6.4193e-05-0.00026462i
-6.1667e-05-0.0024143i,-0.00054332-0.0030466i,-0.00068372-0.0016024i,0.00013222-0.00021606i,0.00018071+0.00043549i,0.00036102+0.00024764i,7.9185e-05-0.00046662i,-0.0011154-0.00076928i,-0.00096158-0.0012037i,-0.00073551-0.0013545i,-0.00061317-0.00092453i,6.1746e-05-0.00022846i,0.0004782+0.00015521i,0.00057324+3.5971e-05i,0.00036187-0.00063053i,-8.6227e-05-0.0011406i,7.7424e-05-0.0008043i,0.00050569-0.00013994i,0.00080984+0.00025317i,0.00049981+0.00057503i,5.556e-05+0.00032027i,-0.0001101-0.00036054i,-8.8409e-05+7.9877e-05i
0.0023901-0.00053542i,0.00076745-0.0016604i,-0.00045422-0.0016794i,-0.0008826-0.00075554i,-0.0012202-0.0002676i,-0.0018407-0.00012062i,-0.0020885-7.4564e-06i,-0.00075458-6.1731e-05i,7.1289e-05-9.782e-05i,-0.00063375-0.00033815i,-0.00064326-0.0001787i,1.6193e-05+0.00010611i,8.9078e-05-8.6804e-05i,0.00019317+4.6104e-05i,0.00032871-0.00038962i,0.00072911-0.00052233i,0.00049096+9.005e-05i,-0.00020319+0.00027805i,-0.00027653+0.00016943i,0.00037214+0.00046089i,0.00097779+0.0011712i,0.0002471+0.0010842i,-0.0001455+0.00011106i
9.6378e-05-5.8455e-05i,0.00075501-0.00041032i,0.00092821+0.00021448i,0.00018072+0.00013246i,-0.00034492+0.00031885i,0.00017926+7.8516e-05i,0.00014763-0.00016757i,-0.00080256-2.1524e-05i,-0.0010628-0.00038415i,-0.00053512-0.00031068i,-0.00064618+0.00036311i,-0.00030946+5.3372e-05i,0.00029405-0.00081683i,-0.00029985-0.0006076i,-0.00069622-9.9128e-05i,0.00063187-8.3825e-05i,0.00078118+0.00021221i,-0.00064964+0.00013657i,-0.00088464-0.00028542i,-0.00060123+4.6334e-05i,-0.00044552-9.485e-05i,0.00029158-0.00061522i,0.00060225-0.00075293i
-0.00015092-0.0010724i,0.00040973-0.002715i,0.00053328-0.0018845i,0.00023994-0.00068571i,-0.0010936-0.00082227i,-0.0012691-0.00086641i,-0.00077227-0.00062255i,-0.00073106-0.00024852i,-0.00023366+4.1163e-05i,-7.4443e-05+0.00015811i,0.00028972+9.1112e-05i,2.163e-05+0.00042176i,-0.000644+0.00058737i,-0.0010447+0.00021996i,-0.00028631+8.6865e-05i,0.00040579-0.000345i,-3.2781e-05-0.00057736i,-0.0003305-0.00091551i,3.567e-05-0.00093939i,-0.00015914+0.0002647i,5.5581e-05+0.00058681i,-6.8684e-05-0.00032264i,-0.00079087-0.0012153i
0.00056589-0.0035415i,0.00087166-0.0026047i,-0.00074356-0.00046172i,-0.001991+0.0012286i,-0.0016083+0.0022603i,-0.0019086+0.0019146i,-0.00082156+0.00017415i,0.00046473-6.7807e-05i,-0.00034059-0.00043182i,-0.000745-0.0011466i,-6.7091e-05-0.00069061i,0.0010224-0.00098571i,0.0012408-0.0010111i,0.00045711-0.00032818i,-0.00056127-0.00030006i,-0.00095522-0.00041954i,-0.00034071-0.00045348i,2.0761e-05-0.00018485i,-0.0005479+0.00023805i,-0.00086936-3.517e-05i,-0.00041915+0.00013946i,-0.00030276+0.00029896i,-8.3717e-05-0.00016038i
0.0019115-0.00074649i,0.00099028-0.0010999i,3.627e-07-0.0002052i,-0.00021082+0.00054259i,-0.00018323+9.4397e-05i,-0.00043209-0.00084618i,-0.0010863-0.00078498i,-0.0010693-0.00017794i,-0.00064078-0.00016708i,-0.00063919-0.00097451i,-0.0011103-0.0012219i,-0.00097969-0.00036532i,-4.8176e-05+0.00039431i,0.0003465+0.00062119i,0.00024591+0.00023945i,0.00062544+7.569e-05i,0.00083277-9.6887e-05i,0.00047763+6.9938e-05i,-0.00042548-9.0887e-05i,-0.00022368-0.00037932i,0.00086153-0.00074188i,0.0010999-0.00041655i,0.00012367+0.00060408i
0.0020494-0.00050799i,0.0012391-0.0013077i,0.00050174-0.0017464i,-0.0005789-0.0012667i,-0.0014807-0.00039196i,-0.0014549+0.00030499i,-0.0014627+0.00055945i,-0.0009291+0.00018997i,-9.6251e-05-0.00047534i,-0.00017534-0.00063139i,-0.00031731-0.00068461i,-0.000206-0.00088029i,-0.00037145-0.0004257i,-0.00050712-4.5615e-05i,-0.00022484-0.00018505i,-0.0003771-0.00019593i,-0.0011138+0.00014481i,-0.0010975+0.00023574i,1.3986e-05+0.00019976i,0.00048874+6.6127e-05i,7.6433e-05+0.00026171i,0.00024862+0.00048452i,0.00064663+0.0011597i
0.0011245-0.00068269i,0.0010806-0.0013706i,0.00079868-0.00081487i,0.00092294+0.00015933i,0.0013841+0.00033634i,0.00095748-0.00025699i,-0.00016404-0.00055324i,-0.00016795-0.00027284i,-6.4397e-05+0.0005383i,-1.3412e-05+0.0011261i,2.3107e-05+0.00077792i,-0.00047169+0.00077411i,-0.0010604+0.0005845i,-0.00071902+0.00021431i,-0.00029474+0.00014518i,-0.0003929-0.00026281i,-0.00035611-0.00032701i,-0.00037372-7.2266e-05i,-0.00046905+6.6285e-06i,5.5715e-05+7.8842e-05i,0.0001187-0.00022153i,-0.00024383-0.00034835i,0.00041414-8.3877e-05i
0.0020838+0.00072485i,0.0012832+0.00052307i,0.0011246-8.4182e-05i,0.00050413-8.5105e-05i,-0.00037068-0.00054104i,-0.0014353-0.00064024i,-0.0017107+0.00048719i,-0.0012809+0.0011081i,-0.00072068+0.00078853i,0.00021858+0.00037496i,-0.00034447+0.0001222i,-0.00061575+6.3719e-05i,-0.00035362+3.2574e-06i,0.00015463-0.00010896i,-2.5258e-05-0.00027663i,-0.00046492-0.00013552i,-7.1874e-05+0.00031275i,0.00061118+0.00024568i,0.0010444-0.00023487i,0.00068174-0.00040861i,0.00081429-0.00013327i,0.00071362+0.00042879i,0.00061351+0.00072079i
0.0018002-0.0019375i,0.0012806-0.0023395i,0.00045707-0.0018847i,-0.00028563-0.0012255i,-0.0019251-7.9366e-05i,-0.0026928+0.00051008i,-0.0017237+1.2209e-05i,-0.0009006+0.00045927i,-0.00086788-1.6801e-05i,-0.00085531-0.00066759i,-0.00039508-0.00037627i,0.00036222-0.00014875i,0.00024739+6.3965e-05i,8.3561e-05+0.00028095i,0.00051169+0.0004151i,0.00080824+0.00024292i,0.00038234+0.00054568i,0.00033899+0.00061001i,0.00044534+0.00077193i,0.00049708+0.0010414i,-0.00033945+0.00015821i,-0.0014715-0.00087179i,-0.00083585-0.00083425i
0.0018696-0.0017821i,0.0014697-0.0020806i,1.7276e-06-0.00070155i,-0.00090518+0.00043252i,-0.00082803+0.0012072i,-0.00052772+0.001398i,-0.00056687+0.00082859i,-0.00097021+0.00062569i,-0.00064974+6.7865e-05i,0.00062827-5.05e-05i,0.00080296+0.0007833i,-0.00026744+0.00072504i,-0.00038349-0.00012987i,7.643e-05-0.00077637i,-0.00060973-0.00048404i,-0.0011609-0.00037017i,-0.00061041-0.00056943i,-0.00023924-0.00035889i,0.00037285-0.00068633i,0.00042261-0.0004437i,-0.00010291+0.00035251i,4.453e-05-0.00027399i,0.000118-0.00019734i
0.0013029+0.00027768i,0.00064782-0.0005822i,0.00022477-0.00054084i,0.00028061-0.00040194i,0.00025513-0.00054646i,6.0667e-05-0.0011506i,9.852e-05-0.0012268i,2.6231e-05-0.00063619i,-0.00011003-0.00029287i,-0.00041688-4.506e-05i,-0.00043936+0.00038249i,-0.00042601+0.00064551i,7.7767e-05+7.9378e-06i,0.00041826-0.00031919i,0.0004676+5.3193e-05i,0.00044154+0.00046801i,0.00028948+0.0013156i,-0.00029401+0.0008424i,-0.00034578+3.5908e-05i,4.9942e-05-5.3031e-05i,0.00049353-0.00024111i,0.00043043-6.6733e-05i,-0.00030622+0.00016407i
0.001693-0.0030576i,0.0015503-0.0033935i,0.00097214-0.0022514i,-0.00067199-0.00085063i,-0.0024249-0.00011359i,-0.0026073+0.00039014i,-0.001326+0.00035302i,-0.00069531-0.00018568i,-0.0013701-0.00089533i,-0.0015825-0.001153i,-0.0012219-0.00031489i,-0.00056612-0.00014662i,0.00055341-0.00069588i,0.0015877-0.0010366i,0.0015328-0.00075834i,0.00068862-0.00026196i,0.00024142-0.00043525i,0.00025551-0.00034444i,-0.00033103-0.00048904i,-0.00085299+0.00032707i,-0.00067024+0.0018335i,-0.00030537+0.0013077i,-1.8349e-05+0.00033286i
0.0023938-0.0010441i,0.0013949-0.0011906i,0.00075444-0.00068013i,-4.9388e-05+0.00011432i,-0.00073355+0.00019405i,-0.00094283-7.186e-05i,-0.00017494+0.00040299i,0.00023501+0.00087067i,0.00040517-0.00042856i,0.00024812-0.00075809i,-0.0004696-1.2882e-05i,-0.00022273-1.3586e-05i,0.00064541+5.8874e-05i,0.00068741+0.00012222i,0.0002443-0.0005284i,0.00067056-0.00045263i,0.00048686-9.3868e-05i,0.00051256-0.00051328i,0.00049045-0.00056379i,-0.0010503-4.4267e-05i,-0.0014132+0.00039398i,-0.0010387+0.00042767i,-0.0013475+0.00076791i
