-1.318e-05-0.00033526i,-0.00067819-0.00063417i,-0.00071184+0.00026293i,-0.00061806+0.00018296i,-0.00064718-0.0011684i,-0.00097769-0.0008649i,-0.0010678+0.00010984i,-0.0001825+0.0010673i,0.0010269+0.00094684i,0.0016493+0.00030569i,0.0018722-0.00040751i,0.0008415-0.0010743i,-1.2128e-05-0.00082521i,0.0003494+0.00028778i,0.00061543+0.00081485i,0.00049306+0.00047914i,0.00032513+2.8655e-05i,-6.9093e-05-0.00030617i,8.3454e-05-0.00023044i,-0.00011121-0.00020518i,-0.00012744-0.00050139i,0.00047973-0.00017791i,0.00037742+0.00038783i
-0.00045309+0.0006162i,-0.00049946+0.00031212i,0.00053539-0.00013793i,0.0012652+0.00021903i,0.00092392+0.00095272i,0.0010466-0.00027058i,0.00071253-0.0014324i,-0.00035926-0.0011443i,-0.00035177-0.00043239i,4.9112e-05-0.00052644i,-0.00021225-0.00072476i,-7.4615e-05-0.00043955i,0.00037933-2.4964e-05i,0.00077415+0.00033087i,0.0006978+0.00073588i,0.00050496+0.00043593i,-0.00057876+6.4072e-05i,-0.0018513+7.1779e-05i,-0.0016394-0.00020184i,-1.3579e-05-0.0005499i,0.0010927-0.00021023i,0.0011433+0.00055328i,0.00081001+0.00044309i
0.00073931-0.0023851i,-9.3563e-05-0.0024699i,-0.0014776-0.0033243i,-0.0033273-0.0043727i,-0.0036664-0.0034171i,-0.0024493-0.00075563i,-0.00050427+0.00063856i,0.0012025-0.00018504i,0.0015437-0.00073985i,0.0007923-0.00049123i,-4.3021e-05-0.00054619i,-0.00026029+0.00093208i,2.3024e-05+0.0023242i,-0.00010681+0.0018725i,-4.676e-06+0.00069943i,0.00049662+5.3064e-05i,0.00056461-0.00038061i,0.00069675-0.00044121i,0.00033631-0.00048294i,0.00043166-0.00045872i,0.001055-0.00015771i,0.00091873-0.00038675i,0.00040926-9.7053e-05i
0.0013482-0.0014638i,0.00039039-0.0017082i,-0.00035086-0.0014052i,-0.00068017-0.00027015i,-0.00073497+0.00025278i,-0.00015295+0.0010653i,0.00057888+0.001167i,0.0011688+0.00032007i,0.00082732-7.7701e-05i,0.00048855+0.00040301i,0.00021714+0.0009185i,-0.00064605+0.00053573i,-0.0012794+8.8809e-05i,-0.00051849-0.00056154i,-7.1308e-06-0.00033331i,-0.00020479+0.00037369i,6.8683e-05+0.0001268i,0.00058874-0.00036958i,0.00067829-0.00048043i,-0.00021539-0.0002565i,-0.00038934+0.00031361i,0.00036858+0.00092909i,0.0010257+0.00082896i
0.00082809+0.0011333i,0.00039324+0.00092946i,0.00020282+0.00018733i,0.0011113-0.00026437i,0.0014381+0.00013461i,0.00091467+0.00028113i,0.00038902-2.0204e-05i,-0.00041721-0.00078393i,-0.00051765-0.00071807i,-0.00057223+1.0135e-06i,-0.00039519+5.8351e-05i,-0.00019339+0.00022526i,-0.00050128-0.00029507i,-0.00024554-0.00011725i,-4.0623e-05+0.00025302i,4.8025e-05-0.00026726i,0.00029584+0.0001975i,2.9529e-05+0.0007759i,0.0002275+0.00043958i,0.00030528+0.00010472i,0.00020555+0.0004732i,0.00025175+0.00083344i,0.00044181+0.00033086i
0.0010802+4.008e-05i,0.0011333-0.00082415i,0.0025721-0.0010283i,0.0031786-0.0015774i,0.0023343-0.0015249i,0.00021721-0.001715i,-0.0012102-0.0011897i,-0.0013826-0.00015178i,-0.0012425+7.2946e-06i,-0.00029674-0.00063396i,0.00025473-0.0009414i,0.00087547-0.00049956i,0.00028734+0.00046701i,-0.00053817+0.0010957i,-0.00051096+0.00089587i,-0.00074606+0.00013632i,-0.00039557+2.2948e-05i,4.52e-05-0.00065157i,-0.00013659-0.00095016i,-0.00040027-0.0006162i,0.00026254-0.00053949i,0.00134+3.3097e-05i,0.0010073+0.00011166i
0.0013814+0.00026995i,0.0021804-0.00055976i,0.0022717-0.00073917i,0.0017218+0.00011953i,0.00057962-0.00064959i,-0.00068043-0.0025127i,-0.00038265-0.0020925i,0.00025585-0.00075516i,0.0010481-0.00078849i,0.0013172-0.00045351i,0.00076299+7.3787e-05i,0.00041555+0.00013535i,0.00016282+0.00045844i,0.00059073+0.00087979i,0.0009398+0.00084591i,0.00045735+0.0005425i,0.00018084-0.00032649i,-0.0002025-0.0006189i,2.3997e-05-0.00030527i,0.00020586+0.00021408i,-2.8418e-05+0.00094453i,0.00045219+0.00061796i,0.00035671+0.00043089i
0.0023317+0.0021982i,0.001326+0.0014625i,0.0016079+0.0002996i,0.0012612-0.00090551i,-0.00062949-0.0011911i,-0.0016787-0.00088013i,-0.0015697-0.0002696i,-0.00031174-0.00014256i,0.00079419-0.00037331i,0.00029221-0.00020415i,-0.00046944-0.00034089i,-0.0010229+0.00038578i,-0.0012807+0.0011071i,-0.00088926+0.0006625i,0.00024047-0.00017942i,0.00099441-0.00074796i,0.0005601-0.0012169i,-0.00021453-0.0011875i,-0.00041971-0.0002168i,-0.00022424+5.7445e-06i,2.1626e-05-0.00016714i,0.0005806+0.00011751i,0.00025089-0.00010739i
0.00057226+0.00038862i,-0.00081764+0.00079666i,-0.0011892-0.00019544i,0.00037318-0.00015616i,0.001034-2.4743e-05i,0.00074556+0.00019289i,0.00087621+0.000376i,0.00072796-0.0001856i,0.00034578-0.00034874i,0.00019962+0.00029649i,0.00030596+5.831e-05i,0.00010452-0.00014247i,-0.00025289+0.0010366i,0.00028622+0.0015703i,0.00054602+0.00088521i,0.0012012-8.8966e-05i,0.0011203-0.00051756i,0.0010027-0.00085159i,0.00037433-0.0011687i,-0.00031134-6.9527e-05i,0.00067687+0.0014758i,0.0014116+0.001475i,0.0010532+0.00071483i
-0.0014188-0.0001643i,-0.00061936+0.00012678i,-0.00061387+0.00041053i,0.00057614+0.0009538i,0.0019979+0.0014373i,0.0025716+0.00096647i,0.0020235+0.00020634i,0.00096197-0.00071233i,-7.0867e-06-0.00098241i,-0.0006585+0.00042518i,-0.00068468+0.0013715i,-0.00027493+0.00070399i,0.00030989-4.3628e-05i,0.00074793-0.00024513i,0.00066564-0.0004392i,0.00047005-0.00063172i,0.00026163-0.0004833i,0.00019733-0.00069057i,0.00037796-0.000508i,0.0004754+0.0004387i,0.00010238+0.00057762i,-0.00019933+0.00039798i,-8.9626e-05+0.00082021i
-0.00077735-8.5713e-05i,5.2449e-05-0.00012395i,-0.00060669-0.00080481i,-0.00057898-0.0014591i,0.00041177-0.0011017i,0.00019472-0.0011167i,-0.00058468-0.00096664i,-0.00045572-0.00026518i,-0.00099403-0.00033014i,-0.00088744-0.00032992i,0.00022551+0.00029851i,0.00074636+0.00097753i,0.00083303+0.00064953i,0.0010476+0.00038622i,0.00077916+0.0010169i,0.00062681+0.00087843i,0.00014928-3.1058e-05i,-0.00058839-0.00092111i,-0.00064202-0.00070015i,-0.00022695-0.00023361i,0.00059748+0.00026814i,0.00045589+0.00099909i,0.00019327+0.0010385i
-0.00094011+0.00053969i,-0.0016136+0.00066394i,-0.0014028+0.00069437i,0.00048656+0.0014391i,0.0017791+0.0012588i,0.0016113+0.00048958i,0.00091687+0.00080717i,0.00084855+0.00077158i,0.00054617+8.8102e-05i,0.00079061-0.00079363i,0.00049029-0.0011189i,-0.00025539+0.00019918i,-0.00013168+0.001225i,0.0001671+0.00083898i,-0.00031724+0.00019017i,-5.9767e-05-0.00050786i,0.00075059-0.0003565i,0.00018003-0.00035363i,0.00011014-0.0011742i,-0.00037505-0.00083735i,-0.00068484+0.00045784i,-0.0003723+0.001008i,-0.00021983+0.00047363i
-3.7648e-05-0.00065431i,-0.0007393-0.00054499i,-0.0025398+0.00026603i,-0.0023749+0.00026357i,-0.001267+0.00026762i,2.6163e-05+0.00067934i,0.00055524+0.00025334i,-0.0001187+0.0001017i,8.8441e-05-5.1454e-05i,0.00081427-0.0003332i,0.0011683+5.3819e-05i,0.00024829+0.00032921i,-0.00095815+0.00021182i,-0.0012364+0.00023874i,-0.00054156+0.00046609i,-0.00037277+0.00041607i,-0.00028281-0.00041498i,-4.7624e-05-0.00068297i,-0.00046103-0.00033663i,-0.00088022-0.00036629i,-0.00066418+1.808e-05i,-0.00031396-1.9228e-05i,-0.00038184-0.00060646i
0.00099184-0.00067923i,0.00059678-0.00039093i,-8.202e-05-0.00013648i,-0.00075824+0.00079296i,-0.00059132+0.00083284i,-0.00027835+0.00085476i,8.8849e-05+0.00067655i,0.00045098+0.00037987i,0.00015595+0.0004059i,-4.5753e-05+0.00077869i,0.00049147+0.0014065i,0.00052597+0.0013149i,0.00019607+0.0011156i,0.00052199+0.0011362i,0.00070212+0.00094318i,0.00089747+0.00013211i,0.00052696-0.00099786i,-0.00067322-0.00058796i,-0.00088092+6.9534e-05i,-0.000355-0.00022085i,-0.00045382-0.00089249i,-4.6143e-05-0.0006786i,0.00033628+0.00027662i
0.0012944-0.00010396i,0.0001914-0.00012122i,0.00013862-0.00068448i,-7.6959e-05-0.00094724i,-0.00058096-0.00071207i,-0.00019336-0.00064446i,0.00051672-0.00045713i,0.00014726-0.00035687i,-0.00051503-0.00030419i,-0.00045822+0.00010214i,-0.0003264+0.00029329i,-0.00060345+0.00022491i,-0.00093123+0.00055765i,-0.00042909+0.00056292i,0.00020997+0.00013722i,0.00070993-0.00027465i,0.00023121-0.00074147i,-0.00018045-0.0011322i,0.00035066-0.00099791i,-0.00017591-0.00028011i,-0.00081333+0.00055958i,-0.00012555+0.00082048i,0.00064074+0.00099076i
-0.0018237-0.0016989i,-0.0014224-0.00094447i,-0.0027107+0.00056886i,-0.0025304+0.0017408i,-0.0010294+0.0013244i,-0.00078987+0.00052125i,-0.001443-3.5768e-05i,-0.0014808-0.00051556i,-0.0011376-0.0012013i,-0.0011964-0.0010067i,-0.0015761+6.8736e-05i,-0.00098534+0.00029908i,-0.00022918-0.00053035i,0.00020577-0.00058681i,0.00044809+0.0001954i,0.00074512-0.00012912i,0.0007483-0.00041593i,0.00087906-0.00036647i,0.00066762-0.00041051i,-0.00022103-0.00084378i,-0.00063016-0.00090771i,-0.00066497+0.0003163i,-0.00059107+0.00026697i
0.00043742+0.00053579i,-4.1419e-05+0.00033916i,-0.00011634-0.00031957i,0.00067344-0.00079418i,0.00059555-0.0010773i,4.0842e-05-0.0014814i,-0.00017668-0.00082665i,3.5247e-05-0.00039613i,0.00041591-0.00074349i,0.001376-0.0012602i,0.0012262-0.00086563i,0.00052989+0.00013107i,0.0003006+0.00092764i,9.3437e-05+0.0013176i,4.8918e-05+0.00092872i,2.6782e-05+0.00081733i,0.00017154+0.0012609i,-0.00010498+0.0014728i,-0.00033932+0.00042464i,-0.00055523-2.1011e-05i,-0.00076357+0.00063246i,-0.00019606+0.00091099i,0.00036215+0.00047245i
0.00036623+0.0011427i,0.00060138-7.3999e-05i,0.00074959-0.00056233i,0.00087505-0.00037316i,0.00081763+4.1678e-05i,0.00023863+0.00037841i,0.00049229+0.00084581i,0.0009418+0.00039379i,0.0010193-0.00044149i,0.00081672-0.00039789i,-0.00036826+8.3905e-05i,-0.00051419+0.00025737i,0.00061981+0.0008235i,0.00092604+0.0014098i,0.00080828+0.0010364i,0.0010375+0.00028013i,0.00085096-0.00033224i,0.00030031+1.2002e-05i,-1.6761e-05+0.0005913i,-0.00041587-0.00036572i,-0.00038566-0.00072535i,-0.00034283-0.00017086i,-0.00049936-8.9925e-05i
-0.0017598-0.0025151i,-0.0019126-0.0029347i,-0.003388-0.0025588i,-0.0027911-0.0016566i,-0.00024297-0.00079304i,0.00097679-0.00092169i,0.000793-0.0013172i,0.00027291-0.00035937i,-0.0012665+0.00039846i,-0.0015465+0.00089478i,-0.00069897+0.0013184i,-0.00023019+0.00099141i,0.00026813+0.00052708i,0.00042584-0.0001387i,0.00036057-0.00014472i,0.00026765+0.00024308i,-0.00035941-0.00012885i,-0.00084759-0.00033843i,-0.0004037-0.0008169i,0.00034308-0.00056643i,0.00027781+0.00082042i,-0.00060847+0.0009226i,-0.00054249-0.00014099i
0.00047331+0.00042882i,0.0013172+0.00043148i,0.0019426+0.001388i,0.0017084+8.8589e-05i,0.00017405-0.001841i,-0.001205-0.0017885i,-0.0012464-0.00067796i,-0.0011503+0.00011609i,-0.00081184+0.00023696i,-0.00078096-0.00010479i,-0.00039127-0.00033983i,-0.0003428-9.8057e-05i,-0.00072904+0.000789i,-0.00074626+0.00078395i,-0.00029758+0.00035104i,0.00055115-0.00053432i,0.00065728-0.0011735i,-0.00025147-0.0010748i,-0.00050527-0.00069449i,0.00024119+0.00010215i,0.00055839+0.0002955i,0.00058621-0.00042705i,0.00079761-0.00056879i
-0.00099416+0.000468i,-0.0015738-0.00020301i,-0.0012299-0.00083104i,-0.00069582-0.00049606i,-0.00096804+3.2573e-05i,-0.00088141+0.00032137i,-0.0005914+0.00031139i,-0.00041584-0.00034238i,-0.00023177-0.00097307i,-0.00040661-0.0010737i,-0.00078531-0.00055017i,-0.00042995+0.00016935i,0.00027825-0.00027767i,0.00045461-0.00060858i,0.00051222+0.00021483i,0.00018249+0.00051154i,6.7051e-05+0.00048226i,-5.6889e-05+0.00031819i,-0.00079721+9.3023e-05i,-0.00067213+9.0836e-05i,0.00028466+6.0547e-05i,0.00049614+0.00023041i,0.00076328+0.00047735i
-0.002639-0.0011477i,-0.0026159-0.00054632i,-0.0027357+0.00054412i,-0.0022018+0.0014706i,-0.00060405+0.0016998i,0.00096459+0.0012663i,0.0016605+0.00031107i,0.00089625-0.00089369i,-0.00052788-0.0010329i,-0.00083517+4.096e-06i,-0.00076385+0.00075529i,-0.00074244+0.00033515i,-0.000687-7.2508e-06i,-0.00049364+0.00035007i,0.00021643+0.0010412i,-7.4927e-06+0.0011611i,-0.0004276+0.00037463i,-0.00015204-0.00046705i,8.2931e-05-0.00045721i,-0.00037235-0.00010306i,-0.00044186+4.4474e-05i,7.1759e-05-0.00036042i,0.00026712+1.9341e-05i
0.0013343+0.00048917i,0.0007941+0.00061967i,-0.00010089+0.0016427i,1.5791e-05+0.00073885i,9.3624e-06-0.00067626i,-0.00032112-0.00046306i,8.2258e-05-0.00017196i,0.00049551+0.00022058i,0.00089252+0.00067789i,0.0010483+0.00062942i,0.00085048+5.454e-05i,0.00022261-3.1036e-05i,-4.5441e-05+0.00037289i,-0.00010248+0.00021775i,-0.00019378+0.00050881i,-0.00014308+0.001132i,-0.00033389+0.00043125i,-0.00027204+0.00026502i,-9.0678e-05+0.00037298i,0.00022043-5.1859e-05i,-0.00014157-0.00042318i,-0.00049978-0.00092117i,-0.00017766-0.00090767i
0.0026661-0.0010382i,0.0014863-0.0017356i,0.0009428-0.0028162i,0.00049293-0.0027834i,-0.00060679-0.001576i,-0.0008843-0.00052436i,-0.00090405-0.00047998i,-0.00098229+8.1193e-06i,-0.00062997+0.00081734i,-2.258e-05+0.00056369i,0.00018782+0.00067929i,-0.00037148+0.0010423i,-0.00049903+0.0015949i,-0.00053993+0.0024703i,-0.00067617+0.0016082i,-3.6419e-05-0.00022347i,-0.0001324-0.00055869i,-0.00056194+0.00014023i,-8.9755e-05+0.00035823i,-0.00019268-0.00022923i,-0.00013055-0.0010631i,0.00036243-0.00087361i,0.00037256-1.9658e-06i
-0.00092374+5.3643e-06i,-0.00041769-0.00025415i,-0.00052864-0.00010131i,-0.00047082-0.00012111i,-2.9913e-05-0.00064706i,0.00037592-7.4513e-05i,0.00073678+0.00053179i,-2.9261e-05+0.00067308i,-0.0006509-8.0106e-05i,-0.0012936-0.00024055i,-0.0012526+8.6703e-05i,-0.00038653-0.00013792i,-2.839e-05-0.00021829i,0.00064019-0.00034011i,0.00098684-0.0004194i,0.00042126-0.00031369i,0.00042072+3.7081e-05i,0.00083146+0.00045221i,0.00089275+0.00058572i,0.00091803+0.00055228i,0.00050681+0.00021886i,0.00016171-0.00021989i,0.00014114+0.0001671i
-0.0016667+0.00063588i,-0.0010144+0.00096695i,-0.001034+0.00055673i,-0.00042513+0.00078316i,0.00024759+0.0012234i,0.00032886+0.00041953i,5.1871e-05-0.000337i,-0.00022478-0.0005573i,-4.6242e-05-0.00094821i,0.00033599-0.0013431i,0.00082105-0.0010324i,0.00076431-6.872e-05i,-0.00025334+7.8429e-05i,-0.0011679-0.0002749i,-0.00043308+0.00015943i,0.0008359+0.0003258i,0.0012818+0.00011313i,0.00019269+0.00013606i,-0.00079859-0.00024742i,-0.00052465-0.00071818i,-0.00037904+0.0001725i,-6.2829e-05+0.00087502i,0.00043192+0.00024184i
0.0014501-0.0016695i,0.00015948-0.0018672i,-0.00010329-0.001853i,-0.00050245-0.0010246i,-0.0013063-0.00010949i,-0.00123+0.00080994i,-0.00011021+0.0010506i,0.00079069+0.00044027i,0.00081564+0.00030511i,0.00075007+0.00035392i,0.00076847+0.00010228i,0.00058058+0.00029975i,8.2182e-06+0.00012471i,0.00022144-0.00034046i,0.00071997-0.00018347i,0.00037087+0.00029031i,-0.00037367+0.00062356i,-0.00047741-2.9488e-05i,-3.6119e-05-0.00047128i,0.00022725-0.00040822i,0.00087709-0.00066491i,0.00087813-0.00042635i,-3.6317e-05-0.00021605i
0.00085015-7.7513e-05i,-0.00044726+0.00018125i,-0.00074623-0.00014279i,-0.00020455+0.00053969i,4.646e-05+0.00094992i,0.00034647+0.00069778i,0.0005275+0.0002981i,-6.2241e-05-0.00023376i,-0.0001467-0.00031558i,-0.00013221+0.00022996i,-0.00019015+0.00063174i,-0.00024398+0.00079245i,-0.00032388+0.0010469i,-6.3056e-05+0.0007914i,0.00045489+0.00028194i,-0.00015408+0.00032419i,-0.00079546+8.4924e-05i,-0.00029794-0.00023235i,7.9284e-05-0.00033418i,-0.00029751-0.00047182i,-0.00019204-0.00031646i,0.00064611-0.00025072i,0.00061548-0.00025535i
-0.0014008-0.00042393i,-0.00094253-0.0005655i,4.7658e-05+0.00039627i,0.0010958-9.9713e-05i,0.00031917-0.00085433i,-0.00086589-0.0011782i,-0.00054016-0.00079937i,-0.00010563-8.2327e-05i,0.00013618+1.8478e-05i,-2.5909e-05+9.0811e-05i,-0.0005073-0.00024366i,-0.00082749+0.00013301i,-0.00045833+0.00039436i,0.00018217+1.461e-06i,9.6587e-05-0.00014026i,0.000277-0.0005132i,0.00032331-0.00054421i,-0.0005616-0.00011281i,-0.0012275-2.7033e-05i,-0.0010637-0.00031744i,6.124e-05-0.00071498i,0.0010229-0.00075766i,0.0013247-0.00077508i
0.00045806+0.0013457i,-0.00012688+0.00061161i,0.0011387+0.00045214i,0.00096625+0.00051141i,-1.1768e-05-0.00011851i,-8.1938e-05-0.00062401i,9.4707e-05-9.3544e-05i,0.00043335+0.00057807i,0.00014629+3.2714e-05i,-0.00064226-0.0004633i,-0.00087385-0.001197i,-0.0005193-0.0007745i,-0.000442+0.00018183i,-0.00036349+0.00034162i,0.00036648+0.00021095i,0.0013171+0.0001175i,0.00098654-5.1183e-05i,0.00021336-0.00056719i,-0.00023223-8.9891e-05i,-0.00050038-2.2537e-05i,6.3895e-06-0.00059392i,0.00022948+5.5163e-06i,0.00020006+0.00047559i
0.00057539+0.0017004i,0.00054396+0.001217i,0.00084657-4.5276e-06i,0.0014816-0.0011333i,0.0024583-0.00069425i,0.0016179-0.00030192i,0.00066261-0.00048781i,9.9867e-05-1.9096e-05i,-0.00051029-0.00019749i,-0.0007663-0.0009421i,-0.00048947-0.0010575i,-0.00030815-0.00090619i,-0.00087497-0.0010285i,-0.00093159-0.0010083i,0.00029739-0.00025945i,8.2225e-05+0.00028153i,5.9497e-05-0.0007831i,0.0007192-0.001156i,-0.00018645-0.00057778i,-0.00037356-0.00045773i,0.00056884-0.00055747i,3.5109e-05-0.00042111i,-0.00070917-0.00052372i
-0.00069251-0.0010666i,-0.00089552+0.00065089i,-0.0012313+0.00086687i,-0.0010554-4.4106e-05i,-0.00079783-0.00015328i,-4.6048e-05-0.00044382i,0.00028069-0.00075163i,-0.00039893-0.00036188i,-0.00070029-0.00036191i,-0.00046071-0.00043573i,-0.00028643-0.00020919i,-0.0002009+0.00023451i,0.00018394+0.00018465i,-6.9548e-05-0.00033658i,-0.00022176-0.00068024i,0.00018513-0.00026164i,0.00078251+1.6873e-06i,0.0011146-0.00036549i,0.00093287-0.000274i,0.0001842-0.0005245i,-0.00027185-0.00049735i,-4.0268e-05-7.9262e-05i,0.00048865+0.00022973i
0.00038295-0.0014904i,0.00023051-0.0013959i,-0.0011329-0.00095608i,-0.00149+0.00023745i,-0.00085941+0.00069096i,-0.00053467+0.00029437i,0.00078549+0.00087527i,0.0014686+0.0011434i,0.00066262+0.00021095i,-0.00024243+0.00022057i,-0.00051225+0.00063266i,-0.00029198+0.00052376i,0.00038084-3.9421e-05i,0.00040608-0.00021425i,-0.00040153-7.7024e-05i,-0.0001291+7.2123e-05i,0.00080145+0.00058916i,0.00058424+0.0005127i,0.00041367+0.00016003i,0.0004385+3.3664e-05i,-0.00024882-0.00037571i,-0.00090266-0.00054691i,-0.00042091-0.00010966i
-0.00045142+0.000859i,-0.0010667+0.00055815i,-0.00077732+0.0012539i,-0.00054582+0.00090734i,-0.00067329+0.00030729i,-0.00050054+0.00023477i,-2.8249e-05-3.4142e-05i,-1.6238e-05-5.6252e-05i,-0.00047178-0.00031759i,-0.00066465-0.00032017i,-0.00032615+0.00032325i,-0.00026171+0.0003178i,-0.00011207+0.00058129i,-0.00013495+0.001173i,-0.00086461+0.00095414i,-0.00047337+0.0012142i,0.00018855+0.00062194i,8.045e-05-0.00061774i,-4.4857e-05-0.00094131i,-0.00011135-0.00048852i,9.298e-05+7.7371e-05i,0.00024586+0.00026774i,0.00043358+0.00094573i
-0.0012064+0.00042293i,-0.00023567+0.0013674i,0.00084837+0.00097786i,0.0012655+0.00038386i,0.00038592+6.8226e-06i,0.00016733-0.00034849i,-0.0001127-0.00083215i,-0.00029853-0.00076178i,-0.00016957-0.00077019i,0.00013137-0.00040014i,-0.00031855+0.00039501i,-0.00037629+0.00037678i,-0.00020903-0.00037475i,-0.00055583-0.00066357i,-0.0009867-0.00029059i,-0.00071022+0.00036364i,-0.00010388+0.0006762i,0.000125+0.00048069i,0.00012244+0.00025272i,-0.00027186+7.1784e-05i,-4.5408e-05+0.00013608i,6.5236e-05+0.00018485i,-3.9531e-06+0.00018882i
-0.00018622-0.00068501i,0.00031535-0.0011971i,-8.7887e-05-0.0015776i,-0.00011627-0.001023i,-0.00067305-0.00029891i,-0.0010446-0.00010303i,-0.00079955+0.00012297i,-0.00025143+0.00011722i,4.1056e-05-0.00015641i,0.00014872-0.00013921i,6.7595e-05+0.00025696i,-0.00030736+0.00065969i,0.00029429+0.00053753i,0.00099935+0.00032708i,0.0012313+0.00057307i,0.00079279+0.00058386i,4.117e-05+0.00024813i,-0.00051459-0.00039939i,-0.00073535-0.00070637i,-0.0010034-0.00048943i,-0.00052492-0.00029494i,0.00038143-0.00079518i,0.00072032-0.00083043i
-0.0002849+0.00074552i,-0.0012568+0.0006971i,-0.0014235+0.0011477i,-0.0002552+0.00084717i,0.0011184-0.00012638i,0.0011444-0.00072471i,0.00057444-0.00049641i,0.00025092-0.00087424i,-0.00018889-0.00094504i,-0.00063032-3.0995e-05i,-0.00063835-0.00019726i,-0.00078102-0.00023372i,-0.0017123-1.2402e-05i,-0.0018987+0.00010075i,-0.0015262+0.00070074i,-8.8774e-05+0.00048376i,0.0008798-0.00067362i,0.00065198-0.0014951i,0.00044967-0.00072227i,0.00045544-0.00023027i,0.00012504-0.00093941i,-3.7777e-05-0.00064452i,-0.00023497-0.00025081i
0.00029357+0.00056072i,-0.00030695+0.0011335i,-4.1831e-05+0.00072121i,-0.00043995+0.00033447i,-0.0012205-0.00013062i,-0.00044497-0.00014413i,0.00069049+0.00014931i,0.00074994+0.00053248i,0.00044462+0.00013603i,0.00070785-0.00035122i,-0.00019788+0.00036249i,-0.0014137+0.00023414i,-0.00057251+1.9489e-05i,0.00011559+0.00081473i,0.00012675+0.00083018i,7.6926e-05+0.00038997i,-9.9117e-05-4.5772e-05i,-0.00020416-2.7169e-05i,-0.00022853+0.00017055i,-0.00061415+0.00025217i,-0.00046626+0.00024856i,-9.4451e-05+7.4206e-05i,0.00040277+0.00038114i
-0.00040215-0.00075966i,0.00032068-0.00089653i,0.00095683-0.00081975i,0.000819-0.00078255i,0.00093446-0.0010046i,0.0010957-0.0012581i,0.00084087-0.00053442i,-7.3582e-06+0.00018946i,-0.00012829+0.0001615i,-3.897e-05+0.00029564i,-0.00048559-9.929e-05i,-0.00013649-0.0006104i,0.00056567-0.00025543i,0.0012602-0.00027625i,0.0015344-0.00025479i,0.00074143+2.4675e-05i,-0.0003189-0.00020008i,-0.00045625-0.00089159i,-8.6394e-05-0.00070665i,0.00025217-0.00066455i,0.00043272-0.00053214i,0.0013616-0.00047407i,0.00092407-0.00034738i
-0.00018474-0.0012226i,-0.0015555-0.0020384i,-0.0022657-0.0016397i,-0.0019058-0.00097777i,-0.0007571-0.0003393i,-4.0979e-05+0.0004003i,-0.00035271+0.00045445i,-7.6701e-05-0.00028901i,0.00038206-4.393e-05i,0.00044993+0.00055373i,7.2338e-05+0.00077807i,-0.00024314+0.00074413i,0.00016498+0.00067117i,0.0007391+0.00084492i,-0.00028393+0.00079422i,-0.0010996-6.4392e-06i,-0.00054398+0.00012731i,5.1232e-05+0.00038595i,0.00036986+0.00027279i,0.00015098-0.00026018i,-0.00025759-0.00044347i,-0.00078808-0.00030887i,-0.00024494-0.00020519i
-0.00020192-0.0011786i,0.00067294-0.00078794i,-0.00030457+0.00023855i,-0.0010438+0.00017268i,-0.00085652-0.00057948i,-0.00032982-0.00043285i,0.00062064-0.00030504i,0.00059971-0.00091885i,4.7951e-05-0.00065652i,-0.00049343+7.9913e-06i,-0.00061258+3.0226e-05i,0.0006348-0.00072605i,0.00064418-0.00089462i,0.00060221-0.00053263i,0.00056699-0.00035531i,0.00037347-0.00012164i,0.0002985-0.00027003i,-3.9838e-06-0.00048055i,-4.2282e-05-0.00040518i,-0.00029128-2.254e-05i,-0.00063998-9.9201e-05i,-0.00013082+0.00015139i,-0.00028468+0.0002518i
-0.0010341+0.00029279i,-0.0010922-0.00036512i,-0.00077748+0.00034245i,-0.00049418+0.0016892i,0.00023016+0.0015878i,0.00077372+0.00075011i,-0.00041293+0.00054693i,-0.00054965+0.00037476i,-0.00030641+0.00014031i,0.00052084-0.00065087i,0.00092779-0.00047909i,9.9934e-05+0.00015009i,-0.00024153-4.714e-05i,-0.00051036-0.00014034i,-0.00070428+0.00032433i,-0.00013812-3.7071e-05i,0.00022551-0.00070261i,0.00038945-0.00017416i,0.00040587+0.00017249i,0.00010149-0.00087264i,-1.651e-05-0.0011221i,-4.0845e-05-0.0010895i,1.7883e-05-0.001189i
-3.768e-05-0.00057839i,0.00097212-0.00026075i,0.00049071-0.00018702i,-0.00023883+0.00019401i,6.2005e-05+0.0003766i,0.00047683+0.00066708i,0.0002059+0.00071433i,0.00036+0.00065174i,0.0004732+0.0012008i,-0.00019025+0.00082496i,-0.00034489-0.00054352i,0.00019414-0.00046792i,0.0003244-0.00042294i,0.00051468-0.00070734i,0.00065189-0.00016586i,0.0005524+0.00021448i,0.00027349-4.1863e-05i,0.00030491-0.00035902i,0.00055462-0.00022615i,0.00041431-0.00018316i,0.00079877-4.1158e-06i,0.0013754+0.00024219i,0.00033464-3.554e-06i
