-1.318e-05-0.00033526i,-0.00067819-0.00063417i,-0.00071184+0.00026293i,-0.00061806+0.00018296i,-0.00064718-0.0011684i,-0.00097769-0.0008649i,-0.0010678+0.00010984i,-0.0001825+0.0010673i,0.0010269+0.00094684i,0.0016493+0.00030569i,0.0018722-0.00040751i,0.0008415-0.0010743i,-1.2128e-05-0.00082521i,0.0003494+0.00028778i,0.00061543+0.00081485i,0.00049306+0.00047914i,0.00032513+2.8655e-05i,-6.9093e-05-0.00030617i,8.3454e-05-0.00023044i,-0.00011121-0.00020518i,-0.00012744-0.00050139i,0.00047973-0.00017791i,0.00037742+0.00038783i
-0.10445-0.67113i,-0.21271-0.78489i,-0.13763-0.53529i,-0.060406-0.23315i,-0.13292-0.062317i,-0.17671+0.058806i,-0.077944+0.088091i,0.0074139+0.028293i,0.011554-0.009767i,0.0084908-0.012561i,0.011107-0.011977i,0.016893-0.010735i,0.041241-0.018755i,0.059428-0.022089i,0.056952-0.0059627i,0.046296+0.00034118i,0.022329-0.009801i,-0.012873-0.0061039i,-0.030537+0.011996i,-0.021703+0.022432i,-0.0073041+0.01715i,-0.0028944+0.0067253i,-0.0055358+0.0023762i
0.20749+0.18053i,0.19425+0.12912i,0.070788+0.18167i,0.11707+0.32943i,0.28982+0.3307i,0.30724+0.16043i,0.15167+0.017079i,0.011996-0.0096711i,-0.022056+0.021183i,-0.01146+0.028607i,-0.015569+0.01568i,-0.021542+0.016195i,-0.022105+0.023386i,-0.016831+0.016974i,-0.0031167-0.0063344i,-0.0032572-0.023575i,-0.0089742-0.019135i,0.0034636-0.015424i,0.015494-0.026756i,0.013329-0.032024i,0.01476-0.022651i,0.020372-0.020718i,0.011656-0.027388i
-0.20491+0.44132i,0.0072528+0.61112i,0.092381+0.25434i,-0.16577-0.24759i,-0.39776-0.36328i,-0.34621-0.21416i,-0.18591-0.066417i,-0.063825+0.0029234i,-0.015924-0.009333i,-0.025049-0.023141i,-0.025792-0.008619i,-0.010219+0.0017973i,0.0036087+0.005089i,0.010097+0.0039787i,0.0031431+0.0060087i,-0.0099643+0.017046i,-0.022304+0.029237i,-0.031513+0.039498i,-0.028004+0.045829i,-0.016153+0.036071i,-0.014114+0.015534i,-0.015674+0.010936i,-0.0070928+0.019323i
-0.043584-0.74466i,-0.28356-0.90132i,-0.16618-0.47908i,0.24303+0.029813i,0.41075+0.15177i,0.2659+0.085162i,0.13122+0.03267i,0.077355-0.0030495i,0.042211+0.0062173i,0.036246+0.043502i,0.047364+0.052887i,0.049462+0.015591i,0.030765-0.033261i,0.011262-0.04856i,0.011995-0.046639i,0.01922-0.048019i,0.028916-0.040026i,0.036305-0.029086i,0.021164-0.023309i,-0.00071841-0.0050817i,-0.0021457+0.018338i,0.0035022+0.021823i,0.00035016+0.017595i
0.36863+0.75477i,0.48941+0.75726i,0.15983+0.41274i,-0.2464+0.097744i,-0.29064-0.014996i,-0.13963-0.043025i,-0.056821-0.018171i,-0.020848+0.016063i,0.0048887+0.0037616i,0.0090041-0.036905i,-0.0083049-0.063283i,-0.034647-0.036105i,-0.031079+0.02048i,-0.010477+0.036991i,-0.011836+0.02611i,-0.017006+0.025753i,-0.016202+0.015651i,-0.018025-0.0052922i,-0.011045-0.015777i,-0.00086908-0.024054i,-0.00085769-0.031406i,-0.00065559-0.030224i,0.0061891-0.028812i
-0.35177-0.45351i,-0.27068-0.41181i,0.07258-0.29653i,0.28004-0.22023i,0.21174-0.13487i,0.099075-0.04958i,0.04361-0.042845i,0.001161-0.062089i,-0.022138-0.048855i,-0.024647-0.0083874i,-0.0081288+0.028385i,0.016015+0.013594i,0.0044309-0.037169i,-0.035634-0.054728i,-0.056911-0.033264i,-0.052809-0.0089782i,-0.039496+0.010843i,-0.031778+0.028917i,-0.028772+0.04428i,-0.01686+0.049874i,-0.0014079+0.043364i,0.0048627+0.036985i,0.0040183+0.034687i
0.14702-0.049313i,-0.18387-0.03063i,-0.43873+0.15028i,-0.34582+0.29213i,-0.15111+0.23306i,-0.076517+0.10529i,-0.054536+0.041189i,-0.040569+0.033008i,-0.02498+0.043672i,0.0029846+0.025545i,0.0062894-0.0030698i,-0.0057327+0.012992i,0.010732+0.057312i,0.0503+0.080895i,0.084362+0.072095i,0.093892+0.039998i,0.080967+0.0042202i,0.069515-0.020696i,0.060991-0.040464i,0.039569-0.049576i,0.014619-0.043805i,0.0025632-0.03742i,0.0021764-0.034568i
0.094346+0.24352i,0.45919+0.16077i,0.53892-0.086697i,0.2405-0.2372i,-0.015458-0.165i,-0.04136-0.032728i,0.0075587+0.016596i,0.034362-0.0026495i,0.024923-0.03156i,-0.0052266-0.0326i,-0.024405-0.016545i,-0.030278+0.00179i,-0.026314+0.012437i,-0.025073+0.0077742i,-0.038115+0.0037737i,-0.048771+0.0056602i,-0.053999+0.0028751i,-0.057789+0.0051037i,-0.044915+0.015595i,-0.021135+0.012657i,-0.0053457-0.0001831i,0.0018259-0.0068018i,0.0014936-0.0092201i
-0.38349-0.25479i,-0.59327-0.091008i,-0.43649+0.11125i,-0.064198+0.1595i,0.12978+0.07606i,0.093485-0.0053156i,0.0061986-0.018203i,-0.031249+0.0094469i,-0.019555+0.026346i,-0.00028308+0.033716i,0.019595+0.035128i,0.031977+0.0013033i,0.012545-0.035634i,-0.0017144-0.035825i,0.0053897-0.029772i,0.0027492-0.025914i,0.003334-0.0060565i,0.015252+0.0048851i,0.010889-0.002775i,-0.0036705-0.0017355i,-0.005895+0.009368i,-0.0047515+0.014339i,-0.0059199+0.01731i
0.30072+0.25635i,0.31713+0.14652i,0.12254-0.0016899i,-0.11902-0.07159i,-0.21614-0.063834i,-0.16533-0.027656i,-0.066567+0.0013116i,-0.0045505+0.0039616i,0.0093514-0.01073i,-0.00011929-0.036774i,-0.021409-0.047073i,-0.018017-0.010341i,0.034633+0.023952i,0.081175+0.010074i,0.08724-0.012382i,0.0712-0.025989i,0.0405-0.041268i,0.01123-0.041967i,0.0019748-0.029245i,0.0003329-0.017805i,-0.0026913-0.012835i,-0.001582-0.013913i,0.00096804-0.01792i
-0.059297-0.10054i,0.14873-0.13998i,0.30979-0.13894i,0.32361-0.065402i,0.28769+0.015638i,0.22936+0.023548i,0.12511-0.016265i,0.035598-0.027444i,-0.0057263+0.0074187i,-0.0083048+0.059938i,0.013169+0.07843i,0.010632+0.042949i,-0.040527+0.002452i,-0.10018-0.0011966i,-0.12481+0.01861i,-0.10429+0.042348i,-0.061633+0.056516i,-0.032981+0.054304i,-0.025252+0.04153i,-0.017478+0.026318i,-0.0042627+0.017647i,0.0051111+0.015582i,0.006088+0.016425i
-0.022782+0.11341i,-0.31485+0.23694i,-0.49398+0.25758i,-0.41409+0.16616i,-0.25117+0.061731i,-0.14338+0.011715i,-0.077284+0.020341i,-0.035118+0.033886i,-0.015562+0.0084712i,-0.0078743-0.033748i,-0.0018863-0.054994i,0.011945-0.054142i,0.037744-0.045372i,0.071128-0.040601i,0.092034-0.044366i,0.082668-0.044976i,0.061183-0.032571i,0.051526-0.021061i,0.044541-0.01568i,0.029332-0.0099644i,0.0088459-0.0082632i,-0.005846-0.0076114i,-0.0031329-0.0074569i
0.14048-0.18027i,0.33353-0.35086i,0.42848-0.31262i,0.32429-0.15161i,0.14406-0.041906i,0.047946+0.017923i,0.056581+0.022723i,0.079214-0.015637i,0.075625-0.021504i,0.059098+0.00063843i,0.026725+0.023328i,0.0010171+0.053251i,-0.0019386+0.071553i,-0.0038022+0.072101i,-0.011391+0.064155i,-0.016301+0.036571i,-0.030097-0.0057287i,-0.048777-0.026969i,-0.048665-0.018622i,-0.034166-0.0073969i,-0.016925-0.00071194i,-0.0028346+0.0025262i,-0.0019825+0.0036218i
-0.086677-0.013459i,-0.17937+0.10557i,-0.26351+0.12277i,-0.20986+0.066692i,-0.065092+0.017689i,-0.011504-0.040106i,-0.072282-0.049367i,-0.11312+0.0011286i,-0.091295+0.027701i,-0.053852+0.01771i,-0.025666-0.0078402i,-0.030381-0.04035i,-0.059704-0.047404i,-0.075274-0.030814i,-0.073031-0.012689i,-0.060578+0.014884i,-0.032932+0.041878i,-0.0058433+0.040938i,0.0018327+0.017006i,0.0011645-0.002651i,0.00096232-0.010534i,-0.0016405-0.013171i,-0.0038752-0.0095127i
-0.056834+0.12592i,-0.060858+0.17754i,0.066059+0.17013i,0.12538+0.081628i,0.029687+0.0077116i,-0.018938+0.016648i,0.032681+0.011968i,0.061207-0.033307i,0.044865-0.063315i,0.016205-0.064575i,0.0027389-0.038565i,0.030533-0.0068948i,0.07529-0.0022676i,0.10231-0.017515i,0.10936-0.034467i,0.090921-0.05109i,0.055042-0.053864i,0.03488-0.035047i,0.036392-0.0066979i,0.036176+0.013081i,0.028438+0.017745i,0.020975+0.014377i,0.016547+0.0071838i
-0.057221-0.24289i,-0.02073-0.40751i,-0.045703-0.38605i,-0.049783-0.23781i,0.017375-0.14449i,0.033695-0.10492i,0.010819-0.045956i,0.010679+0.0092257i,0.011489+0.042629i,0.012559+0.065733i,0.0057298+0.069129i,-0.022786+0.067227i,-0.047444+0.078105i,-0.054022+0.087906i,-0.049109+0.083718i,-0.031701+0.067232i,-0.017798+0.046035i,-0.02361+0.032751i,-0.03173+0.019335i,-0.027656-0.0020901i,-0.01738-0.014548i,-0.009642-0.013353i,-0.00856-0.0040666i
0.12549+0.33047i,0.16018+0.50429i,0.12592+0.40494i,0.03788+0.2286i,-0.019854+0.18961i,-0.012308+0.16169i,-0.029068+0.085295i,-0.069679+0.035941i,-0.085472+0.0065254i,-0.082104-0.025968i,-0.057021-0.054821i,-0.024159-0.087071i,-0.011426-0.11612i,-0.016602-0.12865i,-0.023896-0.11264i,-0.019662-0.067183i,0.0029193-0.028426i,0.026812-0.023723i,0.027033-0.029056i,0.012403-0.019317i,0.0036547-0.0082035i,0.0015399-0.0062384i,0.0023784-0.012283i
-0.17727-0.092123i,-0.24844-0.16361i,-0.1443-0.11456i,-0.0090949-0.080598i,0.0070923-0.1199i,-0.0040903-0.10293i,0.040799-0.059916i,0.079706-0.058774i,0.088841-0.051613i,0.08397-0.018108i,0.06818+0.028298i,0.065442+0.070994i,0.078122+0.092219i,0.089021+0.096027i,0.086718+0.074415i,0.052854+0.025595i,-0.0015488-0.0072233i,-0.031475-0.0037451i,-0.024371+0.0073429i,-0.0069056+0.0072719i,0.0013529+0.0082507i,0.0055026+0.017227i,0.011319+0.021098i
0.2372-0.15219i,0.25472-0.27148i,0.032071-0.29622i,-0.15605-0.15831i,-0.13478-0.021685i,-0.092456-0.0079468i,-0.098585+0.0044104i,-0.082134+0.056395i,-0.058211+0.081601i,-0.040814+0.069114i,-0.040752+0.032561i,-0.069584+0.0059317i,-0.093277+0.0045158i,-0.097249+0.0054624i,-0.087473+0.0070836i,-0.056732+0.016104i,-0.019492+0.019299i,-0.0045736+0.011575i,-0.011749+0.001403i,-0.023034-0.0057604i,-0.02724-0.013011i,-0.026718-0.02079i,-0.025072-0.017044i
0.0029006+0.30159i,0.086641+0.52714i,0.25855+0.54378i,0.31602+0.36279i,0.21839+0.21212i,0.14619+0.14842i,0.10568+0.066929i,0.050378-0.008734i,0.0211-0.037689i,0.014233-0.044248i,0.027611-0.041021i,0.057695-0.053698i,0.061018-0.076758i,0.042167-0.074792i,0.027071-0.050663i,0.015504-0.023281i,0.011221-0.013215i,0.010881-0.018524i,0.0077117-0.0083228i,0.01382+0.016062i,0.025451+0.030493i,0.029687+0.029126i,0.028279+0.014484i
-0.25332-0.38062i,-0.46641-0.58004i,-0.54645-0.53821i,-0.3903-0.38333i,-0.17522-0.31544i,-0.086567-0.2542i,-0.04554-0.12546i,0.011272-0.038161i,0.038566-0.022395i,0.035536-0.01461i,0.01681+0.013631i,0.0011404+0.058124i,0.019877+0.096782i,0.0575+0.1023i,0.072712+0.070947i,0.053492+0.029305i,0.021897+0.015072i,0.0098267+0.027014i,0.015663+0.018188i,0.011701-0.015602i,-0.0010523-0.035678i,-0.0085586-0.032699i,-0.013405-0.018112i
0.35285+0.13954i,0.61528+0.22817i,0.64+0.23389i,0.40079+0.24789i,0.15114+0.3075i,0.043416+0.27472i,0.0048249+0.14932i,-0.032315+0.065885i,-0.059103+0.049927i,-0.06133+0.038832i,-0.053231-0.00063099i,-0.06139-0.044001i,-0.090902-0.070906i,-0.12248-0.08009i,-0.12263-0.059695i,-0.077942-0.023491i,-0.027477-0.0085392i,-0.0090626-0.017183i,-0.012037-0.010282i,-0.010999+0.017047i,-0.0056764+0.026947i,-0.0057264+0.016487i,-0.0051576+0.0053555i
-0.37553+0.15857i,-0.56149+0.24214i,-0.48914+0.19103i,-0.24744-0.017662i,-0.062174-0.19129i,0.022911-0.19335i,0.041719-0.12733i,0.029795-0.091954i,0.027398-0.083673i,0.028178-0.073303i,0.036983-0.044477i,0.064477-0.020228i,0.091711-0.0085014i,0.10881+0.0054466i,0.099495+0.012161i,0.054235+0.0075416i,0.0076337+0.0060017i,-0.0097527+0.011708i,-0.0021123+0.0074073i,0.0096913-0.0084242i,0.017961-0.010128i,0.025177+0.0028916i,0.024722+0.0087596i
0.11754-0.31141i,0.15207-0.52392i,0.074547-0.49077i,-0.020561-0.23754i,-0.062549-0.057013i,-0.092389-0.015908i,-0.077972+0.013554i,-0.023191+0.044167i,-0.001357+0.058217i,-0.0087361+0.067131i,-0.030326+0.069543i,-0.051764+0.081346i,-0.044392+0.08806i,-0.028472+0.063182i,-0.018689+0.021321i,-0.0043817-0.014309i,0.0085425-0.028573i,0.011295-0.026918i,0.001923-0.025574i,-0.016083-0.025172i,-0.033824-0.024003i,-0.041001-0.021113i,-0.03354-0.011728i
0.19052+0.37299i,0.34084+0.58764i,0.39199+0.54623i,0.27325+0.33298i,0.12808+0.2098i,0.083503+0.14566i,0.047667+0.052302i,-0.014731+0.0077991i,-0.02915+0.015814i,-0.0096565+0.0083284i,0.006886-0.01954i,0.0054102-0.055675i,-0.027932-0.074788i,-0.059579-0.054394i,-0.05529-0.01119i,-0.028767+0.022058i,-0.0086606+0.023305i,-0.0061013+0.0073455i,-0.010665+0.012069i,-0.0039767+0.035403i,0.013499+0.048158i,0.025456+0.042289i,0.026357+0.024906i
-0.34531-0.17108i,-0.61616-0.28866i,-0.66926-0.30438i,-0.44643-0.25002i,-0.1907-0.22123i,-0.078602-0.17629i,-0.039556-0.0892i,0.00044219-0.048965i,0.015916-0.064105i,0.0054466-0.06278i,0.0045212-0.026989i,0.030542+0.011054i,0.07885+0.028556i,0.11781+0.023226i,0.10667+0.0038643i,0.054472-0.0069862i,0.015668+0.0051031i,0.012833+0.017417i,0.020526-0.003259i,0.015071-0.041136i,0.0036719-0.058853i,-0.0017734-0.054181i,-0.0056776-0.038353i
0.39177-0.10321i,0.65659-0.13429i,0.67929-0.054634i,0.44318+0.097712i,0.1832+0.19172i,0.046564+0.18774i,0.023961+0.13423i,0.030292+0.086561i,0.022605+0.075997i,0.017725+0.081687i,0.0057878+0.070041i,-0.025295+0.054417i,-0.063863+0.042442i,-0.097263+0.024556i,-0.098783+0.008151i,-0.062929-0.0050506i,-0.031749-0.015681i,-0.025629-0.010817i,-0.024377+0.015738i,-0.015707+0.045205i,-0.0097023+0.051215i,-0.011296+0.036779i,-0.0091005+0.020829i
-0.2002+0.2466i,-0.35305+0.37811i,-0.39191+0.28969i,-0.28017+0.050187i,-0.11924-0.096058i,-0.01358-0.11351i,-0.0089091-0.094399i,-0.038894-0.060335i,-0.035165-0.046113i,-0.020525-0.065804i,-0.0037629-0.083737i,0.012636-0.095893i,0.020426-0.090794i,0.035177-0.057725i,0.045979-0.018352i,0.035844+0.01247i,0.018347+0.023315i,0.0096151+0.013116i,0.010109-0.0009354i,0.01519-0.013075i,0.02153-0.016131i,0.02384-0.0092998i,0.016024-0.0026363i
-0.073605-0.30889i,-0.088908-0.44938i,-0.021811-0.34233i,0.069779-0.094619i,0.0757+0.034932i,0.023316+0.051926i,0.018579+0.050729i,0.043335+0.022273i,0.032444+0.00080504i,0.013228+0.019335i,0.0072129+0.046433i,0.013644+0.067094i,0.035815+0.067276i,0.045779+0.039093i,0.029289+0.00050493i,0.0088971-0.028184i,0.0039115-0.033366i,0.0082378-0.027152i,0.0060299-0.031456i,-0.0069726-0.036481i,-0.02113-0.031472i,-0.024914-0.020955i,-0.017664-0.011223i
0.21695+0.17566i,0.36166+0.26657i,0.33434+0.19178i,0.15664+0.016928i,0.032112-0.067251i,0.025742-0.076601i,0.023859-0.072751i,-0.0095724-0.033831i,-0.012728+0.011177i,0.0047409+0.017031i,-0.0002611-0.00035986i,-0.031759-0.013334i,-0.072561-0.008291i,-0.090943+0.012532i,-0.068458+0.0335i,-0.026636+0.037523i,-0.0021837+0.025584i,-0.00064982+0.018482i,-0.0014772+0.032901i,0.0046423+0.052817i,0.01162+0.05356i,0.013977+0.041744i,0.012535+0.028903i
-0.2851+0.042688i,-0.46514+0.045607i,-0.47293+0.041767i,-0.30979+0.052988i,-0.1512+0.051093i,-0.091957+0.03551i,-0.074879+0.021858i,-0.04861+0.0013351i,-0.036208-0.02813i,-0.044409-0.048307i,-0.036117-0.04743i,-0.000411-0.042608i,0.042973-0.045188i,0.073631-0.047158i,0.072012-0.039912i,0.044885-0.020958i,0.018908-0.0045883i,0.0029876-0.0069276i,-0.0074351-0.030252i,-0.012061-0.054607i,-0.010801-0.06022i,-0.0067415-0.051117i,-0.0044024-0.03514i
0.19535-0.15865i,0.34753-0.24133i,0.40435-0.19654i,0.33139-0.082941i,0.20829-0.015073i,0.1132+0.022272i,0.076819+0.045084i,0.065277+0.036353i,0.052756+0.032221i,0.048531+0.05362i,0.041487+0.075597i,0.027112+0.087421i,0.010447+0.083301i,-0.013692+0.062019i,-0.034425+0.032502i,-0.03909+0.003636i,-0.029322-0.0091877i,-0.013803-0.001361i,-0.0035995+0.015202i,-0.0027887+0.030565i,-0.0031731+0.038827i,0.00095576+0.034854i,0.006489+0.017319i
-0.0059987+0.2031i,-0.080211+0.28872i,-0.1922+0.19755i,-0.26442+0.0168i,-0.24053-0.07357i,-0.15197-0.099195i,-0.097233-0.098643i,-0.078844-0.047155i,-0.053717-0.0095501i,-0.038856-0.023601i,-0.037857-0.047628i,-0.041648-0.060652i,-0.044938-0.053545i,-0.029196-0.028941i,-0.0018986-0.0054743i,0.01252+0.0090254i,0.0071322+0.011851i,-0.0044082+0.0086122i,-0.0047154+0.011226i,0.0056018+0.014129i,0.011788+0.0064772i,0.0049067-0.0020422i,-0.0059131+0.0013651i
-0.10768-0.13728i,-0.13412-0.17204i,-0.035308-0.051757i,0.1097+0.13914i,0.14827+0.22753i,0.086854+0.21654i,0.048027+0.16004i,0.045665+0.07188i,0.025123+0.015089i,0.011869+0.013562i,0.024759+0.020209i,0.043305+0.017043i,0.056757+0.0039092i,0.053504-0.018155i,0.030412-0.034023i,0.0058417-0.034951i,-0.0028089-0.025617i,-0.00081723-0.01888i,-0.004197-0.02582i,-0.011013-0.036413i,-0.012793-0.032266i,-0.0075792-0.01932i,-0.00089966-0.012711i
0.15624-0.0064059i,0.23643-0.031088i,0.18929-0.12916i,0.076333-0.25724i,0.044238-0.29941i,0.070131-0.24564i,0.063658-0.15523i,0.031804-0.074813i,0.027385-0.023582i,0.036257-0.0016068i,0.023729+0.0080788i,-0.0050773+0.019295i,-0.031702+0.034914i,-0.042628+0.051897i,-0.033162+0.058445i,-0.013949+0.048679i,0.0032153+0.03238i,0.016144+0.022178i,0.023582+0.025236i,0.026149+0.033783i,0.024896+0.031662i,0.018206+0.022167i,0.0092499+0.016577i
-0.12749+0.096821i,-0.207+0.17086i,-0.2274+0.2305i,-0.20412+0.27026i,-0.19293+0.25393i,-0.17431+0.17189i,-0.12689+0.081363i,-0.075921+0.036096i,-0.051046+0.014491i,-0.052288-0.01088i,-0.05063-0.030646i,-0.034417-0.04117i,-0.012509-0.046499i,0.0081604-0.049025i,0.019884-0.042546i,0.019658-0.025465i,0.0075756-0.0098356i,-0.010163-0.0023431i,-0.016793-0.0057384i,-0.012157-0.019014i,-0.011691-0.027353i,-0.013601-0.022867i,-0.0088777-0.01308i
0.023719-0.12745i,0.076966-0.20363i,0.16949-0.20029i,0.26288-0.15194i,0.28626-0.10363i,0.22627-0.034499i,0.14443+0.016538i,0.079943+0.0077792i,0.042428-0.0060577i,0.03826+0.0088344i,0.04532+0.027802i,0.048703+0.036759i,0.047529+0.033201i,0.032789+0.024602i,0.0093724+0.016859i,-0.0052453+0.0064537i,-0.00093289-0.0052096i,0.010855-0.016019i,0.0056491-0.022122i,-0.012017-0.014904i,-0.013507+0.0013127i,0.0031558+0.0088154i,0.014807+0.00090977i
0.051832+0.09013i,0.032421+0.11793i,-0.077934+0.042964i,-0.2199-0.079759i,-0.26158-0.14975i,-0.18932-0.17148i,-0.11137-0.1435i,-0.065093-0.069976i,-0.030601-0.022286i,-0.022027-0.019248i,-0.034512-0.018836i,-0.045609-0.0084485i,-0.045985+0.0066352i,-0.0315+0.019573i,-0.0088871+0.02079i,0.0066173+0.014125i,0.0032369+0.0095031i,-0.0083661+0.011876i,-0.0053861+0.021234i,0.0083581+0.024076i,0.0087849+0.013371i,-0.0059868+0.0039123i,-0.015446+0.0054195i
-0.079252-0.0059427i,-0.089313+0.030798i,-0.0086516+0.13315i,0.093694+0.26256i,0.10077+0.32253i,0.03422+0.28637i,0.00074445+0.1948i,0.0039115+0.10003i,-0.0043791+0.044849i,-0.0087578+0.025927i,0.0049856+0.010712i,0.017751-0.0094734i,0.019223-0.027578i,0.013448-0.041718i,0.0027966-0.047085i,-0.0089086-0.040325i,-0.01419-0.027516i,-0.011332-0.019912i,-0.0087953-0.022458i,-0.011371-0.025878i,-0.010074-0.018909i,-0.0013967-0.01052i,0.0033615-0.011795i
0.062322-0.061668i,0.083646-0.13725i,0.057559-0.24186i,0.041733-0.33982i,0.087343-0.35565i,0.12759-0.26698i,0.10298-0.15321i,0.054002-0.079149i,0.030773-0.039265i,0.026237-0.015515i,0.021056+0.0027528i,0.016+0.014241i,0.012593+0.020678i,0.0099826+0.030775i,0.0087732+0.037146i,0.0078444+0.030593i,0.0095366+0.017167i,0.010145+0.0070272i,0.0042263+0.0093172i,0.0024298+0.019919i,0.010309+0.021185i,0.013126+0.013859i,0.0070455+0.011989i
-0.0029309+0.082745i,-0.021384+0.15373i,-0.070109+0.2278i,-0.16091+0.28009i,-0.24464+0.25561i,-0.23976+0.15682i,-0.15851+0.067479i,-0.07603+0.034253i,-0.031771+0.022093i,-0.026473+0.0066075i,-0.036768-0.0045379i,-0.041805-0.0036822i,-0.036721+0.0021143i,-0.024793+0.00063735i,-0.011471-0.0033883i,-0.0050491-0.0010831i,-0.0091777+0.00956i,-0.010112+0.02414i,0.006212+0.025262i,0.021718+0.0073936i,0.014001-0.0075589i,-0.0024117-0.0070539i,-0.0066046-0.0027878i
-0.038087-0.062938i,-0.03079-0.099396i,0.055081-0.10857i,0.19761-0.090043i,0.27808-0.033818i,0.23455+0.036695i,0.13794+0.060908i,0.062446+0.031544i,0.021167+0.0044552i,0.017244+0.0027278i,0.031221+0.0020493i,0.038413-0.0061845i,0.036711-0.014976i,0.026785-0.019119i,0.010895-0.015613i,7.5163e-05-0.010891i,0.0018688-0.015524i,0.0048123-0.029497i,-0.0092018-0.036405i,-0.028202-0.026271i,-0.024544-0.010614i,-0.0047698-0.0043062i,0.0049873-0.0063149i
0.042488+0.0041866i,0.036361-0.0054735i,-0.042781-0.051017i,-0.15345-0.12387i,-0.18187-0.18242i,-0.12213-0.19675i,-0.064239-0.15532i,-0.031424-0.085702i,-0.0087924-0.037377i,-0.0047974-0.015942i,-0.012241+0.00295i,-0.013898+0.021625i,-0.0088463+0.032195i,0.00099554+0.032184i,0.013479+0.023528i,0.021517+0.01448i,0.018762+0.012037i,0.010746+0.020121i,0.012279+0.030017i,0.022576+0.027234i,0.02095+0.014054i,0.0067278+0.007094i,0.00027298+0.0092891i
-0.027604+0.038868i,-0.017216+0.089463i,0.031434+0.17155i,0.066914+0.26161i,0.033533+0.28821i,-0.02232+0.2328i,-0.032484+0.14736i,-0.017251+0.077817i,-0.0097147+0.039651i,-0.0060971+0.021657i,-0.0016847+0.0062462i,-0.0016376-0.0082226i,-0.0068762-0.016617i,-0.012756-0.01883i,-0.015865-0.016131i,-0.016996-0.0099321i,-0.013396-0.0070634i,-0.0024151-0.015396i,0.0049801-0.032742i,-0.0017486-0.0401i,-0.0099598-0.028209i,-0.0069938-0.014835i,-0.0023697-0.013072i
-0.0087973-0.050848i,-0.015837-0.11268i,-0.008818-0.19934i,0.046992-0.27773i,0.13002-0.27648i,0.16058-0.18767i,0.11734-0.095856i,0.053468-0.046571i,0.01349-0.023623i,0.0044207-0.014973i,0.010714-0.012156i,0.019068-0.011667i,0.022866-0.012605i,0.018916-0.0094537i,0.011495-0.0071722i,0.0048022-0.010015i,-0.0005975-0.011895i,-0.010945-0.006538i,-0.026008+0.0097692i,-0.027768+0.025879i,-0.012712+0.026983i,-0.00053208+0.018256i,0.0012157+0.014871i
0.029497+0.037621i,0.034427+0.082124i,-0.013989+0.13683i,-0.12504+0.17195i,-0.221+0.14351i,-0.21325+0.063865i,-0.13359+0.009216i,-0.056585+0.0024515i,-0.012572+0.0045277i,-0.0051309+0.001584i,-0.016553+0.0028195i,-0.026183+0.012608i,-0.026465+0.023312i,-0.018576+0.024634i,-0.0072988+0.020763i,0.00033315+0.017334i,0.00064264+0.016642i,0.0056529+0.018232i,0.02325+0.01112i,0.03345-0.0050149i,0.024124-0.014585i,0.0096772-0.013867i,0.0027596-0.011757i
-0.028331-0.009431i,-0.028456-0.021006i,0.030198-0.031319i,0.13386-0.018808i,0.189+0.03104i,0.14865+0.079073i,0.076008+0.079971i,0.027129+0.048251i,0.0022885+0.021478i,-0.00067797+0.0078954i,0.0067382-0.0045645i,0.0062525-0.017746i,0.0024709-0.024986i,0.00040174-0.023167i,-0.0057759-0.014008i,-0.010337-0.0055377i,-0.0079955-0.0081716i,-0.011381-0.018311i,-0.026716-0.019567i,-0.037202-0.0076039i,-0.030168+0.0031686i,-0.017413+0.0033773i,-0.011083-0.00080578i
0.014259-0.02055i,0.0032141-0.041173i,-0.045879-0.074848i,-0.10049-0.11928i,-0.096515-0.15569i,-0.052035-0.15337i,-0.018927-0.11377i,-0.0042697-0.066013i,-0.00073328-0.030604i,-0.0051361-0.0078295i,-0.0071009+0.011858i,-0.00054425+0.026211i,0.0087242+0.028759i,0.016368+0.0213i,0.019819+0.0066937i,0.016155-0.0033318i,0.0088665+0.0016869i,0.0063257+0.020208i,0.015087+0.036899i,0.028828+0.034877i,0.030731+0.020473i,0.022527+0.011362i,0.016728+0.010249i
0.0033955+0.028741i,0.021255+0.067643i,0.039615+0.12891i,0.031231+0.1898i,-0.015352+0.19697i,-0.048241+0.14521i,-0.038323+0.082444i,-0.015966+0.036783i,-0.002044+0.013685i,0.0012987+0.0063699i,-0.0016471+0.0031962i,-0.0068228+0.00041192i,-0.010106+7.4551e-05i,-0.0078675+0.005321i,-0.00038558+0.012812i,0.0079618+0.015508i,0.011048+0.0074893i,0.011479-0.014262i,0.0081875-0.041329i,-0.0042807-0.050609i,-0.015204-0.038117i,-0.016685-0.023842i,-0.014148-0.017434i
