0.00041714+0.0020017i,0.0015889+0.0018974i,0.0011145+0.00030921i,-0.00018188-0.0014998i,-0.001608-0.0012687i,-0.0017998+0.00043692i,-0.00032044+0.0010736i,0.00089907+0.00039956i,0.0013655-0.00013726i,0.00092171-0.00087607i,0.00054958-0.00067899i,0.00039899+0.00051656i,-0.00010944+0.0014169i,-0.00055098+0.0015331i,-0.00059699+0.00074088i,5.0012e-05+0.00034531i,0.0011397+0.0007202i,0.0012443+0.00013087i,0.00015131+0.00010098i,3.0345e-05-1.7565e-05i,0.00043144-0.00037305i,0.00035336-0.00072938i,0.00063321-0.00017729i
-0.0021385+0.0011722i,-0.0025544+0.00086767i,-0.00087247+0.0015241i,0.0014694+0.0014706i,0.0027909+0.00057105i,0.0031432-0.00032817i,0.0023999-0.0005961i,0.0013756-0.00058339i,0.00025708-0.00037863i,-0.00011753+0.00028679i,-6.5836e-05+0.0006012i,-0.00033856+0.0010341i,-0.00022205+0.00094903i,-1.8482e-06+0.00021265i,8.8379e-05+0.00064802i,0.00049708+0.0010605i,0.001025+0.0003482i,0.00041266-0.00038131i,-0.00032411-0.000108i,3.2423e-05-0.00051179i,0.00084868-0.0012723i,0.0008981-0.00080194i,0.00012903+0.00028738i
0.00049714-0.00062947i,0.00011908-0.00042741i,-0.00078589+0.00033018i,-0.00062527+0.0011007i,-9.8362e-05+0.00081943i,0.00023234+0.00039092i,0.0004657+0.00035051i,0.00013325+0.00018703i,-0.00070388-7.6607e-05i,-0.00067017+0.00012846i,0.00044914+0.00073293i,0.00045527+0.00063737i,0.00037867+0.00030956i,-0.00020132+0.0002897i,-0.00064521+1.8568e-05i,-0.00035275-0.00017424i,8.0698e-05-0.00036274i,1.1664e-06+7.8798e-05i,0.00012394+0.00082721i,0.00044201+0.0010113i,-8.0773e-05+0.0003407i,-0.00086873-0.00039234i,-0.00043575-0.00014384i
-0.001065-0.00024248i,-0.0011693-0.00068167i,-0.00028764-0.00026777i,0.00067467-0.00036431i,0.0017566-0.0013033i,0.001639-0.0025032i,0.00069623-0.0024318i,1.6056e-05-0.00082056i,0.00035036-5.8488e-05i,0.00072458+0.00027049i,6.2248e-05+0.00032643i,9.9722e-05-0.00060396i,0.00047744-0.0012811i,0.00052343-0.0016576i,0.00058373-0.00098828i,4.7615e-05+0.00015083i,0.00038422+0.00035274i,0.00082701-0.00041022i,0.00076411-0.00091923i,0.00074428-0.00063406i,5.8108e-05-0.0010273i,-0.00021868-0.0010413i,0.00018954-0.00057164i
-0.00057354+2.9235e-05i,-0.00012549+0.00052722i,0.00086147+0.00069558i,0.00014951+0.0004343i,-0.00054241-0.00043556i,-0.00019214-0.00064578i,0.00016917+0.0003812i,0.00014287+0.00085807i,-0.00021027-4.4299e-06i,-0.00049343-0.0011812i,-0.00043465-0.0014415i,-0.00019635-0.00067878i,-0.00010181-0.00062199i,-0.00051037-0.001104i,-0.00032557-0.00086803i,-2.0545e-05-0.00079265i,0.00061164-0.00090973i,0.0011381-0.00062261i,0.0011045-0.00060972i,0.00099648-0.00065603i,0.00065571-0.00020258i,0.0001679-0.0001256i,0.00010441-4.9264e-05i
-0.0004884-0.0001669i,-0.000647+7.2717e-06i,-0.00035785-0.00015591i,0.0010176-0.00017269i,0.0013819-0.00062089i,0.00072455-0.0005506i,2.1386e-05-0.00035601i,-0.00020496-0.00041221i,-0.00013035-4.1094e-05i,-0.00026056+0.00058734i,-7.1568e-05+0.00066757i,0.00026224+0.00044534i,0.00091031+0.00084772i,0.0013515+0.0013909i,0.00070691+0.0010294i,0.0001865+0.00013768i,0.00045694-0.00032256i,0.00038027-0.00013979i,0.00011783-0.00023117i,1.9211e-05-0.00043929i,-3.8888e-05-0.00031861i,-0.0004296-0.00047432i,-0.00062637-0.00081251i
-0.0022683-0.00065883i,-0.0026725-0.00015535i,-0.0018628+0.00049693i,-0.00068334+0.0014851i,0.00021697+0.0017365i,0.00080909+0.0012443i,0.00095769+0.00028265i,8.797e-05+0.00012009i,-0.00079482+0.0002442i,-0.0004043+0.00017084i,0.00039401-0.0003936i,0.0011183-0.00086725i,0.0012862-6.8912e-05i,0.00059953+8.0736e-05i,0.0009564-0.00065603i,0.0012075-0.000713i,0.00073424-0.0004045i,0.00016546-0.00031669i,-0.00016786-0.00077771i,0.00010355-0.00102i,-2.1672e-05-0.0012858i,-0.00056331-0.001163i,-0.00035711-0.00079101i
-0.0005341+3.5607e-05i,-9.8902e-05-0.0005501i,-7.0151e-05-0.0005507i,0.00046018-3.736e-05i,0.00032086+0.00073344i,0.00054903+0.00042923i,0.0011919+4.2035e-05i,0.00060751+8.5077e-05i,0.00025469+0.00030719i,0.00030176+2.9251e-05i,-0.0003306-0.0002771i,-0.00030804-0.0002902i,0.00047814-0.00017993i,5.993e-05+0.0005439i,-0.00023048+0.00058274i,0.00071215+0.00017642i,0.001133+5.1378e-05i,0.00082917-0.00010846i,0.00019903+0.0002344i,-6.5249e-05+0.00066237i,0.00036169+0.00036661i,0.00014205+0.00039529i,0.00054236+0.00073513i
-0.000695+0.00019033i,-0.00026753+0.0020139i,-0.00022439+0.0017792i,0.00036876+0.00056019i,0.001602+0.00055962i,0.0018642+0.0013121i,0.001514+0.00097071i,0.0014484+0.00037683i,0.0012054+0.00068659i,0.00070881+0.00059106i,0.00024563+0.00014082i,1.6846e-05-0.00079476i,-0.00012783-0.00095807i,5.9801e-05-0.00089443i,5.5187e-05-0.0012238i,-0.00012023-0.00076512i,5.5928e-05+0.00015386i,0.00012079+0.00086564i,0.00017108+0.00064544i,0.00077823-0.00024721i,0.00061634-0.0011015i,-0.000396-0.0011286i,-0.00038124+6.2346e-05i
-0.0012405+0.001026i,-0.0018642+0.0015292i,-0.0013167+0.00085239i,-0.00046882+0.00017348i,-0.00059935+0.00077494i,-0.00049663+0.0013163i,0.00022212+0.00071269i,0.0003307+0.00074415i,0.00015331+0.0010131i,0.00062224+0.00041815i,0.00050436-0.00060047i,0.00018636-0.00097769i,0.0009516-0.00018228i,0.0014425+0.00021633i,0.00099374+7.2396e-05i,0.0004467+0.00012545i,0.00031179+3.9098e-05i,0.00086889+9.718e-05i,0.0017556+0.00022499i,0.0011109-0.00043168i,0.00053892-0.0013754i,0.00077673-0.00081263i,4.6362e-05+0.00017425i
-0.0015131+0.00068345i,-0.0013283+0.00077863i,-6.5318e-05+0.00063129i,0.0018835+0.00070476i,0.0021445+0.00074215i,0.0011977+0.00012435i,0.0010762-0.0010845i,0.00090021-0.0009796i,0.00053917-0.00030398i,0.00036329-0.00029347i,3.8726e-05-0.0005632i,0.0004979-0.00064781i,0.00052718+3.3409e-06i,-0.00019774+0.0012395i,-0.0004815+0.0012101i,-0.00014157+0.00088125i,0.00080998+0.00086529i,0.0013964+0.00046961i,0.001122-0.00011876i,0.00042801+0.00015336i,0.00020764+0.00098662i,0.00026579+0.00073783i,5.4091e-05-0.00026421i
-0.00086901-0.00065385i,-0.00096569-0.00088601i,0.00017876-0.00098305i,0.00042349-0.00050986i,0.00030784-0.00077346i,0.00092029-0.0010408i,0.0016049-0.00064144i,0.0013609-4.4986e-05i,0.00093658+0.00015539i,0.00067127-0.00062668i,0.0004848-0.0012396i,0.00041781-0.00079624i,0.00027232-0.00029003i,0.00056899-0.00022445i,0.00082914+0.00036775i,0.00050591+0.00041979i,0.00051055-0.00026596i,8.909e-05-0.00022735i,-0.0006263+0.00018595i,-0.00050364+0.00035816i,-0.00021349-0.00012402i,-5.5211e-05-0.00095213i,-1.1623e-05-0.0011693i
0.00061434+0.0022799i,0.00032359+0.0020261i,0.0010276-0.00020297i,0.00080897-0.0019518i,2.1347e-05-0.0019255i,-0.0004695-0.0016167i,-0.0010281-0.0008125i,-0.0014986-0.00073678i,-0.0012113-0.0011879i,-0.00076445-0.0014712i,-0.00041687-0.0014243i,-0.00073901-0.00086151i,-0.00035729+0.00019331i,0.00041987+0.00044667i,0.0008349-0.00011014i,0.00011249+2.6503e-05i,0.00039493-0.00037358i,0.0010145+0.00034418i,0.00039399+0.0010842i,0.0003653+0.00021025i,0.00032758-0.00018145i,-0.00039747-0.00016677i,-0.0010459+0.00015314i
0.0011511+6.7556e-05i,-0.00017443+0.00087337i,-0.00084907+0.00011706i,-0.00057369+0.00051255i,-0.00033164+0.00025966i,0.00062454+0.00020332i,0.0019985+0.00021129i,0.0012697-0.00073702i,0.0004206-0.0015918i,0.00014038-0.0010631i,0.00015748-5.0418e-05i,0.0003955+0.00061255i,-0.00024591+0.00021837i,-0.00054946-0.00062498i,0.00019653+0.00036466i,0.00064007+0.0010326i,-1.9711e-05-0.00018289i,0.00021909-0.00067467i,0.00021233-0.00015819i,-0.0005308+0.00036539i,-0.00073899-2.7082e-05i,-0.0010809-0.00082196i,-0.00093708-0.0001564i
-0.00092383+8.8666e-05i,-0.0006925-0.00097637i,-0.0002255-0.00083658i,0.00091205-0.00061864i,0.0016373-0.0010355i,0.00081307-0.0016618i,-8.537e-05-0.0017722i,-0.00066182-0.00062084i,-0.00059662+0.00058021i,-0.00010838+0.00025431i,7.8498e-05-0.00039095i,0.00024189-0.00049722i,0.00096801-0.0003775i,-9.3128e-05-0.0003273i,-0.00070623+0.00040035i,0.00023826+8.244e-05i,0.00040215+5.6791e-05i,-0.00042235+0.00021675i,-0.00037325-7.0975e-05i,0.00022769-0.00028142i,-2.5089e-05-0.00081894i,-0.00074638-0.0011205i,-0.00056527-0.00087578i
-0.00098333-0.0017678i,-0.00086732-0.0009445i,-0.00070992-0.00015754i,-0.00036613-4.4824e-06i,-0.0002736-2.064e-06i,0.00061022-7.3583e-05i,0.00052839-0.0002306i,1.9713e-05-9.633e-06i,0.00032868+0.00026947i,0.00057127-0.00012783i,0.00075462-0.00064415i,0.00025121+0.00040548i,1.2658e-05+0.0012997i,-0.00016959+0.0012671i,-0.00013322+0.00022682i,0.00038398-2.54e-05i,0.00065378-9.8167e-05i,0.00085378-0.00033268i,0.00049999-5.0825e-05i,-0.00018819+0.00012408i,0.00015424-6.3252e-05i,0.00040947-9.9371e-05i,0.00034841+4.7503e-05i
-0.00067751+0.0003941i,-0.00012926-0.00051615i,-6.5182e-05-8.8916e-05i,8.8662e-05+0.00060171i,0.00056405+0.000794i,0.00067121-0.00019837i,0.00083769-0.00072508i,-0.00015436-0.00061803i,-0.00034707-0.00053888i,0.00016138+0.00033785i,-0.00024718+0.00077193i,-0.00024264-1.8996e-05i,-0.0004808-0.00062294i,-0.001301-0.00069257i,-0.0013457-6.5057e-05i,-0.00090002+0.0002316i,-0.00021211+0.00011392i,4.8435e-06+0.00029169i,-0.00022475+0.00055781i,4.461e-05+0.00045729i,0.00025792-0.00014504i,0.00012965-0.00040474i,0.00021529-0.00047581i
-0.00018122+7.6558e-05i,-0.00054502+0.00071545i,3.7294e-05+0.0011031i,0.00054563+0.0014542i,0.00018212+0.0010989i,0.00055118+0.00049952i,0.0010807-0.0004251i,0.0006743-0.0011401i,-5.4198e-05-0.00069574i,4.8878e-05-1.1862e-05i,-0.00042246+0.00039585i,-0.0012095+0.00028137i,-0.00051385+9.197e-05i,0.00048111+0.00045337i,0.00085644+0.00019802i,0.0010048-7.781e-05i,0.00025478+6.2208e-05i,-0.00055179+0.00034655i,-0.00062578+5.8804e-05i,-0.00076325-0.00056489i,-0.00093785-0.00026921i,-0.0004979-0.00023741i,0.00017768-0.0003101i
-0.00086903+0.0012566i,-0.00092697-0.00013452i,7.2748e-07-0.00029288i,0.0014049+6.8937e-06i,0.0017757-0.00046652i,0.00084699-0.00099837i,0.00050554-8.706e-05i,0.00021978+0.00015963i,-7.9877e-05+0.00013388i,0.0006043+0.00019859i,0.0011008+0.00052481i,0.0003036+0.00082003i,-0.00097104+0.00065533i,-0.0006509+0.00063095i,0.00073371+0.00037704i,0.0012929+5.1085e-05i,0.00071341-2.046e-05i,-0.00031761+0.00035148i,-0.00031319+0.00036657i,0.000569+0.00011152i,0.00058076+0.00026019i,0.00014486-9.078e-06i,-9.0945e-05-0.00061908i
-0.00051134+0.0014816i,-0.00070895+0.00093223i,-0.00022937+0.00099206i,0.00099999+0.00080169i,0.0021211+0.0006929i,0.0016903+0.0010259i,0.00069237+0.00076989i,-5.3335e-06-4.4267e-05i,-0.00011852-0.00038616i,-8.1178e-05-0.00015369i,0.00031719+0.00011925i,0.00023931+0.00028183i,-0.00093044+0.0004201i,-0.00099416+0.00045431i,0.00027756+0.00089528i,0.00065228+0.00059299i,0.00053329+0.00020514i,0.00053725+0.00044501i,0.00022892+0.00057218i,0.00027236-0.00021262i,-4.2843e-05-0.00069618i,-0.00050215-3.1166e-05i,-0.00049874-8.03e-05i
-0.00045831+0.0011275i,-0.00048091+0.00087665i,1.1898e-06+0.00084571i,0.0001726-1.2952e-05i,0.00026756+7.848e-06i,0.00021427+0.00011067i,0.00032188-0.00013098i,0.0001016+0.00023103i,0.00010202-0.00029544i,0.0001539-0.001041i,-0.00017346-8.9899e-05i,4.6792e-06+0.00085157i,0.00049111+0.00085686i,0.00041661+6.5442e-05i,7.7364e-05+0.00011714i,-0.00043572+0.00068318i,-0.00030899+0.000364i,0.00040213-0.00030061i,0.00037153-0.00062668i,0.00067296-0.00041738i,0.0011259-4.4736e-05i,0.00041767+0.00026662i,-0.0003061-0.00017391i
-0.00061186-0.00024659i,-0.0004561+0.00044622i,-0.00039734+0.00079617i,-0.00052127+0.00061941i,8.5342e-05+0.00034846i,0.0009134+0.00052175i,0.0014813-6.0458e-05i,0.0016741-0.00049033i,0.0016206-0.00020636i,0.0010716+0.00018596i,0.00047241+0.00037264i,0.00029598+0.00060757i,0.00041639+0.00080476i,0.00054345+0.00073293i,0.00020573+0.00047048i,0.00024696-0.00039981i,-9.3256e-05-0.00087532i,-0.00090922-0.00015619i,-0.00096541+0.00017865i,0.00021082-0.00020501i,0.00080711+0.00019493i,0.00019303+0.00023915i,0.00026472-0.00058983i
0.00011448-0.0004157i,-0.001373-0.00068999i,-0.0016709-0.0011946i,-0.00047615-0.00076475i,0.00011941-0.00011456i,0.00046279-0.0001688i,0.00076349-0.00056626i,0.00044061-0.00012775i,0.00019203-0.0003579i,-0.00034179-0.00041447i,-0.00014968-4.5557e-05i,0.00053252-0.00018487i,0.0004395-0.00013652i,0.00020099+0.00014039i,-6.6444e-05+0.00018495i,0.00044582-0.0002441i,0.0011063-0.00079272i,0.00061628-0.00043191i,-8.5316e-05+0.0004118i,-5.7465e-05+0.00068473i,-7.0891e-06+3.9007e-05i,-0.00017677-0.0002535i,-0.00058431+0.00013458i
-0.00070715-0.00078315i,0.00039212-0.00023644i,0.00079838-0.00044421i,0.0014418-0.00080839i,0.0021976-0.00087131i,0.0020209-0.0004851i,0.0011942-0.00011103i,0.00051654-0.00080765i,0.00063494-0.00060376i,0.00051239-0.00048597i,-0.00017955-0.00031134i,-0.00065507+0.00035491i,-0.000618+0.00043954i,-0.00022336+0.00041949i,-0.00020025+0.00033815i,0.00035932-0.00010516i,0.00035697+0.00089616i,0.00023706+0.0021084i,0.00063979+0.0014893i,0.0006496+0.00026624i,-0.0001865-0.00018154i,-0.0008696-0.0002173i,-0.0001181-0.00053789i
0.00019184+0.00037784i,-0.00056202-0.0003014i,-0.00034239-0.00077392i,-0.00047887-0.00033658i,-0.00055578+0.00017591i,0.00015938+4.9038e-05i,0.0010503-0.00056989i,0.00062657-0.001016i,0.00011532-0.00027324i,0.00031069-0.00010515i,0.00067725-0.00048345i,0.0001683-0.00066401i,0.00017394-9.5088e-05i,0.00064581-9.7302e-05i,0.00042317+5.9077e-05i,0.00025133+0.00075146i,0.00087607+0.00041772i,0.000933+0.00019235i,0.00040672+0.00043761i,0.00059923+0.00033263i,0.00097295+4.6005e-06i,0.00094386-0.00012201i,0.00034262+0.00041336i
-0.0009199-0.0003572i,-0.00018692-6.72e-05i,0.00011321+0.00022295i,0.00046076+0.00057346i,0.001465+0.00036063i,0.0022217-0.00011737i,0.0014752-0.00086765i,0.00036328-0.00031i,0.00016836+0.00027722i,0.00062221+0.00016837i,0.00031314+4.3982e-05i,-0.00039753+1.5593e-05i,-0.00018168-0.00011162i,0.00040852-0.00047792i,0.00031043-0.00010427i,0.00050457-0.00013419i,0.00098305-0.00060621i,0.00081451-0.00065056i,0.00012761-9.6606e-05i,-0.00040489+9.8559e-05i,6.9934e-05-0.00037464i,0.00062248-0.00102i,6.3535e-05-0.00038861i
-0.00051271+0.0011719i,-0.0018775+0.0015034i,-0.00033455+0.0010859i,0.0012925+0.00088986i,0.0014246+0.00010397i,0.0015218-0.00042625i,0.00094921+0.00010552i,0.00064604+0.00036786i,0.00069422+0.00055894i,0.00029726-1.1624e-05i,5.771e-05-0.00074488i,-0.00021135-0.0007439i,-0.00046695-9.3367e-05i,-0.00018647+0.00039641i,-0.00012626+0.00022258i,-1.9214e-05-0.00030264i,0.00039129-0.00072571i,0.00075868-0.00022325i,0.00010811+0.00044615i,-0.00039476+0.00061665i,-0.00055376+0.0002308i,-0.00065649-0.0001554i,-0.00058423-1.997e-05i
-0.00013334-0.00057446i,-0.00010988+1.446e-05i,-0.0001797+0.00043811i,-0.00064555+0.00037956i,-0.00069661-0.00024553i,0.00022049-0.00056763i,0.00010695-0.0004402i,0.00010411-4.1401e-06i,0.00015114-3.7053e-05i,4.9191e-05+6.7326e-05i,-0.00022586+0.00046985i,-0.00078896+0.00071583i,-0.00083254+0.00077264i,-0.0003221+0.00095549i,0.00030963+0.00058694i,0.00034564+0.00010341i,-0.00031396+0.0003545i,-0.00021256+0.00019981i,0.0007057+0.00013448i,0.00054691+7.0518e-06i,-0.00010082-0.00016148i,-0.00040291-0.00039741i,-0.00053955-0.0010687i
-0.0010843-0.0006978i,-0.0017665-0.0010689i,-0.0016657-0.00058777i,-0.0012706-0.00021085i,-0.00063858-0.00024058i,0.00029835-0.00024897i,0.0011065-0.00079946i,0.0010528-0.00081603i,0.00058077-0.00071053i,0.00046695-0.000116i,0.00072107+0.0009003i,0.00039299+0.00083628i,0.00037527-0.00015106i,0.00030556-0.00072087i,-0.00012705-0.00065535i,0.00024873+5.3786e-05i,0.00033456+0.00076712i,0.00026012+0.00081583i,0.00049213+0.0002196i,0.00037504+0.00032973i,0.00020679+0.00013197i,-0.00036287-0.00062527i,-0.00058336-0.0010832i
-0.00029446-0.00034367i,0.00024858+0.00055001i,0.00046839+0.00079651i,0.00037599+0.00041993i,0.00059117-0.0002119i,0.0012174-0.00033978i,0.00086906-0.00044633i,1.208e-05-0.00058611i,3.3564e-05-0.00024392i,-0.00033049-0.00046282i,-7.5643e-05-0.00055092i,0.00029672+6.6481e-05i,3.1819e-08+0.00043556i,0.00012474+3.9526e-05i,0.00027245+4.4221e-05i,0.00030206+0.00078907i,0.00046358+0.00030226i,0.00026456-0.00033229i,9.1841e-05-0.00034441i,0.00011616-0.00023962i,-0.00011884-0.00041447i,-0.00055947-0.0010968i,-0.00090613-0.00074121i
-0.0014712-0.00019745i,-0.00056383-0.00092104i,0.00037196+0.00032908i,0.0013335+0.0012609i,0.0017685+0.0013757i,0.0011783+0.00011098i,0.0010461-0.00034032i,0.00089934+0.00069453i,0.0012166+0.00041044i,0.0013036-0.00043908i,0.00024698-1.468e-05i,-0.0001421+0.0003319i,-0.00030562-0.00020442i,-0.00039842-0.00024182i,0.0003702+0.00032139i,0.0011818+0.00021492i,0.0014169+0.00011331i,0.00030684-0.00023526i,-0.00037497-0.00066534i,-0.00033551-0.00025865i,-0.00023832+0.00013595i,-0.00063718-0.00015251i,-0.0001691-0.00048366i
-0.0011214-0.00031991i,-0.0007161-0.00015081i,-0.00036558+0.00023045i,-0.00050286+0.00079715i,9.7559e-05+0.0010683i,0.00066955+0.00034803i,0.00062394+0.00019107i,0.0003593+0.00090549i,0.00044573+0.00063377i,0.00075467+0.00012355i,0.00066784+0.00020532i,-0.0002495-1.314e-05i,-0.00076916-4.024e-05i,-0.00074111+0.00040645i,-1.6066e-05+0.00028482i,0.00047955+0.00019192i,0.00031514+9.6958e-06i,0.00042412-7.8302e-05i,0.00071092+0.0007998i,0.00047902+0.0007424i,0.00042671-0.0004103i,0.0004122+0.00019213i,0.00011074+0.00057973i
-0.0011949-0.0005111i,-0.00082702+0.00015746i,-0.00068697-7.3109e-05i,-0.00035368+3.1446e-05i,-0.00011723+0.00050804i,0.00080107+0.0010887i,0.0014603+0.0011936i,0.00067544+0.00024721i,-3.3718e-05-6.0257e-05i,-3.3435e-05-0.00032136i,-0.00015233-0.00059472i,-7.6156e-05-0.00039714i,3.1245e-05-0.0003752i,-1.1314e-05-0.00077701i,0.00010753-0.0005304i,-5.0784e-05+2.5084e-05i,8.3273e-05+0.00010269i,0.00048494-1.2932e-05i,0.00051385-0.00024563i,0.00015264-0.00015087i,-0.00026304-5.4211e-05i,-0.00053411-0.00041138i,-0.00070565-0.00039138i
-0.0010074+0.00075903i,-0.0017048+0.00084314i,-0.0011025+0.00052051i,0.00071299+1.4984e-05i,0.0016129-0.0004448i,0.0013806-0.001453i,0.0007076-0.0013154i,-8.414e-05+9.5922e-05i,-0.00067518-0.00013304i,-0.00046073-5.4894e-05i,-0.00053963+0.00020793i,-0.0006204+0.00016459i,-0.00018188+0.00025859i,0.00028496+0.0010212i,0.0002438+0.0010902i,-0.00043306-0.0004082i,-7.6674e-05-0.00072967i,0.00051096-0.00046609i,0.00051799-0.0003055i,0.00011642+0.0003622i,-0.00014867+0.0002873i,-0.00062553+0.00025168i,-0.00086263+0.00023996i
-0.00032257+0.00032518i,-0.0006718-0.00019464i,-0.00087328-0.00051066i,5.2909e-06-0.00020171i,0.00019959-0.00010042i,0.00047578-0.00015363i,0.00084824-4.3532e-05i,0.00071372-0.00034508i,0.0004498-0.00084526i,0.0005842-0.00080114i,0.00050118-0.00037022i,7.1425e-05-0.00053875i,6.4737e-05-0.00045366i,-0.00013028+0.00024512i,-0.0004142+0.00088254i,-0.00050046+0.00091254i,-0.00028322+0.00020155i,0.00028299+0.00078336i,0.0001032+0.0012366i,-0.00075287+0.00036356i,-0.00059308-0.0002575i,-0.00014812-0.00034887i,0.00029245-0.00066291i
-0.0023227-0.00033473i,-0.001914+0.00063661i,-0.0014333+0.0020404i,-0.00051103+0.0024114i,0.00019037+0.0014394i,0.00058475+6.8025e-05i,0.00076916-0.00052366i,0.00058412-0.00056218i,0.00013647-0.00041595i,-0.00026835+0.00019593i,-6.5972e-05-0.00019006i,0.00037847-0.0002615i,-0.00010629-0.00054296i,0.00028977-0.0013813i,0.00066489-0.00073778i,0.00047378+0.00053277i,0.0007198+0.00066837i,0.00096572-8.4368e-05i,0.00057302-9.8615e-05i,0.00029665-0.00011319i,0.00011551-0.00070386i,-0.00046181-0.00059525i,-0.00021099-0.00045228i
-0.0016519+0.0005776i,-0.00086621-0.00031993i,0.00046837-0.00023585i,0.00049243+0.00055091i,0.00024989+4.4676e-05i,0.00061768-0.0003894i,0.00034294+0.00042231i,-0.00045523+0.00071366i,0.00018139+0.00066998i,0.00042476+0.00069291i,0.00013222+0.0004311i,0.00019266+0.00078613i,3.0047e-05+0.00072439i,-0.00057348+0.00024883i,-0.00012563+0.00020924i,0.00079174+5.4172e-05i,-2.9699e-05-0.00010128i,-0.00060212-0.00062686i,-0.00040015-0.0010604i,0.00045628-0.0011921i,0.00018949-0.00085743i,6.7754e-05-0.00056962i,0.00039304-0.00018111i
-0.0008728+8.3017e-05i,-0.001277+0.00041229i,-0.00069732+0.00066023i,0.00083124+0.00046892i,0.0018024-0.00075487i,0.0012321-0.0016675i,0.00056535-0.0010818i,0.00033602-0.00082108i,-0.00023651-0.0009215i,-9.6739e-05-0.00048747i,0.00048705+0.00031765i,0.00042807+0.00038737i,0.00013742-8.3436e-06i,0.00028361-0.00029487i,0.00012531-0.00063463i,-0.00010363-0.00071358i,0.00024877-0.00058162i,0.00015589-0.00012074i,-0.00034889+0.000361i,0.00037939-0.00039596i,0.0010714-0.00080151i,0.00032423-0.00010992i,-0.00021015+0.00059117i
-0.000256-0.00022486i,-0.00051217-0.00020164i,-0.00078051+0.00040124i,3.0309e-06+0.0014305i,0.0011707+0.0016542i,0.001326+0.00072797i,0.00068383-3.2554e-05i,-0.00043666+7.7426e-05i,-0.00056357+0.00048434i,-0.00088127-0.00020112i,-0.0010446-0.0009435i,-0.00066027-0.00049407i,-0.00068273+8.5511e-05i,-0.00058494-0.00023781i,-0.00014397-0.00051357i,-0.00014271-0.00048236i,-9.7705e-06-0.00053749i,0.00066352-0.00035467i,0.00086123+0.00054938i,0.00036428+0.0007663i,-7.2012e-05+0.00022805i,-9.6402e-05-6.2753e-05i,6.0412e-05+0.00024392i
-0.00088481-0.00072812i,-0.00042382+0.00040929i,-0.00027382+0.00063856i,-0.00073517-7.6381e-05i,-0.00025977-0.00045596i,5.2523e-05-2.3784e-06i,-6.349e-05+4.42e-05i,8.1354e-05+6.5324e-05i,0.00044689-0.00013015i,0.00043265-0.0004362i,0.00065523-0.00057257i,0.00082903-0.00058173i,0.0002211-0.00042534i,0.00091595+1.0968e-05i,0.0013341-0.00024811i,0.00053966-0.00082932i,0.00029533-0.00075723i,0.00016403-0.00013652i,-0.0007029+6.1849e-05i,-0.00095621-6.9918e-05i,-9.1092e-05-0.00034364i,0.00046071-0.00061795i,0.00034413-0.00029555i
0.00062711-0.00084232i,0.0002846-0.00092174i,-0.00013698-0.00096106i,-0.00057465-0.00046829i,-0.00024105-0.00027272i,0.00074224+0.00013209i,0.0010864+0.00051209i,0.0006354+0.00010986i,0.00049689+7.367e-05i,0.00031603+0.00047103i,-0.00020855+0.00041408i,-0.00021773+0.00026079i,0.00049391+0.00025018i,0.0011042+8.7631e-06i,0.0009273-0.00026027i,-6.5454e-07+1.608e-05i,-0.00033926-5.9174e-05i,0.00032144+1.1611e-05i,0.0009302+0.0008344i,0.001043+0.00077321i,0.00090426-0.00041454i,0.00051835-0.00067083i,1.9018e-05-0.00026058i
-0.0015451+2.7911e-05i,-0.00072881-0.00027283i,-0.00067649-0.00049706i,-0.00059422-0.00027889i,-0.00021552-9.562e-05i,0.00070785+0.00018316i,0.0011338-0.00024873i,0.0014732-6.961e-07i,0.0012619+0.00065187i,0.00044921+0.00067476i,0.00011637-0.00017255i,0.00044174-0.00067612i,-0.00023612-0.00030018i,-0.00077671-0.00039202i,-0.00039104-0.00020997i,0.00022465-0.00035865i,0.00066317-2.167e-05i,0.00020825+0.00089343i,-0.00012651+0.00066541i,8.7978e-05-0.00016249i,0.00066451-0.00059233i,0.00096696-0.0010071i,0.00058237-0.00078595i
-0.0015915-0.00036908i,-0.0019508+0.00026792i,-0.0015613+0.00015902i,-0.00028724+6.7373e-05i,0.00065824+0.00042683i,0.001056+0.00052804i,0.00057072+0.00056948i,0.00032978-0.00033093i,0.00036029-0.0010669i,0.00046996-0.00017216i,0.00033327+0.00073655i,4.9838e-05+0.00047337i,-0.00018273+0.00016355i,-0.00029192+0.00021835i,0.00020217-6.6932e-05i,0.00038431+0.00016306i,0.00083887+0.00038021i,0.0004247-0.00057377i,0.00025382-0.00032579i,0.00092673-0.00015324i,0.0011915-0.0014559i,0.0015405-0.0014825i,0.0012639-6.2995e-05i
-0.0017548+0.00012146i,-0.0019353+0.00051216i,-0.00050545+0.00061674i,0.0012827+0.0010456i,0.0007671+0.00057284i,0.00058372+0.0001158i,1.6482e-05+0.00010312i,-0.00088943+0.00066204i,-0.00091568+0.0001643i,-0.00033699-0.0010345i,0.00019178-0.0007247i,-6.3242e-05+0.00014331i,-0.00047986+0.00063023i,-0.00077185+0.00068903i,-0.00023232+0.00055517i,-4.8465e-05+0.00018371i,-0.00048165+1.9753e-05i,-0.00041242+0.00054399i,-6.2519e-05+0.00059436i,5.5345e-05-0.00018406i,1.9198e-05-0.0011005i,3.1655e-05-0.00069202i,-0.00032351-0.00055673i
