0.00041714+0.0020017i,0.0015889+0.0018974i,0.0011145+0.00030921i,-0.00018188-0.0014998i,-0.001608-0.0012687i,-0.0017998+0.00043692i,-0.00032044+0.0010736i,0.00089907+0.00039956i,0.0013655-0.00013726i,0.00092171-0.00087607i,0.00054958-0.00067899i,0.00039899+0.00051656i,-0.00010944+0.0014169i,-0.00055098+0.0015331i,-0.00059699+0.00074088i,5.0012e-05+0.00034531i,0.0011397+0.0007202i,0.0012443+0.00013087i,0.00015131+0.00010098i,3.0345e-05-1.7565e-05i,0.00043144-0.00037305i,0.00035336-0.00072938i,0.00063321-0.00017729i
-0.0055786-0.006523i,-0.015423-0.0042103i,-0.019861-0.0049553i,-0.0033396-0.027215i,0.023309-0.062223i,0.026356-0.068075i,0.0083967-0.037002i,-0.0014668-0.0041751i,-0.0044737+0.0079805i,-0.011091+0.0091467i,-0.012927+0.0083283i,-0.0075565+0.0038377i,-8.6897e-05-0.0024884i,0.0041521-0.0096135i,0.0015967-0.014616i,-0.0028381-0.013416i,-0.0054038-0.009319i,-0.0078383-0.0067831i,-0.0097026-0.0025942i,-0.010098+0.0019576i,-0.010711+0.0024835i,-0.011834+0.0013947i,-0.01044+0.00037686i
-0.015444-0.013703i,-0.025238-0.028437i,-0.020458-0.030979i,0.012771-0.020535i,0.061594-0.0036825i,0.074285+0.0077729i,0.046964+0.010459i,0.022224+0.0078649i,0.0067248+0.0017492i,-0.0035876-0.0036946i,-0.005785-0.0065846i,-0.0029519-0.0068502i,-0.00061049-0.0069218i,-0.00037877-0.0070538i,-0.00026276-0.005785i,0.0017545-0.0030865i,0.0059176-0.00271i,0.0072391-0.0053331i,0.0036098-0.0062608i,-0.0022747-0.0055392i,-0.0057134-0.006572i,-0.0068536-0.007717i,-0.0065244-0.0075408i
0.0018353-0.0015564i,-0.0033429-0.0041937i,-0.010518-0.0022057i,-0.0028604+0.02464i,0.021436+0.06763i,0.045646+0.076424i,0.04693+0.039425i,0.02367+0.0045384i,0.0065405-0.0092503i,0.0033523-0.016878i,0.0015276-0.017787i,-0.001361-0.0098189i,-0.0024109-0.0010531i,-4.4774e-05+0.0042225i,0.005675+0.0056543i,0.011317+0.0049808i,0.014498+0.0038169i,0.014772+0.0007214i,0.010203-0.0041501i,0.005075-0.0075564i,0.0042077-0.0094416i,0.0047083-0.010517i,0.003944-0.010178i
0.021786+0.0028807i,0.027814+0.0050899i,0.017745+0.0076862i,-0.010923+0.027357i,-0.038217+0.061947i,-0.040239+0.064188i,-0.027491+0.034931i,-0.016628+0.012226i,-0.0048219+0.0020172i,0.0056015-0.0061593i,0.0074341-0.0075343i,0.0058372-0.0029891i,0.0070652+0.00058399i,0.010782+0.0035431i,0.013328+0.0036797i,0.011333+0.0029072i,0.0074849+0.0050289i,0.0058976+0.0060285i,0.0066537+0.0016951i,0.0085277-0.0027959i,0.010289-0.0049158i,0.011272-0.0060475i,0.0090829-0.0045417i
-0.00056496-0.010656i,0.0061719-0.024422i,0.012623-0.033438i,-0.0088601-0.03243i,-0.056503-0.022537i,-0.074225+0.0010563i,-0.049822+0.019751i,-0.022231+0.018252i,-0.0027349+0.013002i,0.012064+0.011886i,0.016729+0.0067369i,0.01344-0.0010493i,0.010421-0.0051909i,0.0075987-0.0065685i,0.0024894-0.003569i,-0.0032487+0.0027133i,-0.0086194+0.0084404i,-0.0095389+0.012509i,-0.0044765+0.012119i,0.0019342+0.010575i,0.0069652+0.0092969i,0.0091726+0.0072045i,0.007783+0.0063332i
-0.023198+0.0054955i,-0.02548-0.0014947i,-0.0069916-0.02104i,0.0017342-0.056058i,-0.014186-0.086291i,-0.030333-0.069973i,-0.023775-0.026258i,-0.0058843-0.0040827i,0.0017951+0.0018866i,0.0056806+0.0094294i,0.0086996+0.0082799i,0.0055515+0.0011421i,0.00088483-0.00012539i,-0.0028502+0.0035138i,-0.0051076+0.0088423i,-0.005421+0.011439i,-0.007237+0.01021i,-0.008516+0.0098687i,-0.0050452+0.010359i,-0.0012637+0.010413i,0.0013556+0.011589i,0.0034514+0.01136i,0.0021623+0.0088219i
0.010458+0.0031035i,0.020479+0.023685i,0.033707+0.038656i,0.047502+0.014169i,0.048682-0.032611i,0.03088-0.050124i,0.013167-0.038231i,0.0028192-0.023909i,-0.0051422-0.0084309i,-0.0098952+0.0063052i,-0.0088365+0.012058i,-0.0053906+0.013009i,-0.0028636+0.015171i,-0.0018856+0.016571i,-0.0011061+0.015153i,0.00052582+0.0086382i,0.00099621-0.0016692i,-0.00030083-0.0075421i,-0.0017202-0.005268i,-0.0025653-0.00047807i,-0.0029588+0.0038134i,-0.002994+0.0055663i,-0.0031635+0.0032303i
0.023933-0.024238i,0.03734-0.010814i,0.035522+0.036793i,0.045398+0.074016i,0.069566+0.067075i,0.059153+0.02535i,0.021163-0.00485i,0.0040571-0.0050087i,-0.0013288-0.00062963i,-0.011584+0.0023163i,-0.013973+0.0085963i,-0.0064967+0.01253i,-0.0018716+0.012147i,-0.0036025+0.0092082i,-0.006584+0.0037854i,-0.0058634-0.0035959i,-0.0028488-0.011512i,-0.0029553-0.015627i,-0.0067584-0.012961i,-0.0083748-0.008127i,-0.0084544-0.004191i,-0.0082029-0.0022312i,-0.0073949-0.0033777i
-0.01986-0.0004104i,-0.045462+0.0007673i,-0.068772+0.016714i,-0.051619+0.051829i,-0.0069051+0.071958i,0.020037+0.053957i,0.020064+0.023261i,0.0098583+0.0069789i,0.0044188-0.0022314i,-0.0013998-0.010488i,-0.0071109-0.011335i,-0.008345-0.0087031i,-0.0095261-0.0090438i,-0.013705-0.010119i,-0.016577-0.0084447i,-0.013221-0.0036036i,-0.0063087+0.00028544i,-0.0011673+0.00054221i,-0.0012558-0.00054919i,-0.003363-0.0010785i,-0.0040344-0.0019517i,-0.0038874-0.0026988i,-0.0010222-0.0028125i
-0.025479+0.043888i,-0.064984+0.047064i,-0.10377+0.005331i,-0.11598-0.020655i,-0.089838+0.0006159i,-0.042881+0.0087597i,-0.012444-0.00041204i,-0.0051264+0.00067499i,-0.0015898-0.0009777i,0.0011884-0.013456i,-0.0037338-0.02077i,-0.011018-0.01896i,-0.014334-0.017223i,-0.014053-0.017288i,-0.011208-0.01324i,-0.0059579-0.0024707i,0.0028989+0.0086428i,0.010877+0.012556i,0.012532+0.0095763i,0.0099209+0.0048433i,0.0066848+0.0002761i,0.0043872-0.0023896i,0.0042689-0.0031478i
0.0095915-0.019471i,0.016814-0.049269i,0.01624-0.088622i,-0.013062-0.10448i,-0.050123-0.075399i,-0.038522-0.026776i,-0.0057455-0.001712i,0.00017167+0.00027252i,0.001137+0.0038124i,0.0098074+0.0011317i,0.0099186-0.0074807i,0.0048968-0.0090842i,0.0050221-0.007095i,0.0084477-0.0082085i,0.008487-0.010337i,0.0075659-0.0078018i,0.0089277-0.00061134i,0.010481+0.0028001i,0.0090648+0.00019193i,0.0059037-0.0029524i,0.0042531-0.0041109i,0.0043986-0.0035099i,0.0045406-0.00086734i
-0.015062-0.075998i,0.021685-0.13099i,0.086519-0.13104i,0.10782-0.093316i,0.077651-0.060704i,0.046899-0.026023i,0.030473-0.0035366i,0.022016-0.0014117i,0.016587+0.00088371i,0.019448+0.0069154i,0.023265+0.0068081i,0.022759+0.0040002i,0.023202+0.0026195i,0.023684+0.0021875i,0.019803-4.8765e-05i,0.0095241-0.0045277i,-0.0023694-0.0064213i,-0.0091904-0.0049778i,-0.0090587-0.0023105i,-0.0048285-0.0011358i,-0.0011828-0.0025956i,0.00037711-0.002281i,-0.0005195+0.0009996i
-0.0014523+0.010001i,0.030798+0.03299i,0.080937+0.067682i,0.11296+0.071044i,0.10289+0.037998i,0.063284+0.020052i,0.035242+0.014465i,0.018377-0.00042735i,0.0069639-0.0022209i,0.0076861+0.011156i,0.011998+0.015017i,0.010353+0.010303i,0.0079628+0.0085846i,0.0089549+0.01036i,0.0097045+0.010651i,0.0042933+0.007844i,-0.0075416+0.0060629i,-0.015223+0.0066846i,-0.012694+0.0070968i,-0.0059232+0.0061048i,-0.00033598+0.0031888i,0.0013807+0.0010981i,-0.0011835+0.00086647i
0.07886+0.069225i,0.098599+0.15991i,0.062446+0.21514i,0.020312+0.18772i,0.0075302+0.12982i,-0.0087913+0.074448i,-0.022467+0.042443i,-0.014494+0.029779i,-0.0086003+0.016588i,-0.013229+0.011892i,-0.013369+0.01325i,-0.011227+0.010413i,-0.012493+0.0090377i,-0.012203+0.011922i,-0.0066714+0.014161i,0.00075247+0.013139i,0.0047847+0.0099489i,0.0046407+0.0067884i,0.0040006+0.0047627i,0.0054733+0.0011717i,0.0077588-0.0011833i,0.007401-0.00013753i,0.004009-0.0003123i
0.010364+0.0010053i,-0.03539+0.018632i,-0.10512+0.048326i,-0.13325+0.063529i,-0.1137+0.05315i,-0.079777+0.039269i,-0.045158+0.038036i,-0.016844+0.031213i,-0.007395+0.014153i,-0.01521+0.0030177i,-0.020802+0.0018289i,-0.018286+0.0016029i,-0.015879+0.0011314i,-0.016445+0.0036658i,-0.013025+0.0076631i,-0.0035349+0.007356i,0.0059131-0.00011977i,0.010052-0.0061423i,0.0089105-0.0040859i,0.0083771+0.0017808i,0.0081186+0.0045353i,0.0053196+0.0017552i,0.0018901-0.002469i
-0.14066-0.0058243i,-0.24093-0.059525i,-0.27285-0.12229i,-0.21479-0.1266i,-0.12995-0.092282i,-0.066596-0.068105i,-0.033755-0.047904i,-0.016029-0.023301i,-0.0057363-0.013092i,-0.0045642-0.013496i,-0.0054964-0.011735i,-0.001342-0.0095277i,0.00048824-0.010197i,-0.0046281-0.010383i,-0.0080503-0.004946i,-0.0076912+0.00053587i,-0.0059884-0.0020862i,-0.0045336-0.0068856i,-0.0042973-0.0047843i,-0.0019953+0.0033384i,0.0010518+0.0088934i,0.0023516+0.0061783i,0.0021237+0.0014265i
-0.041312+0.0045967i,-0.052271-0.044951i,-0.024146-0.13759i,0.0052516-0.18139i,0.010544-0.14621i,0.010596-0.092142i,0.0029806-0.057408i,-0.012308-0.033349i,-0.0063014-0.013461i,0.010777-0.011468i,0.015683-0.015796i,0.013517-0.012469i,0.012332-0.0090625i,0.010382-0.0093601i,0.003541-0.0069375i,-0.0043404-2.5469e-05i,-0.0063678+0.0076813i,-0.0039397+0.0094446i,-0.0033159+0.0055411i,-0.0049097+0.0047494i,-0.0034106+0.0067275i,0.00083256+0.0058704i,0.0042309+0.0017827i
0.12955-0.10942i,0.24983-0.16541i,0.32433-0.15053i,0.28925-0.092547i,0.20408-0.041626i,0.12937-0.020922i,0.061669-0.016351i,0.021455-0.0027466i,0.015755+0.0046334i,0.019246-0.0020081i,0.01567-0.0053817i,0.0097385-0.0015292i,0.0082663+0.002317i,0.0077165+0.00060633i,0.0011074-0.0043262i,-0.0062283-0.0047317i,-0.0045427+0.0012541i,-0.0006985+0.0073027i,-0.003104+0.0080476i,-0.0095595+0.004996i,-0.013201+0.0022828i,-0.008799+0.0020657i,-0.0012275+0.003037i
0.061634-0.077382i,0.13087-0.069598i,0.18386+0.02814i,0.18315+0.1122i,0.1365+0.10148i,0.084771+0.070545i,0.058915+0.044469i,0.040346+0.010376i,0.016866-0.001676i,0.004565+0.0073068i,0.00056144+0.012985i,-0.0039918+0.013731i,-0.0042639+0.012343i,-0.0025541+0.0085788i,-0.0027509+0.0017273i,-0.0030254-0.0052909i,-0.0025905-0.0058313i,-0.0021869-0.001972i,-0.0029669-0.00062041i,-0.0060819-0.0023548i,-0.0083436-0.0037801i,-0.0062331-0.0024084i,-0.0017544+0.00078241i
-0.027653+0.18365i,-0.059563+0.33271i,-0.099517+0.38458i,-0.11336+0.30334i,-0.091776+0.19328i,-0.061629+0.11244i,-0.02863+0.049019i,-0.014777+0.01116i,-0.017317+0.0072209i,-0.011348+0.015754i,-0.0028705+0.016157i,-0.0039035+0.011104i,-0.0096094+0.0078268i,-0.010279+0.0059286i,-0.0037859+0.0014597i,0.002062-0.0054276i,0.0011872-0.0068291i,-3.5291e-05-0.0020471i,0.0046207+0.00012863i,0.010332-0.00402i,0.0094394-0.0066184i,0.0035674-0.0021477i,-0.0022403+0.0033942i
0.0040877+0.145i,-0.062574+0.23255i,-0.16242+0.21327i,-0.21787+0.12003i,-0.19528+0.070109i,-0.12433+0.056016i,-0.058432+0.042042i,-0.025831+0.025476i,-0.01102+0.014887i,-0.00087426+0.0073723i,0.0027502-0.00095645i,0.00013407-0.0066036i,-0.0033547-0.0070697i,-5.1009e-05-0.0044376i,0.0080133-0.0033988i,0.012826-0.0049832i,0.010644-0.0063633i,0.004483-0.0080933i,0.00055401-0.010057i,0.0019515-0.010908i,0.0053857-0.010881i,0.0051134-0.0083519i,0.0010653-0.0035186i
-0.10059-0.15957i,-0.20936-0.29367i,-0.2546-0.33821i,-0.19102-0.26345i,-0.098853-0.17157i,-0.045436-0.10555i,-0.020598-0.044027i,0.0062525-0.0089349i,0.016808-0.01267i,0.0066283-0.019018i,-0.0019013-0.013156i,-0.0018741-0.0095317i,0.0031444-0.011214i,0.0079215-0.010858i,0.011864-0.0042612i,0.015752+0.004101i,0.01453+0.0052724i,0.0052576+0.0015356i,-0.0036922+0.0010237i,-0.0032834+0.0036902i,0.00049399+0.0027446i,0.0003442-0.0022994i,-0.0017784-0.0052468i
-0.1389-0.15923i,-0.1886-0.29222i,-0.12939-0.34475i,-0.0070758-0.28211i,0.055167-0.20467i,0.036118-0.13413i,0.013483-0.066596i,0.01433-0.034745i,0.0089986-0.026885i,-0.0032865-0.014059i,-0.0069799+0.00015679i,-0.002363+0.0048306i,0.0025604+0.0017589i,0.0028775+8.6547e-05i,0.00066863+0.0049482i,0.0012997+0.012913i,0.0036444+0.016152i,0.0034132+0.014768i,0.0026004+0.015376i,0.0022344+0.018698i,0.0024902+0.016518i,0.00075471+0.0085519i,-0.0017507+0.0019848i
0.16229+0.033542i,0.33452+0.037406i,0.42211+0.0047636i,0.3386-0.022685i,0.19927-0.0018467i,0.10103+0.014394i,0.031303+0.0043181i,-0.0080161+0.0079317i,-0.0082943+0.018323i,0.0010082+0.016369i,0.0021668+0.0077328i,0.001006+0.0028036i,0.00076281+0.0044301i,-0.00026172+0.010016i,-0.005345+0.01549i,-0.010002+0.020504i,-0.006019+0.021699i,0.0040003+0.013875i,0.0084782+0.0021567i,0.0041612-0.0030707i,0.0014909-0.0012052i,0.0047551-0.0010286i,0.0060298-0.0046275i
0.26148+0.020073i,0.42209+0.061476i,0.43389+0.11334i,0.28181+0.14559i,0.1339+0.14748i,0.077712+0.11373i,0.044326+0.066019i,0.014229+0.041142i,0.0089842+0.029064i,0.0095547+0.0093385i,0.0031342-0.0067991i,-0.0038379-0.0095363i,-0.0050435-0.0024585i,-0.0038023+0.0035553i,-0.0073664+0.0035362i,-0.01372+0.0036188i,-0.014598+0.0049437i,-0.0074082+0.0035486i,0.0011583-0.00079759i,0.0048654-0.0037715i,0.0050917-0.0033044i,0.0045669-0.0025578i,0.0036132-0.0018783i
-0.10222+0.070318i,-0.19862+0.18766i,-0.24156+0.2998i,-0.18971+0.29204i,-0.11143+0.18216i,-0.060295+0.087819i,-0.019963+0.032737i,0.00060943+0.0015774i,-0.00015891-0.0078083i,-0.0014239-0.012208i,-0.00069801-0.015636i,0.00058314-0.011084i,0.00042443-0.0037949i,-0.00043018-0.0017105i,-0.0032766-0.0056077i,-0.0097879-0.011648i,-0.016042-0.013032i,-0.018805-0.0067725i,-0.016298+0.001992i,-0.010294+0.0052965i,-0.0048467+0.0013219i,-0.0019196-0.0027001i,0.0013717-0.0016298i
-0.24506+0.16847i,-0.39502+0.30698i,-0.41353+0.32461i,-0.29661+0.19052i,-0.18193+0.06476i,-0.11802+0.026084i,-0.06018+0.010524i,-0.025828-0.010971i,-0.018987-0.015952i,-0.0078626-0.0083419i,0.0083127-0.0043525i,0.016106-0.006276i,0.011583-0.0089903i,0.0043345-0.0076427i,0.0025828-0.0084717i,0.002086-0.014138i,-0.0004139-0.014232i,-0.0024027-0.0053403i,-0.0014972+0.005279i,0.00094512+0.010927i,0.0038573+0.011172i,0.0054145+0.010452i,0.0052901+0.0081629i
-0.017289-0.085979i,-0.059068-0.20641i,-0.1002-0.29755i,-0.092679-0.27792i,-0.05133-0.18586i,-0.022603-0.10473i,-0.015055-0.044611i,-0.0070034-0.00901i,0.0037243+0.00070475i,0.013041+0.005958i,0.018521+0.0089994i,0.012903+0.0042322i,0.0017604-0.0011006i,-0.0052261-0.0013611i,-0.0054485+0.00037837i,-0.00030182-0.0014765i,0.0042982-0.0047235i,0.0044737-0.0054864i,0.0021532-0.0018071i,0.00080805+0.0051627i,0.0028125+0.01127i,0.0057019+0.011419i,0.0049847+0.0072502i
0.07374-0.30694i,0.052932-0.53866i,-0.010816-0.57517i,-0.026878-0.38226i,0.0073523-0.19875i,0.015383-0.11966i,0.0024624-0.058275i,0.012186-0.011955i,0.021174-0.0020017i,0.015971+0.0019205i,0.0092276+0.0095812i,0.0035611+0.012519i,-0.00059314+0.010019i,-0.0065515+0.0073262i,-0.0076077+0.01265i,0.0030719+0.018227i,0.012604+0.012556i,0.0085192+0.0012817i,-0.006258-0.0060544i,-0.016883-0.0060786i,-0.016075-0.0049366i,-0.010629-0.007651i,-0.0076757-0.0085777i
0.072129-0.0082566i,0.17347+0.00088767i,0.24096+0.017607i,0.20763+0.039629i,0.12912+0.0562i,0.073351+0.04797i,0.039529+0.021214i,0.013871+0.0072786i,0.0014199+0.010144i,-0.0030152+0.012628i,-0.0078513+0.011364i,-0.0056726+0.0091668i,0.00095228+0.0054158i,0.0023503+0.00055341i,-0.0018308-0.0014918i,-0.0049006+0.0014318i,-0.0010023+0.0061017i,0.0052829+0.0055295i,0.0063019-0.00046462i,0.00036628-0.0046952i,-0.0081153-0.0057772i,-0.012596-0.0025372i,-0.011539+0.0045249i
0.12125+0.25333i,0.32138+0.38645i,0.44973+0.34845i,0.35755+0.20036i,0.19749+0.12577i,0.13771+0.095606i,0.096059+0.036457i,0.029476+0.01012i,0.00027486+0.017532i,-0.0044219+0.016415i,-0.0081223+0.011387i,-0.005375+0.0053127i,0.0025415-0.0036911i,0.0068505-0.012975i,0.00047228-0.019004i,-0.010343-0.014707i,-0.015027-0.004442i,-0.010098+0.00070107i,-0.0015748-0.0029553i,0.0012003-0.0099739i,-0.0010286-0.010979i,-0.00025618-0.0075489i,0.0037291-0.0068791i
-0.025856+0.098058i,-0.06395+0.17347i,-0.076005+0.19943i,-0.05282+0.13351i,-0.035502+0.039216i,-0.02368+0.0093555i,-0.0050072+0.019153i,0.0029683+0.010847i,-0.0032247-0.00058587i,-0.007048-0.0026929i,-0.0031644-0.0028836i,0.0014368-0.0012542i,0.0048363-0.0014041i,0.0065802-0.007711i,0.0049619-0.013594i,0.0017714-0.012355i,-0.0012346-0.0022399i,-0.00036622+0.0072475i,0.0058929+0.0040774i,0.013365-0.0085612i,0.018625-0.01557i,0.019331-0.01323i,0.015361-0.010795i
-0.21106-0.091994i,-0.42457-0.022411i,-0.48703+0.13687i,-0.33487+0.19075i,-0.19217+0.11214i,-0.15673+0.071332i,-0.1012+0.07629i,-0.032429+0.043853i,-0.011142+0.0076167i,-0.0057208-0.0038605i,-0.0035175-0.0058559i,-0.006351+9.7851e-06i,-0.0060011+0.0089076i,-0.0010459+0.013279i,0.0075239+0.010337i,0.011752+0.0010281i,0.0074677-0.0069117i,0.0031514-0.0032229i,0.0067497+0.00708i,0.017515+0.01049i,0.022949+0.0054917i,0.016925-0.00015157i,0.0073677+0.0015722i
-0.078472-0.1134i,-0.13203-0.17175i,-0.15525-0.14046i,-0.11484-0.047721i,-0.056214+0.018318i,-0.037357+0.042159i,-0.03639+0.041746i,-0.02083+0.023809i,-0.0032476+0.0045044i,0.0022026-0.0040911i,-0.0032045-0.0036791i,-0.011882+0.0039743i,-0.012633+0.01635i,2.1901e-05+0.026079i,0.015524+0.026454i,0.021255+0.020247i,0.015275+0.011482i,0.0012728+0.0048537i,-0.008988+0.009899i,-0.0075456+0.021925i,-0.0016211+0.02306i,-0.0021338+0.012734i,-0.0031491+0.0045417i
0.13895-0.056636i,0.19558-0.23536i,0.1065-0.38592i,-0.014907-0.32747i,-0.0066728-0.18661i,0.031255-0.14601i,-0.0021288-0.12276i,-0.024244-0.059784i,-0.010886-0.023995i,-0.0045636-0.014007i,-0.0028768-0.0066808i,-0.0042677-0.0053467i,-0.0074813-0.0043896i,-0.0063123-0.0010968i,-0.0039183+0.0064274i,-0.0011181+0.013747i,-0.00013772+0.012801i,8.4149e-05+0.0082232i,0.0035183+0.0084323i,0.0084152+0.013751i,0.010313+0.02224i,0.0083312+0.026527i,0.0050396+0.020582i
0.1395+0.04656i,0.1999+0.027282i,0.16158-0.048534i,0.053965-0.10491i,-0.01724-0.10319i,-0.030492-0.1024i,-0.031793-0.093664i,-0.026754-0.053404i,-0.014692-0.01271i,-0.0040447+0.005172i,0.0039947+0.00022218i,0.0035882-0.014998i,-0.0054255-0.023556i,-0.014906-0.018872i,-0.0219-0.0047459i,-0.023833+0.0072462i,-0.017902+0.0089488i,-0.011573+0.0019871i,-0.014665-0.0043653i,-0.021345-0.00089994i,-0.021239+0.0029936i,-0.014939-0.0019199i,-0.0090596-0.0061873i
-0.023706+0.072795i,0.069911+0.17722i,0.2342+0.19256i,0.27544+0.088301i,0.16656+0.040062i,0.10086+0.070302i,0.094661+0.048036i,0.061962+0.010103i,0.036667+0.0067164i,0.030149+0.002524i,0.017636-0.0040566i,0.0072736-0.0096762i,-0.0011193-0.013212i,-0.0091328-0.0073117i,-0.013726-5.575e-05i,-0.013513+0.0038644i,-0.0064711+0.0042685i,-0.0021805+0.0023128i,-0.010515-0.0015734i,-0.024911-0.0076466i,-0.028646-0.011327i,-0.017332-0.010901i,-0.0059031-0.0070758i
-0.15064+0.017472i,-0.16879+0.054012i,-0.048576+0.084626i,0.098418+0.065408i,0.14443+0.027301i,0.13757+0.030585i,0.12767+0.036304i,0.094878+0.013656i,0.053414-0.0071067i,0.022609-0.011725i,0.0064713-0.00074433i,0.007016+0.011284i,0.010799+0.013912i,0.0087998+0.013025i,0.0018227+0.0025026i,-0.0075802-0.013043i,-0.010458-0.016856i,-0.0050207-0.011189i,0.005833-0.0053772i,0.015338-0.0045512i,0.015441-0.0062789i,0.0087981-0.0033766i,0.0038746+0.0012967i
-0.041219-0.0096795i,-0.13975+0.012576i,-0.21393+0.10932i,-0.16633+0.17331i,-0.085624+0.11334i,-0.07322+0.043963i,-0.057301+0.04163i,-0.024641+0.032543i,-0.021418+0.014951i,-0.021541+0.014387i,-0.012505+0.010891i,-0.0014576+0.0091507i,0.011671+0.0091113i,0.01477+0.0029262i,0.014091-0.0028757i,0.015724-0.0062122i,0.010199-0.003947i,0.004589+0.00075813i,0.0047534+0.0022461i,0.0072254-0.0009929i,0.010061-0.0061993i,0.0071141-0.01046i,-0.0013495-0.013903i
0.1287-0.075153i,0.13695-0.089677i,0.047414-0.0071369i,-0.048833+0.11353i,-0.08397+0.15811i,-0.092016+0.13032i,-0.087783+0.093117i,-0.062607+0.067528i,-0.033877+0.054244i,-0.011322+0.038336i,-0.0037746+0.010044i,-0.0092928-0.0076759i,-0.013074-0.011646i,-0.015728-0.015737i,-0.013188-0.014393i,-0.0032774-0.0068066i,0.0029556-0.00052177i,0.0028211-0.00013735i,0.00091253-0.0074571i,0.0037182-0.011645i,0.011159-0.0058206i,0.014445+0.0019605i,0.012271+0.0070378i
0.02728-0.072205i,0.033609-0.14291i,-0.019423-0.20349i,-0.082529-0.16894i,-0.051084-0.080359i,0.0064032-0.0381i,-0.0023138-0.023977i,-0.012906+0.000328i,0.0084701+0.0061174i,0.016377-0.0076553i,0.0083263-0.013792i,-0.0018545-0.011123i,-0.01122-0.0057901i,-0.012642-0.0020793i,-0.0059846+0.0034575i,0.0031792+0.010336i,0.0050031+0.0076818i,-0.0017065+0.0031735i,-0.0055801+0.0075625i,-0.0065581+0.016851i,-0.0070809+0.022587i,-0.0050517+0.017088i,-0.0037442+0.0064125i
-0.098252+0.096604i,-0.12817+0.13393i,-0.11925+0.055692i,-0.094182-0.083765i,-0.067019-0.14808i,-0.038984-0.13949i,-0.015498-0.10279i,0.0053625-0.06568i,0.0076462-0.055786i,-0.0014847-0.044337i,0.0061895-0.023533i,0.015311-0.011019i,0.015905-0.0038457i,0.022095-0.0015655i,0.026478-0.00031221i,0.023455+0.0049232i,0.020462+0.0066058i,0.017274+0.003137i,0.0078548+0.0030441i,-0.0064723+0.004419i,-0.01486+0.004032i,-0.0073099+0.0039101i,0.0048545+0.0010663i
0.027511+0.07682i,0.064279+0.11667i,0.11405+0.10401i,0.097852+0.043294i,0.0041152+0.017081i,-0.037451+0.0335i,-0.0048367+0.014045i,0.0035116-0.017475i,-0.013016-0.0093686i,-0.0091598+0.012637i,0.006937+0.018682i,0.013057+0.013872i,0.013069+0.010034i,0.012852+0.0091261i,0.0023351+0.0085141i,-0.015695+0.0070996i,-0.022861+0.0030324i,-0.011702-0.006323i,0.0065976-0.021354i,0.020007-0.03033i,0.021005-0.027953i,0.01292-0.018778i,0.0052601-0.0069349i
0.048337-0.12812i,0.03964-0.21878i,0.032901-0.21412i,0.060254-0.1016i,0.095272+0.014213i,0.095904+0.061712i,0.055348+0.055807i,0.0090894+0.050373i,0.0046989+0.054844i,0.015821+0.042211i,0.0061766+0.026748i,-0.0041815+0.017272i,-0.0058563+0.012444i,-0.0070456+0.021097i,-0.0076629+0.032363i,-0.0068969+0.034562i,-0.0027388+0.033706i,0.0031688+0.034726i,0.0086446+0.034238i,0.01052+0.023967i,0.0019185+0.0045378i,-0.013002-0.0059882i,-0.019564-0.0048302i
-0.06889-0.073029i,-0.12041-0.062867i,-0.13261-0.0013385i,-0.063058+0.035555i,0.029232-0.014345i,0.052323-0.065207i,0.031786-0.032779i,0.02589+0.010874i,0.025715+0.012365i,0.010609+0.0011624i,-0.0076872+0.00078935i,-0.014826+2.5481e-05i,-0.021582-0.0047399i,-0.03215-0.0007707i,-0.034197+0.0019214i,-0.025618-0.0069777i,-0.015261-0.010489i,-0.006611+0.00026941i,-0.00060795+0.00583i,0.0045513-0.0016239i,0.014226-0.0041155i,0.021664+0.00099121i,0.018981+0.003626i
-0.0059368+0.080803i,0.078186+0.12579i,0.14278+0.095808i,0.082558-0.0045251i,-0.049558-0.055846i,-0.10895-0.025622i,-0.079338-0.0070447i,-0.044793-0.022891i,-0.04261-0.032532i,-0.043056-0.022548i,-0.030658-0.016157i,-0.015947-0.014772i,-0.0094079-0.014408i,-0.019604-0.022795i,-0.031356-0.030859i,-0.030824-0.030381i,-0.028759-0.024974i,-0.025483-0.014884i,-0.011806+0.002755i,0.011446+0.025798i,0.027654+0.034057i,0.024036+0.019839i,0.010297+0.0060019i
0.070031-0.0097138i,0.11286-0.040096i,0.12122-0.078445i,0.099006-0.047791i,0.073427+0.04264i,0.060343+0.098622i,0.041877+0.070814i,0.0055053+0.015441i,-0.018222-0.0053237i,-0.011751-0.012228i,0.0032463-0.026095i,0.011479-0.030122i,0.0192-0.029631i,0.023568-0.039867i,0.024817-0.043454i,0.031655-0.030276i,0.029943-0.019069i,0.0068919-0.0095516i,-0.022674+0.012202i,-0.037977+0.033418i,-0.031088+0.034448i,-0.015324+0.017556i,-0.0046896+0.0018991i
